locus_id,chrom,start,end,description,genome_version
O:445850-446078,CHR_15,445850,446078,between YOR063W and YOR064C,Genome Release 64-3-1
O:446739-447438,CHR_15,446739,447438,between YOR064C and YOR065W,Genome Release 64-3-1
O:448369-449435,CHR_15,448369,449435,between YOR065W and YOR066W,Genome Release 64-3-1
O:451326-451728,CHR_15,451326,451728,between YOR066W and YOR067C,Genome Release 64-3-1
O:453463-453767,CHR_15,453463,453767,between YOR067C and YOR069W,Genome Release 64-3-1
O:455796-455906,CHR_15,455796,455906,between YOR069W and YOR070C,Genome Release 64-3-1
O:457821-459479,CHR_15,457821,459479,between YOR070C and YOR071C,Genome Release 64-3-1
O:461277-461501,CHR_15,461277,461501,between YOR071C and YOR072W,Genome Release 64-3-1
O:462040-464449,CHR_15,462040,464449,between YOR072W-A and YNCO0017W,Genome Release 64-3-1
O:464631-464770,CHR_15,464631,464770,between YOR072W-B and YOR073W,Genome Release 64-3-1
O:466544-466674,CHR_15,466544,466674,between YOR073W and YOR074C,Genome Release 64-3-1
O:467624-468211,CHR_15,467624,468211,between YOR073W-A and YOR075W,Genome Release 64-3-1
O:469253-469376,CHR_15,469253,469376,between YOR075W and YOR076C,Genome Release 64-3-1
O:471621-471898,CHR_15,471621,471898,between YOR076C and YOR077W,Genome Release 64-3-1
O:472598-472724,CHR_15,472598,472724,between YOR077W and YOR078W,Genome Release 64-3-1
O:473370-473474,CHR_15,473370,473474,between YOR078W and YOR079C,Genome Release 64-3-1
O:474417-474593,CHR_15,474417,474593,between YOR079C and YOR080W,Genome Release 64-3-1
O:476793-476938,CHR_15,476793,476938,between YOR080W and YOR081C,Genome Release 64-3-1
O:479189-479295,CHR_15,479189,479295,between YOR081C and YOR082C,Genome Release 64-3-1
O:480421-480586,CHR_15,480421,480586,between YOR083W and YOR084W,Genome Release 64-3-1
O:481751-482032,CHR_15,481751,482032,between YOR084W and YOR085W,Genome Release 64-3-1
O:483086-483218,CHR_15,483086,483218,between YOR085W and YOR086C,Genome Release 64-3-1
O:486780-487438,CHR_15,486780,487438,between YOR086C and YNCO0018W,Genome Release 64-3-1
O:487513-487706,CHR_15,487513,487706,between YNCO0018W and YOR087W,Genome Release 64-3-1
O:489943-490195,CHR_15,489943,490195,between ARS1501 and YOR089C,Genome Release 64-3-1
O:490829-491122,CHR_15,490829,491122,between YOR089C and YOR090C,Genome Release 64-3-1
O:492842-493432,CHR_15,492842,493432,between YOR090C and YOR091W,Genome Release 64-3-1
O:494471-495126,CHR_15,494471,495126,between YOR091W and YOR092W,Genome Release 64-3-1
O:496969-497505,CHR_15,496969,497505,between YOR092W and YOR093C,Genome Release 64-3-1
O:502453-502794,CHR_15,502453,502794,between YOR093C and YOR094W,Genome Release 64-3-1
O:503347-503551,CHR_15,503347,503551,between YOR094W and YOR095C,Genome Release 64-3-1
O:504329-505793,CHR_15,504329,505793,between YOR095C and YOR096W,Genome Release 64-3-1
O:506768-506977,CHR_15,506768,506977,between YOR096W and YOR097C,Genome Release 64-3-1
O:507506-507947,CHR_15,507506,507947,between YOR097C and YOR098C,Genome Release 64-3-1
O:511179-511824,CHR_15,511179,511824,between YOR098C and YOR099W,Genome Release 64-3-1
O:513007-513294,CHR_15,513007,513294,between YOR099W and YOR100C,Genome Release 64-3-1
O:514279-515243,CHR_15,514279,515243,between YOR100C and YOR101W,Genome Release 64-3-1
O:516174-516422,CHR_15,516174,516422,between YOR101W and YOR102W,Genome Release 64-3-1
O:516842-517641,CHR_15,516842,517641,between YOR103C and YOR104W,Genome Release 64-3-1
O:518522-519120,CHR_15,518522,519120,between YOR105W and YOR106W,Genome Release 64-3-1
O:519973-521352,CHR_15,519973,521352,between YOR106W and YOR107W,Genome Release 64-3-1
O:522283-523026,CHR_15,522283,523026,between YOR107W and YOR108W,Genome Release 64-3-1
O:524842-525277,CHR_15,524842,525277,between YOR108W and YOR109W,Genome Release 64-3-1
O:528602-528940,CHR_15,528602,528940,between YOR109W and YOR110W,Genome Release 64-3-1
O:530249-530428,CHR_15,530249,530428,between YOR110W and YOR111W,Genome Release 64-3-1
O:531128-531507,CHR_15,531128,531507,between YOR111W and YOR112W,Genome Release 64-3-1
O:533794-534074,CHR_15,533794,534074,between YOR112W and YOR113W,Genome Release 64-3-1
O:536820-537569,CHR_15,536820,537569,between YOR113W and YOR114W,Genome Release 64-3-1
O:538455-538658,CHR_15,538455,538658,between YOR114W and YOR115C,Genome Release 64-3-1
O:539466-539762,CHR_15,539466,539762,between YOR115C and YOR116C,Genome Release 64-3-1
O:544146-545028,CHR_15,544146,545028,between YOR116C and YOR117W,Genome Release 64-3-1
O:546334-546856,CHR_15,546334,546856,between YOR117W and YOR118W,Genome Release 64-3-1
O:548561-548791,CHR_15,548561,548791,between YOR118W and YOR119C,Genome Release 64-3-1
O:550247-551113,CHR_15,550247,551113,between YOR119C and YOR120W,Genome Release 64-3-1
O:552104-552297,CHR_15,552104,552297,between YOR121C and YOR122C,Genome Release 64-3-1
O:552888-553175,CHR_15,552888,553175,between YOR122C and YOR123C,Genome Release 64-3-1
O:554571-554823,CHR_15,554571,554823,between YOR123C and YOR124C,Genome Release 64-3-1
O:558643-559029,CHR_15,558643,559029,between YOR124C and YOR125C,Genome Release 64-3-1
O:559732-559960,CHR_15,559732,559960,between YOR125C and YOR126C,Genome Release 64-3-1
O:560678-561169,CHR_15,560678,561169,between YOR126C and YOR127W,Genome Release 64-3-1
O:564194-564475,CHR_15,564194,564475,between YOR127W and YOR128C,Genome Release 64-3-1
O:566192-566409,CHR_15,566192,566409,between YOR128C and ARS1516,Genome Release 64-3-1
O:566644-566876,CHR_15,566644,566876,between ARS1516 and YOR129C,Genome Release 64-3-1
O:569559-569928,CHR_15,569559,569928,between YOR129C and YOR130C,Genome Release 64-3-1
O:570808-571957,CHR_15,570808,571957,between YOR130C and YNCO0019W,Genome Release 64-3-1
O:572030-572181,CHR_15,572030,572181,between YNCO0019W and YOR131C,Genome Release 64-3-1
O:572839-573174,CHR_15,572839,573174,between YOR131C and YOR132W,Genome Release 64-3-1
O:574831-575097,CHR_15,574831,575097,between YOR132W and YOR133W,Genome Release 64-3-1
O:577627-578563,CHR_15,577627,578563,between YOR133W and YOR134W,Genome Release 64-3-1
O:579794-580158,CHR_15,579794,580158,between YOR134W and YOR135C,Genome Release 64-3-1
O:581360-581812,CHR_15,581360,581812,between YOR136W and YOR137C,Genome Release 64-3-1
O:583682-584308,CHR_15,583682,584308,between YOR137C and YOR138C,Genome Release 64-3-1
O:586325-586949,CHR_15,586325,586949,between YOR138C and YOR139C,Genome Release 64-3-1
O:589282-589941,CHR_15,589282,589941,between YOR140W and YOR141C,Genome Release 64-3-1
O:592588-593056,CHR_15,592588,593056,between YOR141C and YOR142W,Genome Release 64-3-1
O:594047-594353,CHR_15,594047,594353,between YOR142W and YNCO0020C,Genome Release 64-3-1
O:594426-594511,CHR_15,594426,594511,between YNCO0020C and YORWdelta12,Genome Release 64-3-1
O:600734-600885,CHR_15,600734,600885,between YORWTy1-2 and ARS1502,Genome Release 64-3-1
O:600961-601382,CHR_15,600961,601382,between ARS1502 and YOR143C,Genome Release 64-3-1
O:602343-602716,CHR_15,602343,602716,between YOR143C and YOR144C,Genome Release 64-3-1
O:605093-605346,CHR_15,605093,605346,between YOR144C and YOR145C,Genome Release 64-3-1
O:606179-606606,CHR_15,606179,606606,between YOR146W and YOR147W,Genome Release 64-3-1
O:608476-608639,CHR_15,608476,608639,between YOR147W and YOR148C,Genome Release 64-3-1
O:609198-609837,CHR_15,609198,609837,between YOR148C and YOR149C,Genome Release 64-3-1
O:611389-611998,CHR_15,611389,611998,between YOR149C and YOR150W,Genome Release 64-3-1
O:612491-612996,CHR_15,612491,612996,between YOR150W and YOR151C,Genome Release 64-3-1
O:618289-619839,CHR_15,618289,619839,between YOR152C and YOR153W,Genome Release 64-3-1
O:624376-624728,CHR_15,624376,624728,between YOR153W and YOR154W,Genome Release 64-3-1
O:626493-626627,CHR_15,626493,626627,between YOR154W and YOR155C,Genome Release 64-3-1
O:627981-628359,CHR_15,627981,628359,between YOR155C and YOR156C,Genome Release 64-3-1
O:630541-630965,CHR_15,630541,630965,between YOR156C and YOR157C,Genome Release 64-3-1
O:631752-632163,CHR_15,631752,632163,between YOR157C and YOR158W,Genome Release 64-3-1
O:633121-633281,CHR_15,633121,633281,between YOR158W and YOR159C,Genome Release 64-3-1
O:633567-633838,CHR_15,633567,633838,between YOR159C and YOR160W,Genome Release 64-3-1
O:636758-636938,CHR_15,636758,636938,between YOR160W and YOR161C,Genome Release 64-3-1
O:638559-639120,CHR_15,638559,639120,between YOR161C and YOR161C-C,Genome Release 64-3-1
O:639268-639559,CHR_15,639268,639559,between YOR161C-C and YOR162C,Genome Release 64-3-1
O:641993-642740,CHR_15,641993,642740,between YOR162C and YOR163W,Genome Release 64-3-1
O:643308-643393,CHR_15,643308,643393,between YOR163W and YOR164C,Genome Release 64-3-1
O:644333-644565,CHR_15,644333,644565,between YOR164C and YOR165W,Genome Release 64-3-1
O:646897-647125,CHR_15,646897,647125,between YOR165W and YOR166C,Genome Release 64-3-1
O:648503-648803,CHR_15,648503,648803,between YOR166C and YOR167C,Genome Release 64-3-1
O:649008-649302,CHR_15,649008,649302,between YOR167C and YOR168W,Genome Release 64-3-1
O:651841-651857,CHR_15,651841,651857,between YOR169C and YOR170W,Genome Release 64-3-1
O:653885-654209,CHR_15,653885,654209,between YOR171C and YOR172W,Genome Release 64-3-1
O:656571-656700,CHR_15,656571,656700,between YOR172W and ARS1519,Genome Release 64-3-1
O:656773-657263,CHR_15,656773,657263,between ARS1519 and YOR173W,Genome Release 64-3-1
O:658326-658746,CHR_15,658326,658746,between YOR173W and YOR174W,Genome Release 64-3-1
O:659602-659814,CHR_15,659602,659814,between YOR174W and YOR175C,Genome Release 64-3-1
O:661675-662400,CHR_15,661675,662400,between YOR175C and YOR176W,Genome Release 64-3-1
O:663583-663811,CHR_15,663583,663811,between YOR176W and YNCO0021C,Genome Release 64-3-1
O:663886-664002,CHR_15,663886,664002,between YNCO0021C and YORCdelta15,Genome Release 64-3-1
O:664470-664812,CHR_15,664470,664812,between YORWdelta16 and YORWdelta17,Genome Release 64-3-1
O:665146-665784,CHR_15,665146,665784,between YORWdelta17 and YOR177C,Genome Release 64-3-1
O:667180-667859,CHR_15,667180,667859,between YOR177C and YOR178C,Genome Release 64-3-1
O:670242-671844,CHR_15,670242,671844,between YOR178C and YOR179C,Genome Release 64-3-1
O:672412-674351,CHR_15,672412,674351,between YOR179C and YOR180C,Genome Release 64-3-1
O:675168-675938,CHR_15,675168,675938,between YOR180C and YOR181W,Genome Release 64-3-1
O:677841-678190,CHR_15,677841,678190,between YOR181W and YOR182C,Genome Release 64-3-1
O:678794-678871,CHR_15,678794,678871,between YOR182C and YOR183W,Genome Release 64-3-1
O:679262-679356,CHR_15,679262,679356,between YOR183W and YOR184W,Genome Release 64-3-1
O:680545-680684,CHR_15,680545,680684,between YOR184W and YNCO0022C,Genome Release 64-3-1
O:680867-681443,CHR_15,680867,681443,between YNCO0022C and YOR185C,Genome Release 64-3-1
O:682107-683110,CHR_15,682107,683110,between YOR185C and YOR186W,Genome Release 64-3-1
O:683546-684029,CHR_15,683546,684029,between YOR186W and YOR187W,Genome Release 64-3-1
O:685344-685766,CHR_15,685344,685766,between YOR187W and YOR188W,Genome Release 64-3-1
O:689181-689623,CHR_15,689181,689623,between YOR188W and YOR189W,Genome Release 64-3-1
O:689975-690694,CHR_15,689975,690694,between YOR189W and YOR190W,Genome Release 64-3-1
O:692033-692474,CHR_15,692033,692474,between YOR190W and YOR191W,Genome Release 64-3-1
O:697335-698767,CHR_15,697335,698767,between YOR191W and YOR192C,Genome Release 64-3-1
O:700568-703428,CHR_15,700568,703428,between YOR192C and YORCdelta18,Genome Release 64-3-1
O:703583-703611,CHR_15,703583,703611,between YORCdelta18 and YORWdelta19,Genome Release 64-3-1
O:703763-703771,CHR_15,703763,703771,between YORWdelta19 and YORWtau2,Genome Release 64-3-1
O:710108-710200,CHR_15,710108,710200,between YORWtau3 and YNCO0023W,Genome Release 64-3-1
O:710273-710445,CHR_15,710273,710445,between YNCO0023W and YOR193W,Genome Release 64-3-1
O:711577-711682,CHR_15,711577,711682,between YOR193W and YOR194C,Genome Release 64-3-1
O:712544-712865,CHR_15,712544,712865,between YOR194C and YOR195W,Genome Release 64-3-1
O:715332-715592,CHR_15,715332,715592,between YOR195W and YOR196C,Genome Release 64-3-1
O:716838-717085,CHR_15,716838,717085,between YOR196C and YOR197W,Genome Release 64-3-1
O:718385-718652,CHR_15,718385,718652,between YOR197W and YOR198C,Genome Release 64-3-1
O:720066-720180,CHR_15,720066,720180,between YOR198C and YOR199W,Genome Release 64-3-1
O:721709-721945,CHR_15,721709,721945,between YOR201C and YOR202W,Genome Release 64-3-1
O:724726-725563,CHR_15,724726,725563,between YOR204W and YOR205C,Genome Release 64-3-1
O:727235-727511,CHR_15,727235,727511,between YOR205C and YOR206W,Genome Release 64-3-1
O:729645-729739,CHR_15,729645,729739,between YOR206W and ARS1521,Genome Release 64-3-1
O:729970-730007,CHR_15,729970,730007,between ARS1521 and YOR207C,Genome Release 64-3-1
O:733458-733924,CHR_15,733458,733924,between YOR207C and YOR208W,Genome Release 64-3-1
O:736178-736436,CHR_15,736178,736436,between YOR208W and YOR209C,Genome Release 64-3-1
O:737727-738319,CHR_15,737727,738319,between YOR209C and YOR210W,Genome Release 64-3-1
O:738533-738923,CHR_15,738533,738923,between YOR210W and YOR211C,Genome Release 64-3-1
O:741570-742909,CHR_15,741570,742909,between YOR211C and YOR212W,Genome Release 64-3-1
O:744182-744534,CHR_15,744182,744534,between YOR212W and YOR213C,Genome Release 64-3-1
O:745282-745592,CHR_15,745282,745592,between YOR213C and YOR214C,Genome Release 64-3-1
O:746304-746724,CHR_15,746304,746724,between YOR214C and YOR215C,Genome Release 64-3-1
O:747283-747524,CHR_15,747283,747524,between YOR215C and YOR216C,Genome Release 64-3-1
O:748980-749300,CHR_15,748980,749300,between YOR216C and YOR217W,Genome Release 64-3-1
O:751896-752213,CHR_15,751896,752213,between YOR218C and YOR219C,Genome Release 64-3-1
O:755010-755327,CHR_15,755010,755327,between YOR219C and YOR220W,Genome Release 64-3-1
O:756126-756475,CHR_15,756126,756475,between YOR220W and YOR221C,Genome Release 64-3-1
O:757559-758329,CHR_15,757559,758329,between YOR221C and YOR222W,Genome Release 64-3-1
O:759254-759325,CHR_15,759254,759325,between YOR222W and YNCO0024C,Genome Release 64-3-1
O:759530-759781,CHR_15,759530,759781,between YNCO0024C and YOR223W,Genome Release 64-3-1
O:760661-760824,CHR_15,760661,760824,between YOR223W and YOR224C,Genome Release 64-3-1
O:761266-761391,CHR_15,761266,761391,between YOR224C and YOR225W,Genome Release 64-3-1
O:762085-762824,CHR_15,762085,762824,between YOR226C and YOR227W,Genome Release 64-3-1
O:766566-766604,CHR_15,766566,766604,between YOR227W and ARS1523,Genome Release 64-3-1
O:766789-766868,CHR_15,766789,766868,between ARS1523 and YOR228C,Genome Release 64-3-1
O:767778-768105,CHR_15,767778,768105,between YOR228C and ETC7,Genome Release 64-3-1
O:768129-768408,CHR_15,768129,768408,between ETC7 and YOR229W,Genome Release 64-3-1
O:769813-770799,CHR_15,769813,770799,between YOR229W and YOR230W,Genome Release 64-3-1
O:772114-772600,CHR_15,772114,772600,between YOR230W and YOR231W,Genome Release 64-3-1
O:774128-774572,CHR_15,774128,774572,between YOR231W and YOR232W,Genome Release 64-3-1
O:775260-775845,CHR_15,775260,775845,between YOR232W and YOR233W,Genome Release 64-3-1
O:778249-778554,CHR_15,778249,778554,between YOR233W and YOR234C,Genome Release 64-3-1
O:779406-779869,CHR_15,779406,779869,between YOR234C and YOR235W,Genome Release 64-3-1
O:780597-780905,CHR_15,780597,780905,between YNCO0025W and YOR236W,Genome Release 64-3-1
O:781542-781993,CHR_15,781542,781993,between YOR236W and YOR237W,Genome Release 64-3-1
O:783299-783344,CHR_15,783299,783344,between YOR237W and ARS1524,Genome Release 64-3-1
O:783564-783676,CHR_15,783564,783676,between ARS1524 and YOR238W,Genome Release 64-3-1
O:784589-784856,CHR_15,784589,784856,between YOR238W and YOR239W,Genome Release 64-3-1
O:786745-786994,CHR_15,786745,786994,between YOR239W and YOR241W,Genome Release 64-3-1
O:788642-788741,CHR_15,788642,788741,between YOR241W and YOR242C,Genome Release 64-3-1
O:789858-790210,CHR_15,789858,790210,between YOR242C and YOR243C,Genome Release 64-3-1
O:792242-792530,CHR_15,792242,792530,between YOR243C and YOR244W,Genome Release 64-3-1
O:793869-794075,CHR_15,793869,794075,between YOR244W and YOR245C,Genome Release 64-3-1
O:795333-795800,CHR_15,795333,795800,between YOR245C and YOR246C,Genome Release 64-3-1
O:796794-797675,CHR_15,796794,797675,between YOR246C and YOR247W,Genome Release 64-3-1
O:798316-798673,CHR_15,798316,798673,between YOR248W and YOR249C,Genome Release 64-3-1
O:800732-800969,CHR_15,800732,800969,between YOR249C and YOR250C,Genome Release 64-3-1
O:802308-802549,CHR_15,802308,802549,between YOR250C and YOR251C,Genome Release 64-3-1
O:803465-803666,CHR_15,803465,803666,between YOR251C and YOR252W,Genome Release 64-3-1
O:804204-804376,CHR_15,804204,804376,between YOR252W and YOR253W,Genome Release 64-3-1
O:804908-805031,CHR_15,804908,805031,between YOR253W and YOR254C,Genome Release 64-3-1
O:807024-807270,CHR_15,807024,807270,between YOR254C and YOR255W,Genome Release 64-3-1
O:808108-808253,CHR_15,808108,808253,between YOR255W and YOR256C,Genome Release 64-3-1
O:810684-811007,CHR_15,810684,811007,between YOR256C and YOR257W,Genome Release 64-3-1
O:811494-811670,CHR_15,811494,811670,between YOR257W and YOR258W,Genome Release 64-3-1
O:812325-812394,CHR_15,812325,812394,between YOR258W and YOR259C,Genome Release 64-3-1
O:813709-813983,CHR_15,813709,813983,between YOR259C and YOR260W,Genome Release 64-3-1
O:815721-815914,CHR_15,815721,815914,between YOR260W and YOR261C,Genome Release 64-3-1
O:816932-817291,CHR_15,816932,817291,between YOR261C and YOR262W,Genome Release 64-3-1
O:818336-818756,CHR_15,818336,818756,between YOR262W and YOR263C,Genome Release 64-3-1
O:820159-820453,CHR_15,820159,820453,between YOR264W and YOR265W,Genome Release 64-3-1
O:820775-821022,CHR_15,820775,821022,between YOR265W and YOR266W,Genome Release 64-3-1
O:822295-822587,CHR_15,822295,822587,between YOR266W and YOR267C,Genome Release 64-3-1
O:824868-825533,CHR_15,824868,825533,between YOR267C and YOR268C,Genome Release 64-3-1
O:825933-826384,CHR_15,825933,826384,between YOR268C and YOR269W,Genome Release 64-3-1
O:827870-828051,CHR_15,827870,828051,between YOR269W and YOR270C,Genome Release 64-3-1
O:830575-831058,CHR_15,830575,831058,between YOR270C and YOR271C,Genome Release 64-3-1
O:832043-832331,CHR_15,832043,832331,between YOR271C and YNCO0026W,Genome Release 64-3-1
O:832522-832812,CHR_15,832522,832812,between YNCO0026W and YOR272W,Genome Release 64-3-1
O:834196-834451,CHR_15,834196,834451,between YOR272W and YOR273C,Genome Release 64-3-1
O:836432-837673,CHR_15,836432,837673,between YOR273C and YOR274W,Genome Release 64-3-1
O:838961-839083,CHR_15,838961,839083,between YOR274W and YOR275C,Genome Release 64-3-1
O:841070-841332,CHR_15,841070,841332,between YOR275C and YOR276W,Genome Release 64-3-1
O:841824-841957,CHR_15,841824,841957,between YOR277C and YNCO0027C,Genome Release 64-3-1
O:842183-842402,CHR_15,842183,842402,between YNCO0027C and YNCO0028W,Genome Release 64-3-1
O:842607-842816,CHR_15,842607,842816,between YNCO0028W and YOR278W,Genome Release 64-3-1
O:843645-843697,CHR_15,843645,843697,between YOR278W and YOR279C,Genome Release 64-3-1
O:844631-844991,CHR_15,844631,844991,between YOR279C and YOR280C,Genome Release 64-3-1
O:845793-846268,CHR_15,845793,846268,between YOR280C and YOR281C,Genome Release 64-3-1
O:847321-847452,CHR_15,847321,847452,between YOR282W and YOR283W,Genome Release 64-3-1
O:848146-848477,CHR_15,848146,848477,between YOR283W and YOR284W,Genome Release 64-3-1
O:849210-849634,CHR_15,849210,849634,between YOR284W and YOR285W,Genome Release 64-3-1
O:850055-850279,CHR_15,850055,850279,between YOR285W and YOR286W,Genome Release 64-3-1
O:850730-850936,CHR_15,850730,850936,between YOR286W and YOR287C,Genome Release 64-3-1
O:851840-852120,CHR_15,851840,852120,between YOR287C and YOR288C,Genome Release 64-3-1
O:853078-853356,CHR_15,853078,853356,between YOR288C and YOR289W,Genome Release 64-3-1
O:854113-854186,CHR_15,854113,854186,between YOR289W and YNCO0029C,Genome Release 64-3-1
O:854260-854274,CHR_15,854260,854274,between YNCO0029C and YORWsigma3,Genome Release 64-3-1
O:854615-855146,CHR_15,854615,855146,between YORWsigma3 and YOR290C,Genome Release 64-3-1
O:860259-861174,CHR_15,860259,861174,between YOR290C and YOR291W,Genome Release 64-3-1
O:865594-865652,CHR_15,865594,865652,between YOR291W and YOR292C,Genome Release 64-3-1
O:866583-867097,CHR_15,866583,867097,between YOR292C and YOR293W,Genome Release 64-3-1
O:867853-867997,CHR_15,867853,867997,between YOR293W and YOR293C-A,Genome Release 64-3-1
O:868148-868339,CHR_15,868148,868339,between YOR293C-A and YOR294W,Genome Release 64-3-1
O:868952-869207,CHR_15,868952,869207,between YOR294W and YOR295W,Genome Release 64-3-1
O:869895-870201,CHR_15,869895,870201,between YOR295W and YOR296W,Genome Release 64-3-1
O:874072-874250,CHR_15,874072,874250,between YOR296W and ARS1526,Genome Release 64-3-1
O:874413-874742,CHR_15,874413,874742,between ARS1526 and YOR297C,Genome Release 64-3-1
O:875322-875598,CHR_15,875322,875598,between YOR297C and YOR298W,Genome Release 64-3-1
O:877039-877229,CHR_15,877039,877229,between YOR298W and YOR298C-A,Genome Release 64-3-1
O:877686-878434,CHR_15,877686,878434,between YOR298C-A and YOR299W,Genome Release 64-3-1
O:880884-880964,CHR_15,880884,880964,between YOR300W and YOR301W,Genome Release 64-3-1
O:882273-882764,CHR_15,882273,882764,between YOR301W and YOR302W,Genome Release 64-3-1
O:882843-882898,CHR_15,882843,882898,between YOR302W and YOR303W,Genome Release 64-3-1
O:884135-884513,CHR_15,884135,884513,between YOR303W and YOR304W,Genome Release 64-3-1
O:887877-888519,CHR_15,887877,888519,between YOR304W and YOR304C-A,Genome Release 64-3-1
O:888751-889021,CHR_15,888751,889021,between YOR304C-A and YOR305W,Genome Release 64-3-1
O:889751-889866,CHR_15,889751,889866,between YOR305W and YOR306C,Genome Release 64-3-1
O:891433-892730,CHR_15,891433,892730,between YOR306C and YOR307C,Genome Release 64-3-1
O:894093-894623,CHR_15,894093,894623,between YOR307C and YOR308C,Genome Release 64-3-1
O:896388-896697,CHR_15,896388,896697,between YOR308C and YOR309C,Genome Release 64-3-1
O:898361-899055,CHR_15,898361,899055,between YOR310C and YOR311C,Genome Release 64-3-1
O:899929-900249,CHR_15,899929,900249,between YOR311C and YOR312C,Genome Release 64-3-1
O:901195-901857,CHR_15,901195,901857,between YOR312C and YOR313C,Genome Release 64-3-1
O:902875-903042,CHR_15,902875,903042,between YOR313C and YOR314W,Genome Release 64-3-1
O:903373-904457,CHR_15,903373,904457,between YOR314W and YOR314W-A,Genome Release 64-3-1
O:904569-904759,CHR_15,904569,904759,between YOR314W-A and YOR315W,Genome Release 64-3-1
O:905801-906235,CHR_15,905801,906235,between YOR315W and YOR316C,Genome Release 64-3-1
O:907556-907725,CHR_15,907556,907725,between YOR316C and YOR316C-A,Genome Release 64-3-1
O:907936-908295,CHR_15,907936,908295,between YOR316C-A and ARS1528,Genome Release 64-3-1
O:908545-909342,CHR_15,908545,909342,between ARS1528 and YOR317W,Genome Release 64-3-1
O:911446-911783,CHR_15,911446,911783,between YOR317W and YOR318C,Genome Release 64-3-1
O:912437-912821,CHR_15,912437,912821,between YOR318C and YOR319W,Genome Release 64-3-1
O:913464-913618,CHR_15,913464,913618,between YOR319W and YOR320C,Genome Release 64-3-1
O:915095-916029,CHR_15,915095,916029,between YOR320C and YOR321W,Genome Release 64-3-1
O:918292-918605,CHR_15,918292,918605,between YOR321W and YOR322C,Genome Release 64-3-1
O:921063-921534,CHR_15,921063,921534,between YOR322C and YOR323C,Genome Release 64-3-1
O:922906-923231,CHR_15,922906,923231,between YOR323C and YOR324C,Genome Release 64-3-1
O:925051-925720,CHR_15,925051,925720,between YOR325W and YOR326W,Genome Release 64-3-1
O:930446-930733,CHR_15,930446,930733,between YOR326W and YOR327C,Genome Release 64-3-1
O:931082-931802,CHR_15,931082,931802,between YOR327C and YOR328W,Genome Release 64-3-1
O:936498-936730,CHR_15,936498,936730,between YOR328W and YOR329C,Genome Release 64-3-1
O:939558-939620,CHR_15,939558,939620,between YOR329W-A and YOR330C,Genome Release 64-3-1
O:943386-943564,CHR_15,943386,943564,between YOR330C and YOR331C,Genome Release 64-3-1
O:944358-944540,CHR_15,944358,944540,between YOR332W and YOR333C,Genome Release 64-3-1
O:946009-946232,CHR_15,946009,946232,between YOR334W and YOR335C,Genome Release 64-3-1
O:949110-949772,CHR_15,949110,949772,between YOR335C and YOR336W,Genome Release 64-3-1
O:953871-954343,CHR_15,953871,954343,between YOR336W and YOR337W,Genome Release 64-3-1
O:956624-956897,CHR_15,956624,956897,between YOR337W and YOR338W,Genome Release 64-3-1
O:957990-958361,CHR_15,957990,958361,between YOR338W and YOR339C,Genome Release 64-3-1
O:958833-959201,CHR_15,958833,959201,between YOR339C and YOR340C,Genome Release 64-3-1
O:960183-960986,CHR_15,960183,960986,between YOR340C and YOR341W,Genome Release 64-3-1
O:965982-966665,CHR_15,965982,966665,between YOR341W and YOR342C,Genome Release 64-3-1
O:967626-968147,CHR_15,967626,968147,between YOR342C and YOR343C,Genome Release 64-3-1
O:968475-968990,CHR_15,968475,968990,between YOR343C and YORWsigma4,Genome Release 64-3-1
O:969432-970285,CHR_15,969432,970285,between YORWdelta22 and YORWdelta23,Genome Release 64-3-1
O:976245-976420,CHR_15,976245,976420,between YORWTy2-2 and YNCO0030W,Genome Release 64-3-1
O:976494-977193,CHR_15,976494,977193,between YNCO0030W and YOR344C,Genome Release 64-3-1
O:978070-980258,CHR_15,978070,980258,between YOR344C and YORCdelta25,Genome Release 64-3-1
O:980591-980682,CHR_15,980591,980682,between YORCdelta25 and tP(UGG)O3,Genome Release 64-3-1
O:980788-981461,CHR_15,980788,981461,between tP(UGG)O3 and ARS1529,Genome Release 64-3-1
O:981698-981811,CHR_15,981698,981811,between ARS1529 and YOR345C,Genome Release 64-3-1
O:984786-984941,CHR_15,984786,984941,between YOR346W and YOR347C,Genome Release 64-3-1
O:986463-986898,CHR_15,986463,986898,between YOR347C and YOR348C,Genome Release 64-3-1
O:988783-989788,CHR_15,988783,989788,between YOR348C and YOR349W,Genome Release 64-3-1
O:992834-992863,CHR_15,992834,992863,between YOR349W and YOR350C,Genome Release 64-3-1
O:994856-995017,CHR_15,994856,995017,between YOR350C and YOR351C,Genome Release 64-3-1
O:996512-997212,CHR_15,996512,997212,between YOR351C and YOR352W,Genome Release 64-3-1
O:998245-998452,CHR_15,998245,998452,between YOR352W and YOR353C,Genome Release 64-3-1
O:1000829-1001146,CHR_15,1000829,1001146,between YOR353C and YOR354C,Genome Release 64-3-1
O:1003226-1005136,CHR_15,1003226,1005136,between YOR354C and YOR355W,Genome Release 64-3-1
O:1006706-1007220,CHR_15,1006706,1007220,between YOR355W and YOR356W,Genome Release 64-3-1
O:1009117-1009223,CHR_15,1009117,1009223,between YOR356W and YOR357C,Genome Release 64-3-1
O:1009713-1010160,CHR_15,1009713,1010160,between YOR357C and YOR358W,Genome Release 64-3-1
