chromosome,start,end,gene,stable/fragile,gene orientation
chrXV,490987,490988,YOR089C,fragile,-
chrVII,699966,699967,YGR106C,fragile,-
chrIV,106978,106979,YDL195W,fragile,+
chrIV,106978,106979,YDL197C,fragile,-
chrXV,797017,797018,YOR246C,fragile,-
chrXV,273858,273859,YOL027C,fragile,-
chrXIII,901446,901447,YMR313C,fragile,-
chrXIII,901446,901447,YMR314W,fragile,+
chrIII,50409,50410,YCL043C,fragile,-
chrXIV,117018,117019,YNL277W,fragile,+
chrXIII,732254,732255,YMR230W,fragile,+
chrXI,310010,310011,YKL068W,fragile,+
chrXII,581900,581901,YLR222C,fragile,-
chrVIII,229194,229195,YHR065C,fragile,-
chrVIII,229194,229195,YHR066W,fragile,+
chrIX,382395,382396,YIR016W,fragile,+
chrXI,220189,220190,YKL117W,fragile,+
chrVI,233777,233778,YFR039C,fragile,-
chrVI,233777,233778,YFR040W,fragile,+
chrII,383020,383021,YBR073W,fragile,+
chrVII,958573,958574,YGR233C,fragile,-
chrXIII,902582,902583,YMR315W,fragile,+
chrII,634992,634993,YBR207W,fragile,+
chrXIV,545089,545090,YNL044W,fragile,+
chrVII,115808,115809,YGL202W,fragile,+
chrXI,205433,205434,YKL126W,fragile,+
chrX,705528,705529,YJR148W,fragile,+
chrXV,1074051,1074052,YOR389W,fragile,+
chrXII,522260,522261,YLR183C,fragile,-
chrVII,527502,527503,YGR021W,fragile,+
chrXIV,355404,355405,YNL144C,fragile,-
chrXV,96543,96544,YOL119C,fragile,-
chrX,146957,146958,YJL143W,fragile,+
chrXV,185315,185316,YOL077W-A,fragile,+
chrXV,412597,412598,YOR044W,fragile,+
chrIV,87374,87375,YDL208W,fragile,+
chrIV,87374,87375,YDL209C,fragile,-
chrX,445764,445765,YJR004C,fragile,-
chrX,445764,445765,YJR005W,fragile,+
chrVI,58430,58431,YFL036W,fragile,+
chrIV,694328,694329,YDR122W,fragile,+
chrII,714607,714608,YBR247C,fragile,-
chrV,503928,503929,YER163C,fragile,-
chrIII,272986,272987,YCR090C,fragile,-
chrXI,321787,321788,YKL063C,fragile,-
chrX,278672,278673,YJL083W,fragile,+
chrXV,487099,487100,YOR086C,fragile,-
chrIV,693362,693363,YDR121W,fragile,+
chrIV,693362,693363,YDR120C,fragile,-
chrVII,95647,95648,YGL209W,fragile,+
chrII,288173,288174,YBR023C,fragile,-
chrXIV,479336,479337,YNL079C,fragile,-
chrXIV,167935,167936,YNL255C,fragile,-
chrIII,147805,147806,YCR017C,fragile,-
chrXVI,308431,308432,YPL128C,fragile,-
chrII,311601,311602,YBR037C,fragile,-
chrII,311601,311602,YBR038W,fragile,+
chrIV,1267306,1267307,YDR398W,fragile,+
chrIX,99587,99588,YIL133C,fragile,-
chrXII,253251,253252,YLR055C,fragile,-
chrXV,256254,256255,YOL036W,fragile,+
chrVI,213105,213106,YFR030W,fragile,+
chrVIII,204356,204357,YHR048W,fragile,+
chrXIV,759387,759388,YNR067C,fragile,-
chrXIV,135757,135758,YNL271C,fragile,-
chrV,386356,386357,YER111C,fragile,-
chrXIII,388592,388593,YMR056C,fragile,-
chrXIII,388592,388593,YMR058W,fragile,+
chrX,598510,598511,YJR092W,fragile,+
chrX,598510,598511,YJR091C,fragile,-
chrXI,280344,280345,YKL084W,fragile,+
chrXIII,628012,628013,YMR184W,fragile,+
chrXIV,531583,531584,YNL052W,fragile,+
chrIV,1135661,1135662,YDR334W,fragile,+
chrIV,1135661,1135662,YDR333C,fragile,-
chrIV,821060,821061,YDR180W,fragile,+
chrII,474166,474167,YBR115C,fragile,-
chrXV,683780,683781,YOR187W,fragile,+
chrX,60698,60699,YJL198W,fragile,+
chrI,69716,69717,YAL039C,fragile,-
chrIV,215850,215851,YDL137W,fragile,+
chrXIII,413620,413621,YMR075W,fragile,+
chrXIII,413620,413621,YMR074C,fragile,-
chrXV,606450,606451,YOR147W,fragile,+
chrXI,334148,334149,YKL057C,fragile,-
chrVIII,227316,227317,YHR064C,fragile,-
chrXI,67773,67774,YKL201C,fragile,-
chrX,36593,36594,YJL210W,fragile,+
chrVIII,384892,384893,YHR143W,fragile,+
chrXII,545957,545958,YLR197W,fragile,+
chrII,429458,429459,YBR092C,fragile,-
chrIV,1359053,1359054,YDR449C,fragile,-
chrXIII,121451,121452,YML074C,fragile,-
chrVIII,99024,99025,YHL004W,fragile,+
chrVIII,99024,99025,YHL006C,fragile,-
chrXIII,619614,619615,YMR179W,fragile,+
chrI,92732,92733,YAL028W,fragile,+
chrVI,119251,119252,YFL008W,fragile,+
chrIX,421963,421964,YIR035C,fragile,-
chrVIII,320054,320055,YHR103W,fragile,+
chrXIV,720902,720903,YNR052C,fragile,-
chrIV,369320,369321,YDL047W,fragile,+
chrIV,341361,341362,YDL061C,fragile,-
chrXII,179836,179837,YLR019W,fragile,+
chrXII,179836,179837,YLR018C,fragile,-
chrIII,211754,211755,YCR048W,fragile,+
chrIII,211754,211755,YCR047C,fragile,-
chrII,618699,618700,YBR199W,fragile,+
chrII,618699,618700,YBR198C,fragile,-
chrIV,751089,751090,YDR146C,fragile,-
chrXIV,593012,593013,YNL022C,fragile,-
chrVII,84498,84499,YGL216W,fragile,+
chrVII,84498,84499,YGL219C,fragile,-
chrVI,103339,103340,YFL018C,fragile,-
chrX,79549,79550,YJL187C,fragile,-
chrIX,289130,289131,YIL035C,fragile,-
chrIX,139438,139439,YIL118W,fragile,+
chrIX,415810,415811,YIR032C,fragile,-
chrXIII,16936,16937,YML128C,fragile,-
chrXI,608648,608649,YKR090W,fragile,+
chrXI,608648,608649,YKR089C,fragile,-
chrVIII,332195,332196,YHR110W,fragile,+
chrXVI,98860,98861,YPL239W,fragile,+
chrXVI,98860,98861,YPL240C,fragile,-
chrIX,291879,291880,YIL033C,fragile,-
chrIV,134852,134853,YDL181W,fragile,+
chrIV,1398903,1398904,YDR469W,fragile,+
chrXII,787516,787517,YLR330W,fragile,+
chrXVI,74056,74057,YPL252C,fragile,-
chrXI,402224,402225,YKL020C,fragile,-
chrV,517712,517713,YER167W,fragile,+
chrII,167981,167982,YBL028C,fragile,-
chrI,62700,62701,YAL041W,fragile,+
chrXIII,164429,164430,YML056C,fragile,-
chrXIII,164429,164430,YML055W,fragile,+
chrXIV,634181,634182,YNR002C,fragile,-
chrIX,301483,301484,YIL029C,fragile,-
chrVIII,102132,102133,YHL003C,fragile,-
chrXII,921799,921800,YLR399C,fragile,-
chrXIII,408795,408796,YMR070W,fragile,+
chrIV,242204,242205,YDL122W,fragile,+
chrXVI,271122,271123,YPL149W,fragile,+
chrXII,237866,237867,YLR045C,fragile,-
chrX,196107,196108,YJL115W,fragile,+
chrVII,191007,191008,YGL166W,fragile,+
chrVII,191007,191008,YGL167C,fragile,-
chrXV,720357,720358,YOR198C,fragile,-
chrXII,932630,932631,YLR407W,fragile,+
chrVII,620065,620066,YGR065C,fragile,-
chrXI,369662,369663,YKL035W,fragile,+
chrX,189568,189569,YJL122W,fragile,+
chrXIII,632134,632135,YMR186W,fragile,+
chrX,126627,126628,YJL157C,fragile,-
chrV,33796,33797,YEL063C,fragile,-
chrXIII,209321,209322,YML034W,fragile,+
chrXIV,456280,456281,YNL090W,fragile,+
chrXV,380857,380858,YOR027W,fragile,+
chrXIII,411427,411428,YMR072W,fragile,+
chrXVI,596585,596586,YPR019W,fragile,+
chrI,192463,192464,YAR042W,fragile,+
chrXV,832639,832640,YOR272W,fragile,+
chrVI,106488,106489,YFL016C,fragile,-
chrVII,726685,726686,YGR117C,fragile,-
chrI,21133,21134,YAL064W,fragile,+
chrXII,757213,757214,YLR310C,fragile,-
chrIV,524900,524901,YDR036C,fragile,-
chrI,143491,143492,YAL002W,fragile,+
chrIV,56855,56856,YDL224C,fragile,-
chrV,90124,90125,YEL031W,fragile,+
chrXVI,408931,408932,YPL078C,fragile,-
chrXV,573009,573010,YOR132W,fragile,+
chrXV,573009,573010,YOR131C,fragile,-
chrXI,439670,439671,YKL001C,fragile,-
chrV,311590,311591,YER075C,fragile,-
chrVIII,108545,108546,YHR002W,fragile,+
chrIV,1189836,1189837,YDR357C,fragile,-
chrIV,1189836,1189837,YDR358W,fragile,+
chrIV,1080443,1080444,YDR309C,fragile,-
chrXVI,767625,767626,YPR118W,fragile,+
chrXV,93025,93026,YOL121C,fragile,-
chrXV,592751,592752,YOR142W,fragile,+
chrXV,592751,592752,YOR141C,fragile,-
chrXI,248445,248446,YKL101W,fragile,+
chrXV,617035,617036,YOR151C,fragile,-
chrIII,58863,58864,YCL037C,fragile,-
chrIII,58863,58864,YCL036W,fragile,+
chrXI,614028,614029,YKR092C,fragile,-
chrXVI,502398,502399,YPL026C,fragile,-
chrX,442661,442662,YJR003C,fragile,-
chrVII,853539,853540,YGR178C,fragile,-
chrXV,371014,371015,YOR020C,fragile,-
chrXV,238457,238458,YOL049W,fragile,+
chrXIV,90047,90048,YNL288W,fragile,+
chrXIII,472878,472879,YMR102C,fragile,-
chrVII,1069392,1069393,YGR287C,fragile,-
chrVIII,273747,273748,YHR084W,fragile,+
chrXVI,203102,203103,YPL181W,fragile,+
chrV,84801,84802,YEL036C,fragile,-
chrI,158796,158797,YAR007C,fragile,-
chrIV,1269820,1269821,YDR399W,fragile,+
chrXV,925364,925365,YOR326W,fragile,+
chrXV,925364,925365,YOR324C,fragile,-
chrXII,665187,665188,YLR259C,fragile,-
chrXII,418193,418194,YLR138W,fragile,+
chrX,289566,289567,YJL080C,fragile,-
chrII,647356,647357,YBR212W,fragile,+
chrII,647356,647357,YBR211C,fragile,-
chrXII,230728,230729,YLR042C,fragile,-
chrV,16064,16065,YEL071W,fragile,+
chrX,73620,73621,YJL191W,fragile,+
chrX,73620,73621,YJL192C,fragile,-
chrXIII,77133,77134,YML098W,fragile,+
chrXIII,77133,77134,YML099C,fragile,-
chrIX,420891,420892,YIR034C,fragile,-
chrXV,347458,347459,YOR010C,fragile,-
chrIX,150383,150384,YIL113W,fragile,+
chrVIII,445587,445588,YHR171W,fragile,+
chrV,107024,107025,YEL024W,fragile,+
chrXII,822921,822922,YLR346C,fragile,-
chrII,444850,444851,YBR101C,fragile,-
chrV,291676,291677,YER067W,fragile,+
chrIV,1489225,1489226,YDR524C,fragile,-
chrIV,341468,341469,YDL060W,fragile,+
chrVI,221642,221643,YFR031C-A,fragile,-
chrXIV,405758,405759,YNL118C,fragile,-
chrXV,304194,304195,YOL012C,fragile,-
chrV,302615,302616,YER072W,fragile,+
chrVI,95674,95675,YFL021W,fragile,+
chrXVI,147294,147295,YPL215W,fragile,+
chrX,211779,211780,YJL110C,fragile,-
chrX,374075,374076,YJL039C,fragile,-
chrIV,1263098,1263099,YDR395W,fragile,+
chrIII,91085,91086,YCL018W,fragile,+
chrIV,432162,432163,YDL010W,fragile,+
chrVII,661958,661959,YGR090W,fragile,+
chrXII,395699,395700,YLR126C,fragile,-
chrXII,950875,950876,YLR413W,fragile,+
chrXII,245480,245481,YLR049C,fragile,-
chrI,99889,99890,YAL026C,fragile,-
chrIV,521569,521570,YDR035W,fragile,+
chrVII,546268,546269,YGR030C,fragile,-
chrVII,546268,546269,YGR031W,fragile,+
chrXV,430158,430159,YOR054C,fragile,-
chrXII,855726,855727,YLR367W,fragile,+
chrIV,485521,485522,YDR019C,fragile,-
chrXII,84446,84447,YLL028W,fragile,+
chrXVI,228079,228080,YPL170W,fragile,+
chrII,360480,360481,YBR059C,fragile,-
chrXV,436595,436596,YOR058C,fragile,-
chrXIII,551637,551638,YMR143W,fragile,+
chrIV,211241,211242,YDL140C,fragile,-
chrIV,405089,405090,YDL027C,fragile,-
chrIV,1466063,1466064,YDR507C,fragile,-
chrII,164319,164320,YBL030C,fragile,-
chrXIII,46697,46698,YML111W,fragile,+
chrXI,435113,435114,YKL005C,fragile,-
chrXI,435113,435114,YKL004W,fragile,+
chrVIII,98273,98274,YHL007C,fragile,-
chrXIII,439008,439009,YMR086W,fragile,+
chrVIII,272532,272533,YHR083W,fragile,+
chrVIII,272532,272533,YHR082C,fragile,-
chrII,101350,101351,YBL064C,fragile,-
chrIV,1325401,1325402,YDR429C,fragile,-
chrXV,427505,427506,YOR052C,fragile,-
chrX,106236,106237,YJL166W,fragile,+
chrXIV,308756,308757,YNL175C,fragile,-
chrII,426993,426994,YBR089C-A,fragile,-
chrVIII,198468,198469,YHR046C,fragile,-
chrXV,472518,472519,YOR078W,fragile,+
chrXV,722767,722768,YOR204W,fragile,+
chrXIII,349989,349990,YMR039C,fragile,-
chrXIV,302505,302506,YNL178W,fragile,+
chrXIII,886693,886694,YMR307W,fragile,+
chrV,328295,328296,YER086W,fragile,+
chrX,438748,438749,YJR002W,fragile,+
chrII,165041,165042,YBL029C-A,fragile,-
chrIX,155057,155058,YIL111W,fragile,+
chrXV,877880,877881,YOR298C-A,fragile,-
chrXIV,587002,587003,YNL024C-A,fragile,-
chrX,207702,207703,YJL111W,fragile,+
chrXIII,664527,664528,YMR200W,fragile,+
chrXVI,22674,22675,YPL274W,fragile,+
chrX,646734,646735,YJR119C,fragile,-
chrXIII,284751,284752,YMR010W,fragile,+
chrIX,414935,414936,YIR031C,fragile,-
chrXIV,113007,113008,YNL278W,fragile,+
chrXVI,202664,202665,YPL183C,fragile,-
chrIV,892573,892574,YDR214W,fragile,+
chrIX,257266,257267,YIL052C,fragile,-
chrXI,203403,203404,YKL127W,fragile,+
chrVI,95226,95227,YFL022C,fragile,-
chrXV,254114,254115,YOL039W,fragile,+
chrVII,149130,149131,YGL189C,fragile,-
chrVII,149130,149131,YGL188C-A,fragile,-
chrXII,164209,164210,YLR006C,fragile,-
chrXII,164209,164210,YLR007W,fragile,+
chrXI,231734,231735,YKL109W,fragile,+
chrVII,951330,951331,YGR229C,fragile,-
chrXV,742597,742598,YOR212W,fragile,+
chrXV,285564,285565,YOL021C,fragile,-
chrV,225437,225438,YER036C,fragile,-
chrX,623423,623424,YJR105W,fragile,+
chrXII,589142,589143,YLR225C,fragile,-
chrXII,589142,589143,YLR226W,fragile,+
chrII,716661,716662,YBR248C,fragile,-
chrIV,1013811,1013812,YDR276C,fragile,-
chrXIII,266978,266979,YML001W,fragile,+
chrXVI,191288,191289,YPL188W,fragile,+
chrXVI,310065,310066,YPL126W,fragile,+
chrXVI,700396,700397,YPR080W,fragile,+
chrVII,905721,905722,YGR204W,fragile,+
chrVII,330798,330799,YGL095C,fragile,-
chrXVI,169563,169564,YPL202C,fragile,-
chrVI,115886,115887,YFL009W,fragile,+
chrVI,115886,115887,YFL010C,fragile,-
chrII,281153,281154,YBR021W,fragile,+
chrXIII,653105,653106,YMR194C-B,fragile,-
chrVII,355634,355635,YGL082W,fragile,+
chrV,194711,194712,YER019C-A,fragile,-
chrIX,314967,314968,YIL020C,fragile,-
chrIX,314967,314968,YIL019W,fragile,+
chrIV,628690,628691,YDR091C,fragile,-
chrXVI,821594,821595,YPR144C,fragile,-
chrVII,289498,289499,YGL116W,fragile,+
chrXI,469558,469559,YKR016W,fragile,+
chrIV,13761,13762,YDL245C,fragile,-
chrXIII,895590,895591,YMR309C,fragile,-
chrXII,759177,759178,YLR312C,fragile,-
chrIX,177811,177812,YIL099W,fragile,+
chrXIV,651900,651901,YNR013C,fragile,-
chrVII,798342,798343,YGR155W,fragile,+
chrVII,798342,798343,YGR154C,fragile,-
chrI,169121,169122,YAR014C,fragile,-
chrI,169121,169122,YAR015W,fragile,+
chrXV,866919,866920,YOR293W,fragile,+
chrVIII,512316,512317,YHR206W,fragile,+
chrIII,236564,236565,YCR067C,fragile,-
chrVI,210361,210362,YFR028C,fragile,-
chrIII,172623,172624,YCR028C,fragile,-
chrIV,133118,133119,YDL182W,fragile,+
chrVII,228539,228540,YGL147C,fragile,-
chrXIII,653655,653656,YMR195W,fragile,+
chrVII,398022,398023,YGL055W,fragile,+
chrII,592943,592944,YBR181C,fragile,-
chrXII,229808,229809,YLR040C,fragile,-
chrVII,726796,726797,YGR118W,fragile,+
chrIV,1022572,1022573,YDR281C,fragile,-
chrXV,901546,901547,YOR312C,fragile,-
chrXIII,424858,424859,YMR079W,fragile,+
chrXIII,424858,424859,YMR078C,fragile,-
chrXIV,578933,578934,YNL029C,fragile,-
chrXV,836800,836801,YOR273C,fragile,-
chrXVI,462259,462260,YPL050C,fragile,-
chrXII,534613,534614,YLR190W,fragile,+
chrXII,534613,534614,YLR189C,fragile,-
chrXII,897995,897996,YLR388W,fragile,+
chrXV,875440,875441,YOR297C,fragile,-
chrVIII,255913,255914,YHR077C,fragile,-
chrIX,62886,62887,YIL150C,fragile,-
chrXV,316598,316599,YOL004W,fragile,+
chrVIII,452812,452813,YHR175W-A,fragile,+
chrIV,699661,699662,YDR123C,fragile,-
chrXVI,329269,329270,YPL116W,fragile,+
chrIV,330643,330644,YDL072C,fragile,-
chrVII,272124,272125,YGL125W,fragile,+
chrXII,633484,633485,YLR248W,fragile,+
chrXII,633484,633485,YLR247C,fragile,-
chrV,212198,212199,YER028C,fragile,-
chrXI,278866,278867,YKL085W,fragile,+
chrXIV,499520,499521,YNL067W,fragile,+
chrIV,230805,230806,YDL129W,fragile,+
chrXI,487578,487579,YKR024C,fragile,-
chrXI,487578,487579,YKR025W,fragile,+
chrXVI,17041,17042,YPL277C,fragile,-
chrXV,511394,511395,YOR098C,fragile,-
chrXV,511394,511395,YOR099W,fragile,+
chrXV,586517,586518,YOR138C,fragile,-
chrXV,586517,586518,YOR140W,fragile,+
chrXV,520899,520900,YOR107W,fragile,+
chrVII,427070,427071,YGL038C,fragile,-
chrXII,839534,839535,YLR355C,fragile,-
chrXIV,68586,68587,YNL298W,fragile,+
chrII,331674,331675,YBR047W,fragile,+
chrII,331674,331675,YBR046C,fragile,-
chrVII,123454,123455,YGL198W,fragile,+
chrIV,1181490,1181491,YDR352W,fragile,+
chrXII,300497,300498,YLR084C,fragile,-
chrXIII,756399,756400,YMR243C,fragile,-
chrV,266019,266020,YER055C,fragile,-
chrXIV,631384,631385,YNR001C,fragile,-
chrII,625020,625021,YBR201C-A,fragile,-
chrXV,1049251,1049252,YOR378W,fragile,+
chrIV,930805,930806,YDR234W,fragile,+
chrIV,930805,930806,YDR233C,fragile,-
chrVII,1022001,1022002,YGR264C,fragile,-
chrIV,765430,765431,YDR152W,fragile,+
chrIV,765430,765431,YDR151C,fragile,-
chrII,697579,697580,YBR238C,fragile,-
chrIV,452874,452875,YDR002W,fragile,+
chrIV,452874,452875,YDR001C,fragile,-
chrIV,286892,286893,YDL097C,fragile,-
chrVII,312033,312034,YGL101W,fragile,+
chrV,422676,422677,YER130C,fragile,-
chrII,315398,315399,YBR039W,fragile,+
chrXV,377950,377951,YOR023C,fragile,-
chrX,120157,120158,YJL159W,fragile,+
chrIX,415943,415944,YIR033W,fragile,+
chrXV,288467,288468,YOL019W,fragile,+
chrXIII,754359,754360,YMR242C,fragile,-
chrXV,109029,109030,YOL110W,fragile,+
chrII,602377,602378,YBR187W,fragile,+
chrII,140463,140464,YBL042C,fragile,-
chrVII,650875,650876,YGR086C,fragile,-
chrXII,796493,796494,YLR333C,fragile,-
chrXVI,497848,497849,YPL028W,fragile,+
chrV,474130,474131,YER152C,fragile,-
chrII,614094,614095,YBR196C,fragile,-
chrII,301683,301684,YBR033W,fragile,+
chrV,281020,281021,YER062C,fragile,-
chrXIV,642474,642475,YNR009W,fragile,+
chrXIV,332301,332302,YNL161W,fragile,+
chrVII,443492,443493,YGL028C,fragile,-
chrXV,981581,981582,YOR346W,fragile,+
chrXIII,169954,169955,YML053C,fragile,-
chrIV,1454718,1454719,YDR502C,fragile,-
chrVII,616206,616207,YGR061C,fragile,-
chrXVI,591354,591355,YPR015C,fragile,-
chrXII,202790,202791,YLR029C,fragile,-
chrXVI,455142,455143,YPL055C,fragile,-
chrXI,428829,428830,YKL008C,fragile,-
chrV,248362,248363,YER048C,fragile,-
chrXIII,23824,23825,YML124C,fragile,-
chrXVI,75048,75049,YPL250C,fragile,-
chrVII,993878,993879,YGR250C,fragile,-
chrII,501707,501708,YBR132C,fragile,-
chrIV,42474,42475,YDL231C,fragile,-
chrIV,42474,42475,YDL230W,fragile,+
chrXII,828464,828465,YLR350W,fragile,+
chrII,96256,96257,YBL067C,fragile,-
chrII,423435,423436,YBR086C,fragile,-
chrXII,784457,784458,YLR328W,fragile,+
chrVII,605679,605680,YGR057C,fragile,-
chrIV,326306,326307,YDL074C,fragile,-
chrIV,326306,326307,YDL073W,fragile,+
chrXI,314593,314594,YKL067W,fragile,+
chrIV,240002,240003,YDL125C,fragile,-
chrIV,240002,240003,YDL124W,fragile,+
chrII,595786,595787,YBR183W,fragile,+
chrVII,1052425,1052426,YGR281W,fragile,+
chrXVI,132470,132471,YPL221W,fragile,+
chrIV,227041,227042,YDL131W,fragile,+
chrXIV,627272,627273,YNL002C,fragile,-
chrXIV,627272,627273,YNL001W,fragile,+
chrXV,624535,624536,YOR154W,fragile,+
chrIV,1045237,1045238,YDR292C,fragile,-
chrXV,632019,632020,YOR158W,fragile,+
chrXV,632019,632020,YOR157C,fragile,-
chrIV,1278829,1278830,YDR406W,fragile,+
chrVI,156024,156025,YFR005C,fragile,-
chrX,140251,140252,YJL148W,fragile,+
chrXV,825725,825726,YOR267C,fragile,-
chrXIV,447190,447191,YNL094W,fragile,+
chrXIV,447190,447191,YNL095C,fragile,-
chrV,97988,97989,YEL029C,fragile,-
chrXII,539734,539735,YLR192C,fragile,-
chrXIII,605862,605863,YMR171C,fragile,-
chrXIII,605862,605863,YMR172W,fragile,+
chrIV,1236334,1236335,YDR381W,fragile,+
chrV,432326,432327,YER133W,fragile,+
chrVIII,361899,361900,YHR128W,fragile,+
chrVII,774548,774549,YGR143W,fragile,+
chrXIII,146074,146075,YML064C,fragile,-
chrXII,130950,130951,YLL010C,fragile,-
chrXIV,357055,357056,YNL142W,fragile,+
chrVII,56265,56266,YGL234W,fragile,+
chrX,177705,177706,YJL129C,fragile,-
chrXVI,207852,207853,YPL179W,fragile,+
chrXIV,495150,495151,YNL069C,fragile,-
chrVIII,54712,54713,YHL025W,fragile,+
chrX,663213,663214,YJR127C,fragile,-
chrXIV,507440,507441,YNL064C,fragile,-
chrXIV,507440,507441,YNL063W,fragile,+
chrVII,485344,485345,YGL006W,fragile,+
chrIII,50565,50566,YCL040W,fragile,+
chrI,92626,92627,YAL029C,fragile,-
chrII,378676,378677,YBR069C,fragile,-
chrXVI,302936,302937,YPL131W,fragile,+
chrVIII,397067,397068,YHR150W,fragile,+
chrVIII,75202,75203,YHL015W,fragile,+
chrXI,625730,625731,YKR095W-A,fragile,+
chrXVI,802178,802179,YPR137W,fragile,+
chrVII,640510,640511,YGR078C,fragile,-
chrVII,560188,560189,YGR038W,fragile,+
chrVII,560188,560189,YGR037C,fragile,-
chrV,221689,221690,YER033C,fragile,-
chrIX,300212,300213,YIL030C,fragile,-
chrVII,534966,534967,YGR027C,fragile,-
chrII,117313,117314,YBL054W,fragile,+
chrXI,615345,615346,YKR093W,fragile,+
chrXIII,68140,68141,YML102W,fragile,+
chrVIII,236413,236414,YHR071W,fragile,+
chrXIII,851764,851765,YMR290C,fragile,-
chrXIV,349926,349927,YNL149C,fragile,-
chrV,287325,287326,YER065C,fragile,-
chrIV,1011825,1011826,YDR275W,fragile,+
chrXIV,619880,619881,YNL007C,fragile,-
chrXIV,619880,619881,YNL006W,fragile,+
chrXVI,520512,520513,YPL016W,fragile,+
chrXIII,534845,534846,YMR131C,fragile,-
chrVIII,123775,123776,YHR008C,fragile,-
chrVI,90759,90760,YFL024C,fragile,-
chrVI,90759,90760,YFL023W,fragile,+
chrXVI,732151,732152,YPR103W,fragile,+
chrXVI,732151,732152,YPR102C,fragile,-
chrXII,877508,877509,YLR378C,fragile,-
chrIV,1005448,1005449,YDR270W,fragile,+
chrVII,156416,156417,YGL184C,fragile,-
chrIV,630846,630847,YDR093W,fragile,+
chrXIII,537656,537657,YMR134W,fragile,+
chrIII,17133,17134,YCL063W,fragile,+
chrIII,17133,17134,YCL064C,fragile,-
chrVIII,151431,151432,YHR023W,fragile,+
chrV,69649,69650,YEL044W,fragile,+
chrXI,158447,158448,YKL156W,fragile,+
chrVII,871613,871614,YGR187C,fragile,-
chrV,162583,162584,YER006W,fragile,+
chrXII,645222,645223,YLR254C,fragile,-
chrX,633312,633313,YJR109C,fragile,-
chrX,633312,633313,YJR110W,fragile,+
chrIV,539044,539045,YDR040C,fragile,-
chrIV,116120,116121,YDL192W,fragile,+
chrX,639178,639179,YJR113C,fragile,-
chrXI,393529,393530,YKL023C-A,fragile,-
chrXI,393529,393530,YKL024C,fragile,-
chrXI,393529,393530,YKL023W,fragile,+
chrXIV,374848,374849,YNL133C,fragile,-
chrXVI,666141,666142,YPR052C,fragile,-
chrIII,162388,162389,YCR024C,fragile,-
chrXIII,429798,429799,YMR080C,fragile,-
chrXV,494606,494607,YOR092W,fragile,+
chrIV,1140686,1140687,YDR335W,fragile,+
chrX,236713,236714,YJL100W,fragile,+
chrX,236713,236714,YJL101C,fragile,-
chrXV,458085,458086,YOR070C,fragile,-
chrXI,590074,590075,YKR080W,fragile,+
chrXV,384828,384829,YOR028C,fragile,-
chrXII,424893,424894,YLR142W,fragile,+
chrVII,976906,976907,YGR241C,fragile,-
chrXV,21702,21703,YOL158C,fragile,-
chrXII,636563,636564,YLR249W,fragile,+
chrXV,768139,768140,YOR228C,fragile,-
chrXV,768139,768140,YOR229W,fragile,+
chrIV,1359666,1359667,YDR450W,fragile,+
chrXIV,210022,210023,YNL234W,fragile,+
chrXV,689467,689468,YOR189W,fragile,+
chrII,452273,452274,YBR105C,fragile,-
chrIII,163523,163524,YCR024C-A,fragile,-
chrIII,163523,163524,YCR024C-B,fragile,-
chrIV,1031835,1031836,YDR284C,fragile,-
chrXVI,425657,425658,YPL066W,fragile,+
chrX,391996,391997,YJL026W,fragile,+
chrXVI,843050,843051,YPR158W,fragile,+
chrII,604310,604311,YBR188C,fragile,-
chrII,604310,604311,YBR189W,fragile,+
chrXI,96425,96426,YKL184W,fragile,+
chrXV,391450,391451,YOR032C,fragile,-
chrXVI,781847,781848,YPR122W,fragile,+
chrIX,130072,130073,YIL122W,fragile,+
chrX,241775,241776,YJL098W,fragile,+
chrXV,80163,80164,YOL127W,fragile,+
chrV,441994,441995,YER137C,fragile,-
chrXV,449022,449023,YOR066W,fragile,+
chrVIII,470717,470718,YHR183W,fragile,+
chrXV,832219,832220,YOR271C,fragile,-
chrVI,167441,167442,YFR011C,fragile,-
chrI,45617,45618,YAL053W,fragile,+
chrIV,512369,512370,YDR034C,fragile,-
chrXII,805703,805704,YLR340W,fragile,+
chrXII,862419,862420,YLR371W,fragile,+
chrXII,862419,862420,YLR370C,fragile,-
chrI,190050,190051,YAR035W,fragile,+
chrVI,74796,74797,YFL033C,fragile,-
chrIV,1355782,1355783,YDR447C,fragile,-
chrIV,1355782,1355783,YDR448W,fragile,+
chrVII,23680,23681,YGL253W,fragile,+
chrXI,630581,630582,YKR097W,fragile,+
chrX,449070,449071,YJR006W,fragile,+
chrXIII,209178,209179,YML035C,fragile,-
chrIV,652508,652509,YDR099W,fragile,+
chrXIII,789966,789967,YMR260C,fragile,-
chrXIII,637224,637225,YMR189W,fragile,+
chrXIII,637224,637225,YMR188C,fragile,-
chrXI,382118,382119,YKL032C,fragile,-
chrIV,104755,104756,YDL198C,fragile,-
chrIX,384295,384296,YIR017C,fragile,-
chrIV,176529,176530,YDL155W,fragile,+
chrX,280815,280816,YJL082W,fragile,+
chrVII,555601,555602,YGR034W,fragile,+
chrXV,1059112,1059113,YOR382W,fragile,+
chrXII,897874,897875,YLR387C,fragile,-
chrX,716033,716034,YJR151C,fragile,-
chrVII,982263,982264,YGR245C,fragile,-
chrV,461991,461992,YER145C,fragile,-
