S288C|Orientation|Locus_tag|Name|RM11|YJM975
CHR2:350827-350898|+|locus_tag=tQ(UUG)B|Name=tQ(UUG)B|CHR2:332950-333020|CHR2:324506-324576
CHR2:351255-351455|+|locus_tag=YBR056W-A|Name=MNC1|CHR2:333377-333576|CHR2:324934-325133
CHR2:352193-353293|-|locus_tag=YBR057C|Name=MUM2|CHR2:334315-335414|CHR2:325853-326952
CHR2:353672-356017|-|locus_tag=YBR058C|Name=UBP14|CHR2:335792-338136|CHR2:327320-329664
CHR2:356324-356566|-|locus_tag=YBR058C-A|Name=TSC3|CHR2:338444-338685|CHR2:329972-330213
CHR2:356861-360187|-|locus_tag=YBR059C|Name=AKL1|CHR2:338981-342306|CHR2:330509-333834
CHR2:360652-362514|-|locus_tag=YBR060C|Name=ORC2|CHR2:342772-344633|CHR2:334300-336161
CHR2:36398-36488|+|locus_tag=tF(GAA)B|Name=tF(GAA)B|CHR2:30457-30546|CHR2:22022-22111
CHR2:364787-365719|-|locus_tag=YBR061C|Name=TRM7|CHR2:346976-347907|CHR2:338458-339389
CHR2:365976-366600|-|locus_tag=YBR062C|Name=YBR062C|CHR2:348165-348788|CHR2:339647-340270
CHR2:366970-368184|-|locus_tag=YBR063C|Name=YBR063C|CHR2:349159-350372|CHR2:340641-341854
CHR2:368584-369678|-|locus_tag=YBR065C|Name=ECM2|CHR2:350773-351866|CHR2:342255-343348
CHR2:370037-370699|-|locus_tag=YBR066C|Name=NRG2|CHR2:352227-352888|CHR2:343709-344370
CHR2:37053-38690|+|locus_tag=YBL099W|Name=ATP1|CHR2:31112-32748|CHR2:22677-24313
CHR2:372103-372735|-|locus_tag=YBR067C|Name=TIP1|CHR2:354292-354905|CHR2:345774-346387
CHR2:373861-375690|-|locus_tag=YBR068C|Name=BAP2|CHR2:356033-357861|CHR2:347515-349343
CHR2:376574-378433|-|locus_tag=YBR069C|Name=TAT1|CHR2:358747-360605|CHR2:350230-352088
CHR2:379221-379934|-|locus_tag=YBR070C|Name=ALG14|CHR2:361393-362105|CHR2:352876-353588
CHR2:380411-381046|+|locus_tag=YBR071W|Name=YBR071W|CHR2:362582-363219|CHR2:354065-354702
CHR2:382030-382674|+|locus_tag=YBR072W|Name=HSP26|CHR2:364185-364828|CHR2:355668-356311
CHR2:382860-383021|-|locus_tag=YBR072C-A|Name=YBR072C-A|CHR2:365015-365176|CHR2:356498-356659
CHR2:383112-385988|+|locus_tag=YBR073W|Name=RDH54|CHR2:365267-368143|CHR2:356750-359626
CHR2:386286-389216|+|locus_tag=YBR074W|Name=PFF1|CHR2:368443-371372|CHR2:359924-362853
CHR2:390227-391291|+|locus_tag=YBR076W|Name=ECM8|CHR2:372386-373449|CHR2:363867-364930
CHR2:39145-40527|+|locus_tag=YBL098W|Name=BNA4|CHR2:33202-34583|CHR2:24768-26149
CHR2:391805-392293|-|locus_tag=YBR077C|Name=SLM4|CHR2:373963-374450|CHR2:365444-365931
CHR2:393123-394742|+|locus_tag=YBR078W|Name=ECM33|CHR2:375299-376916|CHR2:366780-368397
CHR2:395383-398277|-|locus_tag=YBR079C|Name=RPG1|CHR2:377558-380451|CHR2:369040-371933
CHR2:398614-400890|-|locus_tag=YBR080C|Name=SEC18|CHR2:380789-383064|CHR2:372271-374546
CHR2:401253-405251|-|locus_tag=YBR081C|Name=SPT7|CHR2:383428-387425|CHR2:374910-378907
CHR2:405878-405949|+|locus_tag=tR(UCU)B|Name=tR(UCU)B|CHR10:353735-353805|CHR2:379534-379604
CHR2:405960-406031|+|locus_tag=tD(GUC)B|Name=tD(GUC)B|CHR10:203085-203155|CHR2:379616-379686
CHR2:406628-407169|-|locus_tag=YBR082C|Name=UBC4|CHR2:394774-395314|CHR2:380284-380824
CHR2:40831-43095|+|locus_tag=YBL097W|Name=BRN1|CHR2:34886-37149|CHR2:26452-28715
CHR2:409169-410629|+|locus_tag=YBR083W|Name=TEC1|CHR2:397314-398773|CHR2:382824-384283
CHR2:411054-413981|+|locus_tag=YBR084W|Name=MIS1|CHR2:399199-402125|CHR2:384709-387635
CHR2:414186-415261|-|locus_tag=YBR084C-A|Name=RPL19A|CHR2:402331-403406|CHR2:387841-388916
CHR2:415983-416906|+|locus_tag=YBR085W|Name=AAC3|CHR2:404126-405048|CHR2:389642-390564
CHR2:418907-419164|-|locus_tag=YBR085C-A|Name=YBR085C-A|CHR2:407046-407302|CHR2:392561-392817
CHR2:420201-423041|-|locus_tag=YBR086C|Name=IST2|CHR2:408338-411189|CHR2:393853-396704
CHR2:423765-424829|+|locus_tag=YBR087W|Name=RFC5|CHR2:411916-412979|CHR2:397431-398494
CHR2:424990-425766|-|locus_tag=YBR088C|Name=POL30|CHR2:413140-413915|CHR2:398655-399430
CHR2:426190-426489|-|locus_tag=YBR089C-A|Name=NHP6B|CHR2:414340-414638|CHR2:399855-400153
CHR2:426333-427058|-|locus_tag=YBR090C|Name=YBR090C|CHR2:414483-415207|CHR2:399998-400722
CHR2:427155-427484|-|locus_tag=YBR091C|Name=TIM12|CHR2:415305-415633|CHR2:400820-401148
CHR2:427698-429101|-|locus_tag=YBR092C|Name=PHO3|CHR2:415844-417246|CHR2:401359-402761
CHR2:429548-430951|-|locus_tag=YBR093C|Name=PHO5|CHR2:417694-419096|CHR2:403209-404611
CHR2:432036-434297|+|locus_tag=YBR094W|Name=PBY1|CHR2:420182-422442|CHR2:405697-407957
CHR2:43277-44089|+|locus_tag=YBL095W|Name=MRX3|CHR2:37332-38143|CHR2:28896-29707
CHR2:434406-435698|-|locus_tag=YBR095C|Name=RXT2|CHR2:422552-423843|CHR2:408067-409358
CHR2:436021-436713|+|locus_tag=YBR096W|Name=YBR096W|CHR2:424167-424858|CHR2:409682-410373
CHR2:436951-441315|+|locus_tag=YBR097W|Name=VPS15|CHR2:425097-429460|CHR2:410612-414975
CHR2:441515-443590|+|locus_tag=YBR098W|Name=MMS4|CHR2:429661-431735|CHR2:415176-417250
CHR2:44256-44918|-|locus_tag=YBL093C|Name=ROX3|CHR2:38311-38972|CHR2:29875-30536
CHR2:443821-444693|-|locus_tag=YBR101C|Name=FES1|CHR2:431967-432838|CHR2:417482-418353
CHR2:445062-447323|-|locus_tag=YBR102C|Name=EXO84|CHR2:433207-435467|CHR2:418722-420982
CHR2:447709-449316|+|locus_tag=YBR103W|Name=SIF2|CHR2:435854-437460|CHR2:421369-422975
CHR2:449667-450656|+|locus_tag=YBR104W|Name=YMC2|CHR2:437812-438800|CHR2:423327-424315
CHR2:450881-451969|-|locus_tag=YBR105C|Name=VID24|CHR2:439026-440113|CHR2:424541-425628
CHR2:452658-453224|+|locus_tag=YBR106W|Name=SND3|CHR2:440801-441366|CHR2:426318-426883
CHR2:453793-454530|-|locus_tag=YBR107C|Name=IML3|CHR2:441937-442673|CHR2:427454-428190
CHR2:454822-457665|+|locus_tag=YBR108W|Name=AIM3|CHR2:443393-445777|CHR2:428910-431312
CHR2:457919-458362|-|locus_tag=YBR109C|Name=CMD1|CHR2:446032-446474|CHR2:431567-432009
CHR2:458872-460221|+|locus_tag=YBR110W|Name=ALG1|CHR2:446985-448333|CHR2:432520-433868
CHR2:45978-46370|+|locus_tag=YBL092W|Name=RPL32|CHR2:40034-40425|CHR2:31598-31989
CHR2:461178-461873|-|locus_tag=YBR111C|Name=YSA1|CHR2:449308-450002|CHR2:434843-435537
CHR2:462139-462579|+|locus_tag=YBR111W-A|Name=SUS1|CHR2:450269-450708|CHR2:435804-436243
CHR2:462870-465770|-|locus_tag=YBR112C|Name=CYC8|CHR2:451000-453890|CHR2:436535-439425
CHR2:46565-47180|-|locus_tag=YBL091C-A|Name=SCS22|CHR2:40621-41235|CHR2:32185-32799
CHR2:467248-469620|+|locus_tag=YBR114W|Name=RAD16|CHR2:455369-457740|CHR2:440904-443275
CHR2:469748-473926|-|locus_tag=YBR115C|Name=LYS2|CHR2:457869-462046|CHR2:443404-447581
CHR2:47363-48628|-|locus_tag=YBL091C|Name=MAP2|CHR2:41419-42683|CHR2:32983-34247
CHR2:474392-476437|-|locus_tag=YBR117C|Name=TKL2|CHR2:462511-464555|CHR2:448048-450092
CHR2:477671-479047|+|locus_tag=YBR118W|Name=TEF2|CHR16:694938-696313|CHR2:451319-452694
CHR2:479338-480323|+|locus_tag=YBR119W|Name=MUD1|CHR2:467448-468432|CHR2:452984-453968
CHR2:480435-480923|-|locus_tag=YBR120C|Name=CBP6|CHR2:468545-469032|CHR2:454081-454568
CHR2:481364-483367|-|locus_tag=YBR121C|Name=GRS1|CHR2:469474-471476|CHR2:455011-457013
CHR2:483970-484503|-|locus_tag=YBR122C|Name=MRPL36|CHR2:472080-472612|CHR2:457617-458149
CHR2:484742-486691|-|locus_tag=YBR123C|Name=TFC1|CHR2:472852-474800|CHR2:458389-460337
CHR2:487199-488380|-|locus_tag=YBR125C|Name=PTC4|CHR2:475321-476501|CHR2:460861-462041
CHR2:48825-49358|+|locus_tag=YBL090W|Name=MRP21|CHR2:42881-43413|CHR2:34445-34977
CHR2:488905-490392|-|locus_tag=YBR126C|Name=TPS1|CHR2:477026-478512|CHR2:462566-464052
CHR2:490850-491056|+|locus_tag=YBR126W-A|Name=MEO1|CHR2:478992-479197|CHR2:464532-464737
CHR2:491269-492822|-|locus_tag=YBR127C|Name=VMA2|CHR2:479411-480963|CHR2:464951-466503
CHR2:493081-494115|-|locus_tag=YBR128C|Name=ATG14|CHR2:481222-482255|CHR2:466751-467784
CHR2:494353-495339|-|locus_tag=YBR129C|Name=OPY1|CHR2:482494-483479|CHR2:468023-469008
CHR2:495592-496869|-|locus_tag=YBR130C|Name=SHE3|CHR2:483733-485009|CHR2:469262-470538
CHR2:49574-50953|+|locus_tag=YBL089W|Name=AVT5|CHR2:43630-45008|CHR2:35194-36572
CHR2:497163-499277|+|locus_tag=YBR131W|Name=CCZ1|CHR2:485304-487417|CHR2:470833-472946
CHR2:499652-501442|-|locus_tag=YBR132C|Name=AGP2|CHR2:487799-489588|CHR2:473327-475116
CHR2:501804-504287|-|locus_tag=YBR133C|Name=HSL7|CHR2:489953-492435|CHR2:475481-477963
CHR2:504854-505306|+|locus_tag=YBR135W|Name=CKS1|CHR2:493004-493379|CHR2:478532-478983
CHR2:505668-512774|+|locus_tag=YBR136W|Name=MEC1|CHR2:493793-500898|CHR2:479346-486451
CHR2:51019-59382|-|locus_tag=YBL088C|Name=TEL1|CHR2:45075-53437|CHR2:36639-45001
CHR2:513044-513583|+|locus_tag=YBR137W|Name=YBR137W|CHR2:501169-501707|CHR2:486722-487260
CHR2:513762-515336|-|locus_tag=YBR138C|Name=YBR138C|CHR2:501887-503460|CHR2:487440-489013
CHR2:515664-517190|+|locus_tag=YBR139W|Name=ATG42|CHR2:503792-505317|CHR2:489345-490870
CHR2:517350-526628|-|locus_tag=YBR140C|Name=IRA1|CHR2:505478-514755|CHR2:491031-500308
CHR2:527025-528038|-|locus_tag=YBR141C|Name=BMT2|CHR2:515153-516165|CHR2:500706-501718
CHR2:528317-530638|+|locus_tag=YBR142W|Name=MAK5|CHR2:516445-518753|CHR2:501998-504306
CHR2:530869-532182|-|locus_tag=YBR143C|Name=SUP45|CHR2:518986-520298|CHR2:504539-505851
CHR2:533235-533549|-|locus_tag=YBR144C|Name=YBR144C|CHR2:521353-521666|CHR2:506906-507219
CHR2:533762-534817|+|locus_tag=YBR145W|Name=ADH5|CHR2:521880-522934|CHR2:507433-508487
CHR2:535260-536096|+|locus_tag=YBR146W|Name=MRPS9|CHR2:523376-524211|CHR2:508929-509764
CHR2:536575-537465|+|locus_tag=YBR147W|Name=RTC2|CHR2:524691-525470|CHR2:510244-511023
CHR2:537876-539705|+|locus_tag=YBR148W|Name=YSW1|CHR2:526025-527854|CHR2:511578-513406
CHR2:539987-541021|+|locus_tag=YBR149W|Name=ARA1|CHR2:528138-529171|CHR2:513690-514723
CHR2:541209-544493|-|locus_tag=YBR150C|Name=TBS1|CHR2:529562-532599|CHR2:515129-518154
CHR2:545028-545978|+|locus_tag=YBR151W|Name=APD1|CHR2:533135-534084|CHR2:518690-519639
CHR2:546376-547251|+|locus_tag=YBR152W|Name=SPP381|CHR2:534482-535356|CHR2:520037-520911
CHR2:547460-548194|+|locus_tag=YBR153W|Name=RIB7|CHR2:535566-536299|CHR2:521121-521854
CHR2:548362-549009|-|locus_tag=YBR154C|Name=RPB5|CHR2:536468-537114|CHR2:522023-522669
CHR2:549771-550928|+|locus_tag=YBR155W|Name=CNS1|CHR2:537876-539032|CHR2:523431-524587
CHR2:551104-553200|-|locus_tag=YBR156C|Name=SLI15|CHR2:539209-541304|CHR2:524764-526859
CHR2:553543-554310|-|locus_tag=YBR157C|Name=ICS2|CHR2:541649-542415|CHR2:527204-527970
CHR2:556549-558198|+|locus_tag=YBR158W|Name=AMN1|CHR2:544654-546302|CHR2:530210-531858
CHR2:558685-559728|+|locus_tag=YBR159W|Name=IFA38|CHR2:546791-547833|CHR2:532347-533389
CHR2:560078-560974|+|locus_tag=YBR160W|Name=CDC28|CHR2:548189-549084|CHR2:533741-534636
CHR2:561634-562764|+|locus_tag=YBR161W|Name=CSH1|CHR2:549745-550872|CHR2:535293-536420
CHR2:563203-564570|-|locus_tag=YBR162C|Name=TOS1|CHR2:551317-552683|CHR2:536862-538228
CHR2:565231-565428|+|locus_tag=YBR162W-A|Name=YSY6|CHR2:553345-553541|CHR2:538889-539085
CHR2:565723-567480|+|locus_tag=YBR163W|Name=EXO5|CHR2:553837-555592|CHR2:539381-541136
CHR2:567875-568426|-|locus_tag=YBR164C|Name=ARL1|CHR2:555989-556539|CHR2:541533-542083
CHR2:568852-569685|+|locus_tag=YBR165W|Name=UBS1|CHR2:556966-557798|CHR2:542510-543342
CHR2:569842-571200|-|locus_tag=YBR166C|Name=TYR1|CHR2:557956-559313|CHR2:543500-544857
CHR2:571468-571890|-|locus_tag=YBR167C|Name=POP7|CHR2:559584-560005|CHR2:545121-545542
CHR2:572371-573612|+|locus_tag=YBR168W|Name=PEX32|CHR2:560486-561726|CHR2:546023-547263
CHR2:573915-575996|-|locus_tag=YBR169C|Name=SSE2|CHR2:562030-564110|CHR2:547567-549647
CHR2:576344-578086|-|locus_tag=YBR170C|Name=NPL4|CHR2:564456-566197|CHR2:549992-551733
CHR2:578364-578984|+|locus_tag=YBR171W|Name=SEC66|CHR2:566476-567095|CHR2:552012-552631
CHR2:579150-581372|-|locus_tag=YBR172C|Name=SMY2|CHR2:567262-569483|CHR2:552798-555019
CHR2:581726-582172|-|locus_tag=YBR173C|Name=UMP1|CHR2:569836-570281|CHR2:555373-555818
CHR2:582408-583355|+|locus_tag=YBR175W|Name=SWD3|CHR2:570518-571464|CHR2:556055-557001
CHR2:583720-584658|+|locus_tag=YBR176W|Name=ECM31|CHR2:571808-572745|CHR2:557345-558282
CHR2:584807-586162|-|locus_tag=YBR177C|Name=EHT1|CHR2:572895-574249|CHR2:558432-559786
CHR2:586547-589114|-|locus_tag=YBR179C|Name=FZO1|CHR2:574635-577201|CHR2:560172-562738
CHR2:589741-591459|+|locus_tag=YBR180W|Name=DTR1|CHR2:577829-579546|CHR2:563366-565083
CHR2:591712-592774|-|locus_tag=YBR181C|Name=RPS6B|CHR2:579793-580853|CHR2:565330-566390
CHR2:593506-594864|-|locus_tag=YBR182C|Name=SMP1|CHR2:581587-582944|CHR2:567125-568482
CHR2:595361-595555|-|locus_tag=YBR182C-A|Name=YBR182C-A|CHR2:583442-583636|CHR2:568980-569174
CHR2:596115-597065|+|locus_tag=YBR183W|Name=YPC1|CHR2:584197-585146|CHR2:569735-570684
CHR2:597363-598934|+|locus_tag=YBR184W|Name=YBR184W|CHR2:585446-587016|CHR2:570984-572554
CHR2:59822-60739|-|locus_tag=YBL087C|Name=RPL23A|CHR2:53878-54794|CHR2:45442-46358
CHR2:599123-599959|-|locus_tag=YBR185C|Name=MBA1|CHR2:587205-588040|CHR2:572744-573579
CHR2:600553-602360|+|locus_tag=YBR186W|Name=PCH2|CHR2:588635-590441|CHR2:574174-575980
CHR2:602634-603476|+|locus_tag=YBR187W|Name=GDT1|CHR2:590716-591557|CHR2:576255-577096
CHR2:603685-604107|-|locus_tag=YBR188C|Name=NTC20|CHR2:591766-592187|CHR2:577305-577726
CHR2:604508-605508|+|locus_tag=YBR189W|Name=RPS9B|CHR2:592589-593588|CHR2:578128-579127
CHR2:606270-607140|+|locus_tag=YBR191W|Name=RPL21A|CHR2:594350-595219|CHR2:579889-580758
CHR2:607652-608785|+|locus_tag=YBR192W|Name=RIM2|CHR2:595730-596862|CHR2:581269-582401
CHR2:609082-609753|-|locus_tag=YBR193C|Name=MED8|CHR2:597160-597830|CHR2:582699-583369
CHR2:610038-610409|+|locus_tag=YBR194W|Name=AIM4|CHR2:598116-598486|CHR2:583655-584025
CHR2:610614-611882|-|locus_tag=YBR195C|Name=MSI1|CHR2:598692-599959|CHR2:584231-585498
CHR2:61202-62602|-|locus_tag=YBL086C|Name=YBL086C|CHR2:55258-56657|CHR2:46823-48222
CHR2:612236-613900|-|locus_tag=YBR196C|Name=PGI1|CHR2:600314-601977|CHR2:585853-587516
CHR2:614024-614173|-|locus_tag=YBR196C-A|Name=YBR196C-A|CHR2:602102-602250|CHR2:587641-587789
CHR2:614526-614630|-|locus_tag=YBR196C-B|Name=YBR196C-B|CHR2:602602-602705|CHR2:588141-588244
CHR2:615203-615856|-|locus_tag=YBR197C|Name=YBR197C|CHR2:603280-603931|CHR2:588819-589470
CHR2:616127-618523|-|locus_tag=YBR198C|Name=TAF5|CHR2:604202-606597|CHR2:589741-592136
CHR2:618909-620303|+|locus_tag=YBR199W|Name=KTR4|CHR2:606985-608376|CHR2:592524-593915
CHR2:620872-622527|+|locus_tag=YBR200W|Name=BEM1|CHR2:608948-610602|CHR2:594487-596141
CHR2:622983-623147|+|locus_tag=YBR200W-A|Name=YBR200W-A|CHR2:611059-611222|CHR2:596599-596762
CHR2:623576-624211|+|locus_tag=YBR201W|Name=DER1|CHR2:611652-612286|CHR2:597192-597826
CHR2:624493-624696|-|locus_tag=YBR201C-A|Name=MIN7|CHR2:612569-612771|CHR2:598109-598311
CHR2:625772-628309|+|locus_tag=YBR202W|Name=MCM7|CHR2:613848-616384|CHR2:599388-601924
CHR2:629168-631942|+|locus_tag=YBR203W|Name=COS111|CHR2:617250-620023|CHR2:602787-605560
CHR2:632254-633381|-|locus_tag=YBR204C|Name=LDH1|CHR2:620336-621471|CHR2:605873-606999
CHR2:633622-634836|+|locus_tag=YBR205W|Name=KTR3|CHR2:621713-622926|CHR2:607241-608454
CHR2:635146-636543|+|locus_tag=YBR207W|Name=FTH1|CHR2:623237-624633|CHR2:608765-610161
CHR2:636703-642210|-|locus_tag=YBR208C|Name=DUR1%2C2|CHR2:624794-630300|CHR2:610322-615828
CHR2:63876-66818|+|locus_tag=YBL085W|Name=BOI1|CHR2:57931-60872|CHR2:49495-52436
CHR2:642583-642900|+|locus_tag=YBR209W|Name=YBR209W|CHR2:630674-630990|CHR2:616202-616518
CHR2:643007-643078|-|locus_tag=tC(GCA)B|Name=tC(GCA)B|CHR16:430935-431005|CHR2:616624-616694
CHR2:645167-645238|+|locus_tag=tE(UUC)B|Name=tE(UUC)B|CHR10:120625-120555|CHR2:618727-618797
CHR2:645550-645978|+|locus_tag=YBR210W|Name=ERV15|CHR2:633245-633672|CHR2:619110-619537
CHR2:646158-647132|-|locus_tag=YBR211C|Name=AME1|CHR2:633826-634799|CHR2:619693-620666
CHR2:647886-649904|+|locus_tag=YBR212W|Name=NGR1|CHR2:635553-637564|CHR2:621420-623431
CHR2:650368-651192|+|locus_tag=YBR213W|Name=MET8|CHR2:638023-638846|CHR2:623892-624715
CHR2:651415-652998|+|locus_tag=YBR214W|Name=SDS24|CHR2:639070-640652|CHR2:624939-626521
CHR2:653356-655317|+|locus_tag=YBR215W|Name=HPC2|CHR2:641012-642972|CHR2:626881-628841
CHR2:655576-657600|-|locus_tag=YBR216C|Name=YBP1|CHR2:643234-645257|CHR2:629103-631126
CHR2:657832-658392|+|locus_tag=YBR217W|Name=ATG12|CHR2:645490-646049|CHR2:631359-631918
CHR2:658707-662249|-|locus_tag=YBR218C|Name=PYC2|CHR2:646365-649906|CHR2:632234-635775
CHR2:662499-663303|-|locus_tag=YBR219C|Name=YBR219C|CHR2:650157-650960|CHR2:636026-636829
CHR2:662995-664677|-|locus_tag=YBR220C|Name=YBR220C|CHR2:650653-652334|CHR2:636522-638203
CHR2:665153-666253|-|locus_tag=YBR221C|Name=PDB1|CHR2:652811-653910|CHR2:638680-639779
CHR2:666538-666642|+|locus_tag=YBR221W-A|Name=YBR221W-A|CHR2:654196-654299|CHR2:640065-640168
CHR2:666720-668351|-|locus_tag=YBR222C|Name=PCS60|CHR2:654378-656008|CHR2:640247-641877
CHR2:668663-670297|-|locus_tag=YBR223C|Name=TDP1|CHR2:656321-657954|CHR2:642190-643823
CHR2:670627-673329|+|locus_tag=YBR225W|Name=YBR225W|CHR2:658285-660986|CHR2:644154-646855
CHR2:67169-69445|-|locus_tag=YBL084C|Name=CDC27|CHR2:61224-63481|CHR2:52789-55037
CHR2:673572-675134|-|locus_tag=YBR227C|Name=MCX1|CHR2:661231-662792|CHR2:647100-648661
CHR2:675313-676227|+|locus_tag=YBR228W|Name=SLX1|CHR2:662972-663885|CHR2:648841-649754
CHR2:676357-679221|-|locus_tag=YBR229C|Name=ROT2|CHR2:664016-666879|CHR2:649885-652748
CHR2:679549-680050|-|locus_tag=YBR230C|Name=OM14|CHR2:667209-667709|CHR2:653078-653578
CHR2:680362-680562|+|locus_tag=YBR230W-A|Name=COQ21|CHR2:668020-668219|CHR2:653889-654088
CHR2:680688-681862|-|locus_tag=LSR1|Name=LSR1|CHR2:668346-669519|CHR2:654215-655388
CHR2:682179-683090|-|locus_tag=YBR231C|Name=SWC5|CHR2:669837-670747|CHR2:655708-656618
CHR2:683428-684669|+|locus_tag=YBR233W|Name=PBP2|CHR2:671086-672326|CHR2:656957-658197
CHR2:684977-685261|+|locus_tag=YBR233W-A|Name=DAD3|CHR2:672638-672921|CHR2:658507-658790
CHR2:685438-686592|-|locus_tag=YBR234C|Name=ARC40|CHR2:673098-674251|CHR2:658967-660120
CHR2:686901-690263|+|locus_tag=YBR235W|Name=VHC1|CHR2:674561-677922|CHR2:660430-663791
CHR2:690383-691693|-|locus_tag=YBR236C|Name=ABD1|CHR2:678043-679352|CHR2:663912-665221
CHR2:691969-694518|+|locus_tag=YBR237W|Name=PRP5|CHR2:679629-682177|CHR2:665498-668046
CHR2:695107-697302|-|locus_tag=YBR238C|Name=YBR238C|CHR2:682768-684962|CHR2:668638-670832
CHR2:69751-71127|-|locus_tag=YBL082C|Name=ALG3|CHR2:63789-65164|CHR2:55344-56719
CHR2:698354-699943|-|locus_tag=YBR239C|Name=ERT1|CHR2:686008-687596|CHR2:671882-673470
CHR2:700490-701842|-|locus_tag=YBR240C|Name=THI2|CHR2:688152-689503|CHR2:674030-675381
CHR2:702589-704055|-|locus_tag=YBR241C|Name=YBR241C|CHR2:690253-691718|CHR2:676131-677596
CHR2:704670-705386|+|locus_tag=YBR242W|Name=YBR242W|CHR2:692334-693049|CHR2:678213-678928
CHR2:705447-706793|-|locus_tag=YBR243C|Name=ALG7|CHR2:693111-694456|CHR2:678990-680335
CHR2:707528-708016|+|locus_tag=YBR244W|Name=GPX2|CHR2:695192-695679|CHR2:681071-681558
CHR2:708150-711539|-|locus_tag=YBR245C|Name=ISW1|CHR2:695814-699202|CHR2:681693-685081
CHR2:711591-712754|+|locus_tag=YBR246W|Name=RRT2|CHR2:699255-700417|CHR2:685134-686296
CHR2:713004-714455|-|locus_tag=YBR247C|Name=ENP1|CHR2:700656-702106|CHR2:686547-687997
CHR2:714807-716465|-|locus_tag=YBR248C|Name=HIS7|CHR2:702459-704116|CHR2:688351-690008
CHR2:716882-717994|-|locus_tag=YBR249C|Name=ARO4|CHR2:704534-705645|CHR2:690426-691537
CHR2:71866-72972|+|locus_tag=YBL081W|Name=YBL081W|CHR2:65905-67010|CHR2:57459-58561
CHR2:719033-720604|+|locus_tag=YBR250W|Name=SPO23|CHR2:706685-708255|CHR2:692577-694147
CHR2:721390-722313|+|locus_tag=YBR251W|Name=MRPS5|CHR2:709043-709965|CHR2:694934-695856
CHR2:722611-723054|+|locus_tag=YBR252W|Name=DUT1|CHR2:710264-710706|CHR2:696155-696597
CHR2:723270-723635|+|locus_tag=YBR253W|Name=SRB6|CHR2:710923-711287|CHR2:696814-697178
CHR2:723736-724263|-|locus_tag=YBR254C|Name=TRS20|CHR2:711388-711914|CHR2:697279-697805
CHR2:724456-726540|+|locus_tag=YBR255W|Name=MTC4|CHR2:712108-714191|CHR2:697999-700082
CHR2:726618-727074|-|locus_tag=YBR255C-A|Name=RCF3|CHR2:714270-714725|CHR2:700161-700616
CHR2:727386-728102|-|locus_tag=YBR256C|Name=RIB5|CHR2:715038-715753|CHR2:700929-701644
CHR2:728885-729724|+|locus_tag=YBR257W|Name=POP4|CHR2:716537-717375|CHR2:702428-703266
CHR2:729734-730162|-|locus_tag=YBR258C|Name=SHG1|CHR2:717386-717813|CHR2:703277-703704
CHR2:730387-732453|+|locus_tag=YBR259W|Name=YBR259W|CHR2:718039-720104|CHR2:703930-705995
CHR2:73070-74695|-|locus_tag=YBL080C|Name=PET112|CHR2:67109-68733|CHR2:58660-60284
CHR2:732639-734639|-|locus_tag=YBR260C|Name=RGD1|CHR2:720291-722290|CHR2:706182-708181
CHR2:734832-735530|-|locus_tag=YBR261C|Name=TAE1|CHR2:722483-723180|CHR2:708374-709071
CHR2:735720-736040|-|locus_tag=YBR262C|Name=MIC12|CHR2:723371-723690|CHR2:709262-709581
CHR2:736264-737736|+|locus_tag=YBR263W|Name=SHM1|CHR2:723915-725386|CHR2:709806-711277
CHR2:737770-738369|-|locus_tag=YBR264C|Name=YPT10|CHR2:725421-726019|CHR2:711312-711910
CHR2:738582-739544|+|locus_tag=YBR265W|Name=TSC10|CHR2:726233-727194|CHR2:712125-713086
CHR2:739841-741022|+|locus_tag=YBR267W|Name=REI1|CHR2:727492-728672|CHR2:713384-714564
CHR2:741299-741616|+|locus_tag=YBR268W|Name=MRPL37|CHR2:728950-729266|CHR2:714842-715158
CHR2:742160-742576|-|locus_tag=YBR269C|Name=SDH8|CHR2:729811-730226|CHR2:715703-716118
CHR2:742761-744398|-|locus_tag=YBR270C|Name=BIT2|CHR2:730412-732048|CHR2:716304-717940
CHR2:744852-746111|+|locus_tag=YBR271W|Name=EFM2|CHR2:732502-733760|CHR2:718394-719652
CHR2:746361-747803|-|locus_tag=YBR272C|Name=HSM3|CHR2:734012-735445|CHR2:719904-721337
CHR2:748061-749371|-|locus_tag=YBR273C|Name=UBX7|CHR2:735704-737013|CHR2:721595-722904
CHR2:749594-751177|+|locus_tag=YBR274W|Name=CHK1|CHR2:737237-738819|CHR2:723128-724710
CHR2:751356-757106|-|locus_tag=YBR275C|Name=RIF1|CHR2:738998-744747|CHR2:724889-730638
CHR2:75259-79767|+|locus_tag=YBL079W|Name=NUP170|CHR2:69298-73805|CHR2:60849-65356
CHR2:757620-760043|-|locus_tag=YBR276C|Name=PPS1|CHR2:745260-747682|CHR2:731151-733573
CHR2:760294-760899|+|locus_tag=YBR278W|Name=DPB3|CHR2:747934-748538|CHR2:733825-734429
CHR2:7605-7733|-|locus_tag=YBL108C-A|Name=PAU9|CHR7:1069227-1069100|CHR7:5717-5844
CHR2:761257-762594|+|locus_tag=YBR279W|Name=PAF1|CHR2:748897-750233|CHR2:734788-736124
CHR2:762784-764697|-|locus_tag=YBR280C|Name=SAF1|CHR2:750424-752336|CHR2:736315-738227
