Chromosome_Name,strand,feature_type,gene_class,husinga_classification,systematic_id,common_name,Experiment_ID,Experiment_Start,Experiment_End,Experiment_Length
CHR7,+,15_tRNA,tRNA,nan,tA(AGC)G,nan,SGD,774349.0,774421.0,72.0
CHR7,+,15_tRNA,tRNA,nan,tA(UGC)G,nan,SGD,794417.0,794489.0,72.0
CHR16,+,15_tRNA,tRNA,nan,tA(AGC)P,nan,SGD,856902.0,856974.0,72.0
CHR15,+,15_tRNA,tRNA,nan,tM(CAU)O2,EMT2,SGD,976421.0,976493.0,72.0
CHR4,+,15_tRNA,tRNA,nan,tM(CAU)D,EMT1,SGD,1175829.0,1175901.0,72.0
CHR4,+,15_tRNA,tRNA,nan,tK(CUU)D1,nan,SGD,1201750.0,1201822.0,72.0
CHR11,+,15_tRNA,tRNA,nan,tN(GUU)K,nan,SGD,74624.0,74697.0,73.0
CHR14,+,15_tRNA,tRNA,nan,tN(GUU)N1,nan,SGD,102716.0,102789.0,73.0
CHR3,+,15_tRNA,tRNA,nan,tN(GUU)C,nan,SGD,127716.0,127789.0,73.0
CHR2,+,15_tRNA,tRNA,nan,tI(AAU)B,nan,SGD,197494.0,197567.0,73.0
CHR9,+,15_tRNA,tRNA,nan,tI(AAU)I2,nan,SGD,210665.0,210738.0,73.0
CHR15,+,15_tRNA,tRNA,nan,tN(GUU)O1,nan,SGD,228331.0,228404.0,73.0
CHR10,+,15_tRNA,tRNA,nan,tV(AAC)J,nan,SGD,378360.0,378433.0,73.0
CHR11,+,15_tRNA,tRNA,nan,tV(AAC)K2,nan,SGD,379680.0,379753.0,73.0
CHR5,+,15_tRNA,tRNA,nan,tV(AAC)E1,nan,SGD,438700.0,438773.0,73.0
CHR5,+,15_tRNA,tRNA,nan,tV(AAC)E2,nan,SGD,469457.0,469530.0,73.0
CHR15,+,15_tRNA,tRNA,nan,tN(GUU)O2,nan,SGD,487439.0,487512.0,73.0
CHR14,+,15_tRNA,tRNA,nan,tI(AAU)N2,nan,SGD,602312.0,602385.0,73.0
CHR14,+,15_tRNA,tRNA,nan,tN(GUU)N2,nan,SGD,632599.0,632672.0,73.0
CHR7,+,15_tRNA,tRNA,nan,tN(GUU)G,nan,SGD,731137.0,731210.0,73.0
CHR12,+,15_tRNA,tRNA,nan,tI(AAU)L1,nan,SGD,734802.0,734875.0,73.0
CHR7,+,15_tRNA,tRNA,nan,tI(AAU)G,nan,SGD,739122.0,739195.0,73.0
CHR16,+,15_tRNA,tRNA,nan,tN(GUU)P,nan,SGD,810676.0,810749.0,73.0
CHR16,+,15_tRNA,tRNA,nan,tI(AAU)P1,nan,SGD,819529.0,819602.0,73.0
CHR7,+,15_tRNA,tRNA,nan,tV(AAC)G2,nan,SGD,823482.0,823555.0,73.0
CHR5,+,15_tRNA,tRNA,nan,tS(AGA)E,nan,SGD,86604.0,86685.0,81.0
CHR2,+,15_tRNA,tRNA,nan,tS(AGA)B,nan,SGD,227075.0,227156.0,81.0
CHR9,+,15_tRNA,tRNA,nan,tS(UGA)I,SUP17,SGD,248850.0,248931.0,81.0
CHR4,+,15_tRNA,tRNA,nan,tS(AGA)D1,nan,SGD,437772.0,437853.0,81.0
CHR16,+,15_tRNA,tRNA,nan,tS(UGA)P,SUP16,SGD,689565.0,689646.0,81.0
CHR7,+,15_tRNA,tRNA,nan,tL(GAG)G,nan,SGD,700675.0,700756.0,81.0
CHR4,+,15_tRNA,tRNA,nan,tS(AGA)D3,nan,SGD,1305630.0,1305712.0,82.0
CHR2,+,15_tRNA,tRNA,nan,tL(UAA)B1,nan,SGD,9583.0,9666.0,83.0
CHR11,+,15_tRNA,tRNA,nan,tL(UAA)K,nan,SGD,84208.0,84291.0,83.0
CHR2,+,15_tRNA,tRNA,nan,tL(UAA)B2,nan,SGD,347603.0,347686.0,83.0
CHR4,+,15_tRNA,tRNA,nan,tL(UAA)D,nan,SGD,519743.0,519826.0,83.0
CHR6,+,15_tRNA,tRNA,nan,tY(GUA)F1,SUP11,SGD,167437.0,167525.0,88.0
CHR13,+,15_tRNA,tRNA,nan,tY(GUA)M1,SUP5,SGD,168795.0,168883.0,88.0
CHR15,+,15_tRNA,tRNA,nan,tY(GUA)O,SUP3,SGD,288192.0,288280.0,88.0
CHR10,+,15_tRNA,tRNA,nan,tY(GUA)J1,SUP7,SGD,354244.0,354332.0,88.0
CHR13,+,15_tRNA,tRNA,nan,tY(GUA)M2,SUP8,SGD,837928.0,838016.0,88.0
CHR4,+,15_tRNA,tRNA,nan,tY(GUA)D,SUP2,SGD,946312.0,946400.0,88.0
CHR2,+,15_tRNA,tRNA,nan,tF(GAA)B,nan,SGD,36398.0,36488.0,90.0
CHR13,+,15_tRNA,tRNA,nan,tF(GAA)M,nan,SGD,352280.0,352370.0,90.0
CHR14,+,15_tRNA,tRNA,nan,tF(GAA)N,nan,SGD,374869.0,374959.0,90.0
CHR7,+,15_tRNA,tRNA,nan,tK(UUU)G1,nan,SGD,115488.0,115583.0,95.0
CHR4,+,15_tRNA,tRNA,nan,tK(UUU)D,nan,SGD,359577.0,359672.0,95.0
CHR15,+,15_tRNA,tRNA,nan,tK(UUU)O,nan,SGD,438643.0,438738.0,95.0
CHR11,+,15_tRNA,tRNA,nan,tK(UUU)K,nan,SGD,578965.0,579060.0,95.0
CHR12,+,15_tRNA,tRNA,nan,tK(UUU)L,nan,SGD,875376.0,875471.0,95.0
CHR12,+,15_tRNA,tRNA,nan,tX(XXX)L,nan,SGD,784354.0,784453.0,99.0
CHR3,+,15_tRNA,tRNA,nan,tS(CGA)C,SUP61,SGD,227942.0,228042.0,100.0
CHR15,+,15_tRNA,tRNA,nan,tS(GCU)O,nan,SGD,274673.0,274773.0,100.0
CHR10,+,15_tRNA,tRNA,nan,tL(UAG)J,nan,SGD,617919.0,618019.0,100.0
CHR12,+,15_tRNA,tRNA,nan,tL(UAG)L2,nan,SGD,732090.0,732190.0,100.0
CHR15,+,15_tRNA,tRNA,nan,tP(UGG)O1,nan,SGD,301097.0,301198.0,101.0
CHR15,+,15_tRNA,tRNA,nan,tP(UGG)O2,SUF11,SGD,464450.0,464551.0,101.0
CHR12,+,15_tRNA,tRNA,nan,tP(UGG)L,nan,SGD,92548.0,92650.0,102.0
CHR6,+,15_tRNA,tRNA,nan,tP(UGG)F,SUF9,SGD,101376.0,101478.0,102.0
CHR14,+,15_tRNA,tRNA,nan,tP(UGG)N1,nan,SGD,547094.0,547196.0,102.0
CHR14,+,15_tRNA,tRNA,nan,tP(UGG)N2,nan,SGD,568115.0,568217.0,102.0
CHR15,+,15_tRNA,tRNA,nan,tP(UGG)O3,nan,SGD,980683.0,980787.0,104.0
CHR11,+,15_tRNA,tRNA,nan,tW(CCA)K,nan,SGD,302918.0,303023.0,105.0
CHR1,+,15_tRNA,tRNA,nan,tL(CAA)A,SUP56,SGD,181141.0,181254.0,113.0
CHR7,+,15_tRNA,tRNA,nan,tL(CAA)G1,nan,SGD,205521.0,205634.0,113.0
CHR7,+,15_tRNA,tRNA,nan,tL(CAA)G2,SUP54,SGD,423092.0,423205.0,113.0
CHR14,+,15_tRNA,tRNA,nan,tL(CAA)N,nan,SGD,443006.0,443119.0,113.0
CHR11,+,15_tRNA,tRNA,nan,tL(CAA)K,nan,SGD,458557.0,458670.0,113.0
CHR13,+,15_tRNA,tRNA,nan,tL(CAA)M,nan,SGD,504895.0,505008.0,113.0
CHR12,+,15_tRNA,tRNA,nan,tL(CAA)L,nan,SGD,628383.0,628497.0,114.0
CHR4,+,15_tRNA,tRNA,nan,tI(UAU)D,nan,SGD,884361.0,884493.0,132.0
CHR15,+,15_tRNA,Matrix,nan,ETC2,ETC2,SGD,58541.0,58563.0,22.0
CHR10,+,15_tRNA,Matrix,nan,ETC3,ETC3,SGD,247060.0,247082.0,22.0
CHR2,+,15_tRNA,Matrix,nan,ETC8,ETC8,SGD,549229.0,549251.0,22.0
CHR13,+,15_tRNA,Matrix,nan,ETC5,ETC5,SGD,667324.0,667346.0,22.0
CHR15,+,15_tRNA,Matrix,nan,ETC7,ETC7,SGD,768106.0,768128.0,22.0
CHR7,+,15_tRNA,Matrix,nan,ETC4,ETC4,SGD,1010927.0,1010949.0,22.0
CHR4,+,15_tRNA,Matrix,nan,ETC6,ETC6,SGD,1198885.0,1198907.0,22.0
CHR4,+,15_tRNA,Matrix,nan,ETC1,ETC1,SGD,1289041.0,1289063.0,22.0
CHR5,+,16_ACS,ACS,nan,ACS_5_287565_+,nan,Eaton,287567.0,287600.0,33.0
CHR16,+,16_ACS,ACS,nan,ACS_16_695467_+,nan,Eaton,695470.0,695503.0,33.0
CHR4,+,16_ACS,ACS,nan,ACS_4_702926_+,nan,Eaton,702931.0,702964.0,33.0
CHR14,+,16_ACS,ACS,nan,ACS_14_499041_+,nan,Eaton,499040.0,499073.0,33.0
CHR4,+,16_ACS,ACS,nan,ACS_4_1447473_+,nan,Eaton,1447483.0,1447516.0,33.0
CHR4,+,16_ACS,ACS,nan,ACS_4_1462049_+,nan,Eaton,1462059.0,1462092.0,33.0
CHR9,+,16_ACS,ACS,nan,ACS_9_439100_+,nan,Eaton,439103.0,439136.0,33.0
CHR3,+,16_ACS,ACS,nan,ACS_3_11254_+,nan,Eaton,11254.0,11287.0,33.0
CHR6,+,16_ACS,ACS,nan,ACS_6_199401_+,nan,Eaton,199413.0,199446.0,33.0
CHR14,+,16_ACS,ACS,nan,ACS_14_783728_+,nan,Eaton,783728.0,783761.0,33.0
CHR12,+,16_ACS,ACS,nan,ACS_12_1064313_+,nan,Eaton,1064316.0,1064349.0,33.0
CHR16,+,16_ACS,ACS,nan,ACS_16_942427_+,nan,Eaton,942431.0,942464.0,33.0
CHR10,+,16_ACS,ACS,nan,ACS_10_683926_+,nan,Eaton,684011.0,684044.0,33.0
CHR4,+,16_ACS,ACS,nan,ACS_4_1524643_+,nan,Eaton,1524660.0,1524693.0,33.0
CHR11,+,16_ACS,ACS,nan,ACS_11_581538_+,nan,Eaton,581896.0,581929.0,33.0
CHR5,+,16_ACS,ACS,nan,ACS_5_498884_+,nan,Eaton,498889.0,498922.0,33.0
CHR7,+,16_ACS,ACS,nan,ACS_7_1083676_+,nan,Eaton,1083670.0,1083703.0,33.0
CHR14,+,16_ACS,ACS,nan,ACS_14_738719_+,nan,Eaton,738719.0,738752.0,33.0
CHR11,+,16_ACS,ACS,nan,ACS_11_642421_+,nan,Eaton,642783.0,642816.0,33.0
CHR3,+,16_ACS,ACS,nan,ACS_3_315814_+,nan,Eaton,315818.0,315851.0,33.0
CHR5,+,16_ACS,ACS,nan,ACS_5_569629_+,nan,Eaton,569634.0,569667.0,33.0
CHR15,+,16_ACS,ACS,nan,ACS_15_908308_+,nan,Eaton,908313.0,908346.0,33.0
CHR11,+,16_ACS,ACS,nan,ACS_11_665577_+,nan,Eaton,665939.0,665972.0,33.0
CHR13,+,16_ACS,ACS,nan,ACS_13_137321_+,nan,Eaton,137321.0,137354.0,33.0
CHR10,+,16_ACS,ACS,nan,ACS_10_374855_+,nan,Eaton,374939.0,374972.0,33.0
CHR10,+,16_ACS,ACS,nan,ACS_10_337268_+,nan,Eaton,337352.0,337385.0,33.0
CHR2,+,16_ACS,ACS,nan,ACS_2_591458_+,nan,Eaton,591463.0,591496.0,33.0
CHR12,+,16_ACS,ACS,nan,ACS_12_243727_+,nan,Eaton,243726.0,243759.0,33.0
CHR16,+,16_ACS,ACS,nan,ACS_16_880907_+,nan,Eaton,880911.0,880944.0,33.0
CHR13,+,16_ACS,ACS,nan,ACS_13_31766_+,nan,Eaton,31766.0,31799.0,33.0
CHR11,+,16_ACS,ACS,nan,ACS_11_257577_+,nan,Eaton,257933.0,257966.0,33.0
CHR12,+,16_ACS,ACS,nan,ACS_12_659894_+,nan,Eaton,659892.0,659925.0,33.0
CHR8,+,16_ACS,ACS,nan,ACS_8_297087_+,nan,Eaton,297084.0,297117.0,33.0
CHR13,+,16_ACS,ACS,nan,ACS_13_159046_+,nan,Eaton,159046.0,159079.0,33.0
CHR8,+,16_ACS,ACS,nan,ACS_8_245790_+,nan,Eaton,245788.0,245821.0,33.0
CHR7,+,16_ACS,ACS,nan,ACS_7_574704_+,nan,Eaton,574700.0,574733.0,33.0
CHR10,+,16_ACS,ACS,nan,ACS_10_745264_+,nan,Eaton,745349.0,745382.0,33.0
CHR3,+,16_ACS,ACS,nan,ACS_3_294817_+,nan,Eaton,294821.0,294854.0,33.0
CHR16,+,16_ACS,ACS,nan,ACS_16_384594_+,nan,Eaton,384597.0,384630.0,33.0
CHR8,+,16_ACS,ACS,nan,ACS_8_556140_+,nan,Eaton,556140.0,556173.0,33.0
CHR9,+,16_ACS,ACS,nan,ACS_9_175170_+,nan,Eaton,175173.0,175206.0,33.0
CHR15,+,16_ACS,ACS,nan,ACS_15_167002_+,nan,Eaton,167003.0,167036.0,33.0
CHR11,+,16_ACS,ACS,nan,ACS_11_388667_+,nan,Eaton,389024.0,389057.0,33.0
CHR12,+,16_ACS,ACS,nan,ACS_12_91466_+,nan,Eaton,91467.0,91500.0,33.0
CHR16,+,16_ACS,ACS,nan,ACS_16_116593_+,nan,Eaton,116593.0,116626.0,33.0
CHR15,+,16_ACS,ACS,nan,ACS_15_656701_+,nan,Eaton,656701.0,656734.0,33.0
CHR11,+,16_ACS,ACS,nan,ACS_11_416883_+,nan,Eaton,417240.0,417273.0,33.0
CHR4,+,16_ACS,ACS,nan,ACS_4_913859_+,nan,Eaton,913865.0,913898.0,33.0
CHR16,+,16_ACS,ACS,nan,ACS_16_418180_+,nan,Eaton,418183.0,418216.0,33.0
CHR6,+,16_ACS,ACS,nan,ACS_6_269754_+,nan,Eaton,269767.0,269800.0,33.0
CHR5,+,16_ACS,ACS,nan,ACS_5_353582_+,nan,Eaton,353586.0,353619.0,33.0
CHR5,+,16_ACS,ACS,nan,ACS_5_94055_+,nan,Eaton,94055.0,94088.0,33.0
CHR4,+,16_ACS,ACS,nan,ACS_4_1240921_+,nan,Eaton,1240931.0,1240964.0,33.0
CHR1,+,16_ACS,ACS,nan,ACS_1_42044_+,nan,Eaton,42043.0,42076.0,33.0
CHR16,+,16_ACS,ACS,nan,ACS_16_633923_+,nan,Eaton,633926.0,633959.0,33.0
CHR12,+,16_ACS,ACS,nan,ACS_12_450506_+,nan,Eaton,450505.0,450538.0,33.0
CHR4,+,16_ACS,ACS,nan,ACS_4_806101_+,nan,Eaton,806106.0,806139.0,33.0
CHR1,+,16_ACS,ACS,nan,ACS_1_159954_+,nan,Eaton,159953.0,159986.0,33.0
CHR7,+,16_ACS,ACS,nan,ACS_7_163241_+,nan,Eaton,163235.0,163268.0,33.0
CHR12,+,16_ACS,ACS,nan,ACS_12_730526_+,nan,Eaton,730524.0,730557.0,33.0
CHR3,+,16_ACS,ACS,nan,ACS_3_132040_+,nan,Eaton,132043.0,132076.0,33.0
CHR16,+,16_ACS,ACS,nan,ACS_16_511706_+,nan,Eaton,511708.0,511741.0,33.0
CHR4,+,16_ACS,ACS,nan,ACS_4_1353575_+,nan,Eaton,1353585.0,1353618.0,33.0
CHR12,+,16_ACS,ACS,nan,ACS_12_928286_+,nan,Eaton,928288.0,928321.0,33.0
CHR7,+,16_ACS,ACS,nan,ACS_7_999506_+,nan,Eaton,999502.0,999535.0,33.0
CHR15,+,16_ACS,ACS,nan,ACS_15_783386_+,nan,Eaton,783386.0,783419.0,33.0
CHR14,+,16_ACS,ACS,nan,ACS_14_322005_+,nan,Eaton,322003.0,322036.0,33.0
CHR13,+,16_ACS,ACS,nan,ACS_13_371019_+,nan,Eaton,371020.0,371053.0,33.0
CHR4,+,16_ACS,ACS,nan,ACS_4_253840_+,nan,Eaton,253840.0,253873.0,33.0
CHR12,+,16_ACS,ACS,nan,ACS_12_31704_+,nan,Eaton,31704.0,31737.0,33.0
CHR4,+,16_ACS,ACS,nan,ACS_4_1404324_+,nan,Eaton,1404334.0,1404367.0,33.0
CHR14,+,16_ACS,ACS,nan,ACS_14_279801_+,nan,Eaton,279800.0,279833.0,33.0
CHR10,+,16_ACS,ACS,nan,ACS_10_67663_+,nan,Eaton,67664.0,67697.0,33.0
CHR9,+,16_ACS,ACS,nan,ACS_9_214732_+,nan,Eaton,214735.0,214768.0,33.0
CHR16,+,16_ACS,ACS,nan,ACS_16_563879_+,nan,Eaton,563882.0,563915.0,33.0
CHR7,+,16_ACS,ACS,nan,ACS_7_888417_+,nan,Eaton,888412.0,888445.0,33.0
CHR11,+,16_ACS,ACS,nan,ACS_11_516685_+,nan,Eaton,517043.0,517076.0,33.0
CHR4,+,16_ACS,ACS,nan,ACS_4_329672_+,nan,Eaton,329672.0,329705.0,33.0
CHR12,+,16_ACS,ACS,nan,ACS_12_5918_+,nan,Eaton,5918.0,5951.0,33.0
CHR10,+,16_ACS,ACS,nan,ACS_10_540522_+,nan,Eaton,540608.0,540641.0,33.0
CHR16,+,16_ACS,ACS,nan,ACS_16_162471_+,nan,Eaton,162472.0,162505.0,33.0
CHR3,+,16_ACS,ACS,nan,ACS_3_15295_+,nan,Eaton,15295.0,15328.0,33.0
CHR8,+,16_ACS,ACS,nan,ACS_8_64300_+,nan,Eaton,64302.0,64335.0,33.0
CHR9,+,16_ACS,ACS,nan,ACS_9_357222_+,nan,Eaton,357225.0,357258.0,33.0
CHR4,+,16_ACS,ACS,nan,ACS_4_1276279_+,nan,Eaton,1276289.0,1276322.0,33.0
CHR3,+,16_ACS,ACS,nan,ACS_3_194305_+,nan,Eaton,194310.0,194343.0,33.0
CHR13,+,16_ACS,ACS,nan,ACS_13_263126_+,nan,Eaton,263126.0,263159.0,33.0
CHR7,+,16_ACS,ACS,nan,ACS_7_286009_+,nan,Eaton,286003.0,286036.0,33.0
CHR11,+,16_ACS,ACS,nan,ACS_11_98389_+,nan,Eaton,98384.0,98417.0,33.0
CHR4,+,16_ACS,ACS,nan,ACS_4_921739_+,nan,Eaton,921745.0,921778.0,33.0
CHR15,+,16_ACS,ACS,nan,ACS_15_72687_+,nan,Eaton,72688.0,72721.0,33.0
CHR7,+,16_ACS,ACS,nan,ACS_7_112128_+,nan,Eaton,112124.0,112157.0,33.0
CHR4,+,16_ACS,ACS,nan,ACS_4_1057890_+,nan,Eaton,1057896.0,1057929.0,33.0
CHR4,+,16_ACS,ACS,nan,ACS_4_435161_+,nan,Eaton,435164.0,435197.0,33.0
CHR13,+,16_ACS,ACS,nan,ACS_13_805161_+,nan,Eaton,805162.0,805195.0,33.0
CHR5,+,16_ACS,ACS,nan,ACS_5_212454_+,nan,Eaton,212455.0,212488.0,33.0
CHR13,+,16_ACS,ACS,nan,ACS_13_39493_+,nan,Eaton,39493.0,39526.0,33.0
CHR2,+,16_ACS,ACS,nan,ACS_2_93540_+,nan,Eaton,93539.0,93572.0,33.0
CHR13,+,16_ACS,ACS,nan,ACS_13_433014_+,nan,Eaton,433015.0,433048.0,33.0
CHR13,+,16_ACS,ACS,nan,ACS_13_611317_+,nan,Eaton,611318.0,611351.0,33.0
CHR15,+,16_ACS,ACS,nan,ACS_15_899701_+,nan,Eaton,899706.0,899739.0,33.0
CHR2,+,16_ACS,ACS,nan,ACS_2_704338_+,nan,Eaton,704343.0,704376.0,33.0
CHR1,+,16_ACS,ACS,nan,ACS_1_31002_+,nan,Eaton,31001.0,31034.0,33.0
CHR4,+,16_ACS,ACS,nan,ACS_4_316863_+,nan,Eaton,316863.0,316896.0,33.0
CHR13,+,16_ACS,ACS,nan,ACS_13_815390_+,nan,Eaton,815391.0,815424.0,33.0
CHR16,+,16_ACS,ACS,nan,ACS_16_454097_+,nan,Eaton,454100.0,454133.0,33.0
CHR15,+,16_ACS,ACS,nan,ACS_15_10926_+,nan,Eaton,10927.0,10960.0,33.0
CHR12,+,16_ACS,ACS,nan,ACS_12_156700_+,nan,Eaton,156701.0,156734.0,33.0
CHR13,+,16_ACS,ACS,nan,ACS_13_634520_+,nan,Eaton,634521.0,634554.0,33.0
CHR16,+,16_ACS,ACS,nan,ACS_16_289530_+,nan,Eaton,289531.0,289564.0,33.0
CHR4,+,16_ACS,ACS,nan,ACS_4_427866_+,nan,Eaton,427869.0,427902.0,33.0
CHR7,+,16_ACS,ACS,nan,ACS_7_778018_+,nan,Eaton,778013.0,778046.0,33.0
CHR6,+,16_ACS,ACS,nan,ACS_6_127861_+,nan,Eaton,127866.0,127899.0,33.0
CHR7,+,16_ACS,ACS,nan,ACS_7_1063506_+,nan,Eaton,1063500.0,1063533.0,33.0
CHR10,+,16_ACS,ACS,nan,ACS_10_23920_+,nan,Eaton,23920.0,23953.0,33.0
CHR13,+,16_ACS,ACS,nan,ACS_13_688902_+,nan,Eaton,688903.0,688936.0,33.0
CHR12,+,16_ACS,ACS,nan,ACS_12_822089_+,nan,Eaton,822089.0,822122.0,33.0
CHR16,+,16_ACS,ACS,nan,ACS_16_684407_+,nan,Eaton,684410.0,684443.0,33.0
CHR6,+,17_CEN,centromere,nan,CEN6,CEN6,SGD,148510.0,148627.0,117.0
CHR13,+,17_CEN,centromere,nan,CEN13,CEN13,SGD,268031.0,268149.0,118.0
CHR14,+,17_CEN,centromere,nan,CEN14,CEN14,SGD,628758.0,628875.0,117.0
CHR3,+,17_CEN,centromere,nan,CEN3,CEN3,SGD,114385.0,114501.0,116.0
CHR5,+,17_CEN,centromere,nan,CEN5,CEN5,SGD,151987.0,152104.0,117.0
CHR2,+,17_CEN,centromere,nan,CEN2,CEN2,SGD,238207.0,238323.0,116.0
CHR4,+,17_CEN,centromere,nan,CEN4,CEN4,SGD,449711.0,449821.0,110.0
CHR9,+,17_CEN,centromere,nan,CEN9,CEN9,SGD,355629.0,355745.0,116.0
CHR16,+,17_CEN,centromere,nan,CEN16,CEN16,SGD,555957.0,556073.0,116.0
CHR1,+,17_CEN,centromere,nan,CEN1,CEN1,SGD,151465.0,151582.0,117.0
CHR3,+,18_MAT,MAT,nan,MATALPHA,MATALPHA,SGD,198671.0,201177.0,2506.0
CHR3,+,18_MAT,MAT,nan,HMR,HMR,SGD,292388.0,295034.0,2646.0
CHR3,+,18_MAT,MAT,nan,HML,HML,SGD,11146.0,14849.0,3703.0
CHR16,+,19_XEL,X_element,nan,X16R,nan,SGD,942396.0,942771.0,375.0
CHR6,+,19_XEL,X_element,nan,X6R,nan,SGD,269731.0,270112.0,381.0
CHR3,+,19_XEL,X_element,nan,X3R,nan,SGD,315783.0,316239.0,456.0
CHR7,+,19_XEL,X_element,nan,X7R,nan,SGD,1083635.0,1084092.0,457.0
CHR1,+,19_XEL,X_element,nan,X1R,nan,SGD,229411.0,229871.0,460.0
CHR11,+,19_XEL,X_element,nan,X11R,nan,SGD,665904.0,666364.0,460.0
CHR5,+,19_XEL,X_element,nan,X5R,nan,SGD,569599.0,570060.0,461.0
CHR14,+,19_XEL,X_element,nan,X14R,nan,SGD,783278.0,783740.0,462.0
CHR13,+,19_XEL,X_element,nan,X13R,nan,SGD,923541.0,924005.0,464.0
CHR4,+,19_XEL,X_element,nan,X4R,nan,SGD,1524625.0,1525089.0,464.0
CHR9,+,19_XEL,X_element,nan,X9R,nan,SGD,439068.0,439533.0,465.0
CHR12,+,19_XEL,X_element,nan,X12R,nan,SGD,1064281.0,1064747.0,466.0
CHR8,+,19_XEL,X_element,nan,X8R,nan,SGD,556105.0,556575.0,470.0
CHR16,+,20_YEL,Y'_element,nan,Y'16R,nan,SGD,942810.0,948010.0,5200.0
CHR8,+,20_YEL,Y'_element,nan,Y'8R,nan,SGD,556986.0,562456.0,5470.0
CHR12,+,20_YEL,Y'_element,nan,Y'12R1,nan,SGD,1065156.0,1071645.0,6489.0
CHR12,+,20_YEL,Y'_element,nan,Y'12R2,nan,SGD,1071654.0,1078177.0,6523.0
CHR5,+,20_YEL,Y'_element,nan,Y'5R,nan,SGD,570330.0,576874.0,6544.0
CHR7,+,20_YEL,Y'_element,nan,Y'7R,nan,SGD,1084347.0,1090940.0,6593.0
CHR6,+,21_TEL,Telomere,nan,TEL06R,nan,SGD,269731.0,270161.0,430.0
CHR1,+,21_TEL,Telomere,nan,TEL01R,nan,SGD,229411.0,230218.0,807.0
CHR9,+,21_TEL,Telomere,nan,TEL09R,nan,SGD,439068.0,439888.0,820.0
CHR3,+,21_TEL,Telomere,nan,TEL03R,nan,SGD,315783.0,316620.0,837.0
CHR13,+,21_TEL,Telomere,nan,TEL13R,nan,SGD,923541.0,924431.0,890.0
CHR11,+,21_TEL,Telomere,nan,TEL11R,nan,SGD,665904.0,666816.0,912.0
CHR14,+,21_TEL,Telomere,nan,TEL14R,nan,SGD,783278.0,784333.0,1055.0
CHR16,+,21_TEL,Telomere,nan,TEL16R,nan,SGD,942396.0,948010.0,5614.0
CHR8,+,21_TEL,Telomere,nan,TEL08R,nan,SGD,556105.0,562643.0,6538.0
CHR5,+,21_TEL,Telomere,nan,TEL05R,nan,SGD,569599.0,576874.0,7275.0
CHR7,+,21_TEL,Telomere,nan,TEL07R,nan,SGD,1083635.0,1090940.0,7305.0
CHR4,+,21_TEL,Telomere,nan,TEL04R,nan,SGD,1524625.0,1531933.0,7308.0
CHR12,+,21_TEL,Telomere,nan,TEL12R,nan,SGD,1064281.0,1078177.0,13896.0
CHR12,+,22_RBD,rDNA,nan,RDN5-3,RDN5-3,SGD,472465.0,472583.0,118.0
CHR12,+,22_RBD,rDNA,nan,RDN5-4,RDN5-4,SGD,482045.0,482163.0,118.0
CHR12,+,22_RBD,rDNA,nan,RDN5-5,RDN5-5,SGD,485697.0,485815.0,118.0
CHR12,+,22_RBD,rDNA,nan,RDN5-1,RDN5-1,SGD,459676.0,459796.0,120.0
CHR2,+,23_TMR,Telomere_RNA,nan,TLC1,TLC1,SGD,307587.0,308887.0,1300.0
CHR4,-,14_LTR,LTR_delta,nan,YDRCdelta6b,nan,SGD,520833.0,520806.0,27.0
CHR2,-,14_LTR,LTR_delta,nan,YBRCdelta14,nan,SGD,266256.0,266178.0,78.0
CHR10,-,14_LTR,LTR_delta,nan,YJLCdelta6,nan,SGD,374935.0,374844.0,91.0
CHR14,-,14_LTR,LTR_delta,nan,YNRCdelta7,nan,SGD,632114.0,631998.0,116.0
CHR8,-,14_LTR,LTR_delta,nan,YHRCdelta6,nan,SGD,133684.0,133565.0,119.0
CHR16,-,14_LTR,LTR_delta,nan,YPRCdelta15,nan,SGD,776796.0,776667.0,129.0
CHR11,-,14_LTR,LTR_delta,nan,YKRCdelta9,nan,SGD,490416.0,490286.0,130.0
CHR1,-,14_LTR,LTR_delta,nan,YARCdelta3,nan,SGD,160237.0,160105.0,132.0
CHR5,-,14_LTR,LTR_delta,nan,YERCdelta23,nan,SGD,492833.0,492695.0,138.0
CHR3,-,14_LTR,LTR_delta,nan,YCLCdelta1,nan,SGD,83194.0,83055.0,139.0
CHR7,-,14_LTR,LTR_delta,nan,YGRCdelta12,nan,SGD,535759.0,535607.0,152.0
CHR15,-,14_LTR,LTR_delta,nan,YORCdelta18,nan,SGD,703582.0,703429.0,153.0
CHR16,-,14_LTR,LTR_delta,nan,YPRCdelta22,nan,SGD,850512.0,850357.0,155.0
CHR10,-,14_LTR,LTR_delta,nan,YJRCdelta15,nan,SGD,531675.0,531516.0,159.0
CHR1,-,14_LTR,LTR_delta,nan,YALCdelta2,nan,SGD,138992.0,138831.0,161.0
CHR6,-,14_LTR,LTR_delta,nan,YFRCdelta9,nan,SGD,191854.0,191685.0,169.0
CHR12,-,14_LTR,LTR_delta,nan,YLRCdelta19,nan,SGD,734671.0,734501.0,170.0
CHR5,-,14_LTR,LTR_delta,nan,YELCdelta3,nan,SGD,99664.0,99490.0,174.0
CHR8,-,14_LTR,LTR_delta,nan,YHRCdelta8,nan,SGD,358850.0,358672.0,178.0
