Chromosome_Name,strand,feature_type,gene_class,husinga_classification,systematic_id,common_name,NFR/NDR_Start,NFR/NDR_End,NFR/NDR_Length,nucleosome_stability,TATA_type
CHR8,-,10_SUT,ncRNA_UNB_NFR/NDR,SUT,SUT573_NFR/NDR,nan,16094.0,15854.0,240.0,nan,nan
CHR9,-,10_SUT,ncRNA_TFO_NFR/NDR,SUT,SUT607_NFR/NDR,nan,151623.0,151343.0,280.0,nan,nan
CHR12,-,10_SUT,ncRNA_TFO_NFR/NDR,SUT,SUT711_NFR/NDR,nan,1026951.0,1026616.0,335.0,nan,nan
CHR8,-,10_SUT,ncRNA_STM_NFR/NDR,SUT,SUT588_NFR/NDR,nan,385060.0,384723.0,337.0,nan,nan
CHR7,-,10_SUT,ncRNA_UNB_NFR/NDR,SUT,SUT540_NFR/NDR,nan,198143.0,197868.0,275.0,nan,nan
CHR2,-,10_SUT,ncRNA_UNB_NFR/NDR,SUT,SUT438_NFR/NDR,nan,127826.0,127537.0,289.0,nan,nan
CHR5,-,10_SUT,ncRNA_UNB_NFR/NDR,SUT,SUT500_NFR/NDR,nan,9980.0,9715.0,265.0,nan,nan
CHR15,-,10_SUT,ncRNA_UNB_NFR/NDR,SUT,SUT785_NFR/NDR,nan,692455.0,692176.0,279.0,nan,nan
CHR14,-,10_SUT,ncRNA_UNB_NFR/NDR,SUT,SUT753_NFR/NDR,nan,637011.0,636722.0,289.0,nan,nan
CHR16,-,10_SUT,ncRNA_STM_NFR/NDR,SUT,SUT829_NFR/NDR,nan,645173.0,644947.0,226.0,nan,nan
CHR4,-,10_SUT,ncRNA_UNB_NFR/NDR,SUT,SUT492_NFR/NDR,nan,1342446.0,1342186.0,260.0,nan,nan
CHR10,-,10_SUT,ncRNA_UNB_NFR/NDR,SUT,SUT643_NFR/NDR,nan,607536.0,607424.0,112.0,nan,nan
CHR7,-,10_SUT,ncRNA_UNB_NFR/NDR,SUT,SUT557_NFR/NDR,nan,715220.0,714970.0,250.0,nan,nan
CHR5,-,10_SUT,ncRNA_TFO_NFR/NDR,SUT,SUT508_NFR/NDR,nan,177825.0,177544.0,281.0,nan,nan
CHR11,-,10_SUT,ncRNA_UNB_NFR/NDR,SUT,SUT663_NFR/NDR,nan,205541.0,205434.0,107.0,nan,nan
CHR13,-,10_SUT,ncRNA_TFO_NFR/NDR,SUT,SUT719_NFR/NDR,nan,171583.0,171445.0,138.0,nan,nan
CHR13,-,10_SUT,ncRNA_TFO_NFR/NDR,SUT,SUT717_NFR/NDR,nan,123120.0,122949.0,171.0,nan,nan
CHR12,-,10_SUT,ncRNA_TFO_NFR/NDR,SUT,SUT687_NFR/NDR,nan,204983.0,204691.0,292.0,nan,nan
CHR1,-,10_SUT,ncRNA_STM_NFR/NDR,SUT,SUT433_NFR/NDR,nan,30053.0,29715.0,338.0,nan,nan
CHR11,-,10_SUT,ncRNA_UNB_NFR/NDR,SUT,SUT665_NFR/NDR,nan,266182.0,265904.0,278.0,nan,nan
CHR16,-,10_SUT,ncRNA_UNB_NFR/NDR,SUT,SUT828_NFR/NDR,nan,629423.0,629014.0,409.0,nan,nan
CHR4,-,10_SUT,ncRNA_UNB_NFR/NDR,SUT,SUT498_NFR/NDR,nan,1510031.0,1509758.0,273.0,nan,nan
CHR14,-,10_SUT,ncRNA_UNB_NFR/NDR,SUT,SUT757_NFR/NDR,nan,742381.0,742184.0,197.0,nan,nan
CHR12,-,10_SUT,ncRNA_TFO_NFR/NDR,SUT,SUT703_NFR/NDR,nan,680204.0,679905.0,299.0,nan,nan
CHR14,-,10_SUT,ncRNA_UNB_NFR/NDR,SUT,SUT745_NFR/NDR,nan,206954.0,206684.0,270.0,nan,nan
CHR8,-,10_SUT,ncRNA_UNB_NFR/NDR,SUT,SUT587_NFR/NDR,nan,358211.0,358130.0,81.0,nan,nan
CHR10,-,10_SUT,ncRNA_UNB_NFR/NDR,SUT,SUT646_NFR/NDR,nan,628924.0,628677.0,247.0,nan,nan
CHR10,-,10_SUT,ncRNA_UNB_NFR/NDR,SUT,SUT633_NFR/NDR,nan,358385.0,358080.0,305.0,nan,nan
CHR12,-,10_SUT,ncRNA_STM_NFR/NDR,SUT,SUT707_NFR/NDR,nan,809114.0,808848.0,266.0,nan,nan
CHR14,-,10_SUT,ncRNA_STM_NFR/NDR,SUT,SUT743_NFR/NDR,nan,113119.0,112839.0,280.0,nan,nan
CHR7,-,10_SUT,ncRNA_UNB_NFR/NDR,SUT,SUT551_NFR/NDR,nan,579491.0,579267.0,224.0,nan,nan
CHR4,-,10_SUT,ncRNA_UNB_NFR/NDR,SUT,SUT485_NFR/NDR,nan,1236625.0,1236140.0,485.0,nan,nan
CHR8,-,10_SUT,ncRNA_UNB_NFR/NDR,SUT,SUT592_NFR/NDR,nan,458646.0,458474.0,172.0,nan,nan
CHR11,-,10_SUT,ncRNA_UNB_NFR/NDR,SUT,SUT661_NFR/NDR,nan,153293.0,153083.0,210.0,nan,nan
CHR12,-,10_SUT,ncRNA_UNB_NFR/NDR,SUT,SUT686_NFR/NDR,nan,114562.0,114282.0,280.0,nan,nan
CHR7,-,10_SUT,ncRNA_UNB_NFR/NDR,SUT,SUT569_NFR/NDR,nan,945082.0,944799.0,283.0,nan,nan
CHR10,-,10_SUT,ncRNA_TFO_NFR/NDR,SUT,SUT651_NFR/NDR,nan,724429.0,724159.0,270.0,nan,nan
CHR8,-,10_SUT,ncRNA_UNB_NFR/NDR,SUT,SUT574_NFR/NDR,nan,59214.0,58989.0,225.0,nan,nan
CHR8,-,10_SUT,ncRNA_STM_NFR/NDR,SUT,SUT579_NFR/NDR,nan,204524.0,204207.0,317.0,nan,nan
CHR10,-,10_SUT,ncRNA_UNB_NFR/NDR,SUT,SUT632_NFR/NDR,nan,342519.0,342199.0,320.0,nan,nan
CHR14,-,10_SUT,ncRNA_UNB_NFR/NDR,SUT,SUT747_NFR/NDR,nan,338012.0,337752.0,260.0,nan,nan
CHR5,-,10_SUT,ncRNA_UNB_NFR/NDR,SUT,SUT504_NFR/NDR,nan,135642.0,135397.0,245.0,nan,nan
CHR7,-,10_SUT,ncRNA_UNB_NFR/NDR,SUT,SUT541_NFR/NDR,nan,214012.0,213729.0,283.0,nan,nan
CHR15,-,10_SUT,ncRNA_TFO_NFR/NDR,SUT,SUT802_NFR/NDR,nan,1064653.0,1064356.0,297.0,nan,nan
CHR11,-,10_SUT,ncRNA_TFO_NFR/NDR,SUT,SUT670_NFR/NDR,nan,307342.0,307044.0,298.0,nan,nan
CHR13,-,11_XUT,ncRNA_TFO_NFR/NDR,XUT,XUT_13R-134_NFR/NDR,nan,312270.0,312000.0,270.0,nan,nan
CHR11,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_11R-265_NFR/NDR,nan,626746.0,626592.0,154.0,nan,nan
CHR13,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_13R-276_NFR/NDR,nan,611836.0,611659.0,177.0,nan,nan
CHR15,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_15R-235_NFR/NDR,nan,494800.0,494701.0,99.0,nan,nan
CHR9,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_9R-38_NFR/NDR,nan,97554.0,97416.0,138.0,nan,nan
CHR7,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_7R-326_NFR/NDR,nan,715813.0,715588.0,225.0,nan,nan
CHR4,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_4R-461_NFR/NDR,nan,1146313.0,1146052.0,261.0,nan,nan
CHR12,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_12R-144_NFR/NDR,nan,418319.0,418027.0,292.0,nan,nan
CHR15,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_15R-284_NFR/NDR,nan,642738.0,642556.0,182.0,nan,nan
CHR7,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_7R-261_NFR/NDR,nan,575421.0,575215.0,206.0,nan,nan
CHR16,-,11_XUT,ncRNA_STM_NFR/NDR,XUT,XUT_16R-174_NFR/NDR,nan,411902.0,411603.0,299.0,nan,nan
CHR4,-,11_XUT,ncRNA_STM_NFR/NDR,XUT,XUT_4R-56_NFR/NDR,nan,135011.0,134688.0,323.0,nan,nan
CHR9,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_9R-56_NFR/NDR,nan,136354.0,135958.0,396.0,nan,nan
CHR7,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_7R-336_NFR/NDR,nan,733775.0,733499.0,276.0,nan,nan
CHR14,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_14R-332_NFR/NDR,nan,746937.0,746676.0,261.0,nan,nan
CHR5,-,11_XUT,ncRNA_STM_NFR/NDR,XUT,XUT_5R-165_NFR/NDR,nan,362466.0,362166.0,300.0,nan,nan
CHR13,-,11_XUT,ncRNA_TFO_NFR/NDR,XUT,XUT_13R-108_NFR/NDR,nan,259385.0,258859.0,526.0,nan,nan
CHR2,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_2R-349_NFR/NDR,nan,807108.0,806997.0,111.0,nan,nan
CHR14,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_14R-219_NFR/NDR,nan,526076.0,525771.0,305.0,nan,nan
CHR15,-,11_XUT,ncRNA_TFO_NFR/NDR,XUT,XUT_15R-84_NFR/NDR,nan,128563.0,128305.0,258.0,nan,nan
CHR15,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_15R-177_NFR/NDR,nan,369558.0,369365.0,193.0,nan,nan
CHR7,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_7R-424_NFR/NDR,nan,920593.0,920503.0,90.0,nan,nan
CHR12,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_12R-191_NFR/NDR,nan,554460.0,554181.0,279.0,nan,nan
CHR9,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_9R-53_NFR/NDR,nan,127752.0,127484.0,268.0,nan,nan
CHR4,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_4R-346_NFR/NDR,nan,829594.0,829354.0,240.0,nan,nan
CHR5,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_5R-148_NFR/NDR,nan,314371.0,314196.0,175.0,nan,nan
CHR16,-,11_XUT,ncRNA_STM_NFR/NDR,XUT,XUT_16R-143_NFR/NDR,nan,340077.0,339327.0,750.0,nan,nan
CHR6,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_6R-108_NFR/NDR,nan,242011.0,241836.0,175.0,nan,nan
CHR12,-,11_XUT,ncRNA_TFO_NFR/NDR,XUT,XUT_12R-149_NFR/NDR,nan,424120.0,423882.0,238.0,nan,nan
CHR15,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_15R-65_NFR/NDR,nan,97560.0,97350.0,210.0,nan,nan
CHR15,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_15R-293_NFR/NDR,nan,662507.0,662344.0,163.0,nan,nan
CHR14,-,11_XUT,ncRNA_TFO_NFR/NDR,XUT,XUT_14R-293_NFR/NDR,nan,662796.0,662390.0,406.0,nan,nan
CHR7,-,11_XUT,ncRNA_STM_NFR/NDR,XUT,XUT_7R-460_NFR/NDR,nan,1001024.0,1000717.0,307.0,nan,nan
CHR15,-,11_XUT,ncRNA_TFO_NFR/NDR,XUT,XUT_15R-149_NFR/NDR,nan,326861.0,326397.0,464.0,nan,nan
CHR12,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_12R-336_NFR/NDR,nan,928769.0,928509.0,260.0,nan,nan
CHR15,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_15R-220_NFR/NDR,nan,449417.0,449213.0,204.0,nan,nan
CHR9,-,11_XUT,ncRNA_STM_NFR/NDR,XUT,XUT_9R-167_NFR/NDR,nan,381967.0,381716.0,251.0,nan,nan
CHR4,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_4R-374_NFR/NDR,nan,915640.0,915443.0,197.0,nan,nan
CHR7,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_7R-340_NFR/NDR,nan,742307.0,742025.0,282.0,nan,nan
CHR8,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_8R-125_NFR/NDR,nan,256505.0,256332.0,173.0,nan,nan
CHR4,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_4R-212_NFR/NDR,nan,489536.0,489281.0,255.0,nan,nan
CHR14,-,11_XUT,ncRNA_STM_NFR/NDR,XUT,XUT_14R-300_NFR/NDR,nan,692387.0,692227.0,160.0,nan,nan
CHR13,-,11_XUT,ncRNA_TFO_NFR/NDR,XUT,XUT_13R-124_NFR/NDR,nan,284070.0,283818.0,252.0,nan,nan
CHR3,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_3R-67_NFR/NDR,nan,152751.0,152512.0,239.0,nan,nan
CHR4,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_4R-120_NFR/NDR,nan,292965.0,292797.0,168.0,nan,nan
CHR5,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_5R-72_NFR/NDR,nan,148213.0,147926.0,287.0,nan,nan
CHR12,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_12R-244_NFR/NDR,nan,665760.0,665527.0,233.0,nan,nan
CHR10,-,11_XUT,ncRNA_TFO_NFR/NDR,XUT,XUT_10R-197_NFR/NDR,nan,525017.0,524525.0,492.0,nan,nan
CHR8,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_8R-135_NFR/NDR,nan,280877.0,280600.0,277.0,nan,nan
CHR5,-,11_XUT,ncRNA_STM_NFR/NDR,XUT,XUT_5R-75_NFR/NDR,nan,152256.0,151825.0,431.0,nan,nan
CHR8,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_8R-137_NFR/NDR,nan,281506.0,281202.0,304.0,nan,nan
CHR8,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_8R-193_NFR/NDR,nan,387244.0,386919.0,325.0,nan,nan
CHR4,-,11_XUT,ncRNA_STM_NFR/NDR,XUT,XUT_4R-234_NFR/NDR,nan,542672.0,542372.0,300.0,nan,nan
CHR2,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_2R-103_NFR/NDR,nan,270408.0,270240.0,168.0,nan,nan
CHR10,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_10R-21_NFR/NDR,nan,80151.0,79857.0,294.0,nan,nan
CHR8,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_8R-234_NFR/NDR,nan,490635.0,490354.0,281.0,nan,nan
CHR12,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_12R-197_NFR/NDR,nan,568656.0,568437.0,219.0,nan,nan
CHR4,-,11_XUT,ncRNA_STM_NFR/NDR,XUT,XUT_4R-364_NFR/NDR,nan,892612.0,892388.0,224.0,nan,nan
CHR5,-,11_XUT,ncRNA_TFO_NFR/NDR,XUT,XUT_5R-76_NFR/NDR,nan,156814.0,156478.0,336.0,nan,nan
CHR4,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_4R-298_NFR/NDR,nan,688172.0,687824.0,348.0,nan,nan
CHR4,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_4R-483_NFR/NDR,nan,1175038.0,1174782.0,256.0,nan,nan
CHR5,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_5R-192_NFR/NDR,nan,432486.0,432190.0,296.0,nan,nan
CHR8,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_8R-115_NFR/NDR,nan,242534.0,242259.0,275.0,nan,nan
CHR4,-,11_XUT,ncRNA_TFO_NFR/NDR,XUT,XUT_4R-190_NFR/NDR,nan,444428.0,444224.0,204.0,nan,nan
CHR12,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_12R-267_NFR/NDR,nan,729013.0,728708.0,305.0,nan,nan
CHR7,-,11_XUT,ncRNA_TFO_NFR/NDR,XUT,XUT_7R-165_NFR/NDR,nan,393981.0,393664.0,317.0,nan,nan
CHR15,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_15R-432_NFR/NDR,nan,981693.0,981403.0,290.0,nan,nan
CHR4,-,11_XUT,ncRNA_STM_NFR/NDR,XUT,XUT_4R-255_NFR/NDR,nan,579484.0,579048.0,436.0,nan,nan
CHR11,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_11R-273_NFR/NDR,nan,650530.0,650284.0,246.0,nan,nan
CHR7,-,11_XUT,ncRNA_TFO_NFR/NDR,XUT,XUT_7R-238_NFR/NDR,nan,523666.0,523377.0,289.0,nan,nan
CHR7,-,11_XUT,ncRNA_STM_NFR/NDR,XUT,XUT_7R-123_NFR/NDR,nan,289672.0,289355.0,317.0,nan,nan
CHR14,-,11_XUT,ncRNA_STM_NFR/NDR,XUT,XUT_14R-36_NFR/NDR,nan,108466.0,108166.0,300.0,nan,nan
CHR5,-,11_XUT,ncRNA_STM_NFR/NDR,XUT,XUT_5R-166_NFR/NDR,nan,364432.0,364253.0,179.0,nan,nan
CHR10,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_10R-116_NFR/NDR,nan,320024.0,319737.0,287.0,nan,nan
CHR8,-,11_XUT,ncRNA_TFO_NFR/NDR,XUT,XUT_8R-129_NFR/NDR,nan,272656.0,272354.0,302.0,nan,nan
CHR15,-,11_XUT,ncRNA_STM_NFR/NDR,XUT,XUT_15R-327_NFR/NDR,nan,722957.0,722579.0,378.0,nan,nan
CHR7,-,11_XUT,ncRNA_TFO_NFR/NDR,XUT,XUT_7R-404_NFR/NDR,nan,880250.0,879823.0,427.0,nan,nan
CHR4,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_4R-177_NFR/NDR,nan,415209.0,414724.0,485.0,nan,nan
CHR14,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_14R-74_NFR/NDR,nan,202218.0,201925.0,293.0,nan,nan
CHR10,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_10R-181_NFR/NDR,nan,461843.0,461533.0,310.0,nan,nan
CHR11,-,11_XUT,ncRNA_STM_NFR/NDR,XUT,XUT_11R-13_NFR/NDR,nan,25204.0,24843.0,361.0,nan,nan
CHR2,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_2R-65_NFR/NDR,nan,170105.0,169900.0,205.0,nan,nan
CHR12,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_12R-16_NFR/NDR,nan,49928.0,49594.0,334.0,nan,nan
CHR13,-,11_XUT,ncRNA_STM_NFR/NDR,XUT,XUT_13R-330_NFR/NDR,nan,732433.0,732036.0,397.0,nan,nan
CHR2,-,11_XUT,ncRNA_TFO_NFR/NDR,XUT,XUT_2R-342_NFR/NDR,nan,787106.0,786817.0,289.0,nan,nan
CHR8,-,11_XUT,ncRNA_TFO_NFR/NDR,XUT,XUT_8R-87_NFR/NDR,nan,181983.0,181689.0,294.0,nan,nan
CHR4,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_4R-9_NFR/NDR,nan,22689.0,22403.0,286.0,nan,nan
CHR4,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_4R-486_NFR/NDR,nan,1183446.0,1183291.0,155.0,nan,nan
CHR8,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_8R-113_NFR/NDR,nan,239065.0,238806.0,259.0,nan,nan
CHR12,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_12R-385_NFR/NDR,nan,1030861.0,1030701.0,160.0,nan,nan
CHR11,-,11_XUT,ncRNA_STM_NFR/NDR,XUT,XUT_11R-63_NFR/NDR,nan,158636.0,158265.0,371.0,nan,nan
CHR8,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_8R-172_NFR/NDR,nan,355007.0,354829.0,178.0,nan,nan
CHR4,-,11_XUT,ncRNA_STM_NFR/NDR,XUT,XUT_4R-55_NFR/NDR,nan,133431.0,132681.0,750.0,nan,nan
CHR13,-,11_XUT,ncRNA_STM_NFR/NDR,XUT,XUT_13R-255_NFR/NDR,nan,577717.0,577434.0,283.0,nan,nan
CHR5,-,11_XUT,ncRNA_TFO_NFR/NDR,XUT,XUT_5R-126_NFR/NDR,nan,269256.0,269002.0,254.0,nan,nan
CHR15,-,11_XUT,ncRNA_TFO_NFR/NDR,XUT,XUT_15R-346_NFR/NDR,nan,781814.0,781493.0,321.0,nan,nan
CHR13,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_13R-20_NFR/NDR,nan,46855.0,46633.0,222.0,nan,nan
CHR1,-,11_XUT,ncRNA_STM_NFR/NDR,XUT,XUT_1R-16_NFR/NDR,nan,30053.0,29715.0,338.0,nan,nan
CHR7,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_7R-116_NFR/NDR,nan,273286.0,273105.0,181.0,nan,nan
CHR3,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_3R-100_NFR/NDR,nan,215021.0,214743.0,278.0,nan,nan
CHR10,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_10R-52_NFR/NDR,nan,145154.0,144881.0,273.0,nan,nan
CHR13,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_13R-110_NFR/NDR,nan,260265.0,260021.0,244.0,nan,nan
CHR13,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_13R-47_NFR/NDR,nan,111896.0,111674.0,222.0,nan,nan
CHR14,-,11_XUT,ncRNA_TFO_NFR/NDR,XUT,XUT_14R-308_NFR/NDR,nan,707809.0,707505.0,304.0,nan,nan
CHR9,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_9R-14-m_NFR/NDR,nan,36240.0,35973.0,267.0,nan,nan
CHR4,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_4R-570_NFR/NDR,nan,1412302.0,1412127.0,175.0,nan,nan
CHR10,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_10R-29_NFR/NDR,nan,97727.0,97477.0,250.0,nan,nan
CHR14,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_14R-128_NFR/NDR,nan,331487.0,331327.0,160.0,nan,nan
CHR4,-,11_XUT,ncRNA_TFO_NFR/NDR,XUT,XUT_4R-527_NFR/NDR,nan,1280170.0,1279884.0,286.0,nan,nan
CHR4,-,11_XUT,ncRNA_STM_NFR/NDR,XUT,XUT_4R-57_NFR/NDR,nan,135781.0,135543.0,238.0,nan,nan
CHR15,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_15R-101_NFR/NDR,nan,170982.0,170784.0,198.0,nan,nan
CHR15,-,11_XUT,ncRNA_STM_NFR/NDR,XUT,XUT_15R-185_NFR/NDR,nan,381026.0,380679.0,347.0,nan,nan
CHR16,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_16R-192_NFR/NDR,nan,459984.0,459770.0,214.0,nan,nan
CHR2,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_2R-31_NFR/NDR,nan,92419.0,92158.0,261.0,nan,nan
CHR7,-,11_XUT,ncRNA_STM_NFR/NDR,XUT,XUT_7R-262_NFR/NDR,nan,576913.0,576470.0,443.0,nan,nan
CHR7,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_7R-305_NFR/NDR,nan,678673.0,678413.0,260.0,nan,nan
CHR4,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_4R-515_NFR/NDR,nan,1261634.0,1261342.0,292.0,nan,nan
CHR12,-,11_XUT,ncRNA_TFO_NFR/NDR,XUT,XUT_12R-389_NFR/NDR,nan,1053430.0,1053124.0,306.0,nan,nan
CHR13,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_13R-294_NFR/NDR,nan,656258.0,656042.0,216.0,nan,nan
CHR7,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_7R-374_NFR/NDR,nan,812098.0,811348.0,750.0,nan,nan
CHR16,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_16R-9_NFR/NDR,nan,24837.0,24645.0,192.0,nan,nan
CHR14,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_14R-284_NFR/NDR,nan,637011.0,636722.0,289.0,nan,nan
CHR4,-,11_XUT,ncRNA_STM_NFR/NDR,XUT,XUT_4R-263_NFR/NDR,nan,593689.0,593408.0,281.0,nan,nan
CHR12,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_12R-370_NFR/NDR,nan,982745.0,982504.0,241.0,nan,nan
CHR15,-,11_XUT,ncRNA_TFO_NFR/NDR,XUT,XUT_15R-427_NFR/NDR,nan,970272.0,969990.0,282.0,nan,nan
CHR10,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_10R-136_NFR/NDR,nan,361315.0,361147.0,168.0,nan,nan
CHR11,-,11_XUT,ncRNA_STM_NFR/NDR,XUT,XUT_11R-223_NFR/NDR,nan,514823.0,514361.0,462.0,nan,nan
CHR16,-,11_XUT,ncRNA_TFO_NFR/NDR,XUT,XUT_16R-295_NFR/NDR,nan,659206.0,658943.0,263.0,nan,nan
CHR12,-,11_XUT,ncRNA_TFO_NFR/NDR,XUT,XUT_12R-287_NFR/NDR,nan,787677.0,787373.0,304.0,nan,nan
CHR2,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_2R-63_NFR/NDR,nan,167192.0,166880.0,312.0,nan,nan
CHR11,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_11R-166_NFR/NDR,nan,365439.0,365144.0,295.0,nan,nan
CHR16,-,11_XUT,ncRNA_STM_NFR/NDR,XUT,XUT_16R-343_NFR/NDR,nan,771060.0,770721.0,339.0,nan,nan
CHR10,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_10R-203_NFR/NDR,nan,536005.0,535717.0,288.0,nan,nan
CHR4,-,11_XUT,ncRNA_TFO_NFR/NDR,XUT,XUT_4R-155_NFR/NDR,nan,372256.0,371966.0,290.0,nan,nan
CHR10,-,11_XUT,ncRNA_TFO_NFR/NDR,XUT,XUT_10R-117_NFR/NDR,nan,323394.0,323100.0,294.0,nan,nan
CHR14,-,11_XUT,ncRNA_STM_NFR/NDR,XUT,XUT_14R-204_NFR/NDR,nan,491483.0,491210.0,273.0,nan,nan
CHR16,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_16R-354_NFR/NDR,nan,787902.0,787701.0,201.0,nan,nan
CHR4,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_4R-423_NFR/NDR,nan,1019322.0,1019058.0,264.0,nan,nan
CHR10,-,11_XUT,ncRNA_TFO_NFR/NDR,XUT,XUT_10R-206_NFR/NDR,nan,540734.0,540460.0,274.0,nan,nan
CHR7,-,11_XUT,ncRNA_UNB_NFR/NDR,XUT,XUT_7R-88_NFR/NDR,nan,198143.0,197868.0,275.0,nan,nan
CHR3,-,11_XUT,ncRNA_STM_NFR/NDR,XUT,XUT_3R-44_NFR/NDR,nan,114684.0,114199.0,485.0,nan,nan
CHR7,-,11_XUT,ncRNA_TFO_NFR/NDR,XUT,XUT_7R-129_NFR/NDR,nan,313244.0,312981.0,263.0,nan,nan
