seq_id,source,type,start,end,score,strand,phase,attributes,locus_id
chrXIV,Xu_2009_CUTs,transcript,198186,198514,.,+,.,ID=ST2759;Name=CUT321;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST6462;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT321
chrXIV,Xu_2009_CUTs,transcript,217730,218394,.,+,.,ID=ST2768;Name=CUT322;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST6467;initiates_from_3NFR_of_and_same_strand_to=NA,CUT322
chrXIV,Xu_2009_CUTs,transcript,229906,230026,.,+,.,ID=ST2771;Name=CUT323;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT323
chrXIV,Xu_2009_CUTs,transcript,234042,234186,.,+,.,ID=ST2772;Name=CUT324;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT324
chrXIV,Xu_2009_CUTs,transcript,234186,234322,.,+,.,ID=ST2773;Name=CUT325;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST6473;shares_5NFR_in_tandem_with=ST2774;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT325
chrXIV,Xu_2009_CUTs,transcript,240886,241342,.,-,.,ID=ST6475;Name=CUT805;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST2777;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT805
chrXIV,Xu_2009_CUTs,transcript,245474,245610,.,+,.,ID=ST2779;Name=CUT326;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=ST2780;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=ST2778,CUT326
chrXIV,Xu_2009_CUTs,transcript,258434,258786,.,+,.,ID=ST2785;Name=CUT327;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST6479;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT327
chrXIV,Xu_2009_CUTs,transcript,270746,271218,.,+,.,ID=ST2788;Name=CUT328;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT328
chrXIV,Xu_2009_CUTs,transcript,275270,276078,.,-,.,ID=ST6487;Name=CUT806;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST2791;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT806
chrXIV,Xu_2009_CUTs,transcript,302217,302649,.,+,.,ID=ST2799;Name=CUT329;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=ST2800;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT329
chrXIV,Xu_2009_CUTs,transcript,338001,338337,.,+,.,ID=ST2809;Name=CUT330;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST6502;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT330
chrXIV,Xu_2009_CUTs,transcript,340945,341049,.,+,.,ID=ST2812;Name=CUT331;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST6504;initiates_from_3NFR_of_and_same_strand_to=ST2811,CUT331
chrXIV,Xu_2009_CUTs,transcript,348761,349185,.,+,.,ID=ST2815;Name=CUT332;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST6506;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT332
chrXIV,Xu_2009_CUTs,transcript,358469,358925,.,-,.,ID=ST6511;Name=CUT807;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT807
chrXIV,Xu_2009_CUTs,transcript,358925,359237,.,-,.,ID=ST6512;Name=CUT808;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST2821;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT808
chrXIV,Xu_2009_CUTs,transcript,366269,366501,.,-,.,ID=ST6514;Name=CUT809;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST2823;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT809
chrXIV,Xu_2009_CUTs,transcript,371269,371469,.,-,.,ID=ST6516;Name=CUT810;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT810
chrXIV,Xu_2009_CUTs,transcript,374329,374513,.,+,.,ID=ST2826;Name=CUT333;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT333
chrXIV,Xu_2009_CUTs,transcript,381097,381337,.,+,.,ID=ST2829;Name=CUT334;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST6520;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT334
chrXIV,Xu_2009_CUTs,transcript,407701,408101,.,-,.,ID=ST6525;Name=CUT811;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST2837;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT811
chrXIV,Xu_2009_CUTs,transcript,417833,418153,.,+,.,ID=ST2841;Name=CUT335;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST6528;initiates_from_3NFR_of_and_same_strand_to=NA,CUT335
chrXIV,Xu_2009_CUTs,transcript,434269,434589,.,-,.,ID=ST6532;Name=CUT812;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST2846;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT812
chrXIV,Xu_2009_CUTs,transcript,458797,459429,.,-,.,ID=ST6538;Name=CUT813;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT813
chrXIV,Xu_2009_CUTs,transcript,479422,480358,.,-,.,ID=ST6544;Name=CUT814;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT814
chrXIV,Xu_2009_CUTs,transcript,483654,485262,.,-,.,ID=ST6545;Name=CUT815;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT815
chrXIV,Xu_2009_CUTs,transcript,498842,499122,.,+,.,ID=ST2869;Name=CUT336;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT336
chrXIV,Xu_2009_CUTs,transcript,500554,500682,.,+,.,ID=ST2871;Name=CUT337;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT337
chrXIV,Xu_2009_CUTs,transcript,500682,500794,.,+,.,ID=ST2872;Name=CUT338;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT338
chrXIV,Xu_2009_CUTs,transcript,525559,525823,.,-,.,ID=ST6554;Name=CUT816;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST2879;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT816
chrXIV,Xu_2009_CUTs,transcript,529159,529559,.,-,.,ID=ST6555;Name=CUT817;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST2880;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST2879;initiates_from_3NFR_of_and_same_strand_to=NA,CUT817
chrXIV,Xu_2009_CUTs,transcript,533939,534091,.,+,.,ID=ST2883;Name=CUT339;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT339
chrXIV,Xu_2009_CUTs,transcript,568307,569115,.,+,.,ID=ST2893;Name=CUT340;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT340
chrXIV,Xu_2009_CUTs,transcript,579035,579443,.,+,.,ID=ST2896;Name=CUT341;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST6566;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT341
chrXIV,Xu_2009_CUTs,transcript,586428,586611,.,+,.,ID=ST2901;Name=CUT342;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT342
chrXIV,Xu_2009_CUTs,transcript,587107,587267,.,+,.,ID=ST2902;Name=CUT343;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST6568;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST6569;initiates_from_3NFR_of_and_same_strand_to=NA,CUT343
chrXIV,Xu_2009_CUTs,transcript,588251,588355,.,+,.,ID=ST2904;Name=CUT344;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT344
chrXIV,Xu_2009_CUTs,transcript,588355,588977,.,+,.,ID=ST2905;Name=CUT345;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT345
chrXIV,Xu_2009_CUTs,transcript,621338,621714,.,+,.,ID=ST2916;Name=CUT346;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT346
chrXIV,Xu_2009_CUTs,transcript,629082,629258,.,+,.,ID=ST2919;Name=CUT347;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT347
chrXIV,Xu_2009_CUTs,transcript,662194,662306,.,+,.,ID=ST2930;Name=CUT348;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT348
chrXIV,Xu_2009_CUTs,transcript,663294,663662,.,-,.,ID=ST6590;Name=CUT818;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST2931;initiates_from_3NFR_of_and_same_strand_to=NA,CUT818
chrXIV,Xu_2009_CUTs,transcript,705938,706106,.,+,.,ID=ST2948;Name=CUT349;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST6602;shares_5NFR_in_tandem_with=ST2949;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=ST2947,CUT349
chrXIV,Xu_2009_CUTs,transcript,707118,707558,.,-,.,ID=ST6603;Name=CUT819;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST2950;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST2949;initiates_from_3NFR_of_and_same_strand_to=NA,CUT819
chrXIV,Xu_2009_CUTs,transcript,716434,716706,.,+,.,ID=ST2954;Name=CUT350;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=ST2953;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT350
chrXIV,Xu_2009_CUTs,transcript,723403,724075,.,+,.,ID=ST2955;Name=CUT351;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST6608;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST6609;initiates_from_3NFR_of_and_same_strand_to=NA,CUT351
chrXIV,Xu_2009_CUTs,transcript,730843,731315,.,+,.,ID=ST2959;Name=CUT352;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST6611;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT352
chrXIV,Xu_2009_CUTs,transcript,736216,736480,.,-,.,ID=ST6614;Name=CUT820;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST2962;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT820
chrXIV,Xu_2009_CUTs,transcript,763076,764044,.,+,.,ID=ST2967;Name=CUT353;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT353
chrXV,Xu_2009_CUTs,transcript,22234,22386,.,+,.,ID=ST2975;Name=CUT354;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT354
chrXV,Xu_2009_CUTs,transcript,47827,48859,.,+,.,ID=ST2985;Name=CUT355;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST6639;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT355
chrXV,Xu_2009_CUTs,transcript,73358,73534,.,-,.,ID=ST6647;Name=CUT821;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT821
chrXV,Xu_2009_CUTs,transcript,99102,99470,.,-,.,ID=ST6656;Name=CUT822;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST3001;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST3000;initiates_from_3NFR_of_and_same_strand_to=NA,CUT822
chrXV,Xu_2009_CUTs,transcript,100814,101062,.,-,.,ID=ST6657;Name=CUT823;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT823
chrXV,Xu_2009_CUTs,transcript,105790,106358,.,-,.,ID=ST6660;Name=CUT824;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST3003;initiates_from_3NFR_of_and_same_strand_to=NA,CUT824
chrXV,Xu_2009_CUTs,transcript,128306,128498,.,+,.,ID=ST3009;Name=CUT356;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT356
chrXV,Xu_2009_CUTs,transcript,136442,136874,.,+,.,ID=ST3012;Name=CUT357;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT357
chrXV,Xu_2009_CUTs,transcript,138010,138322,.,+,.,ID=ST3013;Name=CUT358;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST6667;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT358
chrXV,Xu_2009_CUTs,transcript,143802,144178,.,+,.,ID=ST3015;Name=CUT359;end_confidence=mappedNone;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT359
chrXV,Xu_2009_CUTs,transcript,146822,147174,.,-,.,ID=ST6671;Name=CUT825;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST3017;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT825
chrXV,Xu_2009_CUTs,transcript,154898,155266,.,+,.,ID=ST3018;Name=CUT360;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST6673;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST6674;initiates_from_3NFR_of_and_same_strand_to=NA,CUT360
chrXV,Xu_2009_CUTs,transcript,158918,159462,.,-,.,ID=ST6675;Name=CUT826;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST3019;initiates_from_3NFR_of_and_same_strand_to=ST6676,CUT826
chrXV,Xu_2009_CUTs,transcript,167502,167862,.,-,.,ID=ST6678;Name=CUT827;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT827
chrXV,Xu_2009_CUTs,transcript,168330,168434,.,+,.,ID=ST3023;Name=CUT361;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT361
chrXV,Xu_2009_CUTs,transcript,170314,170786,.,+,.,ID=ST3025;Name=CUT362;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT362
chrXV,Xu_2009_CUTs,transcript,197046,197165,.,-,.,ID=ST6683;Name=CUT828;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT828
chrXV,Xu_2009_CUTs,transcript,199926,200158,.,-,.,ID=ST6685;Name=CUT829;end_confidence=mapped3;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT829
chrXV,Xu_2009_CUTs,transcript,204674,205138,.,+,.,ID=ST3033;Name=CUT363;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT363
chrXV,Xu_2009_CUTs,transcript,226982,227365,.,-,.,ID=ST6695;Name=CUT830;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT830
chrXV,Xu_2009_CUTs,transcript,232483,232795,.,+,.,ID=ST3042;Name=CUT364;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT364
chrXV,Xu_2009_CUTs,transcript,234191,234495,.,-,.,"ID=ST6698;Name=CUT831;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST3044,ST3045;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA",CUT831
chrXV,Xu_2009_CUTs,transcript,234611,234763,.,+,.,ID=ST3044;Name=CUT365;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST6698;shares_5NFR_in_tandem_with=ST3045;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT365
chrXV,Xu_2009_CUTs,transcript,264573,265173,.,-,.,ID=ST6704;Name=CUT832;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT832
chrXV,Xu_2009_CUTs,transcript,267825,268137,.,+,.,ID=ST3059;Name=CUT366;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT366
chrXV,Xu_2009_CUTs,transcript,313001,313553,.,+,.,ID=ST3075;Name=CUT367;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT367
chrXV,Xu_2009_CUTs,transcript,315329,316729,.,+,.,ID=ST3076;Name=CUT368;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT368
chrXV,Xu_2009_CUTs,transcript,332909,333373,.,-,.,ID=ST6722;Name=CUT833;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST3083;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT833
chrXV,Xu_2009_CUTs,transcript,335353,335881,.,+,.,ID=ST3084;Name=CUT369;end_confidence=mapped5;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT369
chrXV,Xu_2009_CUTs,transcript,363574,364134,.,-,.,ID=ST6732;Name=CUT834;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST3094;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT834
chrXV,Xu_2009_CUTs,transcript,379086,380182,.,-,.,ID=ST6740;Name=CUT835;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=NA;initiates_from_3NFR_of_and_same_strand_to=NA,CUT835
chrXV,Xu_2009_CUTs,transcript,380182,380734,.,-,.,ID=ST6741;Name=CUT836;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=ST3099;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST3098;initiates_from_3NFR_of_and_same_strand_to=NA,CUT836
chrXV,Xu_2009_CUTs,transcript,383618,383962,.,+,.,ID=ST3100;Name=CUT370;end_confidence=bothEndsMapped;source=Automatic;shares_5NFR_in_divergent_configuration_with=NA;shares_5NFR_in_tandem_with=NA;initiates_from_3NFR_of_and_opposite_strand_to=ST6742;initiates_from_3NFR_of_and_same_strand_to=NA,CUT370
