SNP,Chr,Pos,Effect,SE,TPO1_MID2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
8163,12,807037,-0.0192848136487489,0.0610033641782863,0.75209291342828,YLR339C,YLR339C,SGDID:S000004331,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the essential gene RPP0""",Dubious ORF
8164,12,807508,-0.0367159517110885,0.0632436402088653,0.561915729288993,YLR341W,SPO77,SGDID:S000004333,ORF,Verified ORF,"""Meiosis-specific protein of unknown function; required for spore wall formation during sporulation and for timely prospore membrane closure along with SPS1; required with Sps1p for phosphorylation and turnover of Ssp1p; dispensable for both nuclear divisions during meiosis""",Verified ORF
8165,12,807547,-0.0330601847591966,0.0607475240863846,0.58663178130624,YLR341W,SPO77,SGDID:S000004333,ORF,Verified ORF,"""Meiosis-specific protein of unknown function; required for spore wall formation during sporulation and for timely prospore membrane closure along with SPS1; required with Sps1p for phosphorylation and turnover of Ssp1p; dispensable for both nuclear divisions during meiosis""",Verified ORF
8166,12,809527,-0.047191293782964,0.063814971055585,0.460093749750491,YLR342W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8167,12,811797,-0.0064401764102979,0.0598819394525385,0.914415431644035,YLR342W,FKS1,SGDID:S000004334,ORF,Verified ORF,"""Catalytic subunit of 1,3-beta-D-glucan synthase; functionally redundant with alternate catalytic subunit Gsc2p; binds to regulatory subunit Rho1p; involved in cell wall synthesis and maintenance; localizes to sites of cell wall remodeling; FKS1 has a paralog ; GSC2 ; that arose from the whole genome duplication""",Verified ORF
8168,12,818383,-0.117359368095903,0.121787379625225,0.335885373842084,YLRCdelta21,YLRCdelta21,SGDID:S000007074,Other features,LTR,"""Ty1 LTR""",reverse complement
8169,12,818384,-0.0248957933381435,0.123771669063013,0.840702681010419,YLRCdelta21,YLRCdelta21,SGDID:S000007074,Other features,LTR,"""Ty1 LTR""",reverse complement
8170,12,818386,-0.0377904214375364,0.0737653699948238,0.608757439104284,YLRCdelta21,YLRCdelta21,SGDID:S000007074,Other features,LTR,"""Ty1 LTR""",reverse complement
8171,12,822760,0.0297108667615715,0.118970171609544,0.802938520648502,YLR346C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8172,12,824912,0.0343565299240379,0.0598102295774877,0.566045667811236,YLR347C,KAP95,SGDID:S000004339,ORF,Verified ORF,"""Karyopherin beta; forms a complex with Srp1p/Kap60p; interacts with nucleoporins to mediate nuclear import of NLS-containing cargo proteins via the nuclear pore complex; regulates PC biosynthesis; GDP-to-GTP exchange factor for Gsp1p""",Verified ORF
8173,12,825661,0.00075701925439,0.0595689756188564,0.989867711221902,YLR347C,KAP95,SGDID:S000004339,ORF,Verified ORF,"""Karyopherin beta; forms a complex with Srp1p/Kap60p; interacts with nucleoporins to mediate nuclear import of NLS-containing cargo proteins via the nuclear pore complex; regulates PC biosynthesis; GDP-to-GTP exchange factor for Gsp1p""",Verified ORF
8174,12,827961,-0.0218338772807483,0.0837981590636415,0.794589018386765,YLR349W,YLR349W,SGDID:S000004341,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps the verified ORF DIC1/YLR348C""",Dubious ORF
8175,12,827962,-0.0865214480693659,0.120381590486551,0.472784874744958,YLR349W,YLR349W,SGDID:S000004341,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps the verified ORF DIC1/YLR348C""",Dubious ORF
8176,12,827963,-0.278044860028288,0.12449377274653,0.0261484455866956,YLR349W,YLR349W,SGDID:S000004341,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps the verified ORF DIC1/YLR348C""",Dubious ORF
8177,12,828754,0.0897538631363629,0.0602932691608328,0.137479841217152,YLR350W,ORM2,SGDID:S000004342,ORF,Verified ORF,"""Protein that mediates sphingolipid homeostasis; evolutionarily conserved ; required for resistance to agents that induce unfolded protein response; Orm1p and Orm2p together control membrane biogenesis by coordinating lipid homeostasis with protein quality control; protein abundance increases in response to DNA replication stress; ORM2 has a paralog ; ORM1 ; that arose from the whole genome duplication""",Verified ORF
8178,12,829417,0.121965246291758,0.239994763215433,0.611630783704253,YLR350W,ORM2,SGDID:S000004342,Close to 3'-UTR,Close to 3'-UTR,"""Protein that mediates sphingolipid homeostasis; evolutionarily conserved ; required for resistance to agents that induce unfolded protein response; Orm1p and Orm2p together control membrane biogenesis by coordinating lipid homeostasis with protein quality control; protein abundance increases in response to DNA replication stress; ORM2 has a paralog ; ORM1 ; that arose from the whole genome duplication""",Verified ORF
8179,12,829417,-0.100472472155232,0.198207554821173,0.612537715784027,YLR350W,ORM2,SGDID:S000004342,Close to 3'-UTR,Close to 3'-UTR,"""Protein that mediates sphingolipid homeostasis; evolutionarily conserved ; required for resistance to agents that induce unfolded protein response; Orm1p and Orm2p together control membrane biogenesis by coordinating lipid homeostasis with protein quality control; protein abundance increases in response to DNA replication stress; ORM2 has a paralog ; ORM1 ; that arose from the whole genome duplication""",Verified ORF
8180,12,829443,0.105002138465203,0.119244206314828,0.379153036776508,YLR350W,ORM2,SGDID:S000004342,Close to 3'-UTR,Close to 3'-UTR,"""Protein that mediates sphingolipid homeostasis; evolutionarily conserved ; required for resistance to agents that induce unfolded protein response; Orm1p and Orm2p together control membrane biogenesis by coordinating lipid homeostasis with protein quality control; protein abundance increases in response to DNA replication stress; ORM2 has a paralog ; ORM1 ; that arose from the whole genome duplication""",Verified ORF
8181,12,829553,0.0937217105782359,0.0594238837772089,0.115651555255045,YLR351C,NIT3,SGDID:S000004343,ORF,Verified ORF,"""Nit protein; one of two proteins in S. cerevisiae with similarity to the Nit domain of NitFhit from fly and worm and to the mouse and human Nit protein which interacts with the Fhit tumor suppressor; nitrilase superfamily member""",Verified ORF
8182,12,829993,0.0997424306936752,0.0598935920282199,0.0967346773080518,YLR351C,NIT3,SGDID:S000004343,ORF,Verified ORF,"""Nit protein; one of two proteins in S. cerevisiae with similarity to the Nit domain of NitFhit from fly and worm and to the mouse and human Nit protein which interacts with the Fhit tumor suppressor; nitrilase superfamily member""",Verified ORF
8183,12,831532,0.0893815285475228,0.060454543501104,0.140167999297967,YLR352W,LUG1,SGDID:S000004344,ORF,Verified ORF,"""Protein of unknown function with similarity to F-box proteins; interacts with the core SCF ubiquitin ligase complex subunits Skp1p and Cdc53p; LUG1 deletion prevents cells containing the [URE3] prion or lacking Ure2p from growing on glycerol""",Verified ORF
8184,12,832184,0.105951774231498,0.0596077096584431,0.076349472769106,YLR352W,LUG1,SGDID:S000004344,ORF,Verified ORF,"""Protein of unknown function with similarity to F-box proteins; interacts with the core SCF ubiquitin ligase complex subunits Skp1p and Cdc53p; LUG1 deletion prevents cells containing the [URE3] prion or lacking Ure2p from growing on glycerol""",Verified ORF
8185,12,836320,0.134628181383565,0.0604300097201068,0.0265211189596396,YLR353W,BUD8,SGDID:S000004345,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in bud-site selection; diploid mutants display a unipolar budding pattern instead of the wild-type bipolar pattern ; and bud at the proximal pole; BUD8 has a paralog ; BUD9 ; that arose from the whole genome duplication""",Verified ORF
8186,12,836321,0.134628181383565,0.0604300097201068,0.0265211189596396,YLR353W,BUD8,SGDID:S000004345,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in bud-site selection; diploid mutants display a unipolar budding pattern instead of the wild-type bipolar pattern ; and bud at the proximal pole; BUD8 has a paralog ; BUD9 ; that arose from the whole genome duplication""",Verified ORF
8187,12,837460,0.120432439996302,0.0599910614561406,0.0454575262137928,YLR354C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8188,12,838168,0.095988613119272,0.0598196648843419,0.109468824341012,YLR355C,ILV5,SGDID:S000004347,ORF,Verified ORF,"""Acetohydroxyacid reductoisomerase and mtDNA binding protein; involved in branched-chain amino acid biosynthesis and maintenance of wild-type mitochondrial DNA; found in mitochondrial nucleoids""",Verified ORF
8189,12,840314,0.131364216872918,0.0593981542229413,0.0276352959996263,YLR356W,ATG33,SGDID:S000004348,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial mitophagy-specific protein; required primarily for mitophagy induced at post-log phase; not required for other types of selective autophagy or macroautophagy; conserved within fungi ; but not in higher eukaryotes; ATG33 has a paralog ; SCM4 ; that arose from the whole genome duplication""",Verified ORF
8190,12,840557,0.118633134418864,0.0595399944805009,0.0470865118297478,YLR356W,ATG33,SGDID:S000004348,ORF,Verified ORF,"""Mitochondrial mitophagy-specific protein; required primarily for mitophagy induced at post-log phase; not required for other types of selective autophagy or macroautophagy; conserved within fungi ; but not in higher eukaryotes; ATG33 has a paralog ; SCM4 ; that arose from the whole genome duplication""",Verified ORF
8191,12,842368,0.1037965707658,0.0605013831775432,0.0871115327221514,YLR357W,RSC2,SGDID:S000004349,ORF,Verified ORF,"""Component of the RSC chromatin remodeling complex; required for expression of mid-late sporulation-specific genes; involved in telomere maintenance; RSC2 has a paralog ; RSC1 ; that arose from the whole genome duplication""",Verified ORF
8192,12,843076,0.102439598113574,0.0595792343713196,0.0864210148417393,YLR357W,RSC2,SGDID:S000004349,ORF,Verified ORF,"""Component of the RSC chromatin remodeling complex; required for expression of mid-late sporulation-specific genes; involved in telomere maintenance; RSC2 has a paralog ; RSC1 ; that arose from the whole genome duplication""",Verified ORF
8193,12,843963,0.0980321864935031,0.0600649555993683,0.103549520631543,YLR357W,RSC2,SGDID:S000004349,ORF,Verified ORF,"""Component of the RSC chromatin remodeling complex; required for expression of mid-late sporulation-specific genes; involved in telomere maintenance; RSC2 has a paralog ; RSC1 ; that arose from the whole genome duplication""",Verified ORF
8194,12,845781,0.0682491584670144,0.124152886656121,0.58285997293777,YLR359W,ADE13,SGDID:S000004351,Close to 3'-UTR,Close to 3'-UTR,"""Adenylosuccinate lyase; catalyzes two steps in the 'de novo' purine nucleotide biosynthetic pathway; expression is repressed by adenine and activated by Bas1p and Pho2p; mutations in human ortholog ADSL cause adenylosuccinase deficiency; human ADSL can complement yeast ADE13 null mutant""",Verified ORF
8195,12,846897,0.0909273654589511,0.0598753326341274,0.129755414994327,YLR360W,VPS38,SGDID:S000004352,ORF,Verified ORF,"""Part of a Vps34p phosphatidylinositol 3-kinase complex; functions in carboxypeptidase Y (CPY) sorting; binds Vps30p and Vps34p to promote production of phosphatidylinositol 3-phosphate (PtdIns3P) which stimulates kinase activity; required for overflow degradation of misfolded proteins when ERAD is saturated""",Verified ORF
8196,12,849244,0.0928143179628779,0.0613605176633011,0.131274378109552,YLR361C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8197,12,853997,0.124577235239041,0.0598434069692424,0.0380880739909949,YLR363C,NMD4,SGDID:S000004355,Close to 3'-UTR,Close to 3'-UTR,"""Protein that may be involved in nonsense-mediated mRNA decay; interacts with Nam7p ; relocalizes from nucleus to cytoplasmic foci upon DNA replication stress""",Verified ORF
8198,12,854833,0.115254265452279,0.0598180652985935,0.0548136496341403,YLR364W,GRX8,SGDID:S000004356,Close to 3'-UTR,Close to 3'-UTR,"""Glutaredoxin that employs a dithiol mechanism of catalysis; monomeric; activity is low and null mutation does not affect sensitivity to oxidative stress; GFP-fusion protein localizes to the cytoplasm; expression strongly induced by arsenic""",Verified ORF
8199,12,859419,0.130614256244429,0.0596655238212937,0.0292434290724061,YLR369W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8200,12,860244,0.0959603207415379,0.0596886419877005,0.108798988474034,YLR369W,SSQ1,SGDID:S000004361,ORF,Verified ORF,"""Mitochondrial hsp70-type molecular chaperone; required for assembly of iron/sulfur clusters into proteins at a step after cluster synthesis; involved in maturation of Grx5p and Yfh1p ; which is a homolog of human frataxin implicated in Friedreich's ataxia""",Verified ORF
8201,12,860259,0.104011138701182,0.0595605462227697,0.0816270665023205,YLR369W,SSQ1,SGDID:S000004361,ORF,Verified ORF,"""Mitochondrial hsp70-type molecular chaperone; required for assembly of iron/sulfur clusters into proteins at a step after cluster synthesis; involved in maturation of Grx5p and Yfh1p ; which is a homolog of human frataxin implicated in Friedreich's ataxia""",Verified ORF
8202,12,860877,0.1133407010752,0.0595046659529619,0.0576268965753068,YLR369W,SSQ1,SGDID:S000004361,ORF,Verified ORF,"""Mitochondrial hsp70-type molecular chaperone; required for assembly of iron/sulfur clusters into proteins at a step after cluster synthesis; involved in maturation of Grx5p and Yfh1p ; which is a homolog of human frataxin implicated in Friedreich's ataxia""",Verified ORF
8203,12,862519,0.118652549438581,0.059515949720531,0.046962064660414,YLR371W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8204,12,862720,0.118936692213852,0.0593679979090275,0.0459004217174321,YLR371W,ROM2,SGDID:S000004363,ORF,Verified ORF,"""Guanine nucleotide exchange factor (GEF) for Rho1p and Rho2p; mutations are synthetically lethal with mutations in rom1 ; which also encodes a GEF; Rom2p localization to the bud surface is dependent on Ack1p; ROM2 has a paralog ; ROM1 ; that arose from the whole genome duplication""",Verified ORF
8205,12,863920,0.0975625851520688,0.0598196828293932,0.103793854926499,YLR371W,ROM2,SGDID:S000004363,ORF,Verified ORF,"""Guanine nucleotide exchange factor (GEF) for Rho1p and Rho2p; mutations are synthetically lethal with mutations in rom1 ; which also encodes a GEF; Rom2p localization to the bud surface is dependent on Ack1p; ROM2 has a paralog ; ROM1 ; that arose from the whole genome duplication""",Verified ORF
8206,12,867397,0.0657887484650271,0.0600263622042974,0.273826986816238,YLR372W,ELO3,SGDID:S000004364,ORF,Verified ORF,"""Elongase; involved in fatty acid and sphingolipid biosynthesis; synthesizes very long chain 20-26-carbon fatty acids from C18-CoA primers; involved in regulation of sphingolipid biosynthesis; lethality of the elo2 elo3 double null mutation is functionally complemented by human ELOVL1 and weakly complemented by human ELOVL3 or ELOV7""",Verified ORF
8207,12,868297,0.0713328136031208,0.0601233096691456,0.236245731414052,YLR372W,ELO3,SGDID:S000004364,ORF,Verified ORF,"""Elongase; involved in fatty acid and sphingolipid biosynthesis; synthesizes very long chain 20-26-carbon fatty acids from C18-CoA primers; involved in regulation of sphingolipid biosynthesis; lethality of the elo2 elo3 double null mutation is functionally complemented by human ELOVL1 and weakly complemented by human ELOVL3 or ELOV7""",Verified ORF
8208,12,869357,0.0821026265239733,0.059861346446761,0.171075768447379,YLR373C,VID22,SGDID:S000004365,ORF,Verified ORF,"""Glycosylated integral membrane protein localized to plasma membrane; plays a role in fructose-1,6-bisphosphatase (FBPase) degradation; involved in FBPase transport from the cytosol to Vid (vacuole import and degradation) vesicles; VID22 has a paralog ; ENV11 ; that arose from the whole genome duplication""",Verified ORF
8209,12,871085,0.0750803440385582,0.0594743307875616,0.207638550048473,YLR373C,VID22,SGDID:S000004365,ORF,Verified ORF,"""Glycosylated integral membrane protein localized to plasma membrane; plays a role in fructose-1,6-bisphosphatase (FBPase) degradation; involved in FBPase transport from the cytosol to Vid (vacuole import and degradation) vesicles; VID22 has a paralog ; ENV11 ; that arose from the whole genome duplication""",Verified ORF
8210,12,871998,0.0936961371501529,0.0598145457156866,0.118140670498735,YLR375W,STP3,SGDID:S000004367,ORF,Verified ORF,"""Zinc-finger protein of unknown function; possibly involved in pre-tRNA splicing and in uptake of branched-chain amino acids; STP3 has a paralog ; STP4 ; that arose from the whole genome duplication""",Verified ORF
8211,12,871999,0.0936961371501529,0.0598145457156866,0.118140670498735,YLR375W,STP3,SGDID:S000004367,ORF,Verified ORF,"""Zinc-finger protein of unknown function; possibly involved in pre-tRNA splicing and in uptake of branched-chain amino acids; STP3 has a paralog ; STP4 ; that arose from the whole genome duplication""",Verified ORF
8212,12,872037,0.09283998179954,0.0595694964567541,0.120007157081614,YLR375W,STP3,SGDID:S000004367,ORF,Verified ORF,"""Zinc-finger protein of unknown function; possibly involved in pre-tRNA splicing and in uptake of branched-chain amino acids; STP3 has a paralog ; STP4 ; that arose from the whole genome duplication""",Verified ORF
8213,12,872065,0.0883226386383434,0.0596432227054698,0.139538664846922,YLR375W,STP3,SGDID:S000004367,ORF,Verified ORF,"""Zinc-finger protein of unknown function; possibly involved in pre-tRNA splicing and in uptake of branched-chain amino acids; STP3 has a paralog ; STP4 ; that arose from the whole genome duplication""",Verified ORF
8214,12,872449,0.0674136872452058,0.0598221677217229,0.260549599195209,YLR375W,STP3,SGDID:S000004367,ORF,Verified ORF,"""Zinc-finger protein of unknown function; possibly involved in pre-tRNA splicing and in uptake of branched-chain amino acids; STP3 has a paralog ; STP4 ; that arose from the whole genome duplication""",Verified ORF
8215,12,873601,0.0528296165754924,0.0605138858531412,0.383247586074671,YLR376C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8216,12,873624,0.0598626769597226,0.0616556380685231,0.332253035675843,YLR376C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8217,12,873653,0.0942865783262892,0.424699626121979,0.824436287731552,YLR376C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8218,12,873682,0.0263849162883957,0.0718567650441763,0.713699080899857,YLR376C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8219,12,873750,0.0705503023819732,0.0605578165076213,0.244802669658107,SUT281,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
8220,12,874900,0.0630831090564019,0.0596356209759614,0.290865765833885,SUT281,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
8221,12,876059,0.0466955929936095,0.0600437316534682,0.437270884263915,YLR378C,SEC61,SGDID:S000004370,ORF,Verified ORF,"""Conserved ER protein translocation channel; essential subunit of Sec61 complex (Sec61p ; Sbh1p ; and Sss1p); forms channel for SRP-dependent protein import; with Sec63 complex is required for SRP-independent protein translocation into the ER; involved in posttranslational soluble protein import into the ER ; ERAD of soluble substrates ; and misfolded soluble protein export from the ER""",Verified ORF
8222,12,879953,0.0417348803628617,0.0601613574094439,0.488316721747578,YLR381W,CTF3,SGDID:S000004373,ORF,Verified ORF,"""Outer kinetochore protein that forms a complex with Mcm16p and Mcm22p; may bind the kinetochore to spindle microtubules; required for the spindle assembly checkpoint; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-I and fission yeast mis6""",Verified ORF
8223,12,885015,0.010215959863547,0.0614461608691543,0.868048538712175,YLR383W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8224,12,885953,-0.0037066283302966,0.059953725717201,0.95073732710663,YLR383W,SMC6,SGDID:S000004375,ORF,Verified ORF,"""Subunit of the SMC5-SMC6 complex; the SMC5-SMC6 complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair; homologous to S. pombe rad18""",Verified ORF
8225,12,885965,-0.0027719525040536,0.0600949659830449,0.963235745650736,YLR383W,SMC6,SGDID:S000004375,ORF,Verified ORF,"""Subunit of the SMC5-SMC6 complex; the SMC5-SMC6 complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair; homologous to S. pombe rad18""",Verified ORF
8226,12,886192,-0.0188891671382599,0.0602900711450202,0.754234159198752,YLR383W,SMC6,SGDID:S000004375,ORF,Verified ORF,"""Subunit of the SMC5-SMC6 complex; the SMC5-SMC6 complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair; homologous to S. pombe rad18""",Verified ORF
8227,12,888202,0.0093922551294268,0.0600199931050941,0.875739850188734,YLR383W,SMC6,SGDID:S000004375,ORF,Verified ORF,"""Subunit of the SMC5-SMC6 complex; the SMC5-SMC6 complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair; homologous to S. pombe rad18""",Verified ORF
8228,12,888655,-0.0016706869138551,0.0774227368389304,0.982796166104664,ARS1238,ARS1238,SGDID:S000118987,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
8229,12,888706,0.105174054068234,0.122317472322148,0.390458113278887,ARS1238,ARS1238,SGDID:S000118987,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
8230,12,888738,0.0149961988920383,0.0720687580201859,0.835285077459829,ARS1238,ARS1238,SGDID:S000118987,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
8231,12,892496,0.0226451818105802,0.0601061947714991,0.706583628934441,YLR384C,IKI3,SGDID:S000004376,ORF,Verified ORF,"""Subunit of Elongator complex; Elongator is required for modification of wobble nucleosides in tRNA; maintains structural integrity of Elongator; homolog of human IKAP ; mutations in which cause familial dysautonomia (FD)""",Verified ORF
8232,12,892506,0.0297543747676822,0.0597872742341869,0.619026029205746,YLR384C,IKI3,SGDID:S000004376,ORF,Verified ORF,"""Subunit of Elongator complex; Elongator is required for modification of wobble nucleosides in tRNA; maintains structural integrity of Elongator; homolog of human IKAP ; mutations in which cause familial dysautonomia (FD)""",Verified ORF
8233,12,892960,0.0603650820597817,0.0605994227869118,0.319867880989457,YLR384C,IKI3,SGDID:S000004376,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of Elongator complex; Elongator is required for modification of wobble nucleosides in tRNA; maintains structural integrity of Elongator; homolog of human IKAP ; mutations in which cause familial dysautonomia (FD)""",Verified ORF
8234,12,893418,0.0188947062225218,0.0604738603444936,0.754887459386802,YLR386W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8235,12,893539,0.0077722775988906,0.0603613591428838,0.897618933798595,YLR386W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8236,12,894077,0.0416268778978043,0.0600282834108748,0.488480452113281,YLR386W,VAC14,SGDID:S000004378,ORF,Verified ORF,"""Enzyme regulator; involved in synthesis of phosphatidylinositol 3,5-bisphosphate ; in control of trafficking of some proteins to the vacuole lumen via the MVB ; and in maintenance of vacuole size and acidity; binds negative (Fig4p) and positive (Fab1p) regulators of PtdIns(3,5)P(2) to control endolysosome function; similar to mammalian Vac14p""",Verified ORF
8237,12,894613,0.0460911086629357,0.0599973916284309,0.442870964030601,YLR386W,VAC14,SGDID:S000004378,ORF,Verified ORF,"""Enzyme regulator; involved in synthesis of phosphatidylinositol 3,5-bisphosphate ; in control of trafficking of some proteins to the vacuole lumen via the MVB ; and in maintenance of vacuole size and acidity; binds negative (Fig4p) and positive (Fab1p) regulators of PtdIns(3,5)P(2) to control endolysosome function; similar to mammalian Vac14p""",Verified ORF
8238,12,895625,0.0418585119842613,0.0601349664662011,0.486839223023871,YLR386W,VAC14,SGDID:S000004378,ORF,Verified ORF,"""Enzyme regulator; involved in synthesis of phosphatidylinositol 3,5-bisphosphate ; in control of trafficking of some proteins to the vacuole lumen via the MVB ; and in maintenance of vacuole size and acidity; binds negative (Fig4p) and positive (Fab1p) regulators of PtdIns(3,5)P(2) to control endolysosome function; similar to mammalian Vac14p""",Verified ORF
8239,12,896144,0.0610882467156012,0.0604164103539728,0.312651506842332,YLR386W,VAC14,SGDID:S000004378,ORF,Verified ORF,"""Enzyme regulator; involved in synthesis of phosphatidylinositol 3,5-bisphosphate ; in control of trafficking of some proteins to the vacuole lumen via the MVB ; and in maintenance of vacuole size and acidity; binds negative (Fig4p) and positive (Fab1p) regulators of PtdIns(3,5)P(2) to control endolysosome function; similar to mammalian Vac14p""",Verified ORF
8240,12,896189,0.0509710444922642,0.0605080332757016,0.400142991297424,YLR386W,VAC14,SGDID:S000004378,ORF,Verified ORF,"""Enzyme regulator; involved in synthesis of phosphatidylinositol 3,5-bisphosphate ; in control of trafficking of some proteins to the vacuole lumen via the MVB ; and in maintenance of vacuole size and acidity; binds negative (Fig4p) and positive (Fab1p) regulators of PtdIns(3,5)P(2) to control endolysosome function; similar to mammalian Vac14p""",Verified ORF
8241,12,896923,0.0570563585028899,0.0601888352010835,0.343800418566902,YLR387C,REH1,SGDID:S000004379,ORF,Verified ORF,"""Cytoplasmic 60S subunit biogenesis factor; associates with pre-60S particles; similar to Rei1p and shares partially redundant function in cytoplasmic 60S subunit maturation; contains dispersed C2H2 zinc finger domains""",Verified ORF
8242,12,897975,0.0672910971473942,0.06059515424484,0.267538218944479,YLR388W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8243,12,898095,0.0591116415317898,0.0612220684267667,0.334941247248292,YLR387C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8244,12,899065,0.0521611064296895,0.0608823133702194,0.392162623162129,snR34_NFR/NDR,,,Promoter,Promoter,,Promoter
8245,12,899557,0.0290755519517585,0.0604486730430226,0.630817544963807,YLR388W,RPS29A,SGDID:S000004380,Close to 3'-UTR,Close to 3'-UTR,"""Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S29 and bacterial S14; RPS29A has a paralog ; RPS29B ; that arose from the whole genome duplication""",Verified ORF
8246,12,899794,0.036442830184126,0.0610549131432888,0.550966037758585,YLR389C,STE23,SGDID:S000004381,ORF,Verified ORF,"""Metalloprotease; involved in N-terminal processing of pro-a-factor to mature form; expressed in both haploids and diploids; one of two yeast homologs of human insulin-degrading enzyme (hIDE); homolog Axl1p is also involved in processing of pro-a-factor""",Verified ORF
8247,12,899835,0.0287548264575547,0.060981711726033,0.637552198601508,YLR389C,STE23,SGDID:S000004381,ORF,Verified ORF,"""Metalloprotease; involved in N-terminal processing of pro-a-factor to mature form; expressed in both haploids and diploids; one of two yeast homologs of human insulin-degrading enzyme (hIDE); homolog Axl1p is also involved in processing of pro-a-factor""",Verified ORF
8248,12,899898,0.0391426042174168,0.0606785582416108,0.519293517066747,YLR389C,STE23,SGDID:S000004381,ORF,Verified ORF,"""Metalloprotease; involved in N-terminal processing of pro-a-factor to mature form; expressed in both haploids and diploids; one of two yeast homologs of human insulin-degrading enzyme (hIDE); homolog Axl1p is also involved in processing of pro-a-factor""",Verified ORF
8249,12,900301,0.0405761610330507,0.0604992448165264,0.502857418759796,YLR389C,STE23,SGDID:S000004381,ORF,Verified ORF,"""Metalloprotease; involved in N-terminal processing of pro-a-factor to mature form; expressed in both haploids and diploids; one of two yeast homologs of human insulin-degrading enzyme (hIDE); homolog Axl1p is also involved in processing of pro-a-factor""",Verified ORF
8250,12,900312,0.0436924026128684,0.0604930963880585,0.470606144244041,YLR389C,STE23,SGDID:S000004381,ORF,Verified ORF,"""Metalloprotease; involved in N-terminal processing of pro-a-factor to mature form; expressed in both haploids and diploids; one of two yeast homologs of human insulin-degrading enzyme (hIDE); homolog Axl1p is also involved in processing of pro-a-factor""",Verified ORF
8251,12,901022,0.060594313477531,0.0606813829591865,0.31868939648983,YLR389C,STE23,SGDID:S000004381,ORF,Verified ORF,"""Metalloprotease; involved in N-terminal processing of pro-a-factor to mature form; expressed in both haploids and diploids; one of two yeast homologs of human insulin-degrading enzyme (hIDE); homolog Axl1p is also involved in processing of pro-a-factor""",Verified ORF
8252,12,901592,0.0480574671883115,0.0603706962562425,0.426543988435322,YLR389C,STE23,SGDID:S000004381,ORF,Verified ORF,"""Metalloprotease; involved in N-terminal processing of pro-a-factor to mature form; expressed in both haploids and diploids; one of two yeast homologs of human insulin-degrading enzyme (hIDE); homolog Axl1p is also involved in processing of pro-a-factor""",Verified ORF
8253,12,903048,0.0533287975573941,0.0601354027005938,0.37578388694489,YLR389C,STE23,SGDID:S000004381,Close to 3'-UTR,Close to 3'-UTR,"""Metalloprotease; involved in N-terminal processing of pro-a-factor to mature form; expressed in both haploids and diploids; one of two yeast homologs of human insulin-degrading enzyme (hIDE); homolog Axl1p is also involved in processing of pro-a-factor""",Verified ORF
8254,12,903643,0.0501492023542186,0.0602949417860907,0.406122788800409,YLR390W-A_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8255,12,903722,0.0640943932484679,0.060519152293767,0.290289225689359,YLR390W-A_NFR/NDR,,,Promoter,Promoter,stable,Promoter
