SNP,Chr,Pos,Effect,SE,ERG11_ERV25_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
9618,14,502260,-0.0758359166663616,0.0908037642791981,0.404190991427843,YNL066W,SUN4,SGDID:S000005010,ORF,Verified ORF,"""Cell wall protein related to glucanases localized in birth scars; possibly involved in cell wall septation; member of the SUN family; SUN4 has a paralog ; SIM1 ; that arose from the whole genome duplication""",Verified ORF
9619,14,502292,-0.0893908481964754,0.0907688218777447,0.325387564659655,YNL066W,SUN4,SGDID:S000005010,ORF,Verified ORF,"""Cell wall protein related to glucanases localized in birth scars; possibly involved in cell wall septation; member of the SUN family; SUN4 has a paralog ; SIM1 ; that arose from the whole genome duplication""",Verified ORF
9620,14,502888,-0.0635935753372772,0.0966489174509638,0.510976380586128,YNL066W,SUN4,SGDID:S000005010,Close to 3'-UTR,Close to 3'-UTR,"""Cell wall protein related to glucanases localized in birth scars; possibly involved in cell wall septation; member of the SUN family; SUN4 has a paralog ; SIM1 ; that arose from the whole genome duplication""",Verified ORF
9621,14,502917,-0.0963655567067581,0.10130226930886,0.342119457985564,YNL066W,SUN4,SGDID:S000005010,Close to 3'-UTR,Close to 3'-UTR,"""Cell wall protein related to glucanases localized in birth scars; possibly involved in cell wall septation; member of the SUN family; SUN4 has a paralog ; SIM1 ; that arose from the whole genome duplication""",Verified ORF
9622,14,503689,-0.101310737607728,0.0923837500305581,0.273550966081948,YNL066W,SUN4,SGDID:S000005010,Close to 3'-UTR,Close to 3'-UTR,"""Cell wall protein related to glucanases localized in birth scars; possibly involved in cell wall septation; member of the SUN family; SUN4 has a paralog ; SIM1 ; that arose from the whole genome duplication""",Verified ORF
9623,14,504423,-0.117863451005542,0.0909945184478368,0.196069826242895,YNL065W,AQR1,SGDID:S000005009,ORF,Verified ORF,"""Plasma membrane transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; confers resistance to short-chain monocarboxylic acids and quinidine; involved in the excretion of excess amino acids; AQR1 has a paralog ; QDR1 ; that arose from the whole genome duplication; relocalizes from plasma membrane to cytoplasm upon DNA replication stress""",Verified ORF
9624,14,508489,-0.0696582189433226,0.0919563334336844,0.449247282143366,YNL063W,MTQ1,SGDID:S000005007,ORF,Verified ORF,"""S-adenosylmethionine-dependent methyltransferase; methylates translational release factor Mrf1p; similar to E.coli PrmC; is not an essential gene""",Verified ORF
9625,14,508681,-0.0366381725690633,0.0920426228556437,0.690829099515468,YNL063W,MTQ1,SGDID:S000005007,ORF,Verified ORF,"""S-adenosylmethionine-dependent methyltransferase; methylates translational release factor Mrf1p; similar to E.coli PrmC; is not an essential gene""",Verified ORF
9626,14,510328,0.111506333648695,0.116732668820502,0.340116008009758,YNL061W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9627,14,510823,0.0256005354727149,0.091715267664374,0.78030808026952,YNL061W,NOP2,SGDID:S000005005,ORF,Verified ORF,"""rRNA m5C methyltransferase; methylates cytosine at position 2870 of 25S rRNA; has an essential function independent of rRNA methylation; contains seven beta-strand methyltransferase motif; essential for processing and maturation of 27S pre-rRNA and large ribosomal subunit biogenesis; localized to the nucleolus; constituent of 66S pre-ribosomal particles; rRNA methylation defect and lethality are functionally complemented by human NOP2 ; a gene upregulated in cancer""",Verified ORF
9628,14,516139,0.0230012573086102,0.0907095629731519,0.799975110355709,YNL058C,YNL058C,SGDID:S000005003,ORF,Uncharacterized ORF,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to vacuole; not an essential gene; YNL058C has a paralog ; PRM5 ; that arose from the whole genome duplication""",Uncharacterized ORF
9629,14,525380,0.109216921627309,0.0904775041957147,0.228195377992972,YNL054W-B,YNL054W-B,SGDID:S000007385,Close to 3'-UTR,Close to 3'-UTR,"""TyB Gag-Pol protein; proteolytically processed to make the Gag ; reverse transcriptase (RT) ; protease (PR) ; and integrase (IN) proteins that are required for retrotransposition""",transposable_element_gene
9630,14,525539,0.139001362562793,0.160661804223622,0.387527640689643,YNL054W-B,YNL054W-B,SGDID:S000007385,Close to 3'-UTR,Close to 3'-UTR,"""TyB Gag-Pol protein; proteolytically processed to make the Gag ; reverse transcriptase (RT) ; protease (PR) ; and integrase (IN) proteins that are required for retrotransposition""",transposable_element_gene
9631,14,527281,0.0584828778097052,0.0905934035616777,0.518988023425792,YNL054W,VAC7,SGDID:S000004999,ORF,Verified ORF,"""Integral vacuolar membrane protein; involved in vacuole inheritance and morphology; activates Fab1p kinase activity under basal conditions and also after hyperosmotic shock""",Verified ORF
9632,14,528514,0.0904175745408424,0.0908136834442635,0.320107946311382,YNL054W,VAC7,SGDID:S000004999,ORF,Verified ORF,"""Integral vacuolar membrane protein; involved in vacuole inheritance and morphology; activates Fab1p kinase activity under basal conditions and also after hyperosmotic shock""",Verified ORF
9633,14,529103,0.0516371479798244,0.0903363589550386,0.567950132714397,YNL054W,VAC7,SGDID:S000004999,ORF,Verified ORF,"""Integral vacuolar membrane protein; involved in vacuole inheritance and morphology; activates Fab1p kinase activity under basal conditions and also after hyperosmotic shock""",Verified ORF
9634,14,529589,0.063886059412937,0.0909775121426746,0.483005896137628,YNL053W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9635,14,534351,0.125909963739858,0.0905506580288833,0.165255540648722,YNL050C,YNL050C,SGDID:S000004995,ORF,Uncharacterized ORF,"""Putative protein of unknown function; YNL050c is not an essential gene""",Uncharacterized ORF
9636,14,534813,0.110884262592609,0.0919160310552954,0.228484741374656,YNL050C,YNL050C,SGDID:S000004995,ORF,Uncharacterized ORF,"""Putative protein of unknown function; YNL050c is not an essential gene""",Uncharacterized ORF
9637,14,534949,0.0892307329940564,0.103217275795893,0.387903547860617,YNL050C,YNL050C,SGDID:S000004995,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; YNL050c is not an essential gene""",Uncharacterized ORF
9638,14,535369,0.122351793713172,0.0905277065445397,0.177388044678814,YNL049C,SFB2,SGDID:S000004994,ORF,Verified ORF,"""Component of the Sec23p-Sfb2p heterodimer of the COPII vesicle coat; required for cargo selection during vesicle formation in ER to Golgi transport; homologous to Sfb3p; SFB2 has a paralog ; SEC24 ; that arose from the whole genome duplication""",Verified ORF
9639,14,536010,0.141610025784449,0.0910305770309193,0.120691825603765,YNL049C,SFB2,SGDID:S000004994,ORF,Verified ORF,"""Component of the Sec23p-Sfb2p heterodimer of the COPII vesicle coat; required for cargo selection during vesicle formation in ER to Golgi transport; homologous to Sfb3p; SFB2 has a paralog ; SEC24 ; that arose from the whole genome duplication""",Verified ORF
9640,14,538257,0.115536936661416,0.090289860212142,0.201518317341606,YNL048W,ALG11,SGDID:S000004993,ORF,Verified ORF,"""Alpha-1,2-mannosyltransferase; catalyzes sequential addition of the two terminal alpha 1,2-mannose residues to the Man5GlcNAc2-PP-dolichol intermediate during asparagine-linked glycosylation in the ER""",Verified ORF
9641,14,539456,0.0897745046614559,0.090372798851603,0.321205382219789,YNL048W,ALG11,SGDID:S000004993,ORF,Verified ORF,"""Alpha-1,2-mannosyltransferase; catalyzes sequential addition of the two terminal alpha 1,2-mannose residues to the Man5GlcNAc2-PP-dolichol intermediate during asparagine-linked glycosylation in the ER""",Verified ORF
9642,14,543122,0.123589489801062,0.0904926956800535,0.172890148798439,YNL045W,LAP2,SGDID:S000004990,ORF,Verified ORF,"""Leucyl aminopeptidase yscIV with epoxide hydrolase activity; metalloenzyme containing one zinc atom; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; also known as leukotriene A4 hydrolase""",Verified ORF
9643,14,543643,0.0806371293626082,0.0902648290365584,0.372284057614041,YNL045W,LAP2,SGDID:S000004990,ORF,Verified ORF,"""Leucyl aminopeptidase yscIV with epoxide hydrolase activity; metalloenzyme containing one zinc atom; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; also known as leukotriene A4 hydrolase""",Verified ORF
9644,14,544381,0.0628988597649896,0.0923875526450084,0.496434690263037,YNL045W,LAP2,SGDID:S000004990,ORF,Verified ORF,"""Leucyl aminopeptidase yscIV with epoxide hydrolase activity; metalloenzyme containing one zinc atom; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; also known as leukotriene A4 hydrolase""",Verified ORF
9645,14,546133,0.0064633992666236,0.091779685886245,0.943896877091536,ARS1421,ARS1421,SGDID:S000118389,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
9646,14,547700,-0.0213464165534307,0.0906254266196413,0.813921915406792,YNL042W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9647,14,547829,-0.0656816887393005,0.0906640883532202,0.469268781989044,YNL042W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9648,14,547960,-0.0372941065621483,0.0912634062696933,0.683049822507961,YNL042W-B,YNL042W-B,SGDID:S000028850,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
9649,14,547975,-0.0437352741765354,0.0916958468007206,0.633685560533329,YNL042W-B,YNL042W-B,SGDID:S000028850,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
9650,14,549199,-0.0397030449171064,0.0904572549308242,0.660991660921914,YNL042W,BOP3,SGDID:S000004987,ORF,Verified ORF,"""Protein of unknown function; potential Cdc28p substrate; overproduction confers resistance to methylmercury""",Verified ORF
9651,14,550274,-0.0096215719759603,0.0904747896574398,0.915368770245354,YNL041C,COG6,SGDID:S000004986,ORF,Verified ORF,"""Component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments""",Verified ORF
9652,14,550749,-0.0834368915707448,0.0905236832347523,0.357307596611606,YNL041C,COG6,SGDID:S000004986,ORF,Verified ORF,"""Component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments""",Verified ORF
9653,14,551869,-0.0793455721038228,0.0902538728669846,0.379924723595311,YNL041C,COG6,SGDID:S000004986,ORF,Verified ORF,"""Component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments""",Verified ORF
9654,14,553785,-0.0297270226207478,0.0903387684223319,0.742304245947369,YNL040W,YNL040W,SGDID:S000004985,ORF,Verified ORF,"""Protein of unknown function; has strong similarity to alanyl-tRNA synthases from Eubacteria; null mutant displays decreased translation rate and increased readthrough of premature stop codons; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YNL040W is not an essential gene""",Verified ORF
9655,14,554919,0.170556108049776,0.1508932683644,0.259113201471657,YNL039W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9656,14,554932,0.960253321091145,0.64645863605339,0.138328873312034,YNL039W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9657,14,558289,-0.0017033002263827,0.0903781116063232,0.984974302274138,YNL037C,IDH1,SGDID:S000004982,ORF,Verified ORF,"""Subunit of mitochondrial NAD(+)-dependent isocitrate dehydrogenase; complex catalyzes the oxidation of isocitrate to alpha-ketoglutarate in the TCA cycle""",Verified ORF
9658,14,559885,0.046874999983057,0.0911282567244729,0.607304789380504,YNL036W,NCE103,SGDID:S000004981,ORF,Verified ORF,"""Carbonic anhydrase; metalloenzyme that catalyzes CO2 hydration to bicarbonate ; which is an important metabolic substrate ; and protons; not expressed under conditions of high CO2 ; such as inside a growing colony ; but transcription is induced in response to low CO2 levels ; such as on the colony surface in ambient air; poorly transcribed under aerobic conditions and at an undetectable level under anaerobic conditions; abundance increases in response to DNA replication stress""",Verified ORF
9659,14,560313,0.0675468631838736,0.0904104825035874,0.455492587992284,YNL036W,NCE103,SGDID:S000004981,ORF,Verified ORF,"""Carbonic anhydrase; metalloenzyme that catalyzes CO2 hydration to bicarbonate ; which is an important metabolic substrate ; and protons; not expressed under conditions of high CO2 ; such as inside a growing colony ; but transcription is induced in response to low CO2 levels ; such as on the colony surface in ambient air; poorly transcribed under aerobic conditions and at an undetectable level under anaerobic conditions; abundance increases in response to DNA replication stress""",Verified ORF
9660,14,560680,-0.0197954158282272,0.101300397510175,0.845182060932081,tT(AGU)N2_NFR/NDR,,,Promoter,Promoter,,Promoter
9661,14,560682,-0.0517306420508024,0.100604229637221,0.607434281929036,tT(AGU)N2_NFR/NDR,,,Promoter,Promoter,,Promoter
9662,14,560683,-0.0546830079290085,0.100475546553107,0.586618582619337,tT(AGU)N2_NFR/NDR,,,Promoter,Promoter,,Promoter
9663,14,560773,-0.0102719249708494,0.0914218586464165,0.910603872792292,tT(AGU)N2_NFR/NDR,,,Promoter,Promoter,,Promoter
9664,14,560799,-0.0448063760770384,0.107860513693257,0.678093904080481,tT(AGU)N2_NFR/NDR,,,Promoter,Promoter,,Promoter
9665,14,560812,-0.160154611884114,0.184203044626634,0.385193983597818,tT(AGU)N2_NFR/NDR,,,Promoter,Promoter,,Promoter
9666,14,560813,0.136839782109866,0.23838789350625,0.566318802723982,tT(AGU)N2_NFR/NDR,,,Promoter,Promoter,,Promoter
9667,14,561322,0.319507929084327,0.465149460403255,0.492601117820284,ARS1422,ARS1422,SGDID:S000118390,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
9668,14,568268,0.0596300624930342,0.161065361714172,0.71143855407379,ARS1423,ARS1423,SGDID:S000130143,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
9669,14,568270,0.0556652605753332,0.181762715047135,0.75959305374655,ARS1423,ARS1423,SGDID:S000130143,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
9670,14,568858,0.0456688621406098,0.0905799101932766,0.614447233870396,YNL035C,YNL035C,SGDID:S000004980,ORF,Verified ORF,"""Nuclear protein of unknown function; relocalizes to the cytosol in response to hypoxia; contains WD-40 domains; not an essential gene; protein abundance increases in response to DNA replication stress""",Verified ORF
9671,14,568966,0.0424861486384526,0.0907162074148373,0.639829575305914,YNL035C,YNL035C,SGDID:S000004980,ORF,Verified ORF,"""Nuclear protein of unknown function; relocalizes to the cytosol in response to hypoxia; contains WD-40 domains; not an essential gene; protein abundance increases in response to DNA replication stress""",Verified ORF
9672,14,568996,0.0302884239009603,0.0904675724450776,0.737975803463483,YNL035C,YNL035C,SGDID:S000004980,ORF,Verified ORF,"""Nuclear protein of unknown function; relocalizes to the cytosol in response to hypoxia; contains WD-40 domains; not an essential gene; protein abundance increases in response to DNA replication stress""",Verified ORF
9673,14,569044,0.0355827174614945,0.0904621121177768,0.694302974492142,YNL035C,YNL035C,SGDID:S000004980,ORF,Verified ORF,"""Nuclear protein of unknown function; relocalizes to the cytosol in response to hypoxia; contains WD-40 domains; not an essential gene; protein abundance increases in response to DNA replication stress""",Verified ORF
9674,14,569854,0.0675878743813607,0.18478849815015,0.714764732672549,YNL035C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9675,14,569854,0.200935105752534,0.196832542644617,0.308027971767555,YNL035C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9676,14,569966,-0.107797629506962,0.181482915383915,0.552904436415662,YNL035C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9677,14,570806,-0.0730723058802507,0.148106156507917,0.6220523882402,YNL034W,YNL034W,SGDID:S000004979,ORF,Uncharacterized ORF,"""Putative protein of unknown function; not an essential gene; YNL034W has a paralog ; YNL018C ; that arose from a segmental duplication""",Uncharacterized ORF
9678,14,571968,0.0882380317550737,0.337385176011641,0.793832492450615,YNL034W,YNL034W,SGDID:S000004979,ORF,Uncharacterized ORF,"""Putative protein of unknown function; not an essential gene; YNL034W has a paralog ; YNL018C ; that arose from a segmental duplication""",Uncharacterized ORF
9679,14,571979,-0.0384182830165711,0.297705151174227,0.897393086585234,YNL034W,YNL034W,SGDID:S000004979,ORF,Uncharacterized ORF,"""Putative protein of unknown function; not an essential gene; YNL034W has a paralog ; YNL018C ; that arose from a segmental duplication""",Uncharacterized ORF
9680,14,572015,0.0227365661801722,0.259828996659038,0.930319026000652,YNL034W,YNL034W,SGDID:S000004979,ORF,Uncharacterized ORF,"""Putative protein of unknown function; not an essential gene; YNL034W has a paralog ; YNL018C ; that arose from a segmental duplication""",Uncharacterized ORF
9681,14,572128,0.676838959190744,0.231335650594371,0.0036581901891465,YNL034W,YNL034W,SGDID:S000004979,ORF,Uncharacterized ORF,"""Putative protein of unknown function; not an essential gene; YNL034W has a paralog ; YNL018C ; that arose from a segmental duplication""",Uncharacterized ORF
9682,14,572137,0.104627479247659,0.173665218208722,0.547250452154694,YNL034W,YNL034W,SGDID:S000004979,ORF,Uncharacterized ORF,"""Putative protein of unknown function; not an essential gene; YNL034W has a paralog ; YNL018C ; that arose from a segmental duplication""",Uncharacterized ORF
9683,14,572143,0.220310529730403,0.203431174694181,0.279559455403891,YNL034W,YNL034W,SGDID:S000004979,ORF,Uncharacterized ORF,"""Putative protein of unknown function; not an essential gene; YNL034W has a paralog ; YNL018C ; that arose from a segmental duplication""",Uncharacterized ORF
9684,14,572150,0.139911664780684,0.196548897189688,0.477033088156093,YNL034W,YNL034W,SGDID:S000004979,ORF,Uncharacterized ORF,"""Putative protein of unknown function; not an essential gene; YNL034W has a paralog ; YNL018C ; that arose from a segmental duplication""",Uncharacterized ORF
9685,14,572217,0.322986889033501,0.295928125255391,0.275825045555789,YNL034W,YNL034W,SGDID:S000004979,ORF,Uncharacterized ORF,"""Putative protein of unknown function; not an essential gene; YNL034W has a paralog ; YNL018C ; that arose from a segmental duplication""",Uncharacterized ORF
9686,14,572224,0.259219566449012,0.392641089816078,0.509559439037928,YNL034W,YNL034W,SGDID:S000004979,ORF,Uncharacterized ORF,"""Putative protein of unknown function; not an essential gene; YNL034W has a paralog ; YNL018C ; that arose from a segmental duplication""",Uncharacterized ORF
9687,14,572252,-0.132625465381306,0.181945185957614,0.466527271111507,YNL034W,YNL034W,SGDID:S000004979,ORF,Uncharacterized ORF,"""Putative protein of unknown function; not an essential gene; YNL034W has a paralog ; YNL018C ; that arose from a segmental duplication""",Uncharacterized ORF
9688,14,572330,0.246961768400579,0.264519841445879,0.351136637554702,YNL034W,YNL034W,SGDID:S000004979,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; not an essential gene; YNL034W has a paralog ; YNL018C ; that arose from a segmental duplication""",Uncharacterized ORF
9689,14,572366,-0.499127274495449,0.575732733214849,0.386562326895779,YNL034W,YNL034W,SGDID:S000004979,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; not an essential gene; YNL034W has a paralog ; YNL018C ; that arose from a segmental duplication""",Uncharacterized ORF
9690,14,572600,0.0491564227054621,0.0967145422737877,0.611586387905908,YNL034W,YNL034W,SGDID:S000004979,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; not an essential gene; YNL034W has a paralog ; YNL018C ; that arose from a segmental duplication""",Uncharacterized ORF
9691,14,572607,0.071290782447915,0.096372877585349,0.459949998597989,YNL034W,YNL034W,SGDID:S000004979,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; not an essential gene; YNL034W has a paralog ; YNL018C ; that arose from a segmental duplication""",Uncharacterized ORF
9692,14,574012,-0.0106703186290709,0.173542163716926,0.95100739587215,YNL033W,YNL033W,SGDID:S000004978,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; YNL033W has a paralog ; YNL019C ; that arose from a segmental duplication""",Uncharacterized ORF
9693,14,574015,-0.18020040419815,0.180444858440932,0.318650618058746,YNL033W,YNL033W,SGDID:S000004978,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; YNL033W has a paralog ; YNL019C ; that arose from a segmental duplication""",Uncharacterized ORF
9694,14,574170,-0.0225631956382577,0.0908696196923306,0.804044392730151,YNL032W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9695,14,574408,-0.0586711787315496,0.0944976917728837,0.535083069981106,YNL033W,YNL033W,SGDID:S000004978,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; YNL033W has a paralog ; YNL019C ; that arose from a segmental duplication""",Uncharacterized ORF
9696,14,574697,-0.0526211946397403,0.090314878981588,0.560506655303099,YNL032W,SIW14,SGDID:S000004977,ORF,Verified ORF,"""Inositol phosphatase involved in inositol pyrophosphate metabolism; hydrolyzes the beta-phosphate from the 5-diphosphate group of PP-InsPs including: 5PP-IP5 (IP7) ; 1,5PP-IP4 (IP8) and 5-PP-InsP4; functions as an anti-prion (anti-[PSI]) component; member of the atypical dual-specificity subgroup of the protein tyrosine-phosphatase (PTP) superfamily; localizes to the cytoplasm""",Verified ORF
9697,14,575614,-0.0327516644463887,0.0947779214381489,0.72987761475525,YNL032W,SIW14,SGDID:S000004977,Close to 3'-UTR,Close to 3'-UTR,"""Inositol phosphatase involved in inositol pyrophosphate metabolism; hydrolyzes the beta-phosphate from the 5-diphosphate group of PP-InsPs including: 5PP-IP5 (IP7) ; 1,5PP-IP4 (IP8) and 5-PP-InsP4; functions as an anti-prion (anti-[PSI]) component; member of the atypical dual-specificity subgroup of the protein tyrosine-phosphatase (PTP) superfamily; localizes to the cytoplasm""",Verified ORF
9698,14,576990,-0.0511492260554496,0.0916486374609676,0.577128981884291,YNL030W,HHF2,SGDID:S000004975,ORF,Verified ORF,"""Histone H4; core histone protein required for chromatin assembly and chromosome function; one of two identical histone proteins (see also HHF1); contributes to telomeric silencing; N-terminal domain involved in maintaining genomic integrity""",Verified ORF
9699,14,577297,-0.0190292418006731,0.0912180120669515,0.834870863936748,YNL029C,KTR5,SGDID:S000004974,ORF,Verified ORF,"""Putative mannosyltransferase involved in protein glycosylation; member of the KRE2/MNT1 mannosyltransferase family; KTR5 has a paralog ; KTR7 ; that arose from the whole genome duplication""",Verified ORF
9700,14,579044,0.059145428022972,0.090323316001052,0.513010707279406,CUT341,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
9701,14,579920,-0.035298264833326,0.106017971656846,0.739372657777676,YNL027W,CRZ1,SGDID:S000004972,ORF,Verified ORF,"""Transcription factor ; activates transcription of stress response genes; nuclear localization is positively regulated by calcineurin-mediated dephosphorylation; rapidly localizes to the nucleus under blue light stress; can be activated in stochastic pulses of nuclear localization in response to calcium""",Verified ORF
9702,14,579960,-0.150291900589244,0.156198621445368,0.336615535807803,YNL027W,CRZ1,SGDID:S000004972,ORF,Verified ORF,"""Transcription factor ; activates transcription of stress response genes; nuclear localization is positively regulated by calcineurin-mediated dephosphorylation; rapidly localizes to the nucleus under blue light stress; can be activated in stochastic pulses of nuclear localization in response to calcium""",Verified ORF
9703,14,580002,-0.0168446672879012,0.0972555483547332,0.862593442667817,YNL027W,CRZ1,SGDID:S000004972,ORF,Verified ORF,"""Transcription factor ; activates transcription of stress response genes; nuclear localization is positively regulated by calcineurin-mediated dephosphorylation; rapidly localizes to the nucleus under blue light stress; can be activated in stochastic pulses of nuclear localization in response to calcium""",Verified ORF
9704,14,582958,0.0203218792644405,0.0904825911828708,0.822424802268646,YNL026W,SAM50,SGDID:S000004971,ORF,Verified ORF,"""Component of the Sorting and Assembly Machinery (SAM) complex; the SAM (or TOB) complex is located in the mitochondrial outer membrane; the complex binds precursors of beta-barrel proteins and facilitates their outer membrane insertion; homologous to bacterial Omp85""",Verified ORF
9705,14,584861,0.0123206413928857,0.0904866796576929,0.89177262933182,YNL025C,SSN8,SGDID:S000004970,ORF,Verified ORF,"""Cyclin-like component of RNA polymerase II holoenzyme; involved in phosphorylation of RNAPII C-terminal domain; forms kinase-cyclin pair in RNAPII holoenzyme with Ssn3p; needed for entry into and execution of meiotic program; involved in glucose repression ; telomere maintenance; degraded in response to nitrogen starvation ; and also to oxidative stress ; but in different cellular compartments ; and with different cellular outcomes; 35% identical to human cyclin C""",Verified ORF
9706,14,587028,0.0139535392936901,0.0917951665337491,0.879267984001967,YNL024C-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9707,14,589847,0.0364683663255041,0.0903885565100076,0.68685251028972,YNL023C,FAP1,SGDID:S000004968,ORF,Verified ORF,"""Protein that binds to Fpr1p; confers rapamycin resistance by competing with rapamycin for Fpr1p binding; accumulates in the nucleus upon treatment of cells with rapamycin; has similarity to D. melanogaster shuttle craft and human NFX1""",Verified ORF
9708,14,590547,0.0574569770324972,0.0904473436421724,0.525674759625968,YNL023C,FAP1,SGDID:S000004968,ORF,Verified ORF,"""Protein that binds to Fpr1p; confers rapamycin resistance by competing with rapamycin for Fpr1p binding; accumulates in the nucleus upon treatment of cells with rapamycin; has similarity to D. melanogaster shuttle craft and human NFX1""",Verified ORF
9709,14,591136,0.0431191525411373,0.0904229244837566,0.633756276604274,YNL023C,FAP1,SGDID:S000004968,ORF,Verified ORF,"""Protein that binds to Fpr1p; confers rapamycin resistance by competing with rapamycin for Fpr1p binding; accumulates in the nucleus upon treatment of cells with rapamycin; has similarity to D. melanogaster shuttle craft and human NFX1""",Verified ORF
9710,14,591302,0.0502310005763333,0.0921394662219727,0.585985893215181,YNL023C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9711,14,591601,0.0614814779430433,0.0904526821834032,0.497134382701829,YNL022C,RCM1,SGDID:S000004967,ORF,Verified ORF,"""rRNA m5C methyltransferase; methylates cytosine at position 2278 of 25S rRNA while Nop2p methylates cytosine at position 2870; contains seven beta-strand methyltransferase motif; localized to the nucleolus; interacts with Trm112p; homolog of NSUN5A ; a human gene which is deleted in Williams-Beuren Syndrome""",Verified ORF
9712,14,592119,0.0704100949648083,0.0904214021587073,0.436684965381798,YNL022C,RCM1,SGDID:S000004967,ORF,Verified ORF,"""rRNA m5C methyltransferase; methylates cytosine at position 2278 of 25S rRNA while Nop2p methylates cytosine at position 2870; contains seven beta-strand methyltransferase motif; localized to the nucleolus; interacts with Trm112p; homolog of NSUN5A ; a human gene which is deleted in Williams-Beuren Syndrome""",Verified ORF
9713,14,592657,0.0717330349792412,0.091181704041877,0.431982833638827,YNL022C,RCM1,SGDID:S000004967,ORF,Verified ORF,"""rRNA m5C methyltransferase; methylates cytosine at position 2278 of 25S rRNA while Nop2p methylates cytosine at position 2870; contains seven beta-strand methyltransferase motif; localized to the nucleolus; interacts with Trm112p; homolog of NSUN5A ; a human gene which is deleted in Williams-Beuren Syndrome""",Verified ORF
9714,14,593538,0.0573431903880544,0.0905611028070475,0.527013766636617,YNL021W,HDA1,SGDID:S000004966,ORF,Verified ORF,"""Putative catalytic subunit of a class II histone deacetylase complex; role in azole resistance via Hsp90p ; and in the heat shock response; Hda1p interacts with the Hda2p-Hda3p subcomplex to form an active tetramer; deletion increases histone H2B ; H3 and H4 acetylation; other members of the HDA1 histone deacetylase complex are Hda2p and Hda3p""",Verified ORF
9715,14,598006,0.198010994914843,0.138378451898092,0.153332614108728,XUT_14F-234,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
9716,14,598714,0.0153622404592211,0.160008549258611,0.923568006561736,YNL019C,YNL019C,SGDID:S000004964,ORF,Uncharacterized ORF,"""Putative protein of unknown function; expression induced during heat stress; YNL019C has a paralog ; YNL033W ; that arose from a segmental duplication""",Uncharacterized ORF
9717,14,599354,0.0742527707160185,0.276941193373789,0.788765508064814,YNL019C_NFR/NDR,,,Promoter,Promoter,,Promoter
9718,14,599392,0.627017715407327,0.286628200344794,0.0293567201728207,YNL019C_NFR/NDR,,,Promoter,Promoter,,Promoter
