SNP,Chr,Pos,Effect,SE,ERV25_UIP4_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
8711,13,391266,-0.0292260894563016,0.0710090954550803,0.680895363215514,YMR059W,SEN15,SGDID:S000004663,ORF,Verified ORF,"""Subunit of the tRNA splicing endonuclease; tRNA splicing endonuclease (Sen complex) is composed of Sen2p ; Sen15p ; Sen34p ; and Sen54p; Sen complex also cleaves the CBP1 mRNA at the mitochondrial surface""",Verified ORF
8712,13,391381,-0.0356704154708521,0.0709523536895192,0.615462274127497,YMR059W,SEN15,SGDID:S000004663,ORF,Verified ORF,"""Subunit of the tRNA splicing endonuclease; tRNA splicing endonuclease (Sen complex) is composed of Sen2p ; Sen15p ; Sen34p ; and Sen54p; Sen complex also cleaves the CBP1 mRNA at the mitochondrial surface""",Verified ORF
8713,13,391504,-0.0666985897394724,0.0749388307576101,0.374050343146427,YMR058W,FET3,SGDID:S000004662,Close to 3'-UTR,Close to 3'-UTR,"""Ferro-O2-oxidoreductase; multicopper oxidase that oxidizes ferrous (Fe2+) to ferric iron (Fe3+) for subsequent cellular uptake by transmembrane permease Ftr1p; required for high-affinity iron uptake and involved in mediating resistance to copper ion toxicity ; belongs to class of integral membrane multicopper oxidases; protein abundance increases in response to DNA replication stress""",Verified ORF
8714,13,391574,-0.0383588278365901,0.0716276254159432,0.592619821786861,YMR060C,SAM37,SGDID:S000004664,ORF,Verified ORF,"""Component of the Sorting and Assembly Machinery (SAM) complex; the SAM (or TOB) complex is located in the mitochondrial outer membrane; binds precursors of beta-barrel proteins and facilitates their outer membrane insertion; contributes to SAM complex stability""",Verified ORF
8715,13,391711,-0.0132913762114369,0.0712438419503145,0.852111424355742,YMR060C,SAM37,SGDID:S000004664,ORF,Verified ORF,"""Component of the Sorting and Assembly Machinery (SAM) complex; the SAM (or TOB) complex is located in the mitochondrial outer membrane; binds precursors of beta-barrel proteins and facilitates their outer membrane insertion; contributes to SAM complex stability""",Verified ORF
8716,13,391847,-0.0318434662033445,0.0712846898102729,0.655359577961267,YMR060C,SAM37,SGDID:S000004664,ORF,Verified ORF,"""Component of the Sorting and Assembly Machinery (SAM) complex; the SAM (or TOB) complex is located in the mitochondrial outer membrane; binds precursors of beta-barrel proteins and facilitates their outer membrane insertion; contributes to SAM complex stability""",Verified ORF
8717,13,393150,-0.0403373486089636,0.0708258123069515,0.56935948273269,YMR061W,RNA14,SGDID:S000004665,ORF,Verified ORF,"""Component of the cleavage and polyadenylation factor I (CF I); CF 1 ; composed of the CF 1A complex (Rna14p ; Rna15p ; Clp1p ; Pcf11p) and Hrp1 ; is involved in cleavage and polyadenylation of mRNA 3' ends; bridges interaction between Rna15p and Hrp1p in the CF I complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay; required for gene looping and maintenance of genome stability; relocalizes to the cytosol in response to hypoxia""",Verified ORF
8718,13,393315,-0.0272480366608939,0.0714502025653538,0.703167776651898,YMR061W,RNA14,SGDID:S000004665,ORF,Verified ORF,"""Component of the cleavage and polyadenylation factor I (CF I); CF 1 ; composed of the CF 1A complex (Rna14p ; Rna15p ; Clp1p ; Pcf11p) and Hrp1 ; is involved in cleavage and polyadenylation of mRNA 3' ends; bridges interaction between Rna15p and Hrp1p in the CF I complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay; required for gene looping and maintenance of genome stability; relocalizes to the cytosol in response to hypoxia""",Verified ORF
8719,13,393588,-0.0423423218893783,0.0709076875247383,0.55079197421012,YMR061W,RNA14,SGDID:S000004665,ORF,Verified ORF,"""Component of the cleavage and polyadenylation factor I (CF I); CF 1 ; composed of the CF 1A complex (Rna14p ; Rna15p ; Clp1p ; Pcf11p) and Hrp1 ; is involved in cleavage and polyadenylation of mRNA 3' ends; bridges interaction between Rna15p and Hrp1p in the CF I complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay; required for gene looping and maintenance of genome stability; relocalizes to the cytosol in response to hypoxia""",Verified ORF
8720,13,394197,-0.105945385436128,0.0784690780864597,0.177831436127269,YMR061W,RNA14,SGDID:S000004665,ORF,Verified ORF,"""Component of the cleavage and polyadenylation factor I (CF I); CF 1 ; composed of the CF 1A complex (Rna14p ; Rna15p ; Clp1p ; Pcf11p) and Hrp1 ; is involved in cleavage and polyadenylation of mRNA 3' ends; bridges interaction between Rna15p and Hrp1p in the CF I complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay; required for gene looping and maintenance of genome stability; relocalizes to the cytosol in response to hypoxia""",Verified ORF
8721,13,394755,-0.0845926939811285,0.0724955204607185,0.244051385432537,YMR061W,RNA14,SGDID:S000004665,ORF,Verified ORF,"""Component of the cleavage and polyadenylation factor I (CF I); CF 1 ; composed of the CF 1A complex (Rna14p ; Rna15p ; Clp1p ; Pcf11p) and Hrp1 ; is involved in cleavage and polyadenylation of mRNA 3' ends; bridges interaction between Rna15p and Hrp1p in the CF I complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay; required for gene looping and maintenance of genome stability; relocalizes to the cytosol in response to hypoxia""",Verified ORF
8722,13,394864,-0.0475940887168778,0.0809781045988398,0.557082459213276,YMR061W,RNA14,SGDID:S000004665,Close to 3'-UTR,Close to 3'-UTR,"""Component of the cleavage and polyadenylation factor I (CF I); CF 1 ; composed of the CF 1A complex (Rna14p ; Rna15p ; Clp1p ; Pcf11p) and Hrp1 ; is involved in cleavage and polyadenylation of mRNA 3' ends; bridges interaction between Rna15p and Hrp1p in the CF I complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay; required for gene looping and maintenance of genome stability; relocalizes to the cytosol in response to hypoxia""",Verified ORF
8723,13,396386,-0.0391570690507683,0.0710480017131849,0.581889515690267,YMR062C,ARG7,SGDID:S000004666,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial ornithine acetyltransferase; catalyzes the fifth step in arginine biosynthesis; also possesses acetylglutamate synthase activity ; regenerates acetylglutamate while forming ornithine""",Verified ORF
8724,13,396438,-0.0243130791221934,0.0713512932886344,0.733493172403727,YMR062C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8725,13,397928,-0.0737521576138468,0.0708505511924167,0.298609362134806,YMR064W,AEP1,SGDID:S000004668,ORF,Verified ORF,"""Protein required for expression of the mitochondrial OLI1 gene; mitochondrial OLI1 gene encodes subunit 9 of F1-F0 ATP synthase""",Verified ORF
8726,13,398786,-0.0974040490112509,0.0740621988631815,0.189307941668319,YMR064W,AEP1,SGDID:S000004668,ORF,Verified ORF,"""Protein required for expression of the mitochondrial OLI1 gene; mitochondrial OLI1 gene encodes subunit 9 of F1-F0 ATP synthase""",Verified ORF
8727,13,398820,-0.102974275180355,0.0733382225173667,0.161167943023598,YMR064W,AEP1,SGDID:S000004668,ORF,Verified ORF,"""Protein required for expression of the mitochondrial OLI1 gene; mitochondrial OLI1 gene encodes subunit 9 of F1-F0 ATP synthase""",Verified ORF
8728,13,398904,-0.0682898083262233,0.0727057541810319,0.348238085639439,YMR064W,AEP1,SGDID:S000004668,ORF,Verified ORF,"""Protein required for expression of the mitochondrial OLI1 gene; mitochondrial OLI1 gene encodes subunit 9 of F1-F0 ATP synthase""",Verified ORF
8729,13,399724,-0.0881232119805339,0.0714590439275727,0.218322137028805,YMR065W,KAR5,SGDID:S000004669,ORF,Verified ORF,"""Protein required for nuclear membrane fusion during karyogamy; localizes to the membrane with a soluble portion in the endoplasmic reticulum lumen ; may form a complex with Jem1p and Kar2p; similar to zebrafish Brambleberry protein; expression of the gene is regulated by pheromone""",Verified ORF
8730,13,401237,-0.0865103545761134,0.0718001325732797,0.229057790655196,YMR065W,KAR5,SGDID:S000004669,Close to 3'-UTR,Close to 3'-UTR,"""Protein required for nuclear membrane fusion during karyogamy; localizes to the membrane with a soluble portion in the endoplasmic reticulum lumen ; may form a complex with Jem1p and Kar2p; similar to zebrafish Brambleberry protein; expression of the gene is regulated by pheromone""",Verified ORF
8731,13,404548,-0.0990806690798112,0.0714658810971552,0.16649821183963,YMR067C,UBX4,SGDID:S000004671,ORF,Verified ORF,"""UBX domain-containing protein that interacts with Cdc48p; involved in degradation of polyubiquitinated proteins via the ERAD (ER-associated degradation) pathway; modulates the role of the Cdc48p-Nplp-Ufd1p AAA ATPase complex in delivery of misfolded proteins to the proteasome; protein abundance increases in response to DNA replication stress; human ortholog ASPSCR1 partially complements the yeast null mutant""",Verified ORF
8732,13,406726,-0.0745132664586751,0.0709271681490214,0.294179253387949,YMR068W,AVO2,SGDID:S000004672,ORF,Verified ORF,"""Component of a complex containing the Tor2p kinase and other proteins; complex may have a role in regulation of cell growth""",Verified ORF
8733,13,407923,-0.147481492478884,0.0705672497990583,0.0373381855858412,YMR069W,NAT4,SGDID:S000004673,ORF,Verified ORF,"""N alpha-acetyl-transferase; involved in acetylation of the N-terminal residues of histones H4 and H2A""",Verified ORF
8734,13,408241,-0.145680451996599,0.0705343064413245,0.039616181145773,YMR069W,NAT4,SGDID:S000004673,ORF,Verified ORF,"""N alpha-acetyl-transferase; involved in acetylation of the N-terminal residues of histones H4 and H2A""",Verified ORF
8735,13,409642,-0.146015976864699,0.0710803617170463,0.0406885769508583,YMR070W,MOT3,SGDID:S000004674,ORF,Verified ORF,"""Transcriptional repressor ; activator; role in cellular adjustment to osmotic stress including modulation of mating efficiency; involved in repression of subset of hypoxic genes by Rox1p ; repression of several DAN/TIR genes during aerobic growth ; ergosterol biosynthetic genes in response to hyperosmotic stress; contributes to recruitment of Tup1p-Cyc8p general repressor to promoters; relocalizes to cytosol under hypoxia; forms [MOT3+] prion under anaerobic conditions""",Verified ORF
8736,13,409778,-0.165628293547811,0.0708302610870083,0.019925069279285,YMR070W,MOT3,SGDID:S000004674,ORF,Verified ORF,"""Transcriptional repressor ; activator; role in cellular adjustment to osmotic stress including modulation of mating efficiency; involved in repression of subset of hypoxic genes by Rox1p ; repression of several DAN/TIR genes during aerobic growth ; ergosterol biosynthetic genes in response to hyperosmotic stress; contributes to recruitment of Tup1p-Cyc8p general repressor to promoters; relocalizes to cytosol under hypoxia; forms [MOT3+] prion under anaerobic conditions""",Verified ORF
8737,13,409846,-0.155185346777069,0.0706448044186457,0.0286915783504839,YMR070W,MOT3,SGDID:S000004674,ORF,Verified ORF,"""Transcriptional repressor ; activator; role in cellular adjustment to osmotic stress including modulation of mating efficiency; involved in repression of subset of hypoxic genes by Rox1p ; repression of several DAN/TIR genes during aerobic growth ; ergosterol biosynthetic genes in response to hyperosmotic stress; contributes to recruitment of Tup1p-Cyc8p general repressor to promoters; relocalizes to cytosol under hypoxia; forms [MOT3+] prion under anaerobic conditions""",Verified ORF
8738,13,411379,-0.138716132591121,0.078423563685358,0.0777896351116871,YMR072W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8739,13,412406,-0.115132222131022,0.0711442043786417,0.106492422429835,YMR073C,IRC21,SGDID:S000004677,ORF,Verified ORF,"""Protein of unknown function; may be involved in resistance to carboplatin and cisplatin; null mutant displays increase in spontaneous Rad52p foci; contains a lipid-binding domain and binds cardiolipin in a large-scale study""",Verified ORF
8740,13,412815,-0.113712916772398,0.070915772372274,0.109720269352442,YMR073C,IRC21,SGDID:S000004677,ORF,Verified ORF,"""Protein of unknown function; may be involved in resistance to carboplatin and cisplatin; null mutant displays increase in spontaneous Rad52p foci; contains a lipid-binding domain and binds cardiolipin in a large-scale study""",Verified ORF
8741,13,413034,-0.116718841436538,0.0718345331474662,0.105091456583428,YMR075W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8742,13,413778,-0.0849667963527087,0.072065407203375,0.239182952361193,YMR074C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8743,13,413897,-0.0816339467927396,0.0707900822293889,0.249615362885473,YMR074C,SDD2,SGDID:S000004678,Close to 3'-UTR,Close to 3'-UTR,"""Protein with homology to human PDCD5; PDCD5 is involved in programmed cell death; N-terminal region forms a conserved triple-helix bundle structure; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P; overexpression promotes H2O2-induced apoptosis; YMR074C is not an essential gene; protein abundance increases in response to DNA replication stress""",Verified ORF
8744,13,414299,-0.0828694747052711,0.0707860153353749,0.24250745345351,YMR075W,RCO1,SGDID:S000004680,ORF,Verified ORF,"""Essential component of the Rpd3S histone deacetylase complex; interacts with Eaf3p""",Verified ORF
8745,13,418355,-0.0845390624379705,0.0714268164700905,0.237377388366514,YMR076C,PDS5,SGDID:S000004681,ORF,Verified ORF,"""Cohesion maintenance factor; involved in sister chromatid condensation and cohesion; colocalizes with cohesin on chromosomes; performs its cohesin maintenance function in pre-anaphase cells by protecting the integrity of the cohesion complex; also required during meiosis; relocalizes to the cytosol in response to hypoxia""",Verified ORF
8746,13,426219,-0.163815177882327,0.151299708547091,0.279671871090305,YMR079W,SEC14,SGDID:S000004684,Close to 3'-UTR,Close to 3'-UTR,"""Phosphatidylinositol/phosphatidylcholine transfer protein; involved in regulating PtdIns ; PtdCho ; and ceramide metabolism ; products of which regulate intracellular transport and UPR; has a role in localization of lipid raft proteins; functionally homologous to mammalian PITPs; SEC14 has a paralog ; YKL091C ; that arose from the whole genome duplication""",Verified ORF
8747,13,426224,0.0247258624742788,0.153810554746204,0.872378086108492,YMR079W,SEC14,SGDID:S000004684,Close to 3'-UTR,Close to 3'-UTR,"""Phosphatidylinositol/phosphatidylcholine transfer protein; involved in regulating PtdIns ; PtdCho ; and ceramide metabolism ; products of which regulate intracellular transport and UPR; has a role in localization of lipid raft proteins; functionally homologous to mammalian PITPs; SEC14 has a paralog ; YKL091C ; that arose from the whole genome duplication""",Verified ORF
8748,13,426224,-0.589241800607348,0.32138039198028,0.0675743278075792,YMR079W,SEC14,SGDID:S000004684,Close to 3'-UTR,Close to 3'-UTR,"""Phosphatidylinositol/phosphatidylcholine transfer protein; involved in regulating PtdIns ; PtdCho ; and ceramide metabolism ; products of which regulate intracellular transport and UPR; has a role in localization of lipid raft proteins; functionally homologous to mammalian PITPs; SEC14 has a paralog ; YKL091C ; that arose from the whole genome duplication""",Verified ORF
8749,13,426996,-0.0960114234689672,0.0710672755009432,0.177562817068397,YMR080C,NAM7,SGDID:S000004685,ORF,Verified ORF,"""ATP-dependent RNA helicase of the SFI superfamily; involved in nonsense mediated mRNA decay; required for efficient translation termination at nonsense codons and targeting of NMD substrates to P-bodies; binds to the small ribosomal subunit via an interaction with Rps26; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
8750,13,430167,-0.081464686261122,0.0713482105409867,0.254315161435513,SUT302,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
8751,13,430829,-0.0945394091057575,0.0708595272828081,0.183004714339093,SUT302,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
8752,13,431873,-0.136262034999591,0.0708378712825263,0.0552116795712062,YMR082C,YMR082C,SGDID:S000004687,ORF,Uncharacterized ORF,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YMR082C is not an essential gene""",Uncharacterized ORF
8753,13,432599,-0.155609202152182,0.0707208702924985,0.0284308368730835,YMR082C,YMR082C,SGDID:S000004687,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YMR082C is not an essential gene""",Uncharacterized ORF
8754,13,432778,-0.142392307582919,0.0709560050276791,0.0455364227898371,YMR082C,YMR082C,SGDID:S000004687,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YMR082C is not an essential gene""",Uncharacterized ORF
8755,13,433201,-0.162700814289864,0.0705155479446502,0.021615922527562,ACS_13_433014_+_NFR/NDR,,,Promoter,Promoter,,Promoter
8756,13,433403,-0.157985716093349,0.0703892028350822,0.0254218291286059,M:432126-434787,,,Intergenic region,Intergenic region,between YMR082C and YMR083W,Intergenic region
8757,13,433701,-0.158651027378403,0.070846156176486,0.0257538676205801,M:432126-434787,,,Intergenic region,Intergenic region,between YMR082C and YMR083W,Intergenic region
8758,13,437477,-0.12946165245109,0.0705090366244898,0.0671837128894527,YMR084W,YMR084W,SGDID:S000004689,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; YMR084W and adjacent ORF YMR085W are merged in related strains ; and together are paralogous to glutamine-fructose-6-phosphate amidotransferase GFA1""",Uncharacterized ORF
8759,13,438478,-0.120053367072649,0.0706669817536362,0.0902264906399338,YMR085W,YMR085W,SGDID:S000004690,ORF,Uncharacterized ORF,"""Putative protein of unknown function; YMR085W and adjacent ORF YMR084W are merged in related strains ; and together are paralogous to glutamine-fructose-6-phosphate amidotransferase GFA1""",Uncharacterized ORF
8760,13,439427,-0.0974227177182043,0.0708399900031779,0.169925992493188,YMR086W,SEG1,SGDID:S000004692,ORF,Verified ORF,"""Component of eisosome required for proper eisosome assembly; precedes Pil1p/Lsp1p during eisosome formation ; controls eisosome length and shape; diffusely distributed ; forms heterogeneous patches at plasma membrane in small buds ; also found in medium and large buds; expression repressed by cAMP; similar to A. gossypii SEG gene and to S. pombe Sle1p ; important for generating eisosomes; SEG1 has a paralog ; SEG2 ; that arose from the whole genome duplication""",Verified ORF
8761,13,441834,-0.073177806603386,0.0711408147534151,0.304356349649215,YMR086W,SEG1,SGDID:S000004692,ORF,Verified ORF,"""Component of eisosome required for proper eisosome assembly; precedes Pil1p/Lsp1p during eisosome formation ; controls eisosome length and shape; diffusely distributed ; forms heterogeneous patches at plasma membrane in small buds ; also found in medium and large buds; expression repressed by cAMP; similar to A. gossypii SEG gene and to S. pombe Sle1p ; important for generating eisosomes; SEG1 has a paralog ; SEG2 ; that arose from the whole genome duplication""",Verified ORF
8762,13,441920,-0.0967863196458129,0.0709579442251859,0.173438029114081,YMR086W,SEG1,SGDID:S000004692,ORF,Verified ORF,"""Component of eisosome required for proper eisosome assembly; precedes Pil1p/Lsp1p during eisosome formation ; controls eisosome length and shape; diffusely distributed ; forms heterogeneous patches at plasma membrane in small buds ; also found in medium and large buds; expression repressed by cAMP; similar to A. gossypii SEG gene and to S. pombe Sle1p ; important for generating eisosomes; SEG1 has a paralog ; SEG2 ; that arose from the whole genome duplication""",Verified ORF
8763,13,442194,-0.110879959944084,0.0737249263013247,0.133483640194742,YMR086C-A,YMR086C-A,SGDID:S000004691,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
8764,13,442239,-0.0826600287718668,0.0755873274481664,0.274889324454068,YMR086C-A,YMR086C-A,SGDID:S000004691,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
8765,13,442381,-0.101114512166301,0.071488570938319,0.158121475299106,YMR087W_NFR/NDR,,,Promoter,Promoter,,Promoter
8766,13,442626,-0.0885896175837386,0.0713293308350361,0.215068381280835,YMR087W,PDL32,SGDID:S000004693,ORF,Verified ORF,"""Putative ADP-ribose-1''-monophosphatase; converts ADP-ribose-1''-monophosphate to ADP-ribose; may have a role in tRNA splicing; contains an A1pp domain""",Verified ORF
8767,13,443372,-0.114177193852461,0.074152914692502,0.124516396310481,YMR087W,PDL32,SGDID:S000004693,ORF,Verified ORF,"""Putative ADP-ribose-1''-monophosphatase; converts ADP-ribose-1''-monophosphate to ADP-ribose; may have a role in tRNA splicing; contains an A1pp domain""",Verified ORF
8768,13,443520,-0.0917123926299072,0.0712681345757488,0.19898494050035,YMR088C,VBA1,SGDID:S000004694,ORF,Verified ORF,"""Permease of basic amino acids in the vacuolar membrane""",Verified ORF
8769,13,444319,-0.0899415223955582,0.0712469805615,0.207641598471542,YMR088C,VBA1,SGDID:S000004694,ORF,Verified ORF,"""Permease of basic amino acids in the vacuolar membrane""",Verified ORF
8770,13,445628,-0.114314900468804,0.0706556434120564,0.106573840722431,YMR089C,YTA12,SGDID:S000004695,ORF,Verified ORF,"""Mitochondrial inner membrane m-AAA protease component; mediates degradation of misfolded or unassembled proteins; also required for correct assembly of mitochondrial enzyme complexes; overexpression of human AFG3L2 complements respiratory defect of yeast afg3 yta12 double null mutation ; but overexpression of disease-associated AFG3L2 variants does not; expression of both human SPG7 (paraplegin) and AFG3L2 complements yeast yta12 afg3 double mutation""",Verified ORF
8771,13,453818,-0.159148126703667,0.0704512516151033,0.0244940573050406,YMR093W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8772,13,458388,-0.125214291859699,0.0706641749043664,0.0772632992093891,YMR095C,SNO1,SGDID:S000004701,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unconfirmed function; involved in pyridoxine metabolism; expression is induced during stationary phase; forms a putative glutamine amidotransferase complex with Snz1p ; with Sno1p serving as the glutaminase""",Verified ORF
8773,13,458460,-0.127845378808984,0.0707901261772713,0.0717735118363743,YMR096W,SNZ1,SGDID:S000004702,ORF,Verified ORF,"""Subunit of a two-component pyridoxal-5'-phosphate synthase; involved in pyridoxine (vitamin B6) biosynthesis from glyceraldehyde-3-phosphate ; ribose-5-phosphate and ammonia liberated from glutamine by glutaminase; forms a complex with Sno1p that functions as an active glutaminase; member of a stationary phase-induced gene family where transcriptional induction occurs during the postdiauxic phase; co-regulated with SNO1; paralog of SNZ2 and SNZ3""",Verified ORF
8774,13,459157,-0.143014975081776,0.070478132656921,0.0431867825939057,YMR096W,SNZ1,SGDID:S000004702,ORF,Verified ORF,"""Subunit of a two-component pyridoxal-5'-phosphate synthase; involved in pyridoxine (vitamin B6) biosynthesis from glyceraldehyde-3-phosphate ; ribose-5-phosphate and ammonia liberated from glutamine by glutaminase; forms a complex with Sno1p that functions as an active glutaminase; member of a stationary phase-induced gene family where transcriptional induction occurs during the postdiauxic phase; co-regulated with SNO1; paralog of SNZ2 and SNZ3""",Verified ORF
8775,13,459519,-0.137859423112072,0.0710970451028665,0.0532941070543369,YMR097C,MTG1,SGDID:S000004703,ORF,Verified ORF,"""Putative GTPase peripheral to the mitochondrial inner membrane; essential for respiratory competence ; likely functions in assembly of the large ribosomal subunit ; has homologs in plants and animals""",Verified ORF
8776,13,460480,-0.137224478415909,0.0708954457945722,0.0537162751371621,YMR097C,MTG1,SGDID:S000004703,ORF,Verified ORF,"""Putative GTPase peripheral to the mitochondrial inner membrane; essential for respiratory competence ; likely functions in assembly of the large ribosomal subunit ; has homologs in plants and animals""",Verified ORF
8777,13,462987,-0.175267156331067,0.0718015645382939,0.0151377133441227,XUT_13F-206,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
8778,13,463519,-0.157332513505448,0.0707976465295742,0.0268973502905458,tD(GUC)M_NFR/NDR,,,Promoter,Promoter,,Promoter
8779,13,463819,-0.130622100012317,0.0719592351685086,0.0703380207217497,YMR099C,YMR099C,SGDID:S000004705,Close to 3'-UTR,Close to 3'-UTR,"""Glucose-6-phosphate 1-epimerase (hexose-6-phosphate mutarotase); likely involved in carbohydrate metabolism; GFP-fusion protein localizes to both the nucleus and cytoplasm and is induced in response to the DNA-damaging agent MMS""",Verified ORF
8780,13,464615,-0.154276343229247,0.0704875983121577,0.0292731818636386,YMR099C,YMR099C,SGDID:S000004705,ORF,Verified ORF,"""Glucose-6-phosphate 1-epimerase (hexose-6-phosphate mutarotase); likely involved in carbohydrate metabolism; GFP-fusion protein localizes to both the nucleus and cytoplasm and is induced in response to the DNA-damaging agent MMS""",Verified ORF
8781,13,465559,-0.157634954655998,0.0703559326099731,0.0256777021944668,YMR099C,YMR099C,SGDID:S000004705,Close to 3'-UTR,Close to 3'-UTR,"""Glucose-6-phosphate 1-epimerase (hexose-6-phosphate mutarotase); likely involved in carbohydrate metabolism; GFP-fusion protein localizes to both the nucleus and cytoplasm and is induced in response to the DNA-damaging agent MMS""",Verified ORF
8782,13,465619,-0.156383026817022,0.0706715132915421,0.0275496942910685,YMR099C,YMR099C,SGDID:S000004705,Close to 3'-UTR,Close to 3'-UTR,"""Glucose-6-phosphate 1-epimerase (hexose-6-phosphate mutarotase); likely involved in carbohydrate metabolism; GFP-fusion protein localizes to both the nucleus and cytoplasm and is induced in response to the DNA-damaging agent MMS""",Verified ORF
8783,13,466416,-0.131789550660705,0.0707213956384985,0.0632216521329768,YMR100W,MUB1,SGDID:S000004706,ORF,Verified ORF,"""MYND domain-containing protein; component of the Mub1p-Ubr2p-Rad6p ubiquitin ligase complex ; required for ubiquitination and degradation of Rpn4p; interacts with Ubr2p (E3) and indirectly with Rad6p (E2); short-lived protein degraded in a Ubr2p/Rad6p dependent manner; proposed to function as both a partner and substrate of the Ubr2p/Rad6p ubiquitin ligase; similar to the A. nidulans samB gene""",Verified ORF
8784,13,469663,-0.127574731982576,0.0708409676953868,0.0725781955606422,YMR101C_NFR/NDR,,,Promoter,Promoter,,Promoter
8785,13,472968,-0.0945332180791643,0.0705765570492775,0.181288493459092,YMR103C,YMR103C,SGDID:S000004709,ORF,Uncharacterized ORF,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YMR103C is not an essential gene""",Uncharacterized ORF
8786,13,474399,-0.083619696470402,0.0709289096635402,0.239223000781404,YMR104C,YPK2,SGDID:S000004710,ORF,Verified ORF,"""Protein kinase similar to S/T protein kinase Ypk1p; functionally redundant with YPK1 at the genetic level; participates in a signaling pathway required for optimal cell wall integrity; involved in the TORC-dependent phosphorylation of ribosomal proteins Rps6a/b (S6); human homolog SGK2 can complement a ypk1 ypk2 double mutant""",Verified ORF
8787,13,475855,-0.0154086477874121,0.0747457664402923,0.836794591413862,YMR104C,YPK2,SGDID:S000004710,Close to 3'-UTR,Close to 3'-UTR,"""Protein kinase similar to S/T protein kinase Ypk1p; functionally redundant with YPK1 at the genetic level; participates in a signaling pathway required for optimal cell wall integrity; involved in the TORC-dependent phosphorylation of ribosomal proteins Rps6a/b (S6); human homolog SGK2 can complement a ypk1 ypk2 double mutant""",Verified ORF
8788,13,476482,-0.0383259259989845,0.0708250610401359,0.588755795247375,YMR105C,PGM2,SGDID:S000004711,ORF,Verified ORF,"""Phosphoglucomutase; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate ; which is a key step in hexose metabolism; functions as the acceptor for a Glc-phosphotransferase; protein abundance increases in response to DNA replication stress; PGM2 has a paralog ; PGM1 ; that arose from the whole genome duplication""",Verified ORF
8789,13,476860,-0.0497300361654673,0.0710123253773873,0.48420033922273,YMR105C,PGM2,SGDID:S000004711,ORF,Verified ORF,"""Phosphoglucomutase; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate ; which is a key step in hexose metabolism; functions as the acceptor for a Glc-phosphotransferase; protein abundance increases in response to DNA replication stress; PGM2 has a paralog ; PGM1 ; that arose from the whole genome duplication""",Verified ORF
8790,13,482844,0.0321292441220063,0.0706816100044788,0.649703060609641,YMR107W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8791,13,483306,0.0630487660979628,0.0708219826152711,0.373941802551581,YMR107W,SPG4,SGDID:S000004713,ORF,Verified ORF,"""Protein required for high temperature survival during stationary phase; not required for growth on nonfermentable carbon sources""",Verified ORF
8792,13,489572,0.030314279957293,0.0707908042140969,0.668749625799305,YMR109W,MYO5,SGDID:S000004715,ORF,Verified ORF,"""One of two type I myosin motors; contains proline-rich tail homology 2 (TH2) and SH3 domains; MYO5 deletion has little effect on growth ; but myo3 myo5 double deletion causes severe defects in growth and actin cytoskeleton organization; MYO5 has a paralog ; MYO3 ; that arose from the whole genome duplication""",Verified ORF
