SNP,Chr,Pos,Effect,SE,PLM2_SNA3_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
8593,13,212205,0.0310545795049216,0.143935159602013,0.829304154875851,YML034W,SRC1,SGDID:S000004497,Close to 3'-UTR,Close to 3'-UTR,"""Inner nuclear membrane protein; highly enriched at telomeres and subtelomeric regions; functions in regulation of subtelomeric genes and is linked to TREX (transcription export) factors; SRC1 produces 2 splice variant proteins with different functions; alternative splicing of SRC1 pre-mRNA is promoted by Hub1p; mutant has aneuploidy tolerance; SRC1 has a paralog ; HEH2 ; that arose from the whole genome duplication""",Verified ORF
8594,13,212453,0.0026780293287991,0.144994217287426,0.985274421228575,YML034W,SRC1,SGDID:S000004497,Close to 3'-UTR,Close to 3'-UTR,"""Inner nuclear membrane protein; highly enriched at telomeres and subtelomeric regions; functions in regulation of subtelomeric genes and is linked to TREX (transcription export) factors; SRC1 produces 2 splice variant proteins with different functions; alternative splicing of SRC1 pre-mRNA is promoted by Hub1p; mutant has aneuploidy tolerance; SRC1 has a paralog ; HEH2 ; that arose from the whole genome duplication""",Verified ORF
8595,13,216269,0.0405517027534721,0.141300740750448,0.774289425010226,YML030W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8596,13,216599,-0.024179877689159,0.140752792052385,0.863701314946135,YML030W,RCF1,SGDID:S000004492,ORF,Verified ORF,"""Cytochrome c oxidase subunit; required for assembly of the Complex III-Complex IV supercomplex ; and for assembly of Cox13p and Rcf2p into cytochrome c oxidase; similar to Rcf2p ; and either Rcf1p or Rcf2p is required for late-stage assembly of the Cox12p and Cox13p subunits and for cytochrome c oxidase activity; required for growth under hypoxic conditions; member of the hypoxia induced gene family; C. elegans and human orthologs are functional in yeast""",Verified ORF
8597,13,217048,0.133696201908877,0.152357601323512,0.380803374315419,YML031W,NDC1,SGDID:S000004493,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the transmembrane ring of the nuclear pore complex (NPC); contributes to nucleocytoplasmic transport ; NPC biogenesis and spindle pole body duplication; homologous to human NDC1""",Verified ORF
8598,13,217206,0.0095237331145112,0.142653977065052,0.946809705748385,YML029W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8599,13,217356,-0.0186862775317137,0.141107811784175,0.894723168798714,YML030W,RCF1,SGDID:S000004492,Close to 3'-UTR,Close to 3'-UTR,"""Cytochrome c oxidase subunit; required for assembly of the Complex III-Complex IV supercomplex ; and for assembly of Cox13p and Rcf2p into cytochrome c oxidase; similar to Rcf2p ; and either Rcf1p or Rcf2p is required for late-stage assembly of the Cox12p and Cox13p subunits and for cytochrome c oxidase activity; required for growth under hypoxic conditions; member of the hypoxia induced gene family; C. elegans and human orthologs are functional in yeast""",Verified ORF
8600,13,223846,0.0542590734182907,0.142349510995557,0.703307923643331,YML026C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8601,13,223868,0.052965528580888,0.142615482964234,0.710572151905961,YML026C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8602,13,225313,0.0102741886587082,0.141970036505001,0.942349469563406,YML025C,YML6,SGDID:S000004487,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial ribosomal protein of the large subunit; has similarity to E. coli L4 ribosomal protein and human mitoribosomal MRP-L4 protein; essential for viability ; unlike most other mitoribosomal proteins""",Verified ORF
8603,13,225322,0.0067153112056441,0.142263794104032,0.962377943283961,YML025C,YML6,SGDID:S000004487,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial ribosomal protein of the large subunit; has similarity to E. coli L4 ribosomal protein and human mitoribosomal MRP-L4 protein; essential for viability ; unlike most other mitoribosomal proteins""",Verified ORF
8604,13,225767,-0.0198902702691141,0.142409289236031,0.88900057928845,YML024W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8605,13,226048,-0.0015775048959675,0.142925578528198,0.991199964942309,YML025C,YML6,SGDID:S000004487,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial ribosomal protein of the large subunit; has similarity to E. coli L4 ribosomal protein and human mitoribosomal MRP-L4 protein; essential for viability ; unlike most other mitoribosomal proteins""",Verified ORF
8606,13,228874,-0.0447612869480247,0.143299583772412,0.754950166122807,YML022W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8607,13,234266,-0.0370841874756568,0.141504638290264,0.793419971068605,YML019W,OST6,SGDID:S000004481,ORF,Verified ORF,"""Subunit of the oligosaccharyltransferase complex of the ER lumen; complex catalyzes asparagine-linked glycosylation of newly synthesized proteins; similar to and partially functionally redundant with Ost3p""",Verified ORF
8608,13,234850,0.0174069097829156,0.143179711367063,0.903305694290177,YML018C,YML018C,SGDID:S000004480,ORF,Verified ORF,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the membrane of the vacuole; physical interaction with Atg27p suggests a possible role in autophagy; YML018C is not an essential gene; relative distribution to the vacuolar membrane decreases upon DNA replication stress; YML018C has a paralog ; THI74 ; that arose from the whole genome duplication""",Verified ORF
8609,13,234851,0.0174069097829156,0.143179711367063,0.903305694290177,YML018C,YML018C,SGDID:S000004480,ORF,Verified ORF,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the membrane of the vacuole; physical interaction with Atg27p suggests a possible role in autophagy; YML018C is not an essential gene; relative distribution to the vacuolar membrane decreases upon DNA replication stress; YML018C has a paralog ; THI74 ; that arose from the whole genome duplication""",Verified ORF
8610,13,236364,-0.0546841307034445,0.147038111376405,0.710187125144496,YML017W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8611,13,238236,0.0608149773496598,0.14156933835217,0.667765222073896,CEN13_NFR/NDR,,,Promoter,Promoter,,Promoter
8612,13,238291,0.0483587492720384,0.146286682743795,0.741161500812882,YML017W,PSP2,SGDID:S000004479,Close to 3'-UTR,Close to 3'-UTR,"""Asn rich cytoplasmic protein that contains RGG motifs; high-copy suppressor of group II intron-splicing defects of a mutation in MRS2 and of a conditional mutation in POL1 (DNA polymerase alpha); possible role in mitochondrial mRNA splicing""",Verified ORF
8613,13,244183,0.151653290043484,0.14203507552521,0.28637774474867,YML013W,UBX2,SGDID:S000004475,ORF,Verified ORF,"""Bridging factor involved in ER-associated protein degradation (ERAD); bridges the cytosolic Cdc48p-Npl1p-Ufd1p ATPase complex and the membrane associated Ssm4p and Hrd1p ubiquitin ligase complexes; contains a UBX (ubiquitin regulatory X) domain and a ubiquitin-associated (UBA) domain; redistributes from the ER to lipid droplets during the diauxic shift and stationary phase; required for the maintenance of lipid homeostasis; required for mitochondrial protein translocation-associated degradation""",Verified ORF
8614,13,244460,0.161453277121677,0.141829410765577,0.255741149318478,YML013W,UBX2,SGDID:S000004475,ORF,Verified ORF,"""Bridging factor involved in ER-associated protein degradation (ERAD); bridges the cytosolic Cdc48p-Npl1p-Ufd1p ATPase complex and the membrane associated Ssm4p and Hrd1p ubiquitin ligase complexes; contains a UBX (ubiquitin regulatory X) domain and a ubiquitin-associated (UBA) domain; redistributes from the ER to lipid droplets during the diauxic shift and stationary phase; required for the maintenance of lipid homeostasis; required for mitochondrial protein translocation-associated degradation""",Verified ORF
8615,13,247407,0.185640573423045,0.142035545192693,0.192063192030279,YML011C,RAD33,SGDID:S000004472,ORF,Verified ORF,"""Protein involved in nucleotide excision repair; green fluorescent protein (GFP)-fusion protein localizes to the nucleus""",Verified ORF
8616,13,248552,0.224208525804984,0.143959672088442,0.120262156528641,YML010W,SPT5,SGDID:S000004470,ORF,Verified ORF,"""Spt4p/5p (DSIF) transcription elongation factor complex subunit; the Spt4/5 complex binds to ssRNA in a sequence-specific manner ; and in concert with RNAP I and II has multiple roles regulating transcriptional elongation ; RNA processing ; quality control ; and transcription-coupled repair; interacts with DNA upstream of RNAPII and the non-template strand of the transcription bubble; Spt5p is the only transcription elongation factor conserved in all domains of life""",Verified ORF
8617,13,253667,0.22246116454465,0.142952862682098,0.120560062766043,YML007W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8618,13,254919,0.20817872445082,0.143024380693429,0.146406588082786,YML007W,YAP1,SGDID:S000004466,ORF,Verified ORF,"""Basic leucine zipper (bZIP) transcription factor; required for oxidative stress tolerance; activated by H2O2 through the multistep formation of disulfide bonds and transit from the cytoplasm to the nucleus; Yap1p is degraded in the nucleus after the oxidative stress has passed; mediates resistance to cadmium; relative distribution to the nucleus increases upon DNA replication stress; YAP1 has a paralog ; CAD1 ; that arose from the whole genome duplication""",Verified ORF
8619,13,255043,0.0903253191907041,0.403313516295292,0.822919486186214,YML007W,YAP1,SGDID:S000004466,ORF,Verified ORF,"""Basic leucine zipper (bZIP) transcription factor; required for oxidative stress tolerance; activated by H2O2 through the multistep formation of disulfide bonds and transit from the cytoplasm to the nucleus; Yap1p is degraded in the nucleus after the oxidative stress has passed; mediates resistance to cadmium; relative distribution to the nucleus increases upon DNA replication stress; YAP1 has a paralog ; CAD1 ; that arose from the whole genome duplication""",Verified ORF
8620,13,255043,0.901267092026524,0.548526077252737,0.101258705383338,YML007W,YAP1,SGDID:S000004466,ORF,Verified ORF,"""Basic leucine zipper (bZIP) transcription factor; required for oxidative stress tolerance; activated by H2O2 through the multistep formation of disulfide bonds and transit from the cytoplasm to the nucleus; Yap1p is degraded in the nucleus after the oxidative stress has passed; mediates resistance to cadmium; relative distribution to the nucleus increases upon DNA replication stress; YAP1 has a paralog ; CAD1 ; that arose from the whole genome duplication""",Verified ORF
8621,13,256853,0.184240476035,0.144724267707352,0.203839890226145,YML006C,GIS4,SGDID:S000004465,ORF,Verified ORF,"""CAAX box containing protein of unknown function; proposed to be involved in the RAS/cAMP signaling pathway""",Verified ORF
8622,13,258020,0.207875838151909,0.142726519685434,0.14615364634935,YML006C,GIS4,SGDID:S000004465,ORF,Verified ORF,"""CAAX box containing protein of unknown function; proposed to be involved in the RAS/cAMP signaling pathway""",Verified ORF
8623,13,261178,0.213520541227929,0.142298796110631,0.134376622834165,YML005W,TRM12,SGDID:S000004464,ORF,Verified ORF,"""S-adenosylmethionine-dependent methyltransferase; required for wybutosine formation in phenylalanine-accepting tRNA; member of the seven beta-strand family""",Verified ORF
8624,13,261667,0.169100876029011,0.152721893043963,0.268941024108585,YML005W,TRM12,SGDID:S000004464,Close to 3'-UTR,Close to 3'-UTR,"""S-adenosylmethionine-dependent methyltransferase; required for wybutosine formation in phenylalanine-accepting tRNA; member of the seven beta-strand family""",Verified ORF
8625,13,262788,0.207829871588978,0.14245735307483,0.1454840927406,XUT_13F-116,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
8626,13,262904,0.220514977603922,0.142265094753715,0.122030676880552,XUT_13F-116,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
8627,13,262915,0.223825176481271,0.142388686646871,0.116862426829911,XUT_13F-116,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
8628,13,263341,0.199017335712908,0.142934443116461,0.164687469553558,YML003W_NFR/NDR,,,Promoter,Promoter,,Promoter
8629,13,268101,0.271402259701767,0.210437382512376,0.19799723386817,CEN13,CEN13,SGDID:S000006474,Other features,Centromere,"""Chromosome XIII centromere""",centromere
8630,13,268107,0.121628733184553,0.216881983094456,0.575285528524401,CEN13,CEN13,SGDID:S000006474,Other features,Centromere,"""Chromosome XIII centromere""",centromere
8631,13,268108,0.154907292410456,0.219985200314313,0.481790287054584,CEN13,CEN13,SGDID:S000006474,Other features,Centromere,"""Chromosome XIII centromere""",centromere
8632,13,268336,0.264202153265877,0.146144818334251,0.0714870204984463,YML001W,YPT7,SGDID:S000004460,Close to 3'-UTR,Close to 3'-UTR,"""Rab family GTPase; GTP-binding protein of the rab family; required for homotypic fusion event in vacuole inheritance ; for endosome-endosome fusion; localizes to sites of contact between the vacuole and mitochondria (vCLAMPs); interacts with the cargo selection/retromer complex for retrograde sorting; similar to mammalian Rab7""",Verified ORF
8633,13,268402,0.228256253064651,0.146302403377941,0.119616349389057,YML001W,YPT7,SGDID:S000004460,Close to 3'-UTR,Close to 3'-UTR,"""Rab family GTPase; GTP-binding protein of the rab family; required for homotypic fusion event in vacuole inheritance ; for endosome-endosome fusion; localizes to sites of contact between the vacuole and mitochondria (vCLAMPs); interacts with the cargo selection/retromer complex for retrograde sorting; similar to mammalian Rab7""",Verified ORF
8634,13,268600,0.230280560120128,0.144227950512011,0.111240071503947,YML001W,YPT7,SGDID:S000004460,Close to 3'-UTR,Close to 3'-UTR,"""Rab family GTPase; GTP-binding protein of the rab family; required for homotypic fusion event in vacuole inheritance ; for endosome-endosome fusion; localizes to sites of contact between the vacuole and mitochondria (vCLAMPs); interacts with the cargo selection/retromer complex for retrograde sorting; similar to mammalian Rab7""",Verified ORF
8635,13,272284,0.2309018792421,0.142112938276886,0.105102502843082,YMR002W,MIX17,SGDID:S000004604,ORF,Verified ORF,"""Mitochondrial intermembrane space protein; required for normal oxygen consumption; contains twin cysteine-x9-cysteine motifs; protein abundance increases in response to DNA replication stress""",Verified ORF
8636,13,274252,0.178142484405618,0.142038610010094,0.210605168654796,YMR004W,MVP1,SGDID:S000004606,ORF,Verified ORF,"""Protein required for sorting proteins to the vacuole; Mvp1p and Vps1p act in concert to promote membrane traffic to the vacuole; participates in transcription initiation and/or early elongation of specific genes; interacts with 'foot domain' of RNA polymerase II; deletion results in abnormal CTD-Ser5 phosphorylation of RNA polymerase II at specific promoter regions; protein abundance increases in response to DNA replication stress""",Verified ORF
8637,13,275145,0.148722246397864,0.144942109633537,0.305556324390294,YMR004W,MVP1,SGDID:S000004606,ORF,Verified ORF,"""Protein required for sorting proteins to the vacuole; Mvp1p and Vps1p act in concert to promote membrane traffic to the vacuole; participates in transcription initiation and/or early elongation of specific genes; interacts with 'foot domain' of RNA polymerase II; deletion results in abnormal CTD-Ser5 phosphorylation of RNA polymerase II at specific promoter regions; protein abundance increases in response to DNA replication stress""",Verified ORF
8638,13,278674,0.200697389240187,0.142636524188047,0.160291009686037,YMR006C,PLB2,SGDID:S000004608,ORF,Verified ORF,"""Phospholipase B (lysophospholipase) involved in lipid metabolism; displays transacylase activity in vitro; overproduction confers resistance to lysophosphatidylcholine""",Verified ORF
8639,13,280923,0.258135180319646,0.141190612962304,0.0683521548167218,YMR008C,PLB1,SGDID:S000004610,ORF,Verified ORF,"""Phospholipase B (lysophospholipase) involved in lipid metabolism; required for efficient acyl chain remodeling of newly synthesized phosphatidylethanolamine-derived phosphatidylcholine; required for deacylation of phosphatidylcholine and phosphatidylethanolamine but not phosphatidylinositol; PLB1 has a paralog ; PLB3 ; that arose from the whole genome duplication""",Verified ORF
8640,13,283371,0.243173574400426,0.142034099375175,0.0877603952631628,YMR008C,PLB1,SGDID:S000004610,Close to 3'-UTR,Close to 3'-UTR,"""Phospholipase B (lysophospholipase) involved in lipid metabolism; required for efficient acyl chain remodeling of newly synthesized phosphatidylethanolamine-derived phosphatidylcholine; required for deacylation of phosphatidylcholine and phosphatidylethanolamine but not phosphatidylinositol; PLB1 has a paralog ; PLB3 ; that arose from the whole genome duplication""",Verified ORF
8641,13,286749,0.372875589669263,0.147417494247872,0.0118609191618799,YMR010W,ANY1,SGDID:S000004612,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in phospholipid flippase function; null allele suppresses growth and membrane trafficking defects associated with all flippase null alleles; proposed function as a phospholipid scramblase that reduces membrane asymmetry; PQ loop family member; localizes to the endosome and trans-Golgi network; non-essential gene""",Verified ORF
8642,13,287022,0.254432319282837,0.142344418360664,0.0747239440070658,YMR010W,ANY1,SGDID:S000004612,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in phospholipid flippase function; null allele suppresses growth and membrane trafficking defects associated with all flippase null alleles; proposed function as a phospholipid scramblase that reduces membrane asymmetry; PQ loop family member; localizes to the endosome and trans-Golgi network; non-essential gene""",Verified ORF
8643,13,290088,0.248844258341435,0.144704179202907,0.0863679318550298,YMRCtau1,YMRCtau1,SGDID:S000007117,Other features,LTR,"""Ty4 LTR""",reverse complement
8644,13,296799,0.209512023653138,0.142315674302401,0.14186755447754,YMR013C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8645,13,296809,0.226099329185315,0.142378507892953,0.113178008611969,YMR013C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8646,13,298658,0.232515674565112,0.143512897484457,0.106088131678308,YMR014W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8647,13,298712,0.239754748809816,0.142455083836567,0.093255388402853,YMR014W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8648,13,298845,0.248571165817924,0.142279338336523,0.08149582094356,YMR014W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8649,13,299038,0.277726645591248,0.147489388054087,0.0605186101783958,YMR014W,BUD22,SGDID:S000004616,ORF,Verified ORF,"""Protein required for rRNA maturation and ribosomal subunit biogenesis; required for 18S rRNA maturation; also required for small ribosomal subunit biogenesis; cosediments with pre-ribosomal particles; mutation decreases efficiency of +1 Ty1 frameshifting and transposition ; and affects budding pattern""",Verified ORF
8650,13,299044,0.277369952997907,0.147321188897646,0.0605555003668842,YMR014W,BUD22,SGDID:S000004616,ORF,Verified ORF,"""Protein required for rRNA maturation and ribosomal subunit biogenesis; required for 18S rRNA maturation; also required for small ribosomal subunit biogenesis; cosediments with pre-ribosomal particles; mutation decreases efficiency of +1 Ty1 frameshifting and transposition ; and affects budding pattern""",Verified ORF
8651,13,299082,0.210014048371125,0.148529202528014,0.158255558509064,YMR014W,BUD22,SGDID:S000004616,ORF,Verified ORF,"""Protein required for rRNA maturation and ribosomal subunit biogenesis; required for 18S rRNA maturation; also required for small ribosomal subunit biogenesis; cosediments with pre-ribosomal particles; mutation decreases efficiency of +1 Ty1 frameshifting and transposition ; and affects budding pattern""",Verified ORF
8652,13,299124,0.180406028344579,0.150227703552734,0.230601419853228,YMR014W,BUD22,SGDID:S000004616,ORF,Verified ORF,"""Protein required for rRNA maturation and ribosomal subunit biogenesis; required for 18S rRNA maturation; also required for small ribosomal subunit biogenesis; cosediments with pre-ribosomal particles; mutation decreases efficiency of +1 Ty1 frameshifting and transposition ; and affects budding pattern""",Verified ORF
8653,13,299304,0.224807243562723,0.142287841400652,0.115014613366781,YMR014W,BUD22,SGDID:S000004616,ORF,Verified ORF,"""Protein required for rRNA maturation and ribosomal subunit biogenesis; required for 18S rRNA maturation; also required for small ribosomal subunit biogenesis; cosediments with pre-ribosomal particles; mutation decreases efficiency of +1 Ty1 frameshifting and transposition ; and affects budding pattern""",Verified ORF
8654,13,299947,0.230383755542006,0.142498882618401,0.106827505821065,YMR014W,BUD22,SGDID:S000004616,ORF,Verified ORF,"""Protein required for rRNA maturation and ribosomal subunit biogenesis; required for 18S rRNA maturation; also required for small ribosomal subunit biogenesis; cosediments with pre-ribosomal particles; mutation decreases efficiency of +1 Ty1 frameshifting and transposition ; and affects budding pattern""",Verified ORF
8655,13,300804,0.295495331206511,0.151164942670299,0.051397115885279,YMR014W,BUD22,SGDID:S000004616,Close to 3'-UTR,Close to 3'-UTR,"""Protein required for rRNA maturation and ribosomal subunit biogenesis; required for 18S rRNA maturation; also required for small ribosomal subunit biogenesis; cosediments with pre-ribosomal particles; mutation decreases efficiency of +1 Ty1 frameshifting and transposition ; and affects budding pattern""",Verified ORF
8656,13,302918,0.0724629206331397,0.142703243130415,0.611919515318743,XUT_13F-137,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
8657,13,309981,0.0720134527425496,0.144005191678322,0.617333582003051,YMR018W,PEX9,SGDID:S000004620,Close to 3'-UTR,Close to 3'-UTR,"""Peroxisomal membrane signal receptor for peroxisomal matrix proteins; oleate-inducible condition-specific import receptor for a subset of PTS1-containing matrix proteins; localizes to both the cytosol and the peroxisomal membrane; similar to human PEX5Rp ; a peroxin protein 5 related protein; paralog of Pex5p""",Verified ORF
8658,13,310001,0.0706430374178633,0.144046347769851,0.62414226361041,YMR018W,PEX9,SGDID:S000004620,Close to 3'-UTR,Close to 3'-UTR,"""Peroxisomal membrane signal receptor for peroxisomal matrix proteins; oleate-inducible condition-specific import receptor for a subset of PTS1-containing matrix proteins; localizes to both the cytosol and the peroxisomal membrane; similar to human PEX5Rp ; a peroxin protein 5 related protein; paralog of Pex5p""",Verified ORF
8659,13,311023,0.0834210345241324,0.144843948536054,0.565024543983734,YMR018W,PEX9,SGDID:S000004620,ORF,Verified ORF,"""Peroxisomal membrane signal receptor for peroxisomal matrix proteins; oleate-inducible condition-specific import receptor for a subset of PTS1-containing matrix proteins; localizes to both the cytosol and the peroxisomal membrane; similar to human PEX5Rp ; a peroxin protein 5 related protein; paralog of Pex5p""",Verified ORF
8660,13,313844,0.0958823299565998,0.143836370457574,0.505458648838437,YMR019W,STB4,SGDID:S000004621,ORF,Verified ORF,"""Putative transcription factor; contains a Zn(II)2Cys6 zinc finger domain characteristic of DNA-binding proteins; computational analysis suggests a role in regulation of expression of genes encoding transporters; binds Sin3p in a two-hybrid assay;""",Verified ORF
8661,13,315986,0.0955885062194142,0.14387962283431,0.506890812790686,YMR020W,FMS1,SGDID:S000004622,ORF,Verified ORF,"""Polyamine oxidase; converts spermine to spermidine ; which is required for the essential hypusination modification of translation factor eIF-5A; also involved in pantothenic acid biosynthesis""",Verified ORF
8662,13,317001,0.137508883215797,0.145569804036878,0.345496432964289,YMR020W,FMS1,SGDID:S000004622,Close to 3'-UTR,Close to 3'-UTR,"""Polyamine oxidase; converts spermine to spermidine ; which is required for the essential hypusination modification of translation factor eIF-5A; also involved in pantothenic acid biosynthesis""",Verified ORF
8663,13,319136,0.0733900872808462,0.143669249483238,0.609791732396506,YMR022W,UBC7,SGDID:S000004624,ORF,Verified ORF,"""Ubiquitin conjugating enzyme; involved in the ER-associated protein degradation (ERAD) pathway and in the inner nuclear membrane-associated degradation (INMAD) pathway; requires Cue1p for recruitment to the ER membrane; proposed to be involved in chromatin assembly""",Verified ORF
8664,13,329611,-0.111126120077975,0.144873601182315,0.443561114068813,YMR029C,FAR8,SGDID:S000004631,ORF,Verified ORF,"""Protein involved in recovery from arrest in response to pheromone; acts in a cell cycle arrest recovery pathway independent from Far1p; interacts with Far3p ; Far7p ; Far9p ; Far10p ; and Far11p""",Verified ORF
8665,13,329923,-0.118132466619634,0.145950435659655,0.418829607688535,YMR029C,FAR8,SGDID:S000004631,ORF,Verified ORF,"""Protein involved in recovery from arrest in response to pheromone; acts in a cell cycle arrest recovery pathway independent from Far1p; interacts with Far3p ; Far7p ; Far9p ; Far10p ; and Far11p""",Verified ORF
8666,13,331270,-0.114852982271792,0.146847544300314,0.434666032573578,YMR030W,RSF1,SGDID:S000004632,ORF,Verified ORF,"""Protein required for respiratory growth; localized to both the nucleus and mitochondrion; may interact with transcription factors to mediate the transition to respiratory growth and activate transcription of nuclear and mitochondrial genes""",Verified ORF
8667,13,331334,-0.105692280643353,0.146445875255327,0.470947086200713,YMR030W,RSF1,SGDID:S000004632,ORF,Verified ORF,"""Protein required for respiratory growth; localized to both the nucleus and mitochondrion; may interact with transcription factors to mediate the transition to respiratory growth and activate transcription of nuclear and mitochondrial genes""",Verified ORF
8668,13,331755,-0.0560642990830149,0.147776749724014,0.704630020224132,YMR030W,RSF1,SGDID:S000004632,ORF,Verified ORF,"""Protein required for respiratory growth; localized to both the nucleus and mitochondrion; may interact with transcription factors to mediate the transition to respiratory growth and activate transcription of nuclear and mitochondrial genes""",Verified ORF
8669,13,331971,0.0785796189767929,0.312885438998497,0.801848120852928,YMR030W,RSF1,SGDID:S000004632,Close to 3'-UTR,Close to 3'-UTR,"""Protein required for respiratory growth; localized to both the nucleus and mitochondrion; may interact with transcription factors to mediate the transition to respiratory growth and activate transcription of nuclear and mitochondrial genes""",Verified ORF
8670,13,333904,-0.103851923979232,0.145437489808454,0.475658428927213,YMR031C,EIS1,SGDID:S000004633,ORF,Verified ORF,"""Component of the eisosome required for proper eisosome assembly; similar to Uso1p; authentic ; non-tagged protein is detected in a phosphorylated state in highly purified mitochondria in high-throughput studies; protein increases in abundance and relocalizes from plasma membrane to cytoplasm upon DNA replication stress; EIS1 has a paralog ; YKL050C ; that arose from the whole genome duplication""",Verified ORF
8671,13,338431,-0.0167770995247671,0.14451060145696,0.907642493599775,YMR030W-A,YMR030W-A,SGDID:S000028574,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; mCherry fusion protein localizes to the cytosol""",Uncharacterized ORF
8672,13,339328,-0.105971807216986,0.145201982296045,0.465982144853621,YMR033W,ARP9,SGDID:S000004636,Close to 3'-UTR,Close to 3'-UTR,"""Component of both the SWI/SNF and RSC chromatin remodeling complexes; actin-related protein involved in transcriptional regulation""",Verified ORF
8673,13,339643,-0.0498740875079557,0.144799457590762,0.73072382538216,YMR034C,RCH1,SGDID:S000004637,ORF,Verified ORF,"""Negative regulator of cytosolic calcium homeostasis; localizes to the plasma membrane ; concentrating at the bud neck during cell division; regulated by Crz1p through a CDRE promoter element; non-essential gene; putative transporter with sequence similarity to human SLC10A7; functional homolog of C. albicans RCH1""",Verified ORF
8674,13,340812,-0.0652275098100539,0.143506067271749,0.649728295299399,YMR034C,RCH1,SGDID:S000004637,Close to 3'-UTR,Close to 3'-UTR,"""Negative regulator of cytosolic calcium homeostasis; localizes to the plasma membrane ; concentrating at the bud neck during cell division; regulated by Crz1p through a CDRE promoter element; non-essential gene; putative transporter with sequence similarity to human SLC10A7; functional homolog of C. albicans RCH1""",Verified ORF
8675,13,341260,-0.0633791389625045,0.143017113551061,0.65792311499552,YMR035W,IMP2,SGDID:S000004638,ORF,Verified ORF,"""Catalytic subunit of mitochondrial inner membrane peptidase complex; required for maturation of mitochondrial proteins of the intermembrane space; complex contains two catalytic subunits (Imp1p and Imp2p that differ in substrate specificity) ; and Som1p""",Verified ORF
8676,13,341722,-0.0042485157127762,0.150095447194727,0.977434547649697,YMR034C,RCH1,SGDID:S000004637,Close to 3'-UTR,Close to 3'-UTR,"""Negative regulator of cytosolic calcium homeostasis; localizes to the plasma membrane ; concentrating at the bud neck during cell division; regulated by Crz1p through a CDRE promoter element; non-essential gene; putative transporter with sequence similarity to human SLC10A7; functional homolog of C. albicans RCH1""",Verified ORF
8677,13,343136,-0.0308804148676081,0.144046814801381,0.830376366948159,YMR036C,MIH1,SGDID:S000004639,ORF,Verified ORF,"""Protein tyrosine phosphatase involved in cell cycle control and retrograde protein transport; regulates the phosphorylation state of Cdc28p; modulates phosphorylation of retromer component Vps26p; homolog of S. pombe cdc25""",Verified ORF
8678,13,343663,-0.0119632101071647,0.144587576033488,0.934104987981512,YMR036C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8679,13,343706,-0.0377810743687372,0.144439433485499,0.793805250551533,SUT299,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
8680,13,344093,-0.0406618734861627,0.144579988839195,0.778690059750951,SUT299,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
8681,13,345749,-0.0109779634266447,0.1482361926084,0.941006785747288,YMR037C,MSN2,SGDID:S000004640,ORF,Verified ORF,"""Stress-responsive transcriptional activator; activated in stochastic pulses of nuclear localization in response to various stress conditions; binds DNA at stress response elements of responsive genes; light sensing pathway component that accumulates in the nucleus in response to blue light; relative distribution to nucleus increases upon DNA replication stress""",Verified ORF
8682,13,347381,0.0319457000469048,0.14371228312597,0.824217248570634,YMR037C,MSN2,SGDID:S000004640,Close to 3'-UTR,Close to 3'-UTR,"""Stress-responsive transcriptional activator; activated in stochastic pulses of nuclear localization in response to various stress conditions; binds DNA at stress response elements of responsive genes; light sensing pathway component that accumulates in the nucleus in response to blue light; relative distribution to nucleus increases upon DNA replication stress""",Verified ORF
