SNP,Chr,Pos,Effect,SE,HUG1_PGM2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
8409,12,1059611,-0.0610094517472365,0.141008898705685,0.665523212448795,ARS1235,ARS1235,SGDID:S000178146,Other features,Replication,"""Autonomously replicating sequence""",ARS
8410,12,1062523,-0.380432464232649,0.333762991492269,0.255130703500966,YLR461W,PAU4,SGDID:S000004453,Close to 3'-UTR,Close to 3'-UTR,"""Member of the seripauperin multigene family; encoded mainly in subtelomeric regions; SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole ; while mCherry fusion localizes to just the vacuole; active during alcoholic fermentation; regulated by anaerobiosis; negatively regulated by oxygen; repressed by heme""",Verified ORF
8411,13,8208,-0.0866596222265779,0.210404744326034,0.680683923035115,YML132W,COS3,SGDID:S000004601,ORF,Verified ORF,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
8412,13,8262,-0.0425915313808858,0.18546790058521,0.818501666218729,YML132W,COS3,SGDID:S000004601,ORF,Verified ORF,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
8413,13,8303,-0.0279187802153178,0.154295614695217,0.856515808473434,YML132W,COS3,SGDID:S000004601,ORF,Verified ORF,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
8414,13,8306,-0.037144433849452,0.154290104307456,0.809893209345147,YML132W,COS3,SGDID:S000004601,ORF,Verified ORF,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
8415,13,8309,-0.0171510037906559,0.151776757142143,0.910093587577076,YML132W,COS3,SGDID:S000004601,ORF,Verified ORF,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
8416,13,8312,-0.0966573359598213,0.1516922902108,0.52441186549231,YML132W,COS3,SGDID:S000004601,ORF,Verified ORF,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
8417,13,11305,-0.148693660553633,0.13287472429703,0.263879055915626,YML131W,YML131W,SGDID:S000004600,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; similar to medium chain dehydrogenase/reductases; expression induced by stresses including osmotic shock ; DNA damaging agents ; and other chemicals; GFP-fusion protein localizes to the cytoplasm; protein abundance increases in response to DNA replication stress""",Verified ORF
8418,13,13831,-0.0419066324311226,0.0682534709451096,0.539620470076433,SUT285,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
8419,13,13907,-0.038036854686001,0.0683002794484754,0.577944367728397,SUT285,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
8420,13,13915,-0.0556929017120196,0.0681366569089783,0.414267982004097,SUT285,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
8421,13,13986,-0.046706510472541,0.0757636462043214,0.537977402750365,SUT285,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
8422,13,13991,-0.0026705822847898,0.078279782742812,0.972804041941474,SUT285,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
8423,13,14020,-0.0440269877277104,0.0755089693281445,0.560218717093738,SUT285,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
8424,13,14021,-0.0440269877277104,0.0755089693281445,0.560218717093738,SUT285,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
8425,13,14024,-0.0440269877277104,0.0755089693281445,0.560218717093738,SUT285,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
8426,13,21905,0.0806395269343914,0.0816013724186379,0.323725270185279,YML125C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8427,13,23864,0.0690585119848954,0.0760644884704332,0.36455347082219,YNCM0001W,YNCM0001W,SGDID:S000303814,Non-coding RNA,ncRNA gene,"""Antisense to PHO84 and 5'-end of YML122C; represses transcription of PHO84 through histone deacetylation""",ncRNA_gene
8428,13,23864,0.203494696045943,0.148204753316527,0.17060382560102,YNCM0001W,YNCM0001W,SGDID:S000303814,Non-coding RNA,ncRNA gene,"""Antisense to PHO84 and 5'-end of YML122C; represses transcription of PHO84 through histone deacetylation""",ncRNA_gene
8429,13,26551,-0.336493484645418,0.21219233312218,0.113681241517975,XUT_13F-14,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
8430,13,26589,-0.0576326166404559,0.149127755398176,0.699385367253063,XUT_13F-14,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
8431,13,26591,-0.327798576013229,0.207333226413822,0.114768365967856,XUT_13F-14,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
8432,13,26716,-0.13742957307978,0.129874608703495,0.290700953991855,YML121W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8433,13,26795,0.0779191886119999,0.0737969732714103,0.291754780146423,YML121W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8434,13,26816,0.0761963335692455,0.0742743046161312,0.305651821181591,YML121W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8435,13,29394,0.0840045083179199,0.0738240633511325,0.255933364787532,YML120C,NDI1,SGDID:S000004589,ORF,Verified ORF,"""NADH:ubiquinone oxidoreductase; transfers electrons from NADH to ubiquinone in respiratory chain but does not pump protons ; in contrast to higher eukaryotic multisubunit respiratory complex I; upon apoptotic stress ; is activated in mitochondria by N-terminal cleavage ; then translocates to cytoplasm to induce apoptosis; homolog of human AIFM2; yeast NDI1 complements several phenotypes of human cell line with mutated MT-ND4 ; implicated in Leber hereditary optic neuropathy""",Verified ORF
8436,13,29853,0.0916211570530709,0.074580063746868,0.220079997153203,YML120C,NDI1,SGDID:S000004589,Close to 3'-UTR,Close to 3'-UTR,"""NADH:ubiquinone oxidoreductase; transfers electrons from NADH to ubiquinone in respiratory chain but does not pump protons ; in contrast to higher eukaryotic multisubunit respiratory complex I; upon apoptotic stress ; is activated in mitochondria by N-terminal cleavage ; then translocates to cytoplasm to induce apoptosis; homolog of human AIFM2; yeast NDI1 complements several phenotypes of human cell line with mutated MT-ND4 ; implicated in Leber hereditary optic neuropathy""",Verified ORF
8437,13,29994,0.106162939235841,0.074257816887507,0.153700937086525,YML120C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8438,13,31587,0.157134132292264,0.073215665894337,0.0325397227151891,YML119W,YML119W,SGDID:S000004588,ORF,Uncharacterized ORF,"""Putative protein of unknown function; YML119W is not an essential gene; potential Cdc28p substrate""",Uncharacterized ORF
8439,13,31591,0.142736828554798,0.0754921723617778,0.059476432243085,YML119W,YML119W,SGDID:S000004588,ORF,Uncharacterized ORF,"""Putative protein of unknown function; YML119W is not an essential gene; potential Cdc28p substrate""",Uncharacterized ORF
8440,13,32245,0.149428851937064,0.0757657563427423,0.0493615117145982,YML118W_NFR/NDR,,,Promoter,Promoter,,Promoter
8441,13,32516,0.132703730821446,0.0768153732343995,0.0849404630884923,YML118W,NGL3,SGDID:S000004587,ORF,Verified ORF,"""3'-5' exonuclease specific for poly-A RNAs; has a domain similar to a magnesium-dependent endonuclease motif in mRNA deadenylase Ccr4p; similar to Ngl1p; NGL3 has a paralog ; NGL2 ; that arose from the whole genome duplication""",Verified ORF
8442,13,33821,0.124097667043903,0.502490493162981,0.805078718078597,YML118W,NGL3,SGDID:S000004587,ORF,Verified ORF,"""3'-5' exonuclease specific for poly-A RNAs; has a domain similar to a magnesium-dependent endonuclease motif in mRNA deadenylase Ccr4p; similar to Ngl1p; NGL3 has a paralog ; NGL2 ; that arose from the whole genome duplication""",Verified ORF
8443,13,33830,-0.0645690611669227,0.176194367885256,0.714237706576898,YML118W,NGL3,SGDID:S000004587,ORF,Verified ORF,"""3'-5' exonuclease specific for poly-A RNAs; has a domain similar to a magnesium-dependent endonuclease motif in mRNA deadenylase Ccr4p; similar to Ngl1p; NGL3 has a paralog ; NGL2 ; that arose from the whole genome duplication""",Verified ORF
8444,13,34097,0.161294894280005,0.0759767856574884,0.034453531378593,YML117W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8445,13,43096,0.181631628218187,0.0814552656568455,0.0263869555117438,YML114C,TAF8,SGDID:S000004582,ORF,Verified ORF,"""TFIID subunit (65 kDa); involved in RNA polymerase II transcription initiation""",Verified ORF
8446,13,43166,0.185329700855465,0.0806305625347342,0.0221169062956704,YML114C,TAF8,SGDID:S000004582,ORF,Verified ORF,"""TFIID subunit (65 kDa); involved in RNA polymerase II transcription initiation""",Verified ORF
8447,13,43354,0.190718062466108,0.0805949591546662,0.0185024932122756,YML114C,TAF8,SGDID:S000004582,ORF,Verified ORF,"""TFIID subunit (65 kDa); involved in RNA polymerase II transcription initiation""",Verified ORF
8448,13,43972,0.100904762257499,0.0819004119562304,0.218753357541004,YML113W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8449,13,44607,0.106862665270216,0.0824042585145059,0.195543587914407,YML113W,DAT1,SGDID:S000004581,ORF,Verified ORF,"""DNA binding protein that recognizes oligo(dA).oligo(dT) tracts; Arg side chain in its N-terminal pentad Gly-Arg-Lys-Pro-Gly repeat is required for DNA-binding; relocalizes to the cytosol in response to hypoxia; not essential for viability""",Verified ORF
8450,13,44612,0.106862665270216,0.0824042585145059,0.195543587914407,YML113W,DAT1,SGDID:S000004581,ORF,Verified ORF,"""DNA binding protein that recognizes oligo(dA).oligo(dT) tracts; Arg side chain in its N-terminal pentad Gly-Arg-Lys-Pro-Gly repeat is required for DNA-binding; relocalizes to the cytosol in response to hypoxia; not essential for viability""",Verified ORF
8451,13,45801,0.173306233450669,0.0840434265115907,0.0399293126518627,YML112W,CTK3,SGDID:S000004580,ORF,Verified ORF,"""Gamma subunit of C-terminal domain kinase I; CTDK-I phosphorylates RNA polymerase II subunit Rpo21p to affect transcription and pre-mRNA 3' end processing ; and also phosphorylates ribosomal protein Rps2p to increase translational fidelity; protein abundance increases in response to DNA replication stress""",Verified ORF
8452,13,46481,0.179637414290277,0.0856878740527687,0.0367567089099173,YML111W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8453,13,46758,0.152811533284793,0.0841752273528921,0.0703111803097177,YML111W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8454,13,49851,-0.307132787382443,0.220503813913726,0.164536180640575,YML111W,BUL2,SGDID:S000004579,Close to 3'-UTR,Close to 3'-UTR,"""Alpha-arrestin ; component of the Rsp5p E3-ubiquitin ligase complex; ubiquitin-binding adaptor involved in intracellular amino acid permease sorting ; functions in heat shock element mediated gene expression ; essential for growth in stress conditions; BUL2 has a paralog ; BUL1 ; that arose from the whole genome duplication""",Verified ORF
8455,13,50766,0.0839396441647198,0.0861038158552837,0.330294520662457,YML110C,COQ5,SGDID:S000004578,ORF,Verified ORF,"""2-hexaprenyl-6-methoxy-1,4-benzoquinone methyltransferase; involved in ubiquinone (Coenzyme Q) biosynthesis; localizes to the matrix face of the mitochondrial inner membrane in a large complex with other ubiquinone biosynthetic enzymes; respiratory defect of the null mutant is partially complemented by human COQ5""",Verified ORF
8456,13,53770,0.492233284999338,0.710541944242999,0.488917216755607,YML109W,ZDS2,SGDID:S000004577,ORF,Verified ORF,"""Protein with a role in regulating Swe1p-dependent polarized growth; involved in maintenance of Cdc55p in the cytoplasm where it promotes mitotic entry; interacts with silencing proteins at the telomere; implicated in the mitotic exit network through regulation of Cdc14p localization; ZDS2 has a paralog ; ZDS1 ; that arose from the whole genome duplication""",Verified ORF
8457,13,55098,0.265467395397108,0.109186340094651,0.0155407911365537,YML108W,YML108W,SGDID:S000004576,ORF,Verified ORF,"""Protein of unknown function; structure defines a new subfamily of the split beta-alpha-beta sandwiches; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YML108W is not an essential gene; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
8458,13,56990,0.37658915280311,0.128977288223913,0.0037273787473038,YML106W,URA5,SGDID:S000004574,ORF,Verified ORF,"""Major orotate phosphoribosyltransferase (OPRTase) isozyme; catalyzes the fifth enzymatic step in de novo biosynthesis of pyrimidines ; converting orotate into orotidine-5'-phosphate; URA5 has a paralog ; URA10 ; that arose from the whole genome duplication""",Verified ORF
8459,13,57813,0.107177040071095,0.127935075611231,0.402740470449892,YML106W,URA5,SGDID:S000004574,Close to 3'-UTR,Close to 3'-UTR,"""Major orotate phosphoribosyltransferase (OPRTase) isozyme; catalyzes the fifth enzymatic step in de novo biosynthesis of pyrimidines ; converting orotate into orotidine-5'-phosphate; URA5 has a paralog ; URA10 ; that arose from the whole genome duplication""",Verified ORF
8460,13,58847,0.346156225427142,0.11436659570197,0.0026537635419956,YML105C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8461,13,60008,0.311626090589831,0.112737858120283,0.006006288993928,YML104C,MDM1,SGDID:S000004572,ORF,Verified ORF,"""PtdIns-3-P binding protein that tethers the ER to vacuoles at NVJs; anchored in the ER membrane at nucleus-vacuole junctions and binds phosphatidylinositol 3-phosphate (PtdIns-3-P) in the vacuolar membrane via its Phox homology (PX) domain; expressed predominantly in late G1 to early S phase of the cell cycle; mutation affects nuclear and mitochondrial transmission to daughter buds; similar to 4 human genes ; one of which (SNX14) is associated with neurological disease""",Verified ORF
8462,13,60048,0.456006444723712,0.115547971324524,9.57190527845969e-05,YML104C,MDM1,SGDID:S000004572,ORF,Verified ORF,"""PtdIns-3-P binding protein that tethers the ER to vacuoles at NVJs; anchored in the ER membrane at nucleus-vacuole junctions and binds phosphatidylinositol 3-phosphate (PtdIns-3-P) in the vacuolar membrane via its Phox homology (PX) domain; expressed predominantly in late G1 to early S phase of the cell cycle; mutation affects nuclear and mitochondrial transmission to daughter buds; similar to 4 human genes ; one of which (SNX14) is associated with neurological disease""",Verified ORF
8463,13,61764,0.352159946935119,0.1181069491943,0.0030655417031394,YML104C,MDM1,SGDID:S000004572,ORF,Verified ORF,"""PtdIns-3-P binding protein that tethers the ER to vacuoles at NVJs; anchored in the ER membrane at nucleus-vacuole junctions and binds phosphatidylinositol 3-phosphate (PtdIns-3-P) in the vacuolar membrane via its Phox homology (PX) domain; expressed predominantly in late G1 to early S phase of the cell cycle; mutation affects nuclear and mitochondrial transmission to daughter buds; similar to 4 human genes ; one of which (SNX14) is associated with neurological disease""",Verified ORF
8464,13,63599,0.273315309599695,0.113717220852561,0.0167556751668925,YML103C,NUP188,SGDID:S000004571,ORF,Verified ORF,"""Subunit of the inner ring of the nuclear pore complex (NPC); contributes to NPC organization and nucleocytoplasmic transport; homologous to human NUP188""",Verified ORF
8465,13,65230,0.22881295021274,0.103387468038145,0.0275257685755164,YML103C,NUP188,SGDID:S000004571,ORF,Verified ORF,"""Subunit of the inner ring of the nuclear pore complex (NPC); contributes to NPC organization and nucleocytoplasmic transport; homologous to human NUP188""",Verified ORF
8466,13,65881,0.272318351256546,0.107745817319292,0.0119264608543121,YML103C,NUP188,SGDID:S000004571,ORF,Verified ORF,"""Subunit of the inner ring of the nuclear pore complex (NPC); contributes to NPC organization and nucleocytoplasmic transport; homologous to human NUP188""",Verified ORF
8467,13,65927,0.153423849560278,0.115765400792462,0.185928897936387,YML103C,NUP188,SGDID:S000004571,ORF,Verified ORF,"""Subunit of the inner ring of the nuclear pore complex (NPC); contributes to NPC organization and nucleocytoplasmic transport; homologous to human NUP188""",Verified ORF
8468,13,66821,0.267046959225345,0.104826227173492,0.0112725593203788,YML103C,NUP188,SGDID:S000004571,ORF,Verified ORF,"""Subunit of the inner ring of the nuclear pore complex (NPC); contributes to NPC organization and nucleocytoplasmic transport; homologous to human NUP188""",Verified ORF
8469,13,67103,0.136723006278784,0.102182071434268,0.181746891719205,YML103C,NUP188,SGDID:S000004571,ORF,Verified ORF,"""Subunit of the inner ring of the nuclear pore complex (NPC); contributes to NPC organization and nucleocytoplasmic transport; homologous to human NUP188""",Verified ORF
8470,13,68113,0.134467395226936,0.100807883172988,0.183097370807551,YML102W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8471,13,69500,0.0920666570906441,0.0958562629171098,0.337478271960592,YML102W,CAC2,SGDID:S000004570,ORF,Verified ORF,"""Subunit of chromatin assembly factor I (CAF-1) ; with Rlf2p and Msi1p; chromatin assembly by CAF-1 is important for multiple processes including silencing at telomeres ; mating type loci ; and rDNA; maintenance of kinetochore structure ; deactivation of the DNA damage checkpoint after DNA repair ; chromatin dynamics during transcription; and repression of divergent transcription; relocalizes to the cytosol in response to hypoxia""",Verified ORF
8472,13,70163,0.113248103495502,0.0966752699025261,0.24221692279281,YML100W-A,YML100W-A,SGDID:S000028688,ORF,Uncharacterized ORF,"""Putative protein of unknown function; identified by gene-trapping ; microarray-based expression analysis ; and genome-wide homology searching""",Uncharacterized ORF
8473,13,70356,0.140700223828025,0.0955503772186002,0.141770454276773,YML100W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8474,13,70380,0.147350854155002,0.0956604797003132,0.124370371724139,YML100W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8475,13,71887,0.120542863674276,0.0963614828268075,0.211783201136121,YML100W,TSL1,SGDID:S000004566,ORF,Verified ORF,"""Large subunit of trehalose 6-phosphate synthase/phosphatase complex; Tps1p-Tps2p complex converts uridine-5'-diphosphoglucose and glucose 6-phosphate to trehalose; contributes to survival to acute lethal heat stress; mutant has aneuploidy tolerance; protein abundance increases in response to DNA replication stress; TSL1 has a paralog ; TPS3 ; that arose from the whole genome duplication""",Verified ORF
8476,13,72027,0.106168364350806,0.0962685178980082,0.270849779550789,YML100W,TSL1,SGDID:S000004566,ORF,Verified ORF,"""Large subunit of trehalose 6-phosphate synthase/phosphatase complex; Tps1p-Tps2p complex converts uridine-5'-diphosphoglucose and glucose 6-phosphate to trehalose; contributes to survival to acute lethal heat stress; mutant has aneuploidy tolerance; protein abundance increases in response to DNA replication stress; TSL1 has a paralog ; TPS3 ; that arose from the whole genome duplication""",Verified ORF
8477,13,73225,0.129985968226096,0.0914178922903604,0.155941804457385,YML100W,TSL1,SGDID:S000004566,ORF,Verified ORF,"""Large subunit of trehalose 6-phosphate synthase/phosphatase complex; Tps1p-Tps2p complex converts uridine-5'-diphosphoglucose and glucose 6-phosphate to trehalose; contributes to survival to acute lethal heat stress; mutant has aneuploidy tolerance; protein abundance increases in response to DNA replication stress; TSL1 has a paralog ; TPS3 ; that arose from the whole genome duplication""",Verified ORF
8478,13,73814,0.102600271074163,0.0902161363154044,0.256196034841726,YML100W,TSL1,SGDID:S000004566,ORF,Verified ORF,"""Large subunit of trehalose 6-phosphate synthase/phosphatase complex; Tps1p-Tps2p complex converts uridine-5'-diphosphoglucose and glucose 6-phosphate to trehalose; contributes to survival to acute lethal heat stress; mutant has aneuploidy tolerance; protein abundance increases in response to DNA replication stress; TSL1 has a paralog ; TPS3 ; that arose from the whole genome duplication""",Verified ORF
8479,13,74713,0.0743233798877627,0.0889225182298586,0.403820539193711,YML099C,ARG81,SGDID:S000004565,ORF,Verified ORF,"""Zinc finger transcription factor involved in arginine-responsive genes; Zn(2)-Cys(6) binuclear cluster domain type; involved in the regulation of arginine-responsive genes; acts with Arg80p and Arg82p""",Verified ORF
8480,13,75198,0.0755389798891404,0.0864213513494236,0.382670175066645,YML099C,ARG81,SGDID:S000004565,ORF,Verified ORF,"""Zinc finger transcription factor involved in arginine-responsive genes; Zn(2)-Cys(6) binuclear cluster domain type; involved in the regulation of arginine-responsive genes; acts with Arg80p and Arg82p""",Verified ORF
8481,13,75558,0.0378837959059153,0.0874342413254575,0.665073611679048,YML099C,ARG81,SGDID:S000004565,ORF,Verified ORF,"""Zinc finger transcription factor involved in arginine-responsive genes; Zn(2)-Cys(6) binuclear cluster domain type; involved in the regulation of arginine-responsive genes; acts with Arg80p and Arg82p""",Verified ORF
8482,13,75773,0.0820850319859217,0.0859765056082364,0.340363573240984,YML099C,ARG81,SGDID:S000004565,ORF,Verified ORF,"""Zinc finger transcription factor involved in arginine-responsive genes; Zn(2)-Cys(6) binuclear cluster domain type; involved in the regulation of arginine-responsive genes; acts with Arg80p and Arg82p""",Verified ORF
8483,13,75864,0.0690929413054251,0.0852761297159875,0.418356132580071,YML099C,ARG81,SGDID:S000004565,ORF,Verified ORF,"""Zinc finger transcription factor involved in arginine-responsive genes; Zn(2)-Cys(6) binuclear cluster domain type; involved in the regulation of arginine-responsive genes; acts with Arg80p and Arg82p""",Verified ORF
8484,13,76087,0.054301034361286,0.0847396329379699,0.522069341352105,YML099C,ARG81,SGDID:S000004565,ORF,Verified ORF,"""Zinc finger transcription factor involved in arginine-responsive genes; Zn(2)-Cys(6) binuclear cluster domain type; involved in the regulation of arginine-responsive genes; acts with Arg80p and Arg82p""",Verified ORF
8485,13,76765,0.0674702230674846,0.0820658320620516,0.411547893773332,YML099C,ARG81,SGDID:S000004565,ORF,Verified ORF,"""Zinc finger transcription factor involved in arginine-responsive genes; Zn(2)-Cys(6) binuclear cluster domain type; involved in the regulation of arginine-responsive genes; acts with Arg80p and Arg82p""",Verified ORF
8486,13,77019,0.0431809201124747,0.0836716131181471,0.606124359258019,YML099C,ARG81,SGDID:S000004565,ORF,Verified ORF,"""Zinc finger transcription factor involved in arginine-responsive genes; Zn(2)-Cys(6) binuclear cluster domain type; involved in the regulation of arginine-responsive genes; acts with Arg80p and Arg82p""",Verified ORF
8487,13,77330,0.0684890732911381,0.0825640030890549,0.407366835587779,YML098W,TAF13,SGDID:S000004564,ORF,Verified ORF,"""TFIID subunit (19 kDa); involved in RNA polymerase II transcription initiation ; similar to histone H4 with atypical histone fold motif of Spt3-like transcription factors""",Verified ORF
8488,13,78550,0.151819510210124,0.0807616485857309,0.0609523732876208,YML097C,VPS9,SGDID:S000004563,ORF,Verified ORF,"""Guanine nucleotide exchange factor (GEF) and ubiquitin receptor; involved in vesicle-mediated vacuolar transport ; including Golgi-endosome trafficking and sorting through the multivesicular body (MVB); stimulates the intrinsic guanine nucleotide exchange activity of Rab family members (Vps21p/Ypt52p/Ypt53p); partially redundant with GEF MUK1; required for localization of the CORVET complex to endosomes; similar to mammalian ras inhibitors; contains a Ub-interacting CUE domain""",Verified ORF
8489,13,80145,0.0577873128734714,0.0825430315911819,0.484334025180528,YML096W,YML096W,SGDID:S000004562,ORF,Uncharacterized ORF,"""Putative protein with similarity to asparagine synthetases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YML096W is not an essential gene and partially overlaps the verified gene RAD10""",Uncharacterized ORF
8490,13,80160,0.0540969892904721,0.0825070875642673,0.512466940082637,YML096W,YML096W,SGDID:S000004562,ORF,Uncharacterized ORF,"""Putative protein with similarity to asparagine synthetases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YML096W is not an essential gene and partially overlaps the verified gene RAD10""",Uncharacterized ORF
8491,13,80220,0.0730745623140931,0.0824237094909515,0.375912903010626,YML096W,YML096W,SGDID:S000004562,ORF,Uncharacterized ORF,"""Putative protein with similarity to asparagine synthetases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YML096W is not an essential gene and partially overlaps the verified gene RAD10""",Uncharacterized ORF
8492,13,80254,0.0919961832719673,0.0819983004891333,0.262655652532964,YML096W,YML096W,SGDID:S000004562,ORF,Uncharacterized ORF,"""Putative protein with similarity to asparagine synthetases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YML096W is not an essential gene and partially overlaps the verified gene RAD10""",Uncharacterized ORF
8493,13,80292,0.0863535551700441,0.0816092472155523,0.290717695283775,YML096W,YML096W,SGDID:S000004562,ORF,Uncharacterized ORF,"""Putative protein with similarity to asparagine synthetases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YML096W is not an essential gene and partially overlaps the verified gene RAD10""",Uncharacterized ORF
8494,13,80310,0.0759757462223902,0.0820447711078453,0.355064136981666,YML096W,YML096W,SGDID:S000004562,ORF,Uncharacterized ORF,"""Putative protein with similarity to asparagine synthetases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YML096W is not an essential gene and partially overlaps the verified gene RAD10""",Uncharacterized ORF
8495,13,80397,0.0648035509662694,0.0821132826607247,0.430526652015749,YML096W,YML096W,SGDID:S000004562,ORF,Uncharacterized ORF,"""Putative protein with similarity to asparagine synthetases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YML096W is not an essential gene and partially overlaps the verified gene RAD10""",Uncharacterized ORF
8496,13,80408,0.040778969184136,0.0826159308183771,0.621897831255543,YML096W,YML096W,SGDID:S000004562,ORF,Uncharacterized ORF,"""Putative protein with similarity to asparagine synthetases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YML096W is not an essential gene and partially overlaps the verified gene RAD10""",Uncharacterized ORF
8497,13,80527,0.0478098320589071,0.0824353768796256,0.562306582513184,YML096W,YML096W,SGDID:S000004562,ORF,Uncharacterized ORF,"""Putative protein with similarity to asparagine synthetases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YML096W is not an essential gene and partially overlaps the verified gene RAD10""",Uncharacterized ORF
8498,13,80679,0.0382359888450807,0.0834271735380743,0.647007618555163,YML096W,YML096W,SGDID:S000004562,ORF,Uncharacterized ORF,"""Putative protein with similarity to asparagine synthetases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YML096W is not an essential gene and partially overlaps the verified gene RAD10""",Uncharacterized ORF
8499,13,80821,0.0370890674449651,0.0825767229005492,0.653601413117355,YML096W,YML096W,SGDID:S000004562,ORF,Uncharacterized ORF,"""Putative protein with similarity to asparagine synthetases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YML096W is not an essential gene and partially overlaps the verified gene RAD10""",Uncharacterized ORF
8500,13,81047,0.0490199430908804,0.0819484210370324,0.550103129570166,YML096W,YML096W,SGDID:S000004562,ORF,Uncharacterized ORF,"""Putative protein with similarity to asparagine synthetases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YML096W is not an essential gene and partially overlaps the verified gene RAD10""",Uncharacterized ORF
8501,13,81072,0.0614523431889342,0.0816731027158502,0.452300932448505,YML096W,YML096W,SGDID:S000004562,ORF,Uncharacterized ORF,"""Putative protein with similarity to asparagine synthetases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YML096W is not an essential gene and partially overlaps the verified gene RAD10""",Uncharacterized ORF
8502,13,81354,0.0299938176486823,0.0814748617051772,0.712992591594289,YML096W,YML096W,SGDID:S000004562,ORF,Uncharacterized ORF,"""Putative protein with similarity to asparagine synthetases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YML096W is not an essential gene and partially overlaps the verified gene RAD10""",Uncharacterized ORF
