SNP,Chr,Pos,Effect,SE,MID2_RSN1_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
9067,13,727861,0.313544075838937,0.142894779280355,0.0288700160918092,YMR229C,RRP5,SGDID:S000004842,ORF,Verified ORF,"""RNA binding protein involved in synthesis of 18S and 5.8S rRNAs; component of ribosomal small subunit (SSU) processome and 90S preribosome; required for pre-rRNA packaging and compaction of processome into dense terminal balls; part of Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription with role in biogenesis of large ribosomal subunit; binds single stranded tracts of U's; relocalizes from nucleolus to nucleus upon DNA replication stress""",Verified ORF
9068,13,727880,0.302368102183171,0.14402793960141,0.0364938275731991,YMR229C,RRP5,SGDID:S000004842,ORF,Verified ORF,"""RNA binding protein involved in synthesis of 18S and 5.8S rRNAs; component of ribosomal small subunit (SSU) processome and 90S preribosome; required for pre-rRNA packaging and compaction of processome into dense terminal balls; part of Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription with role in biogenesis of large ribosomal subunit; binds single stranded tracts of U's; relocalizes from nucleolus to nucleus upon DNA replication stress""",Verified ORF
9069,13,728693,0.311629777536584,0.142327013243954,0.0292122241554659,YMR229C,RRP5,SGDID:S000004842,ORF,Verified ORF,"""RNA binding protein involved in synthesis of 18S and 5.8S rRNAs; component of ribosomal small subunit (SSU) processome and 90S preribosome; required for pre-rRNA packaging and compaction of processome into dense terminal balls; part of Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription with role in biogenesis of large ribosomal subunit; binds single stranded tracts of U's; relocalizes from nucleolus to nucleus upon DNA replication stress""",Verified ORF
9070,13,729020,0.297812566924229,0.142904420818601,0.0378790381152338,YMR229C,RRP5,SGDID:S000004842,ORF,Verified ORF,"""RNA binding protein involved in synthesis of 18S and 5.8S rRNAs; component of ribosomal small subunit (SSU) processome and 90S preribosome; required for pre-rRNA packaging and compaction of processome into dense terminal balls; part of Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription with role in biogenesis of large ribosomal subunit; binds single stranded tracts of U's; relocalizes from nucleolus to nucleus upon DNA replication stress""",Verified ORF
9071,13,729021,0.297812566924229,0.142904420818601,0.0378790381152338,YMR229C,RRP5,SGDID:S000004842,ORF,Verified ORF,"""RNA binding protein involved in synthesis of 18S and 5.8S rRNAs; component of ribosomal small subunit (SSU) processome and 90S preribosome; required for pre-rRNA packaging and compaction of processome into dense terminal balls; part of Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription with role in biogenesis of large ribosomal subunit; binds single stranded tracts of U's; relocalizes from nucleolus to nucleus upon DNA replication stress""",Verified ORF
9072,13,729862,0.329869681039186,0.14161124312783,0.0204012928283535,YMR229C,RRP5,SGDID:S000004842,ORF,Verified ORF,"""RNA binding protein involved in synthesis of 18S and 5.8S rRNAs; component of ribosomal small subunit (SSU) processome and 90S preribosome; required for pre-rRNA packaging and compaction of processome into dense terminal balls; part of Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription with role in biogenesis of large ribosomal subunit; binds single stranded tracts of U's; relocalizes from nucleolus to nucleus upon DNA replication stress""",Verified ORF
9073,13,729988,0.333418973229879,0.144364321783004,0.0214887466939417,YMR229C,RRP5,SGDID:S000004842,ORF,Verified ORF,"""RNA binding protein involved in synthesis of 18S and 5.8S rRNAs; component of ribosomal small subunit (SSU) processome and 90S preribosome; required for pre-rRNA packaging and compaction of processome into dense terminal balls; part of Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription with role in biogenesis of large ribosomal subunit; binds single stranded tracts of U's; relocalizes from nucleolus to nucleus upon DNA replication stress""",Verified ORF
9074,13,731422,0.291212808164185,0.141815027429714,0.0407634294751342,YMR229C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9075,13,731433,0.291212808164185,0.141815027429714,0.0407634294751342,YMR229C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9076,13,731556,0.257146434047579,0.144651642498858,0.0763148716316078,YMR229C,RRP5,SGDID:S000004842,Close to 3'-UTR,Close to 3'-UTR,"""RNA binding protein involved in synthesis of 18S and 5.8S rRNAs; component of ribosomal small subunit (SSU) processome and 90S preribosome; required for pre-rRNA packaging and compaction of processome into dense terminal balls; part of Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription with role in biogenesis of large ribosomal subunit; binds single stranded tracts of U's; relocalizes from nucleolus to nucleus upon DNA replication stress""",Verified ORF
9077,13,731576,0.239070906416346,0.144632386862655,0.0992289639960966,YMR229C,RRP5,SGDID:S000004842,Close to 3'-UTR,Close to 3'-UTR,"""RNA binding protein involved in synthesis of 18S and 5.8S rRNAs; component of ribosomal small subunit (SSU) processome and 90S preribosome; required for pre-rRNA packaging and compaction of processome into dense terminal balls; part of Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription with role in biogenesis of large ribosomal subunit; binds single stranded tracts of U's; relocalizes from nucleolus to nucleus upon DNA replication stress""",Verified ORF
9078,13,731616,0.252602309349838,0.144674322563909,0.0816797555117228,YMR229C,RRP5,SGDID:S000004842,Close to 3'-UTR,Close to 3'-UTR,"""RNA binding protein involved in synthesis of 18S and 5.8S rRNAs; component of ribosomal small subunit (SSU) processome and 90S preribosome; required for pre-rRNA packaging and compaction of processome into dense terminal balls; part of Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription with role in biogenesis of large ribosomal subunit; binds single stranded tracts of U's; relocalizes from nucleolus to nucleus upon DNA replication stress""",Verified ORF
9079,13,731645,0.271335213932413,0.143435314432753,0.0593505427002001,YMR229C,RRP5,SGDID:S000004842,Close to 3'-UTR,Close to 3'-UTR,"""RNA binding protein involved in synthesis of 18S and 5.8S rRNAs; component of ribosomal small subunit (SSU) processome and 90S preribosome; required for pre-rRNA packaging and compaction of processome into dense terminal balls; part of Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription with role in biogenesis of large ribosomal subunit; binds single stranded tracts of U's; relocalizes from nucleolus to nucleus upon DNA replication stress""",Verified ORF
9080,13,732526,0.223642771447862,0.145429772785024,0.12499191219412,YMR230W,RPS10B,SGDID:S000004843,Close to 3'-UTR,Close to 3'-UTR,"""Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S10 ; no bacterial homolog; RPS10B has a paralog ; RPS10A ; that arose from the whole genome duplication; mutations in the human homolog associated with Diamond-Blackfan anemia""",Verified ORF
9081,13,732688,0.306010150856894,0.143585053440358,0.0337621389579661,YMR230W,RPS10B,SGDID:S000004843,Close to 3'-UTR,Close to 3'-UTR,"""Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S10 ; no bacterial homolog; RPS10B has a paralog ; RPS10A ; that arose from the whole genome duplication; mutations in the human homolog associated with Diamond-Blackfan anemia""",Verified ORF
9082,13,733539,0.391851199207305,0.141659731571415,0.0059707500870542,YMR231W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9083,13,734392,0.379194429028652,0.142811003237214,0.008284854721279,YMR231W,PEP5,SGDID:S000004844,ORF,Verified ORF,"""Histone E3 ligase ; component of CORVET membrane tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p; involved in ubiquitination and degradation of excess histones""",Verified ORF
9084,13,735275,0.395946965861654,0.142122381104808,0.0056251850619555,YMR231W,PEP5,SGDID:S000004844,ORF,Verified ORF,"""Histone E3 ligase ; component of CORVET membrane tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p; involved in ubiquitination and degradation of excess histones""",Verified ORF
9085,13,735637,0.401981879752162,0.14108238276426,0.0046390009377968,YMR231W,PEP5,SGDID:S000004844,ORF,Verified ORF,"""Histone E3 ligase ; component of CORVET membrane tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p; involved in ubiquitination and degradation of excess histones""",Verified ORF
9086,13,736201,0.387525619634133,0.142710133818823,0.0069435014166518,YMR231W,PEP5,SGDID:S000004844,ORF,Verified ORF,"""Histone E3 ligase ; component of CORVET membrane tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p; involved in ubiquitination and degradation of excess histones""",Verified ORF
9087,13,736304,0.391277159864645,0.141791766763635,0.0060904959629795,YMR231W,PEP5,SGDID:S000004844,ORF,Verified ORF,"""Histone E3 ligase ; component of CORVET membrane tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p; involved in ubiquitination and degradation of excess histones""",Verified ORF
9088,13,737273,0.395382876056019,0.143489486681402,0.0061645214343264,YMR232W,FUS2,SGDID:S000004845,ORF,Verified ORF,"""Cell fusion regulator; cytoplasmic protein localized to shmoo tip; required for alignment of parental nuclei before nuclear fusion during mating; contains a Dbl-homology domain; binds specifically with activated Cdc42p""",Verified ORF
9089,13,737783,0.339974402007313,0.142946839601309,0.0179229079983304,YMR232W,FUS2,SGDID:S000004845,ORF,Verified ORF,"""Cell fusion regulator; cytoplasmic protein localized to shmoo tip; required for alignment of parental nuclei before nuclear fusion during mating; contains a Dbl-homology domain; binds specifically with activated Cdc42p""",Verified ORF
9090,13,738123,0.40919184535886,0.142158999127023,0.0042402952081237,YMR232W,FUS2,SGDID:S000004845,ORF,Verified ORF,"""Cell fusion regulator; cytoplasmic protein localized to shmoo tip; required for alignment of parental nuclei before nuclear fusion during mating; contains a Dbl-homology domain; binds specifically with activated Cdc42p""",Verified ORF
9091,13,738224,0.394281501001508,0.145507775776703,0.0070630981236061,YMR232W,FUS2,SGDID:S000004845,ORF,Verified ORF,"""Cell fusion regulator; cytoplasmic protein localized to shmoo tip; required for alignment of parental nuclei before nuclear fusion during mating; contains a Dbl-homology domain; binds specifically with activated Cdc42p""",Verified ORF
9092,13,739183,0.376776307684494,0.142318615078044,0.0084746428655092,YMR233W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9093,13,740880,0.331109257503078,0.142058118223088,0.0203264957002327,YMR234W,RNH1,SGDID:S000004847,ORF,Verified ORF,"""Ribonuclease H1; able to bind double-stranded RNAs and RNA-DNA hybrids; associates with RNAse polymerase I.""",Verified ORF
9094,13,740946,0.343721210807612,0.143626306520373,0.0172256511377273,YMR234W,RNH1,SGDID:S000004847,ORF,Verified ORF,"""Ribonuclease H1; able to bind double-stranded RNAs and RNA-DNA hybrids; associates with RNAse polymerase I.""",Verified ORF
9095,13,743797,0.373124073434077,0.142165360704943,0.0090525958209569,YMR237W,BCH1,SGDID:S000004850,ORF,Verified ORF,"""Member of the ChAPs family (Chs5p-Arf1p-binding proteins); members include Bch1p ; Bch2p ; Bud7p ; and Chs6p; ChAPs family proteins form the exomer complex with Chs5p to mediate export of specific cargo proteins from the Golgi to the plasma membrane; interacts selectively with the activated ; GTP-bound form of Arf1p; may interact with ribosomes; protein abundance increases and forms cytoplasmic foci in response to DNA replication stress""",Verified ORF
9096,13,748562,0.299599595382411,0.142326956525495,0.0359967510059135,YMR239C,RNT1,SGDID:S000004852,ORF,Verified ORF,"""Nuclear dsRNA-specific ribonuclease (RNase III); involved in rDNA transcription ; rRNA processing and U2 snRNA 3' end formation by cleavage of a stem-loop structure at the 3' end of U2 snRNA; involved in polyadenylation-independent transcription termination; involved in the cell wall stress response ; regulating the degradation of cell wall integrity and morphogenesis checkpoint genes""",Verified ORF
9097,13,751130,0.0651402919483132,0.142707333231839,0.648339433184856,YMR240C,CUS1,SGDID:S000004853,ORF,Verified ORF,"""Protein required for assembly of U2 snRNP into the spliceosome; forms a complex with Hsh49p and Hsh155p""",Verified ORF
9098,13,751466,0.0477879042390344,0.143130149024718,0.738670419752211,YMR241W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9099,13,752958,-0.342769291571501,0.271500450109099,0.20760235543233,YMR241W,YHM2,SGDID:S000004854,Close to 3'-UTR,Close to 3'-UTR,"""Citrate and oxoglutarate carrier protein; exports citrate from and imports oxoglutarate into the mitochondrion ; causing net export of NADPH reducing equivalents; also associates with mt nucleoids and has a role in replication and segregation of the mt genome""",Verified ORF
9100,13,753081,0.134320144542833,0.147584328252546,0.363377759820639,YMR241W,YHM2,SGDID:S000004854,Close to 3'-UTR,Close to 3'-UTR,"""Citrate and oxoglutarate carrier protein; exports citrate from and imports oxoglutarate into the mitochondrion ; causing net export of NADPH reducing equivalents; also associates with mt nucleoids and has a role in replication and segregation of the mt genome""",Verified ORF
9101,13,755881,0.130117679069156,0.142581350284238,0.362083385276785,YMR243C,ZRC1,SGDID:S000004856,ORF,Verified ORF,"""Vacuolar membrane zinc transporter; transports zinc from cytosol to vacuole for storage; also has role in resistance to zinc shock resulting from sudden influx of zinc into cytoplasm; human ortholog SLC30A10 functions as a Mn transporter and mutations in SLC30A10 cause neurotoxic accumulation of Mn in liver and brain; ZRC1 has a paralog ; COT1 ; that arose from the whole genome duplication""",Verified ORF
9102,13,756824,-0.0485363376028829,0.288309446241571,0.866405876200873,YMR243C,ZRC1,SGDID:S000004856,Close to 3'-UTR,Close to 3'-UTR,"""Vacuolar membrane zinc transporter; transports zinc from cytosol to vacuole for storage; also has role in resistance to zinc shock resulting from sudden influx of zinc into cytoplasm; human ortholog SLC30A10 functions as a Mn transporter and mutations in SLC30A10 cause neurotoxic accumulation of Mn in liver and brain; ZRC1 has a paralog ; COT1 ; that arose from the whole genome duplication""",Verified ORF
9103,13,757834,0.148822375173679,0.142345092761906,0.296505443369603,YMR244W,YMR244W,SGDID:S000004858,ORF,Uncharacterized ORF,"""Putative protein of unknown function; SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole ; while mCherry fusion localizes to just the vacuole""",Uncharacterized ORF
9104,13,759401,0.116168370190796,0.142649266974554,0.415985712093041,YMR246W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9105,13,759805,0.0710896887989143,0.143218632970359,0.619941065367931,YMR244C-A,COA6,SGDID:S000004857,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in cytochrome c oxidase (Complex IV) assembly; involved in delivery of copper to Complex IV; also required for efficient formation of respiratory supercomplexes comprised of Complexes III and IV; localizes to the mitochondrial intermembrane space; ortholog implicated in cardiac defects in zebrafish and human; transcription is induced in response to the DNA-damaging agent MMS; protein abundance increases in response to DNA replication stress""",Verified ORF
9106,13,761165,0.0654070478665217,0.142811752601266,0.647237932327016,YMR246W,FAA4,SGDID:S000004860,ORF,Verified ORF,"""Long chain fatty acyl-CoA synthetase; activates fatty acids with a preference for C12:0-C16:0 chain lengths; role in the competitive import of long-chain fatty acids and sphingoid long-chain bases; role in stationary phase survival; localizes to lipid particles and the plasma membrane; role in sphingolipid-to-glycerolipid metabolism; forms cytoplasmic foci upon replication stress; faa1 faa4 double null complemented by any of human ACSBG1 ; ACSL1 ; 3 ; 4 ; 5 ; 6 ; SLC27A2 ; or 4""",Verified ORF
9107,13,761608,0.0119194663882706,0.142451971864879,0.933363393468838,YMR246W,FAA4,SGDID:S000004860,ORF,Verified ORF,"""Long chain fatty acyl-CoA synthetase; activates fatty acids with a preference for C12:0-C16:0 chain lengths; role in the competitive import of long-chain fatty acids and sphingoid long-chain bases; role in stationary phase survival; localizes to lipid particles and the plasma membrane; role in sphingolipid-to-glycerolipid metabolism; forms cytoplasmic foci upon replication stress; faa1 faa4 double null complemented by any of human ACSBG1 ; ACSL1 ; 3 ; 4 ; 5 ; 6 ; SLC27A2 ; or 4""",Verified ORF
9108,13,761771,0.027286097523304,0.143460689509125,0.849262425781781,YMR246W,FAA4,SGDID:S000004860,ORF,Verified ORF,"""Long chain fatty acyl-CoA synthetase; activates fatty acids with a preference for C12:0-C16:0 chain lengths; role in the competitive import of long-chain fatty acids and sphingoid long-chain bases; role in stationary phase survival; localizes to lipid particles and the plasma membrane; role in sphingolipid-to-glycerolipid metabolism; forms cytoplasmic foci upon replication stress; faa1 faa4 double null complemented by any of human ACSBG1 ; ACSL1 ; 3 ; 4 ; 5 ; 6 ; SLC27A2 ; or 4""",Verified ORF
9109,13,762630,0.0544998077055338,0.142423848131664,0.70220270781498,YNCM0034C,SNR86,SGDID:S000119075,Non-coding RNA,snoRNA gene,"snoRNA_gene ; ""H/ACA box small nucleolar RNA (snoRNA); guides pseudouridylation of large subunit (LSU) rRNA at position U2314""",snoRNA_gene
9110,13,764921,0.0712214041236333,0.14304810430027,0.61887562030331,YMR247C,RKR1,SGDID:S000004861,ORF,Verified ORF,"""RING domain E3 ubiquitin ligase; involved in ubiquitin-mediated degradation of non-stop proteins and translationally stalled ER membrane proteins; component of ribosome-bound RQC (ribosome quality control) complex; degrades products of mRNAs lacking a termination codon regardless of a poly(A) tail; functional connections to chromatin modification; homolog of mouse Listerin ; mutations in which reported to cause neurodegeneration""",Verified ORF
9111,13,769103,0.122089879646452,0.146466589356037,0.405088065564695,YMR247W-A_NFR/NDR,,,Promoter,Promoter,,Promoter
9112,13,770231,0.0859048785242839,0.142794525223132,0.547828020199911,YMR247W-A,YMR247W-A,SGDID:S000028849,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole ; while mCherry fusion localizes to just the vacuole""",Uncharacterized ORF
9113,13,770362,0.0621598024056243,0.143411614836391,0.664962562544893,YMR247W-A,YMR247W-A,SGDID:S000028849,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole ; while mCherry fusion localizes to just the vacuole""",Uncharacterized ORF
9114,13,770561,0.0962352030095673,0.150614095662377,0.52326841565642,YMR250W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9115,13,770563,0.0888618312168625,0.149212913514243,0.551866095412683,YMR250W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9116,13,774681,0.0843759645329135,0.144007154036908,0.558306996364847,YMR251W-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9117,13,774724,-0.118007510618193,0.286034815610308,0.680176934193295,YMR251W-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9118,13,776467,-0.12804268047627,0.142496659464266,0.369496266801076,YMR253C,YMR253C,SGDID:S000004866,ORF,Uncharacterized ORF,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; YMR253C is not an essential gene""",Uncharacterized ORF
9119,13,777558,-0.163339871605929,0.142702478541378,0.253142798736504,YMR253C,YMR253C,SGDID:S000004866,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; YMR253C is not an essential gene""",Uncharacterized ORF
9120,13,778814,-0.153355377299386,0.317093978210465,0.628950092492838,YMR254C,YMR254C,SGDID:S000004867,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved across S. cerevisiae strains""",Uncharacterized ORF
9121,13,779242,-0.248913547209602,0.142579418364112,0.0817176567308791,YMR256C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9122,13,779300,-0.269016135116984,0.143771299361645,0.0621527968744857,YMR256C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9123,13,779631,-0.335336928015288,0.143797310863032,0.0202619735808793,YMR257C,PET111,SGDID:S000004870,ORF,Verified ORF,"""Mitochondrial translational activator specific for the COX2 mRNA; located in the mitochondrial inner membrane""",Verified ORF
9124,13,783460,-0.353306869852085,0.142730529091592,0.0137796154647846,YMR258C,ROY1,SGDID:S000004871,ORF,Verified ORF,"""GTPase inhibitor with similarity to F-box proteins; inhibits Ypt52p GTPase activity by preventing Ypt52p from binding GTP; involved in regulating intracellular trafficking; physically interacts with Skp1p""",Verified ORF
9125,13,790664,-0.333053442205334,0.141781892342156,0.0193718324090604,YMR261C,TPS3,SGDID:S000004874,ORF,Verified ORF,"""Regulatory subunit of trehalose-6-phosphate synthase/phosphatase; involved in synthesis of storage carbohydrate trehalose; expression is induced by stress conditions and repressed by the Ras-cAMP pathway; TPS3 has a paralog ; TSL1 ; that arose from the whole genome duplication""",Verified ORF
9126,13,790923,-0.38603417594513,0.143219593626183,0.0073668560545998,YMR261C,TPS3,SGDID:S000004874,ORF,Verified ORF,"""Regulatory subunit of trehalose-6-phosphate synthase/phosphatase; involved in synthesis of storage carbohydrate trehalose; expression is induced by stress conditions and repressed by the Ras-cAMP pathway; TPS3 has a paralog ; TSL1 ; that arose from the whole genome duplication""",Verified ORF
9127,13,793818,-0.299329383215595,0.141559697091596,0.0351723060053656,YMR262W,YMR262W,SGDID:S000004875,ORF,Uncharacterized ORF,"""Protein of unknown function; interacts weakly with Knr4p; YMR262W is not an essential gene""",Uncharacterized ORF
9128,13,796580,0.0074809236021649,0.143152193068361,0.958352253686884,YMR265C,YMR265C,SGDID:S000004878,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
9129,13,796962,0.0375601233087212,0.142430412835551,0.79215834969165,YMR265C,YMR265C,SGDID:S000004878,ORF,Uncharacterized ORF,"""Putative protein of unknown function""",Uncharacterized ORF
9130,13,798315,0.140208243625203,0.143255532577438,0.328384515268253,YMR266W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9131,13,799197,0.114931427969401,0.142510343984534,0.420510398906424,YMR266W,RSN1,SGDID:S000004879,ORF,Verified ORF,"""Membrane protein of unknown function; overexpression suppresses NaCl sensitivity of sro7 mutant cells by restoring sodium pump (Ena1p) localization to the plasma membrane""",Verified ORF
9132,13,799605,0.128204641802985,0.142280908314196,0.36816699985151,YMR266W,RSN1,SGDID:S000004879,ORF,Verified ORF,"""Membrane protein of unknown function; overexpression suppresses NaCl sensitivity of sro7 mutant cells by restoring sodium pump (Ena1p) localization to the plasma membrane""",Verified ORF
9133,13,800884,0.145594965361957,0.143080522754161,0.309577537233051,YMR266W,RSN1,SGDID:S000004879,ORF,Verified ORF,"""Membrane protein of unknown function; overexpression suppresses NaCl sensitivity of sro7 mutant cells by restoring sodium pump (Ena1p) localization to the plasma membrane""",Verified ORF
9134,13,801587,0.16471310348236,0.143003546634894,0.250178103741882,YMR267W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9135,13,806573,0.163830570420152,0.144228503578466,0.256764915982618,YMR270C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9136,13,807168,0.151075052076983,0.142627695769271,0.29022082401817,YMR271C,URA10,SGDID:S000004884,ORF,Verified ORF,"""Minor orotate phosphoribosyltransferase (OPRTase) isozyme; catalyzes the fifth enzymatic step in the de novo biosynthesis of pyrimidines ; converting orotate into orotidine-5'-phosphate; URA10 has a paralog ; URA5 ; that arose from the whole genome duplication""",Verified ORF
9137,13,807743,0.143381926400682,0.142444025511509,0.314824036537384,YMR271C,URA10,SGDID:S000004884,Close to 3'-UTR,Close to 3'-UTR,"""Minor orotate phosphoribosyltransferase (OPRTase) isozyme; catalyzes the fifth enzymatic step in the de novo biosynthesis of pyrimidines ; converting orotate into orotidine-5'-phosphate; URA10 has a paralog ; URA5 ; that arose from the whole genome duplication""",Verified ORF
9138,13,808461,0.188255778657598,0.142921215185937,0.188626065044677,YMR271C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9139,13,812150,0.115754794081937,0.14283423916722,0.418248572819348,YMR273C,ZDS1,SGDID:S000004886,ORF,Verified ORF,"""Protein with a role in regulating Swe1p-dependent polarized growth; involved in maintaining Cdc55p in the cytoplasm where it promotes mitotic entry; involved in mitotic exit through Cdc14p regulation; interacts with silencing proteins at telomeres; has a role in Bcy1p localization; implicated in mRNA nuclear export; ZDS1 has a paralog ; ZDS2 ; that arose from the whole genome duplication""",Verified ORF
9140,13,812178,0.0929433828232809,0.142697482432312,0.515256224305695,YMR273C,ZDS1,SGDID:S000004886,ORF,Verified ORF,"""Protein with a role in regulating Swe1p-dependent polarized growth; involved in maintaining Cdc55p in the cytoplasm where it promotes mitotic entry; involved in mitotic exit through Cdc14p regulation; interacts with silencing proteins at telomeres; has a role in Bcy1p localization; implicated in mRNA nuclear export; ZDS1 has a paralog ; ZDS2 ; that arose from the whole genome duplication""",Verified ORF
9141,13,813548,0.0720445075357783,0.143842509569564,0.61678401572578,YMR273C,ZDS1,SGDID:S000004886,ORF,Verified ORF,"""Protein with a role in regulating Swe1p-dependent polarized growth; involved in maintaining Cdc55p in the cytoplasm where it promotes mitotic entry; involved in mitotic exit through Cdc14p regulation; interacts with silencing proteins at telomeres; has a role in Bcy1p localization; implicated in mRNA nuclear export; ZDS1 has a paralog ; ZDS2 ; that arose from the whole genome duplication""",Verified ORF
9142,13,815501,0.219032106199084,0.162078127952444,0.17743328509789,ARS1330,ARS1330,SGDID:S000118380,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
9143,13,815529,0.23020540579803,0.162854129293874,0.158369977339748,ARS1330,ARS1330,SGDID:S000118380,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
9144,13,819594,0.202838081762957,0.142034734391746,0.154150686183599,YMR276W,DSK2,SGDID:S000004889,ORF,Verified ORF,"""Nuclear-enriched ubiquitin-like polyubiquitin-binding protein; required for spindle pole body (SPB) duplication and for transit through the G2/M phase of the cell cycle; involved in proteolysis; interacts with the proteasome; protein abundance increases in response to DNA replication stress""",Verified ORF
9145,13,820446,0.17406369939237,0.143013214314811,0.224373068896028,YMR277W,FCP1,SGDID:S000004890,ORF,Verified ORF,"""Carboxy-terminal domain (CTD) phosphatase; essential for dephosphorylation of the repeated C-terminal domain of the RNA polymerase II large subunit (Rpo21p); relocalizes to the cytosol in response to hypoxia""",Verified ORF
9146,13,821488,0.158086049008197,0.142592617974328,0.268333711971866,YMR277W,FCP1,SGDID:S000004890,ORF,Verified ORF,"""Carboxy-terminal domain (CTD) phosphatase; essential for dephosphorylation of the repeated C-terminal domain of the RNA polymerase II large subunit (Rpo21p); relocalizes to the cytosol in response to hypoxia""",Verified ORF
9147,13,822712,0.164158485149754,0.14445941938145,0.256575107957783,YMR278W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9148,13,823029,0.173516095143046,0.142360286582062,0.223714321183299,YMR278W,PRM15,SGDID:S000004891,ORF,Verified ORF,"""Phosphoribomutase; catalyzes interconversion of ribose-1-phosphate and ribose-5-phosphate; has some phosphoglucomutase activity but primary activity in vivo is phosphoribomutase; contributes to ribose recycling in the pentose phosphate pathway; transcription induced in response to stress; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; non-essential""",Verified ORF
9149,13,825841,0.0118545539375954,0.142640176539538,0.933812692671917,YMR279C,ATR2,SGDID:S000004892,ORF,Verified ORF,"""Putative boron transporter involved in boron efflux and resistance; overexpression mutant but not null mutant displays boron tolerance phenotype; identified as a heat-induced gene in a high-throughout screen; YMR279C is not an essential gene; YMR279C has a paralog ; ATR1 ; that arose from the whole genome duplication""",Verified ORF
9150,13,827082,0.0090329824077581,0.143455815960693,0.949828420737285,YMR280C,CAT8,SGDID:S000004893,ORF,Verified ORF,"""Zinc cluster transcriptional activator; necessary for derepression of a variety of genes under non-fermentative growth conditions ; active after diauxic shift ; binds carbon source responsive elements; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
9151,13,828799,0.0435889094945123,0.142835336932912,0.760417338524933,YMR280C,CAT8,SGDID:S000004893,ORF,Verified ORF,"""Zinc cluster transcriptional activator; necessary for derepression of a variety of genes under non-fermentative growth conditions ; active after diauxic shift ; binds carbon source responsive elements; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
