SNP,Chr,Pos,Effect,SE,ADE17_PGM2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
10886,15,907245,-0.156335808759607,0.133961086043532,0.243988396786472,YOR316C,COT1,SGDID:S000005843,ORF,Verified ORF,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10887,15,907643,-0.20031652640415,0.134220250673456,0.136475333723189,YOR316C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10888,15,908870,-0.174811242017143,0.133274580069058,0.190486526090874,YOR317W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10889,15,909076,0.223688588905032,0.14594815334552,0.126255865929442,YOR317W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10890,15,911587,-0.210713240865475,0.140465267152783,0.134479951248897,YOR317W,FAA1,SGDID:S000005844,Close to 3'-UTR,Close to 3'-UTR,"""Long chain fatty acyl-CoA synthetase; activates fatty acids with a preference for C12:0-C16:0 chain lengths; role in the competitive import of long-chain fatty acids and sphingoid long-chain bases; accounts for most acyl-CoA synthetase activity; localizes to lipid particles and the plasma membrane; role in sphingolipid-to-glycerolipid metabolism; forms ER foci upon replication stress; faa1 faa4 double null complemented by any of human ACSBG1 ; ACSL1 ; 3 ; 4 ; 5 ; 6 ; SLC27A2 ; or 4""",Verified ORF
10891,15,911748,-0.125101057382215,0.280804013740559,0.656224171286953,YOR317W,FAA1,SGDID:S000005844,Close to 3'-UTR,Close to 3'-UTR,"""Long chain fatty acyl-CoA synthetase; activates fatty acids with a preference for C12:0-C16:0 chain lengths; role in the competitive import of long-chain fatty acids and sphingoid long-chain bases; accounts for most acyl-CoA synthetase activity; localizes to lipid particles and the plasma membrane; role in sphingolipid-to-glycerolipid metabolism; forms ER foci upon replication stress; faa1 faa4 double null complemented by any of human ACSBG1 ; ACSL1 ; 3 ; 4 ; 5 ; 6 ; SLC27A2 ; or 4""",Verified ORF
10892,15,911795,-0.222920112031795,0.134624570313782,0.0986377989699608,YOR318C,YOR318C,SGDID:S000005845,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; transcript is predicted to be spliced but there is no evidence that it is spliced in vivo""",Dubious ORF
10893,15,912636,-0.216199968777688,0.134249480016946,0.108196876004751,YOR318C,YOR318C,SGDID:S000005845,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; transcript is predicted to be spliced but there is no evidence that it is spliced in vivo""",Dubious ORF
10894,15,912729,-0.180332689659798,0.133050456391506,0.176166064100907,YOR318C,YOR318C,SGDID:S000005845,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; transcript is predicted to be spliced but there is no evidence that it is spliced in vivo""",Dubious ORF
10895,15,917889,-0.0859890416448275,0.133673311598878,0.520461668838208,YOR321W,PMT3,SGDID:S000005848,ORF,Verified ORF,"""Protein O-mannosyltransferase; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; acts in a complex with Pmt5p ; can instead interact with Pmt1p in some conditions; antifungal drug target; PMT3 has a paralog ; PMT2 ; that arose from the whole genome duplication""",Verified ORF
10896,15,919436,-0.108437788977464,0.133780397138754,0.418161295074308,YOR322C,LDB19,SGDID:S000005849,ORF,Verified ORF,"""Alpha-arrestin ; Ub-ligase adaptor for Rsp5p; regulates starvation- and substrate-induced Ub-dependent endocytosis of select plasma membrane localized amino acid transporters ; recruiting Rsp5p to its targets; role in basal internalization and turnover of Ste2p ; mating and zygote formation; recruits Rsp5p to Ste2p via its 2 PPXY motifs; inhibited by Npr1p-mediated phosphorylation ; affecting cytosol and plasma membrane translocation; localization regulated by Rsp5p-dependent ubiquitination""",Verified ORF
10897,15,921242,-0.128827330307488,0.13488685611793,0.340192349926864,YOR322C,LDB19,SGDID:S000005849,Close to 3'-UTR,Close to 3'-UTR,"""Alpha-arrestin ; Ub-ligase adaptor for Rsp5p; regulates starvation- and substrate-induced Ub-dependent endocytosis of select plasma membrane localized amino acid transporters ; recruiting Rsp5p to its targets; role in basal internalization and turnover of Ste2p ; mating and zygote formation; recruits Rsp5p to Ste2p via its 2 PPXY motifs; inhibited by Npr1p-mediated phosphorylation ; affecting cytosol and plasma membrane translocation; localization regulated by Rsp5p-dependent ubiquitination""",Verified ORF
10898,15,921271,-0.148956832665583,0.134982848795076,0.270551310541404,YOR322C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10899,15,923218,-0.131810395752801,0.135928882455556,0.332859407107541,YOR323C,PRO2,SGDID:S000005850,Close to 3'-UTR,Close to 3'-UTR,"""Gamma-glutamyl phosphate reductase; catalyzes the second step in proline biosynthesis""",Verified ORF
10900,15,927535,-0.025362916451646,0.135818587444346,0.851970882197477,YOR326W,MYO2,SGDID:S000005853,ORF,Verified ORF,"""Type V myosin motor involved in actin-based transport of cargos; required for the polarized delivery of secretory vesicles ; the vacuole ; late Golgi elements ; peroxisomes ; lipid droplets ; and the mitotic spindle; MYO2 has a paralog ; MYO4 ; that arose from the whole genome duplication""",Verified ORF
10901,15,930508,-0.13284621962754,0.165855763735299,0.423685246694851,YOR326W,MYO2,SGDID:S000005853,Close to 3'-UTR,Close to 3'-UTR,"""Type V myosin motor involved in actin-based transport of cargos; required for the polarized delivery of secretory vesicles ; the vacuole ; late Golgi elements ; peroxisomes ; lipid droplets ; and the mitotic spindle; MYO2 has a paralog ; MYO4 ; that arose from the whole genome duplication""",Verified ORF
10902,15,930508,0.0866664123054984,0.351746226925928,0.805524307608659,YOR326W,MYO2,SGDID:S000005853,Close to 3'-UTR,Close to 3'-UTR,"""Type V myosin motor involved in actin-based transport of cargos; required for the polarized delivery of secretory vesicles ; the vacuole ; late Golgi elements ; peroxisomes ; lipid droplets ; and the mitotic spindle; MYO2 has a paralog ; MYO4 ; that arose from the whole genome duplication""",Verified ORF
10903,15,930562,-0.0386298391929197,0.144359473953022,0.789167543739652,YOR326W,MYO2,SGDID:S000005853,Close to 3'-UTR,Close to 3'-UTR,"""Type V myosin motor involved in actin-based transport of cargos; required for the polarized delivery of secretory vesicles ; the vacuole ; late Golgi elements ; peroxisomes ; lipid droplets ; and the mitotic spindle; MYO2 has a paralog ; MYO4 ; that arose from the whole genome duplication""",Verified ORF
10904,15,931347,0.0124295286587389,0.136270779171804,0.927375885809026,YOR328W_NFR/NDR,,,Promoter,Promoter,,Promoter
10905,15,933083,0.0520160339595439,0.13379740435519,0.69768279689292,YOR328W,PDR10,SGDID:S000005855,ORF,Verified ORF,"""ATP-binding cassette (ABC) transporter; multidrug transporter involved in the pleiotropic drug resistance network; regulated by Pdr1p and Pdr3p""",Verified ORF
10906,15,934483,0.0935968711092385,0.134278468131902,0.486239299403475,YOR328W,PDR10,SGDID:S000005855,ORF,Verified ORF,"""ATP-binding cassette (ABC) transporter; multidrug transporter involved in the pleiotropic drug resistance network; regulated by Pdr1p and Pdr3p""",Verified ORF
10907,15,934516,0.0751581286571229,0.134456966578952,0.576532980879218,YOR328W,PDR10,SGDID:S000005855,ORF,Verified ORF,"""ATP-binding cassette (ABC) transporter; multidrug transporter involved in the pleiotropic drug resistance network; regulated by Pdr1p and Pdr3p""",Verified ORF
10908,15,935795,0.0744840949609481,0.134302655623032,0.579520298780487,YOR328W,PDR10,SGDID:S000005855,ORF,Verified ORF,"""ATP-binding cassette (ABC) transporter; multidrug transporter involved in the pleiotropic drug resistance network; regulated by Pdr1p and Pdr3p""",Verified ORF
10909,15,937046,0.0628912305544049,0.134033886401723,0.639202860460889,YOR329C,SCD5,SGDID:S000005856,ORF,Verified ORF,"""Protein required for normal actin organization and endocytosis; targeting subunit for protein phosphatase type 1; undergoes Crm1p-dependent nuclear-cytoplasmic shuttling; multicopy suppressor of clathrin deficiency""",Verified ORF
10910,15,938051,0.0451081784945114,0.134146292984705,0.736873784433432,YOR329C,SCD5,SGDID:S000005856,ORF,Verified ORF,"""Protein required for normal actin organization and endocytosis; targeting subunit for protein phosphatase type 1; undergoes Crm1p-dependent nuclear-cytoplasmic shuttling; multicopy suppressor of clathrin deficiency""",Verified ORF
10911,15,940092,-0.0435798069037605,0.134295928063204,0.745747345468771,YOR330C,MIP1,SGDID:S000005857,ORF,Verified ORF,"""Mitochondrial DNA polymerase gamma; single subunit of mitochondrial DNA polymerase in yeast ; in contrast to metazoan complex of catalytic and accessory subunits; polymorphic in yeast ; petites occur more frequently in some lab strains; human ortholog POLG complements yeast mip1 mutant; mutations in human POLG associated with Alpers-Huttenlocher syndrome (AHS) ; progressive external ophthalmoplegia (PEO) ; parkinsonism ; other mitochondrial diseases""",Verified ORF
10912,15,941271,-0.0845949204206646,0.133532602226867,0.526807560884637,YOR330C,MIP1,SGDID:S000005857,ORF,Verified ORF,"""Mitochondrial DNA polymerase gamma; single subunit of mitochondrial DNA polymerase in yeast ; in contrast to metazoan complex of catalytic and accessory subunits; polymorphic in yeast ; petites occur more frequently in some lab strains; human ortholog POLG complements yeast mip1 mutant; mutations in human POLG associated with Alpers-Huttenlocher syndrome (AHS) ; progressive external ophthalmoplegia (PEO) ; parkinsonism ; other mitochondrial diseases""",Verified ORF
10913,15,943341,-0.204156451927136,0.133038614722791,0.125786379399164,YOR330C,MIP1,SGDID:S000005857,ORF,Verified ORF,"""Mitochondrial DNA polymerase gamma; single subunit of mitochondrial DNA polymerase in yeast ; in contrast to metazoan complex of catalytic and accessory subunits; polymorphic in yeast ; petites occur more frequently in some lab strains; human ortholog POLG complements yeast mip1 mutant; mutations in human POLG associated with Alpers-Huttenlocher syndrome (AHS) ; progressive external ophthalmoplegia (PEO) ; parkinsonism ; other mitochondrial diseases""",Verified ORF
10914,15,944458,0.0181074785996849,0.151257766635832,0.904778825708631,YOR334W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10915,15,950568,0.0369490054631311,0.134080517377506,0.783037090596461,YOR336W,KRE5,SGDID:S000005863,ORF,Verified ORF,"""Protein required for beta-1,6 glucan biosynthesis; mutations result in aberrant morphology and severe growth defects""",Verified ORF
10916,15,951423,0.0454806602322981,0.134197430908701,0.734880114043975,YOR336W,KRE5,SGDID:S000005863,ORF,Verified ORF,"""Protein required for beta-1,6 glucan biosynthesis; mutations result in aberrant morphology and severe growth defects""",Verified ORF
10917,15,952849,0.0694142187686509,0.133700602337151,0.603962967765868,YOR336W,KRE5,SGDID:S000005863,ORF,Verified ORF,"""Protein required for beta-1,6 glucan biosynthesis; mutations result in aberrant morphology and severe growth defects""",Verified ORF
10918,15,956308,0.154504963038257,0.133101340250884,0.246504806022194,YOR337W,TEA1,SGDID:S000005864,ORF,Verified ORF,"""Ty1 enhancer activator involved in Ty enhancer-mediated transcription; required for full levels of Ty enhancer-mediated transcription; C6 zinc cluster DNA-binding protein""",Verified ORF
10919,15,957477,0.151849385121125,0.133697022929485,0.256822362768077,YOR338W,YOR338W,SGDID:S000005865,ORF,Uncharacterized ORF,"""Putative protein of unknown function; YOR338W transcription is regulated by Azf1p and its transcript is a specific target of the G protein effector Scp160p; identified as being required for sporulation in a high-throughput mutant screen; YOR338W has a paralog ; FUN19 ; that arose from the whole genome duplication""",Uncharacterized ORF
10920,15,959079,0.127610754806185,0.134471622846841,0.343280481534041,YOR339C,UBC11,SGDID:S000005866,Close to 3'-UTR,Close to 3'-UTR,"""Ubiquitin-conjugating enzyme; most similar in sequence to Xenopus ubiquitin-conjugating enzyme E2-C ; but not a true functional homolog of this E2; unlike E2-C ; not required for the degradation of mitotic cyclin Clb2""",Verified ORF
10921,15,960232,0.0485736956078702,0.137296787145749,0.723710396304862,YOR340C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10922,15,960845,0.0970579615163982,0.141136785840754,0.492101377376134,YOR341W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10923,15,961458,0.0759078475410399,0.133133083496543,0.568928381287711,YOR341W,RPA190,SGDID:S000005868,ORF,Verified ORF,"""RNA polymerase I largest subunit A190""",Verified ORF
10924,15,961510,0.0639245782219569,0.132924862791712,0.630880092550141,YOR341W,RPA190,SGDID:S000005868,ORF,Verified ORF,"""RNA polymerase I largest subunit A190""",Verified ORF
10925,15,961682,0.0951436509378408,0.135153572668055,0.481917450960896,YOR341W,RPA190,SGDID:S000005868,ORF,Verified ORF,"""RNA polymerase I largest subunit A190""",Verified ORF
10926,15,963635,0.0605873602777405,0.133303506737743,0.649743401884208,YOR341W,RPA190,SGDID:S000005868,ORF,Verified ORF,"""RNA polymerase I largest subunit A190""",Verified ORF
10927,15,963965,0.0601988207172071,0.133304005398747,0.651841347638707,YOR341W,RPA190,SGDID:S000005868,ORF,Verified ORF,"""RNA polymerase I largest subunit A190""",Verified ORF
10928,15,964403,0.0395966072859833,0.133325849845242,0.7666478886315,YOR341W,RPA190,SGDID:S000005868,ORF,Verified ORF,"""RNA polymerase I largest subunit A190""",Verified ORF
10929,15,966542,0.0525553125861418,0.27131641641014,0.846518387517561,YOR341W,RPA190,SGDID:S000005868,Close to 3'-UTR,Close to 3'-UTR,"""RNA polymerase I largest subunit A190""",Verified ORF
10930,15,970097,-0.0094523142889881,0.13613238586262,0.944682907880042,SUT795_NFR/NDR,,,Promoter,Promoter,,Promoter
10931,15,970105,-0.0026958250702458,0.136319510395585,0.984233409383608,SUT795_NFR/NDR,,,Promoter,Promoter,,Promoter
10932,15,970110,0.0045472014183014,0.136534643537047,0.973450685498262,SUT795_NFR/NDR,,,Promoter,Promoter,,Promoter
10933,15,970129,0.0211306683234487,0.138622259356522,0.878932169392683,SUT795_NFR/NDR,,,Promoter,Promoter,,Promoter
10934,15,970141,-0.0006260616248944,0.140622559003986,0.996450287855562,SUT795_NFR/NDR,,,Promoter,Promoter,,Promoter
10935,15,970171,0.0132261247708125,0.152198793773153,0.930800012400732,SUT795_NFR/NDR,,,Promoter,Promoter,,Promoter
10936,15,970172,0.0132261247708125,0.152198793773153,0.930800012400732,SUT795_NFR/NDR,,,Promoter,Promoter,,Promoter
10937,15,970181,0.0860615955498822,0.265922398254965,0.746406605404377,SUT795_NFR/NDR,,,Promoter,Promoter,,Promoter
10938,15,970186,0.0831643919124954,0.265925009720983,0.754665721217463,SUT795_NFR/NDR,,,Promoter,Promoter,,Promoter
10939,15,970202,0.0393478234781384,0.265903510696343,0.882444756244158,SUT795_NFR/NDR,,,Promoter,Promoter,,Promoter
10940,15,970210,0.0888448302980844,0.265894753509313,0.738475862287415,SUT795_NFR/NDR,,,Promoter,Promoter,,Promoter
10941,15,970213,0.111058234942103,0.265846050687027,0.676381017648293,SUT795_NFR/NDR,,,Promoter,Promoter,,Promoter
10942,15,970228,0.0738325272753642,0.265907762671482,0.781434244816683,SUT795_NFR/NDR,,,Promoter,Promoter,,Promoter
10943,15,970235,0.0738325272753642,0.265907762671482,0.781434244816683,SUT795_NFR/NDR,,,Promoter,Promoter,,Promoter
10944,15,970266,0.0354415400244239,0.266457616610402,0.894261224331443,SUT795_NFR/NDR,,,Promoter,Promoter,,Promoter
10945,15,970285,-1.95782671295694,1.02903341069787,0.057907821147371,YORWdelta23_NFR/NDR,,,Promoter,Promoter,,Promoter
10946,15,970286,-0.43974455035717,0.379963907057245,0.247919081418254,YORWdelta23,YORWdelta23,SGDID:S000007176,Other features,LTR,"""Ty2 LTR""",long_terminal_repeat
10947,15,970287,-0.479088451505861,0.354991035589855,0.178015919727634,YORWdelta23,YORWdelta23,SGDID:S000007176,Other features,LTR,"""Ty2 LTR""",long_terminal_repeat
10948,15,970290,-0.479088451505861,0.354991035589855,0.178015919727634,YORWdelta23,YORWdelta23,SGDID:S000007176,Other features,LTR,"""Ty2 LTR""",long_terminal_repeat
10949,15,970291,-0.479088451505861,0.354991035589855,0.178015919727634,YORWdelta23,YORWdelta23,SGDID:S000007176,Other features,LTR,"""Ty2 LTR""",long_terminal_repeat
10950,15,976305,0.15502240150221,0.265867253093259,0.560210428232491,tM(CAU)O2_NFR/NDR,,,Promoter,Promoter,,Promoter
10951,15,976308,0.163006672944558,0.265820298898928,0.540124911125143,tM(CAU)O2_NFR/NDR,,,Promoter,Promoter,,Promoter
10952,15,976341,-0.0290658666639227,0.1428433802795,0.838876599091787,tM(CAU)O2_NFR/NDR,,,Promoter,Promoter,,Promoter
10953,15,976367,0.0281437471241599,0.266208500066206,0.915864011250932,tM(CAU)O2_NFR/NDR,,,Promoter,Promoter,,Promoter
10954,15,976373,0.097680126572433,0.265885974392652,0.713558719151681,tM(CAU)O2_NFR/NDR,,,Promoter,Promoter,,Promoter
10955,15,977029,-0.0333879790726572,0.177109391680949,0.850580392585539,YOR344C,TYE7,SGDID:S000005871,Close to 3'-UTR,Close to 3'-UTR,"""Serine-rich protein that contains a bHLH DNA binding motif; binds E-boxes of glycolytic genes and contributes to their activation; may function as a transcriptional activator in Ty1-mediated gene expression; bHLH stands for basic-helix-loop-helix""",Verified ORF
10956,15,977576,0.0075936860226123,0.133770148865418,0.954763181332325,YOR344C,TYE7,SGDID:S000005871,ORF,Verified ORF,"""Serine-rich protein that contains a bHLH DNA binding motif; binds E-boxes of glycolytic genes and contributes to their activation; may function as a transcriptional activator in Ty1-mediated gene expression; bHLH stands for basic-helix-loop-helix""",Verified ORF
10957,15,979280,0.0661229118213609,0.133346612447953,0.62029298456325,XUT_15F-444,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
10958,15,981228,0.0061053179919086,0.135274381267611,0.964026939990586,YOR345C,YOR345C,SGDID:S000005872,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps the verified gene REV1; null mutant displays increased resistance to antifungal agents gliotoxin ; cycloheximide and H2O2""",Dubious ORF
10959,15,981231,0.0061053179919086,0.135274381267611,0.964026939990586,YOR345C,YOR345C,SGDID:S000005872,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps the verified gene REV1; null mutant displays increased resistance to antifungal agents gliotoxin ; cycloheximide and H2O2""",Dubious ORF
10960,15,981687,0.055887453390789,0.134639450788379,0.678328386915392,ARS1529,ARS1529,SGDID:S000118496,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
10961,15,986923,-0.0881735866601547,0.13395713870998,0.510824286245097,YOR348C,PUT4,SGDID:S000005875,ORF,Verified ORF,"""Proline permease; required for high-affinity transport of proline; also transports the toxic proline analog azetidine-2-carboxylate (AzC); PUT4 transcription is repressed in ammonia-grown cells""",Verified ORF
10962,15,987887,-0.176947587165335,0.133276143810267,0.185142961111139,YOR348C,PUT4,SGDID:S000005875,ORF,Verified ORF,"""Proline permease; required for high-affinity transport of proline; also transports the toxic proline analog azetidine-2-carboxylate (AzC); PUT4 transcription is repressed in ammonia-grown cells""",Verified ORF
10963,15,991809,-0.0525178599499793,0.133796849015973,0.694911375859011,YOR349W,CIN1,SGDID:S000005876,ORF,Verified ORF,"""Tubulin folding factor D involved in beta-tubulin (Tub2p) folding; isolated as mutant with increased chromosome loss and sensitivity to benomyl""",Verified ORF
10964,15,992356,-0.0616794483899962,0.134182328712031,0.646036835218488,YOR349W,CIN1,SGDID:S000005876,ORF,Verified ORF,"""Tubulin folding factor D involved in beta-tubulin (Tub2p) folding; isolated as mutant with increased chromosome loss and sensitivity to benomyl""",Verified ORF
10965,15,992802,-0.0357384497650477,0.135373621195134,0.791935031868558,YOR349W,CIN1,SGDID:S000005876,ORF,Verified ORF,"""Tubulin folding factor D involved in beta-tubulin (Tub2p) folding; isolated as mutant with increased chromosome loss and sensitivity to benomyl""",Verified ORF
10966,15,993662,-0.0182443601734367,0.1339845221633,0.891766353171908,YOR350C,MNE1,SGDID:S000005877,ORF,Verified ORF,"""Protein involved in splicing Group I aI5-beta intron from COX1 mRNA; mitochondrial matrix protein""",Verified ORF
10967,15,993671,-0.0182443601734367,0.1339845221633,0.891766353171908,YOR350C,MNE1,SGDID:S000005877,ORF,Verified ORF,"""Protein involved in splicing Group I aI5-beta intron from COX1 mRNA; mitochondrial matrix protein""",Verified ORF
10968,15,993703,0.0004286263177195,0.134222479584941,0.997453842156094,YOR350C,MNE1,SGDID:S000005877,ORF,Verified ORF,"""Protein involved in splicing Group I aI5-beta intron from COX1 mRNA; mitochondrial matrix protein""",Verified ORF
10969,15,994342,-0.0284593653448229,0.138709691981042,0.837555888028001,YOR350C,MNE1,SGDID:S000005877,ORF,Verified ORF,"""Protein involved in splicing Group I aI5-beta intron from COX1 mRNA; mitochondrial matrix protein""",Verified ORF
10970,15,994833,-0.0530888393841834,0.137261022208199,0.699157413525669,YOR350C,MNE1,SGDID:S000005877,ORF,Verified ORF,"""Protein involved in splicing Group I aI5-beta intron from COX1 mRNA; mitochondrial matrix protein""",Verified ORF
10971,15,994879,-0.0652204798269654,0.139125898932622,0.639510916318156,YOR350C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10972,15,994943,-0.0094152833955458,0.162115983468825,0.953719795606236,YOR350C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10973,15,995180,-0.0264038136419521,0.135671441143548,0.84580564473769,CUT395,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
10974,15,995834,-0.0392202755994338,0.135220219417244,0.771950264092687,CUT395,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
10975,15,996026,-0.0348172465526639,0.13591733373457,0.797972747289337,CUT395,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
10976,15,996702,0.0098125586807231,0.135478598306985,0.942301648376522,CUT395,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
10977,15,996731,-0.013442651901132,0.136624586516929,0.921677537369801,CUT395,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
10978,15,999455,0.090418311793259,0.135022332626575,0.503515843843555,YOR353C,SOG2,SGDID:S000005880,ORF,Verified ORF,"""Key component of the RAM signaling network; required for proper cell morphogenesis and cell separation after mitosis""",Verified ORF
10979,15,1002614,0.103219429343498,0.136329407570154,0.449475531520131,YOR354C,MSC6,SGDID:S000005881,ORF,Verified ORF,"""Multicopy suppressor of HER2 involved in mitochondrial translation; mutant is defective in directing meiotic recombination events to homologous chromatids""",Verified ORF
10980,15,1002663,0.106729358041699,0.135893857765897,0.432753129589455,YOR354C,MSC6,SGDID:S000005881,ORF,Verified ORF,"""Multicopy suppressor of HER2 involved in mitochondrial translation; mutant is defective in directing meiotic recombination events to homologous chromatids""",Verified ORF
10981,15,1003070,0.0787543513551631,0.135931173957018,0.562709545480887,YOR354C,MSC6,SGDID:S000005881,ORF,Verified ORF,"""Multicopy suppressor of HER2 involved in mitochondrial translation; mutant is defective in directing meiotic recombination events to homologous chromatids""",Verified ORF
10982,15,1003372,0.0491854547480237,0.136914949657892,0.719629643359219,YOR354C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10983,15,1004274,0.116254084159804,0.26954722166206,0.66651792049183,SUT388,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
10984,15,1004274,-0.256791950505865,0.359055783422052,0.474966377254887,SUT388,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
10985,15,1004868,0.0421492215328416,0.140873309851145,0.764963918219048,YOR355W,GDS1,SGDID:S000005882,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; required for growth on glycerol as a carbon source; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
10986,15,1006757,0.0875276926787709,0.141412866411531,0.536347590809621,YOR356W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10987,15,1008479,0.194116396365286,0.133314729338829,0.146260381705364,YOR356W,CIR2,SGDID:S000005883,ORF,Verified ORF,"""Putative ortholog of human ETF-dH; found in a large supramolecular complex with other mitochondrial dehydrogenases; may have a role in oxidative stress response; ETF-dH is also known as electron transfer flavoprotein dehydrogenase""",Verified ORF
10988,15,1008599,0.202497083060038,0.133180507012162,0.129287855537577,YOR356W,CIR2,SGDID:S000005883,ORF,Verified ORF,"""Putative ortholog of human ETF-dH; found in a large supramolecular complex with other mitochondrial dehydrogenases; may have a role in oxidative stress response; ETF-dH is also known as electron transfer flavoprotein dehydrogenase""",Verified ORF
10989,15,1010191,0.169151870276295,0.133032950480561,0.204386678803265,YOR358W,HAP5,SGDID:S000005885,ORF,Verified ORF,"""Subunit of the Hap2p/3p/4p/5p CCAAT-binding complex; complex is heme-activated and glucose repressed; complex is a transcriptional activator and global regulator of respiratory gene expression; required for assembly and DNA binding activity of the complex""",Verified ORF
10990,15,1012233,0.123145170031486,0.133677160611096,0.357568248706298,YOR359W,VTS1,SGDID:S000005886,ORF,Verified ORF,"""Flap-structured DNA-binding and RNA-binding protein; stimulates deadenylation-dependent mRNA degradation mediated by the CCR4-NOT deadenylase complex; member of the Smaug (Smg) family of post-transcriptional regulators which bind RNA through a conserved sterile alpha motif (SAM) domain that interacts with Smg recognition element (SREs) containing transcripts; stimulates Dna2p endonuclease activity; forms [SMAUG+] prion""",Verified ORF
10991,15,1012745,0.074898582322285,0.136520749256408,0.58361021030067,YOR359W,VTS1,SGDID:S000005886,ORF,Verified ORF,"""Flap-structured DNA-binding and RNA-binding protein; stimulates deadenylation-dependent mRNA degradation mediated by the CCR4-NOT deadenylase complex; member of the Smaug (Smg) family of post-transcriptional regulators which bind RNA through a conserved sterile alpha motif (SAM) domain that interacts with Smg recognition element (SREs) containing transcripts; stimulates Dna2p endonuclease activity; forms [SMAUG+] prion""",Verified ORF
10992,15,1014707,0.0785338594463132,0.133708627479979,0.557343670564458,YOR360C,PDE2,SGDID:S000005887,ORF,Verified ORF,"""High-affinity cyclic AMP phosphodiesterase; component of the cAMP-dependent protein kinase signaling system ; protects the cell from extracellular cAMP ; contains readthrough motif surrounding termination codon""",Verified ORF
10993,15,1015033,0.071322498995899,0.135315025468675,0.598465750776817,YOR360C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10994,15,1016660,0.119314369836842,0.133837463865911,0.373275164697949,YOR361C,PRT1,SGDID:S000005888,ORF,Verified ORF,"""eIF3b subunit of the eukaryotic translation initiation factor 3 (eIF3); subunit of the core complex of eIF3; essential for translation; part of a subcomplex (Prt1p-Rpg1p-Nip1p) that stimulates binding of mRNA and tRNA(i)Met to ribosomes; eIF3 is also involved in programmed stop codon readthrough""",Verified ORF
10995,15,1018776,-0.0145514996389676,0.133771705066866,0.913439899084443,YOR362C,PRE10,SGDID:S000005889,Close to 3'-UTR,Close to 3'-UTR,"""Alpha 7 subunit of the 20S proteasome; protein abundance increases in response to DNA replication stress""",Verified ORF
10996,15,1022262,0.0196848830253178,0.133333128013038,0.882713661401157,YOR363C,PIP2,SGDID:S000005890,ORF,Verified ORF,"""Autoregulatory ; oleate-activated transcription factor; subunit of a heterodimeric complex with Oaf1p ; which binds to oleate-response elements (ORE) in the promoter of genes involved in beta-oxidation of fatty acids ; peroxisome organization and biogenesis ; activating transcription in the presence of oleate; PIP2 has a paralog ; OAF1 ; that arose from the whole genome duplication""",Verified ORF
10997,15,1023392,0.0235129545111606,0.13393524012937,0.86074448960275,YOR364W,YOR364W,SGDID:S000005891,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YOR365C""",Dubious ORF
