SNP,Chr,Pos,Effect,SE,ALO1_HYR1_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
11266,16,156322,-0.0665606832154574,0.0669932558104858,0.32112593420952,YPL210C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11267,16,156324,-0.0703607891450519,0.0668849854708413,0.293534323279294,YPL210C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11268,16,156325,-0.0703607891450519,0.0668849854708413,0.293534323279294,YPL210C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11269,16,156326,-0.0643151200889126,0.0666996015013314,0.335580472363687,YPL210C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11270,16,156328,-0.0654981132033981,0.0667007619013724,0.326787409195084,YPL210C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11271,16,156476,-0.0209315147872303,0.0652842103801118,0.748687036120633,YPL210C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11272,16,156514,-0.0232767510824947,0.0653687854183673,0.721990689370583,YPL209C,IPL1,SGDID:S000006130,ORF,Verified ORF,"""Aurora kinase of chromosomal passenger complex; mediates release of mono-oriented kinetochores from microtubules in meiosis I ; and kinetochore release from SPB clusters at meiotic exit; helps maintain condensed chromosomes during anaphase; required for SPB cohesion and prevention of multipolar spindle formation; promotes telomerase release at G2/M; Iocalizes to nuclear foci that diffuse upon DNA replication stress; required for inhibition of karyopherin Pse1p upon SAC arrest""",Verified ORF
11273,16,156560,-0.0226839380102726,0.0652825520449492,0.728442922748605,YPL209C,IPL1,SGDID:S000006130,ORF,Verified ORF,"""Aurora kinase of chromosomal passenger complex; mediates release of mono-oriented kinetochores from microtubules in meiosis I ; and kinetochore release from SPB clusters at meiotic exit; helps maintain condensed chromosomes during anaphase; required for SPB cohesion and prevention of multipolar spindle formation; promotes telomerase release at G2/M; Iocalizes to nuclear foci that diffuse upon DNA replication stress; required for inhibition of karyopherin Pse1p upon SAC arrest""",Verified ORF
11274,16,159409,-0.0037593777954412,0.0651366884217104,0.954008132214176,YPL208W,RKM1,SGDID:S000006129,ORF,Verified ORF,"""SET-domain lysine-N-methyltransferase; catalyzes the formation of dimethyllysine residues on the large ribosomal subunit proteins L23 (Rpl23Ap and Rpl23Bp) and monomethyllysine residues on L18 (Rps18Ap and Rps18Bp)""",Verified ORF
11275,16,162438,-0.0771761946655588,0.0734646036225828,0.294196746703181,ARS1608,ARS1608,SGDID:S000130196,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
11276,16,163733,-0.0040511473079705,0.0658337376992105,0.950967141186489,YPL206C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11277,16,163842,0.0052206277349569,0.0650852642243918,0.93611399684785,YPL206C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11278,16,164219,0.0972077381668033,0.131103413098318,0.458908479182942,YPL205C,YPL205C,SGDID:S000006126,ORF,Dubious ORF,"""Hypothetical protein; deletion of locus affects telomere length""",Dubious ORF
11279,16,165813,0.169442053527064,0.153798659598462,0.271336873949439,YPL203W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11280,16,165825,-0.0627650091428906,0.107876312550618,0.561056721900516,YPL203W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11281,16,166006,0.0093466865123479,0.0699579599262902,0.893791592146197,YPL203W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11282,16,167913,0.0246323231191408,0.065852780454441,0.708590664894923,YPL203W,TPK2,SGDID:S000006124,Close to 3'-UTR,Close to 3'-UTR,"""cAMP-dependent protein kinase catalytic subunit; promotes vegetative growth in response to nutrients via the Ras-cAMP signaling pathway; partially redundant with Tpk1p and Tpk3p; localizes to P-bodies during stationary phase; relocalizes to the cytosol in response to hypoxia""",Verified ORF
11283,16,168266,0.0258803454670912,0.0662845380707793,0.696444375598788,YPL202C,AFT2,SGDID:S000006123,ORF,Verified ORF,"""Iron-regulated transcriptional activator; activates genes involved in intracellular iron use and required for iron homeostasis and resistance to oxidative stress; AFT2 has a paralog ; AFT1 ; that arose from the whole genome duplication""",Verified ORF
11284,16,170236,0.0213441900976776,0.0658708615013942,0.74610659600103,CUT405,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
11285,16,170586,0.0271986469424443,0.0663235802217147,0.681988587433792,YPL201C,YIG1,SGDID:S000006122,ORF,Verified ORF,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11286,16,170647,0.0023003826745222,0.0668198585689366,0.972556405062155,YPL201C,YIG1,SGDID:S000006122,ORF,Verified ORF,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11287,16,170885,0.002242006013058,0.0663479253006073,0.973062391643567,YPL201C,YIG1,SGDID:S000006122,ORF,Verified ORF,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11288,16,170900,0.0041977665128645,0.0660141763995432,0.949333590718108,YPL201C,YIG1,SGDID:S000006122,ORF,Verified ORF,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11289,16,170927,0.0161716107331036,0.066038811519308,0.806691324584868,YPL201C,YIG1,SGDID:S000006122,ORF,Verified ORF,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11290,16,170955,0.0067608955066246,0.0659555567885795,0.918412591371075,YPL201C,YIG1,SGDID:S000006122,ORF,Verified ORF,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11291,16,170958,-0.000144734484748,0.0659565379716513,0.998250369639926,YPL201C,YIG1,SGDID:S000006122,ORF,Verified ORF,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11292,16,170964,0.0047167636018264,0.0658431290869312,0.942931853990662,YPL201C,YIG1,SGDID:S000006122,ORF,Verified ORF,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11293,16,170973,0.0050646384294665,0.0660326657849472,0.938906464191802,YPL201C,YIG1,SGDID:S000006122,ORF,Verified ORF,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11294,16,171033,0.0377050071298032,0.0656690529891014,0.566220432183784,YPL201C,YIG1,SGDID:S000006122,ORF,Verified ORF,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11295,16,171059,0.0418935994891809,0.0655899620920243,0.523419499094293,YPL201C,YIG1,SGDID:S000006122,ORF,Verified ORF,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11296,16,171165,0.0342654297228526,0.0658204613593522,0.602979252695921,YPL200W_NFR/NDR,,,Promoter,Promoter,,Promoter
11297,16,171270,0.026263837558043,0.0659417233896581,0.690658236680701,YPL201C_NFR/NDR,,,Promoter,Promoter,,Promoter
11298,16,171314,0.0235596110546313,0.0664495773633369,0.723139424993545,YPL201C_NFR/NDR,,,Promoter,Promoter,,Promoter
11299,16,171400,-0.0142237232890574,0.0673312146290295,0.832814050683149,YPL201C_NFR/NDR,,,Promoter,Promoter,,Promoter
11300,16,171451,-0.0082673508763728,0.0667363188074287,0.901480135267853,YPL201C,YIG1,SGDID:S000006122,Close to 3'-UTR,Close to 3'-UTR,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11301,16,171458,-0.0082673508763728,0.0667363188074287,0.901480135267853,YPL201C,YIG1,SGDID:S000006122,Close to 3'-UTR,Close to 3'-UTR,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11302,16,171525,-0.0052043236363911,0.0667884662758438,0.937933858172231,YPL200W,CSM4,SGDID:S000006121,ORF,Verified ORF,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11303,16,171529,-0.0087809470138484,0.066871460651414,0.895604229628345,YPL200W,CSM4,SGDID:S000006121,ORF,Verified ORF,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11304,16,171534,-0.0108290347943431,0.0667578702598572,0.871230457922243,YPL200W,CSM4,SGDID:S000006121,ORF,Verified ORF,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11305,16,171564,0.0043222880838501,0.0667715408421476,0.94842363595973,YPL200W,CSM4,SGDID:S000006121,ORF,Verified ORF,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11306,16,171567,0.0148238336901513,0.0668839584421652,0.82472610324005,YPL200W,CSM4,SGDID:S000006121,ORF,Verified ORF,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11307,16,171580,0.0395597157379106,0.0669538599215153,0.554998759298725,YPL200W,CSM4,SGDID:S000006121,ORF,Verified ORF,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11308,16,171729,0.0163708475548811,0.0656923556982618,0.803347337398268,YPL200W,CSM4,SGDID:S000006121,ORF,Verified ORF,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11309,16,171822,0.0436214403782431,0.066298736756506,0.510997286957092,YPL200W,CSM4,SGDID:S000006121,ORF,Verified ORF,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11310,16,171898,0.033430965175238,0.0689203091176617,0.627929725766773,YPL200W,CSM4,SGDID:S000006121,ORF,Verified ORF,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11311,16,171982,0.0120744620588251,0.130161956473064,0.926142953571266,YPL201C,YIG1,SGDID:S000006122,Close to 3'-UTR,Close to 3'-UTR,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11312,16,172021,-0.0197854006905267,0.130241072448023,0.879341802536287,YPL201C,YIG1,SGDID:S000006122,Close to 3'-UTR,Close to 3'-UTR,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11313,16,172126,0.0232317315923821,0.0658039812565266,0.724265826570592,YPL199C,YPL199C,SGDID:S000006120,ORF,Verified ORF,"""Protein involved in nonstop mRNA decay; predicted to be palmitoylated""",Verified ORF
11314,16,172141,0.0379755706071688,0.0657128078893827,0.563698658679221,YPL199C,YPL199C,SGDID:S000006120,ORF,Verified ORF,"""Protein involved in nonstop mRNA decay; predicted to be palmitoylated""",Verified ORF
11315,16,172786,0.0484728176465695,0.0658375441716244,0.462068224530122,YPL198W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11316,16,173125,0.0215216270812624,0.0659513760186451,0.744371347392916,YPL198W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11317,16,173235,0.047233263065399,0.0664907155892482,0.477941395510241,YPL199C,YPL199C,SGDID:S000006120,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in nonstop mRNA decay; predicted to be palmitoylated""",Verified ORF
11318,16,173538,0.0404685553816347,0.067220799425608,0.547544431688737,YPL199C,YPL199C,SGDID:S000006120,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in nonstop mRNA decay; predicted to be palmitoylated""",Verified ORF
11319,16,173703,0.0155910027788716,0.0663363505413671,0.814322073154555,snR59_NFR/NDR,,,Promoter,Promoter,,Promoter
11320,16,173708,0.0159183616550084,0.066624712562026,0.811301782612758,snR59_NFR/NDR,,,Promoter,Promoter,,Promoter
11321,16,173979,0.0214993636433751,0.0673523494351023,0.749758108789689,YPL198W,RPL7B,SGDID:S000006119,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L7B; required for processing of 27SA3 pre-rRNA to 27SB pre-rRNA during assembly of large ribosomal subunit; depletion leads to a turnover of pre-rRNA; contains a conserved C-terminal Nucleic acid Binding Domain (NDB2); binds to Domain II of 25S and 5.8S rRNAs; homologous to mammalian ribosomal protein L7 and bacterial L30; RPL7B has a paralog ; RPL7A ; that arose from the whole genome duplication""",Verified ORF
11322,16,174009,0.0062883756252809,0.0676507612698629,0.925993228149476,YPL198W,RPL7B,SGDID:S000006119,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L7B; required for processing of 27SA3 pre-rRNA to 27SB pre-rRNA during assembly of large ribosomal subunit; depletion leads to a turnover of pre-rRNA; contains a conserved C-terminal Nucleic acid Binding Domain (NDB2); binds to Domain II of 25S and 5.8S rRNAs; homologous to mammalian ribosomal protein L7 and bacterial L30; RPL7B has a paralog ; RPL7A ; that arose from the whole genome duplication""",Verified ORF
11323,16,174059,0.0146580518324253,0.0700297187653682,0.834325520406964,YPL198W,RPL7B,SGDID:S000006119,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L7B; required for processing of 27SA3 pre-rRNA to 27SB pre-rRNA during assembly of large ribosomal subunit; depletion leads to a turnover of pre-rRNA; contains a conserved C-terminal Nucleic acid Binding Domain (NDB2); binds to Domain II of 25S and 5.8S rRNAs; homologous to mammalian ribosomal protein L7 and bacterial L30; RPL7B has a paralog ; RPL7A ; that arose from the whole genome duplication""",Verified ORF
11324,16,174996,0.0439888480150983,0.0660917337126784,0.506118970302772,YPL196W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11325,16,179596,0.0268922469686006,0.0660401214698286,0.684100026820682,YPL194W,DDC1,SGDID:S000006115,ORF,Verified ORF,"""DNA damage checkpoint protein; part of a PCNA-like complex required for DNA damage response ; required for pachytene checkpoint to inhibit cell cycle in response to unrepaired recombination intermediates; potential Cdc28p substrate; forms nuclear foci upon DNA replication stress""",Verified ORF
11326,16,180654,0.0172737356025001,0.0665662842398026,0.795403246295329,YPL194W,DDC1,SGDID:S000006115,ORF,Verified ORF,"""DNA damage checkpoint protein; part of a PCNA-like complex required for DNA damage response ; required for pachytene checkpoint to inhibit cell cycle in response to unrepaired recombination intermediates; potential Cdc28p substrate; forms nuclear foci upon DNA replication stress""",Verified ORF
11327,16,180789,0.0170643618247619,0.0662408556598732,0.796857377752625,YPL194W,DDC1,SGDID:S000006115,ORF,Verified ORF,"""DNA damage checkpoint protein; part of a PCNA-like complex required for DNA damage response ; required for pachytene checkpoint to inhibit cell cycle in response to unrepaired recombination intermediates; potential Cdc28p substrate; forms nuclear foci upon DNA replication stress""",Verified ORF
11328,16,180828,0.0158476844160602,0.0663729943122832,0.811424771102455,YPL194W,DDC1,SGDID:S000006115,ORF,Verified ORF,"""DNA damage checkpoint protein; part of a PCNA-like complex required for DNA damage response ; required for pachytene checkpoint to inhibit cell cycle in response to unrepaired recombination intermediates; potential Cdc28p substrate; forms nuclear foci upon DNA replication stress""",Verified ORF
11329,16,180851,-0.0020027327147078,0.0665026940411583,0.975992307811806,YPL194W,DDC1,SGDID:S000006115,ORF,Verified ORF,"""DNA damage checkpoint protein; part of a PCNA-like complex required for DNA damage response ; required for pachytene checkpoint to inhibit cell cycle in response to unrepaired recombination intermediates; potential Cdc28p substrate; forms nuclear foci upon DNA replication stress""",Verified ORF
11330,16,181568,-0.0003732333436108,0.0661793179975255,0.995503357847659,YPL193W,RSA1,SGDID:S000006114,ORF,Verified ORF,"""Protein involved in the assembly of 60S ribosomal subunits; functionally interacts with Dbp6p; functions in a late nucleoplasmic step of the assembly""",Verified ORF
11331,16,182956,-0.0098469532715206,0.0668898854511823,0.883049209402688,YPL192C,PRM3,SGDID:S000006113,ORF,Verified ORF,"""Protein required for nuclear envelope fusion during karyogamy; pheromone-regulated; peripheral protein of the nuclear membrane; interacts with Kar5p at the spindle pole body""",Verified ORF
11332,16,187861,0.0108153232936268,0.067393612764416,0.872594813320483,YPL189W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11333,16,188829,0.0100997480320422,0.0682010647154232,0.882358002331348,YPL189C-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11334,16,188882,0.0054521437793628,0.0669029567318129,0.935095825855082,YPL189C-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11335,16,188952,0.0088724687003014,0.0676442055844814,0.895720479159466,YPL189C-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11336,16,189738,0.0057087851758301,0.0670291899924911,0.932175601911417,YPL189W,GUP2,SGDID:S000006110,ORF,Verified ORF,"""Probable membrane protein; possible role in proton symport of glycerol; member of the MBOAT family of putative membrane-bound O-acyltransferases; homolog of the mammalian Hedgehog pathway modulator HHAT; GUP2 has a paralog ; GUP1 ; that arose from the whole genome duplication""",Verified ORF
11337,16,191167,0.0233263263987786,0.0667521211822219,0.726962147901836,YPL188W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11338,16,191290,0.0088058293541526,0.068786183942524,0.898208091057291,YPL188W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11339,16,191331,0.0045282567472015,0.0705477100326886,0.948857537741319,YPL188W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11340,16,195694,0.0836245462664246,0.0660310939480823,0.206189943094414,YPL186C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11341,16,195879,0.0809589050319334,0.0657842253949449,0.219264393454089,YPL186C,UIP4,SGDID:S000006107,Close to 3'-UTR,Close to 3'-UTR,"""Protein that interacts with Ulp1p; a Ubl (ubiquitin-like protein)-specific protease for Smt3p protein conjugates; detected in a phosphorylated state in the mitochondrial outer membrane; also detected in ER and nuclear envelope""",Verified ORF
11342,16,196859,0.0485883640944218,0.0662062902850876,0.463500821624744,YPL184C,MRN1,SGDID:S000006105,ORF,Verified ORF,"""RNA-binding protein that may be involved in translational regulation; binds specific categories of mRNAs ; including those that contain upstream open reading frames (uORFs) and internal ribosome entry sites (IRES); interacts genetically with chromatin remodelers and splicing factors ; linking chromatin state ; splicing and as a result mRNA maturation""",Verified ORF
11343,16,197237,0.058368254054541,0.0659825371365389,0.376973696886984,YPL184C,MRN1,SGDID:S000006105,ORF,Verified ORF,"""RNA-binding protein that may be involved in translational regulation; binds specific categories of mRNAs ; including those that contain upstream open reading frames (uORFs) and internal ribosome entry sites (IRES); interacts genetically with chromatin remodelers and splicing factors ; linking chromatin state ; splicing and as a result mRNA maturation""",Verified ORF
11344,16,197765,0.0430875338069766,0.127642998870964,0.735893283608441,YPL184C,MRN1,SGDID:S000006105,ORF,Verified ORF,"""RNA-binding protein that may be involved in translational regulation; binds specific categories of mRNAs ; including those that contain upstream open reading frames (uORFs) and internal ribosome entry sites (IRES); interacts genetically with chromatin remodelers and splicing factors ; linking chromatin state ; splicing and as a result mRNA maturation""",Verified ORF
11345,16,197765,0.33137885467623,0.197189325851765,0.0937425288711207,YPL184C,MRN1,SGDID:S000006105,ORF,Verified ORF,"""RNA-binding protein that may be involved in translational regulation; binds specific categories of mRNAs ; including those that contain upstream open reading frames (uORFs) and internal ribosome entry sites (IRES); interacts genetically with chromatin remodelers and splicing factors ; linking chromatin state ; splicing and as a result mRNA maturation""",Verified ORF
11346,16,197949,-0.0241799092395496,0.133819850435811,0.856714597553723,YPL184C,MRN1,SGDID:S000006105,Close to 3'-UTR,Close to 3'-UTR,"""RNA-binding protein that may be involved in translational regulation; binds specific categories of mRNAs ; including those that contain upstream open reading frames (uORFs) and internal ribosome entry sites (IRES); interacts genetically with chromatin remodelers and splicing factors ; linking chromatin state ; splicing and as a result mRNA maturation""",Verified ORF
11347,16,198072,-0.0082933616379443,0.066767169188524,0.90121719549176,YPL184C,MRN1,SGDID:S000006105,Close to 3'-UTR,Close to 3'-UTR,"""RNA-binding protein that may be involved in translational regulation; binds specific categories of mRNAs ; including those that contain upstream open reading frames (uORFs) and internal ribosome entry sites (IRES); interacts genetically with chromatin remodelers and splicing factors ; linking chromatin state ; splicing and as a result mRNA maturation""",Verified ORF
11348,16,199543,0.0297037196931529,0.0668228371651763,0.656943054721905,YPL183C,RTT10,SGDID:S000006104,ORF,Verified ORF,"""WD40 domain-containing protein involved in endosomal recycling; forms a complex with Rrt2p that functions in the retromer-mediated pathway for recycling internalized cell-surface proteins; interacts with Trm7p for 2'-O-methylation of N34 of substrate tRNAs; has a role in regulation of Ty1 transposition; human ortholog is WDR6""",Verified ORF
11349,16,202983,0.0039440674203832,0.0668262744926524,0.952969804760179,YPL181W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11350,16,206288,0.011284547855912,0.0665617259447417,0.865472889997059,YPL180W,TCO89,SGDID:S000006101,ORF,Verified ORF,"""Subunit of TORC1 (Tor1p or Tor2p-Kog1p-Lst8p-Tco89p); regulates global H3K56ac; TORC1 complex regulates growth in response to nutrient availability; cooperates with Ssd1p in the maintenance of cellular integrity; deletion strains are hypersensitive to rapamycin""",Verified ORF
11351,16,207364,0.0210410093130102,0.0661060296494624,0.750451802858585,YPL180W,TCO89,SGDID:S000006101,ORF,Verified ORF,"""Subunit of TORC1 (Tor1p or Tor2p-Kog1p-Lst8p-Tco89p); regulates global H3K56ac; TORC1 complex regulates growth in response to nutrient availability; cooperates with Ssd1p in the maintenance of cellular integrity; deletion strains are hypersensitive to rapamycin""",Verified ORF
11352,16,207437,0.0182896698853229,0.0660484573849965,0.782009063743664,YPL180W,TCO89,SGDID:S000006101,ORF,Verified ORF,"""Subunit of TORC1 (Tor1p or Tor2p-Kog1p-Lst8p-Tco89p); regulates global H3K56ac; TORC1 complex regulates growth in response to nutrient availability; cooperates with Ssd1p in the maintenance of cellular integrity; deletion strains are hypersensitive to rapamycin""",Verified ORF
11353,16,208852,0.0045037157314747,0.0667522120845785,0.946246410105455,YPL179W,PPQ1,SGDID:S000006100,ORF,Verified ORF,"""Protein phosphatase that regulates the mating response; negatively regulates the MAP kinase signaling cascade during mating; member of the serine/threonine phosphatase PP1 family""",Verified ORF
11354,16,209279,0.0195292892120793,0.0664271860979564,0.768934183380579,YPL179W,PPQ1,SGDID:S000006100,ORF,Verified ORF,"""Protein phosphatase that regulates the mating response; negatively regulates the MAP kinase signaling cascade during mating; member of the serine/threonine phosphatase PP1 family""",Verified ORF
11355,16,210158,0.0177261542042474,0.0663186083284295,0.789403678362165,YPL179W,PPQ1,SGDID:S000006100,Close to 3'-UTR,Close to 3'-UTR,"""Protein phosphatase that regulates the mating response; negatively regulates the MAP kinase signaling cascade during mating; member of the serine/threonine phosphatase PP1 family""",Verified ORF
11356,16,210433,-0.0069692726114671,0.0683046743069977,0.918789090885659,YPLWdelta7_NFR/NDR,,,Promoter,Promoter,,Promoter
11357,16,211386,0.0199287548746999,0.0659895147493302,0.762830817566671,YPL178W,CBC2,SGDID:S000006099,Close to 3'-UTR,Close to 3'-UTR,"""Small subunit of the heterodimeric cap binding complex with Sto1p; interacts with Npl3p ; possibly to package mRNA for export from the nucleus; may have a role in telomere maintenance; contains an RNA-binding motif""",Verified ORF
11358,16,211579,-0.317323855069482,0.254459496646727,0.213205724898026,YPLWdelta8,YPLWdelta8,SGDID:S000007195,Other features,LTR,"""Ty2 LTR""",long_terminal_repeat
11359,16,211917,0.0588996759858258,0.1359035985321,0.664993956382541,YPL178W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11360,16,212704,0.025906817365295,0.0659283043381966,0.694590354123813,YPL178W,CBC2,SGDID:S000006099,ORF,Verified ORF,"""Small subunit of the heterodimeric cap binding complex with Sto1p; interacts with Npl3p ; possibly to package mRNA for export from the nucleus; may have a role in telomere maintenance; contains an RNA-binding motif""",Verified ORF
11361,16,212773,0.0232715258193882,0.0661376743333803,0.725149538997387,YPL178W,CBC2,SGDID:S000006099,ORF,Verified ORF,"""Small subunit of the heterodimeric cap binding complex with Sto1p; interacts with Npl3p ; possibly to package mRNA for export from the nucleus; may have a role in telomere maintenance; contains an RNA-binding motif""",Verified ORF
11362,16,213411,0.0086964648331421,0.065819780549996,0.894960382477708,YPL177C,CUP9,SGDID:S000006098,ORF,Verified ORF,"""Homeodomain-containing transcriptional repressor; regulates expression of PTR2 ; which encodes a major peptide transporter; imported peptides activate ubiquitin-dependent proteolysis ; resulting in degradation of Cup9p and de-repression of PTR2 transcription; CUP9 has a paralog ; TOS8 ; that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress""",Verified ORF
11363,16,214724,0.127823059999521,0.0655135266061977,0.0518366146277039,YPL177C,CUP9,SGDID:S000006098,Close to 3'-UTR,Close to 3'-UTR,"""Homeodomain-containing transcriptional repressor; regulates expression of PTR2 ; which encodes a major peptide transporter; imported peptides activate ubiquitin-dependent proteolysis ; resulting in degradation of Cup9p and de-repression of PTR2 transcription; CUP9 has a paralog ; TOS8 ; that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress""",Verified ORF
11364,16,215183,0.112729936986641,0.0655160918908432,0.0861915547023217,YPL176C,TRE1,SGDID:S000006097,Close to 3'-UTR,Close to 3'-UTR,"""Transferrin receptor-like protein; plasma membrane protein that binds Bsd2p and regulates ubiquitination and vacuolar degradation of the metal transporter Smf1p; functionally redundant with Tre2p; TRE1 has a paralog ; TRE2 ; that arose from the whole genome duplication""",Verified ORF
11365,16,215973,0.0739893294918492,0.0658873804745263,0.26221483847841,YPL176C,TRE1,SGDID:S000006097,Close to 3'-UTR,Close to 3'-UTR,"""Transferrin receptor-like protein; plasma membrane protein that binds Bsd2p and regulates ubiquitination and vacuolar degradation of the metal transporter Smf1p; functionally redundant with Tre2p; TRE1 has a paralog ; TRE2 ; that arose from the whole genome duplication""",Verified ORF
