SNP,Chr,Pos,Effect,SE,MID2_WSC2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
8592,13,211631,0.0326725879544073,0.158043527803223,0.836338686305293,YML034W,SRC1,SGDID:S000004497,Close to 3'-UTR,Close to 3'-UTR,"""Inner nuclear membrane protein; highly enriched at telomeres and subtelomeric regions; functions in regulation of subtelomeric genes and is linked to TREX (transcription export) factors; SRC1 produces 2 splice variant proteins with different functions; alternative splicing of SRC1 pre-mRNA is promoted by Hub1p; mutant has aneuploidy tolerance; SRC1 has a paralog ; HEH2 ; that arose from the whole genome duplication""",Verified ORF
8593,13,212205,0.0851265974264303,0.158015478191281,0.59041745224307,YML034W,SRC1,SGDID:S000004497,Close to 3'-UTR,Close to 3'-UTR,"""Inner nuclear membrane protein; highly enriched at telomeres and subtelomeric regions; functions in regulation of subtelomeric genes and is linked to TREX (transcription export) factors; SRC1 produces 2 splice variant proteins with different functions; alternative splicing of SRC1 pre-mRNA is promoted by Hub1p; mutant has aneuploidy tolerance; SRC1 has a paralog ; HEH2 ; that arose from the whole genome duplication""",Verified ORF
8594,13,212453,-0.001935276142148,0.159233103734208,0.990309831069578,YML034W,SRC1,SGDID:S000004497,Close to 3'-UTR,Close to 3'-UTR,"""Inner nuclear membrane protein; highly enriched at telomeres and subtelomeric regions; functions in regulation of subtelomeric genes and is linked to TREX (transcription export) factors; SRC1 produces 2 splice variant proteins with different functions; alternative splicing of SRC1 pre-mRNA is promoted by Hub1p; mutant has aneuploidy tolerance; SRC1 has a paralog ; HEH2 ; that arose from the whole genome duplication""",Verified ORF
8595,13,216269,0.0698726720496942,0.155150410622182,0.652731372491109,YML030W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8596,13,216599,0.0303230100879526,0.154573150735922,0.844587990596609,YML030W,RCF1,SGDID:S000004492,ORF,Verified ORF,"""Cytochrome c oxidase subunit; required for assembly of the Complex III-Complex IV supercomplex ; and for assembly of Cox13p and Rcf2p into cytochrome c oxidase; similar to Rcf2p ; and either Rcf1p or Rcf2p is required for late-stage assembly of the Cox12p and Cox13p subunits and for cytochrome c oxidase activity; required for growth under hypoxic conditions; member of the hypoxia induced gene family; C. elegans and human orthologs are functional in yeast""",Verified ORF
8597,13,217048,0.162060832601846,0.167279706530937,0.333307536158523,YML031W,NDC1,SGDID:S000004493,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the transmembrane ring of the nuclear pore complex (NPC); contributes to nucleocytoplasmic transport ; NPC biogenesis and spindle pole body duplication; homologous to human NDC1""",Verified ORF
8598,13,217206,0.0465016161620658,0.156644438777583,0.766747270738295,YML029W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8599,13,217356,0.0368068184246534,0.154956464777029,0.812383401339746,YML030W,RCF1,SGDID:S000004492,Close to 3'-UTR,Close to 3'-UTR,"""Cytochrome c oxidase subunit; required for assembly of the Complex III-Complex IV supercomplex ; and for assembly of Cox13p and Rcf2p into cytochrome c oxidase; similar to Rcf2p ; and either Rcf1p or Rcf2p is required for late-stage assembly of the Cox12p and Cox13p subunits and for cytochrome c oxidase activity; required for growth under hypoxic conditions; member of the hypoxia induced gene family; C. elegans and human orthologs are functional in yeast""",Verified ORF
8600,13,223846,0.143881051218077,0.156173159754309,0.357527300063549,YML026C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8601,13,223868,0.136246930713539,0.156483385239565,0.384520694138828,YML026C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8602,13,225313,0.139308431515571,0.155736646771042,0.371657048750778,YML025C,YML6,SGDID:S000004487,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial ribosomal protein of the large subunit; has similarity to E. coli L4 ribosomal protein and human mitoribosomal MRP-L4 protein; essential for viability ; unlike most other mitoribosomal proteins""",Verified ORF
8603,13,225322,0.149986898176684,0.156030911458231,0.337077419342886,YML025C,YML6,SGDID:S000004487,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial ribosomal protein of the large subunit; has similarity to E. coli L4 ribosomal protein and human mitoribosomal MRP-L4 protein; essential for viability ; unlike most other mitoribosomal proteins""",Verified ORF
8604,13,225767,0.126925467204027,0.156252636420014,0.417161639734061,YML024W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8605,13,226048,0.127121175134373,0.156815407256049,0.418117397454631,YML025C,YML6,SGDID:S000004487,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial ribosomal protein of the large subunit; has similarity to E. coli L4 ribosomal protein and human mitoribosomal MRP-L4 protein; essential for viability ; unlike most other mitoribosomal proteins""",Verified ORF
8606,13,228874,0.115075282317082,0.157274539709275,0.46484684600918,YML022W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8607,13,234266,0.0894636347150696,0.155342949815935,0.56504265346825,YML019W,OST6,SGDID:S000004481,ORF,Verified ORF,"""Subunit of the oligosaccharyltransferase complex of the ER lumen; complex catalyzes asparagine-linked glycosylation of newly synthesized proteins; similar to and partially functionally redundant with Ost3p""",Verified ORF
8608,13,234850,0.0859147826045279,0.15717715207006,0.584991248165601,YML018C,YML018C,SGDID:S000004480,ORF,Verified ORF,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the membrane of the vacuole; physical interaction with Atg27p suggests a possible role in autophagy; YML018C is not an essential gene; relative distribution to the vacuolar membrane decreases upon DNA replication stress; YML018C has a paralog ; THI74 ; that arose from the whole genome duplication""",Verified ORF
8609,13,234851,0.0859147826045279,0.15717715207006,0.584991248165601,YML018C,YML018C,SGDID:S000004480,ORF,Verified ORF,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the membrane of the vacuole; physical interaction with Atg27p suggests a possible role in autophagy; YML018C is not an essential gene; relative distribution to the vacuolar membrane decreases upon DNA replication stress; YML018C has a paralog ; THI74 ; that arose from the whole genome duplication""",Verified ORF
8610,13,236364,0.0809435138898258,0.161451832760365,0.616438903398139,YML017W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8611,13,238236,0.17196703052333,0.155242895001852,0.268733154626158,CEN13_NFR/NDR,,,Promoter,Promoter,,Promoter
8612,13,238291,0.202046723582311,0.160317041558297,0.208395524015984,YML017W,PSP2,SGDID:S000004479,Close to 3'-UTR,Close to 3'-UTR,"""Asn rich cytoplasmic protein that contains RGG motifs; high-copy suppressor of group II intron-splicing defects of a mutation in MRS2 and of a conditional mutation in POL1 (DNA polymerase alpha); possible role in mitochondrial mRNA splicing""",Verified ORF
8613,13,244183,0.282712892497685,0.155508690006672,0.0699134913004513,YML013W,UBX2,SGDID:S000004475,ORF,Verified ORF,"""Bridging factor involved in ER-associated protein degradation (ERAD); bridges the cytosolic Cdc48p-Npl1p-Ufd1p ATPase complex and the membrane associated Ssm4p and Hrd1p ubiquitin ligase complexes; contains a UBX (ubiquitin regulatory X) domain and a ubiquitin-associated (UBA) domain; redistributes from the ER to lipid droplets during the diauxic shift and stationary phase; required for the maintenance of lipid homeostasis; required for mitochondrial protein translocation-associated degradation""",Verified ORF
8614,13,244460,0.285313152555386,0.155302420304577,0.0670288820781887,YML013W,UBX2,SGDID:S000004475,ORF,Verified ORF,"""Bridging factor involved in ER-associated protein degradation (ERAD); bridges the cytosolic Cdc48p-Npl1p-Ufd1p ATPase complex and the membrane associated Ssm4p and Hrd1p ubiquitin ligase complexes; contains a UBX (ubiquitin regulatory X) domain and a ubiquitin-associated (UBA) domain; redistributes from the ER to lipid droplets during the diauxic shift and stationary phase; required for the maintenance of lipid homeostasis; required for mitochondrial protein translocation-associated degradation""",Verified ORF
8615,13,247407,0.308039093979264,0.15549886257622,0.0483699923148235,YML011C,RAD33,SGDID:S000004472,ORF,Verified ORF,"""Protein involved in nucleotide excision repair; green fluorescent protein (GFP)-fusion protein localizes to the nucleus""",Verified ORF
8616,13,248552,0.327325263718799,0.157679634855304,0.0386277622574711,YML010W,SPT5,SGDID:S000004470,ORF,Verified ORF,"""Spt4p/5p (DSIF) transcription elongation factor complex subunit; the Spt4/5 complex binds to ssRNA in a sequence-specific manner ; and in concert with RNAP I and II has multiple roles regulating transcriptional elongation ; RNA processing ; quality control ; and transcription-coupled repair; interacts with DNA upstream of RNAPII and the non-template strand of the transcription bubble; Spt5p is the only transcription elongation factor conserved in all domains of life""",Verified ORF
8617,13,253667,0.282240760546224,0.156810925334947,0.0727334003361943,YML007W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8618,13,254919,0.229944706865884,0.157064312037247,0.144079433624234,YML007W,YAP1,SGDID:S000004466,ORF,Verified ORF,"""Basic leucine zipper (bZIP) transcription factor; required for oxidative stress tolerance; activated by H2O2 through the multistep formation of disulfide bonds and transit from the cytoplasm to the nucleus; Yap1p is degraded in the nucleus after the oxidative stress has passed; mediates resistance to cadmium; relative distribution to the nucleus increases upon DNA replication stress; YAP1 has a paralog ; CAD1 ; that arose from the whole genome duplication""",Verified ORF
8619,13,255043,0.507902950388133,0.442125843581254,0.251426735784177,YML007W,YAP1,SGDID:S000004466,ORF,Verified ORF,"""Basic leucine zipper (bZIP) transcription factor; required for oxidative stress tolerance; activated by H2O2 through the multistep formation of disulfide bonds and transit from the cytoplasm to the nucleus; Yap1p is degraded in the nucleus after the oxidative stress has passed; mediates resistance to cadmium; relative distribution to the nucleus increases upon DNA replication stress; YAP1 has a paralog ; CAD1 ; that arose from the whole genome duplication""",Verified ORF
8620,13,255043,0.445256149798698,0.604227434649325,0.461671677344778,YML007W,YAP1,SGDID:S000004466,ORF,Verified ORF,"""Basic leucine zipper (bZIP) transcription factor; required for oxidative stress tolerance; activated by H2O2 through the multistep formation of disulfide bonds and transit from the cytoplasm to the nucleus; Yap1p is degraded in the nucleus after the oxidative stress has passed; mediates resistance to cadmium; relative distribution to the nucleus increases upon DNA replication stress; YAP1 has a paralog ; CAD1 ; that arose from the whole genome duplication""",Verified ORF
8621,13,256853,0.264555143686745,0.158677492700472,0.0963514697639931,YML006C,GIS4,SGDID:S000004465,ORF,Verified ORF,"""CAAX box containing protein of unknown function; proposed to be involved in the RAS/cAMP signaling pathway""",Verified ORF
8622,13,258020,0.271578496340248,0.156547005047755,0.0836482325704093,YML006C,GIS4,SGDID:S000004465,ORF,Verified ORF,"""CAAX box containing protein of unknown function; proposed to be involved in the RAS/cAMP signaling pathway""",Verified ORF
8623,13,261178,0.21562729560687,0.156349872937298,0.168726851971443,YML005W,TRM12,SGDID:S000004464,ORF,Verified ORF,"""S-adenosylmethionine-dependent methyltransferase; required for wybutosine formation in phenylalanine-accepting tRNA; member of the seven beta-strand family""",Verified ORF
8624,13,261667,0.158123370744452,0.167799691897892,0.346666069272618,YML005W,TRM12,SGDID:S000004464,Close to 3'-UTR,Close to 3'-UTR,"""S-adenosylmethionine-dependent methyltransferase; required for wybutosine formation in phenylalanine-accepting tRNA; member of the seven beta-strand family""",Verified ORF
8625,13,262788,0.179518469333943,0.156626829820941,0.252507788341776,XUT_13F-116,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
8626,13,262904,0.189305042781894,0.156442588103064,0.2270652354706,XUT_13F-116,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
8627,13,262915,0.195326224114211,0.156573234730384,0.213038575522332,XUT_13F-116,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
8628,13,263341,0.215801085535208,0.156981828904642,0.170100081375481,YML003W_NFR/NDR,,,Promoter,Promoter,,Promoter
8629,13,268101,0.438903306667319,0.230465864036882,0.057668475155533,CEN13,CEN13,SGDID:S000006474,Other features,Centromere,"""Chromosome XIII centromere""",centromere
8630,13,268107,0.328912935828374,0.237642547883893,0.167212706843661,CEN13,CEN13,SGDID:S000006474,Other features,Centromere,"""Chromosome XIII centromere""",centromere
8631,13,268108,0.410907243459886,0.240766716409575,0.0887644598114764,CEN13,CEN13,SGDID:S000006474,Other features,Centromere,"""Chromosome XIII centromere""",centromere
8632,13,268336,0.264486334003004,0.160622211082576,0.100522783642663,YML001W,YPT7,SGDID:S000004460,Close to 3'-UTR,Close to 3'-UTR,"""Rab family GTPase; GTP-binding protein of the rab family; required for homotypic fusion event in vacuole inheritance ; for endosome-endosome fusion; localizes to sites of contact between the vacuole and mitochondria (vCLAMPs); interacts with the cargo selection/retromer complex for retrograde sorting; similar to mammalian Rab7""",Verified ORF
8633,13,268402,0.279200397150758,0.16053639387002,0.0828762488288948,YML001W,YPT7,SGDID:S000004460,Close to 3'-UTR,Close to 3'-UTR,"""Rab family GTPase; GTP-binding protein of the rab family; required for homotypic fusion event in vacuole inheritance ; for endosome-endosome fusion; localizes to sites of contact between the vacuole and mitochondria (vCLAMPs); interacts with the cargo selection/retromer complex for retrograde sorting; similar to mammalian Rab7""",Verified ORF
8634,13,268600,0.276806558525334,0.158278235416576,0.0811842983376645,YML001W,YPT7,SGDID:S000004460,Close to 3'-UTR,Close to 3'-UTR,"""Rab family GTPase; GTP-binding protein of the rab family; required for homotypic fusion event in vacuole inheritance ; for endosome-endosome fusion; localizes to sites of contact between the vacuole and mitochondria (vCLAMPs); interacts with the cargo selection/retromer complex for retrograde sorting; similar to mammalian Rab7""",Verified ORF
8635,13,272284,0.247484420394236,0.156096535168498,0.113757805006429,YMR002W,MIX17,SGDID:S000004604,ORF,Verified ORF,"""Mitochondrial intermembrane space protein; required for normal oxygen consumption; contains twin cysteine-x9-cysteine motifs; protein abundance increases in response to DNA replication stress""",Verified ORF
8636,13,274252,0.239241122174237,0.15581491976936,0.125576825493753,YMR004W,MVP1,SGDID:S000004606,ORF,Verified ORF,"""Protein required for sorting proteins to the vacuole; Mvp1p and Vps1p act in concert to promote membrane traffic to the vacuole; participates in transcription initiation and/or early elongation of specific genes; interacts with 'foot domain' of RNA polymerase II; deletion results in abnormal CTD-Ser5 phosphorylation of RNA polymerase II at specific promoter regions; protein abundance increases in response to DNA replication stress""",Verified ORF
8637,13,275145,0.235599877254528,0.158919070068284,0.139095535034883,YMR004W,MVP1,SGDID:S000004606,ORF,Verified ORF,"""Protein required for sorting proteins to the vacuole; Mvp1p and Vps1p act in concert to promote membrane traffic to the vacuole; participates in transcription initiation and/or early elongation of specific genes; interacts with 'foot domain' of RNA polymerase II; deletion results in abnormal CTD-Ser5 phosphorylation of RNA polymerase II at specific promoter regions; protein abundance increases in response to DNA replication stress""",Verified ORF
8638,13,278674,0.239560206260401,0.156564150532626,0.126885373468436,YMR006C,PLB2,SGDID:S000004608,ORF,Verified ORF,"""Phospholipase B (lysophospholipase) involved in lipid metabolism; displays transacylase activity in vitro; overproduction confers resistance to lysophosphatidylcholine""",Verified ORF
8639,13,280923,0.270651356082647,0.155120880473861,0.0818939436471957,YMR008C,PLB1,SGDID:S000004610,ORF,Verified ORF,"""Phospholipase B (lysophospholipase) involved in lipid metabolism; required for efficient acyl chain remodeling of newly synthesized phosphatidylethanolamine-derived phosphatidylcholine; required for deacylation of phosphatidylcholine and phosphatidylethanolamine but not phosphatidylinositol; PLB1 has a paralog ; PLB3 ; that arose from the whole genome duplication""",Verified ORF
8640,13,283371,0.225767916074805,0.156166902988351,0.149153194668296,YMR008C,PLB1,SGDID:S000004610,Close to 3'-UTR,Close to 3'-UTR,"""Phospholipase B (lysophospholipase) involved in lipid metabolism; required for efficient acyl chain remodeling of newly synthesized phosphatidylethanolamine-derived phosphatidylcholine; required for deacylation of phosphatidylcholine and phosphatidylethanolamine but not phosphatidylinositol; PLB1 has a paralog ; PLB3 ; that arose from the whole genome duplication""",Verified ORF
8641,13,286749,0.296822264723614,0.162589082311523,0.0687556230083022,YMR010W,ANY1,SGDID:S000004612,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in phospholipid flippase function; null allele suppresses growth and membrane trafficking defects associated with all flippase null alleles; proposed function as a phospholipid scramblase that reduces membrane asymmetry; PQ loop family member; localizes to the endosome and trans-Golgi network; non-essential gene""",Verified ORF
8642,13,287022,0.282754874351052,0.156306046603704,0.0713043863213886,YMR010W,ANY1,SGDID:S000004612,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in phospholipid flippase function; null allele suppresses growth and membrane trafficking defects associated with all flippase null alleles; proposed function as a phospholipid scramblase that reduces membrane asymmetry; PQ loop family member; localizes to the endosome and trans-Golgi network; non-essential gene""",Verified ORF
8643,13,290088,0.272414293479208,0.158918757241047,0.0873746826905913,YMRCtau1,YMRCtau1,SGDID:S000007117,Other features,LTR,"""Ty4 LTR""",reverse complement
8644,13,296799,0.302479944046683,0.155941677836793,0.0532125659302516,YMR013C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8645,13,296809,0.290176547483597,0.156156089562108,0.0639662546899466,YMR013C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8646,13,298658,0.215244747890086,0.15777579374965,0.173359779361463,YMR014W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8647,13,298712,0.239726595620204,0.156551897992773,0.126593007531772,YMR014W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8648,13,298845,0.232168895488447,0.156438350943318,0.138676872415003,YMR014W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8649,13,299038,0.259607800427171,0.162197229595447,0.11036702235069,YMR014W,BUD22,SGDID:S000004616,ORF,Verified ORF,"""Protein required for rRNA maturation and ribosomal subunit biogenesis; required for 18S rRNA maturation; also required for small ribosomal subunit biogenesis; cosediments with pre-ribosomal particles; mutation decreases efficiency of +1 Ty1 frameshifting and transposition ; and affects budding pattern""",Verified ORF
8650,13,299044,0.255788466847827,0.162027889488193,0.115307560434854,YMR014W,BUD22,SGDID:S000004616,ORF,Verified ORF,"""Protein required for rRNA maturation and ribosomal subunit biogenesis; required for 18S rRNA maturation; also required for small ribosomal subunit biogenesis; cosediments with pre-ribosomal particles; mutation decreases efficiency of +1 Ty1 frameshifting and transposition ; and affects budding pattern""",Verified ORF
8651,13,299082,0.216679563891439,0.163169401258524,0.185055148227562,YMR014W,BUD22,SGDID:S000004616,ORF,Verified ORF,"""Protein required for rRNA maturation and ribosomal subunit biogenesis; required for 18S rRNA maturation; also required for small ribosomal subunit biogenesis; cosediments with pre-ribosomal particles; mutation decreases efficiency of +1 Ty1 frameshifting and transposition ; and affects budding pattern""",Verified ORF
8652,13,299124,0.191704174715094,0.16500196892417,0.246089629576991,YMR014W,BUD22,SGDID:S000004616,ORF,Verified ORF,"""Protein required for rRNA maturation and ribosomal subunit biogenesis; required for 18S rRNA maturation; also required for small ribosomal subunit biogenesis; cosediments with pre-ribosomal particles; mutation decreases efficiency of +1 Ty1 frameshifting and transposition ; and affects budding pattern""",Verified ORF
8653,13,299304,0.226021511647635,0.156350315105243,0.149173931596141,YMR014W,BUD22,SGDID:S000004616,ORF,Verified ORF,"""Protein required for rRNA maturation and ribosomal subunit biogenesis; required for 18S rRNA maturation; also required for small ribosomal subunit biogenesis; cosediments with pre-ribosomal particles; mutation decreases efficiency of +1 Ty1 frameshifting and transposition ; and affects budding pattern""",Verified ORF
8654,13,299947,0.206840829763921,0.156684713192326,0.18765414372035,YMR014W,BUD22,SGDID:S000004616,ORF,Verified ORF,"""Protein required for rRNA maturation and ribosomal subunit biogenesis; required for 18S rRNA maturation; also required for small ribosomal subunit biogenesis; cosediments with pre-ribosomal particles; mutation decreases efficiency of +1 Ty1 frameshifting and transposition ; and affects budding pattern""",Verified ORF
8655,13,300804,0.263796674803503,0.166314264070956,0.113604307710437,YMR014W,BUD22,SGDID:S000004616,Close to 3'-UTR,Close to 3'-UTR,"""Protein required for rRNA maturation and ribosomal subunit biogenesis; required for 18S rRNA maturation; also required for small ribosomal subunit biogenesis; cosediments with pre-ribosomal particles; mutation decreases efficiency of +1 Ty1 frameshifting and transposition ; and affects budding pattern""",Verified ORF
8656,13,302918,0.109964077775908,0.156665043962312,0.483200533687794,XUT_13F-137,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
8657,13,309981,-0.0589371085658276,0.158171814467031,0.709659011521147,YMR018W,PEX9,SGDID:S000004620,Close to 3'-UTR,Close to 3'-UTR,"""Peroxisomal membrane signal receptor for peroxisomal matrix proteins; oleate-inducible condition-specific import receptor for a subset of PTS1-containing matrix proteins; localizes to both the cytosol and the peroxisomal membrane; similar to human PEX5Rp ; a peroxin protein 5 related protein; paralog of Pex5p""",Verified ORF
8658,13,310001,-0.0769856861015148,0.158192930158211,0.62680348195609,YMR018W,PEX9,SGDID:S000004620,Close to 3'-UTR,Close to 3'-UTR,"""Peroxisomal membrane signal receptor for peroxisomal matrix proteins; oleate-inducible condition-specific import receptor for a subset of PTS1-containing matrix proteins; localizes to both the cytosol and the peroxisomal membrane; similar to human PEX5Rp ; a peroxin protein 5 related protein; paralog of Pex5p""",Verified ORF
8659,13,311023,-0.0873043274799469,0.15907489923576,0.583472314390277,YMR018W,PEX9,SGDID:S000004620,ORF,Verified ORF,"""Peroxisomal membrane signal receptor for peroxisomal matrix proteins; oleate-inducible condition-specific import receptor for a subset of PTS1-containing matrix proteins; localizes to both the cytosol and the peroxisomal membrane; similar to human PEX5Rp ; a peroxin protein 5 related protein; paralog of Pex5p""",Verified ORF
8660,13,313844,-0.0437372105433282,0.158043757658796,0.782140845361167,YMR019W,STB4,SGDID:S000004621,ORF,Verified ORF,"""Putative transcription factor; contains a Zn(II)2Cys6 zinc finger domain characteristic of DNA-binding proteins; computational analysis suggests a role in regulation of expression of genes encoding transporters; binds Sin3p in a two-hybrid assay;""",Verified ORF
8661,13,315986,-0.0202909050144023,0.158104074714859,0.897953856581222,YMR020W,FMS1,SGDID:S000004622,ORF,Verified ORF,"""Polyamine oxidase; converts spermine to spermidine ; which is required for the essential hypusination modification of translation factor eIF-5A; also involved in pantothenic acid biosynthesis""",Verified ORF
8662,13,317001,0.0183610143250281,0.16006411461139,0.908739910307278,YMR020W,FMS1,SGDID:S000004622,Close to 3'-UTR,Close to 3'-UTR,"""Polyamine oxidase; converts spermine to spermidine ; which is required for the essential hypusination modification of translation factor eIF-5A; also involved in pantothenic acid biosynthesis""",Verified ORF
8663,13,319136,0.0325163143550878,0.157826793447376,0.836889908435613,YMR022W,UBC7,SGDID:S000004624,ORF,Verified ORF,"""Ubiquitin conjugating enzyme; involved in the ER-associated protein degradation (ERAD) pathway and in the inner nuclear membrane-associated degradation (INMAD) pathway; requires Cue1p for recruitment to the ER membrane; proposed to be involved in chromatin assembly""",Verified ORF
8664,13,329611,-0.0990466322641834,0.159145847887607,0.534104402949576,YMR029C,FAR8,SGDID:S000004631,ORF,Verified ORF,"""Protein involved in recovery from arrest in response to pheromone; acts in a cell cycle arrest recovery pathway independent from Far1p; interacts with Far3p ; Far7p ; Far9p ; Far10p ; and Far11p""",Verified ORF
8665,13,329923,-0.129610603678593,0.160283463284919,0.419270539938585,YMR029C,FAR8,SGDID:S000004631,ORF,Verified ORF,"""Protein involved in recovery from arrest in response to pheromone; acts in a cell cycle arrest recovery pathway independent from Far1p; interacts with Far3p ; Far7p ; Far9p ; Far10p ; and Far11p""",Verified ORF
8666,13,331270,-0.0579653631546295,0.161378572446654,0.719668667427382,YMR030W,RSF1,SGDID:S000004632,ORF,Verified ORF,"""Protein required for respiratory growth; localized to both the nucleus and mitochondrion; may interact with transcription factors to mediate the transition to respiratory growth and activate transcription of nuclear and mitochondrial genes""",Verified ORF
8667,13,331334,-0.0773293984224555,0.160893251462819,0.631080422536531,YMR030W,RSF1,SGDID:S000004632,ORF,Verified ORF,"""Protein required for respiratory growth; localized to both the nucleus and mitochondrion; may interact with transcription factors to mediate the transition to respiratory growth and activate transcription of nuclear and mitochondrial genes""",Verified ORF
8668,13,331755,-0.0720557009538987,0.162276615533012,0.657292892859635,YMR030W,RSF1,SGDID:S000004632,ORF,Verified ORF,"""Protein required for respiratory growth; localized to both the nucleus and mitochondrion; may interact with transcription factors to mediate the transition to respiratory growth and activate transcription of nuclear and mitochondrial genes""",Verified ORF
8669,13,331971,-0.161219136784341,0.343535222781898,0.639148982585975,YMR030W,RSF1,SGDID:S000004632,Close to 3'-UTR,Close to 3'-UTR,"""Protein required for respiratory growth; localized to both the nucleus and mitochondrion; may interact with transcription factors to mediate the transition to respiratory growth and activate transcription of nuclear and mitochondrial genes""",Verified ORF
8670,13,333904,-0.027954153943254,0.15982824998671,0.861257534298918,YMR031C,EIS1,SGDID:S000004633,ORF,Verified ORF,"""Component of the eisosome required for proper eisosome assembly; similar to Uso1p; authentic ; non-tagged protein is detected in a phosphorylated state in highly purified mitochondria in high-throughput studies; protein increases in abundance and relocalizes from plasma membrane to cytoplasm upon DNA replication stress; EIS1 has a paralog ; YKL050C ; that arose from the whole genome duplication""",Verified ORF
8671,13,338431,-0.0013118705683863,0.15870496623189,0.993409353776195,YMR030W-A,YMR030W-A,SGDID:S000028574,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; mCherry fusion protein localizes to the cytosol""",Uncharacterized ORF
8672,13,339328,-0.0860050727779119,0.159515821053455,0.590114079076722,YMR033W,ARP9,SGDID:S000004636,Close to 3'-UTR,Close to 3'-UTR,"""Component of both the SWI/SNF and RSC chromatin remodeling complexes; actin-related protein involved in transcriptional regulation""",Verified ORF
8673,13,339643,-0.0539302518085591,0.159019989341504,0.734704920742214,YMR034C,RCH1,SGDID:S000004637,ORF,Verified ORF,"""Negative regulator of cytosolic calcium homeostasis; localizes to the plasma membrane ; concentrating at the bud neck during cell division; regulated by Crz1p through a CDRE promoter element; non-essential gene; putative transporter with sequence similarity to human SLC10A7; functional homolog of C. albicans RCH1""",Verified ORF
8674,13,340812,0.0126794409259089,0.157643436165767,0.935939942369061,YMR034C,RCH1,SGDID:S000004637,Close to 3'-UTR,Close to 3'-UTR,"""Negative regulator of cytosolic calcium homeostasis; localizes to the plasma membrane ; concentrating at the bud neck during cell division; regulated by Crz1p through a CDRE promoter element; non-essential gene; putative transporter with sequence similarity to human SLC10A7; functional homolog of C. albicans RCH1""",Verified ORF
8675,13,341260,0.0400198015185658,0.15709104293987,0.799060323573798,YMR035W,IMP2,SGDID:S000004638,ORF,Verified ORF,"""Catalytic subunit of mitochondrial inner membrane peptidase complex; required for maturation of mitochondrial proteins of the intermembrane space; complex contains two catalytic subunits (Imp1p and Imp2p that differ in substrate specificity) ; and Som1p""",Verified ORF
8676,13,341722,0.0186789162765859,0.164832434163108,0.909840776094889,YMR034C,RCH1,SGDID:S000004637,Close to 3'-UTR,Close to 3'-UTR,"""Negative regulator of cytosolic calcium homeostasis; localizes to the plasma membrane ; concentrating at the bud neck during cell division; regulated by Crz1p through a CDRE promoter element; non-essential gene; putative transporter with sequence similarity to human SLC10A7; functional homolog of C. albicans RCH1""",Verified ORF
8677,13,343136,-0.0339830477932526,0.158192577407509,0.830031125295788,YMR036C,MIH1,SGDID:S000004639,ORF,Verified ORF,"""Protein tyrosine phosphatase involved in cell cycle control and retrograde protein transport; regulates the phosphorylation state of Cdc28p; modulates phosphorylation of retromer component Vps26p; homolog of S. pombe cdc25""",Verified ORF
8678,13,343663,0.0058627163762375,0.158787718644684,0.970568288326294,YMR036C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8679,13,343706,-0.0213352605883571,0.158635102281077,0.893089645122295,SUT299,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
8680,13,344093,0.0140917611056584,0.15879416968051,0.9293370325592,SUT299,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
8681,13,345749,-0.056213791295852,0.162767174717349,0.730027050703202,YMR037C,MSN2,SGDID:S000004640,ORF,Verified ORF,"""Stress-responsive transcriptional activator; activated in stochastic pulses of nuclear localization in response to various stress conditions; binds DNA at stress response elements of responsive genes; light sensing pathway component that accumulates in the nucleus in response to blue light; relative distribution to nucleus increases upon DNA replication stress""",Verified ORF
