SNP,Chr,Pos,Effect,SE,TPO1_MID2_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
10710,15,729766,-0.0496273035685491,0.106293021076666,0.640865570916613,ARS1521,ARS1521,SGDID:S000118491,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
10711,15,731742,-0.0443084386946033,0.103531312221128,0.668932938867276,YOR207C,RET1,SGDID:S000005733,ORF,Verified ORF,"""Second-largest subunit of RNA polymerase III; RNA polymerase III is responsible for the transcription of tRNA and 5S RNA genes ; and other low molecular weight RNAs""",Verified ORF
10712,15,735908,0.0320700323354077,0.080271896020482,0.689753497197853,YOR208W,PTP2,SGDID:S000005734,ORF,Verified ORF,"""Phosphotyrosine-specific phosphatase; major role in osmolarity sensing through dephosphorylation of the Hog1p MAPK with a minor role by Ptp3p; inactivates and regulates Hog1p localization; major role in the cell wall integrity pathway through dephosphorylation of MAPK Slt2p with a minor role by Ptp3p; minor role with Msg5p in the pheromone adaptive response through dephosphorylation of MAPK Fus3p with major role by Ptp3p; co-regulates the calcium signaling pathway with Msg5p; nuclear localized""",Verified ORF
10713,15,736963,0.103027200708349,0.0756457235383254,0.17407586361889,YOR209C,NPT1,SGDID:S000005735,ORF,Verified ORF,"""Nicotinate phosphoribosyltransferase; acts in the salvage pathway of NAD+ biosynthesis; required for silencing at rDNA and telomeres and has a role in silencing at mating-type loci; localized to the nucleus""",Verified ORF
10714,15,736990,0.0910208291511694,0.0756073842946158,0.229449706877911,YOR209C,NPT1,SGDID:S000005735,ORF,Verified ORF,"""Nicotinate phosphoribosyltransferase; acts in the salvage pathway of NAD+ biosynthesis; required for silencing at rDNA and telomeres and has a role in silencing at mating-type loci; localized to the nucleus""",Verified ORF
10715,15,737166,0.0834061158772887,0.0763116713957648,0.275153735320614,YOR209C,NPT1,SGDID:S000005735,ORF,Verified ORF,"""Nicotinate phosphoribosyltransferase; acts in the salvage pathway of NAD+ biosynthesis; required for silencing at rDNA and telomeres and has a role in silencing at mating-type loci; localized to the nucleus""",Verified ORF
10716,15,745301,-0.0419819496076619,0.0735321106942725,0.568407957753911,YOR213C,SAS5,SGDID:S000005739,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the SAS complex (Sas2p ; Sas4p ; Sas5p); acetylates free histones and nucleosomes and regulates transcriptional silencing; stimulates Sas2p HAT activity""",Verified ORF
10717,15,745306,-0.105851420479117,0.0770761436634063,0.170519630413702,YOR213C,SAS5,SGDID:S000005739,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the SAS complex (Sas2p ; Sas4p ; Sas5p); acetylates free histones and nucleosomes and regulates transcriptional silencing; stimulates Sas2p HAT activity""",Verified ORF
10718,15,746559,0.172961255836711,0.094686719187322,0.0685939731618698,YOR214C_NFR/NDR,,,Promoter,Promoter,,Promoter
10719,15,747552,0.0107358022281542,0.0695652737208281,0.877440078513994,YOR216C,RUD3,SGDID:S000005742,ORF,Verified ORF,"""Golgi matrix protein; involved in the structural organization of the cis-Golgi; interacts genetically with COG3 and USO1""",Verified ORF
10720,15,748030,-0.0217594184477268,0.0699731894324231,0.756008541512775,YOR216C,RUD3,SGDID:S000005742,ORF,Verified ORF,"""Golgi matrix protein; involved in the structural organization of the cis-Golgi; interacts genetically with COG3 and USO1""",Verified ORF
10721,15,751144,0.0293175423608966,0.0692673095197329,0.672368998234779,YOR217W,RFC1,SGDID:S000005743,ORF,Verified ORF,"""Subunit of heteropentameric Replication factor C (RF-C); RF-C is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon""",Verified ORF
10722,15,751335,-0.0026568913421094,0.0697039036671064,0.969616085220257,YOR217W,RFC1,SGDID:S000005743,ORF,Verified ORF,"""Subunit of heteropentameric Replication factor C (RF-C); RF-C is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon""",Verified ORF
10723,15,751442,0.0110920587285147,0.069306356953317,0.872938042954145,YOR217W,RFC1,SGDID:S000005743,ORF,Verified ORF,"""Subunit of heteropentameric Replication factor C (RF-C); RF-C is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon""",Verified ORF
10724,15,751857,0.0153581270908082,0.0693873709778984,0.824956511036374,YOR217W,RFC1,SGDID:S000005743,ORF,Verified ORF,"""Subunit of heteropentameric Replication factor C (RF-C); RF-C is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon""",Verified ORF
10725,15,752064,0.199706286993878,0.136607544750492,0.144658820883527,YOR217W,RFC1,SGDID:S000005743,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of heteropentameric Replication factor C (RF-C); RF-C is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon""",Verified ORF
10726,15,757677,0.0084150396993815,0.0689007819536248,0.902863409509506,YOR222W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10727,15,757952,-0.0044650539559773,0.0688667578513758,0.948341176528701,YOR221C,MCT1,SGDID:S000005747,Close to 3'-UTR,Close to 3'-UTR,"""Predicted malonyl-CoA:ACP transferase; putative component of a type-II mitochondrial fatty acid synthase that produces intermediates for phospholipid remodeling""",Verified ORF
10728,15,758102,0.0086314295081926,0.0707469538851179,0.902965071160913,CUT857_NFR/NDR,,,Promoter,Promoter,,Promoter
10729,15,758119,0.0151599090604057,0.0696783780696026,0.827890040836581,CUT857_NFR/NDR,,,Promoter,Promoter,,Promoter
10730,15,758539,0.0013586227459702,0.0688343005934445,0.984263860830315,YOR222W,ODC2,SGDID:S000005748,ORF,Verified ORF,"""Mitochondrial inner membrane transporter; 2-oxodicarboxylate transporter ; exports 2-oxoadipate and 2-oxoglutarate from the mitochondrial matrix to the cytosol for use in lysine and glutamate biosynthesis and in lysine catabolism; ODC2 has a paralog ; ODC1 ; that arose from the whole genome duplication""",Verified ORF
10731,15,759034,-0.0337118702625376,0.0689591018072402,0.6252390233037,YOR222W,ODC2,SGDID:S000005748,ORF,Verified ORF,"""Mitochondrial inner membrane transporter; 2-oxodicarboxylate transporter ; exports 2-oxoadipate and 2-oxoglutarate from the mitochondrial matrix to the cytosol for use in lysine and glutamate biosynthesis and in lysine catabolism; ODC2 has a paralog ; ODC1 ; that arose from the whole genome duplication""",Verified ORF
10732,15,759061,-0.0219743966653784,0.0688572356369338,0.74981683823171,YOR222W,ODC2,SGDID:S000005748,ORF,Verified ORF,"""Mitochondrial inner membrane transporter; 2-oxodicarboxylate transporter ; exports 2-oxoadipate and 2-oxoglutarate from the mitochondrial matrix to the cytosol for use in lysine and glutamate biosynthesis and in lysine catabolism; ODC2 has a paralog ; ODC1 ; that arose from the whole genome duplication""",Verified ORF
10733,15,759214,0.0049173608504,0.0686720232440825,0.94295564653926,YOR222W,ODC2,SGDID:S000005748,ORF,Verified ORF,"""Mitochondrial inner membrane transporter; 2-oxodicarboxylate transporter ; exports 2-oxoadipate and 2-oxoglutarate from the mitochondrial matrix to the cytosol for use in lysine and glutamate biosynthesis and in lysine catabolism; ODC2 has a paralog ; ODC1 ; that arose from the whole genome duplication""",Verified ORF
10734,15,759381,-0.009355864048629,0.0688653675538923,0.892011519168344,YNCO0024C,SNR35,SGDID:S000007299,Non-coding RNA,snoRNA gene,"snoRNA_gene ; ""H/ACA box small nucleolar RNA (snoRNA); predicted to guide pseudouridylation of small subunit (SSU) rRNA at position 1191""",snoRNA_gene
10735,15,759643,-0.0988976668166228,0.348938476607906,0.777017698344324,YOR223W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10736,15,760114,0.0125143501946845,0.0685523156060023,0.855254481977162,YOR223W,DSC3,SGDID:S000005749,ORF,Verified ORF,"""Subunit of the DSC ubiquitin ligase complex; protein of unknown function that localizes to the ER and vacuole lumen; overexpression affects endocytic protein trafficking; ortholog of fission yeast dsc3""",Verified ORF
10737,15,761032,-0.034694769288003,0.0687243968644187,0.613986790204341,YOR224C,RPB8,SGDID:S000005750,ORF,Verified ORF,"""RNA polymerase subunit ABC14.5; common to RNA polymerases I ; II ; and III""",Verified ORF
10738,15,761321,-0.0372395096358843,0.0700203210357031,0.595172322087062,YOR224C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10739,15,762315,-0.0013029896440009,0.0685101888726361,0.984836759213394,YOR226C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10740,15,762399,0.0345455333898889,0.0685373751924914,0.614548164635877,YOR227W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10741,15,762569,0.0288378318286477,0.0686103378611435,0.674512390764406,YOR227W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10742,15,762597,0.0214917749266538,0.0685384455844263,0.754030920095792,YOR227W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10743,15,762665,0.0164297622388003,0.0685424125427975,0.810700308163763,YOR225W,YOR225W,SGDID:S000005751,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
10744,15,763531,-0.0664045006417134,0.06885385031597,0.335492191459076,YOR227W,HER1,SGDID:S000005753,ORF,Verified ORF,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10745,15,763849,-0.0411646501913585,0.0688109515225456,0.550071320185251,YOR227W,HER1,SGDID:S000005753,ORF,Verified ORF,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10746,15,763978,-0.0426978280585168,0.0696976857782962,0.540525565213556,YOR227W,HER1,SGDID:S000005753,ORF,Verified ORF,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10747,15,764381,-0.0519876526890678,0.0685408092679005,0.448662637429248,YOR227W,HER1,SGDID:S000005753,ORF,Verified ORF,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10748,15,764453,-0.0538915519386559,0.0690819535075136,0.435848637202828,YOR227W,HER1,SGDID:S000005753,ORF,Verified ORF,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10749,15,765566,0.0007904542487085,0.0707341895016976,0.991090142057367,YOR227W,HER1,SGDID:S000005753,ORF,Verified ORF,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10750,15,765710,-0.0044602112678761,0.0694962063380858,0.948863862833874,YOR227W,HER1,SGDID:S000005753,ORF,Verified ORF,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10751,15,765854,-0.009575643179428,0.0690003786832562,0.889705760544163,YOR227W,HER1,SGDID:S000005753,ORF,Verified ORF,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10752,15,766151,0.0146638640820512,0.0686035663889529,0.830867106861513,YOR227W,HER1,SGDID:S000005753,ORF,Verified ORF,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10753,15,766225,0.0181616581216493,0.0684087137959362,0.790788916136954,YOR227W,HER1,SGDID:S000005753,ORF,Verified ORF,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10754,15,766858,0.0218753556040105,0.0687023241610132,0.750363923471129,YOR227W,HER1,SGDID:S000005753,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10755,15,767623,0.0087739275792807,0.0684182445141836,0.898032398096621,YOR228C,MCP1,SGDID:S000005754,ORF,Verified ORF,"""Mitochondrial protein of unknown function involved in lipid homeostasis; integral membrane protein that localizes to the mitochondrial outer membrane; involved in mitochondrial morphology; interacts genetically with MDM10 ; and other members of the ERMES complex; contains five predicted transmembrane domains""",Verified ORF
10756,15,767955,0.0082512035669869,0.0685174434132439,0.904215111299239,YOR228C,MCP1,SGDID:S000005754,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial protein of unknown function involved in lipid homeostasis; integral membrane protein that localizes to the mitochondrial outer membrane; involved in mitochondrial morphology; interacts genetically with MDM10 ; and other members of the ERMES complex; contains five predicted transmembrane domains""",Verified ORF
10757,15,768052,0.0151610506416679,0.068415079528587,0.824750359642642,YOR228C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10758,15,768281,-0.0279621347074479,0.0781450877990632,0.720689395267708,YOR229W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10759,15,768292,0.0190567600065032,0.0780089837995942,0.807148696707416,YOR229W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10760,15,770624,0.211899557066213,0.14774101736839,0.15238231890682,YOR230W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10761,15,774372,0.0178892467899112,0.0686773260728911,0.794643433442544,YOR232W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10762,15,774673,0.0075722906706385,0.068740395000856,0.912346828539047,YOR232W,MGE1,SGDID:S000005758,ORF,Verified ORF,"""Mitochondrial matrix cochaperone; nucleotide release factor for Ssc1p in protein translocation and folding; also acts as cochaperone for Ssq1p in folding of Fe-S cluster proteins; acts as oxidative sensor to regulate mitochondrial Ssc1p; in presence of oxidative stress ; dimeric Mge1p becomes a monomer and unable to regulate Ssc1p function; homolog of E. coli GrpE and human Mge1 (GRPEL1) ; which also responds to oxidative stress""",Verified ORF
10763,15,775499,-0.0071399545059458,0.0703658391616013,0.919235738955544,YOR233W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10764,15,776034,0.0276940277041363,0.0685900040063021,0.686632323996029,YOR233W,KIN4,SGDID:S000005759,ORF,Verified ORF,"""Serine/threonine protein kinase; inhibits the mitotic exit network (MEN) when the spindle position checkpoint is activated; localized asymmetrically to mother cell cortex ; spindle pole body and bud neck; KIN4 has a paralog ; FRK1 ; that arose from the whole genome duplication""",Verified ORF
10765,15,776532,0.00648631336355,0.0684125246994921,0.924518124137951,YOR233W,KIN4,SGDID:S000005759,ORF,Verified ORF,"""Serine/threonine protein kinase; inhibits the mitotic exit network (MEN) when the spindle position checkpoint is activated; localized asymmetrically to mother cell cortex ; spindle pole body and bud neck; KIN4 has a paralog ; FRK1 ; that arose from the whole genome duplication""",Verified ORF
10766,15,777196,0.0289165021218221,0.0686015739197624,0.673636577242634,YOR233W,KIN4,SGDID:S000005759,ORF,Verified ORF,"""Serine/threonine protein kinase; inhibits the mitotic exit network (MEN) when the spindle position checkpoint is activated; localized asymmetrically to mother cell cortex ; spindle pole body and bud neck; KIN4 has a paralog ; FRK1 ; that arose from the whole genome duplication""",Verified ORF
10767,15,777500,0.0150374327514802,0.0684087139306338,0.826140346833258,YOR233W,KIN4,SGDID:S000005759,ORF,Verified ORF,"""Serine/threonine protein kinase; inhibits the mitotic exit network (MEN) when the spindle position checkpoint is activated; localized asymmetrically to mother cell cortex ; spindle pole body and bud neck; KIN4 has a paralog ; FRK1 ; that arose from the whole genome duplication""",Verified ORF
10768,15,777559,0.0378161174100537,0.0683902266649153,0.58065022526622,YOR233W,KIN4,SGDID:S000005759,ORF,Verified ORF,"""Serine/threonine protein kinase; inhibits the mitotic exit network (MEN) when the spindle position checkpoint is activated; localized asymmetrically to mother cell cortex ; spindle pole body and bud neck; KIN4 has a paralog ; FRK1 ; that arose from the whole genome duplication""",Verified ORF
10769,15,778023,0.0081851686186607,0.0689942771476427,0.905631641792666,YOR233W,KIN4,SGDID:S000005759,ORF,Verified ORF,"""Serine/threonine protein kinase; inhibits the mitotic exit network (MEN) when the spindle position checkpoint is activated; localized asymmetrically to mother cell cortex ; spindle pole body and bud neck; KIN4 has a paralog ; FRK1 ; that arose from the whole genome duplication""",Verified ORF
10770,15,778545,0.026094593926673,0.0740437977720807,0.724732823236112,YOR233W,KIN4,SGDID:S000005759,Close to 3'-UTR,Close to 3'-UTR,"""Serine/threonine protein kinase; inhibits the mitotic exit network (MEN) when the spindle position checkpoint is activated; localized asymmetrically to mother cell cortex ; spindle pole body and bud neck; KIN4 has a paralog ; FRK1 ; that arose from the whole genome duplication""",Verified ORF
10771,15,779669,0.0359121126587423,0.0685792086167461,0.600844401680991,YOR234C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10772,15,779900,0.0233039669058917,0.0696930106114267,0.738291211327388,YOR235W,IRC13,SGDID:S000005761,ORF,Uncharacterized ORF,"""Putative protein of unknown function; conserved across S. cerevisiae strains; null mutant displays increased levels of spontaneous Rad52 foci""",Uncharacterized ORF
10773,15,780008,0.0293947584666861,0.068648724991915,0.668773283463141,YOR235W,IRC13,SGDID:S000005761,ORF,Uncharacterized ORF,"""Putative protein of unknown function; conserved across S. cerevisiae strains; null mutant displays increased levels of spontaneous Rad52 foci""",Uncharacterized ORF
10774,15,781811,0.0022406657835254,0.0687033857003169,0.974001144598523,YOR237W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10775,15,785050,-0.0141108581649522,0.0687026463289389,0.837385575390751,YOR239W,ABP140,SGDID:S000005765,ORF,Verified ORF,"""AdoMet-dependent tRNA methyltransferase and actin binding protein; C-terminal domain is responsible for 3-methylcytidine modification of residue 32 of the tRNA anticodon loop of tRNA-Thr and tRNA-Ser and contains an S-adenosylmethionine (AdoMet) binding motif; N-terminal actin binding sequence interacts with actin filaments and localizes to actin patches and cables; N- and C-terminal domains are encoded in separate ORFs that are translated into one protein via a +1 frameshift""",Verified ORF
10776,15,785154,-0.0376312166787888,0.0724644114040864,0.603872682574894,YOR239W,ABP140,SGDID:S000005765,ORF,Verified ORF,"""AdoMet-dependent tRNA methyltransferase and actin binding protein; C-terminal domain is responsible for 3-methylcytidine modification of residue 32 of the tRNA anticodon loop of tRNA-Thr and tRNA-Ser and contains an S-adenosylmethionine (AdoMet) binding motif; N-terminal actin binding sequence interacts with actin filaments and localizes to actin patches and cables; N- and C-terminal domains are encoded in separate ORFs that are translated into one protein via a +1 frameshift""",Verified ORF
10777,15,785154,0.504170425842936,0.413743721235617,0.223826014019043,YOR239W,ABP140,SGDID:S000005765,ORF,Verified ORF,"""AdoMet-dependent tRNA methyltransferase and actin binding protein; C-terminal domain is responsible for 3-methylcytidine modification of residue 32 of the tRNA anticodon loop of tRNA-Thr and tRNA-Ser and contains an S-adenosylmethionine (AdoMet) binding motif; N-terminal actin binding sequence interacts with actin filaments and localizes to actin patches and cables; N- and C-terminal domains are encoded in separate ORFs that are translated into one protein via a +1 frameshift""",Verified ORF
10778,15,785674,0.009395090593264,0.0685083990374918,0.891000064098593,YOR239W,ABP140,SGDID:S000005765,ORF,Verified ORF,"""AdoMet-dependent tRNA methyltransferase and actin binding protein; C-terminal domain is responsible for 3-methylcytidine modification of residue 32 of the tRNA anticodon loop of tRNA-Thr and tRNA-Ser and contains an S-adenosylmethionine (AdoMet) binding motif; N-terminal actin binding sequence interacts with actin filaments and localizes to actin patches and cables; N- and C-terminal domains are encoded in separate ORFs that are translated into one protein via a +1 frameshift""",Verified ORF
10779,15,789434,-0.0193094271861943,0.0689071901482324,0.779470035500902,YOR242C,SSP2,SGDID:S000005768,ORF,Verified ORF,"""Sporulation specific protein that localizes to the spore wall; required for sporulation at a point after meiosis II and during spore wall formation; expression controlled by a tightly regulated middle-meiotic promoter that is activated by Ndt80p; translation of SSP2 mRNA is delayed ; such that the mRNA is present as nuclear divisions are taking place but is not engaged by ribosomes until relatively late in meiotic development""",Verified ORF
10780,15,789595,0.0112490223984803,0.0689122530904607,0.870425327422282,YOR242C,SSP2,SGDID:S000005768,ORF,Verified ORF,"""Sporulation specific protein that localizes to the spore wall; required for sporulation at a point after meiosis II and during spore wall formation; expression controlled by a tightly regulated middle-meiotic promoter that is activated by Ndt80p; translation of SSP2 mRNA is delayed ; such that the mRNA is present as nuclear divisions are taking place but is not engaged by ribosomes until relatively late in meiotic development""",Verified ORF
10781,15,789672,0.0152827264517776,0.0687972936363241,0.824332281051965,YOR242C,SSP2,SGDID:S000005768,ORF,Verified ORF,"""Sporulation specific protein that localizes to the spore wall; required for sporulation at a point after meiosis II and during spore wall formation; expression controlled by a tightly regulated middle-meiotic promoter that is activated by Ndt80p; translation of SSP2 mRNA is delayed ; such that the mRNA is present as nuclear divisions are taking place but is not engaged by ribosomes until relatively late in meiotic development""",Verified ORF
10782,15,789915,0.0193444959712536,0.0717024335754968,0.78748057058174,YOR242C_NFR/NDR,,,Promoter,Promoter,,Promoter
10783,15,791260,0.0120262010127847,0.0685158609698169,0.860768290676914,YOR243C,PUS7,SGDID:S000005769,ORF,Verified ORF,"""Pseudouridine synthase; catalyzes pseudouridylation at positions 35 and 56 in U2 snRNA ; position 50 in 5S rRNA ; position 13 in cytoplasmic tRNAs ; and position 35 in pre-tRNA(Tyr); also pseudouridylates some mRNAs; relocates from nucleus to cytoplasm during heat shock and differentially modifies some mRNAs during heat shock; conserved in archaea ; vertebrates ; and some bacteria""",Verified ORF
10784,15,796798,0.005095304367755,0.0685258653773126,0.940769292643868,YOR246C,ENV9,SGDID:S000005772,Close to 3'-UTR,Close to 3'-UTR,"""Conserved oxidoreductase involved in lipid droplet morphology; mutant shows defects in CPY processing and vacuolar morphology; required for replication of Brome mosaic virus in S. cerevisiae ; a model system for studying replication of positive-strand RNA viruses in their natural hosts; homologus to human RDH12 linked to Leber Congenital Amaurosis""",Verified ORF
10785,15,797115,-0.0280000741681997,0.0691770160234195,0.685899246429919,YOR247W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10786,15,797158,-0.0243363822164551,0.0688862224143393,0.72408661508826,YOR247W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10787,15,797268,-0.0148677489525145,0.0686989317635439,0.82878622724671,YOR247W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10788,15,797335,-0.0180822841560874,0.0692954914755902,0.794287396531093,YOR247W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10789,15,798213,0.0015358768740275,0.0685360655887227,0.982133755723638,YOR247W,SRL1,SGDID:S000005773,ORF,Verified ORF,"""Mannoprotein that exhibits a tight association with the cell wall; required for cell wall stability in the absence of GPI-anchored mannoproteins; has a high serine-threonine content; expression is induced in cell wall mutants; SRL1 has a paralog ; SVS1 ; that arose from the whole genome duplication""",Verified ORF
10790,15,798788,0.0084003820359395,0.0688328864887667,0.902936593637302,YOR249C,APC5,SGDID:S000005775,ORF,Verified ORF,"""Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; relative distribution to nuclear foci decreases upon DNA replication stress""",Verified ORF
10791,15,798886,-0.0186944275510191,0.0691975791540614,0.787194931284886,YOR249C,APC5,SGDID:S000005775,ORF,Verified ORF,"""Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; relative distribution to nuclear foci decreases upon DNA replication stress""",Verified ORF
10792,15,800526,-0.0085076213229552,0.0689232449794839,0.90183196792488,YOR249C,APC5,SGDID:S000005775,ORF,Verified ORF,"""Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; relative distribution to nuclear foci decreases upon DNA replication stress""",Verified ORF
10793,15,802678,-0.0155558724029366,0.0685570347016939,0.820629656390727,YOR251C,TUM1,SGDID:S000005777,ORF,Verified ORF,"""Rhodanese domain sulfur transferase; accepts persulfite from Nfs1p and transfers it to Uba4p in the pathway for 2-thiolation of the wobble uridine base of tRNAs; also stimulates sulfur transfer by Nfs1p; involved in metabolism of sterol esters; may be mitochondrially localized""",Verified ORF
10794,15,803281,0.0075918501961444,0.0685770584215077,0.911912883378054,YOR251C,TUM1,SGDID:S000005777,ORF,Verified ORF,"""Rhodanese domain sulfur transferase; accepts persulfite from Nfs1p and transfers it to Uba4p in the pathway for 2-thiolation of the wobble uridine base of tRNAs; also stimulates sulfur transfer by Nfs1p; involved in metabolism of sterol esters; may be mitochondrially localized""",Verified ORF
10795,15,806960,0.0121617804013905,0.0686618712519852,0.859511259446622,YOR254C,SEC63,SGDID:S000005780,ORF,Verified ORF,"""Essential subunit of Sec63 complex; with Sec61 complex ; Kar2p/BiP and Lhs1p forms a channel competent for SRP-dependent and post-translational SRP-independent protein targeting and import into the ER; other members are Sec62p ; Sec66p ; and Sec72p""",Verified ORF
10796,15,807285,0.0160493581524022,0.0688815915376512,0.815897041999979,YOR255W,OSW1,SGDID:S000005781,ORF,Verified ORF,"""Protein involved in sporulation; required for the construction of the outer spore wall layers; required for proper localization of Spo14p""",Verified ORF
10797,15,808281,0.0019481938030271,0.068948270194042,0.977474039392434,YOR256C,TRE2,SGDID:S000005782,ORF,Verified ORF,"""Transferrin receptor-like protein; functions with Tre1p to regulate ubiquitination and vacuolar degradation of the metal transporter Smf1p; inviability of null mutant in systematic studies is due to proximity to CDC31; TRE2 has a paralog ; TRE1 ; that arose from the whole genome duplication""",Verified ORF
10798,15,808893,0.0120417301898343,0.068746214017243,0.861052702260885,YOR256C,TRE2,SGDID:S000005782,ORF,Verified ORF,"""Transferrin receptor-like protein; functions with Tre1p to regulate ubiquitination and vacuolar degradation of the metal transporter Smf1p; inviability of null mutant in systematic studies is due to proximity to CDC31; TRE2 has a paralog ; TRE1 ; that arose from the whole genome duplication""",Verified ORF
10799,15,810364,0.0153594000788121,0.0698267873984971,0.826026110581533,YOR256C,TRE2,SGDID:S000005782,ORF,Verified ORF,"""Transferrin receptor-like protein; functions with Tre1p to regulate ubiquitination and vacuolar degradation of the metal transporter Smf1p; inviability of null mutant in systematic studies is due to proximity to CDC31; TRE2 has a paralog ; TRE1 ; that arose from the whole genome duplication""",Verified ORF
