SNP,Chr,Pos,Effect,SE,PLM2_HNM1_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
8362,12,1013786,0.0369370509618563,0.114243023639448,0.746644379625157,YLR438W,CAR2,SGDID:S000004430,Close to 3'-UTR,Close to 3'-UTR,"""L-ornithine transaminase (OTAse); catalyzes the second step of arginine degradation ; expression is dually-regulated by allophanate induction and a specific arginine induction process; not nitrogen catabolite repression sensitive; protein abundance increases in response to DNA replication stress; human homolog OAT complements yeast null mutant""",Verified ORF
8363,12,1014199,0.143146078629328,0.147187064913865,0.331445310442178,YLR439W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8364,12,1014224,-1.33504825035528,0.578675596800807,0.0216288156890607,YLR439W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8365,12,1017741,0.0959871564721803,0.0997554223719043,0.336595274739324,YLR440C,SEC39,SGDID:S000004432,Close to 3'-UTR,Close to 3'-UTR,"""Component of the Dsl1p tethering complex; this complex interacts with ER SNAREs Sec20p and Use1p; mediates Sey1p-independent homotypic ER fusion; proposed to be involved in protein secretion; localizes to the ER and nuclear envelope""",Verified ORF
8366,12,1019116,0.130823945934104,0.164448124464102,0.426837998109025,YLR441C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8367,12,1019132,-0.180105316157914,0.186272918409544,0.334261266059457,YLR441C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8368,12,1019132,-0.544760705173569,1.84500251470114,0.767966679668012,YLR441C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8369,12,1019137,0.263879056881565,0.196256838218921,0.179630758423974,YLR441C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8370,12,1019140,-0.570438267337577,0.333324912170566,0.0878934516994461,YLR441C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8371,12,1019141,0.492580291161741,0.218832001701268,0.0250033655736323,YLR441C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8372,12,1020161,0.119299791675311,0.101279311142013,0.239618589302835,YLR442C,SIR3,SGDID:S000004434,ORF,Verified ORF,"""Silencing protein; interacts with Sir2p ; Sir4p ; and histone H3/H4 tails to establish transcriptionally silent chromatin; required for spreading of silenced chromatin; recruited to chromatin through interaction with Rap1p; C-terminus assumes variant winged helix-turn-helix (wH) fold that mediates homodimerization ; which is critical for holo-SIR complex loading; required for telomere hypercluster formation in quiescent yeast cells; has paralog ORC1 from whole genome duplication""",Verified ORF
8373,12,1021290,0.0986538022874286,0.0993072146612136,0.321185640472884,YLR442C,SIR3,SGDID:S000004434,ORF,Verified ORF,"""Silencing protein; interacts with Sir2p ; Sir4p ; and histone H3/H4 tails to establish transcriptionally silent chromatin; required for spreading of silenced chromatin; recruited to chromatin through interaction with Rap1p; C-terminus assumes variant winged helix-turn-helix (wH) fold that mediates homodimerization ; which is critical for holo-SIR complex loading; required for telomere hypercluster formation in quiescent yeast cells; has paralog ORC1 from whole genome duplication""",Verified ORF
8374,12,1021339,0.0944031075607778,0.0995185526581089,0.343474018553637,YLR442C,SIR3,SGDID:S000004434,ORF,Verified ORF,"""Silencing protein; interacts with Sir2p ; Sir4p ; and histone H3/H4 tails to establish transcriptionally silent chromatin; required for spreading of silenced chromatin; recruited to chromatin through interaction with Rap1p; C-terminus assumes variant winged helix-turn-helix (wH) fold that mediates homodimerization ; which is critical for holo-SIR complex loading; required for telomere hypercluster formation in quiescent yeast cells; has paralog ORC1 from whole genome duplication""",Verified ORF
8375,12,1022208,0.102773528008249,0.0984094242032613,0.297039785470657,YLR442C,SIR3,SGDID:S000004434,ORF,Verified ORF,"""Silencing protein; interacts with Sir2p ; Sir4p ; and histone H3/H4 tails to establish transcriptionally silent chromatin; required for spreading of silenced chromatin; recruited to chromatin through interaction with Rap1p; C-terminus assumes variant winged helix-turn-helix (wH) fold that mediates homodimerization ; which is critical for holo-SIR complex loading; required for telomere hypercluster formation in quiescent yeast cells; has paralog ORC1 from whole genome duplication""",Verified ORF
8376,12,1023248,0.0816623888434225,0.0986867875776843,0.408518092538703,YLR443W,ECM7,SGDID:S000004435,ORF,Verified ORF,"""Putative integral membrane protein with a role in calcium uptake; non-essential protein; mutant has cell wall defects and Ca+ uptake deficiencies; transcription is induced under conditions of zinc deficiency""",Verified ORF
8377,12,1023544,0.0721845125298506,0.0981443455901263,0.462527481957021,YLR443W,ECM7,SGDID:S000004435,ORF,Verified ORF,"""Putative integral membrane protein with a role in calcium uptake; non-essential protein; mutant has cell wall defects and Ca+ uptake deficiencies; transcription is induced under conditions of zinc deficiency""",Verified ORF
8378,12,1025145,0.0707596159080146,0.10276975533798,0.491574043839749,YLR446W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8379,12,1026686,0.532050203305866,0.205932965938731,0.0101786358142873,SUT711_NFR/NDR,,,Promoter,Promoter,,Promoter
8380,12,1028353,-0.0337034054913616,0.103020189063895,0.743745774923421,YLR448W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8381,12,1029017,-0.0294881924698719,0.105257821888996,0.779524967375113,YLR448W,RPL6B,SGDID:S000004440,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L6B; binds 5.8S rRNA; homologous to mammalian ribosomal protein L6 ; no bacterial homolog; RPL6B has a paralog ; RPL6A ; that arose from the whole genome duplication""",Verified ORF
8382,12,1032444,0.0444559654430291,0.101056200613832,0.660269126612949,YLR450W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8383,12,1032630,0.0660297051197959,0.10132597211155,0.515046970915266,YLR450W,HMG2,SGDID:S000004442,ORF,Verified ORF,"""HMG-CoA reductase; converts HMG-CoA to mevalonate ; a rate-limiting step in sterol biosynthesis; one of two isozymes; overproduction induces assembly of peripheral ER membrane arrays and short nuclear-associated membrane stacks; forms foci at nuclear periphery upon DNA replication stress; HMG2 has a paralog ; HMG1 ; that arose from the whole genome duplication; human homolog HMGCR can complement yeast hmg2 mutant""",Verified ORF
8384,12,1034909,0.0651514030222533,0.100536844838359,0.517383530805673,YLR450W,HMG2,SGDID:S000004442,ORF,Verified ORF,"""HMG-CoA reductase; converts HMG-CoA to mevalonate ; a rate-limiting step in sterol biosynthesis; one of two isozymes; overproduction induces assembly of peripheral ER membrane arrays and short nuclear-associated membrane stacks; forms foci at nuclear periphery upon DNA replication stress; HMG2 has a paralog ; HMG1 ; that arose from the whole genome duplication; human homolog HMGCR can complement yeast hmg2 mutant""",Verified ORF
8385,12,1035696,0.066154152776191,0.100288829567286,0.509917371294081,YLR450W,HMG2,SGDID:S000004442,ORF,Verified ORF,"""HMG-CoA reductase; converts HMG-CoA to mevalonate ; a rate-limiting step in sterol biosynthesis; one of two isozymes; overproduction induces assembly of peripheral ER membrane arrays and short nuclear-associated membrane stacks; forms foci at nuclear periphery upon DNA replication stress; HMG2 has a paralog ; HMG1 ; that arose from the whole genome duplication; human homolog HMGCR can complement yeast hmg2 mutant""",Verified ORF
8386,12,1039697,0.079909747217737,0.0998672398770248,0.424156389387671,YLR452C,SST2,SGDID:S000004444,ORF,Verified ORF,"""GTPase-activating protein for Gpa1p; regulates desensitization to alpha factor pheromone; also required to prevent receptor-independent signaling of the mating pathway; member of the RGS (regulator of G-protein signaling) family""",Verified ORF
8387,12,1042274,0.024375589503714,0.102800957201933,0.812705571051685,CUT278,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
8388,12,1045404,0.14491296179554,0.101214898324745,0.153104331641223,YLR454W,FMP27,SGDID:S000004446,ORF,Uncharacterized ORF,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
8389,12,1045489,0.190463611738642,0.100607709916619,0.0591580792640728,YLR454W,FMP27,SGDID:S000004446,ORF,Uncharacterized ORF,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
8390,12,1045751,0.130442413826398,0.100220659465735,0.193918302863818,YLR454W,FMP27,SGDID:S000004446,ORF,Uncharacterized ORF,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
8391,12,1048929,0.136784814397319,0.0996254358411153,0.170626715209759,YLR454W,FMP27,SGDID:S000004446,ORF,Uncharacterized ORF,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
8392,12,1051804,0.160554402016331,0.101949710600891,0.116189333067607,YLR454W,FMP27,SGDID:S000004446,ORF,Uncharacterized ORF,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
8393,12,1051903,0.15273173941635,0.102099156915611,0.135569086070877,YLR454W,FMP27,SGDID:S000004446,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
8394,12,1052066,0.13434599871305,0.112981640951381,0.235201209633119,tI(AAU)L2_NFR/NDR,,,Promoter,Promoter,,Promoter
8395,12,1052067,0.157857831916301,0.102790598896178,0.12550225333509,tI(AAU)L2_NFR/NDR,,,Promoter,Promoter,,Promoter
8396,12,1052688,0.224070077933938,0.0991592217087234,0.0244489881457787,YLR454W,FMP27,SGDID:S000004446,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
8397,12,1053030,0.2570765797033,0.102055937996924,0.0122107851218391,YLR455W,PDP3,SGDID:S000004447,Close to 3'-UTR,Close to 3'-UTR,"""Component of the NuA3b histone acetyltransferase complex; regulates interaction between NuA3b and H3K36me3 at the transcribed regions of genes; contains PWWP domain; deletion confers sensitivity to 4-(N-(S-glutathionylacetyl)amino) phenylarsenoxide (GSAO); protein abundance increases in response to DNA replication stress; relocalizes to the cytosol in response to hypoxia""",Verified ORF
8398,12,1054544,0.155787816602998,0.100902646452181,0.123498399320475,YLR455W,PDP3,SGDID:S000004447,Close to 3'-UTR,Close to 3'-UTR,"""Component of the NuA3b histone acetyltransferase complex; regulates interaction between NuA3b and H3K36me3 at the transcribed regions of genes; contains PWWP domain; deletion confers sensitivity to 4-(N-(S-glutathionylacetyl)amino) phenylarsenoxide (GSAO); protein abundance increases in response to DNA replication stress; relocalizes to the cytosol in response to hypoxia""",Verified ORF
8399,12,1054776,0.150032469787847,0.100521005202439,0.136448605231171,YLR455W,PDP3,SGDID:S000004447,Close to 3'-UTR,Close to 3'-UTR,"""Component of the NuA3b histone acetyltransferase complex; regulates interaction between NuA3b and H3K36me3 at the transcribed regions of genes; contains PWWP domain; deletion confers sensitivity to 4-(N-(S-glutathionylacetyl)amino) phenylarsenoxide (GSAO); protein abundance increases in response to DNA replication stress; relocalizes to the cytosol in response to hypoxia""",Verified ORF
8400,12,1055175,0.151252295283243,0.0995216518341511,0.129458194858487,YLR456W,YLR456W,SGDID:S000004448,ORF,Uncharacterized ORF,"""Protein of unknown function; predicted to encode a pyridoxal 5'-phosphate synthase based on sequence similarity but purified protein does not possess this activity ; nor does it bind flavin mononucleotide (FMN); null mutant displays increased resistance to antifungal agents gliotoxin ; cycloheximide and H2O2; YLR456W has a paralog ; YPR172W ; that arose from the whole genome duplication""",Uncharacterized ORF
8401,12,1057194,0.110651939016712,0.0994711189196217,0.26672203683344,YLR459W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8402,12,1057342,0.168266730921714,0.098287115341461,0.0877764603935084,YLR459W,GAB1,SGDID:S000004451,ORF,Verified ORF,"""Subunit of the glycosylphosphatidylinositol transamidase complex; involved in attachment of glycosylphosphatidylinositol (GPI) anchors to proteins; may have a role in recognition of the attachment signal or the lipid portion of GPI; ortholog of human PIGU; partially complements a class U CHO cell line with a mutation in the PIGU ortholog""",Verified ORF
8403,12,1057418,0.156006001569734,0.0982069870112393,0.113058882964747,YLR459W,GAB1,SGDID:S000004451,ORF,Verified ORF,"""Subunit of the glycosylphosphatidylinositol transamidase complex; involved in attachment of glycosylphosphatidylinositol (GPI) anchors to proteins; may have a role in recognition of the attachment signal or the lipid portion of GPI; ortholog of human PIGU; partially complements a class U CHO cell line with a mutation in the PIGU ortholog""",Verified ORF
8404,12,1059123,0.501470302460524,0.199039816370482,0.0121947903422621,YLR459W,GAB1,SGDID:S000004451,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the glycosylphosphatidylinositol transamidase complex; involved in attachment of glycosylphosphatidylinositol (GPI) anchors to proteins; may have a role in recognition of the attachment signal or the lipid portion of GPI; ortholog of human PIGU; partially complements a class U CHO cell line with a mutation in the PIGU ortholog""",Verified ORF
8405,12,1059495,0.26624814176163,0.207744728489182,0.200819952427417,ARS1235,ARS1235,SGDID:S000178146,Other features,Replication,"""Autonomously replicating sequence""",ARS
8406,12,1059571,-0.0302260680828095,0.249764191625497,0.903745299543037,ARS1235,ARS1235,SGDID:S000178146,Other features,Replication,"""Autonomously replicating sequence""",ARS
8407,12,1059591,-0.0130470575947683,0.21587540255402,0.951841069973848,ARS1235,ARS1235,SGDID:S000178146,Other features,Replication,"""Autonomously replicating sequence""",ARS
8408,12,1059598,0.0114073279713907,0.215247633373286,0.95776483453801,ARS1235,ARS1235,SGDID:S000178146,Other features,Replication,"""Autonomously replicating sequence""",ARS
8409,12,1059611,-0.0575035987818988,0.2119068225098,0.786270739504452,ARS1235,ARS1235,SGDID:S000178146,Other features,Replication,"""Autonomously replicating sequence""",ARS
8410,12,1062523,0.787535822806295,0.500665631278784,0.116619827741584,YLR461W,PAU4,SGDID:S000004453,Close to 3'-UTR,Close to 3'-UTR,"""Member of the seripauperin multigene family; encoded mainly in subtelomeric regions; SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole ; while mCherry fusion localizes to just the vacuole; active during alcoholic fermentation; regulated by anaerobiosis; negatively regulated by oxygen; repressed by heme""",Verified ORF
8411,13,8208,0.222948840448742,0.315996625810066,0.480938422931884,YML132W,COS3,SGDID:S000004601,ORF,Verified ORF,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
8412,13,8262,-0.113008043352865,0.278630474767969,0.685294050407926,YML132W,COS3,SGDID:S000004601,ORF,Verified ORF,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
8413,13,8303,0.169798157977531,0.231671235588932,0.46408922098188,YML132W,COS3,SGDID:S000004601,ORF,Verified ORF,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
8414,13,8306,0.112039887534177,0.231770740318467,0.629105596142347,YML132W,COS3,SGDID:S000004601,ORF,Verified ORF,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
8415,13,8309,0.165427125424658,0.227886078789141,0.468368655047686,YML132W,COS3,SGDID:S000004601,ORF,Verified ORF,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
8416,13,8312,0.167672928910846,0.227881429050973,0.462346984513015,YML132W,COS3,SGDID:S000004601,ORF,Verified ORF,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
8417,13,11305,0.0109726740094711,0.20000372533433,0.956279165290562,YML131W,YML131W,SGDID:S000004600,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; similar to medium chain dehydrogenase/reductases; expression induced by stresses including osmotic shock ; DNA damaging agents ; and other chemicals; GFP-fusion protein localizes to the cytoplasm; protein abundance increases in response to DNA replication stress""",Verified ORF
8418,13,13831,0.107158972741047,0.102450280400678,0.296294835853474,SUT285,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
8419,13,13907,0.0991046948847272,0.102533985919524,0.334428462980669,SUT285,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
8420,13,13915,0.0922265180799657,0.102357853773376,0.368191761439098,SUT285,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
8421,13,13986,0.134433430539213,0.113674874162626,0.23775832347805,SUT285,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
8422,13,13991,0.127679878360702,0.117422905449352,0.277623728798318,SUT285,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
8423,13,14020,0.117096986785374,0.113339303319395,0.302238993400504,SUT285,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
8424,13,14021,0.117096986785374,0.113339303319395,0.302238993400504,SUT285,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
8425,13,14024,0.117096986785374,0.113339303319395,0.302238993400504,SUT285,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
8426,13,21905,-0.0415787621673183,0.122759580676746,0.735036550518421,YML125C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8427,13,23864,0.0029087736618913,0.114423860915964,0.979733492525338,YNCM0001W,YNCM0001W,SGDID:S000303814,Non-coding RNA,ncRNA gene,"""Antisense to PHO84 and 5'-end of YML122C; represses transcription of PHO84 through histone deacetylation""",ncRNA_gene
8428,13,23864,-0.156169339579279,0.223123971223116,0.48443711603544,YNCM0001W,YNCM0001W,SGDID:S000303814,Non-coding RNA,ncRNA gene,"""Antisense to PHO84 and 5'-end of YML122C; represses transcription of PHO84 through histone deacetylation""",ncRNA_gene
8429,13,26551,-0.252838913943445,0.319679856220978,0.42952589158534,XUT_13F-14,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
8430,13,26589,-0.0085232116955619,0.22411866945994,0.969685336157957,XUT_13F-14,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
8431,13,26591,-0.248587924001898,0.312349225483981,0.426645163942037,XUT_13F-14,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
8432,13,26716,0.0734740465254475,0.195413066849102,0.707147575776963,YML121W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8433,13,26795,-0.103467331282231,0.110921890409694,0.351563635990273,YML121W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8434,13,26816,-0.0214150532442312,0.111761193657583,0.84815443740223,YML121W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8435,13,29394,0.0104316785089873,0.11112612265182,0.925263757504053,YML120C,NDI1,SGDID:S000004589,ORF,Verified ORF,"""NADH:ubiquinone oxidoreductase; transfers electrons from NADH to ubiquinone in respiratory chain but does not pump protons ; in contrast to higher eukaryotic multisubunit respiratory complex I; upon apoptotic stress ; is activated in mitochondria by N-terminal cleavage ; then translocates to cytoplasm to induce apoptosis; homolog of human AIFM2; yeast NDI1 complements several phenotypes of human cell line with mutated MT-ND4 ; implicated in Leber hereditary optic neuropathy""",Verified ORF
8436,13,29853,-0.0603092309290223,0.112253593076331,0.591427349230852,YML120C,NDI1,SGDID:S000004589,Close to 3'-UTR,Close to 3'-UTR,"""NADH:ubiquinone oxidoreductase; transfers electrons from NADH to ubiquinone in respiratory chain but does not pump protons ; in contrast to higher eukaryotic multisubunit respiratory complex I; upon apoptotic stress ; is activated in mitochondria by N-terminal cleavage ; then translocates to cytoplasm to induce apoptosis; homolog of human AIFM2; yeast NDI1 complements several phenotypes of human cell line with mutated MT-ND4 ; implicated in Leber hereditary optic neuropathy""",Verified ORF
8437,13,29994,-0.005959434764081,0.111898097046904,0.957556712948114,YML120C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8438,13,31587,0.0380314130500845,0.110707010893055,0.731402703153499,YML119W,YML119W,SGDID:S000004588,ORF,Uncharacterized ORF,"""Putative protein of unknown function; YML119W is not an essential gene; potential Cdc28p substrate""",Uncharacterized ORF
8439,13,31591,0.0306899109196141,0.113991896876969,0.787910851241688,YML119W,YML119W,SGDID:S000004588,ORF,Uncharacterized ORF,"""Putative protein of unknown function; YML119W is not an essential gene; potential Cdc28p substrate""",Uncharacterized ORF
8440,13,32245,0.0132896420500987,0.11446506287167,0.907637590355003,YML118W_NFR/NDR,,,Promoter,Promoter,,Promoter
8441,13,32516,0.0145831224643063,0.115903134118688,0.89994474026537,YML118W,NGL3,SGDID:S000004587,ORF,Verified ORF,"""3'-5' exonuclease specific for poly-A RNAs; has a domain similar to a magnesium-dependent endonuclease motif in mRNA deadenylase Ccr4p; similar to Ngl1p; NGL3 has a paralog ; NGL2 ; that arose from the whole genome duplication""",Verified ORF
8442,13,33821,0.256188473837286,0.75495858697966,0.734554578786676,YML118W,NGL3,SGDID:S000004587,ORF,Verified ORF,"""3'-5' exonuclease specific for poly-A RNAs; has a domain similar to a magnesium-dependent endonuclease motif in mRNA deadenylase Ccr4p; similar to Ngl1p; NGL3 has a paralog ; NGL2 ; that arose from the whole genome duplication""",Verified ORF
8443,13,33830,0.109013189025415,0.264727414616308,0.680740268965422,YML118W,NGL3,SGDID:S000004587,ORF,Verified ORF,"""3'-5' exonuclease specific for poly-A RNAs; has a domain similar to a magnesium-dependent endonuclease motif in mRNA deadenylase Ccr4p; similar to Ngl1p; NGL3 has a paralog ; NGL2 ; that arose from the whole genome duplication""",Verified ORF
8444,13,34097,-0.0593819213034892,0.114841793556469,0.605427016211392,YML117W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8445,13,43096,0.0267095746999595,0.123241260334353,0.828547148322427,YML114C,TAF8,SGDID:S000004582,ORF,Verified ORF,"""TFIID subunit (65 kDa); involved in RNA polymerase II transcription initiation""",Verified ORF
8446,13,43166,0.0482360487116407,0.122027581252214,0.692869055787652,YML114C,TAF8,SGDID:S000004582,ORF,Verified ORF,"""TFIID subunit (65 kDa); involved in RNA polymerase II transcription initiation""",Verified ORF
8447,13,43354,0.0188175928642078,0.122050476155054,0.877556885154577,YML114C,TAF8,SGDID:S000004582,ORF,Verified ORF,"""TFIID subunit (65 kDa); involved in RNA polymerase II transcription initiation""",Verified ORF
8448,13,43972,-0.0092900491002461,0.12332267372683,0.939993844297617,YML113W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8449,13,44607,0.0622916093395212,0.124066713227625,0.615923176159682,YML113W,DAT1,SGDID:S000004581,ORF,Verified ORF,"""DNA binding protein that recognizes oligo(dA).oligo(dT) tracts; Arg side chain in its N-terminal pentad Gly-Arg-Lys-Pro-Gly repeat is required for DNA-binding; relocalizes to the cytosol in response to hypoxia; not essential for viability""",Verified ORF
8450,13,44612,0.0622916093395212,0.124066713227625,0.615923176159682,YML113W,DAT1,SGDID:S000004581,ORF,Verified ORF,"""DNA binding protein that recognizes oligo(dA).oligo(dT) tracts; Arg side chain in its N-terminal pentad Gly-Arg-Lys-Pro-Gly repeat is required for DNA-binding; relocalizes to the cytosol in response to hypoxia; not essential for viability""",Verified ORF
8451,13,45801,-0.0423820529464716,0.127017630661622,0.73882623190894,YML112W,CTK3,SGDID:S000004580,ORF,Verified ORF,"""Gamma subunit of C-terminal domain kinase I; CTDK-I phosphorylates RNA polymerase II subunit Rpo21p to affect transcription and pre-mRNA 3' end processing ; and also phosphorylates ribosomal protein Rps2p to increase translational fidelity; protein abundance increases in response to DNA replication stress""",Verified ORF
8452,13,46481,-0.0669325293594678,0.129500232579884,0.605582735522635,YML111W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8453,13,46758,-0.0187433123918246,0.12706250711531,0.882811704616885,YML111W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8454,13,49851,-0.260265958436623,0.331938029240441,0.433518997380564,YML111W,BUL2,SGDID:S000004579,Close to 3'-UTR,Close to 3'-UTR,"""Alpha-arrestin ; component of the Rsp5p E3-ubiquitin ligase complex; ubiquitin-binding adaptor involved in intracellular amino acid permease sorting ; functions in heat shock element mediated gene expression ; essential for growth in stress conditions; BUL2 has a paralog ; BUL1 ; that arose from the whole genome duplication""",Verified ORF
8455,13,50766,-0.0754957903547036,0.129486891756159,0.560239931767375,YML110C,COQ5,SGDID:S000004578,ORF,Verified ORF,"""2-hexaprenyl-6-methoxy-1,4-benzoquinone methyltransferase; involved in ubiquinone (Coenzyme Q) biosynthesis; localizes to the matrix face of the mitochondrial inner membrane in a large complex with other ubiquinone biosynthetic enzymes; respiratory defect of the null mutant is partially complemented by human COQ5""",Verified ORF
8456,13,53770,-0.867109092671546,1.0673521214237,0.417113841290017,YML109W,ZDS2,SGDID:S000004577,ORF,Verified ORF,"""Protein with a role in regulating Swe1p-dependent polarized growth; involved in maintenance of Cdc55p in the cytoplasm where it promotes mitotic entry; interacts with silencing proteins at the telomere; implicated in the mitotic exit network through regulation of Cdc14p localization; ZDS2 has a paralog ; ZDS1 ; that arose from the whole genome duplication""",Verified ORF
8457,13,55098,-0.178692210878328,0.16515212843035,0.279997531585503,YML108W,YML108W,SGDID:S000004576,ORF,Verified ORF,"""Protein of unknown function; structure defines a new subfamily of the split beta-alpha-beta sandwiches; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YML108W is not an essential gene; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
8458,13,56990,-0.259963032237936,0.19563218020213,0.184760472282713,YML106W,URA5,SGDID:S000004574,ORF,Verified ORF,"""Major orotate phosphoribosyltransferase (OPRTase) isozyme; catalyzes the fifth enzymatic step in de novo biosynthesis of pyrimidines ; converting orotate into orotidine-5'-phosphate; URA5 has a paralog ; URA10 ; that arose from the whole genome duplication""",Verified ORF
8459,13,57813,-0.488971865882531,0.190651563219354,0.0107381221688984,YML106W,URA5,SGDID:S000004574,Close to 3'-UTR,Close to 3'-UTR,"""Major orotate phosphoribosyltransferase (OPRTase) isozyme; catalyzes the fifth enzymatic step in de novo biosynthesis of pyrimidines ; converting orotate into orotidine-5'-phosphate; URA5 has a paralog ; URA10 ; that arose from the whole genome duplication""",Verified ORF
8460,13,58847,-0.283486046068479,0.173401707818829,0.102971566496709,YML105C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8461,13,60008,-0.154605574047698,0.171019714689589,0.366600291911763,YML104C,MDM1,SGDID:S000004572,ORF,Verified ORF,"""PtdIns-3-P binding protein that tethers the ER to vacuoles at NVJs; anchored in the ER membrane at nucleus-vacuole junctions and binds phosphatidylinositol 3-phosphate (PtdIns-3-P) in the vacuolar membrane via its Phox homology (PX) domain; expressed predominantly in late G1 to early S phase of the cell cycle; mutation affects nuclear and mitochondrial transmission to daughter buds; similar to 4 human genes ; one of which (SNX14) is associated with neurological disease""",Verified ORF
