SNP,Chr,Pos,Effect,SE,ERV25_EMP47_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
9185,13,867636,-0.0555264614314761,0.0458094984709213,0.226278348585897,CUT313,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
9186,13,868856,-0.0170853958523471,0.0459130747045382,0.710023191609411,YMR301C,ATM1,SGDID:S000004916,ORF,Verified ORF,"""Mitochondrial inner membrane ATP-binding cassette (ABC) transporter; exports mitochondrially synthesized precursors of iron-sulfur (Fe/S) clusters to the cytosol; human homolog ABCB7 can complement yeast null mutant""",Verified ORF
9187,13,869923,-0.0237042767309376,0.0461829043034107,0.608083883811779,YMR301C,ATM1,SGDID:S000004916,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial inner membrane ATP-binding cassette (ABC) transporter; exports mitochondrially synthesized precursors of iron-sulfur (Fe/S) clusters to the cytosol; human homolog ABCB7 can complement yeast null mutant""",Verified ORF
9188,13,871210,-0.0327500195144611,0.0460362488166262,0.477308482202896,YMR302C,YME2,SGDID:S000004917,ORF,Verified ORF,"""Integral inner mitochondrial membrane protein; role in maintaining mitochondrial nucleoid structure and number; mutants exhibit an increased rate of mitochondrial DNA escape; shows some sequence similarity to exonucleases""",Verified ORF
9189,13,872093,-0.0141597368410206,0.0459238533680827,0.758012525342372,YMR302C,YME2,SGDID:S000004917,ORF,Verified ORF,"""Integral inner mitochondrial membrane protein; role in maintaining mitochondrial nucleoid structure and number; mutants exhibit an increased rate of mitochondrial DNA escape; shows some sequence similarity to exonucleases""",Verified ORF
9190,13,873664,-0.0134424262287784,0.045933874919076,0.769963665561092,XUT_13F-375,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
9191,13,874092,-0.0103922715162179,0.0916953064947991,0.909829535551683,YMR303C,ADH2,SGDID:S000004918,ORF,Verified ORF,"""Glucose-repressible alcohol dehydrogenase II; catalyzes the conversion of ethanol to acetaldehyde; involved in the production of certain carboxylate esters; regulated by ADR1""",Verified ORF
9192,13,874096,-0.0354782431421556,0.0916631348502414,0.698952210856591,YMR303C,ADH2,SGDID:S000004918,ORF,Verified ORF,"""Glucose-repressible alcohol dehydrogenase II; catalyzes the conversion of ethanol to acetaldehyde; involved in the production of certain carboxylate esters; regulated by ADR1""",Verified ORF
9193,13,874104,-0.0397209719053677,0.0917851186816081,0.665453064355688,YMR303C,ADH2,SGDID:S000004918,ORF,Verified ORF,"""Glucose-repressible alcohol dehydrogenase II; catalyzes the conversion of ethanol to acetaldehyde; involved in the production of certain carboxylate esters; regulated by ADR1""",Verified ORF
9194,13,874107,-0.0055308746301445,0.0918089914729627,0.951995968503264,YMR303C,ADH2,SGDID:S000004918,ORF,Verified ORF,"""Glucose-repressible alcohol dehydrogenase II; catalyzes the conversion of ethanol to acetaldehyde; involved in the production of certain carboxylate esters; regulated by ADR1""",Verified ORF
9195,13,874110,0.041344717299979,0.0917339888347317,0.652480848168241,YMR303C,ADH2,SGDID:S000004918,ORF,Verified ORF,"""Glucose-repressible alcohol dehydrogenase II; catalyzes the conversion of ethanol to acetaldehyde; involved in the production of certain carboxylate esters; regulated by ADR1""",Verified ORF
9196,13,874113,0.045809239781609,0.091664553996027,0.617563406937545,YMR303C,ADH2,SGDID:S000004918,ORF,Verified ORF,"""Glucose-repressible alcohol dehydrogenase II; catalyzes the conversion of ethanol to acetaldehyde; involved in the production of certain carboxylate esters; regulated by ADR1""",Verified ORF
9197,13,874114,0.0908720895820574,0.0915693297912701,0.321689183433853,YMR303C,ADH2,SGDID:S000004918,ORF,Verified ORF,"""Glucose-repressible alcohol dehydrogenase II; catalyzes the conversion of ethanol to acetaldehyde; involved in the production of certain carboxylate esters; regulated by ADR1""",Verified ORF
9198,13,874116,0.0709309489750005,0.0916105823630869,0.439291830236925,YMR303C,ADH2,SGDID:S000004918,ORF,Verified ORF,"""Glucose-repressible alcohol dehydrogenase II; catalyzes the conversion of ethanol to acetaldehyde; involved in the production of certain carboxylate esters; regulated by ADR1""",Verified ORF
9199,13,874125,-0.0237557691995349,0.0563283342421671,0.673473360130533,YMR303C,ADH2,SGDID:S000004918,ORF,Verified ORF,"""Glucose-repressible alcohol dehydrogenase II; catalyzes the conversion of ethanol to acetaldehyde; involved in the production of certain carboxylate esters; regulated by ADR1""",Verified ORF
9200,13,874128,-0.033715083087609,0.0559015479376328,0.546819233610712,YMR303C,ADH2,SGDID:S000004918,ORF,Verified ORF,"""Glucose-repressible alcohol dehydrogenase II; catalyzes the conversion of ethanol to acetaldehyde; involved in the production of certain carboxylate esters; regulated by ADR1""",Verified ORF
9201,13,874140,0.0298411387835486,0.0502080611418313,0.552659063843992,YMR303C,ADH2,SGDID:S000004918,ORF,Verified ORF,"""Glucose-repressible alcohol dehydrogenase II; catalyzes the conversion of ethanol to acetaldehyde; involved in the production of certain carboxylate esters; regulated by ADR1""",Verified ORF
9202,13,874157,0.0103390574269726,0.0917818180911347,0.910373494676102,YMR303C,ADH2,SGDID:S000004918,ORF,Verified ORF,"""Glucose-repressible alcohol dehydrogenase II; catalyzes the conversion of ethanol to acetaldehyde; involved in the production of certain carboxylate esters; regulated by ADR1""",Verified ORF
9203,13,874162,0.0103390574269726,0.0917818180911347,0.910373494676102,YMR303C,ADH2,SGDID:S000004918,ORF,Verified ORF,"""Glucose-repressible alcohol dehydrogenase II; catalyzes the conversion of ethanol to acetaldehyde; involved in the production of certain carboxylate esters; regulated by ADR1""",Verified ORF
9204,13,874163,0.0062848901535623,0.0917597693012423,0.945432074079627,YMR303C,ADH2,SGDID:S000004918,ORF,Verified ORF,"""Glucose-repressible alcohol dehydrogenase II; catalyzes the conversion of ethanol to acetaldehyde; involved in the production of certain carboxylate esters; regulated by ADR1""",Verified ORF
9205,13,874182,0.0062848901535623,0.0917597693012423,0.945432074079627,YMR303C,ADH2,SGDID:S000004918,ORF,Verified ORF,"""Glucose-repressible alcohol dehydrogenase II; catalyzes the conversion of ethanol to acetaldehyde; involved in the production of certain carboxylate esters; regulated by ADR1""",Verified ORF
9206,13,874197,-0.0006902865389972,0.0511358770513289,0.989237257342701,YMR303C,ADH2,SGDID:S000004918,ORF,Verified ORF,"""Glucose-repressible alcohol dehydrogenase II; catalyzes the conversion of ethanol to acetaldehyde; involved in the production of certain carboxylate esters; regulated by ADR1""",Verified ORF
9207,13,874200,-0.0006902865389972,0.0511358770513289,0.989237257342701,YMR303C,ADH2,SGDID:S000004918,ORF,Verified ORF,"""Glucose-repressible alcohol dehydrogenase II; catalyzes the conversion of ethanol to acetaldehyde; involved in the production of certain carboxylate esters; regulated by ADR1""",Verified ORF
9208,13,874206,-0.0012012734411053,0.0512611332692414,0.981317013558642,YMR303C,ADH2,SGDID:S000004918,ORF,Verified ORF,"""Glucose-repressible alcohol dehydrogenase II; catalyzes the conversion of ethanol to acetaldehyde; involved in the production of certain carboxylate esters; regulated by ADR1""",Verified ORF
9209,13,874221,0.0151222939148157,0.0508296040630564,0.766252505305357,YMR303C,ADH2,SGDID:S000004918,ORF,Verified ORF,"""Glucose-repressible alcohol dehydrogenase II; catalyzes the conversion of ethanol to acetaldehyde; involved in the production of certain carboxylate esters; regulated by ADR1""",Verified ORF
9210,13,874224,0.0151222939148157,0.0508296040630564,0.766252505305357,YMR303C,ADH2,SGDID:S000004918,ORF,Verified ORF,"""Glucose-repressible alcohol dehydrogenase II; catalyzes the conversion of ethanol to acetaldehyde; involved in the production of certain carboxylate esters; regulated by ADR1""",Verified ORF
9211,13,874233,0.0102180107535366,0.050711835673818,0.840430225419887,YMR303C,ADH2,SGDID:S000004918,ORF,Verified ORF,"""Glucose-repressible alcohol dehydrogenase II; catalyzes the conversion of ethanol to acetaldehyde; involved in the production of certain carboxylate esters; regulated by ADR1""",Verified ORF
9212,13,874247,9.69671666082306e-05,0.0917603788869572,0.999157437910666,YMR303C,ADH2,SGDID:S000004918,ORF,Verified ORF,"""Glucose-repressible alcohol dehydrogenase II; catalyzes the conversion of ethanol to acetaldehyde; involved in the production of certain carboxylate esters; regulated by ADR1""",Verified ORF
9213,13,874266,-0.0188187200119696,0.0918039995463703,0.837699633629059,YMR303C,ADH2,SGDID:S000004918,ORF,Verified ORF,"""Glucose-repressible alcohol dehydrogenase II; catalyzes the conversion of ethanol to acetaldehyde; involved in the production of certain carboxylate esters; regulated by ADR1""",Verified ORF
9214,13,874272,-0.0136531529353672,0.0918065874781475,0.881862272357079,YMR303C,ADH2,SGDID:S000004918,ORF,Verified ORF,"""Glucose-repressible alcohol dehydrogenase II; catalyzes the conversion of ethanol to acetaldehyde; involved in the production of certain carboxylate esters; regulated by ADR1""",Verified ORF
9215,13,874273,-0.0026337103813549,0.0938891391935531,0.977637104620751,YMR303C,ADH2,SGDID:S000004918,ORF,Verified ORF,"""Glucose-repressible alcohol dehydrogenase II; catalyzes the conversion of ethanol to acetaldehyde; involved in the production of certain carboxylate esters; regulated by ADR1""",Verified ORF
9216,13,874276,-0.0156451841123726,0.0948075984243055,0.869022414470805,YMR303C,ADH2,SGDID:S000004918,ORF,Verified ORF,"""Glucose-repressible alcohol dehydrogenase II; catalyzes the conversion of ethanol to acetaldehyde; involved in the production of certain carboxylate esters; regulated by ADR1""",Verified ORF
9217,13,874287,0.0049489319550544,0.0487441116987401,0.919188327841637,YMR303C,ADH2,SGDID:S000004918,ORF,Verified ORF,"""Glucose-repressible alcohol dehydrogenase II; catalyzes the conversion of ethanol to acetaldehyde; involved in the production of certain carboxylate esters; regulated by ADR1""",Verified ORF
9218,13,877043,0.0095063214605532,0.0459877940102531,0.83635239443563,YMR304W,UBP15,SGDID:S000004920,ORF,Verified ORF,"""Ubiquitin-specific protease involved in protein deubiquitination; forms a complex with AAA peroxins Pex1p and Pex6p; deubiquitinates mono- and polyubiquitinated forms of Pex5p; deubiquitinates Clb5p ; counteracting APC activity ; and facilitating both Clb5p accumulation and S phase entry; physically interacts with anaphase-promoting complex/cyclosome (APC/C) activator ; Cdh1p; catalytic activity regulated by an N-terminal TRAF-like domain and and C-terminal sequences""",Verified ORF
9219,13,877100,0.0082855359588742,0.0460496109186936,0.857313670548001,YMR304W,UBP15,SGDID:S000004920,ORF,Verified ORF,"""Ubiquitin-specific protease involved in protein deubiquitination; forms a complex with AAA peroxins Pex1p and Pex6p; deubiquitinates mono- and polyubiquitinated forms of Pex5p; deubiquitinates Clb5p ; counteracting APC activity ; and facilitating both Clb5p accumulation and S phase entry; physically interacts with anaphase-promoting complex/cyclosome (APC/C) activator ; Cdh1p; catalytic activity regulated by an N-terminal TRAF-like domain and and C-terminal sequences""",Verified ORF
9220,13,881083,0.037247415431197,0.0459937074510103,0.418579311062113,YMR306W_NFR/NDR,,,Promoter,Promoter,,Promoter
9221,13,883627,0.0208025291284584,0.0461163079531939,0.652202849251535,YMR306W,FKS3,SGDID:S000004923,ORF,Verified ORF,"""Protein involved in spore wall assembly; has similarity to 1,3-beta-D-glucan synthase catalytic subunits Fks1p and Gsc2p; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
9222,13,886585,0.0407378242791864,0.0465128804799912,0.38171279731749,YMR307W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9223,13,886590,0.0354335874195868,0.0465116062191448,0.446674636959313,YMR307W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9224,13,888463,0.0339497841123655,0.0459637927525559,0.460628474313338,YMR307W,GAS1,SGDID:S000004924,ORF,Verified ORF,"""Beta-1,3-glucanosyltransferase; required for cell wall assembly and also has a role in transcriptional silencing; localizes to cell surface via a glycosylphosphatidylinositol (GPI) anchor; also found at nuclear periphery; genetic interactions with histone H3 lysine acetyltransferases GCN5 and SAS3 indicate previously unsuspected functions for Gas1 in DNA damage response and cell cycle regulation""",Verified ORF
9225,13,888860,0.0737238700274263,0.0956707028231092,0.441459335052814,YMR307W,GAS1,SGDID:S000004924,Close to 3'-UTR,Close to 3'-UTR,"""Beta-1,3-glucanosyltransferase; required for cell wall assembly and also has a role in transcriptional silencing; localizes to cell surface via a glycosylphosphatidylinositol (GPI) anchor; also found at nuclear periphery; genetic interactions with histone H3 lysine acetyltransferases GCN5 and SAS3 indicate previously unsuspected functions for Gas1 in DNA damage response and cell cycle regulation""",Verified ORF
9226,13,888990,0.0256195904626452,0.0463511452747821,0.580799290044273,YMR308C,PSE1,SGDID:S000004925,ORF,Verified ORF,"""Karyopherin/importin that interacts with the nuclear pore complex; acts as the nuclear import receptor for specific proteins ; including Pdr1p ; Yap1p ; Ste12p ; and Aft1p; required for stability of the Dam1p-Duo1p complex""",Verified ORF
9227,13,890848,0.0375721133132576,0.0460258143004809,0.414863681928395,YMR308C,PSE1,SGDID:S000004925,ORF,Verified ORF,"""Karyopherin/importin that interacts with the nuclear pore complex; acts as the nuclear import receptor for specific proteins ; including Pdr1p ; Yap1p ; Ste12p ; and Aft1p; required for stability of the Dam1p-Duo1p complex""",Verified ORF
9228,13,892136,0.0537970449381532,0.0458406985716507,0.241360466573818,YMR308C,PSE1,SGDID:S000004925,ORF,Verified ORF,"""Karyopherin/importin that interacts with the nuclear pore complex; acts as the nuclear import receptor for specific proteins ; including Pdr1p ; Yap1p ; Ste12p ; and Aft1p; required for stability of the Dam1p-Duo1p complex""",Verified ORF
9229,13,892748,0.0569155505958803,0.0522067179643578,0.276370476519114,YMR308C,PSE1,SGDID:S000004925,Close to 3'-UTR,Close to 3'-UTR,"""Karyopherin/importin that interacts with the nuclear pore complex; acts as the nuclear import receptor for specific proteins ; including Pdr1p ; Yap1p ; Ste12p ; and Aft1p; required for stability of the Dam1p-Duo1p complex""",Verified ORF
9230,13,895661,0.0425899494856451,0.0465195072592068,0.360539064350485,YMR309C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9231,13,896327,0.0447252144694927,0.0458429677747787,0.329922003346573,YMR310C,YMR310C,SGDID:S000004927,ORF,Uncharacterized ORF,"""Putative methyltransferase; predicted to be involved in ribosome biogenesis; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; not an essential gene; YMR310C has a paralog ; YGR283C ; that arose from the whole genome duplication""",Uncharacterized ORF
9232,13,899239,0.0300517725755906,0.047057529326584,0.523485756970605,YMR312W,ELP6,SGDID:S000004929,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of hexameric RecA-like ATPase Elp456 Elongator subcomplex; which is required for modification of wobble nucleosides in tRNA; required for Elongator structural integrity""",Verified ORF
9233,13,899295,0.0102014721041285,0.0485971235122987,0.833851795181514,YMR312W,ELP6,SGDID:S000004929,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of hexameric RecA-like ATPase Elp456 Elongator subcomplex; which is required for modification of wobble nucleosides in tRNA; required for Elongator structural integrity""",Verified ORF
9234,13,899344,0.0361599331712857,0.0479343559066097,0.451133855084751,YMR312W,ELP6,SGDID:S000004929,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of hexameric RecA-like ATPase Elp456 Elongator subcomplex; which is required for modification of wobble nucleosides in tRNA; required for Elongator structural integrity""",Verified ORF
9235,13,899812,0.0178014480941426,0.0459296750480312,0.698560064645329,YMR313C,TGL3,SGDID:S000004930,ORF,Verified ORF,"""Bifunctional triacylglycerol lipase and LPE acyltransferase; major lipid particle-localized triacylglycerol (TAG) lipase; catalyzes acylation of lysophosphatidylethanolamine (LPE) ; a function which is essential for sporulation; protein level and stability of Tgl3p are markedly reduced in the absence of lipid droplets; required with Tgl4p for timely bud formation""",Verified ORF
9236,13,900561,0.029532715983632,0.0460424137157727,0.5216633931376,YMR313C,TGL3,SGDID:S000004930,ORF,Verified ORF,"""Bifunctional triacylglycerol lipase and LPE acyltransferase; major lipid particle-localized triacylglycerol (TAG) lipase; catalyzes acylation of lysophosphatidylethanolamine (LPE) ; a function which is essential for sporulation; protein level and stability of Tgl3p are markedly reduced in the absence of lipid droplets; required with Tgl4p for timely bud formation""",Verified ORF
9237,13,901212,0.0251458981885656,0.0459025719045525,0.584168433122317,YMR313C,TGL3,SGDID:S000004930,ORF,Verified ORF,"""Bifunctional triacylglycerol lipase and LPE acyltransferase; major lipid particle-localized triacylglycerol (TAG) lipase; catalyzes acylation of lysophosphatidylethanolamine (LPE) ; a function which is essential for sporulation; protein level and stability of Tgl3p are markedly reduced in the absence of lipid droplets; required with Tgl4p for timely bud formation""",Verified ORF
9238,13,902431,0.0301520819453579,0.0459553012183005,0.512175895189705,YMR314W,PRE5,SGDID:S000004931,Close to 3'-UTR,Close to 3'-UTR,"""Alpha 6 subunit of the 20S proteasome; protein abundance increases in response to DNA replication stress""",Verified ORF
9239,13,902532,0.0220040257406355,0.0461147282307196,0.633544670754896,YMR315W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9240,13,907355,0.0060228869644943,0.0460991877970561,0.896126128122367,YMR316C-B,YMR316C-B,SGDID:S000004934,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; almost completely overlaps 5' end of ORF YMR317W""",Dubious ORF
9241,13,909408,0.0079834853548403,0.045988614335703,0.86228169605803,YMR317W,YMR317W,SGDID:S000004936,ORF,Uncharacterized ORF,"""Putative protein of unknown function; has some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene""",Uncharacterized ORF
9242,13,909590,0.0117512797571856,0.0459026381277948,0.798096516448032,YMR317W,YMR317W,SGDID:S000004936,ORF,Uncharacterized ORF,"""Putative protein of unknown function; has some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene""",Uncharacterized ORF
9243,13,909892,0.0162005436678079,0.0460261512617538,0.725059072669603,YMR317W,YMR317W,SGDID:S000004936,ORF,Uncharacterized ORF,"""Putative protein of unknown function; has some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene""",Uncharacterized ORF
9244,13,909982,0.0132947063142619,0.0459633522732022,0.772563089325857,YMR317W,YMR317W,SGDID:S000004936,ORF,Uncharacterized ORF,"""Putative protein of unknown function; has some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene""",Uncharacterized ORF
9245,13,909989,0.0126610185964247,0.0458997852062977,0.782832002101336,YMR317W,YMR317W,SGDID:S000004936,ORF,Uncharacterized ORF,"""Putative protein of unknown function; has some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene""",Uncharacterized ORF
9246,13,910439,0.0140945373575082,0.0460941982600502,0.759954822204851,YMR317W,YMR317W,SGDID:S000004936,ORF,Uncharacterized ORF,"""Putative protein of unknown function; has some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene""",Uncharacterized ORF
9247,13,910745,0.0072452859051076,0.0459758892522601,0.874870919831573,YMR317W,YMR317W,SGDID:S000004936,ORF,Uncharacterized ORF,"""Putative protein of unknown function; has some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene""",Uncharacterized ORF
9248,13,910924,0.0162944318864609,0.0471525300843953,0.7298728184555,SUT321,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
9249,13,910929,0.0214157048873088,0.0471902762596944,0.650240103832021,SUT321,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
9250,13,912820,-0.0121163028646562,0.0464990955579112,0.79457550471851,YMR318C,ADH6,SGDID:S000004937,Close to 3'-UTR,Close to 3'-UTR,"""NADPH-dependent medium chain alcohol dehydrogenase; has broad substrate specificity; member of the cinnamyl family of alcohol dehydrogenases; may be involved in fusel alcohol synthesis or in aldehyde tolerance; protein abundance increases in response to DNA replication stress""",Verified ORF
9251,13,914825,-0.0455797070160482,0.0563512019550842,0.419145860080077,YMR319C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9252,13,914827,-0.171545890675408,0.0789575295326461,0.0304725916033869,YMR319C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9253,13,914827,-0.140959727707492,0.136413767345149,0.302159332174712,YMR319C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9254,13,914829,-0.179348395424572,0.119123104226097,0.133071370756504,YMR319C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9255,13,914829,0.0919348059125621,0.0733941788106676,0.211174262577704,YMR319C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9256,13,914897,-0.0029242509599185,0.0468338830193782,0.950248744229983,YMR319C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9257,14,6683,-0.100768523225246,0.433632191141195,0.816375624414112,TEL14L,TEL14L,SGDID:S000028924,Other features,Telomere,"""Telomeric region on the left arm of Chromosome XIV; composed of an X element core sequence ; X element combinatorial repeats ; a short stretch of telomeric repeats ; and a long Y' element""",reverse complement
9258,14,6906,-0.0529204028414871,0.0600287107115658,0.378601214402414,TEL14L,TEL14L,SGDID:S000028924,Other features,Telomere,"""Telomeric region on the left arm of Chromosome XIV; composed of an X element core sequence ; X element combinatorial repeats ; a short stretch of telomeric repeats ; and a long Y' element""",reverse complement
9259,14,6912,-0.0195503123541716,0.0566155777201533,0.730061865012252,TEL14L,TEL14L,SGDID:S000028924,Other features,Telomere,"""Telomeric region on the left arm of Chromosome XIV; composed of an X element core sequence ; X element combinatorial repeats ; a short stretch of telomeric repeats ; and a long Y' element""",reverse complement
9260,14,6914,-0.0209417689523872,0.0560530159567984,0.708921401888627,TEL14L,TEL14L,SGDID:S000028924,Other features,Telomere,"""Telomeric region on the left arm of Chromosome XIV; composed of an X element core sequence ; X element combinatorial repeats ; a short stretch of telomeric repeats ; and a long Y' element""",reverse complement
9261,14,6932,-0.0282276147153544,0.0657063564315388,0.667746924548837,TEL14L,TEL14L,SGDID:S000028924,Other features,Telomere,"""Telomeric region on the left arm of Chromosome XIV; composed of an X element core sequence ; X element combinatorial repeats ; a short stretch of telomeric repeats ; and a long Y' element""",reverse complement
9262,14,6940,-0.0715476987352055,0.0736332018349704,0.331876522374136,TEL14L,TEL14L,SGDID:S000028924,Other features,Telomere,"""Telomeric region on the left arm of Chromosome XIV; composed of an X element core sequence ; X element combinatorial repeats ; a short stretch of telomeric repeats ; and a long Y' element""",reverse complement
9263,14,6941,0.0205908510595147,0.0769553523149856,0.789187516605904,TEL14L,TEL14L,SGDID:S000028924,Other features,Telomere,"""Telomeric region on the left arm of Chromosome XIV; composed of an X element core sequence ; X element combinatorial repeats ; a short stretch of telomeric repeats ; and a long Y' element""",reverse complement
9264,14,6945,0.0105838789163926,0.118783669733149,0.929051268312106,TEL14L,TEL14L,SGDID:S000028924,Other features,Telomere,"""Telomeric region on the left arm of Chromosome XIV; composed of an X element core sequence ; X element combinatorial repeats ; a short stretch of telomeric repeats ; and a long Y' element""",reverse complement
9265,14,6946,0.0260273644087654,0.114832795106812,0.820823639249656,TEL14L,TEL14L,SGDID:S000028924,Other features,Telomere,"""Telomeric region on the left arm of Chromosome XIV; composed of an X element core sequence ; X element combinatorial repeats ; a short stretch of telomeric repeats ; and a long Y' element""",reverse complement
9266,14,7114,-0.153422245513278,0.10474870705625,0.1439011025585,TEL14L,TEL14L,SGDID:S000028924,Other features,Telomere,"""Telomeric region on the left arm of Chromosome XIV; composed of an X element core sequence ; X element combinatorial repeats ; a short stretch of telomeric repeats ; and a long Y' element""",reverse complement
9267,14,19935,-0.115574840744185,0.0459122421336324,0.0122680510110841,YNL329C,PEX6,SGDID:S000005273,ORF,Verified ORF,"""AAA-peroxin; heterodimerizes with AAA-peroxin Pex1p and participates in the recycling of peroxisomal signal receptor Pex5p from the peroxisomal membrane to the cystosol; mutations in human PEX6 can lead to severe peroxisomal disorders and early death""",Verified ORF
9268,14,20166,-0.11583198637734,0.0456452814076601,0.0115893013118206,YNL329C,PEX6,SGDID:S000005273,ORF,Verified ORF,"""AAA-peroxin; heterodimerizes with AAA-peroxin Pex1p and participates in the recycling of peroxisomal signal receptor Pex5p from the peroxisomal membrane to the cystosol; mutations in human PEX6 can lead to severe peroxisomal disorders and early death""",Verified ORF
9269,14,20617,-0.116040079109725,0.0454305895768123,0.0110616366659303,YNL329C,PEX6,SGDID:S000005273,ORF,Verified ORF,"""AAA-peroxin; heterodimerizes with AAA-peroxin Pex1p and participates in the recycling of peroxisomal signal receptor Pex5p from the peroxisomal membrane to the cystosol; mutations in human PEX6 can lead to severe peroxisomal disorders and early death""",Verified ORF
9270,14,22803,-0.135906138388205,0.0454181560874512,0.0029633863676723,YNL329C,PEX6,SGDID:S000005273,Close to 3'-UTR,Close to 3'-UTR,"""AAA-peroxin; heterodimerizes with AAA-peroxin Pex1p and participates in the recycling of peroxisomal signal receptor Pex5p from the peroxisomal membrane to the cystosol; mutations in human PEX6 can lead to severe peroxisomal disorders and early death""",Verified ORF
9271,14,23229,-0.115859834779369,0.0454318927534495,0.011188272746088,YNL328C,MDJ2,SGDID:S000005272,ORF,Verified ORF,"""Constituent of the mitochondrial import motor; associated with the presequence translocase; function overlaps with that of Pam18p; stimulates the ATPase activity of Ssc1p to drive mitochondrial import; contains a J domain""",Verified ORF
9272,14,23552,-0.118901937626799,0.0458642077543955,0.0099247628781022,YNL329C_NFR/NDR,,,Promoter,Promoter,,Promoter
9273,14,26113,-0.0863471100383199,0.0457399447287327,0.0598750268611418,YNL327W,EGT2,SGDID:S000005271,ORF,Verified ORF,"""Glycosylphosphatidylinositol (GPI)-anchored cell wall endoglucanase; localizes in birth scars; required for proper cell separation after cytokinesis; expression is activated by Swi5p and tightly regulated in a cell cycle-dependent manner""",Verified ORF
9274,14,28420,0.156852768644006,0.0784050365360252,0.0462069680812708,YNL326C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9275,14,28680,-0.232883798943997,0.0946132838608733,0.0143161622384607,ARS1405,ARS1405,SGDID:S000118382,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
9276,14,32112,-0.0979446513550551,0.0456737099527682,0.0326797573570506,YNL323W,LEM3,SGDID:S000005267,ORF,Verified ORF,"""Membrane protein of the plasma membrane and ER; interacts specifically in vivo with the phospholipid translocase (flippase) Dnf1p; involved in translocation of phospholipids and alkylphosphocholine drugs across the plasma membrane; null mutant requires tryptophan due to mislocalization of tryptophan permease Tat2p""",Verified ORF
9277,14,33220,-0.0179482915261838,0.0594506509023386,0.762904286036789,YNL323W,LEM3,SGDID:S000005267,Close to 3'-UTR,Close to 3'-UTR,"""Membrane protein of the plasma membrane and ER; interacts specifically in vivo with the phospholipid translocase (flippase) Dnf1p; involved in translocation of phospholipids and alkylphosphocholine drugs across the plasma membrane; null mutant requires tryptophan due to mislocalization of tryptophan permease Tat2p""",Verified ORF
9278,14,33230,0.0480890312320286,0.0935130461526474,0.607399391769235,YNL323W,LEM3,SGDID:S000005267,Close to 3'-UTR,Close to 3'-UTR,"""Membrane protein of the plasma membrane and ER; interacts specifically in vivo with the phospholipid translocase (flippase) Dnf1p; involved in translocation of phospholipids and alkylphosphocholine drugs across the plasma membrane; null mutant requires tryptophan due to mislocalization of tryptophan permease Tat2p""",Verified ORF
9279,14,33990,-0.093779619953331,0.0456347395596359,0.040613991477805,YNL322C,KRE1,SGDID:S000005266,ORF,Verified ORF,"""Cell wall glycoprotein involved in beta-glucan assembly; serves as a K1 killer toxin membrane receptor""",Verified ORF
9280,14,34054,-0.0913969214482066,0.0455853469638983,0.0457301512292826,YNL322C,KRE1,SGDID:S000005266,ORF,Verified ORF,"""Cell wall glycoprotein involved in beta-glucan assembly; serves as a K1 killer toxin membrane receptor""",Verified ORF
9281,14,34073,-0.0916151072486886,0.0455812118586314,0.0451989072393591,YNL322C,KRE1,SGDID:S000005266,ORF,Verified ORF,"""Cell wall glycoprotein involved in beta-glucan assembly; serves as a K1 killer toxin membrane receptor""",Verified ORF
