SNP,Chr,Pos,Effect,SE,HUG1_PGM2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
9320,14,104450,-0.0289518877164067,0.169203040939307,0.864237376466181,CUT315,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
9321,14,104676,0.0182124731978425,0.169793234230625,0.914641545316295,XUT_14F-37,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
9322,14,104774,-0.102391355995435,0.169712691413564,0.546682124446833,tT(AGU)N1_NFR/NDR,,,Promoter,Promoter,,Promoter
9323,14,106690,-0.0671386380770793,0.168151674020105,0.689932566809219,YNL283C,WSC2,SGDID:S000005227,ORF,Verified ORF,"""Sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway; involved in maintenance of cell wall integrity and recovery from heat shock; required for the arrest of secretion response; WSC2 has a paralog ; WSC3 ; that arose from the whole genome duplication""",Verified ORF
9324,14,106712,-0.0608535304176954,0.169551545578069,0.719877936470911,YNL283C,WSC2,SGDID:S000005227,Close to 3'-UTR,Close to 3'-UTR,"""Sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway; involved in maintenance of cell wall integrity and recovery from heat shock; required for the arrest of secretion response; WSC2 has a paralog ; WSC3 ; that arose from the whole genome duplication""",Verified ORF
9325,14,106737,-0.0806227658478972,0.169896222556979,0.635407414389311,YNL283C,WSC2,SGDID:S000005227,Close to 3'-UTR,Close to 3'-UTR,"""Sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway; involved in maintenance of cell wall integrity and recovery from heat shock; required for the arrest of secretion response; WSC2 has a paralog ; WSC3 ; that arose from the whole genome duplication""",Verified ORF
9326,14,106801,-0.123325744648698,0.168913721235515,0.465806654103433,YNL283C,WSC2,SGDID:S000005227,Close to 3'-UTR,Close to 3'-UTR,"""Sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway; involved in maintenance of cell wall integrity and recovery from heat shock; required for the arrest of secretion response; WSC2 has a paralog ; WSC3 ; that arose from the whole genome duplication""",Verified ORF
9327,14,106872,-0.0707132740900325,0.168223197258278,0.674482715594227,YNL283C,WSC2,SGDID:S000005227,Close to 3'-UTR,Close to 3'-UTR,"""Sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway; involved in maintenance of cell wall integrity and recovery from heat shock; required for the arrest of secretion response; WSC2 has a paralog ; WSC3 ; that arose from the whole genome duplication""",Verified ORF
9328,14,107060,-0.133183349783617,0.167836519401542,0.428002036854624,YNL283C,WSC2,SGDID:S000005227,Close to 3'-UTR,Close to 3'-UTR,"""Sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway; involved in maintenance of cell wall integrity and recovery from heat shock; required for the arrest of secretion response; WSC2 has a paralog ; WSC3 ; that arose from the whole genome duplication""",Verified ORF
9329,14,107253,-0.137084917987998,0.167687763776141,0.414193589454329,YNL283C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9330,14,107791,-0.0495139690029315,0.166941683272995,0.766950612408999,YNL282W,POP3,SGDID:S000005226,ORF,Verified ORF,"""Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA ; while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs; relocalizes to the cytosol in response to hypoxia""",Verified ORF
9331,14,109033,-0.167373401137427,0.166872988091256,0.31654849046563,YNL282W,POP3,SGDID:S000005226,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA ; while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs; relocalizes to the cytosol in response to hypoxia""",Verified ORF
9332,14,109881,-0.226335469543569,0.167631924112973,0.177819091447311,YNL280C,ERG24,SGDID:S000005224,ORF,Verified ORF,"""C-14 sterol reductase; acts in ergosterol biosynthesis; mutants accumulate the abnormal sterol ignosterol (ergosta-8,14 dienol) ; and are viable under anaerobic growth conditions but inviable on rich medium under aerobic conditions""",Verified ORF
9333,14,110818,0.278513791226629,0.41469245746108,0.502267925053269,YNL279W_NFR/NDR,,,Promoter,Promoter,,Promoter
9334,14,111897,-0.173696236594026,0.166854682320272,0.298586573530107,YNL279W,PRM1,SGDID:S000005223,ORF,Verified ORF,"""Pheromone-regulated multispanning membrane protein; involved in membrane fusion during mating; predicted to have 5 transmembrane segments and a coiled coil domain; localizes to the shmoo tip; regulated by Ste12p""",Verified ORF
9335,14,112698,-0.198579149266937,0.166627610596445,0.234158253919329,YNL279W,PRM1,SGDID:S000005223,ORF,Verified ORF,"""Pheromone-regulated multispanning membrane protein; involved in membrane fusion during mating; predicted to have 5 transmembrane segments and a coiled coil domain; localizes to the shmoo tip; regulated by Ste12p""",Verified ORF
9336,14,114147,-0.179525440217345,0.167231210189776,0.283772790577962,YNL278W,CAF120,SGDID:S000005222,ORF,Verified ORF,"""Part of the CCR4-NOT transcriptional regulatory complex; involved in controlling mRNA initiation ; elongation ; and degradation; contains a PH-like domain; CAF120 has a paralog ; SKG3 ; that arose from the whole genome duplication""",Verified ORF
9337,14,116086,-0.254323652247943,0.167138390575307,0.128995764331128,YNL278W,CAF120,SGDID:S000005222,ORF,Verified ORF,"""Part of the CCR4-NOT transcriptional regulatory complex; involved in controlling mRNA initiation ; elongation ; and degradation; contains a PH-like domain; CAF120 has a paralog ; SKG3 ; that arose from the whole genome duplication""",Verified ORF
9338,14,119960,-0.0659613397557569,0.167215627571561,0.693473205572774,YNL275W,BOR1,SGDID:S000005219,ORF,Verified ORF,"""Boron efflux transporter of the plasma membrane; binds HCO3- ; I- ; Br- ; NO3- and Cl-; has similarity to the characterized boron efflux transporter A. thaliana BOR1""",Verified ORF
9339,14,122856,-0.0759929149486718,0.167459128955212,0.65025180962996,YNL273W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9340,14,124634,-0.0821903898003464,0.167135527834211,0.623195412072265,YNL273W,TOF1,SGDID:S000005217,ORF,Verified ORF,"""Subunit of a replication-pausing checkpoint complex; Tof1p-Mrc1p-Csm3p acts at the stalled replication fork to promote sister chromatid cohesion after DNA damage ; facilitating gap repair of damaged DNA; interacts with the MCM helicase; relocalizes to the cytosol in response to hypoxia""",Verified ORF
9341,14,124765,-0.12946032606228,0.17219781994673,0.45266530356977,YNL273W,TOF1,SGDID:S000005217,ORF,Verified ORF,"""Subunit of a replication-pausing checkpoint complex; Tof1p-Mrc1p-Csm3p acts at the stalled replication fork to promote sister chromatid cohesion after DNA damage ; facilitating gap repair of damaged DNA; interacts with the MCM helicase; relocalizes to the cytosol in response to hypoxia""",Verified ORF
9342,14,126633,-0.117737982600221,0.175406269585821,0.502512885435229,ARS1410,ARS1410,SGDID:S000130141,Other features,Replication,"""Replication origin; identified in multiple array studies ; confirmed by plasmid-based recombinational ARS assay""",ARS
9343,14,127328,-0.0674486839953083,0.166857871242171,0.686289594587139,YNL272C,SEC2,SGDID:S000005216,ORF,Verified ORF,"""Guanyl-nucleotide exchange factor for the small G-protein Sec4p; essential for post-Golgi vesicle transport and for autophagy; associates with the exocyst ; via exocyst subunit Sec15p ; on secretory vesicles""",Verified ORF
9344,14,129414,0.169280069819324,0.364831729163889,0.642937382387566,YNL272C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9345,14,129960,-0.0326885442633484,0.168055217246669,0.845887881876146,YNL271C,BNI1,SGDID:S000005215,ORF,Verified ORF,"""Formin; polarisome component; nucleates the formation of linear actin filaments ; involved in cell processes such as budding and mitotic spindle orientation which require the formation of polarized actin cables; recruited to the division site in a Glc7p/Ref2p dependent manner following release of Bnr1p; functionally redundant with BNR1""",Verified ORF
9346,14,134935,-0.141887276289775,0.168225804895024,0.399557213442811,YNL271C,BNI1,SGDID:S000005215,ORF,Verified ORF,"""Formin; polarisome component; nucleates the formation of linear actin filaments ; involved in cell processes such as budding and mitotic spindle orientation which require the formation of polarized actin cables; recruited to the division site in a Glc7p/Ref2p dependent manner following release of Bnr1p; functionally redundant with BNR1""",Verified ORF
9347,14,137678,-0.0953802905144754,0.166965947873961,0.568189674303189,YNL270C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9348,14,138308,-0.0841015201163617,0.167142122071994,0.615155964621988,YNL270C,ALP1,SGDID:S000005214,Close to 3'-UTR,Close to 3'-UTR,"""Arginine transporter; expression is normally very low and it is unclear what conditions would induce significant expression; ALP1 has a paralog ; CAN1 ; that arose from the whole genome duplication""",Verified ORF
9349,14,138448,-0.0761946659220725,0.169190339088193,0.65273541607077,YNL270C,ALP1,SGDID:S000005214,Close to 3'-UTR,Close to 3'-UTR,"""Arginine transporter; expression is normally very low and it is unclear what conditions would induce significant expression; ALP1 has a paralog ; CAN1 ; that arose from the whole genome duplication""",Verified ORF
9350,14,138534,-0.0626416193848929,0.342890944946283,0.855148715679872,YNL270C,ALP1,SGDID:S000005214,Close to 3'-UTR,Close to 3'-UTR,"""Arginine transporter; expression is normally very low and it is unclear what conditions would induce significant expression; ALP1 has a paralog ; CAN1 ; that arose from the whole genome duplication""",Verified ORF
9351,14,141579,-0.214746586595285,0.167201844543515,0.19985989109085,YNL267W,PIK1,SGDID:S000005211,ORF,Verified ORF,"""Phosphatidylinositol 4-kinase; catalyzes the first step in the biosynthesis of phosphatidylinositol-4,5-biphosphate; may control cytokinesis through the actin cytoskeleton; required for autophagosome formation during autophagy and for lipophagy in both stationary phase cells and during nitrogen starvation; may control nonselective autophagy and mitophagy through trafficking of Atg9p; localizes to the nucleus and to the trans-Golgi network""",Verified ORF
9352,14,141962,-0.11816782142205,0.166665838981794,0.478785979768812,YNL267W,PIK1,SGDID:S000005211,ORF,Verified ORF,"""Phosphatidylinositol 4-kinase; catalyzes the first step in the biosynthesis of phosphatidylinositol-4,5-biphosphate; may control cytokinesis through the actin cytoskeleton; required for autophagosome formation during autophagy and for lipophagy in both stationary phase cells and during nitrogen starvation; may control nonselective autophagy and mitophagy through trafficking of Atg9p; localizes to the nucleus and to the trans-Golgi network""",Verified ORF
9353,14,142083,-0.179047649831798,0.167006035811801,0.284406232666689,YNL267W,PIK1,SGDID:S000005211,ORF,Verified ORF,"""Phosphatidylinositol 4-kinase; catalyzes the first step in the biosynthesis of phosphatidylinositol-4,5-biphosphate; may control cytokinesis through the actin cytoskeleton; required for autophagosome formation during autophagy and for lipophagy in both stationary phase cells and during nitrogen starvation; may control nonselective autophagy and mitophagy through trafficking of Atg9p; localizes to the nucleus and to the trans-Golgi network""",Verified ORF
9354,14,145164,-0.195185621400184,0.168274395365351,0.246863399391211,YNL266W,YNL266W,SGDID:S000005210,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified ORF IST1/YNL265C""",Dubious ORF
9355,14,151127,-0.0520701032019626,0.167254749738033,0.755739524792806,YNL262W,POL2,SGDID:S000005206,ORF,Verified ORF,"""Catalytic subunit of DNA polymerase (II) epsilon; a chromosomal DNA replication polymerase that exhibits processivity and proofreading exonuclease activity; participates in leading-strand synthesis during DNA replication; also involved in DNA synthesis during DNA repair; interacts extensively with Mrc1p""",Verified ORF
9356,14,151394,-0.0857232250089992,0.168095337758847,0.610392652415405,YNL262W,POL2,SGDID:S000005206,ORF,Verified ORF,"""Catalytic subunit of DNA polymerase (II) epsilon; a chromosomal DNA replication polymerase that exhibits processivity and proofreading exonuclease activity; participates in leading-strand synthesis during DNA replication; also involved in DNA synthesis during DNA repair; interacts extensively with Mrc1p""",Verified ORF
9357,14,156985,-0.0280448543043413,0.169075757316214,0.86835301230359,YNL261W,ORC5,SGDID:S000005205,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing""",Verified ORF
9358,14,158956,-0.0320943466536074,0.166891701038827,0.847612765872823,YNL258C,DSL1,SGDID:S000005202,ORF,Verified ORF,"""Peripheral membrane protein needed for Golgi-to-ER retrograde traffic; mediates Sey1p-independent homotypic ER fusion; forms Dsl1 tethering complex with Sec39p and Tip20p that forms a stable complex with ER SNAREs Sec20p ; Ufe1p and Use1p and is functionally conserved from yeast to mammalian cells; component of the ER target site that interacts with coatomer; interacts with different subunits of COPI vesicle coat; interacts with Cin5p; homolog of fly and human ZW10 gene""",Verified ORF
9359,14,159230,-0.0644656287417214,0.166576937740341,0.698987838025887,YNL258C,DSL1,SGDID:S000005202,ORF,Verified ORF,"""Peripheral membrane protein needed for Golgi-to-ER retrograde traffic; mediates Sey1p-independent homotypic ER fusion; forms Dsl1 tethering complex with Sec39p and Tip20p that forms a stable complex with ER SNAREs Sec20p ; Ufe1p and Use1p and is functionally conserved from yeast to mammalian cells; component of the ER target site that interacts with coatomer; interacts with different subunits of COPI vesicle coat; interacts with Cin5p; homolog of fly and human ZW10 gene""",Verified ORF
9360,14,159352,-0.0514822372211598,0.169928313852723,0.762095416915444,YNL258C,DSL1,SGDID:S000005202,ORF,Verified ORF,"""Peripheral membrane protein needed for Golgi-to-ER retrograde traffic; mediates Sey1p-independent homotypic ER fusion; forms Dsl1 tethering complex with Sec39p and Tip20p that forms a stable complex with ER SNAREs Sec20p ; Ufe1p and Use1p and is functionally conserved from yeast to mammalian cells; component of the ER target site that interacts with coatomer; interacts with different subunits of COPI vesicle coat; interacts with Cin5p; homolog of fly and human ZW10 gene""",Verified ORF
9361,14,162311,-0.0231592245880512,0.168370393515953,0.890675073757964,YNL257C,SIP3,SGDID:S000005201,ORF,Verified ORF,"""Putative sterol transfer protein; has a probable role in retrograde transport of sterols from the plasma membrane to the ER; co-localizes to puncta in the cortical ER with Ysp2p; contains GRAM ; StART-like (VASt) and two PH-like domains; one of 6 StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes; previously identified as a transcription cofactor that interacts with DNA-bound Snf1p""",Verified ORF
9362,14,163967,-0.104877547166441,0.166592323217298,0.529398830915739,YNL257C,SIP3,SGDID:S000005201,ORF,Verified ORF,"""Putative sterol transfer protein; has a probable role in retrograde transport of sterols from the plasma membrane to the ER; co-localizes to puncta in the cortical ER with Ysp2p; contains GRAM ; StART-like (VASt) and two PH-like domains; one of 6 StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes; previously identified as a transcription cofactor that interacts with DNA-bound Snf1p""",Verified ORF
9363,14,165144,-0.11556907218532,0.166829315817226,0.488929216038427,YNL256W,FOL1,SGDID:S000005200,ORF,Verified ORF,"""Multifunctional enzyme of the folic acid biosynthesis pathway; has dihydropteroate synthetase ; dihydro-6-hydroxymethylpterin pyrophosphokinase ; and dihydroneopterin aldolase activities""",Verified ORF
9364,14,166587,-0.11547812007737,0.166498865703761,0.488409902218297,YNL256W,FOL1,SGDID:S000005200,ORF,Verified ORF,"""Multifunctional enzyme of the folic acid biosynthesis pathway; has dihydropteroate synthetase ; dihydro-6-hydroxymethylpterin pyrophosphokinase ; and dihydroneopterin aldolase activities""",Verified ORF
9365,14,168984,-0.140774712507002,0.167424481591928,0.401015085328778,XUT_14F-55,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
9366,14,169290,-0.145139822910402,0.167157775925769,0.38583075232713,XUT_14F-55,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
9367,14,169452,-0.157811139068179,0.16763612809757,0.347148306527103,XUT_14F-55,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
9368,14,169938,-0.159375671851111,0.167678978775583,0.342518234817298,YNL253W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9369,14,170778,-0.0872873742736638,0.166878018606872,0.601260000225513,YNL253W,TEX1,SGDID:S000005197,ORF,Verified ORF,"""Protein involved in mRNA export; component of the transcription export (TREX) complex""",Verified ORF
9370,14,171537,-0.137785145217721,0.167471651669635,0.4112129184146,YNL252C,MRPL17,SGDID:S000005196,ORF,Verified ORF,"""Mitochondrial ribosomal protein of the large subunit""",Verified ORF
9371,14,172452,-0.130938671878231,0.178467442721755,0.463628465656772,YNL252C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9372,14,175164,-0.0153397772030913,0.167782747449216,0.927205622269006,CUT320,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
9373,14,175169,-0.0414907163888422,0.167570827407517,0.804587036034833,CUT320,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
9374,14,175206,0.0156526141023444,0.175660605408435,0.929047296109844,CUT320,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
9375,14,176702,-0.0323583856039728,0.172373517453577,0.85120205853559,YNL250W,RAD50,SGDID:S000005194,ORF,Verified ORF,"""Subunit of MRX complex with Mre11p and Xrs2p; complex is involved in processing double-strand DNA breaks in vegetative cells ; initiation of meiotic DSBs ; telomere maintenance ; and nonhomologous end joining; forms nuclear foci upon DNA replication stress""",Verified ORF
9376,14,178214,-0.0860522844486411,0.173111874448654,0.619434620479296,YNL250W,RAD50,SGDID:S000005194,ORF,Verified ORF,"""Subunit of MRX complex with Mre11p and Xrs2p; complex is involved in processing double-strand DNA breaks in vegetative cells ; initiation of meiotic DSBs ; telomere maintenance ; and nonhomologous end joining; forms nuclear foci upon DNA replication stress""",Verified ORF
9377,14,180459,-0.049923504276712,0.167414907962219,0.765724239590989,YNL249C,MPA43,SGDID:S000005193,ORF,Verified ORF,"""Protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
9378,14,181078,0.0338758788188045,0.367011105325498,0.926510416118131,YNL249C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9379,14,181081,-0.224606034272806,0.408017135730107,0.58233708877348,YNL249C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9380,14,182297,-0.0065718867324827,0.167516939919938,0.968728254722393,YNL248C,RPA49,SGDID:S000005192,ORF,Verified ORF,"""RNA polymerase I subunit A49; essential for nucleolar assembly and for high polymerase loading rate; required for nucleolar localization of Rpa34p""",Verified ORF
9381,14,183272,-0.0036098976310043,0.170491935796949,0.983119279020972,YNL247W,CRS1,SGDID:S000005191,ORF,Verified ORF,"""Cysteinyl-tRNA synthetase; CRS1 has two in-frame start codons resulting in a shorter isoform that is retained in the cytosol and a longer form that is mitochondrial; may interact with ribosomes ; based on co-purification experiments; human gene CARS allows growth of the yeast haploid null mutant after sporulation of a heterozygous diploid""",Verified ORF
9382,14,184703,-0.0652569040468433,0.167197822790904,0.696551929986882,YNL247W,CRS1,SGDID:S000005191,ORF,Verified ORF,"""Cysteinyl-tRNA synthetase; CRS1 has two in-frame start codons resulting in a shorter isoform that is retained in the cytosol and a longer form that is mitochondrial; may interact with ribosomes ; based on co-purification experiments; human gene CARS allows growth of the yeast haploid null mutant after sporulation of a heterozygous diploid""",Verified ORF
9383,14,184811,-0.0795515180018914,0.167731300999926,0.635593846218079,YNL247W,CRS1,SGDID:S000005191,ORF,Verified ORF,"""Cysteinyl-tRNA synthetase; CRS1 has two in-frame start codons resulting in a shorter isoform that is retained in the cytosol and a longer form that is mitochondrial; may interact with ribosomes ; based on co-purification experiments; human gene CARS allows growth of the yeast haploid null mutant after sporulation of a heterozygous diploid""",Verified ORF
9384,14,185261,-0.164260706356663,0.336777310821355,0.626034820226352,YNL246W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9385,14,185411,-0.0249768019485427,0.168472700347877,0.882226731166639,YNL246W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9386,14,185846,-0.104568522446628,0.166742976386289,0.530983353802055,YNL247W,CRS1,SGDID:S000005191,Close to 3'-UTR,Close to 3'-UTR,"""Cysteinyl-tRNA synthetase; CRS1 has two in-frame start codons resulting in a shorter isoform that is retained in the cytosol and a longer form that is mitochondrial; may interact with ribosomes ; based on co-purification experiments; human gene CARS allows growth of the yeast haploid null mutant after sporulation of a heterozygous diploid""",Verified ORF
9387,14,186061,-0.0559694537084693,0.166735482771862,0.737313022554972,YNL247W,CRS1,SGDID:S000005191,Close to 3'-UTR,Close to 3'-UTR,"""Cysteinyl-tRNA synthetase; CRS1 has two in-frame start codons resulting in a shorter isoform that is retained in the cytosol and a longer form that is mitochondrial; may interact with ribosomes ; based on co-purification experiments; human gene CARS allows growth of the yeast haploid null mutant after sporulation of a heterozygous diploid""",Verified ORF
9388,14,186675,-0.0074227715999036,0.167756128494548,0.964732222252166,YNL245C,CWC25,SGDID:S000005189,ORF,Verified ORF,"""Splicing factor required for the first step of pre-mRNA splicing; binding to the spliceosome requires Prp2p and Yju2p; heat-stable protein; has similarity to S. pombe Cwf25p""",Verified ORF
9389,14,187156,-0.0686832909618331,0.16739608174535,0.681831833075138,YNL246W,VPS75,SGDID:S000005190,Close to 3'-UTR,Close to 3'-UTR,"""NAP family histone chaperone; binds to histones and Rtt109p ; stimulating histone acetyltransferase activity; possesses nucleosome assembly activity in vitro; proposed role in vacuolar protein sorting and in double-strand break repair; protein abundance increases in response to DNA replication stress; relocalizes to the cytosol in response to hypoxia""",Verified ORF
9390,14,187639,0.0119877239574315,0.182329160066277,0.947615909984844,YNL244C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9391,14,187740,-0.112133876257228,0.16714595771664,0.502739514547057,YNL244C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9392,14,189103,-0.0195869520304052,0.167982913297015,0.907242664463626,YNL243W,SLA2,SGDID:S000005187,ORF,Verified ORF,"""Adaptor protein that links actin to clathrin and endocytosis; involved in membrane cytoskeleton assembly and cell polarization; present in the actin cortical patch of the emerging bud tip; dimer in vivo""",Verified ORF
9393,14,189310,-0.0904081884479283,0.167041308451256,0.588688719870059,YNL243W,SLA2,SGDID:S000005187,ORF,Verified ORF,"""Adaptor protein that links actin to clathrin and endocytosis; involved in membrane cytoskeleton assembly and cell polarization; present in the actin cortical patch of the emerging bud tip; dimer in vivo""",Verified ORF
9394,14,189723,-0.0611227438848939,0.167950607851356,0.716126028811108,YNL243W,SLA2,SGDID:S000005187,ORF,Verified ORF,"""Adaptor protein that links actin to clathrin and endocytosis; involved in membrane cytoskeleton assembly and cell polarization; present in the actin cortical patch of the emerging bud tip; dimer in vivo""",Verified ORF
9395,14,190174,-0.033489517045397,0.167554532055767,0.841695510104015,YNL243W,SLA2,SGDID:S000005187,ORF,Verified ORF,"""Adaptor protein that links actin to clathrin and endocytosis; involved in membrane cytoskeleton assembly and cell polarization; present in the actin cortical patch of the emerging bud tip; dimer in vivo""",Verified ORF
9396,14,190876,-0.0745057509486146,0.167613316785024,0.656946492149353,YNL243W,SLA2,SGDID:S000005187,ORF,Verified ORF,"""Adaptor protein that links actin to clathrin and endocytosis; involved in membrane cytoskeleton assembly and cell polarization; present in the actin cortical patch of the emerging bud tip; dimer in vivo""",Verified ORF
9397,14,193564,-0.214470415068408,0.167666661083246,0.201685263380005,YNL242W,ATG2,SGDID:S000005186,ORF,Verified ORF,"""Peripheral membrane protein required for autophagic vesicle formation; also required for vesicle formation during pexophagy and the cytoplasm-to-vaucole targeting (Cvt) pathway; involved in Atg9p cycling between the phagophore assembly site and mitochondria; contains an APT1 domain that binds phosphatidylinositol-3-phosphate; essential for cell cycle progression from G2/M to G1 under nitrogen starvation; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
9398,14,193668,-0.231104857481375,0.167792061039064,0.169283261589745,YNL242W,ATG2,SGDID:S000005186,ORF,Verified ORF,"""Peripheral membrane protein required for autophagic vesicle formation; also required for vesicle formation during pexophagy and the cytoplasm-to-vaucole targeting (Cvt) pathway; involved in Atg9p cycling between the phagophore assembly site and mitochondria; contains an APT1 domain that binds phosphatidylinositol-3-phosphate; essential for cell cycle progression from G2/M to G1 under nitrogen starvation; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
9399,14,194053,-0.236798892127725,0.170282775036924,0.165216264927407,YNL242W,ATG2,SGDID:S000005186,ORF,Verified ORF,"""Peripheral membrane protein required for autophagic vesicle formation; also required for vesicle formation during pexophagy and the cytoplasm-to-vaucole targeting (Cvt) pathway; involved in Atg9p cycling between the phagophore assembly site and mitochondria; contains an APT1 domain that binds phosphatidylinositol-3-phosphate; essential for cell cycle progression from G2/M to G1 under nitrogen starvation; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
9400,14,194811,-0.277262996372557,0.168189813287561,0.100137233528072,YNL242W,ATG2,SGDID:S000005186,ORF,Verified ORF,"""Peripheral membrane protein required for autophagic vesicle formation; also required for vesicle formation during pexophagy and the cytoplasm-to-vaucole targeting (Cvt) pathway; involved in Atg9p cycling between the phagophore assembly site and mitochondria; contains an APT1 domain that binds phosphatidylinositol-3-phosphate; essential for cell cycle progression from G2/M to G1 under nitrogen starvation; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
9401,14,196310,-0.176762682476835,0.1683211698595,0.294366993482516,ACS_14_196227_-_NFR/NDR,,,Promoter,Promoter,,Promoter
9402,14,196374,-0.177759314768045,0.171852149655657,0.301669668913855,YNL242W,ATG2,SGDID:S000005186,Close to 3'-UTR,Close to 3'-UTR,"""Peripheral membrane protein required for autophagic vesicle formation; also required for vesicle formation during pexophagy and the cytoplasm-to-vaucole targeting (Cvt) pathway; involved in Atg9p cycling between the phagophore assembly site and mitochondria; contains an APT1 domain that binds phosphatidylinositol-3-phosphate; essential for cell cycle progression from G2/M to G1 under nitrogen starvation; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
9403,14,198392,-0.397690300089144,0.165262247912153,0.0166229630468946,YNL241C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9404,14,199813,-0.310917486089364,0.166140359205093,0.0621145571045311,YNL240C,NAR1,SGDID:S000005184,ORF,Verified ORF,"""Subunit of the cytosolic iron-sulfur (FeS) protein assembly machinery; required for maturation of cytosolic and nuclear FeS proteins and for normal resistance to oxidative stress; deficiency results in shortened lifespan and sensitivity to paraquat; homologous to human Narf""",Verified ORF
9405,14,204167,-0.2790941600215,0.167693884895728,0.0969383838464417,YNL238W,KEX2,SGDID:S000005182,ORF,Verified ORF,"""Kexin ; a subtilisin-like protease (proprotein convertase); a calcium-dependent serine protease involved in the activation of proproteins of the secretory pathway""",Verified ORF
9406,14,204725,-0.328893270142314,0.167613836843294,0.0505234936804495,YNL238W,KEX2,SGDID:S000005182,ORF,Verified ORF,"""Kexin ; a subtilisin-like protease (proprotein convertase); a calcium-dependent serine protease involved in the activation of proproteins of the secretory pathway""",Verified ORF
9407,14,205279,-0.215853235748781,0.1676616339983,0.198786614825959,YNL237W,YTP1,SGDID:S000005181,ORF,Verified ORF,"""Probable type-III integral membrane protein of unknown function; has regions of similarity to mitochondrial electron transport proteins""",Verified ORF
9408,14,206830,-0.293892831885426,0.169143742094098,0.0831652893684092,YNL236W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9409,14,208181,-0.264721128094443,0.167472576493359,0.11484601090004,YNL236W,SIN4,SGDID:S000005180,ORF,Verified ORF,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; contributes to both postive and negative transcriptional regulation; dispensible for basal transcription""",Verified ORF
9410,14,208554,-0.245792829957077,0.168213433766561,0.144851147395055,YNL236W,SIN4,SGDID:S000005180,ORF,Verified ORF,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; contributes to both postive and negative transcriptional regulation; dispensible for basal transcription""",Verified ORF
9411,14,210226,-0.220618995283509,0.16662059741707,0.186333203068088,YNL236W,SIN4,SGDID:S000005180,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; contributes to both postive and negative transcriptional regulation; dispensible for basal transcription""",Verified ORF
