SNP,Chr,Pos,Effect,SE,FMP45_MEP1_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
8384,12,1034909,0.0310683195509107,0.0593247279468441,0.600816311549572,YLR450W,HMG2,SGDID:S000004442,ORF,Verified ORF,"""HMG-CoA reductase; converts HMG-CoA to mevalonate ; a rate-limiting step in sterol biosynthesis; one of two isozymes; overproduction induces assembly of peripheral ER membrane arrays and short nuclear-associated membrane stacks; forms foci at nuclear periphery upon DNA replication stress; HMG2 has a paralog ; HMG1 ; that arose from the whole genome duplication; human homolog HMGCR can complement yeast hmg2 mutant""",Verified ORF
8385,12,1035696,0.0203317525125746,0.0591927434847297,0.731438957796804,YLR450W,HMG2,SGDID:S000004442,ORF,Verified ORF,"""HMG-CoA reductase; converts HMG-CoA to mevalonate ; a rate-limiting step in sterol biosynthesis; one of two isozymes; overproduction induces assembly of peripheral ER membrane arrays and short nuclear-associated membrane stacks; forms foci at nuclear periphery upon DNA replication stress; HMG2 has a paralog ; HMG1 ; that arose from the whole genome duplication; human homolog HMGCR can complement yeast hmg2 mutant""",Verified ORF
8386,12,1039697,0.0157835595423672,0.0589648831803481,0.789104072044948,YLR452C,SST2,SGDID:S000004444,ORF,Verified ORF,"""GTPase-activating protein for Gpa1p; regulates desensitization to alpha factor pheromone; also required to prevent receptor-independent signaling of the mating pathway; member of the RGS (regulator of G-protein signaling) family""",Verified ORF
8387,12,1042274,0.00812878323633,0.0606515164375991,0.8934596555972,CUT278,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
8388,12,1045404,-0.0774711284110483,0.0597435218659874,0.19557159756665,YLR454W,FMP27,SGDID:S000004446,ORF,Uncharacterized ORF,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
8389,12,1045489,-0.0564444837100955,0.0595791573142747,0.344089995994137,YLR454W,FMP27,SGDID:S000004446,ORF,Uncharacterized ORF,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
8390,12,1045751,-0.0576067210940486,0.0591883028976204,0.331081203423282,YLR454W,FMP27,SGDID:S000004446,ORF,Uncharacterized ORF,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
8391,12,1048929,-0.0591505209185605,0.0588473789787457,0.315512490955234,YLR454W,FMP27,SGDID:S000004446,ORF,Uncharacterized ORF,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
8392,12,1051804,-0.0778299518181802,0.0602146258590594,0.197014806662218,YLR454W,FMP27,SGDID:S000004446,ORF,Uncharacterized ORF,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
8393,12,1051903,-0.0329553148921851,0.0603993525612867,0.585669278946792,YLR454W,FMP27,SGDID:S000004446,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
8394,12,1052066,-0.0664040850232673,0.0666941814580047,0.320102061679872,tI(AAU)L2_NFR/NDR,,,Promoter,Promoter,,Promoter
8395,12,1052067,-0.0691538976915497,0.0607329300444597,0.255618934451123,tI(AAU)L2_NFR/NDR,,,Promoter,Promoter,,Promoter
8396,12,1052688,-0.0405259493597325,0.058881853788158,0.49174190736835,YLR454W,FMP27,SGDID:S000004446,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
8397,12,1053030,-0.0140032082935408,0.0607428493136505,0.817811461943343,YLR455W,PDP3,SGDID:S000004447,Close to 3'-UTR,Close to 3'-UTR,"""Component of the NuA3b histone acetyltransferase complex; regulates interaction between NuA3b and H3K36me3 at the transcribed regions of genes; contains PWWP domain; deletion confers sensitivity to 4-(N-(S-glutathionylacetyl)amino) phenylarsenoxide (GSAO); protein abundance increases in response to DNA replication stress; relocalizes to the cytosol in response to hypoxia""",Verified ORF
8398,12,1054544,-0.041603334324497,0.0596879016482326,0.48625246609576,YLR455W,PDP3,SGDID:S000004447,Close to 3'-UTR,Close to 3'-UTR,"""Component of the NuA3b histone acetyltransferase complex; regulates interaction between NuA3b and H3K36me3 at the transcribed regions of genes; contains PWWP domain; deletion confers sensitivity to 4-(N-(S-glutathionylacetyl)amino) phenylarsenoxide (GSAO); protein abundance increases in response to DNA replication stress; relocalizes to the cytosol in response to hypoxia""",Verified ORF
8399,12,1054776,-0.0446502611688224,0.0594424975202555,0.453062547504006,YLR455W,PDP3,SGDID:S000004447,Close to 3'-UTR,Close to 3'-UTR,"""Component of the NuA3b histone acetyltransferase complex; regulates interaction between NuA3b and H3K36me3 at the transcribed regions of genes; contains PWWP domain; deletion confers sensitivity to 4-(N-(S-glutathionylacetyl)amino) phenylarsenoxide (GSAO); protein abundance increases in response to DNA replication stress; relocalizes to the cytosol in response to hypoxia""",Verified ORF
8400,12,1055175,-0.0271798102124282,0.0588875875464285,0.644685370072705,YLR456W,YLR456W,SGDID:S000004448,ORF,Uncharacterized ORF,"""Protein of unknown function; predicted to encode a pyridoxal 5'-phosphate synthase based on sequence similarity but purified protein does not possess this activity ; nor does it bind flavin mononucleotide (FMN); null mutant displays increased resistance to antifungal agents gliotoxin ; cycloheximide and H2O2; YLR456W has a paralog ; YPR172W ; that arose from the whole genome duplication""",Uncharacterized ORF
8401,12,1057194,-0.050033804125566,0.0587261849683156,0.394800282834391,YLR459W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8402,12,1057342,-0.0638483387122273,0.0581262233487028,0.272759767337606,YLR459W,GAB1,SGDID:S000004451,ORF,Verified ORF,"""Subunit of the glycosylphosphatidylinositol transamidase complex; involved in attachment of glycosylphosphatidylinositol (GPI) anchors to proteins; may have a role in recognition of the attachment signal or the lipid portion of GPI; ortholog of human PIGU; partially complements a class U CHO cell line with a mutation in the PIGU ortholog""",Verified ORF
8403,12,1057418,-0.0662785593959616,0.0580375908496681,0.254230696051803,YLR459W,GAB1,SGDID:S000004451,ORF,Verified ORF,"""Subunit of the glycosylphosphatidylinositol transamidase complex; involved in attachment of glycosylphosphatidylinositol (GPI) anchors to proteins; may have a role in recognition of the attachment signal or the lipid portion of GPI; ortholog of human PIGU; partially complements a class U CHO cell line with a mutation in the PIGU ortholog""",Verified ORF
8404,12,1059123,-0.176801643416422,0.118101855369394,0.135279860542821,YLR459W,GAB1,SGDID:S000004451,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the glycosylphosphatidylinositol transamidase complex; involved in attachment of glycosylphosphatidylinositol (GPI) anchors to proteins; may have a role in recognition of the attachment signal or the lipid portion of GPI; ortholog of human PIGU; partially complements a class U CHO cell line with a mutation in the PIGU ortholog""",Verified ORF
8405,12,1059495,-0.151850448683814,0.122579281994865,0.216244981367535,ARS1235,ARS1235,SGDID:S000178146,Other features,Replication,"""Autonomously replicating sequence""",ARS
8406,12,1059571,-0.249082604035728,0.146755807701318,0.0905291277165137,ARS1235,ARS1235,SGDID:S000178146,Other features,Replication,"""Autonomously replicating sequence""",ARS
8407,12,1059591,-0.135444655418925,0.127153850573675,0.287512149086641,ARS1235,ARS1235,SGDID:S000178146,Other features,Replication,"""Autonomously replicating sequence""",ARS
8408,12,1059598,-0.146723157612298,0.126747183301558,0.247807977229254,ARS1235,ARS1235,SGDID:S000178146,Other features,Replication,"""Autonomously replicating sequence""",ARS
8409,12,1059611,-0.0093060848033411,0.125028147533437,0.940708873005583,ARS1235,ARS1235,SGDID:S000178146,Other features,Replication,"""Autonomously replicating sequence""",ARS
8410,12,1062523,-0.467777853366512,0.295357459538074,0.114141850286186,YLR461W,PAU4,SGDID:S000004453,Close to 3'-UTR,Close to 3'-UTR,"""Member of the seripauperin multigene family; encoded mainly in subtelomeric regions; SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole ; while mCherry fusion localizes to just the vacuole; active during alcoholic fermentation; regulated by anaerobiosis; negatively regulated by oxygen; repressed by heme""",Verified ORF
8411,13,8208,0.0350629860517522,0.186546748788238,0.851017437771531,YML132W,COS3,SGDID:S000004601,ORF,Verified ORF,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
8412,13,8262,0.200232144361916,0.164072771884809,0.223133121328827,YML132W,COS3,SGDID:S000004601,ORF,Verified ORF,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
8413,13,8303,0.0027177057434029,0.136780138542882,0.984158976974069,YML132W,COS3,SGDID:S000004601,ORF,Verified ORF,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
8414,13,8306,-0.0752081982066342,0.136721628819552,0.582610558733577,YML132W,COS3,SGDID:S000004601,ORF,Verified ORF,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
8415,13,8309,-0.022300955821458,0.13453825268255,0.868441332141189,YML132W,COS3,SGDID:S000004601,ORF,Verified ORF,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
8416,13,8312,-0.0715979527151935,0.134489510020491,0.594805854787244,YML132W,COS3,SGDID:S000004601,ORF,Verified ORF,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
8417,13,11305,-0.0349512092363824,0.117979602312292,0.767214981681339,YML131W,YML131W,SGDID:S000004600,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; similar to medium chain dehydrogenase/reductases; expression induced by stresses including osmotic shock ; DNA damaging agents ; and other chemicals; GFP-fusion protein localizes to the cytoplasm; protein abundance increases in response to DNA replication stress""",Verified ORF
8418,13,13831,0.0080218839895502,0.0605334285357216,0.894648587999139,SUT285,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
8419,13,13907,-0.0003150417572883,0.0605707184284056,0.995852981997823,SUT285,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
8420,13,13915,0.0179958593899825,0.0604486292611647,0.766103454209591,SUT285,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
8421,13,13986,0.0364763939390178,0.0671680504523942,0.587430073409921,SUT285,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
8422,13,13991,0.0348305935512263,0.0693657111124255,0.615889252270683,SUT285,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
8423,13,14020,-0.003145521234408,0.0669662186155977,0.96256229621411,SUT285,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
8424,13,14021,-0.003145521234408,0.0669662186155977,0.96256229621411,SUT285,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
8425,13,14024,-0.003145521234408,0.0669662186155977,0.96256229621411,SUT285,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
8426,13,21905,0.0439283225631373,0.072396999032869,0.544393642857657,YML125C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8427,13,23864,0.0672676223211728,0.0674103035334824,0.319019439514259,YNCM0001W,YNCM0001W,SGDID:S000303814,Non-coding RNA,ncRNA gene,"""Antisense to PHO84 and 5'-end of YML122C; represses transcription of PHO84 through histone deacetylation""",ncRNA_gene
8428,13,23864,0.0809109828320844,0.131654629181516,0.539234658894527,YNCM0001W,YNCM0001W,SGDID:S000303814,Non-coding RNA,ncRNA gene,"""Antisense to PHO84 and 5'-end of YML122C; represses transcription of PHO84 through histone deacetylation""",ncRNA_gene
8429,13,26551,-0.524303714573535,0.186690550138264,0.005255574538386,XUT_13F-14,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
8430,13,26589,0.0546740261238103,0.132188808893954,0.679414161282943,XUT_13F-14,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
8431,13,26591,-0.50938424829623,0.182434568673444,0.0055210080805691,XUT_13F-14,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
8432,13,26716,0.0170130902282377,0.11530499664225,0.882783264640707,YML121W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8433,13,26795,0.136119925071134,0.0651180482818774,0.037300775447635,YML121W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8434,13,26816,0.120190955638493,0.0656267707628351,0.0678787246816735,YML121W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8435,13,29394,0.125947842158,0.0652169284560919,0.054256951867829,YML120C,NDI1,SGDID:S000004589,ORF,Verified ORF,"""NADH:ubiquinone oxidoreductase; transfers electrons from NADH to ubiquinone in respiratory chain but does not pump protons ; in contrast to higher eukaryotic multisubunit respiratory complex I; upon apoptotic stress ; is activated in mitochondria by N-terminal cleavage ; then translocates to cytoplasm to induce apoptosis; homolog of human AIFM2; yeast NDI1 complements several phenotypes of human cell line with mutated MT-ND4 ; implicated in Leber hereditary optic neuropathy""",Verified ORF
8436,13,29853,0.116710658385097,0.0659600964606255,0.0776882955447407,YML120C,NDI1,SGDID:S000004589,Close to 3'-UTR,Close to 3'-UTR,"""NADH:ubiquinone oxidoreductase; transfers electrons from NADH to ubiquinone in respiratory chain but does not pump protons ; in contrast to higher eukaryotic multisubunit respiratory complex I; upon apoptotic stress ; is activated in mitochondria by N-terminal cleavage ; then translocates to cytoplasm to induce apoptosis; homolog of human AIFM2; yeast NDI1 complements several phenotypes of human cell line with mutated MT-ND4 ; implicated in Leber hereditary optic neuropathy""",Verified ORF
8437,13,29994,0.107992775594225,0.0657647180710551,0.101458114240637,YML120C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8438,13,31587,0.0710534465086088,0.0652138225748069,0.276656494718718,YML119W,YML119W,SGDID:S000004588,ORF,Uncharacterized ORF,"""Putative protein of unknown function; YML119W is not an essential gene; potential Cdc28p substrate""",Uncharacterized ORF
8439,13,31591,0.0552328078580926,0.0671930393389513,0.411630658807806,YML119W,YML119W,SGDID:S000004588,ORF,Uncharacterized ORF,"""Putative protein of unknown function; YML119W is not an essential gene; potential Cdc28p substrate""",Uncharacterized ORF
8440,13,32245,0.0242259406927019,0.0675185387673432,0.719956012134994,YML118W_NFR/NDR,,,Promoter,Promoter,,Promoter
8441,13,32516,0.0453897114926658,0.0683368057328603,0.506992129913424,YML118W,NGL3,SGDID:S000004587,ORF,Verified ORF,"""3'-5' exonuclease specific for poly-A RNAs; has a domain similar to a magnesium-dependent endonuclease motif in mRNA deadenylase Ccr4p; similar to Ngl1p; NGL3 has a paralog ; NGL2 ; that arose from the whole genome duplication""",Verified ORF
8442,13,33821,0.0664751382311195,0.44545232123758,0.881456856697156,YML118W,NGL3,SGDID:S000004587,ORF,Verified ORF,"""3'-5' exonuclease specific for poly-A RNAs; has a domain similar to a magnesium-dependent endonuclease motif in mRNA deadenylase Ccr4p; similar to Ngl1p; NGL3 has a paralog ; NGL2 ; that arose from the whole genome duplication""",Verified ORF
8443,13,33830,-0.158387251368209,0.155987890553459,0.310619339558588,YML118W,NGL3,SGDID:S000004587,ORF,Verified ORF,"""3'-5' exonuclease specific for poly-A RNAs; has a domain similar to a magnesium-dependent endonuclease motif in mRNA deadenylase Ccr4p; similar to Ngl1p; NGL3 has a paralog ; NGL2 ; that arose from the whole genome duplication""",Verified ORF
8444,13,34097,0.0281591163805044,0.0677608959323,0.677980192575913,YML117W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8445,13,43096,0.101050028965886,0.0725127985539772,0.164331036019941,YML114C,TAF8,SGDID:S000004582,ORF,Verified ORF,"""TFIID subunit (65 kDa); involved in RNA polymerase II transcription initiation""",Verified ORF
8446,13,43166,0.0825638425407451,0.0718728425917375,0.251437368515327,YML114C,TAF8,SGDID:S000004582,ORF,Verified ORF,"""TFIID subunit (65 kDa); involved in RNA polymerase II transcription initiation""",Verified ORF
8447,13,43354,0.134976433859006,0.0716477888345322,0.0604017489941476,YML114C,TAF8,SGDID:S000004582,ORF,Verified ORF,"""TFIID subunit (65 kDa); involved in RNA polymerase II transcription initiation""",Verified ORF
8448,13,43972,0.0898283590289974,0.072598499917632,0.216786736878754,YML113W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8449,13,44607,0.103443182141874,0.0730129672737393,0.157429674061978,YML113W,DAT1,SGDID:S000004581,ORF,Verified ORF,"""DNA binding protein that recognizes oligo(dA).oligo(dT) tracts; Arg side chain in its N-terminal pentad Gly-Arg-Lys-Pro-Gly repeat is required for DNA-binding; relocalizes to the cytosol in response to hypoxia; not essential for viability""",Verified ORF
8450,13,44612,0.103443182141874,0.0730129672737393,0.157429674061978,YML113W,DAT1,SGDID:S000004581,ORF,Verified ORF,"""DNA binding protein that recognizes oligo(dA).oligo(dT) tracts; Arg side chain in its N-terminal pentad Gly-Arg-Lys-Pro-Gly repeat is required for DNA-binding; relocalizes to the cytosol in response to hypoxia; not essential for viability""",Verified ORF
8451,13,45801,0.122278177183467,0.0746637488061018,0.102371551515631,YML112W,CTK3,SGDID:S000004580,ORF,Verified ORF,"""Gamma subunit of C-terminal domain kinase I; CTDK-I phosphorylates RNA polymerase II subunit Rpo21p to affect transcription and pre-mRNA 3' end processing ; and also phosphorylates ribosomal protein Rps2p to increase translational fidelity; protein abundance increases in response to DNA replication stress""",Verified ORF
8452,13,46481,0.110359301030354,0.0762025315576568,0.148438482452126,YML111W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8453,13,46758,0.115610678484909,0.0747108595311768,0.12265286191333,YML111W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8454,13,49851,0.0338541645352226,0.195991610865804,0.862960516190859,YML111W,BUL2,SGDID:S000004579,Close to 3'-UTR,Close to 3'-UTR,"""Alpha-arrestin ; component of the Rsp5p E3-ubiquitin ligase complex; ubiquitin-binding adaptor involved in intracellular amino acid permease sorting ; functions in heat shock element mediated gene expression ; essential for growth in stress conditions; BUL2 has a paralog ; BUL1 ; that arose from the whole genome duplication""",Verified ORF
8455,13,50766,0.0861140574635026,0.0762910235600349,0.259766702532161,YML110C,COQ5,SGDID:S000004578,ORF,Verified ORF,"""2-hexaprenyl-6-methoxy-1,4-benzoquinone methyltransferase; involved in ubiquinone (Coenzyme Q) biosynthesis; localizes to the matrix face of the mitochondrial inner membrane in a large complex with other ubiquinone biosynthetic enzymes; respiratory defect of the null mutant is partially complemented by human COQ5""",Verified ORF
8456,13,53770,-0.0179192188055088,0.630280396646452,0.977334824208169,YML109W,ZDS2,SGDID:S000004577,ORF,Verified ORF,"""Protein with a role in regulating Swe1p-dependent polarized growth; involved in maintenance of Cdc55p in the cytoplasm where it promotes mitotic entry; interacts with silencing proteins at the telomere; implicated in the mitotic exit network through regulation of Cdc14p localization; ZDS2 has a paralog ; ZDS1 ; that arose from the whole genome duplication""",Verified ORF
8457,13,55098,0.140178242584982,0.097308614935432,0.150597283311887,YML108W,YML108W,SGDID:S000004576,ORF,Verified ORF,"""Protein of unknown function; structure defines a new subfamily of the split beta-alpha-beta sandwiches; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YML108W is not an essential gene; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
8458,13,56990,0.218268017344538,0.115118350272542,0.0587722887688769,YML106W,URA5,SGDID:S000004574,ORF,Verified ORF,"""Major orotate phosphoribosyltransferase (OPRTase) isozyme; catalyzes the fifth enzymatic step in de novo biosynthesis of pyrimidines ; converting orotate into orotidine-5'-phosphate; URA5 has a paralog ; URA10 ; that arose from the whole genome duplication""",Verified ORF
8459,13,57813,-0.0536054705378506,0.113483643411837,0.63695962000594,YML106W,URA5,SGDID:S000004574,Close to 3'-UTR,Close to 3'-UTR,"""Major orotate phosphoribosyltransferase (OPRTase) isozyme; catalyzes the fifth enzymatic step in de novo biosynthesis of pyrimidines ; converting orotate into orotidine-5'-phosphate; URA5 has a paralog ; URA10 ; that arose from the whole genome duplication""",Verified ORF
8460,13,58847,0.122392343479939,0.10247940912097,0.23315800783592,YML105C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8461,13,60008,0.0677807212198349,0.100946703551543,0.502372692558393,YML104C,MDM1,SGDID:S000004572,ORF,Verified ORF,"""PtdIns-3-P binding protein that tethers the ER to vacuoles at NVJs; anchored in the ER membrane at nucleus-vacuole junctions and binds phosphatidylinositol 3-phosphate (PtdIns-3-P) in the vacuolar membrane via its Phox homology (PX) domain; expressed predominantly in late G1 to early S phase of the cell cycle; mutation affects nuclear and mitochondrial transmission to daughter buds; similar to 4 human genes ; one of which (SNX14) is associated with neurological disease""",Verified ORF
8462,13,60048,0.122574250846807,0.104458039002987,0.241414341636895,YML104C,MDM1,SGDID:S000004572,ORF,Verified ORF,"""PtdIns-3-P binding protein that tethers the ER to vacuoles at NVJs; anchored in the ER membrane at nucleus-vacuole junctions and binds phosphatidylinositol 3-phosphate (PtdIns-3-P) in the vacuolar membrane via its Phox homology (PX) domain; expressed predominantly in late G1 to early S phase of the cell cycle; mutation affects nuclear and mitochondrial transmission to daughter buds; similar to 4 human genes ; one of which (SNX14) is associated with neurological disease""",Verified ORF
8463,13,61764,0.166502636927776,0.105633900100811,0.115870030407052,YML104C,MDM1,SGDID:S000004572,ORF,Verified ORF,"""PtdIns-3-P binding protein that tethers the ER to vacuoles at NVJs; anchored in the ER membrane at nucleus-vacuole junctions and binds phosphatidylinositol 3-phosphate (PtdIns-3-P) in the vacuolar membrane via its Phox homology (PX) domain; expressed predominantly in late G1 to early S phase of the cell cycle; mutation affects nuclear and mitochondrial transmission to daughter buds; similar to 4 human genes ; one of which (SNX14) is associated with neurological disease""",Verified ORF
8464,13,63599,0.102223761396813,0.101479241602264,0.314463001427566,YML103C,NUP188,SGDID:S000004571,ORF,Verified ORF,"""Subunit of the inner ring of the nuclear pore complex (NPC); contributes to NPC organization and nucleocytoplasmic transport; homologous to human NUP188""",Verified ORF
8465,13,65230,0.0471555305893769,0.0922463304156722,0.609536618972969,YML103C,NUP188,SGDID:S000004571,ORF,Verified ORF,"""Subunit of the inner ring of the nuclear pore complex (NPC); contributes to NPC organization and nucleocytoplasmic transport; homologous to human NUP188""",Verified ORF
8466,13,65881,0.096745581520997,0.0962328781967136,0.315427685753395,YML103C,NUP188,SGDID:S000004571,ORF,Verified ORF,"""Subunit of the inner ring of the nuclear pore complex (NPC); contributes to NPC organization and nucleocytoplasmic transport; homologous to human NUP188""",Verified ORF
8467,13,65927,-0.0196043454536454,0.102868824616897,0.848967222916467,YML103C,NUP188,SGDID:S000004571,ORF,Verified ORF,"""Subunit of the inner ring of the nuclear pore complex (NPC); contributes to NPC organization and nucleocytoplasmic transport; homologous to human NUP188""",Verified ORF
8468,13,66821,0.111378495646571,0.0935849307006722,0.234793980090404,YML103C,NUP188,SGDID:S000004571,ORF,Verified ORF,"""Subunit of the inner ring of the nuclear pore complex (NPC); contributes to NPC organization and nucleocytoplasmic transport; homologous to human NUP188""",Verified ORF
8469,13,67103,0.0775738868135338,0.0907138121041265,0.393048316887281,YML103C,NUP188,SGDID:S000004571,ORF,Verified ORF,"""Subunit of the inner ring of the nuclear pore complex (NPC); contributes to NPC organization and nucleocytoplasmic transport; homologous to human NUP188""",Verified ORF
8470,13,68113,0.0382721947905047,0.0895619470175782,0.669402061687176,YML102W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8471,13,69500,0.116111640172483,0.0848570805326395,0.17208219722637,YML102W,CAC2,SGDID:S000004570,ORF,Verified ORF,"""Subunit of chromatin assembly factor I (CAF-1) ; with Rlf2p and Msi1p; chromatin assembly by CAF-1 is important for multiple processes including silencing at telomeres ; mating type loci ; and rDNA; maintenance of kinetochore structure ; deactivation of the DNA damage checkpoint after DNA repair ; chromatin dynamics during transcription; and repression of divergent transcription; relocalizes to the cytosol in response to hypoxia""",Verified ORF
8472,13,70163,0.105444100995656,0.0856796646877312,0.219262625202462,YML100W-A,YML100W-A,SGDID:S000028688,ORF,Uncharacterized ORF,"""Putative protein of unknown function; identified by gene-trapping ; microarray-based expression analysis ; and genome-wide homology searching""",Uncharacterized ORF
8473,13,70356,0.0865665694081077,0.0848344300005847,0.308229133025169,YML100W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8474,13,70380,0.0890572753315153,0.0849496822875326,0.295193123075757,YML100W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8475,13,71887,0.148738921991223,0.0852410098568997,0.0818686539796179,YML100W,TSL1,SGDID:S000004566,ORF,Verified ORF,"""Large subunit of trehalose 6-phosphate synthase/phosphatase complex; Tps1p-Tps2p complex converts uridine-5'-diphosphoglucose and glucose 6-phosphate to trehalose; contributes to survival to acute lethal heat stress; mutant has aneuploidy tolerance; protein abundance increases in response to DNA replication stress; TSL1 has a paralog ; TPS3 ; that arose from the whole genome duplication""",Verified ORF
8476,13,72027,0.145154723667809,0.0851333545242404,0.089069057920877,YML100W,TSL1,SGDID:S000004566,ORF,Verified ORF,"""Large subunit of trehalose 6-phosphate synthase/phosphatase complex; Tps1p-Tps2p complex converts uridine-5'-diphosphoglucose and glucose 6-phosphate to trehalose; contributes to survival to acute lethal heat stress; mutant has aneuploidy tolerance; protein abundance increases in response to DNA replication stress; TSL1 has a paralog ; TPS3 ; that arose from the whole genome duplication""",Verified ORF
8477,13,73225,0.103348052537203,0.0810818780218629,0.203284472456978,YML100W,TSL1,SGDID:S000004566,ORF,Verified ORF,"""Large subunit of trehalose 6-phosphate synthase/phosphatase complex; Tps1p-Tps2p complex converts uridine-5'-diphosphoglucose and glucose 6-phosphate to trehalose; contributes to survival to acute lethal heat stress; mutant has aneuploidy tolerance; protein abundance increases in response to DNA replication stress; TSL1 has a paralog ; TPS3 ; that arose from the whole genome duplication""",Verified ORF
8478,13,73814,0.100355521345904,0.0799393526880753,0.210165523639453,YML100W,TSL1,SGDID:S000004566,ORF,Verified ORF,"""Large subunit of trehalose 6-phosphate synthase/phosphatase complex; Tps1p-Tps2p complex converts uridine-5'-diphosphoglucose and glucose 6-phosphate to trehalose; contributes to survival to acute lethal heat stress; mutant has aneuploidy tolerance; protein abundance increases in response to DNA replication stress; TSL1 has a paralog ; TPS3 ; that arose from the whole genome duplication""",Verified ORF
8479,13,74713,0.0705067004998048,0.0788131838507667,0.371607618841381,YML099C,ARG81,SGDID:S000004565,ORF,Verified ORF,"""Zinc finger transcription factor involved in arginine-responsive genes; Zn(2)-Cys(6) binuclear cluster domain type; involved in the regulation of arginine-responsive genes; acts with Arg80p and Arg82p""",Verified ORF
