SNP,Chr,Pos,Effect,SE,SSH1_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
9570,14,434507,-0.166833301773767,0.140896424225232,0.2371762183562,YNL102W,POL1,SGDID:S000005046,Close to 3'-UTR,Close to 3'-UTR,"""Catalytic subunit of the DNA polymerase I alpha-primase complex; required for the initiation of DNA replication during mitotic DNA synthesis and premeiotic DNA synthesis""",Verified ORF
9571,14,436047,-0.246714524985298,0.139984414063717,0.0788598815718034,YNL101W,AVT4,SGDID:S000005045,ORF,Verified ORF,"""Vacuolar transporter; exports large neutral amino acids from the vacuole; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters; localizes to sites of contact between the vacuole and mitochondria (vCLAMPs)""",Verified ORF
9572,14,437581,-0.218894939826536,0.140191312936147,0.119325057480989,YNL100W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9573,14,437955,-0.203139053796248,0.140039049297379,0.14778242153482,YNL100W,MIC27,SGDID:S000005044,ORF,Verified ORF,"""Component of the MICOS complex; MICOS (formerly MINOS or MitOS) ; a mitochondrial inner membrane complex that extends into the intermembrane space with a role in the maintenance of crista junctions ; inner membrane architecture ; and formation of contact sites to the outer membrane; forms a subcomplex with Mic10p and Mic12p whose assembly and stability requires cardiolipin; orthologous to human APOO and APOOL""",Verified ORF
9574,14,441268,0.321135152959968,0.356321534119799,0.368069337227379,SUT333,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
9575,14,441787,-0.100459049037274,0.140466120917931,0.474968415773174,YNL097C,PHO23,SGDID:S000005041,ORF,Verified ORF,"""Component of the Rpd3L histone deacetylase complex; involved in transcriptional regulation of PHO5; affects termination of snoRNAs and cryptic unstable transcripts (CUTs); C-terminus shares significant sequence identity with the human candidate tumor suppressor p33-ING1 and its isoform ING3""",Verified ORF
9576,14,442710,-0.0927761247371339,0.14066593245283,0.509973118174707,YNL097C,PHO23,SGDID:S000005041,Close to 3'-UTR,Close to 3'-UTR,"""Component of the Rpd3L histone deacetylase complex; involved in transcriptional regulation of PHO5; affects termination of snoRNAs and cryptic unstable transcripts (CUTs); C-terminus shares significant sequence identity with the human candidate tumor suppressor p33-ING1 and its isoform ING3""",Verified ORF
9577,14,449380,0.0037386511885023,0.142938707742602,0.979147989817419,YNL094W,APP1,SGDID:S000005038,Close to 3'-UTR,Close to 3'-UTR,"""Phosphatidate phosphatase ; converts phosphatidate to diacylglycerol; App1p ; Pah1p ; Dpp1p ; and Lpp1p are responsible for all the phosphatidate phosphatase activity; component of cortical actin patches; interacts with components of endocytic pathway""",Verified ORF
9578,14,453089,-0.0517876515938692,0.140607520497585,0.712860238493086,YNL091W,NST1,SGDID:S000005035,ORF,Verified ORF,"""Protein involved in signal transduction pathways; mediates responses through cell wall integrity ; highosmolarity glycerol and pheromone pathways; interacts physically with the splicing factor Msl1p and also displays genetic interaction with MSL1; interacts with Ste11p and Mkk1p/Mkk2p""",Verified ORF
9579,14,454972,-0.049515599034459,0.140121819520539,0.72401799241678,YNL091W,NST1,SGDID:S000005035,ORF,Verified ORF,"""Protein involved in signal transduction pathways; mediates responses through cell wall integrity ; highosmolarity glycerol and pheromone pathways; interacts physically with the splicing factor Msl1p and also displays genetic interaction with MSL1; interacts with Ste11p and Mkk1p/Mkk2p""",Verified ORF
9580,14,456179,-0.104788088925578,0.141400218338926,0.459140989898239,YNL090W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9581,14,456295,-0.0841668830443627,0.140743784863029,0.550213447276883,YNL090W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9582,14,456355,-0.07608059861609,0.140939243331779,0.589667517007813,YNL090W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9583,14,457243,-0.114582967488727,0.145931799323601,0.432873740388969,YNL090W,RHO2,SGDID:S000005034,Close to 3'-UTR,Close to 3'-UTR,"""Non-essential small GTPase of the Rho/Rac family of Ras-like proteins; involved in the establishment of cell polarity and in microtubule assembly""",Verified ORF
9584,14,457485,-0.056687263984811,0.141740538871242,0.689444928571806,YNL088W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9585,14,457545,-0.10417805929477,0.145372607062922,0.474077605286227,YNL088W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9586,14,458186,0.0118588790790436,0.14272189945434,0.933826425295522,YNL088W,TOP2,SGDID:S000005032,ORF,Verified ORF,"""Topoisomerase II; relieves torsional strain in DNA by cleaving and re-sealing phosphodiester backbone of both positively and negatively supercoiled DNA; cleaves complementary strands; localizes to axial cores in meiosis; required for replication slow zone (RSZ) breakage following Mec1p inactivation; human homolog TOP2A implicated in cancers ; and can complement yeast null mutant""",Verified ORF
9587,14,458514,-0.0018202385228399,0.14063450165975,0.98968054525588,YNL088W,TOP2,SGDID:S000005032,ORF,Verified ORF,"""Topoisomerase II; relieves torsional strain in DNA by cleaving and re-sealing phosphodiester backbone of both positively and negatively supercoiled DNA; cleaves complementary strands; localizes to axial cores in meiosis; required for replication slow zone (RSZ) breakage following Mec1p inactivation; human homolog TOP2A implicated in cancers ; and can complement yeast null mutant""",Verified ORF
9588,14,461485,0.05485066022492,0.145552565796011,0.706515715691568,YNL088W,TOP2,SGDID:S000005032,ORF,Verified ORF,"""Topoisomerase II; relieves torsional strain in DNA by cleaving and re-sealing phosphodiester backbone of both positively and negatively supercoiled DNA; cleaves complementary strands; localizes to axial cores in meiosis; required for replication slow zone (RSZ) breakage following Mec1p inactivation; human homolog TOP2A implicated in cancers ; and can complement yeast null mutant""",Verified ORF
9589,14,461863,0.0156482215652571,0.140453341069051,0.911352773692329,YNL088W,TOP2,SGDID:S000005032,ORF,Verified ORF,"""Topoisomerase II; relieves torsional strain in DNA by cleaving and re-sealing phosphodiester backbone of both positively and negatively supercoiled DNA; cleaves complementary strands; localizes to axial cores in meiosis; required for replication slow zone (RSZ) breakage following Mec1p inactivation; human homolog TOP2A implicated in cancers ; and can complement yeast null mutant""",Verified ORF
9590,14,462234,-0.0773617877346683,0.142190587135921,0.586736027159616,YNL087W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9591,14,462478,-0.024443767170469,0.140233114730356,0.861723260477005,YNL087W,TCB2,SGDID:S000005031,ORF,Verified ORF,"""ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p ; Scs2p ; Scs22p ; Tcb1p ; Tcb2p ; Tcb3p) that connect ER to plasma membrane (PM) and regulate PM phosphatidylinositol-4-phosphate (PI4P) levels by controlling access of Sac1p phosphatase to its substrate PI4P in the PM; contains 3 calcium and lipid binding domains; mRNA is targeted to bud; TCB2 has a paralog ; TCB1 ; that arose from the whole genome duplication""",Verified ORF
9592,14,464117,-0.0234521442217552,0.141209833753031,0.868188990292074,YNL087W,TCB2,SGDID:S000005031,ORF,Verified ORF,"""ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p ; Scs2p ; Scs22p ; Tcb1p ; Tcb2p ; Tcb3p) that connect ER to plasma membrane (PM) and regulate PM phosphatidylinositol-4-phosphate (PI4P) levels by controlling access of Sac1p phosphatase to its substrate PI4P in the PM; contains 3 calcium and lipid binding domains; mRNA is targeted to bud; TCB2 has a paralog ; TCB1 ; that arose from the whole genome duplication""",Verified ORF
9593,14,464233,-0.0016704230781428,0.141340480038324,0.990577150194241,YNL087W,TCB2,SGDID:S000005031,ORF,Verified ORF,"""ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p ; Scs2p ; Scs22p ; Tcb1p ; Tcb2p ; Tcb3p) that connect ER to plasma membrane (PM) and regulate PM phosphatidylinositol-4-phosphate (PI4P) levels by controlling access of Sac1p phosphatase to its substrate PI4P in the PM; contains 3 calcium and lipid binding domains; mRNA is targeted to bud; TCB2 has a paralog ; TCB1 ; that arose from the whole genome duplication""",Verified ORF
9594,14,465005,-0.0303225535931097,0.140322600651981,0.829041059932961,YNL087W,TCB2,SGDID:S000005031,ORF,Verified ORF,"""ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p ; Scs2p ; Scs22p ; Tcb1p ; Tcb2p ; Tcb3p) that connect ER to plasma membrane (PM) and regulate PM phosphatidylinositol-4-phosphate (PI4P) levels by controlling access of Sac1p phosphatase to its substrate PI4P in the PM; contains 3 calcium and lipid binding domains; mRNA is targeted to bud; TCB2 has a paralog ; TCB1 ; that arose from the whole genome duplication""",Verified ORF
9595,14,465187,0.0139799566942131,0.140964066072273,0.921056488652931,YNL087W,TCB2,SGDID:S000005031,ORF,Verified ORF,"""ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p ; Scs2p ; Scs22p ; Tcb1p ; Tcb2p ; Tcb3p) that connect ER to plasma membrane (PM) and regulate PM phosphatidylinositol-4-phosphate (PI4P) levels by controlling access of Sac1p phosphatase to its substrate PI4P in the PM; contains 3 calcium and lipid binding domains; mRNA is targeted to bud; TCB2 has a paralog ; TCB1 ; that arose from the whole genome duplication""",Verified ORF
9596,14,466103,-0.0540337659857196,0.141775396228052,0.703341771212829,YNL086W_NFR/NDR,,,Promoter,Promoter,,Promoter
9597,14,469224,0.128427742587997,0.14503008667466,0.376476444569488,YNL085W,MKT1,SGDID:S000005029,ORF,Verified ORF,"""Protein similar to nucleases that forms a complex with Pbp1p; complex may mediate posttranscriptional regulation of HO; involved in propagation of M2 dsRNA satellite of L-A virus; allelic variation affects mitochondrial genome stability ; drug resistance ; and more; forms cytoplasmic foci upon DNA replication stress; localization to P-bodies under ethanol stress differs between strains""",Verified ORF
9598,14,469677,0.102023414264449,0.142938614857085,0.475849192356157,YNL085W,MKT1,SGDID:S000005029,Close to 3'-UTR,Close to 3'-UTR,"""Protein similar to nucleases that forms a complex with Pbp1p; complex may mediate posttranscriptional regulation of HO; involved in propagation of M2 dsRNA satellite of L-A virus; allelic variation affects mitochondrial genome stability ; drug resistance ; and more; forms cytoplasmic foci upon DNA replication stress; localization to P-bodies under ethanol stress differs between strains""",Verified ORF
9599,14,469870,0.122979527764201,0.153745669053918,0.42431283616104,YNL085W,MKT1,SGDID:S000005029,Close to 3'-UTR,Close to 3'-UTR,"""Protein similar to nucleases that forms a complex with Pbp1p; complex may mediate posttranscriptional regulation of HO; involved in propagation of M2 dsRNA satellite of L-A virus; allelic variation affects mitochondrial genome stability ; drug resistance ; and more; forms cytoplasmic foci upon DNA replication stress; localization to P-bodies under ethanol stress differs between strains""",Verified ORF
9600,14,472613,0.093109842277373,0.141324828566841,0.510430788518996,YNL083W,SAL1,SGDID:S000005027,ORF,Verified ORF,"""ADP/ATP transporter; member of the Ca2+-binding subfamily of mitochondrial carriers ; with two EF-hand motifs; transport activity of either Sal1p or Pet9p is critical for viability; polymorphic in different S. cerevisiae strains""",Verified ORF
9601,14,478868,0.0043450792264843,0.141343706058219,0.975493283845252,YNL079C,TPM1,SGDID:S000005023,ORF,Verified ORF,"""Major isoform of tropomyosin; binds to and stabilizes actin cables and filaments ; which direct polarized cell growth and the distribution of several organelles; acetylated by the NatB complex and acetylated form binds actin most efficiently; TPM1 has a paralog ; TPM2 ; that arose from the whole genome duplication""",Verified ORF
9602,14,480472,-0.0006576278669464,0.141080414160394,0.996283412234721,YNL078W,NIS1,SGDID:S000005022,ORF,Verified ORF,"""Protein involved in axial bud site selection; prevents repolarization of cells at previous division sites; recruited with Nba1p to the cell cortex and to cytokinesis remnants (bud scars) by Aim44p and Nap1p where Nba1p prevent Rsr1p-mediated activation of Cdc24p ; and therefore Cdc42p activation; acts with Nba1p to establish transient bud scar localization of Rga1p ; a Cdc42p GAP; localizes to the nucleus and to cell division site during G2/M ; and is then stably recruited to cytokinesis remnants""",Verified ORF
9603,14,481896,0.0209887557286098,0.141968074680344,0.882552362539132,YNL077W,APJ1,SGDID:S000005021,ORF,Verified ORF,"""Hsp40 chaperone with a role in SUMO-mediated protein degradation; works in concert with Hsp70 and Hsp110 (Sse1p) to promote disaggregation of intranuclear protein inclusions; competes with Hsp104 in disaggregation ; supporting turnover instead of refolding; member of DnaJ-like family ; conserved across eukaryotes; overexpression interferes with propagation of the [Psi+] prion; forms nuclear foci upon DNA replication stress""",Verified ORF
9604,14,483978,0.0489463742988441,0.141296175340268,0.729241179453005,YNL076W,MKS1,SGDID:S000005020,ORF,Verified ORF,"""Pleiotropic negative transcriptional regulator; involved in Ras-CAMP and lysine biosynthetic pathways and nitrogen regulation; involved in retrograde (RTG) mitochondria-to-nucleus signaling""",Verified ORF
9605,14,485955,-0.0375565824643569,0.141066256570823,0.790214716625099,YNL075W,IMP4,SGDID:S000005019,ORF,Verified ORF,"""Component of the SSU processome; SSU processome is required for pre-18S rRNA processing; interacts with Mpp10p; member of a superfamily of proteins that contain a sigma(70)-like motif and associate with RNAs""",Verified ORF
9606,14,486552,-0.0503697232148328,0.334451791677428,0.88037425427077,YNL075W,IMP4,SGDID:S000005019,Close to 3'-UTR,Close to 3'-UTR,"""Component of the SSU processome; SSU processome is required for pre-18S rRNA processing; interacts with Mpp10p; member of a superfamily of proteins that contain a sigma(70)-like motif and associate with RNAs""",Verified ORF
9607,14,489876,-0.0593886504039409,0.142197802837608,0.676458295997249,YNL073W,MSK1,SGDID:S000005017,ORF,Verified ORF,"""Mitochondrial lysine-tRNA synthetase; required for import of both aminoacylated and deacylated forms of tRNA(Lys) into mitochondria and for aminoacylation of mitochondrially encoded tRNA(Lys)""",Verified ORF
9608,14,491097,-0.0659757206897825,0.141522166491001,0.64136956387652,YNL072W,RNH201,SGDID:S000005016,ORF,Verified ORF,"""Ribonuclease H2 catalytic subunit; removes RNA primers during Okazaki fragment synthesis and errant ribonucleotides misincorporated during DNA replication; role in ribonucleotide excision repair; homolog of RNAse HI; related to human AGS4 which causes Aicardi-Goutieres syndrome""",Verified ORF
9609,14,491381,-0.0449898742977558,0.141545471534415,0.750788556872485,YNL071W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9610,14,493333,0.0565189861849407,0.144381556461259,0.6956966001203,YNL070W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9611,14,497369,-0.0843021811074124,0.141643521755748,0.552110206427114,YNL068C,FKH2,SGDID:S000005012,ORF,Verified ORF,"""Forkhead family transcription factor; rate-limiting activator of replication origins; evolutionarily conserved regulator of lifespan; binds multiple chromosomal elements with distinct specificities ; cell cycle dynamics; positively regulates transcriptional elongation; facilitates clustering ; activation of early-firing replication origins; negative role in chromatin silencing at HML and HMR; major role in expression of G2/M phase genes; relocalizes to cytosol under hypoxia""",Verified ORF
9612,14,497844,-0.086973587959126,0.14196457644438,0.540506955885851,YNL068C,FKH2,SGDID:S000005012,ORF,Verified ORF,"""Forkhead family transcription factor; rate-limiting activator of replication origins; evolutionarily conserved regulator of lifespan; binds multiple chromosomal elements with distinct specificities ; cell cycle dynamics; positively regulates transcriptional elongation; facilitates clustering ; activation of early-firing replication origins; negative role in chromatin silencing at HML and HMR; major role in expression of G2/M phase genes; relocalizes to cytosol under hypoxia""",Verified ORF
9613,14,498639,-0.0531219692034508,0.143273167407867,0.711028246699231,YNL067W-A,YNL067W-A,SGDID:S000007623,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
9614,14,499301,-0.0323223202257233,0.141499712085444,0.819446757710542,YNL067W-B_NFR/NDR,,,Promoter,Promoter,,Promoter
9615,14,501129,-0.018770472039513,0.151724678866993,0.901612110869305,YNL067W,RPL9B,SGDID:S000005011,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L9B; homologous to mammalian ribosomal protein L9 and bacterial L6; RPL9B has a paralog ; RPL9A ; that arose from a single-locus duplication""",Verified ORF
9616,14,501546,0.0710258851275149,0.141117454728442,0.615059952366451,YNL066W,SUN4,SGDID:S000005010,ORF,Verified ORF,"""Cell wall protein related to glucanases localized in birth scars; possibly involved in cell wall septation; member of the SUN family; SUN4 has a paralog ; SIM1 ; that arose from the whole genome duplication""",Verified ORF
9617,14,501883,0.0889632477068114,0.141245358882098,0.529200846224702,YNL066W,SUN4,SGDID:S000005010,ORF,Verified ORF,"""Cell wall protein related to glucanases localized in birth scars; possibly involved in cell wall septation; member of the SUN family; SUN4 has a paralog ; SIM1 ; that arose from the whole genome duplication""",Verified ORF
9618,14,502260,0.073879866826266,0.140868613837671,0.600288233241851,YNL066W,SUN4,SGDID:S000005010,ORF,Verified ORF,"""Cell wall protein related to glucanases localized in birth scars; possibly involved in cell wall septation; member of the SUN family; SUN4 has a paralog ; SIM1 ; that arose from the whole genome duplication""",Verified ORF
9619,14,502292,0.0772609599336784,0.140863475437381,0.583708282025705,YNL066W,SUN4,SGDID:S000005010,ORF,Verified ORF,"""Cell wall protein related to glucanases localized in birth scars; possibly involved in cell wall septation; member of the SUN family; SUN4 has a paralog ; SIM1 ; that arose from the whole genome duplication""",Verified ORF
9620,14,502888,0.121482956407572,0.149799322268466,0.417928563960071,YNL066W,SUN4,SGDID:S000005010,Close to 3'-UTR,Close to 3'-UTR,"""Cell wall protein related to glucanases localized in birth scars; possibly involved in cell wall septation; member of the SUN family; SUN4 has a paralog ; SIM1 ; that arose from the whole genome duplication""",Verified ORF
9621,14,502917,0.143276696080937,0.157077796410794,0.362318342254876,YNL066W,SUN4,SGDID:S000005010,Close to 3'-UTR,Close to 3'-UTR,"""Cell wall protein related to glucanases localized in birth scars; possibly involved in cell wall septation; member of the SUN family; SUN4 has a paralog ; SIM1 ; that arose from the whole genome duplication""",Verified ORF
9622,14,503689,0.128299668727284,0.143315297022091,0.371275977731645,YNL066W,SUN4,SGDID:S000005010,Close to 3'-UTR,Close to 3'-UTR,"""Cell wall protein related to glucanases localized in birth scars; possibly involved in cell wall septation; member of the SUN family; SUN4 has a paralog ; SIM1 ; that arose from the whole genome duplication""",Verified ORF
9623,14,504423,0.0744114772850053,0.141359613067487,0.598941992216125,YNL065W,AQR1,SGDID:S000005009,ORF,Verified ORF,"""Plasma membrane transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; confers resistance to short-chain monocarboxylic acids and quinidine; involved in the excretion of excess amino acids; AQR1 has a paralog ; QDR1 ; that arose from the whole genome duplication; relocalizes from plasma membrane to cytoplasm upon DNA replication stress""",Verified ORF
9624,14,508489,0.0275624653495348,0.142679729578223,0.846931322507504,YNL063W,MTQ1,SGDID:S000005007,ORF,Verified ORF,"""S-adenosylmethionine-dependent methyltransferase; methylates translational release factor Mrf1p; similar to E.coli PrmC; is not an essential gene""",Verified ORF
9625,14,508681,0.0118183149031555,0.142735861249046,0.934058693633425,YNL063W,MTQ1,SGDID:S000005007,ORF,Verified ORF,"""S-adenosylmethionine-dependent methyltransferase; methylates translational release factor Mrf1p; similar to E.coli PrmC; is not an essential gene""",Verified ORF
9626,14,510328,-0.0566707495853871,0.181193955823589,0.754645483567131,YNL061W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9627,14,510823,-0.0561207520995859,0.142182002894487,0.693294809676777,YNL061W,NOP2,SGDID:S000005005,ORF,Verified ORF,"""rRNA m5C methyltransferase; methylates cytosine at position 2870 of 25S rRNA; has an essential function independent of rRNA methylation; contains seven beta-strand methyltransferase motif; essential for processing and maturation of 27S pre-rRNA and large ribosomal subunit biogenesis; localized to the nucleolus; constituent of 66S pre-ribosomal particles; rRNA methylation defect and lethality are functionally complemented by human NOP2 ; a gene upregulated in cancer""",Verified ORF
9628,14,516139,-0.0192917616542746,0.140647473137147,0.890979411180956,YNL058C,YNL058C,SGDID:S000005003,ORF,Uncharacterized ORF,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to vacuole; not an essential gene; YNL058C has a paralog ; PRM5 ; that arose from the whole genome duplication""",Uncharacterized ORF
9629,14,525380,-0.0140255383745677,0.140565867658829,0.920576327180863,YNL054W-B,YNL054W-B,SGDID:S000007385,Close to 3'-UTR,Close to 3'-UTR,"""TyB Gag-Pol protein; proteolytically processed to make the Gag ; reverse transcriptase (RT) ; protease (PR) ; and integrase (IN) proteins that are required for retrotransposition""",transposable_element_gene
9630,14,525539,-0.0398485695413502,0.249349089255956,0.873121859965341,YNL054W-B,YNL054W-B,SGDID:S000007385,Close to 3'-UTR,Close to 3'-UTR,"""TyB Gag-Pol protein; proteolytically processed to make the Gag ; reverse transcriptase (RT) ; protease (PR) ; and integrase (IN) proteins that are required for retrotransposition""",transposable_element_gene
9631,14,527281,0.032368398073879,0.140530642693666,0.817968909207642,YNL054W,VAC7,SGDID:S000004999,ORF,Verified ORF,"""Integral vacuolar membrane protein; involved in vacuole inheritance and morphology; activates Fab1p kinase activity under basal conditions and also after hyperosmotic shock""",Verified ORF
9632,14,528514,0.0473970195567227,0.140974833505902,0.736912964322631,YNL054W,VAC7,SGDID:S000004999,ORF,Verified ORF,"""Integral vacuolar membrane protein; involved in vacuole inheritance and morphology; activates Fab1p kinase activity under basal conditions and also after hyperosmotic shock""",Verified ORF
9633,14,529103,0.0573285134981345,0.14009136748996,0.682624700704546,YNL054W,VAC7,SGDID:S000004999,ORF,Verified ORF,"""Integral vacuolar membrane protein; involved in vacuole inheritance and morphology; activates Fab1p kinase activity under basal conditions and also after hyperosmotic shock""",Verified ORF
9634,14,529589,0.0642038484501846,0.141110963389527,0.649397292785433,YNL053W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9635,14,534351,-0.0579477161273848,0.14074220863729,0.680787599251021,YNL050C,YNL050C,SGDID:S000004995,ORF,Uncharacterized ORF,"""Putative protein of unknown function; YNL050c is not an essential gene""",Uncharacterized ORF
9636,14,534813,-0.0327666194142821,0.142791761605646,0.818635480229306,YNL050C,YNL050C,SGDID:S000004995,ORF,Uncharacterized ORF,"""Putative protein of unknown function; YNL050c is not an essential gene""",Uncharacterized ORF
9637,14,534949,0.0194537924201266,0.160196657251629,0.903414053144837,YNL050C,YNL050C,SGDID:S000004995,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; YNL050c is not an essential gene""",Uncharacterized ORF
9638,14,535369,0.0260713879546021,0.140712297325317,0.853114644366126,YNL049C,SFB2,SGDID:S000004994,ORF,Verified ORF,"""Component of the Sec23p-Sfb2p heterodimer of the COPII vesicle coat; required for cargo selection during vesicle formation in ER to Golgi transport; homologous to Sfb3p; SFB2 has a paralog ; SEC24 ; that arose from the whole genome duplication""",Verified ORF
9639,14,536010,-0.0521507866220724,0.141591869946937,0.712857156601534,YNL049C,SFB2,SGDID:S000004994,ORF,Verified ORF,"""Component of the Sec23p-Sfb2p heterodimer of the COPII vesicle coat; required for cargo selection during vesicle formation in ER to Golgi transport; homologous to Sfb3p; SFB2 has a paralog ; SEC24 ; that arose from the whole genome duplication""",Verified ORF
9640,14,538257,-0.0023836433820214,0.140311937500446,0.986455649028633,YNL048W,ALG11,SGDID:S000004993,ORF,Verified ORF,"""Alpha-1,2-mannosyltransferase; catalyzes sequential addition of the two terminal alpha 1,2-mannose residues to the Man5GlcNAc2-PP-dolichol intermediate during asparagine-linked glycosylation in the ER""",Verified ORF
9641,14,539456,-0.0172673761502338,0.140308984916881,0.902124247735129,YNL048W,ALG11,SGDID:S000004993,ORF,Verified ORF,"""Alpha-1,2-mannosyltransferase; catalyzes sequential addition of the two terminal alpha 1,2-mannose residues to the Man5GlcNAc2-PP-dolichol intermediate during asparagine-linked glycosylation in the ER""",Verified ORF
9642,14,543122,-0.0281259654707654,0.140664399925439,0.841634162154224,YNL045W,LAP2,SGDID:S000004990,ORF,Verified ORF,"""Leucyl aminopeptidase yscIV with epoxide hydrolase activity; metalloenzyme containing one zinc atom; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; also known as leukotriene A4 hydrolase""",Verified ORF
9643,14,543643,-0.110118855093214,0.139984349237327,0.432013866495606,YNL045W,LAP2,SGDID:S000004990,ORF,Verified ORF,"""Leucyl aminopeptidase yscIV with epoxide hydrolase activity; metalloenzyme containing one zinc atom; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; also known as leukotriene A4 hydrolase""",Verified ORF
9644,14,544381,-0.084050689306743,0.14326419276008,0.557791512731755,YNL045W,LAP2,SGDID:S000004990,ORF,Verified ORF,"""Leucyl aminopeptidase yscIV with epoxide hydrolase activity; metalloenzyme containing one zinc atom; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; also known as leukotriene A4 hydrolase""",Verified ORF
9645,14,546133,0.0968204267327202,0.142205217918618,0.496412742185094,ARS1421,ARS1421,SGDID:S000118389,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
9646,14,547700,-0.0175670698037327,0.140515896936628,0.900580164040765,YNL042W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9647,14,547829,0.0101744241717313,0.14067132310106,0.942382134739156,YNL042W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9648,14,547960,-0.0085369050589642,0.141529840713844,0.95193589189709,YNL042W-B,YNL042W-B,SGDID:S000028850,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
9649,14,547975,-0.0015535962856064,0.142213351398253,0.99128993034089,YNL042W-B,YNL042W-B,SGDID:S000028850,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
9650,14,549199,-0.047468952201609,0.140262739644366,0.73524126492899,YNL042W,BOP3,SGDID:S000004987,ORF,Verified ORF,"""Protein of unknown function; potential Cdc28p substrate; overproduction confers resistance to methylmercury""",Verified ORF
9651,14,550274,-0.0512033355141181,0.140250186102015,0.715266082866087,YNL041C,COG6,SGDID:S000004986,ORF,Verified ORF,"""Component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments""",Verified ORF
9652,14,550749,-0.0083766800425478,0.140518300373288,0.952497809536972,YNL041C,COG6,SGDID:S000004986,ORF,Verified ORF,"""Component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments""",Verified ORF
9653,14,551869,0.062108768096046,0.14004599489106,0.657684230542768,YNL041C,COG6,SGDID:S000004986,ORF,Verified ORF,"""Component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments""",Verified ORF
9654,14,553785,0.0341070829257746,0.140073241543675,0.807763680614669,YNL040W,YNL040W,SGDID:S000004985,ORF,Verified ORF,"""Protein of unknown function; has strong similarity to alanyl-tRNA synthases from Eubacteria; null mutant displays decreased translation rate and increased readthrough of premature stop codons; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YNL040W is not an essential gene""",Verified ORF
9655,14,554919,-0.127960926990232,0.234272761823045,0.585270145997787,YNL039W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9656,14,554932,-0.260756245512611,1.00531763453681,0.795495591141638,YNL039W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9657,14,558289,-0.0608135692125319,0.140087204506118,0.664472150635851,YNL037C,IDH1,SGDID:S000004982,ORF,Verified ORF,"""Subunit of mitochondrial NAD(+)-dependent isocitrate dehydrogenase; complex catalyzes the oxidation of isocitrate to alpha-ketoglutarate in the TCA cycle""",Verified ORF
