SNP,Chr,Pos,Effect,SE,ERV25_RBD2_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
10338,15,310574,-0.0680184800304347,0.0666202771483054,0.30795948942308,YOL008W,COQ10,SGDID:S000005368,ORF,Verified ORF,"""Coenzyme Q (ubiquinone) binding protein; functions in the delivery of Q<sub>6</sub> to its proper location for electron transport during respiration; START domain protein with homologs in bacteria and eukaryotes; respiratory growth defect of the null mutant is functionally complemented by human COQ10A""",Verified ORF
10339,15,311039,-0.0433415701341838,0.0685690037295444,0.527739241481841,YOL009C,MDM12,SGDID:S000005369,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial outer membrane protein ; ERMES complex subunit; required for transmission of mitochondria to daughter cells; required for mitophagy; may influence import and assembly of outer membrane beta-barrel proteins; ERMES complex is often co-localized with peroxisomes and with concentrated areas of pyruvate dehydrogenase""",Verified ORF
10340,15,311056,-0.0631548926335354,0.0674740592158088,0.349919371202165,YOL009C,MDM12,SGDID:S000005369,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial outer membrane protein ; ERMES complex subunit; required for transmission of mitochondria to daughter cells; required for mitophagy; may influence import and assembly of outer membrane beta-barrel proteins; ERMES complex is often co-localized with peroxisomes and with concentrated areas of pyruvate dehydrogenase""",Verified ORF
10341,15,311337,-0.0719370415918033,0.0664710203780196,0.27988833148851,YOL008W,COQ10,SGDID:S000005368,Close to 3'-UTR,Close to 3'-UTR,"""Coenzyme Q (ubiquinone) binding protein; functions in the delivery of Q<sub>6</sub> to its proper location for electron transport during respiration; START domain protein with homologs in bacteria and eukaryotes; respiratory growth defect of the null mutant is functionally complemented by human COQ10A""",Verified ORF
10342,15,312146,-0.0893222685385399,0.0663419246191674,0.179039866107465,YOL007C,CSI2,SGDID:S000005367,ORF,Verified ORF,"""Protein of unknown function; green fluorescent protein (GFP)- fusion protein localizes to the mother side of the bud neck and the vacuole; YOL007C is not an essential gene""",Verified ORF
10343,15,312151,-0.0893222685385399,0.0663419246191674,0.179039866107465,YOL007C,CSI2,SGDID:S000005367,ORF,Verified ORF,"""Protein of unknown function; green fluorescent protein (GFP)- fusion protein localizes to the mother side of the bud neck and the vacuole; YOL007C is not an essential gene""",Verified ORF
10344,15,312245,-0.0861671614436271,0.0664767717861385,0.195753530809357,YOL007C,CSI2,SGDID:S000005367,ORF,Verified ORF,"""Protein of unknown function; green fluorescent protein (GFP)- fusion protein localizes to the mother side of the bud neck and the vacuole; YOL007C is not an essential gene""",Verified ORF
10345,15,312534,-0.0987342318952071,0.0666499412118226,0.139396025132505,YOL007C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10346,15,315509,-0.137125014784599,0.0691443287869482,0.0481229407249563,YOL006C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10347,15,315627,-0.157935423100864,0.0773528449816459,0.0419189739943315,YOL006C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10348,15,316405,-0.084028257153003,0.0670698769492443,0.2110908792293,YOL005C,RPB11,SGDID:S000005365,Close to 3'-UTR,Close to 3'-UTR,"""RNA polymerase II subunit B12.5; part of central core; similar to Rpc19p and bacterial alpha subunit""",Verified ORF
10349,15,316670,-0.0811987516565725,0.0666038581767074,0.223608927590784,YOL004W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10350,15,316958,-0.0649623319489478,0.0667290577973903,0.330959617618254,YOL004W,SIN3,SGDID:S000005364,ORF,Verified ORF,"""Component of both the Rpd3S and Rpd3L histone deacetylase complexes; involved in transcriptional repression and activation of diverse processes ; including mating-type switching and meiosis; involved in the maintenance of chromosomal integrity""",Verified ORF
10351,15,317329,-0.0732291228294247,0.0663224309177528,0.270285302228186,YOL004W,SIN3,SGDID:S000005364,ORF,Verified ORF,"""Component of both the Rpd3S and Rpd3L histone deacetylase complexes; involved in transcriptional repression and activation of diverse processes ; including mating-type switching and meiosis; involved in the maintenance of chromosomal integrity""",Verified ORF
10352,15,318509,-0.082477133066464,0.0665000471768118,0.215704189545653,YOL004W,SIN3,SGDID:S000005364,ORF,Verified ORF,"""Component of both the Rpd3S and Rpd3L histone deacetylase complexes; involved in transcriptional repression and activation of diverse processes ; including mating-type switching and meiosis; involved in the maintenance of chromosomal integrity""",Verified ORF
10353,15,322448,-0.0816041986927567,0.0677388026427894,0.229130387446184,YOL003C,PFA4,SGDID:S000005363,ORF,Verified ORF,"""Palmitoyltransferase with autoacylation activity; required for palmitoylation of amino acid permeases containing a C-terminal Phe-Trp-Cys site; required for modification of Chs3p; member of the DHHC family of putative palmitoyltransferases""",Verified ORF
10354,15,329425,-0.076558882632796,0.0668846998238701,0.253133952112878,YOR002W,ALG6,SGDID:S000005528,ORF,Verified ORF,"""ER-luminal alpha 1,3 glucosyltransferase; involved in transfer of oligosaccharides from dolichyl pyrophosphate to asparagine residues of proteins during N-linked protein glycosylation; C998T transition in human ortholog ALG6 causes carbohydrate-deficient glycoprotein syndrome type-Ic; wild-type human ortholog ALG6 can partially complement yeast alg6 mutant""",Verified ORF
10355,15,333432,0.148191421879855,0.109293111916306,0.175995132421953,YOR004W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10356,15,334807,-0.0752251619896898,0.0671720709879788,0.263523088250969,YOR005C,DNL4,SGDID:S000005531,ORF,Verified ORF,"""DNA ligase required for nonhomologous end-joining (NHEJ); forms stable heterodimer with required cofactor Lif1p ; interacts with Nej1p; involved in meiosis ; not essential for vegetative growth; mutations in human ortholog lead to ligase IV syndrome and Dubowitz syndrome""",Verified ORF
10357,15,338579,-0.107567542474062,0.0664089716599101,0.106173758360913,YOR006C,TSR3,SGDID:S000005532,ORF,Verified ORF,"""Protein required for 20S pre-rRNA processing; involved in processing of the 20S pre-rRNA at site D to generate mature 18S rRNA; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
10358,15,343921,-0.108654407177375,0.0663933928368201,0.102621077135437,YOR008C-A,YOR008C-A,SGDID:S000006431,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; includes a potential transmembrane domain; deletion results in slightly lengthened telomeres; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively""",Uncharacterized ORF
10359,15,346460,-0.0674299251853021,0.0667067266269201,0.312784679924113,YOR010C,TIR2,SGDID:S000005536,ORF,Verified ORF,"""Putative cell wall mannoprotein; member of the Srp1p/Tip1p family of serine-alanine-rich proteins; transcription is induced by cold shock and anaerobiosis; TIR2 has a paralog ; TIR3 ; that arose from the whole genome duplication""",Verified ORF
10360,15,346467,-0.0690272887677765,0.0667222761262671,0.301589018531876,YOR010C,TIR2,SGDID:S000005536,ORF,Verified ORF,"""Putative cell wall mannoprotein; member of the Srp1p/Tip1p family of serine-alanine-rich proteins; transcription is induced by cold shock and anaerobiosis; TIR2 has a paralog ; TIR3 ; that arose from the whole genome duplication""",Verified ORF
10361,15,346509,-0.0626680209891402,0.0670982107057604,0.350955440598191,YOR010C,TIR2,SGDID:S000005536,ORF,Verified ORF,"""Putative cell wall mannoprotein; member of the Srp1p/Tip1p family of serine-alanine-rich proteins; transcription is induced by cold shock and anaerobiosis; TIR2 has a paralog ; TIR3 ; that arose from the whole genome duplication""",Verified ORF
10362,15,349540,-0.0555143939122038,0.0669821150348559,0.407780861044247,YOR011W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10363,15,349580,0.255774775536239,0.12371575599236,0.0394211571151678,YOR011W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10364,15,350076,-0.0544376404223384,0.0673157967284026,0.419237922156373,YOR011W,AUS1,SGDID:S000005537,ORF,Verified ORF,"""Plasma membrane sterol transporter of the ATP-binding cassette family; required ; along with Pdr11p ; for uptake of exogenous sterols and their incorporation into the plasma membrane; activity is stimulated by phosphatidylserine; sterol uptake is required for anaerobic growth because sterol biosynthesis requires oxygen; AUS1 has a paralog ; PDR11 ; that arose from the whole genome duplication""",Verified ORF
10365,15,350753,-0.0519406275083198,0.067057903887776,0.4391159197541,YOR011W,AUS1,SGDID:S000005537,ORF,Verified ORF,"""Plasma membrane sterol transporter of the ATP-binding cassette family; required ; along with Pdr11p ; for uptake of exogenous sterols and their incorporation into the plasma membrane; activity is stimulated by phosphatidylserine; sterol uptake is required for anaerobic growth because sterol biosynthesis requires oxygen; AUS1 has a paralog ; PDR11 ; that arose from the whole genome duplication""",Verified ORF
10366,15,351238,-0.068359140817762,0.0665453895289897,0.305003386098197,YOR011W,AUS1,SGDID:S000005537,ORF,Verified ORF,"""Plasma membrane sterol transporter of the ATP-binding cassette family; required ; along with Pdr11p ; for uptake of exogenous sterols and their incorporation into the plasma membrane; activity is stimulated by phosphatidylserine; sterol uptake is required for anaerobic growth because sterol biosynthesis requires oxygen; AUS1 has a paralog ; PDR11 ; that arose from the whole genome duplication""",Verified ORF
10367,15,355404,-0.158120150213498,0.133047866360791,0.235456824777198,YOR011W-A,YOR011W-A,SGDID:S000028581,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
10368,15,356056,-0.0588943919971467,0.0672214943036634,0.38155819517915,YOR011W-A,YOR011W-A,SGDID:S000028581,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
10369,15,357232,-0.0621481718277251,0.0670203910265922,0.354403107628573,YOR014W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10370,15,358094,-0.106828131769507,0.0664790267990714,0.108960535183835,YOR014W,RTS1,SGDID:S000005540,ORF,Verified ORF,"""B-type regulatory subunit of protein phosphatase 2A (PP2A); Rts1p and Cdc55p are alternative regulatory subunits for PP2A catalytic subunits ; Pph21p and Pph22p; PP2A-Rts1p protects cohesin when recruited by Sgo1p to the pericentromere; highly enriched at centromeres in the absence of Cdc55p; required for maintenance of septin ring organization during cytokinesis ; for ring disassembly in G1 and for dephosphorylation of septin ; Shs1p; homolog of the mammalian B' subunit of PP2A""",Verified ORF
10371,15,363969,0.0061252031810056,0.0706344466034382,0.930945676828678,YOR017W,PET127,SGDID:S000005543,Close to 3'-UTR,Close to 3'-UTR,"""Protein with a role in 5'-end processing of mitochondrial RNAs; located in the mitochondrial membrane""",Verified ORF
10372,15,363970,0.006553897315111,0.070645617217855,0.926137749931591,YOR017W,PET127,SGDID:S000005543,Close to 3'-UTR,Close to 3'-UTR,"""Protein with a role in 5'-end processing of mitochondrial RNAs; located in the mitochondrial membrane""",Verified ORF
10373,15,364136,-0.0109638271958783,0.0672503340417958,0.87058804309082,YOR018W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10374,15,366396,-0.0080120861060201,0.0670346482817862,0.904930147081007,YOR018W,ROD1,SGDID:S000005544,ORF,Verified ORF,"""Alpha-arrestin involved in ubiquitin-dependent endocytosis; activating dephosphorylation relays glucose signaling to transporter endocytosis; calcineurin dephosphorylation is required for Rsp5p-dependent internalization of agonist-occupied Ste2p ; as part of signal desensitization; recruits Rsp5p to Ste2p via its 2 PPXY motifs; protein abundance increases in response to DNA replication stress; ROD1 has a paralog ; ROG3 ; that arose from the whole genome duplication""",Verified ORF
10375,15,366644,0.0109178383760982,0.0669308988592019,0.870516471418554,YOR018W,ROD1,SGDID:S000005544,ORF,Verified ORF,"""Alpha-arrestin involved in ubiquitin-dependent endocytosis; activating dephosphorylation relays glucose signaling to transporter endocytosis; calcineurin dephosphorylation is required for Rsp5p-dependent internalization of agonist-occupied Ste2p ; as part of signal desensitization; recruits Rsp5p to Ste2p via its 2 PPXY motifs; protein abundance increases in response to DNA replication stress; ROD1 has a paralog ; ROG3 ; that arose from the whole genome duplication""",Verified ORF
10376,15,368091,0.000792128115461,0.0666826854513865,0.990528809067029,YOR019W,YOR019W,SGDID:S000005545,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; YOR019W has a paralog ; JIP4 ; that arose from the whole genome duplication""",Verified ORF
10377,15,370822,0.0006060698630374,0.0672263778638816,0.992811975227312,YOR020C,HSP10,SGDID:S000005546,ORF,Verified ORF,"""Mitochondrial matrix co-chaperonin; inhibits the ATPase activity of Hsp60p ; a mitochondrial chaperonin; involved in protein folding and sorting in the mitochondria; 10 kD heat shock protein with similarity to E. coli groES""",Verified ORF
10378,15,370846,0.0757049921724002,0.139217801325256,0.586930522766024,YOR020W-A_NFR/NDR,,,Promoter,Promoter,,Promoter
10379,15,370846,-0.0793491119592715,0.11370022473335,0.485711674323768,YOR020W-A_NFR/NDR,,,Promoter,Promoter,,Promoter
10380,15,372209,0.0060545788034913,0.0669326456227596,0.927974744674612,YOR020W-A,MCO10,SGDID:S000028526,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial protein of unknown function; conserved in A. gossypii; authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
10381,15,372217,0.0084222017441253,0.066922327006277,0.899921989587084,YOR020W-A,MCO10,SGDID:S000028526,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial protein of unknown function; conserved in A. gossypii; authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
10382,15,372714,-0.0223952268347365,0.0671963794598544,0.739120604173386,YOR020W-A,MCO10,SGDID:S000028526,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial protein of unknown function; conserved in A. gossypii; authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
10383,15,372783,-0.0234401644636981,0.0668600328083834,0.72610837886083,YOR020W-A,MCO10,SGDID:S000028526,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial protein of unknown function; conserved in A. gossypii; authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
10384,15,376289,-0.0262621717736148,0.0667039261899285,0.694030990187143,YOR023C,AHC1,SGDID:S000005549,ORF,Verified ORF,"""Subunit of the Ada histone acetyltransferase complex; required for structural integrity of the complex; Ahc2p and Ahc1p are unique to the ADA complex and not shared with the related SAGA and SLIK complexes; Ahc2p may tether Ahc1p to the complex""",Verified ORF
10385,15,379384,-0.0037645069533995,0.066916069930554,0.955168787508321,YOR025W,HST3,SGDID:S000005551,ORF,Verified ORF,"""Sirtuin ; histone H3 deacetylase; involved along with Hst4p in telomeric silencing ; cell cycle progression ; radiation resistance ; genomic stability and short-chain fatty acid metabolism; member of the Sir2 family of NAD(+)-dependent protein deacetylases""",Verified ORF
10386,15,381987,-0.0741377942226878,0.0666176512198997,0.266515030046284,YOR027W,STI1,SGDID:S000005553,ORF,Verified ORF,"""Evolutionarily-conserved Hsp90 cochaperone; regulates spatial organization of amyloid-like proteins in the cytosol ; thereby buffering the proteotoxicity caused by amyloid-like proteins; interacts with the Ssa group of the cytosolic Hsp70 chaperones and activates Ssa1p ATPase activity; interacts with Hsp90 chaperones and inhibits their ATPase activity; homolog of mammalian Hop""",Verified ORF
10387,15,382511,-0.0724459289297568,0.0663562195902439,0.275677477091276,YOR027W,STI1,SGDID:S000005553,ORF,Verified ORF,"""Evolutionarily-conserved Hsp90 cochaperone; regulates spatial organization of amyloid-like proteins in the cytosol ; thereby buffering the proteotoxicity caused by amyloid-like proteins; interacts with the Ssa group of the cytosolic Hsp70 chaperones and activates Ssa1p ATPase activity; interacts with Hsp90 chaperones and inhibits their ATPase activity; homolog of mammalian Hop""",Verified ORF
10388,15,383674,-0.0460903800441467,0.0676833019011328,0.496336152005152,YOR028C,CIN5,SGDID:S000005554,ORF,Verified ORF,"""Basic leucine zipper (bZIP) transcription factor of the yAP-1 family; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; mediates pleiotropic drug resistance and salt tolerance; nuclearly localized under oxidative stress and sequestered in the cytoplasm by Lot6p under reducing conditions; CIN5 has a paralog ; YAP6 ; that arose from the whole genome duplication""",Verified ORF
10389,15,385213,-0.0264031166728156,0.0953490683373061,0.782011239321253,YOR028C,CIN5,SGDID:S000005554,Close to 3'-UTR,Close to 3'-UTR,"""Basic leucine zipper (bZIP) transcription factor of the yAP-1 family; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; mediates pleiotropic drug resistance and salt tolerance; nuclearly localized under oxidative stress and sequestered in the cytoplasm by Lot6p under reducing conditions; CIN5 has a paralog ; YAP6 ; that arose from the whole genome duplication""",Verified ORF
10390,15,385480,-0.0593138511353613,0.0671262810891084,0.377504965061863,YOR029W,YOR029W,SGDID:S000005555,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YOR029W is not an essential gene""",Uncharacterized ORF
10391,15,385655,-0.0774072835363797,0.220595220316672,0.725871262172664,YOR029W,YOR029W,SGDID:S000005555,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YOR029W is not an essential gene""",Uncharacterized ORF
10392,15,385655,-0.196606499726268,0.139410375954252,0.159340021028085,YOR029W,YOR029W,SGDID:S000005555,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YOR029W is not an essential gene""",Uncharacterized ORF
10393,15,385904,-0.0226471927468685,0.073769186274345,0.759023850964516,YOR029W,YOR029W,SGDID:S000005555,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YOR029W is not an essential gene""",Uncharacterized ORF
10394,15,389662,-0.087472963903994,0.0697588428958948,0.210695859155955,YOR030W,DFG16,SGDID:S000005556,Close to 3'-UTR,Close to 3'-UTR,"""Probable multiple transmembrane protein; involved in diploid invasive and pseudohyphal growth upon nitrogen starvation; is glycosylated and phosphorylated; interacts with Rim21p and Rim9p in the plasma membrane to form a pH-sensing complex in the Rim101 pathway and is required to maintain Rim21p levels; required for accumulation of processed Rim101p""",Verified ORF
10395,15,389923,-0.0861107468356238,0.0668517866322133,0.198560264992857,YOR032C,HMS1,SGDID:S000005558,ORF,Verified ORF,"""bHLH protein with similarity to myc-family transcription factors; overexpression confers hyperfilamentous growth and suppresses the pseudohyphal filamentation defect of a diploid mep1 mep2 homozygous null mutant""",Verified ORF
10396,15,390617,-0.0945766025454353,0.0665273441416654,0.156019467928635,YOR032C,HMS1,SGDID:S000005558,ORF,Verified ORF,"""bHLH protein with similarity to myc-family transcription factors; overexpression confers hyperfilamentous growth and suppresses the pseudohyphal filamentation defect of a diploid mep1 mep2 homozygous null mutant""",Verified ORF
10397,15,390618,-0.0945766025454353,0.0665273441416654,0.156019467928635,YOR032C,HMS1,SGDID:S000005558,ORF,Verified ORF,"""bHLH protein with similarity to myc-family transcription factors; overexpression confers hyperfilamentous growth and suppresses the pseudohyphal filamentation defect of a diploid mep1 mep2 homozygous null mutant""",Verified ORF
10398,15,390621,-0.0903245198206244,0.066641153040834,0.176161032958452,YOR032C,HMS1,SGDID:S000005558,ORF,Verified ORF,"""bHLH protein with similarity to myc-family transcription factors; overexpression confers hyperfilamentous growth and suppresses the pseudohyphal filamentation defect of a diploid mep1 mep2 homozygous null mutant""",Verified ORF
10399,15,392113,-0.105557117862288,0.0671855350870217,0.117048642319424,YOR032W-A,YOR032W-A,SGDID:S000028710,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; SWAT-GFP and seamless-GFP fusion proteins localize to the endoplasmic reticulum; identified by gene-trapping ; microarray-based expression analysis ; and genome-wide homology searching""",Uncharacterized ORF
10400,15,392353,-0.0961455905562466,0.066522031699261,0.149255302251404,YOR032W-A,YOR032W-A,SGDID:S000028710,ORF,Uncharacterized ORF,"""Protein of unknown function; SWAT-GFP and seamless-GFP fusion proteins localize to the endoplasmic reticulum; identified by gene-trapping ; microarray-based expression analysis ; and genome-wide homology searching""",Uncharacterized ORF
10401,15,393541,-0.0727867521063192,0.0668902007738705,0.277270076093237,YOR033C,EXO1,SGDID:S000005559,ORF,Verified ORF,"""5'-3' exonuclease and flap-endonuclease; involved in recombination ; double-strand break repair ; MMS2 error-free branch of the post replication (PRR) pathway and DNA mismatch repair; role in telomere maintenance; member of the Rad2p nuclease family ; with conserved N and I nuclease domains; relative distribution to the nucleus increases upon DNA replication stress; EXO1 has a paralog ; DIN7 ; that arose from the whole genome duplication""",Verified ORF
10402,15,394456,-0.0993695634055976,0.0662260033791384,0.134388782633953,YOR033C,EXO1,SGDID:S000005559,ORF,Verified ORF,"""5'-3' exonuclease and flap-endonuclease; involved in recombination ; double-strand break repair ; MMS2 error-free branch of the post replication (PRR) pathway and DNA mismatch repair; role in telomere maintenance; member of the Rad2p nuclease family ; with conserved N and I nuclease domains; relative distribution to the nucleus increases upon DNA replication stress; EXO1 has a paralog ; DIN7 ; that arose from the whole genome duplication""",Verified ORF
10403,15,397092,-0.0843818267672535,0.06666321646379,0.206422001922854,YOR034C,AKR2,SGDID:S000005560,Close to 3'-UTR,Close to 3'-UTR,"""Ankyrin repeat-containing protein; member of a family of putative palmitoyltransferases containing an Asp-His-His-Cys-cysteine rich (DHHC-CRD) domain; possibly involved in constitutive endocytosis of Ste3p; AKR2 has a paralog ; AKR1 ; that arose from the whole genome duplication""",Verified ORF
10404,15,407924,0.0263704458428089,0.0960568043167256,0.783838172741387,YOR040W,GLO4,SGDID:S000005566,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial glyoxalase II; catalyzes the hydrolysis of S-D-lactoylglutathione into glutathione and D-lactate; GLO4 has a paralog ; GLO2 ; that arose from the whole genome duplication""",Verified ORF
10405,15,408490,-0.0725853271092844,0.0666277869022925,0.276713955011763,YOR041C,YOR041C,SGDID:S000005567,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 85% of ORF overlaps the uncharacterized gene CUE5; deletion in cyr1 mutant results in loss of stress resistance""",Dubious ORF
10406,15,409351,-0.0962848100649138,0.0668720803871232,0.15080011068631,YOR042W,CUE5,SGDID:S000005568,ORF,Verified ORF,"""Ubiquitin-binding protein; functions as ubiquitin-Atg8p adaptor in ubiquitin-dependent autophagy; serves as proteaphagy receptor for inactivated 26S proteasomes; contains CUE domain that binds ubiquitin ; which may facilitate intramolecular monoubiquitination; CUE5 has a paralog ; DON1 ; that arose from the whole genome duplication; human TOLLIP is a functional CUE-domain homolog ; can complement yeast null mutant ; rescuing hypersensitivity of cue5 null mutant cells to Htt-96Q""",Verified ORF
10407,15,411919,-0.103637036217736,0.066338630140238,0.119126864172703,YOR043W,WHI2,SGDID:S000005569,ORF,Verified ORF,"""Negative regulator of TORC1 in response to limiting leucine; suppresses TORC1 activity with binding partners Psr1p/Psr2p ; acting in parallel with SEACIT; regulates cell cycle arrest in stationary phase; inhibits Ras-cAMP-PKA regulation of apoptosis during nutrient depletion; required with Psr1p for activation of the general stress response; role in rapamycin-induced mitophagy; localizes to the cell periphery; human tumor suppressor and Whi2-like protein KCTD11 functionally complements the null""",Verified ORF
10408,15,412551,-0.0461166498639922,0.0668660080547706,0.490843861643348,YOR044W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10409,15,412675,-0.0531615943005734,0.0903227429636305,0.556523660847142,YOR044W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10410,15,413284,-0.0989231822495244,0.0663726949077749,0.137006852331263,YOR044W,IRC23,SGDID:S000005570,ORF,Verified ORF,"""Protein of unknown function; green fluorescent protein (GFP)-fusion localizes to the ER; null mutant displays increased levels of spontaneous Rad52p foci; IRC23 has a paralog ; BSC2 ; that arose from the whole genome duplication""",Verified ORF
10411,15,414582,-0.100014395751535,0.06665946076427,0.134410343848491,YOR046C,DBP5,SGDID:S000005572,ORF,Verified ORF,"""Cytoplasmic ATP-dependent RNA helicase of the DEAD-box family; involved in mRNA export from the nucleus ; remodeling messenger ribonucleoprotein particles (mRNPs) ; with ATPase activity stimulated by Gle1p ; IP6 and Nup159p; involved in translation termination along with Sup45p (eRF1); role in the cellular response to heat stress""",Verified ORF
10412,15,418066,-0.0916407196186853,0.0890857180772268,0.304334276786368,YOR047C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10413,15,421830,-0.0821102270717037,0.0667010278520951,0.219135350160613,YOR048C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10414,15,422359,-0.09493357486778,0.0673180029749065,0.159353585010106,SUT366_NFR/NDR,,,Promoter,Promoter,,Promoter
10415,15,422808,-0.0903586830452702,0.0668407285798362,0.17728863550956,SUT366,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
10416,15,424272,-0.107565933484762,0.066680097030218,0.107602451373921,SUT366,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
10417,15,425338,-0.047380106705513,0.0666962685022377,0.477933743627382,YOR051C,ETT1,SGDID:S000005577,ORF,Verified ORF,"""Nuclear protein that inhibits replication of Brome mosaic virus; S. cerevisiae is a model system for studying replication of positive-strand RNA viruses in their natural hosts; deletion increases stop codon readthrough""",Verified ORF
10418,15,426603,0.0049702151981255,0.0725947217113192,0.94545405236772,YOR051C,ETT1,SGDID:S000005577,Close to 3'-UTR,Close to 3'-UTR,"""Nuclear protein that inhibits replication of Brome mosaic virus; S. cerevisiae is a model system for studying replication of positive-strand RNA viruses in their natural hosts; deletion increases stop codon readthrough""",Verified ORF
10419,15,426624,-0.0949984088882461,0.0798621455814212,0.235030691457946,YOR051C,ETT1,SGDID:S000005577,Close to 3'-UTR,Close to 3'-UTR,"""Nuclear protein that inhibits replication of Brome mosaic virus; S. cerevisiae is a model system for studying replication of positive-strand RNA viruses in their natural hosts; deletion increases stop codon readthrough""",Verified ORF
10420,15,427668,-0.0616424992238598,0.0666537150380653,0.355692793477915,YOR052C,TMC1,SGDID:S000005578,Close to 3'-UTR,Close to 3'-UTR,"""AN1-type zinc finger protein ; effector of proteotoxic stress response; stress-inducible transcriptional target of Rpn4p; induced by nitrogen limitation ; weak acid ; misfolded proteins; short-lived protein ; degraded by proteasome; may protect cells from trivalent metalloid induced proteotoxicity; contains PACE promoter element; ortholog of human AIRAP ; which stimulates proteasome activity in response to arsenic; protein abundance increases under DNA replication stress""",Verified ORF
10421,15,427881,-0.778101884485699,0.889151663444229,0.382111304787912,YOR053W,YOR053W,SGDID:S000005579,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene VHS3/YOR054C""",Dubious ORF
10422,15,427884,-0.109872385468034,0.108900263161641,0.313700846858795,YOR053W,YOR053W,SGDID:S000005579,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene VHS3/YOR054C""",Dubious ORF
10423,15,427887,-0.12152910817681,0.109022579882794,0.265730905809465,YOR053W,YOR053W,SGDID:S000005579,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene VHS3/YOR054C""",Dubious ORF
10424,15,427890,-0.123389763870694,0.114255669622509,0.280904267335137,YOR053W,YOR053W,SGDID:S000005579,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene VHS3/YOR054C""",Dubious ORF
10425,15,430047,-0.0599039733090413,0.0670907975087667,0.372530179719493,YOR054C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
