SNP,Chr,Pos,Effect,SE,PLM2_HNM1_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
8939,13,612723,-0.0743421733446922,0.0588109121070651,0.207032470456419,YMR176W,ECM5,SGDID:S000004788,ORF,Verified ORF,"""Subunit of the Snt2C complex; physically associates with Snt2p and Rpd3p; along with Snt2p ; recruits Rpd3p to a small number of promoters; also colocalizes with Snt2p ; independently of Rpd3p ; to promoters of stress response genes in response to oxidative stress; contains ATP/GTP-binding site motif A; null mutant exhibits increased cellular volume ; large drooping buds with elongated necks; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
8940,13,613251,-0.0663161589072531,0.0586610640637574,0.259034360885307,YMR176W,ECM5,SGDID:S000004788,ORF,Verified ORF,"""Subunit of the Snt2C complex; physically associates with Snt2p and Rpd3p; along with Snt2p ; recruits Rpd3p to a small number of promoters; also colocalizes with Snt2p ; independently of Rpd3p ; to promoters of stress response genes in response to oxidative stress; contains ATP/GTP-binding site motif A; null mutant exhibits increased cellular volume ; large drooping buds with elongated necks; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
8941,13,614505,-0.0588157561486415,0.05918155312569,0.320991698727625,YMR176W,ECM5,SGDID:S000004788,ORF,Verified ORF,"""Subunit of the Snt2C complex; physically associates with Snt2p and Rpd3p; along with Snt2p ; recruits Rpd3p to a small number of promoters; also colocalizes with Snt2p ; independently of Rpd3p ; to promoters of stress response genes in response to oxidative stress; contains ATP/GTP-binding site motif A; null mutant exhibits increased cellular volume ; large drooping buds with elongated necks; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
8942,13,614530,-0.0573612276251104,0.0588892835715248,0.330697689661893,YMR176W,ECM5,SGDID:S000004788,ORF,Verified ORF,"""Subunit of the Snt2C complex; physically associates with Snt2p and Rpd3p; along with Snt2p ; recruits Rpd3p to a small number of promoters; also colocalizes with Snt2p ; independently of Rpd3p ; to promoters of stress response genes in response to oxidative stress; contains ATP/GTP-binding site motif A; null mutant exhibits increased cellular volume ; large drooping buds with elongated necks; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
8943,13,616433,-0.0552718647528667,0.0589601910146992,0.349171252711909,YMR177W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8944,13,618430,-0.0604174659711748,0.0589885679383832,0.306431175067433,YMR178W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8945,13,620255,-0.0093079811945181,0.0587031043832268,0.874105988432542,YMR179W,SPT21,SGDID:S000004791,ORF,Verified ORF,"""Protein with a role in transcriptional silencing; required for normal transcription at several loci including HTA2-HTB2 and HHF2-HHT2 ; but not required at the other histone loci; binds with Spt10p to histone gene promoters during S phase; localizes to nuclear foci that become diffuse upon DNA replication stress""",Verified ORF
8946,13,620593,-0.0214729246939005,0.0589342027996428,0.715811682028914,YMR179W,SPT21,SGDID:S000004791,ORF,Verified ORF,"""Protein with a role in transcriptional silencing; required for normal transcription at several loci including HTA2-HTB2 and HHF2-HHT2 ; but not required at the other histone loci; binds with Spt10p to histone gene promoters during S phase; localizes to nuclear foci that become diffuse upon DNA replication stress""",Verified ORF
8947,13,621124,-0.0265892746860558,0.0591071483699094,0.653095639716496,YMR179W,SPT21,SGDID:S000004791,ORF,Verified ORF,"""Protein with a role in transcriptional silencing; required for normal transcription at several loci including HTA2-HTB2 and HHF2-HHT2 ; but not required at the other histone loci; binds with Spt10p to histone gene promoters during S phase; localizes to nuclear foci that become diffuse upon DNA replication stress""",Verified ORF
8948,13,621167,-0.020308334833296,0.0588620389906342,0.730287955632218,YMR179W,SPT21,SGDID:S000004791,ORF,Verified ORF,"""Protein with a role in transcriptional silencing; required for normal transcription at several loci including HTA2-HTB2 and HHF2-HHT2 ; but not required at the other histone loci; binds with Spt10p to histone gene promoters during S phase; localizes to nuclear foci that become diffuse upon DNA replication stress""",Verified ORF
8949,13,625679,-0.12546740742681,0.0634856673812785,0.0488977125676998,YMR182C,RGM1,SGDID:S000004794,Close to 3'-UTR,Close to 3'-UTR,"""Putative zinc finger DNA binding transcription factor; contains two N-terminal C2H2 zinc fingers and C-terminal proline rich domain; overproduction impairs cell growth and induces expression of genes involved in monosaccharide catabolism and aldehyde metabolism; regulates expression of of Y' telomeric elements and subtelomeric COS genes; relocalizes to the cytosol in response to hypoxia; RGM1 has a paralog ; USV1 ; that arose from the whole genome duplication""",Verified ORF
8950,13,625708,-0.171742365411164,0.132324717963104,0.195174014089878,YMR182C,RGM1,SGDID:S000004794,Close to 3'-UTR,Close to 3'-UTR,"""Putative zinc finger DNA binding transcription factor; contains two N-terminal C2H2 zinc fingers and C-terminal proline rich domain; overproduction impairs cell growth and induces expression of genes involved in monosaccharide catabolism and aldehyde metabolism; regulates expression of of Y' telomeric elements and subtelomeric COS genes; relocalizes to the cytosol in response to hypoxia; RGM1 has a paralog ; USV1 ; that arose from the whole genome duplication""",Verified ORF
8951,13,625708,0.0787397739928895,0.183175517954972,0.667559979303963,YMR182C,RGM1,SGDID:S000004794,Close to 3'-UTR,Close to 3'-UTR,"""Putative zinc finger DNA binding transcription factor; contains two N-terminal C2H2 zinc fingers and C-terminal proline rich domain; overproduction impairs cell growth and induces expression of genes involved in monosaccharide catabolism and aldehyde metabolism; regulates expression of of Y' telomeric elements and subtelomeric COS genes; relocalizes to the cytosol in response to hypoxia; RGM1 has a paralog ; USV1 ; that arose from the whole genome duplication""",Verified ORF
8952,13,626195,-0.0639767610953965,0.0585129249738682,0.274973313778142,snR83_NFR/NDR,,,Promoter,Promoter,,Promoter
8953,13,628556,-0.048273333252288,0.0591296865653032,0.414823358111246,YMR184W,ADD37,SGDID:S000004796,ORF,Verified ORF,"""Protein of unknown function; involved in ER-associated protein degradation; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and is induced in response to the DNA-damaging agent MMS; YMR184W is not an essential gene; protein abundance increases in response to DNA replication stress""",Verified ORF
8954,13,628777,-0.0626967617745966,0.0666323767693745,0.34738141216352,YMR184W,ADD37,SGDID:S000004796,ORF,Verified ORF,"""Protein of unknown function; involved in ER-associated protein degradation; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and is induced in response to the DNA-damaging agent MMS; YMR184W is not an essential gene; protein abundance increases in response to DNA replication stress""",Verified ORF
8955,13,632242,-0.0565765340210531,0.0592799557626067,0.340536481034027,YMR186W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8956,13,636196,-0.059080903513525,0.0609316843788096,0.332897175359921,YMR187C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8957,13,637712,-0.0404529493550534,0.0586689562560293,0.490954122377622,YMR189W,GCV2,SGDID:S000004801,ORF,Verified ORF,"""P subunit of the mitochondrial glycine decarboxylase complex; glycine decarboxylase is required for the catabolism of glycine to 5,10-methylene-THF; expression is regulated by levels of 5,10-methylene-THF in the cytoplasm""",Verified ORF
8958,13,639293,-0.0479495962913767,0.0587224622053911,0.414738573581353,YMR189W,GCV2,SGDID:S000004801,ORF,Verified ORF,"""P subunit of the mitochondrial glycine decarboxylase complex; glycine decarboxylase is required for the catabolism of glycine to 5,10-methylene-THF; expression is regulated by levels of 5,10-methylene-THF in the cytoplasm""",Verified ORF
8959,13,640192,-0.0514297679115627,0.0586176071069291,0.380878373789421,YMR189W,GCV2,SGDID:S000004801,ORF,Verified ORF,"""P subunit of the mitochondrial glycine decarboxylase complex; glycine decarboxylase is required for the catabolism of glycine to 5,10-methylene-THF; expression is regulated by levels of 5,10-methylene-THF in the cytoplasm""",Verified ORF
8960,13,641335,-0.0602627597586367,0.0591975687567248,0.309378078134075,YMR190C,SGS1,SGDID:S000004802,ORF,Verified ORF,"""RecQ family nucleolar DNA helicase; role in genome integrity maintenance ; chromosome synapsis ; meiotic joint molecule/crossover formation; stimulates activity of Top3p; rapidly lost in response to rapamycin in Rrd1p-dependent manner; forms nuclear foci upon DNA replication stress; yeast SGS1 complements mutations in human homolog BLM implicated in Bloom syndrome; also similar to human WRN implicated in Werner syndrome; human BLM and WRN can each complement yeast null mutant""",Verified ORF
8961,13,646103,-0.066665973136002,0.0588695501434631,0.258219975364598,YMR191W,SPG5,SGDID:S000004803,ORF,Verified ORF,"""Protein required for proteasome assembly during quiescence; binds to base of the proteasome regulartory particle; required for survival at high temperature during stationary phase; not required for growth on nonfermentable carbon sources""",Verified ORF
8962,13,648377,-0.0805996401026886,0.0595999413886265,0.177130892348591,YMR192W,GYL1,SGDID:S000004804,ORF,Verified ORF,"""Putative GTPase activating protein (GAP) with a role in exocytosis; stimulates Gyp5p GAP activity on Ypt1p ; colocalizes with Gyp5p at sites of polarized growth; interacts with Gyp5p ; Rvs161p ; and Rvs167p; involved in recruiting Rvs167p to the bud tip during polarized growth; increases in abundance and relocalizes from bud neck to cytoplasm upon DNA replication stress; GYL1 has a paralog ; GYP5 ; that arose from the whole genome duplication""",Verified ORF
8963,13,649487,-0.0673271964540147,0.0602973520033002,0.2649307036835,ARS1325,ARS1325,SGDID:S000118376,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
8964,13,649495,-0.0653529773130678,0.0604855177040756,0.280669170559207,ARS1325,ARS1325,SGDID:S000118376,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
8965,13,649552,-0.0718691182413684,0.0595124787324783,0.22799769320123,ARS1325,ARS1325,SGDID:S000118376,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
8966,13,649621,-0.0652717720899392,0.0597224583903318,0.275174926735539,YMR192W,GYL1,SGDID:S000004804,Close to 3'-UTR,Close to 3'-UTR,"""Putative GTPase activating protein (GAP) with a role in exocytosis; stimulates Gyp5p GAP activity on Ypt1p ; colocalizes with Gyp5p at sites of polarized growth; interacts with Gyp5p ; Rvs161p ; and Rvs167p; involved in recruiting Rvs167p to the bud tip during polarized growth; increases in abundance and relocalizes from bud neck to cytoplasm upon DNA replication stress; GYL1 has a paralog ; GYP5 ; that arose from the whole genome duplication""",Verified ORF
8967,13,649796,-0.0713197469597346,0.0615597911801163,0.247425142794133,YMR193W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8968,13,649808,-0.0842508279697758,0.0611165599926924,0.168913633594637,YMR193W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8969,13,649905,-0.0642796624950604,0.0601445122032155,0.285911015230959,YMR193W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8970,13,650533,-0.0619062803196823,0.0599546969141121,0.302520976041286,YMR193W,MRPL24,SGDID:S000004806,ORF,Verified ORF,"""Mitochondrial ribosomal protein of the large subunit; two mitochondrial ribosomal proteins ; YmL14 and YmL24 ; have been assigned to the same gene""",Verified ORF
8971,13,652533,-0.0134747210919262,0.119962960025818,0.910630347709713,YMR194W,RPL36A,SGDID:S000004807,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L36A; N-terminally acetylated; binds to 5.8 S rRNA; homologous to mammalian ribosomal protein L36 ; no bacterial homolog; RPL36A has a paralog ; RPL36B ; that arose from the whole genome duplication""",Verified ORF
8972,13,652533,-0.211728305832211,0.17912645641933,0.237999465991525,YMR194W,RPL36A,SGDID:S000004807,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L36A; N-terminally acetylated; binds to 5.8 S rRNA; homologous to mammalian ribosomal protein L36 ; no bacterial homolog; RPL36A has a paralog ; RPL36B ; that arose from the whole genome duplication""",Verified ORF
8973,13,653186,-0.0682880676803186,0.0589580659665076,0.247545815102794,YMR194C-B,CMC4,SGDID:S000028514,Close to 3'-UTR,Close to 3'-UTR,"""Protein that localizes to the mitochondrial intermembrane space; localizes via the Mia40p-Erv1p system; contains twin cysteine-x(9)-cysteine motifs""",Verified ORF
8974,13,654641,-0.0944986308262952,0.0586953655039725,0.108295069211589,YMR195W,ICY1,SGDID:S000004808,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; required for viability in rich media of cells lacking mitochondrial DNA; mutants have an invasive growth defect with elongated morphology; induced by amino acid starvation; ICY1 has a paralog ; ATG41 ; that arose from the whole genome duplication""",Verified ORF
8975,13,658438,-0.128609734804971,0.0599733559207988,0.0326793365877554,YMR196W,YMR196W,SGDID:S000004809,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YMR196W is not an essential gene""",Uncharacterized ORF
8976,13,658665,-0.105818034443586,0.0588685906477332,0.0731060874914029,YMR197C,VTI1,SGDID:S000004810,ORF,Verified ORF,"""Protein involved in cis-Golgi membrane traffic; v-SNARE that interacts with two t-SNARES ; Sed5p and Pep12p; required for multiple vacuolar sorting pathways; human homolog VTI1A can complement yeast null mutant""",Verified ORF
8977,13,659142,-0.0871332754697522,0.0586636180004156,0.138355919888068,YMR197C,VTI1,SGDID:S000004810,ORF,Verified ORF,"""Protein involved in cis-Golgi membrane traffic; v-SNARE that interacts with two t-SNARES ; Sed5p and Pep12p; required for multiple vacuolar sorting pathways; human homolog VTI1A can complement yeast null mutant""",Verified ORF
8978,13,659245,-0.07845555228169,0.0586588864300001,0.181924532243913,YMR198W_NFR/NDR,,,Promoter,Promoter,,Promoter
8979,13,659356,-0.080298085570739,0.0589014045250378,0.173668598906879,YMR198W_NFR/NDR,,,Promoter,Promoter,,Promoter
8980,13,660071,-0.110155788813069,0.0589144964213797,0.0623451765556432,YMR198W,CIK1,SGDID:S000004811,ORF,Verified ORF,"""Kinesin-associated protein; required for both karyogamy and mitotic spindle organization ; interacts stably and specifically with Kar3p and may function to target this kinesin to a specific cellular role; locus encodes a long and short transcript with differing functions; CIK1 has a paralog ; VIK1 ; that arose from the whole genome duplication""",Verified ORF
8981,13,660769,-0.0986284269921687,0.0587342478148009,0.093991687855282,YMR198W,CIK1,SGDID:S000004811,ORF,Verified ORF,"""Kinesin-associated protein; required for both karyogamy and mitotic spindle organization ; interacts stably and specifically with Kar3p and may function to target this kinesin to a specific cellular role; locus encodes a long and short transcript with differing functions; CIK1 has a paralog ; VIK1 ; that arose from the whole genome duplication""",Verified ORF
8982,13,661828,-0.139053852625349,0.0582593102518067,0.0175213084127412,YMR199W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8983,13,661923,-0.126630596650342,0.0582679085398562,0.0304260878920298,YMR199W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8984,13,665524,-0.113096428003605,0.0587553383567934,0.0550488733445049,YMR200W,ROT1,SGDID:S000004813,Close to 3'-UTR,Close to 3'-UTR,"""Molecular chaperone involved in protein folding in ER; mutation causes defects in cell wall synthesis and lysis of autophagic bodies ; suppresses tor2 mutations ; and is synthetically lethal with kar2-1 and with rot2 mutations; involved in N-linked glycosylation and O-mannosylation; transmembrane helix Ser250 is essential for Rot1p to interact with other membrane components and exert its functional role ; avoiding exposure of Ser H-bonding group at lipid-exposed surface""",Verified ORF
8985,13,665729,-0.135847604548166,0.0615006029119069,0.0278246615463033,YMR200W,ROT1,SGDID:S000004813,Close to 3'-UTR,Close to 3'-UTR,"""Molecular chaperone involved in protein folding in ER; mutation causes defects in cell wall synthesis and lysis of autophagic bodies ; suppresses tor2 mutations ; and is synthetically lethal with kar2-1 and with rot2 mutations; involved in N-linked glycosylation and O-mannosylation; transmembrane helix Ser250 is essential for Rot1p to interact with other membrane components and exert its functional role ; avoiding exposure of Ser H-bonding group at lipid-exposed surface""",Verified ORF
8986,13,667202,-0.313424836178168,0.131140211942099,0.0173723808680243,YMR201C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8987,13,670426,-0.123846471429109,0.0595007979555947,0.0381152084104892,YMR204C,INP1,SGDID:S000004817,ORF,Verified ORF,"""Peripheral membrane protein of peroxisomes; involved in peroxisomal inheritance; recruitment to peroxisomes is mediated by interaction with Pex3p at the peroxisomal membrane; Inp1p and Pex3p tether peroxisomes to plasma membrane""",Verified ORF
8988,13,676107,-0.0498797938726158,0.058363600143813,0.393330810383478,YMR206W,YMR206W,SGDID:S000004819,ORF,Uncharacterized ORF,"""Putative protein of unknown function; not an essential gene; YMR206W has a paralog ; YNR014W ; that arose from the whole genome duplication""",Uncharacterized ORF
8989,13,678117,-0.0774745773182204,0.0585350284835213,0.186506012075096,YMR207C,HFA1,SGDID:S000004820,ORF,Verified ORF,"""Mitochondrial acetyl-coenzyme A carboxylase; catalyzes production of malonyl-CoA in mitochondrial fatty acid biosynthesis; relocalizes from mitochondrion to cytoplasm upon DNA replication stress; genetic and comparative analysis suggests that translation begins at a non-canonical (Ile) start codon at -372 relative to the annotated start codon""",Verified ORF
8990,13,678210,-0.0858147012001526,0.058344732713595,0.142230145137448,YMR207C,HFA1,SGDID:S000004820,ORF,Verified ORF,"""Mitochondrial acetyl-coenzyme A carboxylase; catalyzes production of malonyl-CoA in mitochondrial fatty acid biosynthesis; relocalizes from mitochondrion to cytoplasm upon DNA replication stress; genetic and comparative analysis suggests that translation begins at a non-canonical (Ile) start codon at -372 relative to the annotated start codon""",Verified ORF
8991,13,678717,-0.0787666466633667,0.0585236239378492,0.179200154991905,YMR207C,HFA1,SGDID:S000004820,ORF,Verified ORF,"""Mitochondrial acetyl-coenzyme A carboxylase; catalyzes production of malonyl-CoA in mitochondrial fatty acid biosynthesis; relocalizes from mitochondrion to cytoplasm upon DNA replication stress; genetic and comparative analysis suggests that translation begins at a non-canonical (Ile) start codon at -372 relative to the annotated start codon""",Verified ORF
8992,13,680954,-0.0790489273179097,0.0593716514811104,0.183908216917381,YMR207C,HFA1,SGDID:S000004820,ORF,Verified ORF,"""Mitochondrial acetyl-coenzyme A carboxylase; catalyzes production of malonyl-CoA in mitochondrial fatty acid biosynthesis; relocalizes from mitochondrion to cytoplasm upon DNA replication stress; genetic and comparative analysis suggests that translation begins at a non-canonical (Ile) start codon at -372 relative to the annotated start codon""",Verified ORF
8993,13,682180,-0.0865824387340101,0.0588230514045617,0.141935208103941,YMR207C,HFA1,SGDID:S000004820,ORF,Verified ORF,"""Mitochondrial acetyl-coenzyme A carboxylase; catalyzes production of malonyl-CoA in mitochondrial fatty acid biosynthesis; relocalizes from mitochondrion to cytoplasm upon DNA replication stress; genetic and comparative analysis suggests that translation begins at a non-canonical (Ile) start codon at -372 relative to the annotated start codon""",Verified ORF
8994,13,683807,-0.0806230176704095,0.0583657064377791,0.168047468506673,YMR207C,HFA1,SGDID:S000004820,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial acetyl-coenzyme A carboxylase; catalyzes production of malonyl-CoA in mitochondrial fatty acid biosynthesis; relocalizes from mitochondrion to cytoplasm upon DNA replication stress; genetic and comparative analysis suggests that translation begins at a non-canonical (Ile) start codon at -372 relative to the annotated start codon""",Verified ORF
8995,13,685087,-0.0950094374059819,0.058237857625991,0.103697015324223,YMR208W,ERG12,SGDID:S000004821,ORF,Verified ORF,"""Mevalonate kinase; acts in the biosynthesis of isoprenoids and sterols ; including ergosterol ; from mevalonate; human MVK functionally complements the lethality of the erg12 null mutation""",Verified ORF
8996,13,685205,-0.0836561420641236,0.0584318774910904,0.15311828993566,YMR208W,ERG12,SGDID:S000004821,ORF,Verified ORF,"""Mevalonate kinase; acts in the biosynthesis of isoprenoids and sterols ; including ergosterol ; from mevalonate; human MVK functionally complements the lethality of the erg12 null mutation""",Verified ORF
8997,13,687302,-0.13266912721018,0.0593018780967379,0.0258980895366512,YMR210W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8998,13,687782,-0.0980899275329706,0.0586951961344464,0.0955734111266599,YMR210W,MGL2,SGDID:S000004823,ORF,Verified ORF,"""Monoacylglycerol and triacylglycerol lipase; MAG lipase with preference for palmitoyl-MAG; TAG lipase involved in TAG catabolism; minor role in medium-chain fatty acid ethyl ester biosynthesis; contains an alpha/beta hydrolase domain and a typical lipase motif (GXSXG); similar to acyltransferases ; Eeb1p ; Eht1p ; and human ABHD1""",Verified ORF
8999,13,688905,-0.110850757427029,0.0639408055047093,0.0838539534229418,YMR211W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9000,13,688957,-0.081247984399624,0.0608970572124885,0.18300304840101,YMR211W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9001,13,689409,-0.0879080749529683,0.0583877518382061,0.133066453964791,YMR211W,DML1,SGDID:S000004824,ORF,Verified ORF,"""Essential protein involved in mtDNA inheritance; may also function in the partitioning of the mitochondrial organelle or in the segregation of chromosomes ; exhibits regions similar to members of a GTPase family""",Verified ORF
9002,13,692065,-0.0831975597328037,0.0585015955379578,0.155868086794414,YMR212C,EFR3,SGDID:S000004825,ORF,Verified ORF,"""Protein required for Stt4-containing PI kinase complex localization; required for Stt4-containing phosphoinositide (PI) kinase patch assembly at plasma membrane; recruited to plasma membrane via conserved basic patch near N-terminus; exhibits synthetic lethal genetic interactions with PHO85; mutations in human homolog EFR3A implicated in autism spectrum disorders""",Verified ORF
9003,13,694397,-0.0642520479127161,0.0583458354885013,0.271547904713906,YMR213W,CEF1,SGDID:S000004826,ORF,Verified ORF,"""Essential splicing factor; associated with Prp19p and the spliceosome ; contains an N-terminal c-Myb DNA binding motif necessary for cell viability but not for Prp19p association ; evolutionarily conserved and homologous to S. pombe Cdc5p""",Verified ORF
9004,13,696701,-0.0242728327260987,0.0594001220996508,0.683057003733353,YMR215W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9005,13,696745,-0.0265316010050048,0.0589203603861159,0.652773463834226,YMR215W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9006,13,696957,-0.0503660442835845,0.0586202235798177,0.390817508349624,YMR215W,GAS3,SGDID:S000004828,ORF,Verified ORF,"""Putative 1,3-beta-glucanosyltransferase; has similarity go other GAS family members; low abundance ; possibly inactive member of the GAS family of GPI-containing proteins; localizes to the cell wall; mRNA induced during sporulation""",Verified ORF
9007,13,697086,-0.0508198743103416,0.0585773010082724,0.386219476992387,YMR215W,GAS3,SGDID:S000004828,ORF,Verified ORF,"""Putative 1,3-beta-glucanosyltransferase; has similarity go other GAS family members; low abundance ; possibly inactive member of the GAS family of GPI-containing proteins; localizes to the cell wall; mRNA induced during sporulation""",Verified ORF
9008,13,697107,-0.040521010335877,0.058697708296727,0.490437943918036,YMR215W,GAS3,SGDID:S000004828,ORF,Verified ORF,"""Putative 1,3-beta-glucanosyltransferase; has similarity go other GAS family members; low abundance ; possibly inactive member of the GAS family of GPI-containing proteins; localizes to the cell wall; mRNA induced during sporulation""",Verified ORF
9009,13,697269,-0.0429047155436942,0.0588911394308352,0.466764410146875,YMR215W,GAS3,SGDID:S000004828,ORF,Verified ORF,"""Putative 1,3-beta-glucanosyltransferase; has similarity go other GAS family members; low abundance ; possibly inactive member of the GAS family of GPI-containing proteins; localizes to the cell wall; mRNA induced during sporulation""",Verified ORF
9010,13,698336,-0.0644783178406427,0.0588372798793861,0.273880463237226,YMR215W,GAS3,SGDID:S000004828,ORF,Verified ORF,"""Putative 1,3-beta-glucanosyltransferase; has similarity go other GAS family members; low abundance ; possibly inactive member of the GAS family of GPI-containing proteins; localizes to the cell wall; mRNA induced during sporulation""",Verified ORF
9011,13,698372,-0.065646634718175,0.0592520167341191,0.268649669838007,YMR215W,GAS3,SGDID:S000004828,Close to 3'-UTR,Close to 3'-UTR,"""Putative 1,3-beta-glucanosyltransferase; has similarity go other GAS family members; low abundance ; possibly inactive member of the GAS family of GPI-containing proteins; localizes to the cell wall; mRNA induced during sporulation""",Verified ORF
9012,13,698457,-0.075927550992901,0.0616928322913138,0.219241284178419,YMR215W,GAS3,SGDID:S000004828,Close to 3'-UTR,Close to 3'-UTR,"""Putative 1,3-beta-glucanosyltransferase; has similarity go other GAS family members; low abundance ; possibly inactive member of the GAS family of GPI-containing proteins; localizes to the cell wall; mRNA induced during sporulation""",Verified ORF
9013,13,698530,-0.0610212013672174,0.0605060176955505,0.313898277447055,YMR215W,GAS3,SGDID:S000004828,Close to 3'-UTR,Close to 3'-UTR,"""Putative 1,3-beta-glucanosyltransferase; has similarity go other GAS family members; low abundance ; possibly inactive member of the GAS family of GPI-containing proteins; localizes to the cell wall; mRNA induced during sporulation""",Verified ORF
9014,13,698549,-0.0634863574337755,0.0608616827093507,0.297604128956933,YMR215W,GAS3,SGDID:S000004828,Close to 3'-UTR,Close to 3'-UTR,"""Putative 1,3-beta-glucanosyltransferase; has similarity go other GAS family members; low abundance ; possibly inactive member of the GAS family of GPI-containing proteins; localizes to the cell wall; mRNA induced during sporulation""",Verified ORF
9015,13,698569,-0.0625148455818544,0.0605016980004376,0.302182951830087,YMR215W,GAS3,SGDID:S000004828,Close to 3'-UTR,Close to 3'-UTR,"""Putative 1,3-beta-glucanosyltransferase; has similarity go other GAS family members; low abundance ; possibly inactive member of the GAS family of GPI-containing proteins; localizes to the cell wall; mRNA induced during sporulation""",Verified ORF
9016,13,698595,-0.0642494785560969,0.0598031576942904,0.283399982844922,YMR215W,GAS3,SGDID:S000004828,Close to 3'-UTR,Close to 3'-UTR,"""Putative 1,3-beta-glucanosyltransferase; has similarity go other GAS family members; low abundance ; possibly inactive member of the GAS family of GPI-containing proteins; localizes to the cell wall; mRNA induced during sporulation""",Verified ORF
9017,13,698611,-0.0637558317404631,0.0607464706183692,0.294647806138315,YMR215W,GAS3,SGDID:S000004828,Close to 3'-UTR,Close to 3'-UTR,"""Putative 1,3-beta-glucanosyltransferase; has similarity go other GAS family members; low abundance ; possibly inactive member of the GAS family of GPI-containing proteins; localizes to the cell wall; mRNA induced during sporulation""",Verified ORF
9018,13,698642,-0.0631523399145356,0.0618974994604649,0.308297781938513,YMR215W,GAS3,SGDID:S000004828,Close to 3'-UTR,Close to 3'-UTR,"""Putative 1,3-beta-glucanosyltransferase; has similarity go other GAS family members; low abundance ; possibly inactive member of the GAS family of GPI-containing proteins; localizes to the cell wall; mRNA induced during sporulation""",Verified ORF
9019,13,698679,-0.0853876450283686,0.0677822012020009,0.208597024475118,YMR215W,GAS3,SGDID:S000004828,Close to 3'-UTR,Close to 3'-UTR,"""Putative 1,3-beta-glucanosyltransferase; has similarity go other GAS family members; low abundance ; possibly inactive member of the GAS family of GPI-containing proteins; localizes to the cell wall; mRNA induced during sporulation""",Verified ORF
9020,13,698828,-0.0485623843957059,0.0588537390993437,0.409851193876458,YMR216C,SKY1,SGDID:S000004829,ORF,Verified ORF,"""SR protein kinase (SRPK); involved in mRNA 3' splice site recognition with Prp8p and Cdc40p; phosphorylates one or more SR dipeptides on mRNA export factors Npl3p and Gbp2p to stimulate cytoplasmic release of mRNA and Mtr10p-mediated nuclear reimport; component of stress granules that regulates granule disassembly during recovery from stress; modulates cation uptake and homeostasis through membrane transporters; contains prion-like domains; similar to human SRPK1""",Verified ORF
9021,13,698850,-0.0677835386067646,0.0588404354852028,0.250105149856626,YMR216C,SKY1,SGDID:S000004829,ORF,Verified ORF,"""SR protein kinase (SRPK); involved in mRNA 3' splice site recognition with Prp8p and Cdc40p; phosphorylates one or more SR dipeptides on mRNA export factors Npl3p and Gbp2p to stimulate cytoplasmic release of mRNA and Mtr10p-mediated nuclear reimport; component of stress granules that regulates granule disassembly during recovery from stress; modulates cation uptake and homeostasis through membrane transporters; contains prion-like domains; similar to human SRPK1""",Verified ORF
9022,13,699044,-0.0968791234530549,0.0605134400278504,0.110282017625612,YMR216C,SKY1,SGDID:S000004829,ORF,Verified ORF,"""SR protein kinase (SRPK); involved in mRNA 3' splice site recognition with Prp8p and Cdc40p; phosphorylates one or more SR dipeptides on mRNA export factors Npl3p and Gbp2p to stimulate cytoplasmic release of mRNA and Mtr10p-mediated nuclear reimport; component of stress granules that regulates granule disassembly during recovery from stress; modulates cation uptake and homeostasis through membrane transporters; contains prion-like domains; similar to human SRPK1""",Verified ORF
