SNP,Chr,Pos,Effect,SE,ERV25_UIP4_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
10647,15,630972,0.047129592344322,0.0713558184197382,0.509372110291785,YOR157C,PUP1,SGDID:S000005683,CDS,CDS,"""Beta 2 subunit of the 20S proteasome; endopeptidase with trypsin-like activity that cleaves after basic residues; synthesized as a proprotein before being proteolytically processed for assembly into 20S particle; human homolog is subunit Z""",Verified ORF
10648,15,631958,0.0448575052575488,0.0741638121274682,0.545671530737101,YOR158W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10649,15,631968,0.053805622213861,0.0735296835781683,0.464804383762714,YOR158W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10650,15,632436,0.093448622481308,0.0736383774952124,0.205269796286038,YOR158W,PET123,SGDID:S000005684,CDS,CDS,"""Mitochondrial ribosomal protein of the small subunit; PET123 exhibits genetic interactions with PET122 ; which encodes a COX3 mRNA-specific translational activator""",Verified ORF
10653,15,635177,0.0965518784811399,0.0735252963788204,0.189975582124235,YOR160W,MTR10,SGDID:S000005686,CDS,CDS,"""Nuclear import receptor; mediates the nuclear localization of proteins involved in mRNA-nucleus export; promotes dissociation of mRNAs from the nucleus-cytoplasm mRNA shuttling protein Npl3p; required for retrograde import of mature tRNAs; relocalizes from cytoplasm to the nuclear periphery upon DNA replication stress""",Verified ORF
10654,15,635682,0.0781047783570497,0.0739644775790834,0.291700934403061,YOR160W,MTR10,SGDID:S000005686,CDS,CDS,"""Nuclear import receptor; mediates the nuclear localization of proteins involved in mRNA-nucleus export; promotes dissociation of mRNAs from the nucleus-cytoplasm mRNA shuttling protein Npl3p; required for retrograde import of mature tRNAs; relocalizes from cytoplasm to the nuclear periphery upon DNA replication stress""",Verified ORF
10655,15,636570,0.130328961590463,0.0739405498254122,0.0788302202313205,YOR160W,MTR10,SGDID:S000005686,CDS,CDS,"""Nuclear import receptor; mediates the nuclear localization of proteins involved in mRNA-nucleus export; promotes dissociation of mRNAs from the nucleus-cytoplasm mRNA shuttling protein Npl3p; required for retrograde import of mature tRNAs; relocalizes from cytoplasm to the nuclear periphery upon DNA replication stress""",Verified ORF
10656,15,637208,0.123959304929661,0.0745341516422069,0.0971757776971358,YOR161C,PNS1,SGDID:S000005687,CDS,CDS,"""Protein of unknown function; has similarity to Torpedo californica tCTL1p ; which is postulated to be a choline transporter ; neither null mutation nor overexpression affects choline transport""",Verified ORF
10657,15,637584,0.112204565551286,0.0752512965509485,0.136837499926445,YOR161C,PNS1,SGDID:S000005687,CDS,CDS,"""Protein of unknown function; has similarity to Torpedo californica tCTL1p ; which is postulated to be a choline transporter ; neither null mutation nor overexpression affects choline transport""",Verified ORF
10658,15,637878,0.146010605360295,0.0741353385492974,0.0496756511325078,YOR161C,PNS1,SGDID:S000005687,CDS,CDS,"""Protein of unknown function; has similarity to Torpedo californica tCTL1p ; which is postulated to be a choline transporter ; neither null mutation nor overexpression affects choline transport""",Verified ORF
10659,15,637893,0.101149901750408,0.0736095452459309,0.17026972049407,YOR161C,PNS1,SGDID:S000005687,CDS,CDS,"""Protein of unknown function; has similarity to Torpedo californica tCTL1p ; which is postulated to be a choline transporter ; neither null mutation nor overexpression affects choline transport""",Verified ORF
10660,15,637894,0.123210279071745,0.0740585990184102,0.097062579792414,YOR161C,PNS1,SGDID:S000005687,CDS,CDS,"""Protein of unknown function; has similarity to Torpedo californica tCTL1p ; which is postulated to be a choline transporter ; neither null mutation nor overexpression affects choline transport""",Verified ORF
10661,15,637926,0.125539700276218,0.073503078209006,0.0885244840003278,YOR161C,PNS1,SGDID:S000005687,CDS,CDS,"""Protein of unknown function; has similarity to Torpedo californica tCTL1p ; which is postulated to be a choline transporter ; neither null mutation nor overexpression affects choline transport""",Verified ORF
10662,15,639000,0.113281807853381,0.0738354383481287,0.125864618989462,YOR161C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10663,15,639239,0.155762673767692,0.0734639746116216,0.034681280506669,YOR161C-C,YOR161C-C,SGDID:S000028712,CDS,CDS,"""Protein of unknown function; identified by gene-trapping ; microarray-based expression analysis ; and genome-wide homology searching""",Uncharacterized ORF
10664,15,639279,0.119330952984676,0.0740811292098733,0.108113941575381,YOR161C,PNS1,SGDID:S000005687,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; has similarity to Torpedo californica tCTL1p ; which is postulated to be a choline transporter ; neither null mutation nor overexpression affects choline transport""",Verified ORF
10665,15,639290,0.153380018449439,0.0779170442774763,0.0497921628570137,YOR161C,PNS1,SGDID:S000005687,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; has similarity to Torpedo californica tCTL1p ; which is postulated to be a choline transporter ; neither null mutation nor overexpression affects choline transport""",Verified ORF
10666,15,639391,0.224077291449034,0.0806248696635066,0.0057399566761423,YOR161C-C_NFR/NDR,,,Promoter,Promoter,,Promoter
10667,15,639445,0.128071366120278,0.0802284111351626,0.111308973214403,YOR161C,PNS1,SGDID:S000005687,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; has similarity to Torpedo californica tCTL1p ; which is postulated to be a choline transporter ; neither null mutation nor overexpression affects choline transport""",Verified ORF
10668,15,639520,0.150865928490112,0.0793073597062793,0.0579463445191759,YOR161C,PNS1,SGDID:S000005687,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; has similarity to Torpedo californica tCTL1p ; which is postulated to be a choline transporter ; neither null mutation nor overexpression affects choline transport""",Verified ORF
10669,15,639862,0.17540985979381,0.0820822866390277,0.0332848737441465,YOR162C,YRR1,SGDID:S000005688,CDS,CDS,"""Zn2-Cys6 zinc-finger transcription factor; activates genes involved in multidrug resistance; paralog of Yrm1p ; acting on an overlapping set of target genes; YRR1 has a paralog ; PDR8 ; that arose from the whole genome duplication""",Verified ORF
10670,15,640033,0.146726278628303,0.0804086640792472,0.0688827514031239,YOR162C,YRR1,SGDID:S000005688,CDS,CDS,"""Zn2-Cys6 zinc-finger transcription factor; activates genes involved in multidrug resistance; paralog of Yrm1p ; acting on an overlapping set of target genes; YRR1 has a paralog ; PDR8 ; that arose from the whole genome duplication""",Verified ORF
10671,15,640056,0.160418625367558,0.0815386798903993,0.0499205800104165,YOR162C,YRR1,SGDID:S000005688,CDS,CDS,"""Zn2-Cys6 zinc-finger transcription factor; activates genes involved in multidrug resistance; paralog of Yrm1p ; acting on an overlapping set of target genes; YRR1 has a paralog ; PDR8 ; that arose from the whole genome duplication""",Verified ORF
10672,15,640881,0.130225404286355,0.0820073361799163,0.113187789895448,YOR162C,YRR1,SGDID:S000005688,CDS,CDS,"""Zn2-Cys6 zinc-finger transcription factor; activates genes involved in multidrug resistance; paralog of Yrm1p ; acting on an overlapping set of target genes; YRR1 has a paralog ; PDR8 ; that arose from the whole genome duplication""",Verified ORF
10673,15,641425,0.139623190460399,0.0832486244922719,0.0943918803861458,YOR162C,YRR1,SGDID:S000005688,CDS,CDS,"""Zn2-Cys6 zinc-finger transcription factor; activates genes involved in multidrug resistance; paralog of Yrm1p ; acting on an overlapping set of target genes; YRR1 has a paralog ; PDR8 ; that arose from the whole genome duplication""",Verified ORF
10674,15,642215,0.132832838874738,0.0823066686551114,0.107447622629131,YOR162C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10675,15,642286,0.141437223535787,0.0813337865879031,0.0829113715605973,YOR162C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10676,15,642294,0.125648035624577,0.082351066525723,0.127964860474354,YOR162C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10677,15,642325,0.138811078051026,0.0819630340434768,0.0912269813193469,YOR162C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10678,15,642712,0.09725973565833,0.0841907220491222,0.248777189687611,YOR163W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10679,15,645672,0.131910100873586,0.0864233548218442,0.127824478690257,YOR165W,SEY1,SGDID:S000005691,CDS,CDS,"""Dynamin-like GTPase that mediates homotypic ER fusion; has a role in ER morphology; interacts physically and genetically with Yop1p and Rtn1p; functional ortholog of the human atlastin ATL1 ; defects in which cause a form of the human disease hereditary spastic paraplegia; homolog of Arabidopsis RHD3""",Verified ORF
10680,15,646327,0.107235664562909,0.0865487666811602,0.216161236391263,YOR165W,SEY1,SGDID:S000005691,CDS,CDS,"""Dynamin-like GTPase that mediates homotypic ER fusion; has a role in ER morphology; interacts physically and genetically with Yop1p and Rtn1p; functional ortholog of the human atlastin ATL1 ; defects in which cause a form of the human disease hereditary spastic paraplegia; homolog of Arabidopsis RHD3""",Verified ORF
10681,15,649242,0.0908487444941017,0.0870009696653927,0.29709502401962,YOR168W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10682,15,649484,0.0908487444941017,0.0870009696653927,0.29709502401962,YOR168W,GLN4,SGDID:S000005694,CDS,CDS,"""Glutamine tRNA synthetase; monomeric class I tRNA synthetase that catalyzes the specific glutaminylation of tRNA(Gln); N-terminal domain proposed to be involved in enzyme-tRNA interactions""",Verified ORF
10683,15,651364,0.116322307671917,0.0864867488050149,0.179497538030192,YOR168W,GLN4,SGDID:S000005694,CDS,CDS,"""Glutamine tRNA synthetase; monomeric class I tRNA synthetase that catalyzes the specific glutaminylation of tRNA(Gln); N-terminal domain proposed to be involved in enzyme-tRNA interactions""",Verified ORF
10684,15,652034,0.118047733754733,0.0860884391842702,0.171171854982659,YOR170W,YOR170W,SGDID:S000005696,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene LCB4""",Dubious ORF
10685,15,653760,0.0889310856790519,0.0869764092760644,0.307256975685232,YOR171C,LCB4,SGDID:S000005697,CDS,CDS,"""Sphingoid long-chain base kinase; responsible for synthesis of long-chain base phosphates ; which function as signaling molecules ; regulates synthesis of ceramide from exogenous long-chain bases ; localizes to the Golgi and late endosomes; LCB4 has a paralog ; LCB5 ; that arose from the whole genome duplication""",Verified ORF
10686,15,653769,0.0856044873784954,0.0873900154133796,0.327970123246855,YOR171C,LCB4,SGDID:S000005697,CDS,CDS,"""Sphingoid long-chain base kinase; responsible for synthesis of long-chain base phosphates ; which function as signaling molecules ; regulates synthesis of ceramide from exogenous long-chain bases ; localizes to the Golgi and late endosomes; LCB4 has a paralog ; LCB5 ; that arose from the whole genome duplication""",Verified ORF
10687,15,653775,0.0750362804818621,0.0878956999328615,0.3938519173635,YOR171C,LCB4,SGDID:S000005697,CDS,CDS,"""Sphingoid long-chain base kinase; responsible for synthesis of long-chain base phosphates ; which function as signaling molecules ; regulates synthesis of ceramide from exogenous long-chain bases ; localizes to the Golgi and late endosomes; LCB4 has a paralog ; LCB5 ; that arose from the whole genome duplication""",Verified ORF
10688,15,656377,0.0806326648664784,0.0879535372208026,0.359892040732177,YOR172W,YRM1,SGDID:S000005698,CDS,CDS,"""Zinc finger transcription factor involved in multidrug resistance; Zn(2)-Cys(6) zinc finger transcription factor; activates genes involved in multidrug resistance; paralog of Yrr1p ; acting on an overlapping set of target genes""",Verified ORF
10689,15,657044,0.0735140553280216,0.0887867261945921,0.408238556118981,YOR172W,YRM1,SGDID:S000005698,Close to 3'-UTR,Close to 3'-UTR,"""Zinc finger transcription factor involved in multidrug resistance; Zn(2)-Cys(6) zinc finger transcription factor; activates genes involved in multidrug resistance; paralog of Yrr1p ; acting on an overlapping set of target genes""",Verified ORF
10690,15,657104,0.106608144565679,0.0887723636698175,0.23058900879703,YOR172W,YRM1,SGDID:S000005698,Close to 3'-UTR,Close to 3'-UTR,"""Zinc finger transcription factor involved in multidrug resistance; Zn(2)-Cys(6) zinc finger transcription factor; activates genes involved in multidrug resistance; paralog of Yrr1p ; acting on an overlapping set of target genes""",Verified ORF
10691,15,657980,0.0302387707117626,0.088858326033424,0.733830640032626,YOR173W,DCS2,SGDID:S000005699,CDS,CDS,"""m(7)GpppX pyrophosphatase regulator; non-essential ; stress induced regulatory protein; modulates m7G-oligoribonucleotide metabolism; inhibits Dcs1p; regulated by Msn2p ; Msn4p ; and the Ras-cAMP-cAPK signaling pathway; mutant has increased aneuploidy tolerance; DCS2 has a paralog ; DCS1 ; that arose from the whole genome duplication""",Verified ORF
10695,15,660805,0.0611278428130433,0.0916567705404785,0.505258158667452,YOR175C,ALE1,SGDID:S000005701,CDS,CDS,"""Broad-specificity lysophospholipid acyltransferase; part of MBOAT family of membrane-bound O-acyltransferases; key component of Lands cycle; may have role in fatty acid exchange at sn-2 position of mature glycerophospholipids""",Verified ORF
10696,15,663916,0.0516969733248676,0.122991773753097,0.674501086527341,tV(AAC)O_NFR/NDR,,,Promoter,Promoter,,Promoter
10697,15,664038,0.0335796088811886,0.129324553899814,0.795282218131231,YORCdelta15,YORCdelta15,SGDID:S000007163,Other features,LTR,"""Ty1 LTR""",reverse complement
10698,15,664146,-0.0601711318373308,0.135865790342628,0.658129704551297,YORCdelta15,YORCdelta15,SGDID:S000007163,Other features,LTR,"""Ty1 LTR""",reverse complement
10699,15,664726,-0.244699822556509,0.141874969367705,0.085446625590311,YORWdelta17_NFR/NDR,,,Promoter,Promoter,,Promoter
10700,15,667693,-0.212724524813744,0.148315613105647,0.152380692744428,SUT374_NFR/NDR,,,Promoter,Promoter,,Promoter
10701,15,668514,-0.103000489805647,0.110640600760656,0.352517417731234,SUT374,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
10703,15,671034,-0.0283243037445393,0.110570085397325,0.797971827316753,YOR178C,GAC1,SGDID:S000005704,Close to 3'-UTR,Close to 3'-UTR,"""Regulatory subunit for Glc7p type-1 protein phosphatase (PP1); tethers Glc7p to Gsy2p glycogen synthase ; binds Hsf1p heat shock transcription factor ; required for induction of some HSF-regulated genes under heat shock; GAC1 has a paralog ; PIG1 ; that arose from the whole genome duplication""",Verified ORF
10704,15,673487,-0.113171926104632,0.109664326841662,0.302785722802091,XUT_15F-309,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
10705,15,674856,-0.113171926104632,0.109664326841662,0.302785722802091,YOR180C,DCI1,SGDID:S000005706,CDS,CDS,"""Peroxisomal protein; identification as a delta(3,5)-delta(2,4)-dienoyl-CoA isomerase involved in fatty acid metabolism is disputed; DCI1 has a paralog ; ECI1 ; that arose from the whole genome duplication""",Verified ORF
10707,15,676857,-0.128570343830692,0.106751651004927,0.22924678056185,YOR181W,LAS17,SGDID:S000005707,CDS,CDS,"""Actin assembly factor; C-terminal WCA domain activates Arp2/3 complex-mediated nucleation of branched actin filaments ; polyproline domain nucleates actin filaments independent of Arp2/3; mutants are defective in endocytosis ; bud site selection ; cytokinesis; human homolog WAS (Wiskott-Aldrich Syndrome) implicated in severe immunodeficiency; human WAS complements yeast null mutant ; but only in presence of WIPF1 ; which mediates localization of WAS to cortical patches""",Verified ORF
10708,15,677981,-0.0266129079391941,0.0829237723721755,0.748451693957394,YOR181W,LAS17,SGDID:S000005707,Close to 3'-UTR,Close to 3'-UTR,"""Actin assembly factor; C-terminal WCA domain activates Arp2/3 complex-mediated nucleation of branched actin filaments ; polyproline domain nucleates actin filaments independent of Arp2/3; mutants are defective in endocytosis ; bud site selection ; cytokinesis; human homolog WAS (Wiskott-Aldrich Syndrome) implicated in severe immunodeficiency; human WAS complements yeast null mutant ; but only in presence of WIPF1 ; which mediates localization of WAS to cortical patches""",Verified ORF
10709,15,677995,0.0449917275137066,0.0783069322072327,0.565957496608576,YOR181W,LAS17,SGDID:S000005707,Close to 3'-UTR,Close to 3'-UTR,"""Actin assembly factor; C-terminal WCA domain activates Arp2/3 complex-mediated nucleation of branched actin filaments ; polyproline domain nucleates actin filaments independent of Arp2/3; mutants are defective in endocytosis ; bud site selection ; cytokinesis; human homolog WAS (Wiskott-Aldrich Syndrome) implicated in severe immunodeficiency; human WAS complements yeast null mutant ; but only in presence of WIPF1 ; which mediates localization of WAS to cortical patches""",Verified ORF
10710,15,678027,0.0340678032555268,0.0782380508416605,0.663510814252511,YOR181W,LAS17,SGDID:S000005707,Close to 3'-UTR,Close to 3'-UTR,"""Actin assembly factor; C-terminal WCA domain activates Arp2/3 complex-mediated nucleation of branched actin filaments ; polyproline domain nucleates actin filaments independent of Arp2/3; mutants are defective in endocytosis ; bud site selection ; cytokinesis; human homolog WAS (Wiskott-Aldrich Syndrome) implicated in severe immunodeficiency; human WAS complements yeast null mutant ; but only in presence of WIPF1 ; which mediates localization of WAS to cortical patches""",Verified ORF
10711,15,678058,0.0507099723865916,0.0789135193343668,0.520899631967164,YOR181W,LAS17,SGDID:S000005707,Close to 3'-UTR,Close to 3'-UTR,"""Actin assembly factor; C-terminal WCA domain activates Arp2/3 complex-mediated nucleation of branched actin filaments ; polyproline domain nucleates actin filaments independent of Arp2/3; mutants are defective in endocytosis ; bud site selection ; cytokinesis; human homolog WAS (Wiskott-Aldrich Syndrome) implicated in severe immunodeficiency; human WAS complements yeast null mutant ; but only in presence of WIPF1 ; which mediates localization of WAS to cortical patches""",Verified ORF
10714,15,678248,-0.0710476296582788,0.0717605424677207,0.322820305975817,YOR182C,RPS30B,SGDID:S000005708,CDS,CDS,"""Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S30 ; no bacterial homolog; RPS30B has a paralog ; RPS30A ; that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress""",Verified ORF
10722,15,678832,-0.0778971446834487,0.072169947182284,0.281165504923859,YOR182C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10723,15,678916,-0.0039227196332851,0.0715677489070919,0.956319824817509,YOR183W,FYV12,SGDID:S000005709,CDS,CDS,"""Protein of unknown function; required for survival upon exposure to K1 killer toxin""",Uncharacterized ORF
10726,15,678995,-0.0205537766344083,0.0719927188237444,0.775430088937468,YOR183W,FYV12,SGDID:S000005709,CDS,CDS,"""Protein of unknown function; required for survival upon exposure to K1 killer toxin""",Uncharacterized ORF
10727,15,679406,-0.0264017224111741,0.0715790397852588,0.712462806235528,YOR184W,SER1,SGDID:S000005710,CDS,CDS,"""3-phosphoserine aminotransferase; catalyzes the formation of phosphoserine from 3-phosphohydroxypyruvate ; required for serine and glycine biosynthesis; regulated by the general control of amino acid biosynthesis mediated by Gcn4p; protein abundance increases in response to DNA replication stress""",Verified ORF
10728,15,679485,-0.0083614301269754,0.0716775102499515,0.907201003811594,YOR184W,SER1,SGDID:S000005710,CDS,CDS,"""3-phosphoserine aminotransferase; catalyzes the formation of phosphoserine from 3-phosphohydroxypyruvate ; required for serine and glycine biosynthesis; regulated by the general control of amino acid biosynthesis mediated by Gcn4p; protein abundance increases in response to DNA replication stress""",Verified ORF
10729,15,680430,0.0017558258131499,0.0711727369349275,0.980332186780474,YOR184W,SER1,SGDID:S000005710,CDS,CDS,"""3-phosphoserine aminotransferase; catalyzes the formation of phosphoserine from 3-phosphohydroxypyruvate ; required for serine and glycine biosynthesis; regulated by the general control of amino acid biosynthesis mediated by Gcn4p; protein abundance increases in response to DNA replication stress""",Verified ORF
10732,15,682676,-0.0037721026681688,0.0711362895329659,0.95774085350965,YOR185C,GSP2,SGDID:S000005711,Close to 3'-UTR,Close to 3'-UTR,"""GTP binding protein (mammalian Ranp homolog); involved in the maintenance of nuclear organization ; RNA processing and transport; interacts with Kap121p ; Kap123p and Pdr6p (karyophilin betas); not required for viability; protein abundance increases in response to DNA replication stress; GSP2 has a paralog ; GSP1 ; that arose from the whole genome duplication""",Verified ORF
10733,15,685516,-0.0054410532766667,0.0719787582024779,0.93978613620115,YOR188W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10734,15,690141,-0.0067947187920199,0.0711017419659966,0.923921621036635,YOR188W,MSB1,SGDID:S000005714,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; may be involved in positive regulation of 1,3-beta-glucan synthesis and the Pkc1p-MAPK pathway; multicopy suppressor of temperature-sensitive mutations in CDC24 and CDC42 ; and of mutations in BEM4; potential Cdc28p substrate; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
10735,15,691906,-0.0094084075372709,0.07125388554244,0.895027387050378,YOR190W,SPR1,SGDID:S000005716,CDS,CDS,"""Sporulation-specific exo-1,3-beta-glucanase; contributes to ascospore thermoresistance; SPR1 has a paralog ; EXG1 ; that arose from the whole genome duplication""",Verified ORF
10737,15,692272,0.0057248240535547,0.0711359202761051,0.935903286191024,YOR191W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10738,15,695613,0.0181826164481466,0.0709289108636235,0.797830029759166,YOR191W,ULS1,SGDID:S000005717,CDS,CDS,"""Swi2/Snf2-related translocase ; SUMO-Targeted Ubiquitin Ligase (STUbL); required for maintenance of NHEJ inhibition at telomeres; functions at telomeres to translocate and ubiquitinylate poly-sumoylated Rap1p for proteosomal degradation; plays role in antagonizing silencing during mating-type switching; only known STUbL with a translocase activity; contains RING finger domain; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
10739,15,696549,0.0207714085823907,0.0711279815167589,0.770436266593991,YOR191W,ULS1,SGDID:S000005717,CDS,CDS,"""Swi2/Snf2-related translocase ; SUMO-Targeted Ubiquitin Ligase (STUbL); required for maintenance of NHEJ inhibition at telomeres; functions at telomeres to translocate and ubiquitinylate poly-sumoylated Rap1p for proteosomal degradation; plays role in antagonizing silencing during mating-type switching; only known STUbL with a translocase activity; contains RING finger domain; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
10740,15,697431,0.0183952133235812,0.0708079188695427,0.795176954617703,YOR191W,ULS1,SGDID:S000005717,Close to 3'-UTR,Close to 3'-UTR,"""Swi2/Snf2-related translocase ; SUMO-Targeted Ubiquitin Ligase (STUbL); required for maintenance of NHEJ inhibition at telomeres; functions at telomeres to translocate and ubiquitinylate poly-sumoylated Rap1p for proteosomal degradation; plays role in antagonizing silencing during mating-type switching; only known STUbL with a translocase activity; contains RING finger domain; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
10741,15,697632,-0.0229866151209747,0.0710041794011005,0.746329563466079,YOR191W,ULS1,SGDID:S000005717,Close to 3'-UTR,Close to 3'-UTR,"""Swi2/Snf2-related translocase ; SUMO-Targeted Ubiquitin Ligase (STUbL); required for maintenance of NHEJ inhibition at telomeres; functions at telomeres to translocate and ubiquitinylate poly-sumoylated Rap1p for proteosomal degradation; plays role in antagonizing silencing during mating-type switching; only known STUbL with a translocase activity; contains RING finger domain; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
10742,15,697884,-0.0391151201830998,0.0723267410585313,0.588978727684321,YOR191W,ULS1,SGDID:S000005717,Close to 3'-UTR,Close to 3'-UTR,"""Swi2/Snf2-related translocase ; SUMO-Targeted Ubiquitin Ligase (STUbL); required for maintenance of NHEJ inhibition at telomeres; functions at telomeres to translocate and ubiquitinylate poly-sumoylated Rap1p for proteosomal degradation; plays role in antagonizing silencing during mating-type switching; only known STUbL with a translocase activity; contains RING finger domain; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
10743,15,697906,0.0053828790955841,0.0707672864678284,0.939410864315507,YOR191W,ULS1,SGDID:S000005717,Close to 3'-UTR,Close to 3'-UTR,"""Swi2/Snf2-related translocase ; SUMO-Targeted Ubiquitin Ligase (STUbL); required for maintenance of NHEJ inhibition at telomeres; functions at telomeres to translocate and ubiquitinylate poly-sumoylated Rap1p for proteosomal degradation; plays role in antagonizing silencing during mating-type switching; only known STUbL with a translocase activity; contains RING finger domain; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
10744,15,698025,0.0299443097168782,0.0708034483019643,0.672609960921027,YOR191W,ULS1,SGDID:S000005717,Close to 3'-UTR,Close to 3'-UTR,"""Swi2/Snf2-related translocase ; SUMO-Targeted Ubiquitin Ligase (STUbL); required for maintenance of NHEJ inhibition at telomeres; functions at telomeres to translocate and ubiquitinylate poly-sumoylated Rap1p for proteosomal degradation; plays role in antagonizing silencing during mating-type switching; only known STUbL with a translocase activity; contains RING finger domain; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
10745,15,698268,0.0275412718186188,0.0708738537671324,0.697809549125712,YOR191W,ULS1,SGDID:S000005717,Close to 3'-UTR,Close to 3'-UTR,"""Swi2/Snf2-related translocase ; SUMO-Targeted Ubiquitin Ligase (STUbL); required for maintenance of NHEJ inhibition at telomeres; functions at telomeres to translocate and ubiquitinylate poly-sumoylated Rap1p for proteosomal degradation; plays role in antagonizing silencing during mating-type switching; only known STUbL with a translocase activity; contains RING finger domain; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
10747,15,698953,0.0195724967413552,0.0707992138995895,0.782363660152432,YOR192C,THI72,SGDID:S000005718,CDS,CDS,"""Transporter of thiamine or related compound; contributes to uptake of 5-aminoimidazole-4-carboxamide-1-beta-D-ribofuranoside (acadesine); shares sequence similarity with Thi7p""",Verified ORF
10748,15,701044,0.0043599948005632,0.0708064972815455,0.95093518175461,YOR192C,THI72,SGDID:S000005718,Close to 3'-UTR,Close to 3'-UTR,"""Transporter of thiamine or related compound; contributes to uptake of 5-aminoimidazole-4-carboxamide-1-beta-D-ribofuranoside (acadesine); shares sequence similarity with Thi7p""",Verified ORF
10749,15,701551,0.0003729931738004,0.0712164526908457,0.995824090837514,YOR192C,THI72,SGDID:S000005718,Close to 3'-UTR,Close to 3'-UTR,"""Transporter of thiamine or related compound; contributes to uptake of 5-aminoimidazole-4-carboxamide-1-beta-D-ribofuranoside (acadesine); shares sequence similarity with Thi7p""",Verified ORF
10750,15,701614,0.0014054267575772,0.0711144857349293,0.984243698519249,O:700568-703428,,,Intergenic region,Intergenic region,between YOR192C and YORCdelta18,Intergenic region
10751,15,701762,0.0167814372277491,0.0720271820264146,0.815906102762029,O:700568-703428,,,Intergenic region,Intergenic region,between YOR192C and YORCdelta18,Intergenic region
10752,15,701781,0.010836650973606,0.070854782136077,0.878531634289285,O:700568-703428,,,Intergenic region,Intergenic region,between YOR192C and YORCdelta18,Intergenic region
10753,15,701849,0.0031076681067875,0.0714197293418936,0.965317411578583,O:700568-703428,,,Intergenic region,Intergenic region,between YOR192C and YORCdelta18,Intergenic region
10754,15,701869,0.0200810040240565,0.0717788021004047,0.779823719697161,O:700568-703428,,,Intergenic region,Intergenic region,between YOR192C and YORCdelta18,Intergenic region
10755,15,702245,0.0283847277670513,0.0712601047528146,0.690630961784908,YOR192C_NFR/NDR,,,Promoter,Promoter,,Promoter
10756,15,702344,0.0431072727043905,0.0708317208973492,0.543189554987267,YOR192C_NFR/NDR,,,Promoter,Promoter,,Promoter
10757,15,702475,0.0347223489455022,0.0706458967937918,0.623379405600552,O:700568-703428,,,Intergenic region,Intergenic region,between YOR192C and YORCdelta18,Intergenic region
10758,15,702493,0.037064455026724,0.0709490663859578,0.6017130394078,O:700568-703428,,,Intergenic region,Intergenic region,between YOR192C and YORCdelta18,Intergenic region
10759,15,702546,0.0319938842633109,0.0706539844026161,0.650953007240203,O:700568-703428,,,Intergenic region,Intergenic region,between YOR192C and YORCdelta18,Intergenic region
10760,15,702764,0.016385706411223,0.0707714041370248,0.8170371964392,O:700568-703428,,,Intergenic region,Intergenic region,between YOR192C and YORCdelta18,Intergenic region
10761,15,703056,0.0181961847420042,0.0706678660323085,0.796951484474263,YOR192C-C,YOR192C-C,SGDID:S000028857,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; identified by expression profiling and mass spectrometry""",Uncharacterized ORF
10768,15,710273,0.0036870919522199,0.0709470211928926,0.958582271286842,YOR193W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10772,15,716842,-0.0047087241666942,0.071006400504012,0.947165314300742,YOR197W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
