SNP,Chr,Pos,Effect,SE,ALO1_ADE17_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
9084,13,735275,0.260514752943343,0.130996548692692,0.0475044155608129,YMR231W,PEP5,SGDID:S000004844,CDS,CDS,"""Histone E3 ligase ; component of CORVET membrane tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p; involved in ubiquitination and degradation of excess histones""",Verified ORF
9085,13,735637,0.264505387419671,0.130069382400462,0.0427423446438887,YMR231W,PEP5,SGDID:S000004844,CDS,CDS,"""Histone E3 ligase ; component of CORVET membrane tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p; involved in ubiquitination and degradation of excess histones""",Verified ORF
9086,13,736201,0.285145018251128,0.131327973395811,0.0305784280788294,YMR231W,PEP5,SGDID:S000004844,CDS,CDS,"""Histone E3 ligase ; component of CORVET membrane tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p; involved in ubiquitination and degradation of excess histones""",Verified ORF
9087,13,736304,0.266831680069954,0.130625423496303,0.0418221896581913,YMR231W,PEP5,SGDID:S000004844,CDS,CDS,"""Histone E3 ligase ; component of CORVET membrane tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p; involved in ubiquitination and degradation of excess histones""",Verified ORF
9088,13,737273,0.279229353998216,0.132131142128251,0.0352786039294611,YMR232W,FUS2,SGDID:S000004845,CDS,CDS,"""Cell fusion regulator; cytoplasmic protein localized to shmoo tip; required for alignment of parental nuclei before nuclear fusion during mating; contains a Dbl-homology domain; binds specifically with activated Cdc42p""",Verified ORF
9089,13,737783,0.26904198564502,0.131326990058447,0.0412362190277101,YMR232W,FUS2,SGDID:S000004845,CDS,CDS,"""Cell fusion regulator; cytoplasmic protein localized to shmoo tip; required for alignment of parental nuclei before nuclear fusion during mating; contains a Dbl-homology domain; binds specifically with activated Cdc42p""",Verified ORF
9090,13,738123,0.300884712880675,0.130881768199278,0.0220938965426575,YMR232W,FUS2,SGDID:S000004845,CDS,CDS,"""Cell fusion regulator; cytoplasmic protein localized to shmoo tip; required for alignment of parental nuclei before nuclear fusion during mating; contains a Dbl-homology domain; binds specifically with activated Cdc42p""",Verified ORF
9092,13,739183,0.308698872371431,0.130744188166149,0.0187640937860057,YMR233W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9093,13,740880,0.187631284532213,0.130862587813937,0.152513411506121,YMR234W,RNH1,SGDID:S000004847,CDS,CDS,"""Ribonuclease H1; able to bind double-stranded RNAs and RNA-DNA hybrids; associates with RNAse polymerase I.""",Verified ORF
9094,13,740946,0.235700029600239,0.132152303944728,0.0753560929085101,YMR234W,RNH1,SGDID:S000004847,CDS,CDS,"""Ribonuclease H1; able to bind double-stranded RNAs and RNA-DNA hybrids; associates with RNAse polymerase I.""",Verified ORF
9095,13,743797,0.14648207832217,0.13137749009184,0.26562138950525,YMR237W,BCH1,SGDID:S000004850,CDS,CDS,"""Member of the ChAPs family (Chs5p-Arf1p-binding proteins); members include Bch1p ; Bch2p ; Bud7p ; and Chs6p; ChAPs family proteins form the exomer complex with Chs5p to mediate export of specific cargo proteins from the Golgi to the plasma membrane; interacts selectively with the activated ; GTP-bound form of Arf1p; may interact with ribosomes; protein abundance increases and forms cytoplasmic foci in response to DNA replication stress""",Verified ORF
9096,13,748562,0.111855368367247,0.131172587400899,0.394384848518767,YMR239C,RNT1,SGDID:S000004852,CDS,CDS,"""Nuclear dsRNA-specific ribonuclease (RNase III); involved in rDNA transcription ; rRNA processing and U2 snRNA 3' end formation by cleavage of a stem-loop structure at the 3' end of U2 snRNA; involved in polyadenylation-independent transcription termination; involved in the cell wall stress response ; regulating the degradation of cell wall integrity and morphogenesis checkpoint genes""",Verified ORF
9097,13,751130,0.0308079823892916,0.130868254721798,0.814025335960921,YMR240C,CUS1,SGDID:S000004853,CDS,CDS,"""Protein required for assembly of U2 snRNP into the spliceosome; forms a complex with Hsh49p and Hsh155p""",Verified ORF
9098,13,751466,0.0574784599001938,0.131212633239576,0.661613737690465,YMR241W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9101,13,755881,0.132807381716598,0.130687502888787,0.310220167519069,YMR243C,ZRC1,SGDID:S000004856,CDS,CDS,"""Vacuolar membrane zinc transporter; transports zinc from cytosol to vacuole for storage; also has role in resistance to zinc shock resulting from sudden influx of zinc into cytoplasm; human ortholog SLC30A10 functions as a Mn transporter and mutations in SLC30A10 cause neurotoxic accumulation of Mn in liver and brain; ZRC1 has a paralog ; COT1 ; that arose from the whole genome duplication""",Verified ORF
9103,13,757834,0.182875085588169,0.130346796510717,0.161499134175364,YMR244W,YMR244W,SGDID:S000004858,CDS,CDS,"""Putative protein of unknown function; SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole ; while mCherry fusion localizes to just the vacuole""",Uncharacterized ORF
9104,13,759401,0.215059763377155,0.130408090347553,0.100010795819104,YMR246W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9105,13,759805,0.14194000576444,0.131137086541637,0.279823044170187,YMR244C-A,COA6,SGDID:S000004857,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in cytochrome c oxidase (Complex IV) assembly; involved in delivery of copper to Complex IV; also required for efficient formation of respiratory supercomplexes comprised of Complexes III and IV; localizes to the mitochondrial intermembrane space; ortholog implicated in cardiac defects in zebrafish and human; transcription is induced in response to the DNA-damaging agent MMS; protein abundance increases in response to DNA replication stress""",Verified ORF
9106,13,761165,0.192159878982788,0.130574609037593,0.142006837815801,YMR246W,FAA4,SGDID:S000004860,CDS,CDS,"""Long chain fatty acyl-CoA synthetase; activates fatty acids with a preference for C12:0-C16:0 chain lengths; role in the competitive import of long-chain fatty acids and sphingoid long-chain bases; role in stationary phase survival; localizes to lipid particles and the plasma membrane; role in sphingolipid-to-glycerolipid metabolism; forms cytoplasmic foci upon replication stress; faa1 faa4 double null complemented by any of human ACSBG1 ; ACSL1 ; 3 ; 4 ; 5 ; 6 ; SLC27A2 ; or 4""",Verified ORF
9107,13,761608,0.159254542922106,0.1303317478529,0.222554449877844,YMR246W,FAA4,SGDID:S000004860,CDS,CDS,"""Long chain fatty acyl-CoA synthetase; activates fatty acids with a preference for C12:0-C16:0 chain lengths; role in the competitive import of long-chain fatty acids and sphingoid long-chain bases; role in stationary phase survival; localizes to lipid particles and the plasma membrane; role in sphingolipid-to-glycerolipid metabolism; forms cytoplasmic foci upon replication stress; faa1 faa4 double null complemented by any of human ACSBG1 ; ACSL1 ; 3 ; 4 ; 5 ; 6 ; SLC27A2 ; or 4""",Verified ORF
9108,13,761771,0.193310205199336,0.131134351035847,0.141335504130729,YMR246W,FAA4,SGDID:S000004860,CDS,CDS,"""Long chain fatty acyl-CoA synthetase; activates fatty acids with a preference for C12:0-C16:0 chain lengths; role in the competitive import of long-chain fatty acids and sphingoid long-chain bases; role in stationary phase survival; localizes to lipid particles and the plasma membrane; role in sphingolipid-to-glycerolipid metabolism; forms cytoplasmic foci upon replication stress; faa1 faa4 double null complemented by any of human ACSBG1 ; ACSL1 ; 3 ; 4 ; 5 ; 6 ; SLC27A2 ; or 4""",Verified ORF
9109,13,762630,0.171311852938502,0.130288424067294,0.189408404561934,YNCM0034C,SNR86,SGDID:S000119075,Non-coding RNA,snoRNA_gene,"snoRNA_gene ; ""H/ACA box small nucleolar RNA (snoRNA); guides pseudouridylation of large subunit (LSU) rRNA at position U2314""",snoRNA_gene
9110,13,764921,0.223993521840223,0.130655597148778,0.0873364436437438,YMR247C,RKR1,SGDID:S000004861,CDS,CDS,"""RING domain E3 ubiquitin ligase; involved in ubiquitin-mediated degradation of non-stop proteins and translationally stalled ER membrane proteins; component of ribosome-bound RQC (ribosome quality control) complex; degrades products of mRNAs lacking a termination codon regardless of a poly(A) tail; functional connections to chromatin modification; homolog of mouse Listerin ; mutations in which reported to cause neurodegeneration""",Verified ORF
9112,13,770231,0.202957256532486,0.130540770220372,0.120903520506921,YMR247W-A,YMR247W-A,SGDID:S000028849,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole ; while mCherry fusion localizes to just the vacuole""",Uncharacterized ORF
9113,13,770362,0.19726329188986,0.131100869937714,0.133303629231107,YMR247W-A,YMR247W-A,SGDID:S000028849,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole ; while mCherry fusion localizes to just the vacuole""",Uncharacterized ORF
9116,13,774681,0.102325793983642,0.131983512362403,0.438686037773265,YMR251W-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9118,13,776467,0.0146830228791309,0.130793759573896,0.910680365703376,YMR253C,YMR253C,SGDID:S000004866,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; YMR253C is not an essential gene""",Uncharacterized ORF
9119,13,777558,-0.105225467495679,0.130958336404166,0.422224551329187,YMR253C,YMR253C,SGDID:S000004866,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; YMR253C is not an essential gene""",Uncharacterized ORF
9121,13,779242,-0.135348083565148,0.131087961621779,0.302545650426022,YMR256C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9122,13,779300,-0.208667505734086,0.132001084105008,0.114819011376037,YMR256C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9123,13,779631,-0.27301871636986,0.132053809492985,0.0394171949800592,YMR257C,PET111,SGDID:S000004870,CDS,CDS,"""Mitochondrial translational activator specific for the COX2 mRNA; located in the mitochondrial inner membrane""",Verified ORF
9124,13,783460,-0.317745675094864,0.130904105013652,0.015710626367718,YMR258C,ROY1,SGDID:S000004871,CDS,CDS,"""GTPase inhibitor with similarity to F-box proteins; inhibits Ypt52p GTPase activity by preventing Ypt52p from binding GTP; involved in regulating intracellular trafficking; physically interacts with Skp1p""",Verified ORF
9125,13,790664,-0.340218246029649,0.129745977146513,0.0091151007479579,YMR261C,TPS3,SGDID:S000004874,CDS,CDS,"""Regulatory subunit of trehalose-6-phosphate synthase/phosphatase; involved in synthesis of storage carbohydrate trehalose; expression is induced by stress conditions and repressed by the Ras-cAMP pathway; TPS3 has a paralog ; TSL1 ; that arose from the whole genome duplication""",Verified ORF
9126,13,790923,-0.350673521646379,0.131334343543811,0.0079339294723804,YMR261C,TPS3,SGDID:S000004874,CDS,CDS,"""Regulatory subunit of trehalose-6-phosphate synthase/phosphatase; involved in synthesis of storage carbohydrate trehalose; expression is induced by stress conditions and repressed by the Ras-cAMP pathway; TPS3 has a paralog ; TSL1 ; that arose from the whole genome duplication""",Verified ORF
9127,13,793818,-0.235564187945192,0.13000390265035,0.0708392222096322,YMR262W,YMR262W,SGDID:S000004875,CDS,CDS,"""Protein of unknown function; interacts weakly with Knr4p; YMR262W is not an essential gene""",Uncharacterized ORF
9128,13,796580,-0.0465999758052156,0.131224854853478,0.722715169007805,YMR265C,YMR265C,SGDID:S000004878,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
9129,13,796962,-0.0007754762115252,0.13059888284634,0.995265665420886,YMR265C,YMR265C,SGDID:S000004878,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
9130,13,798315,-0.0709074348013441,0.131466457454304,0.589980145758939,YMR266W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9131,13,799197,-0.0418738045663034,0.130760634383448,0.748981556432258,YMR266W,RSN1,SGDID:S000004879,CDS,CDS,"""Membrane protein of unknown function; overexpression suppresses NaCl sensitivity of sro7 mutant cells by restoring sodium pump (Ena1p) localization to the plasma membrane""",Verified ORF
9132,13,799605,-0.0284134908928576,0.130590133090067,0.82788392959713,YMR266W,RSN1,SGDID:S000004879,CDS,CDS,"""Membrane protein of unknown function; overexpression suppresses NaCl sensitivity of sro7 mutant cells by restoring sodium pump (Ena1p) localization to the plasma membrane""",Verified ORF
9133,13,800884,-0.019642956325971,0.131370171821291,0.881225786585556,YMR266W,RSN1,SGDID:S000004879,CDS,CDS,"""Membrane protein of unknown function; overexpression suppresses NaCl sensitivity of sro7 mutant cells by restoring sodium pump (Ena1p) localization to the plasma membrane""",Verified ORF
9134,13,801587,0.0453944116499315,0.13133542279897,0.729821248754164,YMR267W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9135,13,806573,0.0027420025075332,0.13247596231169,0.983498168199017,YMR270C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9136,13,807168,-0.0370751949858749,0.130959685192574,0.777263153389775,YMR271C,URA10,SGDID:S000004884,CDS,CDS,"""Minor orotate phosphoribosyltransferase (OPRTase) isozyme; catalyzes the fifth enzymatic step in the de novo biosynthesis of pyrimidines ; converting orotate into orotidine-5'-phosphate; URA10 has a paralog ; URA5 ; that arose from the whole genome duplication""",Verified ORF
9137,13,807743,-0.0348768753469756,0.130772626720163,0.789856963907033,YMR271C,URA10,SGDID:S000004884,Close to 3'-UTR,Close to 3'-UTR,"""Minor orotate phosphoribosyltransferase (OPRTase) isozyme; catalyzes the fifth enzymatic step in the de novo biosynthesis of pyrimidines ; converting orotate into orotidine-5'-phosphate; URA10 has a paralog ; URA5 ; that arose from the whole genome duplication""",Verified ORF
9138,13,808461,0.027595439649723,0.131349433106151,0.833717227731017,YMR271C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9139,13,812150,-0.0137031035662805,0.131076010402896,0.916797673130942,YMR273C,ZDS1,SGDID:S000004886,CDS,CDS,"""Protein with a role in regulating Swe1p-dependent polarized growth; involved in maintaining Cdc55p in the cytoplasm where it promotes mitotic entry; involved in mitotic exit through Cdc14p regulation; interacts with silencing proteins at telomeres; has a role in Bcy1p localization; implicated in mRNA nuclear export; ZDS1 has a paralog ; ZDS2 ; that arose from the whole genome duplication""",Verified ORF
9140,13,812178,-0.0163062044927756,0.130906602623026,0.900939907679269,YMR273C,ZDS1,SGDID:S000004886,CDS,CDS,"""Protein with a role in regulating Swe1p-dependent polarized growth; involved in maintaining Cdc55p in the cytoplasm where it promotes mitotic entry; involved in mitotic exit through Cdc14p regulation; interacts with silencing proteins at telomeres; has a role in Bcy1p localization; implicated in mRNA nuclear export; ZDS1 has a paralog ; ZDS2 ; that arose from the whole genome duplication""",Verified ORF
9141,13,813548,-0.0360097807333376,0.131913624217293,0.785028218566195,YMR273C,ZDS1,SGDID:S000004886,CDS,CDS,"""Protein with a role in regulating Swe1p-dependent polarized growth; involved in maintaining Cdc55p in the cytoplasm where it promotes mitotic entry; involved in mitotic exit through Cdc14p regulation; interacts with silencing proteins at telomeres; has a role in Bcy1p localization; implicated in mRNA nuclear export; ZDS1 has a paralog ; ZDS2 ; that arose from the whole genome duplication""",Verified ORF
9144,13,819594,-0.0828868498957712,0.130524355951994,0.525820397674843,YMR276W,DSK2,SGDID:S000004889,CDS,CDS,"""Nuclear-enriched ubiquitin-like polyubiquitin-binding protein; required for spindle pole body (SPB) duplication and for transit through the G2/M phase of the cell cycle; involved in proteolysis; interacts with the proteasome; protein abundance increases in response to DNA replication stress""",Verified ORF
9145,13,820446,-0.0935351643271739,0.131300854327851,0.476704496383845,YMR277W,FCP1,SGDID:S000004890,CDS,CDS,"""Carboxy-terminal domain (CTD) phosphatase; essential for dephosphorylation of the repeated C-terminal domain of the RNA polymerase II large subunit (Rpo21p); relocalizes to the cytosol in response to hypoxia""",Verified ORF
9146,13,821488,-0.0926815827531296,0.13086921188034,0.479288397266022,YMR277W,FCP1,SGDID:S000004890,CDS,CDS,"""Carboxy-terminal domain (CTD) phosphatase; essential for dephosphorylation of the repeated C-terminal domain of the RNA polymerase II large subunit (Rpo21p); relocalizes to the cytosol in response to hypoxia""",Verified ORF
9147,13,822712,-0.102329262924826,0.132576508950604,0.440719296591836,YMR278W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9148,13,823029,-0.124622894488077,0.1306277975645,0.340721068208592,YMR278W,PRM15,SGDID:S000004891,CDS,CDS,"""Phosphoribomutase; catalyzes interconversion of ribose-1-phosphate and ribose-5-phosphate; has some phosphoglucomutase activity but primary activity in vivo is phosphoribomutase; contributes to ribose recycling in the pentose phosphate pathway; transcription induced in response to stress; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; non-essential""",Verified ORF
9149,13,825841,-0.16487517250158,0.130484875335553,0.207222651222926,YMR279C,ATR2,SGDID:S000004892,CDS,CDS,"""Putative boron transporter involved in boron efflux and resistance; overexpression mutant but not null mutant displays boron tolerance phenotype; identified as a heat-induced gene in a high-throughout screen; YMR279C is not an essential gene; YMR279C has a paralog ; ATR1 ; that arose from the whole genome duplication""",Verified ORF
9150,13,827082,-0.132356381066809,0.131338105772648,0.314263285442328,YMR280C,CAT8,SGDID:S000004893,CDS,CDS,"""Zinc cluster transcriptional activator; necessary for derepression of a variety of genes under non-fermentative growth conditions ; active after diauxic shift ; binds carbon source responsive elements; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
9151,13,828799,-0.108814069372469,0.130846439058403,0.406187580116387,YMR280C,CAT8,SGDID:S000004893,CDS,CDS,"""Zinc cluster transcriptional activator; necessary for derepression of a variety of genes under non-fermentative growth conditions ; active after diauxic shift ; binds carbon source responsive elements; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
9152,13,830349,-0.12124735879586,0.131590182525649,0.35747025392755,YMR280C,CAT8,SGDID:S000004893,CDS,CDS,"""Zinc cluster transcriptional activator; necessary for derepression of a variety of genes under non-fermentative growth conditions ; active after diauxic shift ; binds carbon source responsive elements; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
9153,13,830456,-0.163040193516779,0.131265503785473,0.215037402640671,YMR280C,CAT8,SGDID:S000004893,CDS,CDS,"""Zinc cluster transcriptional activator; necessary for derepression of a variety of genes under non-fermentative growth conditions ; active after diauxic shift ; binds carbon source responsive elements; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
9154,13,832641,-0.183139319321183,0.13051503614173,0.161434771055481,YMR281W,GPI12,SGDID:S000004894,CDS,CDS,"""ER membrane protein involved in the second step of GPI anchor assembly; the second step is the de-N-acetylation of the N-acetylglucosaminylphosphatidylinositol intermediate; functional homolog of human PIG-Lp; GPI stands for glycosylphosphatidylinositol""",Verified ORF
9156,13,833658,-0.180834611981855,0.131366758579259,0.169519895316037,YMR282C,AEP2,SGDID:S000004895,CDS,CDS,"""Mitochondrial protein; likely involved in translation of the mitochondrial OLI1 mRNA; exhibits genetic interaction with the OLI1 mRNA 5'-untranslated leader""",Verified ORF
9157,13,834662,-0.191028450861846,0.131026359646695,0.145746414087177,YMR282C,AEP2,SGDID:S000004895,CDS,CDS,"""Mitochondrial protein; likely involved in translation of the mitochondrial OLI1 mRNA; exhibits genetic interaction with the OLI1 mRNA 5'-untranslated leader""",Verified ORF
9158,13,835125,-0.207083492261144,0.131131546936273,0.115184850827379,YMR282C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9159,13,836259,-0.224496761849636,0.13137048172046,0.0883516119323277,YMR283C,RIT1,SGDID:S000004896,CDS,CDS,"""Initiator methionine 2'-O-ribosyl phosphate transferase; modifies the initiator methionine tRNA at position 64 to distinguish it from elongator methionine tRNA""",Verified ORF
9161,13,838018,-0.284368777480911,0.131893737097002,0.0317553281375556,tY(GUA)M2_NFR/NDR,,,Promoter,Promoter,,Promoter
9162,13,838567,-0.257672056987323,0.130460818655811,0.0490365072121745,YMR284W,YKU70,SGDID:S000004897,CDS,CDS,"""Subunit of the telomeric Ku complex (Yku70p-Yku80p); involved in telomere length maintenance ; structure and telomere position effect; required for localization of telomerase ribonucleoprotein to nucleus via interaction with the TLC1 guide RNA; relocates to sites of double-strand cleavage to promote nonhomologous end joining during DSB repair""",Verified ORF
9163,13,838600,-0.241141127905387,0.130569101702754,0.0656061108925305,YMR284W,YKU70,SGDID:S000004897,CDS,CDS,"""Subunit of the telomeric Ku complex (Yku70p-Yku80p); involved in telomere length maintenance ; structure and telomere position effect; required for localization of telomerase ribonucleoprotein to nucleus via interaction with the TLC1 guide RNA; relocates to sites of double-strand cleavage to promote nonhomologous end joining during DSB repair""",Verified ORF
9164,13,839615,-0.236166228619937,0.131955783561062,0.0743531510661278,YMR284W,YKU70,SGDID:S000004897,CDS,CDS,"""Subunit of the telomeric Ku complex (Yku70p-Yku80p); involved in telomere length maintenance ; structure and telomere position effect; required for localization of telomerase ribonucleoprotein to nucleus via interaction with the TLC1 guide RNA; relocates to sites of double-strand cleavage to promote nonhomologous end joining during DSB repair""",Verified ORF
9165,13,840462,-0.196370898689053,0.130377831023033,0.132918389217455,YMR285C,NGL2,SGDID:S000004898,CDS,CDS,"""Protein involved in 5.8S rRNA processing; Ccr4p-like RNase required for correct 3'-end formation of 5.8S rRNA at site E; similar to Ngl1p; NGL2 has a paralog ; NGL3 ; that arose from the whole genome duplication""",Verified ORF
9166,13,842921,-0.173735573475526,0.130916927700781,0.185344138166473,YMR287C,DSS1,SGDID:S000004900,CDS,CDS,"""3'-5' exoribonuclease; component of the mitochondrial degradosome along with the ATP-dependent RNA helicase Suv3p; the degradosome associates with the ribosome and mediates turnover of aberrant or unprocessed RNAs""",Verified ORF
9167,13,845564,-0.142146704435351,0.131180339524757,0.279282809272274,YMR288W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9168,13,845910,-0.161529869533735,0.131164907904154,0.218954885911119,YMR288W,HSH155,SGDID:S000004901,CDS,CDS,"""U2-snRNP associated splicing factor; forms extensive associations with the branch site-3' splice site-3' exon region upon prespliceosome formation; similarity to the mammalian U2 snRNP-associated splicing factor SAP155""",Verified ORF
9169,13,848209,-0.0903845194197384,0.13135830817322,0.49185672209366,YMR288W,HSH155,SGDID:S000004901,CDS,CDS,"""U2-snRNP associated splicing factor; forms extensive associations with the branch site-3' splice site-3' exon region upon prespliceosome formation; similarity to the mammalian U2 snRNP-associated splicing factor SAP155""",Verified ORF
9170,13,849052,-0.104504936971962,0.133349766274523,0.433747281111829,YMR289W,ABZ2,SGDID:S000004902,CDS,CDS,"""Aminodeoxychorismate lyase (4-amino-4-deoxychorismate lyase); catalyzes the third step in para-aminobenzoic acid biosynthesis; involved in folic acid biosynthesis""",Verified ORF
9171,13,849392,-0.121364703977828,0.13182646124772,0.357867170259323,YMR289W,ABZ2,SGDID:S000004902,CDS,CDS,"""Aminodeoxychorismate lyase (4-amino-4-deoxychorismate lyase); catalyzes the third step in para-aminobenzoic acid biosynthesis; involved in folic acid biosynthesis""",Verified ORF
9172,13,849970,-0.184375792232651,0.130576349322484,0.158826384379048,YMR289W,ABZ2,SGDID:S000004902,Close to 3'-UTR,Close to 3'-UTR,"""Aminodeoxychorismate lyase (4-amino-4-deoxychorismate lyase); catalyzes the third step in para-aminobenzoic acid biosynthesis; involved in folic acid biosynthesis""",Verified ORF
9174,13,852398,-0.185640441125115,0.132002067343725,0.160501397083193,YMR291W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9177,13,858666,-0.0759212020543309,0.131048922371699,0.562732800899429,YMR295C,YMR295C,SGDID:S000004910,CDS,CDS,"""Protein of unknown function that associates with ribosomes; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery and bud; not an essential gene; protein abundance increases in response to DNA replication stress; YMR295C has a paralog ; YGR273C ; that arose from the whole genome duplication""",Verified ORF
9178,13,858794,-0.110682422231169,0.130745877975223,0.397821647631651,YMR295C,YMR295C,SGDID:S000004910,CDS,CDS,"""Protein of unknown function that associates with ribosomes; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery and bud; not an essential gene; protein abundance increases in response to DNA replication stress; YMR295C has a paralog ; YGR273C ; that arose from the whole genome duplication""",Verified ORF
9179,13,859266,-0.163566428024694,0.131106476796295,0.213010198491445,YMR296C,LCB1,SGDID:S000004911,CDS,CDS,"""Component of serine palmitoyltransferase; responsible along with Lcb2p for the first committed step in sphingolipid synthesis ; which is the condensation of serine with palmitoyl-CoA to form 3-ketosphinganine""",Verified ORF
9180,13,860537,-0.0124311093841618,0.130634121806517,0.924241940517002,YMR296C,LCB1,SGDID:S000004911,CDS,CDS,"""Component of serine palmitoyltransferase; responsible along with Lcb2p for the first committed step in sphingolipid synthesis ; which is the condensation of serine with palmitoyl-CoA to form 3-ketosphinganine""",Verified ORF
9181,13,860589,-0.0113574326780547,0.130654916922048,0.930778869257701,YMR296C,LCB1,SGDID:S000004911,CDS,CDS,"""Component of serine palmitoyltransferase; responsible along with Lcb2p for the first committed step in sphingolipid synthesis ; which is the condensation of serine with palmitoyl-CoA to form 3-ketosphinganine""",Verified ORF
9182,13,864754,-0.0634444313129642,0.131105071597828,0.628742360567833,YMR299C,DYN3,SGDID:S000004914,CDS,CDS,"""Dynein light intermediate chain (LIC); localizes with dynein ; null mutant is defective in nuclear migration""",Verified ORF
9185,13,867636,-0.156202957234526,0.13051509750235,0.232180235099359,CUT313,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
9186,13,868856,-0.0579950900801964,0.130792629215181,0.657739016113372,YMR301C,ATM1,SGDID:S000004916,CDS,CDS,"""Mitochondrial inner membrane ATP-binding cassette (ABC) transporter; exports mitochondrially synthesized precursors of iron-sulfur (Fe/S) clusters to the cytosol; human homolog ABCB7 can complement yeast null mutant""",Verified ORF
9187,13,869923,-0.0899868963599742,0.13153403857585,0.494339480003211,YMR301C,ATM1,SGDID:S000004916,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial inner membrane ATP-binding cassette (ABC) transporter; exports mitochondrially synthesized precursors of iron-sulfur (Fe/S) clusters to the cytosol; human homolog ABCB7 can complement yeast null mutant""",Verified ORF
9188,13,871210,-0.0865317657762307,0.131167459783062,0.509873638739013,YMR302C,YME2,SGDID:S000004917,CDS,CDS,"""Integral inner mitochondrial membrane protein; role in maintaining mitochondrial nucleoid structure and number; mutants exhibit an increased rate of mitochondrial DNA escape; shows some sequence similarity to exonucleases""",Verified ORF
9189,13,872093,-0.0641486845455795,0.130807167531092,0.624150962388906,YMR302C,YME2,SGDID:S000004917,CDS,CDS,"""Integral inner mitochondrial membrane protein; role in maintaining mitochondrial nucleoid structure and number; mutants exhibit an increased rate of mitochondrial DNA escape; shows some sequence similarity to exonucleases""",Verified ORF
9190,13,873664,0.0771598949526023,0.130814077951182,0.555672614905565,XUT_13F-375,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
9218,13,877043,0.0386813030502219,0.131008019026561,0.767969582846546,YMR304W,UBP15,SGDID:S000004920,CDS,CDS,"""Ubiquitin-specific protease involved in protein deubiquitination; forms a complex with AAA peroxins Pex1p and Pex6p; deubiquitinates mono- and polyubiquitinated forms of Pex5p; deubiquitinates Clb5p ; counteracting APC activity ; and facilitating both Clb5p accumulation and S phase entry; physically interacts with anaphase-promoting complex/cyclosome (APC/C) activator ; Cdh1p; catalytic activity regulated by an N-terminal TRAF-like domain and and C-terminal sequences""",Verified ORF
9219,13,877100,0.0274687066648259,0.131190247387492,0.834271833610703,YMR304W,UBP15,SGDID:S000004920,CDS,CDS,"""Ubiquitin-specific protease involved in protein deubiquitination; forms a complex with AAA peroxins Pex1p and Pex6p; deubiquitinates mono- and polyubiquitinated forms of Pex5p; deubiquitinates Clb5p ; counteracting APC activity ; and facilitating both Clb5p accumulation and S phase entry; physically interacts with anaphase-promoting complex/cyclosome (APC/C) activator ; Cdh1p; catalytic activity regulated by an N-terminal TRAF-like domain and and C-terminal sequences""",Verified ORF
