SNP,Chr,Pos,Effect,SE,SNA4_GTR2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
10440,15,358094,-1.31028710398,0.100190928930735,3.83751887121658e-32,YOR014W,RTS1,SGDID:S000005540,CDS,CDS,"""B-type regulatory subunit of protein phosphatase 2A (PP2A); Rts1p and Cdc55p are alternative regulatory subunits for PP2A catalytic subunits ; Pph21p and Pph22p; PP2A-Rts1p protects cohesin when recruited by Sgo1p to the pericentromere; highly enriched at centromeres in the absence of Cdc55p; required for maintenance of septin ring organization during cytokinesis ; for ring disassembly in G1 and for dephosphorylation of septin ; Shs1p; homolog of the mammalian B' subunit of PP2A""",Verified ORF
10443,15,364136,-1.26037592562793,0.102507126663208,3.65152830614485e-29,YOR018W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10444,15,366396,-1.26726059118079,0.102867307555787,2.96890293689507e-29,YOR018W,ROD1,SGDID:S000005544,CDS,CDS,"""Alpha-arrestin involved in ubiquitin-dependent endocytosis; activating dephosphorylation relays glucose signaling to transporter endocytosis; calcineurin dephosphorylation is required for Rsp5p-dependent internalization of agonist-occupied Ste2p ; as part of signal desensitization; recruits Rsp5p to Ste2p via its 2 PPXY motifs; protein abundance increases in response to DNA replication stress; ROD1 has a paralog ; ROG3 ; that arose from the whole genome duplication""",Verified ORF
10445,15,366644,-1.24902724683193,0.102538563748897,9.825439422281599e-29,YOR018W,ROD1,SGDID:S000005544,CDS,CDS,"""Alpha-arrestin involved in ubiquitin-dependent endocytosis; activating dephosphorylation relays glucose signaling to transporter endocytosis; calcineurin dephosphorylation is required for Rsp5p-dependent internalization of agonist-occupied Ste2p ; as part of signal desensitization; recruits Rsp5p to Ste2p via its 2 PPXY motifs; protein abundance increases in response to DNA replication stress; ROD1 has a paralog ; ROG3 ; that arose from the whole genome duplication""",Verified ORF
10446,15,368091,-1.23677053714344,0.104171478608049,1.39137005714845e-27,YOR019W,YOR019W,SGDID:S000005545,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; YOR019W has a paralog ; JIP4 ; that arose from the whole genome duplication""",Verified ORF
10447,15,370822,-1.17628512337383,0.105381906080199,5.55467892668827e-25,YOR020C,HSP10,SGDID:S000005546,CDS,CDS,"""Mitochondrial matrix co-chaperonin; inhibits the ATPase activity of Hsp60p ; a mitochondrial chaperonin; involved in protein folding and sorting in the mitochondria; 10 kD heat shock protein with similarity to E. coli groES""",Verified ORF
10450,15,372209,-1.16426244907739,0.106296320876342,3.1371459659979e-24,YOR020W-A,MCO10,SGDID:S000028526,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial protein of unknown function; conserved in A. gossypii; authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
10451,15,372217,-1.17675116336806,0.107545017782706,3.43614508763188e-24,YOR020W-A,MCO10,SGDID:S000028526,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial protein of unknown function; conserved in A. gossypii; authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
10452,15,372714,-1.16317036792192,0.106780239981363,5.1348283919269006e-24,YOR020W-A,MCO10,SGDID:S000028526,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial protein of unknown function; conserved in A. gossypii; authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
10453,15,372783,-1.13817970360488,0.106107603675507,2.00717770080628e-23,YOR020W-A,MCO10,SGDID:S000028526,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial protein of unknown function; conserved in A. gossypii; authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
10454,15,376289,-1.17925144600152,0.106516775976021,1.18284691669951e-24,YOR023C,AHC1,SGDID:S000005549,CDS,CDS,"""Subunit of the Ada histone acetyltransferase complex; required for structural integrity of the complex; Ahc2p and Ahc1p are unique to the ADA complex and not shared with the related SAGA and SLIK complexes; Ahc2p may tether Ahc1p to the complex""",Verified ORF
10455,15,379384,-1.1499709682621,0.106356914174532,9.960143796272561e-24,YOR025W,HST3,SGDID:S000005551,CDS,CDS,"""Sirtuin ; histone H3 deacetylase; involved along with Hst4p in telomeric silencing ; cell cycle progression ; radiation resistance ; genomic stability and short-chain fatty acid metabolism; member of the Sir2 family of NAD(+)-dependent protein deacetylases""",Verified ORF
10456,15,381987,-1.13544232940708,0.106499132353044,3.41222934549091e-23,YOR027W,STI1,SGDID:S000005553,CDS,CDS,"""Evolutionarily-conserved Hsp90 cochaperone; regulates spatial organization of amyloid-like proteins in the cytosol ; thereby buffering the proteotoxicity caused by amyloid-like proteins; interacts with the Ssa group of the cytosolic Hsp70 chaperones and activates Ssa1p ATPase activity; interacts with Hsp90 chaperones and inhibits their ATPase activity; homolog of mammalian Hop""",Verified ORF
10457,15,382511,-1.1308345698184,0.107773395166342,1.33970144441983e-22,YOR027W,STI1,SGDID:S000005553,CDS,CDS,"""Evolutionarily-conserved Hsp90 cochaperone; regulates spatial organization of amyloid-like proteins in the cytosol ; thereby buffering the proteotoxicity caused by amyloid-like proteins; interacts with the Ssa group of the cytosolic Hsp70 chaperones and activates Ssa1p ATPase activity; interacts with Hsp90 chaperones and inhibits their ATPase activity; homolog of mammalian Hop""",Verified ORF
10458,15,383674,-0.937650308069492,0.112775975946457,2.0234894272618703e-15,YOR028C,CIN5,SGDID:S000005554,CDS,CDS,"""Basic leucine zipper (bZIP) transcription factor of the yAP-1 family; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; mediates pleiotropic drug resistance and salt tolerance; nuclearly localized under oxidative stress and sequestered in the cytoplasm by Lot6p under reducing conditions; CIN5 has a paralog ; YAP6 ; that arose from the whole genome duplication""",Verified ORF
10460,15,385480,-0.937485922647769,0.11226821948821,1.56781834862483e-15,YOR029W,YOR029W,SGDID:S000005555,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YOR029W is not an essential gene""",Uncharacterized ORF
10465,15,389923,-0.94287664056138,0.112062930499438,1.00035614621296e-15,YOR032C,HMS1,SGDID:S000005558,CDS,CDS,"""bHLH protein with similarity to myc-family transcription factors; overexpression confers hyperfilamentous growth and suppresses the pseudohyphal filamentation defect of a diploid mep1 mep2 homozygous null mutant""",Verified ORF
10466,15,390617,-0.923308630715987,0.113224430715305,6.1902248579927605e-15,YOR032C,HMS1,SGDID:S000005558,CDS,CDS,"""bHLH protein with similarity to myc-family transcription factors; overexpression confers hyperfilamentous growth and suppresses the pseudohyphal filamentation defect of a diploid mep1 mep2 homozygous null mutant""",Verified ORF
10467,15,390618,-0.82753232471187,0.11524565488864,4.1365440493290895e-12,YOR032C,HMS1,SGDID:S000005558,CDS,CDS,"""bHLH protein with similarity to myc-family transcription factors; overexpression confers hyperfilamentous growth and suppresses the pseudohyphal filamentation defect of a diploid mep1 mep2 homozygous null mutant""",Verified ORF
10468,15,390621,-0.786601536945014,0.117175380928286,7.622599324247029e-11,YOR032C,HMS1,SGDID:S000005558,CDS,CDS,"""bHLH protein with similarity to myc-family transcription factors; overexpression confers hyperfilamentous growth and suppresses the pseudohyphal filamentation defect of a diploid mep1 mep2 homozygous null mutant""",Verified ORF
10469,15,392113,-0.711568542250528,0.116578999522228,2.72901349842177e-09,YOR032W-A,YOR032W-A,SGDID:S000028710,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; SWAT-GFP and seamless-GFP fusion proteins localize to the endoplasmic reticulum; identified by gene-trapping ; microarray-based expression analysis ; and genome-wide homology searching""",Uncharacterized ORF
10470,15,392353,-0.620039103328425,0.118001016801097,2.57329526866527e-07,YOR032W-A,YOR032W-A,SGDID:S000028710,CDS,CDS,"""Protein of unknown function; SWAT-GFP and seamless-GFP fusion proteins localize to the endoplasmic reticulum; identified by gene-trapping ; microarray-based expression analysis ; and genome-wide homology searching""",Uncharacterized ORF
10471,15,393541,-0.328032511689926,0.12072477680774,0.0069082828521899,YOR033C,EXO1,SGDID:S000005559,CDS,CDS,"""5'-3' exonuclease and flap-endonuclease; involved in recombination ; double-strand break repair ; MMS2 error-free branch of the post replication (PRR) pathway and DNA mismatch repair; role in telomere maintenance; member of the Rad2p nuclease family ; with conserved N and I nuclease domains; relative distribution to the nucleus increases upon DNA replication stress; EXO1 has a paralog ; DIN7 ; that arose from the whole genome duplication""",Verified ORF
10472,15,394456,-0.367626150682201,0.120201252775289,0.0023950060435294,YOR033C,EXO1,SGDID:S000005559,CDS,CDS,"""5'-3' exonuclease and flap-endonuclease; involved in recombination ; double-strand break repair ; MMS2 error-free branch of the post replication (PRR) pathway and DNA mismatch repair; role in telomere maintenance; member of the Rad2p nuclease family ; with conserved N and I nuclease domains; relative distribution to the nucleus increases upon DNA replication stress; EXO1 has a paralog ; DIN7 ; that arose from the whole genome duplication""",Verified ORF
10473,15,397092,-0.275829819271645,0.121918652197231,0.0242795067387331,YOR034C,AKR2,SGDID:S000005560,Close to 3'-UTR,Close to 3'-UTR,"""Ankyrin repeat-containing protein; member of a family of putative palmitoyltransferases containing an Asp-His-His-Cys-cysteine rich (DHHC-CRD) domain; possibly involved in constitutive endocytosis of Ste3p; AKR2 has a paralog ; AKR1 ; that arose from the whole genome duplication""",Verified ORF
10475,15,408490,-0.289500331512457,0.122107261466374,0.0182827300620577,YOR041C,YOR041C,SGDID:S000005567,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 85% of ORF overlaps the uncharacterized gene CUE5; deletion in cyr1 mutant results in loss of stress resistance""",Dubious ORF
10476,15,409351,-0.241691576487024,0.123756307097442,0.0516137467836545,YOR042W,CUE5,SGDID:S000005568,CDS,CDS,"""Ubiquitin-binding protein; functions as ubiquitin-Atg8p adaptor in ubiquitin-dependent autophagy; serves as proteaphagy receptor for inactivated 26S proteasomes; contains CUE domain that binds ubiquitin ; which may facilitate intramolecular monoubiquitination; CUE5 has a paralog ; DON1 ; that arose from the whole genome duplication; human TOLLIP is a functional CUE-domain homolog ; can complement yeast null mutant ; rescuing hypersensitivity of cue5 null mutant cells to Htt-96Q""",Verified ORF
10477,15,411919,-0.255137216474909,0.121819142342642,0.0369375308730655,YOR043W,WHI2,SGDID:S000005569,CDS,CDS,"""Negative regulator of TORC1 in response to limiting leucine; suppresses TORC1 activity with binding partners Psr1p/Psr2p ; acting in parallel with SEACIT; regulates cell cycle arrest in stationary phase; inhibits Ras-cAMP-PKA regulation of apoptosis during nutrient depletion; required with Psr1p for activation of the general stress response; role in rapamycin-induced mitophagy; localizes to the cell periphery; human tumor suppressor and Whi2-like protein KCTD11 functionally complements the null""",Verified ORF
10478,15,412551,-0.24845422315729,0.121271491444119,0.0412261937141468,YOR044W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10480,15,413284,-0.189678348870702,0.121533360201807,0.119488193542518,YOR044W,IRC23,SGDID:S000005570,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion localizes to the ER; null mutant displays increased levels of spontaneous Rad52p foci; IRC23 has a paralog ; BSC2 ; that arose from the whole genome duplication""",Verified ORF
10481,15,414582,-0.199651797737496,0.121662817851965,0.101682747802444,YOR046C,DBP5,SGDID:S000005572,CDS,CDS,"""Cytoplasmic ATP-dependent RNA helicase of the DEAD-box family; involved in mRNA export from the nucleus ; remodeling messenger ribonucleoprotein particles (mRNPs) ; with ATPase activity stimulated by Gle1p ; IP6 and Nup159p; involved in translation termination along with Sup45p (eRF1); role in the cellular response to heat stress""",Verified ORF
10483,15,421830,-0.185097195134292,0.123491086390417,0.134800861881835,YOR048C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10484,15,422359,-0.169146107082652,0.121789862810507,0.165758325322984,SUT366_NFR/NDR,,,Promoter,Promoter,,Promoter
10485,15,422808,-0.159743125312479,0.122172131243362,0.1918853902341,SUT366,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
10486,15,424272,-0.107097615836185,0.128502821739103,0.405167976299013,SUT366,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
10487,15,425338,-0.163022685786189,0.121836708098298,0.181743890988217,YOR051C,ETT1,SGDID:S000005577,CDS,CDS,"""Nuclear protein that inhibits replication of Brome mosaic virus; S. cerevisiae is a model system for studying replication of positive-strand RNA viruses in their natural hosts; deletion increases stop codon readthrough""",Verified ORF
10490,15,427668,-0.174861787876042,0.121939378487155,0.15245578673271,YOR052C,TMC1,SGDID:S000005578,Close to 3'-UTR,Close to 3'-UTR,"""AN1-type zinc finger protein ; effector of proteotoxic stress response; stress-inducible transcriptional target of Rpn4p; induced by nitrogen limitation ; weak acid ; misfolded proteins; short-lived protein ; degraded by proteasome; may protect cells from trivalent metalloid induced proteotoxicity; contains PACE promoter element; ortholog of human AIRAP ; which stimulates proteasome activity in response to arsenic; protein abundance increases under DNA replication stress""",Verified ORF
10495,15,430047,-0.147926872883003,0.121712916229228,0.225035210587012,YOR054C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10496,15,433993,-0.136627374093365,0.122825038228879,0.266734362128934,YOR058C,ASE1,SGDID:S000005584,CDS,CDS,"""Mitotic spindle midzone-localized microtubule bundling protein; microtubule-associated protein (MAP) family member; required for spindle elongation and stabilization; undergoes cell cycle-regulated degradation by anaphase promoting complex; potential Cdc28p substrate; relative distribution to microtubules decreases upon DNA replication stress""",Verified ORF
10498,15,441176,-0.13419324442295,0.122434769715793,0.273809027612672,YOR061W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10500,15,443566,-0.242878395468982,0.122145645587025,0.0475357081854112,YOR062C,YOR062C,SGDID:S000005588,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; similar to Reg1p; expression regulated by glucose and Rgt1p; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; YOR062C has a paralog ; YKR075C ; that arose from the whole genome duplication""",Uncharacterized ORF
10501,15,443890,-0.140772541391643,0.12222166028549,0.25019069845207,YOR062C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10502,15,446521,-0.123906921828683,0.123169345700775,0.315110265179493,YOR064C,YNG1,SGDID:S000005590,CDS,CDS,"""Subunit of the NuA3 histone acetyltransferase complex; this complex acetylates histone H3; contains PHD finger domain that interacts with methylated histone H3; shares significant sequence identity with the human candidate tumor suppressor p33-ING1 in C-terminal region""",Verified ORF
10503,15,446992,-0.16320588119024,0.121709583766113,0.180800451836089,YOR065W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10512,15,449086,-0.178359312747085,0.121973586840053,0.144554690693826,YOR065W,CYT1,SGDID:S000005591,Close to 3'-UTR,Close to 3'-UTR,"""Cytochrome c1; component of the mitochondrial respiratory chain; expression is regulated by the heme-activated ; glucose-repressed Hap2p/3p/4p/5p CCAAT-binding complex""",Verified ORF
10513,15,451421,-0.179237396981572,0.122821244778722,0.14536208149834,YOR066W,MSA1,SGDID:S000005592,Close to 3'-UTR,Close to 3'-UTR,"""Activator of G1-specific transcription factors MBF and SBF; involved in regulation of the timing of G1-specific gene transcription and cell cycle initiation; localization is cell-cycle dependent and regulated by Cdc28p phosphorylation; MSA1 has a paralog ; MSA2 ; that arose from the whole genome duplication""",Verified ORF
10514,15,453019,-0.223963023516227,0.121620398944966,0.066388277650108,YOR067C,ALG8,SGDID:S000005593,CDS,CDS,"""Glucosyl transferase; involved in N-linked glycosylation; adds glucose to the dolichol-linked oligosaccharide precursor prior to transfer to protein during lipid-linked oligosaccharide biosynthesis; similar to Alg6p; human homolog ALG8 can complement yeast null mutant""",Verified ORF
10515,15,459550,-0.197371864047519,0.124272362584636,0.113131824338165,XUT_15F-217,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
10516,15,460514,-0.118236053478667,0.122956122624946,0.336902884193664,YOR071C,NRT1,SGDID:S000005597,CDS,CDS,"""High-affinity nicotinamide riboside transporter; also transports thiamine with low affinity; major transporter for 5-aminoimidazole-4-carboxamide-1-beta-D-ribofuranoside (acadesine) uptake; shares sequence similarity with Thi7p and Thi72p; proposed to be involved in 5-fluorocytosine sensitivity""",Verified ORF
10517,15,460515,-0.099185451265078,0.122879495761551,0.420108283716296,YOR071C,NRT1,SGDID:S000005597,CDS,CDS,"""High-affinity nicotinamide riboside transporter; also transports thiamine with low affinity; major transporter for 5-aminoimidazole-4-carboxamide-1-beta-D-ribofuranoside (acadesine) uptake; shares sequence similarity with Thi7p and Thi72p; proposed to be involved in 5-fluorocytosine sensitivity""",Verified ORF
10518,15,461014,-0.100524011327896,0.122855728189443,0.413778920443381,YOR071C,NRT1,SGDID:S000005597,CDS,CDS,"""High-affinity nicotinamide riboside transporter; also transports thiamine with low affinity; major transporter for 5-aminoimidazole-4-carboxamide-1-beta-D-ribofuranoside (acadesine) uptake; shares sequence similarity with Thi7p and Thi72p; proposed to be involved in 5-fluorocytosine sensitivity""",Verified ORF
10521,15,461760,-0.0708425549978467,0.122584947364964,0.563696156743474,YOR072W,YOR072W,SGDID:S000005598,CDS,CDS,"""Putative protein of unknown function; conserved across S. cerevisiae strains; partially overlaps the dubious gene YOR072W-A; diploid deletion strains are methotrexate ; paraquat and wortmannin sensitive""",Uncharacterized ORF
10522,15,461793,-0.131583078240482,0.122328576839123,0.28281718304571,YOR072W,YOR072W,SGDID:S000005598,CDS,CDS,"""Putative protein of unknown function; conserved across S. cerevisiae strains; partially overlaps the dubious gene YOR072W-A; diploid deletion strains are methotrexate ; paraquat and wortmannin sensitive""",Uncharacterized ORF
10523,15,461814,-0.148540979777007,0.122470066936649,0.225988341150481,YOR072W,YOR072W,SGDID:S000005598,CDS,CDS,"""Putative protein of unknown function; conserved across S. cerevisiae strains; partially overlaps the dubious gene YOR072W-A; diploid deletion strains are methotrexate ; paraquat and wortmannin sensitive""",Uncharacterized ORF
10524,15,462280,-0.162457954667619,0.122694441259165,0.186331302790358,YOR072W,YOR072W,SGDID:S000005598,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved across S. cerevisiae strains; partially overlaps the dubious gene YOR072W-A; diploid deletion strains are methotrexate ; paraquat and wortmannin sensitive""",Uncharacterized ORF
10529,15,465855,-0.0949645683207658,0.122918508238043,0.440287045551214,YOR073W,SGO1,SGDID:S000005599,CDS,CDS,"""Component of the spindle checkpoint; involved in sensing lack of tension on mitotic chromosomes; protects centromeric Rec8p at meiosis I; required for accurate chromosomal segregation at meiosis II and for mitotic chromosome stability; recruits condensin to the pericentric region of chromosomes during meiosis; dissociates from pericentromeres when sister kinetochores are under tension""",Verified ORF
10530,15,466097,-0.0214363239940102,0.122884318115449,0.861617230843753,YOR073W,SGO1,SGDID:S000005599,CDS,CDS,"""Component of the spindle checkpoint; involved in sensing lack of tension on mitotic chromosomes; protects centromeric Rec8p at meiosis I; required for accurate chromosomal segregation at meiosis II and for mitotic chromosome stability; recruits condensin to the pericentric region of chromosomes during meiosis; dissociates from pericentromeres when sister kinetochores are under tension""",Verified ORF
10531,15,466324,-0.0071570599401422,0.123155985489868,0.953690879670503,YOR073W,SGO1,SGDID:S000005599,CDS,CDS,"""Component of the spindle checkpoint; involved in sensing lack of tension on mitotic chromosomes; protects centromeric Rec8p at meiosis I; required for accurate chromosomal segregation at meiosis II and for mitotic chromosome stability; recruits condensin to the pericentric region of chromosomes during meiosis; dissociates from pericentromeres when sister kinetochores are under tension""",Verified ORF
10532,15,466738,-0.013909425618878,0.123631502844972,0.91048526683933,YOR074C,CDC21,SGDID:S000005600,CDS,CDS,"""Thymidylate synthase; required for de novo biosynthesis of pyrimidine deoxyribonucleotides; expression is induced at G1/S; human homolog TYMSOS can complement yeast cdc21 temperature-sensitive mutant at restrictive temperature""",Verified ORF
10533,15,467591,-0.120046266582839,0.123001607457624,0.329746111173887,YOR073W-A,YOR073W-A,SGDID:S000028583,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially/completely overlaps the verified ORF CDC21/YOR074C; identified by RT-PCR""",Dubious ORF
10534,15,467703,-0.0758452965808195,0.12266542763105,0.536769553536633,YOR074C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10535,15,467752,-0.0940050804002889,0.122281812278515,0.44255120467364,YOR074C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10536,15,467792,-0.0738054000015846,0.123215713341279,0.549561482826629,YOR074C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10537,15,467889,-0.0774250867761218,0.123516031578388,0.531167726245506,YOR074C,CDC21,SGDID:S000005600,Close to 3'-UTR,Close to 3'-UTR,"""Thymidylate synthase; required for de novo biosynthesis of pyrimidine deoxyribonucleotides; expression is induced at G1/S; human homolog TYMSOS can complement yeast cdc21 temperature-sensitive mutant at restrictive temperature""",Verified ORF
10539,15,471823,-0.0815802621965751,0.122998995927299,0.507597206999976,YOR077W_NFR/NDR,,,Promoter,Promoter,,Promoter
10540,15,472448,-0.104405639309227,0.123083610046719,0.396873714083931,YOR077W,RTS2,SGDID:S000005603,CDS,CDS,"""Basic zinc-finger protein; similar to human and mouse Kin17 proteins which are chromatin-associated proteins involved in UV response and DNA replication""",Verified ORF
10542,15,474768,-0.0731594328470746,0.12291641836755,0.552093427777957,YOR080W,DIA2,SGDID:S000005606,CDS,CDS,"""Origin-binding F-box protein; forms SCF ubiquitin ligase complex with Skp1p and Cdc53p; functions in ubiquitination of silent chromatin structural protein Sir4p; required to target Cdc6p for destruction during G1 phase; required for deactivation of Rad53 checkpoint kinase ; completion of DNA replication during recovery from DNA damage ; assembly of RSC complex ; RSC-mediated transcription regulation ; and nucleosome positioning; involved in invasive and pseudohyphal growth""",Verified ORF
10543,15,475002,-0.0630187362504657,0.124170414769833,0.612108253908831,YOR080W,DIA2,SGDID:S000005606,CDS,CDS,"""Origin-binding F-box protein; forms SCF ubiquitin ligase complex with Skp1p and Cdc53p; functions in ubiquitination of silent chromatin structural protein Sir4p; required to target Cdc6p for destruction during G1 phase; required for deactivation of Rad53 checkpoint kinase ; completion of DNA replication during recovery from DNA damage ; assembly of RSC complex ; RSC-mediated transcription regulation ; and nucleosome positioning; involved in invasive and pseudohyphal growth""",Verified ORF
10544,15,477403,0.0309988965052949,0.124099416932416,0.802894407945391,YOR081C,TGL5,SGDID:S000005607,CDS,CDS,"""Bifunctional triacylglycerol lipase and LPA acyltransferase; lipid particle-localized triacylglycerol (TAG) lipase involved in triacylglycerol mobilization; catalyzes acylation of lysophosphatidic acid (LPA); potential Cdc28p substrate; TGL5 has a paralog ; TGL4 ; that arose from the whole genome duplication""",Verified ORF
10546,15,477914,0.0368272902426122,0.12296245837193,0.764734626375467,YOR081C,TGL5,SGDID:S000005607,CDS,CDS,"""Bifunctional triacylglycerol lipase and LPA acyltransferase; lipid particle-localized triacylglycerol (TAG) lipase involved in triacylglycerol mobilization; catalyzes acylation of lysophosphatidic acid (LPA); potential Cdc28p substrate; TGL5 has a paralog ; TGL4 ; that arose from the whole genome duplication""",Verified ORF
10547,15,478685,-0.0750055876754522,0.122874887424534,0.541974801335664,YOR081C,TGL5,SGDID:S000005607,CDS,CDS,"""Bifunctional triacylglycerol lipase and LPA acyltransferase; lipid particle-localized triacylglycerol (TAG) lipase involved in triacylglycerol mobilization; catalyzes acylation of lysophosphatidic acid (LPA); potential Cdc28p substrate; TGL5 has a paralog ; TGL4 ; that arose from the whole genome duplication""",Verified ORF
10548,15,479604,-0.107525225900202,0.123947999908335,0.38625595391253,YOR082C,YOR082C,SGDID:S000005608,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene YOR083W""",Dubious ORF
10549,15,483470,-0.092733149817348,0.12349815237529,0.453220952507483,YOR086C,TCB1,SGDID:S000005612,CDS,CDS,"""Lipid-binding ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p ; Scs2p ; Scs22p ; Tcb1p ; Tcb2p ; Tcb3p) that connect ER to plasma membrane and regulate PI4P levels by controlling access of Sac1p phosphatase to its substrate PI4P in PM; contains 3 calcium and lipid binding domains; non-tagged protein also localizes to mitochondria; C-termini of Tcb1p ; Tcb2p and Tcb3p interact; TCB1 has a paralog ; TCB2 ; that arose from the whole genome duplication""",Verified ORF
10550,15,484698,-0.050807240078904,0.123688233911582,0.681491465148656,YOR086C,TCB1,SGDID:S000005612,CDS,CDS,"""Lipid-binding ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p ; Scs2p ; Scs22p ; Tcb1p ; Tcb2p ; Tcb3p) that connect ER to plasma membrane and regulate PI4P levels by controlling access of Sac1p phosphatase to its substrate PI4P in PM; contains 3 calcium and lipid binding domains; non-tagged protein also localizes to mitochondria; C-termini of Tcb1p ; Tcb2p and Tcb3p interact; TCB1 has a paralog ; TCB2 ; that arose from the whole genome duplication""",Verified ORF
10552,15,487554,-0.0485182018303864,0.123813274607157,0.695393753495911,tN(GUU)O2_NFR/NDR,,,Promoter,Promoter,,Promoter
10553,15,488538,-0.0875608195975974,0.125964207160782,0.487434525946023,YOR087W,YVC1,SGDID:S000005613,CDS,CDS,"""Vacuolar cation channel; mediates release of Ca(2+) from the vacuole in response to hyperosmotic shock""",Verified ORF
10557,15,491077,-0.0458278642217247,0.123046508394494,0.709786224527678,YOR089C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10558,15,491585,-0.033965813240366,0.122985463556118,0.782573384887654,XUT_15F-238,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
10559,15,492159,-0.0490781974132039,0.123872998083906,0.692198560110982,XUT_15F-238,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
10560,15,495561,-0.0808584058162666,0.123453879182527,0.512914573364127,YOR092W,ECM3,SGDID:S000005618,CDS,CDS,"""Non-essential protein of unknown function; involved in signal transduction and the genotoxic response; induced rapidly in response to treatment with 8-methoxypsoralen and UVA irradiation; relocalizes from ER to cytoplasm upon DNA replication stress; ECM3 has a paralog ; YNL095C ; that arose from the whole genome duplication""",Verified ORF
10561,15,495702,0.0394883624431381,0.124491040363058,0.75128056572268,YOR092W,ECM3,SGDID:S000005618,CDS,CDS,"""Non-essential protein of unknown function; involved in signal transduction and the genotoxic response; induced rapidly in response to treatment with 8-methoxypsoralen and UVA irradiation; relocalizes from ER to cytoplasm upon DNA replication stress; ECM3 has a paralog ; YNL095C ; that arose from the whole genome duplication""",Verified ORF
10562,15,497661,0.0509333317291355,0.122014062513499,0.676611683553405,YOR093C,CMR2,SGDID:S000005619,CDS,CDS,"""Putative protein of unknown function; deletion causes sensitivity to unfolded protein response-inducing agents""",Uncharacterized ORF
10563,15,498195,0.0590781340181019,0.123186679323816,0.631821522932436,YOR093C,CMR2,SGDID:S000005619,CDS,CDS,"""Putative protein of unknown function; deletion causes sensitivity to unfolded protein response-inducing agents""",Uncharacterized ORF
10564,15,507796,0.0566536315253862,0.124227819651303,0.64863715118337,YOR097C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10565,15,508952,0.0510766271135787,0.121829606126184,0.675291050710681,YOR098C,NUP1,SGDID:S000005624,CDS,CDS,"""FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of thenuclear pore complex (NPC) permeability barrier; possible karyopherin release factor that accelerates release of karyopherin-cargo complexes after transport across NPC; both NUP1 and NUP60 are homologous to human NUP153""",Verified ORF
