SNP,Chr,Pos,Effect,SE,SNA4_GTR2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
10524,15,462280,-0.0858668388441537,0.0968141157558076,0.375723248810552,YOR072W,YOR072W,SGDID:S000005598,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved across S. cerevisiae strains; partially overlaps the dubious gene YOR072W-A; diploid deletion strains are methotrexate ; paraquat and wortmannin sensitive""",Uncharacterized ORF
10529,15,465855,-0.0336912834365884,0.0969239648652132,0.728343797363519,YOR073W,SGO1,SGDID:S000005599,CDS,CDS,"""Component of the spindle checkpoint; involved in sensing lack of tension on mitotic chromosomes; protects centromeric Rec8p at meiosis I; required for accurate chromosomal segregation at meiosis II and for mitotic chromosome stability; recruits condensin to the pericentric region of chromosomes during meiosis; dissociates from pericentromeres when sister kinetochores are under tension""",Verified ORF
10530,15,466097,-0.049397831080551,0.0968002310107112,0.610155371446002,YOR073W,SGO1,SGDID:S000005599,CDS,CDS,"""Component of the spindle checkpoint; involved in sensing lack of tension on mitotic chromosomes; protects centromeric Rec8p at meiosis I; required for accurate chromosomal segregation at meiosis II and for mitotic chromosome stability; recruits condensin to the pericentric region of chromosomes during meiosis; dissociates from pericentromeres when sister kinetochores are under tension""",Verified ORF
10531,15,466324,-0.0530984223714464,0.0970051323478262,0.584465339226964,YOR073W,SGO1,SGDID:S000005599,CDS,CDS,"""Component of the spindle checkpoint; involved in sensing lack of tension on mitotic chromosomes; protects centromeric Rec8p at meiosis I; required for accurate chromosomal segregation at meiosis II and for mitotic chromosome stability; recruits condensin to the pericentric region of chromosomes during meiosis; dissociates from pericentromeres when sister kinetochores are under tension""",Verified ORF
10532,15,466738,-0.0540105705515452,0.0973798560780677,0.579493512622719,YOR074C,CDC21,SGDID:S000005600,CDS,CDS,"""Thymidylate synthase; required for de novo biosynthesis of pyrimidine deoxyribonucleotides; expression is induced at G1/S; human homolog TYMSOS can complement yeast cdc21 temperature-sensitive mutant at restrictive temperature""",Verified ORF
10533,15,467591,-0.0896437975463512,0.096937510190298,0.355723208947096,YOR073W-A,YOR073W-A,SGDID:S000028583,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially/completely overlaps the verified ORF CDC21/YOR074C; identified by RT-PCR""",Dubious ORF
10534,15,467703,-0.111268121251333,0.0965301049955951,0.249822569242545,YOR074C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10535,15,467752,-0.104591926264368,0.0962768052223765,0.27805801045396,YOR074C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10536,15,467792,-0.121914229957041,0.0969252625854043,0.20928941049731,YOR074C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10537,15,467889,-0.132870229458752,0.0971265742344283,0.172178786846163,YOR074C,CDC21,SGDID:S000005600,Close to 3'-UTR,Close to 3'-UTR,"""Thymidylate synthase; required for de novo biosynthesis of pyrimidine deoxyribonucleotides; expression is induced at G1/S; human homolog TYMSOS can complement yeast cdc21 temperature-sensitive mutant at restrictive temperature""",Verified ORF
10539,15,471823,-0.160979047945121,0.0966032759765667,0.0965221338331526,YOR077W_NFR/NDR,,,Promoter,Promoter,,Promoter
10540,15,472448,-0.138719036352168,0.0968064467549508,0.152756439648068,YOR077W,RTS2,SGDID:S000005603,CDS,CDS,"""Basic zinc-finger protein; similar to human and mouse Kin17 proteins which are chromatin-associated proteins involved in UV response and DNA replication""",Verified ORF
10542,15,474768,-0.136661067087156,0.0966322713127236,0.158173292808079,YOR080W,DIA2,SGDID:S000005606,CDS,CDS,"""Origin-binding F-box protein; forms SCF ubiquitin ligase complex with Skp1p and Cdc53p; functions in ubiquitination of silent chromatin structural protein Sir4p; required to target Cdc6p for destruction during G1 phase; required for deactivation of Rad53 checkpoint kinase ; completion of DNA replication during recovery from DNA damage ; assembly of RSC complex ; RSC-mediated transcription regulation ; and nucleosome positioning; involved in invasive and pseudohyphal growth""",Verified ORF
10543,15,475002,-0.155320965753208,0.0975311490484067,0.11216141545198,YOR080W,DIA2,SGDID:S000005606,CDS,CDS,"""Origin-binding F-box protein; forms SCF ubiquitin ligase complex with Skp1p and Cdc53p; functions in ubiquitination of silent chromatin structural protein Sir4p; required to target Cdc6p for destruction during G1 phase; required for deactivation of Rad53 checkpoint kinase ; completion of DNA replication during recovery from DNA damage ; assembly of RSC complex ; RSC-mediated transcription regulation ; and nucleosome positioning; involved in invasive and pseudohyphal growth""",Verified ORF
10544,15,477403,-0.102465949078906,0.0976457036285006,0.294728217222819,YOR081C,TGL5,SGDID:S000005607,CDS,CDS,"""Bifunctional triacylglycerol lipase and LPA acyltransferase; lipid particle-localized triacylglycerol (TAG) lipase involved in triacylglycerol mobilization; catalyzes acylation of lysophosphatidic acid (LPA); potential Cdc28p substrate; TGL5 has a paralog ; TGL4 ; that arose from the whole genome duplication""",Verified ORF
10546,15,477914,-0.0996634982756948,0.0967603472246102,0.303713558630097,YOR081C,TGL5,SGDID:S000005607,CDS,CDS,"""Bifunctional triacylglycerol lipase and LPA acyltransferase; lipid particle-localized triacylglycerol (TAG) lipase involved in triacylglycerol mobilization; catalyzes acylation of lysophosphatidic acid (LPA); potential Cdc28p substrate; TGL5 has a paralog ; TGL4 ; that arose from the whole genome duplication""",Verified ORF
10547,15,478685,-0.0968283770710462,0.0967382326281731,0.317545384012981,YOR081C,TGL5,SGDID:S000005607,CDS,CDS,"""Bifunctional triacylglycerol lipase and LPA acyltransferase; lipid particle-localized triacylglycerol (TAG) lipase involved in triacylglycerol mobilization; catalyzes acylation of lysophosphatidic acid (LPA); potential Cdc28p substrate; TGL5 has a paralog ; TGL4 ; that arose from the whole genome duplication""",Verified ORF
10548,15,479604,-0.158331165172934,0.0974101413389033,0.104968202333677,YOR082C,YOR082C,SGDID:S000005608,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene YOR083W""",Dubious ORF
10549,15,483470,-0.118800583211624,0.0971876634301531,0.222378236798951,YOR086C,TCB1,SGDID:S000005612,CDS,CDS,"""Lipid-binding ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p ; Scs2p ; Scs22p ; Tcb1p ; Tcb2p ; Tcb3p) that connect ER to plasma membrane and regulate PI4P levels by controlling access of Sac1p phosphatase to its substrate PI4P in PM; contains 3 calcium and lipid binding domains; non-tagged protein also localizes to mitochondria; C-termini of Tcb1p ; Tcb2p and Tcb3p interact; TCB1 has a paralog ; TCB2 ; that arose from the whole genome duplication""",Verified ORF
10550,15,484698,-0.121824939268759,0.0972726542964438,0.211250744327102,YOR086C,TCB1,SGDID:S000005612,CDS,CDS,"""Lipid-binding ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p ; Scs2p ; Scs22p ; Tcb1p ; Tcb2p ; Tcb3p) that connect ER to plasma membrane and regulate PI4P levels by controlling access of Sac1p phosphatase to its substrate PI4P in PM; contains 3 calcium and lipid binding domains; non-tagged protein also localizes to mitochondria; C-termini of Tcb1p ; Tcb2p and Tcb3p interact; TCB1 has a paralog ; TCB2 ; that arose from the whole genome duplication""",Verified ORF
10552,15,487554,-0.13879040131232,0.0973049863051347,0.154652804796236,tN(GUU)O2_NFR/NDR,,,Promoter,Promoter,,Promoter
10553,15,488538,-0.146207508354289,0.0990212854654074,0.140694226971283,YOR087W,YVC1,SGDID:S000005613,CDS,CDS,"""Vacuolar cation channel; mediates release of Ca(2+) from the vacuole in response to hyperosmotic shock""",Verified ORF
10557,15,491077,-0.122993663224307,0.0967574118389738,0.204510504171866,YOR089C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10558,15,491585,-0.171058087669621,0.0964933574756976,0.0771333591814906,XUT_15F-238,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
10559,15,492159,-0.168659084320354,0.0972189654314704,0.0836424724617905,XUT_15F-238,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
10560,15,495561,-0.137878807054758,0.0970626326056099,0.156340810864395,YOR092W,ECM3,SGDID:S000005618,CDS,CDS,"""Non-essential protein of unknown function; involved in signal transduction and the genotoxic response; induced rapidly in response to treatment with 8-methoxypsoralen and UVA irradiation; relocalizes from ER to cytoplasm upon DNA replication stress; ECM3 has a paralog ; YNL095C ; that arose from the whole genome duplication""",Verified ORF
10561,15,495702,-0.0570762877871235,0.0980647761166874,0.56092042486332,YOR092W,ECM3,SGDID:S000005618,CDS,CDS,"""Non-essential protein of unknown function; involved in signal transduction and the genotoxic response; induced rapidly in response to treatment with 8-methoxypsoralen and UVA irradiation; relocalizes from ER to cytoplasm upon DNA replication stress; ECM3 has a paralog ; YNL095C ; that arose from the whole genome duplication""",Verified ORF
10562,15,497661,-0.0500422455369316,0.0961328399213262,0.603004485690061,YOR093C,CMR2,SGDID:S000005619,CDS,CDS,"""Putative protein of unknown function; deletion causes sensitivity to unfolded protein response-inducing agents""",Uncharacterized ORF
10563,15,498195,-0.0340440536801879,0.0970847244612233,0.726050097700612,YOR093C,CMR2,SGDID:S000005619,CDS,CDS,"""Putative protein of unknown function; deletion causes sensitivity to unfolded protein response-inducing agents""",Uncharacterized ORF
10564,15,507796,-0.0091982491998057,0.0979180327007252,0.925211500154324,YOR097C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10565,15,508952,-0.0269900966475265,0.0960138041712377,0.778793474058971,YOR098C,NUP1,SGDID:S000005624,CDS,CDS,"""FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of thenuclear pore complex (NPC) permeability barrier; possible karyopherin release factor that accelerates release of karyopherin-cargo complexes after transport across NPC; both NUP1 and NUP60 are homologous to human NUP153""",Verified ORF
10566,15,509182,-0.0679854650595697,0.0967195576306682,0.482573068197437,YOR098C,NUP1,SGDID:S000005624,CDS,CDS,"""FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of thenuclear pore complex (NPC) permeability barrier; possible karyopherin release factor that accelerates release of karyopherin-cargo complexes after transport across NPC; both NUP1 and NUP60 are homologous to human NUP153""",Verified ORF
10567,15,509318,-0.0540111397573032,0.0964789680289307,0.575955269638664,YOR098C,NUP1,SGDID:S000005624,CDS,CDS,"""FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of thenuclear pore complex (NPC) permeability barrier; possible karyopherin release factor that accelerates release of karyopherin-cargo complexes after transport across NPC; both NUP1 and NUP60 are homologous to human NUP153""",Verified ORF
10568,15,510569,-0.0935531963228116,0.0958500669389923,0.329714595955747,YOR098C,NUP1,SGDID:S000005624,CDS,CDS,"""FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of thenuclear pore complex (NPC) permeability barrier; possible karyopherin release factor that accelerates release of karyopherin-cargo complexes after transport across NPC; both NUP1 and NUP60 are homologous to human NUP153""",Verified ORF
10569,15,511379,-0.0140304210135415,0.0962465078537168,0.884181509584303,YOR099W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10570,15,513988,-0.0106959402963608,0.0971937137058804,0.912434116787049,YOR100C,CRC1,SGDID:S000005626,CDS,CDS,"""Mitochondrial inner membrane carnitine transporter; required for carnitine-dependent transport of acetyl-CoA from peroxisomes to mitochondria during fatty acid beta-oxidation; human homolog SLC25A20 complements yeast null mutant""",Verified ORF
10571,15,514714,-0.0545541666045961,0.0961964771521342,0.5709986048959,YOR101W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10573,15,520780,-0.0608912448394442,0.0960423918603479,0.526488929836868,YOR107W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10574,15,521235,-0.0475291997886424,0.0974478020335358,0.626036733061086,YOR107W,RGS2,SGDID:S000005633,Close to 3'-UTR,Close to 3'-UTR,"""Negative regulator of glucose-induced cAMP signaling; directly activates the GTPase activity of the heterotrimeric G protein alpha subunit Gpa2p""",Verified ORF
10575,15,521442,-0.0755649048842796,0.0975806194218043,0.439221883669211,YOR107W,RGS2,SGDID:S000005633,CDS,CDS,"""Negative regulator of glucose-induced cAMP signaling; directly activates the GTPase activity of the heterotrimeric G protein alpha subunit Gpa2p""",Verified ORF
10576,15,523460,-0.091029437640526,0.0966596919786055,0.346963766950914,YOR108W,LEU9,SGDID:S000005634,CDS,CDS,"""Alpha-isopropylmalate synthase II (2-isopropylmalate synthase); catalyzes the first step in the leucine biosynthesis pathway; the minor isozyme ; responsible for the residual alpha-IPMS activity detected in a leu4 null mutant; LEU9 has a paralog ; LEU4 ; that arose from the whole genome duplication""",Verified ORF
10579,15,526003,-0.0980778458575798,0.0959536548225896,0.307415710773662,YOR109W,INP53,SGDID:S000005635,CDS,CDS,"""Polyphosphatidylinositol phosphatase; dephosphorylates multiple phosphatidylinositol phosphates; involved in trans Golgi network-to-early endosome pathway; hyperosmotic stress causes translocation to actin patches; contains Sac1 and 5-ptase domains; INP53 has a paralog ; INP52 ; that arose from the whole genome duplication""",Verified ORF
10580,15,529986,-0.0425135825399082,0.0966797295520894,0.660397230876146,YOR110W,TFC7,SGDID:S000005636,CDS,CDS,"""RNA pol III transcription initiation factor complex (TFIIIC) subunit; part of the TauA globular domain of TFIIIC that binds DNA at the BoxA promoter sites of tRNA and similar genes; TFC7 has a paralog ; YNL108C ; that arose from the whole genome duplication""",Verified ORF
10581,15,530828,-0.0944981720333496,0.0966077492301371,0.328663351003305,YOR111W,YOR111W,SGDID:S000005637,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
10582,15,535075,-0.0872858388505307,0.0965606219769279,0.366639127615556,YOR113W,AZF1,SGDID:S000005639,CDS,CDS,"""Zinc-finger transcription factor; involved in diauxic shift; in the presence of glucose ; activates transcription of genes involved in growth and carbon metabolism; in nonfermentable carbon sources ; activates transcription of genes involved in maintenance of cell wall integrity; relocalizes to the cytosol in response to hypoxia""",Verified ORF
10584,15,537874,-0.0774099604838304,0.0967389483359947,0.424136377339728,YOR114W,DPI34,SGDID:S000005640,CDS,CDS,"""Putative mitochondrial protein of unknown function; null mutant is viable""",Uncharacterized ORF
10586,15,542319,-0.066850536878734,0.0961311998429928,0.487256319431946,YOR116C,RPO31,SGDID:S000005642,CDS,CDS,"""RNA polymerase III largest subunit C160; part of core enzyme; similar to bacterial beta-prime subunit and to RPA190 and RPO21""",Verified ORF
10587,15,544846,-0.0509437639785778,0.0963551761602574,0.597340203061681,YOR117W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10588,15,546198,-0.0509437639785778,0.0963551761602574,0.597340203061681,YOR117W,RPT5,SGDID:S000005643,CDS,CDS,"""ATPase of the 19S regulatory particle of the 26S proteasome; one of six ATPases of the regulatory particle; involved in the degradation of ubiquitinated substrates; recruited to the GAL1-10 promoter region upon induction of transcription; similar to human TBP1""",Verified ORF
10589,15,546237,-0.0509437639785778,0.0963551761602574,0.597340203061681,YOR117W,RPT5,SGDID:S000005643,CDS,CDS,"""ATPase of the 19S regulatory particle of the 26S proteasome; one of six ATPases of the regulatory particle; involved in the degradation of ubiquitinated substrates; recruited to the GAL1-10 promoter region upon induction of transcription; similar to human TBP1""",Verified ORF
10591,15,549104,-0.0569383378603583,0.0964611704057536,0.555385912779742,YOR119C,RIO1,SGDID:S000005645,CDS,CDS,"""Serine kinase involved in cell cycle regulation and rDNA integrity; associated with late pre-40S particles via its conserved C-terminal domain; prevents premature use of pre-40S particles in translation; association with pre-40S particles regulated by its catalytic ATPase site and likely occurs after the release of Rio2p from these particles; involved in cell cycle progression and processing of the 20S pre-rRNA into mature 18S rRNA; phosphorylates Rpa43p in anaphase to remove Pol I from rDNA""",Verified ORF
10593,15,554500,-0.0866424726690496,0.0962058720965592,0.368417989222228,YOR123C,LEO1,SGDID:S000005649,CDS,CDS,"""Component of the Paf1 complex; which associates with RNA polymerase II and is involved in histone methylation; plays a role in regulating Ty1 transposition; involved in transcription elongation as demonstrated by the G-less-based run-on (GLRO) assay""",Verified ORF
10594,15,557431,-0.0673517916753414,0.0965750300792493,0.486009192921513,YOR124C,UBP2,SGDID:S000005650,CDS,CDS,"""Ubiquitin-specific protease; removes ubiquitin from ubiquitinated proteins; controls K63 homeostasis during oxidative stress; deubiquitinates Rsp5p and is required for MVB sorting of membrane proteins; can cleave polyubiquitin and has isopeptidase activity""",Verified ORF
10595,15,558567,-0.0737236814793219,0.0960699304493013,0.4433590697379,YOR124C,UBP2,SGDID:S000005650,CDS,CDS,"""Ubiquitin-specific protease; removes ubiquitin from ubiquitinated proteins; controls K63 homeostasis during oxidative stress; deubiquitinates Rsp5p and is required for MVB sorting of membrane proteins; can cleave polyubiquitin and has isopeptidase activity""",Verified ORF
10596,15,558912,-0.0850985296772366,0.0961549459477053,0.376751194213442,YOR124C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10597,15,560958,-0.0521189736814037,0.0970620000541638,0.591629520331574,YOR126C,IAH1,SGDID:S000005652,Close to 3'-UTR,Close to 3'-UTR,"""Isoamyl acetate-hydrolyzing esterase; required in balance with alcohol acetyltransferase to maintain optimal amounts of isoamyl acetate ; which is particularly important in sake brewing""",Verified ORF
10598,15,561827,-0.0894527657583961,0.096450352884459,0.354327238069961,YOR127W,RGA1,SGDID:S000005653,CDS,CDS,"""GTPase-activating protein for polarity-regulator Cdc42p (RhoGAP); required for proper bud site selection; transiently localizes to previous cell division sites (bud scars; cytokinesis remnants) ; interacting with Nis1p and Nba1p ; to prevent Cdc42p repolarization; implicated in control of septin organization ; pheromone response ; and haploid invasive growth; relocalizes from the bud neck to cytoplasm upon DNA replication stress; contains N-terminal LIM domains and a C-terminal GAP domain""",Verified ORF
10599,15,561893,-0.0723554117638203,0.0967322318072303,0.454960038169424,YOR127W,RGA1,SGDID:S000005653,CDS,CDS,"""GTPase-activating protein for polarity-regulator Cdc42p (RhoGAP); required for proper bud site selection; transiently localizes to previous cell division sites (bud scars; cytokinesis remnants) ; interacting with Nis1p and Nba1p ; to prevent Cdc42p repolarization; implicated in control of septin organization ; pheromone response ; and haploid invasive growth; relocalizes from the bud neck to cytoplasm upon DNA replication stress; contains N-terminal LIM domains and a C-terminal GAP domain""",Verified ORF
10600,15,563572,-0.14893932365941,0.0962418693364656,0.122626152791677,YOR127W,RGA1,SGDID:S000005653,CDS,CDS,"""GTPase-activating protein for polarity-regulator Cdc42p (RhoGAP); required for proper bud site selection; transiently localizes to previous cell division sites (bud scars; cytokinesis remnants) ; interacting with Nis1p and Nba1p ; to prevent Cdc42p repolarization; implicated in control of septin organization ; pheromone response ; and haploid invasive growth; relocalizes from the bud neck to cytoplasm upon DNA replication stress; contains N-terminal LIM domains and a C-terminal GAP domain""",Verified ORF
10601,15,563727,-0.118767185516892,0.0959845444829806,0.216776876350495,YOR127W,RGA1,SGDID:S000005653,CDS,CDS,"""GTPase-activating protein for polarity-regulator Cdc42p (RhoGAP); required for proper bud site selection; transiently localizes to previous cell division sites (bud scars; cytokinesis remnants) ; interacting with Nis1p and Nba1p ; to prevent Cdc42p repolarization; implicated in control of septin organization ; pheromone response ; and haploid invasive growth; relocalizes from the bud neck to cytoplasm upon DNA replication stress; contains N-terminal LIM domains and a C-terminal GAP domain""",Verified ORF
10602,15,566834,-0.111777200712308,0.0960341676978388,0.245237821141866,YOR128C,ADE2,SGDID:S000005654,Close to 3'-UTR,Close to 3'-UTR,"""Phosphoribosylaminoimidazole carboxylase; catalyzes a step in the 'de novo' purine nucleotide biosynthetic pathway; red pigment accumulates in mutant cells deprived of adenine""",Verified ORF
10603,15,568292,-0.0795959679692328,0.0968300715599356,0.411622074289481,YOR129C,AFI1,SGDID:S000005655,CDS,CDS,"""Arf3p polarization-specific docking factor; required for the polarized distribution of the ADP-ribosylation factor ; Arf3p; participates in polarity development and maintenance of a normal haploid budding pattern; interacts with Cnm7p""",Verified ORF
10604,15,571413,-0.0977542784023884,0.0967332673640267,0.312921677063226,SUT370,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
10605,15,572989,-0.122632797653997,0.0962985396770619,0.203691080951463,YOR132W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10607,15,578365,-0.115705368732802,0.0963904524347444,0.230795922601738,YOR133W,EFT1,SGDID:S000005659,Close to 3'-UTR,Close to 3'-UTR,"""Elongation factor 2 (EF-2) ; also encoded by EFT2; catalyzes ribosomal translocation during protein synthesis; contains diphthamide ; the unique posttranslationally modified histidine residue specifically ADP-ribosylated by diphtheria toxin; EFT1 has a paralog ; EFT2 ; that arose from the whole genome duplication""",Verified ORF
10609,15,580357,-0.1260274274001,0.0964084693077394,0.191987616675757,YOR135C,IRC14,SGDID:S000005661,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene YOR136W; null mutant displays increased levels of spontaneous Rad52 foci""",Dubious ORF
10612,15,587077,-0.137296327129584,0.0961549859642518,0.154214831698101,YOR139C,YOR139C,SGDID:S000005665,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified ORF SFL1/YOR140W""",Dubious ORF
10613,15,588514,-0.10837918353705,0.0959237699194092,0.259307840987825,YOR140W,SFL1,SGDID:S000005666,CDS,CDS,"""Transcriptional repressor and activator; involved in repression of flocculation-related genes ; and activation of stress responsive genes; has direct role in INO1 transcriptional memory; negatively regulated by cAMP-dependent protein kinase A subunit Tpk2p; premature stop codon (C1430T ; Q477-stop) in SK1 background is linked to the aggressively invasive phenotype of SK1 relative to BY4741 (S288C)""",Verified ORF
10614,15,588544,-0.131196507114767,0.0982337772848512,0.182555609887708,YOR140W,SFL1,SGDID:S000005666,CDS,CDS,"""Transcriptional repressor and activator; involved in repression of flocculation-related genes ; and activation of stress responsive genes; has direct role in INO1 transcriptional memory; negatively regulated by cAMP-dependent protein kinase A subunit Tpk2p; premature stop codon (C1430T ; Q477-stop) in SK1 background is linked to the aggressively invasive phenotype of SK1 relative to BY4741 (S288C)""",Verified ORF
10615,15,588953,-0.134334406387051,0.0962036351248336,0.163485091230077,YOR140W,SFL1,SGDID:S000005666,CDS,CDS,"""Transcriptional repressor and activator; involved in repression of flocculation-related genes ; and activation of stress responsive genes; has direct role in INO1 transcriptional memory; negatively regulated by cAMP-dependent protein kinase A subunit Tpk2p; premature stop codon (C1430T ; Q477-stop) in SK1 background is linked to the aggressively invasive phenotype of SK1 relative to BY4741 (S288C)""",Verified ORF
10616,15,589040,-0.0586689302396087,0.0983898193403742,0.55136324652344,YOR140W,SFL1,SGDID:S000005666,CDS,CDS,"""Transcriptional repressor and activator; involved in repression of flocculation-related genes ; and activation of stress responsive genes; has direct role in INO1 transcriptional memory; negatively regulated by cAMP-dependent protein kinase A subunit Tpk2p; premature stop codon (C1430T ; Q477-stop) in SK1 background is linked to the aggressively invasive phenotype of SK1 relative to BY4741 (S288C)""",Verified ORF
10617,15,589277,-0.063744760573322,0.0961098642396883,0.507604044538164,YOR140W,SFL1,SGDID:S000005666,CDS,CDS,"""Transcriptional repressor and activator; involved in repression of flocculation-related genes ; and activation of stress responsive genes; has direct role in INO1 transcriptional memory; negatively regulated by cAMP-dependent protein kinase A subunit Tpk2p; premature stop codon (C1430T ; Q477-stop) in SK1 background is linked to the aggressively invasive phenotype of SK1 relative to BY4741 (S288C)""",Verified ORF
10620,15,591247,-0.0848611019264349,0.0982527962601608,0.38833827794813,YOR141C,ARP8,SGDID:S000005667,CDS,CDS,"""Nuclear actin-related protein involved in chromatin remodeling; component of chromatin-remodeling enzyme complexes; has mRNA binding activity""",Verified ORF
10621,15,593982,-0.102375619997992,0.0972697777705998,0.293293995640783,YOR142W,LSC1,SGDID:S000005668,CDS,CDS,"""Alpha subunit of succinyl-CoA ligase; succinyl-CoA ligase is a mitochondrial enzyme of the TCA cycle that catalyzes the nucleotide-dependent conversion of succinyl-CoA to succinate; phosphorylated""",Verified ORF
10622,15,594139,0.004139626209828,0.0963984100675052,0.965771339513246,YOR142W,LSC1,SGDID:S000005668,Close to 3'-UTR,Close to 3'-UTR,"""Alpha subunit of succinyl-CoA ligase; succinyl-CoA ligase is a mitochondrial enzyme of the TCA cycle that catalyzes the nucleotide-dependent conversion of succinyl-CoA to succinate; phosphorylated""",Verified ORF
10628,15,602954,-0.0099859069728151,0.0963148659050739,0.917482327823588,YOR144C,ELG1,SGDID:S000005670,CDS,CDS,"""Subunit of an alternative replication factor C complex; important for DNA replication and genome integrity; suppresses spontaneous DNA damage; involved in homologous recombination-mediated repair and telomere homeostasis; required for PCNA (Pol30p) unloading during DNA replication""",Verified ORF
10631,15,608367,-0.0073914382729534,0.0962174660244594,0.938810157478865,YOR147W,MDM32,SGDID:S000005673,CDS,CDS,"""Mitochondrial inner membrane protein with similarity to Mdm31p; required for normal mitochondrial morphology and inheritance; interacts genetically with MMM1 ; MDM10 ; MDM12 ; and MDM34; variation between SK1 and S288C at residues 182 and 262 impacts invasive growth and mitochondrial network structure""",Verified ORF
10633,15,615079,0.0067444561680043,0.0967055395134496,0.944438351193698,YOR151C,RPB2,SGDID:S000005677,CDS,CDS,"""RNA polymerase II second largest subunit B150; part of central core; similar to bacterial beta subunit""",Verified ORF
10634,15,615367,-0.0234112998403041,0.0961419574929326,0.807753626493491,YOR151C,RPB2,SGDID:S000005677,CDS,CDS,"""RNA polymerase II second largest subunit B150; part of central core; similar to bacterial beta subunit""",Verified ORF
10638,15,618996,-0.0070878111862559,0.0959906309050539,0.941180656761199,SUT372,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
10639,15,619443,0.0399935763327201,0.0962235837898933,0.677932030992105,SUT372,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
10640,15,619880,-0.0273742376182119,0.0962292598695051,0.77621781805379,YOR153W,PDR5,SGDID:S000005679,CDS,CDS,"""Plasma membrane ATP-binding cassette (ABC) transporter; multidrug transporter actively regulated by Pdr1p; also involved in steroid transport ; cation resistance ; and cellular detoxification during exponential growth; PDR5 has a paralog ; PDR15 ; that arose from the whole genome duplication""",Verified ORF
10641,15,623130,0.0024449976508155,0.0969218400738075,0.979888563480081,YOR153W,PDR5,SGDID:S000005679,CDS,CDS,"""Plasma membrane ATP-binding cassette (ABC) transporter; multidrug transporter actively regulated by Pdr1p; also involved in steroid transport ; cation resistance ; and cellular detoxification during exponential growth; PDR5 has a paralog ; PDR15 ; that arose from the whole genome duplication""",Verified ORF
10642,15,625082,0.0244615457710236,0.097144436268666,0.80133760295189,YOR154W,SLP1,SGDID:S000005680,CDS,CDS,"""Glycosylated integral ER membrane protein of unknown function; forms an ER-membrane associated protein complex with Emp65p; member of the SUN-like family of proteins; genetic interactions suggest a role in folding of ER membrane proteins; required for nuclear envelope localization of Mps3p""",Verified ORF
10643,15,628108,0.0128153691452279,0.0981601847367795,0.896201176591281,YOR155C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10644,15,628209,0.0165869493892697,0.0971968486851161,0.864594265128894,YOR155C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10645,15,628770,0.0301740824705234,0.0986227539082106,0.759819590734894,YOR156C,NFI1,SGDID:S000005682,CDS,CDS,"""SUMO E3 ligase; catalyzes sumoylation of Yku70p/80p and Sir4p promoting telomere anchoring to the nuclear envelope and regulating telomerase activity; DNA-bound form catalyzes a DNA-damaged triggered sumoylation wave resulting in multisite modification of several DNA repair proteins ; enhancing interactions between these proteins and accelerating repair; sumoylates Cse4p ; a prerequisite for STUbL-mediated Ub-dependent degradation; role in telomere length maintenance""",Verified ORF
