SNP,Chr,Pos,Effect,SE,SNA4_VAC8_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
9946,14,752223,0.016721817686566,0.126839755522826,0.895190543061505,YNR065C,YNR065C,SGDID:S000005348,CDS,CDS,"""Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene""",Uncharacterized ORF
9947,14,752316,0.0282286097944976,0.128845682037223,0.826707713511044,YNR065C,YNR065C,SGDID:S000005348,CDS,CDS,"""Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene""",Uncharacterized ORF
9956,14,753367,-0.0308377453000293,0.126762178823985,0.807935652846212,YNR065C,YNR065C,SGDID:S000005348,CDS,CDS,"""Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene""",Uncharacterized ORF
9957,14,753727,0.0517889821855436,0.126561545763253,0.682641072732937,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9958,14,754078,-0.0369241422632665,0.128527289620213,0.774061603776812,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9959,14,754144,-0.031800139503658,0.126434987668661,0.80156327803893,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9960,14,754226,-0.038488624170085,0.126842602387574,0.761736298263068,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9961,14,754366,0.0366912736275069,0.126252365517919,0.771513768403974,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9962,14,754394,0.0033890671017869,0.126348631117189,0.978615953416673,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9963,14,754526,0.0032237139448789,0.127057768381824,0.979772554618749,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9964,14,754562,-0.0227026367059835,0.12819735418227,0.859538237217868,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9965,14,754579,-0.0320159485092215,0.128128797173985,0.802830781475243,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9966,14,754581,-0.0483778759993157,0.12771677832535,0.705071316844632,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9967,14,754585,-0.0435521859930669,0.127746626114274,0.733361877147927,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9968,14,754592,-0.039108549777782,0.128473651361751,0.760995603871262,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9969,14,754593,-0.039108549777782,0.128473651361751,0.760995603871262,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9970,14,754614,0.0027434511233704,0.126807234841993,0.982751485099623,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9971,14,754622,0.0027434511233704,0.126807234841993,0.982751485099623,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9972,14,754631,0.0049904816549475,0.126851748535035,0.968640714414073,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9973,14,755761,-0.0337504743436731,0.125964897388478,0.788905419610113,YNR067C,DSE4,SGDID:S000005350,CDS,CDS,"""Daughter cell-specific secreted protein with similarity to glucanases; degrades cell wall from the daughter side causing daughter to separate from mother""",Verified ORF
9974,14,757948,-0.0452234745934903,0.126265588507847,0.720436524469768,YNR067C,DSE4,SGDID:S000005350,CDS,CDS,"""Daughter cell-specific secreted protein with similarity to glucanases; degrades cell wall from the daughter side causing daughter to separate from mother""",Verified ORF
9975,14,758123,-0.0210889903578316,0.126134332483089,0.867312599717768,YNR067C,DSE4,SGDID:S000005350,CDS,CDS,"""Daughter cell-specific secreted protein with similarity to glucanases; degrades cell wall from the daughter side causing daughter to separate from mother""",Verified ORF
9976,14,758326,-0.0704783891877321,0.126083537135092,0.576528649245746,YNR067C,DSE4,SGDID:S000005350,CDS,CDS,"""Daughter cell-specific secreted protein with similarity to glucanases; degrades cell wall from the daughter side causing daughter to separate from mother""",Verified ORF
9977,14,758808,-0.0610881300403652,0.12630691811995,0.628935342513828,YNR067C,DSE4,SGDID:S000005350,CDS,CDS,"""Daughter cell-specific secreted protein with similarity to glucanases; degrades cell wall from the daughter side causing daughter to separate from mother""",Verified ORF
9978,14,761390,-0.0924803695062843,0.126711750631737,0.465966887695712,YNR069C,BSC5,SGDID:S000005352,CDS,CDS,"""Protein of unknown function; shows homology with N-terminal end of Bul1p; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression; readthrough expression includes YNR068C and the locus for this readthrough is termed BUL3; Bul3p is involved in ubiquitin-mediated sorting of plasma membrane proteins; readthrough and shortened forms of Bul3p interact with Rsp5p differently in vitro""",Verified ORF
9979,14,761620,-0.0693698553933356,0.12643674505468,0.583590679495649,YNR069C,BSC5,SGDID:S000005352,CDS,CDS,"""Protein of unknown function; shows homology with N-terminal end of Bul1p; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression; readthrough expression includes YNR068C and the locus for this readthrough is termed BUL3; Bul3p is involved in ubiquitin-mediated sorting of plasma membrane proteins; readthrough and shortened forms of Bul3p interact with Rsp5p differently in vitro""",Verified ORF
9980,14,763023,-0.0769646570302203,0.126065792732185,0.541915670144965,YNR069C,BSC5,SGDID:S000005352,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; shows homology with N-terminal end of Bul1p; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression; readthrough expression includes YNR068C and the locus for this readthrough is termed BUL3; Bul3p is involved in ubiquitin-mediated sorting of plasma membrane proteins; readthrough and shortened forms of Bul3p interact with Rsp5p differently in vitro""",Verified ORF
9981,14,763473,-0.0451706692641221,0.125670889323217,0.719483700857972,YNR069C,BSC5,SGDID:S000005352,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; shows homology with N-terminal end of Bul1p; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression; readthrough expression includes YNR068C and the locus for this readthrough is termed BUL3; Bul3p is involved in ubiquitin-mediated sorting of plasma membrane proteins; readthrough and shortened forms of Bul3p interact with Rsp5p differently in vitro""",Verified ORF
9985,14,766311,-0.0148423582125655,0.126025046306313,0.906314441143741,YNR070W,PDR18,SGDID:S000005353,CDS,CDS,"""Putative transporter of the ATP-binding cassette (ABC) family; role in plasma membrane sterol incorporation; implicated in pleiotropic drug resistance; provides resistance to ethanol stress and contributes to a decreased intracellular accumulation of ethanol; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
9986,14,766388,0.0181501118686045,0.126023819747049,0.885565849590543,YNR070W,PDR18,SGDID:S000005353,CDS,CDS,"""Putative transporter of the ATP-binding cassette (ABC) family; role in plasma membrane sterol incorporation; implicated in pleiotropic drug resistance; provides resistance to ethanol stress and contributes to a decreased intracellular accumulation of ethanol; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
9987,14,766459,-0.0029741810578575,0.127072090156227,0.98134007238764,YNR070W,PDR18,SGDID:S000005353,CDS,CDS,"""Putative transporter of the ATP-binding cassette (ABC) family; role in plasma membrane sterol incorporation; implicated in pleiotropic drug resistance; provides resistance to ethanol stress and contributes to a decreased intracellular accumulation of ethanol; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
9988,14,766573,-0.0108462787033188,0.12602620005608,0.931464588707405,YNR070W,PDR18,SGDID:S000005353,CDS,CDS,"""Putative transporter of the ATP-binding cassette (ABC) family; role in plasma membrane sterol incorporation; implicated in pleiotropic drug resistance; provides resistance to ethanol stress and contributes to a decreased intracellular accumulation of ethanol; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
9989,14,766895,-0.0177794745497507,0.127571367207439,0.889238166229214,YNR070W,PDR18,SGDID:S000005353,CDS,CDS,"""Putative transporter of the ATP-binding cassette (ABC) family; role in plasma membrane sterol incorporation; implicated in pleiotropic drug resistance; provides resistance to ethanol stress and contributes to a decreased intracellular accumulation of ethanol; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
9990,14,768611,-0.0278160566029458,0.12619967062344,0.825676888200665,YNR070W,PDR18,SGDID:S000005353,CDS,CDS,"""Putative transporter of the ATP-binding cassette (ABC) family; role in plasma membrane sterol incorporation; implicated in pleiotropic drug resistance; provides resistance to ethanol stress and contributes to a decreased intracellular accumulation of ethanol; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
9991,14,771372,-0.0701943161922318,0.126076986494638,0.578045875317987,YNR071C,YNR071C,SGDID:S000005354,CDS,CDS,"""Putative aldose 1-epimerase""",Uncharacterized ORF
9992,14,772188,-0.0763119745242403,0.126835835568418,0.547787073219677,YNR072W_NFR/NDR,,,Promoter,Promoter,,Promoter
9993,14,772497,-0.0975255644663214,0.126101565150526,0.439809776977496,YNR072W_NFR/NDR,,,Promoter,Promoter,,Promoter
9997,14,776956,-0.0586208254442612,0.128802807907645,0.649302184858995,YNR073C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9998,14,778347,-0.0532896169643074,0.126662990876603,0.674215778696987,YNR074C,AIF1,SGDID:S000005357,CDS,CDS,"""Mitochondrial cell death effector; translocates to the nucleus in response to apoptotic stimuli; triggers apoptosis in cells lacking HXK2; homolog of mammalian Apoptosis-Inducing Factor ; putative reductase""",Verified ORF
10000,14,779825,-0.0585108389355549,0.126707150930649,0.644523478720835,YNR075W,COS10,SGDID:S000005358,Close to 3'-UTR,Close to 3'-UTR,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
10001,14,780322,-0.0866961844639821,0.128947008503706,0.501807335414481,YNR075W,COS10,SGDID:S000005358,CDS,CDS,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
10011,15,2614,0.052630257556465,0.127472808953332,0.679949311127625,YOL165C,AAD15,SGDID:S000005525,Close to 3'-UTR,Close to 3'-UTR,"""Putative aryl-alcohol dehydrogenase; similar to P. chrysosporium aryl-alcohol dehydrogenase; mutational analysis has not yet revealed a physiological role; AAD15 has a paralog ; AAD3 ; that arose from a segmental duplication; members of the AAD gene family comprise three pairs (AAD3 + AAD15 ; AAD6/AAD16 + AAD4 ; AAD10 + AAD14) whose two genes are more related to one another than to other members of the family""",Verified ORF
10012,15,2663,-0.363859167576233,0.147170950072915,0.0138931858538726,YOL165C,AAD15,SGDID:S000005525,Close to 3'-UTR,Close to 3'-UTR,"""Putative aryl-alcohol dehydrogenase; similar to P. chrysosporium aryl-alcohol dehydrogenase; mutational analysis has not yet revealed a physiological role; AAD15 has a paralog ; AAD3 ; that arose from a segmental duplication; members of the AAD gene family comprise three pairs (AAD3 + AAD15 ; AAD6/AAD16 + AAD4 ; AAD10 + AAD14) whose two genes are more related to one another than to other members of the family""",Verified ORF
10013,15,3070,-0.164829625541264,0.162827959940172,0.312091265559552,YOLCdelta1,YOLCdelta1,SGDID:S000007148,Other features,LTR,"""Ty1 LTR""",reverse complement
10014,15,3372,0.0832205418673837,0.130227818346474,0.523212557473843,YOL164W-A,YOL164W-A,SGDID:S000028580,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; identified by fungal homology and RT-PCR""",Uncharacterized ORF
10019,15,8479,-0.022729597956367,0.128235139280721,0.859414174695694,YOL164W,BDS1,SGDID:S000005524,Close to 3'-UTR,Close to 3'-UTR,"""Bacterially-derived sulfatase; required for use of alkyl- and aryl-sulfates as sulfur sources""",Verified ORF
10020,15,8599,0.0877087265280936,0.127208900212574,0.490970602838614,YOL164W,BDS1,SGDID:S000005524,Close to 3'-UTR,Close to 3'-UTR,"""Bacterially-derived sulfatase; required for use of alkyl- and aryl-sulfates as sulfur sources""",Verified ORF
10021,15,10191,0.00319369799357,0.15146160964001,0.983189079550822,YOL162W,YOL162W,SGDID:S000005522,CDS,CDS,"""Putative protein of unknown function; proposed to be an inactive evolutionary remnant that along with neighboring gene YOL163W may have constituted a second sulfonate transporter and SOA1 paralog that is intact in S. uvarum ; S. eubayanus and S. arboricola and named SOA2; member of the Dal5p subfamily of the major facilitator family""",Uncharacterized ORF
10022,15,12233,0.0728650498842849,0.132844389932259,0.583695856788527,YOL161C,PAU20,SGDID:S000005521,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the vacuole; expression induced by low temperature and also by anaerobic conditions; induced during alcoholic fermentation""",Verified ORF
10023,15,12745,0.06813158918315,0.128483746768841,0.596255375215829,YOL161C,PAU20,SGDID:S000005521,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the vacuole; expression induced by low temperature and also by anaerobic conditions; induced during alcoholic fermentation""",Verified ORF
10024,15,14707,0.0265590981990423,0.126829918844175,0.834251168910447,YOL160W,YOL160W,SGDID:S000005520,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved across S. cerevisiae strains""",Uncharacterized ORF
10025,15,14837,0.0677516328050628,0.126354612868592,0.592156469948433,YOL160W,YOL160W,SGDID:S000005520,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved across S. cerevisiae strains""",Uncharacterized ORF
10026,15,15033,0.0381777034538527,0.125892657361609,0.761873420366378,YOL160W,YOL160W,SGDID:S000005520,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved across S. cerevisiae strains""",Uncharacterized ORF
10027,15,15458,0.0578430707308914,0.125855502667533,0.646086950966113,YOL159C-A,YOL159C-A,SGDID:S000007627,CDS,CDS,"""Protein of unknown function; overexpression affects endocytic protein trafficking; identified by sequence comparison with hemiascomycetous yeast species""",Verified ORF
10028,15,15768,0.0327209490907644,0.126612937723816,0.796223439957068,SUT348,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
10029,15,16660,0.0371105341633434,0.125708049054786,0.76800543337562,XUT_15F-6,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
10030,15,18025,0.046779250698308,0.126260972941039,0.71123478591398,YOL159C,CSS3,SGDID:S000005519,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function ; secreted when constitutively expressed; SWAT-GFP ; seamless-GFP and mCherry fusion proteins localize to the cell periphery ; SWAT-GFP fusion also localizes to the extracellular region ; and mCherry fusion also localizes to the vacuole; deletion mutants are viable and have elevated levels of Ty1 retrotransposition and Ty1 cDNA""",Verified ORF
10033,15,18776,0.0063439723298321,0.12865944833725,0.960701531126124,YOL159C,CSS3,SGDID:S000005519,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function ; secreted when constitutively expressed; SWAT-GFP ; seamless-GFP and mCherry fusion proteins localize to the cell periphery ; SWAT-GFP fusion also localizes to the extracellular region ; and mCherry fusion also localizes to the vacuole; deletion mutants are viable and have elevated levels of Ty1 retrotransposition and Ty1 cDNA""",Verified ORF
10034,15,19898,0.0262607986921115,0.126414430549654,0.835555082808071,YOL158C,ENB1,SGDID:S000005518,CDS,CDS,"""Ferric enterobactin transmembrane transporter; expressed under conditions of iron deprivation; member of the major facilitator superfamily; expression is regulated by Rcs1p and affected by chloroquine treatment""",Verified ORF
10035,15,22262,0.0261039456315672,0.126830186536598,0.837051661794287,YOL158C,ENB1,SGDID:S000005518,Close to 3'-UTR,Close to 3'-UTR,"""Ferric enterobactin transmembrane transporter; expressed under conditions of iron deprivation; member of the major facilitator superfamily; expression is regulated by Rcs1p and affected by chloroquine treatment""",Verified ORF
10036,15,22403,0.025779483000621,0.126661998088827,0.838838281631765,YOL157C,IMA2,SGDID:S000005517,Close to 3'-UTR,Close to 3'-UTR,"""Isomaltase (alpha-1,6-glucosidase/alpha-methylglucosidase); preferred specificity for isomaltose ; alpha-methylglucoside ; and palatinose ; but also exhibits alpha-1,2 glucosidase activity on sucrose and kojibiose ; and can cleave the 1,3-alpha linkage of nigerose and turanose and the alpha-1,5 linkage of leucrose in vitro; not required for isomaltose utilization ; but Ima2p overexpression allows the ima1 null mutant to grow on isomaltose""",Verified ORF
10037,15,23392,0.0107206319118724,0.125979400579737,0.932231490343582,YOL157C,IMA2,SGDID:S000005517,CDS,CDS,"""Isomaltase (alpha-1,6-glucosidase/alpha-methylglucosidase); preferred specificity for isomaltose ; alpha-methylglucoside ; and palatinose ; but also exhibits alpha-1,2 glucosidase activity on sucrose and kojibiose ; and can cleave the 1,3-alpha linkage of nigerose and turanose and the alpha-1,5 linkage of leucrose in vitro; not required for isomaltose utilization ; but Ima2p overexpression allows the ima1 null mutant to grow on isomaltose""",Verified ORF
10045,15,24813,0.0439245351225397,0.128219533917013,0.732123697304706,YOL156W_NFR/NDR,,,Promoter,Promoter,,Promoter
10052,15,26089,0.0087894636850959,0.125892283107097,0.944378583295515,YOL156W,HXT11,SGDID:S000005516,CDS,CDS,"""Hexose transporter; capable of transporting a broad range of substrates including: glucose ; fructose ; mannose and galactose; polyol transporter that supports the growth on and uptake of xylitol with low affinity when overexpressed in a strain deleted for hexose family members; nearly identical in sequence to Hxt9p; has similarity to major facilitator superfamily (MFS) transporters; involved in pleiotropic drug resistance""",Verified ORF
10054,15,28864,0.064821129059714,0.126071141817875,0.607459685029695,YOL155C,HPF1,SGDID:S000005515,CDS,CDS,"""Haze-protective mannoprotein; reduces particle size of aggregated proteins in white wines ; thereby decreasing turbidity; intragenic repeat expansion controls chronological aging; expansion of intragenic tandem repeats within N-terminus sufficient to cause pronounced life span shortening; repeat expansion shifts cells from sedentary to buoyant ; thereby increasing exposure to oxygen ; altering methionine ; lipid ; and purine metabolism""",Verified ORF
10057,15,29736,-0.0007727143422002,0.125709705097847,0.995099054072842,YOL155C,HPF1,SGDID:S000005515,CDS,CDS,"""Haze-protective mannoprotein; reduces particle size of aggregated proteins in white wines ; thereby decreasing turbidity; intragenic repeat expansion controls chronological aging; expansion of intragenic tandem repeats within N-terminus sufficient to cause pronounced life span shortening; repeat expansion shifts cells from sedentary to buoyant ; thereby increasing exposure to oxygen ; altering methionine ; lipid ; and purine metabolism""",Verified ORF
10058,15,29944,0.0620179456860691,0.125865779123998,0.6225091521248,YOL155C,HPF1,SGDID:S000005515,CDS,CDS,"""Haze-protective mannoprotein; reduces particle size of aggregated proteins in white wines ; thereby decreasing turbidity; intragenic repeat expansion controls chronological aging; expansion of intragenic tandem repeats within N-terminus sufficient to cause pronounced life span shortening; repeat expansion shifts cells from sedentary to buoyant ; thereby increasing exposure to oxygen ; altering methionine ; lipid ; and purine metabolism""",Verified ORF
10059,15,30305,0.108250678952041,0.125797068481007,0.390087475324768,YOL155C,HPF1,SGDID:S000005515,CDS,CDS,"""Haze-protective mannoprotein; reduces particle size of aggregated proteins in white wines ; thereby decreasing turbidity; intragenic repeat expansion controls chronological aging; expansion of intragenic tandem repeats within N-terminus sufficient to cause pronounced life span shortening; repeat expansion shifts cells from sedentary to buoyant ; thereby increasing exposure to oxygen ; altering methionine ; lipid ; and purine metabolism""",Verified ORF
10060,15,30308,0.0536831148759923,0.125980173414322,0.67027755698428,YOL155C,HPF1,SGDID:S000005515,CDS,CDS,"""Haze-protective mannoprotein; reduces particle size of aggregated proteins in white wines ; thereby decreasing turbidity; intragenic repeat expansion controls chronological aging; expansion of intragenic tandem repeats within N-terminus sufficient to cause pronounced life span shortening; repeat expansion shifts cells from sedentary to buoyant ; thereby increasing exposure to oxygen ; altering methionine ; lipid ; and purine metabolism""",Verified ORF
10062,15,30790,0.111997224128731,0.126626485268691,0.377045013460063,YOL155C,HPF1,SGDID:S000005515,CDS,CDS,"""Haze-protective mannoprotein; reduces particle size of aggregated proteins in white wines ; thereby decreasing turbidity; intragenic repeat expansion controls chronological aging; expansion of intragenic tandem repeats within N-terminus sufficient to cause pronounced life span shortening; repeat expansion shifts cells from sedentary to buoyant ; thereby increasing exposure to oxygen ; altering methionine ; lipid ; and purine metabolism""",Verified ORF
10066,15,31471,0.111997224128731,0.126626485268691,0.377045013460063,YOL155C,HPF1,SGDID:S000005515,CDS,CDS,"""Haze-protective mannoprotein; reduces particle size of aggregated proteins in white wines ; thereby decreasing turbidity; intragenic repeat expansion controls chronological aging; expansion of intragenic tandem repeats within N-terminus sufficient to cause pronounced life span shortening; repeat expansion shifts cells from sedentary to buoyant ; thereby increasing exposure to oxygen ; altering methionine ; lipid ; and purine metabolism""",Verified ORF
10067,15,31707,0.112046737393547,0.126667008550745,0.376986855939008,YOL155C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10068,15,31759,0.0258306013772074,0.125725947565282,0.837337707929826,YOL155C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10069,15,31817,0.0414129876385964,0.125674556318228,0.74195386461311,YOL155C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10070,15,31883,0.100921825311917,0.12627073983803,0.424683210062193,YOL155C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10071,15,31939,0.0762982984142566,0.128655257234863,0.553531088269481,YOL155C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10072,15,32031,0.102511134676417,0.126421369312713,0.417987414940264,YOL155C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10073,15,32291,0.0650916444581797,0.127637623381386,0.610389610532037,YOL155C,HPF1,SGDID:S000005515,Close to 3'-UTR,Close to 3'-UTR,"""Haze-protective mannoprotein; reduces particle size of aggregated proteins in white wines ; thereby decreasing turbidity; intragenic repeat expansion controls chronological aging; expansion of intragenic tandem repeats within N-terminus sufficient to cause pronounced life span shortening; repeat expansion shifts cells from sedentary to buoyant ; thereby increasing exposure to oxygen ; altering methionine ; lipid ; and purine metabolism""",Verified ORF
10077,15,32583,0.0215616196553662,0.128072158293634,0.866400232368793,YOL155C,HPF1,SGDID:S000005515,Close to 3'-UTR,Close to 3'-UTR,"""Haze-protective mannoprotein; reduces particle size of aggregated proteins in white wines ; thereby decreasing turbidity; intragenic repeat expansion controls chronological aging; expansion of intragenic tandem repeats within N-terminus sufficient to cause pronounced life span shortening; repeat expansion shifts cells from sedentary to buoyant ; thereby increasing exposure to oxygen ; altering methionine ; lipid ; and purine metabolism""",Verified ORF
10078,15,32872,0.0270407749580298,0.126070181322595,0.83028892731289,O:31607-34657,,,Intergenic region,Intergenic region,between YOL155C and YOL154W,Intergenic region
10079,15,33670,0.0193346384399251,0.126281326528543,0.878400856997647,YOL154W,ZPS1,SGDID:S000005514,Close to 3'-UTR,Close to 3'-UTR,"""Putative GPI-anchored protein; transcription is induced under low-zinc conditions ; as mediated by the Zap1p transcription factor ; and at alkaline pH""",Verified ORF
10080,15,33671,0.0262641141882035,0.126277782349939,0.835359204200611,YOL154W,ZPS1,SGDID:S000005514,Close to 3'-UTR,Close to 3'-UTR,"""Putative GPI-anchored protein; transcription is induced under low-zinc conditions ; as mediated by the Zap1p transcription factor ; and at alkaline pH""",Verified ORF
10081,15,34444,0.0342705297800781,0.125915731308901,0.785650154916751,YOL154W,ZPS1,SGDID:S000005514,Close to 3'-UTR,Close to 3'-UTR,"""Putative GPI-anchored protein; transcription is induced under low-zinc conditions ; as mediated by the Zap1p transcription factor ; and at alkaline pH""",Verified ORF
10082,15,36136,0.0548517865816293,0.12594686051999,0.663454601279239,YOL154W,ZPS1,SGDID:S000005514,Close to 3'-UTR,Close to 3'-UTR,"""Putative GPI-anchored protein; transcription is induced under low-zinc conditions ; as mediated by the Zap1p transcription factor ; and at alkaline pH""",Verified ORF
10083,15,36415,0.0362526657739695,0.125997797388987,0.773726401634033,YOL153C,YOL153C,SGDID:S000005513,Close to 3'-UTR,Close to 3'-UTR,"""Blocked reading frame ; contains two in-frame stops in translation; this ORF is conserved ; without the stops ; in Saccharomyces paradoxus ; S. mikatae ; and S. bayanus; RNA sequencing data indicate the presence of a transcription unit at this reading frame""",blocked_reading_frame
10086,15,37613,0.0217255326121154,0.125757857641925,0.862941556670098,YOL153C,YOL153C,SGDID:S000005513,CDS,CDS,"""Blocked reading frame ; contains two in-frame stops in translation; this ORF is conserved ; without the stops ; in Saccharomyces paradoxus ; S. mikatae ; and S. bayanus; RNA sequencing data indicate the presence of a transcription unit at this reading frame""",blocked_reading_frame
10087,15,38574,0.0233832349443231,0.12644824732677,0.853395345237044,SUT353_NFR/NDR,,,Promoter,Promoter,,Promoter
10088,15,39199,0.0071046917588819,0.126309033824461,0.955175680437756,YOL153C,YOL153C,SGDID:S000005513,Close to 3'-UTR,Close to 3'-UTR,"""Blocked reading frame ; contains two in-frame stops in translation; this ORF is conserved ; without the stops ; in Saccharomyces paradoxus ; S. mikatae ; and S. bayanus; RNA sequencing data indicate the presence of a transcription unit at this reading frame""",blocked_reading_frame
10089,15,39474,0.0778082372806246,0.125980413243319,0.537222951419253,YOL153C,YOL153C,SGDID:S000005513,Close to 3'-UTR,Close to 3'-UTR,"""Blocked reading frame ; contains two in-frame stops in translation; this ORF is conserved ; without the stops ; in Saccharomyces paradoxus ; S. mikatae ; and S. bayanus; RNA sequencing data indicate the presence of a transcription unit at this reading frame""",blocked_reading_frame
10090,15,39586,0.0814048404730989,0.1272794004043,0.522863177888141,SUT354_NFR/NDR,,,Promoter,Promoter,,Promoter
10091,15,39714,0.0639997866958825,0.126018394945168,0.611868236330151,SUT354_NFR/NDR,,,Promoter,Promoter,,Promoter
10092,15,39718,0.0507858599712875,0.126375142706935,0.688025920548479,SUT354_NFR/NDR,,,Promoter,Promoter,,Promoter
10093,15,39786,0.0490258853232576,0.126944323353027,0.699581291692916,SUT354_NFR/NDR,,,Promoter,Promoter,,Promoter
10094,15,41151,0.0296366523893581,0.127864015304736,0.816841184712709,YOL152W,FRE7,SGDID:S000005512,CDS,CDS,"""Putative ferric reductase with similarity to Fre2p; expression induced by low copper levels""",Verified ORF
10095,15,41240,0.0693794140060699,0.126000348609334,0.582236484063485,YOL152W,FRE7,SGDID:S000005512,CDS,CDS,"""Putative ferric reductase with similarity to Fre2p; expression induced by low copper levels""",Verified ORF
10096,15,41993,0.0822088064635222,0.12555046195369,0.513031340738504,YOL152W,FRE7,SGDID:S000005512,CDS,CDS,"""Putative ferric reductase with similarity to Fre2p; expression induced by low copper levels""",Verified ORF
10097,15,43302,0.0947453625383481,0.126491079448313,0.454339137844695,YOL152W,FRE7,SGDID:S000005512,Close to 3'-UTR,Close to 3'-UTR,"""Putative ferric reductase with similarity to Fre2p; expression induced by low copper levels""",Verified ORF
