SNP,Chr,Pos,Effect,SE,MID2_MAM33_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
11683,16,575622,0.178959655141113,0.168399740208944,0.288641110217415,YPR008W,HAA1,SGDID:S000006212,Close to 3'-UTR,Close to 3'-UTR,"""Transcriptional activator involved in adaptation to weak acid stress; activates transcription of TPO2 ; YRO2 ; and other genes encoding membrane stress proteins; HAA1 has a paralog ; CUP2 ; that arose from the whole genome duplication; relocalizes from cytoplasm to nucleus upon DNA replication stress""",Verified ORF
11684,16,576040,0.181877805552117,0.170272533345459,0.28617959418841,YPR008W,HAA1,SGDID:S000006212,Close to 3'-UTR,Close to 3'-UTR,"""Transcriptional activator involved in adaptation to weak acid stress; activates transcription of TPO2 ; YRO2 ; and other genes encoding membrane stress proteins; HAA1 has a paralog ; CUP2 ; that arose from the whole genome duplication; relocalizes from cytoplasm to nucleus upon DNA replication stress""",Verified ORF
11685,16,576347,0.190287118303177,0.17010213282582,0.264044207628275,YPR009W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11686,16,576969,0.210467933480367,0.169845152705907,0.216103816623145,YPR009W,SUT2,SGDID:S000006213,CDS,CDS,"""Zn2Cys6 family transcription factor; positively regulates sterol uptake under anaerobic conditions with SUT1; represses filamentation-inducing genes during non-starvation conditions; positively regulates mating along with SUT1 by repressing the expression of genes (PRR2 ; NCE102 and RHO5) which function as mating inhibitors; multicopy suppressor of mutations that cause low activity of the cAMP/PKA pathway; SUT2 has a paralog ; SUT1 ; that arose from the whole genome duplication""",Verified ORF
11687,16,578941,0.227407449157526,0.168746247120452,0.17864179250271,YPR010C,RPA135,SGDID:S000006214,CDS,CDS,"""RNA polymerase I second largest subunit A135""",Verified ORF
11688,16,579283,0.220096991362937,0.168015561472027,0.191054495134937,YPR010C,RPA135,SGDID:S000006214,CDS,CDS,"""RNA polymerase I second largest subunit A135""",Verified ORF
11689,16,579790,0.218731481351552,0.168994413214386,0.196403779739642,YPR010C,RPA135,SGDID:S000006214,CDS,CDS,"""RNA polymerase I second largest subunit A135""",Verified ORF
11690,16,579913,0.198735597570719,0.170001993143113,0.243184688912225,YPR010C,RPA135,SGDID:S000006214,CDS,CDS,"""RNA polymerase I second largest subunit A135""",Verified ORF
11691,16,584269,0.119592979295906,0.170420083610217,0.483294980971764,YPR011C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11692,16,584312,0.182814997814802,0.169092819043963,0.280367666037974,YPR012W,YPR012W,SGDID:S000006216,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; YPR012W is not an essential gene""",Dubious ORF
11693,16,584582,0.226496724268318,0.167575032598141,0.177364368449049,YPR011C,YPR011C,SGDID:S000006215,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial transporter; major substrates are adenosine 5'-phosphosulfate (APS) and 3'-phospho-adenosine 5'-phosphosulfate (PAPS); member of the mitochondrial carrier family; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
11694,16,585943,0.202967336930653,0.168683796833855,0.229689236187274,YPR013C,CMR3,SGDID:S000006217,Close to 3'-UTR,Close to 3'-UTR,"""Putative zinc finger protein; YPR013C is not an essential gene""",Uncharacterized ORF
11695,16,586808,0.21082196017469,0.168846391450197,0.21263808260209,SUT417,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
11696,16,586856,0.250191484740905,0.167854811491227,0.136979717239906,SUT417,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
11697,16,586864,0.250191484740905,0.167854811491227,0.136979717239906,SUT417,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
11698,16,586960,0.249679612583739,0.167856970618531,0.137787488246784,SUT417,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
11699,16,586993,0.256802448109827,0.168134986345883,0.127567320469696,SUT417,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
11700,16,587188,0.228184608747287,0.168408710989349,0.176301410573351,SUT417,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
11702,16,587583,0.245921714535462,0.168156107492233,0.144504696717351,SUT417,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
11703,16,587661,0.224210298200836,0.170251332583538,0.188713977667642,SUT417,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
11704,16,587778,0.300215022099381,0.169240388029492,0.076942174166187,SUT417,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
11705,16,589406,0.172517903205108,0.16847278469106,0.306531527079695,YPR015C,YPR015C,SGDID:S000006219,Close to 3'-UTR,Close to 3'-UTR,"""Putative zinc finger transcription factor; binds DNA in sequence-specific manner; overexpression causes a cell cycle delay or arrest""",Uncharacterized ORF
11706,16,590624,0.171893778110703,0.16651837429122,0.302647144626964,YPR015C,YPR015C,SGDID:S000006219,CDS,CDS,"""Putative zinc finger transcription factor; binds DNA in sequence-specific manner; overexpression causes a cell cycle delay or arrest""",Uncharacterized ORF
11707,16,591060,0.0946354820516994,0.17028474077676,0.578734877374517,YPR015C,YPR015C,SGDID:S000006219,Close to 3'-UTR,Close to 3'-UTR,"""Putative zinc finger transcription factor; binds DNA in sequence-specific manner; overexpression causes a cell cycle delay or arrest""",Uncharacterized ORF
11708,16,591536,0.124844898948298,0.167209512891413,0.455779360273782,YPR015C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11710,16,591766,0.185627609895116,0.16837513829395,0.271010853063506,YPR015C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11711,16,591786,0.175120895979303,0.168239810128098,0.298634130720302,YPR015C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11713,16,599525,0.0333429329204516,0.166126502620222,0.84104242287763,YPR019W,MCM4,SGDID:S000006223,CDS,CDS,"""Essential helicase component of heterohexameric MCM2-7 complexes; MCM2-7 complexes bind pre-replication complexes on DNA and melt DNA prior to replication; forms an Mcm4p-6p-7p subcomplex; shows nuclear accumulation in G1; homolog of S. pombe Cdc21p""",Verified ORF
11714,16,599564,0.0193702625461386,0.166132782436328,0.907247253049751,YPR020W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11717,16,600877,0.0172172503580655,0.166489848334406,0.917693749976628,YPR021C,AGC1,SGDID:S000006225,CDS,CDS,"""Mitochondrial amino acid transporter; acts both as a glutamate uniporter and as an aspartate-glutamate exchanger; involved in nitrogen metabolism and nitrogen compound biosynthesis; human homolog SLC25A13 complements yeast null mutant""",Verified ORF
11718,16,601071,0.0016615919045048,0.166816268721909,0.99205834071318,YPR021C,AGC1,SGDID:S000006225,CDS,CDS,"""Mitochondrial amino acid transporter; acts both as a glutamate uniporter and as an aspartate-glutamate exchanger; involved in nitrogen metabolism and nitrogen compound biosynthesis; human homolog SLC25A13 complements yeast null mutant""",Verified ORF
11719,16,602166,0.0013605875365624,0.166950127854055,0.993502184148433,YPR021C,AGC1,SGDID:S000006225,CDS,CDS,"""Mitochondrial amino acid transporter; acts both as a glutamate uniporter and as an aspartate-glutamate exchanger; involved in nitrogen metabolism and nitrogen compound biosynthesis; human homolog SLC25A13 complements yeast null mutant""",Verified ORF
11721,16,604113,0.0552059625837373,0.165733523775869,0.739255976024419,YPR022C,SDD4,SGDID:S000006226,CDS,CDS,"""Putative transcription factor ; as suggested by computational analysis; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus and is induced in response to the DNA-damaging agent MMS; overproduction of a truncation allele suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
11722,16,604897,0.0221639114781476,0.167568594742962,0.894847919105313,YPR022C,SDD4,SGDID:S000006226,CDS,CDS,"""Putative transcription factor ; as suggested by computational analysis; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus and is induced in response to the DNA-damaging agent MMS; overproduction of a truncation allele suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
11723,16,605104,0.0795883711493213,0.169082108148979,0.63813969492003,YPR022C,SDD4,SGDID:S000006226,CDS,CDS,"""Putative transcription factor ; as suggested by computational analysis; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus and is induced in response to the DNA-damaging agent MMS; overproduction of a truncation allele suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
11724,16,605672,0.0351318375678258,0.166171701944456,0.832682418169102,YPR022C,SDD4,SGDID:S000006226,CDS,CDS,"""Putative transcription factor ; as suggested by computational analysis; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus and is induced in response to the DNA-damaging agent MMS; overproduction of a truncation allele suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
11725,16,606419,0.0432523885828893,0.165806583606574,0.794352198318598,YPR022C,SDD4,SGDID:S000006226,CDS,CDS,"""Putative transcription factor ; as suggested by computational analysis; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus and is induced in response to the DNA-damaging agent MMS; overproduction of a truncation allele suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
11726,16,606674,0.0453696003554156,0.165616189223639,0.784287703111428,YPR022C,SDD4,SGDID:S000006226,CDS,CDS,"""Putative transcription factor ; as suggested by computational analysis; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus and is induced in response to the DNA-damaging agent MMS; overproduction of a truncation allele suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
11728,16,607971,0.004256624282676,0.166517475386293,0.979620639197152,SUT420,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
11729,16,608318,0.0343230891475635,0.165304001091137,0.835632797008411,SUT420,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
11730,16,608420,0.0646462619097747,0.165039346389057,0.69551467612621,SUT420,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
11731,16,608450,0.0684948892561709,0.165273892641453,0.678809039885239,SUT420,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
11732,16,608778,0.0280253753811257,0.166262833268853,0.866238753567712,XUT_16F-243,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
11733,16,608786,0.0518370363825532,0.165579408743615,0.75441653475129,XUT_16F-243,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
11734,16,611083,0.121900949459734,0.164932099477486,0.460338787051496,YPR024W,YME1,SGDID:S000006228,CDS,CDS,"""Catalytic subunit of i-AAA protease complex; complex is located in mitochondrial inner membrane; responsible for degradation of unfolded or misfolded mitochondrial gene products; serves as nonconventional translocation motor to pull PNPase into intermembrane space; also has role in intermembrane space protein folding; mutation causes elevated rate of mitochondrial turnover; human homolog YME1L1 can complement yeast null mutant""",Verified ORF
11736,16,613369,0.121604245272515,0.16778096229908,0.469067286810301,YPR024W,YME1,SGDID:S000006228,Close to 3'-UTR,Close to 3'-UTR,"""Catalytic subunit of i-AAA protease complex; complex is located in mitochondrial inner membrane; responsible for degradation of unfolded or misfolded mitochondrial gene products; serves as nonconventional translocation motor to pull PNPase into intermembrane space; also has role in intermembrane space protein folding; mutation causes elevated rate of mitochondrial turnover; human homolog YME1L1 can complement yeast null mutant""",Verified ORF
11737,16,614208,-0.0136642809458387,0.166971346467634,0.934823443273339,YPR025C,CCL1,SGDID:S000006229,CDS,CDS,"""Cyclin partner of the cyclin-dependent kinase (CDK) Kin28p; regulates the activity of Kin28p ; a TFIIH-associated carboxy-terminal domain (CTD) kinase that facilitates recruitment of mRNA 5'-capping and polyadenylation factors to the RNAPII holoenzyme complex ; and has a minor role in RNAPII transcription; subunit of TFIIK ; a TFIIH subassembly;  human homolog CCNH allows growth of a yeast ccl1 temperature-sensitive mutant at restrictive temperature""",Verified ORF
11738,16,615020,0.0520177942448683,0.16529090960507,0.753171951494216,YPR025C,CCL1,SGDID:S000006229,Close to 3'-UTR,Close to 3'-UTR,"""Cyclin partner of the cyclin-dependent kinase (CDK) Kin28p; regulates the activity of Kin28p ; a TFIIH-associated carboxy-terminal domain (CTD) kinase that facilitates recruitment of mRNA 5'-capping and polyadenylation factors to the RNAPII holoenzyme complex ; and has a minor role in RNAPII transcription; subunit of TFIIK ; a TFIIH subassembly;  human homolog CCNH allows growth of a yeast ccl1 temperature-sensitive mutant at restrictive temperature""",Verified ORF
11740,16,616806,0.101265038834274,0.165692920578146,0.541486393718972,YPR026W,ATH1,SGDID:S000006230,CDS,CDS,"""Acid trehalase required for utilization of extracellular trehalose; involved in intracellular trehalose degradation during growth recovery after saline stress""",Verified ORF
11741,16,618813,0.211064628794183,0.164911096641915,0.201431633625003,YPR026W,ATH1,SGDID:S000006230,CDS,CDS,"""Acid trehalase required for utilization of extracellular trehalose; involved in intracellular trehalose degradation during growth recovery after saline stress""",Verified ORF
11742,16,619798,0.177076516012447,0.165499294376405,0.285371379105041,YPR026W,ATH1,SGDID:S000006230,Close to 3'-UTR,Close to 3'-UTR,"""Acid trehalase required for utilization of extracellular trehalose; involved in intracellular trehalose degradation during growth recovery after saline stress""",Verified ORF
11744,16,622910,0.136456883210929,0.16513364177002,0.409168216479914,YPR028W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11745,16,623271,0.100080557722462,0.168315801870216,0.552491862277668,CUT905_NFR/NDR,,,Promoter,Promoter,,Promoter
11746,16,625011,0.267240164084308,0.166136374584183,0.10860675118687,YPR029C,APL4,SGDID:S000006233,CDS,CDS,"""Gamma-adaptin; large subunit of the clathrin-associated protein (AP-1) complex; binds clathrin; involved in vesicle mediated transport""",Verified ORF
11747,16,627247,0.251277329427675,0.165931672172834,0.130833920046888,YPR029C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11748,16,627281,0.218795196767413,0.165829372300046,0.187890699419322,YPR029C,APL4,SGDID:S000006233,Close to 3'-UTR,Close to 3'-UTR,"""Gamma-adaptin; large subunit of the clathrin-associated protein (AP-1) complex; binds clathrin; involved in vesicle mediated transport""",Verified ORF
11749,16,629630,0.192884752462897,0.166451891158079,0.247320290394857,YPR030W,CSR2,SGDID:S000006234,CDS,CDS,"""Nuclear ubiquitin protein ligase binding protein; may regulate utilization of nonfermentable carbon sources and endocytosis of plasma membrane proteins; overproduction suppresses chs5 spa2 lethality at high temp; ubiquitinated by Rsp5p ; deubiquitinated by Ubp2p; CSR2 has a paralog ; ECM21 ; that arose from the whole genome duplication""",Verified ORF
11750,16,630835,0.180878760134773,0.165500787717512,0.275175169436104,YPR030W,CSR2,SGDID:S000006234,CDS,CDS,"""Nuclear ubiquitin protein ligase binding protein; may regulate utilization of nonfermentable carbon sources and endocytosis of plasma membrane proteins; overproduction suppresses chs5 spa2 lethality at high temp; ubiquitinated by Rsp5p ; deubiquitinated by Ubp2p; CSR2 has a paralog ; ECM21 ; that arose from the whole genome duplication""",Verified ORF
11751,16,631047,0.161782356204375,0.165331245243643,0.328480084697029,YPR030W,CSR2,SGDID:S000006234,CDS,CDS,"""Nuclear ubiquitin protein ligase binding protein; may regulate utilization of nonfermentable carbon sources and endocytosis of plasma membrane proteins; overproduction suppresses chs5 spa2 lethality at high temp; ubiquitinated by Rsp5p ; deubiquitinated by Ubp2p; CSR2 has a paralog ; ECM21 ; that arose from the whole genome duplication""",Verified ORF
11753,16,631703,0.179290518607331,0.16502541123736,0.278024859312784,YPR031W,NTO1,SGDID:S000006235,CDS,CDS,"""Subunit of the NuA3 histone acetyltransferase complex; this complex acetylates histone H3; contains PHD finger domain that interacts with methylated histone H3""",Verified ORF
11754,16,635798,0.239250029926854,0.165269718946319,0.148607011399622,YPR032W,SRO7,SGDID:S000006236,CDS,CDS,"""Effector of Rab GTPase Sec4p; forms a complex with Sec4p and t-SNARE Sec9p; involved in exocytosis and docking and fusion of post-Golgi vesicles with plasma membrane; regulates cell proliferation and colony development via the Rho1-Tor1 pathway; homolog of Drosophila lgl tumor suppressor; SRO7 has a paralog ; SRO77 ; that arose from the whole genome duplication""",Verified ORF
11755,16,637935,0.221541412145082,0.16510868187224,0.180526104880657,YPR033C,HTS1,SGDID:S000006237,CDS,CDS,"""Cytoplasmic and mitochondrial histidine tRNA synthetase; efficient mitochondrial localization requires both a presequence and an amino-terminal sequence; mutations in human ortholog HARS2 are associated with Perrault syndrome""",Verified ORF
11756,16,638064,0.199079791230776,0.165428443079568,0.229620505648841,YPR033C,HTS1,SGDID:S000006237,CDS,CDS,"""Cytoplasmic and mitochondrial histidine tRNA synthetase; efficient mitochondrial localization requires both a presequence and an amino-terminal sequence; mutations in human ortholog HARS2 are associated with Perrault syndrome""",Verified ORF
11757,16,638486,0.165253356373915,0.165305818199993,0.318148883445599,YPR033C,HTS1,SGDID:S000006237,CDS,CDS,"""Cytoplasmic and mitochondrial histidine tRNA synthetase; efficient mitochondrial localization requires both a presequence and an amino-terminal sequence; mutations in human ortholog HARS2 are associated with Perrault syndrome""",Verified ORF
11758,16,641225,0.0856372673750924,0.165105659426791,0.604307782112802,YPR035W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11759,16,641460,0.104329130402485,0.166176774094459,0.530527677091885,YPR035W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11760,16,641530,0.11721674391089,0.16499358437522,0.477905285045191,YPR035W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11761,16,641565,0.109762192370235,0.165473145927847,0.50755645608827,YPR035W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11765,16,652919,0.0705216514919766,0.165422652884592,0.670140404458291,YPR042C,PUF2,SGDID:S000006246,CDS,CDS,"""PUF family mRNA-binding protein; Pumilio homology domain confers RNA binding activity; preferentially binds mRNAs encoding membrane-associated proteins; binding site composed of two UAAU tetranucleotides ; separated by a 3-nt linker; PUF2 has a paralog ; JSN1 ; that arose from the whole genome duplication""",Verified ORF
11766,16,653824,0.0821144984727148,0.166216046269477,0.621597414844739,YPR043W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11767,16,653904,0.0617003944697188,0.169382709369765,0.715877340671405,YPR043W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11770,16,656034,0.0440830849698824,0.165559615981434,0.790188938533369,YPR045C,THP3,SGDID:S000006249,CDS,CDS,"""Protein that may have a role in transcription elongation; forms a complex with Csn12p that is recruited to transcribed genes; possibly involved in splicing based on pre-mRNA accumulation defect for many intron-containing genes""",Verified ORF
11771,16,656502,0.0095030414857934,0.165575468490006,0.954263801357631,YPR045C,THP3,SGDID:S000006249,CDS,CDS,"""Protein that may have a role in transcription elongation; forms a complex with Csn12p that is recruited to transcribed genes; possibly involved in splicing based on pre-mRNA accumulation defect for many intron-containing genes""",Verified ORF
11772,16,656563,0.0552515457544906,0.165796486171456,0.739144030715145,YPR046W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11773,16,656677,0.0505470357488749,0.165533466903284,0.7602731740963,YPR046W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11774,16,656737,0.0314563055462091,0.165292606665806,0.849178124958454,YPR046W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11775,16,656911,0.01744495591435,0.165599790474315,0.916162628042534,YPR046W,MCM16,SGDID:S000006250,CDS,CDS,"""Component of the Ctf19 complex and the COMA subcomplex; involved in kinetochore-microtubule mediated chromosome segregation; binds to centromere DNA; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-H and fission yeast fta3""",Verified ORF
11778,16,662572,0.0729506855884564,0.165666874647587,0.659956305411878,YPR049C,ATG11,SGDID:S000006253,CDS,CDS,"""Adapter protein for pexophagy and the Cvt targeting pathway; directs receptor-bound cargo to the phagophore assembly site (PAS) for packaging into vesicles; required for recruiting other proteins to the PAS; recruits Dnm1p to facilitate fission of mitochondria that are destined for removal by mitophagy""",Verified ORF
11779,16,664333,0.0574437509986662,0.166254653303847,0.729911801320675,YPR049C,ATG11,SGDID:S000006253,CDS,CDS,"""Adapter protein for pexophagy and the Cvt targeting pathway; directs receptor-bound cargo to the phagophore assembly site (PAS) for packaging into vesicles; required for recruiting other proteins to the PAS; recruits Dnm1p to facilitate fission of mitochondria that are destined for removal by mitophagy""",Verified ORF
11780,16,664344,0.0416378090358024,0.166641359019636,0.802837251858562,YPR049C,ATG11,SGDID:S000006253,CDS,CDS,"""Adapter protein for pexophagy and the Cvt targeting pathway; directs receptor-bound cargo to the phagophore assembly site (PAS) for packaging into vesicles; required for recruiting other proteins to the PAS; recruits Dnm1p to facilitate fission of mitochondria that are destined for removal by mitophagy""",Verified ORF
11781,16,664479,0.0614003230935639,0.166169919184256,0.71197421766182,YPR049C,ATG11,SGDID:S000006253,CDS,CDS,"""Adapter protein for pexophagy and the Cvt targeting pathway; directs receptor-bound cargo to the phagophore assembly site (PAS) for packaging into vesicles; required for recruiting other proteins to the PAS; recruits Dnm1p to facilitate fission of mitochondria that are destined for removal by mitophagy""",Verified ORF
11782,16,664738,0.0931584823322053,0.16620882221728,0.575500399407061,YPR051W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11783,16,669340,0.11762838041438,0.166879669003215,0.481356285109689,YPR055W,SEC8,SGDID:S000006259,CDS,CDS,"""Essential 121 kDa subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis at the plasma membrane prior to SNARE-mediated fusion; involved in ER and Golgi inheritance in small buds; relocalizes away from bud neck upon DNA replication stress""",Verified ORF
11784,16,670717,0.132323893128064,0.165720268792887,0.425130351415768,YPR055W,SEC8,SGDID:S000006259,CDS,CDS,"""Essential 121 kDa subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis at the plasma membrane prior to SNARE-mediated fusion; involved in ER and Golgi inheritance in small buds; relocalizes away from bud neck upon DNA replication stress""",Verified ORF
11785,16,672180,0.154077831434414,0.166670841351842,0.35588677884058,YPR056W,TFB4,SGDID:S000006260,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of TFIIH complex; involved in transcription initiation ; similar to 34 kDa subunit of human TFIIH; interacts with Ssl1p""",Verified ORF
11786,16,674766,0.0831354091378012,0.167904746776784,0.620813336373482,YPR058W,YMC1,SGDID:S000006262,Close to 3'-UTR,Close to 3'-UTR,"""Secondary mitochondrial inner membrane glycine transporter; required with HEM25 for the transport of glycine into mitochondria for the initiation of heme biosynthesis; proposed role in oleate metabolism and glutamate biosynthesis; member of the mitochondrial carrier (MCF) family; localizes to the vacuole in response to H2O2; YMC1 has a paralog ; YMC2 ; that arose from the whole genome duplication""",Verified ORF
11789,16,676149,0.0867988856166186,0.166090234555963,0.601579924447054,CUT428,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
11790,16,678686,0.207007955969894,0.165184363642438,0.21096476272372,YPR063C,YPR063C,SGDID:S000006267,Close to 3'-UTR,Close to 3'-UTR,"""ER-localized protein of unknown function""",Uncharacterized ORF
11794,16,685174,0.21223546470196,0.166907062137147,0.20435999757159,YPR069C,SPE3,SGDID:S000006273,CDS,CDS,"""Spermidine synthase; involved in biosynthesis of spermidine and also in biosynthesis of pantothenic acid; spermidine is required for growth of wild-type cells""",Verified ORF
11795,16,687039,0.339920578025463,0.166874724761196,0.0423976145743186,YPR070W,MED1,SGDID:S000006274,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation""",Verified ORF
11796,16,693600,0.370856471662897,0.165883187588588,0.0259994841334997,YPR074C,TKL1,SGDID:S000006278,CDS,CDS,"""Transketolase; catalyzes conversion of xylulose-5-phosphate and ribose-5-phosphate to sedoheptulose-7-phosphate and glyceraldehyde-3-phosphate in the pentose phosphate pathway; needed for synthesis of aromatic amino acids; TKL1 has a paralog ; TKL2 ; that arose from the whole genome duplication""",Verified ORF
11797,16,693803,0.413691900014888,0.166596209698601,0.0134844969130399,YPR074C,TKL1,SGDID:S000006278,CDS,CDS,"""Transketolase; catalyzes conversion of xylulose-5-phosphate and ribose-5-phosphate to sedoheptulose-7-phosphate and glyceraldehyde-3-phosphate in the pentose phosphate pathway; needed for synthesis of aromatic amino acids; TKL1 has a paralog ; TKL2 ; that arose from the whole genome duplication""",Verified ORF
11798,16,694218,0.36933038951221,0.166060731283725,0.0267759779641608,YPR074C,TKL1,SGDID:S000006278,CDS,CDS,"""Transketolase; catalyzes conversion of xylulose-5-phosphate and ribose-5-phosphate to sedoheptulose-7-phosphate and glyceraldehyde-3-phosphate in the pentose phosphate pathway; needed for synthesis of aromatic amino acids; TKL1 has a paralog ; TKL2 ; that arose from the whole genome duplication""",Verified ORF
11799,16,694515,0.333077273047117,0.165690409117195,0.0451662188965386,YPR074C,TKL1,SGDID:S000006278,CDS,CDS,"""Transketolase; catalyzes conversion of xylulose-5-phosphate and ribose-5-phosphate to sedoheptulose-7-phosphate and glyceraldehyde-3-phosphate in the pentose phosphate pathway; needed for synthesis of aromatic amino acids; TKL1 has a paralog ; TKL2 ; that arose from the whole genome duplication""",Verified ORF
11800,16,695195,0.385428248572917,0.165445134521458,0.0203883985083181,YPR074C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11802,16,695787,0.323876319344119,0.164706699684717,0.0500376455205222,YPR075C,OPY2,SGDID:S000006279,CDS,CDS,"""Integral membrane protein that acts as a membrane anchor for Ste50p; involved in the signaling branch of the high-osmolarity glycerol (HOG) pathway and as a regulator of the filamentous growth pathway; overproduction blocks cell cycle arrest in the presence of mating pheromone; relocalizes from vacuole to plasma membrane upon DNA replication stress""",Verified ORF
11803,16,697573,0.333200880297229,0.166966554285038,0.0467439816543285,CUT431,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
11805,16,698663,0.357839518442474,0.166617974170476,0.0324207459498913,YPR079W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11806,16,700309,0.275951657825346,0.168793546098894,0.102972471401006,CUT910_NFR/NDR,,,Promoter,Promoter,,Promoter
11808,16,704646,0.129173403676465,0.166016136314933,0.437044576623179,YPR082C,DIB1,SGDID:S000006286,CDS,CDS,"""17-kDa component of the U4/U6aU5 tri-snRNP; plays an essential role in pre-mRNA splicing; human ortholog TXNL4A (the human U5-specific 15-kDa protein) complements yeast dib1 null mutant""",Verified ORF
11809,16,705266,0.144660543565508,0.167467714567886,0.388277982067939,YPR083W,MDM36,SGDID:S000006287,CDS,CDS,"""Mitochondrial protein; required for normal mitochondrial morphology and inheritance; component of the mitochondria-ER-cortex-anchor (MECA); interacts with Num1p to link the ER and mitochondria at the cell cortex; proposed involvement in the formation of Dnm1p and Num1p-containing cortical anchor complexes that promote mitochondrial fission""",Verified ORF
11810,16,706473,0.16609388512306,0.166002538912934,0.317729643120276,YPR083W,MDM36,SGDID:S000006287,CDS,CDS,"""Mitochondrial protein; required for normal mitochondrial morphology and inheritance; component of the mitochondria-ER-cortex-anchor (MECA); interacts with Num1p to link the ER and mitochondria at the cell cortex; proposed involvement in the formation of Dnm1p and Num1p-containing cortical anchor complexes that promote mitochondrial fission""",Verified ORF
11811,16,707559,0.1089043249211,0.166419375374041,0.513282246734684,YPR084W,YPR084W,SGDID:S000006288,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
11812,16,709839,0.0198085560219068,0.165854679794868,0.9050000959607,YPR085C,ASA1,SGDID:S000006289,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the ASTRA complex ; involved in chromatin remodeling; telomere length regulator involved in the stability or biogenesis of PIKKs such as TORC1""",Verified ORF
11813,16,709840,0.0198085560219068,0.165854679794868,0.9050000959607,YPR085C,ASA1,SGDID:S000006289,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the ASTRA complex ; involved in chromatin remodeling; telomere length regulator involved in the stability or biogenesis of PIKKs such as TORC1""",Verified ORF
