SNP,Chr,Pos,Effect,SE,PLM2_HNM1_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
8898,13,577143,0.0117002263321082,0.0612405036614158,0.848593338389042,YMR160W,YMR160W,SGDID:S000004770,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the membrane of the vacuole; mutant has enhanced sensitivity to overexpression of mutant huntingtin; YMR160W is not an essential gene; relative distribution within the vacuolar membrane changes upon DNA replication stress""",Verified ORF
8899,13,582883,-0.0220705509601883,0.0612596021545464,0.718853939500922,YMR162C,DNF3,SGDID:S000004772,CDS,CDS,"""Trans-golgi network aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to the maintenance of membrane lipid asymmetry in post-Golgi secretory vesicles; role in protein trafficking between the Golgi and endosomal system; localizes to the trans-Golgi network; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone""",Verified ORF
8901,13,587156,-0.014534658937322,0.060759784062897,0.811077607179428,YMR163C,INP2,SGDID:S000004773,Close to 3'-UTR,Close to 3'-UTR,"""Peroxisome-specific receptor important for peroxisome inheritance; co-fractionates with peroxisome membranes and co-localizes with peroxisomes in vivo; physically interacts with the myosin V motor Myo2p; INP2 is not an essential gene""",Verified ORF
8904,13,588065,-0.003266177224197,0.0606072855506402,0.957052624260726,YMR164C,MSS11,SGDID:S000004774,CDS,CDS,"""Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1 ; FLO11 ; and STA1""",Verified ORF
8921,13,588807,0.0158601962322241,0.0608228527323339,0.79442927417921,YMR164C,MSS11,SGDID:S000004774,CDS,CDS,"""Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1 ; FLO11 ; and STA1""",Verified ORF
8922,13,589215,-0.0020008035455724,0.0604795713276924,0.973627652158013,YMR164C,MSS11,SGDID:S000004774,CDS,CDS,"""Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1 ; FLO11 ; and STA1""",Verified ORF
8923,13,600543,-0.0389147183387546,0.0603884969674055,0.519730615366481,YMR169C,ALD3,SGDID:S000004779,CDS,CDS,"""Cytoplasmic aldehyde dehydrogenase; involved in beta-alanine synthesis; uses NAD+ as the preferred coenzyme; very similar to Ald2p; expression is induced by stress and repressed by glucose""",Verified ORF
8924,13,600548,-0.0407747241507891,0.0603560230509765,0.499755940082075,YMR169C,ALD3,SGDID:S000004779,CDS,CDS,"""Cytoplasmic aldehyde dehydrogenase; involved in beta-alanine synthesis; uses NAD+ as the preferred coenzyme; very similar to Ald2p; expression is induced by stress and repressed by glucose""",Verified ORF
8925,13,600549,-0.0367790431668462,0.0606448378587386,0.544595046449315,YMR169C,ALD3,SGDID:S000004779,CDS,CDS,"""Cytoplasmic aldehyde dehydrogenase; involved in beta-alanine synthesis; uses NAD+ as the preferred coenzyme; very similar to Ald2p; expression is induced by stress and repressed by glucose""",Verified ORF
8926,13,600928,-0.0564069542966528,0.0601370880610679,0.348899684777178,YMR169C,ALD3,SGDID:S000004779,Close to 3'-UTR,Close to 3'-UTR,"""Cytoplasmic aldehyde dehydrogenase; involved in beta-alanine synthesis; uses NAD+ as the preferred coenzyme; very similar to Ald2p; expression is induced by stress and repressed by glucose""",Verified ORF
8927,13,601209,-0.0593403520842108,0.0598692918313142,0.322283881930562,YMR169C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8928,13,601449,-0.0421856752523993,0.0599999714832941,0.48246003297595,XUT_13F-261,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
8929,13,603801,-0.0313750952153137,0.0599207818811247,0.600878675694822,YMR170C,ALD2,SGDID:S000004780,Close to 3'-UTR,Close to 3'-UTR,"""Cytoplasmic aldehyde dehydrogenase; involved in ethanol oxidation and beta-alanine biosynthesis; uses NAD+ as the preferred coenzyme; expression is stress induced and glucose repressed; very similar to Ald3p""",Verified ORF
8930,13,605162,-0.0108840128562065,0.0598950531390958,0.855908292160869,YMR171C,EAR1,SGDID:S000004781,CDS,CDS,"""Specificity factor required for Rsp5p-dependent ubiquitination; also required for sorting of specific cargo proteins at the multivesicular body; mRNA is targeted to the bud via the mRNA transport system involving She2p""",Verified ORF
8932,13,607707,-0.0237899452146348,0.0600400028484325,0.692171138941174,YMR172W,HOT1,SGDID:S000004783,CDS,CDS,"""Transcription factor for glycerol biosynthetic genes; required for the transient induction of glycerol biosynthetic genes GPD1 and GPP2 in response to high osmolarity; targets Hog1p to osmostress responsive promoters; has similarity to Msn1p and Gcr1p""",Verified ORF
8938,13,612355,-0.0700224579942295,0.0609704570245555,0.251554143818783,YMR176W,ECM5,SGDID:S000004788,CDS,CDS,"""Subunit of the Snt2C complex; physically associates with Snt2p and Rpd3p; along with Snt2p ; recruits Rpd3p to a small number of promoters; also colocalizes with Snt2p ; independently of Rpd3p ; to promoters of stress response genes in response to oxidative stress; contains ATP/GTP-binding site motif A; null mutant exhibits increased cellular volume ; large drooping buds with elongated necks; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
8939,13,612723,-0.0606668040197184,0.0602970526172151,0.315041167768799,YMR176W,ECM5,SGDID:S000004788,CDS,CDS,"""Subunit of the Snt2C complex; physically associates with Snt2p and Rpd3p; along with Snt2p ; recruits Rpd3p to a small number of promoters; also colocalizes with Snt2p ; independently of Rpd3p ; to promoters of stress response genes in response to oxidative stress; contains ATP/GTP-binding site motif A; null mutant exhibits increased cellular volume ; large drooping buds with elongated necks; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
8940,13,613251,-0.0730215147313008,0.0600768348756859,0.224999638316076,YMR176W,ECM5,SGDID:S000004788,CDS,CDS,"""Subunit of the Snt2C complex; physically associates with Snt2p and Rpd3p; along with Snt2p ; recruits Rpd3p to a small number of promoters; also colocalizes with Snt2p ; independently of Rpd3p ; to promoters of stress response genes in response to oxidative stress; contains ATP/GTP-binding site motif A; null mutant exhibits increased cellular volume ; large drooping buds with elongated necks; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
8941,13,614505,-0.0528459302959074,0.0606465015991041,0.384140900886401,YMR176W,ECM5,SGDID:S000004788,CDS,CDS,"""Subunit of the Snt2C complex; physically associates with Snt2p and Rpd3p; along with Snt2p ; recruits Rpd3p to a small number of promoters; also colocalizes with Snt2p ; independently of Rpd3p ; to promoters of stress response genes in response to oxidative stress; contains ATP/GTP-binding site motif A; null mutant exhibits increased cellular volume ; large drooping buds with elongated necks; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
8942,13,614530,-0.0492360051658007,0.0603516779346663,0.415154184876713,YMR176W,ECM5,SGDID:S000004788,CDS,CDS,"""Subunit of the Snt2C complex; physically associates with Snt2p and Rpd3p; along with Snt2p ; recruits Rpd3p to a small number of promoters; also colocalizes with Snt2p ; independently of Rpd3p ; to promoters of stress response genes in response to oxidative stress; contains ATP/GTP-binding site motif A; null mutant exhibits increased cellular volume ; large drooping buds with elongated necks; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
8943,13,616433,-0.0757544508795404,0.0603407433117516,0.210147867069635,YMR177W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8944,13,618430,-0.0776125417873455,0.0603778128611536,0.199478434996556,YMR178W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8945,13,620255,-0.0827119132734932,0.0599775965403362,0.168753451864249,YMR179W,SPT21,SGDID:S000004791,CDS,CDS,"""Protein with a role in transcriptional silencing; required for normal transcription at several loci including HTA2-HTB2 and HHF2-HHT2 ; but not required at the other histone loci; binds with Spt10p to histone gene promoters during S phase; localizes to nuclear foci that become diffuse upon DNA replication stress""",Verified ORF
8946,13,620593,-0.072885071993358,0.0602601587543993,0.227277600862294,YMR179W,SPT21,SGDID:S000004791,CDS,CDS,"""Protein with a role in transcriptional silencing; required for normal transcription at several loci including HTA2-HTB2 and HHF2-HHT2 ; but not required at the other histone loci; binds with Spt10p to histone gene promoters during S phase; localizes to nuclear foci that become diffuse upon DNA replication stress""",Verified ORF
8947,13,621124,-0.0919767455651429,0.0603699052907678,0.128515765766466,YMR179W,SPT21,SGDID:S000004791,CDS,CDS,"""Protein with a role in transcriptional silencing; required for normal transcription at several loci including HTA2-HTB2 and HHF2-HHT2 ; but not required at the other histone loci; binds with Spt10p to histone gene promoters during S phase; localizes to nuclear foci that become diffuse upon DNA replication stress""",Verified ORF
8948,13,621167,-0.0810883421247101,0.0601551578473274,0.178527094905921,YMR179W,SPT21,SGDID:S000004791,CDS,CDS,"""Protein with a role in transcriptional silencing; required for normal transcription at several loci including HTA2-HTB2 and HHF2-HHT2 ; but not required at the other histone loci; binds with Spt10p to histone gene promoters during S phase; localizes to nuclear foci that become diffuse upon DNA replication stress""",Verified ORF
8952,13,626195,-0.0356267093024276,0.0600134420436261,0.553129443695432,snR83_NFR/NDR,,,Promoter,Promoter,,Promoter
8953,13,628556,-0.062517375732266,0.060539584465044,0.302465613300174,YMR184W,ADD37,SGDID:S000004796,CDS,CDS,"""Protein of unknown function; involved in ER-associated protein degradation; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and is induced in response to the DNA-damaging agent MMS; YMR184W is not an essential gene; protein abundance increases in response to DNA replication stress""",Verified ORF
8955,13,632242,-0.0354473041199397,0.0607767639921245,0.56010567347659,YMR186W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8957,13,637712,-0.0444209914834969,0.0600957885444994,0.460295122825613,YMR189W,GCV2,SGDID:S000004801,CDS,CDS,"""P subunit of the mitochondrial glycine decarboxylase complex; glycine decarboxylase is required for the catabolism of glycine to 5,10-methylene-THF; expression is regulated by levels of 5,10-methylene-THF in the cytoplasm""",Verified ORF
8958,13,639293,-0.0547664717267166,0.0601428200171799,0.363123863197598,YMR189W,GCV2,SGDID:S000004801,CDS,CDS,"""P subunit of the mitochondrial glycine decarboxylase complex; glycine decarboxylase is required for the catabolism of glycine to 5,10-methylene-THF; expression is regulated by levels of 5,10-methylene-THF in the cytoplasm""",Verified ORF
8959,13,640192,-0.0640382442882869,0.0600179514652078,0.286707856456617,YMR189W,GCV2,SGDID:S000004801,CDS,CDS,"""P subunit of the mitochondrial glycine decarboxylase complex; glycine decarboxylase is required for the catabolism of glycine to 5,10-methylene-THF; expression is regulated by levels of 5,10-methylene-THF in the cytoplasm""",Verified ORF
8960,13,641335,-0.0787494019568346,0.0605874861443239,0.194530158342625,YMR190C,SGS1,SGDID:S000004802,CDS,CDS,"""RecQ family nucleolar DNA helicase; role in genome integrity maintenance ; chromosome synapsis ; meiotic joint molecule/crossover formation; stimulates activity of Top3p; rapidly lost in response to rapamycin in Rrd1p-dependent manner; forms nuclear foci upon DNA replication stress; yeast SGS1 complements mutations in human homolog BLM implicated in Bloom syndrome; also similar to human WRN implicated in Werner syndrome; human BLM and WRN can each complement yeast null mutant""",Verified ORF
8961,13,646103,-0.120218719218463,0.0600769720041161,0.0461491530877709,YMR191W,SPG5,SGDID:S000004803,CDS,CDS,"""Protein required for proteasome assembly during quiescence; binds to base of the proteasome regulartory particle; required for survival at high temperature during stationary phase; not required for growth on nonfermentable carbon sources""",Verified ORF
8962,13,648377,-0.120904017401527,0.0608743132728134,0.0477924606615086,YMR192W,GYL1,SGDID:S000004804,CDS,CDS,"""Putative GTPase activating protein (GAP) with a role in exocytosis; stimulates Gyp5p GAP activity on Ypt1p ; colocalizes with Gyp5p at sites of polarized growth; interacts with Gyp5p ; Rvs161p ; and Rvs167p; involved in recruiting Rvs167p to the bud tip during polarized growth; increases in abundance and relocalizes from bud neck to cytoplasm upon DNA replication stress; GYL1 has a paralog ; GYP5 ; that arose from the whole genome duplication""",Verified ORF
8963,13,649487,-0.119485701913366,0.0615513027188076,0.053025032408723,ARS1325,ARS1325,SGDID:S000118376,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
8964,13,649495,-0.127970173089514,0.0616902531273379,0.0387666282929683,ARS1325,ARS1325,SGDID:S000118376,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
8965,13,649552,-0.123167012682907,0.0607390073368551,0.0433306159125337,ARS1325,ARS1325,SGDID:S000118376,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
8966,13,649621,-0.134778017596805,0.060863187398196,0.0274366588867982,YMR192W,GYL1,SGDID:S000004804,Close to 3'-UTR,Close to 3'-UTR,"""Putative GTPase activating protein (GAP) with a role in exocytosis; stimulates Gyp5p GAP activity on Ypt1p ; colocalizes with Gyp5p at sites of polarized growth; interacts with Gyp5p ; Rvs161p ; and Rvs167p; involved in recruiting Rvs167p to the bud tip during polarized growth; increases in abundance and relocalizes from bud neck to cytoplasm upon DNA replication stress; GYL1 has a paralog ; GYP5 ; that arose from the whole genome duplication""",Verified ORF
8969,13,649905,-0.108772227046878,0.0614408627804709,0.0775308346159643,YMR193W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8970,13,650533,-0.106854750849684,0.0612481571732558,0.081921367562674,YMR193W,MRPL24,SGDID:S000004806,CDS,CDS,"""Mitochondrial ribosomal protein of the large subunit; two mitochondrial ribosomal proteins ; YmL14 and YmL24 ; have been assigned to the same gene""",Verified ORF
8973,13,653186,-0.110849571766108,0.0602243433435486,0.0665177863113264,YMR194C-B,CMC4,SGDID:S000028514,Close to 3'-UTR,Close to 3'-UTR,"""Protein that localizes to the mitochondrial intermembrane space; localizes via the Mia40p-Erv1p system; contains twin cysteine-x(9)-cysteine motifs""",Verified ORF
8974,13,654641,-0.141882205344356,0.059874890470515,0.0183424113789575,YMR195W,ICY1,SGDID:S000004808,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; required for viability in rich media of cells lacking mitochondrial DNA; mutants have an invasive growth defect with elongated morphology; induced by amino acid starvation; ICY1 has a paralog ; ATG41 ; that arose from the whole genome duplication""",Verified ORF
8976,13,658665,-0.159441155260695,0.0599843895359879,0.0082170903791313,YMR197C,VTI1,SGDID:S000004810,CDS,CDS,"""Protein involved in cis-Golgi membrane traffic; v-SNARE that interacts with two t-SNARES ; Sed5p and Pep12p; required for multiple vacuolar sorting pathways; human homolog VTI1A can complement yeast null mutant""",Verified ORF
8977,13,659142,-0.144186009525169,0.059793380298033,0.0164011928732531,YMR197C,VTI1,SGDID:S000004810,CDS,CDS,"""Protein involved in cis-Golgi membrane traffic; v-SNARE that interacts with two t-SNARES ; Sed5p and Pep12p; required for multiple vacuolar sorting pathways; human homolog VTI1A can complement yeast null mutant""",Verified ORF
8978,13,659245,-0.144064049658736,0.0597536062082208,0.0164204828538699,YMR198W_NFR/NDR,,,Promoter,Promoter,,Promoter
8979,13,659356,-0.144464135333708,0.0600079675205243,0.0165784236410853,YMR198W_NFR/NDR,,,Promoter,Promoter,,Promoter
8980,13,660071,-0.165096595814128,0.0600115568472906,0.0062462019150178,YMR198W,CIK1,SGDID:S000004811,CDS,CDS,"""Kinesin-associated protein; required for both karyogamy and mitotic spindle organization ; interacts stably and specifically with Kar3p and may function to target this kinesin to a specific cellular role; locus encodes a long and short transcript with differing functions; CIK1 has a paralog ; VIK1 ; that arose from the whole genome duplication""",Verified ORF
8981,13,660769,-0.158883205602352,0.0598137109583361,0.0082588422149937,YMR198W,CIK1,SGDID:S000004811,CDS,CDS,"""Kinesin-associated protein; required for both karyogamy and mitotic spindle organization ; interacts stably and specifically with Kar3p and may function to target this kinesin to a specific cellular role; locus encodes a long and short transcript with differing functions; CIK1 has a paralog ; VIK1 ; that arose from the whole genome duplication""",Verified ORF
8982,13,661828,-0.159822170697225,0.0595574132165574,0.0076287478130267,YMR199W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8983,13,661923,-0.155518920244931,0.0595161195110675,0.0093574259787399,YMR199W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8984,13,665524,-0.115427890540627,0.0601926548849837,0.0559632606678543,YMR200W,ROT1,SGDID:S000004813,Close to 3'-UTR,Close to 3'-UTR,"""Molecular chaperone involved in protein folding in ER; mutation causes defects in cell wall synthesis and lysis of autophagic bodies ; suppresses tor2 mutations ; and is synthetically lethal with kar2-1 and with rot2 mutations; involved in N-linked glycosylation and O-mannosylation; transmembrane helix Ser250 is essential for Rot1p to interact with other membrane components and exert its functional role ; avoiding exposure of Ser H-bonding group at lipid-exposed surface""",Verified ORF
8987,13,670426,-0.0679407186555352,0.0612201724285758,0.267850705764905,YMR204C,INP1,SGDID:S000004817,CDS,CDS,"""Peripheral membrane protein of peroxisomes; involved in peroxisomal inheritance; recruitment to peroxisomes is mediated by interaction with Pex3p at the peroxisomal membrane; Inp1p and Pex3p tether peroxisomes to plasma membrane""",Verified ORF
8988,13,676107,0.0078154709547353,0.0598493837553889,0.89617747648124,YMR206W,YMR206W,SGDID:S000004819,CDS,CDS,"""Putative protein of unknown function; not an essential gene; YMR206W has a paralog ; YNR014W ; that arose from the whole genome duplication""",Uncharacterized ORF
8989,13,678117,0.0158084919181795,0.0601073386269542,0.79270065919678,YMR207C,HFA1,SGDID:S000004820,CDS,CDS,"""Mitochondrial acetyl-coenzyme A carboxylase; catalyzes production of malonyl-CoA in mitochondrial fatty acid biosynthesis; relocalizes from mitochondrion to cytoplasm upon DNA replication stress; genetic and comparative analysis suggests that translation begins at a non-canonical (Ile) start codon at -372 relative to the annotated start codon""",Verified ORF
8990,13,678210,0.0189525895880128,0.0599440558257468,0.752059363478235,YMR207C,HFA1,SGDID:S000004820,CDS,CDS,"""Mitochondrial acetyl-coenzyme A carboxylase; catalyzes production of malonyl-CoA in mitochondrial fatty acid biosynthesis; relocalizes from mitochondrion to cytoplasm upon DNA replication stress; genetic and comparative analysis suggests that translation begins at a non-canonical (Ile) start codon at -372 relative to the annotated start codon""",Verified ORF
8991,13,678717,0.0114274498841904,0.0601034885040592,0.849316893416617,YMR207C,HFA1,SGDID:S000004820,CDS,CDS,"""Mitochondrial acetyl-coenzyme A carboxylase; catalyzes production of malonyl-CoA in mitochondrial fatty acid biosynthesis; relocalizes from mitochondrion to cytoplasm upon DNA replication stress; genetic and comparative analysis suggests that translation begins at a non-canonical (Ile) start codon at -372 relative to the annotated start codon""",Verified ORF
8992,13,680954,0.0185292187749534,0.0609662257521368,0.761363367085478,YMR207C,HFA1,SGDID:S000004820,CDS,CDS,"""Mitochondrial acetyl-coenzyme A carboxylase; catalyzes production of malonyl-CoA in mitochondrial fatty acid biosynthesis; relocalizes from mitochondrion to cytoplasm upon DNA replication stress; genetic and comparative analysis suggests that translation begins at a non-canonical (Ile) start codon at -372 relative to the annotated start codon""",Verified ORF
8993,13,682180,-0.0031922455625138,0.0604440771710499,0.957910612750353,YMR207C,HFA1,SGDID:S000004820,CDS,CDS,"""Mitochondrial acetyl-coenzyme A carboxylase; catalyzes production of malonyl-CoA in mitochondrial fatty acid biosynthesis; relocalizes from mitochondrion to cytoplasm upon DNA replication stress; genetic and comparative analysis suggests that translation begins at a non-canonical (Ile) start codon at -372 relative to the annotated start codon""",Verified ORF
8994,13,683807,0.0102019451124556,0.0599500838292096,0.864970792313918,YMR207C,HFA1,SGDID:S000004820,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial acetyl-coenzyme A carboxylase; catalyzes production of malonyl-CoA in mitochondrial fatty acid biosynthesis; relocalizes from mitochondrion to cytoplasm upon DNA replication stress; genetic and comparative analysis suggests that translation begins at a non-canonical (Ile) start codon at -372 relative to the annotated start codon""",Verified ORF
8995,13,685087,-0.0095487576215628,0.0598825196384642,0.873399100408036,YMR208W,ERG12,SGDID:S000004821,CDS,CDS,"""Mevalonate kinase; acts in the biosynthesis of isoprenoids and sterols ; including ergosterol ; from mevalonate; human MVK functionally complements the lethality of the erg12 null mutation""",Verified ORF
8996,13,685205,-0.0028753861804465,0.0600322917900216,0.961825158302693,YMR208W,ERG12,SGDID:S000004821,CDS,CDS,"""Mevalonate kinase; acts in the biosynthesis of isoprenoids and sterols ; including ergosterol ; from mevalonate; human MVK functionally complements the lethality of the erg12 null mutation""",Verified ORF
8997,13,687302,0.0089289567320529,0.0611775082015642,0.884042884973071,YMR210W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8998,13,687782,0.000920326969629,0.0603660709972375,0.987844723139557,YMR210W,MGL2,SGDID:S000004823,CDS,CDS,"""Monoacylglycerol and triacylglycerol lipase; MAG lipase with preference for palmitoyl-MAG; TAG lipase involved in TAG catabolism; minor role in medium-chain fatty acid ethyl ester biosynthesis; contains an alpha/beta hydrolase domain and a typical lipase motif (GXSXG); similar to acyltransferases ; Eeb1p ; Eht1p ; and human ABHD1""",Verified ORF
9001,13,689409,0.003935886605478,0.0600051220965709,0.94773938283597,YMR211W,DML1,SGDID:S000004824,CDS,CDS,"""Essential protein involved in mtDNA inheritance; may also function in the partitioning of the mitochondrial organelle or in the segregation of chromosomes ; exhibits regions similar to members of a GTPase family""",Verified ORF
9002,13,692065,-0.0025961261505007,0.0601016501747333,0.965570044410197,YMR212C,EFR3,SGDID:S000004825,CDS,CDS,"""Protein required for Stt4-containing PI kinase complex localization; required for Stt4-containing phosphoinositide (PI) kinase patch assembly at plasma membrane; recruited to plasma membrane via conserved basic patch near N-terminus; exhibits synthetic lethal genetic interactions with PHO85; mutations in human homolog EFR3A implicated in autism spectrum disorders""",Verified ORF
9003,13,694397,-0.0052342607885026,0.0598727394463566,0.930384775050658,YMR213W,CEF1,SGDID:S000004826,CDS,CDS,"""Essential splicing factor; associated with Prp19p and the spliceosome ; contains an N-terminal c-Myb DNA binding motif necessary for cell viability but not for Prp19p association ; evolutionarily conserved and homologous to S. pombe Cdc5p""",Verified ORF
9004,13,696701,0.0219669657499536,0.0608540019176243,0.718331703518604,YMR215W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9005,13,696745,0.03350839291282,0.0603503494108978,0.579088247533233,YMR215W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9006,13,696957,0.0230137937935371,0.060102174564994,0.702016099608849,YMR215W,GAS3,SGDID:S000004828,CDS,CDS,"""Putative 1,3-beta-glucanosyltransferase; has similarity go other GAS family members; low abundance ; possibly inactive member of the GAS family of GPI-containing proteins; localizes to the cell wall; mRNA induced during sporulation""",Verified ORF
9007,13,697086,0.0273471228702818,0.0600542301378535,0.649120304664919,YMR215W,GAS3,SGDID:S000004828,CDS,CDS,"""Putative 1,3-beta-glucanosyltransferase; has similarity go other GAS family members; low abundance ; possibly inactive member of the GAS family of GPI-containing proteins; localizes to the cell wall; mRNA induced during sporulation""",Verified ORF
9008,13,697107,0.0310055305396548,0.0601492151236207,0.606542481824418,YMR215W,GAS3,SGDID:S000004828,CDS,CDS,"""Putative 1,3-beta-glucanosyltransferase; has similarity go other GAS family members; low abundance ; possibly inactive member of the GAS family of GPI-containing proteins; localizes to the cell wall; mRNA induced during sporulation""",Verified ORF
9009,13,697269,0.0364512004588052,0.0603435875862432,0.546191174138632,YMR215W,GAS3,SGDID:S000004828,CDS,CDS,"""Putative 1,3-beta-glucanosyltransferase; has similarity go other GAS family members; low abundance ; possibly inactive member of the GAS family of GPI-containing proteins; localizes to the cell wall; mRNA induced during sporulation""",Verified ORF
9010,13,698336,0.031922016343766,0.0603527854972172,0.597190822446572,YMR215W,GAS3,SGDID:S000004828,CDS,CDS,"""Putative 1,3-beta-glucanosyltransferase; has similarity go other GAS family members; low abundance ; possibly inactive member of the GAS family of GPI-containing proteins; localizes to the cell wall; mRNA induced during sporulation""",Verified ORF
9011,13,698372,0.029076550793077,0.0607848652405159,0.632695939900338,YMR215W,GAS3,SGDID:S000004828,Close to 3'-UTR,Close to 3'-UTR,"""Putative 1,3-beta-glucanosyltransferase; has similarity go other GAS family members; low abundance ; possibly inactive member of the GAS family of GPI-containing proteins; localizes to the cell wall; mRNA induced during sporulation""",Verified ORF
9013,13,698530,0.0284955726776008,0.0620544481076402,0.646371221827352,YMR215W,GAS3,SGDID:S000004828,Close to 3'-UTR,Close to 3'-UTR,"""Putative 1,3-beta-glucanosyltransferase; has similarity go other GAS family members; low abundance ; possibly inactive member of the GAS family of GPI-containing proteins; localizes to the cell wall; mRNA induced during sporulation""",Verified ORF
9015,13,698569,0.0552441394985297,0.0620032995536436,0.373542969111084,YMR215W,GAS3,SGDID:S000004828,Close to 3'-UTR,Close to 3'-UTR,"""Putative 1,3-beta-glucanosyltransferase; has similarity go other GAS family members; low abundance ; possibly inactive member of the GAS family of GPI-containing proteins; localizes to the cell wall; mRNA induced during sporulation""",Verified ORF
9016,13,698595,0.0568361744770016,0.0612891881613309,0.354381449047743,YMR215W,GAS3,SGDID:S000004828,Close to 3'-UTR,Close to 3'-UTR,"""Putative 1,3-beta-glucanosyltransferase; has similarity go other GAS family members; low abundance ; possibly inactive member of the GAS family of GPI-containing proteins; localizes to the cell wall; mRNA induced during sporulation""",Verified ORF
9020,13,698828,0.0551774852450842,0.0602777304651573,0.360613081135273,YMR216C,SKY1,SGDID:S000004829,CDS,CDS,"""SR protein kinase (SRPK); involved in mRNA 3' splice site recognition with Prp8p and Cdc40p; phosphorylates one or more SR dipeptides on mRNA export factors Npl3p and Gbp2p to stimulate cytoplasmic release of mRNA and Mtr10p-mediated nuclear reimport; component of stress granules that regulates granule disassembly during recovery from stress; modulates cation uptake and homeostasis through membrane transporters; contains prion-like domains; similar to human SRPK1""",Verified ORF
9021,13,698850,0.0525723964562418,0.0603258249396094,0.384087626717098,YMR216C,SKY1,SGDID:S000004829,CDS,CDS,"""SR protein kinase (SRPK); involved in mRNA 3' splice site recognition with Prp8p and Cdc40p; phosphorylates one or more SR dipeptides on mRNA export factors Npl3p and Gbp2p to stimulate cytoplasmic release of mRNA and Mtr10p-mediated nuclear reimport; component of stress granules that regulates granule disassembly during recovery from stress; modulates cation uptake and homeostasis through membrane transporters; contains prion-like domains; similar to human SRPK1""",Verified ORF
9023,13,699315,0.0648945353474422,0.0602918298547117,0.282510079960333,YMR216C,SKY1,SGDID:S000004829,CDS,CDS,"""SR protein kinase (SRPK); involved in mRNA 3' splice site recognition with Prp8p and Cdc40p; phosphorylates one or more SR dipeptides on mRNA export factors Npl3p and Gbp2p to stimulate cytoplasmic release of mRNA and Mtr10p-mediated nuclear reimport; component of stress granules that regulates granule disassembly during recovery from stress; modulates cation uptake and homeostasis through membrane transporters; contains prion-like domains; similar to human SRPK1""",Verified ORF
9024,13,699415,0.0621861421951752,0.0606479334187515,0.30589409783326,YMR216C,SKY1,SGDID:S000004829,CDS,CDS,"""SR protein kinase (SRPK); involved in mRNA 3' splice site recognition with Prp8p and Cdc40p; phosphorylates one or more SR dipeptides on mRNA export factors Npl3p and Gbp2p to stimulate cytoplasmic release of mRNA and Mtr10p-mediated nuclear reimport; component of stress granules that regulates granule disassembly during recovery from stress; modulates cation uptake and homeostasis through membrane transporters; contains prion-like domains; similar to human SRPK1""",Verified ORF
9027,13,699680,0.0449042154355525,0.0611010473630894,0.462877818096495,YMR216C,SKY1,SGDID:S000004829,CDS,CDS,"""SR protein kinase (SRPK); involved in mRNA 3' splice site recognition with Prp8p and Cdc40p; phosphorylates one or more SR dipeptides on mRNA export factors Npl3p and Gbp2p to stimulate cytoplasmic release of mRNA and Mtr10p-mediated nuclear reimport; component of stress granules that regulates granule disassembly during recovery from stress; modulates cation uptake and homeostasis through membrane transporters; contains prion-like domains; similar to human SRPK1""",Verified ORF
