SNP,Chr,Pos,Effect,SE,ERV25_PIS1_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
8563,13,146101,0.0094714078791124,0.0680678613324845,0.889413696340298,YML063W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8564,13,146103,0.0028641802280631,0.0681561733453024,0.966503497927952,YML063W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8565,13,146107,-0.0077282792615849,0.0684186848412758,0.910129898896967,YML063W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8566,13,146983,0.0302775997987117,0.0672634794982514,0.652889909103933,YML063W,RPS1B,SGDID:S000004528,CDS,CDS,"""Ribosomal protein of the small (40S) subunit; homologous to mammalian ribosomal protein S3A ; no bacterial homolog; RPS1B has a paralog ; RPS1A ; that arose from the whole genome duplication""",Verified ORF
8567,13,149070,0.0110015960267738,0.066781595023442,0.869242971843857,YML061C,PIF1,SGDID:S000004526,CDS,CDS,"""DNA helicase ; potent G-quadruplex DNA binder/unwinder; possesses strand annealing activity; promotes DNA synthesis during break-induced replication; involved in crossover recombination; works with Hrq1p to maintain telomere length homeostasis; translation from different start sites produces mitochondrial (DNA repair and recombination) and nuclear (catalytic inhibitor of telomerase) forms; mutations affect Zn ; Fe homeostasis; regulated by Rad53p-dependent phosphorylation in rho0 cells""",Verified ORF
8568,13,151409,0.0210824972163723,0.0667731230430533,0.752391550370852,YML061C,PIF1,SGDID:S000004526,CDS,CDS,"""DNA helicase ; potent G-quadruplex DNA binder/unwinder; possesses strand annealing activity; promotes DNA synthesis during break-induced replication; involved in crossover recombination; works with Hrq1p to maintain telomere length homeostasis; translation from different start sites produces mitochondrial (DNA repair and recombination) and nuclear (catalytic inhibitor of telomerase) forms; mutations affect Zn ; Fe homeostasis; regulated by Rad53p-dependent phosphorylation in rho0 cells""",Verified ORF
8569,13,158039,0.0367650836516473,0.0665202946534502,0.580825688088967,YML059C,NTE1,SGDID:S000004524,CDS,CDS,"""Serine esterase; homolog of human neuropathy target esterase (NTE); Nte1p-mediated phosphatidylcholine turnover influences transcription factor Opi1p localization ; affecting transcriptional regulation of phospholipid biosynthesis genes""",Verified ORF
8570,13,158199,0.0191134799745655,0.0670129565253906,0.775642361976871,YML059C,NTE1,SGDID:S000004524,CDS,CDS,"""Serine esterase; homolog of human neuropathy target esterase (NTE); Nte1p-mediated phosphatidylcholine turnover influences transcription factor Opi1p localization ; affecting transcriptional regulation of phospholipid biosynthesis genes""",Verified ORF
8571,13,159382,0.0421193009894814,0.0665464260956585,0.527188451537969,YML058W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8573,13,162015,-0.0261916298274318,0.0678967238065199,0.699909086203043,YML057W,CMP2,SGDID:S000004521,Close to 3'-UTR,Close to 3'-UTR,"""Calcineurin A; one isoform (the other is Cna1p) of the catalytic subunit of calcineurin ; a Ca++/calmodulin-regulated protein phosphatase which regulates Crz1p (a stress-response transcription factor) ; the other calcineurin subunit is CNB1; regulates the function of Aly1p alpha-arrestin; CMP2 has a paralog ; CNA1 ; that arose from the whole genome duplication""",Verified ORF
8575,13,163509,-0.0561630384284938,0.0664819001009498,0.398802014884695,YML056C,IMD4,SGDID:S000004520,Close to 3'-UTR,Close to 3'-UTR,"""Inosine monophosphate dehydrogenase; catalyzes the rate-limiting step in the de novo synthesis of GTP; member of a four-gene family in S. cerevisiae ; constitutively expressed; IMD4 has a paralog ; IMD3 ; that arose from the whole genome duplication""",Verified ORF
8576,13,164705,-0.0518634296239079,0.0669513135790122,0.439068632783119,SUT294,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
8577,13,169759,-0.0036262958573055,0.0661062645323207,0.956284573101171,YML053C,YML053C,SGDID:S000004517,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and the nucleus; overexpression causes a cell cycle delay or arrest; YML053C is not an essential gene""",Uncharacterized ORF
8579,13,173500,0.0462267054439802,0.0666760259526632,0.488575173936617,YML050W,AIM32,SGDID:S000004514,CDS,CDS,"""Protein of unknown function; null mutant is viable and displays elevated frequency of mitochondrial genome loss""",Verified ORF
8580,13,176799,0.0313160891531515,0.0666080843820689,0.638534984945356,YML049C,RSE1,SGDID:S000004513,CDS,CDS,"""Protein involved in pre-mRNA splicing; component of the pre-spliceosome; associates with U2 snRNA; involved in ER to Golgi transport""",Verified ORF
8584,13,191678,0.031575025011981,0.0672881776279575,0.639180137587261,YML043C,RRN11,SGDID:S000004507,CDS,CDS,"""Component of the core factor (CF) rDNA transcription factor complex; CF is required for transcription of 35S rRNA genes by RNA polymerase I and is composed of Rrn6p ; Rrn7p ; and Rrn11p""",Verified ORF
8585,13,193232,0.0143345085809539,0.0666160341994308,0.829750426261819,YML042W,CAT2,SGDID:S000004506,CDS,CDS,"""Carnitine acetyl-CoA transferase; present in both mitochondria and peroxisomes; transfers activated acetyl groups to carnitine to form acetylcarnitine which can be shuttled across membranes""",Verified ORF
8586,13,205923,0.0413234165519227,0.0662316011525124,0.533081158012595,YML036W,CGI121,SGDID:S000004500,CDS,CDS,"""Component of the EKC/KEOPS complex; EKC/KEOPS complex is required for t6A tRNA modification and telomeric TG1-3 recombination; may have role in transcription; Cgi121p is dispensable for tRNA modification; other complex members are Bud32p ; Kae1p ; Pcc1p ; and Gon7p""",Verified ORF
8588,13,209723,-0.005884511836762,0.0664332987690946,0.929467725240932,YML034C-A,YML034C-A,SGDID:S000004499,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps ORF SRC1/YML034W""",Dubious ORF
8589,13,209750,-0.0216361170600118,0.0662722796269719,0.744259908012668,YML034C-A,YML034C-A,SGDID:S000004499,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps ORF SRC1/YML034W""",Dubious ORF
8590,13,210558,0.0457013160063027,0.0661610501644483,0.490171196298692,YML034W,SRC1,SGDID:S000004497,CDS,CDS,"""Inner nuclear membrane protein; highly enriched at telomeres and subtelomeric regions; functions in regulation of subtelomeric genes and is linked to TREX (transcription export) factors; SRC1 produces 2 splice variant proteins with different functions; alternative splicing of SRC1 pre-mRNA is promoted by Hub1p; mutant has aneuploidy tolerance; SRC1 has a paralog ; HEH2 ; that arose from the whole genome duplication""",Verified ORF
8592,13,211631,0.0539407275544023,0.067500298893521,0.424759142829782,YML034W,SRC1,SGDID:S000004497,Close to 3'-UTR,Close to 3'-UTR,"""Inner nuclear membrane protein; highly enriched at telomeres and subtelomeric regions; functions in regulation of subtelomeric genes and is linked to TREX (transcription export) factors; SRC1 produces 2 splice variant proteins with different functions; alternative splicing of SRC1 pre-mRNA is promoted by Hub1p; mutant has aneuploidy tolerance; SRC1 has a paralog ; HEH2 ; that arose from the whole genome duplication""",Verified ORF
8593,13,212205,0.0279847679413668,0.0675565899160011,0.678948575718645,YML034W,SRC1,SGDID:S000004497,Close to 3'-UTR,Close to 3'-UTR,"""Inner nuclear membrane protein; highly enriched at telomeres and subtelomeric regions; functions in regulation of subtelomeric genes and is linked to TREX (transcription export) factors; SRC1 produces 2 splice variant proteins with different functions; alternative splicing of SRC1 pre-mRNA is promoted by Hub1p; mutant has aneuploidy tolerance; SRC1 has a paralog ; HEH2 ; that arose from the whole genome duplication""",Verified ORF
8595,13,216269,-0.0203791269054254,0.0663307279775614,0.758845611519054,YML030W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8596,13,216599,-0.0374748886983401,0.0660472815705123,0.570806588537685,YML030W,RCF1,SGDID:S000004492,CDS,CDS,"""Cytochrome c oxidase subunit; required for assembly of the Complex III-Complex IV supercomplex ; and for assembly of Cox13p and Rcf2p into cytochrome c oxidase; similar to Rcf2p ; and either Rcf1p or Rcf2p is required for late-stage assembly of the Cox12p and Cox13p subunits and for cytochrome c oxidase activity; required for growth under hypoxic conditions; member of the hypoxia induced gene family; C. elegans and human orthologs are functional in yeast""",Verified ORF
8598,13,217206,-0.0574698833494808,0.0668976468666091,0.390883875096532,YML029W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8599,13,217356,-0.022567026328986,0.0662320450210589,0.733512024961017,YML030W,RCF1,SGDID:S000004492,Close to 3'-UTR,Close to 3'-UTR,"""Cytochrome c oxidase subunit; required for assembly of the Complex III-Complex IV supercomplex ; and for assembly of Cox13p and Rcf2p into cytochrome c oxidase; similar to Rcf2p ; and either Rcf1p or Rcf2p is required for late-stage assembly of the Cox12p and Cox13p subunits and for cytochrome c oxidase activity; required for growth under hypoxic conditions; member of the hypoxia induced gene family; C. elegans and human orthologs are functional in yeast""",Verified ORF
8600,13,223846,-0.0670005587497111,0.0667427401826212,0.31613233871032,YML026C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8601,13,223868,-0.0740346181097716,0.0668460843403866,0.268815233708397,YML026C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8602,13,225313,-0.068339139340489,0.0665472149212635,0.305157948626528,YML025C,YML6,SGDID:S000004487,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial ribosomal protein of the large subunit; has similarity to E. coli L4 ribosomal protein and human mitoribosomal MRP-L4 protein; essential for viability ; unlike most other mitoribosomal proteins""",Verified ORF
8603,13,225322,-0.0792355823551533,0.0666508726203166,0.235311434849454,YML025C,YML6,SGDID:S000004487,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial ribosomal protein of the large subunit; has similarity to E. coli L4 ribosomal protein and human mitoribosomal MRP-L4 protein; essential for viability ; unlike most other mitoribosomal proteins""",Verified ORF
8604,13,225767,-0.0665080614925712,0.0667603171654739,0.319824940365948,YML024W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8605,13,226048,-0.0729971942213105,0.0669820433049951,0.276543561637572,YML025C,YML6,SGDID:S000004487,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial ribosomal protein of the large subunit; has similarity to E. coli L4 ribosomal protein and human mitoribosomal MRP-L4 protein; essential for viability ; unlike most other mitoribosomal proteins""",Verified ORF
8606,13,228874,-0.0335739482761866,0.0672557506811506,0.617950738595473,YML022W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8607,13,234266,-0.031932263649262,0.0664122932745846,0.630943319702561,YML019W,OST6,SGDID:S000004481,CDS,CDS,"""Subunit of the oligosaccharyltransferase complex of the ER lumen; complex catalyzes asparagine-linked glycosylation of newly synthesized proteins; similar to and partially functionally redundant with Ost3p""",Verified ORF
8608,13,234850,-0.0404023732292926,0.0671809169117396,0.547961885245378,YML018C,YML018C,SGDID:S000004480,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the membrane of the vacuole; physical interaction with Atg27p suggests a possible role in autophagy; YML018C is not an essential gene; relative distribution to the vacuolar membrane decreases upon DNA replication stress; YML018C has a paralog ; THI74 ; that arose from the whole genome duplication""",Verified ORF
8609,13,234851,-0.0404023732292926,0.0671809169117396,0.547961885245378,YML018C,YML018C,SGDID:S000004480,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the membrane of the vacuole; physical interaction with Atg27p suggests a possible role in autophagy; YML018C is not an essential gene; relative distribution to the vacuolar membrane decreases upon DNA replication stress; YML018C has a paralog ; THI74 ; that arose from the whole genome duplication""",Verified ORF
8611,13,238236,-0.0129109040232522,0.0664717646548045,0.846106422694695,CEN13_NFR/NDR,,,Promoter,Promoter,,Promoter
8613,13,244183,-0.0207090310162821,0.0667750656844515,0.756644202472057,YML013W,UBX2,SGDID:S000004475,CDS,CDS,"""Bridging factor involved in ER-associated protein degradation (ERAD); bridges the cytosolic Cdc48p-Npl1p-Ufd1p ATPase complex and the membrane associated Ssm4p and Hrd1p ubiquitin ligase complexes; contains a UBX (ubiquitin regulatory X) domain and a ubiquitin-associated (UBA) domain; redistributes from the ER to lipid droplets during the diauxic shift and stationary phase; required for the maintenance of lipid homeostasis; required for mitochondrial protein translocation-associated degradation""",Verified ORF
8614,13,244460,-0.0358107383800557,0.0666748940964807,0.591540508696343,YML013W,UBX2,SGDID:S000004475,CDS,CDS,"""Bridging factor involved in ER-associated protein degradation (ERAD); bridges the cytosolic Cdc48p-Npl1p-Ufd1p ATPase complex and the membrane associated Ssm4p and Hrd1p ubiquitin ligase complexes; contains a UBX (ubiquitin regulatory X) domain and a ubiquitin-associated (UBA) domain; redistributes from the ER to lipid droplets during the diauxic shift and stationary phase; required for the maintenance of lipid homeostasis; required for mitochondrial protein translocation-associated degradation""",Verified ORF
8615,13,247407,0.0007169746908557,0.0668379296285183,0.991447265865769,YML011C,RAD33,SGDID:S000004472,CDS,CDS,"""Protein involved in nucleotide excision repair; green fluorescent protein (GFP)-fusion protein localizes to the nucleus""",Verified ORF
8616,13,248552,-0.0573578769226739,0.0677430949750704,0.397737650752396,YML010W,SPT5,SGDID:S000004470,CDS,CDS,"""Spt4p/5p (DSIF) transcription elongation factor complex subunit; the Spt4/5 complex binds to ssRNA in a sequence-specific manner ; and in concert with RNAP I and II has multiple roles regulating transcriptional elongation ; RNA processing ; quality control ; and transcription-coupled repair; interacts with DNA upstream of RNAPII and the non-template strand of the transcription bubble; Spt5p is the only transcription elongation factor conserved in all domains of life""",Verified ORF
8617,13,253667,-0.0416236625790952,0.0673007701939363,0.536662905399949,YML007W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8618,13,254919,-0.0740948993350387,0.0672266061553218,0.271140265828728,YML007W,YAP1,SGDID:S000004466,CDS,CDS,"""Basic leucine zipper (bZIP) transcription factor; required for oxidative stress tolerance; activated by H2O2 through the multistep formation of disulfide bonds and transit from the cytoplasm to the nucleus; Yap1p is degraded in the nucleus after the oxidative stress has passed; mediates resistance to cadmium; relative distribution to the nucleus increases upon DNA replication stress; YAP1 has a paralog ; CAD1 ; that arose from the whole genome duplication""",Verified ORF
8621,13,256853,-0.0856778818237361,0.0679419025300438,0.208124964860424,YML006C,GIS4,SGDID:S000004465,CDS,CDS,"""CAAX box containing protein of unknown function; proposed to be involved in the RAS/cAMP signaling pathway""",Verified ORF
8622,13,258020,-0.081624635288557,0.0670616103768215,0.224356847747633,YML006C,GIS4,SGDID:S000004465,CDS,CDS,"""CAAX box containing protein of unknown function; proposed to be involved in the RAS/cAMP signaling pathway""",Verified ORF
8623,13,261178,-0.0571919620764527,0.0669439071236725,0.393503442616564,YML005W,TRM12,SGDID:S000004464,CDS,CDS,"""S-adenosylmethionine-dependent methyltransferase; required for wybutosine formation in phenylalanine-accepting tRNA; member of the seven beta-strand family""",Verified ORF
8625,13,262788,-0.0603242212318079,0.0669992302733447,0.368536221845687,XUT_13F-116,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
8626,13,262904,-0.0618320518073083,0.0669305907185894,0.356209268603987,XUT_13F-116,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
8627,13,262915,-0.0698334142921596,0.0669730590719599,0.297796634001941,XUT_13F-116,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
8628,13,263341,-0.0739740101016608,0.067167483196215,0.271500555410817,YML003W_NFR/NDR,,,Promoter,Promoter,,Promoter
8634,13,268600,-0.0945014360762599,0.0677636231721999,0.164021109651889,YML001W,YPT7,SGDID:S000004460,Close to 3'-UTR,Close to 3'-UTR,"""Rab family GTPase; GTP-binding protein of the rab family; required for homotypic fusion event in vacuole inheritance ; for endosome-endosome fusion; localizes to sites of contact between the vacuole and mitochondria (vCLAMPs); interacts with the cargo selection/retromer complex for retrograde sorting; similar to mammalian Rab7""",Verified ORF
8635,13,272284,-0.0883975712822923,0.0667966309772534,0.186564296700032,YMR002W,MIX17,SGDID:S000004604,CDS,CDS,"""Mitochondrial intermembrane space protein; required for normal oxygen consumption; contains twin cysteine-x9-cysteine motifs; protein abundance increases in response to DNA replication stress""",Verified ORF
8636,13,274252,-0.071511783666354,0.0667181553076815,0.284520131697365,YMR004W,MVP1,SGDID:S000004606,CDS,CDS,"""Protein required for sorting proteins to the vacuole; Mvp1p and Vps1p act in concert to promote membrane traffic to the vacuole; participates in transcription initiation and/or early elongation of specific genes; interacts with 'foot domain' of RNA polymerase II; deletion results in abnormal CTD-Ser5 phosphorylation of RNA polymerase II at specific promoter regions; protein abundance increases in response to DNA replication stress""",Verified ORF
8637,13,275145,-0.0678429757268857,0.0680469061438667,0.3194459386759,YMR004W,MVP1,SGDID:S000004606,CDS,CDS,"""Protein required for sorting proteins to the vacuole; Mvp1p and Vps1p act in concert to promote membrane traffic to the vacuole; participates in transcription initiation and/or early elongation of specific genes; interacts with 'foot domain' of RNA polymerase II; deletion results in abnormal CTD-Ser5 phosphorylation of RNA polymerase II at specific promoter regions; protein abundance increases in response to DNA replication stress""",Verified ORF
8638,13,278674,-0.08973915930985,0.0669763389224715,0.181151554242059,YMR006C,PLB2,SGDID:S000004608,CDS,CDS,"""Phospholipase B (lysophospholipase) involved in lipid metabolism; displays transacylase activity in vitro; overproduction confers resistance to lysophosphatidylcholine""",Verified ORF
8639,13,280923,-0.0758052438199511,0.0664708884114421,0.254881300436568,YMR008C,PLB1,SGDID:S000004610,CDS,CDS,"""Phospholipase B (lysophospholipase) involved in lipid metabolism; required for efficient acyl chain remodeling of newly synthesized phosphatidylethanolamine-derived phosphatidylcholine; required for deacylation of phosphatidylcholine and phosphatidylethanolamine but not phosphatidylinositol; PLB1 has a paralog ; PLB3 ; that arose from the whole genome duplication""",Verified ORF
8640,13,283371,-0.0400570365783335,0.0669184272615438,0.549826888410063,YMR008C,PLB1,SGDID:S000004610,Close to 3'-UTR,Close to 3'-UTR,"""Phospholipase B (lysophospholipase) involved in lipid metabolism; required for efficient acyl chain remodeling of newly synthesized phosphatidylethanolamine-derived phosphatidylcholine; required for deacylation of phosphatidylcholine and phosphatidylethanolamine but not phosphatidylinositol; PLB1 has a paralog ; PLB3 ; that arose from the whole genome duplication""",Verified ORF
8642,13,287022,-0.107536025566975,0.0668790480439865,0.108747138166363,YMR010W,ANY1,SGDID:S000004612,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in phospholipid flippase function; null allele suppresses growth and membrane trafficking defects associated with all flippase null alleles; proposed function as a phospholipid scramblase that reduces membrane asymmetry; PQ loop family member; localizes to the endosome and trans-Golgi network; non-essential gene""",Verified ORF
8643,13,290088,-0.150535567427961,0.0677413271489579,0.0269023174782246,YMRCtau1,YMRCtau1,SGDID:S000007117,Other features,LTR,"""Ty4 LTR""",reverse complement
8644,13,296799,-0.138618490170821,0.0666056986592443,0.038137740104918,YMR013C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8645,13,296809,-0.129927494567451,0.0667186908332905,0.0522802482041804,YMR013C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8646,13,298658,-0.0693331448809815,0.0675195829115722,0.305189607489637,YMR014W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8647,13,298712,-0.0661148335728959,0.0670492407838774,0.324777150819584,YMR014W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8648,13,298845,-0.0909251136112732,0.0669045845036978,0.175005788800297,YMR014W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8653,13,299304,-0.0858857801011518,0.0668749430866725,0.199888164328219,YMR014W,BUD22,SGDID:S000004616,CDS,CDS,"""Protein required for rRNA maturation and ribosomal subunit biogenesis; required for 18S rRNA maturation; also required for small ribosomal subunit biogenesis; cosediments with pre-ribosomal particles; mutation decreases efficiency of +1 Ty1 frameshifting and transposition ; and affects budding pattern""",Verified ORF
8654,13,299947,-0.0563695099174731,0.0670744521633254,0.401251837597941,YMR014W,BUD22,SGDID:S000004616,CDS,CDS,"""Protein required for rRNA maturation and ribosomal subunit biogenesis; required for 18S rRNA maturation; also required for small ribosomal subunit biogenesis; cosediments with pre-ribosomal particles; mutation decreases efficiency of +1 Ty1 frameshifting and transposition ; and affects budding pattern""",Verified ORF
8656,13,302918,-0.0394871541812928,0.0669817428635007,0.555888839673683,XUT_13F-137,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
8657,13,309981,-0.0035711082214264,0.0676251026189012,0.957915208363604,YMR018W,PEX9,SGDID:S000004620,Close to 3'-UTR,Close to 3'-UTR,"""Peroxisomal membrane signal receptor for peroxisomal matrix proteins; oleate-inducible condition-specific import receptor for a subset of PTS1-containing matrix proteins; localizes to both the cytosol and the peroxisomal membrane; similar to human PEX5Rp ; a peroxin protein 5 related protein; paralog of Pex5p""",Verified ORF
8658,13,310001,0.0034817555550914,0.0676435271376026,0.958978433302683,YMR018W,PEX9,SGDID:S000004620,Close to 3'-UTR,Close to 3'-UTR,"""Peroxisomal membrane signal receptor for peroxisomal matrix proteins; oleate-inducible condition-specific import receptor for a subset of PTS1-containing matrix proteins; localizes to both the cytosol and the peroxisomal membrane; similar to human PEX5Rp ; a peroxin protein 5 related protein; paralog of Pex5p""",Verified ORF
8659,13,311023,-0.0277450382308058,0.0680110814175464,0.683558589107885,YMR018W,PEX9,SGDID:S000004620,CDS,CDS,"""Peroxisomal membrane signal receptor for peroxisomal matrix proteins; oleate-inducible condition-specific import receptor for a subset of PTS1-containing matrix proteins; localizes to both the cytosol and the peroxisomal membrane; similar to human PEX5Rp ; a peroxin protein 5 related protein; paralog of Pex5p""",Verified ORF
8660,13,313844,0.0558216513283405,0.0674993066131175,0.408798039303729,YMR019W,STB4,SGDID:S000004621,CDS,CDS,"""Putative transcription factor; contains a Zn(II)2Cys6 zinc finger domain characteristic of DNA-binding proteins; computational analysis suggests a role in regulation of expression of genes encoding transporters; binds Sin3p in a two-hybrid assay;""",Verified ORF
8661,13,315986,0.0524518422701217,0.0675270113636402,0.437824390182736,YMR020W,FMS1,SGDID:S000004622,CDS,CDS,"""Polyamine oxidase; converts spermine to spermidine ; which is required for the essential hypusination modification of translation factor eIF-5A; also involved in pantothenic acid biosynthesis""",Verified ORF
8662,13,317001,0.0763446289132783,0.0683014674635855,0.264429765021313,YMR020W,FMS1,SGDID:S000004622,Close to 3'-UTR,Close to 3'-UTR,"""Polyamine oxidase; converts spermine to spermidine ; which is required for the essential hypusination modification of translation factor eIF-5A; also involved in pantothenic acid biosynthesis""",Verified ORF
8663,13,319136,0.111233918828711,0.067208388642205,0.0988010701735698,YMR022W,UBC7,SGDID:S000004624,CDS,CDS,"""Ubiquitin conjugating enzyme; involved in the ER-associated protein degradation (ERAD) pathway and in the inner nuclear membrane-associated degradation (INMAD) pathway; requires Cue1p for recruitment to the ER membrane; proposed to be involved in chromatin assembly""",Verified ORF
8664,13,329611,0.187271591819874,0.067331980872605,0.0057044558264347,YMR029C,FAR8,SGDID:S000004631,CDS,CDS,"""Protein involved in recovery from arrest in response to pheromone; acts in a cell cycle arrest recovery pathway independent from Far1p; interacts with Far3p ; Far7p ; Far9p ; Far10p ; and Far11p""",Verified ORF
8665,13,329923,0.191918862173234,0.0678131251561827,0.0049193844473695,YMR029C,FAR8,SGDID:S000004631,CDS,CDS,"""Protein involved in recovery from arrest in response to pheromone; acts in a cell cycle arrest recovery pathway independent from Far1p; interacts with Far3p ; Far7p ; Far9p ; Far10p ; and Far11p""",Verified ORF
8666,13,331270,0.200191772620983,0.068167725325074,0.0035343116790937,YMR030W,RSF1,SGDID:S000004632,CDS,CDS,"""Protein required for respiratory growth; localized to both the nucleus and mitochondrion; may interact with transcription factors to mediate the transition to respiratory growth and activate transcription of nuclear and mitochondrial genes""",Verified ORF
8667,13,331334,0.217449627171489,0.0678173879792047,0.0014668359384701,YMR030W,RSF1,SGDID:S000004632,CDS,CDS,"""Protein required for respiratory growth; localized to both the nucleus and mitochondrion; may interact with transcription factors to mediate the transition to respiratory growth and activate transcription of nuclear and mitochondrial genes""",Verified ORF
8668,13,331755,0.221644800341844,0.0683758719309707,0.0013019461686746,YMR030W,RSF1,SGDID:S000004632,CDS,CDS,"""Protein required for respiratory growth; localized to both the nucleus and mitochondrion; may interact with transcription factors to mediate the transition to respiratory growth and activate transcription of nuclear and mitochondrial genes""",Verified ORF
8670,13,333904,0.149285630683127,0.0678594980535586,0.0284599550820962,YMR031C,EIS1,SGDID:S000004633,CDS,CDS,"""Component of the eisosome required for proper eisosome assembly; similar to Uso1p; authentic ; non-tagged protein is detected in a phosphorylated state in highly purified mitochondria in high-throughput studies; protein increases in abundance and relocalizes from plasma membrane to cytoplasm upon DNA replication stress; EIS1 has a paralog ; YKL050C ; that arose from the whole genome duplication""",Verified ORF
8671,13,338431,0.0652068565727133,0.0677511476652262,0.336484166920225,YMR030W-A,YMR030W-A,SGDID:S000028574,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; mCherry fusion protein localizes to the cytosol""",Uncharacterized ORF
8672,13,339328,0.0912411113938474,0.0680415720481755,0.180795243504639,YMR033W,ARP9,SGDID:S000004636,Close to 3'-UTR,Close to 3'-UTR,"""Component of both the SWI/SNF and RSC chromatin remodeling complexes; actin-related protein involved in transcriptional regulation""",Verified ORF
8673,13,339643,0.0648670178576487,0.0678979866751962,0.340049473869647,YMR034C,RCH1,SGDID:S000004637,CDS,CDS,"""Negative regulator of cytosolic calcium homeostasis; localizes to the plasma membrane ; concentrating at the bud neck during cell division; regulated by Crz1p through a CDRE promoter element; non-essential gene; putative transporter with sequence similarity to human SLC10A7; functional homolog of C. albicans RCH1""",Verified ORF
8674,13,340812,0.0656434113010531,0.0672961967842268,0.330009952053689,YMR034C,RCH1,SGDID:S000004637,Close to 3'-UTR,Close to 3'-UTR,"""Negative regulator of cytosolic calcium homeostasis; localizes to the plasma membrane ; concentrating at the bud neck during cell division; regulated by Crz1p through a CDRE promoter element; non-essential gene; putative transporter with sequence similarity to human SLC10A7; functional homolog of C. albicans RCH1""",Verified ORF
8675,13,341260,0.0640778923810612,0.0670696034634824,0.340032323075263,YMR035W,IMP2,SGDID:S000004638,CDS,CDS,"""Catalytic subunit of mitochondrial inner membrane peptidase complex; required for maturation of mitochondrial proteins of the intermembrane space; complex contains two catalytic subunits (Imp1p and Imp2p that differ in substrate specificity) ; and Som1p""",Verified ORF
8677,13,343136,0.0522409595712454,0.0675681834806778,0.439945603492363,YMR036C,MIH1,SGDID:S000004639,CDS,CDS,"""Protein tyrosine phosphatase involved in cell cycle control and retrograde protein transport; regulates the phosphorylation state of Cdc28p; modulates phosphorylation of retromer component Vps26p; homolog of S. pombe cdc25""",Verified ORF
8678,13,343663,0.038634729508807,0.0678443240297237,0.569405185712133,YMR036C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8679,13,343706,0.0762453792932265,0.0676903123420826,0.26076757463965,SUT299,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
8680,13,344093,0.0343770150054996,0.0678541986946648,0.612730311339553,SUT299,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
8681,13,345749,0.0690159374990886,0.0694911393206872,0.321311449655858,YMR037C,MSN2,SGDID:S000004640,CDS,CDS,"""Stress-responsive transcriptional activator; activated in stochastic pulses of nuclear localization in response to various stress conditions; binds DNA at stress response elements of responsive genes; light sensing pathway component that accumulates in the nucleus in response to blue light; relative distribution to nucleus increases upon DNA replication stress""",Verified ORF
8682,13,347381,-0.0525390898640696,0.067410672350419,0.436273208807033,YMR037C,MSN2,SGDID:S000004640,Close to 3'-UTR,Close to 3'-UTR,"""Stress-responsive transcriptional activator; activated in stochastic pulses of nuclear localization in response to various stress conditions; binds DNA at stress response elements of responsive genes; light sensing pathway component that accumulates in the nucleus in response to blue light; relative distribution to nucleus increases upon DNA replication stress""",Verified ORF
8684,13,349796,-0.0350976554162614,0.0691450007443647,0.61205439830332,YMR040W_NFR/NDR,,,Promoter,Promoter,,Promoter
