SNP,Chr,Pos,Effect,SE,HNM1_MID2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
8640,13,283371,0.240839992098058,0.152917136647787,0.116159001087226,YMR008C,PLB1,SGDID:S000004610,Close to 3'-UTR,Close to 3'-UTR,"""Phospholipase B (lysophospholipase) involved in lipid metabolism; required for efficient acyl chain remodeling of newly synthesized phosphatidylethanolamine-derived phosphatidylcholine; required for deacylation of phosphatidylcholine and phosphatidylethanolamine but not phosphatidylinositol; PLB1 has a paralog ; PLB3 ; that arose from the whole genome duplication""",Verified ORF
8642,13,287022,0.238599468003316,0.153320666819252,0.120553740630293,YMR010W,ANY1,SGDID:S000004612,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in phospholipid flippase function; null allele suppresses growth and membrane trafficking defects associated with all flippase null alleles; proposed function as a phospholipid scramblase that reduces membrane asymmetry; PQ loop family member; localizes to the endosome and trans-Golgi network; non-essential gene""",Verified ORF
8643,13,290088,0.220981314792775,0.155900909126999,0.157234239401304,YMRCtau1,YMRCtau1,SGDID:S000007117,Other features,LTR,"""Ty4 LTR""",reverse complement
8644,13,296799,0.134725023831886,0.153425109487722,0.380478120711336,YMR013C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8645,13,296809,0.144398417122281,0.153544846366395,0.347639329305527,YMR013C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8646,13,298658,0.175035297679111,0.154704188970397,0.258646713450664,YMR014W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8647,13,298712,0.168030079219969,0.153626873455171,0.274808474229759,YMR014W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8648,13,298845,0.181148865267575,0.15344193952355,0.238568677845767,YMR014W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8653,13,299304,0.170630901420415,0.153364989044049,0.26664571251016,YMR014W,BUD22,SGDID:S000004616,CDS,CDS,"""Protein required for rRNA maturation and ribosomal subunit biogenesis; required for 18S rRNA maturation; also required for small ribosomal subunit biogenesis; cosediments with pre-ribosomal particles; mutation decreases efficiency of +1 Ty1 frameshifting and transposition ; and affects budding pattern""",Verified ORF
8654,13,299947,0.194153540405071,0.153539614302171,0.206878554796965,YMR014W,BUD22,SGDID:S000004616,CDS,CDS,"""Protein required for rRNA maturation and ribosomal subunit biogenesis; required for 18S rRNA maturation; also required for small ribosomal subunit biogenesis; cosediments with pre-ribosomal particles; mutation decreases efficiency of +1 Ty1 frameshifting and transposition ; and affects budding pattern""",Verified ORF
8656,13,302918,-0.0792828340375582,0.153538342419994,0.605918238133194,XUT_13F-137,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
8657,13,309981,-0.058582810293424,0.154964579252089,0.705628097666966,YMR018W,PEX9,SGDID:S000004620,Close to 3'-UTR,Close to 3'-UTR,"""Peroxisomal membrane signal receptor for peroxisomal matrix proteins; oleate-inducible condition-specific import receptor for a subset of PTS1-containing matrix proteins; localizes to both the cytosol and the peroxisomal membrane; similar to human PEX5Rp ; a peroxin protein 5 related protein; paralog of Pex5p""",Verified ORF
8658,13,310001,-0.0422040466545544,0.155021869721253,0.785592228961389,YMR018W,PEX9,SGDID:S000004620,Close to 3'-UTR,Close to 3'-UTR,"""Peroxisomal membrane signal receptor for peroxisomal matrix proteins; oleate-inducible condition-specific import receptor for a subset of PTS1-containing matrix proteins; localizes to both the cytosol and the peroxisomal membrane; similar to human PEX5Rp ; a peroxin protein 5 related protein; paralog of Pex5p""",Verified ORF
8659,13,311023,-0.0899295938534366,0.15584324206931,0.56427240980089,YMR018W,PEX9,SGDID:S000004620,CDS,CDS,"""Peroxisomal membrane signal receptor for peroxisomal matrix proteins; oleate-inducible condition-specific import receptor for a subset of PTS1-containing matrix proteins; localizes to both the cytosol and the peroxisomal membrane; similar to human PEX5Rp ; a peroxin protein 5 related protein; paralog of Pex5p""",Verified ORF
8660,13,313844,-0.0769953160113512,0.154802574016968,0.619232533067007,YMR019W,STB4,SGDID:S000004621,CDS,CDS,"""Putative transcription factor; contains a Zn(II)2Cys6 zinc finger domain characteristic of DNA-binding proteins; computational analysis suggests a role in regulation of expression of genes encoding transporters; binds Sin3p in a two-hybrid assay;""",Verified ORF
8661,13,315986,-0.0287981921466607,0.154895136355162,0.852613839497196,YMR020W,FMS1,SGDID:S000004622,CDS,CDS,"""Polyamine oxidase; converts spermine to spermidine ; which is required for the essential hypusination modification of translation factor eIF-5A; also involved in pantothenic acid biosynthesis""",Verified ORF
8662,13,317001,0.0250470050663112,0.156816670067891,0.873191757852502,YMR020W,FMS1,SGDID:S000004622,Close to 3'-UTR,Close to 3'-UTR,"""Polyamine oxidase; converts spermine to spermidine ; which is required for the essential hypusination modification of translation factor eIF-5A; also involved in pantothenic acid biosynthesis""",Verified ORF
8663,13,319136,0.0320591383445121,0.154627327578128,0.835870412892451,YMR022W,UBC7,SGDID:S000004624,CDS,CDS,"""Ubiquitin conjugating enzyme; involved in the ER-associated protein degradation (ERAD) pathway and in the inner nuclear membrane-associated degradation (INMAD) pathway; requires Cue1p for recruitment to the ER membrane; proposed to be involved in chromatin assembly""",Verified ORF
8664,13,329611,-0.143732886235398,0.155817596058198,0.356927468908802,YMR029C,FAR8,SGDID:S000004631,CDS,CDS,"""Protein involved in recovery from arrest in response to pheromone; acts in a cell cycle arrest recovery pathway independent from Far1p; interacts with Far3p ; Far7p ; Far9p ; Far10p ; and Far11p""",Verified ORF
8665,13,329923,-0.168353444398346,0.156924071025936,0.284078561760807,YMR029C,FAR8,SGDID:S000004631,CDS,CDS,"""Protein involved in recovery from arrest in response to pheromone; acts in a cell cycle arrest recovery pathway independent from Far1p; interacts with Far3p ; Far7p ; Far9p ; Far10p ; and Far11p""",Verified ORF
8666,13,331270,-0.127548984353671,0.157990329253941,0.420024937857182,YMR030W,RSF1,SGDID:S000004632,CDS,CDS,"""Protein required for respiratory growth; localized to both the nucleus and mitochondrion; may interact with transcription factors to mediate the transition to respiratory growth and activate transcription of nuclear and mitochondrial genes""",Verified ORF
8667,13,331334,-0.126052920854867,0.157540516336876,0.424173509001786,YMR030W,RSF1,SGDID:S000004632,CDS,CDS,"""Protein required for respiratory growth; localized to both the nucleus and mitochondrion; may interact with transcription factors to mediate the transition to respiratory growth and activate transcription of nuclear and mitochondrial genes""",Verified ORF
8668,13,331755,-0.0800538424361728,0.158974368836015,0.614881563124204,YMR030W,RSF1,SGDID:S000004632,CDS,CDS,"""Protein required for respiratory growth; localized to both the nucleus and mitochondrion; may interact with transcription factors to mediate the transition to respiratory growth and activate transcription of nuclear and mitochondrial genes""",Verified ORF
8670,13,333904,-0.0611343390101107,0.156561305869087,0.696415852007686,YMR031C,EIS1,SGDID:S000004633,CDS,CDS,"""Component of the eisosome required for proper eisosome assembly; similar to Uso1p; authentic ; non-tagged protein is detected in a phosphorylated state in highly purified mitochondria in high-throughput studies; protein increases in abundance and relocalizes from plasma membrane to cytoplasm upon DNA replication stress; EIS1 has a paralog ; YKL050C ; that arose from the whole genome duplication""",Verified ORF
8671,13,338431,0.105945198887309,0.155385548793102,0.495798961286593,YMR030W-A,YMR030W-A,SGDID:S000028574,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; mCherry fusion protein localizes to the cytosol""",Uncharacterized ORF
8672,13,339328,0.0523458064789892,0.15632174511944,0.737930033375863,YMR033W,ARP9,SGDID:S000004636,Close to 3'-UTR,Close to 3'-UTR,"""Component of both the SWI/SNF and RSC chromatin remodeling complexes; actin-related protein involved in transcriptional regulation""",Verified ORF
8673,13,339643,0.0886474769566081,0.155750383879821,0.569606963338959,YMR034C,RCH1,SGDID:S000004637,CDS,CDS,"""Negative regulator of cytosolic calcium homeostasis; localizes to the plasma membrane ; concentrating at the bud neck during cell division; regulated by Crz1p through a CDRE promoter element; non-essential gene; putative transporter with sequence similarity to human SLC10A7; functional homolog of C. albicans RCH1""",Verified ORF
8674,13,340812,0.0682046675583146,0.154406553094493,0.65896134130374,YMR034C,RCH1,SGDID:S000004637,Close to 3'-UTR,Close to 3'-UTR,"""Negative regulator of cytosolic calcium homeostasis; localizes to the plasma membrane ; concentrating at the bud neck during cell division; regulated by Crz1p through a CDRE promoter element; non-essential gene; putative transporter with sequence similarity to human SLC10A7; functional homolog of C. albicans RCH1""",Verified ORF
8675,13,341260,0.0568044061725341,0.153891060991832,0.712258919120759,YMR035W,IMP2,SGDID:S000004638,CDS,CDS,"""Catalytic subunit of mitochondrial inner membrane peptidase complex; required for maturation of mitochondrial proteins of the intermembrane space; complex contains two catalytic subunits (Imp1p and Imp2p that differ in substrate specificity) ; and Som1p""",Verified ORF
8677,13,343136,0.0861782083038511,0.154928061643115,0.578394702582033,YMR036C,MIH1,SGDID:S000004639,CDS,CDS,"""Protein tyrosine phosphatase involved in cell cycle control and retrograde protein transport; regulates the phosphorylation state of Cdc28p; modulates phosphorylation of retromer component Vps26p; homolog of S. pombe cdc25""",Verified ORF
8678,13,343663,0.13171534667792,0.15541115294691,0.397274994995256,YMR036C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8679,13,343706,0.0882547411628933,0.15535235180146,0.570332303364269,SUT299,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
8680,13,344093,0.0788085996312613,0.155520391832021,0.612652748766989,SUT299,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
8681,13,345749,0.0841586003776666,0.159431706702718,0.597923891029458,YMR037C,MSN2,SGDID:S000004640,CDS,CDS,"""Stress-responsive transcriptional activator; activated in stochastic pulses of nuclear localization in response to various stress conditions; binds DNA at stress response elements of responsive genes; light sensing pathway component that accumulates in the nucleus in response to blue light; relative distribution to nucleus increases upon DNA replication stress""",Verified ORF
8682,13,347381,0.128599660401505,0.154485185432327,0.405723397205682,YMR037C,MSN2,SGDID:S000004640,Close to 3'-UTR,Close to 3'-UTR,"""Stress-responsive transcriptional activator; activated in stochastic pulses of nuclear localization in response to various stress conditions; binds DNA at stress response elements of responsive genes; light sensing pathway component that accumulates in the nucleus in response to blue light; relative distribution to nucleus increases upon DNA replication stress""",Verified ORF
8684,13,349796,0.05534704550368,0.158509362845662,0.72716830933038,YMR040W_NFR/NDR,,,Promoter,Promoter,,Promoter
8685,13,350144,-0.0263011798693229,0.15373444159754,0.864257392624784,YMR040W_NFR/NDR,,,Promoter,Promoter,,Promoter
8686,13,350249,-0.0040776025004487,0.153740661730548,0.978855492709696,YMR039C,SUB1,SGDID:S000004642,Close to 3'-UTR,Close to 3'-UTR,"""Transcriptional regulator; facilitates elongation through factors that modify RNAP II; role in peroxide resistance involving Rad2p; role in nonhomologous end-joining (NHEJ) of ds breaks in plasmid DNA ; but not chromosomal DNA; role in the hyperosmotic stress response through polymerase recruitment at RNAP II and RNAP III genes; negatively regulates sporulation; protein abundance increases in response to DNA replication stress; functionally complemented by human SUB1 (PC4)""",Verified ORF
8688,13,352789,-0.0595260500671161,0.154005975663304,0.699346104986978,YMR042W,ARG80,SGDID:S000004645,CDS,CDS,"""Transcription factor involved in regulating arginine-responsive genes; acts with Arg81p and Arg82p""",Verified ORF
8690,13,355292,0.0473327676907408,0.154921805991866,0.760145026433421,YMR044W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8691,13,363033,0.0326964244413462,0.152742585721932,0.830622091874909,tH(GUG)M_NFR/NDR,,,Promoter,Promoter,,Promoter
8692,13,363801,0.0135685640281402,0.154333830675798,0.929992514873724,YMR047C,NUP116,SGDID:S000004650,CDS,CDS,"""FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier; forms a stable association with Nup82p ; Gle2p and two other FG-nucleoporins (Nsp1p and Nup159p); NUP116 has a paralog ; NUP100 ; that arose from the whole genome duplication""",Verified ORF
8693,13,365504,0.0613127504156221,0.153636353471101,0.690077710402998,YMR047C,NUP116,SGDID:S000004650,CDS,CDS,"""FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier; forms a stable association with Nup82p ; Gle2p and two other FG-nucleoporins (Nsp1p and Nup159p); NUP116 has a paralog ; NUP100 ; that arose from the whole genome duplication""",Verified ORF
8694,13,367606,0.144340688846463,0.152559186831157,0.344729912475514,YMR048W,CSM3,SGDID:S000004651,CDS,CDS,"""Replication fork associated factor; required for stable replication fork pausing; component of the DNA replication checkpoint pathway; required for accurate chromosome segregation during meiosis; forms nuclear foci upon DNA replication stress""",Verified ORF
8695,13,368822,0.132805737487725,0.152565598910073,0.384628150852011,YMR049C,ERB1,SGDID:S000004652,CDS,CDS,"""Constituent of 66S pre-ribosomal particles; forms a complex with Nop7p and Ytm1p that is required for maturation of the large ribosomal subunit; required for maturation of the 25S and 5.8S ribosomal RNAs; binds RNA via its C-terminal domain; homologous to mammalian Bop1""",Verified ORF
8698,13,379256,0.11854435884049,0.15310443226684,0.439288669664635,tW(CCA)M_NFR/NDR,,,Promoter,Promoter,,Promoter
8699,13,379628,0.102658180208505,0.151993050799067,0.499855185531133,YMR052W,FAR3,SGDID:S000004656,CDS,CDS,"""Protein of unknown function; involved in recovery from cell cycle arrest in response to pheromone ; in a Far1p-independent pathway; interacts with Far7p ; Far8p ; Far9p ; Far10p ; and Far11p; localizes to the endoplasmic reticulum; protein abundance increases in response to DNA replication stress""",Verified ORF
8701,13,380640,0.107365329475801,0.152688442949559,0.482415764276322,YMR053C,STB2,SGDID:S000004657,CDS,CDS,"""Protein that interacts with Sin3p in a two-hybrid assay; part of a large protein complex with Sin3p and Stb1p; STB2 has a paralog ; STB6 ; that arose from the whole genome duplication""",Verified ORF
8702,13,381948,-0.0031934818553781,0.153064127310253,0.983366182769945,YMR053C,STB2,SGDID:S000004657,CDS,CDS,"""Protein that interacts with Sin3p in a two-hybrid assay; part of a large protein complex with Sin3p and Stb1p; STB2 has a paralog ; STB6 ; that arose from the whole genome duplication""",Verified ORF
8703,13,382282,-0.0374386792087832,0.152936884784131,0.806754899731101,YMR053C,STB2,SGDID:S000004657,CDS,CDS,"""Protein that interacts with Sin3p in a two-hybrid assay; part of a large protein complex with Sin3p and Stb1p; STB2 has a paralog ; STB6 ; that arose from the whole genome duplication""",Verified ORF
8704,13,382792,-0.0423450822867246,0.153303113237329,0.782542261532909,YMR053C,STB2,SGDID:S000004657,CDS,CDS,"""Protein that interacts with Sin3p in a two-hybrid assay; part of a large protein complex with Sin3p and Stb1p; STB2 has a paralog ; STB6 ; that arose from the whole genome duplication""",Verified ORF
8705,13,383109,-0.0804114997549795,0.153131376398042,0.599833273986981,YMR054W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8706,13,385364,-0.0555406808386311,0.152723892248206,0.716324189973296,YMR054W,STV1,SGDID:S000004658,CDS,CDS,"""Subunit a of the vacuolar-ATPase V0 domain; encodes one of two isoforms ; located in both Golgi and endosomal V-ATPase complexes while VPH1 encodes the second isoform and is located in vacuolar V-ATPase complexes; interaction with PI(4)P is required for efficient localization and function of Stv1-containing V-ATPases""",Verified ORF
8707,13,386654,-0.015436764212272,0.152357831884584,0.919354648182172,YMR055C,BUB2,SGDID:S000004659,CDS,CDS,"""Mitotic exit network regulator; forms GTPase-activating Bfa1p-Bub2p complex that binds Tem1p and spindle pole bodies ; blocks cell cycle progression before anaphase in response to spindle and kinetochore damage""",Verified ORF
8708,13,389323,-0.0917823317686151,0.151321507101575,0.54454704020237,YMR058W,FET3,SGDID:S000004662,CDS,CDS,"""Ferro-O2-oxidoreductase; multicopper oxidase that oxidizes ferrous (Fe2+) to ferric iron (Fe3+) for subsequent cellular uptake by transmembrane permease Ftr1p; required for high-affinity iron uptake and involved in mediating resistance to copper ion toxicity ; belongs to class of integral membrane multicopper oxidases; protein abundance increases in response to DNA replication stress""",Verified ORF
8710,13,391230,-0.100468589826988,0.152081856455104,0.509285756818367,YMR059W,SEN15,SGDID:S000004663,CDS,CDS,"""Subunit of the tRNA splicing endonuclease; tRNA splicing endonuclease (Sen complex) is composed of Sen2p ; Sen15p ; Sen34p ; and Sen54p; Sen complex also cleaves the CBP1 mRNA at the mitochondrial surface""",Verified ORF
8711,13,391266,-0.11606837998644,0.151853430681774,0.445172415941794,YMR059W,SEN15,SGDID:S000004663,CDS,CDS,"""Subunit of the tRNA splicing endonuclease; tRNA splicing endonuclease (Sen complex) is composed of Sen2p ; Sen15p ; Sen34p ; and Sen54p; Sen complex also cleaves the CBP1 mRNA at the mitochondrial surface""",Verified ORF
8712,13,391381,-0.131578065986447,0.151713964168549,0.38637928909542,YMR059W,SEN15,SGDID:S000004663,CDS,CDS,"""Subunit of the tRNA splicing endonuclease; tRNA splicing endonuclease (Sen complex) is composed of Sen2p ; Sen15p ; Sen34p ; and Sen54p; Sen complex also cleaves the CBP1 mRNA at the mitochondrial surface""",Verified ORF
8714,13,391574,-0.0949248477660407,0.153245077907899,0.53603163449817,YMR060C,SAM37,SGDID:S000004664,CDS,CDS,"""Component of the Sorting and Assembly Machinery (SAM) complex; the SAM (or TOB) complex is located in the mitochondrial outer membrane; binds precursors of beta-barrel proteins and facilitates their outer membrane insertion; contributes to SAM complex stability""",Verified ORF
8715,13,391711,-0.0883600982353044,0.152379846283841,0.562373985476322,YMR060C,SAM37,SGDID:S000004664,CDS,CDS,"""Component of the Sorting and Assembly Machinery (SAM) complex; the SAM (or TOB) complex is located in the mitochondrial outer membrane; binds precursors of beta-barrel proteins and facilitates their outer membrane insertion; contributes to SAM complex stability""",Verified ORF
8716,13,391847,-0.0878627756196024,0.152503714869629,0.564890861073178,YMR060C,SAM37,SGDID:S000004664,CDS,CDS,"""Component of the Sorting and Assembly Machinery (SAM) complex; the SAM (or TOB) complex is located in the mitochondrial outer membrane; binds precursors of beta-barrel proteins and facilitates their outer membrane insertion; contributes to SAM complex stability""",Verified ORF
8717,13,393150,-0.113848181852024,0.151498882003454,0.452865327238043,YMR061W,RNA14,SGDID:S000004665,CDS,CDS,"""Component of the cleavage and polyadenylation factor I (CF I); CF 1 ; composed of the CF 1A complex (Rna14p ; Rna15p ; Clp1p ; Pcf11p) and Hrp1 ; is involved in cleavage and polyadenylation of mRNA 3' ends; bridges interaction between Rna15p and Hrp1p in the CF I complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay; required for gene looping and maintenance of genome stability; relocalizes to the cytosol in response to hypoxia""",Verified ORF
8718,13,393315,-0.101213912022099,0.152823022271629,0.508214378927075,YMR061W,RNA14,SGDID:S000004665,CDS,CDS,"""Component of the cleavage and polyadenylation factor I (CF I); CF 1 ; composed of the CF 1A complex (Rna14p ; Rna15p ; Clp1p ; Pcf11p) and Hrp1 ; is involved in cleavage and polyadenylation of mRNA 3' ends; bridges interaction between Rna15p and Hrp1p in the CF I complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay; required for gene looping and maintenance of genome stability; relocalizes to the cytosol in response to hypoxia""",Verified ORF
8719,13,393588,-0.108728742585174,0.151691863053048,0.473987687332516,YMR061W,RNA14,SGDID:S000004665,CDS,CDS,"""Component of the cleavage and polyadenylation factor I (CF I); CF 1 ; composed of the CF 1A complex (Rna14p ; Rna15p ; Clp1p ; Pcf11p) and Hrp1 ; is involved in cleavage and polyadenylation of mRNA 3' ends; bridges interaction between Rna15p and Hrp1p in the CF I complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay; required for gene looping and maintenance of genome stability; relocalizes to the cytosol in response to hypoxia""",Verified ORF
8721,13,394755,-0.123270470927952,0.155283516229853,0.427821121183601,YMR061W,RNA14,SGDID:S000004665,CDS,CDS,"""Component of the cleavage and polyadenylation factor I (CF I); CF 1 ; composed of the CF 1A complex (Rna14p ; Rna15p ; Clp1p ; Pcf11p) and Hrp1 ; is involved in cleavage and polyadenylation of mRNA 3' ends; bridges interaction between Rna15p and Hrp1p in the CF I complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay; required for gene looping and maintenance of genome stability; relocalizes to the cytosol in response to hypoxia""",Verified ORF
8723,13,396386,-0.0602832459432666,0.152057381785988,0.692012161756534,YMR062C,ARG7,SGDID:S000004666,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial ornithine acetyltransferase; catalyzes the fifth step in arginine biosynthesis; also possesses acetylglutamate synthase activity ; regenerates acetylglutamate while forming ornithine""",Verified ORF
8724,13,396438,-0.0527469043578983,0.152674105477897,0.729934139679056,YMR062C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8725,13,397928,-0.272805569541419,0.151139981819863,0.0719288572742757,YMR064W,AEP1,SGDID:S000004668,CDS,CDS,"""Protein required for expression of the mitochondrial OLI1 gene; mitochondrial OLI1 gene encodes subunit 9 of F1-F0 ATP synthase""",Verified ORF
8729,13,399724,-0.21320991229649,0.15281360929592,0.163824069533412,YMR065W,KAR5,SGDID:S000004669,CDS,CDS,"""Protein required for nuclear membrane fusion during karyogamy; localizes to the membrane with a soluble portion in the endoplasmic reticulum lumen ; may form a complex with Jem1p and Kar2p; similar to zebrafish Brambleberry protein; expression of the gene is regulated by pheromone""",Verified ORF
8730,13,401237,-0.177215160504245,0.153661592706824,0.249574921191088,YMR065W,KAR5,SGDID:S000004669,Close to 3'-UTR,Close to 3'-UTR,"""Protein required for nuclear membrane fusion during karyogamy; localizes to the membrane with a soluble portion in the endoplasmic reticulum lumen ; may form a complex with Jem1p and Kar2p; similar to zebrafish Brambleberry protein; expression of the gene is regulated by pheromone""",Verified ORF
8731,13,404548,-0.135094170006805,0.153167085399648,0.378374165920318,YMR067C,UBX4,SGDID:S000004671,CDS,CDS,"""UBX domain-containing protein that interacts with Cdc48p; involved in degradation of polyubiquitinated proteins via the ERAD (ER-associated degradation) pathway; modulates the role of the Cdc48p-Nplp-Ufd1p AAA ATPase complex in delivery of misfolded proteins to the proteasome; protein abundance increases in response to DNA replication stress; human ortholog ASPSCR1 partially complements the yeast null mutant""",Verified ORF
8732,13,406726,-0.248785252895809,0.151426501210228,0.101284934779765,YMR068W,AVO2,SGDID:S000004672,CDS,CDS,"""Component of a complex containing the Tor2p kinase and other proteins; complex may have a role in regulation of cell growth""",Verified ORF
8733,13,407923,-0.243184977839542,0.1513760967606,0.109059250798059,YMR069W,NAT4,SGDID:S000004673,CDS,CDS,"""N alpha-acetyl-transferase; involved in acetylation of the N-terminal residues of histones H4 and H2A""",Verified ORF
8734,13,408241,-0.247888762758425,0.151261521078891,0.102143934291108,YMR069W,NAT4,SGDID:S000004673,CDS,CDS,"""N alpha-acetyl-transferase; involved in acetylation of the N-terminal residues of histones H4 and H2A""",Verified ORF
8735,13,409642,0.0647970615809602,0.152962604036108,0.672105522801687,YMR070W,MOT3,SGDID:S000004674,CDS,CDS,"""Transcriptional repressor ; activator; role in cellular adjustment to osmotic stress including modulation of mating efficiency; involved in repression of subset of hypoxic genes by Rox1p ; repression of several DAN/TIR genes during aerobic growth ; ergosterol biosynthetic genes in response to hyperosmotic stress; contributes to recruitment of Tup1p-Cyc8p general repressor to promoters; relocalizes to cytosol under hypoxia; forms [MOT3+] prion under anaerobic conditions""",Verified ORF
8736,13,409778,0.104762544182522,0.152627438499066,0.492915348699479,YMR070W,MOT3,SGDID:S000004674,CDS,CDS,"""Transcriptional repressor ; activator; role in cellular adjustment to osmotic stress including modulation of mating efficiency; involved in repression of subset of hypoxic genes by Rox1p ; repression of several DAN/TIR genes during aerobic growth ; ergosterol biosynthetic genes in response to hyperosmotic stress; contributes to recruitment of Tup1p-Cyc8p general repressor to promoters; relocalizes to cytosol under hypoxia; forms [MOT3+] prion under anaerobic conditions""",Verified ORF
8737,13,409846,0.0761851055586414,0.152138749103358,0.61685163226103,YMR070W,MOT3,SGDID:S000004674,CDS,CDS,"""Transcriptional repressor ; activator; role in cellular adjustment to osmotic stress including modulation of mating efficiency; involved in repression of subset of hypoxic genes by Rox1p ; repression of several DAN/TIR genes during aerobic growth ; ergosterol biosynthetic genes in response to hyperosmotic stress; contributes to recruitment of Tup1p-Cyc8p general repressor to promoters; relocalizes to cytosol under hypoxia; forms [MOT3+] prion under anaerobic conditions""",Verified ORF
8739,13,412406,0.0144103606973184,0.152793414855097,0.924914265474451,YMR073C,IRC21,SGDID:S000004677,CDS,CDS,"""Protein of unknown function; may be involved in resistance to carboplatin and cisplatin; null mutant displays increase in spontaneous Rad52p foci; contains a lipid-binding domain and binds cardiolipin in a large-scale study""",Verified ORF
8740,13,412815,0.0364964933718056,0.15228213917209,0.81073011709812,YMR073C,IRC21,SGDID:S000004677,CDS,CDS,"""Protein of unknown function; may be involved in resistance to carboplatin and cisplatin; null mutant displays increase in spontaneous Rad52p foci; contains a lipid-binding domain and binds cardiolipin in a large-scale study""",Verified ORF
8741,13,413034,0.032916336084276,0.154272598520228,0.831165637917222,YMR075W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8742,13,413778,0.0403881549237464,0.15449121039245,0.793915794014032,YMR074C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8743,13,413897,0.0389894943307795,0.151744810859472,0.797373856824421,YMR074C,SDD2,SGDID:S000004678,Close to 3'-UTR,Close to 3'-UTR,"""Protein with homology to human PDCD5; PDCD5 is involved in programmed cell death; N-terminal region forms a conserved triple-helix bundle structure; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P; overexpression promotes H2O2-induced apoptosis; YMR074C is not an essential gene; protein abundance increases in response to DNA replication stress""",Verified ORF
8744,13,414299,0.0501128811579178,0.151735559170737,0.741395969883958,YMR075W,RCO1,SGDID:S000004680,CDS,CDS,"""Essential component of the Rpd3S histone deacetylase complex; interacts with Eaf3p""",Verified ORF
8745,13,418355,0.0871168451855013,0.1530691566601,0.569627219972803,YMR076C,PDS5,SGDID:S000004681,CDS,CDS,"""Cohesion maintenance factor; involved in sister chromatid condensation and cohesion; colocalizes with cohesin on chromosomes; performs its cohesin maintenance function in pre-anaphase cells by protecting the integrity of the cohesion complex; also required during meiosis; relocalizes to the cytosol in response to hypoxia""",Verified ORF
8749,13,426996,0.0159484258351889,0.152457338159984,0.916745400278965,YMR080C,NAM7,SGDID:S000004685,CDS,CDS,"""ATP-dependent RNA helicase of the SFI superfamily; involved in nonsense mediated mRNA decay; required for efficient translation termination at nonsense codons and targeting of NMD substrates to P-bodies; binds to the small ribosomal subunit via an interaction with Rps26; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
8750,13,430167,-0.0070716466770193,0.152949402594885,0.963148929418862,SUT302,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
8751,13,430829,0.0476373544853889,0.1519832030417,0.754132822661709,SUT302,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
8752,13,431873,-0.0297798229644004,0.15236030230411,0.845147985827634,YMR082C,YMR082C,SGDID:S000004687,CDS,CDS,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YMR082C is not an essential gene""",Uncharacterized ORF
8753,13,432599,-0.0293974335263539,0.152352012803241,0.847103375127052,YMR082C,YMR082C,SGDID:S000004687,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YMR082C is not an essential gene""",Uncharacterized ORF
8754,13,432778,0.02683230300414,0.152685903620948,0.860602666875808,YMR082C,YMR082C,SGDID:S000004687,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YMR082C is not an essential gene""",Uncharacterized ORF
8755,13,433201,0.0878998194193843,0.151948019512226,0.563304854560602,ACS_13_433014_+_NFR/NDR,,,Promoter,Promoter,,Promoter
8756,13,433403,0.0315009496308232,0.151677797485866,0.835595999449105,M:432126-434787,,,Intergenic region,Intergenic region,between YMR082C and YMR083W,Intergenic region
