SNP,Chr,Pos,Effect,SE,MID2_PIN2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
11045,15,996026,-0.0249535300605405,0.143600022948104,0.862144985548829,CUT395,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
11046,15,996702,-0.0427355425451644,0.144001355602971,0.766815271375162,CUT395,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
11047,15,996731,-0.0550452696640311,0.143372687606099,0.701260478479248,CUT395,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
11048,15,999455,-0.0793318522690057,0.143342712542893,0.580311260584634,YOR353C,SOG2,SGDID:S000005880,CDS,CDS,"""Key component of the RAM signaling network; required for proper cell morphogenesis and cell separation after mitosis""",Verified ORF
11052,16,16723,0.0181073887463946,0.146343773923028,0.901597998741244,YPL277C,YPL277C,SGDID:S000006198,CDS,CDS,"""Putative protein of unknown function; localized to the membranes; gene expression regulated by copper levels""",Uncharacterized ORF
11053,16,16724,0.0181073887463946,0.146343773923028,0.901597998741244,YPL277C,YPL277C,SGDID:S000006198,CDS,CDS,"""Putative protein of unknown function; localized to the membranes; gene expression regulated by copper levels""",Uncharacterized ORF
11057,16,16745,0.0173784379232934,0.146322319781331,0.905526563316948,YPL277C,YPL277C,SGDID:S000006198,CDS,CDS,"""Putative protein of unknown function; localized to the membranes; gene expression regulated by copper levels""",Uncharacterized ORF
11058,16,16749,0.034257428147555,0.145887760491638,0.814484252117153,YPL277C,YPL277C,SGDID:S000006198,CDS,CDS,"""Putative protein of unknown function; localized to the membranes; gene expression regulated by copper levels""",Uncharacterized ORF
11063,16,19554,-0.150277884617616,0.150785896592122,0.319626372249559,YPL275W,FDH2,SGDID:S000006196,Close to 3'-UTR,Close to 3'-UTR,"""NAD(+)-dependent formate dehydrogenase; may protect cells from exogenous formate; YPL275W and YPL276W comprise a continuous open reading frame in some S. cerevisiae strains but not in the genomic reference strain S288C""",pseudogene
11064,16,19582,0.0078675239750309,0.150178704012826,0.958249370001001,YPL275W,FDH2,SGDID:S000006196,Close to 3'-UTR,Close to 3'-UTR,"""NAD(+)-dependent formate dehydrogenase; may protect cells from exogenous formate; YPL275W and YPL276W comprise a continuous open reading frame in some S. cerevisiae strains but not in the genomic reference strain S288C""",pseudogene
11066,16,19639,0.0743010901477295,0.150279981901352,0.621318725218995,YPL275W,FDH2,SGDID:S000006196,Close to 3'-UTR,Close to 3'-UTR,"""NAD(+)-dependent formate dehydrogenase; may protect cells from exogenous formate; YPL275W and YPL276W comprise a continuous open reading frame in some S. cerevisiae strains but not in the genomic reference strain S288C""",pseudogene
11070,16,20152,-0.0282493985812388,0.148850837214022,0.849588047958326,P:19080-22937,,,Intergenic region,Intergenic region,between YPL275W and YPL274W,Intergenic region
11072,16,22059,0.0044081957816859,0.149336496549982,0.9764677117716,YPL274W,SAM3,SGDID:S000006195,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity S-adenosylmethionine permease; required for utilization of S-adenosylmethionine as a sulfur source; has similarity to S-methylmethionine permease Mmp1p""",Verified ORF
11073,16,23447,-0.235962285470031,0.175244745811883,0.179013999614858,YPL274W,SAM3,SGDID:S000006195,CDS,CDS,"""High-affinity S-adenosylmethionine permease; required for utilization of S-adenosylmethionine as a sulfur source; has similarity to S-methylmethionine permease Mmp1p""",Verified ORF
11074,16,24494,-0.0405289559182433,0.19004721967417,0.831249390164836,YPL274W,SAM3,SGDID:S000006195,CDS,CDS,"""High-affinity S-adenosylmethionine permease; required for utilization of S-adenosylmethionine as a sulfur source; has similarity to S-methylmethionine permease Mmp1p""",Verified ORF
11075,16,24575,-0.290616562263898,0.201578428688074,0.150272250379572,YPL274W,SAM3,SGDID:S000006195,CDS,CDS,"""High-affinity S-adenosylmethionine permease; required for utilization of S-adenosylmethionine as a sulfur source; has similarity to S-methylmethionine permease Mmp1p""",Verified ORF
11076,16,24701,-0.067500686748776,0.231585628482041,0.770861685134919,YPL274W,SAM3,SGDID:S000006195,CDS,CDS,"""High-affinity S-adenosylmethionine permease; required for utilization of S-adenosylmethionine as a sulfur source; has similarity to S-methylmethionine permease Mmp1p""",Verified ORF
11077,16,24708,-0.178159081788761,0.224401588574731,0.427769741516478,SUT803_NFR/NDR,,,Promoter,Promoter,,Promoter
11084,16,25057,0.213874516020378,0.145454397029851,0.142347242490082,YPL274W,SAM3,SGDID:S000006195,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity S-adenosylmethionine permease; required for utilization of S-adenosylmethionine as a sulfur source; has similarity to S-methylmethionine permease Mmp1p""",Verified ORF
11085,16,25069,0.0957496175550026,0.144187445995874,0.507083182442871,YPL274W,SAM3,SGDID:S000006195,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity S-adenosylmethionine permease; required for utilization of S-adenosylmethionine as a sulfur source; has similarity to S-methylmethionine permease Mmp1p""",Verified ORF
11086,16,25078,0.108105506735328,0.145152355396531,0.456904701258588,YPL274W,SAM3,SGDID:S000006195,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity S-adenosylmethionine permease; required for utilization of S-adenosylmethionine as a sulfur source; has similarity to S-methylmethionine permease Mmp1p""",Verified ORF
11087,16,25079,0.157409916333578,0.144811171948696,0.277777947053979,YPL274W,SAM3,SGDID:S000006195,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity S-adenosylmethionine permease; required for utilization of S-adenosylmethionine as a sulfur source; has similarity to S-methylmethionine permease Mmp1p""",Verified ORF
11090,16,25194,-0.163105764090486,0.144193520481645,0.258756167382482,YPL273W,SAM4,SGDID:S000006194,CDS,CDS,"""S-adenosylmethionine-homocysteine methyltransferase; functions along with Mht1p in the conversion of S-adenosylmethionine (AdoMet) to methionine to control the methionine/AdoMet ratio; SAM4 has a paralog ; YMR321C ; that arose from a single-locus duplication""",Verified ORF
11091,16,25200,-0.135098206675609,0.143839702819268,0.348256158527096,YPL273W,SAM4,SGDID:S000006194,CDS,CDS,"""S-adenosylmethionine-homocysteine methyltransferase; functions along with Mht1p in the conversion of S-adenosylmethionine (AdoMet) to methionine to control the methionine/AdoMet ratio; SAM4 has a paralog ; YMR321C ; that arose from a single-locus duplication""",Verified ORF
11092,16,25209,-0.100134150284307,0.144937759375696,0.490096948271425,YPL273W,SAM4,SGDID:S000006194,CDS,CDS,"""S-adenosylmethionine-homocysteine methyltransferase; functions along with Mht1p in the conversion of S-adenosylmethionine (AdoMet) to methionine to control the methionine/AdoMet ratio; SAM4 has a paralog ; YMR321C ; that arose from a single-locus duplication""",Verified ORF
11093,16,25269,0.0438517820365294,0.144698636805202,0.762025744360317,YPL273W,SAM4,SGDID:S000006194,CDS,CDS,"""S-adenosylmethionine-homocysteine methyltransferase; functions along with Mht1p in the conversion of S-adenosylmethionine (AdoMet) to methionine to control the methionine/AdoMet ratio; SAM4 has a paralog ; YMR321C ; that arose from a single-locus duplication""",Verified ORF
11095,16,26510,-0.0449189674068869,0.145140621995822,0.757134583277218,YPL273W,SAM4,SGDID:S000006194,Close to 3'-UTR,Close to 3'-UTR,"""S-adenosylmethionine-homocysteine methyltransferase; functions along with Mht1p in the conversion of S-adenosylmethionine (AdoMet) to methionine to control the methionine/AdoMet ratio; SAM4 has a paralog ; YMR321C ; that arose from a single-locus duplication""",Verified ORF
11096,16,27710,-0.0072355579514322,0.144733276660025,0.960156751756276,YPL272C,PBI1,SGDID:S000006193,CDS,CDS,"""Putative protein of unknown function; gene expression induced in response to ketoconazole; YPL272C is not an essential gene""",Uncharacterized ORF
11097,16,28365,-0.0389979268023296,0.143987120514573,0.786669960535127,YPL272C,PBI1,SGDID:S000006193,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; gene expression induced in response to ketoconazole; YPL272C is not an essential gene""",Uncharacterized ORF
11100,16,29135,-0.0256585003036011,0.144046189638808,0.858725498608912,YPL272C,PBI1,SGDID:S000006193,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; gene expression induced in response to ketoconazole; YPL272C is not an essential gene""",Uncharacterized ORF
11101,16,30586,0.025473137957248,0.143565588659521,0.859270794137566,YPL270W,MDL2,SGDID:S000006191,CDS,CDS,"""Mitochondrial inner membrane half-type ABC transporter; required for respiratory growth at high temperature; localizes to vacuole membrane in response to H2O2; similar to human TAP1 and TAP2 implicated in bare lymphocyte syndrome and Wegener-like granulomatosis""",Verified ORF
11102,16,30803,-0.0075457534580838,0.14381917543034,0.958186307149349,YPL270W,MDL2,SGDID:S000006191,CDS,CDS,"""Mitochondrial inner membrane half-type ABC transporter; required for respiratory growth at high temperature; localizes to vacuole membrane in response to H2O2; similar to human TAP1 and TAP2 implicated in bare lymphocyte syndrome and Wegener-like granulomatosis""",Verified ORF
11103,16,35528,0.0078120841747028,0.143571388342352,0.956637268285558,YPL268W,PLC1,SGDID:S000006189,CDS,CDS,"""Phospholipase C; hydrolyzes phosphatidylinositol 4,5-biphosphate (PIP2) to generate the signaling molecules inositol 1,4,5-triphosphate (IP3) and 1,2-diacylglycerol (DAG); involved in regulating many cellular processes; Plc1p and inositol polyphosphates are required for acetyl-CoA homeostasis which regulates global histone acetylation""",Verified ORF
11104,16,35760,-0.0569821733842259,0.144782589924034,0.694135685383506,YPL268W,PLC1,SGDID:S000006189,CDS,CDS,"""Phospholipase C; hydrolyzes phosphatidylinositol 4,5-biphosphate (PIP2) to generate the signaling molecules inositol 1,4,5-triphosphate (IP3) and 1,2-diacylglycerol (DAG); involved in regulating many cellular processes; Plc1p and inositol polyphosphates are required for acetyl-CoA homeostasis which regulates global histone acetylation""",Verified ORF
11105,16,35982,0.0020799488609956,0.144475453178623,0.988521740595556,YPL268W,PLC1,SGDID:S000006189,CDS,CDS,"""Phospholipase C; hydrolyzes phosphatidylinositol 4,5-biphosphate (PIP2) to generate the signaling molecules inositol 1,4,5-triphosphate (IP3) and 1,2-diacylglycerol (DAG); involved in regulating many cellular processes; Plc1p and inositol polyphosphates are required for acetyl-CoA homeostasis which regulates global histone acetylation""",Verified ORF
11106,16,40390,-0.0289480549536554,0.14415151850301,0.840957434788327,YPL265W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11107,16,40490,-0.0275891174132223,0.143994593437631,0.848167044681597,YPL265W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11108,16,40552,-0.0424163379966144,0.144396387839487,0.769122112154726,YPL265W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11112,16,43424,-0.104731811617962,0.144291337726986,0.468420411490402,YPL264C,YPL264C,SGDID:S000006185,CDS,CDS,"""Endoplasmic reticulum protein of unknown function; physically interacts with Hsp82p; YPL264C is not an essential gene""",Uncharacterized ORF
11113,16,43662,-0.101349455580984,0.144713849442009,0.484173909112159,YPL264C,YPL264C,SGDID:S000006185,CDS,CDS,"""Endoplasmic reticulum protein of unknown function; physically interacts with Hsp82p; YPL264C is not an essential gene""",Uncharacterized ORF
11114,16,46114,-0.178352524434361,0.144682393160193,0.218501502859388,YPL263C,KEL3,SGDID:S000006184,CDS,CDS,"""Cytoplasmic protein of unknown function""",Verified ORF
11116,16,46765,-0.121870989122042,0.144644448202374,0.400047529087488,CUT400,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
11117,16,47416,-0.113704538057819,0.144566357644816,0.432089753742333,YPL262W,FUM1,SGDID:S000006183,CDS,CDS,"""Fumarase; converts fumaric acid to L-malic acid in the TCA cycle; cytosolic and mitochondrial distribution determined by the N-terminal targeting sequence ; protein conformation ; and status of glyoxylate shunt; phosphorylated in mitochondria""",Verified ORF
11118,16,48340,-0.0948482681522187,0.143401240073182,0.508775289085699,YPL262W,FUM1,SGDID:S000006183,CDS,CDS,"""Fumarase; converts fumaric acid to L-malic acid in the TCA cycle; cytosolic and mitochondrial distribution determined by the N-terminal targeting sequence ; protein conformation ; and status of glyoxylate shunt; phosphorylated in mitochondria""",Verified ORF
11120,16,53867,-0.151858872405153,0.143426486686075,0.290418302606105,YPL258C,THI21,SGDID:S000006179,CDS,CDS,"""Hydroxymethylpyrimidine (HMP) and HMP-phosphate kinase; involved in thiamine biosynthesis; member of a gene family with THI20 and THI22; functionally redundant with Thi20p""",Verified ORF
11121,16,54905,-0.179871147226976,0.143578814776648,0.21111888897706,YPL258C,THI21,SGDID:S000006179,CDS,CDS,"""Hydroxymethylpyrimidine (HMP) and HMP-phosphate kinase; involved in thiamine biosynthesis; member of a gene family with THI20 and THI22; functionally redundant with Thi20p""",Verified ORF
11122,16,55419,-0.161328643754292,0.143321833049955,0.261083074612502,XUT_16F-19_NFR/NDR,,,Promoter,Promoter,,Promoter
11123,16,55474,-0.179866751060184,0.143578830377483,0.211130071646324,XUT_16F-19_NFR/NDR,,,Promoter,Promoter,,Promoter
11124,16,55604,-0.128792639326299,0.144337181944823,0.372837882580336,XUT_16F-19,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
11125,16,55617,-0.109265643347341,0.14515343610476,0.452096079743906,XUT_16F-19,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
11126,16,55625,-0.118908518899785,0.144712263384391,0.41180836897048,XUT_16F-19,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
11127,16,55837,-0.165494165516154,0.143717468876762,0.25029591149406,YPLCdelta1,YPLCdelta1,SGDID:S000007184,Other features,LTR,"""Ty1 LTR""",reverse complement
11128,16,55962,-0.185522142379227,0.14389171541927,0.198131815886021,YPLCdelta1_NFR/NDR,,,Promoter,Promoter,,Promoter
11129,16,55976,-0.17815433382235,0.14375523144527,0.216061660364893,YPLCdelta1_NFR/NDR,,,Promoter,Promoter,,Promoter
11130,16,56019,-0.161661901505377,0.144051944872329,0.26252007301773,YPLWdelta2_NFR/NDR,,,Promoter,Promoter,,Promoter
11131,16,56137,-0.163910844955943,0.143651314843414,0.25462981469742,YPLWdelta2_NFR/NDR,,,Promoter,Promoter,,Promoter
11132,16,56154,-0.18336783601461,0.143584674036991,0.202416517921599,YPLWdelta2_NFR/NDR,,,Promoter,Promoter,,Promoter
11133,16,56155,-0.18336783601461,0.143584674036991,0.202416517921599,YPLWdelta2_NFR/NDR,,,Promoter,Promoter,,Promoter
11134,16,56282,-0.181155215905604,0.143817310682503,0.20863851985162,YPLWdelta2_NFR/NDR,,,Promoter,Promoter,,Promoter
11135,16,56288,-0.193633981145039,0.143950640614207,0.179443050348028,YPLWdelta2_NFR/NDR,,,Promoter,Promoter,,Promoter
11136,16,56294,-0.186214449817337,0.144527526630691,0.19843811131838,YPLWsigma1,YPLWsigma1,SGDID:S000007198,Other features,LTR,"""Ty3 LTR""",long_terminal_repeat
11137,16,56308,-0.19635999926813,0.14491001830623,0.176268821193729,YPLWsigma1,YPLWsigma1,SGDID:S000007198,Other features,LTR,"""Ty3 LTR""",long_terminal_repeat
11161,16,64299,-0.210100382385094,0.14578380160921,0.150420907205402,YPL257W,YPL257W,SGDID:S000006178,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; homozygous diploid deletion strain exhibits low budding index; physically interacts with Hsp82p; YPL257W is not an essential gene""",Uncharacterized ORF
11162,16,64309,-0.19907279545,0.146001591925231,0.173594714077941,YPL257W,YPL257W,SGDID:S000006178,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; homozygous diploid deletion strain exhibits low budding index; physically interacts with Hsp82p; YPL257W is not an essential gene""",Uncharacterized ORF
11163,16,64310,-0.19907279545,0.146001591925231,0.173594714077941,YPL257W,YPL257W,SGDID:S000006178,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; homozygous diploid deletion strain exhibits low budding index; physically interacts with Hsp82p; YPL257W is not an essential gene""",Uncharacterized ORF
11169,16,64540,-0.205863744466612,0.145100391710544,0.15684906208307,YPL257W,YPL257W,SGDID:S000006178,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; homozygous diploid deletion strain exhibits low budding index; physically interacts with Hsp82p; YPL257W is not an essential gene""",Uncharacterized ORF
11171,16,67148,-0.135319181292816,0.143553402339238,0.346509736849488,YPL256C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11172,16,67473,-0.130495803378892,0.14455652749251,0.367283719539217,YPL255W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11173,16,67906,-0.115438148542438,0.143376675610179,0.421281458565404,YPL255W,BBP1,SGDID:S000006176,CDS,CDS,"""Protein required for the spindle pole body (SPB) duplication; localizes at the cytoplasmic side of the central plaque periphery of the SPB; forms a complex with a nuclear envelope protein Mps2p and SPB components Spc29p and Kar1p; required for mitotic functions of Cdc5p""",Verified ORF
11174,16,68771,-0.145915026276347,0.143988517470364,0.311572961418489,YPL255W,BBP1,SGDID:S000006176,CDS,CDS,"""Protein required for the spindle pole body (SPB) duplication; localizes at the cytoplasmic side of the central plaque periphery of the SPB; forms a complex with a nuclear envelope protein Mps2p and SPB components Spc29p and Kar1p; required for mitotic functions of Cdc5p""",Verified ORF
11176,16,69480,-0.205091510218108,0.14414405389579,0.155670509047171,YPL255W,BBP1,SGDID:S000006176,Close to 3'-UTR,Close to 3'-UTR,"""Protein required for the spindle pole body (SPB) duplication; localizes at the cytoplasmic side of the central plaque periphery of the SPB; forms a complex with a nuclear envelope protein Mps2p and SPB components Spc29p and Kar1p; required for mitotic functions of Cdc5p""",Verified ORF
11177,16,69886,-0.185271970670013,0.144934818232965,0.201979171956862,YPL254W,HFI1,SGDID:S000006175,CDS,CDS,"""Adaptor protein required for structural integrity of the SAGA complex; a histone acetyltransferase-coactivator complex that is involved in global regulation of gene expression through acetylation and transcription functions""",Verified ORF
11178,16,69892,-0.175056216455894,0.14490227733322,0.227818113829108,YPL254W,HFI1,SGDID:S000006175,CDS,CDS,"""Adaptor protein required for structural integrity of the SAGA complex; a histone acetyltransferase-coactivator complex that is involved in global regulation of gene expression through acetylation and transcription functions""",Verified ORF
11179,16,70566,-0.181376962216598,0.14299890129359,0.205498078510195,YPL254W,HFI1,SGDID:S000006175,CDS,CDS,"""Adaptor protein required for structural integrity of the SAGA complex; a histone acetyltransferase-coactivator complex that is involved in global regulation of gene expression through acetylation and transcription functions""",Verified ORF
11180,16,70846,-0.196330044019051,0.143643180862464,0.172561020593007,YPL254W,HFI1,SGDID:S000006175,CDS,CDS,"""Adaptor protein required for structural integrity of the SAGA complex; a histone acetyltransferase-coactivator complex that is involved in global regulation of gene expression through acetylation and transcription functions""",Verified ORF
11181,16,73035,-0.178111729935986,0.143603415640926,0.215687157734978,ARS1605,ARS1605,SGDID:S000118412,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
11182,16,73826,-0.128860085563108,0.143889298942113,0.371103320772542,YPL252C,YAH1,SGDID:S000006173,CDS,CDS,"""Ferredoxin of the mitochondrial matrix; required for formation of cellular iron-sulfur proteins; involved in heme A biosynthesis; human homolog FDX1L can complement yeast by allowing growth during down-regulation of yeast YAH1""",Verified ORF
11185,16,74744,-0.147847926228401,0.144677691236646,0.307522181711516,YPL252C,YAH1,SGDID:S000006173,Close to 3'-UTR,Close to 3'-UTR,"""Ferredoxin of the mitochondrial matrix; required for formation of cellular iron-sulfur proteins; involved in heme A biosynthesis; human homolog FDX1L can complement yeast by allowing growth during down-regulation of yeast YAH1""",Verified ORF
11186,16,74823,-0.177919555565473,0.143848388699042,0.216963249735757,YPL250C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11187,16,75046,-0.170457760410708,0.143701033334525,0.236342211805553,YPL250C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11188,16,75389,-0.185983259066286,0.143312588429291,0.195222184565219,SUT392,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
11189,16,75921,-0.172674498665298,0.143603842003831,0.230000403100412,YPL249C-A,RPL36B,SGDID:S000006438,CDS,CDS,"""Ribosomal 60S subunit protein L36B; binds to 5.8 S rRNA; homologous to mammalian ribosomal protein L36 ; no bacterial homolog; RPL36B has a paralog ; RPL36A ; that arose from the whole genome duplication""",Verified ORF
11190,16,76550,-0.0881053778514452,0.145260322717731,0.544549832717717,CUT402_NFR/NDR,,,Promoter,Promoter,,Promoter
11192,16,76573,-0.141365763341478,0.147100843770545,0.337203633280136,CUT402_NFR/NDR,,,Promoter,Promoter,,Promoter
11194,16,77714,0.0541401327864658,0.143243323594899,0.705688067346225,CUT402,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
11195,16,77752,0.0543429811406599,0.143179764305211,0.704512363684143,CUT402,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
11196,16,78094,0.0400164026351894,0.144311480554197,0.781718302570638,CUT402,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
11197,16,78301,0.0172777499312797,0.144084247437219,0.904619318877088,CUT402,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
11198,16,78839,0.0643558726128493,0.144115593661938,0.655468542028175,CUT402,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
11199,16,82484,-0.0040842137263319,0.145474234324299,0.977618063619234,YNCP0002W,YNCP0002W,SGDID:S000303815,Non-coding RNA,ncRNA_gene,"""Antisense to GAL4/YPL248C; influences expression of GAL4 mRNA""",ncRNA_gene
11200,16,83222,0.0142968520709328,0.143206954303709,0.920533180499211,YPL247C,YPL247C,SGDID:S000006168,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; similar to the petunia WD repeat protein an11; overexpression causes a cell cycle delay or arrest""",Uncharacterized ORF
11201,16,83512,0.0253442619935314,0.143265954331633,0.85968557132185,YPL247C,YPL247C,SGDID:S000006168,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; similar to the petunia WD repeat protein an11; overexpression causes a cell cycle delay or arrest""",Uncharacterized ORF
11203,16,86230,0.130075254737638,0.143484841671661,0.365266618374067,YPL245W,YPL245W,SGDID:S000006166,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the nucleus and the cytoplasm""",Uncharacterized ORF
11204,16,87193,0.11700321044374,0.143475637802569,0.415340727211834,YPL244C,HUT1,SGDID:S000006165,CDS,CDS,"""Protein with a role in UDP-galactose transport to the Golgi lumen; has similarity to human UDP-galactose transporter UGTrel1 ; exhibits a genetic interaction with S. cerevisiae ERO1""",Verified ORF
11205,16,89859,0.098902124205482,0.143509653168086,0.491170883158733,YPL243W,SRP68,SGDID:S000006164,CDS,CDS,"""Core component of the signal recognition particle (SRP) complex; SRP complex functions in targeting nascent secretory proteins to the endoplasmic reticulum (ER) membrane; relocalizes from cytoplasm to the nuclear periphery upon DNA replication stress""",Verified ORF
11206,16,92234,0.216381757303545,0.143143609620932,0.131519876145948,YPL242C,IQG1,SGDID:S000006163,CDS,CDS,"""Actin filament binding protein that enhances actin ring formation; IQGAP family member required for assembly and contraction of the AMR ; prior to cytokinesis; localizes to the contractile ring during anaphase in an Mlc1p-dependent manner ; recruiting Myo1p and Hof1p to the site ; and promoting cytokinetic core complex assembly; specifies bud-site selection ; localizing axial markers Bud4p and Cdc12p; regulated by Cdc28p; relocalizes from the bud neck to the cytoplasm upon replication stress""",Verified ORF
11207,16,92791,0.180684114650198,0.142677752760202,0.206212424571864,YPL242C,IQG1,SGDID:S000006163,CDS,CDS,"""Actin filament binding protein that enhances actin ring formation; IQGAP family member required for assembly and contraction of the AMR ; prior to cytokinesis; localizes to the contractile ring during anaphase in an Mlc1p-dependent manner ; recruiting Myo1p and Hof1p to the site ; and promoting cytokinetic core complex assembly; specifies bud-site selection ; localizing axial markers Bud4p and Cdc12p; regulated by Cdc28p; relocalizes from the bud neck to the cytoplasm upon replication stress""",Verified ORF
11208,16,93959,0.149924204123901,0.143073722425419,0.295410469136627,YPL242C,IQG1,SGDID:S000006163,CDS,CDS,"""Actin filament binding protein that enhances actin ring formation; IQGAP family member required for assembly and contraction of the AMR ; prior to cytokinesis; localizes to the contractile ring during anaphase in an Mlc1p-dependent manner ; recruiting Myo1p and Hof1p to the site ; and promoting cytokinetic core complex assembly; specifies bud-site selection ; localizing axial markers Bud4p and Cdc12p; regulated by Cdc28p; relocalizes from the bud neck to the cytoplasm upon replication stress""",Verified ORF
11209,16,96065,0.047934847274033,0.144005916142282,0.739432121994459,SUT395,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
11210,16,100561,0.103438133746784,0.144737736553898,0.475292081027275,YPL238C,YPL238C,SGDID:S000006159,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps 5' end of the verified essential gene SUI3/YPL237W""",Dubious ORF
11211,16,101574,0.0869261469367049,0.142737860823653,0.542921771604595,YPL238C,YPL238C,SGDID:S000006159,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps 5' end of the verified essential gene SUI3/YPL237W""",Dubious ORF
11212,16,103110,0.0659418862469467,0.144453755844636,0.648317451546472,YPL235W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11214,16,105267,0.0320533973230228,0.142989057946725,0.822757215397712,YPL234C,VMA11,SGDID:S000006155,CDS,CDS,"""Vacuolar ATPase V0 domain subunit c'; involved in proton transport activity; hydrophobic integral membrane protein (proteolipid) containing four transmembrane segments; N and C termini are in the vacuolar lumen""",Verified ORF
11215,16,105336,0.0227257681208775,0.142794252930262,0.873641365881407,YPL234C,VMA11,SGDID:S000006155,CDS,CDS,"""Vacuolar ATPase V0 domain subunit c'; involved in proton transport activity; hydrophobic integral membrane protein (proteolipid) containing four transmembrane segments; N and C termini are in the vacuolar lumen""",Verified ORF
11216,16,110992,-0.0751768249959222,0.143762920150206,0.601356440580568,YPL231W,FAS2,SGDID:S000006152,CDS,CDS,"""Alpha subunit of fatty acid synthetase; complex catalyzes the synthesis of long-chain saturated fatty acids; contains the acyl-carrier protein domain and beta-ketoacyl reductase ; beta-ketoacyl synthase and self-pantetheinylation activities""",Verified ORF
11217,16,114578,0.0501069975622888,0.143199968300783,0.726615456393834,YPL231W,FAS2,SGDID:S000006152,Close to 3'-UTR,Close to 3'-UTR,"""Alpha subunit of fatty acid synthetase; complex catalyzes the synthesis of long-chain saturated fatty acids; contains the acyl-carrier protein domain and beta-ketoacyl reductase ; beta-ketoacyl synthase and self-pantetheinylation activities""",Verified ORF
11218,16,115153,-0.021451518886499,0.144034337466646,0.881691257140909,YPL231W,FAS2,SGDID:S000006152,Close to 3'-UTR,Close to 3'-UTR,"""Alpha subunit of fatty acid synthetase; complex catalyzes the synthesis of long-chain saturated fatty acids; contains the acyl-carrier protein domain and beta-ketoacyl reductase ; beta-ketoacyl synthase and self-pantetheinylation activities""",Verified ORF
11219,16,116214,-0.0208921930362371,0.14360983726945,0.884415851060019,YPL230W,USV1,SGDID:S000006151,CDS,CDS,"""Putative transcription factor containing a C2H2 zinc finger; mutation affects transcriptional regulation of genes involved in growth on non-fermentable carbon sources ; response to salt stress and cell wall biosynthesis; USV1 has a paralog ; RGM1 ; that arose from the whole genome duplication""",Verified ORF
11220,16,116322,-0.0036254498248821,0.144268106948878,0.979965513494039,YPL230W,USV1,SGDID:S000006151,CDS,CDS,"""Putative transcription factor containing a C2H2 zinc finger; mutation affects transcriptional regulation of genes involved in growth on non-fermentable carbon sources ; response to salt stress and cell wall biosynthesis; USV1 has a paralog ; RGM1 ; that arose from the whole genome duplication""",Verified ORF
