SNP,Chr,Pos,Effect,SE,ERG11_HYR1_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
8798,13,492500,0.05366552296112,0.0624416417126513,0.390675085660445,YMR111C,EUC1,SGDID:S000004717,CDS,CDS,"""Sequence-specific DNA binding protein; binds to a sequence motif associated with distinct genomic hotspots of non-H2B protein ubiquitylation (ub-hotspots); interacts with Slx5p to recruit the Slx5-Slx8  SUMO-targeted Ub ligase (STUbL) complex to ub-hotspots; deletion prevents ub-hotspot formation and exacerbates heat sensitivity of cells deficient in Rpd3L histone deacetylase complex members; forms nuclear foci upon DNA replication stress""",Verified ORF
8799,13,495175,0.0003903143502652,0.062215742960355,0.994997998033261,YMR113W,FOL3,SGDID:S000004719,CDS,CDS,"""Dihydrofolate synthetase ; involved in folic acid biosynthesis; catalyzes conversion of dihydropteroate to dihydrofolate in folate coenzyme biosynthesis; FOL3 has a paralog ; RMA1 ; that arose from the whole genome duplication""",Verified ORF
8800,13,495523,0.0137346296145948,0.0624244090452094,0.825982622001884,YMR113W,FOL3,SGDID:S000004719,CDS,CDS,"""Dihydrofolate synthetase ; involved in folic acid biosynthesis; catalyzes conversion of dihydropteroate to dihydrofolate in folate coenzyme biosynthesis; FOL3 has a paralog ; RMA1 ; that arose from the whole genome duplication""",Verified ORF
8802,13,500062,0.0041262929447364,0.0626274724766117,0.947505639371662,YNCM0026C,SNR24,SGDID:S000007501,Non-coding RNA,snoRNA_gene,"snoRNA_gene ; ""C/D box small nucleolar RNA (snoRNA); commonly referred to as U24; guides 2'-O-methylation of large subunit (LSU) rRNA at positions C1437 ; C1449 ; and C1450""",snoRNA_gene
8803,13,500365,-0.0036844445992028,0.0623115573243502,0.952882505702799,YMR116C,ASC1,SGDID:S000004722,Close to 3'-UTR,Close to 3'-UTR,"""G-protein beta subunit and guanine dissociation inhibitor for Gpa2p; ortholog of RACK1 that inhibits translation; core component of the small (40S) ribosomal subunit; required to prevent frameshifting at ribosomes stalled at repeated CGA codons; regulates P-body formation induced by replication stress; represses Gcn4p in the absence of amino acid starvation; controls phosphorylation of multiple proteins""",Verified ORF
8804,13,500701,-0.025379731019426,0.06247348901498,0.684806539167311,CUT300_NFR/NDR,,,Promoter,Promoter,,Promoter
8805,13,501075,-0.0194155874864346,0.0624478394553185,0.75605340587285,YMR116C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8807,13,503363,-0.0212420817290379,0.0637750122758561,0.739272807172927,YMRWdelta16,YMRWdelta16,SGDID:S000007123,Other features,LTR,"""Ty1 LTR""",long_terminal_repeat
8810,13,505070,0.0014078355675199,0.0634216873551697,0.98230254315011,tL(CAA)M_NFR/NDR,,,Promoter,Promoter,,Promoter
8811,13,506148,0.017101902644742,0.0625992930531372,0.78486199443418,YMR119W,ASI1,SGDID:S000004725,CDS,CDS,"""Subunit of the inner nuclear membrane Asi ubiquitin ligase complex; the Asi complex targets both misfolded proteins of the inner nuclear membrane-associated degradation (INMAD) pathway and regulators of sterol biosynthesis for ubiquitin-mediated degradation; acts with Asi2p and Asi3p to ensure the fidelity of SPS-sensor signaling by targeting latent unprocessed forms of Stp1p and Stp2p ; maintaining the repressed state of gene expression in the absence of inducing amino acids""",Verified ORF
8812,13,506197,-0.0211944703779297,0.0633201472527919,0.738035696826205,YMR119W,ASI1,SGDID:S000004725,CDS,CDS,"""Subunit of the inner nuclear membrane Asi ubiquitin ligase complex; the Asi complex targets both misfolded proteins of the inner nuclear membrane-associated degradation (INMAD) pathway and regulators of sterol biosynthesis for ubiquitin-mediated degradation; acts with Asi2p and Asi3p to ensure the fidelity of SPS-sensor signaling by targeting latent unprocessed forms of Stp1p and Stp2p ; maintaining the repressed state of gene expression in the absence of inducing amino acids""",Verified ORF
8813,13,506223,-0.0046401062067087,0.0631462865110559,0.941464302925202,YMR119W,ASI1,SGDID:S000004725,CDS,CDS,"""Subunit of the inner nuclear membrane Asi ubiquitin ligase complex; the Asi complex targets both misfolded proteins of the inner nuclear membrane-associated degradation (INMAD) pathway and regulators of sterol biosynthesis for ubiquitin-mediated degradation; acts with Asi2p and Asi3p to ensure the fidelity of SPS-sensor signaling by targeting latent unprocessed forms of Stp1p and Stp2p ; maintaining the repressed state of gene expression in the absence of inducing amino acids""",Verified ORF
8814,13,506332,-0.0042049995989014,0.0633587174980522,0.94712231466036,YMR119W,ASI1,SGDID:S000004725,CDS,CDS,"""Subunit of the inner nuclear membrane Asi ubiquitin ligase complex; the Asi complex targets both misfolded proteins of the inner nuclear membrane-associated degradation (INMAD) pathway and regulators of sterol biosynthesis for ubiquitin-mediated degradation; acts with Asi2p and Asi3p to ensure the fidelity of SPS-sensor signaling by targeting latent unprocessed forms of Stp1p and Stp2p ; maintaining the repressed state of gene expression in the absence of inducing amino acids""",Verified ORF
8815,13,509480,0.0327912352588851,0.0623061132730538,0.599015550944986,YMR120C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8816,13,509524,0.0236193082235511,0.0626152391098135,0.706241683157637,YMR120C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8817,13,510249,-0.0047744286724708,0.0634674000558169,0.940077134511519,YMR121C,RPL15B,SGDID:S000004728,CDS,CDS,"""Ribosomal 60S subunit protein L15B; binds to 5.8 S rRNA; homologous to mammalian ribosomal protein L15 ; no bacterial homolog; RPL15B has a paralog ; RPL15A ; that arose from the whole genome duplication; relocalizes from nucleus to nucleolus upon DNA replication stress""",Verified ORF
8818,13,510643,-0.0120576241364191,0.062620078041919,0.847420531184494,SUT306,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
8819,13,510968,-0.0041062809583952,0.0626969612332958,0.947817679834601,SUT306,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
8820,13,511585,-0.0043091786200728,0.0641708770867883,0.946499013822794,YMR122C,YMR122C,SGDID:S000004729,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YMR122C is not an essential gene""",Uncharacterized ORF
8821,13,511660,-0.0272723826036365,0.0631346894555277,0.666025905268494,YMR122C,YMR122C,SGDID:S000004729,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YMR122C is not an essential gene""",Uncharacterized ORF
8822,13,511842,-0.0041457263811237,0.0631965775650269,0.947733035317357,YMR122C,YMR122C,SGDID:S000004729,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YMR122C is not an essential gene""",Uncharacterized ORF
8823,13,513217,-0.0148352491355763,0.062547154401371,0.812650833347756,YMR123W,PKR1,SGDID:S000004730,Close to 3'-UTR,Close to 3'-UTR,"""V-ATPase assembly factor; functions with other V-ATPase assembly factors in the ER to efficiently assemble the V-ATPase membrane sector (V0); protein abundance increases in response to DNA replication stress""",Verified ORF
8824,13,513927,-0.0207487457218794,0.0624748618084649,0.740000659874027,YMR123W,PKR1,SGDID:S000004730,CDS,CDS,"""V-ATPase assembly factor; functions with other V-ATPase assembly factors in the ER to efficiently assemble the V-ATPase membrane sector (V0); protein abundance increases in response to DNA replication stress""",Verified ORF
8826,13,514849,-0.0428583986384746,0.063088156781355,0.497366746922872,YMR124W,EPO1,SGDID:S000004731,CDS,CDS,"""Protein involved in septin-ER tethering; interacts with ER membrane protein ; Scs2p ; and Shs1p ; a septin ring component ; at bud neck to create ER diffusion barrier; GFP-fusion protein localizes to the cell periphery ; cytoplasm ; bud ; and bud neck; interacts with Crm1p in two-hybrid assay; YMR124W has a paralog ; YLR031W ; that arose from the whole genome duplication""",Verified ORF
8827,13,517233,-0.0915035603737945,0.0632719183128695,0.149009674867225,YMR124W,EPO1,SGDID:S000004731,CDS,CDS,"""Protein involved in septin-ER tethering; interacts with ER membrane protein ; Scs2p ; and Shs1p ; a septin ring component ; at bud neck to create ER diffusion barrier; GFP-fusion protein localizes to the cell periphery ; cytoplasm ; bud ; and bud neck; interacts with Crm1p in two-hybrid assay; YMR124W has a paralog ; YLR031W ; that arose from the whole genome duplication""",Verified ORF
8828,13,519684,-0.0831505270227992,0.0637314358806433,0.192844291317426,YMR125W,STO1,SGDID:S000004732,Close to 3'-UTR,Close to 3'-UTR,"""Large subunit of the nuclear mRNA cap-binding protein complex; interacts with Npl3p to carry nuclear poly(A)+ mRNA to cytoplasm; also involved in nuclear mRNA degradation and telomere maintenance; orthologous to mammalian CBP80""",Verified ORF
8829,13,522023,-0.099336042384708,0.0629199081492032,0.115284542523826,YMR126C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8830,13,522293,-0.104844148313357,0.0626622452455785,0.0951811204883351,SUT308,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
8831,13,522976,-0.0868316435198418,0.0625267758130278,0.165796112487627,XUT_13F-229,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
8832,13,524221,-0.102090347889016,0.0624614392323273,0.10305499760285,YMR128W,ECM16,SGDID:S000004735,CDS,CDS,"""Essential DEAH-box ATP-dependent RNA helicase specific to U3 snoRNP; functions with methyltransferase Bud23p; predominantly nucleolar in distribution; required for 18S rRNA synthesis""",Verified ORF
8833,13,524777,-0.109631365531005,0.0626766599409196,0.0811328417996115,YMR128W,ECM16,SGDID:S000004735,CDS,CDS,"""Essential DEAH-box ATP-dependent RNA helicase specific to U3 snoRNP; functions with methyltransferase Bud23p; predominantly nucleolar in distribution; required for 18S rRNA synthesis""",Verified ORF
8834,13,527416,-0.0551624075529606,0.0628017115021974,0.380346742439999,YMR128W,ECM16,SGDID:S000004735,CDS,CDS,"""Essential DEAH-box ATP-dependent RNA helicase specific to U3 snoRNP; functions with methyltransferase Bud23p; predominantly nucleolar in distribution; required for 18S rRNA synthesis""",Verified ORF
8835,13,531104,-0.0677721476076373,0.0628564408980872,0.281678367291035,YMR129W,POM152,SGDID:S000004736,CDS,CDS,"""Glycoprotein subunit of transmembrane ring of nuclear pore complex; contributes to nucleocytoplasmic transport ; nuclear pore complex (NPC) biogenesis and spindle pole body duplication; homologous to human NUP210""",Verified ORF
8836,13,534586,-0.0725731457799774,0.0627515320012791,0.248252257444806,YMR131C,RRB1,SGDID:S000004738,CDS,CDS,"""Specific assembly chaperone for ribosomal protein Rpl3p; co-translationally associates with nascent Rpl3p ; preventing aggregation ; and facilitating nuclear import; required for biogenesis of preribosomal particles; essential gene; contains five WD-repeat motifs""",Verified ORF
8837,13,534609,-0.0715739104662561,0.0626886267438679,0.254337337117523,YMR131C,RRB1,SGDID:S000004738,CDS,CDS,"""Specific assembly chaperone for ribosomal protein Rpl3p; co-translationally associates with nascent Rpl3p ; preventing aggregation ; and facilitating nuclear import; required for biogenesis of preribosomal particles; essential gene; contains five WD-repeat motifs""",Verified ORF
8838,13,534733,-0.0841434279649032,0.0630581353522485,0.182939915401603,YMR131C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8839,13,534845,-0.0721755388650345,0.0632073741951385,0.254275883941405,YMR131C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8840,13,535159,-0.0755963920087373,0.0625615805906577,0.227720852197731,CUT301,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
8841,13,535362,-0.08648342069953,0.0629321524283543,0.170241321238758,CUT301,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
8849,13,536290,-0.0723851334693672,0.0629549463702868,0.251007664738725,YMR133W,REC114,SGDID:S000004740,CDS,CDS,"""Protein involved in early stages of meiotic recombination; possibly involved in the coordination of recombination and meiotic division; mutations lead to premature initiation of the first meiotic division""",Verified ORF
8850,13,536440,-0.0788817960392311,0.0633637965506459,0.213993133184376,YMR133W,REC114,SGDID:S000004740,CDS,CDS,"""Protein involved in early stages of meiotic recombination; possibly involved in the coordination of recombination and meiotic division; mutations lead to premature initiation of the first meiotic division""",Verified ORF
8851,13,536982,-0.0669005905495251,0.0630340027975181,0.289260412154114,YMR133W,REC114,SGDID:S000004740,CDS,CDS,"""Protein involved in early stages of meiotic recombination; possibly involved in the coordination of recombination and meiotic division; mutations lead to premature initiation of the first meiotic division""",Verified ORF
8852,13,537041,-0.0675875559731141,0.0630319267062831,0.284329064871845,YMR133W,REC114,SGDID:S000004740,CDS,CDS,"""Protein involved in early stages of meiotic recombination; possibly involved in the coordination of recombination and meiotic division; mutations lead to premature initiation of the first meiotic division""",Verified ORF
8853,13,537924,-0.0700253441123084,0.0634647897703952,0.270616765328436,YMR134W,ERG29,SGDID:S000004741,CDS,CDS,"""Protein of unknown function involved in ergosterol biosynthesis; conditional mutants produce less ergosterol ; display impaired oxygen consumption ; respiratory growth ; mitochondrial iron utilization ; and are more sensitive to oxidative stress; mutant bm-8 has a growth defect on iron-limited medium that is complemented by overexpression of Yfh1p; protein localizes to the cytoplasm ; ER and nuclear envelope; highly conserved in ascomycetes""",Verified ORF
8854,13,538521,-0.0760267508497728,0.0642592970339649,0.237555987771525,YMR134W,ERG29,SGDID:S000004741,CDS,CDS,"""Protein of unknown function involved in ergosterol biosynthesis; conditional mutants produce less ergosterol ; display impaired oxygen consumption ; respiratory growth ; mitochondrial iron utilization ; and are more sensitive to oxidative stress; mutant bm-8 has a growth defect on iron-limited medium that is complemented by overexpression of Yfh1p; protein localizes to the cytoplasm ; ER and nuclear envelope; highly conserved in ascomycetes""",Verified ORF
8855,13,538607,-0.139838989673557,0.0642191479135995,0.0301029166695712,YMR133W,REC114,SGDID:S000004740,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in early stages of meiotic recombination; possibly involved in the coordination of recombination and meiotic division; mutations lead to premature initiation of the first meiotic division""",Verified ORF
8857,13,539260,-0.0573758248259644,0.0629406492096375,0.362608701099216,YMR135C,GID8,SGDID:S000004742,CDS,CDS,"""Subunit of GID Complex ; binds strongly to central component Vid30p; GID Complex is involved in proteasome-dependent catabolite inactivation of fructose-1,6-bisphosphatase; recruits Rmd5p ; Fyv10 and Vid28p to GID Complex; contains LisH ; CTLH ; and CRA domains that mediate binding to Vid30p (LisH) and Rmd5p and Vid28p (CTLH and CRA); dosage-dependent regulator of START""",Verified ORF
8858,13,539269,-0.0650147910967199,0.0629777267537377,0.302616913484402,YMR135C,GID8,SGDID:S000004742,CDS,CDS,"""Subunit of GID Complex ; binds strongly to central component Vid30p; GID Complex is involved in proteasome-dependent catabolite inactivation of fructose-1,6-bisphosphatase; recruits Rmd5p ; Fyv10 and Vid28p to GID Complex; contains LisH ; CTLH ; and CRA domains that mediate binding to Vid30p (LisH) and Rmd5p and Vid28p (CTLH and CRA); dosage-dependent regulator of START""",Verified ORF
8859,13,539498,-0.074046716413022,0.0631934906438126,0.242089318312215,YMR135C,GID8,SGDID:S000004742,CDS,CDS,"""Subunit of GID Complex ; binds strongly to central component Vid30p; GID Complex is involved in proteasome-dependent catabolite inactivation of fructose-1,6-bisphosphatase; recruits Rmd5p ; Fyv10 and Vid28p to GID Complex; contains LisH ; CTLH ; and CRA domains that mediate binding to Vid30p (LisH) and Rmd5p and Vid28p (CTLH and CRA); dosage-dependent regulator of START""",Verified ORF
8860,13,540307,-0.062346553918587,0.0635110075253201,0.326937071327302,YMR135W-A,YMR135W-A,SGDID:S000004743,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
8861,13,540446,-0.0826063050247247,0.0640140336931006,0.197742342584062,YMR135C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8862,13,540762,-0.037710476501599,0.0635659587816225,0.553394055516964,YMR135C,GID8,SGDID:S000004742,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of GID Complex ; binds strongly to central component Vid30p; GID Complex is involved in proteasome-dependent catabolite inactivation of fructose-1,6-bisphosphatase; recruits Rmd5p ; Fyv10 and Vid28p to GID Complex; contains LisH ; CTLH ; and CRA domains that mediate binding to Vid30p (LisH) and Rmd5p and Vid28p (CTLH and CRA); dosage-dependent regulator of START""",Verified ORF
8863,13,540808,-0.0419790173972063,0.0641840111022206,0.513510814544952,YMR136W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8865,13,541424,-0.0637326303351192,0.0639775224005649,0.319848834049072,YMR136W,GAT2,SGDID:S000004744,CDS,CDS,"""Protein containing GATA family zinc finger motifs; similar to Gln3p and Dal80p; expression repressed by leucine""",Verified ORF
8867,13,542130,-0.0471121394767698,0.0634922979472126,0.458572595325699,YMR136W,GAT2,SGDID:S000004744,CDS,CDS,"""Protein containing GATA family zinc finger motifs; similar to Gln3p and Dal80p; expression repressed by leucine""",Verified ORF
8868,13,542977,-0.0647127209143971,0.063579801511414,0.30946112117571,ARS1321,ARS1321,SGDID:S000130190,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
8869,13,546586,-0.0770983754151698,0.0633794011175562,0.224623271701928,YMR139W,RIM11,SGDID:S000004747,CDS,CDS,"""Protein kinase; required for signal transduction during entry into meiosis; promotes the formation of the Ime1p-Ume6p complex by phosphorylating Ime1p and Ume6p; shares similarity with mammalian glycogen synthase kinase 3-beta; protein abundance increases in response to DNA replication stress; RIM11 has a paralog ; MRK1 ; that arose from the whole genome duplication""",Verified ORF
8870,13,547627,-0.0656540238652498,0.0633482421586721,0.300725693681687,YMR140W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8871,13,548118,-0.0662438568287562,0.0637208044688816,0.299239431581176,YMR140W,SIP5,SGDID:S000004748,CDS,CDS,"""Protein of unknown function; interacts with both the Reg1p/Glc7p phosphatase and the Snf1p kinase; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
8872,13,548704,-0.0702544793193817,0.0631587966870252,0.266746060100744,YMR140W,SIP5,SGDID:S000004748,CDS,CDS,"""Protein of unknown function; interacts with both the Reg1p/Glc7p phosphatase and the Snf1p kinase; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
8873,13,548999,-0.087684036732057,0.0632820325577537,0.166741696724267,YMR140W,SIP5,SGDID:S000004748,CDS,CDS,"""Protein of unknown function; interacts with both the Reg1p/Glc7p phosphatase and the Snf1p kinase; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
8874,13,549287,-0.0813853137000508,0.0634169738717267,0.200216080381561,YMR140W,SIP5,SGDID:S000004748,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; interacts with both the Reg1p/Glc7p phosphatase and the Snf1p kinase; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
8875,13,549726,-0.058315748773295,0.0634362174035827,0.358576018130174,YMR140W,SIP5,SGDID:S000004748,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; interacts with both the Reg1p/Glc7p phosphatase and the Snf1p kinase; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
8876,13,552041,-0.0532144961464155,0.0630709320318308,0.399394705249188,YMR142C,RPL13B,SGDID:S000004750,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L13B; not essential for viability; homologous to mammalian ribosomal protein L13 ; no bacterial homolog; RPL13B has a paralog ; RPL13A ; that arose from the whole genome duplication""",Verified ORF
8877,13,552167,-0.0656480500822281,0.0630392695781688,0.298410333921171,YMR142C,RPL13B,SGDID:S000004750,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L13B; not essential for viability; homologous to mammalian ribosomal protein L13 ; no bacterial homolog; RPL13B has a paralog ; RPL13A ; that arose from the whole genome duplication""",Verified ORF
8878,13,552236,-0.0607285727512749,0.063295247821008,0.337989204379105,YMR143W,RPS16A,SGDID:S000004751,Close to 3'-UTR,Close to 3'-UTR,"""Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S16 and bacterial S9; RPS16A has a paralog ; RPS16B ; that arose from the whole genome duplication""",Verified ORF
8879,13,554202,-0.0883490540228113,0.0629606713833713,0.161423697383727,ARS1322,ARS1322,SGDID:S000130191,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
8881,13,556725,-0.041204025248918,0.0626735099799121,0.511326965038576,SUT309,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
8882,13,559009,-0.0490820271481904,0.0634328456090868,0.439588472493524,YMR147W_NFR/NDR,,,Promoter,Promoter,,Promoter
8883,13,560774,-0.0417070023463248,0.063012234404134,0.508475242954835,YMR148W,LDO16,SGDID:S000004756,CDS,CDS,"""Protein of unknown function with possible role in spore wall assembly; predicted to contain an N-terminal transmembrane domain; osw5 null mutant spores exhibit increased spore wall permeability and sensitivity to beta-glucanase digestion""",Verified ORF
8885,13,561662,-0.038051546383568,0.0626646228538286,0.544091767201957,YMR149W,SWP1,SGDID:S000004757,CDS,CDS,"""Delta subunit of the oligosaccharyl transferase glycoprotein complex; complex is required for N-linked glycosylation of proteins in the endoplasmic reticulum""",Verified ORF
8886,13,561755,-0.0358308496970689,0.062750649336782,0.568360497621679,YMR149W,SWP1,SGDID:S000004757,CDS,CDS,"""Delta subunit of the oligosaccharyl transferase glycoprotein complex; complex is required for N-linked glycosylation of proteins in the endoplasmic reticulum""",Verified ORF
8887,13,562475,-0.003115614024385,0.0626686011137597,0.960377054548995,YMR150C,IMP1,SGDID:S000004758,CDS,CDS,"""Catalytic subunit of mitochondrial inner membrane peptidase complex; required for maturation of mitochondrial proteins of the intermembrane space; complex contains two catalytic subunits (Imp1p and Imp2p that differ in substrate specificty) and Som1p""",Verified ORF
8888,13,562955,-0.0083909877793711,0.062875281758795,0.893910011964733,YMR152W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8889,13,562976,0.0082082624093297,0.0631278716557172,0.89661994517041,YMR152W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8890,13,564094,0.0018624954922344,0.0630578667055496,0.976453567165263,YMR152W,YIM1,SGDID:S000004760,CDS,CDS,"""Aldehyde reductase involved in detoxification of lignocellulose-derived aldehydes; catalyzes the reduction of furan ; aliphatic and aromatic aldehydes using either NADH or NADPH as co-factor; membrane of the quinone oxidoreductase subfamily of the medium-chain dehydrogenase/reductase family; null mutant displays sensitivity to DNA damaging agents; protein abundance increases in response to DNA replication stress""",Verified ORF
8891,13,564146,-0.0279918753518906,0.0629650629732579,0.656908738209178,YMR152W,YIM1,SGDID:S000004760,CDS,CDS,"""Aldehyde reductase involved in detoxification of lignocellulose-derived aldehydes; catalyzes the reduction of furan ; aliphatic and aromatic aldehydes using either NADH or NADPH as co-factor; membrane of the quinone oxidoreductase subfamily of the medium-chain dehydrogenase/reductase family; null mutant displays sensitivity to DNA damaging agents; protein abundance increases in response to DNA replication stress""",Verified ORF
8892,13,568827,-0.0079600585965111,0.0625880314352414,0.898868923947696,YMR155W,YMR155W,SGDID:S000004764,CDS,CDS,"""Putative protein of unknown function; identified as interacting with Hsp82p in a high-throughput two-hybrid screen""",Uncharacterized ORF
8893,13,573340,-0.0354630745247308,0.0631656914209396,0.574861107252731,YMRCdelta18_NFR/NDR,,,Promoter,Promoter,,Promoter
8894,13,573670,-0.0275229844820359,0.0631190324857067,0.663067797648888,YMR158W,MRPS8,SGDID:S000004767,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
8896,13,574002,-0.0428014833296118,0.0644528840816153,0.50707647145858,YMR158C-A,YMR158C-A,SGDID:S000007249,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; may contain a lipid attachment site; YMR158C-A is not an essential gene""",Uncharacterized ORF
8897,13,575086,-0.0225497915244126,0.0631855649186355,0.721393375704981,YMR160W,YMR160W,SGDID:S000004770,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the membrane of the vacuole; mutant has enhanced sensitivity to overexpression of mutant huntingtin; YMR160W is not an essential gene; relative distribution within the vacuolar membrane changes upon DNA replication stress""",Verified ORF
8898,13,577143,-0.0610099394806694,0.0635146845953209,0.337428758026391,YMR160W,YMR160W,SGDID:S000004770,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the membrane of the vacuole; mutant has enhanced sensitivity to overexpression of mutant huntingtin; YMR160W is not an essential gene; relative distribution within the vacuolar membrane changes upon DNA replication stress""",Verified ORF
8899,13,582883,-0.0586522074717066,0.0635492494686905,0.356668357310149,YMR162C,DNF3,SGDID:S000004772,CDS,CDS,"""Trans-golgi network aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to the maintenance of membrane lipid asymmetry in post-Golgi secretory vesicles; role in protein trafficking between the Golgi and endosomal system; localizes to the trans-Golgi network; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone""",Verified ORF
8901,13,587156,-0.0785704533688648,0.0629615415368746,0.212890482260039,YMR163C,INP2,SGDID:S000004773,Close to 3'-UTR,Close to 3'-UTR,"""Peroxisome-specific receptor important for peroxisome inheritance; co-fractionates with peroxisome membranes and co-localizes with peroxisomes in vivo; physically interacts with the myosin V motor Myo2p; INP2 is not an essential gene""",Verified ORF
8904,13,588065,-0.0550377309973721,0.0628688437833433,0.381931287337168,YMR164C,MSS11,SGDID:S000004774,CDS,CDS,"""Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1 ; FLO11 ; and STA1""",Verified ORF
8921,13,588807,-0.0599170928809165,0.0630861763433288,0.342881050528192,YMR164C,MSS11,SGDID:S000004774,CDS,CDS,"""Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1 ; FLO11 ; and STA1""",Verified ORF
8922,13,589215,-0.0535653984331759,0.062739524877103,0.393809002552171,YMR164C,MSS11,SGDID:S000004774,CDS,CDS,"""Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1 ; FLO11 ; and STA1""",Verified ORF
8923,13,600543,0.0190163385741285,0.0627383068348275,0.761987856828915,YMR169C,ALD3,SGDID:S000004779,CDS,CDS,"""Cytoplasmic aldehyde dehydrogenase; involved in beta-alanine synthesis; uses NAD+ as the preferred coenzyme; very similar to Ald2p; expression is induced by stress and repressed by glucose""",Verified ORF
8924,13,600548,0.0145399843708341,0.0627116034070312,0.816785162790854,YMR169C,ALD3,SGDID:S000004779,CDS,CDS,"""Cytoplasmic aldehyde dehydrogenase; involved in beta-alanine synthesis; uses NAD+ as the preferred coenzyme; very similar to Ald2p; expression is induced by stress and repressed by glucose""",Verified ORF
8925,13,600549,0.009887147383383,0.0630063921850205,0.875395304186761,YMR169C,ALD3,SGDID:S000004779,CDS,CDS,"""Cytoplasmic aldehyde dehydrogenase; involved in beta-alanine synthesis; uses NAD+ as the preferred coenzyme; very similar to Ald2p; expression is induced by stress and repressed by glucose""",Verified ORF
8926,13,600928,0.0280115759442971,0.0625085197375964,0.654338525463995,YMR169C,ALD3,SGDID:S000004779,Close to 3'-UTR,Close to 3'-UTR,"""Cytoplasmic aldehyde dehydrogenase; involved in beta-alanine synthesis; uses NAD+ as the preferred coenzyme; very similar to Ald2p; expression is induced by stress and repressed by glucose""",Verified ORF
8927,13,601209,0.0394122672165871,0.0622215356141538,0.526870601801203,YMR169C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8928,13,601449,0.0458835130255382,0.0623019037589298,0.461933566084232,XUT_13F-261,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
