SNP,Chr,Pos,Effect,SE,SRO9_DHH1_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
9790,14,639287,0.0589896141204881,0.0961104605128322,0.539763344310152,YNR007C,ATG3,SGDID:S000005290,CDS,CDS,"""E2-like enzyme; involved in autophagy and cytoplasm-to-vacuole targeting (Cvt) pathway; plays a role in formation of Atg8p-phosphatidylethanolamine conjugates ; which are involved in membrane dynamics during autophagy and Cvt; interaction with Atg8p regulated by acetylation by NuA4 histone acetyltransferase Esa1p while attenuation of Atg3 acetylation is mediated by histone deacetylase Rpd3p; Atg12p-Atg5p conjugate enhances E2 activity of Atg3p by rearranging its catalytic site""",Verified ORF
9791,14,640932,0.0703469074894157,0.0962159402845625,0.465181307809301,YNR008W,LRO1,SGDID:S000005291,CDS,CDS,"""Acyltransferase that converts diacylglycerol to triacylglycerol (TGA); one of several acyltransferases that contribute to TGA synthesis; relocates from ER to nuclear membrane in response cell cycle and starvation signals; Lro1p and Dga1p can O-acylate ceramides; putative homolog of human lecithin cholesterol acyltransferase""",Verified ORF
9792,14,641214,0.0916076271260795,0.0963089382287045,0.34216121997245,YNR008W,LRO1,SGDID:S000005291,CDS,CDS,"""Acyltransferase that converts diacylglycerol to triacylglycerol (TGA); one of several acyltransferases that contribute to TGA synthesis; relocates from ER to nuclear membrane in response cell cycle and starvation signals; Lro1p and Dga1p can O-acylate ceramides; putative homolog of human lecithin cholesterol acyltransferase""",Verified ORF
9793,14,642445,0.0630619985465658,0.09839334132559,0.52199224950529,YNR009W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9795,14,643364,0.0412126330926668,0.096268323314545,0.668838149389225,YNR009W,NRM1,SGDID:S000005292,CDS,CDS,"""Transcriptional co-repressor of MBF-regulated gene expression; Nrm1p associates stably with promoters via MCB binding factor (MBF) to repress transcription upon exit from G1 phase""",Verified ORF
9796,14,643876,0.0487583029515598,0.0970883759400443,0.615836188357759,YNR010W,CSE2,SGDID:S000005293,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; component of the Middle domain of mediator; required for regulation of RNA polymerase II activity; relocalizes to the cytosol in response to hypoxia""",Verified ORF
9797,14,644727,0.0483071026151822,0.0969555102805193,0.618625246212971,YNR011C,PRP2,SGDID:S000005294,CDS,CDS,"""RNA-dependent DExD/H-box ATPase; required for activation of spliceosome before first transesterification step in RNA splicing; implicated in rearranging and proofreading snRNA structure in catalytic activation of spliceosome; ortholog of human protein DHX16""",Verified ORF
9798,14,644949,0.0834548294291795,0.0960500231592704,0.385509470556259,YNR011C,PRP2,SGDID:S000005294,CDS,CDS,"""RNA-dependent DExD/H-box ATPase; required for activation of spliceosome before first transesterification step in RNA splicing; implicated in rearranging and proofreading snRNA structure in catalytic activation of spliceosome; ortholog of human protein DHX16""",Verified ORF
9799,14,645369,0.0464217281746727,0.0964097596943616,0.630456371375451,YNR011C,PRP2,SGDID:S000005294,CDS,CDS,"""RNA-dependent DExD/H-box ATPase; required for activation of spliceosome before first transesterification step in RNA splicing; implicated in rearranging and proofreading snRNA structure in catalytic activation of spliceosome; ortholog of human protein DHX16""",Verified ORF
9800,14,646585,0.0338928720961913,0.0976584387320436,0.728756635052141,YNR011C,PRP2,SGDID:S000005294,CDS,CDS,"""RNA-dependent DExD/H-box ATPase; required for activation of spliceosome before first transesterification step in RNA splicing; implicated in rearranging and proofreading snRNA structure in catalytic activation of spliceosome; ortholog of human protein DHX16""",Verified ORF
9801,14,647843,0.0887992382689209,0.0964982486468158,0.358088275425259,YNR012W,URK1,SGDID:S000005295,CDS,CDS,"""Uridine/cytidine kinase; component of the pyrimidine ribonucleotide salvage pathway that converts uridine into UMP and cytidine into CMP; involved in the pyrimidine deoxyribonucleotide salvage pathway ; converting deoxycytidine into dCMP""",Verified ORF
9802,14,648789,0.0966529590723569,0.0963315709444706,0.316385906006649,YNR012W,URK1,SGDID:S000005295,CDS,CDS,"""Uridine/cytidine kinase; component of the pyrimidine ribonucleotide salvage pathway that converts uridine into UMP and cytidine into CMP; involved in the pyrimidine deoxyribonucleotide salvage pathway ; converting deoxycytidine into dCMP""",Verified ORF
9803,14,650841,0.0883839348228539,0.0961010438595452,0.358358648492136,YNR013C,PHO91,SGDID:S000005296,CDS,CDS,"""Low-affinity vacuolar phosphate transporter; exports phosphate from the vacuolar lumen to the cytosol; regulates phosphate and polyphosphate metabolism; acts upstream of Pho81p in regulation of the PHO pathway; localizes to sites of contact between the vacuole and mitochondria (vCLAMPs); deletion of pho84 ; pho87 ; pho89 ; pho90 ; and pho91 causes synthetic lethality; transcription independent of Pi and Pho4p activity; overexpression results in vigorous growth""",Verified ORF
9808,14,654230,-0.0071495656794455,0.0965596420116928,0.941018108251547,YNR015W,SMM1,SGDID:S000005298,CDS,CDS,"""Dihydrouridine synthase; member of a family of dihydrouridine synthases including Dus1p ; Smm1p ; Dus3p ; and Dus4p; modifies uridine residues at position 20 of cytoplasmic tRNAs""",Verified ORF
9809,14,654336,0.0032231739477125,0.0965724671302188,0.973393848865272,YNR015W,SMM1,SGDID:S000005298,CDS,CDS,"""Dihydrouridine synthase; member of a family of dihydrouridine synthases including Dus1p ; Smm1p ; Dus3p ; and Dus4p; modifies uridine residues at position 20 of cytoplasmic tRNAs""",Verified ORF
9811,14,663083,-0.0589490998675238,0.0961014714720553,0.540003776485193,YNR017W,TIM23,SGDID:S000005300,CDS,CDS,"""Essential component of the TIM23 complex; involved in protein import into mitochondrial matrix and inner membrane; with Tim17p ; contributes to architecture and function of the import channel; TIM23 complex is short for the translocase of the inner mitochondrial membrane""",Verified ORF
9812,14,668533,-0.0173505453493563,0.0967375830823772,0.857760437238618,YNR021W,YNR021W,SGDID:S000005304,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YNR021W is not an essential gene""",Uncharacterized ORF
9813,14,671892,-0.0437411189590243,0.096991871388112,0.652282904484059,YNR023W,SNF12,SGDID:S000005306,CDS,CDS,"""73 kDa subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; relocates to the cytosol under hypoxic conditions; deletion mutants are temperature-sensitive; SNF12 has a paralog ; RSC6 ; that arose from the whole genome duplication""",Verified ORF
9815,14,674210,0.03733846143293,0.0964506460848503,0.698896916485751,YNR026C,SEC12,SGDID:S000005309,CDS,CDS,"""Guanine nucleotide exchange factor (GEF); activates Sar1p by catalyzing the exchange of GDP for GTP; required for the initiation of COPII vesicle formation in ER to Golgi transport; glycosylated integral membrane protein of the ER; SEC12 has a paralog ; SED4 ; that arose from the whole genome duplication""",Verified ORF
9817,14,676297,0.001264961799467,0.0968343078731475,0.989584784531969,YNR028W,CPR8,SGDID:S000005311,CDS,CDS,"""Peptidyl-prolyl cis-trans isomerase (cyclophilin); catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; potential role in the secretory pathway; CPR8 has a paralog ; CPR4 ; that arose from the whole genome duplication""",Verified ORF
9818,14,678738,-0.0367491427835873,0.0970909154739669,0.705284954156872,YNR030W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9819,14,678924,-0.0334564171432357,0.0964546820114112,0.72890204355907,YNR030W,ALG12,SGDID:S000005313,CDS,CDS,"""Alpha-1,6-mannosyltransferase localized to the ER; responsible for addition of alpha-1,6 mannose to dolichol-linked Man7GlcNAc2; acts in the dolichol pathway for N-glycosylation; human homolog ALG12 complements yeast null mutant""",Verified ORF
9820,14,680198,0.0061517668688032,0.096596533867024,0.949256958594947,YNR030W,ALG12,SGDID:S000005313,CDS,CDS,"""Alpha-1,6-mannosyltransferase localized to the ER; responsible for addition of alpha-1,6 mannose to dolichol-linked Man7GlcNAc2; acts in the dolichol pathway for N-glycosylation; human homolog ALG12 complements yeast null mutant""",Verified ORF
9821,14,682423,-0.0349593684506344,0.096307179099184,0.716823213043757,YNR031C,SSK2,SGDID:S000005314,CDS,CDS,"""MAP kinase kinase kinase of HOG1 mitogen-activated signaling pathway; interacts with Ssk1p ; leading to autophosphorylation and activation of Ssk2p which phosphorylates Pbs2p; also mediates actin cytoskeleton recovery from osmotic stress; a HOG-independent function of Ssk2p mediates the calcium-sensitive phenotype of the ptp2 msg5 double disruptant; SSK2 has a paralog ; SSK22 ; that arose from the whole genome duplication""",Verified ORF
9822,14,682649,-0.0418208671421882,0.0967163799863312,0.665709458749362,YNR031C,SSK2,SGDID:S000005314,CDS,CDS,"""MAP kinase kinase kinase of HOG1 mitogen-activated signaling pathway; interacts with Ssk1p ; leading to autophosphorylation and activation of Ssk2p which phosphorylates Pbs2p; also mediates actin cytoskeleton recovery from osmotic stress; a HOG-independent function of Ssk2p mediates the calcium-sensitive phenotype of the ptp2 msg5 double disruptant; SSK2 has a paralog ; SSK22 ; that arose from the whole genome duplication""",Verified ORF
9823,14,688148,0.0023063718532874,0.0962932321924809,0.980904791157298,YNR033W,ABZ1,SGDID:S000005316,CDS,CDS,"""Para-aminobenzoate (PABA) synthase; has similarity to Escherichia coli PABA synthase components PabA and PabB; required for the synthesis of para-aminobenzoic acid ; an important intermediate for folate and ubiquinone Q biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
9824,14,688149,0.0023063718532874,0.0962932321924809,0.980904791157298,YNR033W,ABZ1,SGDID:S000005316,CDS,CDS,"""Para-aminobenzoate (PABA) synthase; has similarity to Escherichia coli PABA synthase components PabA and PabB; required for the synthesis of para-aminobenzoic acid ; an important intermediate for folate and ubiquinone Q biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
9825,14,688150,0.0023063718532874,0.0962932321924809,0.980904791157298,YNR033W,ABZ1,SGDID:S000005316,CDS,CDS,"""Para-aminobenzoate (PABA) synthase; has similarity to Escherichia coli PABA synthase components PabA and PabB; required for the synthesis of para-aminobenzoic acid ; an important intermediate for folate and ubiquinone Q biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
9826,14,688671,-0.0094855018015542,0.0963101786235468,0.921599836752228,YNR033W,ABZ1,SGDID:S000005316,CDS,CDS,"""Para-aminobenzoate (PABA) synthase; has similarity to Escherichia coli PABA synthase components PabA and PabB; required for the synthesis of para-aminobenzoic acid ; an important intermediate for folate and ubiquinone Q biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
9827,14,690993,0.0218789893661279,0.0968581702416007,0.821420134668824,YNR034W,SOL1,SGDID:S000005317,CDS,CDS,"""Protein with a possible role in tRNA export; shows similarity to 6-phosphogluconolactonase non-catalytic domains but does not exhibit this enzymatic activity; homologous to Sol3p and Sol4p; SOL1 has a paralog ; SOL2 ; that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress""",Verified ORF
9828,14,691577,0.0101266699378836,0.0972938496416547,0.917162312411481,ARS1427,ARS1427,SGDID:S000118393,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
9829,14,691878,-0.0060559599076333,0.0964385925735864,0.949964475699373,YNR034W,SOL1,SGDID:S000005317,Close to 3'-UTR,Close to 3'-UTR,"""Protein with a possible role in tRNA export; shows similarity to 6-phosphogluconolactonase non-catalytic domains but does not exhibit this enzymatic activity; homologous to Sol3p and Sol4p; SOL1 has a paralog ; SOL2 ; that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress""",Verified ORF
9831,14,695359,-0.0350164794570344,0.0963010516522415,0.716363404698697,YNR038W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9832,14,696247,-0.0629553484383081,0.0964129083676777,0.514196567784437,YNR038W,DBP6,SGDID:S000005321,CDS,CDS,"""Essential protein involved in ribosome biogenesis; putative ATP-dependent RNA helicase of the DEAD-box protein family; human homolog DDX51 complements yeast dbp6 mutant""",Verified ORF
9833,14,696503,-0.0273636256418156,0.0973227698423515,0.77874961184412,YNR038W,DBP6,SGDID:S000005321,CDS,CDS,"""Essential protein involved in ribosome biogenesis; putative ATP-dependent RNA helicase of the DEAD-box protein family; human homolog DDX51 complements yeast dbp6 mutant""",Verified ORF
9834,14,700405,-0.0659345028866268,0.0964965999768755,0.494876143637898,YNR040W,MRX15,SGDID:S000005323,CDS,CDS,"""Membrane-associated mitoribosome receptor; involved along with Mba1p in the cotranslational insertion of nascent polypeptide chains into the inner mitochondrial membrane; associates with the mitochondrial large ribosomal subunit and nascent polypeptide chains; null mutant displays increased tolerance to mistranslation-induced proteotoxic stress; localizes to the inner mitochondrial membrane""",Verified ORF
9835,14,701530,-0.105969218304131,0.0966954174223214,0.273866427891376,YNR041C,COQ2,SGDID:S000005324,CDS,CDS,"""Para hydroxybenzoate polyprenyl transferase; catalyzes the second step in ubiquinone (coenzyme Q) biosynthesis; human COQ2 ; mutations in which are implicated in an increased risk of mutiple-system atrophy ; can complement a yeast coq2 null mutant""",Verified ORF
9836,14,701961,-0.0803334903707416,0.0969092580474597,0.407689584861697,YNR043W,MVD1,SGDID:S000005326,CDS,CDS,"""Mevalonate pyrophosphate decarboxylase; essential enzyme involved in the biosynthesis of isoprenoids and sterols ; including ergosterol; acts as a homodimer""",Verified ORF
9837,14,704255,-0.067462664933238,0.0968047719268479,0.486327800285987,YNR044W,AGA1,SGDID:S000005327,CDS,CDS,"""Anchorage subunit of a-agglutinin of a-cells; highly O-glycosylated protein with N-terminal secretion signal and C-terminal signal for addition of GPI anchor to cell wall ; linked to adhesion subunit Aga2p via two disulfide bonds; AGA1 has a paralog ; FIG2 ; that arose from the whole genome duplication""",Verified ORF
9849,14,705287,-0.0533699599908596,0.0963972875362125,0.580171732348768,YNR044W,AGA1,SGDID:S000005327,CDS,CDS,"""Anchorage subunit of a-agglutinin of a-cells; highly O-glycosylated protein with N-terminal secretion signal and C-terminal signal for addition of GPI anchor to cell wall ; linked to adhesion subunit Aga2p via two disulfide bonds; AGA1 has a paralog ; FIG2 ; that arose from the whole genome duplication""",Verified ORF
9850,14,705555,-0.0600527074720965,0.0963861494523509,0.533658632186023,YNR044W,AGA1,SGDID:S000005327,CDS,CDS,"""Anchorage subunit of a-agglutinin of a-cells; highly O-glycosylated protein with N-terminal secretion signal and C-terminal signal for addition of GPI anchor to cell wall ; linked to adhesion subunit Aga2p via two disulfide bonds; AGA1 has a paralog ; FIG2 ; that arose from the whole genome duplication""",Verified ORF
9851,14,707555,-0.008258365496188,0.0965433494628311,0.931880201680442,YNR045W,PET494,SGDID:S000005328,CDS,CDS,"""Mitochondrial translational activator specific for the COX3 mRNA; acts together with Pet54p and Pet122p; located in the mitochondrial inner membrane""",Verified ORF
9852,14,708352,-0.0072722037702822,0.0964383544874225,0.939932972871472,YNR047W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9853,14,708362,-0.003176870527768,0.0965602437875414,0.973772609382164,YNR047W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9854,14,708456,-0.0280918196993222,0.0962498876445403,0.770562511883223,YNR047W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9855,14,709752,-0.0589715961032227,0.0968853831234317,0.543132137634769,YNR047W,FPK1,SGDID:S000005330,CDS,CDS,"""Ser/Thr protein kinase; phosphorylates several aminophospholipid translocase family members ; regulating phospholipid translocation and membrane asymmetry; phosphorylates and inhibits the protein kinase Akl1p ; stimulating endocytosis; phosphorylates and inhibits upstream inhibitory kinase Ypk1p; localizes to the cytoplasm ; early endosome/TGN ; the plasma membrane and the shmoo tip; redundant role with KIN82 in the mating pheromone response; activity stimulated by Gin4p kinase and sphingolipid MIPC""",Verified ORF
9856,14,709804,-0.0536319009631603,0.0967375578088471,0.579651953834103,YNR047W,FPK1,SGDID:S000005330,CDS,CDS,"""Ser/Thr protein kinase; phosphorylates several aminophospholipid translocase family members ; regulating phospholipid translocation and membrane asymmetry; phosphorylates and inhibits the protein kinase Akl1p ; stimulating endocytosis; phosphorylates and inhibits upstream inhibitory kinase Ypk1p; localizes to the cytoplasm ; early endosome/TGN ; the plasma membrane and the shmoo tip; redundant role with KIN82 in the mating pheromone response; activity stimulated by Gin4p kinase and sphingolipid MIPC""",Verified ORF
9857,14,710081,-0.0269684782479853,0.0974045825927967,0.78204141609021,YNR047W,FPK1,SGDID:S000005330,CDS,CDS,"""Ser/Thr protein kinase; phosphorylates several aminophospholipid translocase family members ; regulating phospholipid translocation and membrane asymmetry; phosphorylates and inhibits the protein kinase Akl1p ; stimulating endocytosis; phosphorylates and inhibits upstream inhibitory kinase Ypk1p; localizes to the cytoplasm ; early endosome/TGN ; the plasma membrane and the shmoo tip; redundant role with KIN82 in the mating pheromone response; activity stimulated by Gin4p kinase and sphingolipid MIPC""",Verified ORF
9858,14,711992,-0.0388693634269648,0.0967683246457988,0.68816670011457,YNR048W,YNR048W,SGDID:S000005331,CDS,CDS,"""Potential noncatalytic subunit for phospholipid translocase Dnf3p; YNR048W has a paralog ; CDC50 ; that arose from the whole genome duplication""",Verified ORF
9859,14,713348,-0.0029069579049569,0.0970065117973766,0.976110604360357,YNR049C,MSO1,SGDID:S000005332,CDS,CDS,"""Lipid-interacting protein in SNARE complex assembly machinery; acts at late step in secretion; interacts with membranes through two distinct binding sites; shows genetic and physical interactions with Sec1p; required for prospore membrane formation during sporulation; N-terminus closely associates with plasma membrane ; C-terminus colocalizes with Sec4p on intracellular membranes; relocalizes from bud neck to nucleus upon DNA replication stress""",Verified ORF
9860,14,713668,-0.017990118288148,0.097220353824267,0.853300188258571,YNR049C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9861,14,713710,0.0045349152990036,0.09711497922445,0.962781643710065,YNR049C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9862,14,714219,0.0745369383230562,0.096711410249453,0.441391381828431,YNR050C,LYS9,SGDID:S000005333,CDS,CDS,"""Saccharopine dehydrogenase (NADP+ ; L-glutamate-forming); catalyzes the formation of saccharopine from alpha-aminoadipate 6-semialdehyde ; the seventh step in lysine biosynthesis pathway; exhibits genetic and physical interactions with TRM112""",Verified ORF
9863,14,714273,0.0700133595222201,0.0966010607377087,0.469074480067476,YNR050C,LYS9,SGDID:S000005333,CDS,CDS,"""Saccharopine dehydrogenase (NADP+ ; L-glutamate-forming); catalyzes the formation of saccharopine from alpha-aminoadipate 6-semialdehyde ; the seventh step in lysine biosynthesis pathway; exhibits genetic and physical interactions with TRM112""",Verified ORF
9868,14,719053,-0.0487611859258757,0.0968049428733153,0.614782508454344,YNR051C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9869,14,719403,-0.0410911987203815,0.0964814022588038,0.670442014853243,YNR052C,POP2,SGDID:S000005335,CDS,CDS,"""Subunit of Ccr4-Not complex that mediates 3' to 5' mRNA deadenylation; exonuclease of the DEDD superfamily""",Verified ORF
9871,14,721219,-0.0353852396035604,0.098053255602738,0.718406692175976,YNR053C,NOG2,SGDID:S000005336,CDS,CDS,"""Putative GTPase; associates with pre-60S ribosomal subunits in the nucleolus and is required for their nuclear export and maturation; recruited by ribosomal proteins L17 ; L35 ; and L37 to assembling ribosomes after 27SB pre-rRNA is generated ; immediately preceding removal of ITS2""",Verified ORF
9872,14,725113,-0.0075007230360554,0.0970569865555233,0.938443280904131,XUT_14F-289,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
9875,14,726118,0.0215505241238696,0.0970758714811718,0.824444819895669,YNRWsigma4_NFR/NDR,,,Promoter,Promoter,,Promoter
9884,14,726518,-0.0397927549751099,0.0976853737371181,0.68399321277947,YNRWsigma4,YNRWsigma4,SGDID:S000007147,Other features,LTR,"""Ty3 LTR""",long_terminal_repeat
9885,14,726523,-0.0369712369334233,0.0974243291197489,0.704554665569435,YNRWsigma4,YNRWsigma4,SGDID:S000007147,Other features,LTR,"""Ty3 LTR""",long_terminal_repeat
9886,14,726525,-0.0287148946803612,0.097414940374063,0.768343703103147,YNRWsigma4,YNRWsigma4,SGDID:S000007147,Other features,LTR,"""Ty3 LTR""",long_terminal_repeat
9887,14,726575,-0.0115939097475138,0.0965065031465471,0.904443724033675,N:726575-726613,,,Intergenic region,Intergenic region,between YNRWsigma4 and YNRCdelta8,Intergenic region
9888,14,729195,0.0046879209274581,0.0964098954058715,0.961245730325852,SUT341,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
9890,14,732176,0.0046459047619272,0.0964099011675595,0.96159280257562,SUT342,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
9891,14,733073,0.0057628127074707,0.0964279882421317,0.95237832178631,SUT342,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
9892,14,733487,0.0419375283425742,0.0968664644986039,0.665321552009537,YNR057C,BIO4,SGDID:S000005340,CDS,CDS,"""Dethiobiotin synthetase; catalyzes the third step in the biotin biosynthesis pathway; BIO4 is in a cluster of 3 genes (BIO3 ; BIO4 ; and BIO5) that mediate biotin synthesis; BIO3 and BIO4 were acquired by horizontal gene transfer (HGT) from bacteria; expression appears to be repressed at low iron levels""",Verified ORF
9893,14,735177,0.0249312586833174,0.0965566232539726,0.796400324800361,YNR058W,BIO3,SGDID:S000005341,CDS,CDS,"""7,8-diamino-pelargonic acid aminotransferase (DAPA); catalyzes the second step in the biotin biosynthesis pathway; BIO3 is in a cluster of 3 genes (BIO3 ; BIO4 ; and BIO5) that mediate biotin synthesis; BIO3 and BIO4 were acquired by horizontal gene transfer (HGT) from bacteria""",Verified ORF
9894,14,735889,0.09841617806947,0.0976511708912045,0.314224447895404,YNR058W,BIO3,SGDID:S000005341,Close to 3'-UTR,Close to 3'-UTR,"""7,8-diamino-pelargonic acid aminotransferase (DAPA); catalyzes the second step in the biotin biosynthesis pathway; BIO3 is in a cluster of 3 genes (BIO3 ; BIO4 ; and BIO5) that mediate biotin synthesis; BIO3 and BIO4 were acquired by horizontal gene transfer (HGT) from bacteria""",Verified ORF
9895,14,739108,-0.0428212815548918,0.0967635990892829,0.658373122679924,YNR059W,MNT4,SGDID:S000005342,Close to 3'-UTR,Close to 3'-UTR,"""Putative alpha-1,3-mannosyltransferase; not required for protein O-glycosylation; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively""",Verified ORF
9896,14,741628,-0.0188895315953942,0.0965116319083356,0.844939713980748,YNR060W,FRE4,SGDID:S000005343,CDS,CDS,"""Ferric reductase; reduces a specific subset of siderophore-bound iron prior to uptake by transporters; expression induced by low iron levels""",Verified ORF
9897,14,742457,0.0209748875762218,0.0973382231313171,0.829513970284389,XUT_14F-302,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
9898,14,743336,0.0313339938348192,0.0971616559747509,0.747269845930511,YNR061C,YNR061C,SGDID:S000005344,CDS,CDS,"""Protein of unknown function; relocalizes from vacuole to cytoplasm upon DNA replication stress""",Verified ORF
9899,14,746254,-0.0269056888662781,0.0984766244930823,0.784844619687888,SUT344,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
9903,14,746543,-0.0085511761963302,0.0980750887931401,0.930569850734866,YNR063W,PUL4,SGDID:S000005346,Close to 3'-UTR,Close to 3'-UTR,"""Putative zinc-cluster transcription factor; involved in utilization of iron-transporting siderophore pulcherrimin""",Verified ORF
9904,14,746927,-0.0257426324319592,0.0972388240820852,0.791367232632396,YNR063W_NFR/NDR,,,Promoter,Promoter,,Promoter
9905,14,747434,-0.0094583035480289,0.0981614370557617,0.923293647006769,YNR063W,PUL4,SGDID:S000005346,CDS,CDS,"""Putative zinc-cluster transcription factor; involved in utilization of iron-transporting siderophore pulcherrimin""",Verified ORF
9906,14,748072,-0.0097022335291328,0.0977901982724263,0.921024053232024,YNR063W,PUL4,SGDID:S000005346,CDS,CDS,"""Putative zinc-cluster transcription factor; involved in utilization of iron-transporting siderophore pulcherrimin""",Verified ORF
9945,14,752169,-0.0782193108728725,0.0968026966261026,0.419618515135171,YNR065C,YNR065C,SGDID:S000005348,CDS,CDS,"""Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene""",Uncharacterized ORF
9946,14,752223,-0.0714788652641305,0.0970944538880183,0.462110890991624,YNR065C,YNR065C,SGDID:S000005348,CDS,CDS,"""Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene""",Uncharacterized ORF
9947,14,752316,-0.0615806485328779,0.0986555028763973,0.532900206258862,YNR065C,YNR065C,SGDID:S000005348,CDS,CDS,"""Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene""",Uncharacterized ORF
9956,14,753367,-0.139131757065849,0.096832535468391,0.151652407348196,YNR065C,YNR065C,SGDID:S000005348,CDS,CDS,"""Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene""",Uncharacterized ORF
9957,14,753727,-0.0958031884102843,0.0968422853130956,0.323208551385884,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9958,14,754078,-0.0897119419559838,0.0983549894863029,0.362325955781928,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9959,14,754144,-0.128438515555891,0.0966236464119562,0.184618714695021,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9960,14,754226,-0.130206033364766,0.0969340041345546,0.180055853393356,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9961,14,754366,-0.103089570919363,0.0965724148448895,0.286482529874808,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9962,14,754394,-0.125116186575057,0.0965610834633882,0.19591836123609,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9963,14,754526,-0.148512461185745,0.0970121705644734,0.126698587663732,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9964,14,754562,-0.148989425682914,0.0978902605596056,0.12890319189436,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9965,14,754579,-0.162543186526348,0.0977807554873309,0.0973357172814522,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9966,14,754581,-0.161013000662915,0.0974823283323457,0.0994819404077389,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9967,14,754585,-0.168997250888887,0.0974632098196838,0.0837983440633724,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9968,14,754592,-0.160018446329548,0.0980619800184294,0.103611412060992,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9969,14,754593,-0.160018446329548,0.0980619800184294,0.103611412060992,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9970,14,754614,-0.144564186851912,0.0968365128075316,0.136364799679059,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9971,14,754622,-0.144564186851912,0.0968365128075316,0.136364799679059,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9972,14,754631,-0.130182630458708,0.0969286272740882,0.180109843121467,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
