SNP,Chr,Pos,Effect,SE,SSH1_ERG11_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
9809,14,654336,-0.0685035115965783,0.101241381749415,0.499080379704052,YNR015W,SMM1,SGDID:S000005298,CDS,CDS,"""Dihydrouridine synthase; member of a family of dihydrouridine synthases including Dus1p ; Smm1p ; Dus3p ; and Dus4p; modifies uridine residues at position 20 of cytoplasmic tRNAs""",Verified ORF
9811,14,663083,-0.0616218784385643,0.100813145731325,0.541428528170472,YNR017W,TIM23,SGDID:S000005300,CDS,CDS,"""Essential component of the TIM23 complex; involved in protein import into mitochondrial matrix and inner membrane; with Tim17p ; contributes to architecture and function of the import channel; TIM23 complex is short for the translocase of the inner mitochondrial membrane""",Verified ORF
9812,14,668533,-0.126427572141943,0.101261354496865,0.212665402021954,YNR021W,YNR021W,SGDID:S000005304,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YNR021W is not an essential gene""",Uncharacterized ORF
9813,14,671892,-0.0544329251812365,0.10173488252381,0.592954359341669,YNR023W,SNF12,SGDID:S000005306,CDS,CDS,"""73 kDa subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; relocates to the cytosol under hypoxic conditions; deletion mutants are temperature-sensitive; SNF12 has a paralog ; RSC6 ; that arose from the whole genome duplication""",Verified ORF
9815,14,674210,0.0460384853892628,0.101170867076292,0.649348157154237,YNR026C,SEC12,SGDID:S000005309,CDS,CDS,"""Guanine nucleotide exchange factor (GEF); activates Sar1p by catalyzing the exchange of GDP for GTP; required for the initiation of COPII vesicle formation in ER to Golgi transport; glycosylated integral membrane protein of the ER; SEC12 has a paralog ; SED4 ; that arose from the whole genome duplication""",Verified ORF
9817,14,676297,-0.0011626217233238,0.101581537871145,0.990874710959167,YNR028W,CPR8,SGDID:S000005311,CDS,CDS,"""Peptidyl-prolyl cis-trans isomerase (cyclophilin); catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; potential role in the secretory pathway; CPR8 has a paralog ; CPR4 ; that arose from the whole genome duplication""",Verified ORF
9818,14,678738,-0.125647409940482,0.101651640653785,0.217258548862204,YNR030W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9819,14,678924,-0.15899750130138,0.100846087682084,0.115775181802219,YNR030W,ALG12,SGDID:S000005313,CDS,CDS,"""Alpha-1,6-mannosyltransferase localized to the ER; responsible for addition of alpha-1,6 mannose to dolichol-linked Man7GlcNAc2; acts in the dolichol pathway for N-glycosylation; human homolog ALG12 complements yeast null mutant""",Verified ORF
9820,14,680198,-0.121944463076379,0.101124610458142,0.228670187164346,YNR030W,ALG12,SGDID:S000005313,CDS,CDS,"""Alpha-1,6-mannosyltransferase localized to the ER; responsible for addition of alpha-1,6 mannose to dolichol-linked Man7GlcNAc2; acts in the dolichol pathway for N-glycosylation; human homolog ALG12 complements yeast null mutant""",Verified ORF
9821,14,682423,-0.107044165832513,0.100886669002914,0.289399934110434,YNR031C,SSK2,SGDID:S000005314,CDS,CDS,"""MAP kinase kinase kinase of HOG1 mitogen-activated signaling pathway; interacts with Ssk1p ; leading to autophosphorylation and activation of Ssk2p which phosphorylates Pbs2p; also mediates actin cytoskeleton recovery from osmotic stress; a HOG-independent function of Ssk2p mediates the calcium-sensitive phenotype of the ptp2 msg5 double disruptant; SSK2 has a paralog ; SSK22 ; that arose from the whole genome duplication""",Verified ORF
9822,14,682649,-0.0998005567060981,0.101345579315401,0.325418942465527,YNR031C,SSK2,SGDID:S000005314,CDS,CDS,"""MAP kinase kinase kinase of HOG1 mitogen-activated signaling pathway; interacts with Ssk1p ; leading to autophosphorylation and activation of Ssk2p which phosphorylates Pbs2p; also mediates actin cytoskeleton recovery from osmotic stress; a HOG-independent function of Ssk2p mediates the calcium-sensitive phenotype of the ptp2 msg5 double disruptant; SSK2 has a paralog ; SSK22 ; that arose from the whole genome duplication""",Verified ORF
9823,14,688148,-0.0974601323834427,0.100880736054066,0.334659241010804,YNR033W,ABZ1,SGDID:S000005316,CDS,CDS,"""Para-aminobenzoate (PABA) synthase; has similarity to Escherichia coli PABA synthase components PabA and PabB; required for the synthesis of para-aminobenzoic acid ; an important intermediate for folate and ubiquinone Q biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
9824,14,688149,-0.0974601323834427,0.100880736054066,0.334659241010804,YNR033W,ABZ1,SGDID:S000005316,CDS,CDS,"""Para-aminobenzoate (PABA) synthase; has similarity to Escherichia coli PABA synthase components PabA and PabB; required for the synthesis of para-aminobenzoic acid ; an important intermediate for folate and ubiquinone Q biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
9825,14,688150,-0.0974601323834427,0.100880736054066,0.334659241010804,YNR033W,ABZ1,SGDID:S000005316,CDS,CDS,"""Para-aminobenzoate (PABA) synthase; has similarity to Escherichia coli PABA synthase components PabA and PabB; required for the synthesis of para-aminobenzoic acid ; an important intermediate for folate and ubiquinone Q biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
9826,14,688671,-0.127322605550757,0.100805569529239,0.207404369298607,YNR033W,ABZ1,SGDID:S000005316,CDS,CDS,"""Para-aminobenzoate (PABA) synthase; has similarity to Escherichia coli PABA synthase components PabA and PabB; required for the synthesis of para-aminobenzoic acid ; an important intermediate for folate and ubiquinone Q biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
9827,14,690993,-0.165829979131632,0.10122985580178,0.102280805862015,YNR034W,SOL1,SGDID:S000005317,CDS,CDS,"""Protein with a possible role in tRNA export; shows similarity to 6-phosphogluconolactonase non-catalytic domains but does not exhibit this enzymatic activity; homologous to Sol3p and Sol4p; SOL1 has a paralog ; SOL2 ; that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress""",Verified ORF
9828,14,691577,-0.156102890741801,0.101726433074769,0.125793558325057,ARS1427,ARS1427,SGDID:S000118393,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
9829,14,691878,-0.134427457399725,0.100913658173436,0.183685490613543,YNR034W,SOL1,SGDID:S000005317,Close to 3'-UTR,Close to 3'-UTR,"""Protein with a possible role in tRNA export; shows similarity to 6-phosphogluconolactonase non-catalytic domains but does not exhibit this enzymatic activity; homologous to Sol3p and Sol4p; SOL1 has a paralog ; SOL2 ; that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress""",Verified ORF
9831,14,695359,-0.171016775007662,0.100630223849608,0.0901139999964005,YNR038W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9832,14,696247,-0.157608494099426,0.100852264240841,0.119003651122861,YNR038W,DBP6,SGDID:S000005321,CDS,CDS,"""Essential protein involved in ribosome biogenesis; putative ATP-dependent RNA helicase of the DEAD-box protein family; human homolog DDX51 complements yeast dbp6 mutant""",Verified ORF
9833,14,696503,-0.141758085402394,0.101826222477132,0.164751279968231,YNR038W,DBP6,SGDID:S000005321,CDS,CDS,"""Essential protein involved in ribosome biogenesis; putative ATP-dependent RNA helicase of the DEAD-box protein family; human homolog DDX51 complements yeast dbp6 mutant""",Verified ORF
9834,14,700405,-0.126078482565536,0.101071667120972,0.213071679104286,YNR040W,MRX15,SGDID:S000005323,CDS,CDS,"""Membrane-associated mitoribosome receptor; involved along with Mba1p in the cotranslational insertion of nascent polypeptide chains into the inner mitochondrial membrane; associates with the mitochondrial large ribosomal subunit and nascent polypeptide chains; null mutant displays increased tolerance to mistranslation-induced proteotoxic stress; localizes to the inner mitochondrial membrane""",Verified ORF
9835,14,701530,-0.184690212479672,0.101131622111244,0.0686592330391092,YNR041C,COQ2,SGDID:S000005324,CDS,CDS,"""Para hydroxybenzoate polyprenyl transferase; catalyzes the second step in ubiquinone (coenzyme Q) biosynthesis; human COQ2 ; mutations in which are implicated in an increased risk of mutiple-system atrophy ; can complement a yeast coq2 null mutant""",Verified ORF
9836,14,701961,-0.188158267191581,0.101265060053248,0.063990439167765,YNR043W,MVD1,SGDID:S000005326,CDS,CDS,"""Mevalonate pyrophosphate decarboxylase; essential enzyme involved in the biosynthesis of isoprenoids and sterols ; including ergosterol; acts as a homodimer""",Verified ORF
9837,14,704255,-0.117136721755205,0.101428951469507,0.248926975894784,YNR044W,AGA1,SGDID:S000005327,CDS,CDS,"""Anchorage subunit of a-agglutinin of a-cells; highly O-glycosylated protein with N-terminal secretion signal and C-terminal signal for addition of GPI anchor to cell wall ; linked to adhesion subunit Aga2p via two disulfide bonds; AGA1 has a paralog ; FIG2 ; that arose from the whole genome duplication""",Verified ORF
9849,14,705287,-0.125985820763189,0.100944509140448,0.212832605849843,YNR044W,AGA1,SGDID:S000005327,CDS,CDS,"""Anchorage subunit of a-agglutinin of a-cells; highly O-glycosylated protein with N-terminal secretion signal and C-terminal signal for addition of GPI anchor to cell wall ; linked to adhesion subunit Aga2p via two disulfide bonds; AGA1 has a paralog ; FIG2 ; that arose from the whole genome duplication""",Verified ORF
9850,14,705555,-0.124884561598569,0.100948385670786,0.216867465069467,YNR044W,AGA1,SGDID:S000005327,CDS,CDS,"""Anchorage subunit of a-agglutinin of a-cells; highly O-glycosylated protein with N-terminal secretion signal and C-terminal signal for addition of GPI anchor to cell wall ; linked to adhesion subunit Aga2p via two disulfide bonds; AGA1 has a paralog ; FIG2 ; that arose from the whole genome duplication""",Verified ORF
9851,14,707555,-0.0764814101678409,0.101195518537118,0.450285954326631,YNR045W,PET494,SGDID:S000005328,CDS,CDS,"""Mitochondrial translational activator specific for the COX3 mRNA; acts together with Pet54p and Pet122p; located in the mitochondrial inner membrane""",Verified ORF
9852,14,708352,-0.0753315872409752,0.101087497997409,0.456639622949765,YNR047W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9853,14,708362,-0.0814074726948096,0.101201475149293,0.421701670405305,YNR047W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9854,14,708456,-0.0932978100418578,0.100858473561518,0.355578640759765,YNR047W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9855,14,709752,-0.209943968947295,0.101072620690635,0.03850953915712,YNR047W,FPK1,SGDID:S000005330,CDS,CDS,"""Ser/Thr protein kinase; phosphorylates several aminophospholipid translocase family members ; regulating phospholipid translocation and membrane asymmetry; phosphorylates and inhibits the protein kinase Akl1p ; stimulating endocytosis; phosphorylates and inhibits upstream inhibitory kinase Ypk1p; localizes to the cytoplasm ; early endosome/TGN ; the plasma membrane and the shmoo tip; redundant role with KIN82 in the mating pheromone response; activity stimulated by Gin4p kinase and sphingolipid MIPC""",Verified ORF
9856,14,709804,-0.198060510408277,0.100975431876205,0.0506095852985187,YNR047W,FPK1,SGDID:S000005330,CDS,CDS,"""Ser/Thr protein kinase; phosphorylates several aminophospholipid translocase family members ; regulating phospholipid translocation and membrane asymmetry; phosphorylates and inhibits the protein kinase Akl1p ; stimulating endocytosis; phosphorylates and inhibits upstream inhibitory kinase Ypk1p; localizes to the cytoplasm ; early endosome/TGN ; the plasma membrane and the shmoo tip; redundant role with KIN82 in the mating pheromone response; activity stimulated by Gin4p kinase and sphingolipid MIPC""",Verified ORF
9857,14,710081,-0.208282930383681,0.101587779500007,0.0410757178562773,YNR047W,FPK1,SGDID:S000005330,CDS,CDS,"""Ser/Thr protein kinase; phosphorylates several aminophospholipid translocase family members ; regulating phospholipid translocation and membrane asymmetry; phosphorylates and inhibits the protein kinase Akl1p ; stimulating endocytosis; phosphorylates and inhibits upstream inhibitory kinase Ypk1p; localizes to the cytoplasm ; early endosome/TGN ; the plasma membrane and the shmoo tip; redundant role with KIN82 in the mating pheromone response; activity stimulated by Gin4p kinase and sphingolipid MIPC""",Verified ORF
9858,14,711992,-0.202087611399957,0.100964189007879,0.0460951558718483,YNR048W,YNR048W,SGDID:S000005331,CDS,CDS,"""Potential noncatalytic subunit for phospholipid translocase Dnf3p; YNR048W has a paralog ; CDC50 ; that arose from the whole genome duplication""",Verified ORF
9859,14,713348,-0.149502910594455,0.101450725201768,0.141466881260169,YNR049C,MSO1,SGDID:S000005332,CDS,CDS,"""Lipid-interacting protein in SNARE complex assembly machinery; acts at late step in secretion; interacts with membranes through two distinct binding sites; shows genetic and physical interactions with Sec1p; required for prospore membrane formation during sporulation; N-terminus closely associates with plasma membrane ; C-terminus colocalizes with Sec4p on intracellular membranes; relocalizes from bud neck to nucleus upon DNA replication stress""",Verified ORF
9860,14,713668,-0.131924188880445,0.101749460853061,0.195629854352254,YNR049C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9861,14,713710,-0.0968351786945839,0.101745821063477,0.341881990975959,YNR049C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9862,14,714219,-0.0545138525760643,0.101496468259161,0.5915362390593,YNR050C,LYS9,SGDID:S000005333,CDS,CDS,"""Saccharopine dehydrogenase (NADP+ ; L-glutamate-forming); catalyzes the formation of saccharopine from alpha-aminoadipate 6-semialdehyde ; the seventh step in lysine biosynthesis pathway; exhibits genetic and physical interactions with TRM112""",Verified ORF
9863,14,714273,-0.0812377594853944,0.101320001834541,0.42321159169188,YNR050C,LYS9,SGDID:S000005333,CDS,CDS,"""Saccharopine dehydrogenase (NADP+ ; L-glutamate-forming); catalyzes the formation of saccharopine from alpha-aminoadipate 6-semialdehyde ; the seventh step in lysine biosynthesis pathway; exhibits genetic and physical interactions with TRM112""",Verified ORF
9868,14,719053,-0.103692124418841,0.101437189168982,0.307372147392707,YNR051C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9869,14,719403,-0.0838410725366977,0.1011389295348,0.40768192157092,YNR052C,POP2,SGDID:S000005335,CDS,CDS,"""Subunit of Ccr4-Not complex that mediates 3' to 5' mRNA deadenylation; exonuclease of the DEDD superfamily""",Verified ORF
9871,14,721219,-0.112112062315858,0.102706014173788,0.275761231462107,YNR053C,NOG2,SGDID:S000005336,CDS,CDS,"""Putative GTPase; associates with pre-60S ribosomal subunits in the nucleolus and is required for their nuclear export and maturation; recruited by ribosomal proteins L17 ; L35 ; and L37 to assembling ribosomes after 27SB pre-rRNA is generated ; immediately preceding removal of ITS2""",Verified ORF
9872,14,725113,-0.0970188941782695,0.101684958569352,0.340679568564301,XUT_14F-289,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
9875,14,726118,-0.117545653083332,0.101649696845365,0.248307844187099,YNRWsigma4_NFR/NDR,,,Promoter,Promoter,,Promoter
9884,14,726518,-0.167806516278703,0.102108531234697,0.101187796786804,YNRWsigma4,YNRWsigma4,SGDID:S000007147,Other features,LTR,"""Ty3 LTR""",long_terminal_repeat
9885,14,726523,-0.152884659254593,0.101896930651577,0.134408476950168,YNRWsigma4,YNRWsigma4,SGDID:S000007147,Other features,LTR,"""Ty3 LTR""",long_terminal_repeat
9886,14,726525,-0.138211674269321,0.101938121538039,0.176017139920197,YNRWsigma4,YNRWsigma4,SGDID:S000007147,Other features,LTR,"""Ty3 LTR""",long_terminal_repeat
9887,14,726575,-0.107516345707737,0.101077866232785,0.288192524191624,N:726575-726613,,,Intergenic region,Intergenic region,between YNRWsigma4 and YNRCdelta8,Intergenic region
9888,14,729195,-0.10165531226639,0.100991822111228,0.314831048360333,SUT341,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
9890,14,732176,0.0002438697199688,0.10113665108628,0.998077433473589,SUT342,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
9891,14,733073,0.008850928813237,0.101154707830252,0.930324548847984,SUT342,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
9892,14,733487,0.0284892614101151,0.101630928693328,0.779395612699352,YNR057C,BIO4,SGDID:S000005340,CDS,CDS,"""Dethiobiotin synthetase; catalyzes the third step in the biotin biosynthesis pathway; BIO4 is in a cluster of 3 genes (BIO3 ; BIO4 ; and BIO5) that mediate biotin synthesis; BIO3 and BIO4 were acquired by horizontal gene transfer (HGT) from bacteria; expression appears to be repressed at low iron levels""",Verified ORF
9893,14,735177,0.0461152487403842,0.101270058970509,0.649123729494062,YNR058W,BIO3,SGDID:S000005341,CDS,CDS,"""7,8-diamino-pelargonic acid aminotransferase (DAPA); catalyzes the second step in the biotin biosynthesis pathway; BIO3 is in a cluster of 3 genes (BIO3 ; BIO4 ; and BIO5) that mediate biotin synthesis; BIO3 and BIO4 were acquired by horizontal gene transfer (HGT) from bacteria""",Verified ORF
9894,14,735889,0.0793619121241523,0.102498715102028,0.439288066306241,YNR058W,BIO3,SGDID:S000005341,Close to 3'-UTR,Close to 3'-UTR,"""7,8-diamino-pelargonic acid aminotransferase (DAPA); catalyzes the second step in the biotin biosynthesis pathway; BIO3 is in a cluster of 3 genes (BIO3 ; BIO4 ; and BIO5) that mediate biotin synthesis; BIO3 and BIO4 were acquired by horizontal gene transfer (HGT) from bacteria""",Verified ORF
9895,14,739108,0.0615966710630806,0.101482567572817,0.544262339126596,YNR059W,MNT4,SGDID:S000005342,Close to 3'-UTR,Close to 3'-UTR,"""Putative alpha-1,3-mannosyltransferase; not required for protein O-glycosylation; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively""",Verified ORF
9896,14,741628,0.11244186774544,0.101071502326407,0.266681028825376,YNR060W,FRE4,SGDID:S000005343,CDS,CDS,"""Ferric reductase; reduces a specific subset of siderophore-bound iron prior to uptake by transporters; expression induced by low iron levels""",Verified ORF
9897,14,742457,0.131641532473084,0.101876211564809,0.197143038355027,XUT_14F-302,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
9898,14,743336,0.169253477876174,0.101541122260055,0.0964318530363214,YNR061C,YNR061C,SGDID:S000005344,CDS,CDS,"""Protein of unknown function; relocalizes from vacuole to cytoplasm upon DNA replication stress""",Verified ORF
9899,14,746254,-0.0106809204806185,0.103313720258332,0.917717418842655,SUT344,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
9903,14,746543,0.015451257263686,0.102880962343225,0.880703823095306,YNR063W,PUL4,SGDID:S000005346,Close to 3'-UTR,Close to 3'-UTR,"""Putative zinc-cluster transcription factor; involved in utilization of iron-transporting siderophore pulcherrimin""",Verified ORF
9904,14,746927,-0.0282172117430683,0.102004949656799,0.782229267423199,YNR063W_NFR/NDR,,,Promoter,Promoter,,Promoter
9905,14,747434,-0.0044495269669964,0.102974804604879,0.965558675533215,YNR063W,PUL4,SGDID:S000005346,CDS,CDS,"""Putative zinc-cluster transcription factor; involved in utilization of iron-transporting siderophore pulcherrimin""",Verified ORF
9906,14,748072,0.0240413672788,0.102577733873437,0.814831930263957,YNR063W,PUL4,SGDID:S000005346,CDS,CDS,"""Putative zinc-cluster transcription factor; involved in utilization of iron-transporting siderophore pulcherrimin""",Verified ORF
9945,14,752169,-0.0083027093211677,0.101641279220721,0.934942395807927,YNR065C,YNR065C,SGDID:S000005348,CDS,CDS,"""Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene""",Uncharacterized ORF
9946,14,752223,-0.0135874665970611,0.101930024468481,0.894030578327388,YNR065C,YNR065C,SGDID:S000005348,CDS,CDS,"""Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene""",Uncharacterized ORF
9947,14,752316,-0.0145117010769628,0.103546228097342,0.888623717498696,YNR065C,YNR065C,SGDID:S000005348,CDS,CDS,"""Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene""",Uncharacterized ORF
9956,14,753367,-0.0405323616861746,0.101853433719548,0.690909132719764,YNR065C,YNR065C,SGDID:S000005348,CDS,CDS,"""Protein of unknown function; protein-protein interactions suggest a possible role in actin patch formation; YNR065C is not an essential gene""",Uncharacterized ORF
9957,14,753727,-0.0011784291364075,0.101730607572578,0.990764198689534,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9958,14,754078,0.0111862038418818,0.103296562979556,0.913825499503056,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9959,14,754144,-0.0301270178396162,0.101601254883799,0.767005772057494,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9960,14,754226,-0.0254075552676338,0.101936691571018,0.80331362235737,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9961,14,754366,-0.0184423368061687,0.101465435261609,0.855875561783927,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9962,14,754394,-0.0269899874448835,0.101525347557694,0.790513922020536,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9963,14,754526,-0.0318495333369442,0.102091298850256,0.755246683040603,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9964,14,754562,-0.0277143579829786,0.103015080399315,0.788062194233898,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9965,14,754579,-0.0471413666380752,0.102944504356065,0.647284553293396,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9966,14,754581,-0.050637292478098,0.102620338504381,0.622006419312502,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9967,14,754585,-0.0487990275168557,0.102642896952195,0.634777932125174,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9968,14,754592,-0.0363076559624768,0.103238566043008,0.725282886784697,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9969,14,754593,-0.0363076559624768,0.103238566043008,0.725282886784697,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9970,14,754614,-0.0384862300857717,0.101883424056986,0.705845049451532,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9971,14,754622,-0.0384862300857717,0.101883424056986,0.705845049451532,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9972,14,754631,-0.0319449594208925,0.101925761551508,0.754151263930988,YNR066C,YNR066C,SGDID:S000005349,CDS,CDS,"""Putative membrane-localized protein of unknown function""",Uncharacterized ORF
9973,14,755761,-0.110462104349431,0.101066463024445,0.275154492439042,YNR067C,DSE4,SGDID:S000005350,CDS,CDS,"""Daughter cell-specific secreted protein with similarity to glucanases; degrades cell wall from the daughter side causing daughter to separate from mother""",Verified ORF
9974,14,757948,-0.0855433146409105,0.101384925455717,0.39938171143568,YNR067C,DSE4,SGDID:S000005350,CDS,CDS,"""Daughter cell-specific secreted protein with similarity to glucanases; degrades cell wall from the daughter side causing daughter to separate from mother""",Verified ORF
9975,14,758123,-0.0536651156825544,0.1013269566804,0.596706071381485,YNR067C,DSE4,SGDID:S000005350,CDS,CDS,"""Daughter cell-specific secreted protein with similarity to glucanases; degrades cell wall from the daughter side causing daughter to separate from mother""",Verified ORF
9976,14,758326,-0.0879402208580128,0.101259087255262,0.385728537574225,YNR067C,DSE4,SGDID:S000005350,CDS,CDS,"""Daughter cell-specific secreted protein with similarity to glucanases; degrades cell wall from the daughter side causing daughter to separate from mother""",Verified ORF
9977,14,758808,-0.0846174977682853,0.101435576559266,0.4047327749705,YNR067C,DSE4,SGDID:S000005350,CDS,CDS,"""Daughter cell-specific secreted protein with similarity to glucanases; degrades cell wall from the daughter side causing daughter to separate from mother""",Verified ORF
9978,14,761390,-0.0670107958975593,0.101841579379964,0.510973072663097,YNR069C,BSC5,SGDID:S000005352,CDS,CDS,"""Protein of unknown function; shows homology with N-terminal end of Bul1p; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression; readthrough expression includes YNR068C and the locus for this readthrough is termed BUL3; Bul3p is involved in ubiquitin-mediated sorting of plasma membrane proteins; readthrough and shortened forms of Bul3p interact with Rsp5p differently in vitro""",Verified ORF
9979,14,761620,-0.077618744323564,0.101565543986647,0.445244774833337,YNR069C,BSC5,SGDID:S000005352,CDS,CDS,"""Protein of unknown function; shows homology with N-terminal end of Bul1p; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression; readthrough expression includes YNR068C and the locus for this readthrough is termed BUL3; Bul3p is involved in ubiquitin-mediated sorting of plasma membrane proteins; readthrough and shortened forms of Bul3p interact with Rsp5p differently in vitro""",Verified ORF
9980,14,763023,-0.0605100275521455,0.101310406071367,0.550707662671887,YNR069C,BSC5,SGDID:S000005352,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; shows homology with N-terminal end of Bul1p; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression; readthrough expression includes YNR068C and the locus for this readthrough is termed BUL3; Bul3p is involved in ubiquitin-mediated sorting of plasma membrane proteins; readthrough and shortened forms of Bul3p interact with Rsp5p differently in vitro""",Verified ORF
9981,14,763473,-0.0350123059613014,0.100992052186284,0.72903546777635,YNR069C,BSC5,SGDID:S000005352,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; shows homology with N-terminal end of Bul1p; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression; readthrough expression includes YNR068C and the locus for this readthrough is termed BUL3; Bul3p is involved in ubiquitin-mediated sorting of plasma membrane proteins; readthrough and shortened forms of Bul3p interact with Rsp5p differently in vitro""",Verified ORF
9985,14,766311,-0.138212798175202,0.101009841154506,0.172085252913691,YNR070W,PDR18,SGDID:S000005353,CDS,CDS,"""Putative transporter of the ATP-binding cassette (ABC) family; role in plasma membrane sterol incorporation; implicated in pleiotropic drug resistance; provides resistance to ethanol stress and contributes to a decreased intracellular accumulation of ethanol; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
9986,14,766388,-0.110149808261851,0.101107529286324,0.276706449719657,YNR070W,PDR18,SGDID:S000005353,CDS,CDS,"""Putative transporter of the ATP-binding cassette (ABC) family; role in plasma membrane sterol incorporation; implicated in pleiotropic drug resistance; provides resistance to ethanol stress and contributes to a decreased intracellular accumulation of ethanol; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
9987,14,766459,-0.138539550929907,0.101850296215431,0.174626004828676,YNR070W,PDR18,SGDID:S000005353,CDS,CDS,"""Putative transporter of the ATP-binding cassette (ABC) family; role in plasma membrane sterol incorporation; implicated in pleiotropic drug resistance; provides resistance to ethanol stress and contributes to a decreased intracellular accumulation of ethanol; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
9988,14,766573,-0.120525928768792,0.101073992553018,0.233884844828978,YNR070W,PDR18,SGDID:S000005353,CDS,CDS,"""Putative transporter of the ATP-binding cassette (ABC) family; role in plasma membrane sterol incorporation; implicated in pleiotropic drug resistance; provides resistance to ethanol stress and contributes to a decreased intracellular accumulation of ethanol; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
9989,14,766895,-0.130960069899277,0.102283607014821,0.20125843960952,YNR070W,PDR18,SGDID:S000005353,CDS,CDS,"""Putative transporter of the ATP-binding cassette (ABC) family; role in plasma membrane sterol incorporation; implicated in pleiotropic drug resistance; provides resistance to ethanol stress and contributes to a decreased intracellular accumulation of ethanol; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
