SNP,Chr,Pos,Effect,SE,MID2_TPO4_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
11103,16,35528,0.11506251029762,0.136107860504846,0.398472787681186,YPL268W,PLC1,SGDID:S000006189,CDS,CDS,"""Phospholipase C; hydrolyzes phosphatidylinositol 4,5-biphosphate (PIP2) to generate the signaling molecules inositol 1,4,5-triphosphate (IP3) and 1,2-diacylglycerol (DAG); involved in regulating many cellular processes; Plc1p and inositol polyphosphates are required for acetyl-CoA homeostasis which regulates global histone acetylation""",Verified ORF
11104,16,35760,0.0632033962319442,0.137383354086415,0.645762603350689,YPL268W,PLC1,SGDID:S000006189,CDS,CDS,"""Phospholipase C; hydrolyzes phosphatidylinositol 4,5-biphosphate (PIP2) to generate the signaling molecules inositol 1,4,5-triphosphate (IP3) and 1,2-diacylglycerol (DAG); involved in regulating many cellular processes; Plc1p and inositol polyphosphates are required for acetyl-CoA homeostasis which regulates global histone acetylation""",Verified ORF
11105,16,35982,0.133148385406297,0.136919690339917,0.331489579543369,YPL268W,PLC1,SGDID:S000006189,CDS,CDS,"""Phospholipase C; hydrolyzes phosphatidylinositol 4,5-biphosphate (PIP2) to generate the signaling molecules inositol 1,4,5-triphosphate (IP3) and 1,2-diacylglycerol (DAG); involved in regulating many cellular processes; Plc1p and inositol polyphosphates are required for acetyl-CoA homeostasis which regulates global histone acetylation""",Verified ORF
11106,16,40390,0.0402667588350457,0.136786548706666,0.768643176367618,YPL265W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11107,16,40490,0.0240808010692124,0.136647700883875,0.860217890392594,YPL265W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11108,16,40552,0.0140980032504104,0.137042590089926,0.918122061134115,YPL265W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11112,16,43424,0.0543234419396348,0.136999842641661,0.691959626822001,YPL264C,YPL264C,SGDID:S000006185,CDS,CDS,"""Endoplasmic reticulum protein of unknown function; physically interacts with Hsp82p; YPL264C is not an essential gene""",Uncharacterized ORF
11113,16,43662,0.0574189282090199,0.137390547598539,0.676256144298144,YPL264C,YPL264C,SGDID:S000006185,CDS,CDS,"""Endoplasmic reticulum protein of unknown function; physically interacts with Hsp82p; YPL264C is not an essential gene""",Uncharacterized ORF
11114,16,46114,0.0152805085536857,0.137592109778467,0.911634599234761,YPL263C,KEL3,SGDID:S000006184,CDS,CDS,"""Cytoplasmic protein of unknown function""",Verified ORF
11116,16,46765,0.0356398525984495,0.137388156958687,0.795470183624516,CUT400,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
11117,16,47416,0.0204730701915541,0.137305026234618,0.881554753327545,YPL262W,FUM1,SGDID:S000006183,CDS,CDS,"""Fumarase; converts fumaric acid to L-malic acid in the TCA cycle; cytosolic and mitochondrial distribution determined by the N-terminal targeting sequence ; protein conformation ; and status of glyoxylate shunt; phosphorylated in mitochondria""",Verified ORF
11118,16,48340,0.0064519958646314,0.136167397162634,0.962234913082191,YPL262W,FUM1,SGDID:S000006183,CDS,CDS,"""Fumarase; converts fumaric acid to L-malic acid in the TCA cycle; cytosolic and mitochondrial distribution determined by the N-terminal targeting sequence ; protein conformation ; and status of glyoxylate shunt; phosphorylated in mitochondria""",Verified ORF
11120,16,53867,-0.0609072887110649,0.136284890704129,0.655213007704136,YPL258C,THI21,SGDID:S000006179,CDS,CDS,"""Hydroxymethylpyrimidine (HMP) and HMP-phosphate kinase; involved in thiamine biosynthesis; member of a gene family with THI20 and THI22; functionally redundant with Thi20p""",Verified ORF
11121,16,54905,-0.0686509916229795,0.13650570144503,0.615336493317859,YPL258C,THI21,SGDID:S000006179,CDS,CDS,"""Hydroxymethylpyrimidine (HMP) and HMP-phosphate kinase; involved in thiamine biosynthesis; member of a gene family with THI20 and THI22; functionally redundant with Thi20p""",Verified ORF
11122,16,55419,-0.0668977921910421,0.136205521228296,0.62362323408268,XUT_16F-19_NFR/NDR,,,Promoter,Promoter,,Promoter
11123,16,55474,-0.0580851334784497,0.13651959545421,0.670752599206132,XUT_16F-19_NFR/NDR,,,Promoter,Promoter,,Promoter
11124,16,55604,-0.0577164278532974,0.137091685153088,0.674006878077677,XUT_16F-19,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
11125,16,55617,-0.0294020245630947,0.137847944522986,0.831221433826335,XUT_16F-19,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
11126,16,55625,-0.0309224414314661,0.137449069362026,0.822129820711424,XUT_16F-19,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
11127,16,55837,-0.0688897502195479,0.136590334328526,0.614327970011107,YPLCdelta1,YPLCdelta1,SGDID:S000007184,Other features,LTR,"""Ty1 LTR""",reverse complement
11128,16,55962,-0.0645267205214955,0.136827021804326,0.637508382565265,YPLCdelta1_NFR/NDR,,,Promoter,Promoter,,Promoter
11129,16,55976,-0.064426176279165,0.136672895041899,0.63765376856146,YPLCdelta1_NFR/NDR,,,Promoter,Promoter,,Promoter
11130,16,56019,-0.0640439777459452,0.136902246184826,0.640210516175495,YPLWdelta2_NFR/NDR,,,Promoter,Promoter,,Promoter
11131,16,56137,-0.0491232944920597,0.136546977996011,0.719246379532966,YPLWdelta2_NFR/NDR,,,Promoter,Promoter,,Promoter
11132,16,56154,-0.0721486436381438,0.136518009508608,0.597490163906081,YPLWdelta2_NFR/NDR,,,Promoter,Promoter,,Promoter
11133,16,56155,-0.0721486436381438,0.136518009508608,0.597490163906081,YPLWdelta2_NFR/NDR,,,Promoter,Promoter,,Promoter
11134,16,56282,-0.0621967278727514,0.136744679851406,0.649505109158604,YPLWdelta2_NFR/NDR,,,Promoter,Promoter,,Promoter
11135,16,56288,-0.0759346771641364,0.136894905783338,0.579455784264478,YPLWdelta2_NFR/NDR,,,Promoter,Promoter,,Promoter
11136,16,56294,-0.0599592204161692,0.137437415770594,0.662910711382011,YPLWsigma1,YPLWsigma1,SGDID:S000007198,Other features,LTR,"""Ty3 LTR""",long_terminal_repeat
11137,16,56308,-0.0662729646499782,0.137827372005069,0.630927837106849,YPLWsigma1,YPLWsigma1,SGDID:S000007198,Other features,LTR,"""Ty3 LTR""",long_terminal_repeat
11161,16,64299,-0.0924629775910135,0.138663609778467,0.505325902903741,YPL257W,YPL257W,SGDID:S000006178,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; homozygous diploid deletion strain exhibits low budding index; physically interacts with Hsp82p; YPL257W is not an essential gene""",Uncharacterized ORF
11162,16,64309,-0.0851286064364252,0.138841648131692,0.54018223291975,YPL257W,YPL257W,SGDID:S000006178,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; homozygous diploid deletion strain exhibits low budding index; physically interacts with Hsp82p; YPL257W is not an essential gene""",Uncharacterized ORF
11163,16,64310,-0.0851286064364252,0.138841648131692,0.54018223291975,YPL257W,YPL257W,SGDID:S000006178,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; homozygous diploid deletion strain exhibits low budding index; physically interacts with Hsp82p; YPL257W is not an essential gene""",Uncharacterized ORF
11169,16,64540,-0.105666683802675,0.137973431660539,0.444278497685423,YPL257W,YPL257W,SGDID:S000006178,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; homozygous diploid deletion strain exhibits low budding index; physically interacts with Hsp82p; YPL257W is not an essential gene""",Uncharacterized ORF
11171,16,67148,-0.0305225628513639,0.136389602931637,0.823050549490768,YPL256C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11172,16,67473,0.0281131689193365,0.137329967204007,0.837914691183491,YPL255W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11173,16,67906,0.0269065744764088,0.136177563941389,0.843483895570657,YPL255W,BBP1,SGDID:S000006176,CDS,CDS,"""Protein required for the spindle pole body (SPB) duplication; localizes at the cytoplasmic side of the central plaque periphery of the SPB; forms a complex with a nuclear envelope protein Mps2p and SPB components Spc29p and Kar1p; required for mitotic functions of Cdc5p""",Verified ORF
11174,16,68771,-0.0153224085701759,0.136837022047001,0.910906392560947,YPL255W,BBP1,SGDID:S000006176,CDS,CDS,"""Protein required for the spindle pole body (SPB) duplication; localizes at the cytoplasmic side of the central plaque periphery of the SPB; forms a complex with a nuclear envelope protein Mps2p and SPB components Spc29p and Kar1p; required for mitotic functions of Cdc5p""",Verified ORF
11176,16,69480,-0.0596361676370116,0.137143387896148,0.663940382083398,YPL255W,BBP1,SGDID:S000006176,Close to 3'-UTR,Close to 3'-UTR,"""Protein required for the spindle pole body (SPB) duplication; localizes at the cytoplasmic side of the central plaque periphery of the SPB; forms a complex with a nuclear envelope protein Mps2p and SPB components Spc29p and Kar1p; required for mitotic functions of Cdc5p""",Verified ORF
11177,16,69886,-0.0355501834128156,0.137843841154873,0.796632933938653,YPL254W,HFI1,SGDID:S000006175,CDS,CDS,"""Adaptor protein required for structural integrity of the SAGA complex; a histone acetyltransferase-coactivator complex that is involved in global regulation of gene expression through acetylation and transcription functions""",Verified ORF
11178,16,69892,-0.0357917400793976,0.137778777227389,0.795187334021243,YPL254W,HFI1,SGDID:S000006175,CDS,CDS,"""Adaptor protein required for structural integrity of the SAGA complex; a histone acetyltransferase-coactivator complex that is involved in global regulation of gene expression through acetylation and transcription functions""",Verified ORF
11179,16,70566,-0.0324346864987982,0.135999644970824,0.81163870791741,YPL254W,HFI1,SGDID:S000006175,CDS,CDS,"""Adaptor protein required for structural integrity of the SAGA complex; a histone acetyltransferase-coactivator complex that is involved in global regulation of gene expression through acetylation and transcription functions""",Verified ORF
11180,16,70846,-0.0266561225903781,0.136665978392787,0.845469318780712,YPL254W,HFI1,SGDID:S000006175,CDS,CDS,"""Adaptor protein required for structural integrity of the SAGA complex; a histone acetyltransferase-coactivator complex that is involved in global regulation of gene expression through acetylation and transcription functions""",Verified ORF
11181,16,73035,-0.0581160673772713,0.136536973921293,0.670627065675982,ARS1605,ARS1605,SGDID:S000118412,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
11182,16,73826,0.0195347163908683,0.136697759035775,0.886447187942126,YPL252C,YAH1,SGDID:S000006173,CDS,CDS,"""Ferredoxin of the mitochondrial matrix; required for formation of cellular iron-sulfur proteins; involved in heme A biosynthesis; human homolog FDX1L can complement yeast by allowing growth during down-regulation of yeast YAH1""",Verified ORF
11185,16,74744,-0.0395169293450038,0.137481693103564,0.773948600536537,YPL252C,YAH1,SGDID:S000006173,Close to 3'-UTR,Close to 3'-UTR,"""Ferredoxin of the mitochondrial matrix; required for formation of cellular iron-sulfur proteins; involved in heme A biosynthesis; human homolog FDX1L can complement yeast by allowing growth during down-regulation of yeast YAH1""",Verified ORF
11186,16,74823,-0.0330907229513322,0.136791999655969,0.808993937479635,YPL250C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11187,16,75046,-0.0378542132488748,0.13662468405749,0.781890710338677,YPL250C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11188,16,75389,-0.070055576556416,0.136272438236558,0.60751443286722,SUT392,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
11189,16,75921,-0.0816122189334927,0.136485491019163,0.550253201852863,YPL249C-A,RPL36B,SGDID:S000006438,CDS,CDS,"""Ribosomal 60S subunit protein L36B; binds to 5.8 S rRNA; homologous to mammalian ribosomal protein L36 ; no bacterial homolog; RPL36B has a paralog ; RPL36A ; that arose from the whole genome duplication""",Verified ORF
11190,16,76550,-0.0520663637656964,0.137891713701657,0.705963023657827,CUT402_NFR/NDR,,,Promoter,Promoter,,Promoter
11192,16,76573,-0.0809506514430537,0.139710414726634,0.562677114465088,CUT402_NFR/NDR,,,Promoter,Promoter,,Promoter
11194,16,77714,0.108090788770145,0.135839402605792,0.42672672778504,CUT402,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
11195,16,77752,0.11242343050404,0.135769284509783,0.408203009739897,CUT402,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
11196,16,78094,0.0925833540312491,0.136873562294293,0.499220040795182,CUT402,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
11197,16,78301,0.0684726386074885,0.136685893630039,0.616719350713612,CUT402,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
11198,16,78839,0.115566607147346,0.13666170117886,0.398326411234226,CUT402,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
11199,16,82484,0.0585036791612887,0.138015774207514,0.671903308742297,YNCP0002W,YNCP0002W,SGDID:S000303815,Non-coding RNA,ncRNA_gene,"""Antisense to GAL4/YPL248C; influences expression of GAL4 mRNA""",ncRNA_gene
11200,16,83222,0.0448369839475697,0.135880124265465,0.741614917324496,YPL247C,YPL247C,SGDID:S000006168,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; similar to the petunia WD repeat protein an11; overexpression causes a cell cycle delay or arrest""",Uncharacterized ORF
11201,16,83512,0.0439203145848504,0.135941078404226,0.746823328705921,YPL247C,YPL247C,SGDID:S000006168,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; similar to the petunia WD repeat protein an11; overexpression causes a cell cycle delay or arrest""",Uncharacterized ORF
11203,16,86230,0.118249001325578,0.136175911361123,0.385790117526328,YPL245W,YPL245W,SGDID:S000006166,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the nucleus and the cytoplasm""",Uncharacterized ORF
11204,16,87193,0.0818555033695385,0.136212668386141,0.548266284138838,YPL244C,HUT1,SGDID:S000006165,CDS,CDS,"""Protein with a role in UDP-galactose transport to the Golgi lumen; has similarity to human UDP-galactose transporter UGTrel1 ; exhibits a genetic interaction with S. cerevisiae ERO1""",Verified ORF
11205,16,89859,0.122468402072883,0.136122020176016,0.368895517821249,YPL243W,SRP68,SGDID:S000006164,CDS,CDS,"""Core component of the signal recognition particle (SRP) complex; SRP complex functions in targeting nascent secretory proteins to the endoplasmic reticulum (ER) membrane; relocalizes from cytoplasm to the nuclear periphery upon DNA replication stress""",Verified ORF
11206,16,92234,0.192179913195015,0.135893585841093,0.158186268911703,YPL242C,IQG1,SGDID:S000006163,CDS,CDS,"""Actin filament binding protein that enhances actin ring formation; IQGAP family member required for assembly and contraction of the AMR ; prior to cytokinesis; localizes to the contractile ring during anaphase in an Mlc1p-dependent manner ; recruiting Myo1p and Hof1p to the site ; and promoting cytokinetic core complex assembly; specifies bud-site selection ; localizing axial markers Bud4p and Cdc12p; regulated by Cdc28p; relocalizes from the bud neck to the cytoplasm upon replication stress""",Verified ORF
11207,16,92791,0.165587660620419,0.135417681701221,0.222224002331847,YPL242C,IQG1,SGDID:S000006163,CDS,CDS,"""Actin filament binding protein that enhances actin ring formation; IQGAP family member required for assembly and contraction of the AMR ; prior to cytokinesis; localizes to the contractile ring during anaphase in an Mlc1p-dependent manner ; recruiting Myo1p and Hof1p to the site ; and promoting cytokinetic core complex assembly; specifies bud-site selection ; localizing axial markers Bud4p and Cdc12p; regulated by Cdc28p; relocalizes from the bud neck to the cytoplasm upon replication stress""",Verified ORF
11208,16,93959,0.148266368259692,0.135754561908239,0.275505451825699,YPL242C,IQG1,SGDID:S000006163,CDS,CDS,"""Actin filament binding protein that enhances actin ring formation; IQGAP family member required for assembly and contraction of the AMR ; prior to cytokinesis; localizes to the contractile ring during anaphase in an Mlc1p-dependent manner ; recruiting Myo1p and Hof1p to the site ; and promoting cytokinetic core complex assembly; specifies bud-site selection ; localizing axial markers Bud4p and Cdc12p; regulated by Cdc28p; relocalizes from the bud neck to the cytoplasm upon replication stress""",Verified ORF
11209,16,96065,0.128469756677989,0.136507650498139,0.347288157061625,SUT395,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
11210,16,100561,0.172188384107916,0.137145284255068,0.210121182876285,YPL238C,YPL238C,SGDID:S000006159,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps 5' end of the verified essential gene SUI3/YPL237W""",Dubious ORF
11211,16,101574,0.188021063980074,0.135155158612444,0.165056191026784,YPL238C,YPL238C,SGDID:S000006159,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps 5' end of the verified essential gene SUI3/YPL237W""",Dubious ORF
11212,16,103110,0.14123880196492,0.136916578543547,0.302980639647414,YPL235W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11214,16,105267,0.114549898471845,0.135565010298005,0.398693613885489,YPL234C,VMA11,SGDID:S000006155,CDS,CDS,"""Vacuolar ATPase V0 domain subunit c'; involved in proton transport activity; hydrophobic integral membrane protein (proteolipid) containing four transmembrane segments; N and C termini are in the vacuolar lumen""",Verified ORF
11215,16,105336,0.106261231131167,0.135394306137473,0.433080852066388,YPL234C,VMA11,SGDID:S000006155,CDS,CDS,"""Vacuolar ATPase V0 domain subunit c'; involved in proton transport activity; hydrophobic integral membrane protein (proteolipid) containing four transmembrane segments; N and C termini are in the vacuolar lumen""",Verified ORF
11216,16,110992,-0.0397278441683966,0.13646320486821,0.771126736736629,YPL231W,FAS2,SGDID:S000006152,CDS,CDS,"""Alpha subunit of fatty acid synthetase; complex catalyzes the synthesis of long-chain saturated fatty acids; contains the acyl-carrier protein domain and beta-ketoacyl reductase ; beta-ketoacyl synthase and self-pantetheinylation activities""",Verified ORF
11217,16,114578,0.113043081076207,0.135782858503098,0.405673653446018,YPL231W,FAS2,SGDID:S000006152,Close to 3'-UTR,Close to 3'-UTR,"""Alpha subunit of fatty acid synthetase; complex catalyzes the synthesis of long-chain saturated fatty acids; contains the acyl-carrier protein domain and beta-ketoacyl reductase ; beta-ketoacyl synthase and self-pantetheinylation activities""",Verified ORF
11218,16,115153,0.0068862548273387,0.136688125354502,0.959848609548445,YPL231W,FAS2,SGDID:S000006152,Close to 3'-UTR,Close to 3'-UTR,"""Alpha subunit of fatty acid synthetase; complex catalyzes the synthesis of long-chain saturated fatty acids; contains the acyl-carrier protein domain and beta-ketoacyl reductase ; beta-ketoacyl synthase and self-pantetheinylation activities""",Verified ORF
11219,16,116214,0.0035689440286015,0.136285437271446,0.979122764184956,YPL230W,USV1,SGDID:S000006151,CDS,CDS,"""Putative transcription factor containing a C2H2 zinc finger; mutation affects transcriptional regulation of genes involved in growth on non-fermentable carbon sources ; response to salt stress and cell wall biosynthesis; USV1 has a paralog ; RGM1 ; that arose from the whole genome duplication""",Verified ORF
11220,16,116322,0.0340448370268804,0.136894293190224,0.803741845528333,YPL230W,USV1,SGDID:S000006151,CDS,CDS,"""Putative transcription factor containing a C2H2 zinc finger; mutation affects transcriptional regulation of genes involved in growth on non-fermentable carbon sources ; response to salt stress and cell wall biosynthesis; USV1 has a paralog ; RGM1 ; that arose from the whole genome duplication""",Verified ORF
11221,16,116373,0.0282374955714411,0.137291169834171,0.837162584345013,YPL230W,USV1,SGDID:S000006151,CDS,CDS,"""Putative transcription factor containing a C2H2 zinc finger; mutation affects transcriptional regulation of genes involved in growth on non-fermentable carbon sources ; response to salt stress and cell wall biosynthesis; USV1 has a paralog ; RGM1 ; that arose from the whole genome duplication""",Verified ORF
11222,16,116826,0.0509883881746582,0.136232591154396,0.708424803441483,YPL229W_NFR/NDR,,,Promoter,Promoter,,Promoter
11223,16,117063,0.0907690544920873,0.138377608558788,0.512282384423032,YPL229W_NFR/NDR,,,Promoter,Promoter,,Promoter
11224,16,117072,0.0675750860425339,0.136960050871999,0.622041966816077,YPL229W,YPL229W,SGDID:S000006150,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; not an essential gene; YPL229W has a paralog ; YMR181C ; that arose from the whole genome duplication""",Uncharacterized ORF
11229,16,117654,0.0869472887855921,0.136430458870559,0.524341813020275,YPL229W,YPL229W,SGDID:S000006150,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; not an essential gene; YPL229W has a paralog ; YMR181C ; that arose from the whole genome duplication""",Uncharacterized ORF
11230,16,117985,0.114284501774588,0.13715683998906,0.405273068432205,YPL229W,YPL229W,SGDID:S000006150,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; not an essential gene; YPL229W has a paralog ; YMR181C ; that arose from the whole genome duplication""",Uncharacterized ORF
11231,16,118215,0.111225891017043,0.137346939561468,0.418590890424477,YPL228W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11232,16,118252,0.106423850032937,0.13757935605829,0.439717495705092,YPL228W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11233,16,118322,0.060332556353664,0.13828420781128,0.662890220388857,YPL229W,YPL229W,SGDID:S000006150,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; not an essential gene; YPL229W has a paralog ; YMR181C ; that arose from the whole genome duplication""",Uncharacterized ORF
11234,16,118512,0.0843645693493684,0.137447784646812,0.539747061627125,YPL228W,CET1,SGDID:S000006149,CDS,CDS,"""RNA 5'-triphosphatase involved in mRNA 5' capping; subunit of mRNA capping enzyme ; which is a heterotetramer composed of a Cet1p homodimer and two molecules of guanylyltransferase Ceg1p; Cet1p also has a role in regulation of RNAPII pausing at promoter-proximal sites; interaction between Cet1p and Ceg1p is required for Ceg1p nuclear import; mammalian enzyme is single bifunctional polypeptide; human homolog RNGTT can complement yeast cet1 null mutant""",Verified ORF
11235,16,120319,0.114171974784869,0.136442195576561,0.403282869118664,YPL227C,ALG5,SGDID:S000006148,CDS,CDS,"""UDP-glucose:dolichyl-phosphate glucosyltransferase; involved in asparagine-linked glycosylation in the endoplasmic reticulum; human ortholog ALG5 can partially complement yeast alg5 mutant""",Verified ORF
11236,16,121298,0.168875867695736,0.135926019779525,0.21490998010084,YPL227C,ALG5,SGDID:S000006148,Close to 3'-UTR,Close to 3'-UTR,"""UDP-glucose:dolichyl-phosphate glucosyltransferase; involved in asparagine-linked glycosylation in the endoplasmic reticulum; human ortholog ALG5 can partially complement yeast alg5 mutant""",Verified ORF
11237,16,122212,0.210692396474315,0.136087904462432,0.122468230814215,YPL226W,NEW1,SGDID:S000006147,CDS,CDS,"""Translation termination and ribosome biogenesis factor; ATP binding cassette protein that cosediments with polysomes and is required for biogenesis of the small ribosomal subunit; Asn/Gln-rich rich region supports [NU+] prion formation and susceptibility to [PSI+] prion induction""",Verified ORF
11238,16,125144,0.238873054949694,0.135310446024754,0.0783660593669101,YPL226W,NEW1,SGDID:S000006147,CDS,CDS,"""Translation termination and ribosome biogenesis factor; ATP binding cassette protein that cosediments with polysomes and is required for biogenesis of the small ribosomal subunit; Asn/Gln-rich rich region supports [NU+] prion formation and susceptibility to [PSI+] prion induction""",Verified ORF
11239,16,125464,0.201083940834079,0.135665485069318,0.13917813028088,YPL226W,NEW1,SGDID:S000006147,Close to 3'-UTR,Close to 3'-UTR,"""Translation termination and ribosome biogenesis factor; ATP binding cassette protein that cosediments with polysomes and is required for biogenesis of the small ribosomal subunit; Asn/Gln-rich rich region supports [NU+] prion formation and susceptibility to [PSI+] prion induction""",Verified ORF
11240,16,126720,0.22818853040323,0.135166029139704,0.0922542718375302,YPL224C,MMT2,SGDID:S000006145,CDS,CDS,"""Putative metal transporter involved in mitochondrial iron accumulation; MMT2 has a paralog ; MMT1 ; that arose from the whole genome duplication""",Verified ORF
11241,16,128020,0.231776019870401,0.134975339873819,0.0868246532957737,YPL224C,MMT2,SGDID:S000006145,CDS,CDS,"""Putative metal transporter involved in mitochondrial iron accumulation; MMT2 has a paralog ; MMT1 ; that arose from the whole genome duplication""",Verified ORF
11242,16,128319,0.255998443488002,0.134889806322585,0.0585335845696137,YPL224C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11243,16,128822,0.302973441920438,0.134575211180806,0.0249790650305907,YPL223C,GRE1,SGDID:S000006144,CDS,CDS,"""Hydrophilin essential in desiccation-rehydration process; stress induced (osmotic ; ionic ; oxidative ; heat shock and heavy metals); regulated by the HOG pathway; GRE1 has a paralog ; SIP18 ; that arose from the whole genome duplication""",Verified ORF
11244,16,129358,0.277536854078406,0.135358794243697,0.0410655431851689,YPL223C,GRE1,SGDID:S000006144,Close to 3'-UTR,Close to 3'-UTR,"""Hydrophilin essential in desiccation-rehydration process; stress induced (osmotic ; ionic ; oxidative ; heat shock and heavy metals); regulated by the HOG pathway; GRE1 has a paralog ; SIP18 ; that arose from the whole genome duplication""",Verified ORF
11246,16,132814,0.12787238074061,0.136519071399731,0.349572229931292,YPL221W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11247,16,136628,0.0746227932496321,0.13569734669414,0.582721463257037,YPL219W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11248,16,136917,0.105549296062563,0.136945964384754,0.441378490056145,YPL219W,PCL8,SGDID:S000006140,CDS,CDS,"""Cyclin; interacts with Pho85p cyclin-dependent kinase (Cdk) to phosphorylate and regulate glycogen synthase ; also activates Pho85p for Glc8p phosphorylation; PCL8 has a paralog ; PCL10 ; that arose from the whole genome duplication""",Verified ORF
11251,16,143053,0.0432834851396467,0.135497050739589,0.749580123942386,YPL217C,BMS1,SGDID:S000006138,CDS,CDS,"""GTPase required for ribosomal subunit synthesis and rRNA processing; required for synthesis of 40S ribosomal subunits and for processing the 35S pre-rRNA at sites A0 ; A1 ; and A2; interacts with Rcl1p ; which stimulates its GTPase and U3 snoRNA binding activities; has similarity to Tsr1p""",Verified ORF
11252,16,143870,0.0784716719562908,0.135872305356622,0.563943002733243,YPL216W,YPL216W,SGDID:S000006137,CDS,CDS,"""Putative protein of unknown function; not an essential gene; YPL216W has a paralog ; ITC1 ; that arose from the whole genome duplication""",Uncharacterized ORF
11253,16,145251,0.0932862924097721,0.136849147687725,0.495893080625481,YPL216W,YPL216W,SGDID:S000006137,CDS,CDS,"""Putative protein of unknown function; not an essential gene; YPL216W has a paralog ; ITC1 ; that arose from the whole genome duplication""",Uncharacterized ORF
11254,16,145367,0.0873032365345698,0.137070501986692,0.52458839040286,YPL216W,YPL216W,SGDID:S000006137,CDS,CDS,"""Putative protein of unknown function; not an essential gene; YPL216W has a paralog ; ITC1 ; that arose from the whole genome duplication""",Uncharacterized ORF
11255,16,145806,0.069812131453,0.136292288251875,0.608814824347684,YPL216W,YPL216W,SGDID:S000006137,CDS,CDS,"""Putative protein of unknown function; not an essential gene; YPL216W has a paralog ; ITC1 ; that arose from the whole genome duplication""",Uncharacterized ORF
11256,16,145918,0.0906577089307246,0.136624173519998,0.507408019943647,YPL216W,YPL216W,SGDID:S000006137,CDS,CDS,"""Putative protein of unknown function; not an essential gene; YPL216W has a paralog ; ITC1 ; that arose from the whole genome duplication""",Uncharacterized ORF
11257,16,147108,0.0533659669761722,0.135525169860878,0.693987395067304,YPL216W,YPL216W,SGDID:S000006137,CDS,CDS,"""Putative protein of unknown function; not an essential gene; YPL216W has a paralog ; ITC1 ; that arose from the whole genome duplication""",Uncharacterized ORF
11258,16,149006,0.0868915109719422,0.135728032438134,0.522465433859675,YPL214C,THI6,SGDID:S000006135,CDS,CDS,"""Thiamine-phosphate diphosphorylase and hydroxyethylthiazole kinase; required for thiamine biosynthesis; GFP-fusion protein localizes to the cytoplasm in a punctate pattern""",Verified ORF
11259,16,149106,0.115416954809491,0.135844907436189,0.396110580049841,YPL214C,THI6,SGDID:S000006135,CDS,CDS,"""Thiamine-phosphate diphosphorylase and hydroxyethylthiazole kinase; required for thiamine biosynthesis; GFP-fusion protein localizes to the cytoplasm in a punctate pattern""",Verified ORF
