SNP,Chr,Pos,Effect,SE,HNM1_MID2_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
9503,14,340237,0.014196879522804,0.0651127711309237,0.827527629485546,YNL157W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9505,14,345215,0.108423295251775,0.0648097027745535,0.0952233730288257,YNL154C,YCK2,SGDID:S000005098,CDS,CDS,"""Palmitoylated plasma membrane-bound casein kinase I (CK1) isoform; shares redundant functions with Yck1p in morphogenesis ; proper septin assembly ; endocytic trafficking ; and glucose sensing; stabilized by Sod1p binding in the presence of glucose and oxygen ; causing glucose repression of respiratory metabolism; involved in the phosphorylation and regulation of glucose sensor Rgt2p; YCK2 has a paralog ; YCK1 ; that arose from the whole genome duplication""",Verified ORF
9506,14,345245,0.111901945749732,0.0647287915258229,0.084722531182074,YNL154C,YCK2,SGDID:S000005098,CDS,CDS,"""Palmitoylated plasma membrane-bound casein kinase I (CK1) isoform; shares redundant functions with Yck1p in morphogenesis ; proper septin assembly ; endocytic trafficking ; and glucose sensing; stabilized by Sod1p binding in the presence of glucose and oxygen ; causing glucose repression of respiratory metabolism; involved in the phosphorylation and regulation of glucose sensor Rgt2p; YCK2 has a paralog ; YCK1 ; that arose from the whole genome duplication""",Verified ORF
9507,14,347475,0.0611792365626582,0.064984586437124,0.34712207020346,YNL152W,INN1,SGDID:S000005096,CDS,CDS,"""Essential protein that associates with contractile actomyosin ring; required for ingression of the plasma membrane into the bud neck during cytokinesis; C2 domain ; a membrane targeting module ; is required for function; activates chitin synthase activity of Chs2p during cytokinesis""",Verified ORF
9508,14,349580,0.0434895085096132,0.064856419431276,0.502945348167319,YNL150W,YNL150W,SGDID:S000005094,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; extensive overlap with PGA2/YNL149C ; an uncharacterized gene with a proposed role in protein trafficking""",Dubious ORF
9509,14,350501,0.0410646469324873,0.0646957479086093,0.526012514995705,YNL148C,ALF1,SGDID:S000005092,CDS,CDS,"""Alpha-tubulin folding protein; similar to mammalian cofactor B; Alf1p-GFP localizes to cytoplasmic microtubules; required for the folding of alpha-tubulin and may play an additional role in microtubule maintenance""",Verified ORF
9511,14,354062,-0.0132690846291482,0.064640364511256,0.83747518679577,YNL144C,YNL144C,SGDID:S000005088,CDS,CDS,"""Putative protein of unknown function; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; contains a PH domain and binds phosphatidylinositols and phosphatidylethanolamine in a large-scale study; YNL144C has a paralog ; YHR131C ; that arose from the whole genome duplication""",Uncharacterized ORF
9512,14,354457,0.0134137912002057,0.0647179648473075,0.835922150536315,YNL144C,YNL144C,SGDID:S000005088,CDS,CDS,"""Putative protein of unknown function; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; contains a PH domain and binds phosphatidylinositols and phosphatidylethanolamine in a large-scale study; YNL144C has a paralog ; YHR131C ; that arose from the whole genome duplication""",Uncharacterized ORF
9514,14,357746,0.0218094824691337,0.0654924627779409,0.739326297683992,YNL142W,MEP2,SGDID:S000005086,CDS,CDS,"""Ammonium permease involved in regulation of pseudohyphal growth; belongs to Mep-Amt-Rh family of well-conserved ammonium (NH4+) transporters that includes human Rh factors; expression is under the nitrogen catabolite repression regulation; activity is controlled by phospho-silencing; phosphorylation of Mep2 mediated by Npr1; dephosphorylation involves Psr1p and Psr2p""",Verified ORF
9515,14,358382,0.0308245122786546,0.0653482944246181,0.637435392954108,YNL142W,MEP2,SGDID:S000005086,CDS,CDS,"""Ammonium permease involved in regulation of pseudohyphal growth; belongs to Mep-Amt-Rh family of well-conserved ammonium (NH4+) transporters that includes human Rh factors; expression is under the nitrogen catabolite repression regulation; activity is controlled by phospho-silencing; phosphorylation of Mep2 mediated by Npr1; dephosphorylation involves Psr1p and Psr2p""",Verified ORF
9516,14,360285,0.0166421337303005,0.0653628842529585,0.799171533668536,YNL141W,AAH1,SGDID:S000005085,CDS,CDS,"""Adenine deaminase (adenine aminohydrolase); converts adenine to hypoxanthine; involved in purine salvage; transcriptionally regulated by nutrient levels and growth phase; Aah1p degraded upon entry into quiescence via SCF and the proteasome""",Verified ORF
9517,14,362136,0.0182750708371207,0.0652894950695379,0.7797118147939,YNL139C,THO2,SGDID:S000005083,CDS,CDS,"""Subunit of the THO complex; THO is required for efficient transcription elongation and involved in transcriptional elongation-associated recombination; required for LacZ RNA expression from certain plasmids""",Verified ORF
9518,14,362413,0.0252447783580841,0.0655442441704132,0.700353588420099,YNL139C,THO2,SGDID:S000005083,CDS,CDS,"""Subunit of the THO complex; THO is required for efficient transcription elongation and involved in transcriptional elongation-associated recombination; required for LacZ RNA expression from certain plasmids""",Verified ORF
9519,14,362793,0.0059091822999684,0.0655179219354276,0.928185916993157,YNL139C,THO2,SGDID:S000005083,CDS,CDS,"""Subunit of the THO complex; THO is required for efficient transcription elongation and involved in transcriptional elongation-associated recombination; required for LacZ RNA expression from certain plasmids""",Verified ORF
9520,14,362826,0.0020046378084153,0.0656154679479432,0.975644647082265,YNL139C,THO2,SGDID:S000005083,CDS,CDS,"""Subunit of the THO complex; THO is required for efficient transcription elongation and involved in transcriptional elongation-associated recombination; required for LacZ RNA expression from certain plasmids""",Verified ORF
9521,14,363907,0.0071312121380976,0.0663434325316238,0.914461842866854,YNL139C,THO2,SGDID:S000005083,CDS,CDS,"""Subunit of the THO complex; THO is required for efficient transcription elongation and involved in transcriptional elongation-associated recombination; required for LacZ RNA expression from certain plasmids""",Verified ORF
9522,14,364156,0.0124137087322784,0.0654882737050747,0.849765853679337,YNL139C,THO2,SGDID:S000005083,CDS,CDS,"""Subunit of the THO complex; THO is required for efficient transcription elongation and involved in transcriptional elongation-associated recombination; required for LacZ RNA expression from certain plasmids""",Verified ORF
9523,14,367558,0.062591894415717,0.065530928496812,0.34015525996662,YNL138W,SRV2,SGDID:S000005082,CDS,CDS,"""CAP (cyclase-associated protein); N-terminus binds adenylate cyclase and facilitates activation by RAS; N-terminus forms novel hexameric star-shaped shuriken structures that directly catalyze cofilin-mediated severing of actin filaments; C-terminus binds and recycles cofilin bound ; ADP-actin monomers ; facilitating regulation of actin dynamics and cell morphogenesis; N- and C-termini can function as physically separate proteins; mCAP1 is the mouse homolog""",Verified ORF
9524,14,371957,0.0753439365972163,0.065616710502726,0.251645727981422,YNL135C,FPR1,SGDID:S000005079,CDS,CDS,"""Peptidyl-prolyl cis-trans isomerase (PPIase); binds to the drugs FK506 and rapamycin; also binds to the nonhistone chromatin binding protein Hmo1p and may regulate its assembly or function; associates with promoters of ribosomal protein genes; N-terminally propionylated in vivo; mutation is functionally complemented by human FKBP1A""",Verified ORF
9525,14,372787,0.0553460097279959,0.0655445914254095,0.39901648125881,YNL134C,YNL134C,SGDID:S000005078,CDS,CDS,"""NADH-dependent aldehyde reductase ; involved in detoxification of furfural; expression is up-regulated in the presence of furfural and 5-hydroxymethylfurfural ; which are compounds generated during lignocellulosic biomass pre-treatment; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and nucleus; protein abundance increases in response to DNA replication stress""",Verified ORF
9527,14,373690,0.0612034362043403,0.0653003480440547,0.349265375214271,YNL134C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9528,14,374309,0.0730423695580613,0.065770212318473,0.267509740654964,YNL133C,FYV6,SGDID:S000005077,CDS,CDS,"""Protein of unknown function; required for survival upon exposure to K1 killer toxin; proposed to regulate double-strand break repair via non-homologous end-joining""",Verified ORF
9529,14,377031,0.065906472783946,0.0652667760409306,0.313282176636521,YNL132W,KRE33,SGDID:S000005076,CDS,CDS,"""Acetyltransferase required for biogenesis of small ribosomal subunit; responsible for incorporation of N4-acetylcytidine into mRNAs; heterozygous mutant shows haploinsufficiency in K1 killer toxin resistance; essential gene; NAT10 ; the human homolog ; implicated in several types of cancer and premature aging""",Verified ORF
9530,14,377351,0.0603173469903467,0.0652177722322729,0.35567023164082,YNL132W,KRE33,SGDID:S000005076,CDS,CDS,"""Acetyltransferase required for biogenesis of small ribosomal subunit; responsible for incorporation of N4-acetylcytidine into mRNAs; heterozygous mutant shows haploinsufficiency in K1 killer toxin resistance; essential gene; NAT10 ; the human homolog ; implicated in several types of cancer and premature aging""",Verified ORF
9531,14,377751,0.102545831092984,0.0659641378397408,0.120944715948444,YNL132W,KRE33,SGDID:S000005076,CDS,CDS,"""Acetyltransferase required for biogenesis of small ribosomal subunit; responsible for incorporation of N4-acetylcytidine into mRNAs; heterozygous mutant shows haploinsufficiency in K1 killer toxin resistance; essential gene; NAT10 ; the human homolog ; implicated in several types of cancer and premature aging""",Verified ORF
9534,14,381031,0.0766287522092814,0.0666643608980672,0.251139998093755,YNL129W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9535,14,381889,0.0587639613841742,0.066004606100765,0.373910692079161,YNL129W,NRK1,SGDID:S000005073,CDS,CDS,"""Nicotinamide riboside kinase; catalyzes the phosphorylation of nicotinamide riboside and nicotinic acid riboside in salvage pathways for NAD+ biosynthesis""",Verified ORF
9536,14,382090,0.0744417474758906,0.0652788416857168,0.254907121781273,YNL129W,NRK1,SGDID:S000005073,CDS,CDS,"""Nicotinamide riboside kinase; catalyzes the phosphorylation of nicotinamide riboside and nicotinic acid riboside in salvage pathways for NAD+ biosynthesis""",Verified ORF
9537,14,382896,0.0747625987329042,0.0651927685812822,0.252243969710889,YNL128W,TEP1,SGDID:S000005072,CDS,CDS,"""PTEN homolog with no demonstrated inositol lipid phosphatase activity; plays a role in normal sporulation; homolog of human tumor suppressor gene PTEN/MMAC1/TEP1 and fission yeast ptn1""",Verified ORF
9538,14,386716,0.0960375793511518,0.0649932423524276,0.140391819346832,YNL127W,FAR11,SGDID:S000005071,CDS,CDS,"""Protein involved in recovery from cell cycle arrest; acts in response to pheromone; also involved in regulation of intra-S DNA damage checkpoint and autophagy; is essential for dephosphorylation of Atg13p; interacts with Far3p ; Far7p ; Far8p ; Far9p ; Far10p and with the phosphatases Pph21p ; Pph22p and Pph3p; has similarity to the N- and C-termini of N. crassa HAM-2; similar to human Fam40A and Fam40B""",Verified ORF
9539,14,388126,0.0879950539958289,0.0663711074806737,0.185762050840663,YNL126W,SPC98,SGDID:S000005070,CDS,CDS,"""Component of the microtubule-nucleating Tub4p (gamma-tubulin) complex; interacts with Spc110p at the spindle pole body (SPB) inner plaque and with Spc72p at the SPB outer plaque""",Verified ORF
9542,14,397661,0.0587509269111227,0.0646463191854159,0.364072878974518,YNL123W,NMA111,SGDID:S000005067,CDS,CDS,"""Serine protease and general molecular chaperone; cleaves Roq1p ; which modifies the substrate specificity of the Ubr1p Ub-ligase ; promoting the stress-induced homeostatically-regulated protein degradation (SHRED) of misfolded and native ER-membrane and cytosolic proteins; chaperone activity involved in the heat stress response; promotes apoptosis through proteolysis of Bir1p; role in lipid homeostasis; mammalian Omi/HtrA2 serine protease family member""",Verified ORF
9543,14,400328,0.0201855633015797,0.0646945591597217,0.755214623051549,YNL121C,TOM70,SGDID:S000005065,CDS,CDS,"""Component of the TOM (translocase of outer membrane) complex; involved in the recognition and initial import steps for all mitochondrially directed proteins; acts as a receptor for incoming precursor proteins; TOM70 has a paralog ; TOM71 ; that arose from the whole genome duplication""",Verified ORF
9544,14,400788,0.043674417486131,0.0648917346292358,0.501365301800442,YNL119W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9545,14,400976,0.0632766660366222,0.0649846270101386,0.330863605908637,YNL119W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9546,14,401015,0.0649930770355674,0.0657368837703414,0.32349443230939,YNL119W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9547,14,401035,0.0472683469469074,0.0651296735472943,0.468468349415476,YNL120C,YNL120C,SGDID:S000005064,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; deletion enhances replication of Brome mosaic virus in S. cerevisiae ; but likely due to effects on the overlapping gene""",Dubious ORF
9548,14,402079,0.0402472853106723,0.0660630256249931,0.542766813689114,YNL119W,NCS2,SGDID:S000005063,CDS,CDS,"""Protein required for uridine thiolation of Lys(UUU) and Glu(UUC) tRNAs; required for the thiolation of uridine at the wobble position of Lys(UUU) and Glu(UUC) tRNAs; has a role in urmylation and in invasive and pseudohyphal growth; inhibits replication of Brome mosaic virus in S. cerevisiae""",Verified ORF
9549,14,402194,0.0583065955201069,0.0654914473669658,0.373914786159703,YNL119W,NCS2,SGDID:S000005063,CDS,CDS,"""Protein required for uridine thiolation of Lys(UUU) and Glu(UUC) tRNAs; required for the thiolation of uridine at the wobble position of Lys(UUU) and Glu(UUC) tRNAs; has a role in urmylation and in invasive and pseudohyphal growth; inhibits replication of Brome mosaic virus in S. cerevisiae""",Verified ORF
9550,14,406840,0.107071765810397,0.0646376865460044,0.0985109074883362,YNL117W,MLS1,SGDID:S000005061,CDS,CDS,"""Malate synthase ; enzyme of the glyoxylate cycle; involved in utilization of non-fermentable carbon sources; expression is subject to carbon catabolite repression; localizes in peroxisomes during growth on oleic acid ; otherwise cytosolic; can accept butyryl-CoA as acyl-CoA donor in addition to traditional substrate acetyl-CoA""",Verified ORF
9551,14,407338,0.127375009059657,0.0648094640093915,0.0501543284055597,YNL117W,MLS1,SGDID:S000005061,CDS,CDS,"""Malate synthase ; enzyme of the glyoxylate cycle; involved in utilization of non-fermentable carbon sources; expression is subject to carbon catabolite repression; localizes in peroxisomes during growth on oleic acid ; otherwise cytosolic; can accept butyryl-CoA as acyl-CoA donor in addition to traditional substrate acetyl-CoA""",Verified ORF
9553,14,408355,0.118898111580137,0.0647231725577958,0.0670466647318186,YNL116W,DMA2,SGDID:S000005060,CDS,CDS,"""Ubiquitin-protein ligase (E3); controls septin dynamics and spindle position checkpoint (SPOC) with ligase Dma1p by regulating recruitment of Elm1p to bud neck; regulates levels of eIF2 subunit Gcd11p ; as well as abundance ; localization ; and ubiquitination of Cdk inhibitory kinase Swe1p; ortholog of human RNF8 ; similar to human Chfr; contains FHA and RING finger domains; DMA2 has a paralog ; DMA1 ; that arose from the whole genome duplication""",Verified ORF
9554,14,409447,0.0888194712024075,0.0646277089579734,0.170212720581179,YNL116W,DMA2,SGDID:S000005060,CDS,CDS,"""Ubiquitin-protein ligase (E3); controls septin dynamics and spindle position checkpoint (SPOC) with ligase Dma1p by regulating recruitment of Elm1p to bud neck; regulates levels of eIF2 subunit Gcd11p ; as well as abundance ; localization ; and ubiquitination of Cdk inhibitory kinase Swe1p; ortholog of human RNF8 ; similar to human Chfr; contains FHA and RING finger domains; DMA2 has a paralog ; DMA1 ; that arose from the whole genome duplication""",Verified ORF
9557,14,418168,0.0549263851535341,0.0648711364611219,0.397736046139958,YNL110C,NOP15,SGDID:S000005054,CDS,CDS,"""Constituent of 66S pre-ribosomal particles; involved in 60S ribosomal subunit biogenesis; localizes to both nucleolus and cytoplasm""",Verified ORF
9558,14,418803,0.0700821459148759,0.0647723389745587,0.280001550781331,YNL110C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9559,14,422746,0.0337911791975242,0.0648805326630292,0.602817628942344,YNL106C,INP52,SGDID:S000005050,CDS,CDS,"""Polyphosphatidylinositol phosphatase; dephosphorylates a number of phosphatidylinositol phosphates (PtdInsPs ; PIPs) to PI; involved in endocytosis; hyperosmotic stress causes translocation to actin patches; synaptojanin-like protein with a Sac1 domain; INP52 has a paralog ; INP53 ; that arose from the whole genome duplication""",Verified ORF
9560,14,423196,0.0385133112040886,0.064717111562427,0.552156282314518,YNL106C,INP52,SGDID:S000005050,CDS,CDS,"""Polyphosphatidylinositol phosphatase; dephosphorylates a number of phosphatidylinositol phosphates (PtdInsPs ; PIPs) to PI; involved in endocytosis; hyperosmotic stress causes translocation to actin patches; synaptojanin-like protein with a Sac1 domain; INP52 has a paralog ; INP53 ; that arose from the whole genome duplication""",Verified ORF
9561,14,423311,0.0366340590990585,0.0649823196176681,0.573279348991548,YNL106C,INP52,SGDID:S000005050,CDS,CDS,"""Polyphosphatidylinositol phosphatase; dephosphorylates a number of phosphatidylinositol phosphates (PtdInsPs ; PIPs) to PI; involved in endocytosis; hyperosmotic stress causes translocation to actin patches; synaptojanin-like protein with a Sac1 domain; INP52 has a paralog ; INP53 ; that arose from the whole genome duplication""",Verified ORF
9562,14,424711,0.060323310020704,0.065039519950342,0.354307443805881,YNL106C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9564,14,425888,0.0236029531468984,0.0647589244856673,0.71572221743591,YNL104C,LEU4,SGDID:S000005048,CDS,CDS,"""Alpha-isopropylmalate synthase (2-isopropylmalate synthase); the main isozyme responsible for the first step in the leucine biosynthesis pathway; LEU4 has a paralog ; LEU9 ; that arose from the whole genome duplication""",Verified ORF
9565,14,427278,0.0634844323638722,0.0646480001701019,0.326771667809653,SUT332,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
9566,14,427910,0.0614422715474446,0.0648059641357732,0.343729203293162,YNL103W,MET4,SGDID:S000005047,CDS,CDS,"""Leucine-zipper transcriptional activator; responsible for regulation of sulfur amino acid pathway; requires different combinations of auxiliary factors Cbf1p ; Met28p ; Met31p and Met32p; feedforward loop exists in the regulation of genes controlled by Met4p and Met32p; can be ubiquitinated by ubiquitin ligase SCF-Met30p ; is either degraded or maintained in an inactive state; regulates degradation of its own DNA-binding cofactors by targeting them to SCF-Met30p""",Verified ORF
9567,14,428693,0.0682975721900256,0.0645941147449463,0.291082078896967,YNL103W,MET4,SGDID:S000005047,CDS,CDS,"""Leucine-zipper transcriptional activator; responsible for regulation of sulfur amino acid pathway; requires different combinations of auxiliary factors Cbf1p ; Met28p ; Met31p and Met32p; feedforward loop exists in the regulation of genes controlled by Met4p and Met32p; can be ubiquitinated by ubiquitin ligase SCF-Met30p ; is either degraded or maintained in an inactive state; regulates degradation of its own DNA-binding cofactors by targeting them to SCF-Met30p""",Verified ORF
9568,14,430086,0.0431538877220113,0.0650255647356896,0.507350761634985,YNL103W,MET4,SGDID:S000005047,Close to 3'-UTR,Close to 3'-UTR,"""Leucine-zipper transcriptional activator; responsible for regulation of sulfur amino acid pathway; requires different combinations of auxiliary factors Cbf1p ; Met28p ; Met31p and Met32p; feedforward loop exists in the regulation of genes controlled by Met4p and Met32p; can be ubiquitinated by ubiquitin ligase SCF-Met30p ; is either degraded or maintained in an inactive state; regulates degradation of its own DNA-binding cofactors by targeting them to SCF-Met30p""",Verified ORF
9569,14,434120,0.0400135313174168,0.0645826063031729,0.535939734499193,YNL102W,POL1,SGDID:S000005046,CDS,CDS,"""Catalytic subunit of the DNA polymerase I alpha-primase complex; required for the initiation of DNA replication during mitotic DNA synthesis and premeiotic DNA synthesis""",Verified ORF
9570,14,434507,0.0410631918018669,0.0649265885930592,0.527498576509493,YNL102W,POL1,SGDID:S000005046,Close to 3'-UTR,Close to 3'-UTR,"""Catalytic subunit of the DNA polymerase I alpha-primase complex; required for the initiation of DNA replication during mitotic DNA synthesis and premeiotic DNA synthesis""",Verified ORF
9571,14,436047,0.0102934530122475,0.0646955335498331,0.873676285065946,YNL101W,AVT4,SGDID:S000005045,CDS,CDS,"""Vacuolar transporter; exports large neutral amino acids from the vacuole; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters; localizes to sites of contact between the vacuole and mitochondria (vCLAMPs)""",Verified ORF
9572,14,437581,0.0106632769303703,0.0647301688097004,0.869247434499058,YNL100W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9573,14,437955,0.0237117670683661,0.0646196597312833,0.713880993457919,YNL100W,MIC27,SGDID:S000005044,CDS,CDS,"""Component of the MICOS complex; MICOS (formerly MINOS or MitOS) ; a mitochondrial inner membrane complex that extends into the intermembrane space with a role in the maintenance of crista junctions ; inner membrane architecture ; and formation of contact sites to the outer membrane; forms a subcomplex with Mic10p and Mic12p whose assembly and stability requires cardiolipin; orthologous to human APOO and APOOL""",Verified ORF
9575,14,441787,-0.0095155738921843,0.0646815558821238,0.883125884781801,YNL097C,PHO23,SGDID:S000005041,CDS,CDS,"""Component of the Rpd3L histone deacetylase complex; involved in transcriptional regulation of PHO5; affects termination of snoRNAs and cryptic unstable transcripts (CUTs); C-terminus shares significant sequence identity with the human candidate tumor suppressor p33-ING1 and its isoform ING3""",Verified ORF
9576,14,442710,0.0007035179387493,0.0647685320278033,0.991339657941545,YNL097C,PHO23,SGDID:S000005041,Close to 3'-UTR,Close to 3'-UTR,"""Component of the Rpd3L histone deacetylase complex; involved in transcriptional regulation of PHO5; affects termination of snoRNAs and cryptic unstable transcripts (CUTs); C-terminus shares significant sequence identity with the human candidate tumor suppressor p33-ING1 and its isoform ING3""",Verified ORF
9577,14,449380,-0.0346114081074718,0.065748771165697,0.598927652200089,YNL094W,APP1,SGDID:S000005038,Close to 3'-UTR,Close to 3'-UTR,"""Phosphatidate phosphatase ; converts phosphatidate to diacylglycerol; App1p ; Pah1p ; Dpp1p ; and Lpp1p are responsible for all the phosphatidate phosphatase activity; component of cortical actin patches; interacts with components of endocytic pathway""",Verified ORF
9578,14,453089,-0.0355463675900069,0.0646865627440018,0.582998151961225,YNL091W,NST1,SGDID:S000005035,CDS,CDS,"""Protein involved in signal transduction pathways; mediates responses through cell wall integrity ; highosmolarity glycerol and pheromone pathways; interacts physically with the splicing factor Msl1p and also displays genetic interaction with MSL1; interacts with Ste11p and Mkk1p/Mkk2p""",Verified ORF
9579,14,454972,-0.0243121145939381,0.0644767139226142,0.706349542642706,YNL091W,NST1,SGDID:S000005035,CDS,CDS,"""Protein involved in signal transduction pathways; mediates responses through cell wall integrity ; highosmolarity glycerol and pheromone pathways; interacts physically with the splicing factor Msl1p and also displays genetic interaction with MSL1; interacts with Ste11p and Mkk1p/Mkk2p""",Verified ORF
9580,14,456179,-0.02952740794277,0.0650981877710342,0.650407962047592,YNL090W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9581,14,456295,-0.0398378980106579,0.0647625931981031,0.538860277721775,YNL090W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9582,14,456355,-0.0333627966299712,0.0648568970516079,0.607289849856267,YNL090W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9584,14,457485,-0.0231065601376011,0.0652263437732684,0.7233615807459,YNL088W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9586,14,458186,-0.0257009248257892,0.0656611384187977,0.695724751345264,YNL088W,TOP2,SGDID:S000005032,CDS,CDS,"""Topoisomerase II; relieves torsional strain in DNA by cleaving and re-sealing phosphodiester backbone of both positively and negatively supercoiled DNA; cleaves complementary strands; localizes to axial cores in meiosis; required for replication slow zone (RSZ) breakage following Mec1p inactivation; human homolog TOP2A implicated in cancers ; and can complement yeast null mutant""",Verified ORF
9587,14,458514,-0.0361665950444995,0.0646855888018901,0.576438699081239,YNL088W,TOP2,SGDID:S000005032,CDS,CDS,"""Topoisomerase II; relieves torsional strain in DNA by cleaving and re-sealing phosphodiester backbone of both positively and negatively supercoiled DNA; cleaves complementary strands; localizes to axial cores in meiosis; required for replication slow zone (RSZ) breakage following Mec1p inactivation; human homolog TOP2A implicated in cancers ; and can complement yeast null mutant""",Verified ORF
9589,14,461863,-0.0267835818995119,0.0646162596580859,0.678758124870815,YNL088W,TOP2,SGDID:S000005032,CDS,CDS,"""Topoisomerase II; relieves torsional strain in DNA by cleaving and re-sealing phosphodiester backbone of both positively and negatively supercoiled DNA; cleaves complementary strands; localizes to axial cores in meiosis; required for replication slow zone (RSZ) breakage following Mec1p inactivation; human homolog TOP2A implicated in cancers ; and can complement yeast null mutant""",Verified ORF
9590,14,462234,-0.0079351785568038,0.0654563210261741,0.903578943056546,YNL087W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9591,14,462478,-0.0132575484043146,0.0645284264056252,0.837336767327509,YNL087W,TCB2,SGDID:S000005031,CDS,CDS,"""ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p ; Scs2p ; Scs22p ; Tcb1p ; Tcb2p ; Tcb3p) that connect ER to plasma membrane (PM) and regulate PM phosphatidylinositol-4-phosphate (PI4P) levels by controlling access of Sac1p phosphatase to its substrate PI4P in the PM; contains 3 calcium and lipid binding domains; mRNA is targeted to bud; TCB2 has a paralog ; TCB1 ; that arose from the whole genome duplication""",Verified ORF
9592,14,464117,-0.0195019916118751,0.0649732011363383,0.764236071656276,YNL087W,TCB2,SGDID:S000005031,CDS,CDS,"""ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p ; Scs2p ; Scs22p ; Tcb1p ; Tcb2p ; Tcb3p) that connect ER to plasma membrane (PM) and regulate PM phosphatidylinositol-4-phosphate (PI4P) levels by controlling access of Sac1p phosphatase to its substrate PI4P in the PM; contains 3 calcium and lipid binding domains; mRNA is targeted to bud; TCB2 has a paralog ; TCB1 ; that arose from the whole genome duplication""",Verified ORF
9593,14,464233,-0.0203358469544608,0.065030077241814,0.754682250954142,YNL087W,TCB2,SGDID:S000005031,CDS,CDS,"""ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p ; Scs2p ; Scs22p ; Tcb1p ; Tcb2p ; Tcb3p) that connect ER to plasma membrane (PM) and regulate PM phosphatidylinositol-4-phosphate (PI4P) levels by controlling access of Sac1p phosphatase to its substrate PI4P in the PM; contains 3 calcium and lipid binding domains; mRNA is targeted to bud; TCB2 has a paralog ; TCB1 ; that arose from the whole genome duplication""",Verified ORF
9594,14,465005,-0.0069830352462471,0.0645738861122783,0.913945891434979,YNL087W,TCB2,SGDID:S000005031,CDS,CDS,"""ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p ; Scs2p ; Scs22p ; Tcb1p ; Tcb2p ; Tcb3p) that connect ER to plasma membrane (PM) and regulate PM phosphatidylinositol-4-phosphate (PI4P) levels by controlling access of Sac1p phosphatase to its substrate PI4P in the PM; contains 3 calcium and lipid binding domains; mRNA is targeted to bud; TCB2 has a paralog ; TCB1 ; that arose from the whole genome duplication""",Verified ORF
9595,14,465187,0.0075365663698403,0.0648655244269896,0.907569973046516,YNL087W,TCB2,SGDID:S000005031,CDS,CDS,"""ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p ; Scs2p ; Scs22p ; Tcb1p ; Tcb2p ; Tcb3p) that connect ER to plasma membrane (PM) and regulate PM phosphatidylinositol-4-phosphate (PI4P) levels by controlling access of Sac1p phosphatase to its substrate PI4P in the PM; contains 3 calcium and lipid binding domains; mRNA is targeted to bud; TCB2 has a paralog ; TCB1 ; that arose from the whole genome duplication""",Verified ORF
9596,14,466103,-0.0224934223497353,0.0652416392970605,0.730471890570562,YNL086W_NFR/NDR,,,Promoter,Promoter,,Promoter
9598,14,469677,-0.0150173453225904,0.065817059623455,0.819647765774328,YNL085W,MKT1,SGDID:S000005029,Close to 3'-UTR,Close to 3'-UTR,"""Protein similar to nucleases that forms a complex with Pbp1p; complex may mediate posttranscriptional regulation of HO; involved in propagation of M2 dsRNA satellite of L-A virus; allelic variation affects mitochondrial genome stability ; drug resistance ; and more; forms cytoplasmic foci upon DNA replication stress; localization to P-bodies under ethanol stress differs between strains""",Verified ORF
9600,14,472613,-0.0573847248343987,0.0650001208684428,0.377923383062771,YNL083W,SAL1,SGDID:S000005027,CDS,CDS,"""ADP/ATP transporter; member of the Ca2+-binding subfamily of mitochondrial carriers ; with two EF-hand motifs; transport activity of either Sal1p or Pet9p is critical for viability; polymorphic in different S. cerevisiae strains""",Verified ORF
