SNP,Chr,Pos,Effect,SE,TPO1_TCB2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
11248,16,136917,0.0786972914165078,0.0596208288580889,0.187702668967057,YPL219W,PCL8,SGDID:S000006140,CDS,CDS,"""Cyclin; interacts with Pho85p cyclin-dependent kinase (Cdk) to phosphorylate and regulate glycogen synthase ; also activates Pho85p for Glc8p phosphorylation; PCL8 has a paralog ; PCL10 ; that arose from the whole genome duplication""",Verified ORF
11251,16,143053,0.0032703340586728,0.0590940175554542,0.955897945200736,YPL217C,BMS1,SGDID:S000006138,CDS,CDS,"""GTPase required for ribosomal subunit synthesis and rRNA processing; required for synthesis of 40S ribosomal subunits and for processing the 35S pre-rRNA at sites A0 ; A1 ; and A2; interacts with Rcl1p ; which stimulates its GTPase and U3 snoRNA binding activities; has similarity to Tsr1p""",Verified ORF
11252,16,143870,0.0344338206031679,0.059249017645052,0.561495983172232,YPL216W,YPL216W,SGDID:S000006137,CDS,CDS,"""Putative protein of unknown function; not an essential gene; YPL216W has a paralog ; ITC1 ; that arose from the whole genome duplication""",Uncharacterized ORF
11253,16,145251,0.026369940069681,0.0596981065519796,0.658961181271466,YPL216W,YPL216W,SGDID:S000006137,CDS,CDS,"""Putative protein of unknown function; not an essential gene; YPL216W has a paralog ; ITC1 ; that arose from the whole genome duplication""",Uncharacterized ORF
11254,16,145367,0.0268773881012203,0.0597890877665104,0.653320445981478,YPL216W,YPL216W,SGDID:S000006137,CDS,CDS,"""Putative protein of unknown function; not an essential gene; YPL216W has a paralog ; ITC1 ; that arose from the whole genome duplication""",Uncharacterized ORF
11255,16,145806,0.0288683628269342,0.0594347363195058,0.62747035193387,YPL216W,YPL216W,SGDID:S000006137,CDS,CDS,"""Putative protein of unknown function; not an essential gene; YPL216W has a paralog ; ITC1 ; that arose from the whole genome duplication""",Uncharacterized ORF
11256,16,145918,0.0150832847365214,0.059608973762283,0.800386798213633,YPL216W,YPL216W,SGDID:S000006137,CDS,CDS,"""Putative protein of unknown function; not an essential gene; YPL216W has a paralog ; ITC1 ; that arose from the whole genome duplication""",Uncharacterized ORF
11257,16,147108,0.0220756909143103,0.0590992954688036,0.708974082011885,YPL216W,YPL216W,SGDID:S000006137,CDS,CDS,"""Putative protein of unknown function; not an essential gene; YPL216W has a paralog ; ITC1 ; that arose from the whole genome duplication""",Uncharacterized ORF
11258,16,149006,0.0252525478976886,0.059205552159053,0.669986556823665,YPL214C,THI6,SGDID:S000006135,CDS,CDS,"""Thiamine-phosphate diphosphorylase and hydroxyethylthiazole kinase; required for thiamine biosynthesis; GFP-fusion protein localizes to the cytoplasm in a punctate pattern""",Verified ORF
11259,16,149106,0.0383441733774099,0.059262829884781,0.518040186086433,YPL214C,THI6,SGDID:S000006135,CDS,CDS,"""Thiamine-phosphate diphosphorylase and hydroxyethylthiazole kinase; required for thiamine biosynthesis; GFP-fusion protein localizes to the cytoplasm in a punctate pattern""",Verified ORF
11260,16,149133,0.0400474450413899,0.0590929753135117,0.498404409614709,YPL214C,THI6,SGDID:S000006135,CDS,CDS,"""Thiamine-phosphate diphosphorylase and hydroxyethylthiazole kinase; required for thiamine biosynthesis; GFP-fusion protein localizes to the cytoplasm in a punctate pattern""",Verified ORF
11261,16,150017,0.038967685163597,0.0593067338809233,0.511574793884825,YPL214C,THI6,SGDID:S000006135,CDS,CDS,"""Thiamine-phosphate diphosphorylase and hydroxyethylthiazole kinase; required for thiamine biosynthesis; GFP-fusion protein localizes to the cytoplasm in a punctate pattern""",Verified ORF
11262,16,151512,0.0541114179167709,0.0593564487060437,0.362583002601121,YPL213W,LEA1,SGDID:S000006134,Close to 3'-UTR,Close to 3'-UTR,"""Component of U2 snRNP complex; disruption causes reduced U2 snRNP levels; physically interacts with Msl1p; putative homolog of human U2A' snRNP protein""",Verified ORF
11263,16,154007,0.0647478882024735,0.0593451755092183,0.275999955671838,YPL211W,NIP7,SGDID:S000006132,CDS,CDS,"""Nucleolar protein required for 60S ribosome subunit biogenesis; constituent of 66S pre-ribosomal particles; physically interacts with Nop8p and the exosome subunit Rrp43p""",Verified ORF
11264,16,155634,0.0635176539527641,0.059201511265098,0.284046219920838,YPL210C,SRP72,SGDID:S000006131,CDS,CDS,"""Core component of the signal recognition particle (SRP); the SRP is a ribonucleoprotein (RNP) complex that functions in targeting nascent secretory proteins to the endoplasmic reticulum (ER) membrane""",Verified ORF
11265,16,156150,0.0676145724870201,0.0592789823063193,0.254802895406201,YPL210C,SRP72,SGDID:S000006131,CDS,CDS,"""Core component of the signal recognition particle (SRP); the SRP is a ribonucleoprotein (RNP) complex that functions in targeting nascent secretory proteins to the endoplasmic reticulum (ER) membrane""",Verified ORF
11271,16,156476,0.0788629747075806,0.0591379443092696,0.183213611743913,YPL210C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11272,16,156514,0.0814561245236138,0.0592070200204815,0.169760511633398,YPL209C,IPL1,SGDID:S000006130,CDS,CDS,"""Aurora kinase of chromosomal passenger complex; mediates release of mono-oriented kinetochores from microtubules in meiosis I ; and kinetochore release from SPB clusters at meiotic exit; helps maintain condensed chromosomes during anaphase; required for SPB cohesion and prevention of multipolar spindle formation; promotes telomerase release at G2/M; Iocalizes to nuclear foci that diffuse upon DNA replication stress; required for inhibition of karyopherin Pse1p upon SAC arrest""",Verified ORF
11273,16,156560,0.083492824810564,0.059119937783167,0.158753870242403,YPL209C,IPL1,SGDID:S000006130,CDS,CDS,"""Aurora kinase of chromosomal passenger complex; mediates release of mono-oriented kinetochores from microtubules in meiosis I ; and kinetochore release from SPB clusters at meiotic exit; helps maintain condensed chromosomes during anaphase; required for SPB cohesion and prevention of multipolar spindle formation; promotes telomerase release at G2/M; Iocalizes to nuclear foci that diffuse upon DNA replication stress; required for inhibition of karyopherin Pse1p upon SAC arrest""",Verified ORF
11274,16,159409,0.0485502276980373,0.0590879405688322,0.41182473577008,YPL208W,RKM1,SGDID:S000006129,CDS,CDS,"""SET-domain lysine-N-methyltransferase; catalyzes the formation of dimethyllysine residues on the large ribosomal subunit proteins L23 (Rpl23Ap and Rpl23Bp) and monomethyllysine residues on L18 (Rps18Ap and Rps18Bp)""",Verified ORF
11276,16,163733,0.0060241009088202,0.0597765202374008,0.919784664621317,YPL206C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11277,16,163842,0.0301346017499441,0.0590762151269182,0.610302276302208,YPL206C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11282,16,167913,0.02603871610029,0.0597901391203997,0.663464364373044,YPL203W,TPK2,SGDID:S000006124,Close to 3'-UTR,Close to 3'-UTR,"""cAMP-dependent protein kinase catalytic subunit; promotes vegetative growth in response to nutrients via the Ras-cAMP signaling pathway; partially redundant with Tpk1p and Tpk3p; localizes to P-bodies during stationary phase; relocalizes to the cytosol in response to hypoxia""",Verified ORF
11283,16,168266,0.0203784390214097,0.0601896090828449,0.735134437800745,YPL202C,AFT2,SGDID:S000006123,CDS,CDS,"""Iron-regulated transcriptional activator; activates genes involved in intracellular iron use and required for iron homeostasis and resistance to oxidative stress; AFT2 has a paralog ; AFT1 ; that arose from the whole genome duplication""",Verified ORF
11284,16,170236,0.0383425169889221,0.0597848414893989,0.521716828888737,CUT405,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
11285,16,170586,0.059053732093407,0.0601541208234281,0.326916476637447,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11286,16,170647,0.0505862671302452,0.0606127896482727,0.404518246697277,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11287,16,170885,0.0497844044604094,0.060185738221194,0.408694176893924,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11288,16,170900,0.0565566366935158,0.0598656083230667,0.345444610096795,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11289,16,170927,0.0658899301840067,0.0598657275292529,0.27180830318789,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11290,16,170955,0.0536049479174835,0.059820562795142,0.370812327516773,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11291,16,170958,0.0545515609188669,0.0598181385377529,0.362413798765484,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11292,16,170964,0.058542396732128,0.0597047698787919,0.327495445972001,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11293,16,170973,0.0503628347170951,0.0598982365592924,0.401025437534901,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11294,16,171033,0.052866663531404,0.0595889649591622,0.375581299270555,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11295,16,171059,0.0513453973788156,0.0595274177119832,0.388970319266737,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11296,16,171165,0.05459049728394,0.0597172987331394,0.361262632383056,YPL200W_NFR/NDR,,,Promoter,Promoter,,Promoter
11297,16,171270,0.0651027635219784,0.0597882364611074,0.276945583083095,YPL201C_NFR/NDR,,,Promoter,Promoter,,Promoter
11298,16,171314,0.0790515325409962,0.0602001290963501,0.189986849487983,YPL201C_NFR/NDR,,,Promoter,Promoter,,Promoter
11300,16,171451,0.0542486601456725,0.0605290931486636,0.370734788206095,YPL201C,YIG1,SGDID:S000006122,Close to 3'-UTR,Close to 3'-UTR,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11301,16,171458,0.0542486601456725,0.0605290931486636,0.370734788206095,YPL201C,YIG1,SGDID:S000006122,Close to 3'-UTR,Close to 3'-UTR,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11302,16,171525,0.0660581096788546,0.0605424699322486,0.275971457462035,YPL200W,CSM4,SGDID:S000006121,CDS,CDS,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11303,16,171529,0.0691628406207047,0.0606091081625425,0.254589587259977,YPL200W,CSM4,SGDID:S000006121,CDS,CDS,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11304,16,171534,0.074194292053281,0.0604896678228976,0.22080498432025,YPL200W,CSM4,SGDID:S000006121,CDS,CDS,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11305,16,171564,0.0440461039638613,0.06058360380914,0.467689377614285,YPL200W,CSM4,SGDID:S000006121,CDS,CDS,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11306,16,171567,0.0474898535804722,0.0606822662106199,0.434387561108117,YPL200W,CSM4,SGDID:S000006121,CDS,CDS,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11308,16,171729,0.0599757125367077,0.0595684604415119,0.314702900320246,YPL200W,CSM4,SGDID:S000006121,CDS,CDS,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11309,16,171822,0.0488814290415799,0.0601799683416332,0.4171932264481,YPL200W,CSM4,SGDID:S000006121,CDS,CDS,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11313,16,172126,0.0603740548811421,0.0596741322124538,0.312360573779411,YPL199C,YPL199C,SGDID:S000006120,CDS,CDS,"""Protein involved in nonstop mRNA decay; predicted to be palmitoylated""",Verified ORF
11314,16,172141,0.0722972338675432,0.0595713232372165,0.22570243120711,YPL199C,YPL199C,SGDID:S000006120,CDS,CDS,"""Protein involved in nonstop mRNA decay; predicted to be palmitoylated""",Verified ORF
11315,16,172786,0.0558879971285363,0.0597524013034519,0.350259521284271,YPL198W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11316,16,173125,0.0617646089331143,0.0598026196469481,0.302400938557025,YPL198W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11317,16,173235,0.0560035383088288,0.0603431582550565,0.353997984286309,YPL199C,YPL199C,SGDID:S000006120,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in nonstop mRNA decay; predicted to be palmitoylated""",Verified ORF
11318,16,173538,0.0444012897795205,0.0610220936049116,0.467324604921404,YPL199C,YPL199C,SGDID:S000006120,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in nonstop mRNA decay; predicted to be palmitoylated""",Verified ORF
11319,16,173703,0.0512843067407986,0.0601762696937536,0.394661648353804,snR59_NFR/NDR,,,Promoter,Promoter,,Promoter
11320,16,173708,0.0506514382303039,0.0604400613414518,0.402572993900156,snR59_NFR/NDR,,,Promoter,Promoter,,Promoter
11321,16,173979,0.0541070969278212,0.0610969519104124,0.376439181731024,YPL198W,RPL7B,SGDID:S000006119,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L7B; required for processing of 27SA3 pre-rRNA to 27SB pre-rRNA during assembly of large ribosomal subunit; depletion leads to a turnover of pre-rRNA; contains a conserved C-terminal Nucleic acid Binding Domain (NDB2); binds to Domain II of 25S and 5.8S rRNAs; homologous to mammalian ribosomal protein L7 and bacterial L30; RPL7B has a paralog ; RPL7A ; that arose from the whole genome duplication""",Verified ORF
11324,16,174996,0.0328214844049132,0.0600235474358089,0.584854657190827,YPL196W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11325,16,179596,0.0668268254477127,0.0598729823408184,0.265120005572833,YPL194W,DDC1,SGDID:S000006115,CDS,CDS,"""DNA damage checkpoint protein; part of a PCNA-like complex required for DNA damage response ; required for pachytene checkpoint to inhibit cell cycle in response to unrepaired recombination intermediates; potential Cdc28p substrate; forms nuclear foci upon DNA replication stress""",Verified ORF
11326,16,180654,0.0360331444340712,0.0604175450194768,0.551288967401916,YPL194W,DDC1,SGDID:S000006115,CDS,CDS,"""DNA damage checkpoint protein; part of a PCNA-like complex required for DNA damage response ; required for pachytene checkpoint to inhibit cell cycle in response to unrepaired recombination intermediates; potential Cdc28p substrate; forms nuclear foci upon DNA replication stress""",Verified ORF
11327,16,180789,0.0495450518047399,0.0600945464220609,0.410239668590658,YPL194W,DDC1,SGDID:S000006115,CDS,CDS,"""DNA damage checkpoint protein; part of a PCNA-like complex required for DNA damage response ; required for pachytene checkpoint to inhibit cell cycle in response to unrepaired recombination intermediates; potential Cdc28p substrate; forms nuclear foci upon DNA replication stress""",Verified ORF
11328,16,180828,0.0446580420001128,0.0602246842328124,0.458868888845754,YPL194W,DDC1,SGDID:S000006115,CDS,CDS,"""DNA damage checkpoint protein; part of a PCNA-like complex required for DNA damage response ; required for pachytene checkpoint to inhibit cell cycle in response to unrepaired recombination intermediates; potential Cdc28p substrate; forms nuclear foci upon DNA replication stress""",Verified ORF
11329,16,180851,0.0306100180917465,0.0603625672723567,0.612399426446191,YPL194W,DDC1,SGDID:S000006115,CDS,CDS,"""DNA damage checkpoint protein; part of a PCNA-like complex required for DNA damage response ; required for pachytene checkpoint to inhibit cell cycle in response to unrepaired recombination intermediates; potential Cdc28p substrate; forms nuclear foci upon DNA replication stress""",Verified ORF
11330,16,181568,0.0236478307406256,0.0600776661766989,0.694098520067652,YPL193W,RSA1,SGDID:S000006114,CDS,CDS,"""Protein involved in the assembly of 60S ribosomal subunits; functionally interacts with Dbp6p; functions in a late nucleoplasmic step of the assembly""",Verified ORF
11331,16,182956,0.0308285275521473,0.0607157387108646,0.611944494598056,YPL192C,PRM3,SGDID:S000006113,CDS,CDS,"""Protein required for nuclear envelope fusion during karyogamy; pheromone-regulated; peripheral protein of the nuclear membrane; interacts with Kar5p at the spindle pole body""",Verified ORF
11332,16,187861,0.0165010262316364,0.0611893562981196,0.787570548882146,YPL189W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11334,16,188882,0.0227632297481155,0.0607363993608533,0.70804373680048,YPL189C-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11335,16,188952,0.0243175777279714,0.0614088235644112,0.692348067728116,YPL189C-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11336,16,189738,0.0096923413178363,0.0608609697033597,0.873559987203388,YPL189W,GUP2,SGDID:S000006110,CDS,CDS,"""Probable membrane protein; possible role in proton symport of glycerol; member of the MBOAT family of putative membrane-bound O-acyltransferases; homolog of the mammalian Hedgehog pathway modulator HHAT; GUP2 has a paralog ; GUP1 ; that arose from the whole genome duplication""",Verified ORF
11337,16,191167,0.0160883475346847,0.0606153867105006,0.790843256096685,YPL188W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11340,16,195694,0.0309977707211903,0.0600696593449705,0.606156241994254,YPL186C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11341,16,195879,0.0308271643655617,0.0598376154937696,0.606749446374515,YPL186C,UIP4,SGDID:S000006107,Close to 3'-UTR,Close to 3'-UTR,"""Protein that interacts with Ulp1p; a Ubl (ubiquitin-like protein)-specific protease for Smt3p protein conjugates; detected in a phosphorylated state in the mitochondrial outer membrane; also detected in ER and nuclear envelope""",Verified ORF
11342,16,196859,0.0249194915248611,0.0601465591444226,0.678896655189539,YPL184C,MRN1,SGDID:S000006105,CDS,CDS,"""RNA-binding protein that may be involved in translational regulation; binds specific categories of mRNAs ; including those that contain upstream open reading frames (uORFs) and internal ribosome entry sites (IRES); interacts genetically with chromatin remodelers and splicing factors ; linking chromatin state ; splicing and as a result mRNA maturation""",Verified ORF
11343,16,197237,0.0107863850659743,0.0599757908107516,0.857376937156173,YPL184C,MRN1,SGDID:S000006105,CDS,CDS,"""RNA-binding protein that may be involved in translational regulation; binds specific categories of mRNAs ; including those that contain upstream open reading frames (uORFs) and internal ribosome entry sites (IRES); interacts genetically with chromatin remodelers and splicing factors ; linking chromatin state ; splicing and as a result mRNA maturation""",Verified ORF
11347,16,198072,-0.0100565886142499,0.0606235776391254,0.868341816031447,YPL184C,MRN1,SGDID:S000006105,Close to 3'-UTR,Close to 3'-UTR,"""RNA-binding protein that may be involved in translational regulation; binds specific categories of mRNAs ; including those that contain upstream open reading frames (uORFs) and internal ribosome entry sites (IRES); interacts genetically with chromatin remodelers and splicing factors ; linking chromatin state ; splicing and as a result mRNA maturation""",Verified ORF
11348,16,199543,-0.0058627106350055,0.0606913392582912,0.923099827058804,YPL183C,RTT10,SGDID:S000006104,CDS,CDS,"""WD40 domain-containing protein involved in endosomal recycling; forms a complex with Rrt2p that functions in the retromer-mediated pathway for recycling internalized cell-surface proteins; interacts with Trm7p for 2'-O-methylation of N34 of substrate tRNAs; has a role in regulation of Ty1 transposition; human ortholog is WDR6""",Verified ORF
11349,16,202983,-0.0169780113967423,0.0606718535826575,0.779769221552545,YPL181W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11350,16,206288,-0.0073731807545516,0.0604392595525986,0.90297379399567,YPL180W,TCO89,SGDID:S000006101,CDS,CDS,"""Subunit of TORC1 (Tor1p or Tor2p-Kog1p-Lst8p-Tco89p); regulates global H3K56ac; TORC1 complex regulates growth in response to nutrient availability; cooperates with Ssd1p in the maintenance of cellular integrity; deletion strains are hypersensitive to rapamycin""",Verified ORF
11351,16,207364,-0.0136389306643906,0.0600285243017593,0.820393927510133,YPL180W,TCO89,SGDID:S000006101,CDS,CDS,"""Subunit of TORC1 (Tor1p or Tor2p-Kog1p-Lst8p-Tco89p); regulates global H3K56ac; TORC1 complex regulates growth in response to nutrient availability; cooperates with Ssd1p in the maintenance of cellular integrity; deletion strains are hypersensitive to rapamycin""",Verified ORF
11352,16,207437,-0.0110670612468537,0.0599756459517744,0.853706857571768,YPL180W,TCO89,SGDID:S000006101,CDS,CDS,"""Subunit of TORC1 (Tor1p or Tor2p-Kog1p-Lst8p-Tco89p); regulates global H3K56ac; TORC1 complex regulates growth in response to nutrient availability; cooperates with Ssd1p in the maintenance of cellular integrity; deletion strains are hypersensitive to rapamycin""",Verified ORF
11353,16,208852,0.0065663140713626,0.0606104178159377,0.913790406826577,YPL179W,PPQ1,SGDID:S000006100,CDS,CDS,"""Protein phosphatase that regulates the mating response; negatively regulates the MAP kinase signaling cascade during mating; member of the serine/threonine phosphatase PP1 family""",Verified ORF
11354,16,209279,-0.0297127419074349,0.0603025613337175,0.622511343804251,YPL179W,PPQ1,SGDID:S000006100,CDS,CDS,"""Protein phosphatase that regulates the mating response; negatively regulates the MAP kinase signaling cascade during mating; member of the serine/threonine phosphatase PP1 family""",Verified ORF
11355,16,210158,-0.0235632086733226,0.0602103554609904,0.69577605905254,YPL179W,PPQ1,SGDID:S000006100,Close to 3'-UTR,Close to 3'-UTR,"""Protein phosphatase that regulates the mating response; negatively regulates the MAP kinase signaling cascade during mating; member of the serine/threonine phosphatase PP1 family""",Verified ORF
11357,16,211386,-0.008798383044583,0.0599244153492793,0.883354221282932,YPL178W,CBC2,SGDID:S000006099,Close to 3'-UTR,Close to 3'-UTR,"""Small subunit of the heterodimeric cap binding complex with Sto1p; interacts with Npl3p ; possibly to package mRNA for export from the nucleus; may have a role in telomere maintenance; contains an RNA-binding motif""",Verified ORF
11360,16,212704,-0.0119334594334288,0.0598726486862207,0.842131854400241,YPL178W,CBC2,SGDID:S000006099,CDS,CDS,"""Small subunit of the heterodimeric cap binding complex with Sto1p; interacts with Npl3p ; possibly to package mRNA for export from the nucleus; may have a role in telomere maintenance; contains an RNA-binding motif""",Verified ORF
11361,16,212773,0.0118869577202818,0.060060232227697,0.843223708171783,YPL178W,CBC2,SGDID:S000006099,CDS,CDS,"""Small subunit of the heterodimeric cap binding complex with Sto1p; interacts with Npl3p ; possibly to package mRNA for export from the nucleus; may have a role in telomere maintenance; contains an RNA-binding motif""",Verified ORF
11362,16,213411,0.0505184004107346,0.0597053494385884,0.398054240951597,YPL177C,CUP9,SGDID:S000006098,CDS,CDS,"""Homeodomain-containing transcriptional repressor; regulates expression of PTR2 ; which encodes a major peptide transporter; imported peptides activate ubiquitin-dependent proteolysis ; resulting in degradation of Cup9p and de-repression of PTR2 transcription; CUP9 has a paralog ; TOS8 ; that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress""",Verified ORF
11363,16,214724,0.0136289629590679,0.0598017997864667,0.819854205388749,YPL177C,CUP9,SGDID:S000006098,Close to 3'-UTR,Close to 3'-UTR,"""Homeodomain-containing transcriptional repressor; regulates expression of PTR2 ; which encodes a major peptide transporter; imported peptides activate ubiquitin-dependent proteolysis ; resulting in degradation of Cup9p and de-repression of PTR2 transcription; CUP9 has a paralog ; TOS8 ; that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress""",Verified ORF
11364,16,215183,-0.038745781877354,0.0597019761780445,0.516769043321475,YPL176C,TRE1,SGDID:S000006097,Close to 3'-UTR,Close to 3'-UTR,"""Transferrin receptor-like protein; plasma membrane protein that binds Bsd2p and regulates ubiquitination and vacuolar degradation of the metal transporter Smf1p; functionally redundant with Tre2p; TRE1 has a paralog ; TRE2 ; that arose from the whole genome duplication""",Verified ORF
11365,16,215973,0.0119089142664891,0.0599291805431936,0.842598951837824,YPL176C,TRE1,SGDID:S000006097,Close to 3'-UTR,Close to 3'-UTR,"""Transferrin receptor-like protein; plasma membrane protein that binds Bsd2p and regulates ubiquitination and vacuolar degradation of the metal transporter Smf1p; functionally redundant with Tre2p; TRE1 has a paralog ; TRE2 ; that arose from the whole genome duplication""",Verified ORF
11366,16,218021,0.0565247596914069,0.0593599948402921,0.341628553758443,YPL176C,TRE1,SGDID:S000006097,CDS,CDS,"""Transferrin receptor-like protein; plasma membrane protein that binds Bsd2p and regulates ubiquitination and vacuolar degradation of the metal transporter Smf1p; functionally redundant with Tre2p; TRE1 has a paralog ; TRE2 ; that arose from the whole genome duplication""",Verified ORF
11367,16,220471,0.0446471610496102,0.0596970117697129,0.455020789650157,YPL174C,NIP100,SGDID:S000006095,CDS,CDS,"""Large subunit of the dynactin complex; dynactin is involved in partitioning the mitotic spindle between mother and daughter cells; putative ortholog of mammalian p150(glued)""",Verified ORF
11368,16,220856,0.048634247751028,0.059860150685588,0.417072719068374,YPL174C,NIP100,SGDID:S000006095,CDS,CDS,"""Large subunit of the dynactin complex; dynactin is involved in partitioning the mitotic spindle between mother and daughter cells; putative ortholog of mammalian p150(glued)""",Verified ORF
11369,16,220879,0.0327928666868124,0.0603697162611081,0.587334522576818,YPL174C,NIP100,SGDID:S000006095,CDS,CDS,"""Large subunit of the dynactin complex; dynactin is involved in partitioning the mitotic spindle between mother and daughter cells; putative ortholog of mammalian p150(glued)""",Verified ORF
11370,16,221591,0.0381030021114244,0.0603074634605109,0.527918431443165,YPL174C,NIP100,SGDID:S000006095,CDS,CDS,"""Large subunit of the dynactin complex; dynactin is involved in partitioning the mitotic spindle between mother and daughter cells; putative ortholog of mammalian p150(glued)""",Verified ORF
11371,16,222732,0.0337197347332349,0.0593059803572665,0.570007986518027,YPL174C,NIP100,SGDID:S000006095,CDS,CDS,"""Large subunit of the dynactin complex; dynactin is involved in partitioning the mitotic spindle between mother and daughter cells; putative ortholog of mammalian p150(glued)""",Verified ORF
11372,16,223881,0.0072166729598017,0.0593605383808738,0.903305916362821,YPL173W,MRPL40,SGDID:S000006094,CDS,CDS,"""Mitochondrial ribosomal protein of the large subunit""",Verified ORF
