SNP,Chr,Pos,Effect,SE,ALO1_UIP4_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
9066,13,727859,0.0478291555434397,0.0534893270770521,0.371834145087361,YMR229C,RRP5,SGDID:S000004842,CDS,CDS,"""RNA binding protein involved in synthesis of 18S and 5.8S rRNAs; component of ribosomal small subunit (SSU) processome and 90S preribosome; required for pre-rRNA packaging and compaction of processome into dense terminal balls; part of Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription with role in biogenesis of large ribosomal subunit; binds single stranded tracts of U's; relocalizes from nucleolus to nucleus upon DNA replication stress""",Verified ORF
9067,13,727861,0.0540448212931085,0.0533733088301665,0.311953676988237,YMR229C,RRP5,SGDID:S000004842,CDS,CDS,"""RNA binding protein involved in synthesis of 18S and 5.8S rRNAs; component of ribosomal small subunit (SSU) processome and 90S preribosome; required for pre-rRNA packaging and compaction of processome into dense terminal balls; part of Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription with role in biogenesis of large ribosomal subunit; binds single stranded tracts of U's; relocalizes from nucleolus to nucleus upon DNA replication stress""",Verified ORF
9068,13,727880,0.0576059003039601,0.0537565958278539,0.28462904568575,YMR229C,RRP5,SGDID:S000004842,CDS,CDS,"""RNA binding protein involved in synthesis of 18S and 5.8S rRNAs; component of ribosomal small subunit (SSU) processome and 90S preribosome; required for pre-rRNA packaging and compaction of processome into dense terminal balls; part of Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription with role in biogenesis of large ribosomal subunit; binds single stranded tracts of U's; relocalizes from nucleolus to nucleus upon DNA replication stress""",Verified ORF
9069,13,728693,0.0527846099750786,0.0531626756578785,0.321444386061547,YMR229C,RRP5,SGDID:S000004842,CDS,CDS,"""RNA binding protein involved in synthesis of 18S and 5.8S rRNAs; component of ribosomal small subunit (SSU) processome and 90S preribosome; required for pre-rRNA packaging and compaction of processome into dense terminal balls; part of Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription with role in biogenesis of large ribosomal subunit; binds single stranded tracts of U's; relocalizes from nucleolus to nucleus upon DNA replication stress""",Verified ORF
9070,13,729020,0.0500515674406763,0.0533526683175827,0.348820675518573,YMR229C,RRP5,SGDID:S000004842,CDS,CDS,"""RNA binding protein involved in synthesis of 18S and 5.8S rRNAs; component of ribosomal small subunit (SSU) processome and 90S preribosome; required for pre-rRNA packaging and compaction of processome into dense terminal balls; part of Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription with role in biogenesis of large ribosomal subunit; binds single stranded tracts of U's; relocalizes from nucleolus to nucleus upon DNA replication stress""",Verified ORF
9071,13,729021,0.0500515674406763,0.0533526683175827,0.348820675518573,YMR229C,RRP5,SGDID:S000004842,CDS,CDS,"""RNA binding protein involved in synthesis of 18S and 5.8S rRNAs; component of ribosomal small subunit (SSU) processome and 90S preribosome; required for pre-rRNA packaging and compaction of processome into dense terminal balls; part of Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription with role in biogenesis of large ribosomal subunit; binds single stranded tracts of U's; relocalizes from nucleolus to nucleus upon DNA replication stress""",Verified ORF
9072,13,729862,0.0635104238147677,0.052908017544048,0.230791604062694,YMR229C,RRP5,SGDID:S000004842,CDS,CDS,"""RNA binding protein involved in synthesis of 18S and 5.8S rRNAs; component of ribosomal small subunit (SSU) processome and 90S preribosome; required for pre-rRNA packaging and compaction of processome into dense terminal balls; part of Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription with role in biogenesis of large ribosomal subunit; binds single stranded tracts of U's; relocalizes from nucleolus to nucleus upon DNA replication stress""",Verified ORF
9073,13,729988,0.0611553918389184,0.0539415240545421,0.257675101306393,YMR229C,RRP5,SGDID:S000004842,CDS,CDS,"""RNA binding protein involved in synthesis of 18S and 5.8S rRNAs; component of ribosomal small subunit (SSU) processome and 90S preribosome; required for pre-rRNA packaging and compaction of processome into dense terminal balls; part of Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription with role in biogenesis of large ribosomal subunit; binds single stranded tracts of U's; relocalizes from nucleolus to nucleus upon DNA replication stress""",Verified ORF
9074,13,731422,0.0532986216477832,0.0529265685722046,0.314610325355744,YMR229C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9075,13,731433,0.0532986216477832,0.0529265685722046,0.314610325355744,YMR229C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9076,13,731556,0.0548560391029925,0.0539036824977003,0.309532850864855,YMR229C,RRP5,SGDID:S000004842,Close to 3'-UTR,Close to 3'-UTR,"""RNA binding protein involved in synthesis of 18S and 5.8S rRNAs; component of ribosomal small subunit (SSU) processome and 90S preribosome; required for pre-rRNA packaging and compaction of processome into dense terminal balls; part of Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription with role in biogenesis of large ribosomal subunit; binds single stranded tracts of U's; relocalizes from nucleolus to nucleus upon DNA replication stress""",Verified ORF
9077,13,731576,0.0553820389240295,0.0538624772773433,0.304554188916832,YMR229C,RRP5,SGDID:S000004842,Close to 3'-UTR,Close to 3'-UTR,"""RNA binding protein involved in synthesis of 18S and 5.8S rRNAs; component of ribosomal small subunit (SSU) processome and 90S preribosome; required for pre-rRNA packaging and compaction of processome into dense terminal balls; part of Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription with role in biogenesis of large ribosomal subunit; binds single stranded tracts of U's; relocalizes from nucleolus to nucleus upon DNA replication stress""",Verified ORF
9078,13,731616,0.051926580441034,0.0539119017383947,0.33611918277019,YMR229C,RRP5,SGDID:S000004842,Close to 3'-UTR,Close to 3'-UTR,"""RNA binding protein involved in synthesis of 18S and 5.8S rRNAs; component of ribosomal small subunit (SSU) processome and 90S preribosome; required for pre-rRNA packaging and compaction of processome into dense terminal balls; part of Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription with role in biogenesis of large ribosomal subunit; binds single stranded tracts of U's; relocalizes from nucleolus to nucleus upon DNA replication stress""",Verified ORF
9079,13,731645,0.047555174503068,0.0535003588337476,0.374675134247692,YMR229C,RRP5,SGDID:S000004842,Close to 3'-UTR,Close to 3'-UTR,"""RNA binding protein involved in synthesis of 18S and 5.8S rRNAs; component of ribosomal small subunit (SSU) processome and 90S preribosome; required for pre-rRNA packaging and compaction of processome into dense terminal balls; part of Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription with role in biogenesis of large ribosomal subunit; binds single stranded tracts of U's; relocalizes from nucleolus to nucleus upon DNA replication stress""",Verified ORF
9080,13,732526,0.077219625826961,0.0540564363718396,0.154032156341669,YMR230W,RPS10B,SGDID:S000004843,Close to 3'-UTR,Close to 3'-UTR,"""Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S10 ; no bacterial homolog; RPS10B has a paralog ; RPS10A ; that arose from the whole genome duplication; mutations in the human homolog associated with Diamond-Blackfan anemia""",Verified ORF
9081,13,732688,0.0593783181868689,0.0535954072357013,0.268659587342978,YMR230W,RPS10B,SGDID:S000004843,Close to 3'-UTR,Close to 3'-UTR,"""Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S10 ; no bacterial homolog; RPS10B has a paralog ; RPS10A ; that arose from the whole genome duplication; mutations in the human homolog associated with Diamond-Blackfan anemia""",Verified ORF
9082,13,733539,0.0547777337866943,0.0531184801072023,0.303135789356627,YMR231W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9083,13,734392,0.0597180413952043,0.0534916964316789,0.265010997660841,YMR231W,PEP5,SGDID:S000004844,CDS,CDS,"""Histone E3 ligase ; component of CORVET membrane tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p; involved in ubiquitination and degradation of excess histones""",Verified ORF
9084,13,735275,0.0500865182090691,0.0533137056583,0.348132922782115,YMR231W,PEP5,SGDID:S000004844,CDS,CDS,"""Histone E3 ligase ; component of CORVET membrane tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p; involved in ubiquitination and degradation of excess histones""",Verified ORF
9085,13,735637,0.0583312310927734,0.0529249088158635,0.271146986994755,YMR231W,PEP5,SGDID:S000004844,CDS,CDS,"""Histone E3 ligase ; component of CORVET membrane tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p; involved in ubiquitination and degradation of excess histones""",Verified ORF
9086,13,736201,0.0522772886096345,0.0534999498441194,0.329165794528476,YMR231W,PEP5,SGDID:S000004844,CDS,CDS,"""Histone E3 ligase ; component of CORVET membrane tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p; involved in ubiquitination and degradation of excess histones""",Verified ORF
9087,13,736304,0.0594322238078166,0.0531512680067756,0.264254203839128,YMR231W,PEP5,SGDID:S000004844,CDS,CDS,"""Histone E3 ligase ; component of CORVET membrane tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p; involved in ubiquitination and degradation of excess histones""",Verified ORF
9088,13,737273,0.0561590681175162,0.0537982028189888,0.297253522733996,YMR232W,FUS2,SGDID:S000004845,CDS,CDS,"""Cell fusion regulator; cytoplasmic protein localized to shmoo tip; required for alignment of parental nuclei before nuclear fusion during mating; contains a Dbl-homology domain; binds specifically with activated Cdc42p""",Verified ORF
9089,13,737783,0.0550873439507777,0.0534527469774982,0.303443301657814,YMR232W,FUS2,SGDID:S000004845,CDS,CDS,"""Cell fusion regulator; cytoplasmic protein localized to shmoo tip; required for alignment of parental nuclei before nuclear fusion during mating; contains a Dbl-homology domain; binds specifically with activated Cdc42p""",Verified ORF
9090,13,738123,0.0526425094519375,0.0533592944068513,0.32453076830501,YMR232W,FUS2,SGDID:S000004845,CDS,CDS,"""Cell fusion regulator; cytoplasmic protein localized to shmoo tip; required for alignment of parental nuclei before nuclear fusion during mating; contains a Dbl-homology domain; binds specifically with activated Cdc42p""",Verified ORF
9092,13,739183,0.0440885784004625,0.0533466348850241,0.409104445734301,YMR233W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9093,13,740880,0.0274126937437398,0.0531636583761931,0.606436728353633,YMR234W,RNH1,SGDID:S000004847,CDS,CDS,"""Ribonuclease H1; able to bind double-stranded RNAs and RNA-DNA hybrids; associates with RNAse polymerase I.""",Verified ORF
9094,13,740946,0.0355858001508015,0.0537595111052549,0.508438822935448,YMR234W,RNH1,SGDID:S000004847,CDS,CDS,"""Ribonuclease H1; able to bind double-stranded RNAs and RNA-DNA hybrids; associates with RNAse polymerase I.""",Verified ORF
9095,13,743797,-0.0171499848723417,0.053323987599242,0.74793202632476,YMR237W,BCH1,SGDID:S000004850,CDS,CDS,"""Member of the ChAPs family (Chs5p-Arf1p-binding proteins); members include Bch1p ; Bch2p ; Bud7p ; and Chs6p; ChAPs family proteins form the exomer complex with Chs5p to mediate export of specific cargo proteins from the Golgi to the plasma membrane; interacts selectively with the activated ; GTP-bound form of Arf1p; may interact with ribosomes; protein abundance increases and forms cytoplasmic foci in response to DNA replication stress""",Verified ORF
9096,13,748562,0.01519876726613,0.0532036751434958,0.775297382312833,YMR239C,RNT1,SGDID:S000004852,CDS,CDS,"""Nuclear dsRNA-specific ribonuclease (RNase III); involved in rDNA transcription ; rRNA processing and U2 snRNA 3' end formation by cleavage of a stem-loop structure at the 3' end of U2 snRNA; involved in polyadenylation-independent transcription termination; involved in the cell wall stress response ; regulating the degradation of cell wall integrity and morphogenesis checkpoint genes""",Verified ORF
9097,13,751130,-0.0379001975488712,0.0529975663252229,0.475000858142829,YMR240C,CUS1,SGDID:S000004853,CDS,CDS,"""Protein required for assembly of U2 snRNP into the spliceosome; forms a complex with Hsh49p and Hsh155p""",Verified ORF
9098,13,751466,-0.0533682994920849,0.0531098768297749,0.315649775843791,YMR241W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9101,13,755881,0.0387328254144505,0.0529958609757521,0.46534637325166,YMR243C,ZRC1,SGDID:S000004856,CDS,CDS,"""Vacuolar membrane zinc transporter; transports zinc from cytosol to vacuole for storage; also has role in resistance to zinc shock resulting from sudden influx of zinc into cytoplasm; human ortholog SLC30A10 functions as a Mn transporter and mutations in SLC30A10 cause neurotoxic accumulation of Mn in liver and brain; ZRC1 has a paralog ; COT1 ; that arose from the whole genome duplication""",Verified ORF
9103,13,757834,0.0407260108085841,0.0529231596761179,0.442092776509849,YMR244W,YMR244W,SGDID:S000004858,CDS,CDS,"""Putative protein of unknown function; SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole ; while mCherry fusion localizes to just the vacuole""",Uncharacterized ORF
9104,13,759401,0.0275194953548628,0.0530282608101868,0.604114491442293,YMR246W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9105,13,759805,0.0212037784944191,0.0532168628512557,0.690546048618947,YMR244C-A,COA6,SGDID:S000004857,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in cytochrome c oxidase (Complex IV) assembly; involved in delivery of copper to Complex IV; also required for efficient formation of respiratory supercomplexes comprised of Complexes III and IV; localizes to the mitochondrial intermembrane space; ortholog implicated in cardiac defects in zebrafish and human; transcription is induced in response to the DNA-damaging agent MMS; protein abundance increases in response to DNA replication stress""",Verified ORF
9106,13,761165,-0.0431530360741319,0.0530251345810372,0.416295379773042,YMR246W,FAA4,SGDID:S000004860,CDS,CDS,"""Long chain fatty acyl-CoA synthetase; activates fatty acids with a preference for C12:0-C16:0 chain lengths; role in the competitive import of long-chain fatty acids and sphingoid long-chain bases; role in stationary phase survival; localizes to lipid particles and the plasma membrane; role in sphingolipid-to-glycerolipid metabolism; forms cytoplasmic foci upon replication stress; faa1 faa4 double null complemented by any of human ACSBG1 ; ACSL1 ; 3 ; 4 ; 5 ; 6 ; SLC27A2 ; or 4""",Verified ORF
9107,13,761608,-0.0240110790937638,0.0529105159576275,0.650247747400529,YMR246W,FAA4,SGDID:S000004860,CDS,CDS,"""Long chain fatty acyl-CoA synthetase; activates fatty acids with a preference for C12:0-C16:0 chain lengths; role in the competitive import of long-chain fatty acids and sphingoid long-chain bases; role in stationary phase survival; localizes to lipid particles and the plasma membrane; role in sphingolipid-to-glycerolipid metabolism; forms cytoplasmic foci upon replication stress; faa1 faa4 double null complemented by any of human ACSBG1 ; ACSL1 ; 3 ; 4 ; 5 ; 6 ; SLC27A2 ; or 4""",Verified ORF
9108,13,761771,-0.0383695740145704,0.0532637883106828,0.471774655919643,YMR246W,FAA4,SGDID:S000004860,CDS,CDS,"""Long chain fatty acyl-CoA synthetase; activates fatty acids with a preference for C12:0-C16:0 chain lengths; role in the competitive import of long-chain fatty acids and sphingoid long-chain bases; role in stationary phase survival; localizes to lipid particles and the plasma membrane; role in sphingolipid-to-glycerolipid metabolism; forms cytoplasmic foci upon replication stress; faa1 faa4 double null complemented by any of human ACSBG1 ; ACSL1 ; 3 ; 4 ; 5 ; 6 ; SLC27A2 ; or 4""",Verified ORF
9109,13,762630,-0.0380341323770604,0.05288721896951,0.472520936386379,YNCM0034C,SNR86,SGDID:S000119075,Non-coding RNA,snoRNA_gene,"snoRNA_gene ; ""H/ACA box small nucleolar RNA (snoRNA); guides pseudouridylation of large subunit (LSU) rRNA at position U2314""",snoRNA_gene
9110,13,764921,-0.0262604906753956,0.0531471866348409,0.621536690979767,YMR247C,RKR1,SGDID:S000004861,CDS,CDS,"""RING domain E3 ubiquitin ligase; involved in ubiquitin-mediated degradation of non-stop proteins and translationally stalled ER membrane proteins; component of ribosome-bound RQC (ribosome quality control) complex; degrades products of mRNAs lacking a termination codon regardless of a poly(A) tail; functional connections to chromatin modification; homolog of mouse Listerin ; mutations in which reported to cause neurodegeneration""",Verified ORF
9112,13,770231,-0.0177345861399419,0.0530714884220696,0.738454169941435,YMR247W-A,YMR247W-A,SGDID:S000028849,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole ; while mCherry fusion localizes to just the vacuole""",Uncharacterized ORF
9113,13,770362,-0.0280758471301734,0.0532751838359702,0.598526881505033,YMR247W-A,YMR247W-A,SGDID:S000028849,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole ; while mCherry fusion localizes to just the vacuole""",Uncharacterized ORF
9116,13,774681,-0.0041347468529971,0.053528779805275,0.938473650545853,YMR251W-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9118,13,776467,0.0004027683786126,0.0530025342041941,0.993941194261632,YMR253C,YMR253C,SGDID:S000004866,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; YMR253C is not an essential gene""",Uncharacterized ORF
9119,13,777558,-0.0358102929205592,0.0530825839584728,0.500362147372628,YMR253C,YMR253C,SGDID:S000004866,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; YMR253C is not an essential gene""",Uncharacterized ORF
9121,13,779242,-0.0323166992154009,0.0531731507028942,0.543735141139283,YMR256C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9122,13,779300,-0.0585945599594329,0.0535891669004264,0.274962445038475,YMR256C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9123,13,779631,-0.0609767716169476,0.0537373017379156,0.257262729114543,YMR257C,PET111,SGDID:S000004870,CDS,CDS,"""Mitochondrial translational activator specific for the COX2 mRNA; located in the mitochondrial inner membrane""",Verified ORF
9124,13,783460,0.0008791244726669,0.0534871488922093,0.986895700807889,YMR258C,ROY1,SGDID:S000004871,CDS,CDS,"""GTPase inhibitor with similarity to F-box proteins; inhibits Ypt52p GTPase activity by preventing Ypt52p from binding GTP; involved in regulating intracellular trafficking; physically interacts with Skp1p""",Verified ORF
9125,13,790664,-0.0809104933737652,0.0529116279094817,0.1271196607941,YMR261C,TPS3,SGDID:S000004874,CDS,CDS,"""Regulatory subunit of trehalose-6-phosphate synthase/phosphatase; involved in synthesis of storage carbohydrate trehalose; expression is induced by stress conditions and repressed by the Ras-cAMP pathway; TPS3 has a paralog ; TSL1 ; that arose from the whole genome duplication""",Verified ORF
9126,13,790923,-0.0911362031779797,0.0535360989404836,0.0895735497722483,YMR261C,TPS3,SGDID:S000004874,CDS,CDS,"""Regulatory subunit of trehalose-6-phosphate synthase/phosphatase; involved in synthesis of storage carbohydrate trehalose; expression is induced by stress conditions and repressed by the Ras-cAMP pathway; TPS3 has a paralog ; TSL1 ; that arose from the whole genome duplication""",Verified ORF
9127,13,793818,-0.0484912190735565,0.0528629808910085,0.359611671427405,YMR262W,YMR262W,SGDID:S000004875,CDS,CDS,"""Protein of unknown function; interacts weakly with Knr4p; YMR262W is not an essential gene""",Uncharacterized ORF
9128,13,796580,-0.0407689907156067,0.0531414995439226,0.44348847873075,YMR265C,YMR265C,SGDID:S000004878,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
9129,13,796962,-0.0447769523532252,0.0528689363759572,0.397600956986125,YMR265C,YMR265C,SGDID:S000004878,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
9130,13,798315,-0.0172464903076799,0.0532882314808303,0.746398178763924,YMR266W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9131,13,799197,0.0435097849202869,0.0529452437997614,0.411752057282822,YMR266W,RSN1,SGDID:S000004879,CDS,CDS,"""Membrane protein of unknown function; overexpression suppresses NaCl sensitivity of sro7 mutant cells by restoring sodium pump (Ena1p) localization to the plasma membrane""",Verified ORF
9132,13,799605,0.0205107001831821,0.0529113645416662,0.698514152689079,YMR266W,RSN1,SGDID:S000004879,CDS,CDS,"""Membrane protein of unknown function; overexpression suppresses NaCl sensitivity of sro7 mutant cells by restoring sodium pump (Ena1p) localization to the plasma membrane""",Verified ORF
9133,13,800884,0.0090107848210093,0.0532346976282099,0.865684955064646,YMR266W,RSN1,SGDID:S000004879,CDS,CDS,"""Membrane protein of unknown function; overexpression suppresses NaCl sensitivity of sro7 mutant cells by restoring sodium pump (Ena1p) localization to the plasma membrane""",Verified ORF
9134,13,801587,0.0245501684748658,0.0532140554758056,0.644833493181365,YMR267W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9135,13,806573,0.0063791506092469,0.0536822308013286,0.905476289214435,YMR270C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9136,13,807168,-0.0048251306721449,0.0530742334211964,0.927613391981113,YMR271C,URA10,SGDID:S000004884,CDS,CDS,"""Minor orotate phosphoribosyltransferase (OPRTase) isozyme; catalyzes the fifth enzymatic step in the de novo biosynthesis of pyrimidines ; converting orotate into orotidine-5'-phosphate; URA10 has a paralog ; URA5 ; that arose from the whole genome duplication""",Verified ORF
9137,13,807743,-0.0083100338903358,0.0529965218072514,0.875489449271512,YMR271C,URA10,SGDID:S000004884,Close to 3'-UTR,Close to 3'-UTR,"""Minor orotate phosphoribosyltransferase (OPRTase) isozyme; catalyzes the fifth enzymatic step in the de novo biosynthesis of pyrimidines ; converting orotate into orotidine-5'-phosphate; URA10 has a paralog ; URA5 ; that arose from the whole genome duplication""",Verified ORF
9138,13,808461,-0.0213976649040522,0.0532179109147793,0.68787115633974,YMR271C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9139,13,812150,-0.0290241587344562,0.0530943227537926,0.584962672178536,YMR273C,ZDS1,SGDID:S000004886,CDS,CDS,"""Protein with a role in regulating Swe1p-dependent polarized growth; involved in maintaining Cdc55p in the cytoplasm where it promotes mitotic entry; involved in mitotic exit through Cdc14p regulation; interacts with silencing proteins at telomeres; has a role in Bcy1p localization; implicated in mRNA nuclear export; ZDS1 has a paralog ; ZDS2 ; that arose from the whole genome duplication""",Verified ORF
9140,13,812178,-0.0127820396799576,0.0530441231432693,0.809718304970318,YMR273C,ZDS1,SGDID:S000004886,CDS,CDS,"""Protein with a role in regulating Swe1p-dependent polarized growth; involved in maintaining Cdc55p in the cytoplasm where it promotes mitotic entry; involved in mitotic exit through Cdc14p regulation; interacts with silencing proteins at telomeres; has a role in Bcy1p localization; implicated in mRNA nuclear export; ZDS1 has a paralog ; ZDS2 ; that arose from the whole genome duplication""",Verified ORF
9141,13,813548,-0.0323389760881946,0.0534333218892749,0.545420947072265,YMR273C,ZDS1,SGDID:S000004886,CDS,CDS,"""Protein with a role in regulating Swe1p-dependent polarized growth; involved in maintaining Cdc55p in the cytoplasm where it promotes mitotic entry; involved in mitotic exit through Cdc14p regulation; interacts with silencing proteins at telomeres; has a role in Bcy1p localization; implicated in mRNA nuclear export; ZDS1 has a paralog ; ZDS2 ; that arose from the whole genome duplication""",Verified ORF
9144,13,819594,-0.0139134536055137,0.0529174437549247,0.792759815157071,YMR276W,DSK2,SGDID:S000004889,CDS,CDS,"""Nuclear-enriched ubiquitin-like polyubiquitin-binding protein; required for spindle pole body (SPB) duplication and for transit through the G2/M phase of the cell cycle; involved in proteolysis; interacts with the proteasome; protein abundance increases in response to DNA replication stress""",Verified ORF
9145,13,820446,0.0082223083260865,0.0532435157844268,0.877360254784185,YMR277W,FCP1,SGDID:S000004890,CDS,CDS,"""Carboxy-terminal domain (CTD) phosphatase; essential for dephosphorylation of the repeated C-terminal domain of the RNA polymerase II large subunit (Rpo21p); relocalizes to the cytosol in response to hypoxia""",Verified ORF
9146,13,821488,-0.0346013362272087,0.0530378648237995,0.514574647590824,YMR277W,FCP1,SGDID:S000004890,CDS,CDS,"""Carboxy-terminal domain (CTD) phosphatase; essential for dephosphorylation of the repeated C-terminal domain of the RNA polymerase II large subunit (Rpo21p); relocalizes to the cytosol in response to hypoxia""",Verified ORF
9147,13,822712,-0.0265217277203518,0.0537507993008999,0.622022574374371,YMR278W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9148,13,823029,-0.0454610724398087,0.0529472793602697,0.391138260824782,YMR278W,PRM15,SGDID:S000004891,CDS,CDS,"""Phosphoribomutase; catalyzes interconversion of ribose-1-phosphate and ribose-5-phosphate; has some phosphoglucomutase activity but primary activity in vivo is phosphoribomutase; contributes to ribose recycling in the pentose phosphate pathway; transcription induced in response to stress; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; non-essential""",Verified ORF
9149,13,825841,-0.0104121440425562,0.0529929676108161,0.844346285667497,YMR279C,ATR2,SGDID:S000004892,CDS,CDS,"""Putative boron transporter involved in boron efflux and resistance; overexpression mutant but not null mutant displays boron tolerance phenotype; identified as a heat-induced gene in a high-throughout screen; YMR279C is not an essential gene; YMR279C has a paralog ; ATR1 ; that arose from the whole genome duplication""",Verified ORF
9150,13,827082,-0.0093762865744026,0.0532963455966451,0.860451871139817,YMR280C,CAT8,SGDID:S000004893,CDS,CDS,"""Zinc cluster transcriptional activator; necessary for derepression of a variety of genes under non-fermentative growth conditions ; active after diauxic shift ; binds carbon source responsive elements; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
9151,13,828799,4.691655281433e-05,0.0530748546994085,0.999295193805852,YMR280C,CAT8,SGDID:S000004893,CDS,CDS,"""Zinc cluster transcriptional activator; necessary for derepression of a variety of genes under non-fermentative growth conditions ; active after diauxic shift ; binds carbon source responsive elements; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
9152,13,830349,-0.0049387919608428,0.0533877651551802,0.926346963574886,YMR280C,CAT8,SGDID:S000004893,CDS,CDS,"""Zinc cluster transcriptional activator; necessary for derepression of a variety of genes under non-fermentative growth conditions ; active after diauxic shift ; binds carbon source responsive elements; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
9153,13,830456,-0.0032923630902274,0.0533085774880671,0.950788532560384,YMR280C,CAT8,SGDID:S000004893,CDS,CDS,"""Zinc cluster transcriptional activator; necessary for derepression of a variety of genes under non-fermentative growth conditions ; active after diauxic shift ; binds carbon source responsive elements; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
9154,13,832641,0.034639028966168,0.0530038884002394,0.513847429744725,YMR281W,GPI12,SGDID:S000004894,CDS,CDS,"""ER membrane protein involved in the second step of GPI anchor assembly; the second step is the de-N-acetylation of the N-acetylglucosaminylphosphatidylinositol intermediate; functional homolog of human PIG-Lp; GPI stands for glycosylphosphatidylinositol""",Verified ORF
9156,13,833658,0.0625571159070827,0.0532725294859377,0.241072598958936,YMR282C,AEP2,SGDID:S000004895,CDS,CDS,"""Mitochondrial protein; likely involved in translation of the mitochondrial OLI1 mRNA; exhibits genetic interaction with the OLI1 mRNA 5'-untranslated leader""",Verified ORF
9157,13,834662,0.055877747523089,0.0531723582333931,0.294032755838573,YMR282C,AEP2,SGDID:S000004895,CDS,CDS,"""Mitochondrial protein; likely involved in translation of the mitochondrial OLI1 mRNA; exhibits genetic interaction with the OLI1 mRNA 5'-untranslated leader""",Verified ORF
9158,13,835125,0.0587216721479946,0.053234180844832,0.270742945112348,YMR282C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9159,13,836259,0.0428371523733004,0.0534063995055978,0.423036059022533,YMR283C,RIT1,SGDID:S000004896,CDS,CDS,"""Initiator methionine 2'-O-ribosyl phosphate transferase; modifies the initiator methionine tRNA at position 64 to distinguish it from elongator methionine tRNA""",Verified ORF
9161,13,838018,0.0650060375621355,0.0536867254548693,0.226766758670502,tY(GUA)M2_NFR/NDR,,,Promoter,Promoter,,Promoter
