SNP,Chr,Pos,Effect,SE,ERG11_ORM2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
8230,12,803607,-0.0542213494124161,0.0759510767985758,0.475761779574563,YLR337C,VRP1,SGDID:S000004329,CDS,CDS,"""Verprolin ; proline-rich actin-associated protein; involved in cytoskeletal organization and cytokinesis; promotes actin nucleation and endocytosis; related to mammalian Wiskott-Aldrich syndrome protein (WASP)-interacting protein (WIP)""",Verified ORF
8231,12,804626,-0.050780616489679,0.0763910407900735,0.50664717622189,YLR337C,VRP1,SGDID:S000004329,CDS,CDS,"""Verprolin ; proline-rich actin-associated protein; involved in cytoskeletal organization and cytokinesis; promotes actin nucleation and endocytosis; related to mammalian Wiskott-Aldrich syndrome protein (WASP)-interacting protein (WIP)""",Verified ORF
8232,12,804630,-0.0347776188806744,0.0765230908859216,0.649768316239931,YLR337C,VRP1,SGDID:S000004329,CDS,CDS,"""Verprolin ; proline-rich actin-associated protein; involved in cytoskeletal organization and cytokinesis; promotes actin nucleation and endocytosis; related to mammalian Wiskott-Aldrich syndrome protein (WASP)-interacting protein (WIP)""",Verified ORF
8233,12,804633,-0.0512478864111385,0.0766429189224737,0.504150799861018,YLR337C,VRP1,SGDID:S000004329,CDS,CDS,"""Verprolin ; proline-rich actin-associated protein; involved in cytoskeletal organization and cytokinesis; promotes actin nucleation and endocytosis; related to mammalian Wiskott-Aldrich syndrome protein (WASP)-interacting protein (WIP)""",Verified ORF
8234,12,805260,-0.0919483949789044,0.076251391173054,0.228679644007968,YLR337C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8235,12,806743,-0.0955210735373647,0.0757130249514338,0.207918546986034,YLR340W,RPP0,SGDID:S000004332,CDS,CDS,"""Conserved ribosomal protein P0 of the ribosomal stalk; involved in interaction between translational elongation factors and the ribosome; phosphorylated on serine 302; homologous to mammalian ribosomal protein LP0 and bacterial L10""",Verified ORF
8236,12,807037,-0.162565673739947,0.0759186369398423,0.0329329356941698,YLR339C,YLR339C,SGDID:S000004331,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the essential gene RPP0""",Dubious ORF
8238,12,807547,-0.162565673739947,0.0759186369398423,0.0329329356941698,YLR341W,SPO77,SGDID:S000004333,CDS,CDS,"""Meiosis-specific protein of unknown function; required for spore wall formation during sporulation and for timely prospore membrane closure along with SPS1; required with Sps1p for phosphorylation and turnover of Ssp1p; dispensable for both nuclear divisions during meiosis""",Verified ORF
8240,12,811797,-0.181372009501804,0.0754796110236405,0.0167799092278289,YLR342W,FKS1,SGDID:S000004334,CDS,CDS,"""Catalytic subunit of 1,3-beta-D-glucan synthase; functionally redundant with alternate catalytic subunit Gsc2p; binds to regulatory subunit Rho1p; involved in cell wall synthesis and maintenance; localizes to sites of cell wall remodeling; FKS1 has a paralog ; GSC2 ; that arose from the whole genome duplication""",Verified ORF
8245,12,824912,-0.175906473826708,0.0755856473042083,0.0205171100802671,YLR347C,KAP95,SGDID:S000004339,CDS,CDS,"""Karyopherin beta; forms a complex with Srp1p/Kap60p; interacts with nucleoporins to mediate nuclear import of NLS-containing cargo proteins via the nuclear pore complex; regulates PC biosynthesis; GDP-to-GTP exchange factor for Gsp1p""",Verified ORF
8246,12,825661,-0.173330862742246,0.0757326467498548,0.0226857965278334,YLR347C,KAP95,SGDID:S000004339,CDS,CDS,"""Karyopherin beta; forms a complex with Srp1p/Kap60p; interacts with nucleoporins to mediate nuclear import of NLS-containing cargo proteins via the nuclear pore complex; regulates PC biosynthesis; GDP-to-GTP exchange factor for Gsp1p""",Verified ORF
8250,12,828754,-0.162297224719404,0.0766340083815514,0.034888674268266,YLR350W,ORM2,SGDID:S000004342,CDS,CDS,"""Protein that mediates sphingolipid homeostasis; evolutionarily conserved ; required for resistance to agents that induce unfolded protein response; Orm1p and Orm2p together control membrane biogenesis by coordinating lipid homeostasis with protein quality control; protein abundance increases in response to DNA replication stress; ORM2 has a paralog ; ORM1 ; that arose from the whole genome duplication""",Verified ORF
8254,12,829553,-0.137346461744684,0.076893484309465,0.0749264932899197,YLR351C,NIT3,SGDID:S000004343,CDS,CDS,"""Nit protein; one of two proteins in S. cerevisiae with similarity to the Nit domain of NitFhit from fly and worm and to the mouse and human Nit protein which interacts with the Fhit tumor suppressor; nitrilase superfamily member""",Verified ORF
8255,12,829993,-0.18373711506897,0.0754068870254187,0.0153193205831588,YLR351C,NIT3,SGDID:S000004343,CDS,CDS,"""Nit protein; one of two proteins in S. cerevisiae with similarity to the Nit domain of NitFhit from fly and worm and to the mouse and human Nit protein which interacts with the Fhit tumor suppressor; nitrilase superfamily member""",Verified ORF
8256,12,831532,-0.196127894744232,0.0757876005242744,0.0100561546439729,YLR352W,LUG1,SGDID:S000004344,CDS,CDS,"""Protein of unknown function with similarity to F-box proteins; interacts with the core SCF ubiquitin ligase complex subunits Skp1p and Cdc53p; LUG1 deletion prevents cells containing the [URE3] prion or lacking Ure2p from growing on glycerol""",Verified ORF
8257,12,832184,-0.119414674762479,0.0763756092955986,0.11882670645081,YLR352W,LUG1,SGDID:S000004344,CDS,CDS,"""Protein of unknown function with similarity to F-box proteins; interacts with the core SCF ubiquitin ligase complex subunits Skp1p and Cdc53p; LUG1 deletion prevents cells containing the [URE3] prion or lacking Ure2p from growing on glycerol""",Verified ORF
8258,12,836320,-0.110437618285111,0.0760968323666412,0.147590699532359,YLR353W,BUD8,SGDID:S000004345,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in bud-site selection; diploid mutants display a unipolar budding pattern instead of the wild-type bipolar pattern ; and bud at the proximal pole; BUD8 has a paralog ; BUD9 ; that arose from the whole genome duplication""",Verified ORF
8259,12,836321,-0.12135634693192,0.0762299749763148,0.112284983906212,YLR353W,BUD8,SGDID:S000004345,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in bud-site selection; diploid mutants display a unipolar budding pattern instead of the wild-type bipolar pattern ; and bud at the proximal pole; BUD8 has a paralog ; BUD9 ; that arose from the whole genome duplication""",Verified ORF
8260,12,837460,-0.095377480770328,0.0765939087925705,0.21387103267038,YLR354C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8261,12,838168,-0.0887047106227568,0.0762641115544623,0.245564353584572,YLR355C,ILV5,SGDID:S000004347,CDS,CDS,"""Acetohydroxyacid reductoisomerase and mtDNA binding protein; involved in branched-chain amino acid biosynthesis and maintenance of wild-type mitochondrial DNA; found in mitochondrial nucleoids""",Verified ORF
8262,12,840314,-0.0592919984865197,0.0764674896935831,0.438629356480412,YLR356W,ATG33,SGDID:S000004348,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial mitophagy-specific protein; required primarily for mitophagy induced at post-log phase; not required for other types of selective autophagy or macroautophagy; conserved within fungi ; but not in higher eukaryotes; ATG33 has a paralog ; SCM4 ; that arose from the whole genome duplication""",Verified ORF
8263,12,840557,-0.0738093823464058,0.0760364827663584,0.332357305196142,YLR356W,ATG33,SGDID:S000004348,CDS,CDS,"""Mitochondrial mitophagy-specific protein; required primarily for mitophagy induced at post-log phase; not required for other types of selective autophagy or macroautophagy; conserved within fungi ; but not in higher eukaryotes; ATG33 has a paralog ; SCM4 ; that arose from the whole genome duplication""",Verified ORF
8264,12,842368,-0.0336621665893183,0.0772326671510607,0.663209074493181,YLR357W,RSC2,SGDID:S000004349,CDS,CDS,"""Component of the RSC chromatin remodeling complex; required for expression of mid-late sporulation-specific genes; involved in telomere maintenance; RSC2 has a paralog ; RSC1 ; that arose from the whole genome duplication""",Verified ORF
8265,12,843076,-0.0805274528679165,0.0768765081939908,0.295589844965369,YLR357W,RSC2,SGDID:S000004349,CDS,CDS,"""Component of the RSC chromatin remodeling complex; required for expression of mid-late sporulation-specific genes; involved in telomere maintenance; RSC2 has a paralog ; RSC1 ; that arose from the whole genome duplication""",Verified ORF
8266,12,843963,-0.0887893966813953,0.0766983843771318,0.247792174006047,YLR357W,RSC2,SGDID:S000004349,CDS,CDS,"""Component of the RSC chromatin remodeling complex; required for expression of mid-late sporulation-specific genes; involved in telomere maintenance; RSC2 has a paralog ; RSC1 ; that arose from the whole genome duplication""",Verified ORF
8268,12,846897,-0.120515852172648,0.0762005486140954,0.114645254376922,YLR360W,VPS38,SGDID:S000004352,CDS,CDS,"""Part of a Vps34p phosphatidylinositol 3-kinase complex; functions in carboxypeptidase Y (CPY) sorting; binds Vps30p and Vps34p to promote production of phosphatidylinositol 3-phosphate (PtdIns3P) which stimulates kinase activity; required for overflow degradation of misfolded proteins when ERAD is saturated""",Verified ORF
8270,12,853997,-0.0798454391628339,0.0763242873010187,0.296214923038041,YLR363C,NMD4,SGDID:S000004355,Close to 3'-UTR,Close to 3'-UTR,"""Protein that may be involved in nonsense-mediated mRNA decay; interacts with Nam7p ; relocalizes from nucleus to cytoplasmic foci upon DNA replication stress""",Verified ORF
8271,12,854833,-0.106860593276708,0.0763949171729221,0.162753363851135,YLR364W,GRX8,SGDID:S000004356,Close to 3'-UTR,Close to 3'-UTR,"""Glutaredoxin that employs a dithiol mechanism of catalysis; monomeric; activity is low and null mutation does not affect sensitivity to oxidative stress; GFP-fusion protein localizes to the cytoplasm; expression strongly induced by arsenic""",Verified ORF
8272,12,859419,-0.0990132210462734,0.0768429141301342,0.198410733823363,YLR369W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8273,12,860244,-0.111356335157097,0.0768780086032765,0.148370225146212,YLR369W,SSQ1,SGDID:S000004361,CDS,CDS,"""Mitochondrial hsp70-type molecular chaperone; required for assembly of iron/sulfur clusters into proteins at a step after cluster synthesis; involved in maturation of Grx5p and Yfh1p ; which is a homolog of human frataxin implicated in Friedreich's ataxia""",Verified ORF
8274,12,860259,-0.11031353289669,0.0764948687212366,0.150159734677109,YLR369W,SSQ1,SGDID:S000004361,CDS,CDS,"""Mitochondrial hsp70-type molecular chaperone; required for assembly of iron/sulfur clusters into proteins at a step after cluster synthesis; involved in maturation of Grx5p and Yfh1p ; which is a homolog of human frataxin implicated in Friedreich's ataxia""",Verified ORF
8275,12,860877,-0.0580601407642845,0.0772124738061786,0.452580479519081,YLR369W,SSQ1,SGDID:S000004361,CDS,CDS,"""Mitochondrial hsp70-type molecular chaperone; required for assembly of iron/sulfur clusters into proteins at a step after cluster synthesis; involved in maturation of Grx5p and Yfh1p ; which is a homolog of human frataxin implicated in Friedreich's ataxia""",Verified ORF
8276,12,862519,-0.0408041257967586,0.0780103643627382,0.601260438485611,YLR371W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8277,12,862720,-0.0780393483733997,0.0774745007487725,0.314485028169211,YLR371W,ROM2,SGDID:S000004363,CDS,CDS,"""Guanine nucleotide exchange factor (GEF) for Rho1p and Rho2p; mutations are synthetically lethal with mutations in rom1 ; which also encodes a GEF; Rom2p localization to the bud surface is dependent on Ack1p; ROM2 has a paralog ; ROM1 ; that arose from the whole genome duplication""",Verified ORF
8278,12,863920,-0.069870909758202,0.0768885168261706,0.364112602351519,YLR371W,ROM2,SGDID:S000004363,CDS,CDS,"""Guanine nucleotide exchange factor (GEF) for Rho1p and Rho2p; mutations are synthetically lethal with mutations in rom1 ; which also encodes a GEF; Rom2p localization to the bud surface is dependent on Ack1p; ROM2 has a paralog ; ROM1 ; that arose from the whole genome duplication""",Verified ORF
8279,12,867397,-0.0672883087644961,0.0776816486273875,0.386965565617339,YLR372W,ELO3,SGDID:S000004364,CDS,CDS,"""Elongase; involved in fatty acid and sphingolipid biosynthesis; synthesizes very long chain 20-26-carbon fatty acids from C18-CoA primers; involved in regulation of sphingolipid biosynthesis; lethality of the elo2 elo3 double null mutation is functionally complemented by human ELOVL1 and weakly complemented by human ELOVL3 or ELOV7""",Verified ORF
8280,12,868297,-0.0696497427242855,0.0775676732422309,0.369838997021325,YLR372W,ELO3,SGDID:S000004364,CDS,CDS,"""Elongase; involved in fatty acid and sphingolipid biosynthesis; synthesizes very long chain 20-26-carbon fatty acids from C18-CoA primers; involved in regulation of sphingolipid biosynthesis; lethality of the elo2 elo3 double null mutation is functionally complemented by human ELOVL1 and weakly complemented by human ELOVL3 or ELOV7""",Verified ORF
8281,12,869357,-0.0608974125982816,0.0772233624026276,0.430882150365843,YLR373C,VID22,SGDID:S000004365,CDS,CDS,"""Glycosylated integral membrane protein localized to plasma membrane; plays a role in fructose-1,6-bisphosphatase (FBPase) degradation; involved in FBPase transport from the cytosol to Vid (vacuole import and degradation) vesicles; VID22 has a paralog ; ENV11 ; that arose from the whole genome duplication""",Verified ORF
8282,12,871085,-0.073707794243683,0.0769667039812299,0.33889056229885,YLR373C,VID22,SGDID:S000004365,CDS,CDS,"""Glycosylated integral membrane protein localized to plasma membrane; plays a role in fructose-1,6-bisphosphatase (FBPase) degradation; involved in FBPase transport from the cytosol to Vid (vacuole import and degradation) vesicles; VID22 has a paralog ; ENV11 ; that arose from the whole genome duplication""",Verified ORF
8283,12,871998,-0.0733585253265655,0.0769676492664734,0.341187243170906,YLR375W,STP3,SGDID:S000004367,CDS,CDS,"""Zinc-finger protein of unknown function; possibly involved in pre-tRNA splicing and in uptake of branched-chain amino acids; STP3 has a paralog ; STP4 ; that arose from the whole genome duplication""",Verified ORF
8284,12,871999,-0.0687745376105875,0.0772718071043311,0.374053780881948,YLR375W,STP3,SGDID:S000004367,CDS,CDS,"""Zinc-finger protein of unknown function; possibly involved in pre-tRNA splicing and in uptake of branched-chain amino acids; STP3 has a paralog ; STP4 ; that arose from the whole genome duplication""",Verified ORF
8285,12,872037,-0.0734379690853233,0.0768234970719338,0.339761237602499,YLR375W,STP3,SGDID:S000004367,CDS,CDS,"""Zinc-finger protein of unknown function; possibly involved in pre-tRNA splicing and in uptake of branched-chain amino acids; STP3 has a paralog ; STP4 ; that arose from the whole genome duplication""",Verified ORF
8286,12,872065,-0.0907580583215081,0.0764872248384904,0.236192084674566,YLR375W,STP3,SGDID:S000004367,CDS,CDS,"""Zinc-finger protein of unknown function; possibly involved in pre-tRNA splicing and in uptake of branched-chain amino acids; STP3 has a paralog ; STP4 ; that arose from the whole genome duplication""",Verified ORF
8287,12,872449,-0.0830552231097612,0.076705379629519,0.279644149389206,YLR375W,STP3,SGDID:S000004367,CDS,CDS,"""Zinc-finger protein of unknown function; possibly involved in pre-tRNA splicing and in uptake of branched-chain amino acids; STP3 has a paralog ; STP4 ; that arose from the whole genome duplication""",Verified ORF
8288,12,873601,-0.0579894963944393,0.0771034596692989,0.452492232647538,YLR376C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8292,12,873750,-0.0865696499852946,0.0780017734497366,0.267822552075622,SUT281,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
8293,12,874900,-0.0795509359460957,0.0772463112596791,0.303792676978107,SUT281,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
8294,12,876059,-0.0944129288715405,0.0780369428131088,0.227146350703467,YLR378C,SEC61,SGDID:S000004370,CDS,CDS,"""Conserved ER protein translocation channel; essential subunit of Sec61 complex (Sec61p ; Sbh1p ; and Sss1p); forms channel for SRP-dependent protein import; with Sec63 complex is required for SRP-independent protein translocation into the ER; involved in posttranslational soluble protein import into the ER ; ERAD of soluble substrates ; and misfolded soluble protein export from the ER""",Verified ORF
8295,12,879953,-0.114337937280784,0.0774908200535021,0.140968744952311,YLR381W,CTF3,SGDID:S000004373,CDS,CDS,"""Outer kinetochore protein that forms a complex with Mcm16p and Mcm22p; may bind the kinetochore to spindle microtubules; required for the spindle assembly checkpoint; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-I and fission yeast mis6""",Verified ORF
8297,12,885953,-0.117911356695359,0.0778074357323437,0.130559641641131,YLR383W,SMC6,SGDID:S000004375,CDS,CDS,"""Subunit of the SMC5-SMC6 complex; the SMC5-SMC6 complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair; homologous to S. pombe rad18""",Verified ORF
8298,12,885965,-0.108237238601643,0.0766668738055326,0.158893762207072,YLR383W,SMC6,SGDID:S000004375,CDS,CDS,"""Subunit of the SMC5-SMC6 complex; the SMC5-SMC6 complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair; homologous to S. pombe rad18""",Verified ORF
8299,12,886192,-0.0883504907394138,0.0763793700853414,0.248163899135769,YLR383W,SMC6,SGDID:S000004375,CDS,CDS,"""Subunit of the SMC5-SMC6 complex; the SMC5-SMC6 complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair; homologous to S. pombe rad18""",Verified ORF
8300,12,888202,-0.116970252700904,0.0761885676187554,0.125612554726313,YLR383W,SMC6,SGDID:S000004375,CDS,CDS,"""Subunit of the SMC5-SMC6 complex; the SMC5-SMC6 complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair; homologous to S. pombe rad18""",Verified ORF
8304,12,892496,-0.108802734894787,0.0768883660668065,0.157928317871276,YLR384C,IKI3,SGDID:S000004376,CDS,CDS,"""Subunit of Elongator complex; Elongator is required for modification of wobble nucleosides in tRNA; maintains structural integrity of Elongator; homolog of human IKAP ; mutations in which cause familial dysautonomia (FD)""",Verified ORF
8305,12,892506,-0.100419993475463,0.0764530106902162,0.189872151336375,YLR384C,IKI3,SGDID:S000004376,CDS,CDS,"""Subunit of Elongator complex; Elongator is required for modification of wobble nucleosides in tRNA; maintains structural integrity of Elongator; homolog of human IKAP ; mutations in which cause familial dysautonomia (FD)""",Verified ORF
8306,12,892960,-0.0890937141020984,0.0769036438789,0.247438734813028,YLR384C,IKI3,SGDID:S000004376,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of Elongator complex; Elongator is required for modification of wobble nucleosides in tRNA; maintains structural integrity of Elongator; homolog of human IKAP ; mutations in which cause familial dysautonomia (FD)""",Verified ORF
8307,12,893418,-0.0913578841868262,0.0761507793698885,0.231061508272355,YLR386W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8308,12,893539,-0.0966349756177592,0.0763509449110712,0.206466554909664,YLR386W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8309,12,894077,-0.105073839003078,0.0764334366903562,0.170093242241774,YLR386W,VAC14,SGDID:S000004378,CDS,CDS,"""Enzyme regulator; involved in synthesis of phosphatidylinositol 3,5-bisphosphate ; in control of trafficking of some proteins to the vacuole lumen via the MVB ; and in maintenance of vacuole size and acidity; binds negative (Fig4p) and positive (Fab1p) regulators of PtdIns(3,5)P(2) to control endolysosome function; similar to mammalian Vac14p""",Verified ORF
8310,12,894613,-0.0611218133618093,0.0772380523656167,0.429275088518465,YLR386W,VAC14,SGDID:S000004378,CDS,CDS,"""Enzyme regulator; involved in synthesis of phosphatidylinositol 3,5-bisphosphate ; in control of trafficking of some proteins to the vacuole lumen via the MVB ; and in maintenance of vacuole size and acidity; binds negative (Fig4p) and positive (Fab1p) regulators of PtdIns(3,5)P(2) to control endolysosome function; similar to mammalian Vac14p""",Verified ORF
8311,12,895625,-0.0578662746237419,0.0764411133346831,0.449552071437448,YLR386W,VAC14,SGDID:S000004378,CDS,CDS,"""Enzyme regulator; involved in synthesis of phosphatidylinositol 3,5-bisphosphate ; in control of trafficking of some proteins to the vacuole lumen via the MVB ; and in maintenance of vacuole size and acidity; binds negative (Fig4p) and positive (Fab1p) regulators of PtdIns(3,5)P(2) to control endolysosome function; similar to mammalian Vac14p""",Verified ORF
8312,12,896144,-0.0567635382489137,0.0763589199286245,0.45774734775575,YLR386W,VAC14,SGDID:S000004378,CDS,CDS,"""Enzyme regulator; involved in synthesis of phosphatidylinositol 3,5-bisphosphate ; in control of trafficking of some proteins to the vacuole lumen via the MVB ; and in maintenance of vacuole size and acidity; binds negative (Fig4p) and positive (Fab1p) regulators of PtdIns(3,5)P(2) to control endolysosome function; similar to mammalian Vac14p""",Verified ORF
8313,12,896189,-0.0423963850390101,0.0761595345370985,0.578099760586611,YLR386W,VAC14,SGDID:S000004378,CDS,CDS,"""Enzyme regulator; involved in synthesis of phosphatidylinositol 3,5-bisphosphate ; in control of trafficking of some proteins to the vacuole lumen via the MVB ; and in maintenance of vacuole size and acidity; binds negative (Fig4p) and positive (Fab1p) regulators of PtdIns(3,5)P(2) to control endolysosome function; similar to mammalian Vac14p""",Verified ORF
8314,12,896923,-0.0455423397320094,0.0770435446379561,0.554815203353676,YLR387C,REH1,SGDID:S000004379,CDS,CDS,"""Cytoplasmic 60S subunit biogenesis factor; associates with pre-60S particles; similar to Rei1p and shares partially redundant function in cytoplasmic 60S subunit maturation; contains dispersed C2H2 zinc finger domains""",Verified ORF
8315,12,897975,-0.0372538559846377,0.0770938280345562,0.629233802838822,YLR388W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8316,12,898095,-0.0821356190883419,0.076461168527339,0.283460730937883,YLR387C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8317,12,899065,-0.0598527722006964,0.0768300668001799,0.436485151823445,snR34_NFR/NDR,,,Promoter,Promoter,,Promoter
8318,12,899557,-0.035414995134154,0.0771667419583838,0.646558866854499,YLR388W,RPS29A,SGDID:S000004380,Close to 3'-UTR,Close to 3'-UTR,"""Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S29 and bacterial S14; RPS29A has a paralog ; RPS29B ; that arose from the whole genome duplication""",Verified ORF
8319,12,899794,-0.0376220053066337,0.0764438265021671,0.622917605126743,YLR389C,STE23,SGDID:S000004381,CDS,CDS,"""Metalloprotease; involved in N-terminal processing of pro-a-factor to mature form; expressed in both haploids and diploids; one of two yeast homologs of human insulin-degrading enzyme (hIDE); homolog Axl1p is also involved in processing of pro-a-factor""",Verified ORF
8320,12,899835,-0.053096933704045,0.0769140078745799,0.490433073250845,YLR389C,STE23,SGDID:S000004381,CDS,CDS,"""Metalloprotease; involved in N-terminal processing of pro-a-factor to mature form; expressed in both haploids and diploids; one of two yeast homologs of human insulin-degrading enzyme (hIDE); homolog Axl1p is also involved in processing of pro-a-factor""",Verified ORF
8321,12,899898,-0.0318477432755617,0.077603090980802,0.681766863415692,YLR389C,STE23,SGDID:S000004381,CDS,CDS,"""Metalloprotease; involved in N-terminal processing of pro-a-factor to mature form; expressed in both haploids and diploids; one of two yeast homologs of human insulin-degrading enzyme (hIDE); homolog Axl1p is also involved in processing of pro-a-factor""",Verified ORF
8322,12,900301,-0.0421156222373251,0.0764672212609084,0.582141794009739,YLR389C,STE23,SGDID:S000004381,CDS,CDS,"""Metalloprotease; involved in N-terminal processing of pro-a-factor to mature form; expressed in both haploids and diploids; one of two yeast homologs of human insulin-degrading enzyme (hIDE); homolog Axl1p is also involved in processing of pro-a-factor""",Verified ORF
8323,12,900312,-0.0498496355124013,0.0774554186753357,0.520258370003656,YLR389C,STE23,SGDID:S000004381,CDS,CDS,"""Metalloprotease; involved in N-terminal processing of pro-a-factor to mature form; expressed in both haploids and diploids; one of two yeast homologs of human insulin-degrading enzyme (hIDE); homolog Axl1p is also involved in processing of pro-a-factor""",Verified ORF
8324,12,901022,-0.0724888029717147,0.076847901694766,0.346184733694451,YLR389C,STE23,SGDID:S000004381,CDS,CDS,"""Metalloprotease; involved in N-terminal processing of pro-a-factor to mature form; expressed in both haploids and diploids; one of two yeast homologs of human insulin-degrading enzyme (hIDE); homolog Axl1p is also involved in processing of pro-a-factor""",Verified ORF
8325,12,901592,-0.0645812085676101,0.0764645707170059,0.398911854522033,YLR389C,STE23,SGDID:S000004381,CDS,CDS,"""Metalloprotease; involved in N-terminal processing of pro-a-factor to mature form; expressed in both haploids and diploids; one of two yeast homologs of human insulin-degrading enzyme (hIDE); homolog Axl1p is also involved in processing of pro-a-factor""",Verified ORF
8326,12,903048,-0.0829043932437924,0.0760250662592597,0.276242207698045,YLR389C,STE23,SGDID:S000004381,Close to 3'-UTR,Close to 3'-UTR,"""Metalloprotease; involved in N-terminal processing of pro-a-factor to mature form; expressed in both haploids and diploids; one of two yeast homologs of human insulin-degrading enzyme (hIDE); homolog Axl1p is also involved in processing of pro-a-factor""",Verified ORF
8327,12,903643,-0.0511600210567285,0.07628650249292,0.502894756961698,YLR390W-A_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8328,12,903722,-0.0612907281228455,0.0763178306238398,0.422458262922673,YLR390W-A_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8329,12,903918,-0.0668613690467844,0.0761692971169057,0.380649593121366,YLR390W-A,CCW14,SGDID:S000006429,CDS,CDS,"""Covalently linked cell wall glycoprotein; present in the inner layer of the cell wall""",Verified ORF
8330,12,906577,-0.0561626426271126,0.0767074446074285,0.464552602050616,CUT275_NFR/NDR,,,Promoter,Promoter,,Promoter
8331,12,907052,-0.084910825420779,0.0764082533637622,0.267204942457714,YLR393W_NFR/NDR,,,Promoter,Promoter,,Promoter
8332,12,908556,-0.0819665559534394,0.0767722270946738,0.286403979020552,YLR394W,CST9,SGDID:S000004386,CDS,CDS,"""SUMO E3 ligase; required for synaptonemal complex formation; localizes to synapsis initiation sites on meiotic chromosomes; associates with centromeres early in meiosis ; then with chromosome axes and finally with double-strand break sites that are engaged in repair by crossovers; potential Cdc28p substrate""",Verified ORF
8333,12,910090,0.0177232378116367,0.0766214790461187,0.81720876969634,YLR395C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8334,12,910376,0.0235288019189771,0.0762439207750698,0.757808577121909,YLR396C,VPS33,SGDID:S000004388,CDS,CDS,"""ATP-binding protein that is a subunit of the HOPS and CORVET complexes; essential for protein sorting ; vesicle docking ; and fusion at the vacuole; binds to SNARE domains""",Verified ORF
8335,12,910442,0.0057142902138405,0.0763137775374353,0.940353495547838,YLR396C,VPS33,SGDID:S000004388,CDS,CDS,"""ATP-binding protein that is a subunit of the HOPS and CORVET complexes; essential for protein sorting ; vesicle docking ; and fusion at the vacuole; binds to SNARE domains""",Verified ORF
8336,12,910650,0.0022359250814735,0.0767699109967195,0.976781341259639,YLR396C,VPS33,SGDID:S000004388,CDS,CDS,"""ATP-binding protein that is a subunit of the HOPS and CORVET complexes; essential for protein sorting ; vesicle docking ; and fusion at the vacuole; binds to SNARE domains""",Verified ORF
8337,12,911265,-0.0247502764286914,0.0769940027025396,0.748054195055362,YLR396C,VPS33,SGDID:S000004388,CDS,CDS,"""ATP-binding protein that is a subunit of the HOPS and CORVET complexes; essential for protein sorting ; vesicle docking ; and fusion at the vacuole; binds to SNARE domains""",Verified ORF
8338,12,911416,-0.0055728927554185,0.0771149840641516,0.942430104435813,YLR396C,VPS33,SGDID:S000004388,CDS,CDS,"""ATP-binding protein that is a subunit of the HOPS and CORVET complexes; essential for protein sorting ; vesicle docking ; and fusion at the vacuole; binds to SNARE domains""",Verified ORF
8340,12,913066,-0.0297760579450125,0.0764389294870073,0.697111268330838,YLR397C,AFG2,SGDID:S000004389,CDS,CDS,"""ATPase of the CDC48/PAS1/SEC18 (AAA) family ; forms a hexameric complex; is essential for pre-60S maturation and release of several preribosome maturation factors; releases Rlp24p from purified pre-60S particles in vitro; target of the ribosomal biosynthesis inhibitor diazaborine; may be involved in degradation of aberrant mRNAs""",Verified ORF
8341,12,913703,0.0287028085179235,0.0765597298098508,0.707954482044068,YLR397C,AFG2,SGDID:S000004389,CDS,CDS,"""ATPase of the CDC48/PAS1/SEC18 (AAA) family ; forms a hexameric complex; is essential for pre-60S maturation and release of several preribosome maturation factors; releases Rlp24p from purified pre-60S particles in vitro; target of the ribosomal biosynthesis inhibitor diazaborine; may be involved in degradation of aberrant mRNAs""",Verified ORF
