SNP,Chr,Pos,Effect,SE,ERV25_EMP47_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
11766,16,653824,0.122532132906682,0.160835933055132,0.446660912659779,YPR043W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11767,16,653904,0.0634464214315671,0.163974156667396,0.699041631864309,YPR043W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11770,16,656034,0.0924741514756347,0.160217513336277,0.564186592300508,YPR045C,THP3,SGDID:S000006249,CDS,CDS,"""Protein that may have a role in transcription elongation; forms a complex with Csn12p that is recruited to transcribed genes; possibly involved in splicing based on pre-mRNA accumulation defect for many intron-containing genes""",Verified ORF
11771,16,656502,0.0609002179981606,0.160260319743544,0.704167942252717,YPR045C,THP3,SGDID:S000006249,CDS,CDS,"""Protein that may have a role in transcription elongation; forms a complex with Csn12p that is recruited to transcribed genes; possibly involved in splicing based on pre-mRNA accumulation defect for many intron-containing genes""",Verified ORF
11772,16,656563,0.0971539769459789,0.160448255264931,0.545225331839366,YPR046W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11773,16,656677,0.0632673453621826,0.160237471755065,0.693203198226498,YPR046W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11774,16,656737,0.052789413433289,0.160002052685383,0.741648858295895,YPR046W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11775,16,656911,0.0082640216480725,0.160317810821608,0.958918213835196,YPR046W,MCM16,SGDID:S000006250,CDS,CDS,"""Component of the Ctf19 complex and the COMA subcomplex; involved in kinetochore-microtubule mediated chromosome segregation; binds to centromere DNA; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-H and fission yeast fta3""",Verified ORF
11778,16,662572,0.0139279430846621,0.160423168043625,0.930863797947553,YPR049C,ATG11,SGDID:S000006253,CDS,CDS,"""Adapter protein for pexophagy and the Cvt targeting pathway; directs receptor-bound cargo to the phagophore assembly site (PAS) for packaging into vesicles; required for recruiting other proteins to the PAS; recruits Dnm1p to facilitate fission of mitochondria that are destined for removal by mitophagy""",Verified ORF
11779,16,664333,-0.0162962663610224,0.160974738919656,0.919421444878372,YPR049C,ATG11,SGDID:S000006253,CDS,CDS,"""Adapter protein for pexophagy and the Cvt targeting pathway; directs receptor-bound cargo to the phagophore assembly site (PAS) for packaging into vesicles; required for recruiting other proteins to the PAS; recruits Dnm1p to facilitate fission of mitochondria that are destined for removal by mitophagy""",Verified ORF
11780,16,664344,0.0072518695257663,0.16133803260656,0.964173937357846,YPR049C,ATG11,SGDID:S000006253,CDS,CDS,"""Adapter protein for pexophagy and the Cvt targeting pathway; directs receptor-bound cargo to the phagophore assembly site (PAS) for packaging into vesicles; required for recruiting other proteins to the PAS; recruits Dnm1p to facilitate fission of mitochondria that are destined for removal by mitophagy""",Verified ORF
11781,16,664479,-0.0079410037331207,0.160898383467662,0.960664975452362,YPR049C,ATG11,SGDID:S000006253,CDS,CDS,"""Adapter protein for pexophagy and the Cvt targeting pathway; directs receptor-bound cargo to the phagophore assembly site (PAS) for packaging into vesicles; required for recruiting other proteins to the PAS; recruits Dnm1p to facilitate fission of mitochondria that are destined for removal by mitophagy""",Verified ORF
11782,16,664738,0.0332209337090926,0.160967364569789,0.836610702763028,YPR051W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11783,16,669340,-0.0720076191749066,0.161623153036205,0.656211429681142,YPR055W,SEC8,SGDID:S000006259,CDS,CDS,"""Essential 121 kDa subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis at the plasma membrane prior to SNARE-mediated fusion; involved in ER and Golgi inheritance in small buds; relocalizes away from bud neck upon DNA replication stress""",Verified ORF
11784,16,670717,-0.0303251145849122,0.160569232603283,0.850311032418322,YPR055W,SEC8,SGDID:S000006259,CDS,CDS,"""Essential 121 kDa subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis at the plasma membrane prior to SNARE-mediated fusion; involved in ER and Golgi inheritance in small buds; relocalizes away from bud neck upon DNA replication stress""",Verified ORF
11785,16,672180,-0.0271905410952127,0.161541483693973,0.86642852880377,YPR056W,TFB4,SGDID:S000006260,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of TFIIH complex; involved in transcription initiation ; similar to 34 kDa subunit of human TFIIH; interacts with Ssl1p""",Verified ORF
11786,16,674766,-0.102921102373627,0.162511440561831,0.526937368640991,YPR058W,YMC1,SGDID:S000006262,Close to 3'-UTR,Close to 3'-UTR,"""Secondary mitochondrial inner membrane glycine transporter; required with HEM25 for the transport of glycine into mitochondria for the initiation of heme biosynthesis; proposed role in oleate metabolism and glutamate biosynthesis; member of the mitochondrial carrier (MCF) family; localizes to the vacuole in response to H2O2; YMC1 has a paralog ; YMC2 ; that arose from the whole genome duplication""",Verified ORF
11789,16,676149,-0.0308819427137215,0.160844480058055,0.847853565282763,CUT428,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
11790,16,678686,0.0396308134630313,0.160255173976309,0.804821232967542,YPR063C,YPR063C,SGDID:S000006267,Close to 3'-UTR,Close to 3'-UTR,"""ER-localized protein of unknown function""",Uncharacterized ORF
11794,16,685174,0.072029533283307,0.16190570916139,0.656675024444068,YPR069C,SPE3,SGDID:S000006273,CDS,CDS,"""Spermidine synthase; involved in biosynthesis of spermidine and also in biosynthesis of pantothenic acid; spermidine is required for growth of wild-type cells""",Verified ORF
11795,16,687039,0.124380105326064,0.162361927754021,0.444148419604076,YPR070W,MED1,SGDID:S000006274,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation""",Verified ORF
11796,16,693600,0.180316997217617,0.161438128026606,0.264778855387668,YPR074C,TKL1,SGDID:S000006278,CDS,CDS,"""Transketolase; catalyzes conversion of xylulose-5-phosphate and ribose-5-phosphate to sedoheptulose-7-phosphate and glyceraldehyde-3-phosphate in the pentose phosphate pathway; needed for synthesis of aromatic amino acids; TKL1 has a paralog ; TKL2 ; that arose from the whole genome duplication""",Verified ORF
11797,16,693803,0.201706645864776,0.162328441834234,0.214846135187009,YPR074C,TKL1,SGDID:S000006278,CDS,CDS,"""Transketolase; catalyzes conversion of xylulose-5-phosphate and ribose-5-phosphate to sedoheptulose-7-phosphate and glyceraldehyde-3-phosphate in the pentose phosphate pathway; needed for synthesis of aromatic amino acids; TKL1 has a paralog ; TKL2 ; that arose from the whole genome duplication""",Verified ORF
11798,16,694218,0.131746354579481,0.161732624434693,0.415854198502211,YPR074C,TKL1,SGDID:S000006278,CDS,CDS,"""Transketolase; catalyzes conversion of xylulose-5-phosphate and ribose-5-phosphate to sedoheptulose-7-phosphate and glyceraldehyde-3-phosphate in the pentose phosphate pathway; needed for synthesis of aromatic amino acids; TKL1 has a paralog ; TKL2 ; that arose from the whole genome duplication""",Verified ORF
11799,16,694515,0.11046581155593,0.161211961011391,0.493654216105912,YPR074C,TKL1,SGDID:S000006278,CDS,CDS,"""Transketolase; catalyzes conversion of xylulose-5-phosphate and ribose-5-phosphate to sedoheptulose-7-phosphate and glyceraldehyde-3-phosphate in the pentose phosphate pathway; needed for synthesis of aromatic amino acids; TKL1 has a paralog ; TKL2 ; that arose from the whole genome duplication""",Verified ORF
11800,16,695195,0.137556276210036,0.161226575312028,0.394134640404849,YPR074C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11802,16,695787,0.138426778591317,0.16015282935936,0.387987126169993,YPR075C,OPY2,SGDID:S000006279,CDS,CDS,"""Integral membrane protein that acts as a membrane anchor for Ste50p; involved in the signaling branch of the high-osmolarity glycerol (HOG) pathway and as a regulator of the filamentous growth pathway; overproduction blocks cell cycle arrest in the presence of mating pheromone; relocalizes from vacuole to plasma membrane upon DNA replication stress""",Verified ORF
11803,16,697573,0.279372441264595,0.16186674060779,0.0852330673341736,CUT431,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
11805,16,698663,0.313539233787941,0.161492041067256,0.0529912632650303,YPR079W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11806,16,700309,0.191167861074704,0.163709307972047,0.243704813687544,CUT910_NFR/NDR,,,Promoter,Promoter,,Promoter
11808,16,704646,0.0206987547078779,0.160852942446193,0.897683169764764,YPR082C,DIB1,SGDID:S000006286,CDS,CDS,"""17-kDa component of the U4/U6aU5 tri-snRNP; plays an essential role in pre-mRNA splicing; human ortholog TXNL4A (the human U5-specific 15-kDa protein) complements yeast dib1 null mutant""",Verified ORF
11809,16,705266,0.026200253582141,0.162289484622956,0.871838062399649,YPR083W,MDM36,SGDID:S000006287,CDS,CDS,"""Mitochondrial protein; required for normal mitochondrial morphology and inheritance; component of the mitochondria-ER-cortex-anchor (MECA); interacts with Num1p to link the ER and mitochondria at the cell cortex; proposed involvement in the formation of Dnm1p and Num1p-containing cortical anchor complexes that promote mitochondrial fission""",Verified ORF
11810,16,706473,0.0737269043473494,0.160885661641239,0.64705013121993,YPR083W,MDM36,SGDID:S000006287,CDS,CDS,"""Mitochondrial protein; required for normal mitochondrial morphology and inheritance; component of the mitochondria-ER-cortex-anchor (MECA); interacts with Num1p to link the ER and mitochondria at the cell cortex; proposed involvement in the formation of Dnm1p and Num1p-containing cortical anchor complexes that promote mitochondrial fission""",Verified ORF
11811,16,707559,0.0003603938376853,0.161207020783978,0.998217516454131,YPR084W,YPR084W,SGDID:S000006288,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
11812,16,709839,-0.0485940020332002,0.160545062502206,0.762310964018088,YPR085C,ASA1,SGDID:S000006289,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the ASTRA complex ; involved in chromatin remodeling; telomere length regulator involved in the stability or biogenesis of PIKKs such as TORC1""",Verified ORF
11813,16,709840,-0.0485940020332002,0.160545062502206,0.762310964018088,YPR085C,ASA1,SGDID:S000006289,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the ASTRA complex ; involved in chromatin remodeling; telomere length regulator involved in the stability or biogenesis of PIKKs such as TORC1""",Verified ORF
11815,16,712765,-0.0454106081292495,0.161301032875583,0.778471122980749,YPR088C,SRP54,SGDID:S000006292,CDS,CDS,"""Signal recognition particle (SRP) subunit (homolog of mammalian SRP54); contains the signal sequence-binding activity of SRP ; interacts with the SRP RNA ; and mediates binding of SRP to signal receptor; contains GTPase domain""",Verified ORF
11816,16,714288,-0.0043805030886552,0.162418930047563,0.978498585282929,YPR089W,YPR089W,SGDID:S000006293,CDS,CDS,"""Protein of unknown function; exhibits genetic interaction with ERG11 and protein-protein interaction with Hsp82p""",Uncharacterized ORF
11817,16,715895,-0.0528506491687114,0.163611856456273,0.746867894624783,YPR089W,YPR089W,SGDID:S000006293,CDS,CDS,"""Protein of unknown function; exhibits genetic interaction with ERG11 and protein-protein interaction with Hsp82p""",Uncharacterized ORF
11818,16,716403,-0.0717331903993715,0.162547017859143,0.659260700378626,YPR091C,NVJ2,SGDID:S000006295,CDS,CDS,"""Lipid-binding ER protein ; enriched at nucleus-vacuolar junctions (NVJ); involved in nonvesicular transfer of ceramides from ER to Golgi; may be involved in sterol metabolism or signaling at the NVJ; contains a synaptotagmin-like-mitochondrial-lipid binding protein (SMP) domain; binds phosphatidylinositols and other lipids in a large-scale study; may interact with ribosomes ; based on co-purification experiments""",Verified ORF
11819,16,716826,-0.0636959246362363,0.161283512841559,0.693132033657816,YPR091C,NVJ2,SGDID:S000006295,CDS,CDS,"""Lipid-binding ER protein ; enriched at nucleus-vacuolar junctions (NVJ); involved in nonvesicular transfer of ceramides from ER to Golgi; may be involved in sterol metabolism or signaling at the NVJ; contains a synaptotagmin-like-mitochondrial-lipid binding protein (SMP) domain; binds phosphatidylinositols and other lipids in a large-scale study; may interact with ribosomes ; based on co-purification experiments""",Verified ORF
11820,16,718898,-0.0084682109164249,0.163466026114736,0.958714087837308,YNCP0014C,SNR70,SGDID:S000006461,Non-coding RNA,snoRNA_gene,"snoRNA_gene ; ""C/D box small nucleolar RNA (snoRNA); predicted to guide 2'-O-methylation of small subunit (SSU) rRNA at position C1639""",snoRNA_gene
11821,16,718947,-0.004897863561568,0.161599603024175,0.97583803752046,YNCP0014C,SNR70,SGDID:S000006461,Non-coding RNA,snoRNA_gene,"snoRNA_gene ; ""C/D box small nucleolar RNA (snoRNA); predicted to guide 2'-O-methylation of small subunit (SSU) rRNA at position C1639""",snoRNA_gene
11822,16,719279,-0.0514363488498489,0.16211626595526,0.751218260232143,snR41_NFR/NDR,,,Promoter,Promoter,,Promoter
11823,16,719912,-0.0468383909179828,0.160833558746714,0.771052008279738,YPR093C,ASR1,SGDID:S000006297,CDS,CDS,"""Ubiquitin ligase that modifies and regulates RNA Pol II; involved in a putative alcohol-responsive signaling pathway; accumulates in the nucleus under alcohol stress; has a role in organization of septins and the actin cytoskeleton; contains a Ring/PHD finger domain similar to the mammalian rA9 protein""",Verified ORF
11824,16,720416,-0.043178961392065,0.161190639515024,0.788951902805238,YPR093C,ASR1,SGDID:S000006297,CDS,CDS,"""Ubiquitin ligase that modifies and regulates RNA Pol II; involved in a putative alcohol-responsive signaling pathway; accumulates in the nucleus under alcohol stress; has a role in organization of septins and the actin cytoskeleton; contains a Ring/PHD finger domain similar to the mammalian rA9 protein""",Verified ORF
11825,16,720559,-0.0169440544385626,0.163004360107713,0.917269271217021,YPR094W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11827,16,726414,0.0361902148017842,0.16142517163655,0.822737693977625,YPR097W,YPR097W,SGDID:S000006301,CDS,CDS,"""Protein that contains a PX domain and binds phosphoinositides; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; PX stands for Phox homology""",Verified ORF
11829,16,726730,0.0353956829282688,0.16337262861795,0.828601486335305,YPR097W,YPR097W,SGDID:S000006301,CDS,CDS,"""Protein that contains a PX domain and binds phosphoinositides; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; PX stands for Phox homology""",Verified ORF
11830,16,730557,0.0290560015380063,0.162982217998603,0.858607606921162,YPR101W,SNT309,SGDID:S000006305,CDS,CDS,"""Member of the NineTeen Complex (NTC); this complex contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2 ; U5 ; and U6 snRNAs; interacts physically and genetically with Prp19p""",Verified ORF
11831,16,731073,-0.0121634163784788,0.16070342631855,0.939709727027224,YPR099C,YPR099C,SGDID:S000006303,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial protein of unknown function; null mutant has a respiratory growth defect and displays reduced peroxide-induced mitochondrial ROS; partially overlaps the verified gene MRPL51/YPR100W""",Verified ORF
11833,16,734076,0.0524422684313951,0.160725152085452,0.744401797678557,YPR104C,FHL1,SGDID:S000006308,CDS,CDS,"""Regulator of ribosomal protein (RP) transcription; has forkhead associated domain that binds phosphorylated proteins; recruits coactivator Ifh1p or corepressor Crf1p to RP gene promoters; also has forkhead DNA-binding domain though in vitro DNA binding assays give inconsistent results; computational analyses suggest it binds DNA directly at highly active RP genes and indirectly through Rap1p motifs at others; suppresses RNA pol III and splicing factor prp4 mutants""",Verified ORF
11834,16,734843,0.0420064167002485,0.160170024978708,0.793272889322245,YPR104C,FHL1,SGDID:S000006308,CDS,CDS,"""Regulator of ribosomal protein (RP) transcription; has forkhead associated domain that binds phosphorylated proteins; recruits coactivator Ifh1p or corepressor Crf1p to RP gene promoters; also has forkhead DNA-binding domain though in vitro DNA binding assays give inconsistent results; computational analyses suggest it binds DNA directly at highly active RP genes and indirectly through Rap1p motifs at others; suppresses RNA pol III and splicing factor prp4 mutants""",Verified ORF
11835,16,734857,0.0416957815172012,0.160428566147644,0.795090522692887,YPR104C,FHL1,SGDID:S000006308,CDS,CDS,"""Regulator of ribosomal protein (RP) transcription; has forkhead associated domain that binds phosphorylated proteins; recruits coactivator Ifh1p or corepressor Crf1p to RP gene promoters; also has forkhead DNA-binding domain though in vitro DNA binding assays give inconsistent results; computational analyses suggest it binds DNA directly at highly active RP genes and indirectly through Rap1p motifs at others; suppresses RNA pol III and splicing factor prp4 mutants""",Verified ORF
11836,16,737361,0.0682203667220412,0.161916911272782,0.673770942052817,YPR105C,COG4,SGDID:S000006309,CDS,CDS,"""Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments""",Verified ORF
11837,16,737788,0.0714815004073178,0.160789971385893,0.656907002297163,YPR105C,COG4,SGDID:S000006309,CDS,CDS,"""Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments""",Verified ORF
11838,16,738117,0.0961218919907738,0.161767193632133,0.552759684314208,YPR105C,COG4,SGDID:S000006309,CDS,CDS,"""Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments""",Verified ORF
11839,16,739468,0.132583347751722,0.161601654848815,0.412522910445887,YPR105C,COG4,SGDID:S000006309,CDS,CDS,"""Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments""",Verified ORF
11840,16,739602,0.138658488946459,0.160351650432978,0.387782426371134,YPR105C,COG4,SGDID:S000006309,Close to 3'-UTR,Close to 3'-UTR,"""Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments""",Verified ORF
11841,16,740758,0.0887440432796242,0.160561349047875,0.58081105317088,YPR106W,ISR1,SGDID:S000006310,CDS,CDS,"""Predicted protein kinase; negatively regulates the hexosamine biosynthetic pathway (HBP) ; which converts fructose-6-phosphate into UDP-N-acetylglucosamine ; a precursor of chitin biosynthesis ; GPI-anchor formation and glycosylation; interacts genetically with GFA1 ; encoding the first enzyme in the HBP; involved in Gfa1p phosphorylation (S332 ; T334); contains a Pho85p-regulated SCF-CDC4 phosphodegron; unstable ; cell cycle regulated protein ; peaking at G1/S""",Verified ORF
11842,16,742309,0.0607928425661434,0.160347850748304,0.704818527909166,YPR108W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11843,16,743305,0.087839534805086,0.161441432094067,0.586719341556178,YPR108W,RPN7,SGDID:S000006312,CDS,CDS,"""Essential non-ATPase regulatory subunit of the 26S proteasome; similar to another S. cerevisiae regulatory subunit ; Rpn5p ; as well as to mammalian proteasome subunits""",Verified ORF
11844,16,744198,0.106410322552249,0.159939067755203,0.506281652735611,YPR108W-A,YPR108W-A,SGDID:S000028590,CDS,CDS,"""Putative protein of unknown function; identified by fungal homology and RT-PCR""",Uncharacterized ORF
11847,16,745885,0.129466570057427,0.162232019587646,0.425387629520008,YPR110C,RPC40,SGDID:S000006314,CDS,CDS,"""RNA polymerase subunit AC40; common to RNA polymerase I and III; predominant determinant targeting Ty1 integration upstream of Pol III-transcribed genes""",Verified ORF
11848,16,745923,0.0961757801842481,0.160967535670523,0.550566308523372,YPR110C,RPC40,SGDID:S000006314,CDS,CDS,"""RNA polymerase subunit AC40; common to RNA polymerase I and III; predominant determinant targeting Ty1 integration upstream of Pol III-transcribed genes""",Verified ORF
11849,16,746245,0.088197175908057,0.160280083878551,0.582482842748895,YPR110C,RPC40,SGDID:S000006314,CDS,CDS,"""RNA polymerase subunit AC40; common to RNA polymerase I and III; predominant determinant targeting Ty1 integration upstream of Pol III-transcribed genes""",Verified ORF
11850,16,746854,0.0289610271043108,0.161123747583114,0.857456680378475,YPR110C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11851,16,747182,0.0851016519879508,0.160043292957456,0.595239549026331,YPR111W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11852,16,747480,0.0465881850341835,0.160037743488025,0.771140085197016,YPR111W,DBF20,SGDID:S000006315,CDS,CDS,"""Ser/Thr kinase involved in late nuclear division; one of the mitotic exit network (MEN) proteins; necessary for the execution of cytokinesis; also plays a role in regulating the stability of SWI5 and CLB2 mRNAs; DBF20 has a paralog ; DBF2 ; that arose from the whole genome duplication""",Verified ORF
11853,16,747487,0.0478198478660365,0.159802835775206,0.764930897820834,YPR111W,DBF20,SGDID:S000006315,CDS,CDS,"""Ser/Thr kinase involved in late nuclear division; one of the mitotic exit network (MEN) proteins; necessary for the execution of cytokinesis; also plays a role in regulating the stability of SWI5 and CLB2 mRNAs; DBF20 has a paralog ; DBF2 ; that arose from the whole genome duplication""",Verified ORF
11854,16,751903,0.0560404274975899,0.161156253962361,0.728242934629222,YPR112C,MRD1,SGDID:S000006316,CDS,CDS,"""Essential conserved small ribosomal subunit (40s) synthesis factor; component of the 90S preribosome; required for production of 18S rRNA and small ribosomal subunit; contains five consensus RNA-binding domains and binds to the pre-rRNA at two sites within the 18S region""",Verified ORF
11855,16,752508,-0.0045395775066559,0.159792821122324,0.977351884119727,YPR113W,PIS1,SGDID:S000006317,CDS,CDS,"""Phosphatidylinositol synthase; required for biosynthesis of phosphatidylinositol ; which is a precursor for polyphosphoinositides ; sphingolipids ; and glycolipid anchors for some of the plasma membrane proteins""",Verified ORF
11856,16,753099,0.0197627636707906,0.162822745972167,0.903462335166523,YPR114W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11858,16,753557,-0.0374490758963258,0.160790670418625,0.81596955863746,YPR114W,YPR114W,SGDID:S000006318,CDS,CDS,"""Protein with distant similarity to ceramide synthase paralogs Lag1p and Lac1p; mutation confers sensitivity to inhibitors of sphingolipid biosynthesis""",Uncharacterized ORF
11859,16,754310,0.0037719222708054,0.161204322237816,0.981345706678974,YPR114W,YPR114W,SGDID:S000006318,Close to 3'-UTR,Close to 3'-UTR,"""Protein with distant similarity to ceramide synthase paralogs Lag1p and Lac1p; mutation confers sensitivity to inhibitors of sphingolipid biosynthesis""",Uncharacterized ORF
11860,16,757660,-0.0633602857544248,0.160638735954869,0.693503854141884,YPR115W,RGC1,SGDID:S000006319,CDS,CDS,"""Putative regulator of the Fps1p glycerol channel; multiply phosphorylated by Hog1p under osmotic stress; contains a pleckstrin homology domain; forms homodimers and heterodimerizes with paralog Ask10p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm""",Verified ORF
11861,16,762886,0.064897738850118,0.160032280663274,0.685334344731828,YPR117W,YPR117W,SGDID:S000006321,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
11862,16,768045,0.0879078198520269,0.160770742860835,0.584868543267456,YPR118W,MRI1,SGDID:S000006322,CDS,CDS,"""5'-methylthioribose-1-phosphate isomerase; catalyzes the isomerization of 5-methylthioribose-1-phosphate to 5-methylthioribulose-1-phosphate in the methionine salvage pathway""",Verified ORF
11863,16,769323,0.129206606050699,0.161087337996402,0.423040303973314,YPRWsigma2,YPRWsigma2,SGDID:S000007216,Other features,LTR,"""Ty3 LTR""",long_terminal_repeat
11867,16,777332,0.0661243379668247,0.160429435286812,0.680464378880477,ACS_16_777097_-_NFR/NDR,,,Promoter,Promoter,,Promoter
11868,16,777676,0.0604325865274759,0.160668711236841,0.707044982917062,YPR121W,THI22,SGDID:S000006325,Close to 3'-UTR,Close to 3'-UTR,"""Protein with similarity to hydroxymethylpyrimidine phosphate kinases; member of a gene family with THI20 and THI21; not required for thiamine biosynthesis; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively""",Verified ORF
11869,16,779081,0.0132546734875124,0.160476643053108,0.934219870401071,YPR121W,THI22,SGDID:S000006325,CDS,CDS,"""Protein with similarity to hydroxymethylpyrimidine phosphate kinases; member of a gene family with THI20 and THI21; not required for thiamine biosynthesis; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively""",Verified ORF
11870,16,779198,-0.0015678888617979,0.160746812534247,0.992223243745413,YPR121W,THI22,SGDID:S000006325,CDS,CDS,"""Protein with similarity to hydroxymethylpyrimidine phosphate kinases; member of a gene family with THI20 and THI21; not required for thiamine biosynthesis; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively""",Verified ORF
11871,16,779281,0.0189119532233194,0.160467417322624,0.906249255473623,YPR121W,THI22,SGDID:S000006325,CDS,CDS,"""Protein with similarity to hydroxymethylpyrimidine phosphate kinases; member of a gene family with THI20 and THI21; not required for thiamine biosynthesis; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively""",Verified ORF
11872,16,786138,-0.0433754087084015,0.161492612593722,0.788401593234091,YPR122W,AXL1,SGDID:S000006326,Close to 3'-UTR,Close to 3'-UTR,"""Haploid specific endoprotease of a-factor mating pheromone; performs one of two N-terminal cleavages during maturation of a-factor mating pheromone; required for axial budding pattern of haploid cells""",Verified ORF
11875,16,787485,-0.119643696449018,0.161504154138189,0.459301871192958,YPR125W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11876,16,787976,-0.0415348104529292,0.159918334423597,0.795227217186693,YPR125W,YLH47,SGDID:S000006329,CDS,CDS,"""Mitochondrial inner membrane protein; exposed to the mitochondrial matrix; associates with mitochondrial ribosomes; NOT required for respiratory growth; homolog of human Letm1 ; a protein implicated in Wolf-Hirschhorn syndrome""",Verified ORF
11877,16,790960,-0.16838508066766,0.161226560476215,0.297014857479127,YPR127W,YPR127W,SGDID:S000006331,CDS,CDS,"""Putative pyridoxine 4-dehydrogenase; differentially expressed during alcoholic fermentation; expression activated by transcription factor YRM1/YOR172W; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus""",Verified ORF
11878,16,792397,-0.267576650134042,0.160171119378803,0.0956934955019774,YPR128C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11879,16,792584,-0.285338739822571,0.159385462252368,0.074271708184351,YPR129W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11880,16,793703,-0.236320545638974,0.160676849500397,0.142241011978585,YPR129W,SCD6,SGDID:S000006333,CDS,CDS,"""Repressor of translation initiation; binds eIF4G through its RGG domain and inhibits recruitment of the preinitiation complex; also contains an Lsm domain; may have a role in RNA processing; overproduction suppresses null mutation in clathrin heavy chain gene CHC1; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
11881,16,795138,-0.282909912009916,0.160478965224631,0.0787809709400342,YPR131C,NAT3,SGDID:S000006335,Close to 3'-UTR,Close to 3'-UTR,"""Catalytic subunit of the NatB N-terminal acetyltransferase; NatB catalyzes acetylation of the amino-terminal methionine residues of all proteins beginning with Met-Asp or Met-Glu and of some proteins beginning with Met-Asn or Met-Met""",Verified ORF
11882,16,795139,-0.282909912009916,0.160478965224631,0.0787809709400342,YPR131C,NAT3,SGDID:S000006335,Close to 3'-UTR,Close to 3'-UTR,"""Catalytic subunit of the NatB N-terminal acetyltransferase; NatB catalyzes acetylation of the amino-terminal methionine residues of all proteins beginning with Met-Asp or Met-Glu and of some proteins beginning with Met-Asn or Met-Met""",Verified ORF
11883,16,795157,-0.257317129920223,0.161986183126039,0.113065654838457,YPR131C,NAT3,SGDID:S000006335,Close to 3'-UTR,Close to 3'-UTR,"""Catalytic subunit of the NatB N-terminal acetyltransferase; NatB catalyzes acetylation of the amino-terminal methionine residues of all proteins beginning with Met-Asp or Met-Glu and of some proteins beginning with Met-Asn or Met-Met""",Verified ORF
11884,16,797429,-0.308874783098783,0.160566236987528,0.0552011646022149,YPR133W-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
