SNP,Chr,Pos,Effect,SE,PMC1_CTR2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
10761,15,703056,-0.0865097844895213,0.081445482300519,0.288879978627796,YOR192C-C,YOR192C-C,SGDID:S000028857,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; identified by expression profiling and mass spectrometry""",Uncharacterized ORF
10768,15,710273,-0.136687844652179,0.081566595730228,0.0946663254221636,YOR193W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10772,15,716842,-0.116433047308123,0.081724510574664,0.155126926895185,YOR197W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10773,15,717962,-0.109735702781553,0.0815885107074192,0.179492036821316,YOR197W,MCA1,SGDID:S000005723,CDS,CDS,"""Ca2+-dependent cysteine protease; may cleave specific substrates during the stress response; regulates apoptosis upon H2O2 treatment; required for clearance of insoluble protein aggregates during normal growth; implicated in cell cycle dynamics and lifespan extension; undergoes autocatalytic processing; similar to mammalian metacaspases ; but exists as a monomer due to an extra pair of anti-parallel beta-strands that block potential dimerization""",Verified ORF
10774,15,719963,-0.136991368448343,0.0812413143092374,0.0926354817483637,YOR198C,BFR1,SGDID:S000005724,CDS,CDS,"""Component of mRNP complexes associated with polyribosomes; involved in localization of mRNAs to P bodies; implicated in secretion and nuclear segregation; multicopy suppressor of BFA (Brefeldin A) sensitivity""",Verified ORF
10775,15,720332,-0.0902121791121308,0.0816717745427405,0.270098349154605,YOR199W,YOR199W,SGDID:S000005725,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
10776,15,720492,-0.0971306648526249,0.0814038584668033,0.233594400230394,YOR199W,YOR199W,SGDID:S000005725,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
10777,15,729585,-0.0831400963382813,0.0814554236436683,0.308104051235057,YOR206W,NOC2,SGDID:S000005732,CDS,CDS,"""Protein involved in ribosome biogenesis; forms a nucleolar complex with Mak21p that binds to 90S and 66S pre-ribosomes; forms a nuclear complex with Noc3p that binds to 66S pre-ribosomes; both complexes mediate intranuclear transport of ribosomal precursors; acts as part of a Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription and has a role in bigenesis of the large ribosomal subunit""",Verified ORF
10778,15,729632,-0.105236479153101,0.0820711524589674,0.200593209838578,YOR206W,NOC2,SGDID:S000005732,CDS,CDS,"""Protein involved in ribosome biogenesis; forms a nucleolar complex with Mak21p that binds to 90S and 66S pre-ribosomes; forms a nuclear complex with Noc3p that binds to 66S pre-ribosomes; both complexes mediate intranuclear transport of ribosomal precursors; acts as part of a Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription and has a role in bigenesis of the large ribosomal subunit""",Verified ORF
10779,15,729765,-0.080669981945271,0.0816845329433201,0.32403498788361,ARS1521,ARS1521,SGDID:S000118491,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
10780,15,729766,-0.0617979364872539,0.083041553603115,0.457262136749352,ARS1521,ARS1521,SGDID:S000118491,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
10781,15,731742,-0.0534610196127465,0.0818202202115708,0.51392625736629,YOR207C,RET1,SGDID:S000005733,CDS,CDS,"""Second-largest subunit of RNA polymerase III; RNA polymerase III is responsible for the transcription of tRNA and 5S RNA genes ; and other low molecular weight RNAs""",Verified ORF
10782,15,735908,-0.112015191883201,0.081696469444234,0.171210375271251,YOR208W,PTP2,SGDID:S000005734,CDS,CDS,"""Phosphotyrosine-specific phosphatase; major role in osmolarity sensing through dephosphorylation of the Hog1p MAPK with a minor role by Ptp3p; inactivates and regulates Hog1p localization; major role in the cell wall integrity pathway through dephosphorylation of MAPK Slt2p with a minor role by Ptp3p; minor role with Msg5p in the pheromone adaptive response through dephosphorylation of MAPK Fus3p with major role by Ptp3p; co-regulates the calcium signaling pathway with Msg5p; nuclear localized""",Verified ORF
10783,15,736963,-0.0159009848459662,0.0819132413614384,0.846193711682753,YOR209C,NPT1,SGDID:S000005735,CDS,CDS,"""Nicotinate phosphoribosyltransferase; acts in the salvage pathway of NAD+ biosynthesis; required for silencing at rDNA and telomeres and has a role in silencing at mating-type loci; localized to the nucleus""",Verified ORF
10784,15,736990,-0.0472883734375231,0.0816445119757883,0.562824702873206,YOR209C,NPT1,SGDID:S000005735,CDS,CDS,"""Nicotinate phosphoribosyltransferase; acts in the salvage pathway of NAD+ biosynthesis; required for silencing at rDNA and telomeres and has a role in silencing at mating-type loci; localized to the nucleus""",Verified ORF
10785,15,737166,-0.0548877395160184,0.0821137788640619,0.504292681896056,YOR209C,NPT1,SGDID:S000005735,CDS,CDS,"""Nicotinate phosphoribosyltransferase; acts in the salvage pathway of NAD+ biosynthesis; required for silencing at rDNA and telomeres and has a role in silencing at mating-type loci; localized to the nucleus""",Verified ORF
10789,15,747552,-0.0209925056295992,0.0821581325107654,0.798475392929172,YOR216C,RUD3,SGDID:S000005742,CDS,CDS,"""Golgi matrix protein; involved in the structural organization of the cis-Golgi; interacts genetically with COG3 and USO1""",Verified ORF
10790,15,748030,-0.01521757835704,0.0820272993918902,0.852928952405248,YOR216C,RUD3,SGDID:S000005742,CDS,CDS,"""Golgi matrix protein; involved in the structural organization of the cis-Golgi; interacts genetically with COG3 and USO1""",Verified ORF
10791,15,751144,-0.0207667219953352,0.0816861058901472,0.799469081934893,YOR217W,RFC1,SGDID:S000005743,CDS,CDS,"""Subunit of heteropentameric Replication factor C (RF-C); RF-C is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon""",Verified ORF
10792,15,751335,-0.0382662676721631,0.0816771968205663,0.639711855572118,YOR217W,RFC1,SGDID:S000005743,CDS,CDS,"""Subunit of heteropentameric Replication factor C (RF-C); RF-C is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon""",Verified ORF
10793,15,751442,-0.0221682534950882,0.0824889992363589,0.788285269752807,YOR217W,RFC1,SGDID:S000005743,CDS,CDS,"""Subunit of heteropentameric Replication factor C (RF-C); RF-C is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon""",Verified ORF
10794,15,751857,-0.0338281089546405,0.0821263771267458,0.680660453108438,YOR217W,RFC1,SGDID:S000005743,CDS,CDS,"""Subunit of heteropentameric Replication factor C (RF-C); RF-C is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon""",Verified ORF
10796,15,757677,-0.0342912222986031,0.0818933882799784,0.675668087311346,YOR222W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10797,15,757952,-0.0330473869676253,0.0826088000739498,0.689364008997505,YOR221C,MCT1,SGDID:S000005747,Close to 3'-UTR,Close to 3'-UTR,"""Predicted malonyl-CoA:ACP transferase; putative component of a type-II mitochondrial fatty acid synthase that produces intermediates for phospholipid remodeling""",Verified ORF
10799,15,758119,-0.0254581452918253,0.0817029312060839,0.755533019615105,CUT857_NFR/NDR,,,Promoter,Promoter,,Promoter
10800,15,758539,-0.0227904516872719,0.0820607680709843,0.781384884278538,YOR222W,ODC2,SGDID:S000005748,CDS,CDS,"""Mitochondrial inner membrane transporter; 2-oxodicarboxylate transporter ; exports 2-oxoadipate and 2-oxoglutarate from the mitochondrial matrix to the cytosol for use in lysine and glutamate biosynthesis and in lysine catabolism; ODC2 has a paralog ; ODC1 ; that arose from the whole genome duplication""",Verified ORF
10801,15,759034,-0.037419188882259,0.0824873057617402,0.650369783991304,YOR222W,ODC2,SGDID:S000005748,CDS,CDS,"""Mitochondrial inner membrane transporter; 2-oxodicarboxylate transporter ; exports 2-oxoadipate and 2-oxoglutarate from the mitochondrial matrix to the cytosol for use in lysine and glutamate biosynthesis and in lysine catabolism; ODC2 has a paralog ; ODC1 ; that arose from the whole genome duplication""",Verified ORF
10802,15,759061,-0.0557613891651783,0.0821238969170593,0.497588473812141,YOR222W,ODC2,SGDID:S000005748,CDS,CDS,"""Mitochondrial inner membrane transporter; 2-oxodicarboxylate transporter ; exports 2-oxoadipate and 2-oxoglutarate from the mitochondrial matrix to the cytosol for use in lysine and glutamate biosynthesis and in lysine catabolism; ODC2 has a paralog ; ODC1 ; that arose from the whole genome duplication""",Verified ORF
10803,15,759214,-0.0495463010815613,0.0817025229521246,0.54462358232056,YOR222W,ODC2,SGDID:S000005748,CDS,CDS,"""Mitochondrial inner membrane transporter; 2-oxodicarboxylate transporter ; exports 2-oxoadipate and 2-oxoglutarate from the mitochondrial matrix to the cytosol for use in lysine and glutamate biosynthesis and in lysine catabolism; ODC2 has a paralog ; ODC1 ; that arose from the whole genome duplication""",Verified ORF
10804,15,759381,0.0067309302907917,0.0817636176770196,0.934437456938643,YNCO0024C,SNR35,SGDID:S000007299,Non-coding RNA,snoRNA_gene,"snoRNA_gene ; ""H/ACA box small nucleolar RNA (snoRNA); predicted to guide pseudouridylation of small subunit (SSU) rRNA at position 1191""",snoRNA_gene
10806,15,760114,0.0236093054500485,0.0818580971816318,0.773196473462686,YOR223W,DSC3,SGDID:S000005749,CDS,CDS,"""Subunit of the DSC ubiquitin ligase complex; protein of unknown function that localizes to the ER and vacuole lumen; overexpression affects endocytic protein trafficking; ortholog of fission yeast dsc3""",Verified ORF
10807,15,761032,0.0326663348285992,0.0821139817720317,0.691005578317599,YOR224C,RPB8,SGDID:S000005750,CDS,CDS,"""RNA polymerase subunit ABC14.5; common to RNA polymerases I ; II ; and III""",Verified ORF
10808,15,761321,-0.0038697625558082,0.08220540610419,0.962480624781829,YOR224C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10809,15,762315,0.0039091131885531,0.081967961767446,0.961989679676209,YOR226C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10810,15,762399,0.0183414265048797,0.0832529908162808,0.825757462818731,YOR227W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10811,15,762569,0.0336781095835454,0.0819798242550264,0.681461314961593,YOR227W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10812,15,762597,0.0093589654870202,0.0822743459740605,0.909498151054636,YOR227W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10813,15,762665,0.0443165281439542,0.0823731094362775,0.590917794494332,YOR225W,YOR225W,SGDID:S000005751,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
10814,15,763531,0.0430341611050837,0.0822715764382285,0.601250600205503,YOR227W,HER1,SGDID:S000005753,CDS,CDS,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10815,15,763849,0.0550049894358856,0.0825270895236301,0.505521636039159,YOR227W,HER1,SGDID:S000005753,CDS,CDS,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10816,15,763978,0.0052142391226207,0.0822320697336479,0.949476847795746,YOR227W,HER1,SGDID:S000005753,CDS,CDS,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10817,15,764381,0.0491581011539052,0.0822506752140215,0.550448705117547,YOR227W,HER1,SGDID:S000005753,CDS,CDS,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10818,15,764453,0.0728797912833917,0.0821633292743642,0.375676800426797,YOR227W,HER1,SGDID:S000005753,CDS,CDS,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10820,15,765710,0.0893104208769168,0.0819319544622797,0.27643200217031,YOR227W,HER1,SGDID:S000005753,CDS,CDS,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10821,15,765854,0.0915093108609946,0.0821592132812156,0.266120827377635,YOR227W,HER1,SGDID:S000005753,CDS,CDS,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10822,15,766151,0.0661728584179164,0.0820568355009365,0.420539562286329,YOR227W,HER1,SGDID:S000005753,CDS,CDS,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10823,15,766225,0.0509226708562758,0.0823220400455922,0.53659279303877,YOR227W,HER1,SGDID:S000005753,CDS,CDS,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10824,15,766858,0.0409279327450656,0.0823734553425878,0.619598285507171,YOR227W,HER1,SGDID:S000005753,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10825,15,767623,0.0815705416022859,0.0820574992467898,0.320871814286039,YOR228C,MCP1,SGDID:S000005754,CDS,CDS,"""Mitochondrial protein of unknown function involved in lipid homeostasis; integral membrane protein that localizes to the mitochondrial outer membrane; involved in mitochondrial morphology; interacts genetically with MDM10 ; and other members of the ERMES complex; contains five predicted transmembrane domains""",Verified ORF
10826,15,767955,0.0721036363272512,0.081878337711036,0.379123113400472,YOR228C,MCP1,SGDID:S000005754,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial protein of unknown function involved in lipid homeostasis; integral membrane protein that localizes to the mitochondrial outer membrane; involved in mitochondrial morphology; interacts genetically with MDM10 ; and other members of the ERMES complex; contains five predicted transmembrane domains""",Verified ORF
10827,15,768052,0.0514324555601955,0.0825575469791732,0.533693925718667,YOR228C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10831,15,774372,0.0473675751862673,0.0828216551669887,0.567738431262343,YOR232W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10832,15,774673,0.0711529403037465,0.0828299021097117,0.390909779448578,YOR232W,MGE1,SGDID:S000005758,CDS,CDS,"""Mitochondrial matrix cochaperone; nucleotide release factor for Ssc1p in protein translocation and folding; also acts as cochaperone for Ssq1p in folding of Fe-S cluster proteins; acts as oxidative sensor to regulate mitochondrial Ssc1p; in presence of oxidative stress ; dimeric Mge1p becomes a monomer and unable to regulate Ssc1p function; homolog of E. coli GrpE and human Mge1 (GRPEL1) ; which also responds to oxidative stress""",Verified ORF
10834,15,776034,-0.0060766205639059,0.0821010573954773,0.941041236690126,YOR233W,KIN4,SGDID:S000005759,CDS,CDS,"""Serine/threonine protein kinase; inhibits the mitotic exit network (MEN) when the spindle position checkpoint is activated; localized asymmetrically to mother cell cortex ; spindle pole body and bud neck; KIN4 has a paralog ; FRK1 ; that arose from the whole genome duplication""",Verified ORF
10835,15,776532,0.0198830757371226,0.0819172614018877,0.808362164288298,YOR233W,KIN4,SGDID:S000005759,CDS,CDS,"""Serine/threonine protein kinase; inhibits the mitotic exit network (MEN) when the spindle position checkpoint is activated; localized asymmetrically to mother cell cortex ; spindle pole body and bud neck; KIN4 has a paralog ; FRK1 ; that arose from the whole genome duplication""",Verified ORF
10836,15,777196,0.0283341544582546,0.0819037305930935,0.72959042482679,YOR233W,KIN4,SGDID:S000005759,CDS,CDS,"""Serine/threonine protein kinase; inhibits the mitotic exit network (MEN) when the spindle position checkpoint is activated; localized asymmetrically to mother cell cortex ; spindle pole body and bud neck; KIN4 has a paralog ; FRK1 ; that arose from the whole genome duplication""",Verified ORF
10837,15,777500,-0.0187048072905123,0.0815771416096727,0.818776463271158,YOR233W,KIN4,SGDID:S000005759,CDS,CDS,"""Serine/threonine protein kinase; inhibits the mitotic exit network (MEN) when the spindle position checkpoint is activated; localized asymmetrically to mother cell cortex ; spindle pole body and bud neck; KIN4 has a paralog ; FRK1 ; that arose from the whole genome duplication""",Verified ORF
10838,15,777559,0.032412902209401,0.081557288851611,0.691294314517113,YOR233W,KIN4,SGDID:S000005759,CDS,CDS,"""Serine/threonine protein kinase; inhibits the mitotic exit network (MEN) when the spindle position checkpoint is activated; localized asymmetrically to mother cell cortex ; spindle pole body and bud neck; KIN4 has a paralog ; FRK1 ; that arose from the whole genome duplication""",Verified ORF
10839,15,778023,0.0796635958752073,0.0815731757255962,0.329440653700188,YOR233W,KIN4,SGDID:S000005759,CDS,CDS,"""Serine/threonine protein kinase; inhibits the mitotic exit network (MEN) when the spindle position checkpoint is activated; localized asymmetrically to mother cell cortex ; spindle pole body and bud neck; KIN4 has a paralog ; FRK1 ; that arose from the whole genome duplication""",Verified ORF
10841,15,779669,0.0826438780189377,0.0814491617565773,0.310958947513966,YOR234C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10842,15,779900,0.12342376750546,0.0816264865588835,0.131414478272147,YOR235W,IRC13,SGDID:S000005761,CDS,CDS,"""Putative protein of unknown function; conserved across S. cerevisiae strains; null mutant displays increased levels of spontaneous Rad52 foci""",Uncharacterized ORF
10843,15,780008,0.10020699555669,0.0817711023427881,0.221219951683702,YOR235W,IRC13,SGDID:S000005761,CDS,CDS,"""Putative protein of unknown function; conserved across S. cerevisiae strains; null mutant displays increased levels of spontaneous Rad52 foci""",Uncharacterized ORF
10844,15,781811,0.0833495615673848,0.0823244137400894,0.312015184930575,YOR237W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10845,15,785050,0.0893635200005221,0.0818796006838599,0.275840608089277,YOR239W,ABP140,SGDID:S000005765,CDS,CDS,"""AdoMet-dependent tRNA methyltransferase and actin binding protein; C-terminal domain is responsible for 3-methylcytidine modification of residue 32 of the tRNA anticodon loop of tRNA-Thr and tRNA-Ser and contains an S-adenosylmethionine (AdoMet) binding motif; N-terminal actin binding sequence interacts with actin filaments and localizes to actin patches and cables; N- and C-terminal domains are encoded in separate ORFs that are translated into one protein via a +1 frameshift""",Verified ORF
10848,15,785674,0.106382036914154,0.0819369821161407,0.195018214103736,YOR239W,ABP140,SGDID:S000005765,CDS,CDS,"""AdoMet-dependent tRNA methyltransferase and actin binding protein; C-terminal domain is responsible for 3-methylcytidine modification of residue 32 of the tRNA anticodon loop of tRNA-Thr and tRNA-Ser and contains an S-adenosylmethionine (AdoMet) binding motif; N-terminal actin binding sequence interacts with actin filaments and localizes to actin patches and cables; N- and C-terminal domains are encoded in separate ORFs that are translated into one protein via a +1 frameshift""",Verified ORF
10849,15,789434,0.128915108806453,0.0816518760517901,0.115268793630459,YOR242C,SSP2,SGDID:S000005768,CDS,CDS,"""Sporulation specific protein that localizes to the spore wall; required for sporulation at a point after meiosis II and during spore wall formation; expression controlled by a tightly regulated middle-meiotic promoter that is activated by Ndt80p; translation of SSP2 mRNA is delayed ; such that the mRNA is present as nuclear divisions are taking place but is not engaged by ribosomes until relatively late in meiotic development""",Verified ORF
10850,15,789595,0.0951005917402933,0.0818196017222688,0.245890559564899,YOR242C,SSP2,SGDID:S000005768,CDS,CDS,"""Sporulation specific protein that localizes to the spore wall; required for sporulation at a point after meiosis II and during spore wall formation; expression controlled by a tightly regulated middle-meiotic promoter that is activated by Ndt80p; translation of SSP2 mRNA is delayed ; such that the mRNA is present as nuclear divisions are taking place but is not engaged by ribosomes until relatively late in meiotic development""",Verified ORF
10851,15,789672,0.0988049135949064,0.0828155916146375,0.233642679932849,YOR242C,SSP2,SGDID:S000005768,CDS,CDS,"""Sporulation specific protein that localizes to the spore wall; required for sporulation at a point after meiosis II and during spore wall formation; expression controlled by a tightly regulated middle-meiotic promoter that is activated by Ndt80p; translation of SSP2 mRNA is delayed ; such that the mRNA is present as nuclear divisions are taking place but is not engaged by ribosomes until relatively late in meiotic development""",Verified ORF
10853,15,791260,0.106518532514888,0.0818482032119001,0.193964943015341,YOR243C,PUS7,SGDID:S000005769,CDS,CDS,"""Pseudouridine synthase; catalyzes pseudouridylation at positions 35 and 56 in U2 snRNA ; position 50 in 5S rRNA ; position 13 in cytoplasmic tRNAs ; and position 35 in pre-tRNA(Tyr); also pseudouridylates some mRNAs; relocates from nucleus to cytoplasm during heat shock and differentially modifies some mRNAs during heat shock; conserved in archaea ; vertebrates ; and some bacteria""",Verified ORF
10854,15,796798,0.110440992989671,0.0817129404577121,0.177377454338242,YOR246C,ENV9,SGDID:S000005772,Close to 3'-UTR,Close to 3'-UTR,"""Conserved oxidoreductase involved in lipid droplet morphology; mutant shows defects in CPY processing and vacuolar morphology; required for replication of Brome mosaic virus in S. cerevisiae ; a model system for studying replication of positive-strand RNA viruses in their natural hosts; homologus to human RDH12 linked to Leber Congenital Amaurosis""",Verified ORF
10855,15,797115,0.076373766303446,0.0835713251935279,0.361406167549562,YOR247W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10856,15,797158,0.0455801320874106,0.0817638988332914,0.577566252364972,YOR247W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10857,15,797268,0.0126102201663573,0.0816368683015107,0.87732963127958,YOR247W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10858,15,797335,0.0340271261555808,0.0820497473654078,0.678603667103632,YOR247W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10859,15,798213,0.0437106798826888,0.08250439945866,0.596584925975027,YOR247W,SRL1,SGDID:S000005773,CDS,CDS,"""Mannoprotein that exhibits a tight association with the cell wall; required for cell wall stability in the absence of GPI-anchored mannoproteins; has a high serine-threonine content; expression is induced in cell wall mutants; SRL1 has a paralog ; SVS1 ; that arose from the whole genome duplication""",Verified ORF
10860,15,798788,0.0429799836937956,0.0819077248868973,0.600095662146887,YOR249C,APC5,SGDID:S000005775,CDS,CDS,"""Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; relative distribution to nuclear foci decreases upon DNA replication stress""",Verified ORF
10861,15,798886,0.0478713244142409,0.0816435495739092,0.558018130123416,YOR249C,APC5,SGDID:S000005775,CDS,CDS,"""Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; relative distribution to nuclear foci decreases upon DNA replication stress""",Verified ORF
10862,15,800526,0.0758368571184171,0.0815938058473353,0.353294270161171,YOR249C,APC5,SGDID:S000005775,CDS,CDS,"""Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; relative distribution to nuclear foci decreases upon DNA replication stress""",Verified ORF
10863,15,802678,0.0701752446282732,0.0814976720948463,0.389783681269864,YOR251C,TUM1,SGDID:S000005777,CDS,CDS,"""Rhodanese domain sulfur transferase; accepts persulfite from Nfs1p and transfers it to Uba4p in the pathway for 2-thiolation of the wobble uridine base of tRNAs; also stimulates sulfur transfer by Nfs1p; involved in metabolism of sterol esters; may be mitochondrially localized""",Verified ORF
10864,15,803281,0.0797683894484114,0.0818075173220952,0.330191228651622,YOR251C,TUM1,SGDID:S000005777,CDS,CDS,"""Rhodanese domain sulfur transferase; accepts persulfite from Nfs1p and transfers it to Uba4p in the pathway for 2-thiolation of the wobble uridine base of tRNAs; also stimulates sulfur transfer by Nfs1p; involved in metabolism of sterol esters; may be mitochondrially localized""",Verified ORF
10865,15,806960,0.0442225006334658,0.0819253301622138,0.589681979997638,YOR254C,SEC63,SGDID:S000005780,CDS,CDS,"""Essential subunit of Sec63 complex; with Sec61 complex ; Kar2p/BiP and Lhs1p forms a channel competent for SRP-dependent and post-translational SRP-independent protein targeting and import into the ER; other members are Sec62p ; Sec66p ; and Sec72p""",Verified ORF
10866,15,807285,0.027936421121657,0.0819106022510236,0.733261401899139,YOR255W,OSW1,SGDID:S000005781,CDS,CDS,"""Protein involved in sporulation; required for the construction of the outer spore wall layers; required for proper localization of Spo14p""",Verified ORF
10867,15,808281,0.038315526163718,0.0821836416499224,0.641346738577922,YOR256C,TRE2,SGDID:S000005782,CDS,CDS,"""Transferrin receptor-like protein; functions with Tre1p to regulate ubiquitination and vacuolar degradation of the metal transporter Smf1p; inviability of null mutant in systematic studies is due to proximity to CDC31; TRE2 has a paralog ; TRE1 ; that arose from the whole genome duplication""",Verified ORF
10868,15,808893,0.0285769298942027,0.0823981165913155,0.72893671362378,YOR256C,TRE2,SGDID:S000005782,CDS,CDS,"""Transferrin receptor-like protein; functions with Tre1p to regulate ubiquitination and vacuolar degradation of the metal transporter Smf1p; inviability of null mutant in systematic studies is due to proximity to CDC31; TRE2 has a paralog ; TRE1 ; that arose from the whole genome duplication""",Verified ORF
10869,15,810364,0.0127799441600499,0.082423872645044,0.876869343813401,YOR256C,TRE2,SGDID:S000005782,CDS,CDS,"""Transferrin receptor-like protein; functions with Tre1p to regulate ubiquitination and vacuolar degradation of the metal transporter Smf1p; inviability of null mutant in systematic studies is due to proximity to CDC31; TRE2 has a paralog ; TRE1 ; that arose from the whole genome duplication""",Verified ORF
10870,15,810448,0.0189962824119391,0.0819528979742346,0.816831452722442,YOR256C,TRE2,SGDID:S000005782,CDS,CDS,"""Transferrin receptor-like protein; functions with Tre1p to regulate ubiquitination and vacuolar degradation of the metal transporter Smf1p; inviability of null mutant in systematic studies is due to proximity to CDC31; TRE2 has a paralog ; TRE1 ; that arose from the whole genome duplication""",Verified ORF
10871,15,811848,-0.0075454970128417,0.0818350669329495,0.926588491472723,YOR258W,HNT3,SGDID:S000005784,CDS,CDS,"""DNA 5' AMP hydrolase involved in DNA repair; member of the histidine triad (HIT) superfamily of nucleotide-binding proteins; homolog of Aprataxin ; a Hint related protein that is mutated in individuals with ataxia with oculomotor apraxia; relative distribution to nuclear foci decreases upon DNA replication stress""",Verified ORF
10872,15,815715,0.0113052045961003,0.0818209160830103,0.890184763544703,YOR260W,GCD1,SGDID:S000005786,CDS,CDS,"""Gamma subunit of the translation initiation factor eIF2B; the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a negative regulator of GCN4 expression""",Verified ORF
10873,15,816215,-0.0066340796919862,0.0819324155757502,0.935511581166192,YOR261C,RPN8,SGDID:S000005787,CDS,CDS,"""Essential non-ATPase regulatory subunit of the 26S proteasome; has similarity to the human p40 proteasomal subunit and to another S. cerevisiae regulatory subunit ; Rpn11p""",Verified ORF
