SNP,Chr,Pos,Effect,SE,ERV25_RBD2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
10281,15,195091,-0.0737834165042258,0.0696544866417742,0.29019778196895,YOL072W,THP1,SGDID:S000005433,CDS,CDS,"""Nuclear pore-associated protein; component of TREX-2 complex (Sac3p-Thp1p-Sus1p-Cdc31p) involved in transcription elongation and mRNA export from the nucleus; involved in post-transcriptional tethering of active genes to the nuclear periphery and to non-nascent mRNP; contains a PAM domain implicated in protein-protein binding""",Verified ORF
10283,15,197493,-0.110373284196915,0.070616544337386,0.118949857473492,YOL070C,NBA1,SGDID:S000005431,CDS,CDS,"""Protein involved in axial bud site selection; prevents repolarization of cells at previous division sites; recruited by Aim44p and Nap1p to the cell cortex and to cytokinesis remnants (bud scars) where it prevents Rsr1p-mediated activation of Cdc24p ; the Cdc42p GEF; localizes to the cytoplasm ; and the cell division site prior to being stably recruited to cytokinesis remnants; establishes the transient localization of Rga1p ; a Cdc42p GAP ; at bud scars along with Nis1p; potential Cdc28p substrate""",Verified ORF
10284,15,202330,-0.0711139817629809,0.0696739433219195,0.308110626449543,YOL067C,RTG1,SGDID:S000005428,CDS,CDS,"""Transcription factor (bHLH) involved in interorganelle communication; contributes to communication between mitochondria ; peroxisomes ; and nucleus; target of Hog1p; activated in stochastic pulses of nuclear localization""",Verified ORF
10285,15,203046,-0.0018293308580114,0.0695806217096758,0.979040241578375,YOL066C,RIB2,SGDID:S000005427,CDS,CDS,"""Bifunctional DRAP deaminase tRNA:pseudouridine synthase; the deaminase catalyzes the third step in riboflavin biosynthesis and the synthase catalyzes formation of pseudouridine at position 32 in cytoplasmic tRNAs; RIB2 has a paralog ; PUS9 ; that arose from the whole genome duplication""",Verified ORF
10286,15,203091,-0.0541061979370552,0.0701145579146636,0.440818594904853,YOL066C,RIB2,SGDID:S000005427,CDS,CDS,"""Bifunctional DRAP deaminase tRNA:pseudouridine synthase; the deaminase catalyzes the third step in riboflavin biosynthesis and the synthase catalyzes formation of pseudouridine at position 32 in cytoplasmic tRNAs; RIB2 has a paralog ; PUS9 ; that arose from the whole genome duplication""",Verified ORF
10287,15,203284,-0.0860954302637615,0.0694855829220149,0.216153816463308,YOL066C,RIB2,SGDID:S000005427,CDS,CDS,"""Bifunctional DRAP deaminase tRNA:pseudouridine synthase; the deaminase catalyzes the third step in riboflavin biosynthesis and the synthase catalyzes formation of pseudouridine at position 32 in cytoplasmic tRNAs; RIB2 has a paralog ; PUS9 ; that arose from the whole genome duplication""",Verified ORF
10293,15,207086,-0.0607610455561295,0.0698862040139855,0.385203666446265,YOL064C,MET22,SGDID:S000005425,CDS,CDS,"""Bisphosphate-3'-nucleotidase; involved in salt tolerance and methionine biogenesis; dephosphorylates 3'-phosphoadenosine-5'-phosphate and 3'-phosphoadenosine-5'-phosphosulfate ; intermediates of the sulfate assimilation pathway; human homolog BPNT1 complements yeast null mutant""",Verified ORF
10294,15,211986,-0.0607389414553731,0.069584489154172,0.383321595098849,YOL062C,APM4,SGDID:S000005423,CDS,CDS,"""Cargo-binding mu subunit of AP-2; AP-2 is a heterotetrameric endocytic cargo-binding adaptor that facilitates uptake of membrane proteins during clathrin-mediated endocytosis; Apm4p is required for AP-2 function and localization ; and binds cell wall stress receptor Mid2p; AP-2 is required for cell polarity responses to pheromone ; nutritional status and cell wall damage in S. cerevisiae ; and for hyphal growth in C. albicans; AP-2 complex is conserved in mammals""",Verified ORF
10295,15,214295,-0.0807646383883154,0.0696198485384115,0.246799979686705,YOL060C,MAM3,SGDID:S000005421,CDS,CDS,"""Protein required for normal mitochondrial morphology; has similarity to hemolysins""",Verified ORF
10296,15,214375,-0.0725299047918895,0.0698232580436037,0.299625371593665,YOL060C,MAM3,SGDID:S000005421,CDS,CDS,"""Protein required for normal mitochondrial morphology; has similarity to hemolysins""",Verified ORF
10297,15,216217,-0.0827629176947329,0.0700015892223567,0.237882232290851,YOL060C,MAM3,SGDID:S000005421,Close to 3'-UTR,Close to 3'-UTR,"""Protein required for normal mitochondrial morphology; has similarity to hemolysins""",Verified ORF
10299,15,216273,-0.0388955789052715,0.0697597531319254,0.577495027493566,YOL060C,MAM3,SGDID:S000005421,Close to 3'-UTR,Close to 3'-UTR,"""Protein required for normal mitochondrial morphology; has similarity to hemolysins""",Verified ORF
10303,15,217434,0.0147252835237384,0.070093709691748,0.83372646852678,YOL059W,GPD2,SGDID:S000005420,CDS,CDS,"""NAD-dependent glycerol 3-phosphate dehydrogenase; expression is controlled by an oxygen-independent signaling pathway required to regulate metabolism under anoxic conditions; located in cytosol and mitochondria; constitutively active but is inactivated via phosphorylation by energy-stress responsive kinase SNF1; GPD2 has a paralog ; GPD1 ; that arose from the whole genome duplication""",Verified ORF
10304,15,217612,0.0131925452595554,0.069577146802436,0.849723476329441,YOL059W,GPD2,SGDID:S000005420,CDS,CDS,"""NAD-dependent glycerol 3-phosphate dehydrogenase; expression is controlled by an oxygen-independent signaling pathway required to regulate metabolism under anoxic conditions; located in cytosol and mitochondria; constitutively active but is inactivated via phosphorylation by energy-stress responsive kinase SNF1; GPD2 has a paralog ; GPD1 ; that arose from the whole genome duplication""",Verified ORF
10305,15,218167,-0.0121639071109994,0.06986537517002,0.861882792583306,YOL059W,GPD2,SGDID:S000005420,CDS,CDS,"""NAD-dependent glycerol 3-phosphate dehydrogenase; expression is controlled by an oxygen-independent signaling pathway required to regulate metabolism under anoxic conditions; located in cytosol and mitochondria; constitutively active but is inactivated via phosphorylation by energy-stress responsive kinase SNF1; GPD2 has a paralog ; GPD1 ; that arose from the whole genome duplication""",Verified ORF
10306,15,218248,0.0474622858300543,0.0701911203857122,0.499365040283542,YOL059W,GPD2,SGDID:S000005420,CDS,CDS,"""NAD-dependent glycerol 3-phosphate dehydrogenase; expression is controlled by an oxygen-independent signaling pathway required to regulate metabolism under anoxic conditions; located in cytosol and mitochondria; constitutively active but is inactivated via phosphorylation by energy-stress responsive kinase SNF1; GPD2 has a paralog ; GPD1 ; that arose from the whole genome duplication""",Verified ORF
10307,15,220986,0.0628425346572095,0.0704845177221403,0.373225800302297,YOL057W,YOL057W,SGDID:S000005418,CDS,CDS,"""Dipeptidyl-peptidase III; cleaves dipeptides from the amino terminus of target proteins; highly active on synthetic substrate Arg-Arg-2-naphthylamide; mammalian ortholog may be a biomarker for some cancers""",Verified ORF
10308,15,221062,0.0522425633438,0.0698723675791406,0.455147601425145,YOL057W,YOL057W,SGDID:S000005418,CDS,CDS,"""Dipeptidyl-peptidase III; cleaves dipeptides from the amino terminus of target proteins; highly active on synthetic substrate Arg-Arg-2-naphthylamide; mammalian ortholog may be a biomarker for some cancers""",Verified ORF
10309,15,221859,0.03650276643701,0.0695098504708029,0.599811906034489,YOL057W,YOL057W,SGDID:S000005418,CDS,CDS,"""Dipeptidyl-peptidase III; cleaves dipeptides from the amino terminus of target proteins; highly active on synthetic substrate Arg-Arg-2-naphthylamide; mammalian ortholog may be a biomarker for some cancers""",Verified ORF
10310,15,222323,0.0244533209637188,0.0706295156189964,0.72938396859381,YOL057W,YOL057W,SGDID:S000005418,CDS,CDS,"""Dipeptidyl-peptidase III; cleaves dipeptides from the amino terminus of target proteins; highly active on synthetic substrate Arg-Arg-2-naphthylamide; mammalian ortholog may be a biomarker for some cancers""",Verified ORF
10311,15,223392,-0.0072347729855288,0.0712518361978817,0.919180998135938,YOL056W,GPM3,SGDID:S000005417,CDS,CDS,"""Nonfunctional homolog of Gpm1p phosphoglycerate mutase; if functional ; would convert 3-phosphoglycerate to 2-phosphoglycerate in glycolysis; GPM3 has a paralog ; GPM2 ; that arose from the whole genome duplication""",Verified ORF
10312,15,226144,0.0042962903840189,0.0697630751131708,0.950928958503638,SUT356,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
10316,15,228290,0.0272308328038807,0.0696269150937102,0.695961960064785,tN(GUU)O1_NFR/NDR,,,Promoter,Promoter,,Promoter
10318,15,231018,0.0234732136779237,0.0698184859465689,0.736917231922523,YOL053W,AIM39,SGDID:S000005414,CDS,CDS,"""Protein of unknown function; null mutant displays elevated frequency of mitochondrial genome loss""",Verified ORF
10320,15,232248,-0.0007597865737533,0.0696496614908346,0.99130245959612,YOL052C-A_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10321,15,233334,-4.41580579318007e-05,0.0712563991849327,0.999505895791871,YOL052C,SPE2,SGDID:S000005412,CDS,CDS,"""S-adenosylmethionine decarboxylase; required for the biosynthesis of spermidine and spermine; cells lacking Spe2p require spermine or spermidine for growth in the presence of oxygen but not when grown anaerobically""",Verified ORF
10322,15,234107,0.0274597180467681,0.0700125149104514,0.695138594593547,snR81_NFR/NDR,,,Promoter,Promoter,,Promoter
10323,15,234124,0.0071798052137645,0.0697425756427056,0.918063307671853,snR81_NFR/NDR,,,Promoter,Promoter,,Promoter
10324,15,234411,0.0280383236892953,0.0696205253697302,0.687390120968187,YNCO0006W,SNR81,SGDID:S000081375,Non-coding RNA,snoRNA_gene,"""H/ACA box small nucleolar RNA (snoRNA); guides pseudouridylation of large subunit (LSU) rRNA at position U1052 ; constitutive pseudouridylation of U2 snRNA (LSR1) at position 42 ; and stress-induced U2 pseudouridylation at position 93""",snoRNA_gene
10325,15,235211,-0.0407618038625527,0.0698940095370238,0.560134745826243,YOL051W,GAL11,SGDID:S000005411,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; affects transcription by acting as target of activators and repressors; forms part of the tail domain of mediator""",Verified ORF
10327,15,236301,-0.0661825532535456,0.0699380005948113,0.344641268874824,YOL051W,GAL11,SGDID:S000005411,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; affects transcription by acting as target of activators and repressors; forms part of the tail domain of mediator""",Verified ORF
10331,15,237260,-0.0596381546729349,0.0696647393470445,0.392537708516545,YOL051W,GAL11,SGDID:S000005411,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; affects transcription by acting as target of activators and repressors; forms part of the tail domain of mediator""",Verified ORF
10333,15,240287,-0.0756918305671279,0.0701288153272258,0.281179490151681,YOL048C,RRT8,SGDID:S000005408,CDS,CDS,"""Protein involved in spore wall assembly; shares similarity with Lds1p and Lds2p and a strain mutant for all 3 genes exhibits reduced dityrosine fluorescence relative to the single mutants; identified in a screen for mutants with increased levels of rDNA transcription; green fluorescent protein (GFP)-fusion protein localizes to lipid particles; protein abundance increases in response to DNA replication stress""",Verified ORF
10334,15,242903,-0.0420450026053245,0.0694987953933961,0.545584597389941,YOL045W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10335,15,243109,-0.0585032593939252,0.0706997349363276,0.408518945088741,YOL047C,LDS2,SGDID:S000005407,Close to 3'-UTR,Close to 3'-UTR,"""Protein Involved in spore wall assembly; localizes to lipid droplets found on or outside of the prospore membrane; shares similarity with Lds1p and Rrt8p ; and a strain mutant for all 3 genes exhibits reduced dityrosine fluorescence relative to the single mutants; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern""",Verified ORF
10336,15,243553,-0.0562788682986381,0.0698968354965449,0.421263302560397,YOL046C,YOL046C,SGDID:S000005406,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; almost completely overlaps the verified gene PSK2/YOL045W""",Dubious ORF
10337,15,244594,-0.0491226217860966,0.0696835832180135,0.481313531981917,YOL045W,PSK2,SGDID:S000005405,CDS,CDS,"""PAS-domain containing serine/threonine protein kinase; regulates sugar flux and translation in response to an unknown metabolite by phosphorylating Ugp1p and Gsy2p (sugar flux) and Caf20p ; Tif11p and Sro9p (translation); PSK2 has a paralog ; PSK1 ; that arose from the whole genome duplication""",Verified ORF
10338,15,244868,-0.0470049313494916,0.0695915619609762,0.499838403850733,YOL045W,PSK2,SGDID:S000005405,CDS,CDS,"""PAS-domain containing serine/threonine protein kinase; regulates sugar flux and translation in response to an unknown metabolite by phosphorylating Ugp1p and Gsy2p (sugar flux) and Caf20p ; Tif11p and Sro9p (translation); PSK2 has a paralog ; PSK1 ; that arose from the whole genome duplication""",Verified ORF
10339,15,247506,-0.085490568052071,0.0696613303547735,0.220553465118882,YOL044W,PEX15,SGDID:S000005404,CDS,CDS,"""Tail-anchored type II integral peroxisomal membrane protein; required for peroxisome biogenesis; cells lacking Pex15p mislocalize peroxisomal matrix proteins to cytosol; overexpression results in impaired peroxisome assembly""",Verified ORF
10340,15,248251,-0.0777523240934772,0.0696190827379021,0.264828792960343,YOL044W,PEX15,SGDID:S000005404,CDS,CDS,"""Tail-anchored type II integral peroxisomal membrane protein; required for peroxisome biogenesis; cells lacking Pex15p mislocalize peroxisomal matrix proteins to cytosol; overexpression results in impaired peroxisome assembly""",Verified ORF
10341,15,250092,-0.0851351672388766,0.0700412746983918,0.224987749034348,YOL042W,NGL1,SGDID:S000005402,CDS,CDS,"""Putative endonuclease; has a domain similar to a magnesium-dependent endonuclease motif in mRNA deadenylase Ccr4p; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
10342,15,252113,-0.0944967123385339,0.0701947722250049,0.179099517870352,YOL041C,NOP12,SGDID:S000005401,CDS,CDS,"""Nucleolar protein involved in pre-25S rRNA processing; also involved in biogenesis of large 60S ribosomal subunit; contains an RNA recognition motif (RRM); binds to Ebp2; similar to Nop13p and Nsr1p""",Verified ORF
10343,15,253558,-0.0703367943180091,0.0697292402731234,0.313803196464131,YOL040C,RPS15,SGDID:S000005400,CDS,CDS,"""Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S15 and bacterial S19""",Verified ORF
10344,15,253929,-0.0873553903573863,0.0705549291030079,0.216494770849817,XUT_15F-116,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
10345,15,253930,-0.0774758693886842,0.0695637757683598,0.266149071987492,XUT_15F-116,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
10346,15,253973,-0.0791298979317974,0.0694859927274039,0.255563316355438,XUT_15F-116,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
10347,15,253998,-0.0791298979317974,0.0694859927274039,0.255563316355438,XUT_15F-116,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
10348,15,255007,-0.0795531707851999,0.0696133189815258,0.253901663314792,YOL038C-A,YOL038C-A,SGDID:S000028812,CDS,CDS,"""Putative protein of unknown function; identified by SAGE analysis""",Uncharacterized ORF
10352,15,261313,-0.0752685697437955,0.0698595574900032,0.282025305093701,YOL034W,SMC5,SGDID:S000005394,CDS,CDS,"""Subunit of the SMC5-SMC6 complex; the SMC5-SMC6 complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair; binds single-stranded DNA and has ATPase activity; supports nucleolar function; S. pombe homolog forms a heterodimer with S. pombe Rad18p that is involved in DNA repair""",Verified ORF
10353,15,262436,-0.0778750338586697,0.0702310417470509,0.268253803324483,YOL034W,SMC5,SGDID:S000005394,CDS,CDS,"""Subunit of the SMC5-SMC6 complex; the SMC5-SMC6 complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair; binds single-stranded DNA and has ATPase activity; supports nucleolar function; S. pombe homolog forms a heterodimer with S. pombe Rad18p that is involved in DNA repair""",Verified ORF
10354,15,263540,-0.0458034243948194,0.0698136495156871,0.512199273084925,YOL033W,MSE1,SGDID:S000005393,CDS,CDS,"""Mitochondrial glutamyl-tRNA synthetase; predicted to be palmitoylated""",Verified ORF
10355,15,263860,-0.0364267769850573,0.0699074525424409,0.602643721754014,YOL033W,MSE1,SGDID:S000005393,CDS,CDS,"""Mitochondrial glutamyl-tRNA synthetase; predicted to be palmitoylated""",Verified ORF
10357,15,267332,-0.0460879909415084,0.0694915329673356,0.507624210418187,YOL031C,SIL1,SGDID:S000005391,CDS,CDS,"""Nucleotide exchange factor for the ER lumenal Hsp70 chaperone Kar2p; required for protein translocation into the endoplasmic reticulum (ER); homolog of Yarrowia lipolytica SLS1; GrpE-like protein""",Verified ORF
10358,15,268222,-0.0564712074496209,0.0696876450321271,0.418286449104716,YOL030W,GAS5,SGDID:S000005390,CDS,CDS,"""1,3-beta-glucanosyltransferase; has similarity to Gas1p; localizes to the cell wall""",Verified ORF
10359,15,269477,-0.0613463031634182,0.0709679865153661,0.387943012077899,YOL030W,GAS5,SGDID:S000005390,CDS,CDS,"""1,3-beta-glucanosyltransferase; has similarity to Gas1p; localizes to the cell wall""",Verified ORF
10360,15,269919,-0.0636146862142721,0.0700515538690496,0.364438365837318,YOL029C,YOL029C,SGDID:S000005389,CDS,CDS,"""Putative protein of unknown function; separated from neighboring gene ; YAP7 ; by frame shift and corresponds to C-terminal part of YAP7 orthologs in other species; identified as interacting with Hsc82p and Hsp82p in high-throughput two-hybrid screens""",Uncharacterized ORF
10361,15,270218,-0.0648821496468581,0.0703443757110808,0.356975902798624,YOL029C,YOL029C,SGDID:S000005389,CDS,CDS,"""Putative protein of unknown function; separated from neighboring gene ; YAP7 ; by frame shift and corresponds to C-terminal part of YAP7 orthologs in other species; identified as interacting with Hsc82p and Hsp82p in high-throughput two-hybrid screens""",Uncharacterized ORF
10362,15,270269,-0.0611298746458194,0.069687537826982,0.380974872636581,YOL029C,YOL029C,SGDID:S000005389,CDS,CDS,"""Putative protein of unknown function; separated from neighboring gene ; YAP7 ; by frame shift and corresponds to C-terminal part of YAP7 orthologs in other species; identified as interacting with Hsc82p and Hsp82p in high-throughput two-hybrid screens""",Uncharacterized ORF
10363,15,270972,-0.0370955446435829,0.0697244836100765,0.595039620399005,YOL028C,YAP7,SGDID:S000005388,CDS,CDS,"""Transcriptional repressor of nitric oxide oxidase; basic leucine zipper (bZIP) transcription factor; neighboring gene ; YOL029C ; created by frame-shift at position 708 ; corresponds to C-terminal part of YAP7 orthologs in other species; YAP7 has a paralog ; YAP5 ; that arose from the whole genome duplication""",Verified ORF
10364,15,271365,-0.0225877102859897,0.069907904938361,0.746805770878217,YOL028C,YAP7,SGDID:S000005388,CDS,CDS,"""Transcriptional repressor of nitric oxide oxidase; basic leucine zipper (bZIP) transcription factor; neighboring gene ; YOL029C ; created by frame-shift at position 708 ; corresponds to C-terminal part of YAP7 orthologs in other species; YAP7 has a paralog ; YAP5 ; that arose from the whole genome duplication""",Verified ORF
10365,15,271552,-0.0158906628542711,0.0699342144275145,0.820381871901295,YOL029C_NFR/NDR,,,Promoter,Promoter,,Promoter
10366,15,271780,-0.0130082208316955,0.0703103141179474,0.85332621957368,YOL029C_NFR/NDR,,,Promoter,Promoter,,Promoter
10368,15,272768,-0.0148179701733421,0.070169240841031,0.832872789617735,YOL027C,MDM38,SGDID:S000005387,CDS,CDS,"""Membrane-associated mitochondrial ribosome receptor; forms a complex with Mba1p to facilitate recruitment of mRNA-specific translational activators to ribosomes; ribosome-associated protein involved in the insertion of newly synthesized proteins into the mitochondrial inner membrane; role in protein export and K+/H+ exchange; localizes to the inner mitochondrial membrane; human ortholog Letm1 implicated in Wolf-Hirschhorn syndrome""",Verified ORF
10369,15,274007,0.0015062097727851,0.0705199262436946,0.98297163357965,YOL027C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10370,15,274603,-0.0092701269157979,0.0702427040740543,0.895080987812743,tS(GCU)O_NFR/NDR,,,Promoter,Promoter,,Promoter
10371,15,276632,-0.0220035111844636,0.0697426004262897,0.752571526059837,YOL025W,LAG2,SGDID:S000005385,CDS,CDS,"""Protein that negatively regulates the SCF E3-ubiquitin ligase; regulates by interacting with and preventing neddyation of the cullin subunit ; Cdc53p; longevity determinant that is preferentially expressed in young cells; similar to mammalian Cand1""",Verified ORF
10374,15,277467,0.008123656176647,0.0704311642279966,0.908239802353748,YOL024W,YOL024W,SGDID:S000005384,CDS,CDS,"""Putative protein of unknown function; predicted to have thiol-disulfide oxidoreductase active site; YOL024W has a paralog ; IGD1 ; that arose from the whole genome duplication""",Uncharacterized ORF
10379,15,278631,0.0054720313933589,0.0702303376663082,0.937939420427992,YOL023W,IFM1,SGDID:S000005383,CDS,CDS,"""Mitochondrial translation initiation factor 2""",Verified ORF
10380,15,281378,-0.0365850334915566,0.0698058253033137,0.600539886644604,YOL022C,TSR4,SGDID:S000005382,CDS,CDS,"""Cytoplasmic assembly chaperone for ribosomal protein Rps2p; co-translationally associates with the N-terminal extension of Rps2p to facilitate expression ; solubility and ribosome assembly; released prior to the nuclear import of Rps2p; required for correct processing of 20S pre-rRNA at site D to generate mature 18S rRNA; essential gene in the S288C background but not in CEN.PK2; homologous to human PDCD2L and PDCD2""",Verified ORF
10381,15,285588,0.0616600692419645,0.0703123248190543,0.381112704722608,YOL020W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10382,15,285741,0.0767672994995207,0.0700428262422638,0.273823676499184,YOL020W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10383,15,285960,0.0829027585829255,0.0699154325882832,0.236515569632727,YOL020W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10384,15,286046,0.0817322332421042,0.0696564134872353,0.241441513321026,YOL020W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10385,15,286242,0.0715360917077256,0.0702580647365214,0.309284771277504,YOL020W,TAT2,SGDID:S000005380,CDS,CDS,"""High affinity tryptophan and tyrosine permease; overexpression confers FK506 and FTY720 resistance""",Verified ORF
10386,15,286732,0.0686779052628397,0.0699591020904937,0.326926657157316,YOL020W,TAT2,SGDID:S000005380,CDS,CDS,"""High affinity tryptophan and tyrosine permease; overexpression confers FK506 and FTY720 resistance""",Verified ORF
10388,15,288282,0.0705778216464217,0.0699436903194253,0.313633995540121,YOL019W-A_NFR/NDR,,,Promoter,Promoter,,Promoter
10389,15,289191,0.055289316117411,0.0702792340773847,0.431979977231412,YOL019W,YOL019W,SGDID:S000005379,CDS,CDS,"""Protein involved in secretion and cell wall organization; localizes to plasma membrane microdomains called MCCs (membrane compartment occupied by Can1); GFP-fusion protein localizes to the cell periphery and vacuole; Sur7/PalI family transmembrane domain (TMD) containing protein; TOS7 has a paralog ; DCV1 ; that arose from the whole genome duplication""",Verified ORF
10390,15,289865,0.0610298650922936,0.0699144852916428,0.383299198804276,YOL019W,YOL019W,SGDID:S000005379,CDS,CDS,"""Protein involved in secretion and cell wall organization; localizes to plasma membrane microdomains called MCCs (membrane compartment occupied by Can1); GFP-fusion protein localizes to the cell periphery and vacuole; Sur7/PalI family transmembrane domain (TMD) containing protein; TOS7 has a paralog ; DCV1 ; that arose from the whole genome duplication""",Verified ORF
10391,15,294442,0.0387733138671736,0.0697991620643932,0.578905760208801,YOL017W,ESC8,SGDID:S000005377,CDS,CDS,"""Protein involved in telomeric and mating-type locus silencing; interacts with Sir2p and also interacts with Gal11p ; which is a component of the RNA pol II mediator complex; ESC8 has a paralog ; IOC3 ; that arose from the whole genome duplication""",Verified ORF
10392,15,298709,0.078566161545023,0.0699117386876901,0.261865477571903,YOL015W,IRC10,SGDID:S000005375,CDS,CDS,"""Protein of unknown function; subunit of the leading edge protein (LEP) complex (Ssp1-Ady3-Don1-Irc10) that forms a ring-like structure at the leading edge of the prospore membrane during meiosis II; null mutant displays increased levels of spontaneous Rad52p foci""",Verified ORF
10394,15,300336,0.0025020650903735,0.0698461190589008,0.971444111899798,YOL014W,YOL014W,SGDID:S000005374,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; mCherry fusion protein localizes to the cytosol and nucleus""",Uncharacterized ORF
10395,15,300373,-0.0124796635745799,0.069564402304506,0.857728705636512,YOL013W-A_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10398,15,300972,-0.0038687251181917,0.0708855955920026,0.956506315562222,YOLCdelta8,YOLCdelta8,SGDID:S000007152,Other features,LTR,"""Ty1 LTR""",reverse complement
10399,15,302265,-0.0472480452370381,0.0702890691753004,0.501898521516436,YOL013C,HRD1,SGDID:S000005373,CDS,CDS,"""Ubiquitin-protein ligase involved in ER-associated degradation (ERAD) of misfolded proteins; upon autoubiquitination triggers retrotranslocation of misfolded proteins to cytosol for degradation; genetically linked to the unfolded protein response (UPR); regulated through association with Hrd3p; contains an H2 ring finger; likely plays a general role in targeting proteins that persistently associate with and potentially obstruct the ER-localized translocon""",Verified ORF
10400,15,305341,-0.0717564900431401,0.070029264721439,0.306223251829031,YOL011W,PLB3,SGDID:S000005371,Close to 3'-UTR,Close to 3'-UTR,"""Phospholipase B (lysophospholipase) involved in lipid metabolism; hydrolyzes phosphatidylinositol and phosphatidylserine and displays transacylase activity in vitro; PLB3 has a paralog ; PLB1 ; that arose from the whole genome duplication""",Verified ORF
10401,15,305375,-0.0831561491759396,0.069688151409693,0.233568557313641,YOL011W,PLB3,SGDID:S000005371,CDS,CDS,"""Phospholipase B (lysophospholipase) involved in lipid metabolism; hydrolyzes phosphatidylinositol and phosphatidylserine and displays transacylase activity in vitro; PLB3 has a paralog ; PLB1 ; that arose from the whole genome duplication""",Verified ORF
10402,15,305436,-0.0831561491759396,0.069688151409693,0.233568557313641,YOL011W,PLB3,SGDID:S000005371,CDS,CDS,"""Phospholipase B (lysophospholipase) involved in lipid metabolism; hydrolyzes phosphatidylinositol and phosphatidylserine and displays transacylase activity in vitro; PLB3 has a paralog ; PLB1 ; that arose from the whole genome duplication""",Verified ORF
10403,15,305531,-0.0709570945245088,0.0698278359809158,0.310243433214114,YOL011W,PLB3,SGDID:S000005371,CDS,CDS,"""Phospholipase B (lysophospholipase) involved in lipid metabolism; hydrolyzes phosphatidylinositol and phosphatidylserine and displays transacylase activity in vitro; PLB3 has a paralog ; PLB1 ; that arose from the whole genome duplication""",Verified ORF
10404,15,309504,-0.0826589450391463,0.0704265518224657,0.241310459726242,ARS1512,ARS1512,SGDID:S000130135,Other features,Replication,"""Replication origin; identified in multiple array studies ; confirmed by plasmid-based recombinational ARS assay""",ARS
10405,15,309869,-0.0877524741485758,0.0696732906123076,0.208687278011037,ARS1512,ARS1512,SGDID:S000130135,Other features,Replication,"""Replication origin; identified in multiple array studies ; confirmed by plasmid-based recombinational ARS assay""",ARS
10406,15,309954,-0.073716608856642,0.0700167698575235,0.293133468239603,YOL009C,MDM12,SGDID:S000005369,CDS,CDS,"""Mitochondrial outer membrane protein ; ERMES complex subunit; required for transmission of mitochondria to daughter cells; required for mitophagy; may influence import and assembly of outer membrane beta-barrel proteins; ERMES complex is often co-localized with peroxisomes and with concentrated areas of pyruvate dehydrogenase""",Verified ORF
10407,15,310221,-0.0817869282403395,0.069398423227328,0.239386043190532,YOL008W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10408,15,310574,-0.0720207751613038,0.0698247509722739,0.303035767833013,YOL008W,COQ10,SGDID:S000005368,CDS,CDS,"""Coenzyme Q (ubiquinone) binding protein; functions in the delivery of Q<sub>6</sub> to its proper location for electron transport during respiration; START domain protein with homologs in bacteria and eukaryotes; respiratory growth defect of the null mutant is functionally complemented by human COQ10A""",Verified ORF
10410,15,311056,-0.0675786584012215,0.0697591092346672,0.333336626341642,YOL009C,MDM12,SGDID:S000005369,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial outer membrane protein ; ERMES complex subunit; required for transmission of mitochondria to daughter cells; required for mitophagy; may influence import and assembly of outer membrane beta-barrel proteins; ERMES complex is often co-localized with peroxisomes and with concentrated areas of pyruvate dehydrogenase""",Verified ORF
