SNP,Chr,Pos,Effect,SE,ERG11_PIS1_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
8604,13,225767,-0.0937508645890406,0.0545422610282886,0.086515395382219,YML024W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8605,13,226048,-0.0877116365388168,0.0547684839445849,0.110161054189233,YML025C,YML6,SGDID:S000004487,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial ribosomal protein of the large subunit; has similarity to E. coli L4 ribosomal protein and human mitoribosomal MRP-L4 protein; essential for viability ; unlike most other mitoribosomal proteins""",Verified ORF
8606,13,228874,-0.0714207669944742,0.0549872938670699,0.194839941321369,YML022W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8607,13,234266,-0.0836353671085753,0.0542435549045396,0.124006245306518,YML019W,OST6,SGDID:S000004481,CDS,CDS,"""Subunit of the oligosaccharyltransferase complex of the ER lumen; complex catalyzes asparagine-linked glycosylation of newly synthesized proteins; similar to and partially functionally redundant with Ost3p""",Verified ORF
8608,13,234850,-0.0900223875162518,0.054857117540618,0.101681030007228,YML018C,YML018C,SGDID:S000004480,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the membrane of the vacuole; physical interaction with Atg27p suggests a possible role in autophagy; YML018C is not an essential gene; relative distribution to the vacuolar membrane decreases upon DNA replication stress; YML018C has a paralog ; THI74 ; that arose from the whole genome duplication""",Verified ORF
8609,13,234851,-0.0900223875162518,0.054857117540618,0.101681030007228,YML018C,YML018C,SGDID:S000004480,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the membrane of the vacuole; physical interaction with Atg27p suggests a possible role in autophagy; YML018C is not an essential gene; relative distribution to the vacuolar membrane decreases upon DNA replication stress; YML018C has a paralog ; THI74 ; that arose from the whole genome duplication""",Verified ORF
8611,13,238236,-0.0306700480412141,0.0544352489380018,0.573504884510619,CEN13_NFR/NDR,,,Promoter,Promoter,,Promoter
8613,13,244183,-0.0483529817667625,0.0546521794131996,0.376898977914722,YML013W,UBX2,SGDID:S000004475,CDS,CDS,"""Bridging factor involved in ER-associated protein degradation (ERAD); bridges the cytosolic Cdc48p-Npl1p-Ufd1p ATPase complex and the membrane associated Ssm4p and Hrd1p ubiquitin ligase complexes; contains a UBX (ubiquitin regulatory X) domain and a ubiquitin-associated (UBA) domain; redistributes from the ER to lipid droplets during the diauxic shift and stationary phase; required for the maintenance of lipid homeostasis; required for mitochondrial protein translocation-associated degradation""",Verified ORF
8614,13,244460,-0.0519545006939713,0.0545755265913976,0.34176136113094,YML013W,UBX2,SGDID:S000004475,CDS,CDS,"""Bridging factor involved in ER-associated protein degradation (ERAD); bridges the cytosolic Cdc48p-Npl1p-Ufd1p ATPase complex and the membrane associated Ssm4p and Hrd1p ubiquitin ligase complexes; contains a UBX (ubiquitin regulatory X) domain and a ubiquitin-associated (UBA) domain; redistributes from the ER to lipid droplets during the diauxic shift and stationary phase; required for the maintenance of lipid homeostasis; required for mitochondrial protein translocation-associated degradation""",Verified ORF
8615,13,247407,-0.0052382714571985,0.0547560885262564,0.923840484943175,YML011C,RAD33,SGDID:S000004472,CDS,CDS,"""Protein involved in nucleotide excision repair; green fluorescent protein (GFP)-fusion protein localizes to the nucleus""",Verified ORF
8616,13,248552,-0.0261998867082293,0.0555371657052926,0.637393760681975,YML010W,SPT5,SGDID:S000004470,CDS,CDS,"""Spt4p/5p (DSIF) transcription elongation factor complex subunit; the Spt4/5 complex binds to ssRNA in a sequence-specific manner ; and in concert with RNAP I and II has multiple roles regulating transcriptional elongation ; RNA processing ; quality control ; and transcription-coupled repair; interacts with DNA upstream of RNAPII and the non-template strand of the transcription bubble; Spt5p is the only transcription elongation factor conserved in all domains of life""",Verified ORF
8617,13,253667,-0.0609147548517307,0.0550704791494889,0.269426292490901,YML007W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8618,13,254919,-0.0621012712704573,0.0550707922526693,0.260228335116928,YML007W,YAP1,SGDID:S000004466,CDS,CDS,"""Basic leucine zipper (bZIP) transcription factor; required for oxidative stress tolerance; activated by H2O2 through the multistep formation of disulfide bonds and transit from the cytoplasm to the nucleus; Yap1p is degraded in the nucleus after the oxidative stress has passed; mediates resistance to cadmium; relative distribution to the nucleus increases upon DNA replication stress; YAP1 has a paralog ; CAD1 ; that arose from the whole genome duplication""",Verified ORF
8621,13,256853,-0.0396292592037505,0.0557465609470481,0.477626428619824,YML006C,GIS4,SGDID:S000004465,CDS,CDS,"""CAAX box containing protein of unknown function; proposed to be involved in the RAS/cAMP signaling pathway""",Verified ORF
8622,13,258020,-0.0269173339848152,0.0550365613249299,0.625088120529207,YML006C,GIS4,SGDID:S000004465,CDS,CDS,"""CAAX box containing protein of unknown function; proposed to be involved in the RAS/cAMP signaling pathway""",Verified ORF
8623,13,261178,-0.0444915885883915,0.0548491850534099,0.417819076545252,YML005W,TRM12,SGDID:S000004464,CDS,CDS,"""S-adenosylmethionine-dependent methyltransferase; required for wybutosine formation in phenylalanine-accepting tRNA; member of the seven beta-strand family""",Verified ORF
8625,13,262788,-0.075517461585099,0.0548047312825733,0.169095612077282,XUT_13F-116,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
8626,13,262904,-0.0691297201665435,0.0547755082245261,0.207762097418957,XUT_13F-116,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
8627,13,262915,-0.0722533142154504,0.0548171961066038,0.188332364023069,XUT_13F-116,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
8628,13,263341,-0.0776677816140545,0.0549660048399319,0.158532469707833,YML003W_NFR/NDR,,,Promoter,Promoter,,Promoter
8634,13,268600,-0.0318020852817544,0.055642140820016,0.567992803818562,YML001W,YPT7,SGDID:S000004460,Close to 3'-UTR,Close to 3'-UTR,"""Rab family GTPase; GTP-binding protein of the rab family; required for homotypic fusion event in vacuole inheritance ; for endosome-endosome fusion; localizes to sites of contact between the vacuole and mitochondria (vCLAMPs); interacts with the cargo selection/retromer complex for retrograde sorting; similar to mammalian Rab7""",Verified ORF
8635,13,272284,-0.0273566130697095,0.0548392101053509,0.618194834136162,YMR002W,MIX17,SGDID:S000004604,CDS,CDS,"""Mitochondrial intermembrane space protein; required for normal oxygen consumption; contains twin cysteine-x9-cysteine motifs; protein abundance increases in response to DNA replication stress""",Verified ORF
8636,13,274252,-0.0436150875249813,0.0546982994541957,0.425768961571076,YMR004W,MVP1,SGDID:S000004606,CDS,CDS,"""Protein required for sorting proteins to the vacuole; Mvp1p and Vps1p act in concert to promote membrane traffic to the vacuole; participates in transcription initiation and/or early elongation of specific genes; interacts with 'foot domain' of RNA polymerase II; deletion results in abnormal CTD-Ser5 phosphorylation of RNA polymerase II at specific promoter regions; protein abundance increases in response to DNA replication stress""",Verified ORF
8637,13,275145,-0.0410728220426316,0.0557828553732501,0.462038183270415,YMR004W,MVP1,SGDID:S000004606,CDS,CDS,"""Protein required for sorting proteins to the vacuole; Mvp1p and Vps1p act in concert to promote membrane traffic to the vacuole; participates in transcription initiation and/or early elongation of specific genes; interacts with 'foot domain' of RNA polymerase II; deletion results in abnormal CTD-Ser5 phosphorylation of RNA polymerase II at specific promoter regions; protein abundance increases in response to DNA replication stress""",Verified ORF
8638,13,278674,-0.0307050013958042,0.0549852478875813,0.576909912963526,YMR006C,PLB2,SGDID:S000004608,CDS,CDS,"""Phospholipase B (lysophospholipase) involved in lipid metabolism; displays transacylase activity in vitro; overproduction confers resistance to lysophosphatidylcholine""",Verified ORF
8639,13,280923,-0.0470485213174228,0.0544988168687726,0.38856180617238,YMR008C,PLB1,SGDID:S000004610,CDS,CDS,"""Phospholipase B (lysophospholipase) involved in lipid metabolism; required for efficient acyl chain remodeling of newly synthesized phosphatidylethanolamine-derived phosphatidylcholine; required for deacylation of phosphatidylcholine and phosphatidylethanolamine but not phosphatidylinositol; PLB1 has a paralog ; PLB3 ; that arose from the whole genome duplication""",Verified ORF
8640,13,283371,-0.0078394255282425,0.0548489669330324,0.886428990053257,YMR008C,PLB1,SGDID:S000004610,Close to 3'-UTR,Close to 3'-UTR,"""Phospholipase B (lysophospholipase) involved in lipid metabolism; required for efficient acyl chain remodeling of newly synthesized phosphatidylethanolamine-derived phosphatidylcholine; required for deacylation of phosphatidylcholine and phosphatidylethanolamine but not phosphatidylinositol; PLB1 has a paralog ; PLB3 ; that arose from the whole genome duplication""",Verified ORF
8642,13,287022,-0.0110437694980853,0.054987612812349,0.840938537432491,YMR010W,ANY1,SGDID:S000004612,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in phospholipid flippase function; null allele suppresses growth and membrane trafficking defects associated with all flippase null alleles; proposed function as a phospholipid scramblase that reduces membrane asymmetry; PQ loop family member; localizes to the endosome and trans-Golgi network; non-essential gene""",Verified ORF
8643,13,290088,-0.0127390809142104,0.0558796152315962,0.819798702769457,YMRCtau1,YMRCtau1,SGDID:S000007117,Other features,LTR,"""Ty4 LTR""",reverse complement
8644,13,296799,-0.042295156831047,0.0548541074515696,0.441194187844192,YMR013C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8645,13,296809,-0.0338456717205883,0.0549223900804938,0.538129728566854,YMR013C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8646,13,298658,0.008633057023059,0.0553958803882637,0.87624590125563,YMR014W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8647,13,298712,0.0069128574166561,0.0550042738067471,0.900057927478393,YMR014W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8648,13,298845,-0.0053749493311146,0.0549538555915244,0.922139939465757,YMR014W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8653,13,299304,-0.0120096962110083,0.0549112370008478,0.827001506310548,YMR014W,BUD22,SGDID:S000004616,CDS,CDS,"""Protein required for rRNA maturation and ribosomal subunit biogenesis; required for 18S rRNA maturation; also required for small ribosomal subunit biogenesis; cosediments with pre-ribosomal particles; mutation decreases efficiency of +1 Ty1 frameshifting and transposition ; and affects budding pattern""",Verified ORF
8654,13,299947,0.0087120552408204,0.0550035498732536,0.874239448994203,YMR014W,BUD22,SGDID:S000004616,CDS,CDS,"""Protein required for rRNA maturation and ribosomal subunit biogenesis; required for 18S rRNA maturation; also required for small ribosomal subunit biogenesis; cosediments with pre-ribosomal particles; mutation decreases efficiency of +1 Ty1 frameshifting and transposition ; and affects budding pattern""",Verified ORF
8656,13,302918,0.0001908678674452,0.0549016129594767,0.997228088706161,XUT_13F-137,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
8657,13,309981,0.0352857263443235,0.0553700560254653,0.524361481928418,YMR018W,PEX9,SGDID:S000004620,Close to 3'-UTR,Close to 3'-UTR,"""Peroxisomal membrane signal receptor for peroxisomal matrix proteins; oleate-inducible condition-specific import receptor for a subset of PTS1-containing matrix proteins; localizes to both the cytosol and the peroxisomal membrane; similar to human PEX5Rp ; a peroxin protein 5 related protein; paralog of Pex5p""",Verified ORF
8658,13,310001,0.0458088866776438,0.05536331947087,0.408556312177089,YMR018W,PEX9,SGDID:S000004620,Close to 3'-UTR,Close to 3'-UTR,"""Peroxisomal membrane signal receptor for peroxisomal matrix proteins; oleate-inducible condition-specific import receptor for a subset of PTS1-containing matrix proteins; localizes to both the cytosol and the peroxisomal membrane; similar to human PEX5Rp ; a peroxin protein 5 related protein; paralog of Pex5p""",Verified ORF
8659,13,311023,0.0374320026760556,0.0556954009437269,0.50196968863997,YMR018W,PEX9,SGDID:S000004620,CDS,CDS,"""Peroxisomal membrane signal receptor for peroxisomal matrix proteins; oleate-inducible condition-specific import receptor for a subset of PTS1-containing matrix proteins; localizes to both the cytosol and the peroxisomal membrane; similar to human PEX5Rp ; a peroxin protein 5 related protein; paralog of Pex5p""",Verified ORF
8660,13,313844,0.011165044983842,0.0553489740687694,0.840251114812544,YMR019W,STB4,SGDID:S000004621,CDS,CDS,"""Putative transcription factor; contains a Zn(II)2Cys6 zinc finger domain characteristic of DNA-binding proteins; computational analysis suggests a role in regulation of expression of genes encoding transporters; binds Sin3p in a two-hybrid assay;""",Verified ORF
8661,13,315986,0.0138585125078551,0.055363661574054,0.802487177363142,YMR020W,FMS1,SGDID:S000004622,CDS,CDS,"""Polyamine oxidase; converts spermine to spermidine ; which is required for the essential hypusination modification of translation factor eIF-5A; also involved in pantothenic acid biosynthesis""",Verified ORF
8662,13,317001,0.0242127394714547,0.0560399086218752,0.66595983065484,YMR020W,FMS1,SGDID:S000004622,Close to 3'-UTR,Close to 3'-UTR,"""Polyamine oxidase; converts spermine to spermidine ; which is required for the essential hypusination modification of translation factor eIF-5A; also involved in pantothenic acid biosynthesis""",Verified ORF
8663,13,319136,0.0564402808663136,0.0551918119677951,0.307187582296847,YMR022W,UBC7,SGDID:S000004624,CDS,CDS,"""Ubiquitin conjugating enzyme; involved in the ER-associated protein degradation (ERAD) pathway and in the inner nuclear membrane-associated degradation (INMAD) pathway; requires Cue1p for recruitment to the ER membrane; proposed to be involved in chromatin assembly""",Verified ORF
8664,13,329611,0.0522319232695708,0.0556933338846344,0.348963365598472,YMR029C,FAR8,SGDID:S000004631,CDS,CDS,"""Protein involved in recovery from arrest in response to pheromone; acts in a cell cycle arrest recovery pathway independent from Far1p; interacts with Far3p ; Far7p ; Far9p ; Far10p ; and Far11p""",Verified ORF
8665,13,329923,0.0477197250910115,0.0561250182241568,0.395768084121997,YMR029C,FAR8,SGDID:S000004631,CDS,CDS,"""Protein involved in recovery from arrest in response to pheromone; acts in a cell cycle arrest recovery pathway independent from Far1p; interacts with Far3p ; Far7p ; Far9p ; Far10p ; and Far11p""",Verified ORF
8666,13,331270,0.0944365448024924,0.0563003989001389,0.0943555192015735,YMR030W,RSF1,SGDID:S000004632,CDS,CDS,"""Protein required for respiratory growth; localized to both the nucleus and mitochondrion; may interact with transcription factors to mediate the transition to respiratory growth and activate transcription of nuclear and mitochondrial genes""",Verified ORF
8667,13,331334,0.0856657099372561,0.0561777445858225,0.128178251352062,YMR030W,RSF1,SGDID:S000004632,CDS,CDS,"""Protein required for respiratory growth; localized to both the nucleus and mitochondrion; may interact with transcription factors to mediate the transition to respiratory growth and activate transcription of nuclear and mitochondrial genes""",Verified ORF
8668,13,331755,0.0865013674661482,0.0566576019395688,0.127721414015903,YMR030W,RSF1,SGDID:S000004632,CDS,CDS,"""Protein required for respiratory growth; localized to both the nucleus and mitochondrion; may interact with transcription factors to mediate the transition to respiratory growth and activate transcription of nuclear and mitochondrial genes""",Verified ORF
8670,13,333904,0.110792915910995,0.0556620143021625,0.0473112717977727,YMR031C,EIS1,SGDID:S000004633,CDS,CDS,"""Component of the eisosome required for proper eisosome assembly; similar to Uso1p; authentic ; non-tagged protein is detected in a phosphorylated state in highly purified mitochondria in high-throughput studies; protein increases in abundance and relocalizes from plasma membrane to cytoplasm upon DNA replication stress; EIS1 has a paralog ; YKL050C ; that arose from the whole genome duplication""",Verified ORF
8671,13,338431,0.0932596264778565,0.0553556169632585,0.092923270549449,YMR030W-A,YMR030W-A,SGDID:S000028574,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; mCherry fusion protein localizes to the cytosol""",Uncharacterized ORF
8672,13,339328,0.0691770482244036,0.0557632441033966,0.215596206013403,YMR033W,ARP9,SGDID:S000004636,Close to 3'-UTR,Close to 3'-UTR,"""Component of both the SWI/SNF and RSC chromatin remodeling complexes; actin-related protein involved in transcriptional regulation""",Verified ORF
8673,13,339643,0.0694774477633381,0.055574210021743,0.212064018748683,YMR034C,RCH1,SGDID:S000004637,CDS,CDS,"""Negative regulator of cytosolic calcium homeostasis; localizes to the plasma membrane ; concentrating at the bud neck during cell division; regulated by Crz1p through a CDRE promoter element; non-essential gene; putative transporter with sequence similarity to human SLC10A7; functional homolog of C. albicans RCH1""",Verified ORF
8674,13,340812,0.0382905930494544,0.0551688454831279,0.488099890709896,YMR034C,RCH1,SGDID:S000004637,Close to 3'-UTR,Close to 3'-UTR,"""Negative regulator of cytosolic calcium homeostasis; localizes to the plasma membrane ; concentrating at the bud neck during cell division; regulated by Crz1p through a CDRE promoter element; non-essential gene; putative transporter with sequence similarity to human SLC10A7; functional homolog of C. albicans RCH1""",Verified ORF
8675,13,341260,0.0497305342558818,0.0549538737176077,0.366108831911095,YMR035W,IMP2,SGDID:S000004638,CDS,CDS,"""Catalytic subunit of mitochondrial inner membrane peptidase complex; required for maturation of mitochondrial proteins of the intermembrane space; complex contains two catalytic subunits (Imp1p and Imp2p that differ in substrate specificity) ; and Som1p""",Verified ORF
8677,13,343136,0.0227049896950594,0.0553887160276932,0.682112662371366,YMR036C,MIH1,SGDID:S000004639,CDS,CDS,"""Protein tyrosine phosphatase involved in cell cycle control and retrograde protein transport; regulates the phosphorylation state of Cdc28p; modulates phosphorylation of retromer component Vps26p; homolog of S. pombe cdc25""",Verified ORF
8678,13,343663,0.0172488089238001,0.0555992204199007,0.756565543427683,YMR036C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8679,13,343706,0.0292481348105417,0.0555328548370488,0.598745476895888,SUT299,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
8680,13,344093,0.0340142961155984,0.0555800944865994,0.540940316405119,SUT299,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
8681,13,345749,0.053770239753993,0.0569380284231909,0.345629443810799,YMR037C,MSN2,SGDID:S000004640,CDS,CDS,"""Stress-responsive transcriptional activator; activated in stochastic pulses of nuclear localization in response to various stress conditions; binds DNA at stress response elements of responsive genes; light sensing pathway component that accumulates in the nucleus in response to blue light; relative distribution to nucleus increases upon DNA replication stress""",Verified ORF
8682,13,347381,0.0614606363870493,0.0551766193679139,0.26608461467985,YMR037C,MSN2,SGDID:S000004640,Close to 3'-UTR,Close to 3'-UTR,"""Stress-responsive transcriptional activator; activated in stochastic pulses of nuclear localization in response to various stress conditions; binds DNA at stress response elements of responsive genes; light sensing pathway component that accumulates in the nucleus in response to blue light; relative distribution to nucleus increases upon DNA replication stress""",Verified ORF
8684,13,349796,0.0564737639483933,0.0565877465675863,0.318969878395743,YMR040W_NFR/NDR,,,Promoter,Promoter,,Promoter
8685,13,350144,0.0494708280680652,0.0548901450701676,0.368059397892157,YMR040W_NFR/NDR,,,Promoter,Promoter,,Promoter
8686,13,350249,0.049605294656616,0.0548898012861705,0.366757457074895,YMR039C,SUB1,SGDID:S000004642,Close to 3'-UTR,Close to 3'-UTR,"""Transcriptional regulator; facilitates elongation through factors that modify RNAP II; role in peroxide resistance involving Rad2p; role in nonhomologous end-joining (NHEJ) of ds breaks in plasmid DNA ; but not chromosomal DNA; role in the hyperosmotic stress response through polymerase recruitment at RNAP II and RNAP III genes; negatively regulates sporulation; protein abundance increases in response to DNA replication stress; functionally complemented by human SUB1 (PC4)""",Verified ORF
8688,13,352789,0.0770288067351761,0.054906837292133,0.161525547852517,YMR042W,ARG80,SGDID:S000004645,CDS,CDS,"""Transcription factor involved in regulating arginine-responsive genes; acts with Arg81p and Arg82p""",Verified ORF
8690,13,355292,0.00158637992308,0.0553826539549904,0.977164718156247,YMR044W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8691,13,363033,0.00621527546542,0.0545989958715229,0.909433325508139,tH(GUG)M_NFR/NDR,,,Promoter,Promoter,,Promoter
8692,13,363801,0.0128047794640104,0.0551616245829297,0.816569989386895,YMR047C,NUP116,SGDID:S000004650,CDS,CDS,"""FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier; forms a stable association with Nup82p ; Gle2p and two other FG-nucleoporins (Nsp1p and Nup159p); NUP116 has a paralog ; NUP100 ; that arose from the whole genome duplication""",Verified ORF
8693,13,365504,0.0188851353279967,0.0549191129049311,0.731147420661397,YMR047C,NUP116,SGDID:S000004650,CDS,CDS,"""FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier; forms a stable association with Nup82p ; Gle2p and two other FG-nucleoporins (Nsp1p and Nup159p); NUP116 has a paralog ; NUP100 ; that arose from the whole genome duplication""",Verified ORF
8694,13,367606,0.0443319344074113,0.0545489899324106,0.416938146989523,YMR048W,CSM3,SGDID:S000004651,CDS,CDS,"""Replication fork associated factor; required for stable replication fork pausing; component of the DNA replication checkpoint pathway; required for accurate chromosome segregation during meiosis; forms nuclear foci upon DNA replication stress""",Verified ORF
8695,13,368822,0.0342700932497036,0.054561210206619,0.53034220620801,YMR049C,ERB1,SGDID:S000004652,CDS,CDS,"""Constituent of 66S pre-ribosomal particles; forms a complex with Nop7p and Ytm1p that is required for maturation of the large ribosomal subunit; required for maturation of the 25S and 5.8S ribosomal RNAs; binds RNA via its C-terminal domain; homologous to mammalian Bop1""",Verified ORF
8698,13,379256,-0.0053822182950435,0.0547714945872987,0.921776232061783,tW(CCA)M_NFR/NDR,,,Promoter,Promoter,,Promoter
8699,13,379628,0.0160719677004094,0.0543569027021011,0.767652272645525,YMR052W,FAR3,SGDID:S000004656,CDS,CDS,"""Protein of unknown function; involved in recovery from cell cycle arrest in response to pheromone ; in a Far1p-independent pathway; interacts with Far7p ; Far8p ; Far9p ; Far10p ; and Far11p; localizes to the endoplasmic reticulum; protein abundance increases in response to DNA replication stress""",Verified ORF
8701,13,380640,0.0199537329837999,0.0546049841535195,0.715017050306088,YMR053C,STB2,SGDID:S000004657,CDS,CDS,"""Protein that interacts with Sin3p in a two-hybrid assay; part of a large protein complex with Sin3p and Stb1p; STB2 has a paralog ; STB6 ; that arose from the whole genome duplication""",Verified ORF
8702,13,381948,0.0006653047003386,0.0547114089662859,0.9903046286739,YMR053C,STB2,SGDID:S000004657,CDS,CDS,"""Protein that interacts with Sin3p in a two-hybrid assay; part of a large protein complex with Sin3p and Stb1p; STB2 has a paralog ; STB6 ; that arose from the whole genome duplication""",Verified ORF
8703,13,382282,0.0201750977331487,0.0546599982542311,0.712273220700246,YMR053C,STB2,SGDID:S000004657,CDS,CDS,"""Protein that interacts with Sin3p in a two-hybrid assay; part of a large protein complex with Sin3p and Stb1p; STB2 has a paralog ; STB6 ; that arose from the whole genome duplication""",Verified ORF
8704,13,382792,-0.0099008533198176,0.0548001978796633,0.856728833985864,YMR053C,STB2,SGDID:S000004657,CDS,CDS,"""Protein that interacts with Sin3p in a two-hybrid assay; part of a large protein complex with Sin3p and Stb1p; STB2 has a paralog ; STB6 ; that arose from the whole genome duplication""",Verified ORF
8705,13,383109,0.0189069989118433,0.0547475505116228,0.730037887894748,YMR054W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8706,13,385364,-0.0185146383316732,0.0545911045947901,0.734697501629966,YMR054W,STV1,SGDID:S000004658,CDS,CDS,"""Subunit a of the vacuolar-ATPase V0 domain; encodes one of two isoforms ; located in both Golgi and endosomal V-ATPase complexes while VPH1 encodes the second isoform and is located in vacuolar V-ATPase complexes; interaction with PI(4)P is required for efficient localization and function of Stv1-containing V-ATPases""",Verified ORF
8707,13,386654,0.002078346774213,0.0544596072924318,0.969579224099323,YMR055C,BUB2,SGDID:S000004659,CDS,CDS,"""Mitotic exit network regulator; forms GTPase-activating Bfa1p-Bub2p complex that binds Tem1p and spindle pole bodies ; blocks cell cycle progression before anaphase in response to spindle and kinetochore damage""",Verified ORF
8708,13,389323,-0.015924922791364,0.0541100423489643,0.76869689404596,YMR058W,FET3,SGDID:S000004662,CDS,CDS,"""Ferro-O2-oxidoreductase; multicopper oxidase that oxidizes ferrous (Fe2+) to ferric iron (Fe3+) for subsequent cellular uptake by transmembrane permease Ftr1p; required for high-affinity iron uptake and involved in mediating resistance to copper ion toxicity ; belongs to class of integral membrane multicopper oxidases; protein abundance increases in response to DNA replication stress""",Verified ORF
8710,13,391230,0.0002677505095393,0.0543938739889035,0.9960752586204,YMR059W,SEN15,SGDID:S000004663,CDS,CDS,"""Subunit of the tRNA splicing endonuclease; tRNA splicing endonuclease (Sen complex) is composed of Sen2p ; Sen15p ; Sen34p ; and Sen54p; Sen complex also cleaves the CBP1 mRNA at the mitochondrial surface""",Verified ORF
8711,13,391266,-0.010909748051457,0.0543204282745212,0.840938874142513,YMR059W,SEN15,SGDID:S000004663,CDS,CDS,"""Subunit of the tRNA splicing endonuclease; tRNA splicing endonuclease (Sen complex) is composed of Sen2p ; Sen15p ; Sen34p ; and Sen54p; Sen complex also cleaves the CBP1 mRNA at the mitochondrial surface""",Verified ORF
8712,13,391381,-0.0194395630301721,0.0542766666204876,0.720439970521267,YMR059W,SEN15,SGDID:S000004663,CDS,CDS,"""Subunit of the tRNA splicing endonuclease; tRNA splicing endonuclease (Sen complex) is composed of Sen2p ; Sen15p ; Sen34p ; and Sen54p; Sen complex also cleaves the CBP1 mRNA at the mitochondrial surface""",Verified ORF
8714,13,391574,-0.0266838206566598,0.0547874222805963,0.626530272156301,YMR060C,SAM37,SGDID:S000004664,CDS,CDS,"""Component of the Sorting and Assembly Machinery (SAM) complex; the SAM (or TOB) complex is located in the mitochondrial outer membrane; binds precursors of beta-barrel proteins and facilitates their outer membrane insertion; contributes to SAM complex stability""",Verified ORF
8715,13,391711,-0.0181578728253212,0.0544841605351356,0.739129218727214,YMR060C,SAM37,SGDID:S000004664,CDS,CDS,"""Component of the Sorting and Assembly Machinery (SAM) complex; the SAM (or TOB) complex is located in the mitochondrial outer membrane; binds precursors of beta-barrel proteins and facilitates their outer membrane insertion; contributes to SAM complex stability""",Verified ORF
8716,13,391847,-0.0164194020757388,0.054529692725898,0.763508370541304,YMR060C,SAM37,SGDID:S000004664,CDS,CDS,"""Component of the Sorting and Assembly Machinery (SAM) complex; the SAM (or TOB) complex is located in the mitochondrial outer membrane; binds precursors of beta-barrel proteins and facilitates their outer membrane insertion; contributes to SAM complex stability""",Verified ORF
8717,13,393150,-0.0037254050831416,0.0541948392915813,0.945234738123088,YMR061W,RNA14,SGDID:S000004665,CDS,CDS,"""Component of the cleavage and polyadenylation factor I (CF I); CF 1 ; composed of the CF 1A complex (Rna14p ; Rna15p ; Clp1p ; Pcf11p) and Hrp1 ; is involved in cleavage and polyadenylation of mRNA 3' ends; bridges interaction between Rna15p and Hrp1p in the CF I complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay; required for gene looping and maintenance of genome stability; relocalizes to the cytosol in response to hypoxia""",Verified ORF
8718,13,393315,0.0164509871597856,0.054652120078858,0.763581963672032,YMR061W,RNA14,SGDID:S000004665,CDS,CDS,"""Component of the cleavage and polyadenylation factor I (CF I); CF 1 ; composed of the CF 1A complex (Rna14p ; Rna15p ; Clp1p ; Pcf11p) and Hrp1 ; is involved in cleavage and polyadenylation of mRNA 3' ends; bridges interaction between Rna15p and Hrp1p in the CF I complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay; required for gene looping and maintenance of genome stability; relocalizes to the cytosol in response to hypoxia""",Verified ORF
8719,13,393588,0.0002010847848092,0.054260325034553,0.997045198500642,YMR061W,RNA14,SGDID:S000004665,CDS,CDS,"""Component of the cleavage and polyadenylation factor I (CF I); CF 1 ; composed of the CF 1A complex (Rna14p ; Rna15p ; Clp1p ; Pcf11p) and Hrp1 ; is involved in cleavage and polyadenylation of mRNA 3' ends; bridges interaction between Rna15p and Hrp1p in the CF I complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay; required for gene looping and maintenance of genome stability; relocalizes to the cytosol in response to hypoxia""",Verified ORF
