SNP,Chr,Pos,Effect,SE,HNM1_MID2_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
8569,13,158039,-0.067191979427957,0.0601100104723056,0.264405413637866,YML059C,NTE1,SGDID:S000004524,CDS,CDS,"""Serine esterase; homolog of human neuropathy target esterase (NTE); Nte1p-mediated phosphatidylcholine turnover influences transcription factor Opi1p localization ; affecting transcriptional regulation of phospholipid biosynthesis genes""",Verified ORF
8570,13,158199,-0.0893474447399298,0.0604562877683436,0.140330203575043,YML059C,NTE1,SGDID:S000004524,CDS,CDS,"""Serine esterase; homolog of human neuropathy target esterase (NTE); Nte1p-mediated phosphatidylcholine turnover influences transcription factor Opi1p localization ; affecting transcriptional regulation of phospholipid biosynthesis genes""",Verified ORF
8571,13,159382,-0.0462681028944077,0.0601977174861389,0.442643351222248,YML058W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8573,13,162015,-0.0415079066526802,0.0614089352058817,0.499530096799921,YML057W,CMP2,SGDID:S000004521,Close to 3'-UTR,Close to 3'-UTR,"""Calcineurin A; one isoform (the other is Cna1p) of the catalytic subunit of calcineurin ; a Ca++/calmodulin-regulated protein phosphatase which regulates Crz1p (a stress-response transcription factor) ; the other calcineurin subunit is CNB1; regulates the function of Aly1p alpha-arrestin; CMP2 has a paralog ; CNA1 ; that arose from the whole genome duplication""",Verified ORF
8575,13,163509,-0.0999364137780561,0.0599809174333618,0.0965732330600016,YML056C,IMD4,SGDID:S000004520,Close to 3'-UTR,Close to 3'-UTR,"""Inosine monophosphate dehydrogenase; catalyzes the rate-limiting step in the de novo synthesis of GTP; member of a four-gene family in S. cerevisiae ; constitutively expressed; IMD4 has a paralog ; IMD3 ; that arose from the whole genome duplication""",Verified ORF
8576,13,164705,-0.0958060846304067,0.0604169292556711,0.113691624015844,SUT294,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
8577,13,169759,-0.135346062201417,0.0593805240814924,0.0232455518109936,YML053C,YML053C,SGDID:S000004517,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and the nucleus; overexpression causes a cell cycle delay or arrest; YML053C is not an essential gene""",Uncharacterized ORF
8579,13,173500,-0.0942896514649412,0.06016329082738,0.117957135774374,YML050W,AIM32,SGDID:S000004514,CDS,CDS,"""Protein of unknown function; null mutant is viable and displays elevated frequency of mitochondrial genome loss""",Verified ORF
8580,13,176799,-0.0919689181603864,0.060089519164706,0.12678077854413,YML049C,RSE1,SGDID:S000004513,CDS,CDS,"""Protein involved in pre-mRNA splicing; component of the pre-spliceosome; associates with U2 snRNA; involved in ER to Golgi transport""",Verified ORF
8584,13,191678,-0.0720642377854689,0.0607831654012361,0.236579605824551,YML043C,RRN11,SGDID:S000004507,CDS,CDS,"""Component of the core factor (CF) rDNA transcription factor complex; CF is required for transcription of 35S rRNA genes by RNA polymerase I and is composed of Rrn6p ; Rrn7p ; and Rrn11p""",Verified ORF
8585,13,193232,-0.085946135466778,0.0601070292044474,0.153634501428372,YML042W,CAT2,SGDID:S000004506,CDS,CDS,"""Carnitine acetyl-CoA transferase; present in both mitochondria and peroxisomes; transfers activated acetyl groups to carnitine to form acetylcarnitine which can be shuttled across membranes""",Verified ORF
8586,13,205923,-0.0542869180230976,0.0598924222422444,0.365338686830276,YML036W,CGI121,SGDID:S000004500,CDS,CDS,"""Component of the EKC/KEOPS complex; EKC/KEOPS complex is required for t6A tRNA modification and telomeric TG1-3 recombination; may have role in transcription; Cgi121p is dispensable for tRNA modification; other complex members are Bud32p ; Kae1p ; Pcc1p ; and Gon7p""",Verified ORF
8588,13,209723,-0.115598161961456,0.0597965145976362,0.0540119272170682,YML034C-A,YML034C-A,SGDID:S000004499,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps ORF SRC1/YML034W""",Dubious ORF
8589,13,209750,-0.114720018130844,0.0596632773735368,0.055310595265838,YML034C-A,YML034C-A,SGDID:S000004499,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps ORF SRC1/YML034W""",Dubious ORF
8590,13,210558,-0.0565697830968485,0.0598299391546147,0.345045495261232,YML034W,SRC1,SGDID:S000004497,CDS,CDS,"""Inner nuclear membrane protein; highly enriched at telomeres and subtelomeric regions; functions in regulation of subtelomeric genes and is linked to TREX (transcription export) factors; SRC1 produces 2 splice variant proteins with different functions; alternative splicing of SRC1 pre-mRNA is promoted by Hub1p; mutant has aneuploidy tolerance; SRC1 has a paralog ; HEH2 ; that arose from the whole genome duplication""",Verified ORF
8592,13,211631,-0.0639648535501239,0.0610373597263164,0.295372948552921,YML034W,SRC1,SGDID:S000004497,Close to 3'-UTR,Close to 3'-UTR,"""Inner nuclear membrane protein; highly enriched at telomeres and subtelomeric regions; functions in regulation of subtelomeric genes and is linked to TREX (transcription export) factors; SRC1 produces 2 splice variant proteins with different functions; alternative splicing of SRC1 pre-mRNA is promoted by Hub1p; mutant has aneuploidy tolerance; SRC1 has a paralog ; HEH2 ; that arose from the whole genome duplication""",Verified ORF
8593,13,212205,-0.0361805144761864,0.0611124704879225,0.554208408193368,YML034W,SRC1,SGDID:S000004497,Close to 3'-UTR,Close to 3'-UTR,"""Inner nuclear membrane protein; highly enriched at telomeres and subtelomeric regions; functions in regulation of subtelomeric genes and is linked to TREX (transcription export) factors; SRC1 produces 2 splice variant proteins with different functions; alternative splicing of SRC1 pre-mRNA is promoted by Hub1p; mutant has aneuploidy tolerance; SRC1 has a paralog ; HEH2 ; that arose from the whole genome duplication""",Verified ORF
8595,13,216269,-0.061920263047138,0.0599362210413621,0.302263164447077,YML030W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8596,13,216599,-0.0820197095553001,0.0596299262209121,0.169855195946722,YML030W,RCF1,SGDID:S000004492,CDS,CDS,"""Cytochrome c oxidase subunit; required for assembly of the Complex III-Complex IV supercomplex ; and for assembly of Cox13p and Rcf2p into cytochrome c oxidase; similar to Rcf2p ; and either Rcf1p or Rcf2p is required for late-stage assembly of the Cox12p and Cox13p subunits and for cytochrome c oxidase activity; required for growth under hypoxic conditions; member of the hypoxia induced gene family; C. elegans and human orthologs are functional in yeast""",Verified ORF
8598,13,217206,-0.0815811401756245,0.0604391768380586,0.177943271988847,YML029W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8599,13,217356,-0.0685060209977844,0.0598282940335894,0.252966724596017,YML030W,RCF1,SGDID:S000004492,Close to 3'-UTR,Close to 3'-UTR,"""Cytochrome c oxidase subunit; required for assembly of the Complex III-Complex IV supercomplex ; and for assembly of Cox13p and Rcf2p into cytochrome c oxidase; similar to Rcf2p ; and either Rcf1p or Rcf2p is required for late-stage assembly of the Cox12p and Cox13p subunits and for cytochrome c oxidase activity; required for growth under hypoxic conditions; member of the hypoxia induced gene family; C. elegans and human orthologs are functional in yeast""",Verified ORF
8600,13,223846,-0.0823838455012118,0.06031851599893,0.17286706673047,YML026C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8601,13,223868,-0.0827372273254792,0.0604298119304887,0.171824172636034,YML026C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8602,13,225313,-0.0832184245423412,0.0601416202391173,0.167322292044674,YML025C,YML6,SGDID:S000004487,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial ribosomal protein of the large subunit; has similarity to E. coli L4 ribosomal protein and human mitoribosomal MRP-L4 protein; essential for viability ; unlike most other mitoribosomal proteins""",Verified ORF
8603,13,225322,-0.0840117178333275,0.0602633603939299,0.164171458053472,YML025C,YML6,SGDID:S000004487,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial ribosomal protein of the large subunit; has similarity to E. coli L4 ribosomal protein and human mitoribosomal MRP-L4 protein; essential for viability ; unlike most other mitoribosomal proteins""",Verified ORF
8604,13,225767,-0.0777348528230494,0.0603506491659446,0.198571095407255,YML024W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8605,13,226048,-0.0793880070466174,0.0605627247759675,0.190764152513347,YML025C,YML6,SGDID:S000004487,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial ribosomal protein of the large subunit; has similarity to E. coli L4 ribosomal protein and human mitoribosomal MRP-L4 protein; essential for viability ; unlike most other mitoribosomal proteins""",Verified ORF
8606,13,228874,-0.0703949646879234,0.0607618044698477,0.247427014910762,YML022W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8607,13,234266,-0.0447307338157459,0.060065051403005,0.45694566676931,YML019W,OST6,SGDID:S000004481,CDS,CDS,"""Subunit of the oligosaccharyltransferase complex of the ER lumen; complex catalyzes asparagine-linked glycosylation of newly synthesized proteins; similar to and partially functionally redundant with Ost3p""",Verified ORF
8608,13,234850,-0.0240699845467803,0.0608056618976019,0.692454062442449,YML018C,YML018C,SGDID:S000004480,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the membrane of the vacuole; physical interaction with Atg27p suggests a possible role in autophagy; YML018C is not an essential gene; relative distribution to the vacuolar membrane decreases upon DNA replication stress; YML018C has a paralog ; THI74 ; that arose from the whole genome duplication""",Verified ORF
8609,13,234851,-0.0240699845467803,0.0608056618976019,0.692454062442449,YML018C,YML018C,SGDID:S000004480,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the membrane of the vacuole; physical interaction with Atg27p suggests a possible role in autophagy; YML018C is not an essential gene; relative distribution to the vacuolar membrane decreases upon DNA replication stress; YML018C has a paralog ; THI74 ; that arose from the whole genome duplication""",Verified ORF
8611,13,238236,-0.0073502434249376,0.060148294992137,0.902808561132845,CEN13_NFR/NDR,,,Promoter,Promoter,,Promoter
8613,13,244183,0.0166856001472245,0.0604224971068641,0.782595379674803,YML013W,UBX2,SGDID:S000004475,CDS,CDS,"""Bridging factor involved in ER-associated protein degradation (ERAD); bridges the cytosolic Cdc48p-Npl1p-Ufd1p ATPase complex and the membrane associated Ssm4p and Hrd1p ubiquitin ligase complexes; contains a UBX (ubiquitin regulatory X) domain and a ubiquitin-associated (UBA) domain; redistributes from the ER to lipid droplets during the diauxic shift and stationary phase; required for the maintenance of lipid homeostasis; required for mitochondrial protein translocation-associated degradation""",Verified ORF
8614,13,244460,0.0268731570055821,0.0603378484364575,0.656319529790776,YML013W,UBX2,SGDID:S000004475,CDS,CDS,"""Bridging factor involved in ER-associated protein degradation (ERAD); bridges the cytosolic Cdc48p-Npl1p-Ufd1p ATPase complex and the membrane associated Ssm4p and Hrd1p ubiquitin ligase complexes; contains a UBX (ubiquitin regulatory X) domain and a ubiquitin-associated (UBA) domain; redistributes from the ER to lipid droplets during the diauxic shift and stationary phase; required for the maintenance of lipid homeostasis; required for mitochondrial protein translocation-associated degradation""",Verified ORF
8615,13,247407,-0.0104428940280419,0.0604751299628484,0.863001297829586,YML011C,RAD33,SGDID:S000004472,CDS,CDS,"""Protein involved in nucleotide excision repair; green fluorescent protein (GFP)-fusion protein localizes to the nucleus""",Verified ORF
8616,13,248552,-0.0537669177164893,0.0612921453633573,0.380961801587795,YML010W,SPT5,SGDID:S000004470,CDS,CDS,"""Spt4p/5p (DSIF) transcription elongation factor complex subunit; the Spt4/5 complex binds to ssRNA in a sequence-specific manner ; and in concert with RNAP I and II has multiple roles regulating transcriptional elongation ; RNA processing ; quality control ; and transcription-coupled repair; interacts with DNA upstream of RNAPII and the non-template strand of the transcription bubble; Spt5p is the only transcription elongation factor conserved in all domains of life""",Verified ORF
8617,13,253667,-0.0351741325470855,0.0609006872585304,0.56392574241827,YML007W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8618,13,254919,-0.0325980676348422,0.0609092337259916,0.592854839089619,YML007W,YAP1,SGDID:S000004466,CDS,CDS,"""Basic leucine zipper (bZIP) transcription factor; required for oxidative stress tolerance; activated by H2O2 through the multistep formation of disulfide bonds and transit from the cytoplasm to the nucleus; Yap1p is degraded in the nucleus after the oxidative stress has passed; mediates resistance to cadmium; relative distribution to the nucleus increases upon DNA replication stress; YAP1 has a paralog ; CAD1 ; that arose from the whole genome duplication""",Verified ORF
8621,13,256853,-0.0440322359646588,0.0615703248762495,0.47498688853864,YML006C,GIS4,SGDID:S000004465,CDS,CDS,"""CAAX box containing protein of unknown function; proposed to be involved in the RAS/cAMP signaling pathway""",Verified ORF
8622,13,258020,-0.0154394010744283,0.0608017150078221,0.799697204054791,YML006C,GIS4,SGDID:S000004465,CDS,CDS,"""CAAX box containing protein of unknown function; proposed to be involved in the RAS/cAMP signaling pathway""",Verified ORF
8623,13,261178,-0.0531868574631718,0.0605700402140554,0.380483991551365,YML005W,TRM12,SGDID:S000004464,CDS,CDS,"""S-adenosylmethionine-dependent methyltransferase; required for wybutosine formation in phenylalanine-accepting tRNA; member of the seven beta-strand family""",Verified ORF
8625,13,262788,-0.0641894963429772,0.0605969634422118,0.29019396639948,XUT_13F-116,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
8626,13,262904,-0.0720164910943767,0.0605134081712371,0.234810200098546,XUT_13F-116,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
8627,13,262915,-0.0708803405615085,0.0605758353892364,0.242746418583608,XUT_13F-116,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
8628,13,263341,-0.0568725071381824,0.0608048944983252,0.350258799041686,YML003W_NFR/NDR,,,Promoter,Promoter,,Promoter
8634,13,268600,-0.0327453709603257,0.0614592473483462,0.594508577295117,YML001W,YPT7,SGDID:S000004460,Close to 3'-UTR,Close to 3'-UTR,"""Rab family GTPase; GTP-binding protein of the rab family; required for homotypic fusion event in vacuole inheritance ; for endosome-endosome fusion; localizes to sites of contact between the vacuole and mitochondria (vCLAMPs); interacts with the cargo selection/retromer complex for retrograde sorting; similar to mammalian Rab7""",Verified ORF
8635,13,272284,-0.0416593420345674,0.0605494669134823,0.49189102341616,YMR002W,MIX17,SGDID:S000004604,CDS,CDS,"""Mitochondrial intermembrane space protein; required for normal oxygen consumption; contains twin cysteine-x9-cysteine motifs; protein abundance increases in response to DNA replication stress""",Verified ORF
8636,13,274252,-0.0404190562169426,0.0604291745881989,0.504017755259511,YMR004W,MVP1,SGDID:S000004606,CDS,CDS,"""Protein required for sorting proteins to the vacuole; Mvp1p and Vps1p act in concert to promote membrane traffic to the vacuole; participates in transcription initiation and/or early elongation of specific genes; interacts with 'foot domain' of RNA polymerase II; deletion results in abnormal CTD-Ser5 phosphorylation of RNA polymerase II at specific promoter regions; protein abundance increases in response to DNA replication stress""",Verified ORF
8637,13,275145,-0.059378381839018,0.0615771855928467,0.335559716419987,YMR004W,MVP1,SGDID:S000004606,CDS,CDS,"""Protein required for sorting proteins to the vacuole; Mvp1p and Vps1p act in concert to promote membrane traffic to the vacuole; participates in transcription initiation and/or early elongation of specific genes; interacts with 'foot domain' of RNA polymerase II; deletion results in abnormal CTD-Ser5 phosphorylation of RNA polymerase II at specific promoter regions; protein abundance increases in response to DNA replication stress""",Verified ORF
8638,13,278674,-0.0637653566444221,0.0606619541500084,0.293904642388404,YMR006C,PLB2,SGDID:S000004608,CDS,CDS,"""Phospholipase B (lysophospholipase) involved in lipid metabolism; displays transacylase activity in vitro; overproduction confers resistance to lysophosphatidylcholine""",Verified ORF
8639,13,280923,-0.0492732841444339,0.0601991591016372,0.413621348546821,YMR008C,PLB1,SGDID:S000004610,CDS,CDS,"""Phospholipase B (lysophospholipase) involved in lipid metabolism; required for efficient acyl chain remodeling of newly synthesized phosphatidylethanolamine-derived phosphatidylcholine; required for deacylation of phosphatidylcholine and phosphatidylethanolamine but not phosphatidylinositol; PLB1 has a paralog ; PLB3 ; that arose from the whole genome duplication""",Verified ORF
8640,13,283371,-0.0798445189078588,0.0604319960916556,0.187280695708558,YMR008C,PLB1,SGDID:S000004610,Close to 3'-UTR,Close to 3'-UTR,"""Phospholipase B (lysophospholipase) involved in lipid metabolism; required for efficient acyl chain remodeling of newly synthesized phosphatidylethanolamine-derived phosphatidylcholine; required for deacylation of phosphatidylcholine and phosphatidylethanolamine but not phosphatidylinositol; PLB1 has a paralog ; PLB3 ; that arose from the whole genome duplication""",Verified ORF
8642,13,287022,-0.0827703315095689,0.0605761018451242,0.172687600248871,YMR010W,ANY1,SGDID:S000004612,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in phospholipid flippase function; null allele suppresses growth and membrane trafficking defects associated with all flippase null alleles; proposed function as a phospholipid scramblase that reduces membrane asymmetry; PQ loop family member; localizes to the endosome and trans-Golgi network; non-essential gene""",Verified ORF
8643,13,290088,-0.075145789846004,0.061592630458628,0.223262209794934,YMRCtau1,YMRCtau1,SGDID:S000007117,Other features,LTR,"""Ty4 LTR""",reverse complement
8644,13,296799,-0.0833717715030227,0.060473570160864,0.168876311089706,YMR013C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8645,13,296809,-0.0887593882863907,0.0605090593443255,0.143299643377599,YMR013C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8646,13,298658,-0.0203582866159041,0.0611760456251324,0.73949639259664,YMR014W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8647,13,298712,-0.0179247520639351,0.0607448830963799,0.768104330841011,YMR014W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8648,13,298845,-0.0231914387626672,0.0606835993826968,0.702565397814389,YMR014W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8653,13,299304,-0.0304492710237535,0.0606307112826225,0.615833838890806,YMR014W,BUD22,SGDID:S000004616,CDS,CDS,"""Protein required for rRNA maturation and ribosomal subunit biogenesis; required for 18S rRNA maturation; also required for small ribosomal subunit biogenesis; cosediments with pre-ribosomal particles; mutation decreases efficiency of +1 Ty1 frameshifting and transposition ; and affects budding pattern""",Verified ORF
8654,13,299947,-0.0064193898169145,0.0607514137553808,0.915906971841865,YMR014W,BUD22,SGDID:S000004616,CDS,CDS,"""Protein required for rRNA maturation and ribosomal subunit biogenesis; required for 18S rRNA maturation; also required for small ribosomal subunit biogenesis; cosediments with pre-ribosomal particles; mutation decreases efficiency of +1 Ty1 frameshifting and transposition ; and affects budding pattern""",Verified ORF
8656,13,302918,-0.0211511637021763,0.0606271787401315,0.727392924483452,XUT_13F-137,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
8657,13,309981,-0.0150780650222118,0.0611849192015178,0.805489267708083,YMR018W,PEX9,SGDID:S000004620,Close to 3'-UTR,Close to 3'-UTR,"""Peroxisomal membrane signal receptor for peroxisomal matrix proteins; oleate-inducible condition-specific import receptor for a subset of PTS1-containing matrix proteins; localizes to both the cytosol and the peroxisomal membrane; similar to human PEX5Rp ; a peroxin protein 5 related protein; paralog of Pex5p""",Verified ORF
8658,13,310001,-0.0079166100444835,0.0612053909589396,0.897158348531086,YMR018W,PEX9,SGDID:S000004620,Close to 3'-UTR,Close to 3'-UTR,"""Peroxisomal membrane signal receptor for peroxisomal matrix proteins; oleate-inducible condition-specific import receptor for a subset of PTS1-containing matrix proteins; localizes to both the cytosol and the peroxisomal membrane; similar to human PEX5Rp ; a peroxin protein 5 related protein; paralog of Pex5p""",Verified ORF
8659,13,311023,-0.0566490513145264,0.0614798040728155,0.357457683143755,YMR018W,PEX9,SGDID:S000004620,CDS,CDS,"""Peroxisomal membrane signal receptor for peroxisomal matrix proteins; oleate-inducible condition-specific import receptor for a subset of PTS1-containing matrix proteins; localizes to both the cytosol and the peroxisomal membrane; similar to human PEX5Rp ; a peroxin protein 5 related protein; paralog of Pex5p""",Verified ORF
8660,13,313844,-0.015279056414422,0.0611298436019001,0.80277580956767,YMR019W,STB4,SGDID:S000004621,CDS,CDS,"""Putative transcription factor; contains a Zn(II)2Cys6 zinc finger domain characteristic of DNA-binding proteins; computational analysis suggests a role in regulation of expression of genes encoding transporters; binds Sin3p in a two-hybrid assay;""",Verified ORF
8661,13,315986,-0.006926121434526,0.0611522669599628,0.909888609148821,YMR020W,FMS1,SGDID:S000004622,CDS,CDS,"""Polyamine oxidase; converts spermine to spermidine ; which is required for the essential hypusination modification of translation factor eIF-5A; also involved in pantothenic acid biosynthesis""",Verified ORF
8662,13,317001,0.0431429871733835,0.0618686165514688,0.486053838929521,YMR020W,FMS1,SGDID:S000004622,Close to 3'-UTR,Close to 3'-UTR,"""Polyamine oxidase; converts spermine to spermidine ; which is required for the essential hypusination modification of translation factor eIF-5A; also involved in pantothenic acid biosynthesis""",Verified ORF
8663,13,319136,0.0791725066335328,0.0609027648175385,0.194455284125004,YMR022W,UBC7,SGDID:S000004624,CDS,CDS,"""Ubiquitin conjugating enzyme; involved in the ER-associated protein degradation (ERAD) pathway and in the inner nuclear membrane-associated degradation (INMAD) pathway; requires Cue1p for recruitment to the ER membrane; proposed to be involved in chromatin assembly""",Verified ORF
8664,13,329611,0.113093194480525,0.0612937985093521,0.065860416645955,YMR029C,FAR8,SGDID:S000004631,CDS,CDS,"""Protein involved in recovery from arrest in response to pheromone; acts in a cell cycle arrest recovery pathway independent from Far1p; interacts with Far3p ; Far7p ; Far9p ; Far10p ; and Far11p""",Verified ORF
8665,13,329923,0.111477358071629,0.0617679743231631,0.0719618151224629,YMR029C,FAR8,SGDID:S000004631,CDS,CDS,"""Protein involved in recovery from arrest in response to pheromone; acts in a cell cycle arrest recovery pathway independent from Far1p; interacts with Far3p ; Far7p ; Far9p ; Far10p ; and Far11p""",Verified ORF
8666,13,331270,0.126158926961567,0.0620677167682213,0.0428408754586364,YMR030W,RSF1,SGDID:S000004632,CDS,CDS,"""Protein required for respiratory growth; localized to both the nucleus and mitochondrion; may interact with transcription factors to mediate the transition to respiratory growth and activate transcription of nuclear and mitochondrial genes""",Verified ORF
8667,13,331334,0.138163047286654,0.0618152475821422,0.0260360340543535,YMR030W,RSF1,SGDID:S000004632,CDS,CDS,"""Protein required for respiratory growth; localized to both the nucleus and mitochondrion; may interact with transcription factors to mediate the transition to respiratory growth and activate transcription of nuclear and mitochondrial genes""",Verified ORF
8668,13,331755,0.135393095032523,0.062368408569928,0.0306076458388007,YMR030W,RSF1,SGDID:S000004632,CDS,CDS,"""Protein required for respiratory growth; localized to both the nucleus and mitochondrion; may interact with transcription factors to mediate the transition to respiratory growth and activate transcription of nuclear and mitochondrial genes""",Verified ORF
8670,13,333904,0.0999610818721838,0.0615921481123396,0.105492400437981,YMR031C,EIS1,SGDID:S000004633,CDS,CDS,"""Component of the eisosome required for proper eisosome assembly; similar to Uso1p; authentic ; non-tagged protein is detected in a phosphorylated state in highly purified mitochondria in high-throughput studies; protein increases in abundance and relocalizes from plasma membrane to cytoplasm upon DNA replication stress; EIS1 has a paralog ; YKL050C ; that arose from the whole genome duplication""",Verified ORF
8671,13,338431,0.0769785831990766,0.0612474850482506,0.209640840944381,YMR030W-A,YMR030W-A,SGDID:S000028574,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; mCherry fusion protein localizes to the cytosol""",Uncharacterized ORF
8672,13,339328,0.0902676570080436,0.061536119387085,0.14329214267377,YMR033W,ARP9,SGDID:S000004636,Close to 3'-UTR,Close to 3'-UTR,"""Component of both the SWI/SNF and RSC chromatin remodeling complexes; actin-related protein involved in transcriptional regulation""",Verified ORF
8673,13,339643,0.0698073171486889,0.0614039246111736,0.256370323883994,YMR034C,RCH1,SGDID:S000004637,CDS,CDS,"""Negative regulator of cytosolic calcium homeostasis; localizes to the plasma membrane ; concentrating at the bud neck during cell division; regulated by Crz1p through a CDRE promoter element; non-essential gene; putative transporter with sequence similarity to human SLC10A7; functional homolog of C. albicans RCH1""",Verified ORF
8674,13,340812,0.0030940617374344,0.0609741206381195,0.959558333665491,YMR034C,RCH1,SGDID:S000004637,Close to 3'-UTR,Close to 3'-UTR,"""Negative regulator of cytosolic calcium homeostasis; localizes to the plasma membrane ; concentrating at the bud neck during cell division; regulated by Crz1p through a CDRE promoter element; non-essential gene; putative transporter with sequence similarity to human SLC10A7; functional homolog of C. albicans RCH1""",Verified ORF
8675,13,341260,0.0075006758082609,0.0607644018730892,0.901830003967113,YMR035W,IMP2,SGDID:S000004638,CDS,CDS,"""Catalytic subunit of mitochondrial inner membrane peptidase complex; required for maturation of mitochondrial proteins of the intermembrane space; complex contains two catalytic subunits (Imp1p and Imp2p that differ in substrate specificity) ; and Som1p""",Verified ORF
8677,13,343136,-0.015163629206578,0.06118485929706,0.804407692492967,YMR036C,MIH1,SGDID:S000004639,CDS,CDS,"""Protein tyrosine phosphatase involved in cell cycle control and retrograde protein transport; regulates the phosphorylation state of Cdc28p; modulates phosphorylation of retromer component Vps26p; homolog of S. pombe cdc25""",Verified ORF
8678,13,343663,-0.0117825042882221,0.0614132899709714,0.847965366703238,YMR036C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8679,13,343706,-0.0067407679557497,0.0613578668944366,0.912582928048516,SUT299,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
8680,13,344093,-0.0205440603743079,0.0614098193591823,0.738170554302709,SUT299,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
8681,13,345749,0.0128036173941721,0.0629625061263987,0.838976266652391,YMR037C,MSN2,SGDID:S000004640,CDS,CDS,"""Stress-responsive transcriptional activator; activated in stochastic pulses of nuclear localization in response to various stress conditions; binds DNA at stress response elements of responsive genes; light sensing pathway component that accumulates in the nucleus in response to blue light; relative distribution to nucleus increases upon DNA replication stress""",Verified ORF
8682,13,347381,0.0488111751126211,0.0609930698275969,0.424090234967945,YMR037C,MSN2,SGDID:S000004640,Close to 3'-UTR,Close to 3'-UTR,"""Stress-responsive transcriptional activator; activated in stochastic pulses of nuclear localization in response to various stress conditions; binds DNA at stress response elements of responsive genes; light sensing pathway component that accumulates in the nucleus in response to blue light; relative distribution to nucleus increases upon DNA replication stress""",Verified ORF
8684,13,349796,0.0259989482005965,0.0625727355935233,0.678028638838777,YMR040W_NFR/NDR,,,Promoter,Promoter,,Promoter
8685,13,350144,0.0015100147547677,0.0606946213603767,0.980165623831054,YMR040W_NFR/NDR,,,Promoter,Promoter,,Promoter
8686,13,350249,0.0023539723197334,0.0606945452574155,0.969084590511402,YMR039C,SUB1,SGDID:S000004642,Close to 3'-UTR,Close to 3'-UTR,"""Transcriptional regulator; facilitates elongation through factors that modify RNAP II; role in peroxide resistance involving Rad2p; role in nonhomologous end-joining (NHEJ) of ds breaks in plasmid DNA ; but not chromosomal DNA; role in the hyperosmotic stress response through polymerase recruitment at RNAP II and RNAP III genes; negatively regulates sporulation; protein abundance increases in response to DNA replication stress; functionally complemented by human SUB1 (PC4)""",Verified ORF
8688,13,352789,0.0051562493282479,0.0608116013153696,0.932475970873043,YMR042W,ARG80,SGDID:S000004645,CDS,CDS,"""Transcription factor involved in regulating arginine-responsive genes; acts with Arg81p and Arg82p""",Verified ORF
8690,13,355292,0.0263477271653927,0.0611529219724349,0.666840512554796,YMR044W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8691,13,363033,0.0378232158825149,0.0602708904650998,0.530702118871906,tH(GUG)M_NFR/NDR,,,Promoter,Promoter,,Promoter
8692,13,363801,0.0482380364688124,0.0608753379620451,0.428655674143971,YMR047C,NUP116,SGDID:S000004650,CDS,CDS,"""FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier; forms a stable association with Nup82p ; Gle2p and two other FG-nucleoporins (Nsp1p and Nup159p); NUP116 has a paralog ; NUP100 ; that arose from the whole genome duplication""",Verified ORF
