SNP,Chr,Pos,Effect,SE,SSH1_PIS1_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
10755,15,702245,-0.0638881711192211,0.0966318235838166,0.508947126779723,YOR192C_NFR/NDR,,,Promoter,Promoter,,Promoter
10756,15,702344,-0.0511497109371214,0.0961006181971965,0.594886564812252,YOR192C_NFR/NDR,,,Promoter,Promoter,,Promoter
10757,15,702475,-0.0345960541823881,0.0958517922780105,0.718365596881315,O:700568-703428,,,Intergenic region,Intergenic region,between YOR192C and YORCdelta18,Intergenic region
10758,15,702493,0.006313037833684,0.0962845761910388,0.947760116823702,O:700568-703428,,,Intergenic region,Intergenic region,between YOR192C and YORCdelta18,Intergenic region
10759,15,702546,-0.102190740900278,0.0957210914045228,0.286435708267899,O:700568-703428,,,Intergenic region,Intergenic region,between YOR192C and YORCdelta18,Intergenic region
10760,15,702764,-0.109196808703418,0.0958381737773892,0.255314169807138,O:700568-703428,,,Intergenic region,Intergenic region,between YOR192C and YORCdelta18,Intergenic region
10761,15,703056,-0.106320209714992,0.0957083493451903,0.267377351286312,YOR192C-C,YOR192C-C,SGDID:S000028857,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; identified by expression profiling and mass spectrometry""",Uncharacterized ORF
10768,15,710273,-0.112730795389659,0.0960583506587521,0.241360193529402,YOR193W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10772,15,716842,-0.0830253359116964,0.0962249277215495,0.388819143545352,YOR197W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10773,15,717962,-0.0811547518359266,0.0960390518557748,0.398673009111955,YOR197W,MCA1,SGDID:S000005723,CDS,CDS,"""Ca2+-dependent cysteine protease; may cleave specific substrates during the stress response; regulates apoptosis upon H2O2 treatment; required for clearance of insoluble protein aggregates during normal growth; implicated in cell cycle dynamics and lifespan extension; undergoes autocatalytic processing; similar to mammalian metacaspases ; but exists as a monomer due to an extra pair of anti-parallel beta-strands that block potential dimerization""",Verified ORF
10774,15,719963,-0.131410022930143,0.0956109839121291,0.170182030565807,YOR198C,BFR1,SGDID:S000005724,CDS,CDS,"""Component of mRNP complexes associated with polyribosomes; involved in localization of mRNAs to P bodies; implicated in secretion and nuclear segregation; multicopy suppressor of BFA (Brefeldin A) sensitivity""",Verified ORF
10775,15,720332,-0.0819684439835354,0.0960553237799413,0.394046017793547,YOR199W,YOR199W,SGDID:S000005725,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
10776,15,720492,-0.0934082858887667,0.0957374678758503,0.329895581442787,YOR199W,YOR199W,SGDID:S000005725,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
10777,15,729585,-0.0709931133241303,0.0958010077050928,0.459157206939903,YOR206W,NOC2,SGDID:S000005732,CDS,CDS,"""Protein involved in ribosome biogenesis; forms a nucleolar complex with Mak21p that binds to 90S and 66S pre-ribosomes; forms a nuclear complex with Noc3p that binds to 66S pre-ribosomes; both complexes mediate intranuclear transport of ribosomal precursors; acts as part of a Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription and has a role in bigenesis of the large ribosomal subunit""",Verified ORF
10778,15,729632,-0.10988748281336,0.0965053055805351,0.255613902568054,YOR206W,NOC2,SGDID:S000005732,CDS,CDS,"""Protein involved in ribosome biogenesis; forms a nucleolar complex with Mak21p that binds to 90S and 66S pre-ribosomes; forms a nuclear complex with Noc3p that binds to 66S pre-ribosomes; both complexes mediate intranuclear transport of ribosomal precursors; acts as part of a Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription and has a role in bigenesis of the large ribosomal subunit""",Verified ORF
10779,15,729765,-0.0854402547059695,0.0960285216946874,0.374212362971044,ARS1521,ARS1521,SGDID:S000118491,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
10780,15,729766,-0.0850762239428668,0.0975700176152265,0.383828056291231,ARS1521,ARS1521,SGDID:S000118491,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
10781,15,731742,-0.0591038742588903,0.0961697732790015,0.539229042384159,YOR207C,RET1,SGDID:S000005733,CDS,CDS,"""Second-largest subunit of RNA polymerase III; RNA polymerase III is responsible for the transcription of tRNA and 5S RNA genes ; and other low molecular weight RNAs""",Verified ORF
10782,15,735908,-0.0469255126801531,0.0962405684436315,0.626146088774315,YOR208W,PTP2,SGDID:S000005734,CDS,CDS,"""Phosphotyrosine-specific phosphatase; major role in osmolarity sensing through dephosphorylation of the Hog1p MAPK with a minor role by Ptp3p; inactivates and regulates Hog1p localization; major role in the cell wall integrity pathway through dephosphorylation of MAPK Slt2p with a minor role by Ptp3p; minor role with Msg5p in the pheromone adaptive response through dephosphorylation of MAPK Fus3p with major role by Ptp3p; co-regulates the calcium signaling pathway with Msg5p; nuclear localized""",Verified ORF
10783,15,736963,0.0043154528992121,0.0962772684105965,0.964273597069773,YOR209C,NPT1,SGDID:S000005735,CDS,CDS,"""Nicotinate phosphoribosyltransferase; acts in the salvage pathway of NAD+ biosynthesis; required for silencing at rDNA and telomeres and has a role in silencing at mating-type loci; localized to the nucleus""",Verified ORF
10784,15,736990,0.0070658592382515,0.0960014154665089,0.941369073580653,YOR209C,NPT1,SGDID:S000005735,CDS,CDS,"""Nicotinate phosphoribosyltransferase; acts in the salvage pathway of NAD+ biosynthesis; required for silencing at rDNA and telomeres and has a role in silencing at mating-type loci; localized to the nucleus""",Verified ORF
10785,15,737166,0.0689314975881767,0.0964994341988057,0.475501263324989,YOR209C,NPT1,SGDID:S000005735,CDS,CDS,"""Nicotinate phosphoribosyltransferase; acts in the salvage pathway of NAD+ biosynthesis; required for silencing at rDNA and telomeres and has a role in silencing at mating-type loci; localized to the nucleus""",Verified ORF
10789,15,747552,0.0859563319542032,0.096460721107867,0.373481463891097,YOR216C,RUD3,SGDID:S000005742,CDS,CDS,"""Golgi matrix protein; involved in the structural organization of the cis-Golgi; interacts genetically with COG3 and USO1""",Verified ORF
10790,15,748030,0.0637755357183609,0.0963513819513434,0.508463466059375,YOR216C,RUD3,SGDID:S000005742,CDS,CDS,"""Golgi matrix protein; involved in the structural organization of the cis-Golgi; interacts genetically with COG3 and USO1""",Verified ORF
10791,15,751144,0.0865966686423193,0.0959035497281868,0.3671650786352,YOR217W,RFC1,SGDID:S000005743,CDS,CDS,"""Subunit of heteropentameric Replication factor C (RF-C); RF-C is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon""",Verified ORF
10792,15,751335,-0.0138095222594239,0.0960220090518867,0.885727659984974,YOR217W,RFC1,SGDID:S000005743,CDS,CDS,"""Subunit of heteropentameric Replication factor C (RF-C); RF-C is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon""",Verified ORF
10793,15,751442,-0.054286656781642,0.0969159462547371,0.575738123790109,YOR217W,RFC1,SGDID:S000005743,CDS,CDS,"""Subunit of heteropentameric Replication factor C (RF-C); RF-C is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon""",Verified ORF
10794,15,751857,-0.0371614421028369,0.0965258328321873,0.700476974851911,YOR217W,RFC1,SGDID:S000005743,CDS,CDS,"""Subunit of heteropentameric Replication factor C (RF-C); RF-C is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon""",Verified ORF
10796,15,757677,-0.0491305391810655,0.096237451114209,0.61001069409555,YOR222W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10797,15,757952,-0.0652774387077223,0.0970497272322807,0.501630095656053,YOR221C,MCT1,SGDID:S000005747,Close to 3'-UTR,Close to 3'-UTR,"""Predicted malonyl-CoA:ACP transferase; putative component of a type-II mitochondrial fatty acid synthase that produces intermediates for phospholipid remodeling""",Verified ORF
10799,15,758119,-0.0162264325774269,0.0960345484622118,0.865921315579735,CUT857_NFR/NDR,,,Promoter,Promoter,,Promoter
10800,15,758539,-0.0108090793683153,0.0964546123718198,0.910836441641947,YOR222W,ODC2,SGDID:S000005748,CDS,CDS,"""Mitochondrial inner membrane transporter; 2-oxodicarboxylate transporter ; exports 2-oxoadipate and 2-oxoglutarate from the mitochondrial matrix to the cytosol for use in lysine and glutamate biosynthesis and in lysine catabolism; ODC2 has a paralog ; ODC1 ; that arose from the whole genome duplication""",Verified ORF
10801,15,759034,-0.0361743104780687,0.0969562392748481,0.709298437220417,YOR222W,ODC2,SGDID:S000005748,CDS,CDS,"""Mitochondrial inner membrane transporter; 2-oxodicarboxylate transporter ; exports 2-oxoadipate and 2-oxoglutarate from the mitochondrial matrix to the cytosol for use in lysine and glutamate biosynthesis and in lysine catabolism; ODC2 has a paralog ; ODC1 ; that arose from the whole genome duplication""",Verified ORF
10802,15,759061,-0.0033529982088023,0.0965828304968738,0.972325587905841,YOR222W,ODC2,SGDID:S000005748,CDS,CDS,"""Mitochondrial inner membrane transporter; 2-oxodicarboxylate transporter ; exports 2-oxoadipate and 2-oxoglutarate from the mitochondrial matrix to the cytosol for use in lysine and glutamate biosynthesis and in lysine catabolism; ODC2 has a paralog ; ODC1 ; that arose from the whole genome duplication""",Verified ORF
10803,15,759214,-0.0512822751491493,0.096035972630158,0.593684369928357,YOR222W,ODC2,SGDID:S000005748,CDS,CDS,"""Mitochondrial inner membrane transporter; 2-oxodicarboxylate transporter ; exports 2-oxoadipate and 2-oxoglutarate from the mitochondrial matrix to the cytosol for use in lysine and glutamate biosynthesis and in lysine catabolism; ODC2 has a paralog ; ODC1 ; that arose from the whole genome duplication""",Verified ORF
10804,15,759381,0.0110831262761763,0.0960956635950696,0.90824572883211,YNCO0024C,SNR35,SGDID:S000007299,Non-coding RNA,snoRNA_gene,"snoRNA_gene ; ""H/ACA box small nucleolar RNA (snoRNA); predicted to guide pseudouridylation of small subunit (SSU) rRNA at position 1191""",snoRNA_gene
10806,15,760114,-0.0535713635700225,0.0961766715429959,0.577873608832095,YOR223W,DSC3,SGDID:S000005749,CDS,CDS,"""Subunit of the DSC ubiquitin ligase complex; protein of unknown function that localizes to the ER and vacuole lumen; overexpression affects endocytic protein trafficking; ortholog of fission yeast dsc3""",Verified ORF
10807,15,761032,-0.0476035900987278,0.0964967074099595,0.62209446884176,YOR224C,RPB8,SGDID:S000005750,CDS,CDS,"""RNA polymerase subunit ABC14.5; common to RNA polymerases I ; II ; and III""",Verified ORF
10808,15,761321,-0.0667310551943553,0.0965507823575848,0.489925654487078,YOR224C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10809,15,762315,-0.0768621959606903,0.0962501263614137,0.425078331038258,YOR226C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10810,15,762399,-0.0620166650450453,0.0977980468273886,0.526406761742795,YOR227W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10811,15,762569,-0.040694141096062,0.096349345996131,0.673019167631744,YOR227W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10812,15,762597,-0.0840788639671614,0.0965949763330358,0.384658683696745,YOR227W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10813,15,762665,-0.0906224123762951,0.0967323902939596,0.349483269389493,YOR225W,YOR225W,SGDID:S000005751,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
10814,15,763531,-0.0666418141426043,0.0966659668212917,0.491022567307979,YOR227W,HER1,SGDID:S000005753,CDS,CDS,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10815,15,763849,-0.0998662330589215,0.096909209549127,0.303474637560034,YOR227W,HER1,SGDID:S000005753,CDS,CDS,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10816,15,763978,-0.0988682772680162,0.0965043085416996,0.30630260632833,YOR227W,HER1,SGDID:S000005753,CDS,CDS,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10817,15,764381,-0.0887687728643283,0.0966024165177187,0.358770938120286,YOR227W,HER1,SGDID:S000005753,CDS,CDS,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10818,15,764453,-0.0861187590776775,0.0965651642124896,0.373096832556755,YOR227W,HER1,SGDID:S000005753,CDS,CDS,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10820,15,765710,-0.104825382408992,0.0962948322997584,0.277078324641566,YOR227W,HER1,SGDID:S000005753,CDS,CDS,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10821,15,765854,-0.0874490799981459,0.0966189753257975,0.366033861983143,YOR227W,HER1,SGDID:S000005753,CDS,CDS,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10822,15,766151,-0.116908076990188,0.0963292061978216,0.225700190809173,YOR227W,HER1,SGDID:S000005753,CDS,CDS,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10823,15,766225,-0.0594553613205157,0.0967535519716946,0.539278763689769,YOR227W,HER1,SGDID:S000005753,CDS,CDS,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10824,15,766858,-0.0922085586802837,0.0967227077525768,0.341075752003043,YOR227W,HER1,SGDID:S000005753,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10825,15,767623,-0.0770452456285392,0.0964897440777191,0.425128169259314,YOR228C,MCP1,SGDID:S000005754,CDS,CDS,"""Mitochondrial protein of unknown function involved in lipid homeostasis; integral membrane protein that localizes to the mitochondrial outer membrane; involved in mitochondrial morphology; interacts genetically with MDM10 ; and other members of the ERMES complex; contains five predicted transmembrane domains""",Verified ORF
10826,15,767955,-0.122781372380046,0.0961151219091722,0.20228620478341,YOR228C,MCP1,SGDID:S000005754,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial protein of unknown function involved in lipid homeostasis; integral membrane protein that localizes to the mitochondrial outer membrane; involved in mitochondrial morphology; interacts genetically with MDM10 ; and other members of the ERMES complex; contains five predicted transmembrane domains""",Verified ORF
10827,15,768052,-0.143653205254506,0.0967814319488409,0.138620272861973,YOR228C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10831,15,774372,-0.208809170680957,0.096748905671635,0.0315814895354516,YOR232W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10832,15,774673,-0.188653849265111,0.0969327760404037,0.0524198019629556,YOR232W,MGE1,SGDID:S000005758,CDS,CDS,"""Mitochondrial matrix cochaperone; nucleotide release factor for Ssc1p in protein translocation and folding; also acts as cochaperone for Ssq1p in folding of Fe-S cluster proteins; acts as oxidative sensor to regulate mitochondrial Ssc1p; in presence of oxidative stress ; dimeric Mge1p becomes a monomer and unable to regulate Ssc1p function; homolog of E. coli GrpE and human Mge1 (GRPEL1) ; which also responds to oxidative stress""",Verified ORF
10834,15,776034,-0.186919167128748,0.0959796570666643,0.0522688709994929,YOR233W,KIN4,SGDID:S000005759,CDS,CDS,"""Serine/threonine protein kinase; inhibits the mitotic exit network (MEN) when the spindle position checkpoint is activated; localized asymmetrically to mother cell cortex ; spindle pole body and bud neck; KIN4 has a paralog ; FRK1 ; that arose from the whole genome duplication""",Verified ORF
10835,15,776532,-0.102974815168623,0.0961290454823144,0.284804893347971,YOR233W,KIN4,SGDID:S000005759,CDS,CDS,"""Serine/threonine protein kinase; inhibits the mitotic exit network (MEN) when the spindle position checkpoint is activated; localized asymmetrically to mother cell cortex ; spindle pole body and bud neck; KIN4 has a paralog ; FRK1 ; that arose from the whole genome duplication""",Verified ORF
10836,15,777196,-0.115486023153604,0.0960811284212672,0.230183322609806,YOR233W,KIN4,SGDID:S000005759,CDS,CDS,"""Serine/threonine protein kinase; inhibits the mitotic exit network (MEN) when the spindle position checkpoint is activated; localized asymmetrically to mother cell cortex ; spindle pole body and bud neck; KIN4 has a paralog ; FRK1 ; that arose from the whole genome duplication""",Verified ORF
10837,15,777500,-0.136225065338292,0.0956100006938769,0.155098706566721,YOR233W,KIN4,SGDID:S000005759,CDS,CDS,"""Serine/threonine protein kinase; inhibits the mitotic exit network (MEN) when the spindle position checkpoint is activated; localized asymmetrically to mother cell cortex ; spindle pole body and bud neck; KIN4 has a paralog ; FRK1 ; that arose from the whole genome duplication""",Verified ORF
10838,15,777559,-0.110907809139788,0.0956935997439413,0.247244167093346,YOR233W,KIN4,SGDID:S000005759,CDS,CDS,"""Serine/threonine protein kinase; inhibits the mitotic exit network (MEN) when the spindle position checkpoint is activated; localized asymmetrically to mother cell cortex ; spindle pole body and bud neck; KIN4 has a paralog ; FRK1 ; that arose from the whole genome duplication""",Verified ORF
10839,15,778023,0.0535110723702586,0.0959598952299241,0.577443708393891,YOR233W,KIN4,SGDID:S000005759,CDS,CDS,"""Serine/threonine protein kinase; inhibits the mitotic exit network (MEN) when the spindle position checkpoint is activated; localized asymmetrically to mother cell cortex ; spindle pole body and bud neck; KIN4 has a paralog ; FRK1 ; that arose from the whole genome duplication""",Verified ORF
10841,15,779669,0.0587218197954056,0.0958155068615993,0.540361276241207,YOR234C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10842,15,779900,0.0496116427944119,0.09620932816039,0.60641222749758,YOR235W,IRC13,SGDID:S000005761,CDS,CDS,"""Putative protein of unknown function; conserved across S. cerevisiae strains; null mutant displays increased levels of spontaneous Rad52 foci""",Uncharacterized ORF
10843,15,780008,0.0644120287321666,0.0962485213253525,0.503788667560635,YOR235W,IRC13,SGDID:S000005761,CDS,CDS,"""Putative protein of unknown function; conserved across S. cerevisiae strains; null mutant displays increased levels of spontaneous Rad52 foci""",Uncharacterized ORF
10844,15,781811,0.0611897644600307,0.0968412858721235,0.527889845273914,YOR237W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10845,15,785050,0.0603028162283216,0.0963416442171941,0.531767452906287,YOR239W,ABP140,SGDID:S000005765,CDS,CDS,"""AdoMet-dependent tRNA methyltransferase and actin binding protein; C-terminal domain is responsible for 3-methylcytidine modification of residue 32 of the tRNA anticodon loop of tRNA-Thr and tRNA-Ser and contains an S-adenosylmethionine (AdoMet) binding motif; N-terminal actin binding sequence interacts with actin filaments and localizes to actin patches and cables; N- and C-terminal domains are encoded in separate ORFs that are translated into one protein via a +1 frameshift""",Verified ORF
10848,15,785674,0.101082426961133,0.0963799195304511,0.294991676397645,YOR239W,ABP140,SGDID:S000005765,CDS,CDS,"""AdoMet-dependent tRNA methyltransferase and actin binding protein; C-terminal domain is responsible for 3-methylcytidine modification of residue 32 of the tRNA anticodon loop of tRNA-Thr and tRNA-Ser and contains an S-adenosylmethionine (AdoMet) binding motif; N-terminal actin binding sequence interacts with actin filaments and localizes to actin patches and cables; N- and C-terminal domains are encoded in separate ORFs that are translated into one protein via a +1 frameshift""",Verified ORF
10849,15,789434,0.0848797173249637,0.0961974350071017,0.378188510326204,YOR242C,SSP2,SGDID:S000005768,CDS,CDS,"""Sporulation specific protein that localizes to the spore wall; required for sporulation at a point after meiosis II and during spore wall formation; expression controlled by a tightly regulated middle-meiotic promoter that is activated by Ndt80p; translation of SSP2 mRNA is delayed ; such that the mRNA is present as nuclear divisions are taking place but is not engaged by ribosomes until relatively late in meiotic development""",Verified ORF
10850,15,789595,0.0337307055200684,0.0963294601999204,0.726427602878367,YOR242C,SSP2,SGDID:S000005768,CDS,CDS,"""Sporulation specific protein that localizes to the spore wall; required for sporulation at a point after meiosis II and during spore wall formation; expression controlled by a tightly regulated middle-meiotic promoter that is activated by Ndt80p; translation of SSP2 mRNA is delayed ; such that the mRNA is present as nuclear divisions are taking place but is not engaged by ribosomes until relatively late in meiotic development""",Verified ORF
10851,15,789672,0.0778549879662372,0.097440905992336,0.424829432964127,YOR242C,SSP2,SGDID:S000005768,CDS,CDS,"""Sporulation specific protein that localizes to the spore wall; required for sporulation at a point after meiosis II and during spore wall formation; expression controlled by a tightly regulated middle-meiotic promoter that is activated by Ndt80p; translation of SSP2 mRNA is delayed ; such that the mRNA is present as nuclear divisions are taking place but is not engaged by ribosomes until relatively late in meiotic development""",Verified ORF
10853,15,791260,0.0976595830897489,0.0962862623896456,0.311152003091342,YOR243C,PUS7,SGDID:S000005769,CDS,CDS,"""Pseudouridine synthase; catalyzes pseudouridylation at positions 35 and 56 in U2 snRNA ; position 50 in 5S rRNA ; position 13 in cytoplasmic tRNAs ; and position 35 in pre-tRNA(Tyr); also pseudouridylates some mRNAs; relocates from nucleus to cytoplasm during heat shock and differentially modifies some mRNAs during heat shock; conserved in archaea ; vertebrates ; and some bacteria""",Verified ORF
10854,15,796798,0.111179703747931,0.0961031514848231,0.248104123167188,YOR246C,ENV9,SGDID:S000005772,Close to 3'-UTR,Close to 3'-UTR,"""Conserved oxidoreductase involved in lipid droplet morphology; mutant shows defects in CPY processing and vacuolar morphology; required for replication of Brome mosaic virus in S. cerevisiae ; a model system for studying replication of positive-strand RNA viruses in their natural hosts; homologus to human RDH12 linked to Leber Congenital Amaurosis""",Verified ORF
10855,15,797115,0.13156989025357,0.0980876122271454,0.180668937260023,YOR247W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10856,15,797158,0.187442573327412,0.095620126713515,0.0507488661551485,YOR247W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10857,15,797268,0.182567455414983,0.0954575261248536,0.0566144831147502,YOR247W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10858,15,797335,0.186155759185488,0.0959460960710475,0.0531500001409001,YOR247W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10859,15,798213,0.197213970738376,0.0964361603596215,0.0415939154865065,YOR247W,SRL1,SGDID:S000005773,CDS,CDS,"""Mannoprotein that exhibits a tight association with the cell wall; required for cell wall stability in the absence of GPI-anchored mannoproteins; has a high serine-threonine content; expression is induced in cell wall mutants; SRL1 has a paralog ; SVS1 ; that arose from the whole genome duplication""",Verified ORF
10860,15,798788,0.205433520198222,0.0956807242477518,0.032468151837433,YOR249C,APC5,SGDID:S000005775,CDS,CDS,"""Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; relative distribution to nuclear foci decreases upon DNA replication stress""",Verified ORF
10861,15,798886,0.19761229008106,0.0954242538777109,0.0390962613908752,YOR249C,APC5,SGDID:S000005775,CDS,CDS,"""Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; relative distribution to nuclear foci decreases upon DNA replication stress""",Verified ORF
10862,15,800526,0.223419205695367,0.0952750173363303,0.0195808201811271,YOR249C,APC5,SGDID:S000005775,CDS,CDS,"""Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; relative distribution to nuclear foci decreases upon DNA replication stress""",Verified ORF
10863,15,802678,0.220174172298453,0.0951657224638019,0.0212643284315554,YOR251C,TUM1,SGDID:S000005777,CDS,CDS,"""Rhodanese domain sulfur transferase; accepts persulfite from Nfs1p and transfers it to Uba4p in the pathway for 2-thiolation of the wobble uridine base of tRNAs; also stimulates sulfur transfer by Nfs1p; involved in metabolism of sterol esters; may be mitochondrially localized""",Verified ORF
10864,15,803281,0.237744630252141,0.095442363480045,0.0131980800873925,YOR251C,TUM1,SGDID:S000005777,CDS,CDS,"""Rhodanese domain sulfur transferase; accepts persulfite from Nfs1p and transfers it to Uba4p in the pathway for 2-thiolation of the wobble uridine base of tRNAs; also stimulates sulfur transfer by Nfs1p; involved in metabolism of sterol esters; may be mitochondrially localized""",Verified ORF
10865,15,806960,0.19581823264438,0.0957608415387678,0.04160913444948,YOR254C,SEC63,SGDID:S000005780,CDS,CDS,"""Essential subunit of Sec63 complex; with Sec61 complex ; Kar2p/BiP and Lhs1p forms a channel competent for SRP-dependent and post-translational SRP-independent protein targeting and import into the ER; other members are Sec62p ; Sec66p ; and Sec72p""",Verified ORF
10866,15,807285,0.173835528944049,0.0958395892824433,0.0705547757075245,YOR255W,OSW1,SGDID:S000005781,CDS,CDS,"""Protein involved in sporulation; required for the construction of the outer spore wall layers; required for proper localization of Spo14p""",Verified ORF
10867,15,808281,0.181875711617127,0.0961337860061222,0.0593222395574358,YOR256C,TRE2,SGDID:S000005782,CDS,CDS,"""Transferrin receptor-like protein; functions with Tre1p to regulate ubiquitination and vacuolar degradation of the metal transporter Smf1p; inviability of null mutant in systematic studies is due to proximity to CDC31; TRE2 has a paralog ; TRE1 ; that arose from the whole genome duplication""",Verified ORF
10868,15,808893,0.179677796625863,0.0963855057303581,0.0631294320293526,YOR256C,TRE2,SGDID:S000005782,CDS,CDS,"""Transferrin receptor-like protein; functions with Tre1p to regulate ubiquitination and vacuolar degradation of the metal transporter Smf1p; inviability of null mutant in systematic studies is due to proximity to CDC31; TRE2 has a paralog ; TRE1 ; that arose from the whole genome duplication""",Verified ORF
10869,15,810364,0.134532278778993,0.0966108576460735,0.164642340676671,YOR256C,TRE2,SGDID:S000005782,CDS,CDS,"""Transferrin receptor-like protein; functions with Tre1p to regulate ubiquitination and vacuolar degradation of the metal transporter Smf1p; inviability of null mutant in systematic studies is due to proximity to CDC31; TRE2 has a paralog ; TRE1 ; that arose from the whole genome duplication""",Verified ORF
10870,15,810448,0.103645633510954,0.0961682506586061,0.281879877096115,YOR256C,TRE2,SGDID:S000005782,CDS,CDS,"""Transferrin receptor-like protein; functions with Tre1p to regulate ubiquitination and vacuolar degradation of the metal transporter Smf1p; inviability of null mutant in systematic studies is due to proximity to CDC31; TRE2 has a paralog ; TRE1 ; that arose from the whole genome duplication""",Verified ORF
