SNP,Chr,Pos,Effect,SE,MID2_WSC2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
9534,14,381031,-0.262822495293061,0.143620472381474,0.0680961750195811,YNL129W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9535,14,381889,-0.18447766694428,0.142427353289609,0.196083724965002,YNL129W,NRK1,SGDID:S000005073,CDS,CDS,"""Nicotinamide riboside kinase; catalyzes the phosphorylation of nicotinamide riboside and nicotinic acid riboside in salvage pathways for NAD+ biosynthesis""",Verified ORF
9536,14,382090,-0.164268711119097,0.141026127941377,0.244882271081586,YNL129W,NRK1,SGDID:S000005073,CDS,CDS,"""Nicotinamide riboside kinase; catalyzes the phosphorylation of nicotinamide riboside and nicotinic acid riboside in salvage pathways for NAD+ biosynthesis""",Verified ORF
9537,14,382896,-0.132389905556752,0.140937473139607,0.34819232200948,YNL128W,TEP1,SGDID:S000005072,CDS,CDS,"""PTEN homolog with no demonstrated inositol lipid phosphatase activity; plays a role in normal sporulation; homolog of human tumor suppressor gene PTEN/MMAC1/TEP1 and fission yeast ptn1""",Verified ORF
9538,14,386716,-0.154896169443686,0.140612426760603,0.271393811134715,YNL127W,FAR11,SGDID:S000005071,CDS,CDS,"""Protein involved in recovery from cell cycle arrest; acts in response to pheromone; also involved in regulation of intra-S DNA damage checkpoint and autophagy; is essential for dephosphorylation of Atg13p; interacts with Far3p ; Far7p ; Far8p ; Far9p ; Far10p and with the phosphatases Pph21p ; Pph22p and Pph3p; has similarity to the N- and C-termini of N. crassa HAM-2; similar to human Fam40A and Fam40B""",Verified ORF
9539,14,388126,-0.177793212673643,0.143441999892764,0.215991906969031,YNL126W,SPC98,SGDID:S000005070,CDS,CDS,"""Component of the microtubule-nucleating Tub4p (gamma-tubulin) complex; interacts with Spc110p at the spindle pole body (SPB) inner plaque and with Spc72p at the SPB outer plaque""",Verified ORF
9542,14,397661,-0.299182494590176,0.138924414994663,0.0319511339200282,YNL123W,NMA111,SGDID:S000005067,CDS,CDS,"""Serine protease and general molecular chaperone; cleaves Roq1p ; which modifies the substrate specificity of the Ubr1p Ub-ligase ; promoting the stress-induced homeostatically-regulated protein degradation (SHRED) of misfolded and native ER-membrane and cytosolic proteins; chaperone activity involved in the heat stress response; promotes apoptosis through proteolysis of Bir1p; role in lipid homeostasis; mammalian Omi/HtrA2 serine protease family member""",Verified ORF
9543,14,400328,-0.307138621977847,0.138835143580417,0.027588801181548,YNL121C,TOM70,SGDID:S000005065,CDS,CDS,"""Component of the TOM (translocase of outer membrane) complex; involved in the recognition and initial import steps for all mitochondrially directed proteins; acts as a receptor for incoming precursor proteins; TOM70 has a paralog ; TOM71 ; that arose from the whole genome duplication""",Verified ORF
9544,14,400788,-0.282396497533104,0.139483420683422,0.043662144380926,YNL119W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9545,14,400976,-0.272184545952061,0.139841722456388,0.0524026895979691,YNL119W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9546,14,401015,-0.271729852739167,0.141486198882067,0.0555951204042633,YNL119W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9547,14,401035,-0.297132341554791,0.139929148499757,0.0344114476646094,YNL120C,YNL120C,SGDID:S000005064,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; deletion enhances replication of Brome mosaic virus in S. cerevisiae ; but likely due to effects on the overlapping gene""",Dubious ORF
9548,14,402079,-0.231511890502655,0.142274013454585,0.104581466340635,YNL119W,NCS2,SGDID:S000005063,CDS,CDS,"""Protein required for uridine thiolation of Lys(UUU) and Glu(UUC) tRNAs; required for the thiolation of uridine at the wobble position of Lys(UUU) and Glu(UUC) tRNAs; has a role in urmylation and in invasive and pseudohyphal growth; inhibits replication of Brome mosaic virus in S. cerevisiae""",Verified ORF
9549,14,402194,-0.225574215867627,0.141145743303123,0.110900903005337,YNL119W,NCS2,SGDID:S000005063,CDS,CDS,"""Protein required for uridine thiolation of Lys(UUU) and Glu(UUC) tRNAs; required for the thiolation of uridine at the wobble position of Lys(UUU) and Glu(UUC) tRNAs; has a role in urmylation and in invasive and pseudohyphal growth; inhibits replication of Brome mosaic virus in S. cerevisiae""",Verified ORF
9550,14,406840,-0.156110513518952,0.139947388024532,0.265397465231867,YNL117W,MLS1,SGDID:S000005061,CDS,CDS,"""Malate synthase ; enzyme of the glyoxylate cycle; involved in utilization of non-fermentable carbon sources; expression is subject to carbon catabolite repression; localizes in peroxisomes during growth on oleic acid ; otherwise cytosolic; can accept butyryl-CoA as acyl-CoA donor in addition to traditional substrate acetyl-CoA""",Verified ORF
9551,14,407338,-0.151939539680329,0.140554801360058,0.280435704222438,YNL117W,MLS1,SGDID:S000005061,CDS,CDS,"""Malate synthase ; enzyme of the glyoxylate cycle; involved in utilization of non-fermentable carbon sources; expression is subject to carbon catabolite repression; localizes in peroxisomes during growth on oleic acid ; otherwise cytosolic; can accept butyryl-CoA as acyl-CoA donor in addition to traditional substrate acetyl-CoA""",Verified ORF
9553,14,408355,-0.148162501882918,0.140282149024476,0.291610544412192,YNL116W,DMA2,SGDID:S000005060,CDS,CDS,"""Ubiquitin-protein ligase (E3); controls septin dynamics and spindle position checkpoint (SPOC) with ligase Dma1p by regulating recruitment of Elm1p to bud neck; regulates levels of eIF2 subunit Gcd11p ; as well as abundance ; localization ; and ubiquitination of Cdk inhibitory kinase Swe1p; ortholog of human RNF8 ; similar to human Chfr; contains FHA and RING finger domains; DMA2 has a paralog ; DMA1 ; that arose from the whole genome duplication""",Verified ORF
9554,14,409447,-0.139631544788615,0.139806210709193,0.318599622316263,YNL116W,DMA2,SGDID:S000005060,CDS,CDS,"""Ubiquitin-protein ligase (E3); controls septin dynamics and spindle position checkpoint (SPOC) with ligase Dma1p by regulating recruitment of Elm1p to bud neck; regulates levels of eIF2 subunit Gcd11p ; as well as abundance ; localization ; and ubiquitination of Cdk inhibitory kinase Swe1p; ortholog of human RNF8 ; similar to human Chfr; contains FHA and RING finger domains; DMA2 has a paralog ; DMA1 ; that arose from the whole genome duplication""",Verified ORF
9557,14,418168,-0.192719826172435,0.139923257860047,0.169284415364936,YNL110C,NOP15,SGDID:S000005054,CDS,CDS,"""Constituent of 66S pre-ribosomal particles; involved in 60S ribosomal subunit biogenesis; localizes to both nucleolus and cytoplasm""",Verified ORF
9558,14,418803,-0.194422512974503,0.139792400620554,0.16516380847177,YNL110C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9559,14,422746,-0.169104086420568,0.139941488185021,0.227705618329234,YNL106C,INP52,SGDID:S000005050,CDS,CDS,"""Polyphosphatidylinositol phosphatase; dephosphorylates a number of phosphatidylinositol phosphates (PtdInsPs ; PIPs) to PI; involved in endocytosis; hyperosmotic stress causes translocation to actin patches; synaptojanin-like protein with a Sac1 domain; INP52 has a paralog ; INP53 ; that arose from the whole genome duplication""",Verified ORF
9560,14,423196,-0.177080105546852,0.139575969359394,0.205383864751031,YNL106C,INP52,SGDID:S000005050,CDS,CDS,"""Polyphosphatidylinositol phosphatase; dephosphorylates a number of phosphatidylinositol phosphates (PtdInsPs ; PIPs) to PI; involved in endocytosis; hyperosmotic stress causes translocation to actin patches; synaptojanin-like protein with a Sac1 domain; INP52 has a paralog ; INP53 ; that arose from the whole genome duplication""",Verified ORF
9561,14,423311,-0.177419369682029,0.140142095948685,0.206349272622375,YNL106C,INP52,SGDID:S000005050,CDS,CDS,"""Polyphosphatidylinositol phosphatase; dephosphorylates a number of phosphatidylinositol phosphates (PtdInsPs ; PIPs) to PI; involved in endocytosis; hyperosmotic stress causes translocation to actin patches; synaptojanin-like protein with a Sac1 domain; INP52 has a paralog ; INP53 ; that arose from the whole genome duplication""",Verified ORF
9562,14,424711,-0.126564242228008,0.140530031711533,0.368404087136462,YNL106C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9564,14,425888,-0.119746405893606,0.139795153760639,0.392255487892422,YNL104C,LEU4,SGDID:S000005048,CDS,CDS,"""Alpha-isopropylmalate synthase (2-isopropylmalate synthase); the main isozyme responsible for the first step in the leucine biosynthesis pathway; LEU4 has a paralog ; LEU9 ; that arose from the whole genome duplication""",Verified ORF
9565,14,427278,-0.162794395207854,0.139596390130273,0.244329319881552,SUT332,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
9566,14,427910,-0.189425389963078,0.139830829837131,0.176387366906541,YNL103W,MET4,SGDID:S000005047,CDS,CDS,"""Leucine-zipper transcriptional activator; responsible for regulation of sulfur amino acid pathway; requires different combinations of auxiliary factors Cbf1p ; Met28p ; Met31p and Met32p; feedforward loop exists in the regulation of genes controlled by Met4p and Met32p; can be ubiquitinated by ubiquitin ligase SCF-Met30p ; is either degraded or maintained in an inactive state; regulates degradation of its own DNA-binding cofactors by targeting them to SCF-Met30p""",Verified ORF
9567,14,428693,-0.226831691043889,0.139256416110575,0.104230939290946,YNL103W,MET4,SGDID:S000005047,CDS,CDS,"""Leucine-zipper transcriptional activator; responsible for regulation of sulfur amino acid pathway; requires different combinations of auxiliary factors Cbf1p ; Met28p ; Met31p and Met32p; feedforward loop exists in the regulation of genes controlled by Met4p and Met32p; can be ubiquitinated by ubiquitin ligase SCF-Met30p ; is either degraded or maintained in an inactive state; regulates degradation of its own DNA-binding cofactors by targeting them to SCF-Met30p""",Verified ORF
9568,14,430086,-0.231814263192314,0.14003524520488,0.0987322069912832,YNL103W,MET4,SGDID:S000005047,Close to 3'-UTR,Close to 3'-UTR,"""Leucine-zipper transcriptional activator; responsible for regulation of sulfur amino acid pathway; requires different combinations of auxiliary factors Cbf1p ; Met28p ; Met31p and Met32p; feedforward loop exists in the regulation of genes controlled by Met4p and Met32p; can be ubiquitinated by ubiquitin ligase SCF-Met30p ; is either degraded or maintained in an inactive state; regulates degradation of its own DNA-binding cofactors by targeting them to SCF-Met30p""",Verified ORF
9569,14,434120,-0.188436505601657,0.139248224051082,0.176844377492587,YNL102W,POL1,SGDID:S000005046,CDS,CDS,"""Catalytic subunit of the DNA polymerase I alpha-primase complex; required for the initiation of DNA replication during mitotic DNA synthesis and premeiotic DNA synthesis""",Verified ORF
9570,14,434507,-0.186756016838167,0.140003321170569,0.183083524524555,YNL102W,POL1,SGDID:S000005046,Close to 3'-UTR,Close to 3'-UTR,"""Catalytic subunit of the DNA polymerase I alpha-primase complex; required for the initiation of DNA replication during mitotic DNA synthesis and premeiotic DNA synthesis""",Verified ORF
9571,14,436047,-0.0874687934291882,0.139704547373646,0.531655024209065,YNL101W,AVT4,SGDID:S000005045,CDS,CDS,"""Vacuolar transporter; exports large neutral amino acids from the vacuole; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters; localizes to sites of contact between the vacuole and mitochondria (vCLAMPs)""",Verified ORF
9572,14,437581,-0.0687227714639021,0.139809450422664,0.623345842314824,YNL100W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9573,14,437955,-0.0914571949387938,0.139554909735534,0.512669814766251,YNL100W,MIC27,SGDID:S000005044,CDS,CDS,"""Component of the MICOS complex; MICOS (formerly MINOS or MitOS) ; a mitochondrial inner membrane complex that extends into the intermembrane space with a role in the maintenance of crista junctions ; inner membrane architecture ; and formation of contact sites to the outer membrane; forms a subcomplex with Mic10p and Mic12p whose assembly and stability requires cardiolipin; orthologous to human APOO and APOOL""",Verified ORF
9575,14,441787,-0.0449781748903685,0.139730662423156,0.74772508578623,YNL097C,PHO23,SGDID:S000005041,CDS,CDS,"""Component of the Rpd3L histone deacetylase complex; involved in transcriptional regulation of PHO5; affects termination of snoRNAs and cryptic unstable transcripts (CUTs); C-terminus shares significant sequence identity with the human candidate tumor suppressor p33-ING1 and its isoform ING3""",Verified ORF
9576,14,442710,-0.015682918565955,0.139932333219868,0.910827628334851,YNL097C,PHO23,SGDID:S000005041,Close to 3'-UTR,Close to 3'-UTR,"""Component of the Rpd3L histone deacetylase complex; involved in transcriptional regulation of PHO5; affects termination of snoRNAs and cryptic unstable transcripts (CUTs); C-terminus shares significant sequence identity with the human candidate tumor suppressor p33-ING1 and its isoform ING3""",Verified ORF
9577,14,449380,0.100169082387483,0.142008344227576,0.481042321625533,YNL094W,APP1,SGDID:S000005038,Close to 3'-UTR,Close to 3'-UTR,"""Phosphatidate phosphatase ; converts phosphatidate to diacylglycerol; App1p ; Pah1p ; Dpp1p ; and Lpp1p are responsible for all the phosphatidate phosphatase activity; component of cortical actin patches; interacts with components of endocytic pathway""",Verified ORF
9578,14,453089,0.0575038989611016,0.139783963127421,0.681045804028722,YNL091W,NST1,SGDID:S000005035,CDS,CDS,"""Protein involved in signal transduction pathways; mediates responses through cell wall integrity ; highosmolarity glycerol and pheromone pathways; interacts physically with the splicing factor Msl1p and also displays genetic interaction with MSL1; interacts with Ste11p and Mkk1p/Mkk2p""",Verified ORF
9579,14,454972,0.0394191904809486,0.139316569822397,0.777383395387855,YNL091W,NST1,SGDID:S000005035,CDS,CDS,"""Protein involved in signal transduction pathways; mediates responses through cell wall integrity ; highosmolarity glycerol and pheromone pathways; interacts physically with the splicing factor Msl1p and also displays genetic interaction with MSL1; interacts with Ste11p and Mkk1p/Mkk2p""",Verified ORF
9580,14,456179,0.022164605329619,0.140683066994844,0.874901551377596,YNL090W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9581,14,456295,0.0269658218877208,0.139989584862334,0.8473616008249,YNL090W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9582,14,456355,0.0126553348519378,0.14017660727042,0.928114835602891,YNL090W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9584,14,457485,0.0429517968091315,0.140930425515061,0.760718608335364,YNL088W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9586,14,458186,0.0919456613772008,0.141809674967193,0.517164818837603,YNL088W,TOP2,SGDID:S000005032,CDS,CDS,"""Topoisomerase II; relieves torsional strain in DNA by cleaving and re-sealing phosphodiester backbone of both positively and negatively supercoiled DNA; cleaves complementary strands; localizes to axial cores in meiosis; required for replication slow zone (RSZ) breakage following Mec1p inactivation; human homolog TOP2A implicated in cancers ; and can complement yeast null mutant""",Verified ORF
9587,14,458514,0.106257387833444,0.139703038516096,0.447406930874002,YNL088W,TOP2,SGDID:S000005032,CDS,CDS,"""Topoisomerase II; relieves torsional strain in DNA by cleaving and re-sealing phosphodiester backbone of both positively and negatively supercoiled DNA; cleaves complementary strands; localizes to axial cores in meiosis; required for replication slow zone (RSZ) breakage following Mec1p inactivation; human homolog TOP2A implicated in cancers ; and can complement yeast null mutant""",Verified ORF
9589,14,461863,0.10082186109226,0.139536632820785,0.470436274093351,YNL088W,TOP2,SGDID:S000005032,CDS,CDS,"""Topoisomerase II; relieves torsional strain in DNA by cleaving and re-sealing phosphodiester backbone of both positively and negatively supercoiled DNA; cleaves complementary strands; localizes to axial cores in meiosis; required for replication slow zone (RSZ) breakage following Mec1p inactivation; human homolog TOP2A implicated in cancers ; and can complement yeast null mutant""",Verified ORF
9590,14,462234,0.110619615673488,0.141301126816636,0.434231643144243,YNL087W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9591,14,462478,0.107134713720366,0.139307723885397,0.44237741053019,YNL087W,TCB2,SGDID:S000005031,CDS,CDS,"""ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p ; Scs2p ; Scs22p ; Tcb1p ; Tcb2p ; Tcb3p) that connect ER to plasma membrane (PM) and regulate PM phosphatidylinositol-4-phosphate (PI4P) levels by controlling access of Sac1p phosphatase to its substrate PI4P in the PM; contains 3 calcium and lipid binding domains; mRNA is targeted to bud; TCB2 has a paralog ; TCB1 ; that arose from the whole genome duplication""",Verified ORF
9592,14,464117,0.0667614263281496,0.140349932601973,0.634597765410473,YNL087W,TCB2,SGDID:S000005031,CDS,CDS,"""ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p ; Scs2p ; Scs22p ; Tcb1p ; Tcb2p ; Tcb3p) that connect ER to plasma membrane (PM) and regulate PM phosphatidylinositol-4-phosphate (PI4P) levels by controlling access of Sac1p phosphatase to its substrate PI4P in the PM; contains 3 calcium and lipid binding domains; mRNA is targeted to bud; TCB2 has a paralog ; TCB1 ; that arose from the whole genome duplication""",Verified ORF
9593,14,464233,0.0621199157242639,0.140480434419795,0.658618023755768,YNL087W,TCB2,SGDID:S000005031,CDS,CDS,"""ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p ; Scs2p ; Scs22p ; Tcb1p ; Tcb2p ; Tcb3p) that connect ER to plasma membrane (PM) and regulate PM phosphatidylinositol-4-phosphate (PI4P) levels by controlling access of Sac1p phosphatase to its substrate PI4P in the PM; contains 3 calcium and lipid binding domains; mRNA is targeted to bud; TCB2 has a paralog ; TCB1 ; that arose from the whole genome duplication""",Verified ORF
9594,14,465005,0.0569377693037015,0.13948365356402,0.683371484867617,YNL087W,TCB2,SGDID:S000005031,CDS,CDS,"""ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p ; Scs2p ; Scs22p ; Tcb1p ; Tcb2p ; Tcb3p) that connect ER to plasma membrane (PM) and regulate PM phosphatidylinositol-4-phosphate (PI4P) levels by controlling access of Sac1p phosphatase to its substrate PI4P in the PM; contains 3 calcium and lipid binding domains; mRNA is targeted to bud; TCB2 has a paralog ; TCB1 ; that arose from the whole genome duplication""",Verified ORF
9595,14,465187,0.0645754995813716,0.140104883347218,0.64514825131154,YNL087W,TCB2,SGDID:S000005031,CDS,CDS,"""ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p ; Scs2p ; Scs22p ; Tcb1p ; Tcb2p ; Tcb3p) that connect ER to plasma membrane (PM) and regulate PM phosphatidylinositol-4-phosphate (PI4P) levels by controlling access of Sac1p phosphatase to its substrate PI4P in the PM; contains 3 calcium and lipid binding domains; mRNA is targeted to bud; TCB2 has a paralog ; TCB1 ; that arose from the whole genome duplication""",Verified ORF
9596,14,466103,0.0046112088806544,0.140980481958497,0.973925821011136,YNL086W_NFR/NDR,,,Promoter,Promoter,,Promoter
9598,14,469677,0.151997015707218,0.141980372131209,0.285103467148567,YNL085W,MKT1,SGDID:S000005029,Close to 3'-UTR,Close to 3'-UTR,"""Protein similar to nucleases that forms a complex with Pbp1p; complex may mediate posttranscriptional regulation of HO; involved in propagation of M2 dsRNA satellite of L-A virus; allelic variation affects mitochondrial genome stability ; drug resistance ; and more; forms cytoplasmic foci upon DNA replication stress; localization to P-bodies under ethanol stress differs between strains""",Verified ORF
9600,14,472613,0.0891705368173321,0.140509974979613,0.526086911860472,YNL083W,SAL1,SGDID:S000005027,CDS,CDS,"""ADP/ATP transporter; member of the Ca2+-binding subfamily of mitochondrial carriers ; with two EF-hand motifs; transport activity of either Sal1p or Pet9p is critical for viability; polymorphic in different S. cerevisiae strains""",Verified ORF
9601,14,478868,-0.102615475422328,0.140416525811713,0.465390098337037,YNL079C,TPM1,SGDID:S000005023,CDS,CDS,"""Major isoform of tropomyosin; binds to and stabilizes actin cables and filaments ; which direct polarized cell growth and the distribution of several organelles; acetylated by the NatB complex and acetylated form binds actin most efficiently; TPM1 has a paralog ; TPM2 ; that arose from the whole genome duplication""",Verified ORF
9602,14,480472,-0.0922735511832001,0.140174749257528,0.510790436771291,YNL078W,NIS1,SGDID:S000005022,CDS,CDS,"""Protein involved in axial bud site selection; prevents repolarization of cells at previous division sites; recruited with Nba1p to the cell cortex and to cytokinesis remnants (bud scars) by Aim44p and Nap1p where Nba1p prevent Rsr1p-mediated activation of Cdc24p ; and therefore Cdc42p activation; acts with Nba1p to establish transient bud scar localization of Rga1p ; a Cdc42p GAP; localizes to the nucleus and to cell division site during G2/M ; and is then stably recruited to cytokinesis remnants""",Verified ORF
9603,14,481896,-0.135140803544275,0.140964236878132,0.33837180262027,YNL077W,APJ1,SGDID:S000005021,CDS,CDS,"""Hsp40 chaperone with a role in SUMO-mediated protein degradation; works in concert with Hsp70 and Hsp110 (Sse1p) to promote disaggregation of intranuclear protein inclusions; competes with Hsp104 in disaggregation ; supporting turnover instead of refolding; member of DnaJ-like family ; conserved across eukaryotes; overexpression interferes with propagation of the [Psi+] prion; forms nuclear foci upon DNA replication stress""",Verified ORF
9604,14,483978,-0.112457302902952,0.140371582851284,0.423589451107395,YNL076W,MKS1,SGDID:S000005020,CDS,CDS,"""Pleiotropic negative transcriptional regulator; involved in Ras-CAMP and lysine biosynthetic pathways and nitrogen regulation; involved in retrograde (RTG) mitochondria-to-nucleus signaling""",Verified ORF
9605,14,485955,-0.111185273038136,0.140135863250049,0.428071637185683,YNL075W,IMP4,SGDID:S000005019,CDS,CDS,"""Component of the SSU processome; SSU processome is required for pre-18S rRNA processing; interacts with Mpp10p; member of a superfamily of proteins that contain a sigma(70)-like motif and associate with RNAs""",Verified ORF
9607,14,489876,-0.0393098973484305,0.141391096019699,0.781157902983929,YNL073W,MSK1,SGDID:S000005017,CDS,CDS,"""Mitochondrial lysine-tRNA synthetase; required for import of both aminoacylated and deacylated forms of tRNA(Lys) into mitochondria and for aminoacylation of mitochondrially encoded tRNA(Lys)""",Verified ORF
9608,14,491097,-0.147269527554663,0.140524806430473,0.295357153135299,YNL072W,RNH201,SGDID:S000005016,CDS,CDS,"""Ribonuclease H2 catalytic subunit; removes RNA primers during Okazaki fragment synthesis and errant ribonucleotides misincorporated during DNA replication; role in ribonucleotide excision repair; homolog of RNAse HI; related to human AGS4 which causes Aicardi-Goutieres syndrome""",Verified ORF
9609,14,491381,-0.110602053050533,0.140620081568679,0.432084157012753,YNL071W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9610,14,493333,0.0309802431093392,0.143564401213204,0.829273466641861,YNL070W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9611,14,497369,-0.0649442185776464,0.140848819281565,0.645016793887547,YNL068C,FKH2,SGDID:S000005012,CDS,CDS,"""Forkhead family transcription factor; rate-limiting activator of replication origins; evolutionarily conserved regulator of lifespan; binds multiple chromosomal elements with distinct specificities ; cell cycle dynamics; positively regulates transcriptional elongation; facilitates clustering ; activation of early-firing replication origins; negative role in chromatin silencing at HML and HMR; major role in expression of G2/M phase genes; relocalizes to cytosol under hypoxia""",Verified ORF
9612,14,497844,-0.0949717957211464,0.141124295272853,0.501409488640288,YNL068C,FKH2,SGDID:S000005012,CDS,CDS,"""Forkhead family transcription factor; rate-limiting activator of replication origins; evolutionarily conserved regulator of lifespan; binds multiple chromosomal elements with distinct specificities ; cell cycle dynamics; positively regulates transcriptional elongation; facilitates clustering ; activation of early-firing replication origins; negative role in chromatin silencing at HML and HMR; major role in expression of G2/M phase genes; relocalizes to cytosol under hypoxia""",Verified ORF
9613,14,498639,-0.175486889412906,0.142161999786437,0.217869456136395,YNL067W-A,YNL067W-A,SGDID:S000007623,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
9614,14,499301,-0.0961305212335116,0.140594944252678,0.494587327054738,YNL067W-B_NFR/NDR,,,Promoter,Promoter,,Promoter
9616,14,501546,0.105262709726638,0.140236041859255,0.453386863855474,YNL066W,SUN4,SGDID:S000005010,CDS,CDS,"""Cell wall protein related to glucanases localized in birth scars; possibly involved in cell wall septation; member of the SUN family; SUN4 has a paralog ; SIM1 ; that arose from the whole genome duplication""",Verified ORF
9617,14,501883,0.102072041826871,0.140398553865939,0.467697804583765,YNL066W,SUN4,SGDID:S000005010,CDS,CDS,"""Cell wall protein related to glucanases localized in birth scars; possibly involved in cell wall septation; member of the SUN family; SUN4 has a paralog ; SIM1 ; that arose from the whole genome duplication""",Verified ORF
9618,14,502260,0.096621844507071,0.140010322985014,0.490581520117138,YNL066W,SUN4,SGDID:S000005010,CDS,CDS,"""Cell wall protein related to glucanases localized in birth scars; possibly involved in cell wall septation; member of the SUN family; SUN4 has a paralog ; SIM1 ; that arose from the whole genome duplication""",Verified ORF
9619,14,502292,0.0988512354991952,0.140005914236998,0.480622488429248,YNL066W,SUN4,SGDID:S000005010,CDS,CDS,"""Cell wall protein related to glucanases localized in birth scars; possibly involved in cell wall septation; member of the SUN family; SUN4 has a paralog ; SIM1 ; that arose from the whole genome duplication""",Verified ORF
9622,14,503689,0.0687156810568156,0.14259740872729,0.630185624018071,YNL066W,SUN4,SGDID:S000005010,Close to 3'-UTR,Close to 3'-UTR,"""Cell wall protein related to glucanases localized in birth scars; possibly involved in cell wall septation; member of the SUN family; SUN4 has a paralog ; SIM1 ; that arose from the whole genome duplication""",Verified ORF
9623,14,504423,0.0340637442850999,0.140581789351658,0.808684146569774,YNL065W,AQR1,SGDID:S000005009,CDS,CDS,"""Plasma membrane transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; confers resistance to short-chain monocarboxylic acids and quinidine; involved in the excretion of excess amino acids; AQR1 has a paralog ; QDR1 ; that arose from the whole genome duplication; relocalizes from plasma membrane to cytoplasm upon DNA replication stress""",Verified ORF
9624,14,508489,-0.053010219694712,0.141830214809642,0.708808524619457,YNL063W,MTQ1,SGDID:S000005007,CDS,CDS,"""S-adenosylmethionine-dependent methyltransferase; methylates translational release factor Mrf1p; similar to E.coli PrmC; is not an essential gene""",Verified ORF
9625,14,508681,-0.0802886971087395,0.141843604619768,0.57172842696936,YNL063W,MTQ1,SGDID:S000005007,CDS,CDS,"""S-adenosylmethionine-dependent methyltransferase; methylates translational release factor Mrf1p; similar to E.coli PrmC; is not an essential gene""",Verified ORF
9627,14,510823,-0.0656981814443532,0.14134388616838,0.6423534403762,YNL061W,NOP2,SGDID:S000005005,CDS,CDS,"""rRNA m5C methyltransferase; methylates cytosine at position 2870 of 25S rRNA; has an essential function independent of rRNA methylation; contains seven beta-strand methyltransferase motif; essential for processing and maturation of 27S pre-rRNA and large ribosomal subunit biogenesis; localized to the nucleolus; constituent of 66S pre-ribosomal particles; rRNA methylation defect and lethality are functionally complemented by human NOP2 ; a gene upregulated in cancer""",Verified ORF
9628,14,516139,-0.0244513670649041,0.139827998888835,0.861284032155016,YNL058C,YNL058C,SGDID:S000005003,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to vacuole; not an essential gene; YNL058C has a paralog ; PRM5 ; that arose from the whole genome duplication""",Uncharacterized ORF
9629,14,525380,-0.0093956552653855,0.139750273422703,0.946435273393276,YNL054W-B,YNL054W-B,SGDID:S000007385,Close to 3'-UTR,Close to 3'-UTR,"""TyB Gag-Pol protein; proteolytically processed to make the Gag ; reverse transcriptase (RT) ; protease (PR) ; and integrase (IN) proteins that are required for retrotransposition""",transposable_element_gene
9631,14,527281,-0.0924184080707309,0.139638064319677,0.508503958554696,YNL054W,VAC7,SGDID:S000004999,CDS,CDS,"""Integral vacuolar membrane protein; involved in vacuole inheritance and morphology; activates Fab1p kinase activity under basal conditions and also after hyperosmotic shock""",Verified ORF
9632,14,528514,-0.0837341786604171,0.140107360873006,0.550461378764403,YNL054W,VAC7,SGDID:S000004999,CDS,CDS,"""Integral vacuolar membrane protein; involved in vacuole inheritance and morphology; activates Fab1p kinase activity under basal conditions and also after hyperosmotic shock""",Verified ORF
9633,14,529103,-0.0782249079975786,0.139248256881295,0.574632089239778,YNL054W,VAC7,SGDID:S000004999,CDS,CDS,"""Integral vacuolar membrane protein; involved in vacuole inheritance and morphology; activates Fab1p kinase activity under basal conditions and also after hyperosmotic shock""",Verified ORF
9634,14,529589,-0.0637610378034957,0.140291216160417,0.649755108015097,YNL053W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9635,14,534351,-0.205589602209096,0.139529692791602,0.141521690913635,YNL050C,YNL050C,SGDID:S000004995,CDS,CDS,"""Putative protein of unknown function; YNL050c is not an essential gene""",Uncharacterized ORF
