SNP,Chr,Pos,Effect,SE,ERG11_ORM2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
10737,15,692272,-0.027344916419756,0.0774725044976367,0.724326957445302,YOR191W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10738,15,695613,-0.018657759242854,0.0772607859559612,0.809315059886748,YOR191W,ULS1,SGDID:S000005717,CDS,CDS,"""Swi2/Snf2-related translocase ; SUMO-Targeted Ubiquitin Ligase (STUbL); required for maintenance of NHEJ inhibition at telomeres; functions at telomeres to translocate and ubiquitinylate poly-sumoylated Rap1p for proteosomal degradation; plays role in antagonizing silencing during mating-type switching; only known STUbL with a translocase activity; contains RING finger domain; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
10739,15,696549,-0.0270755028121716,0.07747277255537,0.726934294580702,YOR191W,ULS1,SGDID:S000005717,CDS,CDS,"""Swi2/Snf2-related translocase ; SUMO-Targeted Ubiquitin Ligase (STUbL); required for maintenance of NHEJ inhibition at telomeres; functions at telomeres to translocate and ubiquitinylate poly-sumoylated Rap1p for proteosomal degradation; plays role in antagonizing silencing during mating-type switching; only known STUbL with a translocase activity; contains RING finger domain; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
10740,15,697431,-0.0129481273156393,0.077132479054112,0.866782723381463,YOR191W,ULS1,SGDID:S000005717,Close to 3'-UTR,Close to 3'-UTR,"""Swi2/Snf2-related translocase ; SUMO-Targeted Ubiquitin Ligase (STUbL); required for maintenance of NHEJ inhibition at telomeres; functions at telomeres to translocate and ubiquitinylate poly-sumoylated Rap1p for proteosomal degradation; plays role in antagonizing silencing during mating-type switching; only known STUbL with a translocase activity; contains RING finger domain; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
10741,15,697632,-0.0082885741554953,0.0773521860120291,0.914727906000629,YOR191W,ULS1,SGDID:S000005717,Close to 3'-UTR,Close to 3'-UTR,"""Swi2/Snf2-related translocase ; SUMO-Targeted Ubiquitin Ligase (STUbL); required for maintenance of NHEJ inhibition at telomeres; functions at telomeres to translocate and ubiquitinylate poly-sumoylated Rap1p for proteosomal degradation; plays role in antagonizing silencing during mating-type switching; only known STUbL with a translocase activity; contains RING finger domain; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
10742,15,697884,-0.0230274178328828,0.0788056766678071,0.770301500328434,YOR191W,ULS1,SGDID:S000005717,Close to 3'-UTR,Close to 3'-UTR,"""Swi2/Snf2-related translocase ; SUMO-Targeted Ubiquitin Ligase (STUbL); required for maintenance of NHEJ inhibition at telomeres; functions at telomeres to translocate and ubiquitinylate poly-sumoylated Rap1p for proteosomal degradation; plays role in antagonizing silencing during mating-type switching; only known STUbL with a translocase activity; contains RING finger domain; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
10743,15,697906,0.0791642729205758,0.0769693153078519,0.304410773426547,YOR191W,ULS1,SGDID:S000005717,Close to 3'-UTR,Close to 3'-UTR,"""Swi2/Snf2-related translocase ; SUMO-Targeted Ubiquitin Ligase (STUbL); required for maintenance of NHEJ inhibition at telomeres; functions at telomeres to translocate and ubiquitinylate poly-sumoylated Rap1p for proteosomal degradation; plays role in antagonizing silencing during mating-type switching; only known STUbL with a translocase activity; contains RING finger domain; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
10744,15,698025,0.0687667000052678,0.0770559755979023,0.372772971660253,YOR191W,ULS1,SGDID:S000005717,Close to 3'-UTR,Close to 3'-UTR,"""Swi2/Snf2-related translocase ; SUMO-Targeted Ubiquitin Ligase (STUbL); required for maintenance of NHEJ inhibition at telomeres; functions at telomeres to translocate and ubiquitinylate poly-sumoylated Rap1p for proteosomal degradation; plays role in antagonizing silencing during mating-type switching; only known STUbL with a translocase activity; contains RING finger domain; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
10745,15,698268,0.0479874505233765,0.077174262506375,0.534470552216538,YOR191W,ULS1,SGDID:S000005717,Close to 3'-UTR,Close to 3'-UTR,"""Swi2/Snf2-related translocase ; SUMO-Targeted Ubiquitin Ligase (STUbL); required for maintenance of NHEJ inhibition at telomeres; functions at telomeres to translocate and ubiquitinylate poly-sumoylated Rap1p for proteosomal degradation; plays role in antagonizing silencing during mating-type switching; only known STUbL with a translocase activity; contains RING finger domain; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
10747,15,698953,0.0684190819242043,0.0770410334406193,0.375099078984771,YOR192C,THI72,SGDID:S000005718,CDS,CDS,"""Transporter of thiamine or related compound; contributes to uptake of 5-aminoimidazole-4-carboxamide-1-beta-D-ribofuranoside (acadesine); shares sequence similarity with Thi7p""",Verified ORF
10748,15,701044,0.0621724329786264,0.0770560300469618,0.420297865162909,YOR192C,THI72,SGDID:S000005718,Close to 3'-UTR,Close to 3'-UTR,"""Transporter of thiamine or related compound; contributes to uptake of 5-aminoimidazole-4-carboxamide-1-beta-D-ribofuranoside (acadesine); shares sequence similarity with Thi7p""",Verified ORF
10749,15,701551,0.0449368825165358,0.0775363070282338,0.562581575997402,YOR192C,THI72,SGDID:S000005718,Close to 3'-UTR,Close to 3'-UTR,"""Transporter of thiamine or related compound; contributes to uptake of 5-aminoimidazole-4-carboxamide-1-beta-D-ribofuranoside (acadesine); shares sequence similarity with Thi7p""",Verified ORF
10750,15,701614,0.052557541601622,0.0774116322756559,0.497623318300307,O:700568-703428,,,Intergenic region,Intergenic region,between YOR192C and YORCdelta18,Intergenic region
10751,15,701762,0.0166139839798256,0.0784573277418521,0.832417873726434,O:700568-703428,,,Intergenic region,Intergenic region,between YOR192C and YORCdelta18,Intergenic region
10752,15,701781,0.0400601529903925,0.0771523312088916,0.603922601727121,O:700568-703428,,,Intergenic region,Intergenic region,between YOR192C and YORCdelta18,Intergenic region
10753,15,701849,0.0312484620991367,0.0777770329757038,0.688096591080855,O:700568-703428,,,Intergenic region,Intergenic region,between YOR192C and YORCdelta18,Intergenic region
10754,15,701869,0.0470100791155247,0.0781543539392547,0.54789109249688,O:700568-703428,,,Intergenic region,Intergenic region,between YOR192C and YORCdelta18,Intergenic region
10755,15,702245,0.0568626135669137,0.0775791629910361,0.464067767194057,YOR192C_NFR/NDR,,,Promoter,Promoter,,Promoter
10756,15,702344,0.057834500828874,0.077133178943783,0.453874245812325,YOR192C_NFR/NDR,,,Promoter,Promoter,,Promoter
10757,15,702475,0.0631197194632198,0.0769046826016318,0.412341099124512,O:700568-703428,,,Intergenic region,Intergenic region,between YOR192C and YORCdelta18,Intergenic region
10758,15,702493,0.0514001567398395,0.077263380655804,0.506319286308616,O:700568-703428,,,Intergenic region,Intergenic region,between YOR192C and YORCdelta18,Intergenic region
10759,15,702546,0.0349088232227758,0.0769604343646524,0.650399494250704,O:700568-703428,,,Intergenic region,Intergenic region,between YOR192C and YORCdelta18,Intergenic region
10760,15,702764,0.0520074458177778,0.0770445538828762,0.500098097805354,O:700568-703428,,,Intergenic region,Intergenic region,between YOR192C and YORCdelta18,Intergenic region
10761,15,703056,0.0508608180462744,0.0769352490460191,0.508988372996287,YOR192C-C,YOR192C-C,SGDID:S000028857,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; identified by expression profiling and mass spectrometry""",Uncharacterized ORF
10768,15,710273,0.113987094703834,0.0770414870248896,0.139883969618554,YOR193W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10772,15,716842,0.138692267372734,0.076991794736415,0.0724946118024234,YOR197W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10773,15,717962,0.0899116474514491,0.0770436592338822,0.243989210952635,YOR197W,MCA1,SGDID:S000005723,CDS,CDS,"""Ca2+-dependent cysteine protease; may cleave specific substrates during the stress response; regulates apoptosis upon H2O2 treatment; required for clearance of insoluble protein aggregates during normal growth; implicated in cell cycle dynamics and lifespan extension; undergoes autocatalytic processing; similar to mammalian metacaspases ; but exists as a monomer due to an extra pair of anti-parallel beta-strands that block potential dimerization""",Verified ORF
10774,15,719963,0.126374158053546,0.07668117529791,0.100232820692209,YOR198C,BFR1,SGDID:S000005724,CDS,CDS,"""Component of mRNP complexes associated with polyribosomes; involved in localization of mRNAs to P bodies; implicated in secretion and nuclear segregation; multicopy suppressor of BFA (Brefeldin A) sensitivity""",Verified ORF
10775,15,720332,0.133286019665486,0.0768801534478468,0.0838470015605468,YOR199W,YOR199W,SGDID:S000005725,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
10776,15,720492,0.134676560677654,0.0766411302666324,0.0797444291658756,YOR199W,YOR199W,SGDID:S000005725,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
10777,15,729585,0.114366012037587,0.0767418269773464,0.137046324086301,YOR206W,NOC2,SGDID:S000005732,CDS,CDS,"""Protein involved in ribosome biogenesis; forms a nucleolar complex with Mak21p that binds to 90S and 66S pre-ribosomes; forms a nuclear complex with Noc3p that binds to 66S pre-ribosomes; both complexes mediate intranuclear transport of ribosomal precursors; acts as part of a Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription and has a role in bigenesis of the large ribosomal subunit""",Verified ORF
10778,15,729632,0.135894811913718,0.0772930534481199,0.0795841118474527,YOR206W,NOC2,SGDID:S000005732,CDS,CDS,"""Protein involved in ribosome biogenesis; forms a nucleolar complex with Mak21p that binds to 90S and 66S pre-ribosomes; forms a nuclear complex with Noc3p that binds to 66S pre-ribosomes; both complexes mediate intranuclear transport of ribosomal precursors; acts as part of a Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription and has a role in bigenesis of the large ribosomal subunit""",Verified ORF
10779,15,729765,0.118853249200408,0.0769324983849834,0.123265711447801,ARS1521,ARS1521,SGDID:S000118491,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
10780,15,729766,0.0874333467631553,0.0782896069234744,0.26484207337222,ARS1521,ARS1521,SGDID:S000118491,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
10781,15,731742,0.114214355040347,0.0770209227357899,0.138993096720666,YOR207C,RET1,SGDID:S000005733,CDS,CDS,"""Second-largest subunit of RNA polymerase III; RNA polymerase III is responsible for the transcription of tRNA and 5S RNA genes ; and other low molecular weight RNAs""",Verified ORF
10782,15,735908,0.121521895261496,0.0770309441600453,0.115559550630062,YOR208W,PTP2,SGDID:S000005734,CDS,CDS,"""Phosphotyrosine-specific phosphatase; major role in osmolarity sensing through dephosphorylation of the Hog1p MAPK with a minor role by Ptp3p; inactivates and regulates Hog1p localization; major role in the cell wall integrity pathway through dephosphorylation of MAPK Slt2p with a minor role by Ptp3p; minor role with Msg5p in the pheromone adaptive response through dephosphorylation of MAPK Fus3p with major role by Ptp3p; co-regulates the calcium signaling pathway with Msg5p; nuclear localized""",Verified ORF
10783,15,736963,0.138828283429116,0.0769517364965817,0.0720686388347577,YOR209C,NPT1,SGDID:S000005735,CDS,CDS,"""Nicotinate phosphoribosyltransferase; acts in the salvage pathway of NAD+ biosynthesis; required for silencing at rDNA and telomeres and has a role in silencing at mating-type loci; localized to the nucleus""",Verified ORF
10784,15,736990,0.147493197272747,0.0766837808005748,0.0552344898571697,YOR209C,NPT1,SGDID:S000005735,CDS,CDS,"""Nicotinate phosphoribosyltransferase; acts in the salvage pathway of NAD+ biosynthesis; required for silencing at rDNA and telomeres and has a role in silencing at mating-type loci; localized to the nucleus""",Verified ORF
10785,15,737166,0.143524349783312,0.0771626218898581,0.0637136530912418,YOR209C,NPT1,SGDID:S000005735,CDS,CDS,"""Nicotinate phosphoribosyltransferase; acts in the salvage pathway of NAD+ biosynthesis; required for silencing at rDNA and telomeres and has a role in silencing at mating-type loci; localized to the nucleus""",Verified ORF
10789,15,747552,0.157489571892828,0.0770854178409079,0.0417894521992071,YOR216C,RUD3,SGDID:S000005742,CDS,CDS,"""Golgi matrix protein; involved in the structural organization of the cis-Golgi; interacts genetically with COG3 and USO1""",Verified ORF
10790,15,748030,0.146278230614611,0.0770204619483118,0.0583515366654999,YOR216C,RUD3,SGDID:S000005742,CDS,CDS,"""Golgi matrix protein; involved in the structural organization of the cis-Golgi; interacts genetically with COG3 and USO1""",Verified ORF
10791,15,751144,0.150078329706886,0.0766793294844623,0.0511093363658029,YOR217W,RFC1,SGDID:S000005743,CDS,CDS,"""Subunit of heteropentameric Replication factor C (RF-C); RF-C is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon""",Verified ORF
10792,15,751335,0.0552392994762985,0.0770466838462885,0.473873613488854,YOR217W,RFC1,SGDID:S000005743,CDS,CDS,"""Subunit of heteropentameric Replication factor C (RF-C); RF-C is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon""",Verified ORF
10793,15,751442,0.0276912644743491,0.0778389087281667,0.722239594224424,YOR217W,RFC1,SGDID:S000005743,CDS,CDS,"""Subunit of heteropentameric Replication factor C (RF-C); RF-C is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon""",Verified ORF
10794,15,751857,0.0246553697508173,0.0775102066505756,0.750603315051212,YOR217W,RFC1,SGDID:S000005743,CDS,CDS,"""Subunit of heteropentameric Replication factor C (RF-C); RF-C is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon""",Verified ORF
10796,15,757677,0.010965725701964,0.0772998072026326,0.88727177155083,YOR222W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10797,15,757952,0.014025323157103,0.0779720504861743,0.857352900201866,YOR221C,MCT1,SGDID:S000005747,Close to 3'-UTR,Close to 3'-UTR,"""Predicted malonyl-CoA:ACP transferase; putative component of a type-II mitochondrial fatty acid synthase that produces intermediates for phospholipid remodeling""",Verified ORF
10799,15,758119,0.0725861395093805,0.077016850454424,0.346596158572609,CUT857_NFR/NDR,,,Promoter,Promoter,,Promoter
10800,15,758539,0.107199961902712,0.0772387819247828,0.166041859977387,YOR222W,ODC2,SGDID:S000005748,CDS,CDS,"""Mitochondrial inner membrane transporter; 2-oxodicarboxylate transporter ; exports 2-oxoadipate and 2-oxoglutarate from the mitochondrial matrix to the cytosol for use in lysine and glutamate biosynthesis and in lysine catabolism; ODC2 has a paralog ; ODC1 ; that arose from the whole genome duplication""",Verified ORF
10801,15,759034,0.101067931936648,0.077679951986742,0.194079232152973,YOR222W,ODC2,SGDID:S000005748,CDS,CDS,"""Mitochondrial inner membrane transporter; 2-oxodicarboxylate transporter ; exports 2-oxoadipate and 2-oxoglutarate from the mitochondrial matrix to the cytosol for use in lysine and glutamate biosynthesis and in lysine catabolism; ODC2 has a paralog ; ODC1 ; that arose from the whole genome duplication""",Verified ORF
10802,15,759061,0.0875866960912261,0.077410701506636,0.258631853311919,YOR222W,ODC2,SGDID:S000005748,CDS,CDS,"""Mitochondrial inner membrane transporter; 2-oxodicarboxylate transporter ; exports 2-oxoadipate and 2-oxoglutarate from the mitochondrial matrix to the cytosol for use in lysine and glutamate biosynthesis and in lysine catabolism; ODC2 has a paralog ; ODC1 ; that arose from the whole genome duplication""",Verified ORF
10803,15,759214,0.115638581994267,0.0768969294501955,0.133523717220425,YOR222W,ODC2,SGDID:S000005748,CDS,CDS,"""Mitochondrial inner membrane transporter; 2-oxodicarboxylate transporter ; exports 2-oxoadipate and 2-oxoglutarate from the mitochondrial matrix to the cytosol for use in lysine and glutamate biosynthesis and in lysine catabolism; ODC2 has a paralog ; ODC1 ; that arose from the whole genome duplication""",Verified ORF
10804,15,759381,0.0814616168845086,0.0770391839535386,0.291049872328792,YNCO0024C,SNR35,SGDID:S000007299,Non-coding RNA,snoRNA_gene,"snoRNA_gene ; ""H/ACA box small nucleolar RNA (snoRNA); predicted to guide pseudouridylation of small subunit (SSU) rRNA at position 1191""",snoRNA_gene
10806,15,760114,0.0481562197603568,0.0772160891929475,0.533256788603252,YOR223W,DSC3,SGDID:S000005749,CDS,CDS,"""Subunit of the DSC ubiquitin ligase complex; protein of unknown function that localizes to the ER and vacuole lumen; overexpression affects endocytic protein trafficking; ortholog of fission yeast dsc3""",Verified ORF
10807,15,761032,0.050142356266114,0.0774624020006309,0.517850644319668,YOR224C,RPB8,SGDID:S000005750,CDS,CDS,"""RNA polymerase subunit ABC14.5; common to RNA polymerases I ; II ; and III""",Verified ORF
10808,15,761321,0.0652719250359109,0.0774996876349262,0.400234064983794,YOR224C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10809,15,762315,0.0796812349868549,0.0772370971940944,0.302944926847905,YOR226C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10810,15,762399,0.0752864432524364,0.0784690319407225,0.33799307508122,YOR227W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10811,15,762569,0.038862801771281,0.0773552306124251,0.615703668393761,YOR227W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10812,15,762597,0.0506114144939495,0.0775970097467538,0.514674648856166,YOR227W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10813,15,762665,0.0892623405692965,0.0776221377887305,0.250938881948102,YOR225W,YOR225W,SGDID:S000005751,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
10814,15,763531,0.0510264741257202,0.0776223020594907,0.511372241789246,YOR227W,HER1,SGDID:S000005753,CDS,CDS,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10815,15,763849,0.054055778782404,0.0778767050414469,0.488063491861948,YOR227W,HER1,SGDID:S000005753,CDS,CDS,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10816,15,763978,0.0634517854663497,0.0775293546153888,0.413667978446122,YOR227W,HER1,SGDID:S000005753,CDS,CDS,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10817,15,764381,0.0269445733649888,0.0776460105402379,0.728784483989637,YOR227W,HER1,SGDID:S000005753,CDS,CDS,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10818,15,764453,0.0516964084568508,0.0775751437237116,0.505588012910723,YOR227W,HER1,SGDID:S000005753,CDS,CDS,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10820,15,765710,0.0750234605091113,0.0773462305652242,0.332725976915036,YOR227W,HER1,SGDID:S000005753,CDS,CDS,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10821,15,765854,0.0800099757250327,0.0775529681383285,0.302927583772013,YOR227W,HER1,SGDID:S000005753,CDS,CDS,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10822,15,766151,0.0841014464995041,0.0773789976885349,0.277832795774609,YOR227W,HER1,SGDID:S000005753,CDS,CDS,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10823,15,766225,0.0901319615935836,0.0775812551201013,0.246111797025241,YOR227W,HER1,SGDID:S000005753,CDS,CDS,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10824,15,766858,0.109802763762878,0.0775431172985083,0.157650789910736,YOR227W,HER1,SGDID:S000005753,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; required for proliferation or remodeling of the ER that is caused by overexpression of Hmg2p; may interact with ribosomes ; based on co-purification experiments; HER1 has a paralog ; GIP3 ; that arose from the whole genome duplication""",Verified ORF
10825,15,767623,0.0786360139959303,0.0774329723146714,0.310545667001152,YOR228C,MCP1,SGDID:S000005754,CDS,CDS,"""Mitochondrial protein of unknown function involved in lipid homeostasis; integral membrane protein that localizes to the mitochondrial outer membrane; involved in mitochondrial morphology; interacts genetically with MDM10 ; and other members of the ERMES complex; contains five predicted transmembrane domains""",Verified ORF
10826,15,767955,0.0398994171635164,0.0773242878281066,0.606176692830381,YOR228C,MCP1,SGDID:S000005754,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial protein of unknown function involved in lipid homeostasis; integral membrane protein that localizes to the mitochondrial outer membrane; involved in mitochondrial morphology; interacts genetically with MDM10 ; and other members of the ERMES complex; contains five predicted transmembrane domains""",Verified ORF
10827,15,768052,0.0786958975712873,0.0778397929590249,0.312709720128893,YOR228C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10831,15,774372,0.0772541466702968,0.0780868454838581,0.323176299505254,YOR232W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10832,15,774673,0.0229452485503578,0.0782387358088235,0.769486410808135,YOR232W,MGE1,SGDID:S000005758,CDS,CDS,"""Mitochondrial matrix cochaperone; nucleotide release factor for Ssc1p in protein translocation and folding; also acts as cochaperone for Ssq1p in folding of Fe-S cluster proteins; acts as oxidative sensor to regulate mitochondrial Ssc1p; in presence of oxidative stress ; dimeric Mge1p becomes a monomer and unable to regulate Ssc1p function; homolog of E. coli GrpE and human Mge1 (GRPEL1) ; which also responds to oxidative stress""",Verified ORF
10834,15,776034,-0.0200926315500642,0.0774720175824533,0.795513759617857,YOR233W,KIN4,SGDID:S000005759,CDS,CDS,"""Serine/threonine protein kinase; inhibits the mitotic exit network (MEN) when the spindle position checkpoint is activated; localized asymmetrically to mother cell cortex ; spindle pole body and bud neck; KIN4 has a paralog ; FRK1 ; that arose from the whole genome duplication""",Verified ORF
10835,15,776532,-0.0352989204580677,0.0772889678923408,0.64815783425153,YOR233W,KIN4,SGDID:S000005759,CDS,CDS,"""Serine/threonine protein kinase; inhibits the mitotic exit network (MEN) when the spindle position checkpoint is activated; localized asymmetrically to mother cell cortex ; spindle pole body and bud neck; KIN4 has a paralog ; FRK1 ; that arose from the whole genome duplication""",Verified ORF
10836,15,777196,-0.0266356455526131,0.0772926808746595,0.730594603148669,YOR233W,KIN4,SGDID:S000005759,CDS,CDS,"""Serine/threonine protein kinase; inhibits the mitotic exit network (MEN) when the spindle position checkpoint is activated; localized asymmetrically to mother cell cortex ; spindle pole body and bud neck; KIN4 has a paralog ; FRK1 ; that arose from the whole genome duplication""",Verified ORF
10837,15,777500,-0.0247004234435663,0.0769788849097066,0.748496732582416,YOR233W,KIN4,SGDID:S000005759,CDS,CDS,"""Serine/threonine protein kinase; inhibits the mitotic exit network (MEN) when the spindle position checkpoint is activated; localized asymmetrically to mother cell cortex ; spindle pole body and bud neck; KIN4 has a paralog ; FRK1 ; that arose from the whole genome duplication""",Verified ORF
10838,15,777559,-0.0106237454898288,0.0769807828459508,0.89031502391096,YOR233W,KIN4,SGDID:S000005759,CDS,CDS,"""Serine/threonine protein kinase; inhibits the mitotic exit network (MEN) when the spindle position checkpoint is activated; localized asymmetrically to mother cell cortex ; spindle pole body and bud neck; KIN4 has a paralog ; FRK1 ; that arose from the whole genome duplication""",Verified ORF
10839,15,778023,0.171854783806264,0.0765399443289826,0.0253676137128034,YOR233W,KIN4,SGDID:S000005759,CDS,CDS,"""Serine/threonine protein kinase; inhibits the mitotic exit network (MEN) when the spindle position checkpoint is activated; localized asymmetrically to mother cell cortex ; spindle pole body and bud neck; KIN4 has a paralog ; FRK1 ; that arose from the whole genome duplication""",Verified ORF
10841,15,779669,0.175882060670329,0.0764042636757898,0.0219171071082807,YOR234C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10842,15,779900,0.152090472576154,0.0768548624989192,0.0486005472896242,YOR235W,IRC13,SGDID:S000005761,CDS,CDS,"""Putative protein of unknown function; conserved across S. cerevisiae strains; null mutant displays increased levels of spontaneous Rad52 foci""",Uncharacterized ORF
10843,15,780008,0.159102867457679,0.0768663345751386,0.0391920186070735,YOR235W,IRC13,SGDID:S000005761,CDS,CDS,"""Putative protein of unknown function; conserved across S. cerevisiae strains; null mutant displays increased levels of spontaneous Rad52 foci""",Uncharacterized ORF
10844,15,781811,0.150582316507857,0.0773883848516757,0.0524721295602571,YOR237W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10845,15,785050,0.133074922706226,0.077075310638103,0.0851221287186547,YOR239W,ABP140,SGDID:S000005765,CDS,CDS,"""AdoMet-dependent tRNA methyltransferase and actin binding protein; C-terminal domain is responsible for 3-methylcytidine modification of residue 32 of the tRNA anticodon loop of tRNA-Thr and tRNA-Ser and contains an S-adenosylmethionine (AdoMet) binding motif; N-terminal actin binding sequence interacts with actin filaments and localizes to actin patches and cables; N- and C-terminal domains are encoded in separate ORFs that are translated into one protein via a +1 frameshift""",Verified ORF
10848,15,785674,0.142310901301815,0.0771373712577974,0.065889291358656,YOR239W,ABP140,SGDID:S000005765,CDS,CDS,"""AdoMet-dependent tRNA methyltransferase and actin binding protein; C-terminal domain is responsible for 3-methylcytidine modification of residue 32 of the tRNA anticodon loop of tRNA-Thr and tRNA-Ser and contains an S-adenosylmethionine (AdoMet) binding motif; N-terminal actin binding sequence interacts with actin filaments and localizes to actin patches and cables; N- and C-terminal domains are encoded in separate ORFs that are translated into one protein via a +1 frameshift""",Verified ORF
10849,15,789434,0.149264574598252,0.0769172941250509,0.0531044715619205,YOR242C,SSP2,SGDID:S000005768,CDS,CDS,"""Sporulation specific protein that localizes to the spore wall; required for sporulation at a point after meiosis II and during spore wall formation; expression controlled by a tightly regulated middle-meiotic promoter that is activated by Ndt80p; translation of SSP2 mRNA is delayed ; such that the mRNA is present as nuclear divisions are taking place but is not engaged by ribosomes until relatively late in meiotic development""",Verified ORF
10850,15,789595,0.156495371797127,0.0769110807375863,0.0426221810185124,YOR242C,SSP2,SGDID:S000005768,CDS,CDS,"""Sporulation specific protein that localizes to the spore wall; required for sporulation at a point after meiosis II and during spore wall formation; expression controlled by a tightly regulated middle-meiotic promoter that is activated by Ndt80p; translation of SSP2 mRNA is delayed ; such that the mRNA is present as nuclear divisions are taking place but is not engaged by ribosomes until relatively late in meiotic development""",Verified ORF
10851,15,789672,0.177598668200173,0.0777379231853187,0.0229302454445681,YOR242C,SSP2,SGDID:S000005768,CDS,CDS,"""Sporulation specific protein that localizes to the spore wall; required for sporulation at a point after meiosis II and during spore wall formation; expression controlled by a tightly regulated middle-meiotic promoter that is activated by Ndt80p; translation of SSP2 mRNA is delayed ; such that the mRNA is present as nuclear divisions are taking place but is not engaged by ribosomes until relatively late in meiotic development""",Verified ORF
