SNP,Chr,Pos,Effect,SE,FMP45_MID2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
8507,13,88311,0.0247692748579946,0.0588212294075494,0.673942611327586,YML091C,RPM2,SGDID:S000004556,CDS,CDS,"""Protein subunit of mitochondrial RNase P; has roles in nuclear transcription ; cytoplasmic and mitochondrial RNA processing ; and mitochondrial translation; distributed to mitochondria ; cytoplasmic processing bodies ; and the nucleus""",Verified ORF
8512,13,89691,-0.0141481270604449,0.0602482714950218,0.814476509982002,YML091C,RPM2,SGDID:S000004556,CDS,CDS,"""Protein subunit of mitochondrial RNase P; has roles in nuclear transcription ; cytoplasmic and mitochondrial RNA processing ; and mitochondrial translation; distributed to mitochondria ; cytoplasmic processing bodies ; and the nucleus""",Verified ORF
8513,13,91960,-0.0438836529594719,0.0609481347816075,0.471991396296098,YML088W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8514,13,92062,-0.0564214249252131,0.0599216541882501,0.347048261038093,YML088W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8515,13,92384,-0.0510107001762012,0.0582992219705294,0.382179284820976,YML088W,UFO1,SGDID:S000004553,CDS,CDS,"""F-box receptor protein; subunit of the Skp1-Cdc53-F-box receptor (SCF) E3 ubiquitin ligase complex; binds to phosphorylated Ho endonuclease ; allowing its ubiquitination by SCF and subsequent degradation""",Verified ORF
8516,13,94497,-0.000448445342422,0.0573394958478209,0.993764321787464,YML087C,AIM33,SGDID:S000004552,CDS,CDS,"""Protein of unknown function ; highly conserved across species; homolog of human CYB5R4; null mutant displays reduced frequency of mitochondrial genome loss; AIM33 has a paralog ; PGA3 ; that arose from the whole genome duplication""",Verified ORF
8517,13,97415,-0.0044368789798257,0.0554808031944417,0.936305298853818,YML086C,ALO1,SGDID:S000004551,Close to 3'-UTR,Close to 3'-UTR,"""D-Arabinono-1,4-lactone oxidase; catalyzes the final step in biosynthesis of dehydro-D-arabinono-1,4-lactone ; which is protective against oxidative stress""",Verified ORF
8521,13,98766,-0.0315907777097506,0.0536097621317168,0.556055176356613,YML085C,TUB1,SGDID:S000004550,CDS,CDS,"""Alpha-tubulin; associates with beta-tubulin (Tub2p) to form tubulin dimer ; which polymerizes to form microtubules; relative distribution to nuclear foci increases upon DNA replication stress; TUB1 has a paralog ; TUB3 ; that arose from the whole genome duplication""",Verified ORF
8524,13,99282,-0.0573065492653893,0.0543901064961143,0.292777189669124,YML085C,TUB1,SGDID:S000004550,Close to 3'-UTR,Close to 3'-UTR,"""Alpha-tubulin; associates with beta-tubulin (Tub2p) to form tubulin dimer ; which polymerizes to form microtubules; relative distribution to nuclear foci increases upon DNA replication stress; TUB1 has a paralog ; TUB3 ; that arose from the whole genome duplication""",Verified ORF
8529,13,101281,-0.0709289535691418,0.0540139445501577,0.189981978130373,YML083C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8530,13,104473,-0.0691091689555707,0.0524756615026246,0.188701068930245,YML081W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8531,13,104772,-0.0545844972308915,0.052102022845702,0.295518325568317,YML082W,YML082W,SGDID:S000004547,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein predicted to have carbon-sulfur lyase activity; transcriptionally regulated by Upc2p via an upstream sterol response element; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and the cytoplasm; not an essential gene; YML082W has a paralog ; STR2 ; that arose from the whole genome duplication""",Uncharacterized ORF
8532,13,105190,-0.0393268300882558,0.0525980329024854,0.455147164987473,YML081W,TDA9,SGDID:S000004546,CDS,CDS,"""Transcription factor that regulates acetate production; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; null mutant is sensitive to expression of the top1-T722A allele; not an essential gene; TDA9 has a paralog ; RSF2 ; that arose from the whole genome duplication""",Verified ORF
8533,13,107506,-0.0624265842207621,0.0531522237034919,0.240991795612275,YML081W,TDA9,SGDID:S000004546,CDS,CDS,"""Transcription factor that regulates acetate production; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; null mutant is sensitive to expression of the top1-T722A allele; not an essential gene; TDA9 has a paralog ; RSF2 ; that arose from the whole genome duplication""",Verified ORF
8534,13,109242,-0.0535605086431928,0.0531094000836608,0.313908165239356,YML080W,DUS1,SGDID:S000004545,CDS,CDS,"""Dihydrouridine synthase; member of a widespread family of conserved proteins including Smm1p ; Dus3p ; and Dus4p; modifies pre-tRNA(Phe) at U17""",Verified ORF
8536,13,111621,-0.0626767381217398,0.0532172148365135,0.23968846706683,YML079W,YML079W,SGDID:S000004544,Close to 3'-UTR,Close to 3'-UTR,"""Non-essential protein of unknown function; has structural resemblance to plant storage and ligand binding proteins (canavalin ; glycinin ; auxin binding protein) and to some enzymes (epimerase ; germin); localizes to the nucleus and cytoplasm""",Uncharacterized ORF
8538,13,114474,-0.0647374414627027,0.0525989950608399,0.219227092985345,YML076C,WAR1,SGDID:S000004541,CDS,CDS,"""Homodimeric Zn2Cys6 zinc finger transcription factor; binds to a weak acid response element to induce transcription of PDR12 and FUN34 ; encoding an acid transporter and a putative ammonia transporter ; respectively""",Verified ORF
8539,13,117501,-0.0308609178001008,0.0528303114909917,0.559491339111288,YML075C,HMG1,SGDID:S000004540,CDS,CDS,"""HMG-CoA reductase; catalyzes conversion of HMG-CoA to mevalonate ; which is a rate-limiting step in sterol biosynthesis; one of two isozymes; localizes to nuclear envelope; overproduction induces formation of karmellae; forms foci at nuclear periphery upon DNA replication stress; HMG1 has a paralog ; HMG2 ; that arose from the whole genome duplication; human homolog HMGCR can complement yeast hmg1 mutant""",Verified ORF
8540,13,117522,-0.0261594491078092,0.0527128869613617,0.620017813017491,YML075C,HMG1,SGDID:S000004540,CDS,CDS,"""HMG-CoA reductase; catalyzes conversion of HMG-CoA to mevalonate ; which is a rate-limiting step in sterol biosynthesis; one of two isozymes; localizes to nuclear envelope; overproduction induces formation of karmellae; forms foci at nuclear periphery upon DNA replication stress; HMG1 has a paralog ; HMG2 ; that arose from the whole genome duplication; human homolog HMGCR can complement yeast hmg1 mutant""",Verified ORF
8541,13,119016,-0.0152501787673494,0.0547148266353468,0.780622044392551,YML075C,HMG1,SGDID:S000004540,Close to 3'-UTR,Close to 3'-UTR,"""HMG-CoA reductase; catalyzes conversion of HMG-CoA to mevalonate ; which is a rate-limiting step in sterol biosynthesis; one of two isozymes; localizes to nuclear envelope; overproduction induces formation of karmellae; forms foci at nuclear periphery upon DNA replication stress; HMG1 has a paralog ; HMG2 ; that arose from the whole genome duplication; human homolog HMGCR can complement yeast hmg1 mutant""",Verified ORF
8542,13,119408,-0.0225070704744761,0.0534256897056472,0.673808450000548,XUT_13F-51,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
8543,13,120082,-0.0052010103570958,0.053185133781653,0.922154010259121,XUT_13F-51,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
8544,13,120287,-0.0135388287675104,0.0531287916895683,0.79900252484078,YML074C,FPR3,SGDID:S000004539,CDS,CDS,"""Nucleolar peptidyl-prolyl cis-trans isomerase (PPIase); FK506 binding protein; affects expression of multiple genes via its role in nucleosome assembly; phosphorylated by casein kinase II (Cka1p-Cka2p-Ckb1p-Ckb2p) and dephosphorylated by Ptp1p; PPIase domain acts as a transcriptional repressor when tethered to DNA by lexA ; and repressor activity is dependent on PPIase activity; FPR3 has a paralog ; FPR4 ; that arose from the whole genome duplication""",Verified ORF
8545,13,121136,0.0016337249741071,0.0531201223085875,0.975482074879416,YML074C,FPR3,SGDID:S000004539,CDS,CDS,"""Nucleolar peptidyl-prolyl cis-trans isomerase (PPIase); FK506 binding protein; affects expression of multiple genes via its role in nucleosome assembly; phosphorylated by casein kinase II (Cka1p-Cka2p-Ckb1p-Ckb2p) and dephosphorylated by Ptp1p; PPIase domain acts as a transcriptional repressor when tethered to DNA by lexA ; and repressor activity is dependent on PPIase activity; FPR3 has a paralog ; FPR4 ; that arose from the whole genome duplication""",Verified ORF
8546,13,121512,-0.0013371160955286,0.0531336306363948,0.979937449377414,YML074C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8547,13,121587,-0.0038144073806964,0.0533001402710782,0.942988878814468,YML074C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8548,13,123855,0.0107635200817588,0.0528527352371124,0.838743470120546,YML073C,RPL6A,SGDID:S000004538,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L6A; N-terminally acetylated; binds 5.8S rRNA; homologous to mammalian ribosomal protein L6 ; no bacterial homolog; RPL6A has a paralog ; RPL6B ; that arose from the whole genome duplication""",Verified ORF
8551,13,125353,0.0102008453248013,0.0531183484625167,0.847821329892523,YML072C,TCB3,SGDID:S000004537,CDS,CDS,"""Cortical ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p ; Scs2p ; Scs22p ; Tcb1p ; Tcb2p ; Tcb3p) that connect ER to the plasma membrane (PM) and regulate PM phosphatidylinositol-4-phosphate (PI4P) levels by controlling access of Sac1p phosphatase to its substrate PI4P in the PM; localized to the bud via specific mRNA transport; non-tagged protein detected in a phosphorylated state in mitochondria; C-termini of Tcb1p ; Tcb2p and Tcb3p interact""",Verified ORF
8552,13,125833,0.0026613234704702,0.0534559753310258,0.960321612859595,YML072C,TCB3,SGDID:S000004537,CDS,CDS,"""Cortical ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p ; Scs2p ; Scs22p ; Tcb1p ; Tcb2p ; Tcb3p) that connect ER to the plasma membrane (PM) and regulate PM phosphatidylinositol-4-phosphate (PI4P) levels by controlling access of Sac1p phosphatase to its substrate PI4P in the PM; localized to the bud via specific mRNA transport; non-tagged protein detected in a phosphorylated state in mitochondria; C-termini of Tcb1p ; Tcb2p and Tcb3p interact""",Verified ORF
8553,13,126281,0.0241741784280711,0.0528786951737705,0.64783516427079,YML072C,TCB3,SGDID:S000004537,CDS,CDS,"""Cortical ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p ; Scs2p ; Scs22p ; Tcb1p ; Tcb2p ; Tcb3p) that connect ER to the plasma membrane (PM) and regulate PM phosphatidylinositol-4-phosphate (PI4P) levels by controlling access of Sac1p phosphatase to its substrate PI4P in the PM; localized to the bud via specific mRNA transport; non-tagged protein detected in a phosphorylated state in mitochondria; C-termini of Tcb1p ; Tcb2p and Tcb3p interact""",Verified ORF
8554,13,126381,0.023131867387979,0.0531781366422617,0.663836730568673,YML072C,TCB3,SGDID:S000004537,CDS,CDS,"""Cortical ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p ; Scs2p ; Scs22p ; Tcb1p ; Tcb2p ; Tcb3p) that connect ER to the plasma membrane (PM) and regulate PM phosphatidylinositol-4-phosphate (PI4P) levels by controlling access of Sac1p phosphatase to its substrate PI4P in the PM; localized to the bud via specific mRNA transport; non-tagged protein detected in a phosphorylated state in mitochondria; C-termini of Tcb1p ; Tcb2p and Tcb3p interact""",Verified ORF
8555,13,126395,0.0321641536298087,0.0535628965390413,0.54856293719205,YML072C,TCB3,SGDID:S000004537,CDS,CDS,"""Cortical ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p ; Scs2p ; Scs22p ; Tcb1p ; Tcb2p ; Tcb3p) that connect ER to the plasma membrane (PM) and regulate PM phosphatidylinositol-4-phosphate (PI4P) levels by controlling access of Sac1p phosphatase to its substrate PI4P in the PM; localized to the bud via specific mRNA transport; non-tagged protein detected in a phosphorylated state in mitochondria; C-termini of Tcb1p ; Tcb2p and Tcb3p interact""",Verified ORF
8556,13,133462,-0.0131325742589473,0.0531849940203081,0.805111703975466,YML070W,DAK1,SGDID:S000004535,Close to 3'-UTR,Close to 3'-UTR,"""Dihydroxyacetone kinase; required for detoxification of dihydroxyacetone (DHA); involved in stress adaptation""",Verified ORF
8557,13,138257,0.0053040108681219,0.05246248866101,0.919527670849451,YML068W,ITT1,SGDID:S000004533,CDS,CDS,"""Protein that modulates the efficiency of translation termination; interacts with translation release factors eRF1 (Sup45p) and eRF3 (Sup35p) in vitro ; contains a zinc finger domain characteristic of the TRIAD class of proteins""",Verified ORF
8558,13,138830,0.0170123765794447,0.0523264817576413,0.745282989898345,YML068W,ITT1,SGDID:S000004533,CDS,CDS,"""Protein that modulates the efficiency of translation termination; interacts with translation release factors eRF1 (Sup45p) and eRF3 (Sup35p) in vitro ; contains a zinc finger domain characteristic of the TRIAD class of proteins""",Verified ORF
8560,13,144518,0.0310329177615986,0.0515235323763029,0.547357347764791,YML065W,ORC1,SGDID:S000004530,CDS,CDS,"""Largest subunit of the origin recognition complex; involved in directing DNA replication by binding to replication origins; also involved in transcriptional silencing; exhibits ATPase activity; ORC1 has a paralog ; SIR3 ; that arose from the whole genome duplication""",Verified ORF
8561,13,145552,0.0227574964088734,0.0513464508639235,0.657882024771578,YML064C,TEM1,SGDID:S000004529,CDS,CDS,"""GTPase involved in initiation of Mitotic Exit Network (MEN); GTP-binding protein of the Ras superfamily; accumulates at daughter spindle pole body and activates MEN kinase cascade; controls actomyosin and septin dynamics during cytokinesis""",Verified ORF
8563,13,146101,0.0227990537726498,0.0518937961749907,0.660683547763772,YML063W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8564,13,146103,0.0248584857243297,0.0519571892975917,0.63263204586036,YML063W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8565,13,146107,0.0208141408785307,0.052163266648463,0.690120390481434,YML063W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8566,13,146983,0.0356495919580186,0.0512727824806198,0.487329319042418,YML063W,RPS1B,SGDID:S000004528,CDS,CDS,"""Ribosomal protein of the small (40S) subunit; homologous to mammalian ribosomal protein S3A ; no bacterial homolog; RPS1B has a paralog ; RPS1A ; that arose from the whole genome duplication""",Verified ORF
8567,13,149070,0.0081638592256483,0.0509257933389933,0.872729422979921,YML061C,PIF1,SGDID:S000004526,CDS,CDS,"""DNA helicase ; potent G-quadruplex DNA binder/unwinder; possesses strand annealing activity; promotes DNA synthesis during break-induced replication; involved in crossover recombination; works with Hrq1p to maintain telomere length homeostasis; translation from different start sites produces mitochondrial (DNA repair and recombination) and nuclear (catalytic inhibitor of telomerase) forms; mutations affect Zn ; Fe homeostasis; regulated by Rad53p-dependent phosphorylation in rho0 cells""",Verified ORF
8568,13,151409,0.0124407149291263,0.0509221133969794,0.807133690325101,YML061C,PIF1,SGDID:S000004526,CDS,CDS,"""DNA helicase ; potent G-quadruplex DNA binder/unwinder; possesses strand annealing activity; promotes DNA synthesis during break-induced replication; involved in crossover recombination; works with Hrq1p to maintain telomere length homeostasis; translation from different start sites produces mitochondrial (DNA repair and recombination) and nuclear (catalytic inhibitor of telomerase) forms; mutations affect Zn ; Fe homeostasis; regulated by Rad53p-dependent phosphorylation in rho0 cells""",Verified ORF
8569,13,158039,0.0241607225556578,0.0507320772502596,0.634196935258352,YML059C,NTE1,SGDID:S000004524,CDS,CDS,"""Serine esterase; homolog of human neuropathy target esterase (NTE); Nte1p-mediated phosphatidylcholine turnover influences transcription factor Opi1p localization ; affecting transcriptional regulation of phospholipid biosynthesis genes""",Verified ORF
8570,13,158199,0.040619430247972,0.0510622593962548,0.426864079034779,YML059C,NTE1,SGDID:S000004524,CDS,CDS,"""Serine esterase; homolog of human neuropathy target esterase (NTE); Nte1p-mediated phosphatidylcholine turnover influences transcription factor Opi1p localization ; affecting transcriptional regulation of phospholipid biosynthesis genes""",Verified ORF
8571,13,159382,0.0080507999055142,0.0507733349465098,0.874103426022212,YML058W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8573,13,162015,0.0024193516088662,0.0517868059653368,0.962764777706625,YML057W,CMP2,SGDID:S000004521,Close to 3'-UTR,Close to 3'-UTR,"""Calcineurin A; one isoform (the other is Cna1p) of the catalytic subunit of calcineurin ; a Ca++/calmodulin-regulated protein phosphatase which regulates Crz1p (a stress-response transcription factor) ; the other calcineurin subunit is CNB1; regulates the function of Aly1p alpha-arrestin; CMP2 has a paralog ; CNA1 ; that arose from the whole genome duplication""",Verified ORF
8575,13,163509,0.0199955050460215,0.05073721201286,0.693745613953885,YML056C,IMD4,SGDID:S000004520,Close to 3'-UTR,Close to 3'-UTR,"""Inosine monophosphate dehydrogenase; catalyzes the rate-limiting step in the de novo synthesis of GTP; member of a four-gene family in S. cerevisiae ; constitutively expressed; IMD4 has a paralog ; IMD3 ; that arose from the whole genome duplication""",Verified ORF
8576,13,164705,-0.0046347918818305,0.0510978928833024,0.92777910409621,SUT294,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
8577,13,169759,-0.0116393013017782,0.0504071104199869,0.817521645498875,YML053C,YML053C,SGDID:S000004517,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and the nucleus; overexpression causes a cell cycle delay or arrest; YML053C is not an essential gene""",Uncharacterized ORF
8579,13,173500,-0.0365531684147473,0.0508425810371412,0.472648641291774,YML050W,AIM32,SGDID:S000004514,CDS,CDS,"""Protein of unknown function; null mutant is viable and displays elevated frequency of mitochondrial genome loss""",Verified ORF
8580,13,176799,-0.0333757054049466,0.0507782128089938,0.511426664554366,YML049C,RSE1,SGDID:S000004513,CDS,CDS,"""Protein involved in pre-mRNA splicing; component of the pre-spliceosome; associates with U2 snRNA; involved in ER to Golgi transport""",Verified ORF
8584,13,191678,-0.0004491934497615,0.0513279902906119,0.99302239977757,YML043C,RRN11,SGDID:S000004507,CDS,CDS,"""Component of the core factor (CF) rDNA transcription factor complex; CF is required for transcription of 35S rRNA genes by RNA polymerase I and is composed of Rrn6p ; Rrn7p ; and Rrn11p""",Verified ORF
8585,13,193232,0.0026197316656663,0.0508025778314749,0.958902958234795,YML042W,CAT2,SGDID:S000004506,CDS,CDS,"""Carnitine acetyl-CoA transferase; present in both mitochondria and peroxisomes; transfers activated acetyl groups to carnitine to form acetylcarnitine which can be shuttled across membranes""",Verified ORF
8586,13,205923,0.001130557809364,0.0505340852811965,0.982163710064318,YML036W,CGI121,SGDID:S000004500,CDS,CDS,"""Component of the EKC/KEOPS complex; EKC/KEOPS complex is required for t6A tRNA modification and telomeric TG1-3 recombination; may have role in transcription; Cgi121p is dispensable for tRNA modification; other complex members are Bud32p ; Kae1p ; Pcc1p ; and Gon7p""",Verified ORF
8588,13,209723,-0.0083760470982495,0.050658690323439,0.868768861049579,YML034C-A,YML034C-A,SGDID:S000004499,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps ORF SRC1/YML034W""",Dubious ORF
8589,13,209750,-0.0113114205808642,0.0505413438280231,0.823038275115553,YML034C-A,YML034C-A,SGDID:S000004499,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps ORF SRC1/YML034W""",Dubious ORF
8590,13,210558,0.0085476070368461,0.0504845168888994,0.865648646238809,YML034W,SRC1,SGDID:S000004497,CDS,CDS,"""Inner nuclear membrane protein; highly enriched at telomeres and subtelomeric regions; functions in regulation of subtelomeric genes and is linked to TREX (transcription export) factors; SRC1 produces 2 splice variant proteins with different functions; alternative splicing of SRC1 pre-mRNA is promoted by Hub1p; mutant has aneuploidy tolerance; SRC1 has a paralog ; HEH2 ; that arose from the whole genome duplication""",Verified ORF
8592,13,211631,-0.0038241336004817,0.0515198878624425,0.940872317120683,YML034W,SRC1,SGDID:S000004497,Close to 3'-UTR,Close to 3'-UTR,"""Inner nuclear membrane protein; highly enriched at telomeres and subtelomeric regions; functions in regulation of subtelomeric genes and is linked to TREX (transcription export) factors; SRC1 produces 2 splice variant proteins with different functions; alternative splicing of SRC1 pre-mRNA is promoted by Hub1p; mutant has aneuploidy tolerance; SRC1 has a paralog ; HEH2 ; that arose from the whole genome duplication""",Verified ORF
8593,13,212205,-0.0093817325096777,0.0515267782421949,0.855628464918638,YML034W,SRC1,SGDID:S000004497,Close to 3'-UTR,Close to 3'-UTR,"""Inner nuclear membrane protein; highly enriched at telomeres and subtelomeric regions; functions in regulation of subtelomeric genes and is linked to TREX (transcription export) factors; SRC1 produces 2 splice variant proteins with different functions; alternative splicing of SRC1 pre-mRNA is promoted by Hub1p; mutant has aneuploidy tolerance; SRC1 has a paralog ; HEH2 ; that arose from the whole genome duplication""",Verified ORF
8595,13,216269,-0.0329157315476086,0.0505582893971149,0.515440877535519,YML030W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8596,13,216599,-0.0358897370011292,0.0503524642384439,0.476458837897057,YML030W,RCF1,SGDID:S000004492,CDS,CDS,"""Cytochrome c oxidase subunit; required for assembly of the Complex III-Complex IV supercomplex ; and for assembly of Cox13p and Rcf2p into cytochrome c oxidase; similar to Rcf2p ; and either Rcf1p or Rcf2p is required for late-stage assembly of the Cox12p and Cox13p subunits and for cytochrome c oxidase activity; required for growth under hypoxic conditions; member of the hypoxia induced gene family; C. elegans and human orthologs are functional in yeast""",Verified ORF
8598,13,217206,-0.0747826036656174,0.0509121354660526,0.142762373102736,YML029W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8599,13,217356,-0.0495692795495873,0.0504459792106345,0.326466979146065,YML030W,RCF1,SGDID:S000004492,Close to 3'-UTR,Close to 3'-UTR,"""Cytochrome c oxidase subunit; required for assembly of the Complex III-Complex IV supercomplex ; and for assembly of Cox13p and Rcf2p into cytochrome c oxidase; similar to Rcf2p ; and either Rcf1p or Rcf2p is required for late-stage assembly of the Cox12p and Cox13p subunits and for cytochrome c oxidase activity; required for growth under hypoxic conditions; member of the hypoxia induced gene family; C. elegans and human orthologs are functional in yeast""",Verified ORF
8600,13,223846,-0.0551855928290509,0.0508839527555758,0.278866365400507,YML026C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8601,13,223868,-0.0595101377921636,0.0509650267056199,0.24372952671883,YML026C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8602,13,225313,-0.0607490277760502,0.0507197470949284,0.231822185290325,YML025C,YML6,SGDID:S000004487,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial ribosomal protein of the large subunit; has similarity to E. coli L4 ribosomal protein and human mitoribosomal MRP-L4 protein; essential for viability ; unlike most other mitoribosomal proteins""",Verified ORF
8603,13,225322,-0.0611343090300416,0.0508235938071918,0.229831777084609,YML025C,YML6,SGDID:S000004487,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial ribosomal protein of the large subunit; has similarity to E. coli L4 ribosomal protein and human mitoribosomal MRP-L4 protein; essential for viability ; unlike most other mitoribosomal proteins""",Verified ORF
8604,13,225767,-0.0531704170637288,0.0509023719852812,0.296942640680047,YML024W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8605,13,226048,-0.063619404171734,0.0510522286313836,0.213530889517684,YML025C,YML6,SGDID:S000004487,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial ribosomal protein of the large subunit; has similarity to E. coli L4 ribosomal protein and human mitoribosomal MRP-L4 protein; essential for viability ; unlike most other mitoribosomal proteins""",Verified ORF
8606,13,228874,-0.062927351664371,0.0511959268069019,0.219835162747126,YML022W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8607,13,234266,-0.0562462785016177,0.0505721216651863,0.266809329936592,YML019W,OST6,SGDID:S000004481,CDS,CDS,"""Subunit of the oligosaccharyltransferase complex of the ER lumen; complex catalyzes asparagine-linked glycosylation of newly synthesized proteins; similar to and partially functionally redundant with Ost3p""",Verified ORF
8608,13,234850,-0.056371303529779,0.0511685495150237,0.271351949680164,YML018C,YML018C,SGDID:S000004480,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the membrane of the vacuole; physical interaction with Atg27p suggests a possible role in autophagy; YML018C is not an essential gene; relative distribution to the vacuolar membrane decreases upon DNA replication stress; YML018C has a paralog ; THI74 ; that arose from the whole genome duplication""",Verified ORF
8609,13,234851,-0.056371303529779,0.0511685495150237,0.271351949680164,YML018C,YML018C,SGDID:S000004480,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the membrane of the vacuole; physical interaction with Atg27p suggests a possible role in autophagy; YML018C is not an essential gene; relative distribution to the vacuolar membrane decreases upon DNA replication stress; YML018C has a paralog ; THI74 ; that arose from the whole genome duplication""",Verified ORF
8611,13,238236,-0.017319099655438,0.0506837485776518,0.732773129200902,CEN13_NFR/NDR,,,Promoter,Promoter,,Promoter
8613,13,244183,0.0246177597426472,0.0509107888657389,0.629007190921642,YML013W,UBX2,SGDID:S000004475,CDS,CDS,"""Bridging factor involved in ER-associated protein degradation (ERAD); bridges the cytosolic Cdc48p-Npl1p-Ufd1p ATPase complex and the membrane associated Ssm4p and Hrd1p ubiquitin ligase complexes; contains a UBX (ubiquitin regulatory X) domain and a ubiquitin-associated (UBA) domain; redistributes from the ER to lipid droplets during the diauxic shift and stationary phase; required for the maintenance of lipid homeostasis; required for mitochondrial protein translocation-associated degradation""",Verified ORF
8614,13,244460,0.0266474282022505,0.0508453156832801,0.600546123070836,YML013W,UBX2,SGDID:S000004475,CDS,CDS,"""Bridging factor involved in ER-associated protein degradation (ERAD); bridges the cytosolic Cdc48p-Npl1p-Ufd1p ATPase complex and the membrane associated Ssm4p and Hrd1p ubiquitin ligase complexes; contains a UBX (ubiquitin regulatory X) domain and a ubiquitin-associated (UBA) domain; redistributes from the ER to lipid droplets during the diauxic shift and stationary phase; required for the maintenance of lipid homeostasis; required for mitochondrial protein translocation-associated degradation""",Verified ORF
8615,13,247407,0.0038185785884237,0.0509682516547034,0.940320222195251,YML011C,RAD33,SGDID:S000004472,CDS,CDS,"""Protein involved in nucleotide excision repair; green fluorescent protein (GFP)-fusion protein localizes to the nucleus""",Verified ORF
8616,13,248552,-0.0255040372542503,0.0516935109527564,0.622057837081148,YML010W,SPT5,SGDID:S000004470,CDS,CDS,"""Spt4p/5p (DSIF) transcription elongation factor complex subunit; the Spt4/5 complex binds to ssRNA in a sequence-specific manner ; and in concert with RNAP I and II has multiple roles regulating transcriptional elongation ; RNA processing ; quality control ; and transcription-coupled repair; interacts with DNA upstream of RNAPII and the non-template strand of the transcription bubble; Spt5p is the only transcription elongation factor conserved in all domains of life""",Verified ORF
8617,13,253667,-0.0165923819129689,0.051341800868859,0.746754135353319,YML007W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8618,13,254919,-0.0229039484595868,0.0513387033666999,0.655773877910684,YML007W,YAP1,SGDID:S000004466,CDS,CDS,"""Basic leucine zipper (bZIP) transcription factor; required for oxidative stress tolerance; activated by H2O2 through the multistep formation of disulfide bonds and transit from the cytoplasm to the nucleus; Yap1p is degraded in the nucleus after the oxidative stress has passed; mediates resistance to cadmium; relative distribution to the nucleus increases upon DNA replication stress; YAP1 has a paralog ; CAD1 ; that arose from the whole genome duplication""",Verified ORF
8621,13,256853,-0.023434744955081,0.0519120935034768,0.651955925744943,YML006C,GIS4,SGDID:S000004465,CDS,CDS,"""CAAX box containing protein of unknown function; proposed to be involved in the RAS/cAMP signaling pathway""",Verified ORF
8622,13,258020,-0.0216162589891393,0.0512335029601234,0.673342815529298,YML006C,GIS4,SGDID:S000004465,CDS,CDS,"""CAAX box containing protein of unknown function; proposed to be involved in the RAS/cAMP signaling pathway""",Verified ORF
8623,13,261178,-0.0140218378653975,0.0510967625005285,0.783924437043002,YML005W,TRM12,SGDID:S000004464,CDS,CDS,"""S-adenosylmethionine-dependent methyltransferase; required for wybutosine formation in phenylalanine-accepting tRNA; member of the seven beta-strand family""",Verified ORF
8625,13,262788,-0.0327956308763122,0.0511204920152223,0.521590893851799,XUT_13F-116,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
