SNP,Chr,Pos,Effect,SE,ERG11_HYR1_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
10198,15,129671,0.0234272061749745,0.0699556253514467,0.737909485165683,YOL100W,PKH2,SGDID:S000005460,CDS,CDS,"""Serine/threonine protein kinase; involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p ; components of signaling cascade required for maintenance of cell wall integrity; contains a PH-like domain; redundant with Pkh1p; PKH2 has a paralog ; PKH1 ; that arose from the whole genome duplication""",Verified ORF
10199,15,132664,0.0153098012382956,0.0699619917844821,0.826908734288119,YOL100W,PKH2,SGDID:S000005460,Close to 3'-UTR,Close to 3'-UTR,"""Serine/threonine protein kinase; involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p ; components of signaling cascade required for maintenance of cell wall integrity; contains a PH-like domain; redundant with Pkh1p; PKH2 has a paralog ; PKH1 ; that arose from the whole genome duplication""",Verified ORF
10200,15,132707,0.0340152918577038,0.0701608525533272,0.628105676335774,YOL100W,PKH2,SGDID:S000005460,Close to 3'-UTR,Close to 3'-UTR,"""Serine/threonine protein kinase; involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p ; components of signaling cascade required for maintenance of cell wall integrity; contains a PH-like domain; redundant with Pkh1p; PKH2 has a paralog ; PKH1 ; that arose from the whole genome duplication""",Verified ORF
10201,15,132710,0.0190659359387152,0.0711805814607525,0.788968874430198,YOL100W,PKH2,SGDID:S000005460,Close to 3'-UTR,Close to 3'-UTR,"""Serine/threonine protein kinase; involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p ; components of signaling cascade required for maintenance of cell wall integrity; contains a PH-like domain; redundant with Pkh1p; PKH2 has a paralog ; PKH1 ; that arose from the whole genome duplication""",Verified ORF
10202,15,132712,0.0123599919830019,0.069741300178215,0.85943229009973,YOL100W,PKH2,SGDID:S000005460,Close to 3'-UTR,Close to 3'-UTR,"""Serine/threonine protein kinase; involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p ; components of signaling cascade required for maintenance of cell wall integrity; contains a PH-like domain; redundant with Pkh1p; PKH2 has a paralog ; PKH1 ; that arose from the whole genome duplication""",Verified ORF
10203,15,132737,0.016097864944007,0.0697267726714549,0.817549046445668,YOL098C,SDD3,SGDID:S000005458,CDS,CDS,"""Putative metalloprotease; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
10204,15,132965,0.0526499512322534,0.0699105968249484,0.451889372048073,YOL098C,SDD3,SGDID:S000005458,CDS,CDS,"""Putative metalloprotease; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
10205,15,133138,0.0539028359157669,0.0694676801748761,0.43830324603616,YOL098C,SDD3,SGDID:S000005458,CDS,CDS,"""Putative metalloprotease; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
10206,15,133313,0.100455015829878,0.069762147982061,0.150763696107128,YOL098C,SDD3,SGDID:S000005458,CDS,CDS,"""Putative metalloprotease; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
10207,15,133314,0.100729173513326,0.0704766839471232,0.153815208208823,YOL098C,SDD3,SGDID:S000005458,CDS,CDS,"""Putative metalloprotease; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
10208,15,133472,0.0524356294912297,0.0695001770668889,0.451071524751656,YOL098C,SDD3,SGDID:S000005458,CDS,CDS,"""Putative metalloprotease; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
10209,15,133474,0.0748122973234889,0.0711049266538086,0.293455268906489,YOL098C,SDD3,SGDID:S000005458,CDS,CDS,"""Putative metalloprotease; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
10210,15,133533,0.0548831933490395,0.0712488380538292,0.441635388959707,YOL098C,SDD3,SGDID:S000005458,CDS,CDS,"""Putative metalloprotease; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
10211,15,133892,0.0678982829049968,0.0701346197859675,0.333650431587598,YOL098C,SDD3,SGDID:S000005458,CDS,CDS,"""Putative metalloprotease; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
10212,15,133910,0.0053043245401484,0.0709278017385283,0.940428262858455,YOL098C,SDD3,SGDID:S000005458,CDS,CDS,"""Putative metalloprotease; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
10213,15,133953,0.0046931053325033,0.0706712874240603,0.947090973061402,YOL098C,SDD3,SGDID:S000005458,CDS,CDS,"""Putative metalloprotease; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
10214,15,133965,0.0007441981798095,0.0700042202694681,0.991524044548483,YOL098C,SDD3,SGDID:S000005458,CDS,CDS,"""Putative metalloprotease; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
10215,15,134036,-0.0008475257403744,0.0693627171345008,0.990257992700861,YOL098C,SDD3,SGDID:S000005458,CDS,CDS,"""Putative metalloprotease; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
10216,15,134558,0.0109275862793693,0.0695694417832516,0.875275923943886,YOL098C,SDD3,SGDID:S000005458,CDS,CDS,"""Putative metalloprotease; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
10217,15,134644,0.01373062300401,0.0687182234025864,0.841743837035362,YOL098C,SDD3,SGDID:S000005458,CDS,CDS,"""Putative metalloprotease; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
10218,15,134750,0.0119608664810563,0.0687001026905817,0.861884632158005,YOL098C,SDD3,SGDID:S000005458,CDS,CDS,"""Putative metalloprotease; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
10219,15,134843,0.002167718472368,0.0715144078786004,0.975835649281607,YOL098C,SDD3,SGDID:S000005458,CDS,CDS,"""Putative metalloprotease; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
10220,15,136895,0.01434524593634,0.0693943858071235,0.836347289265563,YOL097C,WRS1,SGDID:S000005457,CDS,CDS,"""Cytoplasmic tryptophanyl-tRNA synthetase; aminoacylates tryptophanyl-tRNA; human homolog WARS can complement yeast null mutant""",Verified ORF
10223,15,141593,0.0544739655668224,0.067732529486084,0.421793223667767,YOL094C,RFC4,SGDID:S000005454,CDS,CDS,"""Subunit of heteropentameric Replication factor C (RF-C); which is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon; relocalizes to the cytosol in response to hypoxia""",Verified ORF
10224,15,143047,0.0493586889135056,0.0688005262088534,0.473591097424311,YOL093W,TRM10,SGDID:S000005453,CDS,CDS,"""tRNA methyltransferase; methylates the N-1 position of guanine at position 9 in tRNAs; protein abundance increases in response to DNA replication stress; member of the SPOUT (SpoU-TrmD) methyltransferase family; human ortholog TRMT10A plays a role in the pathogenesis of microcephaly and early onset diabetes; an 18-mer originates from the TRM10 locus; genetic analysis shows the 18-mer is the translation regulator""",Verified ORF
10225,15,143755,0.145036462189969,0.0665798134589074,0.030038570119446,YOL093W,TRM10,SGDID:S000005453,Close to 3'-UTR,Close to 3'-UTR,"""tRNA methyltransferase; methylates the N-1 position of guanine at position 9 in tRNAs; protein abundance increases in response to DNA replication stress; member of the SPOUT (SpoU-TrmD) methyltransferase family; human ortholog TRMT10A plays a role in the pathogenesis of microcephaly and early onset diabetes; an 18-mer originates from the TRM10 locus; genetic analysis shows the 18-mer is the translation regulator""",Verified ORF
10226,15,143906,0.163159111745208,0.066649892933037,0.0148513399986141,YOL093W,TRM10,SGDID:S000005453,Close to 3'-UTR,Close to 3'-UTR,"""tRNA methyltransferase; methylates the N-1 position of guanine at position 9 in tRNAs; protein abundance increases in response to DNA replication stress; member of the SPOUT (SpoU-TrmD) methyltransferase family; human ortholog TRMT10A plays a role in the pathogenesis of microcephaly and early onset diabetes; an 18-mer originates from the TRM10 locus; genetic analysis shows the 18-mer is the translation regulator""",Verified ORF
10227,15,144887,0.166490873967992,0.0665955452337631,0.0128713466901406,YOL092W,YPQ1,SGDID:S000005452,CDS,CDS,"""Putative vacuolar membrane transporter for cationic amino acids; likely contributes to amino acid homeostasis by exporting cationic amino acids from the vacuole; member of the PQ-loop family ; with seven transmembrane domains; similar to mammalian PQLC2 vacuolar transporter; YPQ1 has a paralog ; RTC2 ; that arose from the whole genome duplication""",Verified ORF
10230,15,149218,0.218945347500813,0.0647278359453583,0.0007986984491234,YOL090W,MSH2,SGDID:S000005450,CDS,CDS,"""Protein that binds to DNA mismatches; forms heterodimers with Msh3p and Msh6p that bind to DNA mismatches to initiate the mismatch repair process; contains a Walker ATP-binding motif required for repair activity and involved in interstrand cross-link repair; Msh2p-Msh6p binds to and hydrolyzes ATP; required for silencing at the silent mating-type loci and telomeres""",Verified ORF
10231,15,149283,0.1890315458434,0.0631603721431399,0.0029581711353169,YOL090W,MSH2,SGDID:S000005450,CDS,CDS,"""Protein that binds to DNA mismatches; forms heterodimers with Msh3p and Msh6p that bind to DNA mismatches to initiate the mismatch repair process; contains a Walker ATP-binding motif required for repair activity and involved in interstrand cross-link repair; Msh2p-Msh6p binds to and hydrolyzes ATP; required for silencing at the silent mating-type loci and telomeres""",Verified ORF
10232,15,150503,0.180617541716964,0.063118346096038,0.0044667312715334,YOL089C,HAL9,SGDID:S000005449,CDS,CDS,"""Putative transcription factor containing a zinc finger; overexpression increases salt tolerance through increased expression of the ENA1 (Na+/Li+ extrusion pump) gene while gene disruption decreases both salt tolerance and ENA1 expression; HAL9 has a paralog ; TBS1 ; that arose from the whole genome duplication""",Verified ORF
10233,15,150771,0.18402374272152,0.0630355873524264,0.0037326015948303,YOL089C,HAL9,SGDID:S000005449,CDS,CDS,"""Putative transcription factor containing a zinc finger; overexpression increases salt tolerance through increased expression of the ENA1 (Na+/Li+ extrusion pump) gene while gene disruption decreases both salt tolerance and ENA1 expression; HAL9 has a paralog ; TBS1 ; that arose from the whole genome duplication""",Verified ORF
10234,15,150846,0.185037241111958,0.0630820693353175,0.0035731490030899,YOL089C,HAL9,SGDID:S000005449,CDS,CDS,"""Putative transcription factor containing a zinc finger; overexpression increases salt tolerance through increased expression of the ENA1 (Na+/Li+ extrusion pump) gene while gene disruption decreases both salt tolerance and ENA1 expression; HAL9 has a paralog ; TBS1 ; that arose from the whole genome duplication""",Verified ORF
10235,15,151176,0.186629427995679,0.0627819673754011,0.0031550127529874,YOL089C,HAL9,SGDID:S000005449,CDS,CDS,"""Putative transcription factor containing a zinc finger; overexpression increases salt tolerance through increased expression of the ENA1 (Na+/Li+ extrusion pump) gene while gene disruption decreases both salt tolerance and ENA1 expression; HAL9 has a paralog ; TBS1 ; that arose from the whole genome duplication""",Verified ORF
10236,15,151907,0.218769074556025,0.0619686432038482,0.0004700460970649,YOL089C,HAL9,SGDID:S000005449,CDS,CDS,"""Putative transcription factor containing a zinc finger; overexpression increases salt tolerance through increased expression of the ENA1 (Na+/Li+ extrusion pump) gene while gene disruption decreases both salt tolerance and ENA1 expression; HAL9 has a paralog ; TBS1 ; that arose from the whole genome duplication""",Verified ORF
10237,15,154160,0.238063415207486,0.0621322135135507,0.0001506949640063,YOL088C,MPD2,SGDID:S000005448,CDS,CDS,"""Member of the protein disulfide isomerase (PDI) family; exhibits chaperone activity; overexpression suppresses the lethality of a pdi1 deletion but does not complement all Pdi1p functions; undergoes oxidation by Ero1p""",Verified ORF
10238,15,154614,0.230114093154988,0.062092078956553,0.0002443451148022,YOL088C,MPD2,SGDID:S000005448,CDS,CDS,"""Member of the protein disulfide isomerase (PDI) family; exhibits chaperone activity; overexpression suppresses the lethality of a pdi1 deletion but does not complement all Pdi1p functions; undergoes oxidation by Ero1p""",Verified ORF
10239,15,158171,0.144152222691956,0.0646693742994643,0.0264385058357267,YOL087C,DUF1,SGDID:S000005447,CDS,CDS,"""Ubiquitin-binding protein of unknown function; contains one WD40 repeat in a beta-propeller fold; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; homolog of human WDR48/UAF1 ; which is involved in regulating the Fanconi anemia pathway; deletion mutant is sensitive to various chemicals including phenanthroline ; sanguinarine ; and nordihydroguaiaretic acid""",Verified ORF
10240,15,158444,0.154923955268638,0.0646824019720956,0.0171341902492813,YOL087C,DUF1,SGDID:S000005447,CDS,CDS,"""Ubiquitin-binding protein of unknown function; contains one WD40 repeat in a beta-propeller fold; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; homolog of human WDR48/UAF1 ; which is involved in regulating the Fanconi anemia pathway; deletion mutant is sensitive to various chemicals including phenanthroline ; sanguinarine ; and nordihydroguaiaretic acid""",Verified ORF
10241,15,158776,0.211081039314547,0.0619802405160351,0.0007361576233276,YOL087C,DUF1,SGDID:S000005447,Close to 3'-UTR,Close to 3'-UTR,"""Ubiquitin-binding protein of unknown function; contains one WD40 repeat in a beta-propeller fold; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; homolog of human WDR48/UAF1 ; which is involved in regulating the Fanconi anemia pathway; deletion mutant is sensitive to various chemicals including phenanthroline ; sanguinarine ; and nordihydroguaiaretic acid""",Verified ORF
10242,15,158792,0.221469091259201,0.0618774689889114,0.0003929066247155,YOL087C,DUF1,SGDID:S000005447,Close to 3'-UTR,Close to 3'-UTR,"""Ubiquitin-binding protein of unknown function; contains one WD40 repeat in a beta-propeller fold; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; homolog of human WDR48/UAF1 ; which is involved in regulating the Fanconi anemia pathway; deletion mutant is sensitive to various chemicals including phenanthroline ; sanguinarine ; and nordihydroguaiaretic acid""",Verified ORF
10243,15,158961,0.157238394015781,0.062192569506411,0.0118986164552849,YOL086W-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10244,15,158969,0.150865675827634,0.0623465690726019,0.016033943393457,YOL086W-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10245,15,159655,0.063686014571493,0.0636592701319031,0.317792509159786,YOL086C,ADH1,SGDID:S000005446,CDS,CDS,"""Alcohol dehydrogenase; fermentative isozyme active as homo- or heterotetramers; required for the reduction of acetaldehyde to ethanol ; the last step in the glycolytic pathway; ADH1 has a paralog ; ADH5 ; that arose from the whole genome duplication""",Verified ORF
10246,15,159884,0.0625824448778314,0.0643095019333136,0.331147796521185,YOL086C,ADH1,SGDID:S000005446,CDS,CDS,"""Alcohol dehydrogenase; fermentative isozyme active as homo- or heterotetramers; required for the reduction of acetaldehyde to ethanol ; the last step in the glycolytic pathway; ADH1 has a paralog ; ADH5 ; that arose from the whole genome duplication""",Verified ORF
10247,15,160429,0.0877961163952564,0.0639200746214111,0.170459432961619,YOL086C,ADH1,SGDID:S000005446,CDS,CDS,"""Alcohol dehydrogenase; fermentative isozyme active as homo- or heterotetramers; required for the reduction of acetaldehyde to ethanol ; the last step in the glycolytic pathway; ADH1 has a paralog ; ADH5 ; that arose from the whole genome duplication""",Verified ORF
10248,15,160644,0.102034679893582,0.0640520635266243,0.112056088567331,YOL086C,ADH1,SGDID:S000005446,Close to 3'-UTR,Close to 3'-UTR,"""Alcohol dehydrogenase; fermentative isozyme active as homo- or heterotetramers; required for the reduction of acetaldehyde to ethanol ; the last step in the glycolytic pathway; ADH1 has a paralog ; ADH5 ; that arose from the whole genome duplication""",Verified ORF
10249,15,165912,0.0929498858642774,0.0636320739859031,0.144976413888607,YOL083W,ATG34,SGDID:S000005443,CDS,CDS,"""Receptor protein involved in selective autophagy during starvation; specifically involved in the transport of cargo protein alpha-mannosidase (Ams1p); Atg19p paralog""",Verified ORF
10250,15,166369,0.104483161243257,0.0636380064503992,0.101514567826361,YOL083W,ATG34,SGDID:S000005443,CDS,CDS,"""Receptor protein involved in selective autophagy during starvation; specifically involved in the transport of cargo protein alpha-mannosidase (Ams1p); Atg19p paralog""",Verified ORF
10251,15,168199,0.111985443844791,0.0645915633440929,0.0838360569683622,YOL082W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10252,15,168558,0.106920644066312,0.0634586138512262,0.0928940361838337,CUT827_NFR/NDR,,,Promoter,Promoter,,Promoter
10253,15,168592,0.123582722011819,0.0638085912099989,0.053570873347282,YOL082W,ATG19,SGDID:S000005442,Close to 3'-UTR,Close to 3'-UTR,"""Receptor protein for the cytoplasm-to-vacuole targeting (Cvt) pathway; delivers cargo proteins aminopeptidase I (Ape1p) and alpha-mannosidase (Ams1p) to the phagophore assembly site for packaging into Cvt vesicles; interaction with Atg19p during the Cvt pathway requires phosphorylation by Hrr25p""",Verified ORF
10254,15,168689,0.131709776541078,0.0637625184542715,0.0395928118848409,YOL082W,ATG19,SGDID:S000005442,Close to 3'-UTR,Close to 3'-UTR,"""Receptor protein for the cytoplasm-to-vacuole targeting (Cvt) pathway; delivers cargo proteins aminopeptidase I (Ape1p) and alpha-mannosidase (Ams1p) to the phagophore assembly site for packaging into Cvt vesicles; interaction with Atg19p during the Cvt pathway requires phosphorylation by Hrr25p""",Verified ORF
10255,15,169414,0.145620644087646,0.0636428554101498,0.0227228344918826,YOL082W,ATG19,SGDID:S000005442,CDS,CDS,"""Receptor protein for the cytoplasm-to-vacuole targeting (Cvt) pathway; delivers cargo proteins aminopeptidase I (Ape1p) and alpha-mannosidase (Ams1p) to the phagophore assembly site for packaging into Cvt vesicles; interaction with Atg19p during the Cvt pathway requires phosphorylation by Hrr25p""",Verified ORF
10256,15,170347,0.144970832897953,0.0640936323128631,0.0243137441766411,CUT362,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
10257,15,170413,0.137979321741525,0.0628687176316969,0.0288344447917089,CUT362,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
10258,15,170682,0.15481482393388,0.0627068501879741,0.0140270752033193,CUT362,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
10259,15,170944,0.14893563726701,0.0638650990610941,0.0202607092852508,XUT_15R-101_NFR/NDR,,,Promoter,Promoter,,Promoter
10260,15,171150,0.148591958518218,0.0627939485628149,0.0185042169847475,YOL081W,IRA2,SGDID:S000005441,CDS,CDS,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis""",Verified ORF
10261,15,171671,0.157572251380271,0.0630818565857541,0.0129475173151133,YOL081W,IRA2,SGDID:S000005441,CDS,CDS,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis""",Verified ORF
10262,15,172074,0.102462207009885,0.0642568523699542,0.111702782108236,YOL081W,IRA2,SGDID:S000005441,CDS,CDS,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis""",Verified ORF
10263,15,172102,0.108574244417287,0.064410805163628,0.0927463938897753,YOL081W,IRA2,SGDID:S000005441,CDS,CDS,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis""",Verified ORF
10264,15,173340,0.096391666341033,0.0632836401354928,0.128611795722021,YOL081W,IRA2,SGDID:S000005441,CDS,CDS,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis""",Verified ORF
10265,15,179652,0.11703177889996,0.0633313324982762,0.0654490206761991,YOL081W,IRA2,SGDID:S000005441,CDS,CDS,"""GTPase-activating protein; negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form ; required for reducing cAMP levels under nutrient limiting conditions; IRA2 has a paralog ; IRA1 ; that arose from the whole genome duplication; defects in human homolog NF1 are associated with neurofibromatosis""",Verified ORF
10266,15,180876,0.120727268577148,0.0639728975688338,0.0599587047647468,YOL080C,REX4,SGDID:S000005440,CDS,CDS,"""Putative RNA exonuclease; possibly involved in pre-rRNA processing and ribosome assembly""",Verified ORF
10267,15,180978,0.0659838637059932,0.063517992723874,0.299598728341894,YOL080C,REX4,SGDID:S000005440,CDS,CDS,"""Putative RNA exonuclease; possibly involved in pre-rRNA processing and ribosome assembly""",Verified ORF
10268,15,181071,0.0666371200799893,0.0630813082556617,0.29152220539186,YOL080C,REX4,SGDID:S000005440,CDS,CDS,"""Putative RNA exonuclease; possibly involved in pre-rRNA processing and ribosome assembly""",Verified ORF
10269,15,181986,0.030450934058465,0.0631080844064877,0.629735429153699,YOL078W,AVO1,SGDID:S000005438,CDS,CDS,"""Component of a membrane-bound complex containing the Tor2p kinase; contains Tor2p kinase and other proteins; may have a role in regulation of cell growth""",Verified ORF
10270,15,183037,0.0130020803086823,0.0644792563446104,0.840308464787357,YOL078W,AVO1,SGDID:S000005438,CDS,CDS,"""Component of a membrane-bound complex containing the Tor2p kinase; contains Tor2p kinase and other proteins; may have a role in regulation of cell growth""",Verified ORF
10271,15,184074,0.0159460765394679,0.0626470083352319,0.799227767045706,YOL078W,AVO1,SGDID:S000005438,CDS,CDS,"""Component of a membrane-bound complex containing the Tor2p kinase; contains Tor2p kinase and other proteins; may have a role in regulation of cell growth""",Verified ORF
10272,15,184082,0.0049266253914006,0.0626821198309364,0.937397722561689,YOL078W,AVO1,SGDID:S000005438,CDS,CDS,"""Component of a membrane-bound complex containing the Tor2p kinase; contains Tor2p kinase and other proteins; may have a role in regulation of cell growth""",Verified ORF
10273,15,185252,0.0049266253914006,0.0626821198309364,0.937397722561689,YOL077W-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10275,15,185951,0.0231076978300168,0.0626337099054238,0.71239818720484,YOL077C,BRX1,SGDID:S000005437,CDS,CDS,"""Nucleolar protein; constituent of 66S pre-ribosomal particles; depletion leads to defects in rRNA processing and a block in the assembly of large ribosomal subunits; possesses a sigma(70)-like RNA-binding motif""",Verified ORF
10276,15,187949,0.0211364915345288,0.0625650750029298,0.735690520304191,YOL076W,MDM20,SGDID:S000005436,CDS,CDS,"""Non-catalytic subunit of the NatB N-terminal acetyltransferase; NatB catalyzes N-acetylation of proteins with specific N-terminal sequences; involved in mitochondrial inheritance and actin assembly""",Verified ORF
10277,15,188149,-0.0085931622759528,0.0630524551586669,0.891672937977778,YOL076W,MDM20,SGDID:S000005436,CDS,CDS,"""Non-catalytic subunit of the NatB N-terminal acetyltransferase; NatB catalyzes N-acetylation of proteins with specific N-terminal sequences; involved in mitochondrial inheritance and actin assembly""",Verified ORF
10279,15,194959,0.0764315452842076,0.0625640256089113,0.222653989094249,YOL072W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10280,15,195072,0.0558973533787426,0.0637104828291066,0.380885088512949,YOL072W,THP1,SGDID:S000005433,CDS,CDS,"""Nuclear pore-associated protein; component of TREX-2 complex (Sac3p-Thp1p-Sus1p-Cdc31p) involved in transcription elongation and mRNA export from the nucleus; involved in post-transcriptional tethering of active genes to the nuclear periphery and to non-nascent mRNP; contains a PAM domain implicated in protein-protein binding""",Verified ORF
10281,15,195091,0.0714612624707609,0.0623286284908916,0.252355003893887,YOL072W,THP1,SGDID:S000005433,CDS,CDS,"""Nuclear pore-associated protein; component of TREX-2 complex (Sac3p-Thp1p-Sus1p-Cdc31p) involved in transcription elongation and mRNA export from the nucleus; involved in post-transcriptional tethering of active genes to the nuclear periphery and to non-nascent mRNP; contains a PAM domain implicated in protein-protein binding""",Verified ORF
10283,15,197493,0.0839847006728128,0.0632672897395485,0.185214910162659,YOL070C,NBA1,SGDID:S000005431,CDS,CDS,"""Protein involved in axial bud site selection; prevents repolarization of cells at previous division sites; recruited by Aim44p and Nap1p to the cell cortex and to cytokinesis remnants (bud scars) where it prevents Rsr1p-mediated activation of Cdc24p ; the Cdc42p GEF; localizes to the cytoplasm ; and the cell division site prior to being stably recruited to cytokinesis remnants; establishes the transient localization of Rga1p ; a Cdc42p GAP ; at bud scars along with Nis1p; potential Cdc28p substrate""",Verified ORF
10284,15,202330,0.0254667426369098,0.0624402212674906,0.683625196622108,YOL067C,RTG1,SGDID:S000005428,CDS,CDS,"""Transcription factor (bHLH) involved in interorganelle communication; contributes to communication between mitochondria ; peroxisomes ; and nucleus; target of Hog1p; activated in stochastic pulses of nuclear localization""",Verified ORF
10285,15,203046,0.0040318169264964,0.0622791395977621,0.948419379677315,YOL066C,RIB2,SGDID:S000005427,CDS,CDS,"""Bifunctional DRAP deaminase tRNA:pseudouridine synthase; the deaminase catalyzes the third step in riboflavin biosynthesis and the synthase catalyzes formation of pseudouridine at position 32 in cytoplasmic tRNAs; RIB2 has a paralog ; PUS9 ; that arose from the whole genome duplication""",Verified ORF
10286,15,203091,0.0743125239812355,0.0626856121348362,0.23662521930422,YOL066C,RIB2,SGDID:S000005427,CDS,CDS,"""Bifunctional DRAP deaminase tRNA:pseudouridine synthase; the deaminase catalyzes the third step in riboflavin biosynthesis and the synthase catalyzes formation of pseudouridine at position 32 in cytoplasmic tRNAs; RIB2 has a paralog ; PUS9 ; that arose from the whole genome duplication""",Verified ORF
10287,15,203284,0.0458878017408463,0.0622816091371277,0.461745938562824,YOL066C,RIB2,SGDID:S000005427,CDS,CDS,"""Bifunctional DRAP deaminase tRNA:pseudouridine synthase; the deaminase catalyzes the third step in riboflavin biosynthesis and the synthase catalyzes formation of pseudouridine at position 32 in cytoplasmic tRNAs; RIB2 has a paralog ; PUS9 ; that arose from the whole genome duplication""",Verified ORF
10293,15,207086,0.0388960136013365,0.0625856740307622,0.53468215641476,YOL064C,MET22,SGDID:S000005425,CDS,CDS,"""Bisphosphate-3'-nucleotidase; involved in salt tolerance and methionine biogenesis; dephosphorylates 3'-phosphoadenosine-5'-phosphate and 3'-phosphoadenosine-5'-phosphosulfate ; intermediates of the sulfate assimilation pathway; human homolog BPNT1 complements yeast null mutant""",Verified ORF
10294,15,211986,0.0528624361148269,0.0622865752547152,0.396625004303746,YOL062C,APM4,SGDID:S000005423,CDS,CDS,"""Cargo-binding mu subunit of AP-2; AP-2 is a heterotetrameric endocytic cargo-binding adaptor that facilitates uptake of membrane proteins during clathrin-mediated endocytosis; Apm4p is required for AP-2 function and localization ; and binds cell wall stress receptor Mid2p; AP-2 is required for cell polarity responses to pheromone ; nutritional status and cell wall damage in S. cerevisiae ; and for hyphal growth in C. albicans; AP-2 complex is conserved in mammals""",Verified ORF
10295,15,214295,0.0392203804089113,0.0623983229611746,0.530051076815103,YOL060C,MAM3,SGDID:S000005421,CDS,CDS,"""Protein required for normal mitochondrial morphology; has similarity to hemolysins""",Verified ORF
10296,15,214375,0.0236800462834697,0.0625793791263429,0.705360820304598,YOL060C,MAM3,SGDID:S000005421,CDS,CDS,"""Protein required for normal mitochondrial morphology; has similarity to hemolysins""",Verified ORF
