SNP,Chr,Pos,Effect,SE,noPPI_reference_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
9659,14,560313,-0.0718207891500724,0.180270946494032,0.690572768953552,YNL036W,NCE103,SGDID:S000004981,CDS,CDS,"""Carbonic anhydrase; metalloenzyme that catalyzes CO2 hydration to bicarbonate ; which is an important metabolic substrate ; and protons; not expressed under conditions of high CO2 ; such as inside a growing colony ; but transcription is induced in response to low CO2 levels ; such as on the colony surface in ambient air; poorly transcribed under aerobic conditions and at an undetectable level under anaerobic conditions; abundance increases in response to DNA replication stress""",Verified ORF
9663,14,560773,-0.0907209284281631,0.182123801745193,0.618704163408679,tT(AGU)N2_NFR/NDR,,,Promoter,Promoter,,Promoter
9670,14,568858,-0.0277908149726682,0.180565638706448,0.877768835238235,YNL035C,YNL035C,SGDID:S000004980,CDS,CDS,"""Nuclear protein of unknown function; relocalizes to the cytosol in response to hypoxia; contains WD-40 domains; not an essential gene; protein abundance increases in response to DNA replication stress""",Verified ORF
9671,14,568966,-0.0438037228739167,0.18081945422564,0.808726234374127,YNL035C,YNL035C,SGDID:S000004980,CDS,CDS,"""Nuclear protein of unknown function; relocalizes to the cytosol in response to hypoxia; contains WD-40 domains; not an essential gene; protein abundance increases in response to DNA replication stress""",Verified ORF
9672,14,568996,-0.0492576359192989,0.180292410474384,0.784851791263845,YNL035C,YNL035C,SGDID:S000004980,CDS,CDS,"""Nuclear protein of unknown function; relocalizes to the cytosol in response to hypoxia; contains WD-40 domains; not an essential gene; protein abundance increases in response to DNA replication stress""",Verified ORF
9673,14,569044,-0.0616965056716758,0.180281567327228,0.732386712045372,YNL035C,YNL035C,SGDID:S000004980,CDS,CDS,"""Nuclear protein of unknown function; relocalizes to the cytosol in response to hypoxia; contains WD-40 domains; not an essential gene; protein abundance increases in response to DNA replication stress""",Verified ORF
9694,14,574170,-0.359973970881744,0.18008351761893,0.0463824854204306,YNL032W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9696,14,574697,-0.288046344856444,0.17941123164216,0.109276019955538,YNL032W,SIW14,SGDID:S000004977,CDS,CDS,"""Inositol phosphatase involved in inositol pyrophosphate metabolism; hydrolyzes the beta-phosphate from the 5-diphosphate group of PP-InsPs including: 5PP-IP5 (IP7) ; 1,5PP-IP4 (IP8) and 5-PP-InsP4; functions as an anti-prion (anti-[PSI]) component; member of the atypical dual-specificity subgroup of the protein tyrosine-phosphatase (PTP) superfamily; localizes to the cytoplasm""",Verified ORF
9698,14,576990,-0.166423980566898,0.182502189292968,0.362443008802127,YNL030W,HHF2,SGDID:S000004975,CDS,CDS,"""Histone H4; core histone protein required for chromatin assembly and chromosome function; one of two identical histone proteins (see also HHF1); contributes to telomeric silencing; N-terminal domain involved in maintaining genomic integrity""",Verified ORF
9699,14,577297,-0.265209076506354,0.18124066653617,0.144275728387925,YNL029C,KTR5,SGDID:S000004974,CDS,CDS,"""Putative mannosyltransferase involved in protein glycosylation; member of the KRE2/MNT1 mannosyltransferase family; KTR5 has a paralog ; KTR7 ; that arose from the whole genome duplication""",Verified ORF
9700,14,579044,-0.331027143167558,0.179240810464945,0.0656086853011179,CUT341,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
9701,14,579920,-0.0499026007359009,0.211288003254441,0.81342777344062,YNL027W,CRZ1,SGDID:S000004972,CDS,CDS,"""Transcription factor ; activates transcription of stress response genes; nuclear localization is positively regulated by calcineurin-mediated dephosphorylation; rapidly localizes to the nucleus under blue light stress; can be activated in stochastic pulses of nuclear localization in response to calcium""",Verified ORF
9704,14,582958,-0.253457761441299,0.179820352277341,0.159566139031586,YNL026W,SAM50,SGDID:S000004971,CDS,CDS,"""Component of the Sorting and Assembly Machinery (SAM) complex; the SAM (or TOB) complex is located in the mitochondrial outer membrane; the complex binds precursors of beta-barrel proteins and facilitates their outer membrane insertion; homologous to bacterial Omp85""",Verified ORF
9705,14,584861,-0.223691833085368,0.179932191827596,0.214618933816544,YNL025C,SSN8,SGDID:S000004970,CDS,CDS,"""Cyclin-like component of RNA polymerase II holoenzyme; involved in phosphorylation of RNAPII C-terminal domain; forms kinase-cyclin pair in RNAPII holoenzyme with Ssn3p; needed for entry into and execution of meiotic program; involved in glucose repression ; telomere maintenance; degraded in response to nitrogen starvation ; and also to oxidative stress ; but in different cellular compartments ; and with different cellular outcomes; 35% identical to human cyclin C""",Verified ORF
9706,14,587028,-0.254479572661916,0.182432339482466,0.163915294633032,YNL024C-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9707,14,589847,-0.158466288722501,0.179969385267261,0.379177817093983,YNL023C,FAP1,SGDID:S000004968,CDS,CDS,"""Protein that binds to Fpr1p; confers rapamycin resistance by competing with rapamycin for Fpr1p binding; accumulates in the nucleus upon treatment of cells with rapamycin; has similarity to D. melanogaster shuttle craft and human NFX1""",Verified ORF
9708,14,590547,-0.168800972087769,0.180121606628692,0.3493220952469,YNL023C,FAP1,SGDID:S000004968,CDS,CDS,"""Protein that binds to Fpr1p; confers rapamycin resistance by competing with rapamycin for Fpr1p binding; accumulates in the nucleus upon treatment of cells with rapamycin; has similarity to D. melanogaster shuttle craft and human NFX1""",Verified ORF
9709,14,591136,-0.180950322212535,0.17999442537801,0.315435873324953,YNL023C,FAP1,SGDID:S000004968,CDS,CDS,"""Protein that binds to Fpr1p; confers rapamycin resistance by competing with rapamycin for Fpr1p binding; accumulates in the nucleus upon treatment of cells with rapamycin; has similarity to D. melanogaster shuttle craft and human NFX1""",Verified ORF
9710,14,591302,-0.199660758625694,0.183384214163682,0.277004012293532,YNL023C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9711,14,591601,-0.196004847652348,0.180069152308917,0.277118059881975,YNL022C,RCM1,SGDID:S000004967,CDS,CDS,"""rRNA m5C methyltransferase; methylates cytosine at position 2278 of 25S rRNA while Nop2p methylates cytosine at position 2870; contains seven beta-strand methyltransferase motif; localized to the nucleolus; interacts with Trm112p; homolog of NSUN5A ; a human gene which is deleted in Williams-Beuren Syndrome""",Verified ORF
9712,14,592119,-0.181189471181157,0.180087507327675,0.315047467898593,YNL022C,RCM1,SGDID:S000004967,CDS,CDS,"""rRNA m5C methyltransferase; methylates cytosine at position 2278 of 25S rRNA while Nop2p methylates cytosine at position 2870; contains seven beta-strand methyltransferase motif; localized to the nucleolus; interacts with Trm112p; homolog of NSUN5A ; a human gene which is deleted in Williams-Beuren Syndrome""",Verified ORF
9713,14,592657,-0.0717919051497949,0.181825038221427,0.693198999854162,YNL022C,RCM1,SGDID:S000004967,CDS,CDS,"""rRNA m5C methyltransferase; methylates cytosine at position 2278 of 25S rRNA while Nop2p methylates cytosine at position 2870; contains seven beta-strand methyltransferase motif; localized to the nucleolus; interacts with Trm112p; homolog of NSUN5A ; a human gene which is deleted in Williams-Beuren Syndrome""",Verified ORF
9714,14,593538,-0.101453145371477,0.180490941262323,0.574407690414788,YNL021W,HDA1,SGDID:S000004966,CDS,CDS,"""Putative catalytic subunit of a class II histone deacetylase complex; role in azole resistance via Hsp90p ; and in the heat shock response; Hda1p interacts with the Hda2p-Hda3p subcomplex to form an active tetramer; deletion increases histone H2B ; H3 and H4 acetylation; other members of the HDA1 histone deacetylase complex are Hda2p and Hda3p""",Verified ORF
9748,14,602807,-0.325788616630391,0.181561040558066,0.0736088560365277,YNL016W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9749,14,602854,-0.278964489934422,0.182055004528324,0.126341929354404,YNL016W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9755,14,607186,-0.339292368382045,0.180423041100281,0.0608578978085389,YNL014W,HEF3,SGDID:S000004959,CDS,CDS,"""Translational elongation factor EF-3; member of the ABC superfamily; stimulates EF-1 alpha-dependent binding of aminoacyl-tRNA by the ribosome; normally expressed in zinc deficient cells; HEF3 has a paralog ; YEF3 ; that arose from the whole genome duplication""",Verified ORF
9756,14,607236,-0.355834645118606,0.179054940492302,0.0476623743434701,YNL014W,HEF3,SGDID:S000004959,CDS,CDS,"""Translational elongation factor EF-3; member of the ABC superfamily; stimulates EF-1 alpha-dependent binding of aminoacyl-tRNA by the ribosome; normally expressed in zinc deficient cells; HEF3 has a paralog ; YEF3 ; that arose from the whole genome duplication""",Verified ORF
9757,14,607577,-0.36746638264815,0.179509365125177,0.0413922021933614,YNL014W,HEF3,SGDID:S000004959,CDS,CDS,"""Translational elongation factor EF-3; member of the ABC superfamily; stimulates EF-1 alpha-dependent binding of aminoacyl-tRNA by the ribosome; normally expressed in zinc deficient cells; HEF3 has a paralog ; YEF3 ; that arose from the whole genome duplication""",Verified ORF
9758,14,607767,-0.391655134963935,0.178837316003178,0.0291775086055181,YNL014W,HEF3,SGDID:S000004959,CDS,CDS,"""Translational elongation factor EF-3; member of the ABC superfamily; stimulates EF-1 alpha-dependent binding of aminoacyl-tRNA by the ribosome; normally expressed in zinc deficient cells; HEF3 has a paralog ; YEF3 ; that arose from the whole genome duplication""",Verified ORF
9759,14,611236,-0.360872506915616,0.181373001618686,0.0473984526994274,YNL012W,SPO1,SGDID:S000004957,Close to 3'-UTR,Close to 3'-UTR,"""Meiosis-specific prospore protein; required for meiotic spindle pole body duplication and separation; required to produce bending force necessary for proper prospore membrane assembly during sporulation; has similarity to phospholipase B""",Verified ORF
9760,14,613306,-0.440524797180988,0.179328214430016,0.0145094782933055,YNL011C,YNL011C,SGDID:S000004956,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; YNL011C is not an essential gene""",Uncharacterized ORF
9761,14,613773,-0.464858221821603,0.1791194375204,0.0098468133310746,YNL010W,PYP1,SGDID:S000004955,CDS,CDS,"""Sugar alcohol phosphatase; polyol phosphatase that hydrolyzes sorbitol-6-phosphate ; ribitol-5-phosphate ; and (D)-glycerol-3-phosphate ; maintaining phosphoglucose isomerase (PGI) activity in the presence of PGI-inhibitory sugar alcohols; expression correlated with growth rate; GFP-fusion protein localizes to the cytoplasm and nucleus; homozygous diploid mutant displays increased glycogen accumulation; member of the haloacid dehalogenase (HAD) superfamily""",Verified ORF
9762,14,614340,-0.461209482824202,0.179146155630723,0.01044577709923,YNL010W,PYP1,SGDID:S000004955,CDS,CDS,"""Sugar alcohol phosphatase; polyol phosphatase that hydrolyzes sorbitol-6-phosphate ; ribitol-5-phosphate ; and (D)-glycerol-3-phosphate ; maintaining phosphoglucose isomerase (PGI) activity in the presence of PGI-inhibitory sugar alcohols; expression correlated with growth rate; GFP-fusion protein localizes to the cytoplasm and nucleus; homozygous diploid mutant displays increased glycogen accumulation; member of the haloacid dehalogenase (HAD) superfamily""",Verified ORF
9763,14,616988,-0.388571650590242,0.180939455116705,0.0324320849038225,ARS1425,ARS1425,SGDID:S000130144,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
9765,14,619153,-0.316795344954384,0.179771291095844,0.0788987178427975,YNL007C,SIS1,SGDID:S000004952,CDS,CDS,"""Type II HSP40 co-chaperone that interacts with the HSP70 protein Ssa1p; shuttles between cytosol and nucleus; mediates delivery of misfolded proteins into the nucleus for degradation; involved in proteasomal degradation of misfolded cytosolic proteins; protein abundance increases in response to DNA replication stress; polyQ aggregates sequester Sis1p and interfere with clearance of misfolded proteins; similar to bacterial DnaJ proteins and mammalian DnaJB1""",Verified ORF
9767,14,620369,-0.287874148863717,0.179650753587556,0.109959399298346,YNL006W,LST8,SGDID:S000004951,CDS,CDS,"""Protein required for the transport of Gap1p; required for the transport of amino acid permease Gap1p from the Golgi to the cell surface; component of the TOR signaling pathway; associates with both Tor1p and Tor2p; contains a WD-repeat""",Verified ORF
9768,14,621027,-0.327603790701857,0.182065849255312,0.0728140971420212,YNL006W,LST8,SGDID:S000004951,Close to 3'-UTR,Close to 3'-UTR,"""Protein required for the transport of Gap1p; required for the transport of amino acid permease Gap1p from the Golgi to the cell surface; component of the TOR signaling pathway; associates with both Tor1p and Tor2p; contains a WD-repeat""",Verified ORF
9769,14,623405,-0.250882616160439,0.179557950455711,0.163223936155024,YNL005C,MRP7,SGDID:S000004950,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial ribosomal protein of the large subunit; involved together with Mrpl35p in assembly of cytochrome c oxidase""",Verified ORF
9770,14,623501,-0.240319760695352,0.179857217789942,0.182354509582263,YNL004W,HRB1,SGDID:S000004949,Close to 3'-UTR,Close to 3'-UTR,"""Poly(A+) RNA-binding protein; key surveillance factor for the selective export of spliced mRNAs from the nucleus to the cytoplasm; preference for intron-containing genes; similar to Npl3p; HRB1 has a paralog ; GBP2 ; that arose from the whole genome duplication""",Verified ORF
9771,14,625808,-0.195929597197974,0.180782086321694,0.27919814341657,YNL003C,PET8,SGDID:S000004948,CDS,CDS,"""S-adenosylmethionine transporter of the mitochondrial inner membrane; member of the mitochondrial carrier family; required for biotin biosynthesis and respiratory growth""",Verified ORF
9772,14,625901,-0.264684711161523,0.180776453693702,0.144041605888799,YNL003C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9773,14,625946,-0.233098876272231,0.180908283665572,0.198418606392399,YNL003C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9779,14,629098,-0.159500054257238,0.183224357929238,0.384609117985094,YNL001W,DOM34,SGDID:S000004946,Close to 3'-UTR,Close to 3'-UTR,"""Protein that facilitates ribosomal subunit dissociation; Dom34-Hbs1 complex and Rli1p have roles in dissociating inactive ribosomes to facilitate translation restart ; particularly ribosomes stalled in 3' UTRs; required for RNA cleavage in no-go decay ; but reports conflict on endonuclease activity; Pelota ortholog; protein abundance increases in response to DNA replication stress; DOM34 has a paralog ; YCL001W-B ; that arose from the whole genome duplication""",Verified ORF
9780,14,629832,-0.234911382230792,0.179891683173035,0.192454239931542,YNR001C,CIT1,SGDID:S000005284,CDS,CDS,"""Mitochondrial citrate synthase; catalyzes condensation of acetyl coenzyme A and oxaloacetate to form citrate ; which is the first and rate-limiting step of the TCA cycle; transcription subject to glucose repression; CIT1 has a paralog ; CIT2 ; that arose from the whole genome duplication""",Verified ORF
9781,14,630700,-0.1975277151877,0.179746581221663,0.272550430435611,YNR001C,CIT1,SGDID:S000005284,CDS,CDS,"""Mitochondrial citrate synthase; catalyzes condensation of acetyl coenzyme A and oxaloacetate to form citrate ; which is the first and rate-limiting step of the TCA cycle; transcription subject to glucose repression; CIT1 has a paralog ; CIT2 ; that arose from the whole genome duplication""",Verified ORF
9782,14,630751,-0.226346243770662,0.180406930269003,0.21043854268941,YNR001C,CIT1,SGDID:S000005284,CDS,CDS,"""Mitochondrial citrate synthase; catalyzes condensation of acetyl coenzyme A and oxaloacetate to form citrate ; which is the first and rate-limiting step of the TCA cycle; transcription subject to glucose repression; CIT1 has a paralog ; CIT2 ; that arose from the whole genome duplication""",Verified ORF
9783,14,630753,-0.226346243770662,0.180406930269003,0.21043854268941,YNR001C,CIT1,SGDID:S000005284,CDS,CDS,"""Mitochondrial citrate synthase; catalyzes condensation of acetyl coenzyme A and oxaloacetate to form citrate ; which is the first and rate-limiting step of the TCA cycle; transcription subject to glucose repression; CIT1 has a paralog ; CIT2 ; that arose from the whole genome duplication""",Verified ORF
9786,14,634460,-0.157873242326805,0.180444600812021,0.382216384280033,YNR003C,RPC34,SGDID:S000005286,CDS,CDS,"""RNA polymerase III subunit C34; interacts with TFIIIB70 and is a key determinant in pol III recruitment by the preinitiation complex""",Verified ORF
9788,14,636754,-0.181897012262057,0.181592733876208,0.317186420723111,YNR006W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9789,14,637729,-0.116797284849138,0.180713281378532,0.518496841984179,YNR006W,VPS27,SGDID:S000005289,CDS,CDS,"""Endosomal protein that forms a complex with Hse1p; required for recycling Golgi proteins ; forming lumenal membranes and sorting ubiquitinated proteins destined for degradation; has Ubiquitin Interaction Motifs which bind ubiquitin (Ubi4p)""",Verified ORF
9790,14,639287,-0.164820101453624,0.179851266178174,0.360069944730095,YNR007C,ATG3,SGDID:S000005290,CDS,CDS,"""E2-like enzyme; involved in autophagy and cytoplasm-to-vacuole targeting (Cvt) pathway; plays a role in formation of Atg8p-phosphatidylethanolamine conjugates ; which are involved in membrane dynamics during autophagy and Cvt; interaction with Atg8p regulated by acetylation by NuA4 histone acetyltransferase Esa1p while attenuation of Atg3 acetylation is mediated by histone deacetylase Rpd3p; Atg12p-Atg5p conjugate enhances E2 activity of Atg3p by rearranging its catalytic site""",Verified ORF
9791,14,640932,-0.176044834546899,0.180059327366556,0.328889994669236,YNR008W,LRO1,SGDID:S000005291,CDS,CDS,"""Acyltransferase that converts diacylglycerol to triacylglycerol (TGA); one of several acyltransferases that contribute to TGA synthesis; relocates from ER to nuclear membrane in response cell cycle and starvation signals; Lro1p and Dga1p can O-acylate ceramides; putative homolog of human lecithin cholesterol acyltransferase""",Verified ORF
9792,14,641214,-0.121346760178027,0.180456154785189,0.501740633206009,YNR008W,LRO1,SGDID:S000005291,CDS,CDS,"""Acyltransferase that converts diacylglycerol to triacylglycerol (TGA); one of several acyltransferases that contribute to TGA synthesis; relocates from ER to nuclear membrane in response cell cycle and starvation signals; Lro1p and Dga1p can O-acylate ceramides; putative homolog of human lecithin cholesterol acyltransferase""",Verified ORF
9793,14,642445,-0.273780198327918,0.183774184980218,0.137179165916192,YNR009W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9795,14,643364,-0.226650571307997,0.179907479678115,0.20856750945987,YNR009W,NRM1,SGDID:S000005292,CDS,CDS,"""Transcriptional co-repressor of MBF-regulated gene expression; Nrm1p associates stably with promoters via MCB binding factor (MBF) to repress transcription upon exit from G1 phase""",Verified ORF
9796,14,643876,-0.200842794307852,0.181550747294169,0.269366228451246,YNR010W,CSE2,SGDID:S000005293,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; component of the Middle domain of mediator; required for regulation of RNA polymerase II activity; relocalizes to the cytosol in response to hypoxia""",Verified ORF
9797,14,644727,-0.194839562527572,0.181318968059588,0.283302128652041,YNR011C,PRP2,SGDID:S000005294,CDS,CDS,"""RNA-dependent DExD/H-box ATPase; required for activation of spliceosome before first transesterification step in RNA splicing; implicated in rearranging and proofreading snRNA structure in catalytic activation of spliceosome; ortholog of human protein DHX16""",Verified ORF
9798,14,644949,-0.150010099755828,0.179871011619554,0.404852252459329,YNR011C,PRP2,SGDID:S000005294,CDS,CDS,"""RNA-dependent DExD/H-box ATPase; required for activation of spliceosome before first transesterification step in RNA splicing; implicated in rearranging and proofreading snRNA structure in catalytic activation of spliceosome; ortholog of human protein DHX16""",Verified ORF
9799,14,645369,-0.199895836029787,0.18027511863801,0.268255102075625,YNR011C,PRP2,SGDID:S000005294,CDS,CDS,"""RNA-dependent DExD/H-box ATPase; required for activation of spliceosome before first transesterification step in RNA splicing; implicated in rearranging and proofreading snRNA structure in catalytic activation of spliceosome; ortholog of human protein DHX16""",Verified ORF
9800,14,646585,-0.1779156352701,0.182653597931496,0.330693555589403,YNR011C,PRP2,SGDID:S000005294,CDS,CDS,"""RNA-dependent DExD/H-box ATPase; required for activation of spliceosome before first transesterification step in RNA splicing; implicated in rearranging and proofreading snRNA structure in catalytic activation of spliceosome; ortholog of human protein DHX16""",Verified ORF
9801,14,647843,-0.081680116155336,0.180859581873868,0.651818862196223,YNR012W,URK1,SGDID:S000005295,CDS,CDS,"""Uridine/cytidine kinase; component of the pyrimidine ribonucleotide salvage pathway that converts uridine into UMP and cytidine into CMP; involved in the pyrimidine deoxyribonucleotide salvage pathway ; converting deoxycytidine into dCMP""",Verified ORF
9802,14,648789,-0.0749054002239446,0.180596138971701,0.67856409992498,YNR012W,URK1,SGDID:S000005295,CDS,CDS,"""Uridine/cytidine kinase; component of the pyrimidine ribonucleotide salvage pathway that converts uridine into UMP and cytidine into CMP; involved in the pyrimidine deoxyribonucleotide salvage pathway ; converting deoxycytidine into dCMP""",Verified ORF
9803,14,650841,-0.109845698589797,0.180072029165446,0.54224780890425,YNR013C,PHO91,SGDID:S000005296,CDS,CDS,"""Low-affinity vacuolar phosphate transporter; exports phosphate from the vacuolar lumen to the cytosol; regulates phosphate and polyphosphate metabolism; acts upstream of Pho81p in regulation of the PHO pathway; localizes to sites of contact between the vacuole and mitochondria (vCLAMPs); deletion of pho84 ; pho87 ; pho89 ; pho90 ; and pho91 causes synthetic lethality; transcription independent of Pi and Pho4p activity; overexpression results in vigorous growth""",Verified ORF
9808,14,654230,-0.0917511595377912,0.180745628865228,0.612032745201294,YNR015W,SMM1,SGDID:S000005298,CDS,CDS,"""Dihydrouridine synthase; member of a family of dihydrouridine synthases including Dus1p ; Smm1p ; Dus3p ; and Dus4p; modifies uridine residues at position 20 of cytoplasmic tRNAs""",Verified ORF
9809,14,654336,-0.0705572332240941,0.180795485911875,0.696579737115604,YNR015W,SMM1,SGDID:S000005298,CDS,CDS,"""Dihydrouridine synthase; member of a family of dihydrouridine synthases including Dus1p ; Smm1p ; Dus3p ; and Dus4p; modifies uridine residues at position 20 of cytoplasmic tRNAs""",Verified ORF
9811,14,663083,-0.0574189693013948,0.180022190336794,0.749949320430326,YNR017W,TIM23,SGDID:S000005300,CDS,CDS,"""Essential component of the TIM23 complex; involved in protein import into mitochondrial matrix and inner membrane; with Tim17p ; contributes to architecture and function of the import channel; TIM23 complex is short for the translocase of the inner mitochondrial membrane""",Verified ORF
9812,14,668533,-0.107668076035216,0.181060971658095,0.552457774166794,YNR021W,YNR021W,SGDID:S000005304,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YNR021W is not an essential gene""",Uncharacterized ORF
9813,14,671892,-0.0926501996004465,0.181604916190556,0.610248051292991,YNR023W,SNF12,SGDID:S000005306,CDS,CDS,"""73 kDa subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; relocates to the cytosol under hypoxic conditions; deletion mutants are temperature-sensitive; SNF12 has a paralog ; RSC6 ; that arose from the whole genome duplication""",Verified ORF
9815,14,674210,0.0268233647355774,0.180638778361266,0.882039500070212,YNR026C,SEC12,SGDID:S000005309,CDS,CDS,"""Guanine nucleotide exchange factor (GEF); activates Sar1p by catalyzing the exchange of GDP for GTP; required for the initiation of COPII vesicle formation in ER to Golgi transport; glycosylated integral membrane protein of the ER; SEC12 has a paralog ; SED4 ; that arose from the whole genome duplication""",Verified ORF
9817,14,676297,0.0872718297099548,0.181265039827055,0.630488065552589,YNR028W,CPR8,SGDID:S000005311,CDS,CDS,"""Peptidyl-prolyl cis-trans isomerase (cyclophilin); catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; potential role in the secretory pathway; CPR8 has a paralog ; CPR4 ; that arose from the whole genome duplication""",Verified ORF
9818,14,678738,-0.081952787612851,0.181789571303329,0.652402357912852,YNR030W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9819,14,678924,-0.0482084973421913,0.1806261961465,0.789704709060064,YNR030W,ALG12,SGDID:S000005313,CDS,CDS,"""Alpha-1,6-mannosyltransferase localized to the ER; responsible for addition of alpha-1,6 mannose to dolichol-linked Man7GlcNAc2; acts in the dolichol pathway for N-glycosylation; human homolog ALG12 complements yeast null mutant""",Verified ORF
9820,14,680198,0.0415305381107022,0.180866796475899,0.818520465683833,YNR030W,ALG12,SGDID:S000005313,CDS,CDS,"""Alpha-1,6-mannosyltransferase localized to the ER; responsible for addition of alpha-1,6 mannose to dolichol-linked Man7GlcNAc2; acts in the dolichol pathway for N-glycosylation; human homolog ALG12 complements yeast null mutant""",Verified ORF
9821,14,682423,0.0492046161352765,0.180352082239379,0.785147018719833,YNR031C,SSK2,SGDID:S000005314,CDS,CDS,"""MAP kinase kinase kinase of HOG1 mitogen-activated signaling pathway; interacts with Ssk1p ; leading to autophosphorylation and activation of Ssk2p which phosphorylates Pbs2p; also mediates actin cytoskeleton recovery from osmotic stress; a HOG-independent function of Ssk2p mediates the calcium-sensitive phenotype of the ptp2 msg5 double disruptant; SSK2 has a paralog ; SSK22 ; that arose from the whole genome duplication""",Verified ORF
9822,14,682649,0.0845169896454654,0.181095774902123,0.641004041438987,YNR031C,SSK2,SGDID:S000005314,CDS,CDS,"""MAP kinase kinase kinase of HOG1 mitogen-activated signaling pathway; interacts with Ssk1p ; leading to autophosphorylation and activation of Ssk2p which phosphorylates Pbs2p; also mediates actin cytoskeleton recovery from osmotic stress; a HOG-independent function of Ssk2p mediates the calcium-sensitive phenotype of the ptp2 msg5 double disruptant; SSK2 has a paralog ; SSK22 ; that arose from the whole genome duplication""",Verified ORF
9823,14,688148,0.0667915444869946,0.180276423807561,0.711235787596091,YNR033W,ABZ1,SGDID:S000005316,CDS,CDS,"""Para-aminobenzoate (PABA) synthase; has similarity to Escherichia coli PABA synthase components PabA and PabB; required for the synthesis of para-aminobenzoic acid ; an important intermediate for folate and ubiquinone Q biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
9824,14,688149,0.0667915444869946,0.180276423807561,0.711235787596091,YNR033W,ABZ1,SGDID:S000005316,CDS,CDS,"""Para-aminobenzoate (PABA) synthase; has similarity to Escherichia coli PABA synthase components PabA and PabB; required for the synthesis of para-aminobenzoic acid ; an important intermediate for folate and ubiquinone Q biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
9825,14,688150,0.0667915444869946,0.180276423807561,0.711235787596091,YNR033W,ABZ1,SGDID:S000005316,CDS,CDS,"""Para-aminobenzoate (PABA) synthase; has similarity to Escherichia coli PABA synthase components PabA and PabB; required for the synthesis of para-aminobenzoic acid ; an important intermediate for folate and ubiquinone Q biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
9826,14,688671,0.0846343537199922,0.180289268549067,0.639047526084503,YNR033W,ABZ1,SGDID:S000005316,CDS,CDS,"""Para-aminobenzoate (PABA) synthase; has similarity to Escherichia coli PABA synthase components PabA and PabB; required for the synthesis of para-aminobenzoic acid ; an important intermediate for folate and ubiquinone Q biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
9827,14,690993,0.0051251830443987,0.181382087014135,0.977473717721476,YNR034W,SOL1,SGDID:S000005317,CDS,CDS,"""Protein with a possible role in tRNA export; shows similarity to 6-phosphogluconolactonase non-catalytic domains but does not exhibit this enzymatic activity; homologous to Sol3p and Sol4p; SOL1 has a paralog ; SOL2 ; that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress""",Verified ORF
9828,14,691577,0.018265840513764,0.182185205941871,0.920195039397176,ARS1427,ARS1427,SGDID:S000118393,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
9829,14,691878,0.0641110965536408,0.180552282295056,0.722739261563698,YNR034W,SOL1,SGDID:S000005317,Close to 3'-UTR,Close to 3'-UTR,"""Protein with a possible role in tRNA export; shows similarity to 6-phosphogluconolactonase non-catalytic domains but does not exhibit this enzymatic activity; homologous to Sol3p and Sol4p; SOL1 has a paralog ; SOL2 ; that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress""",Verified ORF
9831,14,695359,-0.0714953415253356,0.180319586581353,0.691981403707292,YNR038W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9832,14,696247,-0.0773933159739347,0.180597448517434,0.668519047202819,YNR038W,DBP6,SGDID:S000005321,CDS,CDS,"""Essential protein involved in ribosome biogenesis; putative ATP-dependent RNA helicase of the DEAD-box protein family; human homolog DDX51 complements yeast dbp6 mutant""",Verified ORF
9833,14,696503,-0.0495768089030606,0.182240460550259,0.785749824370001,YNR038W,DBP6,SGDID:S000005321,CDS,CDS,"""Essential protein involved in ribosome biogenesis; putative ATP-dependent RNA helicase of the DEAD-box protein family; human homolog DDX51 complements yeast dbp6 mutant""",Verified ORF
