SNP,Chr,Pos,Effect,SE,PMC1_GTR2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
10334,15,242903,-0.0541851470904242,0.0554581047367331,0.329215226053371,YOL045W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10335,15,243109,-0.0573385376038132,0.0564356711308381,0.310326113951747,YOL047C,LDS2,SGDID:S000005407,Close to 3'-UTR,Close to 3'-UTR,"""Protein Involved in spore wall assembly; localizes to lipid droplets found on or outside of the prospore membrane; shares similarity with Lds1p and Rrt8p ; and a strain mutant for all 3 genes exhibits reduced dityrosine fluorescence relative to the single mutants; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern""",Verified ORF
10336,15,243553,-0.0507042459255785,0.0558081886852395,0.364210251646061,YOL046C,YOL046C,SGDID:S000005406,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; almost completely overlaps the verified gene PSK2/YOL045W""",Dubious ORF
10337,15,244594,-0.0598247266085424,0.0555999105156664,0.282668341959409,YOL045W,PSK2,SGDID:S000005405,CDS,CDS,"""PAS-domain containing serine/threonine protein kinase; regulates sugar flux and translation in response to an unknown metabolite by phosphorylating Ugp1p and Gsy2p (sugar flux) and Caf20p ; Tif11p and Sro9p (translation); PSK2 has a paralog ; PSK1 ; that arose from the whole genome duplication""",Verified ORF
10338,15,244868,-0.0680763267497824,0.0554961078123659,0.220758000623051,YOL045W,PSK2,SGDID:S000005405,CDS,CDS,"""PAS-domain containing serine/threonine protein kinase; regulates sugar flux and translation in response to an unknown metabolite by phosphorylating Ugp1p and Gsy2p (sugar flux) and Caf20p ; Tif11p and Sro9p (translation); PSK2 has a paralog ; PSK1 ; that arose from the whole genome duplication""",Verified ORF
10339,15,247506,-0.0682190994123579,0.0556342793845496,0.220938418412573,YOL044W,PEX15,SGDID:S000005404,CDS,CDS,"""Tail-anchored type II integral peroxisomal membrane protein; required for peroxisome biogenesis; cells lacking Pex15p mislocalize peroxisomal matrix proteins to cytosol; overexpression results in impaired peroxisome assembly""",Verified ORF
10340,15,248251,-0.0612729293825828,0.0556029277795027,0.271224143654919,YOL044W,PEX15,SGDID:S000005404,CDS,CDS,"""Tail-anchored type II integral peroxisomal membrane protein; required for peroxisome biogenesis; cells lacking Pex15p mislocalize peroxisomal matrix proteins to cytosol; overexpression results in impaired peroxisome assembly""",Verified ORF
10341,15,250092,-0.0620192176084319,0.0559571791803556,0.268472372549699,YOL042W,NGL1,SGDID:S000005402,CDS,CDS,"""Putative endonuclease; has a domain similar to a magnesium-dependent endonuclease motif in mRNA deadenylase Ccr4p; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
10342,15,252113,-0.0545932589750444,0.0561286661055427,0.331395843357999,YOL041C,NOP12,SGDID:S000005401,CDS,CDS,"""Nucleolar protein involved in pre-25S rRNA processing; also involved in biogenesis of large 60S ribosomal subunit; contains an RNA recognition motif (RRM); binds to Ebp2; similar to Nop13p and Nsr1p""",Verified ORF
10343,15,253558,-0.0792485790653925,0.0556087795626852,0.155009211440508,YOL040C,RPS15,SGDID:S000005400,CDS,CDS,"""Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S15 and bacterial S19""",Verified ORF
10344,15,253929,-0.0482821713560204,0.0564114552073621,0.392637535318699,XUT_15F-116,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
10345,15,253930,-0.0887258747083931,0.0554529780354797,0.110488711278911,XUT_15F-116,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
10346,15,253973,-0.0634874664745604,0.0554931086280873,0.253373788948215,XUT_15F-116,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
10347,15,253998,-0.0634874664745604,0.0554931086280873,0.253373788948215,XUT_15F-116,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
10348,15,255007,-0.0641002893622384,0.0555938971340884,0.249686647796466,YOL038C-A,YOL038C-A,SGDID:S000028812,CDS,CDS,"""Putative protein of unknown function; identified by SAGE analysis""",Uncharacterized ORF
10352,15,261313,-0.0723465843594657,0.0557512365761289,0.195248848306084,YOL034W,SMC5,SGDID:S000005394,CDS,CDS,"""Subunit of the SMC5-SMC6 complex; the SMC5-SMC6 complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair; binds single-stranded DNA and has ATPase activity; supports nucleolar function; S. pombe homolog forms a heterodimer with S. pombe Rad18p that is involved in DNA repair""",Verified ORF
10353,15,262436,0.023020615393033,0.0561733095734698,0.682190889705382,YOL034W,SMC5,SGDID:S000005394,CDS,CDS,"""Subunit of the SMC5-SMC6 complex; the SMC5-SMC6 complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair; binds single-stranded DNA and has ATPase activity; supports nucleolar function; S. pombe homolog forms a heterodimer with S. pombe Rad18p that is involved in DNA repair""",Verified ORF
10354,15,263540,-0.0202066986382945,0.055779345685621,0.717373546234499,YOL033W,MSE1,SGDID:S000005393,CDS,CDS,"""Mitochondrial glutamyl-tRNA synthetase; predicted to be palmitoylated""",Verified ORF
10355,15,263860,-0.001271793255387,0.0558520705563655,0.981846010010246,YOL033W,MSE1,SGDID:S000005393,CDS,CDS,"""Mitochondrial glutamyl-tRNA synthetase; predicted to be palmitoylated""",Verified ORF
10357,15,267332,-0.0161915665261114,0.0555263546855845,0.770762633751461,YOL031C,SIL1,SGDID:S000005391,CDS,CDS,"""Nucleotide exchange factor for the ER lumenal Hsp70 chaperone Kar2p; required for protein translocation into the endoplasmic reticulum (ER); homolog of Yarrowia lipolytica SLS1; GrpE-like protein""",Verified ORF
10358,15,268222,0.0041420741764143,0.0557064033907589,0.940769680712105,YOL030W,GAS5,SGDID:S000005390,CDS,CDS,"""1,3-beta-glucanosyltransferase; has similarity to Gas1p; localizes to the cell wall""",Verified ORF
10359,15,269477,0.0236688908824091,0.0567235935682703,0.676736685667373,YOL030W,GAS5,SGDID:S000005390,CDS,CDS,"""1,3-beta-glucanosyltransferase; has similarity to Gas1p; localizes to the cell wall""",Verified ORF
10360,15,269919,-0.0046922473350619,0.0560104832541851,0.933283250919852,YOL029C,YOL029C,SGDID:S000005389,CDS,CDS,"""Putative protein of unknown function; separated from neighboring gene ; YAP7 ; by frame shift and corresponds to C-terminal part of YAP7 orthologs in other species; identified as interacting with Hsc82p and Hsp82p in high-throughput two-hybrid screens""",Uncharacterized ORF
10361,15,270218,0.0250849488853321,0.0562313943880922,0.655796927079707,YOL029C,YOL029C,SGDID:S000005389,CDS,CDS,"""Putative protein of unknown function; separated from neighboring gene ; YAP7 ; by frame shift and corresponds to C-terminal part of YAP7 orthologs in other species; identified as interacting with Hsc82p and Hsp82p in high-throughput two-hybrid screens""",Uncharacterized ORF
10362,15,270269,0.0112856155919571,0.0557124003775135,0.839588477619523,YOL029C,YOL029C,SGDID:S000005389,CDS,CDS,"""Putative protein of unknown function; separated from neighboring gene ; YAP7 ; by frame shift and corresponds to C-terminal part of YAP7 orthologs in other species; identified as interacting with Hsc82p and Hsp82p in high-throughput two-hybrid screens""",Uncharacterized ORF
10363,15,270972,0.03569724757218,0.0556744293634862,0.521822769643962,YOL028C,YAP7,SGDID:S000005388,CDS,CDS,"""Transcriptional repressor of nitric oxide oxidase; basic leucine zipper (bZIP) transcription factor; neighboring gene ; YOL029C ; created by frame-shift at position 708 ; corresponds to C-terminal part of YAP7 orthologs in other species; YAP7 has a paralog ; YAP5 ; that arose from the whole genome duplication""",Verified ORF
10364,15,271365,0.0599182722123903,0.0557481166059249,0.283196797288997,YOL028C,YAP7,SGDID:S000005388,CDS,CDS,"""Transcriptional repressor of nitric oxide oxidase; basic leucine zipper (bZIP) transcription factor; neighboring gene ; YOL029C ; created by frame-shift at position 708 ; corresponds to C-terminal part of YAP7 orthologs in other species; YAP7 has a paralog ; YAP5 ; that arose from the whole genome duplication""",Verified ORF
10365,15,271552,0.0451925613579095,0.0558042860210509,0.418577516934694,YOL029C_NFR/NDR,,,Promoter,Promoter,,Promoter
10366,15,271780,0.0434064443162481,0.0561075622649394,0.439667912340864,YOL029C_NFR/NDR,,,Promoter,Promoter,,Promoter
10368,15,272768,0.0456257720004111,0.0559906199134309,0.415689037757137,YOL027C,MDM38,SGDID:S000005387,CDS,CDS,"""Membrane-associated mitochondrial ribosome receptor; forms a complex with Mba1p to facilitate recruitment of mRNA-specific translational activators to ribosomes; ribosome-associated protein involved in the insertion of newly synthesized proteins into the mitochondrial inner membrane; role in protein export and K+/H+ exchange; localizes to the inner mitochondrial membrane; human ortholog Letm1 implicated in Wolf-Hirschhorn syndrome""",Verified ORF
10369,15,274007,0.0448699977749697,0.0562691672199142,0.425744862838594,YOL027C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10370,15,274603,0.0555669402393552,0.056021758820055,0.321934789271372,tS(GCU)O_NFR/NDR,,,Promoter,Promoter,,Promoter
10371,15,276632,0.0455631980169162,0.0556540290318059,0.413517672493049,YOL025W,LAG2,SGDID:S000005385,CDS,CDS,"""Protein that negatively regulates the SCF E3-ubiquitin ligase; regulates by interacting with and preventing neddyation of the cullin subunit ; Cdc53p; longevity determinant that is preferentially expressed in young cells; similar to mammalian Cand1""",Verified ORF
10374,15,277467,-0.0038337214749596,0.0562495893088831,0.945700402056588,YOL024W,YOL024W,SGDID:S000005384,CDS,CDS,"""Putative protein of unknown function; predicted to have thiol-disulfide oxidoreductase active site; YOL024W has a paralog ; IGD1 ; that arose from the whole genome duplication""",Uncharacterized ORF
10379,15,278631,0.0055777878860763,0.056088208668138,0.920840046788212,YOL023W,IFM1,SGDID:S000005383,CDS,CDS,"""Mitochondrial translation initiation factor 2""",Verified ORF
10380,15,281378,0.0214957714423071,0.055759430297833,0.700092421105954,YOL022C,TSR4,SGDID:S000005382,CDS,CDS,"""Cytoplasmic assembly chaperone for ribosomal protein Rps2p; co-translationally associates with the N-terminal extension of Rps2p to facilitate expression ; solubility and ribosome assembly; released prior to the nuclear import of Rps2p; required for correct processing of 20S pre-rRNA at site D to generate mature 18S rRNA; essential gene in the S288C background but not in CEN.PK2; homologous to human PDCD2L and PDCD2""",Verified ORF
10381,15,285588,-0.0039093765325624,0.0562147391562395,0.944596289820286,YOL020W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10382,15,285741,0.0350497501084076,0.056002792628943,0.53181305931595,YOL020W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10383,15,285960,0.0661915108536106,0.0558370766662081,0.236640860593835,YOL020W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10384,15,286046,0.030266959335164,0.0557152502060447,0.587304881169329,YOL020W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10385,15,286242,0.0107509579619774,0.0561900765569461,0.848375518194851,YOL020W,TAT2,SGDID:S000005380,CDS,CDS,"""High affinity tryptophan and tyrosine permease; overexpression confers FK506 and FTY720 resistance""",Verified ORF
10386,15,286732,0.0386985414342486,0.0559101812098898,0.489294686541992,YOL020W,TAT2,SGDID:S000005380,CDS,CDS,"""High affinity tryptophan and tyrosine permease; overexpression confers FK506 and FTY720 resistance""",Verified ORF
10388,15,288282,0.0390088026033857,0.0559015462708046,0.485753781244891,YOL019W-A_NFR/NDR,,,Promoter,Promoter,,Promoter
10389,15,289191,0.0327485087828805,0.0561496974467327,0.56010705502189,YOL019W,YOL019W,SGDID:S000005379,CDS,CDS,"""Protein involved in secretion and cell wall organization; localizes to plasma membrane microdomains called MCCs (membrane compartment occupied by Can1); GFP-fusion protein localizes to the cell periphery and vacuole; Sur7/PalI family transmembrane domain (TMD) containing protein; TOS7 has a paralog ; DCV1 ; that arose from the whole genome duplication""",Verified ORF
10390,15,289865,0.0349706373061869,0.0558654945698106,0.531733119472159,YOL019W,YOL019W,SGDID:S000005379,CDS,CDS,"""Protein involved in secretion and cell wall organization; localizes to plasma membrane microdomains called MCCs (membrane compartment occupied by Can1); GFP-fusion protein localizes to the cell periphery and vacuole; Sur7/PalI family transmembrane domain (TMD) containing protein; TOS7 has a paralog ; DCV1 ; that arose from the whole genome duplication""",Verified ORF
10391,15,294442,0.0400491461953889,0.0557277665579351,0.472827735050207,YOL017W,ESC8,SGDID:S000005377,CDS,CDS,"""Protein involved in telomeric and mating-type locus silencing; interacts with Sir2p and also interacts with Gal11p ; which is a component of the RNA pol II mediator complex; ESC8 has a paralog ; IOC3 ; that arose from the whole genome duplication""",Verified ORF
10392,15,298709,0.0256581738662855,0.0559171812006387,0.64661689789219,YOL015W,IRC10,SGDID:S000005375,CDS,CDS,"""Protein of unknown function; subunit of the leading edge protein (LEP) complex (Ssp1-Ady3-Don1-Irc10) that forms a ring-like structure at the leading edge of the prospore membrane during meiosis II; null mutant displays increased levels of spontaneous Rad52p foci""",Verified ORF
10394,15,300336,-0.0180756830872939,0.0557734653587441,0.746061016919085,YOL014W,YOL014W,SGDID:S000005374,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; mCherry fusion protein localizes to the cytosol and nucleus""",Uncharacterized ORF
10395,15,300373,-0.004676241780225,0.0555586467880303,0.932970835027,YOL013W-A_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10398,15,300972,-0.0021484173568658,0.0566119483153475,0.969749085447223,YOLCdelta8,YOLCdelta8,SGDID:S000007152,Other features,LTR,"""Ty1 LTR""",reverse complement
10399,15,302265,-0.0110653172519724,0.0561682453724427,0.843938506594219,YOL013C,HRD1,SGDID:S000005373,CDS,CDS,"""Ubiquitin-protein ligase involved in ER-associated degradation (ERAD) of misfolded proteins; upon autoubiquitination triggers retrotranslocation of misfolded proteins to cytosol for degradation; genetically linked to the unfolded protein response (UPR); regulated through association with Hrd3p; contains an H2 ring finger; likely plays a general role in targeting proteins that persistently associate with and potentially obstruct the ER-localized translocon""",Verified ORF
10400,15,305341,-0.0319250083697848,0.0559852599924572,0.568878009176855,YOL011W,PLB3,SGDID:S000005371,Close to 3'-UTR,Close to 3'-UTR,"""Phospholipase B (lysophospholipase) involved in lipid metabolism; hydrolyzes phosphatidylinositol and phosphatidylserine and displays transacylase activity in vitro; PLB3 has a paralog ; PLB1 ; that arose from the whole genome duplication""",Verified ORF
10401,15,305375,-0.0223521862312709,0.0557549450230035,0.688735915802281,YOL011W,PLB3,SGDID:S000005371,CDS,CDS,"""Phospholipase B (lysophospholipase) involved in lipid metabolism; hydrolyzes phosphatidylinositol and phosphatidylserine and displays transacylase activity in vitro; PLB3 has a paralog ; PLB1 ; that arose from the whole genome duplication""",Verified ORF
10402,15,305436,-0.0223521862312709,0.0557549450230035,0.688735915802281,YOL011W,PLB3,SGDID:S000005371,CDS,CDS,"""Phospholipase B (lysophospholipase) involved in lipid metabolism; hydrolyzes phosphatidylinositol and phosphatidylserine and displays transacylase activity in vitro; PLB3 has a paralog ; PLB1 ; that arose from the whole genome duplication""",Verified ORF
10403,15,305531,-0.0289165582508756,0.0558273547413912,0.60480787567916,YOL011W,PLB3,SGDID:S000005371,CDS,CDS,"""Phospholipase B (lysophospholipase) involved in lipid metabolism; hydrolyzes phosphatidylinositol and phosphatidylserine and displays transacylase activity in vitro; PLB3 has a paralog ; PLB1 ; that arose from the whole genome duplication""",Verified ORF
10404,15,309504,-0.0518263263555368,0.0562873047648802,0.357811708556673,ARS1512,ARS1512,SGDID:S000130135,Other features,Replication,"""Replication origin; identified in multiple array studies ; confirmed by plasmid-based recombinational ARS assay""",ARS
10405,15,309869,-0.0118552500772122,0.0557649490111598,0.831766969852746,ARS1512,ARS1512,SGDID:S000130135,Other features,Replication,"""Replication origin; identified in multiple array studies ; confirmed by plasmid-based recombinational ARS assay""",ARS
10406,15,309954,-0.0111601190596342,0.0560025258306652,0.842159356436664,YOL009C,MDM12,SGDID:S000005369,CDS,CDS,"""Mitochondrial outer membrane protein ; ERMES complex subunit; required for transmission of mitochondria to daughter cells; required for mitophagy; may influence import and assembly of outer membrane beta-barrel proteins; ERMES complex is often co-localized with peroxisomes and with concentrated areas of pyruvate dehydrogenase""",Verified ORF
10407,15,310221,-0.0137513564933399,0.0555282185325429,0.804552085197389,YOL008W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10408,15,310574,-0.0471616460674841,0.0557921264559666,0.398510325039863,YOL008W,COQ10,SGDID:S000005368,CDS,CDS,"""Coenzyme Q (ubiquinone) binding protein; functions in the delivery of Q<sub>6</sub> to its proper location for electron transport during respiration; START domain protein with homologs in bacteria and eukaryotes; respiratory growth defect of the null mutant is functionally complemented by human COQ10A""",Verified ORF
10410,15,311056,-0.0687612013621196,0.0556660014401788,0.217560483208167,YOL009C,MDM12,SGDID:S000005369,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial outer membrane protein ; ERMES complex subunit; required for transmission of mitochondria to daughter cells; required for mitophagy; may influence import and assembly of outer membrane beta-barrel proteins; ERMES complex is often co-localized with peroxisomes and with concentrated areas of pyruvate dehydrogenase""",Verified ORF
10411,15,311337,-0.0540837213994464,0.0559867788641682,0.334701108403568,YOL008W,COQ10,SGDID:S000005368,Close to 3'-UTR,Close to 3'-UTR,"""Coenzyme Q (ubiquinone) binding protein; functions in the delivery of Q<sub>6</sub> to its proper location for electron transport during respiration; START domain protein with homologs in bacteria and eukaryotes; respiratory growth defect of the null mutant is functionally complemented by human COQ10A""",Verified ORF
10412,15,312146,-0.0283667689725781,0.0556218087091515,0.61037462838034,YOL007C,CSI2,SGDID:S000005367,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)- fusion protein localizes to the mother side of the bud neck and the vacuole; YOL007C is not an essential gene""",Verified ORF
10413,15,312151,0.0118542312445306,0.0559258443774274,0.832257931532741,YOL007C,CSI2,SGDID:S000005367,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)- fusion protein localizes to the mother side of the bud neck and the vacuole; YOL007C is not an essential gene""",Verified ORF
10414,15,312245,-0.0173571308972082,0.05564602767321,0.755285175713617,YOL007C,CSI2,SGDID:S000005367,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)- fusion protein localizes to the mother side of the bud neck and the vacuole; YOL007C is not an essential gene""",Verified ORF
10415,15,312534,-0.0559219456536391,0.0558171910224445,0.317089392966778,YOL007C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10418,15,316405,-0.0312549580551223,0.0558486315111772,0.576082012281473,YOL005C,RPB11,SGDID:S000005365,Close to 3'-UTR,Close to 3'-UTR,"""RNA polymerase II subunit B12.5; part of central core; similar to Rpc19p and bacterial alpha subunit""",Verified ORF
10419,15,316670,-0.0382304411592843,0.0563911548400646,0.498246876663445,YOL004W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10420,15,316958,-0.0476992093885237,0.0559575021673804,0.394559823487289,YOL004W,SIN3,SGDID:S000005364,CDS,CDS,"""Component of both the Rpd3S and Rpd3L histone deacetylase complexes; involved in transcriptional repression and activation of diverse processes ; including mating-type switching and meiosis; involved in the maintenance of chromosomal integrity""",Verified ORF
10421,15,317329,-0.0792822611926438,0.0557820459264074,0.156116330729305,YOL004W,SIN3,SGDID:S000005364,CDS,CDS,"""Component of both the Rpd3S and Rpd3L histone deacetylase complexes; involved in transcriptional repression and activation of diverse processes ; including mating-type switching and meiosis; involved in the maintenance of chromosomal integrity""",Verified ORF
10422,15,318509,-0.0586766787447687,0.055702232322292,0.292878637475672,YOL004W,SIN3,SGDID:S000005364,CDS,CDS,"""Component of both the Rpd3S and Rpd3L histone deacetylase complexes; involved in transcriptional repression and activation of diverse processes ; including mating-type switching and meiosis; involved in the maintenance of chromosomal integrity""",Verified ORF
10423,15,322448,-0.0184174419029099,0.0557731486210981,0.741429181828898,YOL003C,PFA4,SGDID:S000005363,CDS,CDS,"""Palmitoyltransferase with autoacylation activity; required for palmitoylation of amino acid permeases containing a C-terminal Phe-Trp-Cys site; required for modification of Chs3p; member of the DHHC family of putative palmitoyltransferases""",Verified ORF
10424,15,329425,-0.0111591023758431,0.0561398042263837,0.842554401866694,YOR002W,ALG6,SGDID:S000005528,CDS,CDS,"""ER-luminal alpha 1,3 glucosyltransferase; involved in transfer of oligosaccharides from dolichyl pyrophosphate to asparagine residues of proteins during N-linked protein glycosylation; C998T transition in human ortholog ALG6 causes carbohydrate-deficient glycoprotein syndrome type-Ic; wild-type human ortholog ALG6 can partially complement yeast alg6 mutant""",Verified ORF
10426,15,334807,0.0178343970493333,0.0557181173748885,0.749095124758297,YOR005C,DNL4,SGDID:S000005531,CDS,CDS,"""DNA ligase required for nonhomologous end-joining (NHEJ); forms stable heterodimer with required cofactor Lif1p ; interacts with Nej1p; involved in meiosis ; not essential for vegetative growth; mutations in human ortholog lead to ligase IV syndrome and Dubowitz syndrome""",Verified ORF
10427,15,338579,0.0121832640424691,0.0557118647715805,0.827023000529748,YOR006C,TSR3,SGDID:S000005532,CDS,CDS,"""Protein required for 20S pre-rRNA processing; involved in processing of the 20S pre-rRNA at site D to generate mature 18S rRNA; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
10428,15,343921,0.0265990247519442,0.0558554626988355,0.634218171276965,YOR008C-A,YOR008C-A,SGDID:S000006431,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; includes a potential transmembrane domain; deletion results in slightly lengthened telomeres; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively""",Uncharacterized ORF
10429,15,346460,0.029783752365776,0.0556021792173627,0.592532254502321,YOR010C,TIR2,SGDID:S000005536,CDS,CDS,"""Putative cell wall mannoprotein; member of the Srp1p/Tip1p family of serine-alanine-rich proteins; transcription is induced by cold shock and anaerobiosis; TIR2 has a paralog ; TIR3 ; that arose from the whole genome duplication""",Verified ORF
10430,15,346467,0.0474108408005468,0.0556690395905765,0.394982739701443,YOR010C,TIR2,SGDID:S000005536,CDS,CDS,"""Putative cell wall mannoprotein; member of the Srp1p/Tip1p family of serine-alanine-rich proteins; transcription is induced by cold shock and anaerobiosis; TIR2 has a paralog ; TIR3 ; that arose from the whole genome duplication""",Verified ORF
10431,15,346509,0.0404538848879751,0.0558332315437668,0.469209008008568,YOR010C,TIR2,SGDID:S000005536,CDS,CDS,"""Putative cell wall mannoprotein; member of the Srp1p/Tip1p family of serine-alanine-rich proteins; transcription is induced by cold shock and anaerobiosis; TIR2 has a paralog ; TIR3 ; that arose from the whole genome duplication""",Verified ORF
10432,15,349540,0.0439184081070576,0.0566346057555712,0.438581479869939,YOR011W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10434,15,350076,0.0773462221602694,0.0561691660050395,0.169377801385912,YOR011W,AUS1,SGDID:S000005537,CDS,CDS,"""Plasma membrane sterol transporter of the ATP-binding cassette family; required ; along with Pdr11p ; for uptake of exogenous sterols and their incorporation into the plasma membrane; activity is stimulated by phosphatidylserine; sterol uptake is required for anaerobic growth because sterol biosynthesis requires oxygen; AUS1 has a paralog ; PDR11 ; that arose from the whole genome duplication""",Verified ORF
10435,15,350753,0.0517693229507476,0.0558588147452585,0.354669413779482,YOR011W,AUS1,SGDID:S000005537,CDS,CDS,"""Plasma membrane sterol transporter of the ATP-binding cassette family; required ; along with Pdr11p ; for uptake of exogenous sterols and their incorporation into the plasma membrane; activity is stimulated by phosphatidylserine; sterol uptake is required for anaerobic growth because sterol biosynthesis requires oxygen; AUS1 has a paralog ; PDR11 ; that arose from the whole genome duplication""",Verified ORF
10436,15,351238,0.0903068852315196,0.055592032270258,0.105170756965763,YOR011W,AUS1,SGDID:S000005537,CDS,CDS,"""Plasma membrane sterol transporter of the ATP-binding cassette family; required ; along with Pdr11p ; for uptake of exogenous sterols and their incorporation into the plasma membrane; activity is stimulated by phosphatidylserine; sterol uptake is required for anaerobic growth because sterol biosynthesis requires oxygen; AUS1 has a paralog ; PDR11 ; that arose from the whole genome duplication""",Verified ORF
10438,15,356056,0.0926764351394433,0.0555074627152301,0.0958808338981926,YOR011W-A,YOR011W-A,SGDID:S000028581,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function""",Uncharacterized ORF
10439,15,357232,0.0926764351394433,0.0555074627152301,0.0958808338981926,YOR014W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10440,15,358094,0.0676659537820512,0.0555502320683723,0.223998024970326,YOR014W,RTS1,SGDID:S000005540,CDS,CDS,"""B-type regulatory subunit of protein phosphatase 2A (PP2A); Rts1p and Cdc55p are alternative regulatory subunits for PP2A catalytic subunits ; Pph21p and Pph22p; PP2A-Rts1p protects cohesin when recruited by Sgo1p to the pericentromere; highly enriched at centromeres in the absence of Cdc55p; required for maintenance of septin ring organization during cytokinesis ; for ring disassembly in G1 and for dephosphorylation of septin ; Shs1p; homolog of the mammalian B' subunit of PP2A""",Verified ORF
10443,15,364136,0.0758386186190117,0.0557185091692641,0.174349447559827,YOR018W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10444,15,366396,0.0648513119541518,0.0559871846566228,0.247514802041934,YOR018W,ROD1,SGDID:S000005544,CDS,CDS,"""Alpha-arrestin involved in ubiquitin-dependent endocytosis; activating dephosphorylation relays glucose signaling to transporter endocytosis; calcineurin dephosphorylation is required for Rsp5p-dependent internalization of agonist-occupied Ste2p ; as part of signal desensitization; recruits Rsp5p to Ste2p via its 2 PPXY motifs; protein abundance increases in response to DNA replication stress; ROD1 has a paralog ; ROG3 ; that arose from the whole genome duplication""",Verified ORF
10445,15,366644,0.0871603101734239,0.0555327706938582,0.117420565624858,YOR018W,ROD1,SGDID:S000005544,CDS,CDS,"""Alpha-arrestin involved in ubiquitin-dependent endocytosis; activating dephosphorylation relays glucose signaling to transporter endocytosis; calcineurin dephosphorylation is required for Rsp5p-dependent internalization of agonist-occupied Ste2p ; as part of signal desensitization; recruits Rsp5p to Ste2p via its 2 PPXY motifs; protein abundance increases in response to DNA replication stress; ROD1 has a paralog ; ROG3 ; that arose from the whole genome duplication""",Verified ORF
10446,15,368091,0.10150172689186,0.0559326943482919,0.0704168351861413,YOR019W,YOR019W,SGDID:S000005545,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; YOR019W has a paralog ; JIP4 ; that arose from the whole genome duplication""",Verified ORF
10447,15,370822,0.0497805659489663,0.0558336618138108,0.373221670134974,YOR020C,HSP10,SGDID:S000005546,CDS,CDS,"""Mitochondrial matrix co-chaperonin; inhibits the ATPase activity of Hsp60p ; a mitochondrial chaperonin; involved in protein folding and sorting in the mitochondria; 10 kD heat shock protein with similarity to E. coli groES""",Verified ORF
10450,15,372209,0.0264781702065158,0.0560901579749663,0.637172454965743,YOR020W-A,MCO10,SGDID:S000028526,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial protein of unknown function; conserved in A. gossypii; authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
10451,15,372217,0.0262694708762448,0.0567352314558623,0.643636305180575,YOR020W-A,MCO10,SGDID:S000028526,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial protein of unknown function; conserved in A. gossypii; authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
10452,15,372714,0.0241839277224632,0.0562705929840687,0.667618524600684,YOR020W-A,MCO10,SGDID:S000028526,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial protein of unknown function; conserved in A. gossypii; authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
