SNP,Chr,Pos,Effect,SE,TPO1_TCB2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
10850,15,789595,-0.0458354067065209,0.153553749278643,0.76549913252528,YOR242C,SSP2,SGDID:S000005768,CDS,CDS,"""Sporulation specific protein that localizes to the spore wall; required for sporulation at a point after meiosis II and during spore wall formation; expression controlled by a tightly regulated middle-meiotic promoter that is activated by Ndt80p; translation of SSP2 mRNA is delayed ; such that the mRNA is present as nuclear divisions are taking place but is not engaged by ribosomes until relatively late in meiotic development""",Verified ORF
10851,15,789672,-0.128326683676206,0.155308343290962,0.40920884621812,YOR242C,SSP2,SGDID:S000005768,CDS,CDS,"""Sporulation specific protein that localizes to the spore wall; required for sporulation at a point after meiosis II and during spore wall formation; expression controlled by a tightly regulated middle-meiotic promoter that is activated by Ndt80p; translation of SSP2 mRNA is delayed ; such that the mRNA is present as nuclear divisions are taking place but is not engaged by ribosomes until relatively late in meiotic development""",Verified ORF
10853,15,791260,-0.0868894331242078,0.153631489448917,0.572045112650849,YOR243C,PUS7,SGDID:S000005769,CDS,CDS,"""Pseudouridine synthase; catalyzes pseudouridylation at positions 35 and 56 in U2 snRNA ; position 50 in 5S rRNA ; position 13 in cytoplasmic tRNAs ; and position 35 in pre-tRNA(Tyr); also pseudouridylates some mRNAs; relocates from nucleus to cytoplasm during heat shock and differentially modifies some mRNAs during heat shock; conserved in archaea ; vertebrates ; and some bacteria""",Verified ORF
10854,15,796798,-0.0966943650781133,0.153389540004104,0.528851016394469,YOR246C,ENV9,SGDID:S000005772,Close to 3'-UTR,Close to 3'-UTR,"""Conserved oxidoreductase involved in lipid droplet morphology; mutant shows defects in CPY processing and vacuolar morphology; required for replication of Brome mosaic virus in S. cerevisiae ; a model system for studying replication of positive-strand RNA viruses in their natural hosts; homologus to human RDH12 linked to Leber Congenital Amaurosis""",Verified ORF
10855,15,797115,-0.0127412857070161,0.15674538565898,0.93526016763063,YOR247W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10856,15,797158,-0.0849950094773973,0.153176361536266,0.579325880327134,YOR247W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10857,15,797268,-0.149622613081091,0.152735461074099,0.327944941440965,YOR247W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10858,15,797335,-0.116082094814055,0.153624495979702,0.450379583822284,YOR247W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10859,15,798213,-0.168595734498437,0.154363823756273,0.275491284028615,YOR247W,SRL1,SGDID:S000005773,CDS,CDS,"""Mannoprotein that exhibits a tight association with the cell wall; required for cell wall stability in the absence of GPI-anchored mannoproteins; has a high serine-threonine content; expression is induced in cell wall mutants; SRL1 has a paralog ; SVS1 ; that arose from the whole genome duplication""",Verified ORF
10860,15,798788,-0.092724874669589,0.153425660785077,0.545990206645006,YOR249C,APC5,SGDID:S000005775,CDS,CDS,"""Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; relative distribution to nuclear foci decreases upon DNA replication stress""",Verified ORF
10861,15,798886,-0.0959554247576305,0.15293949319268,0.530797595558607,YOR249C,APC5,SGDID:S000005775,CDS,CDS,"""Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; relative distribution to nuclear foci decreases upon DNA replication stress""",Verified ORF
10862,15,800526,-0.114840628814869,0.152921904264631,0.453167621533556,YOR249C,APC5,SGDID:S000005775,CDS,CDS,"""Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; relative distribution to nuclear foci decreases upon DNA replication stress""",Verified ORF
10863,15,802678,-0.102303685434511,0.152740225319836,0.503430342155828,YOR251C,TUM1,SGDID:S000005777,CDS,CDS,"""Rhodanese domain sulfur transferase; accepts persulfite from Nfs1p and transfers it to Uba4p in the pathway for 2-thiolation of the wobble uridine base of tRNAs; also stimulates sulfur transfer by Nfs1p; involved in metabolism of sterol esters; may be mitochondrially localized""",Verified ORF
10864,15,803281,-0.132019391787058,0.153302756790948,0.389730215173862,YOR251C,TUM1,SGDID:S000005777,CDS,CDS,"""Rhodanese domain sulfur transferase; accepts persulfite from Nfs1p and transfers it to Uba4p in the pathway for 2-thiolation of the wobble uridine base of tRNAs; also stimulates sulfur transfer by Nfs1p; involved in metabolism of sterol esters; may be mitochondrially localized""",Verified ORF
10865,15,806960,-0.123753048469775,0.153400147826268,0.42036318886147,YOR254C,SEC63,SGDID:S000005780,CDS,CDS,"""Essential subunit of Sec63 complex; with Sec61 complex ; Kar2p/BiP and Lhs1p forms a channel competent for SRP-dependent and post-translational SRP-independent protein targeting and import into the ER; other members are Sec62p ; Sec66p ; and Sec72p""",Verified ORF
10866,15,807285,-0.102090632307136,0.153379634180344,0.506096703502046,YOR255W,OSW1,SGDID:S000005781,CDS,CDS,"""Protein involved in sporulation; required for the construction of the outer spore wall layers; required for proper localization of Spo14p""",Verified ORF
10867,15,808281,-0.086441178925765,0.1539407399499,0.57479775259133,YOR256C,TRE2,SGDID:S000005782,CDS,CDS,"""Transferrin receptor-like protein; functions with Tre1p to regulate ubiquitination and vacuolar degradation of the metal transporter Smf1p; inviability of null mutant in systematic studies is due to proximity to CDC31; TRE2 has a paralog ; TRE1 ; that arose from the whole genome duplication""",Verified ORF
10868,15,808893,-0.0998105190618958,0.154298751253817,0.518139462853156,YOR256C,TRE2,SGDID:S000005782,CDS,CDS,"""Transferrin receptor-like protein; functions with Tre1p to regulate ubiquitination and vacuolar degradation of the metal transporter Smf1p; inviability of null mutant in systematic studies is due to proximity to CDC31; TRE2 has a paralog ; TRE1 ; that arose from the whole genome duplication""",Verified ORF
10869,15,810364,-0.0476126426245155,0.15439659138845,0.757975974271352,YOR256C,TRE2,SGDID:S000005782,CDS,CDS,"""Transferrin receptor-like protein; functions with Tre1p to regulate ubiquitination and vacuolar degradation of the metal transporter Smf1p; inviability of null mutant in systematic studies is due to proximity to CDC31; TRE2 has a paralog ; TRE1 ; that arose from the whole genome duplication""",Verified ORF
10870,15,810448,-0.0192939945668732,0.153538058955317,0.900070530171826,YOR256C,TRE2,SGDID:S000005782,CDS,CDS,"""Transferrin receptor-like protein; functions with Tre1p to regulate ubiquitination and vacuolar degradation of the metal transporter Smf1p; inviability of null mutant in systematic studies is due to proximity to CDC31; TRE2 has a paralog ; TRE1 ; that arose from the whole genome duplication""",Verified ORF
10871,15,811848,-0.188663029682618,0.152981709996932,0.218307140664817,YOR258W,HNT3,SGDID:S000005784,CDS,CDS,"""DNA 5' AMP hydrolase involved in DNA repair; member of the histidine triad (HIT) superfamily of nucleotide-binding proteins; homolog of Aprataxin ; a Hint related protein that is mutated in individuals with ataxia with oculomotor apraxia; relative distribution to nuclear foci decreases upon DNA replication stress""",Verified ORF
10872,15,815715,-0.201341868918391,0.15291164933457,0.188786601997088,YOR260W,GCD1,SGDID:S000005786,CDS,CDS,"""Gamma subunit of the translation initiation factor eIF2B; the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a negative regulator of GCN4 expression""",Verified ORF
10873,15,816215,-0.193508614311688,0.153146925937813,0.207225853895746,YOR261C,RPN8,SGDID:S000005787,CDS,CDS,"""Essential non-ATPase regulatory subunit of the 26S proteasome; has similarity to the human p40 proteasomal subunit and to another S. cerevisiae regulatory subunit ; Rpn11p""",Verified ORF
10874,15,816620,-0.205599994729201,0.153311033920717,0.180761732799456,YOR261C,RPN8,SGDID:S000005787,CDS,CDS,"""Essential non-ATPase regulatory subunit of the 26S proteasome; has similarity to the human p40 proteasomal subunit and to another S. cerevisiae regulatory subunit ; Rpn11p""",Verified ORF
10875,15,816745,-0.18933602229677,0.152750518965307,0.215979554268469,YOR261C,RPN8,SGDID:S000005787,CDS,CDS,"""Essential non-ATPase regulatory subunit of the 26S proteasome; has similarity to the human p40 proteasomal subunit and to another S. cerevisiae regulatory subunit ; Rpn11p""",Verified ORF
10876,15,818536,-0.0558245634844204,0.153238536843245,0.715853265940134,YOR264W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10877,15,819084,-0.0482941209810434,0.154793498953858,0.755231843456906,YOR263C,YOR263C,SGDID:S000005789,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified ORF DES3/YOR264W""",Dubious ORF
10878,15,822096,-0.0452626393297431,0.156295269855863,0.772294591546291,YOR266W,PNT1,SGDID:S000005792,CDS,CDS,"""Mitochondrial integral inner membrane protein; involved in membrane insertion of C-terminus of Cox2p ; interacts genetically and physically with Cox18p; deletion mutant sensitive to the anti-Pneumocystis carinii drug pentamidine""",Verified ORF
10879,15,822156,0.0208741973098856,0.154242926612744,0.89242552956959,YOR266W,PNT1,SGDID:S000005792,CDS,CDS,"""Mitochondrial integral inner membrane protein; involved in membrane insertion of C-terminus of Cox2p ; interacts genetically and physically with Cox18p; deletion mutant sensitive to the anti-Pneumocystis carinii drug pentamidine""",Verified ORF
10880,15,822171,0.0184903062791721,0.154491019790639,0.904800519955609,YOR266W,PNT1,SGDID:S000005792,CDS,CDS,"""Mitochondrial integral inner membrane protein; involved in membrane insertion of C-terminus of Cox2p ; interacts genetically and physically with Cox18p; deletion mutant sensitive to the anti-Pneumocystis carinii drug pentamidine""",Verified ORF
10883,15,822605,-0.0197993880555955,0.155070001201464,0.898474665140434,YOR267C,HRK1,SGDID:S000005793,CDS,CDS,"""Protein kinase; implicated in activation of the plasma membrane H(+)-ATPase Pma1p in response to glucose metabolism; plays a role in ion homeostasis; protein abundance increases in response to DNA replication stress""",Verified ORF
10884,15,822681,-0.0262234236704735,0.153742351521122,0.864661701263837,YOR267C,HRK1,SGDID:S000005793,CDS,CDS,"""Protein kinase; implicated in activation of the plasma membrane H(+)-ATPase Pma1p in response to glucose metabolism; plays a role in ion homeostasis; protein abundance increases in response to DNA replication stress""",Verified ORF
10886,15,823485,-0.0676937125459818,0.153388617522909,0.659250369188008,YOR267C,HRK1,SGDID:S000005793,CDS,CDS,"""Protein kinase; implicated in activation of the plasma membrane H(+)-ATPase Pma1p in response to glucose metabolism; plays a role in ion homeostasis; protein abundance increases in response to DNA replication stress""",Verified ORF
10887,15,823924,-0.0440243195645437,0.154755971891828,0.776212628580308,YOR267C,HRK1,SGDID:S000005793,CDS,CDS,"""Protein kinase; implicated in activation of the plasma membrane H(+)-ATPase Pma1p in response to glucose metabolism; plays a role in ion homeostasis; protein abundance increases in response to DNA replication stress""",Verified ORF
10888,15,824287,-0.0383681936130358,0.155007527115059,0.804646075952845,YOR267C,HRK1,SGDID:S000005793,CDS,CDS,"""Protein kinase; implicated in activation of the plasma membrane H(+)-ATPase Pma1p in response to glucose metabolism; plays a role in ion homeostasis; protein abundance increases in response to DNA replication stress""",Verified ORF
10889,15,824858,-0.0234864435517289,0.153717964202186,0.878651817055038,YOR267C,HRK1,SGDID:S000005793,CDS,CDS,"""Protein kinase; implicated in activation of the plasma membrane H(+)-ATPase Pma1p in response to glucose metabolism; plays a role in ion homeostasis; protein abundance increases in response to DNA replication stress""",Verified ORF
10891,15,825246,-0.0223628902499118,0.15330992426508,0.884109479465707,YOR267C,HRK1,SGDID:S000005793,Close to 3'-UTR,Close to 3'-UTR,"""Protein kinase; implicated in activation of the plasma membrane H(+)-ATPase Pma1p in response to glucose metabolism; plays a role in ion homeostasis; protein abundance increases in response to DNA replication stress""",Verified ORF
10892,15,826538,-0.0108625476316942,0.154259411118375,0.943901312511363,YOR269W,PAC1,SGDID:S000005795,CDS,CDS,"""Regulator of dynein ; involved in intracellular transport; part of the dynein/dynactin pathway; targets dynein to microtubule tips ; which is necessary for sliding of microtubules along bud cortex; serves at interface between dynein's ATPase site and its microtubule binding stalk ; causing individual dynein motors to remain attached to microtubules for long periods; synthetic lethal with bni1; homolog of human LIS1 ; mutations in which cause the severe brain disorder lissencephaly""",Verified ORF
10893,15,829621,-0.0423304886946835,0.15473115178371,0.784571672905566,YOR270C,VPH1,SGDID:S000005796,CDS,CDS,"""Subunit a of the vacuolar-ATPase V0 domain; encodes one of two isoforms ; located in vacuolar V-ATPase complexes while STV1 encodes the second isoform and is located in Golgi and endosomal V-ATPase complexes; interaction with PI(3,5)P2 increases V-ATPase activity and contributes to hyperosmotic stress tolerance; relative distribution to the vacuolar membrane decreases upon DNA replication stress; human homolog ATP6V0A4 implicated in renal tubular acidosis ; can complement yeast null mutant""",Verified ORF
10894,15,830933,-0.0438130179582935,0.153529866505059,0.775527057841151,YOR270C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10896,15,833802,0.0537064029059872,0.155299765122771,0.729680912483073,YOR272W,YTM1,SGDID:S000005798,CDS,CDS,"""Ribosomal assembly factor and 66S pre-ribosomal particle constituent; subunit of the Nop7-subcomplex (PeBoW complex) ; required for an early nucleolar step in pre-60S ribosomal particle maturation; interaction of its ubiquitin-like (UBL) domain with the MIDAS domain in the Rea1p tail triggers release of the subcomplex and possibly other biogenesis factors via cycles of ATP hydrolysis; involved in the processing of 27S pre-rRNA; contains an N-terminal UBL domain and seven C-terminal WD repeats""",Verified ORF
10897,15,834594,-0.0301973423300773,0.154852652210798,0.845499700664721,YOR273C,TPO4,SGDID:S000005799,CDS,CDS,"""Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; recognizes spermine ; putrescine ; and spermidine; localizes to the plasma membrane""",Verified ORF
10898,15,841040,-0.034927286807273,0.153303273735333,0.819909285114604,YOR275C,RIM20,SGDID:S000005801,CDS,CDS,"""Protein involved in proteolytic activation of Rim101p; part of response to alkaline pH; PalA/AIP1/Alix family member; interaction with the ESCRT-III subunit Snf7p suggests a relationship between pH response and multivesicular body formation""",Verified ORF
10899,15,841052,0.0343440605375309,0.153712178310657,0.823329348214775,YOR275C,RIM20,SGDID:S000005801,CDS,CDS,"""Protein involved in proteolytic activation of Rim101p; part of response to alkaline pH; PalA/AIP1/Alix family member; interaction with the ESCRT-III subunit Snf7p suggests a relationship between pH response and multivesicular body formation""",Verified ORF
10900,15,843952,0.0117378751818167,0.153897853700758,0.939247056786541,YOR279C,RFM1,SGDID:S000005805,CDS,CDS,"""Component of the Sum1p-Rfm1p-Hst1p complex; Rfm1p tethers the Hst1p histone deacetylase to the DNA-binding protein Sum1p; complex is involved in transcriptional repression of middle sporulation genes and in initiation of DNA replication""",Verified ORF
10901,15,846356,0.029381405766121,0.155220065933825,0.849975332626479,YOR281C,PLP2,SGDID:S000005807,CDS,CDS,"""Protein that interacts with the CCT complex to stimulate actin folding; has similarity to phosducins; null mutant lethality is complemented by mouse phosducin-like protein MgcPhLP; CCT is short for chaperonin containing TCP-1; essential gene""",Verified ORF
10902,15,846553,-0.0092039815328609,0.155404690446521,0.952805700001789,YOR281C,PLP2,SGDID:S000005807,CDS,CDS,"""Protein that interacts with the CCT complex to stimulate actin folding; has similarity to phosducins; null mutant lethality is complemented by mouse phosducin-like protein MgcPhLP; CCT is short for chaperonin containing TCP-1; essential gene""",Verified ORF
10903,15,846837,0.0115809626537155,0.156432114560104,0.941026955454373,YOR281C,PLP2,SGDID:S000005807,CDS,CDS,"""Protein that interacts with the CCT complex to stimulate actin folding; has similarity to phosducins; null mutant lethality is complemented by mouse phosducin-like protein MgcPhLP; CCT is short for chaperonin containing TCP-1; essential gene""",Verified ORF
10905,15,848974,0.12532139150406,0.155963768696964,0.422209848290018,YOR284W,HUA2,SGDID:S000005810,CDS,CDS,"""Cytoplasmic protein of unknown function; computational analysis of large-scale protein-protein interaction data suggests a possible role in actin patch assembly""",Verified ORF
10906,15,849160,0.0601740206800496,0.156587434338764,0.700999468454224,YOR284W,HUA2,SGDID:S000005810,CDS,CDS,"""Cytoplasmic protein of unknown function; computational analysis of large-scale protein-protein interaction data suggests a possible role in actin patch assembly""",Verified ORF
10907,15,849407,0.156314314351882,0.153583383086792,0.309478889030586,YOR285W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10908,15,849538,0.218520441700761,0.153996128763087,0.156781486482836,YOR285W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10909,15,850586,0.208550585390264,0.154203078038923,0.177099956107796,YOR286W,RDL2,SGDID:S000005812,CDS,CDS,"""Protein with rhodanese activity; contains a rhodanese-like domain similar to Rdl1p ; Uba4p ; Tum1p ; and Ych1p; overexpression causes a cell cycle delay; null mutant displays elevated frequency of mitochondrial genome loss""",Verified ORF
10910,15,852168,0.233061759766238,0.153924544439054,0.130887719148783,YOR288C,MPD1,SGDID:S000005814,CDS,CDS,"""Member of the protein disulfide isomerase (PDI) family; interacts with and inhibits the chaperone activity of Cne1p; MPD1 overexpression in a pdi1 null mutant suppresses defects in Pdi1p functions such as carboxypeptidase Y maturation""",Verified ORF
10911,15,854152,0.203161304648781,0.153715612301077,0.187133980282674,YOR289W,YOR289W,SGDID:S000005815,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; transcription induced by the unfolded protein response; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus""",Uncharacterized ORF
10912,15,859618,0.218362326319729,0.153762708796797,0.15645375397589,YOR290C,SNF2,SGDID:S000005816,CDS,CDS,"""Catalytic subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; contains DNA-stimulated ATPase activity; functions interdependently in transcriptional activation with Snf5p and Snf6p""",Verified ORF
10916,15,861655,0.25444708196318,0.153776431713515,0.0988831251162567,YOR291W,YPK9,SGDID:S000005817,CDS,CDS,"""Vacuolar protein with a possible role in sequestering heavy metals; has similarity to the type V P-type ATPase Spf1p; homolog of human ATP13A2 (PARK9) ; mutations in which are associated with Parkinson disease and Kufor-Rakeb syndrome""",Verified ORF
10917,15,863324,0.21074445639711,0.153148306994704,0.169668949863781,YOR291W,YPK9,SGDID:S000005817,CDS,CDS,"""Vacuolar protein with a possible role in sequestering heavy metals; has similarity to the type V P-type ATPase Spf1p; homolog of human ATP13A2 (PARK9) ; mutations in which are associated with Parkinson disease and Kufor-Rakeb syndrome""",Verified ORF
10918,15,863468,0.0150147680706887,0.153410643395939,0.922088646261095,YOR291W,YPK9,SGDID:S000005817,CDS,CDS,"""Vacuolar protein with a possible role in sequestering heavy metals; has similarity to the type V P-type ATPase Spf1p; homolog of human ATP13A2 (PARK9) ; mutations in which are associated with Parkinson disease and Kufor-Rakeb syndrome""",Verified ORF
10919,15,864150,0.102556725026105,0.154020912479435,0.505933971045751,YOR291W,YPK9,SGDID:S000005817,CDS,CDS,"""Vacuolar protein with a possible role in sequestering heavy metals; has similarity to the type V P-type ATPase Spf1p; homolog of human ATP13A2 (PARK9) ; mutations in which are associated with Parkinson disease and Kufor-Rakeb syndrome""",Verified ORF
10920,15,864445,0.141295793506381,0.154077070069865,0.359744519347008,YOR291W,YPK9,SGDID:S000005817,CDS,CDS,"""Vacuolar protein with a possible role in sequestering heavy metals; has similarity to the type V P-type ATPase Spf1p; homolog of human ATP13A2 (PARK9) ; mutations in which are associated with Parkinson disease and Kufor-Rakeb syndrome""",Verified ORF
10921,15,866884,0.16287699606719,0.153478410291247,0.289307647675554,YOR293W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10922,15,866920,0.146550501234189,0.153068729502181,0.339012402257628,YOR293W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10923,15,867290,0.145477359749181,0.153745930222562,0.344684009725987,YOR292C,YOR292C,SGDID:S000005818,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole; YOR292C is not an essential gene""",Uncharacterized ORF
10925,15,870871,0.127881731508469,0.154597792948327,0.408688254826972,YOR296W,YOR296W,SGDID:S000005822,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; expressed during copper starvation; YOR296W is not an essential gene""",Uncharacterized ORF
10926,15,873261,0.0996223488508051,0.152990714650391,0.515363006472176,YOR296W,YOR296W,SGDID:S000005822,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; expressed during copper starvation; YOR296W is not an essential gene""",Uncharacterized ORF
10927,15,873940,0.104961849227484,0.15272071249472,0.492357757440078,YOR296W,YOR296W,SGDID:S000005822,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; expressed during copper starvation; YOR296W is not an essential gene""",Uncharacterized ORF
10929,15,876222,0.0816041954499364,0.155382619031964,0.599786191468182,YOR298W,MUM3,SGDID:S000005824,CDS,CDS,"""Protein of unknown function involved in outer spore wall organization; has similarity to the tafazzins superfamily of acyltransferases""",Verified ORF
10932,15,880049,0.0720502710914941,0.153204836749696,0.638440277239477,YOR299W,BUD7,SGDID:S000005825,CDS,CDS,"""Member of the ChAPs family (Chs5p-Arf1p-binding proteins); members include Bch1p ; Bch2p ; Bud7p ; and Chs6p; ChAPs family proteins form the exomer complex with Chs5p to mediate export of specific cargo proteins ; including Chs3p ; from the Golgi to the plasma membrane; BUD7 has a paralog ; BCH1 ; that arose from the whole genome duplication""",Verified ORF
10933,15,880507,0.0755290076058791,0.153200090217082,0.622312837122957,YOR299W,BUD7,SGDID:S000005825,CDS,CDS,"""Member of the ChAPs family (Chs5p-Arf1p-binding proteins); members include Bch1p ; Bch2p ; Bud7p ; and Chs6p; ChAPs family proteins form the exomer complex with Chs5p to mediate export of specific cargo proteins ; including Chs3p ; from the Golgi to the plasma membrane; BUD7 has a paralog ; BCH1 ; that arose from the whole genome duplication""",Verified ORF
10934,15,885299,0.059098099576395,0.153220540596549,0.699946668540822,YOR304W,ISW2,SGDID:S000005831,CDS,CDS,"""ATP-dependent DNA translocase involved in chromatin remodeling; ATPase component that ; with Itc1p ; forms a complex required for repression of a-specific genes ; INO1 ; and early meiotic genes during mitotic growth; exhibits basal levels of chromatin binding throughout the genome as well as interacts with sequence-specific factors to accurately position nucleosomes in chromatin; targeted by Ume6p- and Sua7p-dependent DNA looping to many loci genome-wide""",Verified ORF
10935,15,887134,0.0589704373077509,0.156428864370834,0.706415535312984,YOR304W,ISW2,SGDID:S000005831,CDS,CDS,"""ATP-dependent DNA translocase involved in chromatin remodeling; ATPase component that ; with Itc1p ; forms a complex required for repression of a-specific genes ; INO1 ; and early meiotic genes during mitotic growth; exhibits basal levels of chromatin binding throughout the genome as well as interacts with sequence-specific factors to accurately position nucleosomes in chromatin; targeted by Ume6p- and Sua7p-dependent DNA looping to many loci genome-wide""",Verified ORF
10936,15,887279,0.0608863322719736,0.156640914731511,0.69773238080368,YOR304W,ISW2,SGDID:S000005831,CDS,CDS,"""ATP-dependent DNA translocase involved in chromatin remodeling; ATPase component that ; with Itc1p ; forms a complex required for repression of a-specific genes ; INO1 ; and early meiotic genes during mitotic growth; exhibits basal levels of chromatin binding throughout the genome as well as interacts with sequence-specific factors to accurately position nucleosomes in chromatin; targeted by Ume6p- and Sua7p-dependent DNA looping to many loci genome-wide""",Verified ORF
10937,15,888108,0.0729111726969727,0.153696039551409,0.635518345306641,YOR304W,ISW2,SGDID:S000005831,Close to 3'-UTR,Close to 3'-UTR,"""ATP-dependent DNA translocase involved in chromatin remodeling; ATPase component that ; with Itc1p ; forms a complex required for repression of a-specific genes ; INO1 ; and early meiotic genes during mitotic growth; exhibits basal levels of chromatin binding throughout the genome as well as interacts with sequence-specific factors to accurately position nucleosomes in chromatin; targeted by Ume6p- and Sua7p-dependent DNA looping to many loci genome-wide""",Verified ORF
10938,15,888555,0.16264575364617,0.153066313149953,0.288697209848895,YOR304C-A,BIL1,SGDID:S000005830,CDS,CDS,"""Protein that binds Bud6p and has a role in actin cable assembly; involved in the Bnr1p-dependent pathway of cable assembly; localizes to bud tip and bud neck""",Verified ORF
10942,15,892522,0.121341921968608,0.155339411572451,0.435243349399503,YOR307C,SLY41,SGDID:S000005834,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in ER-to-Golgi transport; packaged into COPII vesicles for trafficking between ER and Golgi""",Verified ORF
10944,15,897914,0.121341921968608,0.155339411572451,0.435243349399503,YOR310C,NOP58,SGDID:S000005837,CDS,CDS,"""Protein involved in producing mature rRNAs and snoRNAs; involved in pre-rRNA processing ; 18S rRNA synthesis ; and snoRNA synthesis; component of the small subunit processome complex ; which is required for processing of pre-18S rRNA""",Verified ORF
10945,15,898824,0.201934669193079,0.154407571445504,0.191791217773629,YOR310C,NOP58,SGDID:S000005837,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in producing mature rRNAs and snoRNAs; involved in pre-rRNA processing ; 18S rRNA synthesis ; and snoRNA synthesis; component of the small subunit processome complex ; which is required for processing of pre-18S rRNA""",Verified ORF
10946,15,900083,0.122742458545219,0.153915102112445,0.425715029161991,YOR311C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10947,15,901583,0.14862974973708,0.153354622565098,0.333114032227128,YOR312C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10948,15,903422,0.12052511742752,0.153674731673724,0.433397603605297,YOR313C_NFR/NDR,,,Promoter,Promoter,,Promoter
10950,15,906404,0.113443464524466,0.154145984805462,0.46225094271592,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10951,15,906473,0.0994185541094995,0.155512579001815,0.523045083337013,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10952,15,906721,0.133394694108525,0.153830992505119,0.38644835981529,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10953,15,906722,0.133394694108525,0.153830992505119,0.38644835981529,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10954,15,907032,0.136592414600528,0.154092789702216,0.375989542064876,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10955,15,907053,0.0905081429002935,0.157716313506877,0.566423449956642,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
