SNP,Chr,Pos,Effect,SE,FMP45_MEP1_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
9298,14,61387,-0.135896666410863,0.141776469122137,0.338452786532993,YNL304W,YPT11,SGDID:S000005248,CDS,CDS,"""Rab GTPase; Myo2p-binding protein implicated in mother-to-bud transport of cortical endoplasmic reticulum (ER) ; late Golgi ; and mitochondria during cell division; function is regulated at multiple levels; abundance of active Ypt11p forms is controlled by phosphorylation status and degradation; normally a low-abundance protein whose ER localization is only detected when protein is highly over expressed""",Verified ORF
9299,14,62869,-0.0705962881799163,0.143541005342902,0.623152526564249,YNL302C,RPS19B,SGDID:S000005246,Close to 3'-UTR,Close to 3'-UTR,"""Protein component of the small (40S) ribosomal subunit; required for assembly and maturation of pre-40 S particles; homologous to mammalian ribosomal protein S19 ; no bacterial homolog; mutations in human RPS19 are associated with Diamond Blackfan anemia; RPS19B has a paralog ; RPS19A ; that arose from the whole genome duplication""",Verified ORF
9300,14,62881,-0.0929957866089128,0.143480458514866,0.517314127931523,YNL302C,RPS19B,SGDID:S000005246,Close to 3'-UTR,Close to 3'-UTR,"""Protein component of the small (40S) ribosomal subunit; required for assembly and maturation of pre-40 S particles; homologous to mammalian ribosomal protein S19 ; no bacterial homolog; mutations in human RPS19 are associated with Diamond Blackfan anemia; RPS19B has a paralog ; RPS19A ; that arose from the whole genome duplication""",Verified ORF
9301,14,65203,-0.0650268273871561,0.142206756129323,0.647758560113203,XUT_14F-20,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
9302,14,68188,-0.0540474314601405,0.142057521557663,0.7038316329877,YNL299W,TRF5,SGDID:S000005243,CDS,CDS,"""Non-canonical poly(A) polymerase; involved in nuclear RNA degradation as a component of the TRAMP complex; catalyzes polyadenylation of hypomodified tRNAs ; and snoRNA and rRNA precursors; overlapping but non-redundant functions with Pap2p""",Verified ORF
9303,14,68389,-0.0571995391364626,0.141714408298011,0.686732569252107,YNL299W,TRF5,SGDID:S000005243,CDS,CDS,"""Non-canonical poly(A) polymerase; involved in nuclear RNA degradation as a component of the TRAMP complex; catalyzes polyadenylation of hypomodified tRNAs ; and snoRNA and rRNA precursors; overlapping but non-redundant functions with Pap2p""",Verified ORF
9304,14,69768,0.0172325945216701,0.142278647926314,0.903665988145704,YNL298W,CLA4,SGDID:S000005242,CDS,CDS,"""Cdc42p-activated signal transducing kinase; member of the PAK (p21-activated kinase) family ; along with Ste20p and Skm1p; involved in septin ring assembly ; vacuole inheritance ; cytokinesis ; sterol uptake regulation; phosphorylates Cdc3p and Cdc10p; CLA4 has a paralog ; SKM1 ; that arose from the whole genome duplication""",Verified ORF
9305,14,77145,-0.0776434190212018,0.141421739336788,0.583338558174124,YNL295W,MRX6,SGDID:S000005239,CDS,CDS,"""Mitochondrial ribosome-associated protein; regulates mitochondrial DNA copy number and the size and distribution of mtDNA nucleoids; subunit of a complex containing Pet20p ; Mam33p ; and Pim1p that may regulate mtDNA replication; member of the PET20 domain-containing protein family; forms foci that partially co-localize with mtDNA""",Uncharacterized ORF
9306,14,78487,0.119442958542636,0.141370335929885,0.398742252702437,YNL295W,MRX6,SGDID:S000005239,CDS,CDS,"""Mitochondrial ribosome-associated protein; regulates mitochondrial DNA copy number and the size and distribution of mtDNA nucleoids; subunit of a complex containing Pet20p ; Mam33p ; and Pim1p that may regulate mtDNA replication; member of the PET20 domain-containing protein family; forms foci that partially co-localize with mtDNA""",Uncharacterized ORF
9307,14,78583,0.139774050411095,0.141907521922758,0.325315503738265,YNL295W,MRX6,SGDID:S000005239,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial ribosome-associated protein; regulates mitochondrial DNA copy number and the size and distribution of mtDNA nucleoids; subunit of a complex containing Pet20p ; Mam33p ; and Pim1p that may regulate mtDNA replication; member of the PET20 domain-containing protein family; forms foci that partially co-localize with mtDNA""",Uncharacterized ORF
9308,14,80906,0.117706509455066,0.141423421667173,0.405803149981369,YNL293W,MSB3,SGDID:S000005237,CDS,CDS,"""Rab GTPase-activating protein; regulates endocytosis via inactivation of Vps21p at endosomes and vacuole fusion via inactivation of Ypt7p at vacuoles; also acts on Ypt52p and Sec4p; localizes to plasma membrane ; sites of polarized growth; relocalizes from bud neck to cytoplasm upon DNA replication stress; similar to TBC-domain Tre2 oncogene; MSB3 has a paralog ; MSB4 ; that arose from the whole genome duplication; human homolog USP6NL can complement yeast msb3 msb4 double null""",Verified ORF
9310,14,85056,0.0679385733348854,0.142245815147332,0.633220658563785,YNL291C,MID1,SGDID:S000005235,CDS,CDS,"""Stretch-activated Ca2+-permeable cation channel; required for Ca2+ influx stimulated by mating pheromones and some abiotic stresses; sensor of compressive mechanical stress; N-glycosylated membrane protein of the ER and plasma membrane; interacts with Cch1p; oligomerizes; is an alpha2/delta-like protein and participates in the generation of stretch-activated Ca2+-permeable cation channel activity when expressed in mammalian cells""",Verified ORF
9311,14,89377,0.0392074642522192,0.14521626694335,0.787322939006785,YNL289W,PCL1,SGDID:S000005233,Close to 3'-UTR,Close to 3'-UTR,"""Cyclin ; interacts with cyclin-dependent kinase Pho85p; member of the Pcl1,2-like subfamily ; involved in the regulation of polarized growth and morphogenesis and progression through the cell cycle; is ubiquitinated by Dma1p; phosphorylation by Pho85p targets it for degradation; localizes to sites of polarized cell growth""",Verified ORF
9312,14,89596,0.0039797584107924,0.142394506815194,0.97771876476806,ARS1407,ARS1407,SGDID:S000118384,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
9314,14,90137,0.0307972905153628,0.143124497836166,0.829752549340623,YNL288W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9315,14,92476,0.107727617717713,0.142061035821417,0.448765867047826,YNL287W,SEC21,SGDID:S000005231,CDS,CDS,"""Gamma subunit of coatomer; coatomer is a heptameric protein complex that together with Arf1p forms the COPI coat; involved in ER to Golgi transport of selective cargo""",Verified ORF
9316,14,94507,0.119508686391766,0.142028702107743,0.400670915515096,YNL287W,SEC21,SGDID:S000005231,CDS,CDS,"""Gamma subunit of coatomer; coatomer is a heptameric protein complex that together with Arf1p forms the COPI coat; involved in ER to Golgi transport of selective cargo""",Verified ORF
9317,14,95295,0.154866980499905,0.144564848014995,0.284783040923728,YNL286W,CUS2,SGDID:S000005230,CDS,CDS,"""Putative checkpoint factor in transcription; binds to U2 snRNA and Prp11p; regulates toggling of the U2 snRNA stem II region between different structures; contains two RNA recognition motifs (RRMs)""",Verified ORF
9319,14,102695,0.0889034441003933,0.144722311943131,0.539410406050922,YNLCsigma1,YNLCsigma1,SGDID:S000007133,Other features,LTR,"""Ty3 LTR""",reverse complement
9320,14,104450,0.139722171458699,0.143764986228463,0.33177621663886,CUT315,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
9321,14,104676,0.212679907685989,0.144011493401003,0.140613840753932,XUT_14F-37,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
9322,14,104774,0.124007127495777,0.144308383689675,0.390746982287826,tT(AGU)N1_NFR/NDR,,,Promoter,Promoter,,Promoter
9323,14,106690,0.100560407114289,0.142988930952934,0.482348542332055,YNL283C,WSC2,SGDID:S000005227,CDS,CDS,"""Sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway; involved in maintenance of cell wall integrity and recovery from heat shock; required for the arrest of secretion response; WSC2 has a paralog ; WSC3 ; that arose from the whole genome duplication""",Verified ORF
9324,14,106712,0.138748030617538,0.14408491682715,0.336226708245985,YNL283C,WSC2,SGDID:S000005227,Close to 3'-UTR,Close to 3'-UTR,"""Sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway; involved in maintenance of cell wall integrity and recovery from heat shock; required for the arrest of secretion response; WSC2 has a paralog ; WSC3 ; that arose from the whole genome duplication""",Verified ORF
9325,14,106737,0.0953477508246841,0.144497968935229,0.509776977744247,YNL283C,WSC2,SGDID:S000005227,Close to 3'-UTR,Close to 3'-UTR,"""Sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway; involved in maintenance of cell wall integrity and recovery from heat shock; required for the arrest of secretion response; WSC2 has a paralog ; WSC3 ; that arose from the whole genome duplication""",Verified ORF
9326,14,106801,0.0702102580328156,0.143764991800367,0.625592252967187,YNL283C,WSC2,SGDID:S000005227,Close to 3'-UTR,Close to 3'-UTR,"""Sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway; involved in maintenance of cell wall integrity and recovery from heat shock; required for the arrest of secretion response; WSC2 has a paralog ; WSC3 ; that arose from the whole genome duplication""",Verified ORF
9327,14,106872,0.103196678169725,0.143048021728232,0.471133092405775,YNL283C,WSC2,SGDID:S000005227,Close to 3'-UTR,Close to 3'-UTR,"""Sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway; involved in maintenance of cell wall integrity and recovery from heat shock; required for the arrest of secretion response; WSC2 has a paralog ; WSC3 ; that arose from the whole genome duplication""",Verified ORF
9328,14,107060,0.0559785530788509,0.142884885337998,0.695461763581731,YNL283C,WSC2,SGDID:S000005227,Close to 3'-UTR,Close to 3'-UTR,"""Sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway; involved in maintenance of cell wall integrity and recovery from heat shock; required for the arrest of secretion response; WSC2 has a paralog ; WSC3 ; that arose from the whole genome duplication""",Verified ORF
9329,14,107253,0.032168236643846,0.142786809053544,0.821885153645211,YNL283C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9330,14,107791,0.101472194339577,0.141942340154023,0.475153727142965,YNL282W,POP3,SGDID:S000005226,CDS,CDS,"""Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA ; while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs; relocalizes to the cytosol in response to hypoxia""",Verified ORF
9331,14,109033,0.0863248591663123,0.142096803768209,0.543904832069049,YNL282W,POP3,SGDID:S000005226,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA ; while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs; relocalizes to the cytosol in response to hypoxia""",Verified ORF
9332,14,109881,0.0491556308311875,0.142958430167469,0.731167104343783,YNL280C,ERG24,SGDID:S000005224,CDS,CDS,"""C-14 sterol reductase; acts in ergosterol biosynthesis; mutants accumulate the abnormal sterol ignosterol (ergosta-8,14 dienol) ; and are viable under anaerobic growth conditions but inviable on rich medium under aerobic conditions""",Verified ORF
9334,14,111897,0.0875960107105483,0.142094600012837,0.537986570754907,YNL279W,PRM1,SGDID:S000005223,CDS,CDS,"""Pheromone-regulated multispanning membrane protein; involved in membrane fusion during mating; predicted to have 5 transmembrane segments and a coiled coil domain; localizes to the shmoo tip; regulated by Ste12p""",Verified ORF
9335,14,112698,0.11060015633569,0.141923021770731,0.436327030132748,YNL279W,PRM1,SGDID:S000005223,CDS,CDS,"""Pheromone-regulated multispanning membrane protein; involved in membrane fusion during mating; predicted to have 5 transmembrane segments and a coiled coil domain; localizes to the shmoo tip; regulated by Ste12p""",Verified ORF
9336,14,114147,0.130881402153412,0.142335360890452,0.358447184577114,YNL278W,CAF120,SGDID:S000005222,CDS,CDS,"""Part of the CCR4-NOT transcriptional regulatory complex; involved in controlling mRNA initiation ; elongation ; and degradation; contains a PH-like domain; CAF120 has a paralog ; SKG3 ; that arose from the whole genome duplication""",Verified ORF
9337,14,116086,0.0314459228076479,0.142650463518525,0.825655633713492,YNL278W,CAF120,SGDID:S000005222,CDS,CDS,"""Part of the CCR4-NOT transcriptional regulatory complex; involved in controlling mRNA initiation ; elongation ; and degradation; contains a PH-like domain; CAF120 has a paralog ; SKG3 ; that arose from the whole genome duplication""",Verified ORF
9338,14,119960,0.107792541526424,0.142176058992188,0.448859628438541,YNL275W,BOR1,SGDID:S000005219,CDS,CDS,"""Boron efflux transporter of the plasma membrane; binds HCO3- ; I- ; Br- ; NO3- and Cl-; has similarity to the characterized boron efflux transporter A. thaliana BOR1""",Verified ORF
9339,14,122856,0.0869552126055506,0.142433956691539,0.54192682545002,YNL273W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9340,14,124634,0.111271140233646,0.142117622791038,0.434180803995774,YNL273W,TOF1,SGDID:S000005217,CDS,CDS,"""Subunit of a replication-pausing checkpoint complex; Tof1p-Mrc1p-Csm3p acts at the stalled replication fork to promote sister chromatid cohesion after DNA damage ; facilitating gap repair of damaged DNA; interacts with the MCM helicase; relocalizes to the cytosol in response to hypoxia""",Verified ORF
9343,14,127328,0.0885794411142753,0.141910610022133,0.532904801715737,YNL272C,SEC2,SGDID:S000005216,CDS,CDS,"""Guanyl-nucleotide exchange factor for the small G-protein Sec4p; essential for post-Golgi vesicle transport and for autophagy; associates with the exocyst ; via exocyst subunit Sec15p ; on secretory vesicles""",Verified ORF
9345,14,129960,0.133548694391682,0.142805577385932,0.350335646586332,YNL271C,BNI1,SGDID:S000005215,CDS,CDS,"""Formin; polarisome component; nucleates the formation of linear actin filaments ; involved in cell processes such as budding and mitotic spindle orientation which require the formation of polarized actin cables; recruited to the division site in a Glc7p/Ref2p dependent manner following release of Bnr1p; functionally redundant with BNR1""",Verified ORF
9346,14,134935,0.0840494345219056,0.143194113066373,0.557604750033259,YNL271C,BNI1,SGDID:S000005215,CDS,CDS,"""Formin; polarisome component; nucleates the formation of linear actin filaments ; involved in cell processes such as budding and mitotic spindle orientation which require the formation of polarized actin cables; recruited to the division site in a Glc7p/Ref2p dependent manner following release of Bnr1p; functionally redundant with BNR1""",Verified ORF
9347,14,137678,0.0969544751120699,0.142019921814633,0.49525542585928,YNL270C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9348,14,138308,0.0974909680808438,0.142154195546133,0.493282203103701,YNL270C,ALP1,SGDID:S000005214,Close to 3'-UTR,Close to 3'-UTR,"""Arginine transporter; expression is normally very low and it is unclear what conditions would induce significant expression; ALP1 has a paralog ; CAN1 ; that arose from the whole genome duplication""",Verified ORF
9349,14,138448,0.0683403561714728,0.143935814770625,0.63522496459653,YNL270C,ALP1,SGDID:S000005214,Close to 3'-UTR,Close to 3'-UTR,"""Arginine transporter; expression is normally very low and it is unclear what conditions would induce significant expression; ALP1 has a paralog ; CAN1 ; that arose from the whole genome duplication""",Verified ORF
9351,14,141579,-0.0497165506006768,0.14255611090044,0.727484356458049,YNL267W,PIK1,SGDID:S000005211,CDS,CDS,"""Phosphatidylinositol 4-kinase; catalyzes the first step in the biosynthesis of phosphatidylinositol-4,5-biphosphate; may control cytokinesis through the actin cytoskeleton; required for autophagosome formation during autophagy and for lipophagy in both stationary phase cells and during nitrogen starvation; may control nonselective autophagy and mitophagy through trafficking of Atg9p; localizes to the nucleus and to the trans-Golgi network""",Verified ORF
9352,14,141962,0.0087597053157291,0.141892838227486,0.950809080934718,YNL267W,PIK1,SGDID:S000005211,CDS,CDS,"""Phosphatidylinositol 4-kinase; catalyzes the first step in the biosynthesis of phosphatidylinositol-4,5-biphosphate; may control cytokinesis through the actin cytoskeleton; required for autophagosome formation during autophagy and for lipophagy in both stationary phase cells and during nitrogen starvation; may control nonselective autophagy and mitophagy through trafficking of Atg9p; localizes to the nucleus and to the trans-Golgi network""",Verified ORF
9353,14,142083,-0.0384830208459303,0.142298493482889,0.78698081028185,YNL267W,PIK1,SGDID:S000005211,CDS,CDS,"""Phosphatidylinositol 4-kinase; catalyzes the first step in the biosynthesis of phosphatidylinositol-4,5-biphosphate; may control cytokinesis through the actin cytoskeleton; required for autophagosome formation during autophagy and for lipophagy in both stationary phase cells and during nitrogen starvation; may control nonselective autophagy and mitophagy through trafficking of Atg9p; localizes to the nucleus and to the trans-Golgi network""",Verified ORF
9354,14,145164,-0.0843284259879407,0.143363495614715,0.556764746849247,YNL266W,YNL266W,SGDID:S000005210,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified ORF IST1/YNL265C""",Dubious ORF
9355,14,151127,0.0004356429006213,0.142313232046472,0.997559284457249,YNL262W,POL2,SGDID:S000005206,CDS,CDS,"""Catalytic subunit of DNA polymerase (II) epsilon; a chromosomal DNA replication polymerase that exhibits processivity and proofreading exonuclease activity; participates in leading-strand synthesis during DNA replication; also involved in DNA synthesis during DNA repair; interacts extensively with Mrc1p""",Verified ORF
9356,14,151394,-0.0051156389770309,0.143061250717974,0.971495229335708,YNL262W,POL2,SGDID:S000005206,CDS,CDS,"""Catalytic subunit of DNA polymerase (II) epsilon; a chromosomal DNA replication polymerase that exhibits processivity and proofreading exonuclease activity; participates in leading-strand synthesis during DNA replication; also involved in DNA synthesis during DNA repair; interacts extensively with Mrc1p""",Verified ORF
9357,14,156985,0.0294354289231045,0.143840015495183,0.837971296634804,YNL261W,ORC5,SGDID:S000005205,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the origin recognition complex (ORC); ORC directs DNA replication by binding to replication origins and is also involved in transcriptional silencing""",Verified ORF
9358,14,158956,0.0305425310267862,0.141982964861879,0.829802623453038,YNL258C,DSL1,SGDID:S000005202,CDS,CDS,"""Peripheral membrane protein needed for Golgi-to-ER retrograde traffic; mediates Sey1p-independent homotypic ER fusion; forms Dsl1 tethering complex with Sec39p and Tip20p that forms a stable complex with ER SNAREs Sec20p ; Ufe1p and Use1p and is functionally conserved from yeast to mammalian cells; component of the ER target site that interacts with coatomer; interacts with different subunits of COPI vesicle coat; interacts with Cin5p; homolog of fly and human ZW10 gene""",Verified ORF
9359,14,159230,-0.0102273683592383,0.141746060699504,0.942521208375649,YNL258C,DSL1,SGDID:S000005202,CDS,CDS,"""Peripheral membrane protein needed for Golgi-to-ER retrograde traffic; mediates Sey1p-independent homotypic ER fusion; forms Dsl1 tethering complex with Sec39p and Tip20p that forms a stable complex with ER SNAREs Sec20p ; Ufe1p and Use1p and is functionally conserved from yeast to mammalian cells; component of the ER target site that interacts with coatomer; interacts with different subunits of COPI vesicle coat; interacts with Cin5p; homolog of fly and human ZW10 gene""",Verified ORF
9360,14,159352,0.0175557739719142,0.144584037892642,0.903425382441406,YNL258C,DSL1,SGDID:S000005202,CDS,CDS,"""Peripheral membrane protein needed for Golgi-to-ER retrograde traffic; mediates Sey1p-independent homotypic ER fusion; forms Dsl1 tethering complex with Sec39p and Tip20p that forms a stable complex with ER SNAREs Sec20p ; Ufe1p and Use1p and is functionally conserved from yeast to mammalian cells; component of the ER target site that interacts with coatomer; interacts with different subunits of COPI vesicle coat; interacts with Cin5p; homolog of fly and human ZW10 gene""",Verified ORF
9361,14,162311,0.0383149388923307,0.143232168188847,0.789238643271001,YNL257C,SIP3,SGDID:S000005201,CDS,CDS,"""Putative sterol transfer protein; has a probable role in retrograde transport of sterols from the plasma membrane to the ER; co-localizes to puncta in the cortical ER with Ysp2p; contains GRAM ; StART-like (VASt) and two PH-like domains; one of 6 StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes; previously identified as a transcription cofactor that interacts with DNA-bound Snf1p""",Verified ORF
9362,14,163967,0.0822437150448642,0.141742098678025,0.56212639567047,YNL257C,SIP3,SGDID:S000005201,CDS,CDS,"""Putative sterol transfer protein; has a probable role in retrograde transport of sterols from the plasma membrane to the ER; co-localizes to puncta in the cortical ER with Ysp2p; contains GRAM ; StART-like (VASt) and two PH-like domains; one of 6 StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes; previously identified as a transcription cofactor that interacts with DNA-bound Snf1p""",Verified ORF
9363,14,165144,0.0240101908071393,0.142022451096879,0.865846970357323,YNL256W,FOL1,SGDID:S000005200,CDS,CDS,"""Multifunctional enzyme of the folic acid biosynthesis pathway; has dihydropteroate synthetase ; dihydro-6-hydroxymethylpterin pyrophosphokinase ; and dihydroneopterin aldolase activities""",Verified ORF
9364,14,166587,0.0371641523060885,0.14173330364963,0.793311062838835,YNL256W,FOL1,SGDID:S000005200,CDS,CDS,"""Multifunctional enzyme of the folic acid biosynthesis pathway; has dihydropteroate synthetase ; dihydro-6-hydroxymethylpterin pyrophosphokinase ; and dihydroneopterin aldolase activities""",Verified ORF
9365,14,168984,0.0274449972958781,0.142573184884003,0.847463135013234,XUT_14F-55,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
9366,14,169290,-0.0031846732127387,0.14236287945911,0.982165362923219,XUT_14F-55,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
9367,14,169452,0.0429383351590696,0.142778784570381,0.763794918617502,XUT_14F-55,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
9368,14,169938,0.0333045486716186,0.142826045943679,0.815754770888541,YNL253W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9369,14,170778,0.0524444360897698,0.142000768218809,0.712106920147415,YNL253W,TEX1,SGDID:S000005197,CDS,CDS,"""Protein involved in mRNA export; component of the transcription export (TREX) complex""",Verified ORF
9370,14,171537,0.0591155142677509,0.142580059224889,0.67867723869551,YNL252C,MRPL17,SGDID:S000005196,CDS,CDS,"""Mitochondrial ribosomal protein of the large subunit""",Verified ORF
9372,14,175164,0.115064055696581,0.142613154145633,0.420309774670069,CUT320,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
9373,14,175169,0.11097796062944,0.142452577618817,0.436471044917188,CUT320,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
9377,14,180459,0.0880051160405308,0.142370863561059,0.536881708357964,YNL249C,MPA43,SGDID:S000005193,CDS,CDS,"""Protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
9380,14,182297,0.114939671953829,0.142385710898308,0.420070868597605,YNL248C,RPA49,SGDID:S000005192,CDS,CDS,"""RNA polymerase I subunit A49; essential for nucleolar assembly and for high polymerase loading rate; required for nucleolar localization of Rpa34p""",Verified ORF
9381,14,183272,0.0499638460788217,0.145023482406411,0.730658571595729,YNL247W,CRS1,SGDID:S000005191,CDS,CDS,"""Cysteinyl-tRNA synthetase; CRS1 has two in-frame start codons resulting in a shorter isoform that is retained in the cytosol and a longer form that is mitochondrial; may interact with ribosomes ; based on co-purification experiments; human gene CARS allows growth of the yeast haploid null mutant after sporulation of a heterozygous diploid""",Verified ORF
9382,14,184703,0.109291352787661,0.142156993922728,0.44252169639463,YNL247W,CRS1,SGDID:S000005191,CDS,CDS,"""Cysteinyl-tRNA synthetase; CRS1 has two in-frame start codons resulting in a shorter isoform that is retained in the cytosol and a longer form that is mitochondrial; may interact with ribosomes ; based on co-purification experiments; human gene CARS allows growth of the yeast haploid null mutant after sporulation of a heterozygous diploid""",Verified ORF
9383,14,184811,0.0568166951753107,0.142712554489146,0.690782541855096,YNL247W,CRS1,SGDID:S000005191,CDS,CDS,"""Cysteinyl-tRNA synthetase; CRS1 has two in-frame start codons resulting in a shorter isoform that is retained in the cytosol and a longer form that is mitochondrial; may interact with ribosomes ; based on co-purification experiments; human gene CARS allows growth of the yeast haploid null mutant after sporulation of a heterozygous diploid""",Verified ORF
9385,14,185411,0.120376695110054,0.143191079706662,0.401100918274057,YNL246W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9386,14,185846,0.138941229510444,0.14174452864099,0.327647427675234,YNL247W,CRS1,SGDID:S000005191,Close to 3'-UTR,Close to 3'-UTR,"""Cysteinyl-tRNA synthetase; CRS1 has two in-frame start codons resulting in a shorter isoform that is retained in the cytosol and a longer form that is mitochondrial; may interact with ribosomes ; based on co-purification experiments; human gene CARS allows growth of the yeast haploid null mutant after sporulation of a heterozygous diploid""",Verified ORF
9387,14,186061,0.185537397362304,0.141530470509997,0.190731532361488,YNL247W,CRS1,SGDID:S000005191,Close to 3'-UTR,Close to 3'-UTR,"""Cysteinyl-tRNA synthetase; CRS1 has two in-frame start codons resulting in a shorter isoform that is retained in the cytosol and a longer form that is mitochondrial; may interact with ribosomes ; based on co-purification experiments; human gene CARS allows growth of the yeast haploid null mutant after sporulation of a heterozygous diploid""",Verified ORF
9388,14,186675,0.207658736153197,0.142292040538598,0.145348716679753,YNL245C,CWC25,SGDID:S000005189,CDS,CDS,"""Splicing factor required for the first step of pre-mRNA splicing; binding to the spliceosome requires Prp2p and Yju2p; heat-stable protein; has similarity to S. pombe Cwf25p""",Verified ORF
9389,14,187156,0.102255680762819,0.142343886371506,0.473003926851858,YNL246W,VPS75,SGDID:S000005190,Close to 3'-UTR,Close to 3'-UTR,"""NAP family histone chaperone; binds to histones and Rtt109p ; stimulating histone acetyltransferase activity; possesses nucleosome assembly activity in vitro; proposed role in vacuolar protein sorting and in double-strand break repair; protein abundance increases in response to DNA replication stress; relocalizes to the cytosol in response to hypoxia""",Verified ORF
9391,14,187740,0.0925547370781022,0.142206469818238,0.515568297394953,YNL244C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9392,14,189103,0.246144088832656,0.142314205877061,0.084579134023078,YNL243W,SLA2,SGDID:S000005187,CDS,CDS,"""Adaptor protein that links actin to clathrin and endocytosis; involved in membrane cytoskeleton assembly and cell polarization; present in the actin cortical patch of the emerging bud tip; dimer in vivo""",Verified ORF
9393,14,189310,0.1959001511163,0.141788207289676,0.167956297505817,YNL243W,SLA2,SGDID:S000005187,CDS,CDS,"""Adaptor protein that links actin to clathrin and endocytosis; involved in membrane cytoskeleton assembly and cell polarization; present in the actin cortical patch of the emerging bud tip; dimer in vivo""",Verified ORF
9394,14,189723,0.215336377283344,0.142452192448757,0.131520243126461,YNL243W,SLA2,SGDID:S000005187,CDS,CDS,"""Adaptor protein that links actin to clathrin and endocytosis; involved in membrane cytoskeleton assembly and cell polarization; present in the actin cortical patch of the emerging bud tip; dimer in vivo""",Verified ORF
9395,14,190174,0.243836703652565,0.141964828089228,0.0867492867649035,YNL243W,SLA2,SGDID:S000005187,CDS,CDS,"""Adaptor protein that links actin to clathrin and endocytosis; involved in membrane cytoskeleton assembly and cell polarization; present in the actin cortical patch of the emerging bud tip; dimer in vivo""",Verified ORF
9396,14,190876,0.265107695624539,0.141939027994308,0.0626242894840778,YNL243W,SLA2,SGDID:S000005187,CDS,CDS,"""Adaptor protein that links actin to clathrin and endocytosis; involved in membrane cytoskeleton assembly and cell polarization; present in the actin cortical patch of the emerging bud tip; dimer in vivo""",Verified ORF
9397,14,193564,0.117387956534444,0.142837765657098,0.411729994286558,YNL242W,ATG2,SGDID:S000005186,CDS,CDS,"""Peripheral membrane protein required for autophagic vesicle formation; also required for vesicle formation during pexophagy and the cytoplasm-to-vaucole targeting (Cvt) pathway; involved in Atg9p cycling between the phagophore assembly site and mitochondria; contains an APT1 domain that binds phosphatidylinositol-3-phosphate; essential for cell cycle progression from G2/M to G1 under nitrogen starvation; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
9398,14,193668,0.10580748184071,0.143023054994401,0.459917194409039,YNL242W,ATG2,SGDID:S000005186,CDS,CDS,"""Peripheral membrane protein required for autophagic vesicle formation; also required for vesicle formation during pexophagy and the cytoplasm-to-vaucole targeting (Cvt) pathway; involved in Atg9p cycling between the phagophore assembly site and mitochondria; contains an APT1 domain that binds phosphatidylinositol-3-phosphate; essential for cell cycle progression from G2/M to G1 under nitrogen starvation; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
9399,14,194053,0.151338902386001,0.145042606073177,0.297472477144267,YNL242W,ATG2,SGDID:S000005186,CDS,CDS,"""Peripheral membrane protein required for autophagic vesicle formation; also required for vesicle formation during pexophagy and the cytoplasm-to-vaucole targeting (Cvt) pathway; involved in Atg9p cycling between the phagophore assembly site and mitochondria; contains an APT1 domain that binds phosphatidylinositol-3-phosphate; essential for cell cycle progression from G2/M to G1 under nitrogen starvation; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
