SNP,Chr,Pos,Effect,SE,RET2_SNA3_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
11242,16,128319,0.104662657234393,0.0641295351207853,0.103560500618826,YPL224C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11243,16,128822,0.10375029805393,0.0641154752590569,0.106517214870064,YPL223C,GRE1,SGDID:S000006144,CDS,CDS,"""Hydrophilin essential in desiccation-rehydration process; stress induced (osmotic ; ionic ; oxidative ; heat shock and heavy metals); regulated by the HOG pathway; GRE1 has a paralog ; SIP18 ; that arose from the whole genome duplication""",Verified ORF
11244,16,129358,0.0872638332098257,0.0644823043064728,0.176826123953216,YPL223C,GRE1,SGDID:S000006144,Close to 3'-UTR,Close to 3'-UTR,"""Hydrophilin essential in desiccation-rehydration process; stress induced (osmotic ; ionic ; oxidative ; heat shock and heavy metals); regulated by the HOG pathway; GRE1 has a paralog ; SIP18 ; that arose from the whole genome duplication""",Verified ORF
11246,16,132814,0.100859939268454,0.0646767863254151,0.119786964178112,YPL221W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11247,16,136628,0.0559038961128345,0.064387414782841,0.38585142278839,YPL219W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11248,16,136917,0.070096445681229,0.0649690279036093,0.281359630968312,YPL219W,PCL8,SGDID:S000006140,CDS,CDS,"""Cyclin; interacts with Pho85p cyclin-dependent kinase (Cdk) to phosphorylate and regulate glycogen synthase ; also activates Pho85p for Glc8p phosphorylation; PCL8 has a paralog ; PCL10 ; that arose from the whole genome duplication""",Verified ORF
11251,16,143053,0.0383795097626169,0.0643103011312824,0.551032581547306,YPL217C,BMS1,SGDID:S000006138,CDS,CDS,"""GTPase required for ribosomal subunit synthesis and rRNA processing; required for synthesis of 40S ribosomal subunits and for processing the 35S pre-rRNA at sites A0 ; A1 ; and A2; interacts with Rcl1p ; which stimulates its GTPase and U3 snoRNA binding activities; has similarity to Tsr1p""",Verified ORF
11252,16,143870,0.0412426299665818,0.0645047386813092,0.52299457599617,YPL216W,YPL216W,SGDID:S000006137,CDS,CDS,"""Putative protein of unknown function; not an essential gene; YPL216W has a paralog ; ITC1 ; that arose from the whole genome duplication""",Uncharacterized ORF
11253,16,145251,0.0448275293052551,0.064974366987771,0.490693806424242,YPL216W,YPL216W,SGDID:S000006137,CDS,CDS,"""Putative protein of unknown function; not an essential gene; YPL216W has a paralog ; ITC1 ; that arose from the whole genome duplication""",Uncharacterized ORF
11254,16,145367,0.0368008731051096,0.0650884251283128,0.572162179855287,YPL216W,YPL216W,SGDID:S000006137,CDS,CDS,"""Putative protein of unknown function; not an essential gene; YPL216W has a paralog ; ITC1 ; that arose from the whole genome duplication""",Uncharacterized ORF
11255,16,145806,0.0403195013440182,0.0646994772954792,0.53356783499492,YPL216W,YPL216W,SGDID:S000006137,CDS,CDS,"""Putative protein of unknown function; not an essential gene; YPL216W has a paralog ; ITC1 ; that arose from the whole genome duplication""",Uncharacterized ORF
11256,16,145918,0.0493262323132685,0.0648559184065086,0.447433007009638,YPL216W,YPL216W,SGDID:S000006137,CDS,CDS,"""Putative protein of unknown function; not an essential gene; YPL216W has a paralog ; ITC1 ; that arose from the whole genome duplication""",Uncharacterized ORF
11257,16,147108,0.0410771858593499,0.0643237740688003,0.523497040846398,YPL216W,YPL216W,SGDID:S000006137,CDS,CDS,"""Putative protein of unknown function; not an essential gene; YPL216W has a paralog ; ITC1 ; that arose from the whole genome duplication""",Uncharacterized ORF
11258,16,149006,0.0379571672449992,0.0644488493897095,0.556271319757689,YPL214C,THI6,SGDID:S000006135,CDS,CDS,"""Thiamine-phosphate diphosphorylase and hydroxyethylthiazole kinase; required for thiamine biosynthesis; GFP-fusion protein localizes to the cytoplasm in a punctate pattern""",Verified ORF
11259,16,149106,0.0401493186528146,0.0645291387859706,0.53421928072658,YPL214C,THI6,SGDID:S000006135,CDS,CDS,"""Thiamine-phosphate diphosphorylase and hydroxyethylthiazole kinase; required for thiamine biosynthesis; GFP-fusion protein localizes to the cytoplasm in a punctate pattern""",Verified ORF
11260,16,149133,0.0410882075099605,0.0643460123496435,0.52352915914916,YPL214C,THI6,SGDID:S000006135,CDS,CDS,"""Thiamine-phosphate diphosphorylase and hydroxyethylthiazole kinase; required for thiamine biosynthesis; GFP-fusion protein localizes to the cytoplasm in a punctate pattern""",Verified ORF
11261,16,150017,0.0525059326525941,0.0645530767073453,0.416550703123455,YPL214C,THI6,SGDID:S000006135,CDS,CDS,"""Thiamine-phosphate diphosphorylase and hydroxyethylthiazole kinase; required for thiamine biosynthesis; GFP-fusion protein localizes to the cytoplasm in a punctate pattern""",Verified ORF
11262,16,151512,0.0518489771169417,0.0646453522670122,0.423062096642005,YPL213W,LEA1,SGDID:S000006134,Close to 3'-UTR,Close to 3'-UTR,"""Component of U2 snRNP complex; disruption causes reduced U2 snRNP levels; physically interacts with Msl1p; putative homolog of human U2A' snRNP protein""",Verified ORF
11263,16,154007,0.0548521336128323,0.0646588992798837,0.396828657334681,YPL211W,NIP7,SGDID:S000006132,CDS,CDS,"""Nucleolar protein required for 60S ribosome subunit biogenesis; constituent of 66S pre-ribosomal particles; physically interacts with Nop8p and the exosome subunit Rrp43p""",Verified ORF
11264,16,155634,0.0123313448956402,0.0645611761268635,0.848633454347006,YPL210C,SRP72,SGDID:S000006131,CDS,CDS,"""Core component of the signal recognition particle (SRP); the SRP is a ribonucleoprotein (RNP) complex that functions in targeting nascent secretory proteins to the endoplasmic reticulum (ER) membrane""",Verified ORF
11265,16,156150,0.016055995461436,0.0646570324433134,0.804026902660142,YPL210C,SRP72,SGDID:S000006131,CDS,CDS,"""Core component of the signal recognition particle (SRP); the SRP is a ribonucleoprotein (RNP) complex that functions in targeting nascent secretory proteins to the endoplasmic reticulum (ER) membrane""",Verified ORF
11271,16,156476,0.0304342631521901,0.0645319454510634,0.637492649593801,YPL210C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11272,16,156514,0.036860637370162,0.0646083152884932,0.568684871267393,YPL209C,IPL1,SGDID:S000006130,CDS,CDS,"""Aurora kinase of chromosomal passenger complex; mediates release of mono-oriented kinetochores from microtubules in meiosis I ; and kinetochore release from SPB clusters at meiotic exit; helps maintain condensed chromosomes during anaphase; required for SPB cohesion and prevention of multipolar spindle formation; promotes telomerase release at G2/M; Iocalizes to nuclear foci that diffuse upon DNA replication stress; required for inhibition of karyopherin Pse1p upon SAC arrest""",Verified ORF
11273,16,156560,0.0355302691795518,0.0645245666501675,0.582223874482974,YPL209C,IPL1,SGDID:S000006130,CDS,CDS,"""Aurora kinase of chromosomal passenger complex; mediates release of mono-oriented kinetochores from microtubules in meiosis I ; and kinetochore release from SPB clusters at meiotic exit; helps maintain condensed chromosomes during anaphase; required for SPB cohesion and prevention of multipolar spindle formation; promotes telomerase release at G2/M; Iocalizes to nuclear foci that diffuse upon DNA replication stress; required for inhibition of karyopherin Pse1p upon SAC arrest""",Verified ORF
11274,16,159409,0.0245118205959715,0.0643841158516177,0.703645791285707,YPL208W,RKM1,SGDID:S000006129,CDS,CDS,"""SET-domain lysine-N-methyltransferase; catalyzes the formation of dimethyllysine residues on the large ribosomal subunit proteins L23 (Rpl23Ap and Rpl23Bp) and monomethyllysine residues on L18 (Rps18Ap and Rps18Bp)""",Verified ORF
11276,16,163733,-0.0035801554641463,0.0650862328068073,0.956164531180363,YPL206C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11277,16,163842,0.0108403915338082,0.0643441880462607,0.866306043667042,YPL206C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11282,16,167913,0.0276625667116955,0.0651012433531043,0.671156720350861,YPL203W,TPK2,SGDID:S000006124,Close to 3'-UTR,Close to 3'-UTR,"""cAMP-dependent protein kinase catalytic subunit; promotes vegetative growth in response to nutrients via the Ras-cAMP signaling pathway; partially redundant with Tpk1p and Tpk3p; localizes to P-bodies during stationary phase; relocalizes to the cytosol in response to hypoxia""",Verified ORF
11283,16,168266,0.0472009406934447,0.0654978300432208,0.471602494019519,YPL202C,AFT2,SGDID:S000006123,CDS,CDS,"""Iron-regulated transcriptional activator; activates genes involved in intracellular iron use and required for iron homeostasis and resistance to oxidative stress; AFT2 has a paralog ; AFT1 ; that arose from the whole genome duplication""",Verified ORF
11284,16,170236,0.0886930437376338,0.0649612529845879,0.173021222818828,CUT405,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
11285,16,170586,0.0913458943730029,0.0654056090637247,0.163409421701993,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11286,16,170647,0.10765018006504,0.0658122549457039,0.102790258920619,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11287,16,170885,0.088293618840581,0.06542606153784,0.178035625775397,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11288,16,170900,0.0964090412013302,0.0650628925321635,0.139290329444145,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11289,16,170927,0.101856799965067,0.0650690034382838,0.118393118760527,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11290,16,170955,0.0921340575180724,0.0650229173300612,0.157380219904409,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11291,16,170958,0.091345095884195,0.0650260705984066,0.160976223574727,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11292,16,170964,0.0934493191631546,0.064905624819583,0.150818054739467,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11293,16,170973,0.0911044786526766,0.065103043943911,0.162574499440803,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11294,16,171033,0.0990657023816336,0.0647392911651838,0.126856578437878,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11295,16,171059,0.101285587322364,0.064658271634906,0.118133344408474,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11296,16,171165,0.0992625515022797,0.0648832707759489,0.126946103691325,YPL200W_NFR/NDR,,,Promoter,Promoter,,Promoter
11297,16,171270,0.103685369560703,0.0649736248588836,0.111426709002971,YPL201C_NFR/NDR,,,Promoter,Promoter,,Promoter
11298,16,171314,0.11030448718834,0.0654438955522858,0.0927793799079719,YPL201C_NFR/NDR,,,Promoter,Promoter,,Promoter
11300,16,171451,0.0982801195218165,0.0657722466733173,0.136003859968078,YPL201C,YIG1,SGDID:S000006122,Close to 3'-UTR,Close to 3'-UTR,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11301,16,171458,0.0982801195218165,0.0657722466733173,0.136003859968078,YPL201C,YIG1,SGDID:S000006122,Close to 3'-UTR,Close to 3'-UTR,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11302,16,171525,0.0901669613269692,0.0658559874433055,0.17182176297532,YPL200W,CSM4,SGDID:S000006121,CDS,CDS,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11303,16,171529,0.0905971083103445,0.0659376359266564,0.170319145757448,YPL200W,CSM4,SGDID:S000006121,CDS,CDS,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11304,16,171534,0.0919681209702212,0.0658204963566791,0.163214049747299,YPL200W,CSM4,SGDID:S000006121,CDS,CDS,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11305,16,171564,0.0804212154529762,0.0658747900167538,0.22296925656262,YPL200W,CSM4,SGDID:S000006121,CDS,CDS,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11306,16,171567,0.081113412930054,0.0659879826971039,0.219809966753513,YPL200W,CSM4,SGDID:S000006121,CDS,CDS,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11308,16,171729,0.0945926177964525,0.0647566782103401,0.144976506747398,YPL200W,CSM4,SGDID:S000006121,CDS,CDS,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11309,16,171822,0.103996716849061,0.0653520696207803,0.112430388948905,YPL200W,CSM4,SGDID:S000006121,CDS,CDS,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11313,16,172126,0.0884464479198904,0.0648977158864404,0.173795635550848,YPL199C,YPL199C,SGDID:S000006120,CDS,CDS,"""Protein involved in nonstop mRNA decay; predicted to be palmitoylated""",Verified ORF
11314,16,172141,0.0892439852565131,0.0648235354527163,0.169470747418058,YPL199C,YPL199C,SGDID:S000006120,CDS,CDS,"""Protein involved in nonstop mRNA decay; predicted to be palmitoylated""",Verified ORF
11315,16,172786,0.0943597662028102,0.0649459863542841,0.14714095568238,YPL198W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11316,16,173125,0.0948023276435361,0.0650167952714303,0.145696413983458,YPL198W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11317,16,173235,0.0853631023965236,0.065625561593188,0.194189115238315,YPL199C,YPL199C,SGDID:S000006120,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in nonstop mRNA decay; predicted to be palmitoylated""",Verified ORF
11318,16,173538,0.0751758899260691,0.0663710836530982,0.25812569556459,YPL199C,YPL199C,SGDID:S000006120,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in nonstop mRNA decay; predicted to be palmitoylated""",Verified ORF
11319,16,173703,0.0820051024216584,0.0654428097541498,0.211005833501064,snR59_NFR/NDR,,,Promoter,Promoter,,Promoter
11320,16,173708,0.081192680337572,0.0657315800030592,0.217571710470047,snR59_NFR/NDR,,,Promoter,Promoter,,Promoter
11321,16,173979,0.0801769318094195,0.0664602766393138,0.228475504874763,YPL198W,RPL7B,SGDID:S000006119,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L7B; required for processing of 27SA3 pre-rRNA to 27SB pre-rRNA during assembly of large ribosomal subunit; depletion leads to a turnover of pre-rRNA; contains a conserved C-terminal Nucleic acid Binding Domain (NDB2); binds to Domain II of 25S and 5.8S rRNAs; homologous to mammalian ribosomal protein L7 and bacterial L30; RPL7B has a paralog ; RPL7A ; that arose from the whole genome duplication""",Verified ORF
11324,16,174996,0.0557821921109164,0.0653147699850032,0.393655524026689,YPL196W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11325,16,179596,0.0707904748421645,0.0651967540157958,0.278309499639263,YPL194W,DDC1,SGDID:S000006115,CDS,CDS,"""DNA damage checkpoint protein; part of a PCNA-like complex required for DNA damage response ; required for pachytene checkpoint to inhibit cell cycle in response to unrepaired recombination intermediates; potential Cdc28p substrate; forms nuclear foci upon DNA replication stress""",Verified ORF
11326,16,180654,0.027643313275777,0.0658002202097654,0.674660885036768,YPL194W,DDC1,SGDID:S000006115,CDS,CDS,"""DNA damage checkpoint protein; part of a PCNA-like complex required for DNA damage response ; required for pachytene checkpoint to inhibit cell cycle in response to unrepaired recombination intermediates; potential Cdc28p substrate; forms nuclear foci upon DNA replication stress""",Verified ORF
11327,16,180789,0.0367541419886871,0.0654655919765261,0.574862815497396,YPL194W,DDC1,SGDID:S000006115,CDS,CDS,"""DNA damage checkpoint protein; part of a PCNA-like complex required for DNA damage response ; required for pachytene checkpoint to inhibit cell cycle in response to unrepaired recombination intermediates; potential Cdc28p substrate; forms nuclear foci upon DNA replication stress""",Verified ORF
11328,16,180828,0.0388970633386752,0.0655919302221574,0.55355017725998,YPL194W,DDC1,SGDID:S000006115,CDS,CDS,"""DNA damage checkpoint protein; part of a PCNA-like complex required for DNA damage response ; required for pachytene checkpoint to inhibit cell cycle in response to unrepaired recombination intermediates; potential Cdc28p substrate; forms nuclear foci upon DNA replication stress""",Verified ORF
11329,16,180851,0.0276585891013386,0.065731124359249,0.674169054301895,YPL194W,DDC1,SGDID:S000006115,CDS,CDS,"""DNA damage checkpoint protein; part of a PCNA-like complex required for DNA damage response ; required for pachytene checkpoint to inhibit cell cycle in response to unrepaired recombination intermediates; potential Cdc28p substrate; forms nuclear foci upon DNA replication stress""",Verified ORF
11330,16,181568,0.0343280195192844,0.0654023055166437,0.599999729513123,YPL193W,RSA1,SGDID:S000006114,CDS,CDS,"""Protein involved in the assembly of 60S ribosomal subunits; functionally interacts with Dbp6p; functions in a late nucleoplasmic step of the assembly""",Verified ORF
11331,16,182956,0.0372349626002154,0.0661026455427741,0.573595008521302,YPL192C,PRM3,SGDID:S000006113,CDS,CDS,"""Protein required for nuclear envelope fusion during karyogamy; pheromone-regulated; peripheral protein of the nuclear membrane; interacts with Kar5p at the spindle pole body""",Verified ORF
11332,16,187861,0.0294378247872757,0.0666123306650668,0.658812235743826,YPL189W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11334,16,188882,0.0102373333779283,0.0661416180259264,0.877084007228573,YPL189C-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11335,16,188952,0.0254113633682254,0.0668640236569994,0.70414028568545,YPL189C-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11336,16,189738,0.0281534866513055,0.0662517772079583,0.671134298870942,YPL189W,GUP2,SGDID:S000006110,CDS,CDS,"""Probable membrane protein; possible role in proton symport of glycerol; member of the MBOAT family of putative membrane-bound O-acyltransferases; homolog of the mammalian Hedgehog pathway modulator HHAT; GUP2 has a paralog ; GUP1 ; that arose from the whole genome duplication""",Verified ORF
11337,16,191167,0.0428347442523064,0.0659661455568775,0.516538093300384,YPL188W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11340,16,195694,0.0115879043240312,0.0654265073287017,0.859520977096122,YPL186C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11341,16,195879,0.0252823185137868,0.0651626927196471,0.69825905245968,YPL186C,UIP4,SGDID:S000006107,Close to 3'-UTR,Close to 3'-UTR,"""Protein that interacts with Ulp1p; a Ubl (ubiquitin-like protein)-specific protease for Smt3p protein conjugates; detected in a phosphorylated state in the mitochondrial outer membrane; also detected in ER and nuclear envelope""",Verified ORF
11342,16,196859,0.0123637867370994,0.0655010946756064,0.850391787488748,YPL184C,MRN1,SGDID:S000006105,CDS,CDS,"""RNA-binding protein that may be involved in translational regulation; binds specific categories of mRNAs ; including those that contain upstream open reading frames (uORFs) and internal ribosome entry sites (IRES); interacts genetically with chromatin remodelers and splicing factors ; linking chromatin state ; splicing and as a result mRNA maturation""",Verified ORF
11343,16,197237,0.0069581251730999,0.0653044858528742,0.915207335743394,YPL184C,MRN1,SGDID:S000006105,CDS,CDS,"""RNA-binding protein that may be involved in translational regulation; binds specific categories of mRNAs ; including those that contain upstream open reading frames (uORFs) and internal ribosome entry sites (IRES); interacts genetically with chromatin remodelers and splicing factors ; linking chromatin state ; splicing and as a result mRNA maturation""",Verified ORF
11347,16,198072,-0.0275741837023227,0.0659941200498063,0.676326997850874,YPL184C,MRN1,SGDID:S000006105,Close to 3'-UTR,Close to 3'-UTR,"""RNA-binding protein that may be involved in translational regulation; binds specific categories of mRNAs ; including those that contain upstream open reading frames (uORFs) and internal ribosome entry sites (IRES); interacts genetically with chromatin remodelers and splicing factors ; linking chromatin state ; splicing and as a result mRNA maturation""",Verified ORF
11348,16,199543,-0.0990916490715987,0.0658717149551965,0.133395067465457,YPL183C,RTT10,SGDID:S000006104,CDS,CDS,"""WD40 domain-containing protein involved in endosomal recycling; forms a complex with Rrt2p that functions in the retromer-mediated pathway for recycling internalized cell-surface proteins; interacts with Trm7p for 2'-O-methylation of N34 of substrate tRNAs; has a role in regulation of Ty1 transposition; human ortholog is WDR6""",Verified ORF
11349,16,202983,-0.10181893768978,0.0658451187403909,0.122918496899458,YPL181W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11350,16,206288,-0.0991858176416157,0.0655964770043382,0.13141326791723,YPL180W,TCO89,SGDID:S000006101,CDS,CDS,"""Subunit of TORC1 (Tor1p or Tor2p-Kog1p-Lst8p-Tco89p); regulates global H3K56ac; TORC1 complex regulates growth in response to nutrient availability; cooperates with Ssd1p in the maintenance of cellular integrity; deletion strains are hypersensitive to rapamycin""",Verified ORF
11351,16,207364,-0.0924710893328762,0.0651791819047293,0.15686259547965,YPL180W,TCO89,SGDID:S000006101,CDS,CDS,"""Subunit of TORC1 (Tor1p or Tor2p-Kog1p-Lst8p-Tco89p); regulates global H3K56ac; TORC1 complex regulates growth in response to nutrient availability; cooperates with Ssd1p in the maintenance of cellular integrity; deletion strains are hypersensitive to rapamycin""",Verified ORF
11352,16,207437,-0.0993993193248371,0.0650908881631244,0.127635364475183,YPL180W,TCO89,SGDID:S000006101,CDS,CDS,"""Subunit of TORC1 (Tor1p or Tor2p-Kog1p-Lst8p-Tco89p); regulates global H3K56ac; TORC1 complex regulates growth in response to nutrient availability; cooperates with Ssd1p in the maintenance of cellular integrity; deletion strains are hypersensitive to rapamycin""",Verified ORF
11353,16,208852,-0.105281957657639,0.0657563023828133,0.110250810999038,YPL179W,PPQ1,SGDID:S000006100,CDS,CDS,"""Protein phosphatase that regulates the mating response; negatively regulates the MAP kinase signaling cascade during mating; member of the serine/threonine phosphatase PP1 family""",Verified ORF
11354,16,209279,-0.111149224112708,0.0654139478951916,0.0901687333988294,YPL179W,PPQ1,SGDID:S000006100,CDS,CDS,"""Protein phosphatase that regulates the mating response; negatively regulates the MAP kinase signaling cascade during mating; member of the serine/threonine phosphatase PP1 family""",Verified ORF
11355,16,210158,-0.113364233707544,0.0652939662812132,0.0833986680717392,YPL179W,PPQ1,SGDID:S000006100,Close to 3'-UTR,Close to 3'-UTR,"""Protein phosphatase that regulates the mating response; negatively regulates the MAP kinase signaling cascade during mating; member of the serine/threonine phosphatase PP1 family""",Verified ORF
11357,16,211386,-0.109426125697173,0.0649881424847806,0.0931070491244973,YPL178W,CBC2,SGDID:S000006099,Close to 3'-UTR,Close to 3'-UTR,"""Small subunit of the heterodimeric cap binding complex with Sto1p; interacts with Npl3p ; possibly to package mRNA for export from the nucleus; may have a role in telomere maintenance; contains an RNA-binding motif""",Verified ORF
11360,16,212704,-0.114438006784548,0.0649087555498711,0.0787556261958125,YPL178W,CBC2,SGDID:S000006099,CDS,CDS,"""Small subunit of the heterodimeric cap binding complex with Sto1p; interacts with Npl3p ; possibly to package mRNA for export from the nucleus; may have a role in telomere maintenance; contains an RNA-binding motif""",Verified ORF
11361,16,212773,-0.118835172239183,0.0650915368116744,0.0687458542851609,YPL178W,CBC2,SGDID:S000006099,CDS,CDS,"""Small subunit of the heterodimeric cap binding complex with Sto1p; interacts with Npl3p ; possibly to package mRNA for export from the nucleus; may have a role in telomere maintenance; contains an RNA-binding motif""",Verified ORF
11362,16,213411,-0.170485126871825,0.0644382211622028,0.0085164910485254,YPL177C,CUP9,SGDID:S000006098,CDS,CDS,"""Homeodomain-containing transcriptional repressor; regulates expression of PTR2 ; which encodes a major peptide transporter; imported peptides activate ubiquitin-dependent proteolysis ; resulting in degradation of Cup9p and de-repression of PTR2 transcription; CUP9 has a paralog ; TOS8 ; that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress""",Verified ORF
11363,16,214724,-0.115555827387028,0.0648267847666172,0.0755218289359788,YPL177C,CUP9,SGDID:S000006098,Close to 3'-UTR,Close to 3'-UTR,"""Homeodomain-containing transcriptional repressor; regulates expression of PTR2 ; which encodes a major peptide transporter; imported peptides activate ubiquitin-dependent proteolysis ; resulting in degradation of Cup9p and de-repression of PTR2 transcription; CUP9 has a paralog ; TOS8 ; that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress""",Verified ORF
11364,16,215183,-0.0906792358436826,0.0648638678197513,0.162992947237213,YPL176C,TRE1,SGDID:S000006097,Close to 3'-UTR,Close to 3'-UTR,"""Transferrin receptor-like protein; plasma membrane protein that binds Bsd2p and regulates ubiquitination and vacuolar degradation of the metal transporter Smf1p; functionally redundant with Tre2p; TRE1 has a paralog ; TRE2 ; that arose from the whole genome duplication""",Verified ORF
11365,16,215973,-0.105130864941026,0.0650150964296037,0.106766687944738,YPL176C,TRE1,SGDID:S000006097,Close to 3'-UTR,Close to 3'-UTR,"""Transferrin receptor-like protein; plasma membrane protein that binds Bsd2p and regulates ubiquitination and vacuolar degradation of the metal transporter Smf1p; functionally redundant with Tre2p; TRE1 has a paralog ; TRE2 ; that arose from the whole genome duplication""",Verified ORF
11366,16,218021,-0.0844064852433802,0.0645588909075046,0.19191628962285,YPL176C,TRE1,SGDID:S000006097,CDS,CDS,"""Transferrin receptor-like protein; plasma membrane protein that binds Bsd2p and regulates ubiquitination and vacuolar degradation of the metal transporter Smf1p; functionally redundant with Tre2p; TRE1 has a paralog ; TRE2 ; that arose from the whole genome duplication""",Verified ORF
11367,16,220471,-0.0654210759697565,0.0649572232096325,0.314556926237385,YPL174C,NIP100,SGDID:S000006095,CDS,CDS,"""Large subunit of the dynactin complex; dynactin is involved in partitioning the mitotic spindle between mother and daughter cells; putative ortholog of mammalian p150(glued)""",Verified ORF
11368,16,220856,-0.0682037245642323,0.0651364676451247,0.295774625934446,YPL174C,NIP100,SGDID:S000006095,CDS,CDS,"""Large subunit of the dynactin complex; dynactin is involved in partitioning the mitotic spindle between mother and daughter cells; putative ortholog of mammalian p150(glued)""",Verified ORF
