SNP,Chr,Pos,Effect,SE,HNM1_RBD2_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
11815,16,712765,0.0855004272526962,0.0759349960753887,0.260943685446553,YPR088C,SRP54,SGDID:S000006292,CDS,CDS,"""Signal recognition particle (SRP) subunit (homolog of mammalian SRP54); contains the signal sequence-binding activity of SRP ; interacts with the SRP RNA ; and mediates binding of SRP to signal receptor; contains GTPase domain""",Verified ORF
11816,16,714288,0.109838855881997,0.0763664833727174,0.151231416534085,YPR089W,YPR089W,SGDID:S000006293,CDS,CDS,"""Protein of unknown function; exhibits genetic interaction with ERG11 and protein-protein interaction with Hsp82p""",Uncharacterized ORF
11817,16,715895,0.106773896390999,0.0769542273238197,0.166164996798541,YPR089W,YPR089W,SGDID:S000006293,CDS,CDS,"""Protein of unknown function; exhibits genetic interaction with ERG11 and protein-protein interaction with Hsp82p""",Uncharacterized ORF
11818,16,716403,0.0789790242614075,0.076556068951166,0.302942674962383,YPR091C,NVJ2,SGDID:S000006295,CDS,CDS,"""Lipid-binding ER protein ; enriched at nucleus-vacuolar junctions (NVJ); involved in nonvesicular transfer of ceramides from ER to Golgi; may be involved in sterol metabolism or signaling at the NVJ; contains a synaptotagmin-like-mitochondrial-lipid binding protein (SMP) domain; binds phosphatidylinositols and other lipids in a large-scale study; may interact with ribosomes ; based on co-purification experiments""",Verified ORF
11819,16,716826,0.0879520705436629,0.075927063506783,0.247493801944142,YPR091C,NVJ2,SGDID:S000006295,CDS,CDS,"""Lipid-binding ER protein ; enriched at nucleus-vacuolar junctions (NVJ); involved in nonvesicular transfer of ceramides from ER to Golgi; may be involved in sterol metabolism or signaling at the NVJ; contains a synaptotagmin-like-mitochondrial-lipid binding protein (SMP) domain; binds phosphatidylinositols and other lipids in a large-scale study; may interact with ribosomes ; based on co-purification experiments""",Verified ORF
11820,16,718898,0.0828907850669734,0.076957550590996,0.282172240139755,YNCP0014C,SNR70,SGDID:S000006461,Non-coding RNA,snoRNA_gene,"snoRNA_gene ; ""C/D box small nucleolar RNA (snoRNA); predicted to guide 2'-O-methylation of small subunit (SSU) rRNA at position C1639""",snoRNA_gene
11821,16,718947,0.0860153112916756,0.0760659422885459,0.258907277506499,YNCP0014C,SNR70,SGDID:S000006461,Non-coding RNA,snoRNA_gene,"snoRNA_gene ; ""C/D box small nucleolar RNA (snoRNA); predicted to guide 2'-O-methylation of small subunit (SSU) rRNA at position C1639""",snoRNA_gene
11822,16,719279,0.0765793888020662,0.0763493062263345,0.316541366701363,snR41_NFR/NDR,,,Promoter,Promoter,,Promoter
11823,16,719912,0.0556775091310962,0.0757934551229791,0.463073750776708,YPR093C,ASR1,SGDID:S000006297,CDS,CDS,"""Ubiquitin ligase that modifies and regulates RNA Pol II; involved in a putative alcohol-responsive signaling pathway; accumulates in the nucleus under alcohol stress; has a role in organization of septins and the actin cytoskeleton; contains a Ring/PHD finger domain similar to the mammalian rA9 protein""",Verified ORF
11824,16,720416,0.0701774701220425,0.0759265452608489,0.35597136313291,YPR093C,ASR1,SGDID:S000006297,CDS,CDS,"""Ubiquitin ligase that modifies and regulates RNA Pol II; involved in a putative alcohol-responsive signaling pathway; accumulates in the nucleus under alcohol stress; has a role in organization of septins and the actin cytoskeleton; contains a Ring/PHD finger domain similar to the mammalian rA9 protein""",Verified ORF
11825,16,720559,0.059194792977416,0.0768024934115994,0.441376300501503,YPR094W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11827,16,726414,0.0354934983674579,0.0761032103409468,0.641226660098288,YPR097W,YPR097W,SGDID:S000006301,CDS,CDS,"""Protein that contains a PX domain and binds phosphoinositides; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; PX stands for Phox homology""",Verified ORF
11829,16,726730,0.0382540669459004,0.0770177863812486,0.619715902973078,YPR097W,YPR097W,SGDID:S000006301,CDS,CDS,"""Protein that contains a PX domain and binds phosphoinositides; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; PX stands for Phox homology""",Verified ORF
11830,16,730557,-0.0241977050768087,0.076848139888444,0.753041151011783,YPR101W,SNT309,SGDID:S000006305,CDS,CDS,"""Member of the NineTeen Complex (NTC); this complex contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2 ; U5 ; and U6 snRNAs; interacts physically and genetically with Prp19p""",Verified ORF
11831,16,731073,-0.0065984423705116,0.0757806915607599,0.93066295981748,YPR099C,YPR099C,SGDID:S000006303,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial protein of unknown function; null mutant has a respiratory growth defect and displays reduced peroxide-induced mitochondrial ROS; partially overlaps the verified gene MRPL51/YPR100W""",Verified ORF
11833,16,734076,-0.0065215045727541,0.0758017688389371,0.931488426377777,YPR104C,FHL1,SGDID:S000006308,CDS,CDS,"""Regulator of ribosomal protein (RP) transcription; has forkhead associated domain that binds phosphorylated proteins; recruits coactivator Ifh1p or corepressor Crf1p to RP gene promoters; also has forkhead DNA-binding domain though in vitro DNA binding assays give inconsistent results; computational analyses suggest it binds DNA directly at highly active RP genes and indirectly through Rap1p motifs at others; suppresses RNA pol III and splicing factor prp4 mutants""",Verified ORF
11834,16,734843,-0.0034515583349602,0.0755364956854094,0.963580050749741,YPR104C,FHL1,SGDID:S000006308,CDS,CDS,"""Regulator of ribosomal protein (RP) transcription; has forkhead associated domain that binds phosphorylated proteins; recruits coactivator Ifh1p or corepressor Crf1p to RP gene promoters; also has forkhead DNA-binding domain though in vitro DNA binding assays give inconsistent results; computational analyses suggest it binds DNA directly at highly active RP genes and indirectly through Rap1p motifs at others; suppresses RNA pol III and splicing factor prp4 mutants""",Verified ORF
11835,16,734857,0.0040724768547786,0.0756582054860905,0.957103209053097,YPR104C,FHL1,SGDID:S000006308,CDS,CDS,"""Regulator of ribosomal protein (RP) transcription; has forkhead associated domain that binds phosphorylated proteins; recruits coactivator Ifh1p or corepressor Crf1p to RP gene promoters; also has forkhead DNA-binding domain though in vitro DNA binding assays give inconsistent results; computational analyses suggest it binds DNA directly at highly active RP genes and indirectly through Rap1p motifs at others; suppresses RNA pol III and splicing factor prp4 mutants""",Verified ORF
11836,16,737361,-0.0077951388087653,0.0763711873148003,0.918759776757333,YPR105C,COG4,SGDID:S000006309,CDS,CDS,"""Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments""",Verified ORF
11837,16,737788,0.0002058968155599,0.0758429231663198,0.997835455497024,YPR105C,COG4,SGDID:S000006309,CDS,CDS,"""Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments""",Verified ORF
11838,16,738117,-0.0078785137917803,0.0763195053609356,0.917838517878777,YPR105C,COG4,SGDID:S000006309,CDS,CDS,"""Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments""",Verified ORF
11839,16,739468,-0.0457688154648742,0.0762381674570346,0.548664930198599,YPR105C,COG4,SGDID:S000006309,CDS,CDS,"""Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments""",Verified ORF
11840,16,739602,-0.0346374954791565,0.0756725966632978,0.647429200256638,YPR105C,COG4,SGDID:S000006309,Close to 3'-UTR,Close to 3'-UTR,"""Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments""",Verified ORF
11841,16,740758,-0.0254237455640023,0.0757345597831242,0.737299980936318,YPR106W,ISR1,SGDID:S000006310,CDS,CDS,"""Predicted protein kinase; negatively regulates the hexosamine biosynthetic pathway (HBP) ; which converts fructose-6-phosphate into UDP-N-acetylglucosamine ; a precursor of chitin biosynthesis ; GPI-anchor formation and glycosylation; interacts genetically with GFA1 ; encoding the first enzyme in the HBP; involved in Gfa1p phosphorylation (S332 ; T334); contains a Pho85p-regulated SCF-CDC4 phosphodegron; unstable ; cell cycle regulated protein ; peaking at G1/S""",Verified ORF
11842,16,742309,0.0298558499530405,0.0756119131638303,0.693187320322276,YPR108W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11843,16,743305,0.0006733468342396,0.076160809766195,0.992950893310271,YPR108W,RPN7,SGDID:S000006312,CDS,CDS,"""Essential non-ATPase regulatory subunit of the 26S proteasome; similar to another S. cerevisiae regulatory subunit ; Rpn5p ; as well as to mammalian proteasome subunits""",Verified ORF
11844,16,744198,0.024236256201691,0.0754566983451665,0.748253287222646,YPR108W-A,YPR108W-A,SGDID:S000028590,CDS,CDS,"""Putative protein of unknown function; identified by fungal homology and RT-PCR""",Uncharacterized ORF
11847,16,745885,0.0175658018843879,0.0765649802616926,0.818672683342694,YPR110C,RPC40,SGDID:S000006314,CDS,CDS,"""RNA polymerase subunit AC40; common to RNA polymerase I and III; predominant determinant targeting Ty1 integration upstream of Pol III-transcribed genes""",Verified ORF
11848,16,745923,0.0057508520515102,0.0759431882267263,0.93968021645397,YPR110C,RPC40,SGDID:S000006314,CDS,CDS,"""RNA polymerase subunit AC40; common to RNA polymerase I and III; predominant determinant targeting Ty1 integration upstream of Pol III-transcribed genes""",Verified ORF
11849,16,746245,-0.0206384556996835,0.0756056898162019,0.785032132580558,YPR110C,RPC40,SGDID:S000006314,CDS,CDS,"""RNA polymerase subunit AC40; common to RNA polymerase I and III; predominant determinant targeting Ty1 integration upstream of Pol III-transcribed genes""",Verified ORF
11850,16,746854,0.0216190324597755,0.0759738596988335,0.77614901557691,YPR110C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11851,16,747182,-0.0116134084894836,0.0754972884424773,0.877835224725147,YPR111W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11852,16,747480,-0.0013690166178068,0.0754760056203475,0.985538663937967,YPR111W,DBF20,SGDID:S000006315,CDS,CDS,"""Ser/Thr kinase involved in late nuclear division; one of the mitotic exit network (MEN) proteins; necessary for the execution of cytokinesis; also plays a role in regulating the stability of SWI5 and CLB2 mRNAs; DBF20 has a paralog ; DBF2 ; that arose from the whole genome duplication""",Verified ORF
11853,16,747487,-0.0003988853328046,0.0753657645961569,0.995780078108474,YPR111W,DBF20,SGDID:S000006315,CDS,CDS,"""Ser/Thr kinase involved in late nuclear division; one of the mitotic exit network (MEN) proteins; necessary for the execution of cytokinesis; also plays a role in regulating the stability of SWI5 and CLB2 mRNAs; DBF20 has a paralog ; DBF2 ; that arose from the whole genome duplication""",Verified ORF
11854,16,751903,-0.0279203671307164,0.0759929112280492,0.713535233532013,YPR112C,MRD1,SGDID:S000006316,CDS,CDS,"""Essential conserved small ribosomal subunit (40s) synthesis factor; component of the 90S preribosome; required for production of 18S rRNA and small ribosomal subunit; contains five consensus RNA-binding domains and binds to the pre-rRNA at two sites within the 18S region""",Verified ORF
11855,16,752508,-0.0099255717573842,0.0753497220564781,0.895275495772718,YPR113W,PIS1,SGDID:S000006317,CDS,CDS,"""Phosphatidylinositol synthase; required for biosynthesis of phosphatidylinositol ; which is a precursor for polyphosphoinositides ; sphingolipids ; and glycolipid anchors for some of the plasma membrane proteins""",Verified ORF
11856,16,753099,0.0285313589535644,0.0767668550673862,0.71036715816323,YPR114W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11858,16,753557,-0.0146202050577427,0.0758238636984438,0.847212398717162,YPR114W,YPR114W,SGDID:S000006318,CDS,CDS,"""Protein with distant similarity to ceramide synthase paralogs Lag1p and Lac1p; mutation confers sensitivity to inhibitors of sphingolipid biosynthesis""",Uncharacterized ORF
11859,16,754310,0.013192879306117,0.0760139073863791,0.862311728337138,YPR114W,YPR114W,SGDID:S000006318,Close to 3'-UTR,Close to 3'-UTR,"""Protein with distant similarity to ceramide synthase paralogs Lag1p and Lac1p; mutation confers sensitivity to inhibitors of sphingolipid biosynthesis""",Uncharacterized ORF
11860,16,757660,0.0514805020324996,0.0757175143321973,0.497012035045547,YPR115W,RGC1,SGDID:S000006319,CDS,CDS,"""Putative regulator of the Fps1p glycerol channel; multiply phosphorylated by Hog1p under osmotic stress; contains a pleckstrin homology domain; forms homodimers and heterodimerizes with paralog Ask10p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm""",Verified ORF
11861,16,762886,0.0281555017415717,0.0754671059752493,0.709310526188264,YPR117W,YPR117W,SGDID:S000006321,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
11862,16,768045,0.0474368542715873,0.0758026965886079,0.531854618725416,YPR118W,MRI1,SGDID:S000006322,CDS,CDS,"""5'-methylthioribose-1-phosphate isomerase; catalyzes the isomerization of 5-methylthioribose-1-phosphate to 5-methylthioribulose-1-phosphate in the methionine salvage pathway""",Verified ORF
11863,16,769323,-0.0095015646107125,0.0760294344391515,0.900616708166178,YPRWsigma2,YPRWsigma2,SGDID:S000007216,Other features,LTR,"""Ty3 LTR""",long_terminal_repeat
11867,16,777332,-0.0491831770758969,0.0756245963818323,0.515883055706319,ACS_16_777097_-_NFR/NDR,,,Promoter,Promoter,,Promoter
11868,16,777676,-0.0472004967912825,0.0757380473602953,0.533550802830757,YPR121W,THI22,SGDID:S000006325,Close to 3'-UTR,Close to 3'-UTR,"""Protein with similarity to hydroxymethylpyrimidine phosphate kinases; member of a gene family with THI20 and THI21; not required for thiamine biosynthesis; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively""",Verified ORF
11869,16,779081,-0.0527658219899293,0.0756225489070344,0.485791322549729,YPR121W,THI22,SGDID:S000006325,CDS,CDS,"""Protein with similarity to hydroxymethylpyrimidine phosphate kinases; member of a gene family with THI20 and THI21; not required for thiamine biosynthesis; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively""",Verified ORF
11870,16,779198,-0.0588165444708955,0.0757366897891574,0.437919283119574,YPR121W,THI22,SGDID:S000006325,CDS,CDS,"""Protein with similarity to hydroxymethylpyrimidine phosphate kinases; member of a gene family with THI20 and THI21; not required for thiamine biosynthesis; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively""",Verified ORF
11871,16,779281,-0.0500915532103861,0.0756241056250758,0.508162826081727,YPR121W,THI22,SGDID:S000006325,CDS,CDS,"""Protein with similarity to hydroxymethylpyrimidine phosphate kinases; member of a gene family with THI20 and THI21; not required for thiamine biosynthesis; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively""",Verified ORF
11872,16,786138,-0.0156130632631085,0.0761562844975239,0.837679773292126,YPR122W,AXL1,SGDID:S000006326,Close to 3'-UTR,Close to 3'-UTR,"""Haploid specific endoprotease of a-factor mating pheromone; performs one of two N-terminal cleavages during maturation of a-factor mating pheromone; required for axial budding pattern of haploid cells""",Verified ORF
11875,16,787485,0.0168338529256794,0.0762123906502708,0.825312958486086,YPR125W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11876,16,787976,0.0031061744250925,0.0754176983671163,0.967170676269664,YPR125W,YLH47,SGDID:S000006329,CDS,CDS,"""Mitochondrial inner membrane protein; exposed to the mitochondrial matrix; associates with mitochondrial ribosomes; NOT required for respiratory growth; homolog of human Letm1 ; a protein implicated in Wolf-Hirschhorn syndrome""",Verified ORF
11877,16,790960,-0.021700681474094,0.076136190031203,0.775792501113572,YPR127W,YPR127W,SGDID:S000006331,CDS,CDS,"""Putative pyridoxine 4-dehydrogenase; differentially expressed during alcoholic fermentation; expression activated by transcription factor YRM1/YOR172W; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus""",Verified ORF
11878,16,792397,-0.0038956233619612,0.0758275730866363,0.959055955310943,YPR128C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11879,16,792584,-0.0445445884948535,0.0754625841914635,0.555375884080396,YPR129W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11880,16,793703,-0.0442243920083693,0.0759636998289339,0.560818449065241,YPR129W,SCD6,SGDID:S000006333,CDS,CDS,"""Repressor of translation initiation; binds eIF4G through its RGG domain and inhibits recruitment of the preinitiation complex; also contains an Lsm domain; may have a role in RNA processing; overproduction suppresses null mutation in clathrin heavy chain gene CHC1; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
11881,16,795138,-0.0149146509999389,0.0760032942978617,0.84453766727498,YPR131C,NAT3,SGDID:S000006335,Close to 3'-UTR,Close to 3'-UTR,"""Catalytic subunit of the NatB N-terminal acetyltransferase; NatB catalyzes acetylation of the amino-terminal methionine residues of all proteins beginning with Met-Asp or Met-Glu and of some proteins beginning with Met-Asn or Met-Met""",Verified ORF
11882,16,795139,-0.0149146509999389,0.0760032942978617,0.84453766727498,YPR131C,NAT3,SGDID:S000006335,Close to 3'-UTR,Close to 3'-UTR,"""Catalytic subunit of the NatB N-terminal acetyltransferase; NatB catalyzes acetylation of the amino-terminal methionine residues of all proteins beginning with Met-Asp or Met-Glu and of some proteins beginning with Met-Asn or Met-Met""",Verified ORF
11883,16,795157,-0.0074661095324174,0.0766572845183,0.922467231208923,YPR131C,NAT3,SGDID:S000006335,Close to 3'-UTR,Close to 3'-UTR,"""Catalytic subunit of the NatB N-terminal acetyltransferase; NatB catalyzes acetylation of the amino-terminal methionine residues of all proteins beginning with Met-Asp or Met-Glu and of some proteins beginning with Met-Asn or Met-Met""",Verified ORF
11884,16,797429,-0.0488528872965832,0.0760675988551112,0.521140771852217,YPR133W-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11885,16,798666,-0.0416653022173298,0.0754244405224014,0.581016286270977,YPR134W,MSS18,SGDID:S000006338,CDS,CDS,"""Nuclear encoded protein needed for splicing of mitochondrial intron; required for efficient splicing of mitochondrial COX1 aI5beta intron; mss18 mutations block cleavage of 5' exon - intron junction; phenotype of intronless strain suggests additional functions""",Verified ORF
11886,16,810605,-0.04314740549956,0.0768396839743062,0.574795988128733,tN(GUU)P_NFR/NDR,,,Promoter,Promoter,,Promoter
11887,16,810615,-0.0433690189449969,0.0768418429947173,0.572844951484854,tN(GUU)P_NFR/NDR,,,Promoter,Promoter,,Promoter
11888,16,810640,-0.0494168004382269,0.0761649154866541,0.516881008903471,tN(GUU)P_NFR/NDR,,,Promoter,Promoter,,Promoter
11890,16,812990,-0.0411752199943479,0.0754263909086178,0.585479918449062,SUT423,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
11891,16,814026,-0.0737075234677048,0.0756756777141089,0.330727341957534,YPR139C,LOA1,SGDID:S000006343,CDS,CDS,"""Lysophosphatidic acid acyltransferase; involved in triacelglyceride homeostasis and lipid droplet formation; localized to lipid droplets and the ER; specificity for oleoyl-CoA""",Verified ORF
11892,16,814192,-0.072024900493357,0.0760093246063791,0.343991633381746,YPR140W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11893,16,818804,-0.0728547954751585,0.0761189525685462,0.339162890010647,YPR143W,RRP15,SGDID:S000006347,CDS,CDS,"""Nucleolar protein; constituent of pre-60S ribosomal particles; required for proper processing of the 27S pre-rRNA at the A3 and B1 sites to yield mature 5.8S and 25S rRNAs""",Verified ORF
11894,16,819256,-0.0717532940969648,0.0771443415026066,0.352945926761199,ARS1627,ARS1627,SGDID:S000118423,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
11896,16,822959,-0.0209297820939062,0.0753930573345963,0.78147512694379,YPR145W,ASN1,SGDID:S000006349,CDS,CDS,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",Verified ORF
11897,16,823324,0.0039233880906235,0.0753536496684126,0.958505290910496,YPR145W,ASN1,SGDID:S000006349,CDS,CDS,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",Verified ORF
11898,16,823418,-0.004238440659378,0.0754757036613565,0.955249018381392,YPR145W,ASN1,SGDID:S000006349,CDS,CDS,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",Verified ORF
11899,16,825433,0.0283625036720985,0.0758707479347703,0.70875775075729,YPR146C,YPR146C,SGDID:S000006350,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
11900,16,827031,0.0420433440139537,0.0760693720836223,0.58082044177464,YPR148C,YPR148C,SGDID:S000006352,CDS,CDS,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern""",Verified ORF
11901,16,828223,0.0020147428519625,0.0763636222135729,0.978966329513477,YPR148C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11902,16,828272,0.0517997293936962,0.0768949944428893,0.500979512664293,YPR148C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11903,16,831753,-0.0327268925669523,0.0756798023124841,0.665686485687431,YPR151C_NFR/NDR,,,Promoter,Promoter,,Promoter
11904,16,833135,-0.0339351485247695,0.0756531224674477,0.654022555448808,YPR152C,URN1,SGDID:S000006356,CDS,CDS,"""Protein of unknown function containing WW and FF domains; overexpression causes accumulation of cells in G1 phase""",Verified ORF
11905,16,834908,-0.0021065905774874,0.0753585863621606,0.977714459967044,YPR154W,PIN3,SGDID:S000006358,CDS,CDS,"""Negative regulator of actin nucleation-promoting factor activity; interacts with Las17p ; a homolog of human Wiskott-Aldrich Syndrome protein (WASP) ; via an N-terminal SH3 domain ; and along with LSB1 cooperatively inhibits the nucleation of actin filaments; short-lived protein whose levels increase in response to thermal stress; induces the formation of the [PIN+] and [RNQ+] prions when overproduced; PIN3 has a paralog ; LSB1 ; that arose from the whole genome duplication""",Verified ORF
11906,16,835119,0.0053387347857381,0.0760798308155869,0.944095858969897,YPR154W,PIN3,SGDID:S000006358,CDS,CDS,"""Negative regulator of actin nucleation-promoting factor activity; interacts with Las17p ; a homolog of human Wiskott-Aldrich Syndrome protein (WASP) ; via an N-terminal SH3 domain ; and along with LSB1 cooperatively inhibits the nucleation of actin filaments; short-lived protein whose levels increase in response to thermal stress; induces the formation of the [PIN+] and [RNQ+] prions when overproduced; PIN3 has a paralog ; LSB1 ; that arose from the whole genome duplication""",Verified ORF
11907,16,835125,0.0074803025213499,0.0759609267301709,0.921610491075609,YPR154W,PIN3,SGDID:S000006358,CDS,CDS,"""Negative regulator of actin nucleation-promoting factor activity; interacts with Las17p ; a homolog of human Wiskott-Aldrich Syndrome protein (WASP) ; via an N-terminal SH3 domain ; and along with LSB1 cooperatively inhibits the nucleation of actin filaments; short-lived protein whose levels increase in response to thermal stress; induces the formation of the [PIN+] and [RNQ+] prions when overproduced; PIN3 has a paralog ; LSB1 ; that arose from the whole genome duplication""",Verified ORF
11908,16,835149,0.0302961820442413,0.0764021275780918,0.691949374341093,YPR154W,PIN3,SGDID:S000006358,CDS,CDS,"""Negative regulator of actin nucleation-promoting factor activity; interacts with Las17p ; a homolog of human Wiskott-Aldrich Syndrome protein (WASP) ; via an N-terminal SH3 domain ; and along with LSB1 cooperatively inhibits the nucleation of actin filaments; short-lived protein whose levels increase in response to thermal stress; induces the formation of the [PIN+] and [RNQ+] prions when overproduced; PIN3 has a paralog ; LSB1 ; that arose from the whole genome duplication""",Verified ORF
11910,16,836372,0.0040721366634273,0.0754614735349778,0.956995072792364,YPR155C,NCA2,SGDID:S000006359,CDS,CDS,"""Protein that regulates expression of Fo-F1 ATP synthase subunits; involved in the regulation of mitochondrial expression of subunits 6 (Atp6p) and 8 (Atp8p) of the Fo-F1 ATP synthase; functions with Nca3p""",Verified ORF
11912,16,839159,-0.0048339281745347,0.0770120534468093,0.949986405588913,YPR156C,TPO3,SGDID:S000006360,CDS,CDS,"""Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; specific for spermine; localizes to the plasma membrane; TPO3 has a paralog ; TPO2 ; that arose from the whole genome duplication""",Verified ORF
11913,16,840309,0.0141869886935569,0.0767594000813131,0.853473126721769,XUT_16F-339,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
11914,16,840443,-0.0083176837645861,0.0756697923595538,0.912534652984695,XUT_16F-339,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
11915,16,840461,-0.011346167246465,0.075550987982714,0.880709213502575,XUT_16F-339,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
11916,16,840560,0.0040150689162072,0.0756301007860526,0.957691631905612,XUT_16F-339,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
11919,16,841449,0.0193076479835958,0.0753445661609205,0.797900897891724,YPR157W,TDA6,SGDID:S000006361,CDS,CDS,"""Putative protein of unknown function; induced by treatment with 8-methoxypsoralen and UVA irradiation; null mutant is sensitive to expression of the top1-T722A allele; SWAT-GFP and mCherry fusion proteins localize to the cell periphery and vacuole; TDA6 has a paralog ; VPS62 ; that arose from the whole genome duplication""",Uncharacterized ORF
11920,16,841684,0.0251431313608294,0.0759883762350829,0.740930477165476,YPR157W,TDA6,SGDID:S000006361,CDS,CDS,"""Putative protein of unknown function; induced by treatment with 8-methoxypsoralen and UVA irradiation; null mutant is sensitive to expression of the top1-T722A allele; SWAT-GFP and mCherry fusion proteins localize to the cell periphery and vacuole; TDA6 has a paralog ; VPS62 ; that arose from the whole genome duplication""",Uncharacterized ORF
11921,16,842949,-0.02689781555782,0.0766623850398687,0.725902175566332,YPR158W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11922,16,843618,0.00192542442823,0.0757129679533705,0.979725892113682,YPR158W,CUR1,SGDID:S000006362,CDS,CDS,"""Sorting factor ; central regulator of spatial protein quality control; physically and functionally interacts with chaperones to promote sorting and deposition of misfolded proteins into cytosolic compartments; involved in destabilization of [URE3] prions; CUR1 has a paralog ; BTN2 ; that arose from the whole genome duplication""",Verified ORF
11923,16,843702,-0.0147309397963782,0.0756957850878597,0.845812468038954,YPR158W,CUR1,SGDID:S000006362,CDS,CDS,"""Sorting factor ; central regulator of spatial protein quality control; physically and functionally interacts with chaperones to promote sorting and deposition of misfolded proteins into cytosolic compartments; involved in destabilization of [URE3] prions; CUR1 has a paralog ; BTN2 ; that arose from the whole genome duplication""",Verified ORF
11924,16,850422,-0.0079556800931249,0.0754855504662644,0.916123501154959,YPRCdelta22,YPRCdelta22,SGDID:S000007204,Other features,LTR,"""Ty1 LTR""",reverse complement
11926,16,857866,-0.0194546144819969,0.0755010462234888,0.796809089995546,YPR159W,KRE6,SGDID:S000006363,CDS,CDS,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",Verified ORF
11927,16,858788,-0.0314377906372335,0.0756310328204027,0.677901749492388,YPR159W,KRE6,SGDID:S000006363,CDS,CDS,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",Verified ORF
