SNP,Chr,Pos,Effect,SE,ERV25_EMP47_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
10951,15,906473,-0.0054683745604257,0.136528542082612,0.968073533556906,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10952,15,906721,0.0259835704741061,0.135111032329298,0.847607838200516,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10953,15,906722,0.0259835704741061,0.135111032329298,0.847607838200516,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10954,15,907032,0.0065128230914071,0.135354084005995,0.961650264381247,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10955,15,907053,0.0384985025614997,0.138432857935494,0.781096613910104,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10956,15,907245,0.0330315101601109,0.13681175220009,0.809356106123779,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10957,15,907643,0.0417961389348755,0.136358783733798,0.759392568408437,YOR316C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10958,15,908870,0.0526493661110631,0.137047767673771,0.701085245591909,YOR317W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10962,15,911795,-0.0059230682329417,0.136621890326175,0.965444075260489,YOR318C,YOR318C,SGDID:S000005845,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; transcript is predicted to be spliced but there is no evidence that it is spliced in vivo""",Dubious ORF
10963,15,912636,0.0094903789586562,0.137777855754904,0.945122751741336,YOR318C,YOR318C,SGDID:S000005845,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; transcript is predicted to be spliced but there is no evidence that it is spliced in vivo""",Dubious ORF
10964,15,912729,0.0752953707243138,0.136188632607546,0.580698540156473,YOR318C,YOR318C,SGDID:S000005845,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; transcript is predicted to be spliced but there is no evidence that it is spliced in vivo""",Dubious ORF
10965,15,917889,0.13755424021946,0.137395885136462,0.317438836921618,YOR321W,PMT3,SGDID:S000005848,CDS,CDS,"""Protein O-mannosyltransferase; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; acts in a complex with Pmt5p ; can instead interact with Pmt1p in some conditions; antifungal drug target; PMT3 has a paralog ; PMT2 ; that arose from the whole genome duplication""",Verified ORF
10966,15,919436,0.151696463946569,0.13692183424358,0.268656911777845,YOR322C,LDB19,SGDID:S000005849,CDS,CDS,"""Alpha-arrestin ; Ub-ligase adaptor for Rsp5p; regulates starvation- and substrate-induced Ub-dependent endocytosis of select plasma membrane localized amino acid transporters ; recruiting Rsp5p to its targets; role in basal internalization and turnover of Ste2p ; mating and zygote formation; recruits Rsp5p to Ste2p via its 2 PPXY motifs; inhibited by Npr1p-mediated phosphorylation ; affecting cytosol and plasma membrane translocation; localization regulated by Rsp5p-dependent ubiquitination""",Verified ORF
10967,15,921242,0.1483673386503,0.136915249050746,0.279262427936556,YOR322C,LDB19,SGDID:S000005849,Close to 3'-UTR,Close to 3'-UTR,"""Alpha-arrestin ; Ub-ligase adaptor for Rsp5p; regulates starvation- and substrate-induced Ub-dependent endocytosis of select plasma membrane localized amino acid transporters ; recruiting Rsp5p to its targets; role in basal internalization and turnover of Ste2p ; mating and zygote formation; recruits Rsp5p to Ste2p via its 2 PPXY motifs; inhibited by Npr1p-mediated phosphorylation ; affecting cytosol and plasma membrane translocation; localization regulated by Rsp5p-dependent ubiquitination""",Verified ORF
10968,15,921271,0.155857365589242,0.13784555921164,0.258963067284907,YOR322C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10969,15,923218,0.138836957357588,0.134639612441524,0.303164900150183,YOR323C,PRO2,SGDID:S000005850,Close to 3'-UTR,Close to 3'-UTR,"""Gamma-glutamyl phosphate reductase; catalyzes the second step in proline biosynthesis""",Verified ORF
10970,15,927535,0.140906780828692,0.13453395505122,0.295645725659436,YOR326W,MYO2,SGDID:S000005853,CDS,CDS,"""Type V myosin motor involved in actin-based transport of cargos; required for the polarized delivery of secretory vesicles ; the vacuole ; late Golgi elements ; peroxisomes ; lipid droplets ; and the mitotic spindle; MYO2 has a paralog ; MYO4 ; that arose from the whole genome duplication""",Verified ORF
10974,15,931347,0.157145102917051,0.134201437927661,0.242402930949305,YOR328W_NFR/NDR,,,Promoter,Promoter,,Promoter
10975,15,933083,0.0931710611193339,0.134875416246481,0.490149301657953,YOR328W,PDR10,SGDID:S000005855,CDS,CDS,"""ATP-binding cassette (ABC) transporter; multidrug transporter involved in the pleiotropic drug resistance network; regulated by Pdr1p and Pdr3p""",Verified ORF
10976,15,934483,0.0765250225763621,0.137670623256939,0.578661527048095,YOR328W,PDR10,SGDID:S000005855,CDS,CDS,"""ATP-binding cassette (ABC) transporter; multidrug transporter involved in the pleiotropic drug resistance network; regulated by Pdr1p and Pdr3p""",Verified ORF
10977,15,934516,0.116909965369531,0.134758625010583,0.386229602748694,YOR328W,PDR10,SGDID:S000005855,CDS,CDS,"""ATP-binding cassette (ABC) transporter; multidrug transporter involved in the pleiotropic drug resistance network; regulated by Pdr1p and Pdr3p""",Verified ORF
10978,15,935795,0.0909654562480435,0.136424087239521,0.50534542565661,YOR328W,PDR10,SGDID:S000005855,CDS,CDS,"""ATP-binding cassette (ABC) transporter; multidrug transporter involved in the pleiotropic drug resistance network; regulated by Pdr1p and Pdr3p""",Verified ORF
10979,15,937046,0.148509445672725,0.134886710766117,0.271649490281665,YOR329C,SCD5,SGDID:S000005856,CDS,CDS,"""Protein required for normal actin organization and endocytosis; targeting subunit for protein phosphatase type 1; undergoes Crm1p-dependent nuclear-cytoplasmic shuttling; multicopy suppressor of clathrin deficiency""",Verified ORF
10980,15,938051,0.115446718167937,0.13476219861029,0.392208518308871,YOR329C,SCD5,SGDID:S000005856,CDS,CDS,"""Protein required for normal actin organization and endocytosis; targeting subunit for protein phosphatase type 1; undergoes Crm1p-dependent nuclear-cytoplasmic shuttling; multicopy suppressor of clathrin deficiency""",Verified ORF
10981,15,940092,0.0807631248826932,0.134393096604585,0.548260971481683,YOR330C,MIP1,SGDID:S000005857,CDS,CDS,"""Mitochondrial DNA polymerase gamma; single subunit of mitochondrial DNA polymerase in yeast ; in contrast to metazoan complex of catalytic and accessory subunits; polymorphic in yeast ; petites occur more frequently in some lab strains; human ortholog POLG complements yeast mip1 mutant; mutations in human POLG associated with Alpers-Huttenlocher syndrome (AHS) ; progressive external ophthalmoplegia (PEO) ; parkinsonism ; other mitochondrial diseases""",Verified ORF
10982,15,941271,0.0732032042504941,0.135014553565372,0.588031434510587,YOR330C,MIP1,SGDID:S000005857,CDS,CDS,"""Mitochondrial DNA polymerase gamma; single subunit of mitochondrial DNA polymerase in yeast ; in contrast to metazoan complex of catalytic and accessory subunits; polymorphic in yeast ; petites occur more frequently in some lab strains; human ortholog POLG complements yeast mip1 mutant; mutations in human POLG associated with Alpers-Huttenlocher syndrome (AHS) ; progressive external ophthalmoplegia (PEO) ; parkinsonism ; other mitochondrial diseases""",Verified ORF
10983,15,943341,0.0288244590600611,0.136106658975252,0.83240209145944,YOR330C,MIP1,SGDID:S000005857,CDS,CDS,"""Mitochondrial DNA polymerase gamma; single subunit of mitochondrial DNA polymerase in yeast ; in contrast to metazoan complex of catalytic and accessory subunits; polymorphic in yeast ; petites occur more frequently in some lab strains; human ortholog POLG complements yeast mip1 mutant; mutations in human POLG associated with Alpers-Huttenlocher syndrome (AHS) ; progressive external ophthalmoplegia (PEO) ; parkinsonism ; other mitochondrial diseases""",Verified ORF
10985,15,950568,-0.0236015882045077,0.135424531354176,0.861746477653648,YOR336W,KRE5,SGDID:S000005863,CDS,CDS,"""Protein required for beta-1,6 glucan biosynthesis; mutations result in aberrant morphology and severe growth defects""",Verified ORF
10986,15,951423,-0.067996074470079,0.136540920387647,0.618800869732452,YOR336W,KRE5,SGDID:S000005863,CDS,CDS,"""Protein required for beta-1,6 glucan biosynthesis; mutations result in aberrant morphology and severe growth defects""",Verified ORF
10987,15,952849,-0.0722472370656619,0.134140119038222,0.590505601114342,YOR336W,KRE5,SGDID:S000005863,CDS,CDS,"""Protein required for beta-1,6 glucan biosynthesis; mutations result in aberrant morphology and severe growth defects""",Verified ORF
10988,15,956308,-0.0943461861072188,0.13422384838586,0.482580230221224,YOR337W,TEA1,SGDID:S000005864,CDS,CDS,"""Ty1 enhancer activator involved in Ty enhancer-mediated transcription; required for full levels of Ty enhancer-mediated transcription; C6 zinc cluster DNA-binding protein""",Verified ORF
10989,15,957477,-0.0967144599360548,0.134961873668716,0.474091206386085,YOR338W,YOR338W,SGDID:S000005865,CDS,CDS,"""Putative protein of unknown function; YOR338W transcription is regulated by Azf1p and its transcript is a specific target of the G protein effector Scp160p; identified as being required for sporulation in a high-throughput mutant screen; YOR338W has a paralog ; FUN19 ; that arose from the whole genome duplication""",Uncharacterized ORF
10990,15,959079,-0.067709626280204,0.134812278991016,0.615803994716759,YOR339C,UBC11,SGDID:S000005866,Close to 3'-UTR,Close to 3'-UTR,"""Ubiquitin-conjugating enzyme; most similar in sequence to Xenopus ubiquitin-conjugating enzyme E2-C ; but not a true functional homolog of this E2; unlike E2-C ; not required for the degradation of mitotic cyclin Clb2""",Verified ORF
10993,15,961458,0.0222031972789187,0.135022585889161,0.869478409385341,YOR341W,RPA190,SGDID:S000005868,CDS,CDS,"""RNA polymerase I largest subunit A190""",Verified ORF
10994,15,961510,-0.0034350246925605,0.134645646478204,0.97966131854073,YOR341W,RPA190,SGDID:S000005868,CDS,CDS,"""RNA polymerase I largest subunit A190""",Verified ORF
10995,15,961682,0.0952306757526079,0.136531541706374,0.485949415166256,YOR341W,RPA190,SGDID:S000005868,CDS,CDS,"""RNA polymerase I largest subunit A190""",Verified ORF
10996,15,963635,0.138801186031572,0.136633535255745,0.310389575924777,YOR341W,RPA190,SGDID:S000005868,CDS,CDS,"""RNA polymerase I largest subunit A190""",Verified ORF
10997,15,963965,0.0988448763121498,0.13606870693556,0.468054424178893,YOR341W,RPA190,SGDID:S000005868,CDS,CDS,"""RNA polymerase I largest subunit A190""",Verified ORF
10998,15,964403,0.0956238922136872,0.135148461695638,0.479693460659943,YOR341W,RPA190,SGDID:S000005868,CDS,CDS,"""RNA polymerase I largest subunit A190""",Verified ORF
11000,15,970097,0.0792739307373797,0.134023468673698,0.554568793951899,SUT795_NFR/NDR,,,Promoter,Promoter,,Promoter
11001,15,970105,-0.1826894620553,0.134603996336613,0.1755731922252,SUT795_NFR/NDR,,,Promoter,Promoter,,Promoter
11026,15,977576,-0.135914096619721,0.135412161142941,0.316207512119591,YOR344C,TYE7,SGDID:S000005871,CDS,CDS,"""Serine-rich protein that contains a bHLH DNA binding motif; binds E-boxes of glycolytic genes and contributes to their activation; may function as a transcriptional activator in Ty1-mediated gene expression; bHLH stands for basic-helix-loop-helix""",Verified ORF
11027,15,979280,-0.153298606526396,0.134430359738262,0.254910696356313,XUT_15F-444,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
11028,15,981228,-0.172188681475665,0.134933386685799,0.202758660754132,YOR345C,YOR345C,SGDID:S000005872,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps the verified gene REV1; null mutant displays increased resistance to antifungal agents gliotoxin ; cycloheximide and H2O2""",Dubious ORF
11029,15,981231,-0.178253996356869,0.13393138763214,0.184069332138601,YOR345C,YOR345C,SGDID:S000005872,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps the verified gene REV1; null mutant displays increased resistance to antifungal agents gliotoxin ; cycloheximide and H2O2""",Dubious ORF
11030,15,981687,-0.197564670837812,0.134068127856448,0.141476704791723,ARS1529,ARS1529,SGDID:S000118496,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
11031,15,986923,-0.184545388009279,0.133924198497779,0.169081115861255,YOR348C,PUT4,SGDID:S000005875,CDS,CDS,"""Proline permease; required for high-affinity transport of proline; also transports the toxic proline analog azetidine-2-carboxylate (AzC); PUT4 transcription is repressed in ammonia-grown cells""",Verified ORF
11032,15,987887,-0.213266037758845,0.134183568507185,0.112874260296409,YOR348C,PUT4,SGDID:S000005875,CDS,CDS,"""Proline permease; required for high-affinity transport of proline; also transports the toxic proline analog azetidine-2-carboxylate (AzC); PUT4 transcription is repressed in ammonia-grown cells""",Verified ORF
11033,15,991809,-0.171759774154723,0.135493532983849,0.205754824856471,YOR349W,CIN1,SGDID:S000005876,CDS,CDS,"""Tubulin folding factor D involved in beta-tubulin (Tub2p) folding; isolated as mutant with increased chromosome loss and sensitivity to benomyl""",Verified ORF
11034,15,992356,-0.164939359045154,0.134030553908775,0.219288083189323,YOR349W,CIN1,SGDID:S000005876,CDS,CDS,"""Tubulin folding factor D involved in beta-tubulin (Tub2p) folding; isolated as mutant with increased chromosome loss and sensitivity to benomyl""",Verified ORF
11035,15,992802,-0.163485132512108,0.13513098194639,0.227154778288978,YOR349W,CIN1,SGDID:S000005876,CDS,CDS,"""Tubulin folding factor D involved in beta-tubulin (Tub2p) folding; isolated as mutant with increased chromosome loss and sensitivity to benomyl""",Verified ORF
11036,15,993662,-0.147385041808727,0.134088481771317,0.272446230816431,YOR350C,MNE1,SGDID:S000005877,CDS,CDS,"""Protein involved in splicing Group I aI5-beta intron from COX1 mRNA; mitochondrial matrix protein""",Verified ORF
11037,15,993671,-0.155101336209809,0.13421348902467,0.248613499110847,YOR350C,MNE1,SGDID:S000005877,CDS,CDS,"""Protein involved in splicing Group I aI5-beta intron from COX1 mRNA; mitochondrial matrix protein""",Verified ORF
11038,15,993703,-0.1539711834715,0.134033617805777,0.251436679345914,YOR350C,MNE1,SGDID:S000005877,CDS,CDS,"""Protein involved in splicing Group I aI5-beta intron from COX1 mRNA; mitochondrial matrix protein""",Verified ORF
11040,15,994833,-0.150256108055821,0.13459737536584,0.265036962625506,YOR350C,MNE1,SGDID:S000005877,CDS,CDS,"""Protein involved in splicing Group I aI5-beta intron from COX1 mRNA; mitochondrial matrix protein""",Verified ORF
11043,15,995180,-0.184211999783536,0.134096437433709,0.170397941977618,CUT395,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
11044,15,995834,-0.15354097699471,0.13382795959491,0.252034156914908,CUT395,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
11045,15,996026,-0.139987868196874,0.134628734736493,0.299141355706092,CUT395,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
11046,15,996702,-0.17334733148108,0.134907544225047,0.199657717383077,CUT395,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
11047,15,996731,-0.184039879276265,0.13428685265885,0.171402320149934,CUT395,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
11048,15,999455,-0.220772283555293,0.134132057132748,0.100667715450263,YOR353C,SOG2,SGDID:S000005880,CDS,CDS,"""Key component of the RAM signaling network; required for proper cell morphogenesis and cell separation after mitosis""",Verified ORF
11052,16,16723,-0.12177205185232,0.137255190247857,0.37557823848616,YPL277C,YPL277C,SGDID:S000006198,CDS,CDS,"""Putative protein of unknown function; localized to the membranes; gene expression regulated by copper levels""",Uncharacterized ORF
11053,16,16724,-0.12177205185232,0.137255190247857,0.37557823848616,YPL277C,YPL277C,SGDID:S000006198,CDS,CDS,"""Putative protein of unknown function; localized to the membranes; gene expression regulated by copper levels""",Uncharacterized ORF
11057,16,16745,-0.14180999466632,0.137180265315561,0.301961091587383,YPL277C,YPL277C,SGDID:S000006198,CDS,CDS,"""Putative protein of unknown function; localized to the membranes; gene expression regulated by copper levels""",Uncharacterized ORF
11058,16,16749,-0.129832973640408,0.13681328225454,0.343280358727088,YPL277C,YPL277C,SGDID:S000006198,CDS,CDS,"""Putative protein of unknown function; localized to the membranes; gene expression regulated by copper levels""",Uncharacterized ORF
11063,16,19554,0.0124110422378172,0.141773454409473,0.930290842274861,YPL275W,FDH2,SGDID:S000006196,Close to 3'-UTR,Close to 3'-UTR,"""NAD(+)-dependent formate dehydrogenase; may protect cells from exogenous formate; YPL275W and YPL276W comprise a continuous open reading frame in some S. cerevisiae strains but not in the genomic reference strain S288C""",pseudogene
11064,16,19582,0.122802879430358,0.140854824501655,0.383888215635016,YPL275W,FDH2,SGDID:S000006196,Close to 3'-UTR,Close to 3'-UTR,"""NAD(+)-dependent formate dehydrogenase; may protect cells from exogenous formate; YPL275W and YPL276W comprise a continuous open reading frame in some S. cerevisiae strains but not in the genomic reference strain S288C""",pseudogene
11066,16,19639,0.27035307880439,0.140414405300979,0.0549831527901923,YPL275W,FDH2,SGDID:S000006196,Close to 3'-UTR,Close to 3'-UTR,"""NAD(+)-dependent formate dehydrogenase; may protect cells from exogenous formate; YPL275W and YPL276W comprise a continuous open reading frame in some S. cerevisiae strains but not in the genomic reference strain S288C""",pseudogene
11070,16,20152,0.19311872483841,0.13938774389751,0.166780967275239,P:19080-22937,,,Intergenic region,Intergenic region,between YPL275W and YPL274W,Intergenic region
11072,16,22059,0.165320384527187,0.139938887774861,0.238248842814749,YPL274W,SAM3,SGDID:S000006195,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity S-adenosylmethionine permease; required for utilization of S-adenosylmethionine as a sulfur source; has similarity to S-methylmethionine permease Mmp1p""",Verified ORF
11073,16,23447,-0.312170680907069,0.164123978399017,0.0579794295369575,YPL274W,SAM3,SGDID:S000006195,CDS,CDS,"""High-affinity S-adenosylmethionine permease; required for utilization of S-adenosylmethionine as a sulfur source; has similarity to S-methylmethionine permease Mmp1p""",Verified ORF
11074,16,24494,-0.0037614979945672,0.178450587558853,0.983194823041806,YPL274W,SAM3,SGDID:S000006195,CDS,CDS,"""High-affinity S-adenosylmethionine permease; required for utilization of S-adenosylmethionine as a sulfur source; has similarity to S-methylmethionine permease Mmp1p""",Verified ORF
11075,16,24575,-0.1217932968799,0.189711768453895,0.521295535300314,YPL274W,SAM3,SGDID:S000006195,CDS,CDS,"""High-affinity S-adenosylmethionine permease; required for utilization of S-adenosylmethionine as a sulfur source; has similarity to S-methylmethionine permease Mmp1p""",Verified ORF
11076,16,24701,0.138135782938387,0.217342308201187,0.525469929309296,YPL274W,SAM3,SGDID:S000006195,CDS,CDS,"""High-affinity S-adenosylmethionine permease; required for utilization of S-adenosylmethionine as a sulfur source; has similarity to S-methylmethionine permease Mmp1p""",Verified ORF
11077,16,24708,-0.0030508224729368,0.210883186906364,0.988465672538206,SUT803_NFR/NDR,,,Promoter,Promoter,,Promoter
11084,16,25057,0.223093825126599,0.136472094910195,0.102998913432935,YPL274W,SAM3,SGDID:S000006195,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity S-adenosylmethionine permease; required for utilization of S-adenosylmethionine as a sulfur source; has similarity to S-methylmethionine permease Mmp1p""",Verified ORF
11085,16,25069,0.140184736928915,0.13525942871265,0.300718579541242,YPL274W,SAM3,SGDID:S000006195,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity S-adenosylmethionine permease; required for utilization of S-adenosylmethionine as a sulfur source; has similarity to S-methylmethionine permease Mmp1p""",Verified ORF
11086,16,25078,0.164634386879423,0.136111770087322,0.227259923180634,YPL274W,SAM3,SGDID:S000006195,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity S-adenosylmethionine permease; required for utilization of S-adenosylmethionine as a sulfur source; has similarity to S-methylmethionine permease Mmp1p""",Verified ORF
11087,16,25079,0.17919926212711,0.13585914037736,0.188021501711427,YPL274W,SAM3,SGDID:S000006195,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity S-adenosylmethionine permease; required for utilization of S-adenosylmethionine as a sulfur source; has similarity to S-methylmethionine permease Mmp1p""",Verified ORF
11090,16,25194,-0.0561472532797442,0.135598452525125,0.679074307336197,YPL273W,SAM4,SGDID:S000006194,CDS,CDS,"""S-adenosylmethionine-homocysteine methyltransferase; functions along with Mht1p in the conversion of S-adenosylmethionine (AdoMet) to methionine to control the methionine/AdoMet ratio; SAM4 has a paralog ; YMR321C ; that arose from a single-locus duplication""",Verified ORF
11091,16,25200,-0.0335781325032903,0.135210861071065,0.804016518778211,YPL273W,SAM4,SGDID:S000006194,CDS,CDS,"""S-adenosylmethionine-homocysteine methyltransferase; functions along with Mht1p in the conversion of S-adenosylmethionine (AdoMet) to methionine to control the methionine/AdoMet ratio; SAM4 has a paralog ; YMR321C ; that arose from a single-locus duplication""",Verified ORF
11092,16,25209,-0.0378391270988885,0.136162093977528,0.781253612626537,YPL273W,SAM4,SGDID:S000006194,CDS,CDS,"""S-adenosylmethionine-homocysteine methyltransferase; functions along with Mht1p in the conversion of S-adenosylmethionine (AdoMet) to methionine to control the methionine/AdoMet ratio; SAM4 has a paralog ; YMR321C ; that arose from a single-locus duplication""",Verified ORF
11093,16,25269,0.0610171408614632,0.135839354250014,0.653573109965135,YPL273W,SAM4,SGDID:S000006194,CDS,CDS,"""S-adenosylmethionine-homocysteine methyltransferase; functions along with Mht1p in the conversion of S-adenosylmethionine (AdoMet) to methionine to control the methionine/AdoMet ratio; SAM4 has a paralog ; YMR321C ; that arose from a single-locus duplication""",Verified ORF
11095,16,26510,-0.0610788586400764,0.136255197390945,0.654234729374833,YPL273W,SAM4,SGDID:S000006194,Close to 3'-UTR,Close to 3'-UTR,"""S-adenosylmethionine-homocysteine methyltransferase; functions along with Mht1p in the conversion of S-adenosylmethionine (AdoMet) to methionine to control the methionine/AdoMet ratio; SAM4 has a paralog ; YMR321C ; that arose from a single-locus duplication""",Verified ORF
11096,16,27710,-0.0572898265795307,0.135859288412912,0.673511613987712,YPL272C,PBI1,SGDID:S000006193,CDS,CDS,"""Putative protein of unknown function; gene expression induced in response to ketoconazole; YPL272C is not an essential gene""",Uncharacterized ORF
11097,16,28365,-0.0844212603289958,0.135131803670478,0.532550077987628,YPL272C,PBI1,SGDID:S000006193,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; gene expression induced in response to ketoconazole; YPL272C is not an essential gene""",Uncharacterized ORF
11100,16,29135,-0.0597452284672958,0.135216593512994,0.658869504310776,YPL272C,PBI1,SGDID:S000006193,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; gene expression induced in response to ketoconazole; YPL272C is not an essential gene""",Uncharacterized ORF
11101,16,30586,-0.0924698800898419,0.13471279056744,0.492897395097704,YPL270W,MDL2,SGDID:S000006191,CDS,CDS,"""Mitochondrial inner membrane half-type ABC transporter; required for respiratory growth at high temperature; localizes to vacuole membrane in response to H2O2; similar to human TAP1 and TAP2 implicated in bare lymphocyte syndrome and Wegener-like granulomatosis""",Verified ORF
11102,16,30803,-0.12419334484873,0.134873395361182,0.357776261582142,YPL270W,MDL2,SGDID:S000006191,CDS,CDS,"""Mitochondrial inner membrane half-type ABC transporter; required for respiratory growth at high temperature; localizes to vacuole membrane in response to H2O2; similar to human TAP1 and TAP2 implicated in bare lymphocyte syndrome and Wegener-like granulomatosis""",Verified ORF
11103,16,35528,-0.111853293010417,0.134671141864748,0.406780144374314,YPL268W,PLC1,SGDID:S000006189,CDS,CDS,"""Phospholipase C; hydrolyzes phosphatidylinositol 4,5-biphosphate (PIP2) to generate the signaling molecules inositol 1,4,5-triphosphate (IP3) and 1,2-diacylglycerol (DAG); involved in regulating many cellular processes; Plc1p and inositol polyphosphates are required for acetyl-CoA homeostasis which regulates global histone acetylation""",Verified ORF
11104,16,35760,-0.108601756762057,0.135846224176364,0.424569296488879,YPL268W,PLC1,SGDID:S000006189,CDS,CDS,"""Phospholipase C; hydrolyzes phosphatidylinositol 4,5-biphosphate (PIP2) to generate the signaling molecules inositol 1,4,5-triphosphate (IP3) and 1,2-diacylglycerol (DAG); involved in regulating many cellular processes; Plc1p and inositol polyphosphates are required for acetyl-CoA homeostasis which regulates global histone acetylation""",Verified ORF
11105,16,35982,-0.112194956873223,0.135519484494213,0.408293269787261,YPL268W,PLC1,SGDID:S000006189,CDS,CDS,"""Phospholipase C; hydrolyzes phosphatidylinositol 4,5-biphosphate (PIP2) to generate the signaling molecules inositol 1,4,5-triphosphate (IP3) and 1,2-diacylglycerol (DAG); involved in regulating many cellular processes; Plc1p and inositol polyphosphates are required for acetyl-CoA homeostasis which regulates global histone acetylation""",Verified ORF
11106,16,40390,-0.019417060164941,0.135350582439649,0.886010706808702,YPL265W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11107,16,40490,-0.0387242867109205,0.135190776114711,0.774707815946928,YPL265W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11108,16,40552,-0.0477366115633794,0.135569472540786,0.724959002271134,YPL265W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11112,16,43424,-0.0851851924542864,0.13550330409733,0.529979750523315,YPL264C,YPL264C,SGDID:S000006185,CDS,CDS,"""Endoplasmic reticulum protein of unknown function; physically interacts with Hsp82p; YPL264C is not an essential gene""",Uncharacterized ORF
11113,16,43662,-0.0726930349020476,0.135914085846257,0.593093438001332,YPL264C,YPL264C,SGDID:S000006185,CDS,CDS,"""Endoplasmic reticulum protein of unknown function; physically interacts with Hsp82p; YPL264C is not an essential gene""",Uncharacterized ORF
11114,16,46114,-0.155188635099965,0.13588651881371,0.254209021560641,YPL263C,KEL3,SGDID:S000006184,CDS,CDS,"""Cytoplasmic protein of unknown function""",Verified ORF
11116,16,46765,-0.0859942368332433,0.135869039056011,0.527195653351713,CUT400,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
11117,16,47416,-0.140826068629087,0.135648255089138,0.299901100190914,YPL262W,FUM1,SGDID:S000006183,CDS,CDS,"""Fumarase; converts fumaric acid to L-malic acid in the TCA cycle; cytosolic and mitochondrial distribution determined by the N-terminal targeting sequence ; protein conformation ; and status of glyoxylate shunt; phosphorylated in mitochondria""",Verified ORF
11118,16,48340,-0.134329116098636,0.134535909441463,0.318738870059932,YPL262W,FUM1,SGDID:S000006183,CDS,CDS,"""Fumarase; converts fumaric acid to L-malic acid in the TCA cycle; cytosolic and mitochondrial distribution determined by the N-terminal targeting sequence ; protein conformation ; and status of glyoxylate shunt; phosphorylated in mitochondria""",Verified ORF
