SNP,Chr,Pos,Effect,SE,ERG11_ERG5_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
9385,14,185411,-0.033613122872055,0.0737244683656142,0.64872138774097,YNL246W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9386,14,185846,-0.0010546349084524,0.0730273667595764,0.988485797832188,YNL247W,CRS1,SGDID:S000005191,Close to 3'-UTR,Close to 3'-UTR,"""Cysteinyl-tRNA synthetase; CRS1 has two in-frame start codons resulting in a shorter isoform that is retained in the cytosol and a longer form that is mitochondrial; may interact with ribosomes ; based on co-purification experiments; human gene CARS allows growth of the yeast haploid null mutant after sporulation of a heterozygous diploid""",Verified ORF
9387,14,186061,0.0066134676123547,0.0729942602758003,0.927859777012215,YNL247W,CRS1,SGDID:S000005191,Close to 3'-UTR,Close to 3'-UTR,"""Cysteinyl-tRNA synthetase; CRS1 has two in-frame start codons resulting in a shorter isoform that is retained in the cytosol and a longer form that is mitochondrial; may interact with ribosomes ; based on co-purification experiments; human gene CARS allows growth of the yeast haploid null mutant after sporulation of a heterozygous diploid""",Verified ORF
9388,14,186675,0.0143012286133591,0.0734264769706418,0.845685549721297,YNL245C,CWC25,SGDID:S000005189,CDS,CDS,"""Splicing factor required for the first step of pre-mRNA splicing; binding to the spliceosome requires Prp2p and Yju2p; heat-stable protein; has similarity to S. pombe Cwf25p""",Verified ORF
9389,14,187156,-0.0205547502202245,0.073281923301964,0.779266915842409,YNL246W,VPS75,SGDID:S000005190,Close to 3'-UTR,Close to 3'-UTR,"""NAP family histone chaperone; binds to histones and Rtt109p ; stimulating histone acetyltransferase activity; possesses nucleosome assembly activity in vitro; proposed role in vacuolar protein sorting and in double-strand break repair; protein abundance increases in response to DNA replication stress; relocalizes to the cytosol in response to hypoxia""",Verified ORF
9391,14,187740,-0.005691011732013,0.0732091343406671,0.938081812520338,YNL244C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9392,14,189103,-0.0605008264711889,0.0734603594467507,0.410731651233279,YNL243W,SLA2,SGDID:S000005187,CDS,CDS,"""Adaptor protein that links actin to clathrin and endocytosis; involved in membrane cytoskeleton assembly and cell polarization; present in the actin cortical patch of the emerging bud tip; dimer in vivo""",Verified ORF
9393,14,189310,-0.022059258620778,0.0731382356855107,0.763126616209628,YNL243W,SLA2,SGDID:S000005187,CDS,CDS,"""Adaptor protein that links actin to clathrin and endocytosis; involved in membrane cytoskeleton assembly and cell polarization; present in the actin cortical patch of the emerging bud tip; dimer in vivo""",Verified ORF
9394,14,189723,-0.0116006541226522,0.0735265440342245,0.874724271057643,YNL243W,SLA2,SGDID:S000005187,CDS,CDS,"""Adaptor protein that links actin to clathrin and endocytosis; involved in membrane cytoskeleton assembly and cell polarization; present in the actin cortical patch of the emerging bud tip; dimer in vivo""",Verified ORF
9395,14,190174,0.0066031930423979,0.0733452837163946,0.928315332360011,YNL243W,SLA2,SGDID:S000005187,CDS,CDS,"""Adaptor protein that links actin to clathrin and endocytosis; involved in membrane cytoskeleton assembly and cell polarization; present in the actin cortical patch of the emerging bud tip; dimer in vivo""",Verified ORF
9396,14,190876,0.0236762677355905,0.0733774176880671,0.747140573955099,YNL243W,SLA2,SGDID:S000005187,CDS,CDS,"""Adaptor protein that links actin to clathrin and endocytosis; involved in membrane cytoskeleton assembly and cell polarization; present in the actin cortical patch of the emerging bud tip; dimer in vivo""",Verified ORF
9397,14,193564,0.0002999954064225,0.0735609489561696,0.996748389162878,YNL242W,ATG2,SGDID:S000005186,CDS,CDS,"""Peripheral membrane protein required for autophagic vesicle formation; also required for vesicle formation during pexophagy and the cytoplasm-to-vaucole targeting (Cvt) pathway; involved in Atg9p cycling between the phagophore assembly site and mitochondria; contains an APT1 domain that binds phosphatidylinositol-3-phosphate; essential for cell cycle progression from G2/M to G1 under nitrogen starvation; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
9398,14,193668,-0.0034488273681352,0.073642804408364,0.962673742409999,YNL242W,ATG2,SGDID:S000005186,CDS,CDS,"""Peripheral membrane protein required for autophagic vesicle formation; also required for vesicle formation during pexophagy and the cytoplasm-to-vaucole targeting (Cvt) pathway; involved in Atg9p cycling between the phagophore assembly site and mitochondria; contains an APT1 domain that binds phosphatidylinositol-3-phosphate; essential for cell cycle progression from G2/M to G1 under nitrogen starvation; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
9399,14,194053,-0.0088229345351308,0.074738592856708,0.906094721011702,YNL242W,ATG2,SGDID:S000005186,CDS,CDS,"""Peripheral membrane protein required for autophagic vesicle formation; also required for vesicle formation during pexophagy and the cytoplasm-to-vaucole targeting (Cvt) pathway; involved in Atg9p cycling between the phagophore assembly site and mitochondria; contains an APT1 domain that binds phosphatidylinositol-3-phosphate; essential for cell cycle progression from G2/M to G1 under nitrogen starvation; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
9400,14,194811,0.0043548749651419,0.0739025286789923,0.953043373938887,YNL242W,ATG2,SGDID:S000005186,CDS,CDS,"""Peripheral membrane protein required for autophagic vesicle formation; also required for vesicle formation during pexophagy and the cytoplasm-to-vaucole targeting (Cvt) pathway; involved in Atg9p cycling between the phagophore assembly site and mitochondria; contains an APT1 domain that binds phosphatidylinositol-3-phosphate; essential for cell cycle progression from G2/M to G1 under nitrogen starvation; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
9401,14,196310,0.0013090602950028,0.0737925149899501,0.985856497109508,ACS_14_196227_-_NFR/NDR,,,Promoter,Promoter,,Promoter
9402,14,196374,-0.0355005621574156,0.0753133432589225,0.637666666117611,YNL242W,ATG2,SGDID:S000005186,Close to 3'-UTR,Close to 3'-UTR,"""Peripheral membrane protein required for autophagic vesicle formation; also required for vesicle formation during pexophagy and the cytoplasm-to-vaucole targeting (Cvt) pathway; involved in Atg9p cycling between the phagophore assembly site and mitochondria; contains an APT1 domain that binds phosphatidylinositol-3-phosphate; essential for cell cycle progression from G2/M to G1 under nitrogen starvation; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
9403,14,198392,-0.0214972305753983,0.0729205535089848,0.768317330857546,YNL241C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9404,14,199813,0.0080635261186543,0.0730815639282806,0.912205623573473,YNL240C,NAR1,SGDID:S000005184,CDS,CDS,"""Subunit of the cytosolic iron-sulfur (FeS) protein assembly machinery; required for maturation of cytosolic and nuclear FeS proteins and for normal resistance to oxidative stress; deficiency results in shortened lifespan and sensitivity to paraquat; homologous to human Narf""",Verified ORF
9405,14,204167,0.0317787812921215,0.0736709856205057,0.666469301847876,YNL238W,KEX2,SGDID:S000005182,CDS,CDS,"""Kexin ; a subtilisin-like protease (proprotein convertase); a calcium-dependent serine protease involved in the activation of proproteins of the secretory pathway""",Verified ORF
9406,14,204725,0.0174314450005559,0.073761136325031,0.813319189644657,YNL238W,KEX2,SGDID:S000005182,CDS,CDS,"""Kexin ; a subtilisin-like protease (proprotein convertase); a calcium-dependent serine protease involved in the activation of proproteins of the secretory pathway""",Verified ORF
9407,14,205279,0.0155520884958854,0.0735562933361144,0.832672897250365,YNL237W,YTP1,SGDID:S000005181,CDS,CDS,"""Probable type-III integral membrane protein of unknown function; has regions of similarity to mitochondrial electron transport proteins""",Verified ORF
9408,14,206830,0.0040205053510844,0.0743532249959483,0.95690755599519,YNL236W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9409,14,208181,-0.0064059787049264,0.0735642876542203,0.930657291401839,YNL236W,SIN4,SGDID:S000005180,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; contributes to both postive and negative transcriptional regulation; dispensible for basal transcription""",Verified ORF
9410,14,208554,-0.0326864810824854,0.0738322346494205,0.65824458015174,YNL236W,SIN4,SGDID:S000005180,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; contributes to both postive and negative transcriptional regulation; dispensible for basal transcription""",Verified ORF
9411,14,210226,0.0124347189405867,0.0731110667276169,0.865044775967773,YNL236W,SIN4,SGDID:S000005180,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; contributes to both postive and negative transcriptional regulation; dispensible for basal transcription""",Verified ORF
9412,14,211354,0.0222777239111349,0.0730893993533806,0.760697323975185,YNL234W,YNL234W,SGDID:S000005178,CDS,CDS,"""Protein of unknown function with similarity to globins; has a functional heme-binding domain; mutant has aneuploidy tolerance; transcription induced by stress conditions; may be involved in glucose signaling or metabolism; regulated by Rgt1""",Verified ORF
9413,14,211768,0.0024014171756653,0.0733881263883282,0.973914655084165,YNL233W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9414,14,212579,0.0097125943467006,0.0737241721859218,0.895263156282985,YNL233W,BNI4,SGDID:S000005177,CDS,CDS,"""Targeting subunit for Glc7p protein phosphatase; localized to the bud neck ; required for localization of chitin synthase III to the bud neck via interaction with the chitin synthase III regulatory subunit Skt5p; phosphorylation by Slt2p and Kss1p involved in regulating Bni4p in septum assembly""",Verified ORF
9415,14,213154,0.0285331545048804,0.0736747491001788,0.698778326888485,YNL233W,BNI4,SGDID:S000005177,CDS,CDS,"""Targeting subunit for Glc7p protein phosphatase; localized to the bud neck ; required for localization of chitin synthase III to the bud neck via interaction with the chitin synthase III regulatory subunit Skt5p; phosphorylation by Slt2p and Kss1p involved in regulating Bni4p in septum assembly""",Verified ORF
9416,14,213619,0.0285096983901314,0.0733725485010885,0.697835293126739,YNL233W,BNI4,SGDID:S000005177,CDS,CDS,"""Targeting subunit for Glc7p protein phosphatase; localized to the bud neck ; required for localization of chitin synthase III to the bud neck via interaction with the chitin synthase III regulatory subunit Skt5p; phosphorylation by Slt2p and Kss1p involved in regulating Bni4p in septum assembly""",Verified ORF
9417,14,213828,0.0230228733787953,0.073756792541846,0.755114013716254,YNL233W,BNI4,SGDID:S000005177,CDS,CDS,"""Targeting subunit for Glc7p protein phosphatase; localized to the bud neck ; required for localization of chitin synthase III to the bud neck via interaction with the chitin synthase III regulatory subunit Skt5p; phosphorylation by Slt2p and Kss1p involved in regulating Bni4p in septum assembly""",Verified ORF
9418,14,213849,0.0190592790739795,0.073339110356924,0.795108780909468,YNL233W,BNI4,SGDID:S000005177,CDS,CDS,"""Targeting subunit for Glc7p protein phosphatase; localized to the bud neck ; required for localization of chitin synthase III to the bud neck via interaction with the chitin synthase III regulatory subunit Skt5p; phosphorylation by Slt2p and Kss1p involved in regulating Bni4p in septum assembly""",Verified ORF
9419,14,214248,0.0351281385509593,0.0739618980730716,0.635116950641146,YNL233W,BNI4,SGDID:S000005177,CDS,CDS,"""Targeting subunit for Glc7p protein phosphatase; localized to the bud neck ; required for localization of chitin synthase III to the bud neck via interaction with the chitin synthase III regulatory subunit Skt5p; phosphorylation by Slt2p and Kss1p involved in regulating Bni4p in septum assembly""",Verified ORF
9420,14,214258,0.0347878737088787,0.0737490826483153,0.637428184840276,YNL233W,BNI4,SGDID:S000005177,CDS,CDS,"""Targeting subunit for Glc7p protein phosphatase; localized to the bud neck ; required for localization of chitin synthase III to the bud neck via interaction with the chitin synthase III regulatory subunit Skt5p; phosphorylation by Slt2p and Kss1p involved in regulating Bni4p in septum assembly""",Verified ORF
9421,14,214305,0.0333972352483819,0.073576650466388,0.650171981076002,YNL233W,BNI4,SGDID:S000005177,CDS,CDS,"""Targeting subunit for Glc7p protein phosphatase; localized to the bud neck ; required for localization of chitin synthase III to the bud neck via interaction with the chitin synthase III regulatory subunit Skt5p; phosphorylation by Slt2p and Kss1p involved in regulating Bni4p in septum assembly""",Verified ORF
9425,14,216362,0.008729024452818,0.0736338790573543,0.905702234836503,YNL231C,PDR16,SGDID:S000005175,CDS,CDS,"""Phosphatidylinositol transfer protein (PITP); controlled by the multiple drug resistance regulator Pdr1p; localizes to lipid particles and microsomes; controls levels of various lipids ; may regulate lipid synthesis; homologous to Pdr17p; protein abundance increases in response to DNA replication stress""",Verified ORF
9426,14,216406,0.0116746953603328,0.0734225158456708,0.87375427626641,YNL231C,PDR16,SGDID:S000005175,CDS,CDS,"""Phosphatidylinositol transfer protein (PITP); controlled by the multiple drug resistance regulator Pdr1p; localizes to lipid particles and microsomes; controls levels of various lipids ; may regulate lipid synthesis; homologous to Pdr17p; protein abundance increases in response to DNA replication stress""",Verified ORF
9427,14,220803,-0.0066586201370952,0.0732211100953874,0.927593014016595,YNL228W,YNL228W,SGDID:S000005172,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; almost completely overlaps ORF YNL227C/JJJ1""",Dubious ORF
9428,14,223967,0.0092062479614071,0.0737243562335869,0.900694461818727,YNL225C,CNM67,SGDID:S000005169,CDS,CDS,"""Component of the spindle pole body outer plaque; required for spindle orientation and mitotic nuclear migration; CNM67 has a paralog ; ADY3 ; that arose from the whole genome duplication""",Verified ORF
9429,14,225776,-0.0026382439744944,0.0739009654435997,0.971541970306448,YNL224C,SQS1,SGDID:S000005168,CDS,CDS,"""Protein that stimulates the ATPase and helicase activities of Prp43p; acts with Prp43p to stimulate 18s rRNA maturation by Nob1p; overexpression antagonizes the suppression of splicing defects by spp382 mutants; component of pre-ribosomal particles; relocalizes from nucleus to nucleolus upon DNA replication stress""",Verified ORF
9430,14,228904,0.0225594193721466,0.0740990651492362,0.760964902369746,YNL222W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9431,14,233872,0.015368523300347,0.0727954463438329,0.832916008605004,CUT325_NFR/NDR,,,Promoter,Promoter,,Promoter
9432,14,236810,-0.0633015211600331,0.0731321925819288,0.387310222660888,YNL219C,ALG9,SGDID:S000005163,CDS,CDS,"""Mannosyltransferase ; involved in N-linked glycosylation; catalyzes the transfer of both the seventh mannose residue on B-arm and ninth mannose residue on the C-arm from Dol-P-Man to lipid-linked oligosaccharides; human homolog ALG9 can complement yeast null mutant; mutation of human homolog causes type 1 congenital disorders of glycosylation""",Verified ORF
9434,14,239611,-0.0534692947594582,0.0728509958104602,0.463463849789592,YNL218W,MGS1,SGDID:S000005162,CDS,CDS,"""Protein with DNA-dependent ATPase and ssDNA annealing activities; involved in maintenance of genome; interacts functionally with DNA polymerase delta; homolog of human Werner helicase interacting protein (WHIP); forms nuclear foci upon DNA replication stress""",Verified ORF
9435,14,240005,-0.0696421019012676,0.0727984851975473,0.339402581138633,YNL217W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9436,14,241034,-0.0688031317431911,0.0727422327068871,0.344872840951174,YNL217W,PPN2,SGDID:S000005161,CDS,CDS,"""Zn2+-dependent endopolyphosphatase; required with PPN1 to mobilize polyphosphate stores in response to phosphate starvation; member of the PPP-superfamily of metalloproteases; localizes to the vacuolar lumen via the MVB pathway; null mutant is highly sensitive to azaserine and resistant to sodium-O-vandate""",Verified ORF
9437,14,241114,-0.0718028225787357,0.0731629562802158,0.327062968398129,YNL217W,PPN2,SGDID:S000005161,CDS,CDS,"""Zn2+-dependent endopolyphosphatase; required with PPN1 to mobilize polyphosphate stores in response to phosphate starvation; member of the PPP-superfamily of metalloproteases; localizes to the vacuolar lumen via the MVB pathway; null mutant is highly sensitive to azaserine and resistant to sodium-O-vandate""",Verified ORF
9438,14,241965,-0.0686172904316171,0.0728529872515146,0.346908601404595,YNL216W,RAP1,SGDID:S000005160,CDS,CDS,"""Essential DNA-binding transcription regulator that binds many loci; involved in transcription activation ; repression ; chromatin silencing ; telomere length maintenance; relocalizes to cytosol under hypoxia; conserved protein with N-terminal BRCT domain ; central region with homology to Myb DNA binding domain ; and C-terminal Rap1-specific protein-interaction domain (RCT domain); recruits Sir complex to telomeric DNA; present in quiescent cell telomere hyperclusters""",Verified ORF
9439,14,244751,-0.083617052865977,0.072753352867724,0.251201208578966,YNL215W,IES2,SGDID:S000005159,CDS,CDS,"""Protein that associates with the INO80 chromatin remodeling complex; associates with the INO80 complex under low-salt conditions; essential for growth under anaerobic conditions; protein abundance increases in response to DNA replication stress""",Verified ORF
9440,14,247602,-0.0912800632205142,0.0728315187385274,0.210924429088784,YNL212W,VID27,SGDID:S000005156,CDS,CDS,"""Cytoplasmic protein of unknown function; possibly involved in vacuolar protein degradation; not essential for proteasome-dependent degradation of fructose-1,6-bisphosphatase (FBPase); null mutants exhibit normal growth; contains two PH-like domains""",Verified ORF
9441,14,250138,-0.110722283101054,0.0731759203426648,0.131149727648279,YNL211C,MRX7,SGDID:S000005155,CDS,CDS,"""Protein that associates with mitochondrial ribosome; green fluorescent protein (GFP)-fusion protein localizes to mitochondria; YNL211C is not an essential gene""",Uncharacterized ORF
9443,14,250690,-0.102865198932876,0.0727854526935388,0.158458721363007,ARS1413,ARS1413,SGDID:S000077375,Other features,Replication,"""Strong origin of replication activated in late S phase""",ARS
9444,14,254840,0.135029036595524,0.0818292998497667,0.0998056634590601,YNL208W,YNL208W,SGDID:S000005152,CDS,CDS,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; authentic ; non-tagged protein is detected in purified mitochondria in high-throughput studies; potential orthologs found in other fungi""",Verified ORF
9445,14,256840,-0.114738977096586,0.0728486980932741,0.116144992919225,YNL206C,RTT106,SGDID:S000005150,CDS,CDS,"""Histone chaperone; involved in regulation of chromatin structure in both transcribed and silenced chromosomal regions; affects transcriptional elongation; has a role in regulation of Ty1 transposition; interacts physically and functionally with Chromatin Assembly Factor-1 (CAF-1)""",Verified ORF
9446,14,257173,-0.126049515397726,0.0728038619812693,0.0842617256376274,YNL206C,RTT106,SGDID:S000005150,CDS,CDS,"""Histone chaperone; involved in regulation of chromatin structure in both transcribed and silenced chromosomal regions; affects transcriptional elongation; has a role in regulation of Ty1 transposition; interacts physically and functionally with Chromatin Assembly Factor-1 (CAF-1)""",Verified ORF
9448,14,264064,-0.0420733022079703,0.0729705510275876,0.564591218281563,YNL200C,NNR1,SGDID:S000005144,CDS,CDS,"""NADHX epimerase; catalyzes isomerization of (R)- and (S)-NADHX; homologous to AIBP in mammals and the N- terminal domain of YjeF in E.coli; enzyme is widespread in eukaryotes ; prokaryotes and archaea; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
9449,14,267696,-0.0416768413951262,0.0728831454587486,0.567800419921665,YNL197C,WHI3,SGDID:S000005141,CDS,CDS,"""RNA binding protein that modulates mRNA stability; regulates genes involved in the cell cycle ; sister chromatid cohesion ; and the stress response; modulates the stability and translational efficiency of the CLN3 mRNA; colocalizes with P-bodies/stress granules where it may sequester specific mRNAs; regulates cell fate and the critical cell size required for passage through Start; Tpk1p-mediated phosphorylation inhibits Whi3p function ; decreasing its interaction with CLN3 mRNA; regulates ploidy""",Verified ORF
9450,14,269770,-0.044216343414441,0.0728605296646316,0.544332093237633,YNL197C,WHI3,SGDID:S000005141,Close to 3'-UTR,Close to 3'-UTR,"""RNA binding protein that modulates mRNA stability; regulates genes involved in the cell cycle ; sister chromatid cohesion ; and the stress response; modulates the stability and translational efficiency of the CLN3 mRNA; colocalizes with P-bodies/stress granules where it may sequester specific mRNAs; regulates cell fate and the critical cell size required for passage through Start; Tpk1p-mediated phosphorylation inhibits Whi3p function ; decreasing its interaction with CLN3 mRNA; regulates ploidy""",Verified ORF
9452,14,272744,-0.0538175842289509,0.0727528194271766,0.459954318045287,SUT326,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
9453,14,274575,-0.116004783301491,0.0731497935048436,0.113668130278061,YNL193W,YNL193W,SGDID:S000005137,CDS,CDS,"""Putative protein of unknown function; exhibits a two-hybrid interaction with Yhr151cp in a large-scale analysis""",Uncharacterized ORF
9455,14,278085,-0.115466035954566,0.0732328927386753,0.115761120113955,YNL192W,CHS1,SGDID:S000005136,CDS,CDS,"""Chitin synthase I; requires activation from zymogenic form in order to catalyze the transfer of N-acetylglucosamine (GlcNAc) to chitin; required for repairing the chitin septum during cytokinesis; transcription activated by mating factor""",Verified ORF
9457,14,283358,-0.151403777316779,0.0734730589848894,0.0400667088731482,YNL190W,YNL190W,SGDID:S000005134,Close to 3'-UTR,Close to 3'-UTR,"""Hydrophilin essential in desiccation-rehydration process; cell wall protein; contains a putative GPI-attachment site""",Verified ORF
9459,14,285036,-0.107324136822911,0.0728320011107164,0.14148454324579,YNL189W,SRP1,SGDID:S000005133,CDS,CDS,"""Karyopherin alpha homolog; forms a dimer with karyopherin beta Kap95p to mediate import of nuclear proteins ; binds the nuclear localization signal of the substrate during import; involved in cotranslational protein degradation; binds ribosome-bound nascent polypeptides; Srp1p and Sts1p couple proteasomes to nascent polypeptides emerging from the ribosome for cotranslational degradation""",Verified ORF
9460,14,288822,-0.0933330449282856,0.0727474827051073,0.200343297075963,YNL187W,SWT21,SGDID:S000005131,CDS,CDS,"""Protein involved in mRNA splicing; contains a consensus nuclear export signal (NES) sequence similar to the consensus sequence recognized by Crm1p; interacts genetically with Prp40p and Tgs1p; contains WD40 repeats""",Verified ORF
9461,14,294413,-0.144236851564242,0.0726227501506023,0.0477940490513535,YNL183C,NPR1,SGDID:S000005127,CDS,CDS,"""Protein kinase; stabilizes several plasma membrane amino acid transporters by antagonizing their ubiquitin-mediated degradation; phosphorylates Aly2p; negatively regulates Ldb19p-mediated endocytosis by phosphorylating Ldb19p; positively regulates activity of the three Mep ammonium transport proteins; mediates inhibitory phosphorylation of Mep2p and Par32p; TOR complex negatively regulates Npr1p activity; NPR1 has a paralog ; PRR2 ; that arose from the whole genome duplication""",Verified ORF
9463,14,301186,-0.0804983951903219,0.0746866266976098,0.281852129320273,YNL180C,RHO5,SGDID:S000005124,Close to 3'-UTR,Close to 3'-UTR,"""Non-essential small GTPase of the Rho/Rac family of Ras-like proteins; regulated by phosphorylation and ubiquitination; likely involved in protein kinase C (Pkc1p)-dependent signal transduction pathway that controls cell integrity; necessary for oxidant and ramped heat stress-induced cell death; ortholog of mammalian RAC1""",Verified ORF
9464,14,301407,-0.0883411647869323,0.072810059452976,0.225822604077245,YNL180C,RHO5,SGDID:S000005124,Close to 3'-UTR,Close to 3'-UTR,"""Non-essential small GTPase of the Rho/Rac family of Ras-like proteins; regulated by phosphorylation and ubiquitination; likely involved in protein kinase C (Pkc1p)-dependent signal transduction pathway that controls cell integrity; necessary for oxidant and ramped heat stress-induced cell death; ortholog of mammalian RAC1""",Verified ORF
9465,14,303906,-0.104743718814926,0.073133946586557,0.152966465741094,YNL177C,MRPL22,SGDID:S000005121,CDS,CDS,"""Mitochondrial ribosomal protein of the large subunit""",Verified ORF
9466,14,303958,-0.116133211127035,0.0732954732420715,0.113986155989603,YNL177C,MRPL22,SGDID:S000005121,CDS,CDS,"""Mitochondrial ribosomal protein of the large subunit""",Verified ORF
9467,14,308851,-0.06832471513321,0.0731438354918843,0.350883368021901,YNL175C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9468,14,308862,-0.0699022365281208,0.0732610662880541,0.340659324649722,YNL175C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9469,14,309197,-0.0709826204575389,0.0733455013275182,0.333814721841712,YNL173C,MDG1,SGDID:S000005117,CDS,CDS,"""Plasma membrane protein; involved in G-protein mediated pheromone signaling pathway; overproduction suppresses bem1 mutations; MDG1 has a paralog ; CRP1 ; that arose from the whole genome duplication""",Verified ORF
9470,14,309784,-0.0829637919351072,0.0733822740644521,0.259003707651647,YNL173C,MDG1,SGDID:S000005117,CDS,CDS,"""Plasma membrane protein; involved in G-protein mediated pheromone signaling pathway; overproduction suppresses bem1 mutations; MDG1 has a paralog ; CRP1 ; that arose from the whole genome duplication""",Verified ORF
9471,14,312060,-0.0952926429688271,0.0729066173407297,0.192046279186164,YNL172W,APC1,SGDID:S000005116,CDS,CDS,"""Largest subunit of the Anaphase-Promoting Complex/Cyclosome; APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; localizes to nuclear foci that become diffuse upon DNA replication stress""",Verified ORF
9472,14,312454,-0.0760719707060314,0.0729150590436408,0.297525290355604,YNL172W,APC1,SGDID:S000005116,CDS,CDS,"""Largest subunit of the Anaphase-Promoting Complex/Cyclosome; APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; localizes to nuclear foci that become diffuse upon DNA replication stress""",Verified ORF
9473,14,313182,-0.106071471459224,0.0728088351817969,0.146047016024261,YNL172W,APC1,SGDID:S000005116,CDS,CDS,"""Largest subunit of the Anaphase-Promoting Complex/Cyclosome; APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; localizes to nuclear foci that become diffuse upon DNA replication stress""",Verified ORF
9474,14,314163,-0.0939433147040045,0.0729428894416404,0.198623603670949,YNL172W,APC1,SGDID:S000005116,CDS,CDS,"""Largest subunit of the Anaphase-Promoting Complex/Cyclosome; APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; localizes to nuclear foci that become diffuse upon DNA replication stress""",Verified ORF
9475,14,314179,-0.0996298021569031,0.0729255745631724,0.172750679999913,YNL172W,APC1,SGDID:S000005116,CDS,CDS,"""Largest subunit of the Anaphase-Promoting Complex/Cyclosome; APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; localizes to nuclear foci that become diffuse upon DNA replication stress""",Verified ORF
9476,14,314885,-0.100250981270545,0.0729766271985281,0.170393851448549,YNL172W,APC1,SGDID:S000005116,CDS,CDS,"""Largest subunit of the Anaphase-Promoting Complex/Cyclosome; APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; localizes to nuclear foci that become diffuse upon DNA replication stress""",Verified ORF
9477,14,317822,-0.145443799531832,0.0728590158688737,0.0466759829054925,YNL169C,PSD1,SGDID:S000005113,Close to 3'-UTR,Close to 3'-UTR,"""Phosphatidylserine decarboxylase of the mitochondrial inner membrane; converts phosphatidylserine to phosphatidylethanolamine; regulates mitochondrial fusion and morphology by affecting lipid mixing in the mitochondrial membrane and by influencing the ratio of long to short forms of Mgm1p; partly exposed to the mitochondrial intermembrane space; autocatalytically processed""",Verified ORF
9478,14,318991,-0.0643916835515015,0.0734852012877547,0.381487987082872,SUT327,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
9479,14,319124,-0.0334133810438928,0.0738313128663619,0.65114085716931,SUT327,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
9480,14,319557,-0.0581597007386113,0.0733264393963104,0.428216581004162,YNL167C,SKO1,SGDID:S000005111,CDS,CDS,"""Basic leucine zipper transcription factor of the ATF/CREB family; forms a complex with Tup1p and Cyc8p to both activate and repress transcription; cytosolic and nuclear protein involved in osmotic and oxidative stress responses""",Verified ORF
9481,14,319699,-0.0469810406059979,0.0732637594495313,0.521770582043361,YNL167C,SKO1,SGDID:S000005111,CDS,CDS,"""Basic leucine zipper transcription factor of the ATF/CREB family; forms a complex with Tup1p and Cyc8p to both activate and repress transcription; cytosolic and nuclear protein involved in osmotic and oxidative stress responses""",Verified ORF
