SNP,Chr,Pos,Effect,SE,ERV25_ORM2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
9388,14,186675,0.0111766694887041,0.0670180748304151,0.867645746391467,YNL245C,CWC25,SGDID:S000005189,CDS,CDS,"""Splicing factor required for the first step of pre-mRNA splicing; binding to the spliceosome requires Prp2p and Yju2p; heat-stable protein; has similarity to S. pombe Cwf25p""",Verified ORF
9389,14,187156,-0.0443823070346014,0.0668509087105163,0.507187800386644,YNL246W,VPS75,SGDID:S000005190,Close to 3'-UTR,Close to 3'-UTR,"""NAP family histone chaperone; binds to histones and Rtt109p ; stimulating histone acetyltransferase activity; possesses nucleosome assembly activity in vitro; proposed role in vacuolar protein sorting and in double-strand break repair; protein abundance increases in response to DNA replication stress; relocalizes to the cytosol in response to hypoxia""",Verified ORF
9391,14,187740,-0.010100646026395,0.0668171523509401,0.879929179154089,YNL244C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9392,14,189103,0.0066454157312355,0.067111492569417,0.92117817376604,YNL243W,SLA2,SGDID:S000005187,CDS,CDS,"""Adaptor protein that links actin to clathrin and endocytosis; involved in membrane cytoskeleton assembly and cell polarization; present in the actin cortical patch of the emerging bud tip; dimer in vivo""",Verified ORF
9393,14,189310,0.0061052236094099,0.0667618431677451,0.927188653737233,YNL243W,SLA2,SGDID:S000005187,CDS,CDS,"""Adaptor protein that links actin to clathrin and endocytosis; involved in membrane cytoskeleton assembly and cell polarization; present in the actin cortical patch of the emerging bud tip; dimer in vivo""",Verified ORF
9394,14,189723,0.0369773500271313,0.0670819476849703,0.581827112408112,YNL243W,SLA2,SGDID:S000005187,CDS,CDS,"""Adaptor protein that links actin to clathrin and endocytosis; involved in membrane cytoskeleton assembly and cell polarization; present in the actin cortical patch of the emerging bud tip; dimer in vivo""",Verified ORF
9395,14,190174,0.0495176320848073,0.0668918759273762,0.459632025750827,YNL243W,SLA2,SGDID:S000005187,CDS,CDS,"""Adaptor protein that links actin to clathrin and endocytosis; involved in membrane cytoskeleton assembly and cell polarization; present in the actin cortical patch of the emerging bud tip; dimer in vivo""",Verified ORF
9396,14,190876,-0.0263183157536429,0.0669675639243976,0.694556010247675,YNL243W,SLA2,SGDID:S000005187,CDS,CDS,"""Adaptor protein that links actin to clathrin and endocytosis; involved in membrane cytoskeleton assembly and cell polarization; present in the actin cortical patch of the emerging bud tip; dimer in vivo""",Verified ORF
9397,14,193564,-0.0015137446450751,0.0671398012613384,0.982025030618172,YNL242W,ATG2,SGDID:S000005186,CDS,CDS,"""Peripheral membrane protein required for autophagic vesicle formation; also required for vesicle formation during pexophagy and the cytoplasm-to-vaucole targeting (Cvt) pathway; involved in Atg9p cycling between the phagophore assembly site and mitochondria; contains an APT1 domain that binds phosphatidylinositol-3-phosphate; essential for cell cycle progression from G2/M to G1 under nitrogen starvation; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
9398,14,193668,0.0111940430155636,0.0672121264901993,0.867821093811316,YNL242W,ATG2,SGDID:S000005186,CDS,CDS,"""Peripheral membrane protein required for autophagic vesicle formation; also required for vesicle formation during pexophagy and the cytoplasm-to-vaucole targeting (Cvt) pathway; involved in Atg9p cycling between the phagophore assembly site and mitochondria; contains an APT1 domain that binds phosphatidylinositol-3-phosphate; essential for cell cycle progression from G2/M to G1 under nitrogen starvation; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
9399,14,194053,0.0220843795251777,0.068205914716092,0.746288928239325,YNL242W,ATG2,SGDID:S000005186,CDS,CDS,"""Peripheral membrane protein required for autophagic vesicle formation; also required for vesicle formation during pexophagy and the cytoplasm-to-vaucole targeting (Cvt) pathway; involved in Atg9p cycling between the phagophore assembly site and mitochondria; contains an APT1 domain that binds phosphatidylinositol-3-phosphate; essential for cell cycle progression from G2/M to G1 under nitrogen starvation; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
9400,14,194811,0.0106073129202996,0.0674495804080283,0.875127612392239,YNL242W,ATG2,SGDID:S000005186,CDS,CDS,"""Peripheral membrane protein required for autophagic vesicle formation; also required for vesicle formation during pexophagy and the cytoplasm-to-vaucole targeting (Cvt) pathway; involved in Atg9p cycling between the phagophore assembly site and mitochondria; contains an APT1 domain that binds phosphatidylinositol-3-phosphate; essential for cell cycle progression from G2/M to G1 under nitrogen starvation; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
9401,14,196310,0.0153527452046132,0.0673462735678495,0.81980368436962,ACS_14_196227_-_NFR/NDR,,,Promoter,Promoter,,Promoter
9402,14,196374,0.0043036246305017,0.068760525214365,0.950129535512683,YNL242W,ATG2,SGDID:S000005186,Close to 3'-UTR,Close to 3'-UTR,"""Peripheral membrane protein required for autophagic vesicle formation; also required for vesicle formation during pexophagy and the cytoplasm-to-vaucole targeting (Cvt) pathway; involved in Atg9p cycling between the phagophore assembly site and mitochondria; contains an APT1 domain that binds phosphatidylinositol-3-phosphate; essential for cell cycle progression from G2/M to G1 under nitrogen starvation; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
9403,14,198392,0.013085970836571,0.0665599008590341,0.844250250148716,YNL241C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9404,14,199813,0.129598885726002,0.0663458438786412,0.051563798098058,YNL240C,NAR1,SGDID:S000005184,CDS,CDS,"""Subunit of the cytosolic iron-sulfur (FeS) protein assembly machinery; required for maturation of cytosolic and nuclear FeS proteins and for normal resistance to oxidative stress; deficiency results in shortened lifespan and sensitivity to paraquat; homologous to human Narf""",Verified ORF
9405,14,204167,0.161252210058398,0.0667081524126582,0.0161431807654509,YNL238W,KEX2,SGDID:S000005182,CDS,CDS,"""Kexin ; a subtilisin-like protease (proprotein convertase); a calcium-dependent serine protease involved in the activation of proproteins of the secretory pathway""",Verified ORF
9406,14,204725,0.162799084472553,0.0667679821916443,0.0152498571618459,YNL238W,KEX2,SGDID:S000005182,CDS,CDS,"""Kexin ; a subtilisin-like protease (proprotein convertase); a calcium-dependent serine protease involved in the activation of proproteins of the secretory pathway""",Verified ORF
9407,14,205279,0.195351849354648,0.0663298633987719,0.0034419805099792,YNL237W,YTP1,SGDID:S000005181,CDS,CDS,"""Probable type-III integral membrane protein of unknown function; has regions of similarity to mitochondrial electron transport proteins""",Verified ORF
9408,14,206830,0.21355072143956,0.0669046399028507,0.0015404591507921,YNL236W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9409,14,208181,0.223866933064379,0.0660779268250064,0.000783710807578,YNL236W,SIN4,SGDID:S000005180,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; contributes to both postive and negative transcriptional regulation; dispensible for basal transcription""",Verified ORF
9410,14,208554,0.206193945716167,0.0665067546667917,0.0020883534535452,YNL236W,SIN4,SGDID:S000005180,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; contributes to both postive and negative transcriptional regulation; dispensible for basal transcription""",Verified ORF
9411,14,210226,0.221995681249779,0.0656775951342166,0.0008056839758647,YNL236W,SIN4,SGDID:S000005180,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; contributes to both postive and negative transcriptional regulation; dispensible for basal transcription""",Verified ORF
9412,14,211354,0.244229720009951,0.0654396537311153,0.0002212070257886,YNL234W,YNL234W,SGDID:S000005178,CDS,CDS,"""Protein of unknown function with similarity to globins; has a functional heme-binding domain; mutant has aneuploidy tolerance; transcription induced by stress conditions; may be involved in glucose signaling or metabolism; regulated by Rgt1""",Verified ORF
9413,14,211768,0.250200167394245,0.0656451014856326,0.0001629973918932,YNL233W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9414,14,212579,0.239392412392345,0.066073146794976,0.0003337530254607,YNL233W,BNI4,SGDID:S000005177,CDS,CDS,"""Targeting subunit for Glc7p protein phosphatase; localized to the bud neck ; required for localization of chitin synthase III to the bud neck via interaction with the chitin synthase III regulatory subunit Skt5p; phosphorylation by Slt2p and Kss1p involved in regulating Bni4p in septum assembly""",Verified ORF
9415,14,213154,0.225352803929363,0.0661798665329364,0.0007373635334143,YNL233W,BNI4,SGDID:S000005177,CDS,CDS,"""Targeting subunit for Glc7p protein phosphatase; localized to the bud neck ; required for localization of chitin synthase III to the bud neck via interaction with the chitin synthase III regulatory subunit Skt5p; phosphorylation by Slt2p and Kss1p involved in regulating Bni4p in septum assembly""",Verified ORF
9416,14,213619,0.22680062865906,0.0658854961926933,0.0006459229261576,YNL233W,BNI4,SGDID:S000005177,CDS,CDS,"""Targeting subunit for Glc7p protein phosphatase; localized to the bud neck ; required for localization of chitin synthase III to the bud neck via interaction with the chitin synthase III regulatory subunit Skt5p; phosphorylation by Slt2p and Kss1p involved in regulating Bni4p in septum assembly""",Verified ORF
9417,14,213828,0.214650227749134,0.0663514959462873,0.0013311454098021,YNL233W,BNI4,SGDID:S000005177,CDS,CDS,"""Targeting subunit for Glc7p protein phosphatase; localized to the bud neck ; required for localization of chitin synthase III to the bud neck via interaction with the chitin synthase III regulatory subunit Skt5p; phosphorylation by Slt2p and Kss1p involved in regulating Bni4p in septum assembly""",Verified ORF
9418,14,213849,0.212121842144277,0.0659848673964484,0.0014262368641554,YNL233W,BNI4,SGDID:S000005177,CDS,CDS,"""Targeting subunit for Glc7p protein phosphatase; localized to the bud neck ; required for localization of chitin synthase III to the bud neck via interaction with the chitin synthase III regulatory subunit Skt5p; phosphorylation by Slt2p and Kss1p involved in regulating Bni4p in septum assembly""",Verified ORF
9419,14,214248,0.223260517944269,0.066473605265666,0.0008687597782693,YNL233W,BNI4,SGDID:S000005177,CDS,CDS,"""Targeting subunit for Glc7p protein phosphatase; localized to the bud neck ; required for localization of chitin synthase III to the bud neck via interaction with the chitin synthase III regulatory subunit Skt5p; phosphorylation by Slt2p and Kss1p involved in regulating Bni4p in septum assembly""",Verified ORF
9420,14,214258,0.21565150264896,0.0663472543390058,0.0012635425732771,YNL233W,BNI4,SGDID:S000005177,CDS,CDS,"""Targeting subunit for Glc7p protein phosphatase; localized to the bud neck ; required for localization of chitin synthase III to the bud neck via interaction with the chitin synthase III regulatory subunit Skt5p; phosphorylation by Slt2p and Kss1p involved in regulating Bni4p in septum assembly""",Verified ORF
9421,14,214305,0.211936159584414,0.0662198797006133,0.0014963645922929,YNL233W,BNI4,SGDID:S000005177,CDS,CDS,"""Targeting subunit for Glc7p protein phosphatase; localized to the bud neck ; required for localization of chitin synthase III to the bud neck via interaction with the chitin synthase III regulatory subunit Skt5p; phosphorylation by Slt2p and Kss1p involved in regulating Bni4p in septum assembly""",Verified ORF
9425,14,216362,0.206162646660131,0.0663059306214258,0.0020279752043007,YNL231C,PDR16,SGDID:S000005175,CDS,CDS,"""Phosphatidylinositol transfer protein (PITP); controlled by the multiple drug resistance regulator Pdr1p; localizes to lipid particles and microsomes; controls levels of various lipids ; may regulate lipid synthesis; homologous to Pdr17p; protein abundance increases in response to DNA replication stress""",Verified ORF
9426,14,216406,0.207576635218022,0.0660989270851722,0.0018296058291611,YNL231C,PDR16,SGDID:S000005175,CDS,CDS,"""Phosphatidylinositol transfer protein (PITP); controlled by the multiple drug resistance regulator Pdr1p; localizes to lipid particles and microsomes; controls levels of various lipids ; may regulate lipid synthesis; homologous to Pdr17p; protein abundance increases in response to DNA replication stress""",Verified ORF
9427,14,220803,0.232071383819098,0.0656790691906123,0.0004647628691908,YNL228W,YNL228W,SGDID:S000005172,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; almost completely overlaps ORF YNL227C/JJJ1""",Dubious ORF
9428,14,223967,0.206477772822799,0.0663870079527939,0.0020216423904821,YNL225C,CNM67,SGDID:S000005169,CDS,CDS,"""Component of the spindle pole body outer plaque; required for spindle orientation and mitotic nuclear migration; CNM67 has a paralog ; ADY3 ; that arose from the whole genome duplication""",Verified ORF
9429,14,225776,0.216852383747969,0.0664554637165108,0.001209531728273,YNL224C,SQS1,SGDID:S000005168,CDS,CDS,"""Protein that stimulates the ATPase and helicase activities of Prp43p; acts with Prp43p to stimulate 18s rRNA maturation by Nob1p; overexpression antagonizes the suppression of splicing defects by spp382 mutants; component of pre-ribosomal particles; relocalizes from nucleus to nucleolus upon DNA replication stress""",Verified ORF
9430,14,228904,0.19089996543766,0.0668723765547062,0.0045623482924324,YNL222W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9431,14,233872,0.188444747473971,0.0656839932007919,0.0043660372152188,CUT325_NFR/NDR,,,Promoter,Promoter,,Promoter
9432,14,236810,0.177312055546585,0.0661495044712804,0.0076965828409232,YNL219C,ALG9,SGDID:S000005163,CDS,CDS,"""Mannosyltransferase ; involved in N-linked glycosylation; catalyzes the transfer of both the seventh mannose residue on B-arm and ninth mannose residue on the C-arm from Dol-P-Man to lipid-linked oligosaccharides; human homolog ALG9 can complement yeast null mutant; mutation of human homolog causes type 1 congenital disorders of glycosylation""",Verified ORF
9434,14,239611,0.119311039688127,0.0662388782953977,0.0725208967819662,YNL218W,MGS1,SGDID:S000005162,CDS,CDS,"""Protein with DNA-dependent ATPase and ssDNA annealing activities; involved in maintenance of genome; interacts functionally with DNA polymerase delta; homolog of human Werner helicase interacting protein (WHIP); forms nuclear foci upon DNA replication stress""",Verified ORF
9435,14,240005,0.0790707231827922,0.0663967697308071,0.234500040913124,YNL217W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9436,14,241034,0.0699822882521459,0.0663722408959201,0.292425114675081,YNL217W,PPN2,SGDID:S000005161,CDS,CDS,"""Zn2+-dependent endopolyphosphatase; required with PPN1 to mobilize polyphosphate stores in response to phosphate starvation; member of the PPP-superfamily of metalloproteases; localizes to the vacuolar lumen via the MVB pathway; null mutant is highly sensitive to azaserine and resistant to sodium-O-vandate""",Verified ORF
9437,14,241114,0.0543468494185564,0.0668050404319524,0.416471681196273,YNL217W,PPN2,SGDID:S000005161,CDS,CDS,"""Zn2+-dependent endopolyphosphatase; required with PPN1 to mobilize polyphosphate stores in response to phosphate starvation; member of the PPP-superfamily of metalloproteases; localizes to the vacuolar lumen via the MVB pathway; null mutant is highly sensitive to azaserine and resistant to sodium-O-vandate""",Verified ORF
9438,14,241965,0.0608049703294326,0.0664984763958102,0.361140611216283,YNL216W,RAP1,SGDID:S000005160,CDS,CDS,"""Essential DNA-binding transcription regulator that binds many loci; involved in transcription activation ; repression ; chromatin silencing ; telomere length maintenance; relocalizes to cytosol under hypoxia; conserved protein with N-terminal BRCT domain ; central region with homology to Myb DNA binding domain ; and C-terminal Rap1-specific protein-interaction domain (RCT domain); recruits Sir complex to telomeric DNA; present in quiescent cell telomere hyperclusters""",Verified ORF
9439,14,244751,0.0216890227527385,0.0665168552478398,0.744566067298726,YNL215W,IES2,SGDID:S000005159,CDS,CDS,"""Protein that associates with the INO80 chromatin remodeling complex; associates with the INO80 complex under low-salt conditions; essential for growth under anaerobic conditions; protein abundance increases in response to DNA replication stress""",Verified ORF
9440,14,247602,0.0225368953567509,0.066611023295742,0.73531127026067,YNL212W,VID27,SGDID:S000005156,CDS,CDS,"""Cytoplasmic protein of unknown function; possibly involved in vacuolar protein degradation; not essential for proteasome-dependent degradation of fructose-1,6-bisphosphatase (FBPase); null mutants exhibit normal growth; contains two PH-like domains""",Verified ORF
9441,14,250138,0.0041180697653225,0.0670043057444329,0.95102782855304,YNL211C,MRX7,SGDID:S000005155,CDS,CDS,"""Protein that associates with mitochondrial ribosome; green fluorescent protein (GFP)-fusion protein localizes to mitochondria; YNL211C is not an essential gene""",Uncharacterized ORF
9443,14,250690,0.0109153135379711,0.0666171867736591,0.869941967565422,ARS1413,ARS1413,SGDID:S000077375,Other features,Replication,"""Strong origin of replication activated in late S phase""",ARS
9444,14,254840,0.050249798819761,0.0749262399608247,0.502877677839583,YNL208W,YNL208W,SGDID:S000005152,CDS,CDS,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; authentic ; non-tagged protein is detected in purified mitochondria in high-throughput studies; potential orthologs found in other fungi""",Verified ORF
9445,14,256840,-0.0613715483556232,0.0666429856078315,0.357731371451064,YNL206C,RTT106,SGDID:S000005150,CDS,CDS,"""Histone chaperone; involved in regulation of chromatin structure in both transcribed and silenced chromosomal regions; affects transcriptional elongation; has a role in regulation of Ty1 transposition; interacts physically and functionally with Chromatin Assembly Factor-1 (CAF-1)""",Verified ORF
9446,14,257173,-0.0547154096340069,0.0666668082437018,0.412354307542689,YNL206C,RTT106,SGDID:S000005150,CDS,CDS,"""Histone chaperone; involved in regulation of chromatin structure in both transcribed and silenced chromosomal regions; affects transcriptional elongation; has a role in regulation of Ty1 transposition; interacts physically and functionally with Chromatin Assembly Factor-1 (CAF-1)""",Verified ORF
9448,14,264064,-0.0637672887316011,0.0665458451327191,0.338594568326332,YNL200C,NNR1,SGDID:S000005144,CDS,CDS,"""NADHX epimerase; catalyzes isomerization of (R)- and (S)-NADHX; homologous to AIBP in mammals and the N- terminal domain of YjeF in E.coli; enzyme is widespread in eukaryotes ; prokaryotes and archaea; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
9449,14,267696,-0.0671786477708382,0.0664558932322879,0.312768313365431,YNL197C,WHI3,SGDID:S000005141,CDS,CDS,"""RNA binding protein that modulates mRNA stability; regulates genes involved in the cell cycle ; sister chromatid cohesion ; and the stress response; modulates the stability and translational efficiency of the CLN3 mRNA; colocalizes with P-bodies/stress granules where it may sequester specific mRNAs; regulates cell fate and the critical cell size required for passage through Start; Tpk1p-mediated phosphorylation inhibits Whi3p function ; decreasing its interaction with CLN3 mRNA; regulates ploidy""",Verified ORF
9450,14,269770,-0.0744282982881408,0.0664172152998675,0.263212487868417,YNL197C,WHI3,SGDID:S000005141,Close to 3'-UTR,Close to 3'-UTR,"""RNA binding protein that modulates mRNA stability; regulates genes involved in the cell cycle ; sister chromatid cohesion ; and the stress response; modulates the stability and translational efficiency of the CLN3 mRNA; colocalizes with P-bodies/stress granules where it may sequester specific mRNAs; regulates cell fate and the critical cell size required for passage through Start; Tpk1p-mediated phosphorylation inhibits Whi3p function ; decreasing its interaction with CLN3 mRNA; regulates ploidy""",Verified ORF
9452,14,272744,-0.0755323462745103,0.0663319927428877,0.255599813780352,SUT326,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
9453,14,274575,-0.0502031858859499,0.066948688314174,0.45382912130522,YNL193W,YNL193W,SGDID:S000005137,CDS,CDS,"""Putative protein of unknown function; exhibits a two-hybrid interaction with Yhr151cp in a large-scale analysis""",Uncharacterized ORF
9455,14,278085,-0.0804005017660541,0.0669387291185701,0.230515412627367,YNL192W,CHS1,SGDID:S000005136,CDS,CDS,"""Chitin synthase I; requires activation from zymogenic form in order to catalyze the transfer of N-acetylglucosamine (GlcNAc) to chitin; required for repairing the chitin septum during cytokinesis; transcription activated by mating factor""",Verified ORF
9457,14,283358,-0.137725957783526,0.0670623214791243,0.0407408537858237,YNL190W,YNL190W,SGDID:S000005134,Close to 3'-UTR,Close to 3'-UTR,"""Hydrophilin essential in desiccation-rehydration process; cell wall protein; contains a putative GPI-attachment site""",Verified ORF
9459,14,285036,-0.116088541940363,0.0663917781128913,0.0812401792788443,YNL189W,SRP1,SGDID:S000005133,CDS,CDS,"""Karyopherin alpha homolog; forms a dimer with karyopherin beta Kap95p to mediate import of nuclear proteins ; binds the nuclear localization signal of the substrate during import; involved in cotranslational protein degradation; binds ribosome-bound nascent polypeptides; Srp1p and Sts1p couple proteasomes to nascent polypeptides emerging from the ribosome for cotranslational degradation""",Verified ORF
9460,14,288822,-0.0960138087513074,0.066355521284364,0.148795435392721,YNL187W,SWT21,SGDID:S000005131,CDS,CDS,"""Protein involved in mRNA splicing; contains a consensus nuclear export signal (NES) sequence similar to the consensus sequence recognized by Crm1p; interacts genetically with Prp40p and Tgs1p; contains WD40 repeats""",Verified ORF
9461,14,294413,-0.0118534098500661,0.0666498757675006,0.858945977975,YNL183C,NPR1,SGDID:S000005127,CDS,CDS,"""Protein kinase; stabilizes several plasma membrane amino acid transporters by antagonizing their ubiquitin-mediated degradation; phosphorylates Aly2p; negatively regulates Ldb19p-mediated endocytosis by phosphorylating Ldb19p; positively regulates activity of the three Mep ammonium transport proteins; mediates inhibitory phosphorylation of Mep2p and Par32p; TOR complex negatively regulates Npr1p activity; NPR1 has a paralog ; PRR2 ; that arose from the whole genome duplication""",Verified ORF
9463,14,301186,-0.0015163881593495,0.0682792917073771,0.982294097654176,YNL180C,RHO5,SGDID:S000005124,Close to 3'-UTR,Close to 3'-UTR,"""Non-essential small GTPase of the Rho/Rac family of Ras-like proteins; regulated by phosphorylation and ubiquitination; likely involved in protein kinase C (Pkc1p)-dependent signal transduction pathway that controls cell integrity; necessary for oxidant and ramped heat stress-induced cell death; ortholog of mammalian RAC1""",Verified ORF
9464,14,301407,-0.0226691806305046,0.0665819958494196,0.73370503919122,YNL180C,RHO5,SGDID:S000005124,Close to 3'-UTR,Close to 3'-UTR,"""Non-essential small GTPase of the Rho/Rac family of Ras-like proteins; regulated by phosphorylation and ubiquitination; likely involved in protein kinase C (Pkc1p)-dependent signal transduction pathway that controls cell integrity; necessary for oxidant and ramped heat stress-induced cell death; ortholog of mammalian RAC1""",Verified ORF
9465,14,303906,0.002882271424552,0.0669436008545671,0.96568185912817,YNL177C,MRPL22,SGDID:S000005121,CDS,CDS,"""Mitochondrial ribosomal protein of the large subunit""",Verified ORF
9466,14,303958,0.0019319798532213,0.0671349287060304,0.977058255471815,YNL177C,MRPL22,SGDID:S000005121,CDS,CDS,"""Mitochondrial ribosomal protein of the large subunit""",Verified ORF
9467,14,308851,0.0027784314230498,0.0668414396172228,0.966866984108277,YNL175C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9468,14,308862,0.0030083741837199,0.0669521207780234,0.964185947235258,YNL175C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9469,14,309197,0.0227399995533793,0.0670210295512183,0.734588154691808,YNL173C,MDG1,SGDID:S000005117,CDS,CDS,"""Plasma membrane protein; involved in G-protein mediated pheromone signaling pathway; overproduction suppresses bem1 mutations; MDG1 has a paralog ; CRP1 ; that arose from the whole genome duplication""",Verified ORF
9470,14,309784,0.0117451751405572,0.0670950069525187,0.861138434231776,YNL173C,MDG1,SGDID:S000005117,CDS,CDS,"""Plasma membrane protein; involved in G-protein mediated pheromone signaling pathway; overproduction suppresses bem1 mutations; MDG1 has a paralog ; CRP1 ; that arose from the whole genome duplication""",Verified ORF
9471,14,312060,-0.0164305360029039,0.0666977256378521,0.8055596988558,YNL172W,APC1,SGDID:S000005116,CDS,CDS,"""Largest subunit of the Anaphase-Promoting Complex/Cyclosome; APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; localizes to nuclear foci that become diffuse upon DNA replication stress""",Verified ORF
9472,14,312454,-0.0081509317856702,0.0666514497773138,0.902737444327522,YNL172W,APC1,SGDID:S000005116,CDS,CDS,"""Largest subunit of the Anaphase-Promoting Complex/Cyclosome; APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; localizes to nuclear foci that become diffuse upon DNA replication stress""",Verified ORF
9473,14,313182,-0.019149659908278,0.0666450683053725,0.774022137951956,YNL172W,APC1,SGDID:S000005116,CDS,CDS,"""Largest subunit of the Anaphase-Promoting Complex/Cyclosome; APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; localizes to nuclear foci that become diffuse upon DNA replication stress""",Verified ORF
9474,14,314163,-0.0141789400614373,0.0667277024676321,0.831847770008335,YNL172W,APC1,SGDID:S000005116,CDS,CDS,"""Largest subunit of the Anaphase-Promoting Complex/Cyclosome; APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; localizes to nuclear foci that become diffuse upon DNA replication stress""",Verified ORF
9475,14,314179,-0.0213228338871931,0.0667260177669554,0.749492439327587,YNL172W,APC1,SGDID:S000005116,CDS,CDS,"""Largest subunit of the Anaphase-Promoting Complex/Cyclosome; APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; localizes to nuclear foci that become diffuse upon DNA replication stress""",Verified ORF
9476,14,314885,-0.0124883297520888,0.0667810280362923,0.85176480654142,YNL172W,APC1,SGDID:S000005116,CDS,CDS,"""Largest subunit of the Anaphase-Promoting Complex/Cyclosome; APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; localizes to nuclear foci that become diffuse upon DNA replication stress""",Verified ORF
9477,14,317822,0.0141572271271001,0.0668692367978193,0.832451489409676,YNL169C,PSD1,SGDID:S000005113,Close to 3'-UTR,Close to 3'-UTR,"""Phosphatidylserine decarboxylase of the mitochondrial inner membrane; converts phosphatidylserine to phosphatidylethanolamine; regulates mitochondrial fusion and morphology by affecting lipid mixing in the mitochondrial membrane and by influencing the ratio of long to short forms of Mgm1p; partly exposed to the mitochondrial intermembrane space; autocatalytically processed""",Verified ORF
9478,14,318991,0.0311868032245616,0.0671230954344424,0.642489292023731,SUT327,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
9479,14,319124,0.0488093982064445,0.0673560783763405,0.469148481703787,SUT327,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
9480,14,319557,0.0220103540372461,0.0669751738555104,0.742626820806004,YNL167C,SKO1,SGDID:S000005111,CDS,CDS,"""Basic leucine zipper transcription factor of the ATF/CREB family; forms a complex with Tup1p and Cyc8p to both activate and repress transcription; cytosolic and nuclear protein involved in osmotic and oxidative stress responses""",Verified ORF
9481,14,319699,0.0144226600766668,0.0669031328667719,0.829443347568943,YNL167C,SKO1,SGDID:S000005111,CDS,CDS,"""Basic leucine zipper transcription factor of the ATF/CREB family; forms a complex with Tup1p and Cyc8p to both activate and repress transcription; cytosolic and nuclear protein involved in osmotic and oxidative stress responses""",Verified ORF
9483,14,320581,0.0180562344437799,0.0669753179819266,0.787629099007797,YNL167C,SKO1,SGDID:S000005111,CDS,CDS,"""Basic leucine zipper transcription factor of the ATF/CREB family; forms a complex with Tup1p and Cyc8p to both activate and repress transcription; cytosolic and nuclear protein involved in osmotic and oxidative stress responses""",Verified ORF
9484,14,320771,0.0162272629211653,0.0670151495478114,0.808809817849255,YNL167C,SKO1,SGDID:S000005111,CDS,CDS,"""Basic leucine zipper transcription factor of the ATF/CREB family; forms a complex with Tup1p and Cyc8p to both activate and repress transcription; cytosolic and nuclear protein involved in osmotic and oxidative stress responses""",Verified ORF
9485,14,320823,0.0199384087952863,0.0668991202025676,0.765850312938605,YNL167C,SKO1,SGDID:S000005111,CDS,CDS,"""Basic leucine zipper transcription factor of the ATF/CREB family; forms a complex with Tup1p and Cyc8p to both activate and repress transcription; cytosolic and nuclear protein involved in osmotic and oxidative stress responses""",Verified ORF
9487,14,322680,0.0250746111028647,0.067316828943473,0.70975418252675,YNL166C,BNI5,SGDID:S000005110,CDS,CDS,"""Linker protein responsible for recruitment of myosin to the bud neck; interacts with the C-terminal extensions of septins Cdc11p and Shs1p and binds Myo1p to promote cytokinesis""",Verified ORF
