SNP,Chr,Pos,Effect,SE,GTR1_SLM4_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
9227,13,890848,0.101623582840596,0.139344226785188,0.466302495475538,YMR308C,PSE1,SGDID:S000004925,CDS,CDS,"""Karyopherin/importin that interacts with the nuclear pore complex; acts as the nuclear import receptor for specific proteins ; including Pdr1p ; Yap1p ; Ste12p ; and Aft1p; required for stability of the Dam1p-Duo1p complex""",Verified ORF
9228,13,892136,0.105628486285448,0.138914093090293,0.447530796227432,YMR308C,PSE1,SGDID:S000004925,CDS,CDS,"""Karyopherin/importin that interacts with the nuclear pore complex; acts as the nuclear import receptor for specific proteins ; including Pdr1p ; Yap1p ; Ste12p ; and Aft1p; required for stability of the Dam1p-Duo1p complex""",Verified ORF
9230,13,895661,0.0173211592581753,0.140976172539499,0.90228323859694,YMR309C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9231,13,896327,0.110460343018969,0.138826780303092,0.426758414307498,YMR310C,YMR310C,SGDID:S000004927,CDS,CDS,"""Putative methyltransferase; predicted to be involved in ribosome biogenesis; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; not an essential gene; YMR310C has a paralog ; YGR283C ; that arose from the whole genome duplication""",Uncharacterized ORF
9235,13,899812,0.158354812236405,0.138800632734006,0.254693429588729,YMR313C,TGL3,SGDID:S000004930,CDS,CDS,"""Bifunctional triacylglycerol lipase and LPE acyltransferase; major lipid particle-localized triacylglycerol (TAG) lipase; catalyzes acylation of lysophosphatidylethanolamine (LPE) ; a function which is essential for sporulation; protein level and stability of Tgl3p are markedly reduced in the absence of lipid droplets; required with Tgl4p for timely bud formation""",Verified ORF
9236,13,900561,0.170273772620024,0.139154359990168,0.221907096936885,YMR313C,TGL3,SGDID:S000004930,CDS,CDS,"""Bifunctional triacylglycerol lipase and LPE acyltransferase; major lipid particle-localized triacylglycerol (TAG) lipase; catalyzes acylation of lysophosphatidylethanolamine (LPE) ; a function which is essential for sporulation; protein level and stability of Tgl3p are markedly reduced in the absence of lipid droplets; required with Tgl4p for timely bud formation""",Verified ORF
9237,13,901212,0.196422710870029,0.138610022923819,0.157338926550565,YMR313C,TGL3,SGDID:S000004930,CDS,CDS,"""Bifunctional triacylglycerol lipase and LPE acyltransferase; major lipid particle-localized triacylglycerol (TAG) lipase; catalyzes acylation of lysophosphatidylethanolamine (LPE) ; a function which is essential for sporulation; protein level and stability of Tgl3p are markedly reduced in the absence of lipid droplets; required with Tgl4p for timely bud formation""",Verified ORF
9238,13,902431,0.193491199604087,0.138807568249659,0.164208696029324,YMR314W,PRE5,SGDID:S000004931,Close to 3'-UTR,Close to 3'-UTR,"""Alpha 6 subunit of the 20S proteasome; protein abundance increases in response to DNA replication stress""",Verified ORF
9239,13,902532,0.191152763641749,0.139260721602047,0.170740354590327,YMR315W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9240,13,907355,0.0983417520052292,0.13944499586632,0.481127925719982,YMR316C-B,YMR316C-B,SGDID:S000004934,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; almost completely overlaps 5' end of ORF YMR317W""",Dubious ORF
9241,13,909408,0.121654060675429,0.139060400728359,0.382261818257603,YMR317W,YMR317W,SGDID:S000004936,CDS,CDS,"""Putative protein of unknown function; has some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene""",Uncharacterized ORF
9242,13,909590,0.127232102877804,0.138792668768702,0.359922451093758,YMR317W,YMR317W,SGDID:S000004936,CDS,CDS,"""Putative protein of unknown function; has some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene""",Uncharacterized ORF
9243,13,909892,0.0836915655560826,0.139271974699666,0.548277721937093,YMR317W,YMR317W,SGDID:S000004936,CDS,CDS,"""Putative protein of unknown function; has some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene""",Uncharacterized ORF
9244,13,909982,0.103435933565975,0.139036188939818,0.45740180055209,YMR317W,YMR317W,SGDID:S000004936,CDS,CDS,"""Putative protein of unknown function; has some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene""",Uncharacterized ORF
9245,13,909989,0.100766103932283,0.138847670926136,0.468484359864974,YMR317W,YMR317W,SGDID:S000004936,CDS,CDS,"""Putative protein of unknown function; has some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene""",Uncharacterized ORF
9246,13,910439,0.124871907712997,0.13938483049058,0.370928027450714,YMR317W,YMR317W,SGDID:S000004936,CDS,CDS,"""Putative protein of unknown function; has some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene""",Uncharacterized ORF
9247,13,910745,0.112188818120745,0.139043342478997,0.420289161838453,YMR317W,YMR317W,SGDID:S000004936,CDS,CDS,"""Putative protein of unknown function; has some similarity to sialidase from Trypanosoma; YMR317W is not an essential gene""",Uncharacterized ORF
9250,13,912820,-0.0137961188660236,0.140761943111947,0.921979749730301,YMR318C,ADH6,SGDID:S000004937,Close to 3'-UTR,Close to 3'-UTR,"""NADPH-dependent medium chain alcohol dehydrogenase; has broad substrate specificity; member of the cinnamyl family of alcohol dehydrogenases; may be involved in fusel alcohol synthesis or in aldehyde tolerance; protein abundance increases in response to DNA replication stress""",Verified ORF
9256,13,914897,0.0370984992180923,0.141750737867099,0.793692702551477,YMR319C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9259,14,6912,-0.15042223787906,0.171214239585343,0.380236695967477,TEL14L,TEL14L,SGDID:S000028924,Other features,Telomere,"""Telomeric region on the left arm of Chromosome XIV; composed of an X element core sequence ; X element combinatorial repeats ; a short stretch of telomeric repeats ; and a long Y' element""",reverse complement
9260,14,6914,-0.209778044471414,0.169335378002075,0.216230919386347,TEL14L,TEL14L,SGDID:S000028924,Other features,Telomere,"""Telomeric region on the left arm of Chromosome XIV; composed of an X element core sequence ; X element combinatorial repeats ; a short stretch of telomeric repeats ; and a long Y' element""",reverse complement
9267,14,19935,-0.170171699975494,0.139922941008448,0.224728382554001,YNL329C,PEX6,SGDID:S000005273,CDS,CDS,"""AAA-peroxin; heterodimerizes with AAA-peroxin Pex1p and participates in the recycling of peroxisomal signal receptor Pex5p from the peroxisomal membrane to the cystosol; mutations in human PEX6 can lead to severe peroxisomal disorders and early death""",Verified ORF
9268,14,20166,-0.170818590968475,0.139123682306215,0.220333302276033,YNL329C,PEX6,SGDID:S000005273,CDS,CDS,"""AAA-peroxin; heterodimerizes with AAA-peroxin Pex1p and participates in the recycling of peroxisomal signal receptor Pex5p from the peroxisomal membrane to the cystosol; mutations in human PEX6 can lead to severe peroxisomal disorders and early death""",Verified ORF
9269,14,20617,-0.183333832232484,0.138437496338826,0.186257690668015,YNL329C,PEX6,SGDID:S000005273,CDS,CDS,"""AAA-peroxin; heterodimerizes with AAA-peroxin Pex1p and participates in the recycling of peroxisomal signal receptor Pex5p from the peroxisomal membrane to the cystosol; mutations in human PEX6 can lead to severe peroxisomal disorders and early death""",Verified ORF
9270,14,22803,-0.155932369371788,0.138963447815633,0.262578055390455,YNL329C,PEX6,SGDID:S000005273,Close to 3'-UTR,Close to 3'-UTR,"""AAA-peroxin; heterodimerizes with AAA-peroxin Pex1p and participates in the recycling of peroxisomal signal receptor Pex5p from the peroxisomal membrane to the cystosol; mutations in human PEX6 can lead to severe peroxisomal disorders and early death""",Verified ORF
9271,14,23229,-0.161496613901884,0.138514519914736,0.244434625408466,YNL328C,MDJ2,SGDID:S000005272,CDS,CDS,"""Constituent of the mitochondrial import motor; associated with the presequence translocase; function overlaps with that of Pam18p; stimulates the ATPase activity of Ssc1p to drive mitochondrial import; contains a J domain""",Verified ORF
9272,14,23552,-0.174989307796947,0.139834101152588,0.211614857124927,YNL329C_NFR/NDR,,,Promoter,Promoter,,Promoter
9273,14,26113,-0.20348591134006,0.138727408731911,0.143319693491741,YNL327W,EGT2,SGDID:S000005271,CDS,CDS,"""Glycosylphosphatidylinositol (GPI)-anchored cell wall endoglucanase; localizes in birth scars; required for proper cell separation after cytokinesis; expression is activated by Swi5p and tightly regulated in a cell cycle-dependent manner""",Verified ORF
9276,14,32112,-0.216765649153107,0.138670415789491,0.118908262096553,YNL323W,LEM3,SGDID:S000005267,CDS,CDS,"""Membrane protein of the plasma membrane and ER; interacts specifically in vivo with the phospholipid translocase (flippase) Dnf1p; involved in translocation of phospholipids and alkylphosphocholine drugs across the plasma membrane; null mutant requires tryptophan due to mislocalization of tryptophan permease Tat2p""",Verified ORF
9279,14,33990,-0.249135826337038,0.138323647239483,0.072539173159894,YNL322C,KRE1,SGDID:S000005266,CDS,CDS,"""Cell wall glycoprotein involved in beta-glucan assembly; serves as a K1 killer toxin membrane receptor""",Verified ORF
9280,14,34054,-0.24786960929035,0.13813934916702,0.073613720333056,YNL322C,KRE1,SGDID:S000005266,CDS,CDS,"""Cell wall glycoprotein involved in beta-glucan assembly; serves as a K1 killer toxin membrane receptor""",Verified ORF
9281,14,34073,-0.263565402981396,0.138048258576783,0.0570433965947434,YNL322C,KRE1,SGDID:S000005266,CDS,CDS,"""Cell wall glycoprotein involved in beta-glucan assembly; serves as a K1 killer toxin membrane receptor""",Verified ORF
9282,14,34185,-0.308527764341011,0.137984075093423,0.0259784310516139,YNL322C,KRE1,SGDID:S000005266,CDS,CDS,"""Cell wall glycoprotein involved in beta-glucan assembly; serves as a K1 killer toxin membrane receptor""",Verified ORF
9283,14,37934,-0.282354218916892,0.139366307383671,0.043517913032272,YNL320W,YNL320W,SGDID:S000005264,CDS,CDS,"""Putative protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Uncharacterized ORF
9284,14,38784,-0.23342668895734,0.13975797681264,0.0957620697901787,YNL319W,YNL319W,SGDID:S000005263,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene HXT14""",Dubious ORF
9285,14,38880,-0.214764682943068,0.14081268142318,0.128109620321798,YNL319W,YNL319W,SGDID:S000005263,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene HXT14""",Dubious ORF
9286,14,41967,-0.239728298821601,0.139191621926235,0.085892958210962,YNL317W,PFS2,SGDID:S000005261,CDS,CDS,"""Integral subunit of the pre-mRNA CPF complex; the cleavage and polyadenylation factor (CPF) complex plays an essential role in mRNA 3'-end formation by bridging different processing factors and thereby promoting the assembly of the processing complex""",Verified ORF
9287,14,42739,-0.180467311737816,0.138794509438783,0.194364206385088,YNL316C,PHA2,SGDID:S000005260,CDS,CDS,"""Prephenate dehydratase; catalyzes the conversion of prephanate to phenylpyruvate ; which is a step in the phenylalanine biosynthesis pathway""",Verified ORF
9288,14,47735,-0.149536315095559,0.140110269383762,0.286576621966137,YNL313C,EMW1,SGDID:S000005257,CDS,CDS,"""Essential conserved protein with a role in cell wall integrity; contains six TPR (tetratricopeptide repeat) domains clustered in the C-terminal region; conditional mutant is suppressed by overexpression of GFA1; protein abundance increases in response to DNA replication stress""",Verified ORF
9289,14,49825,-0.0853621462902636,0.139275722152508,0.540336852291251,YNL311C,SKP2,SGDID:S000005255,CDS,CDS,"""F-box protein of unknown function; predicted to be part of an SCF ubiquitin protease complex; involved in regulating protein levels of sulfur metabolism enzymes; may interact with ribosomes ; based on co-purification experiments""",Verified ORF
9290,14,52664,-0.255841532101995,0.13907345233804,0.0666644007838503,YNL309W,STB1,SGDID:S000005253,CDS,CDS,"""Protein with role in regulation of MBF-specific transcription at Start; phosphorylated by Cln-Cdc28p kinases in vitro; unphosphorylated form binds Swi6p ; which is required for Stb1p function; expression is cell-cycle regulated; STB1 has a paralog ; YOL131W ; that arose from the whole genome duplication""",Verified ORF
9291,14,52938,-0.265283840387044,0.138550669373286,0.0563380025494562,YNL309W,STB1,SGDID:S000005253,CDS,CDS,"""Protein with role in regulation of MBF-specific transcription at Start; phosphorylated by Cln-Cdc28p kinases in vitro; unphosphorylated form binds Swi6p ; which is required for Stb1p function; expression is cell-cycle regulated; STB1 has a paralog ; YOL131W ; that arose from the whole genome duplication""",Verified ORF
9292,14,54504,-0.13975266020768,0.141023574002481,0.322370258330022,YNL308C,KRI1,SGDID:S000005252,CDS,CDS,"""Essential nucleolar protein required for 40S ribosome biogenesis; associate with snR30; physically and functionally interacts with Krr1p""",Verified ORF
9293,14,57720,-0.148192914031038,0.138760033164699,0.28625942218183,YNL307C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9294,14,58006,-0.13270904520723,0.1390097427429,0.340395661234617,YNL306W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9295,14,58815,-0.247626291104517,0.139842759283012,0.0774655471810707,YNL306W,MRPS18,SGDID:S000005250,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial ribosomal protein of the small subunit; essential for viability ; unlike most other mitoribosomal proteins""",Verified ORF
9297,14,60667,-0.17370451443498,0.138748609075967,0.211421721098328,YNL304W,YPT11,SGDID:S000005248,CDS,CDS,"""Rab GTPase; Myo2p-binding protein implicated in mother-to-bud transport of cortical endoplasmic reticulum (ER) ; late Golgi ; and mitochondria during cell division; function is regulated at multiple levels; abundance of active Ypt11p forms is controlled by phosphorylation status and degradation; normally a low-abundance protein whose ER localization is only detected when protein is highly over expressed""",Verified ORF
9298,14,61387,-0.281932378040164,0.138426507168281,0.0424265476361985,YNL304W,YPT11,SGDID:S000005248,CDS,CDS,"""Rab GTPase; Myo2p-binding protein implicated in mother-to-bud transport of cortical endoplasmic reticulum (ER) ; late Golgi ; and mitochondria during cell division; function is regulated at multiple levels; abundance of active Ypt11p forms is controlled by phosphorylation status and degradation; normally a low-abundance protein whose ER localization is only detected when protein is highly over expressed""",Verified ORF
9299,14,62869,-0.216292421434506,0.140364229728073,0.124228061802083,YNL302C,RPS19B,SGDID:S000005246,Close to 3'-UTR,Close to 3'-UTR,"""Protein component of the small (40S) ribosomal subunit; required for assembly and maturation of pre-40 S particles; homologous to mammalian ribosomal protein S19 ; no bacterial homolog; mutations in human RPS19 are associated with Diamond Blackfan anemia; RPS19B has a paralog ; RPS19A ; that arose from the whole genome duplication""",Verified ORF
9300,14,62881,-0.22447067719283,0.140303862379469,0.110517673975396,YNL302C,RPS19B,SGDID:S000005246,Close to 3'-UTR,Close to 3'-UTR,"""Protein component of the small (40S) ribosomal subunit; required for assembly and maturation of pre-40 S particles; homologous to mammalian ribosomal protein S19 ; no bacterial homolog; mutations in human RPS19 are associated with Diamond Blackfan anemia; RPS19B has a paralog ; RPS19A ; that arose from the whole genome duplication""",Verified ORF
9301,14,65203,-0.141429886891588,0.13931673162565,0.31072104313173,XUT_14F-20,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
9302,14,68188,-0.220729122147232,0.138864761940035,0.112836915010116,YNL299W,TRF5,SGDID:S000005243,CDS,CDS,"""Non-canonical poly(A) polymerase; involved in nuclear RNA degradation as a component of the TRAMP complex; catalyzes polyadenylation of hypomodified tRNAs ; and snoRNA and rRNA precursors; overlapping but non-redundant functions with Pap2p""",Verified ORF
9303,14,68389,-0.185840896195745,0.138675500685436,0.181070423930373,YNL299W,TRF5,SGDID:S000005243,CDS,CDS,"""Non-canonical poly(A) polymerase; involved in nuclear RNA degradation as a component of the TRAMP complex; catalyzes polyadenylation of hypomodified tRNAs ; and snoRNA and rRNA precursors; overlapping but non-redundant functions with Pap2p""",Verified ORF
9304,14,69768,-0.140636560370572,0.139351162037595,0.313558408894995,YNL298W,CLA4,SGDID:S000005242,CDS,CDS,"""Cdc42p-activated signal transducing kinase; member of the PAK (p21-activated kinase) family ; along with Ste20p and Skm1p; involved in septin ring assembly ; vacuole inheritance ; cytokinesis ; sterol uptake regulation; phosphorylates Cdc3p and Cdc10p; CLA4 has a paralog ; SKM1 ; that arose from the whole genome duplication""",Verified ORF
9305,14,77145,-0.155082667549227,0.138522188880284,0.263666289963999,YNL295W,MRX6,SGDID:S000005239,CDS,CDS,"""Mitochondrial ribosome-associated protein; regulates mitochondrial DNA copy number and the size and distribution of mtDNA nucleoids; subunit of a complex containing Pet20p ; Mam33p ; and Pim1p that may regulate mtDNA replication; member of the PET20 domain-containing protein family; forms foci that partially co-localize with mtDNA""",Uncharacterized ORF
9306,14,78487,-0.066721834304159,0.138752960738409,0.630908343503803,YNL295W,MRX6,SGDID:S000005239,CDS,CDS,"""Mitochondrial ribosome-associated protein; regulates mitochondrial DNA copy number and the size and distribution of mtDNA nucleoids; subunit of a complex containing Pet20p ; Mam33p ; and Pim1p that may regulate mtDNA replication; member of the PET20 domain-containing protein family; forms foci that partially co-localize with mtDNA""",Uncharacterized ORF
9307,14,78583,-0.0348904787976405,0.139363910298859,0.802458320113968,YNL295W,MRX6,SGDID:S000005239,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial ribosome-associated protein; regulates mitochondrial DNA copy number and the size and distribution of mtDNA nucleoids; subunit of a complex containing Pet20p ; Mam33p ; and Pim1p that may regulate mtDNA replication; member of the PET20 domain-containing protein family; forms foci that partially co-localize with mtDNA""",Uncharacterized ORF
9308,14,80906,-0.105861232959615,0.138732001778582,0.445935563736899,YNL293W,MSB3,SGDID:S000005237,CDS,CDS,"""Rab GTPase-activating protein; regulates endocytosis via inactivation of Vps21p at endosomes and vacuole fusion via inactivation of Ypt7p at vacuoles; also acts on Ypt52p and Sec4p; localizes to plasma membrane ; sites of polarized growth; relocalizes from bud neck to cytoplasm upon DNA replication stress; similar to TBC-domain Tre2 oncogene; MSB3 has a paralog ; MSB4 ; that arose from the whole genome duplication; human homolog USP6NL can complement yeast msb3 msb4 double null""",Verified ORF
9310,14,85056,-0.129388668918732,0.139392011841955,0.353919474450756,YNL291C,MID1,SGDID:S000005235,CDS,CDS,"""Stretch-activated Ca2+-permeable cation channel; required for Ca2+ influx stimulated by mating pheromones and some abiotic stresses; sensor of compressive mechanical stress; N-glycosylated membrane protein of the ER and plasma membrane; interacts with Cch1p; oligomerizes; is an alpha2/delta-like protein and participates in the generation of stretch-activated Ca2+-permeable cation channel activity when expressed in mammalian cells""",Verified ORF
9311,14,89377,-0.133457031319568,0.142267910830111,0.348850637987243,YNL289W,PCL1,SGDID:S000005233,Close to 3'-UTR,Close to 3'-UTR,"""Cyclin ; interacts with cyclin-dependent kinase Pho85p; member of the Pcl1,2-like subfamily ; involved in the regulation of polarized growth and morphogenesis and progression through the cell cycle; is ubiquitinated by Dma1p; phosphorylation by Pho85p targets it for degradation; localizes to sites of polarized cell growth""",Verified ORF
9312,14,89596,-0.149610647814682,0.139435756067309,0.284016672226365,ARS1407,ARS1407,SGDID:S000118384,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
9314,14,90137,-0.178524346789752,0.140066058411722,0.203298957369723,YNL288W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9315,14,92476,-0.125608929237158,0.139288814108758,0.367784567656116,YNL287W,SEC21,SGDID:S000005231,CDS,CDS,"""Gamma subunit of coatomer; coatomer is a heptameric protein complex that together with Arf1p forms the COPI coat; involved in ER to Golgi transport of selective cargo""",Verified ORF
9316,14,94507,-0.140232424353356,0.139243742815642,0.314576373058128,YNL287W,SEC21,SGDID:S000005231,CDS,CDS,"""Gamma subunit of coatomer; coatomer is a heptameric protein complex that together with Arf1p forms the COPI coat; involved in ER to Golgi transport of selective cargo""",Verified ORF
9317,14,95295,-0.047963867615867,0.141998847898166,0.735732429748803,YNL286W,CUS2,SGDID:S000005230,CDS,CDS,"""Putative checkpoint factor in transcription; binds to U2 snRNA and Prp11p; regulates toggling of the U2 snRNA stem II region between different structures; contains two RNA recognition motifs (RRMs)""",Verified ORF
9319,14,102695,-0.0478408885537832,0.141998965422693,0.736384870627272,YNLCsigma1,YNLCsigma1,SGDID:S000007133,Other features,LTR,"""Ty3 LTR""",reverse complement
9320,14,104450,-0.177454918385644,0.140879251896859,0.208637134964206,CUT315,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
9321,14,104676,-0.224334788918679,0.141180430597761,0.112957064803502,XUT_14F-37,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
9322,14,104774,-0.239629675784644,0.14111270899429,0.0903618472917489,tT(AGU)N1_NFR/NDR,,,Promoter,Promoter,,Promoter
9323,14,106690,-0.110067430977966,0.140221706858216,0.433007680917124,YNL283C,WSC2,SGDID:S000005227,CDS,CDS,"""Sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway; involved in maintenance of cell wall integrity and recovery from heat shock; required for the arrest of secretion response; WSC2 has a paralog ; WSC3 ; that arose from the whole genome duplication""",Verified ORF
9324,14,106712,-0.104235895452959,0.141397471495275,0.461500402317345,YNL283C,WSC2,SGDID:S000005227,Close to 3'-UTR,Close to 3'-UTR,"""Sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway; involved in maintenance of cell wall integrity and recovery from heat shock; required for the arrest of secretion response; WSC2 has a paralog ; WSC3 ; that arose from the whole genome duplication""",Verified ORF
9325,14,106737,-0.0867356533623853,0.141738121154101,0.540969394389727,YNL283C,WSC2,SGDID:S000005227,Close to 3'-UTR,Close to 3'-UTR,"""Sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway; involved in maintenance of cell wall integrity and recovery from heat shock; required for the arrest of secretion response; WSC2 has a paralog ; WSC3 ; that arose from the whole genome duplication""",Verified ORF
9326,14,106801,-0.109216628807524,0.140934782910826,0.438891261931612,YNL283C,WSC2,SGDID:S000005227,Close to 3'-UTR,Close to 3'-UTR,"""Sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway; involved in maintenance of cell wall integrity and recovery from heat shock; required for the arrest of secretion response; WSC2 has a paralog ; WSC3 ; that arose from the whole genome duplication""",Verified ORF
9327,14,106872,-0.125858363702871,0.14024727097066,0.37011538468316,YNL283C,WSC2,SGDID:S000005227,Close to 3'-UTR,Close to 3'-UTR,"""Sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway; involved in maintenance of cell wall integrity and recovery from heat shock; required for the arrest of secretion response; WSC2 has a paralog ; WSC3 ; that arose from the whole genome duplication""",Verified ORF
9328,14,107060,-0.0985433882490644,0.140076068776393,0.482208514863305,YNL283C,WSC2,SGDID:S000005227,Close to 3'-UTR,Close to 3'-UTR,"""Sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway; involved in maintenance of cell wall integrity and recovery from heat shock; required for the arrest of secretion response; WSC2 has a paralog ; WSC3 ; that arose from the whole genome duplication""",Verified ORF
9329,14,107253,-0.166090948855669,0.139778374150231,0.235535733401102,YNL283C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9330,14,107791,-0.0812060005871388,0.13925298254208,0.560161672721218,YNL282W,POP3,SGDID:S000005226,CDS,CDS,"""Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA ; while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs; relocalizes to the cytosol in response to hypoxia""",Verified ORF
9331,14,109033,-0.183491238802573,0.139101217832719,0.187983927338176,YNL282W,POP3,SGDID:S000005226,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA ; while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs; relocalizes to the cytosol in response to hypoxia""",Verified ORF
9332,14,109881,-0.14649474909911,0.140022454500362,0.296173820334837,YNL280C,ERG24,SGDID:S000005224,CDS,CDS,"""C-14 sterol reductase; acts in ergosterol biosynthesis; mutants accumulate the abnormal sterol ignosterol (ergosta-8,14 dienol) ; and are viable under anaerobic growth conditions but inviable on rich medium under aerobic conditions""",Verified ORF
9334,14,111897,-0.15587087338516,0.139196630979551,0.26356495629067,YNL279W,PRM1,SGDID:S000005223,CDS,CDS,"""Pheromone-regulated multispanning membrane protein; involved in membrane fusion during mating; predicted to have 5 transmembrane segments and a coiled coil domain; localizes to the shmoo tip; regulated by Ste12p""",Verified ORF
9335,14,112698,-0.154954879870863,0.139075714398275,0.265961544007523,YNL279W,PRM1,SGDID:S000005223,CDS,CDS,"""Pheromone-regulated multispanning membrane protein; involved in membrane fusion during mating; predicted to have 5 transmembrane segments and a coiled coil domain; localizes to the shmoo tip; regulated by Ste12p""",Verified ORF
9336,14,114147,-0.196402754432691,0.139380425339407,0.159682071812119,YNL278W,CAF120,SGDID:S000005222,CDS,CDS,"""Part of the CCR4-NOT transcriptional regulatory complex; involved in controlling mRNA initiation ; elongation ; and degradation; contains a PH-like domain; CAF120 has a paralog ; SKG3 ; that arose from the whole genome duplication""",Verified ORF
9337,14,116086,-0.197300994900026,0.139528852284582,0.158228088601648,YNL278W,CAF120,SGDID:S000005222,CDS,CDS,"""Part of the CCR4-NOT transcriptional regulatory complex; involved in controlling mRNA initiation ; elongation ; and degradation; contains a PH-like domain; CAF120 has a paralog ; SKG3 ; that arose from the whole genome duplication""",Verified ORF
9338,14,119960,-0.122352888845907,0.139410008694106,0.380731805514264,YNL275W,BOR1,SGDID:S000005219,CDS,CDS,"""Boron efflux transporter of the plasma membrane; binds HCO3- ; I- ; Br- ; NO3- and Cl-; has similarity to the characterized boron efflux transporter A. thaliana BOR1""",Verified ORF
9339,14,122856,-0.162289676425731,0.139508062313438,0.245493699805643,YNL273W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9340,14,124634,-0.166828299997362,0.139229345964484,0.231632682036685,YNL273W,TOF1,SGDID:S000005217,CDS,CDS,"""Subunit of a replication-pausing checkpoint complex; Tof1p-Mrc1p-Csm3p acts at the stalled replication fork to promote sister chromatid cohesion after DNA damage ; facilitating gap repair of damaged DNA; interacts with the MCM helicase; relocalizes to the cytosol in response to hypoxia""",Verified ORF
9343,14,127328,-0.140298615981305,0.139064628939489,0.31372634768845,YNL272C,SEC2,SGDID:S000005216,CDS,CDS,"""Guanyl-nucleotide exchange factor for the small G-protein Sec4p; essential for post-Golgi vesicle transport and for autophagy; associates with the exocyst ; via exocyst subunit Sec15p ; on secretory vesicles""",Verified ORF
9345,14,129960,-0.0957833546238984,0.140146683996188,0.494770414698762,YNL271C,BNI1,SGDID:S000005215,CDS,CDS,"""Formin; polarisome component; nucleates the formation of linear actin filaments ; involved in cell processes such as budding and mitotic spindle orientation which require the formation of polarized actin cables; recruited to the division site in a Glc7p/Ref2p dependent manner following release of Bnr1p; functionally redundant with BNR1""",Verified ORF
9346,14,134935,-0.159730394038978,0.140258159405283,0.255545740253163,YNL271C,BNI1,SGDID:S000005215,CDS,CDS,"""Formin; polarisome component; nucleates the formation of linear actin filaments ; involved in cell processes such as budding and mitotic spindle orientation which require the formation of polarized actin cables; recruited to the division site in a Glc7p/Ref2p dependent manner following release of Bnr1p; functionally redundant with BNR1""",Verified ORF
9347,14,137678,-0.175099116070431,0.13907540998928,0.208854014112583,YNL270C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9348,14,138308,-0.107337906049649,0.139402930990261,0.441824858542121,YNL270C,ALP1,SGDID:S000005214,Close to 3'-UTR,Close to 3'-UTR,"""Arginine transporter; expression is normally very low and it is unclear what conditions would induce significant expression; ALP1 has a paralog ; CAN1 ; that arose from the whole genome duplication""",Verified ORF
9349,14,138448,-0.0711238492813434,0.14116885694185,0.614701372453871,YNL270C,ALP1,SGDID:S000005214,Close to 3'-UTR,Close to 3'-UTR,"""Arginine transporter; expression is normally very low and it is unclear what conditions would induce significant expression; ALP1 has a paralog ; CAN1 ; that arose from the whole genome duplication""",Verified ORF
