SNP,Chr,Pos,Effect,SE,SSH1_ERV25_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
11284,16,170236,-0.228204220631991,0.102379965851275,0.0264433300155726,CUT405,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
11285,16,170586,-0.227970514949248,0.103104289480449,0.0276716326732173,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11286,16,170647,-0.194897232757001,0.104052089055761,0.0618844321841861,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11287,16,170885,-0.245117032387768,0.103006443964039,0.0178608032691665,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11288,16,170900,-0.231819938875163,0.102568003723748,0.0244202238805658,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11289,16,170927,-0.232151577284466,0.102612954491984,0.0242800316875122,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11290,16,170955,-0.233573390997592,0.102465278102492,0.0232313573745812,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11291,16,170958,-0.233771198729101,0.102464000188091,0.0231140334310808,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11292,16,170964,-0.234451034312746,0.102281564158389,0.0224813296827323,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11293,16,170973,-0.235094056275342,0.102576310576597,0.0224998738390648,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11294,16,171033,-0.220461123509504,0.102142993682605,0.0315737335898146,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11295,16,171059,-0.218546166736231,0.102041471806175,0.0328985021795981,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11296,16,171165,-0.213259100812164,0.10241620155992,0.0380367191987932,YPL200W_NFR/NDR,,,Promoter,Promoter,,Promoter
11297,16,171270,-0.216553375278371,0.102571127674974,0.0354532891569265,YPL201C_NFR/NDR,,,Promoter,Promoter,,Promoter
11298,16,171314,-0.219984113083629,0.103345617815908,0.0339772740518754,YPL201C_NFR/NDR,,,Promoter,Promoter,,Promoter
11300,16,171451,-0.249985785569784,0.103588238884227,0.0163191142721425,YPL201C,YIG1,SGDID:S000006122,Close to 3'-UTR,Close to 3'-UTR,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11301,16,171458,-0.249985785569784,0.103588238884227,0.0163191142721425,YPL201C,YIG1,SGDID:S000006122,Close to 3'-UTR,Close to 3'-UTR,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11302,16,171525,-0.222592665635697,0.103845855145875,0.0327565925529796,YPL200W,CSM4,SGDID:S000006121,CDS,CDS,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11303,16,171529,-0.230271552655439,0.10393086121972,0.0273549046336355,YPL200W,CSM4,SGDID:S000006121,CDS,CDS,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11304,16,171534,-0.231219642728462,0.103747241319872,0.0264642043036719,YPL200W,CSM4,SGDID:S000006121,CDS,CDS,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11305,16,171564,-0.279226443311212,0.103430448200761,0.0072752504736557,YPL200W,CSM4,SGDID:S000006121,CDS,CDS,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11306,16,171567,-0.276470646448558,0.103635838979224,0.007988964971816,YPL200W,CSM4,SGDID:S000006121,CDS,CDS,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11308,16,171729,-0.237180075516029,0.102034351971655,0.020664850549673,YPL200W,CSM4,SGDID:S000006121,CDS,CDS,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11309,16,171822,-0.211579801898369,0.103203216907512,0.0410901868453715,YPL200W,CSM4,SGDID:S000006121,CDS,CDS,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11313,16,172126,-0.215250002372832,0.102356963802389,0.0361789944701812,YPL199C,YPL199C,SGDID:S000006120,CDS,CDS,"""Protein involved in nonstop mRNA decay; predicted to be palmitoylated""",Verified ORF
11314,16,172141,-0.21113074292919,0.102268367940081,0.039702520467888,YPL199C,YPL199C,SGDID:S000006120,CDS,CDS,"""Protein involved in nonstop mRNA decay; predicted to be palmitoylated""",Verified ORF
11315,16,172786,-0.212007135880216,0.102490241887109,0.0393151684541008,YPL198W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11316,16,173125,-0.227661919431362,0.102510501620331,0.0269943274258937,YPL198W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11317,16,173235,-0.233417999409347,0.103383180772641,0.0245687996729282,YPL199C,YPL199C,SGDID:S000006120,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in nonstop mRNA decay; predicted to be palmitoylated""",Verified ORF
11318,16,173538,-0.222402557969189,0.104581357999038,0.0341467057114654,YPL199C,YPL199C,SGDID:S000006120,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in nonstop mRNA decay; predicted to be palmitoylated""",Verified ORF
11319,16,173703,-0.275563337678194,0.102777960403394,0.0076813311237157,snR59_NFR/NDR,,,Promoter,Promoter,,Promoter
11320,16,173708,-0.282987305606125,0.103177176217941,0.0064037575756134,snR59_NFR/NDR,,,Promoter,Promoter,,Promoter
11321,16,173979,-0.271428965724186,0.104421616762172,0.0097317887716375,YPL198W,RPL7B,SGDID:S000006119,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L7B; required for processing of 27SA3 pre-rRNA to 27SB pre-rRNA during assembly of large ribosomal subunit; depletion leads to a turnover of pre-rRNA; contains a conserved C-terminal Nucleic acid Binding Domain (NDB2); binds to Domain II of 25S and 5.8S rRNAs; homologous to mammalian ribosomal protein L7 and bacterial L30; RPL7B has a paralog ; RPL7A ; that arose from the whole genome duplication""",Verified ORF
11324,16,174996,-0.240284750125803,0.102699894232567,0.0198571809122788,YPL196W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11325,16,179596,-0.10306934444037,0.103226091472462,0.318729865856927,YPL194W,DDC1,SGDID:S000006115,CDS,CDS,"""DNA damage checkpoint protein; part of a PCNA-like complex required for DNA damage response ; required for pachytene checkpoint to inhibit cell cycle in response to unrepaired recombination intermediates; potential Cdc28p substrate; forms nuclear foci upon DNA replication stress""",Verified ORF
11326,16,180654,-0.165927200159908,0.103805830149852,0.110840168268831,YPL194W,DDC1,SGDID:S000006115,CDS,CDS,"""DNA damage checkpoint protein; part of a PCNA-like complex required for DNA damage response ; required for pachytene checkpoint to inhibit cell cycle in response to unrepaired recombination intermediates; potential Cdc28p substrate; forms nuclear foci upon DNA replication stress""",Verified ORF
11327,16,180789,-0.159258585219142,0.103324251202718,0.124128139962388,YPL194W,DDC1,SGDID:S000006115,CDS,CDS,"""DNA damage checkpoint protein; part of a PCNA-like complex required for DNA damage response ; required for pachytene checkpoint to inhibit cell cycle in response to unrepaired recombination intermediates; potential Cdc28p substrate; forms nuclear foci upon DNA replication stress""",Verified ORF
11328,16,180828,-0.146019823025466,0.103585648123967,0.15952255877221,YPL194W,DDC1,SGDID:S000006115,CDS,CDS,"""DNA damage checkpoint protein; part of a PCNA-like complex required for DNA damage response ; required for pachytene checkpoint to inhibit cell cycle in response to unrepaired recombination intermediates; potential Cdc28p substrate; forms nuclear foci upon DNA replication stress""",Verified ORF
11329,16,180851,-0.161522476655149,0.103715819060761,0.120281991388149,YPL194W,DDC1,SGDID:S000006115,CDS,CDS,"""DNA damage checkpoint protein; part of a PCNA-like complex required for DNA damage response ; required for pachytene checkpoint to inhibit cell cycle in response to unrepaired recombination intermediates; potential Cdc28p substrate; forms nuclear foci upon DNA replication stress""",Verified ORF
11330,16,181568,-0.163333266671717,0.103199814589168,0.11438773943025,YPL193W,RSA1,SGDID:S000006114,CDS,CDS,"""Protein involved in the assembly of 60S ribosomal subunits; functionally interacts with Dbp6p; functions in a late nucleoplasmic step of the assembly""",Verified ORF
11331,16,182956,-0.181091857846174,0.104235829143495,0.083201441229692,YPL192C,PRM3,SGDID:S000006113,CDS,CDS,"""Protein required for nuclear envelope fusion during karyogamy; pheromone-regulated; peripheral protein of the nuclear membrane; interacts with Kar5p at the spindle pole body""",Verified ORF
11332,16,187861,-0.185816576957857,0.105004714850627,0.0776567054753878,YPL189W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11334,16,188882,-0.231247083100995,0.103972776348568,0.0267730133625536,YPL189C-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11335,16,188952,-0.228558397253642,0.105159039715422,0.0304103968191864,YPL189C-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11336,16,189738,-0.201018364075995,0.104349310747509,0.0548572441214408,YPL189W,GUP2,SGDID:S000006110,CDS,CDS,"""Probable membrane protein; possible role in proton symport of glycerol; member of the MBOAT family of putative membrane-bound O-acyltransferases; homolog of the mammalian Hedgehog pathway modulator HHAT; GUP2 has a paralog ; GUP1 ; that arose from the whole genome duplication""",Verified ORF
11337,16,191167,-0.187857329574332,0.104000244378714,0.0717205080511541,YPL188W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11340,16,195694,-0.0528888860162493,0.10352958087208,0.60977002296954,YPL186C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11341,16,195879,-0.112801895420905,0.102992797556365,0.274157933734092,YPL186C,UIP4,SGDID:S000006107,Close to 3'-UTR,Close to 3'-UTR,"""Protein that interacts with Ulp1p; a Ubl (ubiquitin-like protein)-specific protease for Smt3p protein conjugates; detected in a phosphorylated state in the mitochondrial outer membrane; also detected in ER and nuclear envelope""",Verified ORF
11342,16,196859,-0.129425548958961,0.103457455567439,0.211762005194972,YPL184C,MRN1,SGDID:S000006105,CDS,CDS,"""RNA-binding protein that may be involved in translational regulation; binds specific categories of mRNAs ; including those that contain upstream open reading frames (uORFs) and internal ribosome entry sites (IRES); interacts genetically with chromatin remodelers and splicing factors ; linking chromatin state ; splicing and as a result mRNA maturation""",Verified ORF
11343,16,197237,-0.164497653463183,0.103000313207951,0.111147148425677,YPL184C,MRN1,SGDID:S000006105,CDS,CDS,"""RNA-binding protein that may be involved in translational regulation; binds specific categories of mRNAs ; including those that contain upstream open reading frames (uORFs) and internal ribosome entry sites (IRES); interacts genetically with chromatin remodelers and splicing factors ; linking chromatin state ; splicing and as a result mRNA maturation""",Verified ORF
11347,16,198072,-0.193458727370077,0.103978954053239,0.0636381683089141,YPL184C,MRN1,SGDID:S000006105,Close to 3'-UTR,Close to 3'-UTR,"""RNA-binding protein that may be involved in translational regulation; binds specific categories of mRNAs ; including those that contain upstream open reading frames (uORFs) and internal ribosome entry sites (IRES); interacts genetically with chromatin remodelers and splicing factors ; linking chromatin state ; splicing and as a result mRNA maturation""",Verified ORF
11348,16,199543,-0.175760358911955,0.104182487171725,0.0924784515645218,YPL183C,RTT10,SGDID:S000006104,CDS,CDS,"""WD40 domain-containing protein involved in endosomal recycling; forms a complex with Rrt2p that functions in the retromer-mediated pathway for recycling internalized cell-surface proteins; interacts with Trm7p for 2'-O-methylation of N34 of substrate tRNAs; has a role in regulation of Ty1 transposition; human ortholog is WDR6""",Verified ORF
11349,16,202983,-0.171529868421989,0.104179002394989,0.100552497036851,YPL181W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11350,16,206288,-0.194270847497619,0.103653538423172,0.0617241066293338,YPL180W,TCO89,SGDID:S000006101,CDS,CDS,"""Subunit of TORC1 (Tor1p or Tor2p-Kog1p-Lst8p-Tco89p); regulates global H3K56ac; TORC1 complex regulates growth in response to nutrient availability; cooperates with Ssd1p in the maintenance of cellular integrity; deletion strains are hypersensitive to rapamycin""",Verified ORF
11351,16,207364,-0.182256428812942,0.103009725515532,0.0777050470683425,YPL180W,TCO89,SGDID:S000006101,CDS,CDS,"""Subunit of TORC1 (Tor1p or Tor2p-Kog1p-Lst8p-Tco89p); regulates global H3K56ac; TORC1 complex regulates growth in response to nutrient availability; cooperates with Ssd1p in the maintenance of cellular integrity; deletion strains are hypersensitive to rapamycin""",Verified ORF
11352,16,207437,-0.186550796348786,0.102893796208538,0.0706745374021849,YPL180W,TCO89,SGDID:S000006101,CDS,CDS,"""Subunit of TORC1 (Tor1p or Tor2p-Kog1p-Lst8p-Tco89p); regulates global H3K56ac; TORC1 complex regulates growth in response to nutrient availability; cooperates with Ssd1p in the maintenance of cellular integrity; deletion strains are hypersensitive to rapamycin""",Verified ORF
11353,16,208852,-0.222749350384423,0.103787572899565,0.0325379056807795,YPL179W,PPQ1,SGDID:S000006100,CDS,CDS,"""Protein phosphatase that regulates the mating response; negatively regulates the MAP kinase signaling cascade during mating; member of the serine/threonine phosphatase PP1 family""",Verified ORF
11354,16,209279,-0.186964912371512,0.103488603584353,0.0716724947541807,YPL179W,PPQ1,SGDID:S000006100,CDS,CDS,"""Protein phosphatase that regulates the mating response; negatively regulates the MAP kinase signaling cascade during mating; member of the serine/threonine phosphatase PP1 family""",Verified ORF
11355,16,210158,-0.184733239216896,0.103327040313333,0.0746578797146035,YPL179W,PPQ1,SGDID:S000006100,Close to 3'-UTR,Close to 3'-UTR,"""Protein phosphatase that regulates the mating response; negatively regulates the MAP kinase signaling cascade during mating; member of the serine/threonine phosphatase PP1 family""",Verified ORF
11357,16,211386,-0.194343833483328,0.10276234472076,0.0594165777762991,YPL178W,CBC2,SGDID:S000006099,Close to 3'-UTR,Close to 3'-UTR,"""Small subunit of the heterodimeric cap binding complex with Sto1p; interacts with Npl3p ; possibly to package mRNA for export from the nucleus; may have a role in telomere maintenance; contains an RNA-binding motif""",Verified ORF
11360,16,212704,-0.187101411455857,0.102713444312378,0.0693639686910554,YPL178W,CBC2,SGDID:S000006099,CDS,CDS,"""Small subunit of the heterodimeric cap binding complex with Sto1p; interacts with Npl3p ; possibly to package mRNA for export from the nucleus; may have a role in telomere maintenance; contains an RNA-binding motif""",Verified ORF
11361,16,212773,-0.156675397161301,0.10318187485326,0.129798808693949,YPL178W,CBC2,SGDID:S000006099,CDS,CDS,"""Small subunit of the heterodimeric cap binding complex with Sto1p; interacts with Npl3p ; possibly to package mRNA for export from the nucleus; may have a role in telomere maintenance; contains an RNA-binding motif""",Verified ORF
11362,16,213411,-0.206144731242254,0.102419190775641,0.0448993477885468,YPL177C,CUP9,SGDID:S000006098,CDS,CDS,"""Homeodomain-containing transcriptional repressor; regulates expression of PTR2 ; which encodes a major peptide transporter; imported peptides activate ubiquitin-dependent proteolysis ; resulting in degradation of Cup9p and de-repression of PTR2 transcription; CUP9 has a paralog ; TOS8 ; that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress""",Verified ORF
11363,16,214724,0.0032448697455229,0.103074589711858,0.97490390157049,YPL177C,CUP9,SGDID:S000006098,Close to 3'-UTR,Close to 3'-UTR,"""Homeodomain-containing transcriptional repressor; regulates expression of PTR2 ; which encodes a major peptide transporter; imported peptides activate ubiquitin-dependent proteolysis ; resulting in degradation of Cup9p and de-repression of PTR2 transcription; CUP9 has a paralog ; TOS8 ; that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress""",Verified ORF
11364,16,215183,0.0079970359200774,0.102955595025522,0.938130897595197,YPL176C,TRE1,SGDID:S000006097,Close to 3'-UTR,Close to 3'-UTR,"""Transferrin receptor-like protein; plasma membrane protein that binds Bsd2p and regulates ubiquitination and vacuolar degradation of the metal transporter Smf1p; functionally redundant with Tre2p; TRE1 has a paralog ; TRE2 ; that arose from the whole genome duplication""",Verified ORF
11365,16,215973,-0.0071550012955429,0.103291765134278,0.944814075587023,YPL176C,TRE1,SGDID:S000006097,Close to 3'-UTR,Close to 3'-UTR,"""Transferrin receptor-like protein; plasma membrane protein that binds Bsd2p and regulates ubiquitination and vacuolar degradation of the metal transporter Smf1p; functionally redundant with Tre2p; TRE1 has a paralog ; TRE2 ; that arose from the whole genome duplication""",Verified ORF
11366,16,218021,0.0220933600707695,0.10243027357792,0.829352643104204,YPL176C,TRE1,SGDID:S000006097,CDS,CDS,"""Transferrin receptor-like protein; plasma membrane protein that binds Bsd2p and regulates ubiquitination and vacuolar degradation of the metal transporter Smf1p; functionally redundant with Tre2p; TRE1 has a paralog ; TRE2 ; that arose from the whole genome duplication""",Verified ORF
11367,16,220471,0.0458052189951849,0.102939168941484,0.656611509327822,YPL174C,NIP100,SGDID:S000006095,CDS,CDS,"""Large subunit of the dynactin complex; dynactin is involved in partitioning the mitotic spindle between mother and daughter cells; putative ortholog of mammalian p150(glued)""",Verified ORF
11368,16,220856,0.0384252901523507,0.103243879271702,0.709982287185757,YPL174C,NIP100,SGDID:S000006095,CDS,CDS,"""Large subunit of the dynactin complex; dynactin is involved in partitioning the mitotic spindle between mother and daughter cells; putative ortholog of mammalian p150(glued)""",Verified ORF
11369,16,220879,0.0228198278039452,0.104082333976048,0.826583700665729,YPL174C,NIP100,SGDID:S000006095,CDS,CDS,"""Large subunit of the dynactin complex; dynactin is involved in partitioning the mitotic spindle between mother and daughter cells; putative ortholog of mammalian p150(glued)""",Verified ORF
11370,16,221591,0.0086987467079789,0.103996374797331,0.933386330286979,YPL174C,NIP100,SGDID:S000006095,CDS,CDS,"""Large subunit of the dynactin complex; dynactin is involved in partitioning the mitotic spindle between mother and daughter cells; putative ortholog of mammalian p150(glued)""",Verified ORF
11371,16,222732,0.0640985771688964,0.102202483892725,0.530951667251136,YPL174C,NIP100,SGDID:S000006095,CDS,CDS,"""Large subunit of the dynactin complex; dynactin is involved in partitioning the mitotic spindle between mother and daughter cells; putative ortholog of mammalian p150(glued)""",Verified ORF
11372,16,223881,0.0752785676756128,0.102230303232026,0.461999141206083,YPL173W,MRPL40,SGDID:S000006094,CDS,CDS,"""Mitochondrial ribosomal protein of the large subunit""",Verified ORF
11373,16,225111,0.0136229866437487,0.102114763670754,0.89394627258183,YPL172C,COX10,SGDID:S000006093,CDS,CDS,"""Heme A:farnesyltransferase; catalyzes first step in conversion of protoheme to heme A prosthetic group required for cytochrome c oxidase activity; human ortholog COX10 can complement yeast cox10 null mutant; human ortholog COX10 is associated with mitochondrial disorders""",Verified ORF
11374,16,227828,-0.0513289889680119,0.102113842124544,0.61551371790264,YPL170W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11375,16,227880,-0.0492443951952221,0.102129658152419,0.629980273396249,YPL170W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11376,16,228020,-0.0872800697197119,0.102903722136886,0.396916862777139,YPL170W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11377,16,228836,-0.0699318797528479,0.102082546879708,0.493760517123293,YPL170W,DAP1,SGDID:S000006091,Close to 3'-UTR,Close to 3'-UTR,"""Heme-binding protein; involved in regulation of cytochrome P450 protein Erg11p; damage response protein ; related to mammalian membrane progesterone receptors; mutations lead to defects in telomeres ; mitochondria ; and sterol synthesis""",Verified ORF
11378,16,229266,-0.0718477792570403,0.101916977085825,0.481297639364132,YPL169C,MEX67,SGDID:S000006090,CDS,CDS,"""Poly(A)RNA binding protein involved in nuclear mRNA export; component of the nuclear pore; ortholog of human TAP""",Verified ORF
11379,16,229480,-0.0661958745049985,0.102369093568381,0.518285656772318,YPL169C,MEX67,SGDID:S000006090,CDS,CDS,"""Poly(A)RNA binding protein involved in nuclear mRNA export; component of the nuclear pore; ortholog of human TAP""",Verified ORF
11380,16,229981,-0.0936992669996041,0.102450144052494,0.361034329637738,YPL169C,MEX67,SGDID:S000006090,CDS,CDS,"""Poly(A)RNA binding protein involved in nuclear mRNA export; component of the nuclear pore; ortholog of human TAP""",Verified ORF
11381,16,230687,-0.0918340989542246,0.102191963453924,0.369455363629363,YPL169C,MEX67,SGDID:S000006090,CDS,CDS,"""Poly(A)RNA binding protein involved in nuclear mRNA export; component of the nuclear pore; ortholog of human TAP""",Verified ORF
11382,16,232373,-0.144565647948381,0.10238082378043,0.158819582570839,YPL168W,MRX4,SGDID:S000006089,CDS,CDS,"""Protein that associates with mitochondrial ribosome; green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion; expression may be cell cycle-regulated""",Uncharacterized ORF
11383,16,235230,-0.0809056563964188,0.102348914868514,0.429773173986954,YPL167C,REV3,SGDID:S000006088,CDS,CDS,"""Catalytic subunit of DNA polymerase zeta; involved in translesion synthesis during post-replication repair; required for mutagenesis induced by DNA damage; involved in double-strand break repair; may be involved in meiosis; forms a complex with Rev7p ; Pol31p and Pol32p""",Verified ORF
11384,16,235984,-0.120089196814288,0.10311373597632,0.244955853518164,YPL167C,REV3,SGDID:S000006088,CDS,CDS,"""Catalytic subunit of DNA polymerase zeta; involved in translesion synthesis during post-replication repair; required for mutagenesis induced by DNA damage; involved in double-strand break repair; may be involved in meiosis; forms a complex with Rev7p ; Pol31p and Pol32p""",Verified ORF
11385,16,238141,-0.0702803644995075,0.10237114373944,0.492832717544229,YPL165C,SET6,SGDID:S000006086,CDS,CDS,"""SET domain protein of unknown function; deletion heterozygote is sensitive to compounds that target ergosterol biosynthesis ; may be involved in compound availability""",Verified ORF
11386,16,238158,-0.0681803241473071,0.10235889667491,0.505788085936625,YPL165C,SET6,SGDID:S000006086,CDS,CDS,"""SET domain protein of unknown function; deletion heterozygote is sensitive to compounds that target ergosterol biosynthesis ; may be involved in compound availability""",Verified ORF
11387,16,238341,-0.0532876048335239,0.103426591098909,0.606720722035704,YPL165C,SET6,SGDID:S000006086,CDS,CDS,"""SET domain protein of unknown function; deletion heterozygote is sensitive to compounds that target ergosterol biosynthesis ; may be involved in compound availability""",Verified ORF
11388,16,238837,-0.071344933443874,0.102673941156749,0.487594546929026,YPL165C,SET6,SGDID:S000006086,CDS,CDS,"""SET domain protein of unknown function; deletion heterozygote is sensitive to compounds that target ergosterol biosynthesis ; may be involved in compound availability""",Verified ORF
11389,16,239186,-0.0393895607217678,0.103536537424612,0.703846784704406,YPL165C,SET6,SGDID:S000006086,Close to 3'-UTR,Close to 3'-UTR,"""SET domain protein of unknown function; deletion heterozygote is sensitive to compounds that target ergosterol biosynthesis ; may be involved in compound availability""",Verified ORF
11390,16,241363,-0.0815458039221078,0.101784033144815,0.423575058296772,YPL164C,MLH3,SGDID:S000006085,CDS,CDS,"""Protein involved in DNA mismatch repair and meiotic recombination; involved in crossing-over during meiotic recombination; forms a complex with Mlh1p; mammalian homolog is implicated mammalian microsatellite instability""",Verified ORF
11392,16,242191,-0.120268986051863,0.101652789351449,0.237551794793543,YPL163C,SVS1,SGDID:S000006084,CDS,CDS,"""Cell wall and vacuolar protein; required for wild-type resistance to vanadate; SVS1 has a paralog ; SRL1 ; that arose from the whole genome duplication""",Verified ORF
11393,16,243771,-0.144807073698571,0.101697056119567,0.155356931416884,SUT397,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
11396,16,248105,-0.105126617909973,0.101859212535217,0.302742316362699,YPL160W,CDC60,SGDID:S000006081,CDS,CDS,"""Cytosolic leucyl tRNA synthetase; ligates leucine to the appropriate tRNA; human homolog LARS can complement yeast temperature-sensitive mutant at restrictive temperature""",Verified ORF
11398,16,250804,-0.0880170505089468,0.104152590938642,0.398639765430212,YPL160W,CDC60,SGDID:S000006081,Close to 3'-UTR,Close to 3'-UTR,"""Cytosolic leucyl tRNA synthetase; ligates leucine to the appropriate tRNA; human homolog LARS can complement yeast temperature-sensitive mutant at restrictive temperature""",Verified ORF
11399,16,256672,-0.0147385184007207,0.103104073642834,0.886412829616846,YPL156C,PRM4,SGDID:S000006077,CDS,CDS,"""Pheromone-regulated protein proposed to be involved in mating; predicted to have 1 transmembrane segment; transcriptionally regulated by Ste12p during mating and by Cat8p during the diauxic shift""",Verified ORF
11402,16,261161,-0.0468491009848919,0.102955190296136,0.649357600220379,ARS1612,ARS1612,SGDID:S000130198,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
11403,16,261385,-0.0178682209711192,0.104128614052301,0.86385221504949,ARS1612,ARS1612,SGDID:S000130198,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
11404,16,262588,-0.0294651815984904,0.102874420208158,0.774725299660408,YPL153C,RAD53,SGDID:S000006074,CDS,CDS,"""DNA damage response kinase; signal transduction pathway component required for DNA damage and replication checkpoints ; promoting cell cycle arrest and DNA repair; role in initiation of DNA replication; inhibits gene gating through NPC protein phosphorylation ; to promote fork stability; activates downstream kinase Dun1p; senses mtDNA depletion and mitochondrial ROS; relocalizes to cytosol under hypoxia; contains two FHA domains; human homolog CHEK2 implicated in breast cancer complements the null""",Verified ORF
11405,16,262948,0.0013279869583803,0.102627804004949,0.989683102686077,YPL153C,RAD53,SGDID:S000006074,CDS,CDS,"""DNA damage response kinase; signal transduction pathway component required for DNA damage and replication checkpoints ; promoting cell cycle arrest and DNA repair; role in initiation of DNA replication; inhibits gene gating through NPC protein phosphorylation ; to promote fork stability; activates downstream kinase Dun1p; senses mtDNA depletion and mitochondrial ROS; relocalizes to cytosol under hypoxia; contains two FHA domains; human homolog CHEK2 implicated in breast cancer complements the null""",Verified ORF
