SNP,Chr,Pos,Effect,SE,GTR1_SLM4_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
8166,12,724118,-0.0177775574290425,0.0661163600678627,0.788176890686137,YLR297W,YLR297W,SGDID:S000004288,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole; not an essential gene; induced by treatment with 8-methoxypsoralen and UVA irradiation; relocalizes from nucleus to vacuole upon DNA replication stress; YLR297W has a paralog ; YOR186W ; that arose from the whole genome duplication""",Verified ORF
8167,12,724131,0.0776691836052649,0.0659245424530754,0.239529312250345,YLR297W,YLR297W,SGDID:S000004288,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole; not an essential gene; induced by treatment with 8-methoxypsoralen and UVA irradiation; relocalizes from nucleus to vacuole upon DNA replication stress; YLR297W has a paralog ; YOR186W ; that arose from the whole genome duplication""",Verified ORF
8169,12,724833,0.0753435756464193,0.0660250691008922,0.254586929672041,YLR298C,YHC1,SGDID:S000004289,CDS,CDS,"""Component of the U1 snRNP complex required for pre-mRNA splicing; putative ortholog of human U1C protein ; which is involved in formation of a complex between U1 snRNP and the pre-mRNA 5' splice site""",Verified ORF
8170,12,725191,0.0841021126564868,0.0671737007145375,0.211395319314455,YLR298C,YHC1,SGDID:S000004289,CDS,CDS,"""Component of the U1 snRNP complex required for pre-mRNA splicing; putative ortholog of human U1C protein ; which is involved in formation of a complex between U1 snRNP and the pre-mRNA 5' splice site""",Verified ORF
8171,12,727931,0.0841021126564868,0.0671737007145375,0.211395319314455,YLR299W,ECM38,SGDID:S000004290,CDS,CDS,"""Gamma-glutamyltranspeptidase; major glutathione-degrading enzyme; involved in detoxification of electrophilic xenobiotics; expression induced mainly by nitrogen starvation""",Verified ORF
8172,12,728083,0.0609246423395541,0.0668437016986625,0.362680700349005,YLR299W,ECM38,SGDID:S000004290,Close to 3'-UTR,Close to 3'-UTR,"""Gamma-glutamyltranspeptidase; major glutathione-degrading enzyme; involved in detoxification of electrophilic xenobiotics; expression induced mainly by nitrogen starvation""",Verified ORF
8173,12,728585,0.0609246423395541,0.0668437016986625,0.362680700349005,YLR300W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8174,12,732202,0.0644403906151581,0.0662461960247931,0.331348120653742,YLR302C,YLR302C,SGDID:S000004293,CDS,CDS,"""Putative protein of unknown function; conserved among S. cerevisiae strains""",Uncharacterized ORF
8175,12,732854,0.0682246569574037,0.0666237447976497,0.306522736942899,YLR303W,MET17,SGDID:S000004294,CDS,CDS,"""O-acetyl homoserine-O-acetyl serine sulfhydrylase; required for methionine and cysteine biosynthesis""",Verified ORF
8176,12,736985,0.0532656115488504,0.0663730889446425,0.422793226936092,YLR304C,ACO1,SGDID:S000004295,CDS,CDS,"""Aconitase; required for the tricarboxylic acid (TCA) cycle and also independently required for mitochondrial genome maintenance; component of the mitochondrial nucleoid; mutation leads to glutamate auxotrophy; mutation in human homolog ACO2 is associated with dominant optic nerve atrophy; human homolog ACO2 can complement yeast null mutant""",Verified ORF
8177,12,737369,0.0688407160349326,0.066621949558859,0.302169121916646,YLR304C,ACO1,SGDID:S000004295,CDS,CDS,"""Aconitase; required for the tricarboxylic acid (TCA) cycle and also independently required for mitochondrial genome maintenance; component of the mitochondrial nucleoid; mutation leads to glutamate auxotrophy; mutation in human homolog ACO2 is associated with dominant optic nerve atrophy; human homolog ACO2 can complement yeast null mutant""",Verified ORF
8178,12,737776,0.0520311539422962,0.0659990882289812,0.431014259168973,YLR304C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8179,12,737804,0.0598862290969684,0.0659854527562622,0.364726094433331,YLR304C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8180,12,738039,0.0451801225467004,0.0658398701913951,0.493029767080969,CUT271_NFR/NDR,,,Promoter,Promoter,,Promoter
8181,12,740250,0.0448904825415876,0.0660768016118913,0.497349763907903,YLR305C,STT4,SGDID:S000004296,CDS,CDS,"""Phosphatidylinositol-4-kinase; functions in the Pkc1p protein kinase pathway; required for normal vacuole morphology ; cell wall integrity ; and actin cytoskeleton organization; required for autophagosomevacuole fusion during autophagy and for lipophagy in both stationary phase cells and during nitrogen starvation; localizes to the plasma membrane and mitochondria in HTP studies""",Verified ORF
8182,12,745383,0.0387888695446091,0.0660029382467091,0.557120169333107,YLR307W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8183,12,745735,0.0455337725153258,0.0662477708239,0.492329044637259,YLR307W,CDA1,SGDID:S000004298,CDS,CDS,"""Chitin deacetylase; together with Cda2p involved in the biosynthesis ascospore wall component ; chitosan; required for proper rigidity of the ascospore wall""",Verified ORF
8184,12,746392,0.0401102316145664,0.0660404477582881,0.544003463682296,YLR307W,CDA1,SGDID:S000004298,CDS,CDS,"""Chitin deacetylase; together with Cda2p involved in the biosynthesis ascospore wall component ; chitosan; required for proper rigidity of the ascospore wall""",Verified ORF
8186,12,749514,0.0548968494046612,0.0667493987763392,0.411386193279898,YLR309C,IMH1,SGDID:S000004300,CDS,CDS,"""Protein involved in vesicular transport; mediates transport between an endosomal compartment and the Golgi ; contains a Golgi-localization (GRIP) domain that interacts with activated Arl1p-GTP to localize Imh1p to the Golgi""",Verified ORF
8187,12,754317,0.0437846018739181,0.0674490662851392,0.516663161843419,YLR310C,CDC25,SGDID:S000004301,CDS,CDS,"""Membrane bound guanine nucleotide exchange factor; also known as a GEF or GDP-release factor; indirectly regulates adenylate cyclase through activation of Ras1p and Ras2p by stimulating the exchange of GDP for GTP; required for progression through G1; thermosensitivity of the cdc25-5 mutant is functionally complemented by human RASGRF1 or by a fragment of human SOS1 comprising the CDC25-related catalytic domain""",Verified ORF
8188,12,754859,-0.0008997093755013,0.0672249278342586,0.989329337408948,YLR310C,CDC25,SGDID:S000004301,CDS,CDS,"""Membrane bound guanine nucleotide exchange factor; also known as a GEF or GDP-release factor; indirectly regulates adenylate cyclase through activation of Ras1p and Ras2p by stimulating the exchange of GDP for GTP; required for progression through G1; thermosensitivity of the cdc25-5 mutant is functionally complemented by human RASGRF1 or by a fragment of human SOS1 comprising the CDC25-related catalytic domain""",Verified ORF
8189,12,759605,0.0363710692534739,0.0662120738965562,0.583138852521833,YLR312W-A,MRPL15,SGDID:S000004304,CDS,CDS,"""Mitochondrial ribosomal protein of the large subunit""",Verified ORF
8190,12,759848,0.0179981992220828,0.0661839404644815,0.78582552666652,YLR312W-A,MRPL15,SGDID:S000004304,CDS,CDS,"""Mitochondrial ribosomal protein of the large subunit""",Verified ORF
8191,12,760199,0.0192422001739829,0.0658851475567743,0.770414823461874,YLR312W-A,MRPL15,SGDID:S000004304,CDS,CDS,"""Mitochondrial ribosomal protein of the large subunit""",Verified ORF
8192,12,761323,0.0369106244941724,0.0668744426917752,0.581339278226406,YLR313C,SPH1,SGDID:S000004305,CDS,CDS,"""Protein involved in shmoo formation and bipolar bud site selection; localizes to sites of polarized growth in a cell cycle dependent- and Spa2p-dependent manner ; interacts with MAPKKs Mkk1p ; Mkk2p ; and Ste7p; SPH1 has a paralog ; SPA2 ; that arose from the whole genome duplication""",Verified ORF
8193,12,762125,0.0781169083871906,0.0658326247174583,0.23618391765756,YLR313C,SPH1,SGDID:S000004305,CDS,CDS,"""Protein involved in shmoo formation and bipolar bud site selection; localizes to sites of polarized growth in a cell cycle dependent- and Spa2p-dependent manner ; interacts with MAPKKs Mkk1p ; Mkk2p ; and Ste7p; SPH1 has a paralog ; SPA2 ; that arose from the whole genome duplication""",Verified ORF
8194,12,764143,0.0559061452615568,0.0664453208157847,0.400701480227293,YLR315W_NFR/NDR,,,Promoter,Promoter,,Promoter
8195,12,764529,0.0722383303317534,0.0669691289621262,0.28146645182196,YLR315W_NFR/NDR,,,Promoter,Promoter,,Promoter
8196,12,767196,0.110611067285201,0.0659681759794432,0.0944798438547951,YLR318W,EST2,SGDID:S000004310,CDS,CDS,"""Reverse transcriptase subunit of the telomerase holoenzyme; essential for telomerase core catalytic activity ; involved in other aspects of telomerase assembly and function; mutations in human homolog are associated with aplastic anemia""",Verified ORF
8200,12,768577,0.151440836147763,0.0668294975228347,0.0240515822580795,YLR318W,EST2,SGDID:S000004310,CDS,CDS,"""Reverse transcriptase subunit of the telomerase holoenzyme; essential for telomerase core catalytic activity ; involved in other aspects of telomerase assembly and function; mutations in human homolog are associated with aplastic anemia""",Verified ORF
8201,12,771718,0.151440836147763,0.0668294975228347,0.0240515822580795,YLR320W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8202,12,772090,0.180131953851174,0.0660454670309888,0.0067026233742825,YLR320W,MMS22,SGDID:S000004312,CDS,CDS,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of replication fork ; such as fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; Rtt101p-Mms22p ligase associates with replisome complex during S phase via Ctf4p; required for accurate meiotic chromosome segregation""",Verified ORF
8203,12,773247,0.165323502506105,0.065825767302278,0.0124666759880345,YLR320W,MMS22,SGDID:S000004312,CDS,CDS,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of replication fork ; such as fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; Rtt101p-Mms22p ligase associates with replisome complex during S phase via Ctf4p; required for accurate meiotic chromosome segregation""",Verified ORF
8206,12,783721,0.207508181906144,0.0652293464896746,0.0015966122139632,YLR326W,YLR326W,SGDID:S000004318,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; SWAT-GFP and mCherry fusion proteins localize to the cell periphery; predicted to be palmitoylated""",Uncharacterized ORF
8208,12,791308,0.179121035566207,0.0655405924523774,0.0065923650852829,YLR332W,MID2,SGDID:S000004324,CDS,CDS,"""O-glycosylated plasma membrane protein; acts as a sensor for cell wall integrity signaling and activates the pathway; interacts with Rom2p ; a guanine nucleotide exchange factor for Rho1p ; and with cell integrity pathway protein Zeo1p; MID2 has a paralog ; MTL1 ; that arose from the whole genome duplication""",Verified ORF
8212,12,793293,0.198134439559121,0.0663703370268562,0.0030307513426059,L:791807-793551,,,Intergenic region,Intergenic region,between YLR332W and YLRWsigma4,Intergenic region
8213,12,793991,0.192574993246033,0.0653812892097124,0.0034391852190888,tD(GUC)L2_NFR/NDR,,,Promoter,Promoter,,Promoter
8214,12,793992,0.203282502233309,0.0658084398530576,0.0021675365839213,tD(GUC)L2_NFR/NDR,,,Promoter,Promoter,,Promoter
8215,12,794006,0.14833192135252,0.0659772930969904,0.0251782696283487,tD(GUC)L2_NFR/NDR,,,Promoter,Promoter,,Promoter
8216,12,794008,0.154910286096452,0.0660894233564709,0.0196347865507971,tD(GUC)L2_NFR/NDR,,,Promoter,Promoter,,Promoter
8220,12,797168,0.164854983860562,0.0659343808350522,0.0128621266099408,YLR335W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8224,12,798846,0.113954492498077,0.0661689823611125,0.0859139622143506,YLR335W,NUP2,SGDID:S000004327,CDS,CDS,"""Nucleoporin involved in nucleocytoplasmic transport; binds to either the nucleoplasmic or cytoplasmic faces of the nuclear pore complex depending on Ran-GTP levels; also has a role in chromatin organization""",Verified ORF
8226,12,800855,0.134132772648323,0.065881051509228,0.0424981372447264,YLR336C,SGD1,SGDID:S000004328,CDS,CDS,"""Essential nuclear protein; required for biogenesis of the small ribosomal subunit; has a possible role in the osmoregulatory glycerol response; putative homolog of human NOM1 which is implicated in acute myeloid leukemia""",Verified ORF
8227,12,801096,0.141434279470807,0.0657381372886423,0.0321163168137564,YLR336C,SGD1,SGDID:S000004328,CDS,CDS,"""Essential nuclear protein; required for biogenesis of the small ribosomal subunit; has a possible role in the osmoregulatory glycerol response; putative homolog of human NOM1 which is implicated in acute myeloid leukemia""",Verified ORF
8228,12,801531,0.134237011752104,0.0657724194029557,0.0420010437116405,YLR336C,SGD1,SGDID:S000004328,CDS,CDS,"""Essential nuclear protein; required for biogenesis of the small ribosomal subunit; has a possible role in the osmoregulatory glycerol response; putative homolog of human NOM1 which is implicated in acute myeloid leukemia""",Verified ORF
8229,12,803026,0.0341204951845575,0.0661791124081312,0.606471913454107,YLR337C,VRP1,SGDID:S000004329,CDS,CDS,"""Verprolin ; proline-rich actin-associated protein; involved in cytoskeletal organization and cytokinesis; promotes actin nucleation and endocytosis; related to mammalian Wiskott-Aldrich syndrome protein (WASP)-interacting protein (WIP)""",Verified ORF
8230,12,803607,0.0511022948396125,0.0659870221086628,0.439195244151628,YLR337C,VRP1,SGDID:S000004329,CDS,CDS,"""Verprolin ; proline-rich actin-associated protein; involved in cytoskeletal organization and cytokinesis; promotes actin nucleation and endocytosis; related to mammalian Wiskott-Aldrich syndrome protein (WASP)-interacting protein (WIP)""",Verified ORF
8231,12,804626,0.0892052492866487,0.0662493389368836,0.179002745070161,YLR337C,VRP1,SGDID:S000004329,CDS,CDS,"""Verprolin ; proline-rich actin-associated protein; involved in cytoskeletal organization and cytokinesis; promotes actin nucleation and endocytosis; related to mammalian Wiskott-Aldrich syndrome protein (WASP)-interacting protein (WIP)""",Verified ORF
8232,12,804630,0.0686753729213638,0.0664114004885674,0.301801944110138,YLR337C,VRP1,SGDID:S000004329,CDS,CDS,"""Verprolin ; proline-rich actin-associated protein; involved in cytoskeletal organization and cytokinesis; promotes actin nucleation and endocytosis; related to mammalian Wiskott-Aldrich syndrome protein (WASP)-interacting protein (WIP)""",Verified ORF
8233,12,804633,0.0514798571137819,0.0665823928304765,0.439936100992643,YLR337C,VRP1,SGDID:S000004329,CDS,CDS,"""Verprolin ; proline-rich actin-associated protein; involved in cytoskeletal organization and cytokinesis; promotes actin nucleation and endocytosis; related to mammalian Wiskott-Aldrich syndrome protein (WASP)-interacting protein (WIP)""",Verified ORF
8234,12,805260,0.0234092478446237,0.0663810100878779,0.724561486684798,YLR337C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8235,12,806743,0.0059139041653236,0.0659359847237484,0.928583155731172,YLR340W,RPP0,SGDID:S000004332,CDS,CDS,"""Conserved ribosomal protein P0 of the ribosomal stalk; involved in interaction between translational elongation factors and the ribosome; phosphorylated on serine 302; homologous to mammalian ribosomal protein LP0 and bacterial L10""",Verified ORF
8236,12,807037,-0.0629230996505437,0.066309774081085,0.343307196000904,YLR339C,YLR339C,SGDID:S000004331,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the essential gene RPP0""",Dubious ORF
8238,12,807547,-0.0629230996505437,0.066309774081085,0.343307196000904,YLR341W,SPO77,SGDID:S000004333,CDS,CDS,"""Meiosis-specific protein of unknown function; required for spore wall formation during sporulation and for timely prospore membrane closure along with SPS1; required with Sps1p for phosphorylation and turnover of Ssp1p; dispensable for both nuclear divisions during meiosis""",Verified ORF
8240,12,811797,-0.059465801173521,0.0660441886563809,0.368524377042143,YLR342W,FKS1,SGDID:S000004334,CDS,CDS,"""Catalytic subunit of 1,3-beta-D-glucan synthase; functionally redundant with alternate catalytic subunit Gsc2p; binds to regulatory subunit Rho1p; involved in cell wall synthesis and maintenance; localizes to sites of cell wall remodeling; FKS1 has a paralog ; GSC2 ; that arose from the whole genome duplication""",Verified ORF
8245,12,824912,-0.0496580468048057,0.0661270321795609,0.453183484635699,YLR347C,KAP95,SGDID:S000004339,CDS,CDS,"""Karyopherin beta; forms a complex with Srp1p/Kap60p; interacts with nucleoporins to mediate nuclear import of NLS-containing cargo proteins via the nuclear pore complex; regulates PC biosynthesis; GDP-to-GTP exchange factor for Gsp1p""",Verified ORF
8246,12,825661,-0.0679925307577417,0.0661932345967789,0.305037879619431,YLR347C,KAP95,SGDID:S000004339,CDS,CDS,"""Karyopherin beta; forms a complex with Srp1p/Kap60p; interacts with nucleoporins to mediate nuclear import of NLS-containing cargo proteins via the nuclear pore complex; regulates PC biosynthesis; GDP-to-GTP exchange factor for Gsp1p""",Verified ORF
8250,12,828754,-0.0369378891232066,0.0669816959085719,0.581665609226718,YLR350W,ORM2,SGDID:S000004342,CDS,CDS,"""Protein that mediates sphingolipid homeostasis; evolutionarily conserved ; required for resistance to agents that induce unfolded protein response; Orm1p and Orm2p together control membrane biogenesis by coordinating lipid homeostasis with protein quality control; protein abundance increases in response to DNA replication stress; ORM2 has a paralog ; ORM1 ; that arose from the whole genome duplication""",Verified ORF
8254,12,829553,-0.0505991915861207,0.0670615128130788,0.451040638420081,YLR351C,NIT3,SGDID:S000004343,CDS,CDS,"""Nit protein; one of two proteins in S. cerevisiae with similarity to the Nit domain of NitFhit from fly and worm and to the mouse and human Nit protein which interacts with the Fhit tumor suppressor; nitrilase superfamily member""",Verified ORF
8255,12,829993,-0.0393571157701447,0.0660380675393613,0.55157307515394,YLR351C,NIT3,SGDID:S000004343,CDS,CDS,"""Nit protein; one of two proteins in S. cerevisiae with similarity to the Nit domain of NitFhit from fly and worm and to the mouse and human Nit protein which interacts with the Fhit tumor suppressor; nitrilase superfamily member""",Verified ORF
8256,12,831532,-0.0549883479790222,0.0664106646594441,0.408227226339871,YLR352W,LUG1,SGDID:S000004344,CDS,CDS,"""Protein of unknown function with similarity to F-box proteins; interacts with the core SCF ubiquitin ligase complex subunits Skp1p and Cdc53p; LUG1 deletion prevents cells containing the [URE3] prion or lacking Ure2p from growing on glycerol""",Verified ORF
8257,12,832184,-0.0471775840798732,0.0665463533635418,0.478827666924431,YLR352W,LUG1,SGDID:S000004344,CDS,CDS,"""Protein of unknown function with similarity to F-box proteins; interacts with the core SCF ubiquitin ligase complex subunits Skp1p and Cdc53p; LUG1 deletion prevents cells containing the [URE3] prion or lacking Ure2p from growing on glycerol""",Verified ORF
8258,12,836320,-0.0185849125615174,0.0663116706888305,0.779437536680842,YLR353W,BUD8,SGDID:S000004345,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in bud-site selection; diploid mutants display a unipolar budding pattern instead of the wild-type bipolar pattern ; and bud at the proximal pole; BUD8 has a paralog ; BUD9 ; that arose from the whole genome duplication""",Verified ORF
8259,12,836321,-0.0264284335971879,0.0664602400602851,0.691122798407835,YLR353W,BUD8,SGDID:S000004345,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in bud-site selection; diploid mutants display a unipolar budding pattern instead of the wild-type bipolar pattern ; and bud at the proximal pole; BUD8 has a paralog ; BUD9 ; that arose from the whole genome duplication""",Verified ORF
8260,12,837460,-0.0539136814933345,0.0666382597596253,0.419031370384213,YLR354C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8261,12,838168,-0.0440172470860309,0.0663529472819083,0.507519912063241,YLR355C,ILV5,SGDID:S000004347,CDS,CDS,"""Acetohydroxyacid reductoisomerase and mtDNA binding protein; involved in branched-chain amino acid biosynthesis and maintenance of wild-type mitochondrial DNA; found in mitochondrial nucleoids""",Verified ORF
8262,12,840314,-0.0198359537597583,0.0664923298297953,0.765634896387646,YLR356W,ATG33,SGDID:S000004348,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial mitophagy-specific protein; required primarily for mitophagy induced at post-log phase; not required for other types of selective autophagy or macroautophagy; conserved within fungi ; but not in higher eukaryotes; ATG33 has a paralog ; SCM4 ; that arose from the whole genome duplication""",Verified ORF
8263,12,840557,-0.0207038384333512,0.0661485853144357,0.754473178349966,YLR356W,ATG33,SGDID:S000004348,CDS,CDS,"""Mitochondrial mitophagy-specific protein; required primarily for mitophagy induced at post-log phase; not required for other types of selective autophagy or macroautophagy; conserved within fungi ; but not in higher eukaryotes; ATG33 has a paralog ; SCM4 ; that arose from the whole genome duplication""",Verified ORF
8264,12,842368,-0.0322889098861018,0.0671050820577749,0.630694245182615,YLR357W,RSC2,SGDID:S000004349,CDS,CDS,"""Component of the RSC chromatin remodeling complex; required for expression of mid-late sporulation-specific genes; involved in telomere maintenance; RSC2 has a paralog ; RSC1 ; that arose from the whole genome duplication""",Verified ORF
8265,12,843076,-0.0123955142013242,0.0669000395653963,0.853112613488918,YLR357W,RSC2,SGDID:S000004349,CDS,CDS,"""Component of the RSC chromatin remodeling complex; required for expression of mid-late sporulation-specific genes; involved in telomere maintenance; RSC2 has a paralog ; RSC1 ; that arose from the whole genome duplication""",Verified ORF
8266,12,843963,-0.0220955637450841,0.0667608093028463,0.740866473680169,YLR357W,RSC2,SGDID:S000004349,CDS,CDS,"""Component of the RSC chromatin remodeling complex; required for expression of mid-late sporulation-specific genes; involved in telomere maintenance; RSC2 has a paralog ; RSC1 ; that arose from the whole genome duplication""",Verified ORF
8268,12,846897,0.007288459679776,0.0664452422486143,0.912716594756761,YLR360W,VPS38,SGDID:S000004352,CDS,CDS,"""Part of a Vps34p phosphatidylinositol 3-kinase complex; functions in carboxypeptidase Y (CPY) sorting; binds Vps30p and Vps34p to promote production of phosphatidylinositol 3-phosphate (PtdIns3P) which stimulates kinase activity; required for overflow degradation of misfolded proteins when ERAD is saturated""",Verified ORF
8270,12,853997,0.0057422051958158,0.0664217419123108,0.931157170660609,YLR363C,NMD4,SGDID:S000004355,Close to 3'-UTR,Close to 3'-UTR,"""Protein that may be involved in nonsense-mediated mRNA decay; interacts with Nam7p ; relocalizes from nucleus to cytoplasmic foci upon DNA replication stress""",Verified ORF
8271,12,854833,0.0001847762860824,0.0665648062875037,0.997786734625037,YLR364W,GRX8,SGDID:S000004356,Close to 3'-UTR,Close to 3'-UTR,"""Glutaredoxin that employs a dithiol mechanism of catalysis; monomeric; activity is low and null mutation does not affect sensitivity to oxidative stress; GFP-fusion protein localizes to the cytoplasm; expression strongly induced by arsenic""",Verified ORF
8272,12,859419,0.0274667866749909,0.0669112337978743,0.681691260360247,YLR369W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8273,12,860244,0.0196162482850009,0.066990949418443,0.769832261607634,YLR369W,SSQ1,SGDID:S000004361,CDS,CDS,"""Mitochondrial hsp70-type molecular chaperone; required for assembly of iron/sulfur clusters into proteins at a step after cluster synthesis; involved in maturation of Grx5p and Yfh1p ; which is a homolog of human frataxin implicated in Friedreich's ataxia""",Verified ORF
8274,12,860259,0.0396934187626535,0.0666299633489214,0.551737863898461,YLR369W,SSQ1,SGDID:S000004361,CDS,CDS,"""Mitochondrial hsp70-type molecular chaperone; required for assembly of iron/sulfur clusters into proteins at a step after cluster synthesis; involved in maturation of Grx5p and Yfh1p ; which is a homolog of human frataxin implicated in Friedreich's ataxia""",Verified ORF
8275,12,860877,0.0214075390972044,0.0671355268877784,0.750013308497262,YLR369W,SSQ1,SGDID:S000004361,CDS,CDS,"""Mitochondrial hsp70-type molecular chaperone; required for assembly of iron/sulfur clusters into proteins at a step after cluster synthesis; involved in maturation of Grx5p and Yfh1p ; which is a homolog of human frataxin implicated in Friedreich's ataxia""",Verified ORF
8276,12,862519,0.0142926176803122,0.067806782566288,0.833177069569194,YLR371W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8277,12,862720,0.0324284121556506,0.0673937445568767,0.630687853756686,YLR371W,ROM2,SGDID:S000004363,CDS,CDS,"""Guanine nucleotide exchange factor (GEF) for Rho1p and Rho2p; mutations are synthetically lethal with mutations in rom1 ; which also encodes a GEF; Rom2p localization to the bud surface is dependent on Ack1p; ROM2 has a paralog ; ROM1 ; that arose from the whole genome duplication""",Verified ORF
8278,12,863920,0.0151390319902289,0.0668832372120505,0.821060090856546,YLR371W,ROM2,SGDID:S000004363,CDS,CDS,"""Guanine nucleotide exchange factor (GEF) for Rho1p and Rho2p; mutations are synthetically lethal with mutations in rom1 ; which also encodes a GEF; Rom2p localization to the bud surface is dependent on Ack1p; ROM2 has a paralog ; ROM1 ; that arose from the whole genome duplication""",Verified ORF
8279,12,867397,0.0089576976287676,0.0675691744356338,0.894608383575388,YLR372W,ELO3,SGDID:S000004364,CDS,CDS,"""Elongase; involved in fatty acid and sphingolipid biosynthesis; synthesizes very long chain 20-26-carbon fatty acids from C18-CoA primers; involved in regulation of sphingolipid biosynthesis; lethality of the elo2 elo3 double null mutation is functionally complemented by human ELOVL1 and weakly complemented by human ELOVL3 or ELOV7""",Verified ORF
8280,12,868297,0.0014614092278576,0.0674770066071789,0.982733095865882,YLR372W,ELO3,SGDID:S000004364,CDS,CDS,"""Elongase; involved in fatty acid and sphingolipid biosynthesis; synthesizes very long chain 20-26-carbon fatty acids from C18-CoA primers; involved in regulation of sphingolipid biosynthesis; lethality of the elo2 elo3 double null mutation is functionally complemented by human ELOVL1 and weakly complemented by human ELOVL3 or ELOV7""",Verified ORF
8281,12,869357,-0.0031088118214303,0.0671598197037057,0.963105478056329,YLR373C,VID22,SGDID:S000004365,CDS,CDS,"""Glycosylated integral membrane protein localized to plasma membrane; plays a role in fructose-1,6-bisphosphatase (FBPase) degradation; involved in FBPase transport from the cytosol to Vid (vacuole import and degradation) vesicles; VID22 has a paralog ; ENV11 ; that arose from the whole genome duplication""",Verified ORF
8282,12,871085,0.0019680163234411,0.0669646664375847,0.976571052253992,YLR373C,VID22,SGDID:S000004365,CDS,CDS,"""Glycosylated integral membrane protein localized to plasma membrane; plays a role in fructose-1,6-bisphosphatase (FBPase) degradation; involved in FBPase transport from the cytosol to Vid (vacuole import and degradation) vesicles; VID22 has a paralog ; ENV11 ; that arose from the whole genome duplication""",Verified ORF
8283,12,871998,-0.0081340786921002,0.0669633488689723,0.903387409695064,YLR375W,STP3,SGDID:S000004367,CDS,CDS,"""Zinc-finger protein of unknown function; possibly involved in pre-tRNA splicing and in uptake of branched-chain amino acids; STP3 has a paralog ; STP4 ; that arose from the whole genome duplication""",Verified ORF
8284,12,871999,0.0181335557080318,0.0672114047141095,0.787472702263874,YLR375W,STP3,SGDID:S000004367,CDS,CDS,"""Zinc-finger protein of unknown function; possibly involved in pre-tRNA splicing and in uptake of branched-chain amino acids; STP3 has a paralog ; STP4 ; that arose from the whole genome duplication""",Verified ORF
8285,12,872037,-0.0216464742421861,0.0668299089552949,0.746202545287887,YLR375W,STP3,SGDID:S000004367,CDS,CDS,"""Zinc-finger protein of unknown function; possibly involved in pre-tRNA splicing and in uptake of branched-chain amino acids; STP3 has a paralog ; STP4 ; that arose from the whole genome duplication""",Verified ORF
8286,12,872065,-0.0225109273230891,0.0665829316361058,0.735497431654054,YLR375W,STP3,SGDID:S000004367,CDS,CDS,"""Zinc-finger protein of unknown function; possibly involved in pre-tRNA splicing and in uptake of branched-chain amino acids; STP3 has a paralog ; STP4 ; that arose from the whole genome duplication""",Verified ORF
8287,12,872449,-0.0013139114954404,0.0667614140451152,0.98430920461934,YLR375W,STP3,SGDID:S000004367,CDS,CDS,"""Zinc-finger protein of unknown function; possibly involved in pre-tRNA splicing and in uptake of branched-chain amino acids; STP3 has a paralog ; STP4 ; that arose from the whole genome duplication""",Verified ORF
8288,12,873601,0.0201053175469167,0.0670418758891778,0.764436103005243,YLR376C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8292,12,873750,-0.0225458277403026,0.0678848637101844,0.73999680031967,SUT281,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
8293,12,874900,-0.0256713860456961,0.0672077515764427,0.702713003263715,SUT281,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
8294,12,876059,0.0031473210063457,0.0679481137844165,0.963081809234317,YLR378C,SEC61,SGDID:S000004370,CDS,CDS,"""Conserved ER protein translocation channel; essential subunit of Sec61 complex (Sec61p ; Sbh1p ; and Sss1p); forms channel for SRP-dependent protein import; with Sec63 complex is required for SRP-independent protein translocation into the ER; involved in posttranslational soluble protein import into the ER ; ERAD of soluble substrates ; and misfolded soluble protein export from the ER""",Verified ORF
