SNP,Chr,Pos,Effect,SE,MID2_TPO2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
11219,16,116214,0.0947947592944848,0.154809179217203,0.540711730713806,YPL230W,USV1,SGDID:S000006151,CDS,CDS,"""Putative transcription factor containing a C2H2 zinc finger; mutation affects transcriptional regulation of genes involved in growth on non-fermentable carbon sources ; response to salt stress and cell wall biosynthesis; USV1 has a paralog ; RGM1 ; that arose from the whole genome duplication""",Verified ORF
11220,16,116322,0.120175255321519,0.155465306613933,0.44003748578132,YPL230W,USV1,SGDID:S000006151,CDS,CDS,"""Putative transcription factor containing a C2H2 zinc finger; mutation affects transcriptional regulation of genes involved in growth on non-fermentable carbon sources ; response to salt stress and cell wall biosynthesis; USV1 has a paralog ; RGM1 ; that arose from the whole genome duplication""",Verified ORF
11221,16,116373,0.103541838290995,0.155946264358411,0.507150332714874,YPL230W,USV1,SGDID:S000006151,CDS,CDS,"""Putative transcription factor containing a C2H2 zinc finger; mutation affects transcriptional regulation of genes involved in growth on non-fermentable carbon sources ; response to salt stress and cell wall biosynthesis; USV1 has a paralog ; RGM1 ; that arose from the whole genome duplication""",Verified ORF
11222,16,116826,0.102001536134035,0.154766690776764,0.510282772152124,YPL229W_NFR/NDR,,,Promoter,Promoter,,Promoter
11223,16,117063,0.106148705610798,0.157263388569615,0.5001341038395,YPL229W_NFR/NDR,,,Promoter,Promoter,,Promoter
11224,16,117072,0.132913579897716,0.155550818657323,0.393423880022946,YPL229W,YPL229W,SGDID:S000006150,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; not an essential gene; YPL229W has a paralog ; YMR181C ; that arose from the whole genome duplication""",Uncharacterized ORF
11229,16,117654,0.134830767138249,0.154979160271536,0.384895487393569,YPL229W,YPL229W,SGDID:S000006150,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; not an essential gene; YPL229W has a paralog ; YMR181C ; that arose from the whole genome duplication""",Uncharacterized ORF
11230,16,117985,0.166678036160769,0.155782416932008,0.28537678882254,YPL229W,YPL229W,SGDID:S000006150,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; not an essential gene; YPL229W has a paralog ; YMR181C ; that arose from the whole genome duplication""",Uncharacterized ORF
11231,16,118215,0.167588662707282,0.155987752734763,0.283390417329587,YPL228W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11232,16,118252,0.128257515279002,0.156345299403483,0.412571486786645,YPL228W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11233,16,118322,0.15213156583917,0.156996570122526,0.333202637082337,YPL229W,YPL229W,SGDID:S000006150,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; not an essential gene; YPL229W has a paralog ; YMR181C ; that arose from the whole genome duplication""",Uncharacterized ORF
11234,16,118512,0.136771739111491,0.156125974180938,0.381607004444246,YPL228W,CET1,SGDID:S000006149,CDS,CDS,"""RNA 5'-triphosphatase involved in mRNA 5' capping; subunit of mRNA capping enzyme ; which is a heterotetramer composed of a Cet1p homodimer and two molecules of guanylyltransferase Ceg1p; Cet1p also has a role in regulation of RNAPII pausing at promoter-proximal sites; interaction between Cet1p and Ceg1p is required for Ceg1p nuclear import; mammalian enzyme is single bifunctional polypeptide; human homolog RNGTT can complement yeast cet1 null mutant""",Verified ORF
11235,16,120319,0.122819123713284,0.155085393743486,0.428924514576947,YPL227C,ALG5,SGDID:S000006148,CDS,CDS,"""UDP-glucose:dolichyl-phosphate glucosyltransferase; involved in asparagine-linked glycosylation in the endoplasmic reticulum; human ortholog ALG5 can partially complement yeast alg5 mutant""",Verified ORF
11236,16,121298,0.17434592933329,0.154541784704708,0.26002379250519,YPL227C,ALG5,SGDID:S000006148,Close to 3'-UTR,Close to 3'-UTR,"""UDP-glucose:dolichyl-phosphate glucosyltransferase; involved in asparagine-linked glycosylation in the endoplasmic reticulum; human ortholog ALG5 can partially complement yeast alg5 mutant""",Verified ORF
11237,16,122212,0.180167606207586,0.154894397485939,0.245548587864249,YPL226W,NEW1,SGDID:S000006147,CDS,CDS,"""Translation termination and ribosome biogenesis factor; ATP binding cassette protein that cosediments with polysomes and is required for biogenesis of the small ribosomal subunit; Asn/Gln-rich rich region supports [NU+] prion formation and susceptibility to [PSI+] prion induction""",Verified ORF
11238,16,125144,0.200923806507082,0.154089839993386,0.193103908281081,YPL226W,NEW1,SGDID:S000006147,CDS,CDS,"""Translation termination and ribosome biogenesis factor; ATP binding cassette protein that cosediments with polysomes and is required for biogenesis of the small ribosomal subunit; Asn/Gln-rich rich region supports [NU+] prion formation and susceptibility to [PSI+] prion induction""",Verified ORF
11239,16,125464,0.164689220678113,0.154417101488677,0.286916664968045,YPL226W,NEW1,SGDID:S000006147,Close to 3'-UTR,Close to 3'-UTR,"""Translation termination and ribosome biogenesis factor; ATP binding cassette protein that cosediments with polysomes and is required for biogenesis of the small ribosomal subunit; Asn/Gln-rich rich region supports [NU+] prion formation and susceptibility to [PSI+] prion induction""",Verified ORF
11240,16,126720,0.191955339349859,0.153899140072734,0.213121663123193,YPL224C,MMT2,SGDID:S000006145,CDS,CDS,"""Putative metal transporter involved in mitochondrial iron accumulation; MMT2 has a paralog ; MMT1 ; that arose from the whole genome duplication""",Verified ORF
11241,16,128020,0.129455280011811,0.153887465436839,0.40078666903134,YPL224C,MMT2,SGDID:S000006145,CDS,CDS,"""Putative metal transporter involved in mitochondrial iron accumulation; MMT2 has a paralog ; MMT1 ; that arose from the whole genome duplication""",Verified ORF
11242,16,128319,0.142589332271483,0.153898174057995,0.354810178169157,YPL224C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11243,16,128822,0.155571222630668,0.15381893559752,0.312521643719142,YPL223C,GRE1,SGDID:S000006144,CDS,CDS,"""Hydrophilin essential in desiccation-rehydration process; stress induced (osmotic ; ionic ; oxidative ; heat shock and heavy metals); regulated by the HOG pathway; GRE1 has a paralog ; SIP18 ; that arose from the whole genome duplication""",Verified ORF
11244,16,129358,0.0828811565321188,0.154688545259881,0.592438519616563,YPL223C,GRE1,SGDID:S000006144,Close to 3'-UTR,Close to 3'-UTR,"""Hydrophilin essential in desiccation-rehydration process; stress induced (osmotic ; ionic ; oxidative ; heat shock and heavy metals); regulated by the HOG pathway; GRE1 has a paralog ; SIP18 ; that arose from the whole genome duplication""",Verified ORF
11246,16,132814,0.104014521177267,0.155250770852321,0.503310166226543,YPL221W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11247,16,136628,0.115137731885018,0.154167145054499,0.455659074302748,YPL219W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11248,16,136917,0.134655726848291,0.155607869588525,0.387432815334344,YPL219W,PCL8,SGDID:S000006140,CDS,CDS,"""Cyclin; interacts with Pho85p cyclin-dependent kinase (Cdk) to phosphorylate and regulate glycogen synthase ; also activates Pho85p for Glc8p phosphorylation; PCL8 has a paralog ; PCL10 ; that arose from the whole genome duplication""",Verified ORF
11251,16,143053,0.128728151817523,0.153864992755688,0.403366271355803,YPL217C,BMS1,SGDID:S000006138,CDS,CDS,"""GTPase required for ribosomal subunit synthesis and rRNA processing; required for synthesis of 40S ribosomal subunits and for processing the 35S pre-rRNA at sites A0 ; A1 ; and A2; interacts with Rcl1p ; which stimulates its GTPase and U3 snoRNA binding activities; has similarity to Tsr1p""",Verified ORF
11252,16,143870,0.180521998894308,0.154195568863092,0.242495416192182,YPL216W,YPL216W,SGDID:S000006137,CDS,CDS,"""Putative protein of unknown function; not an essential gene; YPL216W has a paralog ; ITC1 ; that arose from the whole genome duplication""",Uncharacterized ORF
11253,16,145251,0.16253467108513,0.155393615958632,0.296297663310447,YPL216W,YPL216W,SGDID:S000006137,CDS,CDS,"""Putative protein of unknown function; not an essential gene; YPL216W has a paralog ; ITC1 ; that arose from the whole genome duplication""",Uncharacterized ORF
11254,16,145367,0.163910128818144,0.155628625391399,0.292963651041367,YPL216W,YPL216W,SGDID:S000006137,CDS,CDS,"""Putative protein of unknown function; not an essential gene; YPL216W has a paralog ; ITC1 ; that arose from the whole genome duplication""",Uncharacterized ORF
11255,16,145806,0.137394810856869,0.154783915653463,0.375330427639854,YPL216W,YPL216W,SGDID:S000006137,CDS,CDS,"""Putative protein of unknown function; not an essential gene; YPL216W has a paralog ; ITC1 ; that arose from the whole genome duplication""",Uncharacterized ORF
11256,16,145918,0.154107335605009,0.155156360298821,0.32127387528054,YPL216W,YPL216W,SGDID:S000006137,CDS,CDS,"""Putative protein of unknown function; not an essential gene; YPL216W has a paralog ; ITC1 ; that arose from the whole genome duplication""",Uncharacterized ORF
11257,16,147108,0.116622133113805,0.153935894735084,0.449194742692363,YPL216W,YPL216W,SGDID:S000006137,CDS,CDS,"""Putative protein of unknown function; not an essential gene; YPL216W has a paralog ; ITC1 ; that arose from the whole genome duplication""",Uncharacterized ORF
11258,16,149006,0.192828395138558,0.154005644184894,0.211367286368429,YPL214C,THI6,SGDID:S000006135,CDS,CDS,"""Thiamine-phosphate diphosphorylase and hydroxyethylthiazole kinase; required for thiamine biosynthesis; GFP-fusion protein localizes to the cytoplasm in a punctate pattern""",Verified ORF
11259,16,149106,0.199279963788083,0.154183938362712,0.19703565983284,YPL214C,THI6,SGDID:S000006135,CDS,CDS,"""Thiamine-phosphate diphosphorylase and hydroxyethylthiazole kinase; required for thiamine biosynthesis; GFP-fusion protein localizes to the cytoplasm in a punctate pattern""",Verified ORF
11260,16,149133,0.199644561204353,0.153747476651514,0.194955494778504,YPL214C,THI6,SGDID:S000006135,CDS,CDS,"""Thiamine-phosphate diphosphorylase and hydroxyethylthiazole kinase; required for thiamine biosynthesis; GFP-fusion protein localizes to the cytoplasm in a punctate pattern""",Verified ORF
11261,16,150017,0.113232002441277,0.15454822590463,0.464249273143333,YPL214C,THI6,SGDID:S000006135,CDS,CDS,"""Thiamine-phosphate diphosphorylase and hydroxyethylthiazole kinase; required for thiamine biosynthesis; GFP-fusion protein localizes to the cytoplasm in a punctate pattern""",Verified ORF
11262,16,151512,0.0859911614139727,0.154815132902052,0.578942722741391,YPL213W,LEA1,SGDID:S000006134,Close to 3'-UTR,Close to 3'-UTR,"""Component of U2 snRNP complex; disruption causes reduced U2 snRNP levels; physically interacts with Msl1p; putative homolog of human U2A' snRNP protein""",Verified ORF
11263,16,154007,0.0945196840182067,0.154850257899468,0.54199354270381,YPL211W,NIP7,SGDID:S000006132,CDS,CDS,"""Nucleolar protein required for 60S ribosome subunit biogenesis; constituent of 66S pre-ribosomal particles; physically interacts with Nop8p and the exosome subunit Rrp43p""",Verified ORF
11264,16,155634,0.078693724698065,0.154491565447755,0.610809552539045,YPL210C,SRP72,SGDID:S000006131,CDS,CDS,"""Core component of the signal recognition particle (SRP); the SRP is a ribonucleoprotein (RNP) complex that functions in targeting nascent secretory proteins to the endoplasmic reticulum (ER) membrane""",Verified ORF
11265,16,156150,0.0810189266331194,0.154723235902372,0.600859098803033,YPL210C,SRP72,SGDID:S000006131,CDS,CDS,"""Core component of the signal recognition particle (SRP); the SRP is a ribonucleoprotein (RNP) complex that functions in targeting nascent secretory proteins to the endoplasmic reticulum (ER) membrane""",Verified ORF
11271,16,156476,0.0958162398696237,0.154434853809751,0.535374111297108,YPL210C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11272,16,156514,0.103945903411514,0.154625525137921,0.50186886483259,YPL209C,IPL1,SGDID:S000006130,CDS,CDS,"""Aurora kinase of chromosomal passenger complex; mediates release of mono-oriented kinetochores from microtubules in meiosis I ; and kinetochore release from SPB clusters at meiotic exit; helps maintain condensed chromosomes during anaphase; required for SPB cohesion and prevention of multipolar spindle formation; promotes telomerase release at G2/M; Iocalizes to nuclear foci that diffuse upon DNA replication stress; required for inhibition of karyopherin Pse1p upon SAC arrest""",Verified ORF
11273,16,156560,0.101409679455327,0.15442473551921,0.511806057161149,YPL209C,IPL1,SGDID:S000006130,CDS,CDS,"""Aurora kinase of chromosomal passenger complex; mediates release of mono-oriented kinetochores from microtubules in meiosis I ; and kinetochore release from SPB clusters at meiotic exit; helps maintain condensed chromosomes during anaphase; required for SPB cohesion and prevention of multipolar spindle formation; promotes telomerase release at G2/M; Iocalizes to nuclear foci that diffuse upon DNA replication stress; required for inhibition of karyopherin Pse1p upon SAC arrest""",Verified ORF
11274,16,159409,0.0285097191698838,0.154140684401014,0.853367350398162,YPL208W,RKM1,SGDID:S000006129,CDS,CDS,"""SET-domain lysine-N-methyltransferase; catalyzes the formation of dimethyllysine residues on the large ribosomal subunit proteins L23 (Rpl23Ap and Rpl23Bp) and monomethyllysine residues on L18 (Rps18Ap and Rps18Bp)""",Verified ORF
11276,16,163733,-0.0373825845709747,0.155785138784913,0.810498644733088,YPL206C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11277,16,163842,0.0228906153590056,0.154022314529321,0.881939280239082,YPL206C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11282,16,167913,0.028492138639491,0.155865578206987,0.855060336946565,YPL203W,TPK2,SGDID:S000006124,Close to 3'-UTR,Close to 3'-UTR,"""cAMP-dependent protein kinase catalytic subunit; promotes vegetative growth in response to nutrients via the Ras-cAMP signaling pathway; partially redundant with Tpk1p and Tpk3p; localizes to P-bodies during stationary phase; relocalizes to the cytosol in response to hypoxia""",Verified ORF
11283,16,168266,-0.0029339883887707,0.156897627831346,0.985090979266887,YPL202C,AFT2,SGDID:S000006123,CDS,CDS,"""Iron-regulated transcriptional activator; activates genes involved in intracellular iron use and required for iron homeostasis and resistance to oxidative stress; AFT2 has a paralog ; AFT1 ; that arose from the whole genome duplication""",Verified ORF
11284,16,170236,0.133322111130575,0.155746475988743,0.392567352485554,CUT405,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
11285,16,170586,0.178388781172866,0.156706242382246,0.255740411463571,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11286,16,170647,0.188761122223239,0.157811472011395,0.232453363156765,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11287,16,170885,0.127541902952849,0.156867285650631,0.416733922582494,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11288,16,170900,0.127249425749725,0.156078036184479,0.415454001419525,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11289,16,170927,0.183380987771379,0.155990537012689,0.240550840289053,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11290,16,170955,0.187779808158599,0.155767309284392,0.22881205521889,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11291,16,170958,0.182803191535342,0.155784078597852,0.241410745794269,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11292,16,170964,0.193141851116495,0.155480899446714,0.214979155765157,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11293,16,170973,0.185712769333442,0.155956153044901,0.23453176908718,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11294,16,171033,0.182483104758352,0.155176167013608,0.240397824324657,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11295,16,171059,0.17461076707454,0.155031467022868,0.260806858195052,YPL201C,YIG1,SGDID:S000006122,CDS,CDS,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11296,16,171165,0.183204660252185,0.155519981557733,0.239584706633923,YPL200W_NFR/NDR,,,Promoter,Promoter,,Promoter
11297,16,171270,0.181926539687848,0.155786985740718,0.243679485880857,YPL201C_NFR/NDR,,,Promoter,Promoter,,Promoter
11298,16,171314,0.178846926116877,0.156994082837701,0.25539414984565,YPL201C_NFR/NDR,,,Promoter,Promoter,,Promoter
11300,16,171451,0.120174545399324,0.157806846423795,0.446849406830229,YPL201C,YIG1,SGDID:S000006122,Close to 3'-UTR,Close to 3'-UTR,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11301,16,171458,0.120174545399324,0.157806846423795,0.446849406830229,YPL201C,YIG1,SGDID:S000006122,Close to 3'-UTR,Close to 3'-UTR,"""Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol""",Verified ORF
11302,16,171525,0.221549827619342,0.15761727270267,0.160716820722816,YPL200W,CSM4,SGDID:S000006121,CDS,CDS,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11303,16,171529,0.229780396533534,0.157783397928458,0.146197787350044,YPL200W,CSM4,SGDID:S000006121,CDS,CDS,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11304,16,171534,0.23517920954264,0.157493230919402,0.136260943988374,YPL200W,CSM4,SGDID:S000006121,CDS,CDS,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11305,16,171564,0.176712221747969,0.157737116634252,0.263349368138368,YPL200W,CSM4,SGDID:S000006121,CDS,CDS,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11306,16,171567,0.184258247465107,0.15798930090507,0.244292466384002,YPL200W,CSM4,SGDID:S000006121,CDS,CDS,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11308,16,171729,0.210440079410583,0.155072125782112,0.175633521090034,YPL200W,CSM4,SGDID:S000006121,CDS,CDS,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11309,16,171822,0.198558727612389,0.156637505492185,0.205764897726617,YPL200W,CSM4,SGDID:S000006121,CDS,CDS,"""Protein required for accurate chromosome segregation during meiosis; involved in meiotic telomere clustering (bouquet formation) and telomere-led rapid prophase movements; functions with meiosis-specific telomere-binding protein Ndj1p; CSM4 has a paralog ; MPS2 ; that arose from the whole genome duplication""",Verified ORF
11313,16,172126,0.192599440197924,0.155416374966396,0.216076946794739,YPL199C,YPL199C,SGDID:S000006120,CDS,CDS,"""Protein involved in nonstop mRNA decay; predicted to be palmitoylated""",Verified ORF
11314,16,172141,0.213198527790635,0.1551700133156,0.170323620540218,YPL199C,YPL199C,SGDID:S000006120,CDS,CDS,"""Protein involved in nonstop mRNA decay; predicted to be palmitoylated""",Verified ORF
11315,16,172786,0.226284467039471,0.155459757909668,0.146396868859543,YPL198W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11316,16,173125,0.314243218499183,0.155200315824696,0.0436445198532162,YPL198W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11317,16,173235,0.25469986957406,0.156879566645313,0.105367152997282,YPL199C,YPL199C,SGDID:S000006120,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in nonstop mRNA decay; predicted to be palmitoylated""",Verified ORF
11318,16,173538,0.219956846926808,0.158730022050841,0.166704402311383,YPL199C,YPL199C,SGDID:S000006120,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in nonstop mRNA decay; predicted to be palmitoylated""",Verified ORF
11319,16,173703,0.249783846836362,0.156434827266052,0.111221160395526,snR59_NFR/NDR,,,Promoter,Promoter,,Promoter
11320,16,173708,0.246251186069144,0.157135955396755,0.11798217054877,snR59_NFR/NDR,,,Promoter,Promoter,,Promoter
11321,16,173979,0.279796459531995,0.15871672471021,0.0787881912306152,YPL198W,RPL7B,SGDID:S000006119,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L7B; required for processing of 27SA3 pre-rRNA to 27SB pre-rRNA during assembly of large ribosomal subunit; depletion leads to a turnover of pre-rRNA; contains a conserved C-terminal Nucleic acid Binding Domain (NDB2); binds to Domain II of 25S and 5.8S rRNAs; homologous to mammalian ribosomal protein L7 and bacterial L30; RPL7B has a paralog ; RPL7A ; that arose from the whole genome duplication""",Verified ORF
11324,16,174996,0.225384439426327,0.156045252608918,0.149526670286871,YPL196W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11325,16,179596,0.134620731069388,0.156157827365209,0.389228071985804,YPL194W,DDC1,SGDID:S000006115,CDS,CDS,"""DNA damage checkpoint protein; part of a PCNA-like complex required for DNA damage response ; required for pachytene checkpoint to inhibit cell cycle in response to unrepaired recombination intermediates; potential Cdc28p substrate; forms nuclear foci upon DNA replication stress""",Verified ORF
11326,16,180654,0.109469940965452,0.157437843652883,0.487311210720511,YPL194W,DDC1,SGDID:S000006115,CDS,CDS,"""DNA damage checkpoint protein; part of a PCNA-like complex required for DNA damage response ; required for pachytene checkpoint to inhibit cell cycle in response to unrepaired recombination intermediates; potential Cdc28p substrate; forms nuclear foci upon DNA replication stress""",Verified ORF
11327,16,180789,0.165424606103183,0.156527762052126,0.291307891267673,YPL194W,DDC1,SGDID:S000006115,CDS,CDS,"""DNA damage checkpoint protein; part of a PCNA-like complex required for DNA damage response ; required for pachytene checkpoint to inhibit cell cycle in response to unrepaired recombination intermediates; potential Cdc28p substrate; forms nuclear foci upon DNA replication stress""",Verified ORF
11328,16,180828,0.139156477097891,0.156911149082548,0.37576406203793,YPL194W,DDC1,SGDID:S000006115,CDS,CDS,"""DNA damage checkpoint protein; part of a PCNA-like complex required for DNA damage response ; required for pachytene checkpoint to inhibit cell cycle in response to unrepaired recombination intermediates; potential Cdc28p substrate; forms nuclear foci upon DNA replication stress""",Verified ORF
11329,16,180851,0.117291296818718,0.157256446221708,0.456248353570922,YPL194W,DDC1,SGDID:S000006115,CDS,CDS,"""DNA damage checkpoint protein; part of a PCNA-like complex required for DNA damage response ; required for pachytene checkpoint to inhibit cell cycle in response to unrepaired recombination intermediates; potential Cdc28p substrate; forms nuclear foci upon DNA replication stress""",Verified ORF
11330,16,181568,0.0750337722183922,0.156563912329955,0.632055195119818,YPL193W,RSA1,SGDID:S000006114,CDS,CDS,"""Protein involved in the assembly of 60S ribosomal subunits; functionally interacts with Dbp6p; functions in a late nucleoplasmic step of the assembly""",Verified ORF
11331,16,182956,0.0501138089071069,0.158278792005621,0.751721134767125,YPL192C,PRM3,SGDID:S000006113,CDS,CDS,"""Protein required for nuclear envelope fusion during karyogamy; pheromone-regulated; peripheral protein of the nuclear membrane; interacts with Kar5p at the spindle pole body""",Verified ORF
11332,16,187861,0.0276055098813728,0.159487537685854,0.862680816270507,YPL189W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11334,16,188882,0.0371723921324563,0.158316466511812,0.814501644455873,YPL189C-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11335,16,188952,0.0899426289648693,0.160013828888228,0.574409492637759,YPL189C-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11336,16,189738,-0.0098597529019852,0.158626834843837,0.950473060303994,YPL189W,GUP2,SGDID:S000006110,CDS,CDS,"""Probable membrane protein; possible role in proton symport of glycerol; member of the MBOAT family of putative membrane-bound O-acyltransferases; homolog of the mammalian Hedgehog pathway modulator HHAT; GUP2 has a paralog ; GUP1 ; that arose from the whole genome duplication""",Verified ORF
11337,16,191167,-0.0025202532243719,0.157997647631404,0.987282329255398,YPL188W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11340,16,195694,0.0936977450516058,0.156539233244109,0.549851824449643,YPL186C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11341,16,195879,0.0725686976114071,0.155965634959202,0.642013238092459,YPL186C,UIP4,SGDID:S000006107,Close to 3'-UTR,Close to 3'-UTR,"""Protein that interacts with Ulp1p; a Ubl (ubiquitin-like protein)-specific protease for Smt3p protein conjugates; detected in a phosphorylated state in the mitochondrial outer membrane; also detected in ER and nuclear envelope""",Verified ORF
11342,16,196859,0.0103418188097371,0.156797179321394,0.947449665614774,YPL184C,MRN1,SGDID:S000006105,CDS,CDS,"""RNA-binding protein that may be involved in translational regulation; binds specific categories of mRNAs ; including those that contain upstream open reading frames (uORFs) and internal ribosome entry sites (IRES); interacts genetically with chromatin remodelers and splicing factors ; linking chromatin state ; splicing and as a result mRNA maturation""",Verified ORF
11343,16,197237,-0.0202701540130572,0.156318400370406,0.896899618303618,YPL184C,MRN1,SGDID:S000006105,CDS,CDS,"""RNA-binding protein that may be involved in translational regulation; binds specific categories of mRNAs ; including those that contain upstream open reading frames (uORFs) and internal ribosome entry sites (IRES); interacts genetically with chromatin remodelers and splicing factors ; linking chromatin state ; splicing and as a result mRNA maturation""",Verified ORF
11347,16,198072,-0.059920435327527,0.157977259154334,0.704694752533712,YPL184C,MRN1,SGDID:S000006105,Close to 3'-UTR,Close to 3'-UTR,"""RNA-binding protein that may be involved in translational regulation; binds specific categories of mRNAs ; including those that contain upstream open reading frames (uORFs) and internal ribosome entry sites (IRES); interacts genetically with chromatin remodelers and splicing factors ; linking chromatin state ; splicing and as a result mRNA maturation""",Verified ORF
11348,16,199543,0.0803129141145045,0.158124219343005,0.611833490451261,YPL183C,RTT10,SGDID:S000006104,CDS,CDS,"""WD40 domain-containing protein involved in endosomal recycling; forms a complex with Rrt2p that functions in the retromer-mediated pathway for recycling internalized cell-surface proteins; interacts with Trm7p for 2'-O-methylation of N34 of substrate tRNAs; has a role in regulation of Ty1 transposition; human ortholog is WDR6""",Verified ORF
11349,16,202983,0.0394023559472332,0.158132743455684,0.803372146521514,YPL181W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
